gisco_id,name,registered,turnout,invalid,blank,PARTIDUL NAȚIONAL LIBERAL,ASOCIAȚIA PARTIDA ROMILOR PRO-EUROPA,PARTIDUL MIȘCAREA POPULARĂ,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,UNIUNEA POLONEZILOR DIN ROMÂNIA,PARTIDUL BLOCUL UNITĂȚII NAȚIONALE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,PARTIDUL ROMÂNIA MARE,PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,UNIUNEA CROAȚILOR DIN ROMÂNIA,UNIUNEA ELENĂ DIN ROMÂNIA,UNIUNEA SÂRBILOR DIN ROMÂNIA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA,PARTIDUL ECOLOGIST ROMÂN,PARTIDUL ROMÂNIA UNITĂ,PARTIDUL SOCIAL DEMOCRAT,PARTIDUL ROMILOR DEMOCRAȚI,PARTIDUL SOCIALIST ROMÂN,PARTIDUL VERDE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR,PARTIDUL PLATFORMA ACȚIUNEA CIVICĂ A TINERILOR,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.,ALIANȚA NOASTRĂ ROMÂNIA,UNIUNEA SALVAȚI ROMÂNIA,PARTIDUL NOUA ROMÂNIE,UNIUNEA ARMENILOR DIN ROMÂNIA,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,ASOCIAȚIA LIGA ALBANEZILOR DIN ROMÂNIA,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,PARTIDUL VRANCEA NOASTRĂ,CANDIDAT INDEPENDENT - DUMITRU FLUCUȘ,CANDIDAT INDEPENDENT - THEODOR PALEOLOGU,CANDIDAT INDEPENDENT - VERONICA ZAMFIR,CANDIDAT INDEPENDENT - RODICA BARNA,CANDIDAT INDEPENDENT - REMUS-FLORINEL CERNEA,CANDIDAT INDEPENDENT - GEORGE-ALEXANDRU MANCIU,CANDIDAT INDEPENDENT - PETRICĂ FOLICĂ,CANDIDAT INDEPENDENT - DĂNUȚ DINU,CANDIDAT INDEPENDENT - GHEORGHE DINU,CANDIDAT INDEPENDENT - ION-MARIUS FENICHIU,CANDIDAT INDEPENDENT - REMI RĂDULESCU,CANDIDAT INDEPENDENT - GHEORGHE BLEDEA,CANDIDAT INDEPENDENT - COSTEL-IOAN CIOBAN,CANDIDAT INDEPENDENT - IOAN SPIRIDON,CANDIDAT INDEPENDENT - SORIN ȘOVA,CANDIDAT INDEPENDENT - NEVISER ZAHARCU,CANDIDAT INDEPENDENT - TIBERIU MĂNESCU,CANDIDAT INDEPENDENT - ION-GABRIEL LINŢĂ,CANDIDAT INDEPENDENT - IOAN-COSMIN CURELEA,CANDIDAT INDEPENDENT - ELENA-GABRIELA UDREA,CANDIDAT INDEPENDENT - ROMEO RĂDULESCU,CANDIDAT INDEPENDENT - LIA ARDELEAN,CANDIDAT INDEPENDENT - NECULAI GĂLĂȚANU,CANDIDAT INDEPENDENT - DANIELA-SIMONA VREME,CANDIDAT INDEPENDENT - DUMITRU-NICU CORNOIU,CANDIDAT INDEPENDENT - NICU RĂDULESCU,CANDIDAT INDEPENDENT - VIŞINEL-COSTEL BALAN,CANDIDAT INDEPENDENT - DANIELA PEPENE,CANDIDAT INDEPENDENT - SEBASTIAN-IOAN BURDUJA,CANDIDAT INDEPENDENT - VASILE-MARINEL REVNIC,CANDIDAT INDEPENDENT - SERGIU-SORIN CHELMU,CANDIDAT INDEPENDENT - COSTEL MARIN,CANDIDAT INDEPENDENT - TIBERIU-MIHAI-ANTONIU JALBĂ,CANDIDAT INDEPENDENT - MIRCEA ION,CANDIDAT INDEPENDENT - COSTEL NEACŞU,CANDIDAT INDEPENDENT - ALEXANDRU PAZIUC,CANDIDAT INDEPENDENT - ION CĂLINOIU,CANDIDAT INDEPENDENT - ELENA NICOLACHE,CANDIDAT INDEPENDENT - GICĂ DUŢĂ,PARTIDUL NAŢIONAL LIBERAL,ASOCIAŢIA PARTIDA ROMILOR PRO-EUROPA,PARTIDUL MIŞCAREA POPULARĂ,UNIUNEA CROAŢILOR DIN ROMÂNIA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.,ALIANŢA NOASTRĂ ROMÂNIA,UNIUNEA SALVAŢI ROMÂNIA,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA
RO_175206,Băleşti,1622,739,36,31,178,3,198,1,0,0,0,0,2,0,0,0,5,3,2,2,6,231,0,2,0,0,1,21,0,2,2,8,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175224,Bârseşti,1240,725,21,32,296,0,121,2,0,0,2,0,1,0,0,0,1,1,7,1,6,205,0,5,1,0,2,9,0,0,3,2,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175260,Bogheşti,1291,526,19,11,39,0,15,2,0,0,1,0,12,0,0,0,1,0,2,0,9,368,0,6,1,0,0,29,0,0,0,5,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175368,Boloteşti,3989,1999,55,29,922,1,41,0,2,0,1,0,16,0,0,0,1,1,5,9,11,785,0,17,4,1,0,47,0,0,4,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175439,Bordeşti,1510,662,32,12,99,4,47,2,0,0,0,0,3,0,2,1,3,1,1,1,8,376,0,7,1,1,0,34,0,1,6,14,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175466,Broşteni,1854,684,14,8,164,0,17,0,0,0,0,0,9,0,0,0,0,0,0,2,13,381,0,6,1,1,0,17,0,1,5,20,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175509,Chiojdeni,1849,922,27,19,376,4,15,2,0,0,0,0,6,0,0,0,2,0,6,0,5,419,0,4,0,2,0,7,0,0,11,6,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175590,Ciorăşti,2479,1225,59,51,509,8,22,2,1,0,1,0,8,0,1,0,2,2,2,4,19,400,0,13,1,1,2,70,0,0,8,20,0,4,2,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175670,Câmpuri,3088,1135,38,39,85,0,32,4,1,0,0,0,4,0,1,0,1,1,2,3,23,787,0,8,0,1,1,56,0,0,8,29,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175732,Cârligele,2502,1113,27,19,79,1,31,0,1,0,1,0,10,0,0,0,2,0,1,4,7,861,0,6,0,1,0,24,0,1,10,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175787,Corbiţa,1452,696,20,8,93,0,9,0,0,0,0,0,7,0,0,0,1,1,1,0,7,522,0,9,0,2,0,5,0,1,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175885,Coteşti,4050,1558,39,9,205,1,113,0,2,0,1,0,11,0,0,1,5,24,2,9,30,982,0,5,0,0,1,48,0,1,11,44,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175938,Dumbrăveni,3720,1333,50,26,197,0,117,6,3,0,1,0,16,0,1,0,3,0,1,4,27,758,0,4,1,1,1,55,0,0,9,36,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_175983,Dumitreşti,3744,1994,61,39,237,3,53,1,1,0,0,0,10,0,2,0,1,1,3,4,34,1422,0,16,1,2,1,37,0,0,4,29,0,1,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176150,Fitioneşti,2272,901,34,13,186,1,37,0,1,0,0,0,11,0,0,0,0,2,0,4,12,515,0,10,0,1,2,26,0,3,4,28,0,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176212,Garoafa,3900,1408,56,13,296,3,110,1,3,0,1,0,20,0,0,1,3,1,1,6,25,661,0,14,1,1,0,120,0,3,4,50,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176301,Gugeşti,5510,2158,91,26,326,1,77,2,2,0,0,0,23,0,1,1,4,0,3,11,31,1340,0,17,3,2,0,74,0,2,14,64,0,2,0,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176338,Gura Caliţei,2259,872,30,15,336,0,40,3,3,0,0,0,6,0,0,0,7,2,3,4,14,312,0,9,0,1,0,23,0,0,13,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176445,Homocea,5763,1761,60,22,954,4,64,2,2,0,2,0,13,0,0,0,3,0,2,10,21,520,0,5,0,0,0,31,0,1,10,21,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176506,Jariştea,3470,1673,57,23,854,2,43,2,1,0,0,0,10,0,1,0,2,0,5,2,24,466,0,10,1,1,4,38,0,2,9,34,0,6,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176551,Jitia,1289,591,19,12,77,1,30,1,0,0,0,0,6,0,0,1,0,0,1,0,6,360,0,8,1,1,1,39,0,1,5,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176613,Măicăneşti,4089,1773,63,54,222,12,45,7,6,0,0,0,14,0,1,0,3,2,5,5,19,1127,0,23,1,0,3,50,0,2,20,73,0,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176686,Mera,3220,981,26,28,136,0,35,2,0,0,0,0,9,0,0,0,0,0,3,3,19,643,0,8,0,1,0,32,0,0,3,13,0,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176748,Milcovul,3076,1362,44,20,344,0,38,1,1,0,1,0,13,0,1,2,3,1,3,5,17,706,0,11,1,2,0,84,0,0,12,44,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176793,Moviliţa,3199,1029,40,11,260,0,47,4,1,0,1,0,11,0,2,1,5,2,3,2,22,482,0,29,2,0,0,43,0,0,12,25,0,4,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176855,Năneşti,2011,726,42,15,116,0,29,1,4,0,0,0,15,0,2,1,0,1,4,4,19,382,0,5,2,1,0,33,0,2,9,15,0,1,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176891,Năruja,1573,748,16,23,79,0,54,0,1,0,0,0,6,0,0,1,2,0,0,2,7,492,0,9,0,0,0,25,0,0,3,12,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_176944,Nereju,3480,1314,36,22,366,2,30,0,0,0,3,0,10,0,0,1,5,0,5,3,5,734,0,12,0,2,3,38,0,0,3,9,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177003,Nistoreşti,1840,787,40,16,71,2,44,6,0,0,0,0,20,0,0,0,1,0,1,3,23,483,0,14,0,2,0,31,0,0,2,9,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177101,Paltin,1631,625,28,6,162,1,27,3,0,0,0,0,7,0,1,0,3,1,1,2,10,322,0,6,0,0,0,13,0,0,4,14,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177236,Păuneşti,5472,1843,77,48,689,1,67,4,1,0,0,0,19,0,1,0,1,2,2,6,25,684,0,13,3,1,2,107,0,1,11,62,0,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177263,Poiana Cristei,2213,909,34,18,83,2,38,1,1,0,0,0,5,0,0,1,1,0,3,2,12,609,0,10,0,1,1,41,0,0,5,14,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177352,Pufeşti,3370,1186,74,14,145,1,86,1,1,0,1,0,17,0,0,2,1,0,1,10,29,564,0,8,8,1,1,153,0,1,5,48,0,1,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177405,Răcoasa,2688,1052,68,30,190,2,53,1,1,0,0,0,8,0,0,0,0,0,2,6,27,528,0,9,0,0,1,71,0,1,9,30,0,1,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177469,Reghiu,1813,890,25,15,178,3,21,1,0,0,0,0,10,0,0,0,3,1,4,3,11,555,0,18,0,0,0,16,0,0,6,8,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177557,Rugineşti,3442,1136,56,16,248,5,56,0,0,0,0,0,8,0,0,1,1,0,1,6,18,593,0,15,1,3,0,79,0,0,2,10,0,2,0,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177600,Sihlea,4125,1225,55,22,130,81,55,10,1,0,0,0,10,0,0,0,0,1,3,0,18,733,0,6,1,3,0,48,0,3,11,19,0,1,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177655,Slobozia Bradului,4112,1924,70,34,221,10,33,1,1,0,0,0,4,0,0,1,2,1,4,3,6,1470,0,5,8,3,0,21,0,1,3,6,0,2,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177726,Slobozia Ciorăşti,1727,717,30,17,52,2,16,0,1,0,0,0,2,0,0,1,1,3,0,0,12,527,0,8,0,1,0,24,0,1,3,7,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177762,Soveja,1921,927,43,35,103,1,36,0,0,0,0,0,7,0,0,0,3,0,1,1,12,550,0,11,1,1,0,60,0,1,7,26,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177799,Străoane,3039,1156,41,24,133,1,46,0,0,0,0,0,16,0,2,0,2,0,0,3,20,780,0,11,1,2,1,24,0,0,7,30,0,2,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177842,Suraia,4937,1272,63,10,318,4,56,2,0,0,1,0,9,0,1,1,2,0,5,6,6,518,0,6,2,2,2,170,0,1,3,56,0,5,1,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177879,Tănăsoaia,1709,831,25,6,162,1,30,0,1,0,0,0,3,0,0,1,1,1,3,0,8,544,0,5,0,0,0,20,0,1,2,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_177986,Tătăranu,3961,1433,42,51,299,10,64,3,1,0,0,0,14,0,1,0,10,0,5,7,12,761,0,19,1,4,2,67,0,3,5,30,0,5,0,3,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178046,Tâmboeşti,2452,1027,53,19,462,11,11,5,0,0,4,0,19,0,1,1,2,0,4,4,10,316,0,9,0,1,2,22,0,4,7,25,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178117,Tulnici,3440,1530,65,44,616,1,44,0,0,0,0,0,7,0,1,0,2,2,5,9,15,654,0,8,1,1,1,14,0,0,10,16,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178180,Ţifeşti,4331,1375,56,25,268,1,107,2,0,0,2,0,20,0,1,1,2,1,0,9,26,568,0,14,1,0,0,206,0,4,6,41,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178279,Urecheşti,2323,803,42,3,260,2,37,1,1,0,0,0,52,0,0,0,1,0,1,5,8,313,0,2,1,2,0,40,0,0,4,14,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178313,Valea Sării,1702,765,37,7,123,0,31,0,0,0,0,0,2,0,0,0,1,0,1,0,7,428,0,6,2,1,0,97,0,0,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178377,Vidra,6015,2396,82,64,396,12,111,3,1,0,0,0,18,0,0,2,9,3,6,8,25,1403,0,28,2,3,1,113,0,3,29,49,0,5,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178475,Vintileasca,1633,788,23,24,59,1,21,2,1,0,0,0,9,0,0,0,1,1,1,1,14,533,0,6,0,0,1,37,0,1,2,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178545,Vizantea-Livezi,3382,1272,51,37,610,0,30,4,2,0,2,0,10,0,2,1,4,0,2,6,11,401,0,8,0,3,1,62,0,0,5,12,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178607,Vânători,5527,2055,76,32,367,4,113,4,1,0,1,0,19,0,1,0,5,2,2,5,18,1073,0,16,7,1,1,100,0,2,15,146,0,4,1,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178689,Vârteşcoiu,2848,1163,41,18,103,5,28,1,1,0,0,0,7,0,0,0,2,0,3,4,12,856,0,6,2,0,0,27,0,0,3,28,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178750,Vrâncioaia,2354,1021,43,30,107,4,49,3,1,0,0,0,5,0,1,2,1,3,6,2,12,640,0,14,1,0,0,50,0,1,12,6,0,1,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178885,Negrileşti,1464,679,44,19,115,0,15,0,0,0,0,0,8,0,0,0,0,0,0,0,2,445,0,5,0,0,0,6,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_178894,Ploscuţeni,2483,887,24,14,88,0,19,0,0,0,0,0,2,0,1,0,1,0,0,2,5,654,0,7,1,3,0,35,0,0,9,15,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
