gisco_id,name,registered,turnout,invalid,blank,LO,LCR,EXG,PCF,PS,LÉ,PR,ECO,CPNT,DIV,LR,RPF,MPF,RN,MNR,PRG,REG,DVG,UDF,DVD,EXD,DL
FR_60655,Varesnes,278,198,3,0,2,0,0,63,0,2,4,0,12,0,73,0,2,37,0,0,0,0,0,0,0,0
FR_60656,Varinfroy,178,107,1,0,2,2,0,4,0,35,0,0,6,13,31,0,0,10,0,0,0,0,0,3,0,0
FR_60657,Vauchelles,213,137,0,0,0,1,1,58,0,3,1,0,2,0,32,0,0,38,1,0,0,0,0,0,0,0
FR_60658,Vauciennes,440,284,1,0,4,0,2,16,84,8,0,0,1,0,95,0,1,67,1,0,0,0,0,4,0,0
FR_60659,Vaudancourt,141,108,1,0,1,2,0,0,25,0,0,1,0,1,53,0,7,16,1,0,0,0,0,0,0,0
FR_60660,Le Vaumain,264,166,6,0,6,1,0,0,34,0,0,6,3,3,65,0,9,29,4,0,0,0,0,0,0,0
FR_60661,Vaumoise,535,335,4,0,1,2,2,23,90,11,2,0,2,0,132,0,3,60,3,0,0,0,0,0,0,0
FR_60662,Le Vauroux,384,227,9,0,4,3,0,0,59,0,0,8,1,2,73,0,10,55,3,0,0,0,0,0,0,0
FR_60663,Velennes,181,126,4,0,6,3,0,1,36,0,0,0,2,0,25,0,1,24,0,0,0,0,0,22,2,0
FR_60664,Vendeuil-Caply,340,226,8,0,0,7,0,8,48,0,0,0,3,0,79,0,3,47,1,0,0,0,0,17,5,0
FR_60665,Venette,1708,1125,8,0,16,21,4,30,309,31,5,0,13,0,484,0,5,186,6,0,0,0,0,7,0,0
FR_60666,Ver-sur-Launette,698,407,7,0,6,5,0,11,0,87,0,0,12,11,146,0,6,103,4,0,0,0,0,9,0,0
FR_60667,Verberie,2166,1138,34,0,48,27,0,65,0,225,0,0,12,21,411,0,12,234,15,0,0,0,0,34,0,0
FR_60668,Verderel-lès-Sauqueuse,572,411,4,0,3,8,0,19,106,0,0,0,21,0,96,0,5,49,3,0,0,0,0,95,2,0
FR_60669,Verderonne,342,255,4,0,2,2,0,0,66,10,0,0,4,3,79,9,0,30,5,0,0,29,0,12,0,0
FR_60670,Verneuil-en-Halatte,2897,1939,41,0,26,39,0,64,0,450,0,0,22,45,740,0,30,382,36,0,0,0,0,64,0,0
FR_60671,Versigny,290,199,0,0,2,4,0,4,0,51,0,0,1,1,85,0,4,38,0,0,0,0,0,9,0,0
FR_60672,Vez,257,156,0,0,2,0,1,5,39,3,0,0,0,0,81,0,4,18,1,0,0,0,0,2,0,0
FR_60673,Viefvillers,137,95,2,0,5,3,0,0,11,0,0,0,2,0,26,0,1,15,1,0,0,0,0,29,0,0
FR_60674,Vieux-Moulin,479,356,4,0,4,1,2,6,81,11,2,0,5,0,178,0,2,47,1,0,0,0,0,12,0,0
FR_60675,Vignemont,313,230,3,0,2,2,1,88,0,14,5,0,6,0,72,0,2,34,1,0,0,0,0,0,0,0
FR_60676,Ville,470,288,3,0,2,1,0,106,0,6,3,0,6,0,98,0,1,62,0,0,0,0,0,0,0,0
FR_60677,Villembray,179,120,7,0,1,2,0,0,22,0,1,3,5,0,50,0,4,22,3,0,0,0,0,0,0,0
FR_60678,Villeneuve-les-Sablons,752,489,14,0,4,12,3,12,157,0,8,0,6,0,141,0,10,99,8,0,0,0,0,15,0,0
FR_60679,La Villeneuve-sous-Thury,123,73,2,0,0,1,0,1,0,9,0,0,1,5,22,0,1,29,2,0,0,0,0,0,0,0
FR_60680,Villeneuve-sur-Verberie,424,263,7,0,8,5,0,8,0,46,0,0,3,8,99,0,4,52,3,0,0,0,0,20,0,0
FR_60681,Villers-Saint-Barthélemy,414,289,11,0,6,2,0,0,62,0,2,6,3,4,115,0,21,53,4,0,0,0,0,0,0,0
FR_60682,Villers-Saint-Frambourg,437,325,8,0,7,6,0,6,0,37,0,0,5,11,184,0,7,31,1,0,0,0,0,22,0,0
FR_60683,Villers-Saint-Genest,217,136,1,0,0,4,0,11,0,20,0,0,0,40,33,0,1,20,2,0,0,0,0,4,0,0
FR_60684,Villers-Saint-Paul,3440,2075,24,0,17,18,0,0,1077,46,0,0,9,13,314,73,10,335,15,0,0,77,0,47,0,0
FR_60685,Villers-Saint-Sépulcre,660,368,10,0,7,9,0,0,119,0,4,7,7,2,133,0,9,57,4,0,0,0,0,0,0,0
FR_60686,Villers-sous-Saint-Leu,1568,1022,16,0,12,10,4,87,256,0,33,0,13,0,324,0,31,196,17,0,0,0,0,23,0,0
FR_60687,Villers-sur-Auchy,235,136,6,0,3,3,0,0,42,0,2,1,2,0,44,0,4,28,1,0,0,0,0,0,0,0
FR_60688,Villers-sur-Bonnières,125,87,3,0,1,1,0,0,18,0,0,0,3,0,21,0,4,17,1,0,0,0,0,17,1,0
FR_60689,Villers-sur-Coudun,959,665,13,0,7,2,0,156,0,13,20,0,8,0,358,0,4,82,2,0,0,0,0,0,0,0
FR_60690,Villers-sur-Trie,250,165,2,0,6,2,0,0,53,0,1,6,1,2,61,0,4,26,1,0,0,0,0,0,0,0
FR_60691,Villers-Vermont,94,45,1,0,2,1,0,0,7,0,2,0,0,2,21,0,2,7,0,0,0,0,0,0,0,0
FR_60692,Villers-Vicomte,117,65,1,0,0,2,0,2,10,0,0,0,0,0,21,0,0,15,1,0,0,0,0,9,4,0
FR_60693,Villeselve,257,159,2,0,4,1,0,73,0,0,1,0,6,0,51,0,2,19,0,0,0,0,0,0,0,0
FR_60694,Villotran,219,139,3,0,1,4,0,0,48,0,1,5,9,1,42,0,6,17,2,0,0,0,0,0,0,0
FR_60695,Vineuil-Saint-Firmin,1086,744,15,0,13,13,0,23,0,126,0,0,1,10,398,0,19,90,14,0,0,0,0,22,0,0
FR_60697,Vrocourt,41,30,0,0,0,0,0,0,2,0,0,0,1,0,22,0,0,5,0,0,0,0,0,0,0,0
FR_60698,Wacquemoulin,236,145,0,0,4,0,0,1,36,0,0,0,6,0,53,0,2,22,0,0,0,0,0,17,4,0
FR_60699,Wambez,129,98,1,0,0,4,0,0,26,0,2,4,2,0,30,0,2,27,0,0,0,0,0,0,0,0
FR_60700,Warluis,899,621,10,0,6,10,0,0,166,0,1,4,9,2,289,0,25,97,2,0,0,0,0,0,0,0
FR_60701,Wavignies,712,447,16,0,11,7,0,25,123,0,0,0,6,0,112,0,4,93,2,0,0,0,0,43,5,0
FR_60702,Welles-Pérennes,165,125,1,0,1,3,0,1,25,0,0,0,5,0,69,0,0,13,0,0,0,0,0,5,2,0
FR_60703,Aux Marais,552,375,13,0,9,14,0,0,119,0,4,7,9,4,97,0,15,81,3,0,0,0,0,0,0,0
FR_61001,Alençon,16333,10432,145,0,95,282,0,139,3631,221,82,80,47,0,4061,0,67,832,62,0,0,15,0,673,0,0
FR_61002,Almenêches,509,302,4,0,2,5,0,4,88,9,0,0,9,0,0,0,0,35,2,0,0,0,0,0,0,144
FR_61003,Anceins,153,101,4,0,1,3,0,1,20,4,0,1,2,0,47,0,0,18,0,0,0,0,0,0,0,0
FR_61004,Antoigny,92,67,1,0,0,0,0,0,6,0,0,1,0,0,25,0,0,10,0,0,0,0,0,24,0,0
FR_61005,Appenai-sous-Bellême,185,128,1,0,2,2,0,3,22,8,0,3,0,0,68,0,1,18,0,0,0,0,0,0,0,0
FR_61006,Argentan,10503,6305,101,0,89,103,0,346,2336,209,0,0,66,0,0,0,0,701,45,0,0,0,0,0,0,2309
FR_61007,Athis-de-l'Orne,1861,1226,21,0,13,13,0,9,214,148,0,0,22,0,0,0,0,121,4,0,0,0,0,0,0,661
FR_61008,Aube,978,614,15,0,10,11,0,12,204,7,0,6,7,0,244,0,4,78,16,0,0,0,0,0,0,0
FR_61009,Aubry-en-Exmes,212,149,3,0,1,4,0,4,43,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,73
FR_61010,Aubry-le-Panthou,91,66,0,0,1,0,0,2,14,2,0,0,0,0,37,0,0,10,0,0,0,0,0,0,0,0
FR_61011,Aubusson,281,220,2,0,2,6,0,1,50,12,0,0,2,0,0,0,0,12,4,0,0,0,0,0,0,129
FR_61012,Auguaise,107,74,0,0,0,1,0,0,17,1,0,1,3,0,38,0,1,12,0,0,0,0,0,0,0,0
FR_61013,Aunay-les-Bois,107,73,0,0,2,1,0,2,23,2,0,1,0,0,27,0,0,7,0,0,0,1,0,7,0,0
FR_61014,Aunou-le-Faucon,228,181,2,0,4,2,0,4,78,7,0,0,6,0,0,0,0,22,2,0,0,0,0,0,0,54
FR_61015,Aunou-sur-Orne,209,117,5,0,1,2,0,0,27,5,0,0,1,0,49,0,2,7,1,0,0,0,0,17,0,0
FR_61016,Autheuil,131,101,2,0,2,1,0,4,14,4,0,0,0,0,54,0,0,20,0,0,0,0,0,0,0,0
FR_61017,Les Authieux-du-Puits,46,35,0,0,0,0,0,0,13,1,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0
FR_61018,Avernes-Saint-Gourgon,53,40,1,0,0,0,0,1,2,0,0,0,0,0,29,0,0,6,1,0,0,0,0,0,0,0
FR_61019,Avernes-sous-Exmes,61,49,3,0,0,1,0,2,9,2,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,18
FR_61020,Avoine,216,154,0,0,4,4,0,2,31,4,0,0,12,0,0,0,0,15,1,0,0,0,0,0,0,81
FR_61021,Avrilly,134,96,5,0,0,1,0,0,20,1,2,1,0,0,37,0,2,6,1,0,0,0,0,20,0,0
FR_61022,Bagnoles-de-lOrne,1737,1216,23,0,12,9,0,6,158,17,14,6,7,0,573,0,16,110,8,0,0,1,0,256,0,0
FR_61023,Bailleul,498,344,3,0,5,1,0,10,91,11,0,0,9,0,0,0,0,50,4,0,0,0,0,0,0,160
FR_61024,Banvou,386,236,3,0,3,3,0,0,44,13,0,0,7,0,0,0,0,24,1,0,0,0,0,0,0,138
FR_61025,La Baroche-sous-Lucé,329,214,2,0,1,1,0,1,30,2,2,4,2,0,113,0,3,18,3,0,0,0,0,32,0,0
FR_61026,Barville,162,111,2,0,3,2,0,0,15,1,0,3,3,0,63,0,1,17,1,0,0,0,0,0,0,0
FR_61027,Batilly,125,88,2,0,1,4,0,0,31,5,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,36
FR_61028,Bazoches-au-Houlme,278,166,1,0,2,10,0,2,23,9,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,94
FR_61029,Bazoches-sur-Hoëne,754,501,7,0,2,5,0,7,77,15,0,10,10,0,280,0,14,71,3,0,0,0,0,0,0,0
FR_61030,La Bazoque,165,108,0,0,0,1,0,1,27,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,56
FR_61031,Beauchêne,192,152,2,0,5,3,0,1,10,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,113
FR_61032,Beaufai,281,176,8,0,6,2,0,0,39,5,0,1,7,0,77,0,4,26,1,0,0,0,0,0,0,0
FR_61033,Beaulandais,118,88,1,0,3,1,0,0,9,1,1,1,1,0,48,0,0,3,1,0,0,0,0,18,0,0
FR_61034,Beaulieu,173,132,5,0,0,0,0,1,18,5,0,1,2,0,67,0,3,30,0,0,0,0,0,0,0,0
FR_61035,Beauvain,154,125,1,0,2,2,0,2,26,4,2,1,3,0,46,0,0,13,0,0,0,1,0,22,0,0
FR_61036,Belfonds,142,99,1,0,4,0,0,0,21,1,0,2,1,0,41,0,0,12,0,0,0,0,0,16,0,0
FR_61037,Bellavilliers,144,112,0,0,1,3,0,3,12,6,0,1,0,0,59,0,4,23,0,0,0,0,0,0,0,0
FR_61038,Bellême,1156,720,26,0,21,11,0,8,123,46,0,13,7,0,358,0,25,76,6,0,0,0,0,0,0,0
FR_61039,La Bellière,98,69,2,0,0,2,0,1,8,10,0,0,3,0,0,0,0,8,1,0,0,0,0,0,0,34
FR_61040,Bellou-en-Houlme,786,554,13,0,9,4,0,4,79,23,0,0,22,0,0,0,0,82,5,0,0,0,0,0,0,313
FR_61041,Bellou-le-Trichard,135,79,3,0,6,4,0,0,12,6,0,4,1,0,31,0,0,11,1,0,0,0,0,0,0,0
FR_61042,Bellou-sur-Huisne,345,238,5,0,5,3,0,3,64,8,0,5,2,0,104,0,6,33,0,0,0,0,0,0,0,0
FR_61043,Berdhuis,790,530,16,0,14,6,0,7,119,4,0,5,3,0,251,0,11,88,6,0,0,0,0,0,0,0
FR_61044,Berjou,377,236,7,0,4,9,0,1,57,31,0,0,8,0,0,0,0,19,1,0,0,0,0,0,0,99
FR_61045,Bivilliers,84,49,0,0,0,0,0,0,4,2,0,1,1,0,34,0,0,7,0,0,0,0,0,0,0,0
FR_61046,Bizou,127,64,0,0,2,0,0,3,13,5,0,2,3,0,20,0,0,16,0,0,0,0,0,0,0,0
FR_61047,Bocquencé,129,85,0,0,0,0,0,0,11,1,0,1,3,0,52,0,3,13,1,0,0,0,0,0,0,0
FR_61048,Boëcé,75,56,2,0,0,1,0,1,6,1,0,2,6,0,27,0,0,8,2,0,0,0,0,0,0,0
FR_61049,Boissei-la-Lande,98,64,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,29
FR_61050,Boissy-Maugis,341,223,5,0,3,2,0,3,48,15,0,0,9,0,99,0,1,37,1,0,0,0,0,0,0,0
FR_61051,Boitron,194,132,5,0,1,3,0,2,32,2,0,2,3,0,58,0,1,8,2,0,0,0,0,13,0,0
FR_61052,Bonnefoi,108,80,1,0,1,0,0,5,8,2,0,4,0,0,49,0,2,8,0,0,0,0,0,0,0,0
FR_61053,Bonsmoulins,183,137,4,0,3,2,0,3,31,2,0,0,1,0,67,0,2,16,6,0,0,0,0,0,0,0
FR_61054,Le Bosc-Renoult,196,126,3,0,3,1,0,0,6,0,0,4,1,0,81,0,2,25,0,0,0,0,0,0,0,0
FR_61055,Boucé,463,308,5,0,4,1,0,4,39,13,0,0,4,0,0,0,0,41,6,0,0,0,0,0,0,191
FR_61056,Le Bouillon,123,89,6,0,1,1,0,4,17,4,1,2,4,0,30,0,0,8,0,0,0,0,0,11,0,0
FR_61057,Le Bourg-Saint-Léonard,323,223,2,0,3,4,0,7,64,8,0,0,4,0,0,0,0,31,3,0,0,0,0,0,0,97
FR_61058,Bréel,136,106,0,0,0,1,0,0,18,17,0,0,6,0,0,0,0,10,1,0,0,0,0,0,0,53
FR_61059,Bresolettes,31,21,1,0,0,0,0,0,8,0,0,0,0,0,9,0,1,2,0,0,0,0,0,0,0,0
FR_61060,Brethel,108,73,0,0,0,3,0,1,10,1,0,0,2,0,36,0,2,18,0,0,0,0,0,0,0,0
FR_61061,Bretoncelles,990,626,13,0,6,7,0,10,118,24,0,14,9,0,327,0,1,97,0,0,0,0,0,0,0,0
FR_61062,Brieux,74,40,0,0,1,0,0,2,11,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,16
FR_61063,Briouze,1251,860,14,0,13,21,0,8,134,43,0,0,11,0,0,0,0,62,4,0,0,0,0,0,0,550
FR_61064,Brullemail,73,58,1,0,3,3,0,2,10,1,2,0,3,0,17,0,0,12,0,0,0,0,0,4,0,0
FR_61065,Bubertré,115,83,0,0,1,1,0,2,17,9,0,1,2,0,41,0,2,7,0,0,0,0,0,0,0,0
FR_61066,Buré,82,65,2,0,0,0,0,0,11,1,0,1,9,0,34,0,0,6,1,0,0,0,0,0,0,0
FR_61067,Bures,122,89,2,0,2,0,0,0,17,1,0,0,3,0,39,0,0,11,0,0,0,0,0,14,0,0
FR_61068,Bursard,146,95,2,0,0,2,0,2,40,1,1,1,1,0,20,0,0,12,3,0,0,0,0,10,0,0
FR_61069,Cahan,146,97,1,0,2,1,0,4,14,7,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,49
FR_61070,Caligny,641,395,8,0,10,8,0,1,83,20,0,0,7,0,0,0,0,54,3,0,0,0,0,0,0,201
FR_61071,Camembert,164,115,4,0,1,1,0,3,12,8,0,2,5,0,62,0,2,15,0,0,0,0,0,0,0,0
FR_61072,Canapville,152,96,2,0,0,2,0,1,15,1,0,0,1,0,54,0,1,19,0,0,0,0,0,0,0,0
FR_61073,La Carneille,412,278,3,0,4,7,0,8,29,44,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,153
FR_61074,Carrouges,513,313,7,0,4,1,0,1,96,5,1,3,7,0,119,0,3,28,1,0,0,1,0,36,0,0
FR_61075,Ceaucé,1036,708,24,0,6,10,0,3,130,13,1,5,0,0,339,0,18,68,7,0,0,0,0,84,0,0
FR_61076,Le Cercueil,112,78,0,0,1,0,0,0,26,1,0,2,0,0,23,0,0,10,2,0,0,0,0,13,0,0
FR_61077,Cerisé,597,436,4,0,5,4,0,9,160,20,3,4,2,0,163,0,1,32,0,0,0,0,0,29,0,0
FR_61078,Cerisy-Belle-Étoile,586,404,9,0,2,4,0,2,85,26,0,0,17,0,0,0,0,46,4,0,0,0,0,0,0,209
FR_61079,Ceton,1371,813,24,0,23,17,0,9,106,23,0,11,11,0,414,0,35,128,12,0,0,0,0,0,0,0
FR_61080,Chahains,79,60,5,0,5,1,0,1,15,2,0,0,0,0,14,0,0,5,1,0,0,0,0,11,0,0
FR_61081,Chailloué,338,218,5,0,3,5,0,3,75,1,1,0,8,0,60,0,1,33,3,0,0,0,0,20,0,0
FR_61082,Le Chalange,61,44,0,0,0,0,0,0,3,1,0,0,0,0,21,0,0,7,1,0,0,0,0,11,0,0
FR_61083,Chambois,349,232,6,0,5,4,0,2,38,6,0,0,11,0,0,0,0,41,2,0,0,0,0,0,0,117
FR_61084,Champcerie,121,87,1,0,0,1,0,1,9,7,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,57
FR_61085,Le Champ-de-la-Pierre,24,24,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,19,0,0
FR_61086,Les Champeaux,91,61,1,0,0,0,0,2,5,4,0,4,1,0,30,0,0,14,0,0,0,0,0,0,0,0
FR_61087,Champeaux-sur-Sarthe,136,88,1,0,1,1,0,1,13,2,0,2,1,0,50,0,1,15,0,0,0,0,0,0,0,0
FR_61088,Champ-Haut,41,26,0,0,1,0,0,0,3,1,0,0,0,0,17,0,1,3,0,0,0,0,0,0,0,0
FR_61089,Champosoult,86,61,0,0,1,0,0,0,15,2,0,1,0,0,41,0,0,1,0,0,0,0,0,0,0,0
FR_61090,Champs,94,66,1,0,1,2,0,3,9,2,0,0,2,0,38,0,0,6,2,0,0,0,0,0,0,0
FR_61091,Champsecret,831,523,6,0,11,13,0,2,145,27,3,6,17,0,154,0,5,47,4,0,0,2,0,81,0,0
FR_61092,Chandai,499,328,8,0,1,1,0,0,76,11,0,2,4,0,159,0,0,62,4,0,0,0,0,0,0,0
FR_61093,Chanu,942,657,10,0,7,7,0,6,82,37,0,0,12,0,0,0,0,67,3,0,0,0,0,0,0,426
FR_61094,La Chapelle-au-Moine,475,313,7,0,8,8,0,2,76,15,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,163
FR_61095,La Chapelle-Biche,388,228,3,0,1,8,0,4,68,13,0,0,2,0,0,0,0,13,3,0,0,0,0,0,0,113
FR_61096,La Chapelle-d'Andaine,1156,682,19,0,11,11,0,5,156,23,7,11,9,0,261,0,7,65,6,0,0,0,0,91,0,0
FR_61097,La Chapelle-Montligeon,538,324,12,0,4,6,0,2,67,7,0,13,1,0,170,0,11,25,6,0,0,0,0,0,0,0
FR_61098,La Chapelle-près-Sées,243,157,6,0,0,5,0,4,45,3,1,0,1,0,52,0,1,26,0,0,0,0,0,13,0,0
FR_61099,La Chapelle-Souëf,207,129,5,0,3,1,0,1,19,10,0,2,0,0,52,0,1,32,3,0,0,0,0,0,0,0
FR_61100,La Chapelle-Viel,198,135,3,0,3,0,0,5,20,2,0,4,1,0,78,0,1,17,1,0,0,0,0,0,0,0
FR_61101,Le Château-dAlmenêches,135,82,1,0,0,2,0,1,13,2,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,55
FR_61102,Le Châtellier,283,177,3,0,5,1,0,1,47,11,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,85
FR_61103,Chaumont,125,76,1,0,2,5,0,1,11,1,0,5,2,0,41,0,0,7,0,0,0,0,0,0,0,0
FR_61104,La Chaux,41,33,1,0,0,1,0,1,6,1,0,0,2,0,14,0,0,3,1,0,0,0,0,3,0,0
FR_61105,Chemilli,200,111,4,0,2,0,0,0,15,2,0,0,0,0,67,0,0,17,4,0,0,0,0,0,0,0
FR_61106,Chênedouit,158,114,4,0,2,1,0,0,12,7,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,77
FR_61107,Ciral,323,242,4,0,0,3,0,3,75,2,2,1,3,0,87,0,6,35,0,0,0,1,0,20,0,0
FR_61108,Cisai-Saint-Aubin,148,99,0,0,0,6,0,2,32,3,0,3,0,0,36,0,0,16,1,0,0,0,0,0,0,0
FR_61109,Clairefougère,85,62,3,0,3,0,0,0,9,3,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,35
FR_61110,La Cochère,130,87,0,0,0,1,0,0,12,0,0,0,4,0,0,0,0,14,1,0,0,0,0,0,0,55
FR_61111,Colombiers,261,182,5,0,0,0,0,3,74,4,0,1,2,0,61,0,0,11,1,0,0,0,0,20,0,0
FR_61112,Colonard-Corubert,201,133,0,0,6,0,0,1,33,10,0,3,3,0,65,0,0,11,1,0,0,0,0,0,0,0
FR_61113,Comblot,59,45,2,0,0,0,0,0,4,5,0,1,0,0,27,0,1,5,0,0,0,0,0,0,0,0
FR_61114,Commeaux,95,69,0,0,0,1,0,1,6,5,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,41
FR_61115,Condeau,291,190,7,0,2,5,0,2,31,10,0,5,3,0,98,0,3,24,0,0,0,0,0,0,0,0
FR_61116,Condé-sur-Huisne,925,595,15,0,10,13,0,10,124,16,0,14,11,0,264,0,2,105,11,0,0,0,0,0,0,0
FR_61117,Condé-sur-Sarthe,1648,1116,11,0,7,15,0,7,469,19,8,7,11,0,338,0,9,71,4,0,0,0,0,140,0,0
FR_61118,Corbon,102,71,4,0,5,0,0,0,17,2,0,1,1,0,32,0,0,8,1,0,0,0,0,0,0,0
FR_61120,Coudehard,76,39,0,0,0,0,0,3,12,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17
FR_61121,Coulimer,252,164,4,0,4,2,0,6,23,13,0,6,3,0,76,0,8,16,3,0,0,0,0,0,0,0
FR_61122,Coulmer,70,47,2,0,0,0,0,1,7,0,0,1,0,0,33,0,0,3,0,0,0,0,0,0,0,0
FR_61123,Coulonces,175,121,4,0,2,0,0,2,40,3,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,48
FR_61124,La Coulonche,375,251,3,0,1,12,0,7,50,21,0,0,9,0,0,0,0,27,3,0,0,0,0,0,0,118
FR_61125,Coulonges-les-Sablons,328,186,2,0,3,3,0,7,25,7,0,5,5,0,96,0,4,28,1,0,0,0,0,0,0,0
FR_61126,Coulonges-sur-Sarthe,325,197,6,0,0,0,0,5,50,2,0,1,1,0,76,0,0,24,1,0,0,1,0,30,0,0
FR_61127,La Courbe,56,40,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,8,1,0,0,0,0,0,0,21
FR_61128,Courcerault,172,112,1,0,0,0,0,1,17,0,0,2,4,0,68,0,0,17,2,0,0,0,0,0,0,0
FR_61129,Courgeon,261,182,3,0,2,7,0,0,19,6,0,8,7,0,104,0,4,21,1,0,0,0,0,0,0,0
FR_61130,Courgeoût,349,246,5,0,0,4,0,3,44,12,0,8,4,0,131,0,2,33,0,0,0,0,0,0,0,0
FR_61131,Courménil,94,71,2,0,0,0,0,2,8,0,0,0,2,0,0,0,0,15,1,0,0,0,0,0,0,41
FR_61133,Courtomer,517,335,13,0,4,4,0,1,67,2,2,2,2,0,163,0,3,37,4,0,0,0,0,31,0,0
FR_61135,Couterne,711,472,11,0,6,2,0,6,87,11,4,2,0,0,207,0,3,38,4,0,0,2,0,89,0,0
FR_61136,Couvains,148,98,1,0,2,1,0,0,12,0,0,0,2,0,54,0,1,24,1,0,0,0,0,0,0,0
FR_61137,Craménil,113,79,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,56
FR_61138,Croisilles,159,109,2,0,2,1,0,0,10,3,0,3,2,0,71,0,0,14,1,0,0,0,0,0,0,0
FR_61139,Crouttes,179,113,1,0,0,0,0,0,11,2,0,2,2,0,80,0,4,11,0,0,0,0,0,0,0,0
FR_61140,Crulai,664,394,7,0,1,5,0,8,82,8,0,10,8,0,189,0,6,69,1,0,0,0,0,0,0,0
FR_61141,Cuissai,321,224,4,0,0,2,0,2,90,2,3,3,4,0,96,0,0,6,1,0,0,0,0,11,0,0
FR_61142,Dame-Marie,141,109,4,0,1,0,0,1,9,15,0,2,2,0,55,0,0,20,0,0,0,0,0,0,0,0
FR_61143,Damigny,2209,1521,18,0,9,21,0,17,676,44,12,12,2,0,498,0,8,88,6,0,0,6,0,104,0,0
FR_61144,Dancé,287,159,4,0,2,2,0,3,37,5,0,5,5,0,81,0,1,14,0,0,0,0,0,0,0,0
FR_61145,Domfront,3074,1911,61,0,15,23,0,4,385,37,19,7,16,0,782,0,57,149,2,0,0,2,0,352,0,0
FR_61146,Dompierre,266,195,0,0,3,2,0,0,44,7,0,0,4,0,0,0,0,26,1,0,0,0,0,0,0,108
FR_61147,Dorceau,307,212,7,0,7,6,0,3,28,11,0,6,0,0,111,0,3,29,1,0,0,0,0,0,0,0
FR_61148,Durcet,200,142,3,0,4,1,0,2,33,18,0,0,2,0,0,0,0,13,1,0,0,0,0,0,0,65
FR_61149,Échalou,242,165,1,0,3,2,0,2,38,13,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,85
FR_61150,Échauffour,612,384,3,0,4,3,0,6,49,14,0,5,10,0,222,0,8,54,6,0,0,0,0,0,0,0
FR_61151,Écorcei,222,160,1,0,1,4,0,1,36,2,0,3,2,0,87,0,5,16,2,0,0,0,0,0,0,0
FR_61152,Écorches,107,70,2,0,1,1,0,1,7,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,45
FR_61153,Écouché,968,659,17,0,6,7,0,9,130,18,0,0,12,0,0,0,0,59,3,0,0,0,0,0,0,398
FR_61154,Eperrais,110,91,1,0,2,2,0,0,15,0,0,0,1,0,63,0,1,6,0,0,0,0,0,0,0,0
FR_61155,LÉpinay-le-Comte,164,102,1,0,0,3,0,0,15,1,2,0,1,0,46,0,4,2,0,0,0,0,0,27,0,0
FR_61156,Essay,348,241,5,0,2,4,0,3,43,7,1,0,2,0,107,0,5,27,1,0,0,1,0,33,0,0
FR_61157,Exmes,222,157,5,0,3,3,0,2,26,5,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,85
FR_61158,Faverolles,132,94,0,0,0,1,0,0,13,1,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,64
FR_61159,Fay,50,44,1,0,0,0,0,0,6,1,0,3,3,0,28,0,0,2,0,0,0,0,0,0,0,0
FR_61160,Feings,182,124,0,0,0,0,0,0,33,5,0,4,3,0,62,0,1,15,1,0,0,0,0,0,0,0
FR_61161,Fel,214,157,2,0,3,1,0,1,32,7,0,0,10,0,0,0,0,15,2,0,0,0,0,0,0,84
FR_61162,La Ferrière-au-Doyen,182,122,4,0,0,4,0,0,10,3,0,0,3,0,70,0,2,25,1,0,0,0,0,0,0,0
FR_61163,La Ferrière-aux-Étangs,1207,798,26,0,15,25,0,3,208,31,0,0,8,0,0,0,0,83,7,0,0,0,0,0,0,392
FR_61164,La Ferrière-Béchet,166,95,2,0,1,2,0,3,22,3,0,0,3,0,42,0,0,6,1,0,0,0,0,10,0,0
