gisco_id,name,registered,turnout,invalid,blank,EXG,PCF,LFI,PS,ECO,DIV,MoDem,LR,RN,DLF,DVG,RE,PRG,UDI,EXD,DVD,REG
FR_01225,Lurcy,340,184,0,0,1,2,20,0,5,6,0,27,30,7,0,70,3,13,0,0,0
FR_01231,Manziat,1511,830,6,8,2,2,38,0,21,12,0,269,114,12,0,271,20,55,0,0,0
FR_01235,Marlieux,675,327,1,0,3,2,22,0,10,10,0,58,78,8,0,97,21,17,0,0,0
FR_01243,Messimy-sur-Saône,901,442,0,2,1,2,38,0,16,7,0,65,98,6,0,170,20,17,0,0,0
FR_01246,Mézériat,1496,644,3,7,7,4,45,0,16,21,0,92,110,11,0,263,26,39,0,0,0
FR_01252,Mogneneins,584,277,2,5,1,2,20,0,18,3,0,32,47,6,0,99,8,34,0,0,0
FR_01254,Montagnat,1601,762,4,10,6,3,41,0,25,25,0,110,92,14,0,347,41,44,0,0,0
FR_01258,Montceaux,920,428,4,3,3,1,34,0,14,8,0,48,114,12,0,149,6,32,0,0,0
FR_01261,Monthieux,496,263,1,1,0,1,14,0,13,6,0,49,48,6,0,107,8,9,0,0,0
FR_01263,Montmerle-sur-Saône,2832,1373,3,9,6,8,106,0,68,26,0,195,253,29,0,555,42,73,0,0,0
FR_01264,Montracol,697,351,1,9,1,0,32,0,13,9,0,51,70,7,0,111,23,24,0,0,0
FR_01272,Neuville-les-Dames,1029,533,3,9,2,2,33,0,11,14,0,115,114,12,0,168,18,32,0,0,0
FR_01289,Péronnas,4508,2336,12,25,11,33,179,0,63,42,0,148,275,51,0,851,178,468,0,0,0
FR_01291,Perrex,607,319,2,6,0,2,11,0,6,2,0,64,63,10,0,121,12,20,0,0,0
FR_01295,Peyzieux-sur-Saône,426,218,1,2,1,2,12,0,5,8,0,25,59,8,0,66,12,17,0,0,0
FR_01299,Le Plantay,400,218,1,1,1,6,11,0,3,3,0,49,66,5,0,58,2,12,0,0,0
FR_01306,Pont-de-Veyle,928,457,3,10,3,5,57,0,17,7,0,55,95,8,0,159,13,25,0,0,0
FR_01319,Relevant,339,201,1,1,1,2,16,0,7,8,0,40,46,5,0,58,8,8,0,0,0
FR_01320,Replonges,2688,1377,4,20,3,4,62,0,39,19,0,343,223,18,0,529,37,76,0,0,0
FR_01328,Romans,379,191,1,7,1,3,8,0,7,3,0,24,41,4,0,59,15,18,0,0,0
FR_01332,Saint-André-de-Bâgé,557,293,4,5,2,0,17,0,8,2,0,57,43,7,0,130,6,12,0,0,0
FR_01334,Saint-André-dHuiriat,432,199,3,2,0,1,16,0,9,5,0,31,61,1,0,54,4,12,0,0,0
FR_01335,Saint-André-le-Bouchoux,243,131,0,3,1,1,8,0,8,0,0,18,30,3,0,40,6,13,0,0,0
FR_01336,Saint-André-sur-Vieux-Jonc,864,473,2,9,4,2,34,0,12,7,0,39,97,7,0,170,39,51,0,0,0
FR_01343,Saint-Cyr-sur-Menthon,1298,607,3,11,2,4,39,0,21,22,0,125,106,12,0,221,23,18,0,0,0
FR_01348,Saint-Didier-sur-Chalaronne,2084,967,7,9,3,4,53,0,24,16,0,112,176,10,0,276,17,260,0,0,0
FR_01351,Saint-Étienne-sur-Chalaronne,1084,485,1,13,3,7,42,0,23,11,0,57,122,9,0,135,13,49,0,0,0
FR_01355,Saint-Genis-sur-Menthon,348,175,1,2,0,3,11,0,4,3,0,29,45,4,0,55,13,5,0,0,0
FR_01356,Saint-Georges-sur-Renon,149,82,2,2,0,2,5,0,6,4,0,2,24,0,0,22,3,10,0,0,0
FR_01359,Saint-Germain-sur-Renon,203,102,0,4,0,0,4,0,0,1,0,30,21,2,0,25,3,12,0,0,0
FR_01365,Saint-Jean-sur-Veyle,835,405,1,3,4,2,30,0,6,15,0,74,57,10,0,157,18,28,0,0,0
FR_01368,Saint-Julien-sur-Veyle,554,285,4,2,0,3,22,0,7,9,0,50,55,6,0,112,4,11,0,0,0
FR_01369,Saint-Just,748,371,0,2,5,5,30,0,15,4,0,47,43,10,0,132,33,45,0,0,0
FR_01370,Saint-Laurent-sur-Saône,986,432,1,8,4,5,56,0,22,8,0,50,76,6,0,168,18,10,0,0,0
FR_01371,Saint-Marcel,902,430,7,0,1,2,65,0,20,12,0,48,104,7,0,137,20,7,0,0,0
FR_01381,Saint-Nizier-le-Désert,621,291,1,4,1,5,21,0,11,7,0,37,92,14,0,75,12,11,0,0,0
FR_01382,Sainte-Olive,222,110,0,1,0,1,2,0,9,1,0,18,22,1,0,44,2,9,0,0,0
FR_01383,Saint-Paul-de-Varax,1056,485,1,7,6,1,47,0,11,10,0,52,130,12,0,165,14,29,0,0,0
FR_01385,Saint-Rémy,798,446,0,1,0,3,33,0,16,12,0,52,54,7,0,186,23,59,0,0,0
FR_01389,Saint-Trivier-sur-Moignans,1341,577,2,2,3,11,39,0,15,8,0,94,146,10,0,188,18,41,0,0,0
FR_01393,Sandrans,383,210,1,7,1,1,10,0,3,10,0,52,40,10,0,60,8,7,0,0,0
FR_01398,Savigneux,990,447,2,5,1,1,23,0,8,10,0,72,100,13,0,183,8,21,0,0,0
FR_01405,Servas,840,353,1,6,0,4,33,0,8,8,0,22,89,13,0,112,20,37,0,0,0
FR_01412,Sulignat,424,218,1,3,0,0,13,0,11,0,0,31,49,5,0,79,12,14,0,0,0
FR_01420,Thoissey,1033,438,2,5,5,3,31,0,14,11,0,39,114,6,0,132,17,59,0,0,0
FR_01428,Valeins,92,62,1,2,0,0,2,0,1,2,0,16,6,2,0,27,0,3,0,0,0
FR_01434,Versailleux,327,166,0,1,0,0,15,0,5,6,0,27,40,8,0,49,5,10,0,0,0
FR_01439,Vésines,72,47,0,1,0,0,0,0,1,1,0,20,4,1,0,14,4,1,0,0,0
FR_01443,Villars-les-Dombes,3236,1569,5,15,11,15,125,0,57,45,0,241,294,30,0,618,53,60,0,0,0
FR_01446,Villeneuve,1063,513,2,9,1,4,40,0,18,16,0,83,119,18,0,168,10,25,0,0,0
FR_01449,Villette-sur-Ain,581,302,1,2,1,5,29,0,17,12,0,27,70,9,0,107,13,9,0,0,0
FR_01457,Vonnas,1978,1002,6,12,6,9,64,0,23,23,0,192,166,24,0,377,39,61,0,0,0
FR_01002,LAbergement-de-Varey,211,132,1,3,2,1,14,3,15,4,0,39,18,0,0,32,0,0,0,0,0
FR_01004,Ambérieu-en-Bugey,8651,4062,25,55,26,74,591,162,117,115,0,1032,679,63,0,1123,0,0,0,0,0
FR_01007,Ambronay,1880,1001,1,12,8,13,142,33,38,19,0,278,179,11,0,267,0,0,0,0,0
FR_01011,Apremont,275,175,1,0,1,7,9,4,8,0,0,88,21,2,0,34,0,0,0,0,0
FR_01012,Aranc,276,153,3,0,3,4,25,3,4,0,0,36,20,6,0,49,0,0,0,0,0
FR_01013,Arandas,131,85,0,0,1,2,13,2,3,0,0,33,21,1,0,9,0,0,0,0,0
FR_01014,Arbent,2181,919,2,9,3,26,50,15,21,64,0,347,108,10,0,264,0,0,0,0,0
FR_01017,Argis,321,181,0,0,2,1,33,2,12,5,0,46,43,6,0,31,0,0,0,0,0
FR_01019,Armix,36,22,3,0,0,0,2,1,1,2,0,3,2,2,0,6,0,0,0,0,0
FR_01022,Artemare,882,436,5,0,6,2,68,7,13,1,0,134,76,19,0,105,0,0,0,0,0
FR_01031,Bellignat,2071,872,3,5,1,27,59,18,5,46,0,332,130,15,0,231,0,0,0,0,0
FR_01035,Belleydoux,259,136,0,1,3,3,18,0,7,3,0,44,26,2,0,29,0,0,0,0,0
FR_01036,Belmont-Luthézieu,460,247,2,3,1,1,47,1,18,1,0,91,18,7,0,57,0,0,0,0,0
FR_01037,Bénonces,226,137,0,4,2,1,8,3,5,2,0,71,20,2,0,19,0,0,0,0,0
FR_01039,Béon,357,167,0,2,0,5,19,7,8,0,0,48,22,2,0,54,0,0,0,0,0
FR_01041,Bettant,589,319,0,3,3,7,50,6,8,8,0,77,57,5,0,95,0,0,0,0,0
FR_01051,Bolozon,98,47,0,0,1,2,6,3,1,1,0,10,9,1,0,13,0,0,0,0,0
FR_01056,Boyeux-Saint-Jérôme,301,185,0,2,1,0,11,1,11,1,0,90,29,4,0,35,0,0,0,0,0
FR_01059,Brénaz,95,65,1,0,1,1,8,1,3,0,0,29,3,3,0,15,0,0,0,0,0
FR_01060,Brénod,421,232,1,4,0,2,26,1,7,8,0,97,30,3,0,53,0,0,0,0,0
FR_01063,Brion,368,218,0,3,1,0,7,3,4,5,0,107,27,4,0,57,0,0,0,0,0
FR_01064,Briord,727,319,2,9,7,6,23,13,6,6,0,77,84,3,0,83,0,0,0,0,0
FR_01066,La Burbanche,82,44,0,0,0,1,5,2,0,2,0,12,17,2,0,3,0,0,0,0,0
FR_01067,Ceignes,206,108,0,4,2,6,3,1,3,1,0,42,19,1,0,26,0,0,0,0,0
FR_01068,Cerdon,504,252,0,1,3,5,22,3,4,2,0,100,54,3,0,55,0,0,0,0,0
FR_01073,Ceyzérieu,887,450,2,5,1,14,53,24,21,9,0,116,65,15,0,125,0,0,0,0,0
FR_01076,Chaley,122,79,1,2,1,3,11,1,3,2,0,23,16,2,0,14,0,0,0,0,0
FR_01077,Challes,149,89,0,1,1,3,11,0,2,3,0,41,11,2,0,14,0,0,0,0,0
FR_01079,Champagne-en-Valromey,555,322,1,1,4,4,53,6,8,3,0,68,18,60,0,96,0,0,0,0,0
FR_01080,Champdor,502,284,0,2,2,11,37,7,10,7,0,104,31,2,0,71,0,0,0,0,0
FR_01087,Charix,211,125,1,3,1,5,17,3,1,0,0,53,14,4,0,23,0,0,0,0,0
FR_01089,Château-Gaillard,1435,663,4,12,1,13,64,16,12,17,0,198,140,12,0,174,0,0,0,0,0
FR_01097,Chavornay,190,111,1,1,0,1,18,2,2,4,0,28,13,7,0,34,0,0,0,0,0
FR_01100,Cheignieu-la-Balme,136,86,2,1,0,2,18,4,2,1,0,22,8,3,0,23,0,0,0,0,0
FR_01101,Chevillard,145,78,1,1,1,4,3,4,5,1,0,25,18,1,0,14,0,0,0,0,0
FR_01107,Cleyzieu,120,63,0,1,0,1,9,5,2,0,0,22,11,0,0,12,0,0,0,0,0
FR_01111,Conand,105,62,0,0,0,1,9,2,8,1,0,18,6,1,0,16,0,0,0,0,0
FR_01112,Condamine,268,144,1,0,1,1,11,5,1,6,0,57,23,6,0,32,0,0,0,0,0
FR_01116,Contrevoz,438,239,1,1,0,4,24,8,2,7,0,67,37,11,0,77,0,0,0,0,0
FR_01121,Corlier,90,49,0,5,1,2,2,2,2,1,0,12,9,1,0,12,0,0,0,0,0
FR_01122,Cormaranche-en-Bugey,649,398,1,3,4,15,33,14,12,10,0,159,36,6,0,105,0,0,0,0,0
FR_01141,Cuzieu,365,197,0,0,1,2,22,2,9,1,0,80,17,2,0,61,0,0,0,0,0
FR_01148,Dortan,1303,578,4,5,2,16,41,9,18,11,0,255,85,8,0,124,0,0,0,0,0
FR_01149,Douvres,819,473,0,7,3,9,45,17,20,14,0,119,81,1,0,157,0,0,0,0,0
FR_01152,Échallon,590,330,0,3,7,9,25,9,13,7,0,100,39,8,0,110,0,0,0,0,0
FR_01155,Évosges,127,81,0,1,0,0,5,2,2,2,0,52,10,0,0,7,0,0,0,0,0
FR_01162,Flaxieu,69,58,0,0,0,0,0,2,2,3,0,31,7,0,0,13,0,0,0,0,0
FR_01170,Béard-Géovreissiat,656,319,3,2,0,6,22,2,12,11,0,119,62,5,0,75,0,0,0,0,0
FR_01171,Géovreisset,620,294,1,1,1,1,25,8,3,16,0,116,46,0,0,76,0,0,0,0,0
FR_01181,Groissiat,818,417,0,7,2,8,21,7,7,11,0,204,51,5,0,94,0,0,0,0,0
FR_01185,Hauteville-Lompnes,2217,1055,2,11,13,35,134,45,31,20,0,339,140,12,0,273,0,0,0,0,0
FR_01186,Hostiaz,83,53,0,1,1,3,0,2,8,0,0,23,8,0,0,7,0,0,0,0,0
FR_01187,Haut Valromey,622,402,2,3,2,10,37,17,23,5,0,167,28,23,0,85,0,0,0,0,0
FR_01190,Innimond,101,74,0,1,2,2,5,9,1,0,0,29,6,1,0,18,0,0,0,0,0
FR_01191,Izenave,139,81,2,0,1,1,2,0,3,5,0,47,6,0,0,14,0,0,0,0,0
FR_01192,Izernore,1497,740,5,13,4,13,45,13,18,33,0,336,111,14,0,135,0,0,0,0,0
FR_01199,Jujurieux,1483,701,4,11,7,10,99,26,33,16,0,216,105,14,0,160,0,0,0,0,0
FR_01200,Labalme,124,75,1,1,0,3,13,5,1,2,0,19,7,1,0,22,0,0,0,0,0
FR_01204,Poizat-Lalleyriat,521,300,2,2,0,5,24,11,12,1,0,101,38,1,0,103,0,0,0,0,0
FR_01206,Lantenay,222,139,1,0,1,2,9,3,7,4,0,59,16,2,0,35,0,0,0,0,0
FR_01214,Leyssard,125,67,0,0,2,4,13,2,4,2,0,16,9,2,0,13,0,0,0,0,0
FR_01216,Lhuis,611,326,1,4,1,2,34,4,14,14,0,121,45,3,0,83,0,0,0,0,0
FR_01218,Lochieu,80,35,0,3,0,1,1,0,4,0,0,5,12,6,0,3,0,0,0,0,0
FR_01219,Lompnas,131,77,0,1,0,0,3,2,0,1,0,53,6,1,0,10,0,0,0,0,0
FR_01221,Lompnieu,119,77,0,1,0,4,11,8,3,0,0,17,5,6,0,22,0,0,0,0,0
FR_01228,Maillat,475,254,0,0,0,3,2,4,2,14,0,132,40,0,0,57,0,0,0,0,0
FR_01233,Marchamp,108,58,0,1,1,1,6,2,2,1,0,21,10,1,0,12,0,0,0,0,0
FR_01234,Marignieu,157,96,1,1,0,3,12,2,2,1,0,42,17,0,0,15,0,0,0,0,0
FR_01237,Martignat,1098,527,0,4,4,11,34,8,6,25,0,208,99,3,0,125,0,0,0,0,0
FR_01240,Matafelon-Granges,496,260,0,5,0,15,25,9,6,5,0,86,55,7,0,47,0,0,0,0,0
FR_01242,Mérignat,100,68,0,0,1,0,17,3,13,0,0,16,6,0,0,12,0,0,0,0,0
FR_01255,Montagnieu,393,194,2,3,4,3,12,11,6,3,0,64,28,1,0,57,0,0,0,0,0
FR_01265,Montréal-la-Cluse,2042,956,7,15,9,14,71,19,15,76,0,450,92,6,0,182,0,0,0,0,0
FR_01267,Nurieux-Volognat,719,390,3,7,2,4,33,9,13,11,0,137,59,7,0,105,0,0,0,0,0
FR_01269,Nantua,1704,833,2,6,7,16,65,15,17,102,0,302,114,12,0,175,0,0,0,0,0
FR_01274,Les Neyrolles,345,181,0,0,2,2,9,2,1,16,0,75,49,1,0,24,0,0,0,0,0
FR_01277,Nivollet-Montgriffon,115,65,0,2,0,1,16,1,3,2,0,18,9,2,0,11,0,0,0,0,0
FR_01279,Oncieu,87,60,0,0,0,1,3,2,4,0,0,29,8,0,0,13,0,0,0,0,0
FR_01280,Ordonnaz,123,72,0,0,0,1,2,0,2,0,0,43,5,1,0,18,0,0,0,0,0
FR_01282,Outriaz,174,95,0,1,1,3,10,3,1,2,0,37,17,0,0,20,0,0,0,0,0
FR_01283,Oyonnax,11340,4590,17,38,38,172,329,106,94,358,0,1719,629,49,0,1041,0,0,0,0,0
FR_01293,Peyriat,132,88,0,1,2,1,7,1,9,1,0,27,9,1,0,29,0,0,0,0,0
FR_01303,Poncin,1160,583,3,4,3,5,40,22,10,6,0,265,96,2,0,127,0,0,0,0,0
FR_01307,Port,583,299,1,2,3,6,18,5,1,26,0,135,38,1,0,63,0,0,0,0,0
FR_01311,Prémillieu,42,26,0,0,0,0,0,0,0,1,0,5,6,0,0,14,0,0,0,0,0
FR_01329,Rossillon,152,89,0,0,0,1,10,2,6,2,0,17,21,5,0,25,0,0,0,0,0
FR_01330,Ruffieu,157,101,0,1,0,0,14,3,8,5,0,30,10,2,0,28,0,0,0,0,0
FR_01331,Saint-Alban,157,94,0,2,0,2,9,5,5,2,0,25,14,1,0,29,0,0,0,0,0
FR_01338,Groslée-Saint-Benoit,911,421,0,3,2,7,29,8,12,11,0,115,88,8,0,138,0,0,0,0,0
FR_01345,Saint-Denis-en-Bugey,1679,749,11,0,9,23,101,27,10,17,0,189,152,7,0,203,0,0,0,0,0
FR_01363,Saint-Jean-le-Vieux,1293,699,0,4,4,10,99,27,23,15,0,204,94,14,0,205,0,0,0,0,0
FR_01372,Saint-Martin-de-Bavel,330,171,0,1,1,3,21,11,9,1,0,53,12,3,0,56,0,0,0,0,0
FR_01373,Saint-Martin-du-Frêne,708,387,1,5,1,6,14,3,5,13,0,203,53,4,0,79,0,0,0,0,0
FR_01379,Saint-Maurice-de-Rémens,534,274,0,1,1,0,36,11,5,6,0,78,69,3,0,64,0,0,0,0,0
FR_01384,Saint-Rambert-en-Bugey,1309,549,1,6,4,8,105,18,10,12,0,152,107,6,0,120,0,0,0,0,0
FR_01392,Samognat,474,284,1,3,1,10,18,3,7,2,0,129,40,2,0,68,0,0,0,0,0
FR_01400,Seillonnaz,129,80,0,1,0,3,7,3,2,0,0,28,7,4,0,25,0,0,0,0,0
FR_01403,Serrières-de-Briord,901,406,5,1,4,8,54,12,6,14,0,110,70,3,0,119,0,0,0,0,0
FR_01404,Serrières-sur-Ain,126,76,0,2,12,0,9,1,2,2,0,14,17,0,0,17,0,0,0,0,0
FR_01410,Sonthonnax-la-Montagne,251,150,0,1,3,4,17,1,8,3,0,60,12,4,0,37,0,0,0,0,0
FR_01414,Sutrieu,185,119,0,1,0,2,13,4,5,3,0,33,10,8,0,40,0,0,0,0,0
FR_01415,Talissieu,294,156,0,2,1,5,13,3,7,4,0,37,34,4,0,46,0,0,0,0,0
FR_01416,Tenay,633,278,0,2,1,2,39,7,8,10,0,69,60,7,0,73,0,0,0,0,0
FR_01417,Thézillieu,277,179,0,1,1,2,22,11,4,5,0,78,12,2,0,41,0,0,0,0,0
FR_01421,Torcieu,518,279,5,4,2,6,41,11,5,7,0,61,80,4,0,53,0,0,0,0,0
FR_01441,Vieu-dIzenave,478,244,5,0,0,3,23,8,4,2,0,131,31,2,0,35,0,0,0,0,0
FR_01442,Vieu,314,165,1,3,2,7,23,8,12,2,0,44,11,5,0,47,0,0,0,0,0
FR_01452,Virieu-le-Grand,693,369,2,2,5,7,45,11,15,12,0,81,70,9,0,110,0,0,0,0,0
FR_01453,Virieu-le-Petit,213,111,6,0,0,1,7,1,1,0,0,54,12,8,0,21,0,0,0,0,0
FR_01456,Vongnes,73,51,0,0,0,0,4,4,0,2,0,16,3,2,0,20,0,0,0,0,0
FR_02002,Achery,404,212,0,7,3,0,13,12,3,0,0,39,74,4,0,57,0,0,0,0,0
FR_02005,Aguilcourt,334,187,1,2,2,0,21,4,5,1,0,20,65,4,0,62,0,0,0,0,0
FR_02007,Aizelles,101,62,0,0,0,0,10,1,4,0,0,10,18,1,0,18,0,0,0,0,0
FR_02013,Amifontaine,300,146,0,3,0,0,11,7,7,0,0,24,46,3,0,45,0,0,0,0,0
FR_02016,Andelain,163,81,2,2,0,0,18,7,2,1,0,6,10,2,0,31,0,0,0,0,0
FR_02017,Anguilcourt-le-Sart,209,113,1,4,1,0,11,8,0,0,0,16,29,0,0,43,0,0,0,0,0
FR_02018,Anizy-le-Château,1458,641,2,7,5,0,41,98,14,7,0,137,148,12,0,170,0,0,0,0,0
FR_02021,Archon,81,46,0,0,0,0,7,3,3,1,0,7,16,1,0,8,0,0,0,0,0
FR_02024,Arrancy,41,31,0,0,2,0,4,1,1,2,0,6,11,0,0,4,0,0,0,0,0
FR_02027,Assis-sur-Serre,200,102,0,1,2,0,11,6,1,3,0,14,39,3,0,22,0,0,0,0,0
FR_02028,Athies-sous-Laon,2042,1031,4,13,13,0,65,239,31,8,0,98,278,6,0,276,0,0,0,0,0
FR_02033,Aubigny-en-Laonnois,82,47,0,1,2,0,3,3,0,1,0,8,12,0,0,17,0,0,0,0,0
FR_02037,Aulnois-sous-Laon,989,549,4,4,7,0,33,114,9,2,0,134,100,0,0,142,0,0,0,0,0
FR_02038,Les Autels,62,38,0,2,0,0,2,1,1,0,0,9,14,1,0,8,0,0,0,0,0
FR_02046,Barenton-Bugny,413,231,1,4,6,0,15,31,6,2,0,33,63,5,0,65,0,0,0,0,0
FR_02047,Barenton-Cel,118,59,0,2,0,0,6,7,0,0,0,10,20,2,0,12,0,0,0,0,0
FR_02048,Barenton-sur-Serre,90,61,1,1,0,0,6,4,1,0,0,13,18,1,0,16,0,0,0,0,0
FR_02052,Bassoles-Aulers,110,52,0,1,0,0,2,5,4,0,0,5,21,0,0,14,0,0,0,0,0
FR_02058,Beaurieux,518,277,4,1,0,0,25,15,7,4,0,47,87,3,0,84,0,0,0,0,0
FR_02069,Berlise,92,44,0,3,0,0,4,1,0,0,0,16,11,0,0,9,0,0,0,0,0
FR_02072,Berrieux,149,93,0,1,1,0,4,4,3,2,0,8,28,1,0,41,0,0,0,0,0
FR_02073,Berry-au-Bac,388,204,3,0,2,0,14,8,6,1,0,31,82,11,0,46,0,0,0,0,0
FR_02074,Bertaucourt-Epourdon,431,201,1,5,3,0,12,18,4,6,0,23,70,4,0,55,0,0,0,0,0
FR_02076,Bertricourt,98,62,0,0,0,0,4,1,2,5,0,16,18,1,0,15,0,0,0,0,0
FR_02080,Besny-et-Loizy,275,165,0,1,1,0,8,40,4,3,0,35,20,2,0,51,0,0,0,0,0
FR_02088,Bièvres,63,45,0,0,0,0,1,6,1,0,0,14,9,0,0,14,0,0,0,0,0
FR_02096,Bois-lès-Pargny,158,73,1,4,0,0,8,14,1,5,0,9,11,1,0,19,0,0,0,0,0
FR_02097,Boncourt,195,95,1,1,0,0,2,15,0,0,0,20,37,0,0,19,0,0,0,0,0
FR_02102,Bouconville-Vauclair,152,88,0,3,2,0,1,8,3,1,0,15,21,3,0,31,0,0,0,0,0
FR_02104,Bouffignereux,81,60,0,1,1,0,5,6,1,0,0,20,6,0,0,20,0,0,0,0,0
FR_02106,Bourg-et-Comin,462,209,1,4,2,0,19,15,6,3,0,22,59,6,0,72,0,0,0,0,0
FR_02108,Bourguignon-sous-Montbavin,120,78,0,0,1,0,6,14,6,0,0,13,9,1,0,28,0,0,0,0,0
FR_02111,Brancourt-en-Laonnois,504,281,1,3,3,0,39,27,10,3,0,27,103,2,0,63,0,0,0,0,0
FR_02115,Braye-en-Laonnois,138,79,0,0,1,0,1,3,2,1,0,4,33,2,0,32,0,0,0,0,0
FR_02122,Brie,46,29,0,2,1,0,1,4,2,0,0,7,4,0,0,8,0,0,0,0,0
FR_02126,Brunehamel,402,153,0,0,0,0,8,20,6,0,0,22,37,3,0,57,0,0,0,0,0
FR_02128,Bruyères-et-Montbérault,1176,671,3,12,3,0,37,99,28,4,0,137,123,13,0,212,0,0,0,0,0
FR_02132,Bucy-lès-Cerny,155,98,2,3,1,0,6,18,1,2,0,21,20,1,0,23,0,0,0,0,0
FR_02133,Bucy-lès-Pierrepont,300,138,1,5,0,0,4,17,0,1,0,33,48,1,0,28,0,0,0,0,0
FR_02150,Cerny-en-Laonnois,59,30,0,1,1,0,1,1,0,0,0,3,16,0,0,7,0,0,0,0,0
FR_02151,Cerny-lès-Bucy,87,62,1,0,0,0,1,20,0,1,0,14,6,3,0,16,0,0,0,0,0
FR_02153,Cessières,352,213,2,1,3,0,13,51,21,8,0,19,28,3,0,64,0,0,0,0,0
FR_02155,Chaillevois,135,78,0,1,0,0,8,12,4,1,0,8,15,1,0,28,0,0,0,0,0
FR_02156,Chalandry,175,91,0,0,1,0,7,16,2,2,0,13,28,1,0,21,0,0,0,0,0
FR_02157,Chambry,601,385,1,5,8,0,38,109,10,4,0,50,57,5,0,98,0,0,0,0,0
FR_02158,Chamouille,177,85,1,0,1,0,6,16,2,1,0,15,15,0,0,28,0,0,0,0,0
FR_02160,Chaourse,356,167,0,2,1,0,10,32,4,1,0,29,40,0,0,48,0,0,0,0,0
FR_02165,Charmes,1218,543,5,8,11,0,49,45,15,11,0,70,154,8,0,167,0,0,0,0,0
FR_02171,Chaudardes,76,42,0,2,1,0,1,5,0,1,0,11,9,0,0,12,0,0,0,0,0
FR_02177,Chérêt,115,69,0,0,0,0,4,11,3,1,0,14,11,1,0,24,0,0,0,0,0
FR_02178,Chermizy-Ailles,84,52,0,0,1,0,5,2,0,3,0,7,20,2,0,12,0,0,0,0,0
FR_02180,Chéry-lès-Pouilly,503,254,3,6,1,0,13,31,6,1,0,43,59,0,0,91,0,0,0,0,0
FR_02181,Chéry-lès-Rozoy,75,33,1,0,0,0,2,3,0,0,0,10,10,0,0,7,0,0,0,0,0
FR_02183,Chevregny,164,89,0,3,0,0,10,7,5,6,0,14,20,2,0,22,0,0,0,0,0
FR_02189,Chivres-en-Laonnois,269,134,0,1,0,0,2,21,2,0,0,12,67,3,0,26,0,0,0,0,0
FR_02191,Chivy-lès-Étouvelles,333,198,1,2,3,0,11,29,11,6,0,32,42,1,0,60,0,0,0,0,0
FR_02196,Clacy-et-Thierret,255,128,0,2,0,0,5,28,3,3,0,22,34,6,0,25,0,0,0,0,0
FR_02200,Clermont-les-Fermes,81,47,0,0,0,0,3,5,1,0,0,6,15,0,0,17,0,0,0,0,0
FR_02205,Colligis-Crandelain,141,78,0,1,0,0,3,16,3,1,0,15,21,1,0,17,0,0,0,0,0
FR_02208,Concevreux,204,118,0,1,4,0,10,13,3,2,0,13,41,1,0,30,0,0,0,0,0
FR_02211,Condé-sur-Suippe,203,90,1,1,1,0,2,2,3,1,0,16,30,0,0,33,0,0,0,0,0
FR_02215,Corbeny,520,259,0,10,2,0,24,33,10,6,0,26,85,2,0,61,0,0,0,0,0
FR_02218,Coucy-lès-Eppes,416,223,2,4,3,0,12,37,5,3,0,32,49,0,0,76,0,0,0,0,0
FR_02222,Courbes,26,18,0,0,0,0,0,0,0,0,0,6,7,0,0,5,0,0,0,0,0
FR_02229,Courtrizy-et-Fussigny,55,32,0,1,0,0,2,8,10,0,0,3,1,1,0,6,0,0,0,0,0
FR_02231,Couvron-et-Aumencourt,588,321,0,3,5,0,25,60,10,4,0,35,88,5,0,86,0,0,0,0,0
FR_02234,Craonne,87,66,0,3,3,0,3,5,2,4,0,24,7,1,0,14,0,0,0,0,0
FR_02235,Craonnelle,89,37,1,0,0,0,1,1,0,0,0,5,13,1,0,15,0,0,0,0,0
FR_02237,Crécy-sur-Serre,982,435,1,11,9,0,55,56,9,5,0,68,114,9,0,98,0,0,0,0,0
FR_02238,Crépy,1236,657,1,7,6,0,30,140,14,9,0,76,225,4,0,145,0,0,0,0,0
FR_02250,Cuiry-lès-Chaudardes,58,31,0,0,0,0,2,2,0,0,0,2,11,4,0,10,0,0,0,0,0
FR_02251,Cuiry-lès-Iviers,32,18,0,0,0,0,0,0,1,0,0,10,4,0,0,3,0,0,0,0,0
FR_02252,Cuissy-et-Geny,61,35,0,0,0,0,0,0,0,0,0,10,6,0,0,19,0,0,0,0,0
FR_02256,Dagny-Lambercy,105,58,0,0,1,0,0,1,1,0,0,7,23,0,0,25,0,0,0,0,0
FR_02260,Danizy,458,192,5,2,4,0,21,11,8,2,0,33,64,1,0,41,0,0,0,0,0
FR_02261,Dercy,293,155,3,2,1,0,5,25,3,1,0,19,63,3,0,30,0,0,0,0,0
FR_02262,Deuillet,180,78,0,1,3,0,15,3,3,1,0,5,24,3,0,20,0,0,0,0,0
FR_02264,Dizy-le-Gros,570,284,1,6,6,0,13,29,4,1,0,53,100,5,0,66,0,0,0,0,0
FR_02265,Dohis,76,38,1,0,0,0,4,1,1,0,0,7,18,0,0,6,0,0,0,0,0
FR_02266,Dolignon,50,31,0,0,1,0,1,2,2,0,0,14,9,0,0,2,0,0,0,0,0
FR_02274,Ébouleau,161,76,2,3,1,0,9,2,2,0,0,15,18,0,0,24,0,0,0,0,0
FR_02282,Eppes,303,166,1,2,5,0,7,21,7,3,0,21,40,2,0,57,0,0,0,0,0
