gisco_id,name,registered,turnout,invalid,blank,EXG,PCF,LFI,PS,ECO,DIV,MoDem,LR,RN,DLF,DVG,RE,PRG,UDI,EXD,DVD,REG
FR_26050,Bésignan,67,44,0,0,0,0,7,17,0,0,0,13,2,0,0,5,0,0,0,0,0
FR_26051,Bézaudun-sur-Bîne,55,38,0,1,0,1,2,5,3,0,0,5,3,0,0,18,0,0,0,0,0
FR_26054,Bouchet,1031,521,4,2,0,8,53,24,26,1,0,124,133,5,0,139,0,0,0,2,0
FR_26055,Boulc,123,72,0,3,0,1,22,14,5,1,0,6,0,0,0,20,0,0,0,0,0
FR_26056,Bourdeaux,505,276,1,3,2,13,53,23,13,1,0,53,26,3,0,84,0,0,0,1,0
FR_26059,Bouvante,211,104,0,4,1,0,8,5,9,1,0,22,16,0,0,38,0,0,0,0,0
FR_26060,Bouvières,117,79,1,1,0,0,18,3,6,0,0,16,15,1,0,18,0,0,0,0,0
FR_26062,Brette,38,27,0,0,1,0,3,2,3,1,0,9,1,0,0,7,0,0,0,0,0
FR_26063,Buis-les-Baronnies,1750,983,2,14,2,20,137,191,44,4,0,167,119,3,0,278,0,0,0,2,0
FR_26064,Chabeuil,5700,2940,13,36,9,15,310,161,162,15,0,519,436,108,0,1151,0,0,0,5,0
FR_26065,Chabrillan,561,338,4,0,1,3,35,15,23,1,0,78,48,0,0,130,0,0,0,0,0
FR_26066,Le Chaffal,34,29,0,0,0,0,5,0,1,0,0,12,5,0,0,6,0,0,0,0,0
FR_26067,Chalancon,46,38,1,1,2,0,6,2,1,1,0,10,8,0,0,6,0,0,0,0,0
FR_26069,Chamaloc,113,78,0,1,1,2,22,7,4,3,0,13,3,0,0,22,0,0,0,0,0
FR_26070,Chamaret,425,256,3,9,2,3,37,10,9,2,0,59,47,4,0,71,0,0,0,0,0
FR_26073,Chantemerle-lès-Grignan,200,128,0,3,1,0,28,5,7,0,0,27,15,0,0,42,0,0,0,0,0
FR_26074,La Chapelle-en-Vercors,602,370,1,5,1,2,87,10,8,3,0,70,35,4,0,144,0,0,0,0,0
FR_26075,La Charce,39,32,0,0,0,0,6,8,0,1,0,6,6,0,0,5,0,0,0,0,0
FR_26076,Charens,40,32,0,0,0,1,6,15,2,0,0,2,1,0,0,5,0,0,0,0,0
FR_26080,Chastel-Arnaud,48,35,0,2,2,0,10,5,5,2,0,2,1,0,0,6,0,0,0,0,0
FR_26081,Châteaudouble,468,277,0,4,0,1,45,17,27,0,0,32,23,7,0,117,0,0,0,4,0
FR_26082,Châteauneuf-de-Bordette,93,74,0,1,0,0,12,8,10,0,0,5,10,1,0,27,0,0,0,0,0
FR_26086,Châtillon-en-Diois,518,284,2,7,1,3,51,38,8,1,0,58,24,2,0,88,0,0,0,1,0
FR_26089,Chaudebonne,51,30,2,0,0,1,5,5,1,0,0,7,3,0,0,6,0,0,0,0,0
FR_26090,La Chaudière,27,22,0,2,0,0,0,1,4,0,0,4,1,0,0,9,0,0,0,1,0
FR_26091,Chauvac,47,36,0,0,2,0,3,2,0,0,0,11,7,0,0,11,0,0,0,0,0
FR_26093,Clansayes,430,242,0,5,0,0,21,14,11,1,0,46,45,5,0,94,0,0,0,0,0
FR_26098,Cobonne,147,91,0,1,1,3,21,11,6,0,0,5,12,1,0,29,0,0,0,1,0
FR_26099,Colonzelle,420,227,0,6,0,0,18,13,6,0,0,47,57,2,0,77,0,0,0,1,0
FR_26100,Combovin,348,197,0,1,1,4,47,15,14,1,0,46,19,2,0,46,0,0,0,1,0
FR_26101,Comps,142,99,0,4,0,0,19,5,7,1,0,25,9,0,0,29,0,0,0,0,0
FR_26103,Condorcet,327,202,3,5,3,0,26,16,16,0,0,34,34,2,0,62,0,0,0,1,0
FR_26104,Cornillac,68,53,0,2,0,0,14,8,5,0,0,12,3,0,0,9,0,0,0,0,0
FR_26105,Cornillon-sur-lOule,71,51,0,0,0,0,11,8,1,1,0,11,5,2,0,12,0,0,0,0,0
FR_26108,Crest,6358,3400,14,40,18,27,761,243,216,11,0,911,279,24,0,828,0,0,0,28,0
FR_26111,Crupies,77,55,0,2,0,2,13,2,5,0,0,18,4,0,0,9,0,0,0,0,0
FR_26112,Curnier,164,89,0,0,0,1,10,8,5,0,0,32,8,0,0,25,0,0,0,0,0
FR_26113,Die,3567,1854,11,16,13,89,445,147,176,20,0,208,108,16,0,603,0,0,0,2,0
FR_26114,Dieulefit,2529,1504,7,18,9,11,313,104,153,10,0,207,92,21,0,557,0,0,0,2,0
FR_26115,Divajeu,482,270,2,5,1,2,46,22,16,0,0,58,35,3,0,80,0,0,0,0,0
FR_26117,Échevis,50,36,0,0,0,0,11,3,4,1,0,8,2,0,0,7,0,0,0,0,0
FR_26122,Espenel,116,80,0,5,0,1,35,4,4,0,0,4,1,0,0,26,0,0,0,0,0
FR_26123,Establet,32,25,0,0,0,1,4,0,1,10,0,1,1,0,0,7,0,0,0,0,0
FR_26125,Eurre,1029,608,4,5,3,2,93,63,34,3,0,98,80,2,0,218,0,0,0,3,0
FR_26126,Eygalayes,88,59,0,4,0,3,9,14,5,0,0,10,8,0,0,6,0,0,0,0,0
FR_26127,Eygaliers,86,61,1,0,0,0,15,6,4,0,0,5,15,0,0,15,0,0,0,0,0
FR_26128,Eygluy-Escoulin,67,49,0,0,0,0,16,3,5,0,0,2,7,2,0,14,0,0,0,0,0
FR_26130,Eyroles,36,22,0,0,0,0,4,1,0,0,0,5,6,1,0,5,0,0,0,0,0
FR_26131,Eyzahut,121,90,0,0,2,0,23,6,6,2,0,9,11,1,0,30,0,0,0,0,0
FR_26134,Félines-sur-Rimandoule,63,38,0,0,0,2,7,1,7,0,0,5,5,0,0,11,0,0,0,0,0
FR_26135,Ferrassières,107,63,1,3,2,0,5,9,2,0,0,6,21,0,0,14,0,0,0,0,0
FR_26136,Val-Maravel,53,41,0,0,1,0,8,2,0,0,0,8,5,1,0,16,0,0,0,0,0
FR_26137,Francillon-sur-Roubion,159,104,0,2,0,2,34,7,5,2,0,18,8,0,0,26,0,0,0,0,0
FR_26141,Gigors-et-Lozeron,161,110,0,2,0,0,26,9,16,1,0,11,7,0,0,36,0,0,0,2,0
FR_26142,Glandage,123,77,0,0,0,5,41,6,1,0,0,9,3,0,0,12,0,0,0,0,0
FR_26144,Grane,1512,792,7,8,7,13,138,48,67,2,0,137,91,12,0,256,0,0,0,6,0
FR_26146,Grignan,1364,835,3,18,3,6,98,44,39,7,0,207,122,11,0,277,0,0,0,0,0
FR_26147,Gumiane,32,22,0,0,1,0,1,4,0,0,0,7,5,0,0,4,0,0,0,0,0
FR_26150,Izon-la-Bruisse,10,8,0,1,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0
FR_26152,Jonchères,33,24,0,2,1,2,1,1,0,0,0,10,0,0,0,7,0,0,0,0,0
FR_26153,Laborel,80,66,0,0,0,1,12,20,2,0,0,8,6,0,0,17,0,0,0,0,0
FR_26154,Lachau,197,133,0,3,1,12,21,27,4,0,0,18,33,0,0,14,0,0,0,0,0
FR_26159,Laval-dAix,91,58,0,1,0,2,10,6,6,0,0,6,5,0,0,22,0,0,0,0,0
FR_26161,Lemps,52,36,0,0,0,1,9,7,4,0,0,7,4,0,0,4,0,0,0,0,0
FR_26163,Léoncel,51,33,0,0,0,2,0,1,1,0,0,13,6,0,0,10,0,0,0,0,0
FR_26164,Lesches-en-Diois,75,56,2,0,0,0,4,10,4,2,0,11,4,1,0,18,0,0,0,0,0
FR_26167,Luc-en-Diois,418,221,1,5,2,1,45,26,22,1,0,35,16,0,0,67,0,0,0,0,0
FR_26168,Lus-la-Croix-Haute,473,288,1,6,2,9,55,14,6,6,0,52,37,11,0,89,0,0,0,0,0
FR_26170,Malissard,2815,1441,5,12,7,15,202,71,73,7,0,238,203,16,0,589,0,0,0,3,0
FR_26175,Marignac-en-Diois,163,107,3,1,2,2,30,4,8,0,0,12,8,1,0,35,0,0,0,1,0
FR_26178,Menglon,395,226,1,1,0,6,65,14,14,1,0,28,21,1,0,74,0,0,0,0,0
FR_26180,Mérindol-les-Oliviers,177,115,2,1,1,2,10,6,7,0,0,23,24,5,0,34,0,0,0,0,0
FR_26181,Mévouillon,203,133,0,2,0,2,14,36,3,0,0,26,27,1,0,21,0,0,0,1,0
FR_26182,Mirabel-aux-Baronnies,1223,660,5,8,5,21,88,43,32,1,0,138,100,6,0,213,0,0,0,0,0
FR_26183,Mirabel-et-Blacons,792,434,0,2,4,3,83,46,45,4,0,61,52,4,0,130,0,0,0,0,0
FR_26186,Miscon,55,46,3,0,0,0,7,1,3,0,0,15,5,0,0,12,0,0,0,0,0
FR_26188,Mollans-sur-Ouvèze,848,460,3,10,1,3,84,40,19,1,0,81,60,6,0,151,0,0,0,1,0
FR_26189,Montauban-sur-lOuvèze,105,72,2,1,0,0,11,23,5,1,0,13,8,1,0,7,0,0,0,0,0
FR_26190,Montaulieu,78,43,0,0,0,0,16,8,4,0,0,3,1,1,0,10,0,0,0,0,0
FR_26192,Montbrison,240,175,1,5,2,0,17,5,13,3,0,42,25,1,0,61,0,0,0,0,0
FR_26193,Montbrun-les-Bains,357,204,1,1,1,4,68,19,9,2,0,25,24,3,0,47,0,0,0,0,0
FR_26195,Montclar-sur-Gervanne,171,100,0,1,0,1,23,2,6,0,0,15,28,0,0,24,0,0,0,0,0
FR_26197,Montélier,3130,1801,3,15,10,11,172,77,90,14,0,399,226,36,0,741,0,0,0,7,0
FR_26199,Montferrand-la-Fare,28,23,0,0,0,0,10,4,0,0,0,1,2,0,0,6,0,0,0,0,0
FR_26200,Montfroc,76,40,0,0,0,0,10,3,2,2,0,10,3,0,0,9,0,0,0,1,0
FR_26201,Montguers,55,41,0,0,0,3,5,15,1,0,0,2,0,0,0,15,0,0,0,0,0
FR_26202,Montjoux,285,142,0,2,2,0,36,7,11,0,0,19,11,2,0,52,0,0,0,0,0
FR_26203,Montjoyer,239,136,0,0,2,0,17,11,3,0,0,28,28,7,0,40,0,0,0,0,0
FR_26204,Montlaur-en-Diois,132,88,0,1,0,1,11,4,2,0,0,23,10,1,0,35,0,0,0,0,0
FR_26205,Montmaur-en-Diois,72,45,0,1,0,2,9,5,3,0,0,7,2,0,0,16,0,0,0,0,0
FR_26206,Montmeyran,2273,1233,1,12,3,8,169,73,72,9,0,199,180,15,0,489,0,0,0,3,0
FR_26208,Montoison,1534,804,3,11,11,3,95,40,43,2,0,138,124,13,0,320,0,0,0,1,0
FR_26209,Montréal-les-Sources,37,25,1,1,0,0,1,3,3,0,0,5,2,0,0,9,0,0,0,0,0
FR_26211,Montségur-sur-Lauzon,1054,638,0,3,0,8,89,22,20,4,0,286,66,5,0,134,0,0,0,1,0
FR_26212,Montvendre,902,483,2,8,1,4,62,23,23,2,0,102,53,4,0,198,0,0,0,1,0
FR_26214,Mornans,61,37,0,1,0,0,8,4,3,0,0,2,1,0,0,17,0,0,0,1,0
FR_26215,La Motte-Chalancon,342,211,1,3,0,0,28,27,10,9,0,37,35,1,0,60,0,0,0,0,0
FR_26217,La Motte-Fanjas,136,73,0,1,2,0,8,4,7,0,0,19,8,0,0,24,0,0,0,0,0
FR_26220,Nyons,5436,2727,18,42,12,32,408,307,142,14,0,518,315,25,0,888,0,0,0,6,0
FR_26221,Omblèze,88,51,0,0,0,0,1,3,6,4,0,19,0,3,0,15,0,0,0,0,0
FR_26222,Orcinas,31,20,0,0,0,2,3,3,3,0,0,5,2,0,0,2,0,0,0,0,0
FR_26223,Oriol-en-Royans,447,194,1,4,1,11,28,7,11,2,0,34,24,0,0,69,0,0,0,2,0
FR_26224,Ourches,193,118,0,1,0,0,20,8,8,1,0,33,11,1,0,34,0,0,0,1,0
FR_26226,Le Pègue,292,166,2,3,1,2,18,6,3,1,0,37,41,0,0,52,0,0,0,0,0
FR_26227,Pelonne,17,14,0,0,0,0,4,7,0,0,0,1,0,0,0,2,0,0,0,0,0
FR_26228,Pennes-le-Sec,15,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_26229,La Penne-sur-lOuvèze,81,64,0,1,0,1,3,18,3,0,0,7,16,0,0,15,0,0,0,0,0
FR_26232,Peyrus,542,312,0,3,3,3,37,15,18,1,0,55,37,4,0,136,0,0,0,0,0
FR_26233,Piégon,233,130,0,1,0,3,10,6,3,1,0,49,19,0,0,38,0,0,0,0,0
FR_26234,Piégros-la-Clastre,762,393,2,4,0,4,92,25,38,5,0,47,60,8,0,107,0,0,0,1,0
FR_26236,Pierrelongue,121,80,3,0,1,3,21,13,3,0,0,11,6,0,0,19,0,0,0,0,0
FR_26238,Les Pilles,174,112,0,3,0,1,28,17,9,0,0,7,16,1,0,29,0,0,0,1,0
FR_26239,Plaisians,175,106,0,2,1,1,12,21,4,1,0,11,28,2,0,23,0,0,0,0,0
FR_26240,Plan-de-Baix,153,95,0,1,0,1,17,7,10,4,0,14,14,1,0,26,0,0,0,0,0
FR_26241,Le Poët-Célard,97,54,0,1,0,2,9,0,6,1,0,9,8,0,0,18,0,0,0,0,0
FR_26242,Le Poët-en-Percip,27,20,0,0,0,0,1,8,3,1,0,2,0,0,0,5,0,0,0,0,0
FR_26243,Le Poët-Laval,722,422,3,4,4,5,67,18,43,3,0,65,42,4,0,164,0,0,0,0,0
FR_26244,Le Poët-Sigillat,97,53,0,0,0,1,10,9,7,1,0,12,4,0,0,9,0,0,0,0,0
FR_26245,Pommerol,22,14,0,0,0,0,0,5,0,0,0,6,1,0,0,2,0,0,0,0,0
FR_26246,Ponet-et-Saint-Auban,115,80,1,2,1,9,16,9,7,0,0,4,6,0,0,25,0,0,0,0,0
FR_26248,Pontaix,143,93,1,1,1,3,20,8,2,1,0,15,9,3,0,29,0,0,0,0,0
FR_26249,Pont-de-Barret,507,285,2,2,1,0,60,9,33,0,0,64,30,1,0,83,0,0,0,0,0
FR_26253,Poyols,66,43,0,0,0,3,10,10,1,0,0,3,5,0,0,11,0,0,0,0,0
FR_26254,Pradelle,29,21,0,0,1,0,7,0,2,1,0,4,2,0,0,4,0,0,0,0,0
FR_26255,Les Prés,29,24,0,0,0,4,1,3,0,1,0,8,0,0,0,7,0,0,0,0,0
FR_26256,Propiac,82,47,0,1,0,2,11,7,0,0,0,4,6,0,0,16,0,0,0,0,0
FR_26258,Puy-Saint-Martin,690,413,1,7,1,1,84,31,27,2,0,59,42,3,0,155,0,0,0,0,0
FR_26261,Réauville,340,185,1,1,0,4,42,6,9,1,0,27,30,0,0,64,0,0,0,0,0
FR_26262,Recoubeau-Jansac,200,125,1,2,1,1,22,10,8,0,0,21,11,3,0,44,0,0,0,1,0
FR_26263,Reilhanette,116,59,0,1,0,1,8,12,5,0,0,12,5,0,0,15,0,0,0,0,0
FR_26264,Rémuzat,271,156,0,0,2,7,15,4,8,2,0,52,18,0,0,48,0,0,0,0,0
FR_26266,Rimon-et-Savel,39,30,0,0,0,0,3,4,1,0,0,7,1,1,0,13,0,0,0,0,0
FR_26267,Rioms,23,18,0,2,0,1,8,3,2,0,0,0,0,0,0,2,0,0,0,0,0
FR_26268,Rochebaudin,103,67,0,1,0,1,14,3,4,0,0,10,14,0,0,20,0,0,0,0,0
FR_26269,Rochebrune,64,30,0,1,0,0,4,6,3,1,0,3,4,0,0,6,0,0,0,2,0
FR_26270,Rochechinard,125,91,0,3,0,0,15,3,8,0,0,24,16,1,0,21,0,0,0,0,0
FR_26274,Rochefourchat,8,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
FR_26275,Rochegude,1267,684,2,14,4,2,72,16,15,6,0,197,154,9,0,191,0,0,0,2,0
FR_26276,Roche-Saint-Secret-Béconne,351,206,2,3,0,1,34,17,14,2,0,35,31,2,0,64,0,0,0,1,0
FR_26277,La Roche-sur-Grane,144,83,2,0,1,0,15,7,6,0,0,12,18,1,0,21,0,0,0,0,0
FR_26278,La Roche-sur-le-Buis,244,131,0,3,1,0,31,28,12,1,0,16,10,1,0,28,0,0,0,0,0
FR_26279,La Rochette-du-Buis,56,41,0,1,0,0,6,5,2,0,0,11,9,0,0,7,0,0,0,0,0
FR_26282,Romeyer,182,110,2,2,1,0,28,10,6,0,0,21,11,2,0,27,0,0,0,0,0
FR_26283,Rottier,25,16,0,0,0,0,2,1,0,1,0,6,1,1,0,4,0,0,0,0,0
FR_26284,Roussas,351,190,2,2,0,1,20,11,6,0,0,39,37,6,0,66,0,0,0,0,0
FR_26285,Rousset-les-Vignes,268,175,2,4,0,2,36,14,8,0,0,37,23,0,0,49,0,0,0,0,0
FR_26286,Roussieux,28,12,0,0,0,0,4,5,1,0,0,0,1,0,0,1,0,0,0,0,0
FR_26288,Sahune,262,176,1,2,0,0,35,20,9,3,0,40,21,1,0,44,0,0,0,0,0
FR_26289,Saillans,1079,589,1,6,6,8,181,49,51,3,0,68,35,3,0,176,0,0,0,2,0
FR_26290,Saint-Agnan-en-Vercors,319,167,0,2,1,2,54,3,4,0,0,31,22,1,0,47,0,0,0,0,0
FR_26291,Saint-Andéol,60,37,0,0,0,1,14,2,3,0,0,4,2,0,0,11,0,0,0,0,0
FR_26292,Saint-Auban-sur-lOuvèze,177,118,0,3,0,2,3,57,3,1,0,33,3,1,0,12,0,0,0,0,0
FR_26296,Saint-Benoit-en-Diois,37,20,0,0,0,0,7,2,1,0,0,5,0,0,0,4,0,0,0,1,0
FR_26299,Sainte-Croix,103,59,0,1,1,4,14,7,5,1,0,5,8,1,0,12,0,0,0,0,0
FR_26300,Saint-Dizier-en-Diois,39,23,0,0,0,0,13,1,1,0,0,0,3,0,0,5,0,0,0,0,0
FR_26302,Sainte-Eulalie-en-Royans,411,195,2,4,3,3,32,12,14,3,0,37,22,2,0,61,0,0,0,0,0
FR_26303,Sainte-Euphémie-sur-Ouvèze,75,45,1,3,0,0,7,14,1,1,0,4,4,0,0,10,0,0,0,0,0
FR_26304,Saint-Ferréol-Trente-Pas,191,112,0,0,0,0,30,15,6,1,0,22,16,3,0,19,0,0,0,0,0
FR_26306,Sainte-Jalle,222,142,0,4,0,3,22,28,7,0,0,18,28,0,0,32,0,0,0,0,0
FR_26307,Saint-Jean-en-Royans,2183,1128,2,22,5,16,166,64,54,6,0,238,160,11,0,379,0,0,0,5,0
FR_26308,Saint-Julien-en-Quint,144,96,0,1,0,5,16,7,4,0,0,19,11,2,0,31,0,0,0,0,0
FR_26309,Saint-Julien-en-Vercors,200,121,2,2,2,0,22,2,10,1,0,15,16,0,0,49,0,0,0,0,0
FR_26311,Saint-Laurent-en-Royans,873,443,7,6,8,9,77,32,29,2,0,75,70,5,0,121,0,0,0,2,0
FR_26315,Saint-Martin-en-Vercors,319,182,1,1,2,1,33,14,17,1,0,24,14,1,0,73,0,0,0,0,0
FR_26316,Saint-Martin-le-Colonel,155,89,0,0,2,4,9,0,37,1,0,17,14,2,0,1,0,0,0,2,0
FR_26317,Saint-Maurice-sur-Eygues,564,295,3,5,1,2,32,14,12,5,0,38,59,7,0,117,0,0,0,0,0
FR_26318,Saint-May,51,34,0,0,0,1,6,8,2,0,0,12,2,0,0,3,0,0,0,0,0
FR_26320,Saint-Nazaire-en-Royans,461,224,0,3,1,4,37,11,9,0,0,38,36,5,0,80,0,0,0,0,0
FR_26321,Saint-Nazaire-le-Désert,172,109,0,0,0,1,23,8,4,0,0,28,4,3,0,38,0,0,0,0,0
FR_26322,Saint-Pantaléon-les-Vignes,349,212,1,3,1,0,19,11,10,3,0,40,52,1,0,70,0,0,0,1,0
FR_26324,Saint-Paul-Trois-Châteaux,7012,3476,17,45,22,67,411,171,110,23,0,735,630,47,0,1190,0,0,0,8,0
FR_26326,Saint-Restitut,1244,666,5,7,2,6,102,28,14,3,0,136,122,10,0,231,0,0,0,0,0
FR_26327,Saint-Roman,142,88,1,2,0,1,23,12,4,0,0,9,1,0,0,35,0,0,0,0,0
FR_26328,Saint-Sauveur-en-Diois,52,38,0,0,0,0,4,8,1,1,0,9,4,0,0,11,0,0,0,0,0
FR_26329,Saint-Sauveur-Gouvernet,179,98,0,3,1,0,12,16,6,0,0,12,12,0,0,36,0,0,0,0,0
FR_26331,Saint-Thomas-en-Royans,370,191,1,0,1,1,29,5,15,0,0,37,26,2,0,74,0,0,0,0,0
FR_26334,Salettes,109,61,0,1,0,0,11,0,5,0,0,14,9,0,0,21,0,0,0,0,0
FR_26335,Salles-sous-Bois,161,106,0,0,0,0,5,4,6,0,0,23,23,1,0,43,0,0,0,1,0
FR_26336,Saou,454,285,0,1,2,5,88,16,26,0,0,31,10,2,0,104,0,0,0,0,0
FR_26340,Séderon,227,120,0,5,1,2,6,23,5,1,0,29,13,1,0,34,0,0,0,0,0
FR_26342,Solérieux,267,137,1,0,0,1,9,1,4,0,0,38,26,1,0,56,0,0,0,0,0
FR_26343,Souspierre,81,61,0,2,0,0,7,0,4,0,0,10,6,0,0,32,0,0,0,0,0
FR_26344,Soyans,327,185,2,2,0,0,41,12,8,0,0,46,11,3,0,60,0,0,0,0,0
FR_26345,Suze-la-Rousse,1601,834,5,10,6,7,90,27,20,2,0,194,207,14,0,249,0,0,0,3,0
FR_26346,Suze,247,151,1,0,1,1,45,4,16,0,0,33,10,1,0,39,0,0,0,0,0
FR_26348,Taulignan,1275,766,7,13,4,11,166,45,42,6,0,107,135,6,0,223,0,0,0,1,0
FR_26350,Teyssières,68,55,0,2,2,0,13,5,2,0,0,13,2,3,0,13,0,0,0,0,0
FR_26351,Les Tonils,25,22,0,0,0,0,13,0,0,0,0,1,0,0,0,8,0,0,0,0,0
FR_26354,Treschenu-Creyers,161,92,1,0,0,0,12,5,1,1,0,17,10,2,0,43,0,0,0,0,0
FR_26356,Truinas,100,59,0,4,0,0,18,6,7,0,0,2,4,1,0,17,0,0,0,0,0
FR_26357,Tulette,1343,703,4,6,3,12,61,55,24,2,0,157,154,12,0,212,0,0,0,1,0
FR_26358,Upie,1154,591,3,4,4,6,96,31,43,6,0,88,63,4,0,242,0,0,0,1,0
FR_26359,Vachères-en-Quint,31,20,0,1,0,0,13,0,2,0,0,3,0,0,0,1,0,0,0,0,0
FR_26360,Valaurie,493,307,0,3,1,2,29,25,12,3,0,66,39,5,0,122,0,0,0,0,0
FR_26361,Valdrôme,132,87,1,1,0,2,21,8,6,1,0,6,3,0,0,38,0,0,0,0,0
FR_26363,Valouse,29,28,0,0,0,0,13,3,1,0,0,1,0,0,0,10,0,0,0,0,0
FR_26364,Vassieux-en-Vercors,268,165,2,1,1,0,47,7,7,0,0,35,15,4,0,46,0,0,0,0,0
FR_26365,Vaunaveys-la-Rochette,492,288,1,5,0,3,59,10,17,1,0,73,30,6,0,83,0,0,0,0,0
FR_26367,Venterol,601,359,5,3,0,3,51,46,17,1,0,56,50,6,0,118,0,0,0,3,0
FR_26368,Vercheny,241,130,0,2,0,6,18,20,9,3,0,19,13,0,0,40,0,0,0,0,0
FR_26369,Verclause,56,33,0,1,0,2,3,6,1,1,0,5,5,0,0,9,0,0,0,0,0
FR_26370,Vercoiran,109,82,1,0,0,0,3,20,4,0,0,14,16,1,0,22,0,0,0,1,0
FR_26371,Véronne,42,29,0,2,0,0,7,0,2,0,0,12,2,0,0,4,0,0,0,0,0
FR_26372,Vers-sur-Méouge,45,37,0,0,0,1,8,9,1,1,0,8,1,0,0,8,0,0,0,0,0
FR_26373,Vesc,208,115,0,2,0,2,19,9,9,1,0,27,4,0,0,42,0,0,0,0,0
FR_26374,Villebois-les-Pins,21,14,0,0,0,0,7,0,0,0,0,1,1,2,0,3,0,0,0,0,0
FR_26375,Villefranche-le-Château,19,13,0,0,0,0,1,2,1,0,0,7,1,1,0,0,0,0,0,0,0
FR_26376,Villeperdrix,90,67,0,2,0,0,9,9,9,0,0,14,5,0,0,19,0,0,0,0,0
FR_26377,Vinsobres,962,516,1,7,1,4,72,81,22,2,0,98,70,8,0,150,0,0,0,0,0
FR_26378,Volvent,40,32,0,0,0,0,1,5,0,0,0,16,0,0,0,10,0,0,0,0,0
FR_26002,Albon,1408,724,8,0,5,20,87,242,21,14,0,118,114,0,0,86,0,0,1,8,0
FR_26004,Alixan,1895,902,4,16,5,13,86,77,36,13,0,147,194,0,0,293,0,0,3,15,0
FR_26009,Andancette,902,451,1,8,5,3,27,210,10,2,0,53,88,0,0,41,0,0,0,3,0
FR_26010,Anneyron,2890,1596,6,24,11,9,106,641,39,9,0,312,242,0,0,180,0,0,0,17,0
FR_26014,Arthémonay,423,224,2,4,6,2,24,27,14,6,0,45,35,0,0,54,0,0,0,5,0
FR_26023,Barbières,680,360,2,9,1,5,42,54,34,2,0,44,88,0,0,73,0,0,1,5,0
FR_26028,Bathernay,178,95,0,1,0,4,10,4,9,0,0,28,18,0,0,21,0,0,0,0,0
FR_26034,La Baume-dHostun,423,204,2,2,0,5,18,29,11,3,0,31,48,0,0,49,0,0,2,4,0
FR_26039,Beauregard-Baret,618,327,5,0,3,6,45,35,16,5,0,58,68,0,0,76,0,0,2,8,0
FR_26041,Beausemblant,1080,558,3,10,7,8,59,203,9,6,0,70,101,0,0,74,0,0,2,6,0
FR_26049,Bésayes,916,487,5,10,5,4,57,76,18,9,0,69,76,0,0,146,0,0,0,12,0
FR_26057,Bourg-de-Péage,7495,3491,25,50,41,47,395,743,166,42,0,528,652,0,0,721,0,0,11,70,0
FR_26061,Bren,423,222,2,3,3,2,17,27,8,3,0,71,25,0,0,55,0,0,0,6,0
FR_26068,Le Chalon,179,100,1,3,5,2,13,8,3,1,0,27,14,0,0,17,0,0,0,6,0
FR_26077,Charmes-sur-lHerbasse,644,342,1,10,0,6,37,25,17,4,0,97,49,0,0,94,0,0,0,2,0
FR_26079,Charpey,1001,525,6,14,3,4,46,43,27,7,0,101,105,0,0,155,0,0,3,11,0
FR_26083,Châteauneuf-de-Galaure,1197,755,3,9,4,7,47,108,23,20,0,287,83,0,0,114,0,0,4,46,0
FR_26084,Châteauneuf-sur-Isère,3031,1510,12,37,9,23,140,110,66,20,0,286,326,0,0,436,0,0,3,42,0
FR_26087,Châtillon-Saint-Jean,923,468,9,0,4,3,54,55,25,8,0,87,90,0,0,116,0,0,1,16,0
FR_26088,Chatuzange-le-Goubet,4395,2299,12,30,11,24,183,202,89,16,0,755,395,0,0,539,0,0,1,42,0
FR_26092,Chavannes,467,245,1,5,1,3,17,27,18,3,0,49,66,0,0,45,0,0,1,9,0
FR_26094,Claveyson,647,372,4,2,1,7,33,83,15,7,0,81,71,0,0,53,0,0,2,13,0
FR_26096,Clérieux,1474,719,2,14,9,11,82,72,37,13,0,131,175,0,0,150,0,0,1,22,0
FR_26107,Crépol,407,234,0,0,12,1,29,18,10,4,0,60,36,0,0,55,0,0,0,9,0
FR_26118,Épinouze,1026,500,1,7,4,7,36,87,9,2,0,193,82,0,0,70,0,0,0,2,0
FR_26129,Eymeux,709,321,2,10,1,7,36,39,14,2,0,49,70,0,0,80,0,0,2,9,0
FR_26133,Fay-le-Clos,145,99,0,1,0,4,15,32,2,0,0,19,7,0,0,18,0,0,0,1,0
FR_26139,Génissieux,1791,983,3,16,4,14,58,107,54,12,0,263,141,0,0,277,0,0,0,34,0
FR_26140,Geyssans,508,273,1,1,3,0,38,41,16,2,0,48,56,0,0,59,0,0,0,8,0
FR_26143,Le Grand-Serre,670,348,0,3,1,6,33,33,14,9,0,154,42,0,0,49,0,0,2,2,0
FR_26148,Hauterives,1505,852,8,6,4,8,69,155,13,6,0,390,85,0,0,92,0,0,1,15,0
FR_26149,Hostun,717,383,4,4,2,2,23,68,27,5,0,66,70,0,0,89,0,0,3,20,0
FR_26155,Lapeyrouse-Mornay,899,396,0,3,4,18,45,51,9,9,0,95,91,0,0,64,0,0,1,6,0
FR_26160,Laveyron,711,371,3,3,2,14,23,145,15,4,0,48,52,0,0,59,0,0,1,2,0
