gisco_id,name,registered,turnout,invalid,blank,EXG,FG,PRG,LÉ,ECO,LR,DVD,RN,PS,PRV,DVG,MoDem,EXD,NC (2007),AC,DIV,REG
FR_03052,Chamblet,751,480,9,0,9,80,0,7,3,139,9,51,173,0,0,0,0,0,0,0,0
FR_03053,Chantelle,817,551,14,0,5,55,0,21,10,215,0,56,175,0,0,0,0,0,0,0,0
FR_03054,Chapeau,178,115,1,0,1,10,0,2,0,49,0,9,43,0,0,0,0,0,0,0,0
FR_03055,La Chapelaude,784,447,10,0,5,75,0,7,1,123,4,43,179,0,0,0,0,0,0,0,0
FR_03056,La Chapelle,348,199,4,0,0,14,117,1,1,36,0,22,0,0,0,4,0,0,0,0,0
FR_03057,La Chapelle-aux-Chasses,184,128,4,0,1,8,0,0,0,45,0,13,57,0,0,0,0,0,0,0,0
FR_03058,Chappes,163,113,1,0,0,47,0,2,0,26,1,8,28,0,0,0,0,0,0,0,0
FR_03059,Chareil-Cintrat,266,165,3,0,2,17,0,5,3,69,0,20,46,0,0,0,0,0,0,0,0
FR_03060,Charmeil,579,370,2,0,1,10,150,6,4,125,0,65,0,4,0,2,0,1,0,0,0
FR_03061,Charmes,286,175,4,0,1,11,71,5,1,51,0,29,0,1,0,1,0,0,0,0,0
FR_03062,Charroux,312,216,5,0,2,19,0,7,3,94,0,25,61,0,0,0,0,0,0,0,0
FR_03063,Chassenard,710,409,10,0,5,26,204,4,2,72,0,80,0,2,0,3,0,1,0,0,0
FR_03064,Château-sur-Allier,148,105,1,0,3,11,0,4,2,29,0,22,33,0,0,0,0,0,0,0,0
FR_03065,Châtel-de-Neuvre,421,282,7,0,5,70,0,3,4,81,0,21,91,0,0,0,0,0,0,0,0
FR_03066,Châtel-Montagne,347,224,3,0,3,20,96,10,5,53,0,28,0,1,0,3,0,2,0,0,0
FR_03067,Châtelperron,138,95,3,0,1,8,32,4,1,35,0,9,0,0,0,2,0,0,0,0,0
FR_03068,Châtelus,120,71,1,0,0,3,35,2,1,14,0,15,0,0,0,0,0,0,0,0,0
FR_03069,Châtillon,222,138,1,0,2,77,0,5,0,23,0,10,20,0,0,0,0,0,0,0,0
FR_03070,Chavenon,119,70,1,0,0,15,0,0,0,29,0,6,19,0,0,0,0,0,0,0,0
FR_03071,Chavroches,192,113,2,0,0,10,46,0,1,38,0,12,0,1,0,3,0,0,0,0,0
FR_03072,Chazemais,361,252,4,0,5,60,0,2,2,58,8,22,91,0,0,0,0,0,0,0,0
FR_03073,Chemilly,475,307,5,0,3,65,0,6,2,84,0,34,108,0,0,0,0,0,0,0,0
FR_03074,Chevagnes,539,328,9,0,1,31,0,1,2,117,0,25,142,0,0,0,0,0,0,0,0
FR_03075,Chezelle,127,65,0,0,1,6,0,1,0,15,0,9,33,0,0,0,0,0,0,0,0
FR_03076,Chézy,155,102,0,0,0,6,0,5,1,54,0,13,23,0,0,0,0,0,0,0,0
FR_03077,Chirat-lÉglise,104,66,2,0,1,21,0,0,0,18,1,5,18,0,0,0,0,0,0,0,0
FR_03078,Chouvigny,217,141,3,0,1,17,0,17,3,41,3,18,38,0,0,0,0,0,0,0,0
FR_03079,Cindré,253,145,3,0,1,6,67,3,1,36,0,23,0,0,0,5,0,0,0,0,0
FR_03080,Cognat-Lyonne,498,351,4,0,5,22,135,4,4,121,0,49,0,1,0,3,0,3,0,0,0
FR_03081,Colombier,265,163,1,0,1,28,0,5,2,27,9,20,70,0,0,0,0,0,0,0,0
FR_03082,Commentry,4855,2863,37,0,46,464,0,39,23,624,39,280,1311,0,0,0,0,0,0,0,0
FR_03083,Contigny,546,322,5,0,1,46,0,5,2,141,0,25,97,0,0,0,0,0,0,0,0
FR_03084,Cosne-dAllier,1675,1096,22,0,20,259,0,22,7,290,21,93,362,0,0,0,0,0,0,0,0
FR_03085,Coulandon,518,331,5,0,2,41,0,12,6,99,0,32,134,0,0,0,0,0,0,0,0
FR_03086,Coulanges,263,155,2,0,3,9,0,2,1,46,0,18,74,0,0,0,0,0,0,0,0
FR_03087,Couleuvre,456,287,3,0,4,62,0,9,2,60,0,59,88,0,0,0,0,0,0,0,0
FR_03088,Courçais,263,155,0,0,1,24,0,3,1,58,0,22,46,0,0,0,0,0,0,0,0
FR_03089,Coutansouze,107,77,3,0,1,11,0,1,3,16,1,18,23,0,0,0,0,0,0,0,0
FR_03090,Couzon,239,146,2,0,1,25,0,2,1,49,0,22,44,0,0,0,0,0,0,0,0
FR_03091,Créchy,342,197,5,0,1,29,0,5,4,42,0,39,72,0,0,0,0,0,0,0,0
FR_03092,Cressanges,559,393,2,0,3,166,0,2,6,138,0,40,36,0,0,0,0,0,0,0,0
FR_03093,Creuzier-le-Neuf,756,468,9,0,5,30,219,11,3,98,0,83,0,2,0,7,0,1,0,0,0
FR_03094,Creuzier-le-Vieux,2819,1760,31,0,8,73,762,33,22,560,0,220,0,12,0,30,0,9,0,0,0
FR_03095,Cusset,8798,5321,78,0,21,444,2392,106,53,1395,0,725,0,29,0,48,0,30,0,0,0
FR_03096,Deneuille-lès-Chantelle,88,60,1,0,2,5,0,3,1,23,0,4,21,0,0,0,0,0,0,0,0
FR_03097,Deneuille-les-Mines,250,178,9,0,3,50,0,4,2,38,1,19,52,0,0,0,0,0,0,0,0
FR_03098,Désertines,3617,2262,35,0,45,418,0,31,25,618,25,170,895,0,0,0,0,0,0,0,0
FR_03099,Deux-Chaises,325,215,1,0,0,66,0,2,0,91,0,14,41,0,0,0,0,0,0,0,0
FR_03100,Diou,1100,586,11,0,9,42,0,4,5,204,0,55,256,0,0,0,0,0,0,0,0
FR_03101,Domérat,7110,4495,91,0,68,728,0,53,36,1095,76,462,1886,0,0,0,0,0,0,0,0
FR_03102,Dompierre-sur-Besbre,2433,1428,33,0,18,123,0,24,12,456,0,120,642,0,0,0,0,0,0,0,0
FR_03103,Le Donjon,796,507,17,0,1,51,211,7,1,138,0,70,0,2,0,8,0,1,0,0,0
FR_03104,Doyet,924,571,13,0,9,117,0,6,5,146,9,70,196,0,0,0,0,0,0,0,0
FR_03105,Droiturier,292,183,1,0,1,4,90,3,3,46,0,33,0,1,0,1,0,0,0,0,0
FR_03106,Durdat-Larequille,953,613,5,0,11,83,0,24,13,138,5,75,259,0,0,0,0,0,0,0,0
FR_03107,Ébreuil,890,525,14,0,7,45,0,25,2,192,20,61,159,0,0,0,0,0,0,0,0
FR_03108,Échassières,256,176,5,0,2,29,0,9,1,41,1,19,69,0,0,0,0,0,0,0,0
FR_03109,Escurolles,542,350,8,0,2,13,158,4,4,110,0,44,0,2,0,4,0,1,0,0,0
FR_03110,Espinasse-Vozelle,673,431,3,0,3,15,193,15,8,118,0,68,0,2,0,0,0,6,0,0,0
FR_03111,Estivareilles,870,572,10,0,14,78,0,4,10,170,7,51,228,0,0,0,0,0,0,0,0
FR_03112,Étroussat,521,309,6,0,3,18,0,5,0,132,0,33,112,0,0,0,0,0,0,0,0
FR_03113,Ferrières-sur-Sichon,444,267,8,0,0,9,133,10,1,69,0,30,0,1,0,4,0,2,0,0,0
FR_03114,La Ferté-Hauterive,228,150,3,0,3,6,0,0,0,57,0,22,59,0,0,0,0,0,0,0,0
FR_03115,Fleuriel,268,178,4,0,0,26,0,5,2,67,0,28,46,0,0,0,0,0,0,0,0
FR_03116,Fourilles,189,121,0,0,1,17,0,2,1,46,0,13,41,0,0,0,0,0,0,0,0
FR_03117,Franchesse,349,224,5,0,3,53,0,21,7,57,0,14,64,0,0,0,0,0,0,0,0
FR_03118,Gannat,4259,2337,43,0,13,163,1005,58,21,697,0,282,0,16,0,26,0,13,0,0,0
FR_03119,Gannay-sur-Loire,352,217,4,0,0,11,0,1,3,100,0,39,59,0,0,0,0,0,0,0,0
FR_03120,Garnat-sur-Engièvre,540,335,9,0,3,16,0,2,3,118,0,34,150,0,0,0,0,0,0,0,0
FR_03121,Gennetines,496,329,6,0,1,32,0,4,2,103,0,31,150,0,0,0,0,0,0,0,0
FR_03122,Gipcy,174,110,3,0,2,33,0,4,3,29,0,18,18,0,0,0,0,0,0,0,0
FR_03123,Givarlais,214,134,5,0,3,20,0,3,2,30,1,19,51,0,0,0,0,0,0,0,0
FR_03124,Gouise,192,120,3,0,0,7,0,6,1,40,0,22,41,0,0,0,0,0,0,0,0
FR_03125,La Guillermie,138,71,2,0,0,2,40,3,0,13,0,10,0,0,0,1,0,0,0,0,0
FR_03126,Hauterive,823,533,7,0,2,25,254,6,8,134,0,79,0,5,0,10,0,3,0,0,0
FR_03127,Hérisson,478,341,5,0,2,59,0,13,9,116,6,37,94,0,0,0,0,0,0,0,0
FR_03128,Huriel,2045,1265,24,0,22,192,0,28,15,284,16,106,578,0,0,0,0,0,0,0,0
FR_03129,Hyds,291,199,4,0,5,32,0,2,0,52,3,13,88,0,0,0,0,0,0,0,0
FR_03130,Isle-et-Bardais,229,141,0,0,2,26,0,2,3,42,5,22,39,0,0,0,0,0,0,0,0
FR_03131,Isserpent,391,234,2,0,1,5,91,4,2,78,0,50,0,0,0,1,0,0,0,0,0
FR_03132,Jaligny-sur-Besbre,534,300,8,0,2,25,138,3,5,93,0,18,0,4,0,3,0,1,0,0,0
FR_03133,Jenzat,428,268,6,0,0,29,91,5,0,99,0,32,0,0,0,4,0,2,0,0,0
FR_03134,Laféline,161,107,2,0,1,26,0,4,0,38,0,10,26,0,0,0,0,0,0,0,0
FR_03135,Lalizolle,283,168,11,0,1,16,0,7,1,39,2,25,66,0,0,0,0,0,0,0,0
FR_03136,Lamaids,123,69,2,0,2,19,0,1,0,20,1,4,20,0,0,0,0,0,0,0,0
FR_03137,Langy,185,114,0,0,3,18,0,3,0,29,0,11,50,0,0,0,0,0,0,0,0
FR_03138,Lapalisse,2225,1313,35,0,5,70,579,18,14,401,0,159,0,8,0,20,0,4,0,0,0
FR_03139,Laprugne,309,197,6,0,0,1,98,7,0,39,0,41,0,2,0,3,0,0,0,0,0
FR_03140,Lavault-Sainte-Anne,892,610,14,0,13,112,0,11,5,182,6,43,224,0,0,0,0,0,0,0,0
FR_03141,Lavoine,202,136,5,0,0,4,51,4,0,44,0,22,0,1,0,3,0,2,0,0,0
FR_03142,Lenax,247,149,2,0,2,17,54,0,2,46,0,23,0,1,0,2,0,0,0,0,0
FR_03143,Lételon,103,54,1,0,4,4,0,0,2,20,2,11,10,0,0,0,0,0,0,0,0
FR_03144,Liernolles,199,120,4,0,0,3,51,0,0,54,0,6,0,0,0,2,0,0,0,0,0
FR_03145,Lignerolles,602,390,7,0,3,86,0,17,6,85,5,55,126,0,0,0,0,0,0,0,0
FR_03146,Limoise,123,72,0,0,0,17,0,2,0,21,0,4,28,0,0,0,0,0,0,0,0
FR_03147,Loddes,151,99,1,0,0,8,39,1,4,36,0,8,0,0,0,2,0,0,0,0,0
FR_03148,Loriges,279,148,2,0,0,15,0,0,1,64,0,29,37,0,0,0,0,0,0,0,0
FR_03149,Louchy-Montfand,379,238,6,0,2,29,0,6,2,98,0,7,88,0,0,0,0,0,0,0,0
FR_03150,Louroux-Bourbonnais,198,151,3,0,1,51,0,10,3,27,2,22,32,0,0,0,0,0,0,0,0
FR_03151,Louroux-de-Beaune,154,99,2,0,0,23,0,6,2,24,2,8,32,0,0,0,0,0,0,0,0
FR_03152,Louroux-de-Bouble,232,142,5,0,4,16,0,4,2,25,3,21,62,0,0,0,0,0,0,0,0
FR_03153,Louroux-Hodement,211,138,5,0,1,22,0,1,0,36,8,12,53,0,0,0,0,0,0,0,0
FR_03154,Luneau,229,150,9,0,0,41,30,0,1,47,0,17,0,0,0,3,0,2,0,0,0
FR_03155,Lurcy-Lévis,1510,932,36,0,9,123,0,21,8,324,0,106,305,0,0,0,0,0,0,0,0
FR_03156,Lusigny,1221,787,28,0,3,84,0,22,4,206,0,76,364,0,0,0,0,0,0,0,0
FR_03157,Magnet,584,398,10,0,6,34,0,6,2,109,0,70,161,0,0,0,0,0,0,0,0
FR_03158,Maillet,249,165,5,0,3,42,0,6,4,28,3,26,48,0,0,0,0,0,0,0,0
FR_03159,Malicorne,579,360,6,0,3,39,0,2,0,58,1,38,213,0,0,0,0,0,0,0,0
FR_03160,Marcenat,258,154,0,0,1,19,0,5,3,67,0,19,40,0,0,0,0,0,0,0,0
FR_03161,Marcillat-en-Combraille,722,451,21,0,6,28,0,13,3,195,9,45,131,0,0,0,0,0,0,0,0
FR_03162,Marigny,167,117,10,0,0,24,0,12,0,33,0,8,30,0,0,0,0,0,0,0,0
FR_03163,Mariol,559,376,5,0,1,16,200,6,4,58,0,69,0,8,0,7,0,2,0,0,0
FR_03164,Le Mayet-dÉcole,201,140,3,0,0,1,50,2,0,54,0,27,0,1,0,0,0,2,0,0,0
FR_03165,Le Mayet-de-Montagne,1090,699,17,0,3,25,321,31,7,217,0,60,0,8,0,5,0,5,0,0,0
FR_03166,Mazerier,242,162,2,0,1,14,65,2,0,56,0,11,0,0,0,9,0,2,0,0,0
FR_03167,Mazirat,248,156,5,0,2,7,0,4,1,65,8,20,44,0,0,0,0,0,0,0,0
FR_03168,Meaulne,643,430,7,0,3,44,0,11,12,142,9,78,124,0,0,0,0,0,0,0,0
FR_03169,Meillard,228,144,8,0,0,37,0,4,3,50,0,18,24,0,0,0,0,0,0,0,0
FR_03170,Meillers,118,81,1,0,0,22,0,2,0,27,0,3,26,0,0,0,0,0,0,0,0
FR_03171,Mercy,193,136,1,0,1,33,0,0,2,42,0,15,42,0,0,0,0,0,0,0,0
FR_03172,Mesples,126,78,1,0,1,9,0,1,0,28,1,12,25,0,0,0,0,0,0,0,0
FR_03173,Molinet,927,552,12,0,8,20,0,3,8,214,0,53,234,0,0,0,0,0,0,0,0
FR_03174,Molles,699,425,4,0,0,12,202,12,6,126,0,53,0,0,0,4,0,6,0,0,0
FR_03175,Monestier,240,133,3,0,3,19,0,5,0,48,0,21,34,0,0,0,0,0,0,0,0
FR_03176,Monétay-sur-Allier,421,267,8,0,7,26,0,12,4,106,0,23,81,0,0,0,0,0,0,0,0
FR_03177,Monétay-sur-Loire,250,144,1,0,1,19,0,2,0,47,0,10,64,0,0,0,0,0,0,0,0
FR_03178,Montaiguët-en-Forez,257,156,1,0,1,37,55,0,3,46,0,11,0,1,0,1,0,0,0,0,0
FR_03179,Montaigu-le-Blin,289,188,3,0,1,11,0,6,2,87,0,15,63,0,0,0,0,0,0,0,0
FR_03180,Montbeugny,489,314,7,0,4,25,0,7,3,89,0,44,135,0,0,0,0,0,0,0,0
FR_03181,Montcombroux-les-Mines,273,179,5,0,1,14,88,0,0,34,0,32,0,0,0,4,0,1,0,0,0
FR_03182,Monteignet-sur-lAndelot,205,150,8,0,0,3,55,5,0,59,0,18,0,0,0,2,0,0,0,0,0
FR_03183,Le Montet,336,207,2,0,1,69,0,0,0,81,0,11,43,0,0,0,0,0,0,0,0
FR_03184,Montilly,404,244,7,0,0,35,0,3,6,75,0,34,84,0,0,0,0,0,0,0,0
FR_03185,Montluçon,26372,14321,239,0,249,2128,0,272,111,5218,141,987,4976,0,0,0,0,0,0,0,0
FR_03186,Montmarault,1029,651,15,0,1,194,0,10,4,175,17,71,164,0,0,0,0,0,0,0,0
FR_03187,Montoldre,370,218,8,0,0,31,0,5,3,63,0,39,69,0,0,0,0,0,0,0,0
FR_03188,Montord,196,127,2,0,4,20,0,4,2,53,0,8,34,0,0,0,0,0,0,0,0
FR_03189,Montvicq,582,349,2,0,13,69,0,9,6,71,10,51,118,0,0,0,0,0,0,0,0
FR_03190,Moulins,13531,7295,92,0,41,697,0,147,57,2910,0,533,2818,0,0,0,0,0,0,0,0
FR_03191,Murat,214,141,3,0,0,58,0,1,1,34,2,14,28,0,0,0,0,0,0,0,0
FR_03192,Nades,91,59,1,0,0,18,0,2,0,13,2,6,17,0,0,0,0,0,0,0,0
FR_03193,Nassigny,128,93,3,0,1,2,0,3,0,30,0,13,41,0,0,0,0,0,0,0,0
FR_03194,Naves,108,51,3,0,1,6,0,0,0,13,1,6,21,0,0,0,0,0,0,0,0
FR_03195,Néris-les-Bains,2059,1331,31,0,12,132,0,31,18,523,25,103,456,0,0,0,0,0,0,0,0
FR_03196,Neuilly-en-Donjon,207,134,1,0,0,25,48,1,0,40,0,15,0,3,0,1,0,0,0,0,0
FR_03197,Neuilly-le-Réal,1151,723,13,0,6,82,0,14,5,252,0,65,286,0,0,0,0,0,0,0,0
FR_03198,Neure,129,86,3,0,1,15,0,0,2,28,0,15,22,0,0,0,0,0,0,0,0
FR_03200,Neuvy,1257,845,20,0,1,106,0,21,7,284,0,63,343,0,0,0,0,0,0,0,0
FR_03201,Nizerolles,243,145,0,0,0,3,69,13,1,36,0,22,0,0,0,1,0,0,0,0,0
FR_03202,Noyant-dAllier,466,277,6,0,4,60,0,9,5,75,0,30,88,0,0,0,0,0,0,0,0
FR_03203,Paray-le-Frésil,313,200,4,0,3,16,0,2,1,64,0,33,77,0,0,0,0,0,0,0,0
FR_03204,Paray-sous-Briailles,481,320,6,0,3,26,0,6,1,146,0,30,102,0,0,0,0,0,0,0,0
FR_03205,Périgny,367,213,3,0,3,15,100,0,0,50,0,38,0,0,0,2,0,2,0,0,0
FR_03206,La Petite-Marche,153,111,3,0,0,13,0,5,1,44,1,7,37,0,0,0,0,0,0,0,0
FR_03207,Pierrefitte-sur-Loire,401,257,6,0,4,26,0,7,1,64,0,24,125,0,0,0,0,0,0,0,0
FR_03208,Le Pin,290,153,6,0,1,10,67,1,0,35,0,31,0,0,0,1,0,1,0,0,0
FR_03209,Poëzat,124,81,1,0,0,6,36,1,0,22,0,10,0,1,0,2,0,2,0,0,0
FR_03210,Pouzy-Mésangy,333,216,5,0,0,70,0,6,3,55,0,26,51,0,0,0,0,0,0,0,0
FR_03211,Prémilhat,1873,1164,16,0,16,138,0,16,10,359,11,104,494,0,0,0,0,0,0,0,0
FR_03212,Quinssaines,1075,668,3,0,15,88,0,14,4,211,11,87,235,0,0,0,0,0,0,0,0
FR_03213,Reugny,209,141,6,0,3,24,0,1,1,49,1,13,43,0,0,0,0,0,0,0,0
FR_03214,Rocles,226,154,2,0,2,69,0,5,1,33,0,18,24,0,0,0,0,0,0,0,0
FR_03215,Rongères,460,283,4,0,2,23,0,3,1,96,0,39,115,0,0,0,0,0,0,0,0
FR_03216,Ronnet,160,97,2,0,3,14,0,3,1,28,1,10,35,0,0,0,0,0,0,0,0
FR_03217,Saint-Angel,621,409,19,0,5,49,0,2,4,144,9,29,148,0,0,0,0,0,0,0,0
FR_03218,Saint-Aubin-le-Monial,235,151,3,0,0,21,0,12,3,61,0,15,36,0,0,0,0,0,0,0,0
FR_03219,Saint-Bonnet-de-Four,191,126,4,0,0,22,0,1,1,54,4,11,29,0,0,0,0,0,0,0,0
FR_03220,Saint-Bonnet-de-Rochefort,502,321,13,0,5,14,104,9,5,131,0,34,0,1,0,4,0,1,0,0,0
FR_03221,Saint-Bonnet-Tronçais,548,369,5,0,1,35,0,6,3,145,15,57,102,0,0,0,0,0,0,0,0
FR_03222,Saint-Caprais,70,45,0,0,1,5,0,1,2,10,0,11,15,0,0,0,0,0,0,0,0
FR_03223,Saint-Christophe,362,248,1,0,2,3,129,1,0,79,0,30,0,0,0,3,0,0,0,0,0
FR_03224,Saint-Clément,321,202,9,0,1,9,109,10,3,39,0,20,0,1,0,0,0,1,0,0,0
FR_03225,Saint-Désiré,376,210,3,0,6,37,0,1,0,63,4,37,59,0,0,0,0,0,0,0,0
FR_03226,Saint-Didier-en-Donjon,200,116,3,0,0,20,43,1,4,19,0,25,0,1,0,0,0,0,0,0,0
FR_03227,Saint-Didier-la-Forêt,279,183,1,0,2,7,52,6,2,65,0,42,0,1,0,4,0,1,0,0,0
FR_03228,Saint-Éloy-dAllier,50,40,0,0,0,5,0,1,0,19,1,5,9,0,0,0,0,0,0,0,0
FR_03229,Saint-Ennemond,502,277,6,0,1,27,0,1,1,90,0,42,109,0,0,0,0,0,0,0,0
FR_03230,Saint-Étienne-de-Vicq,358,244,5,0,2,15,121,8,1,49,0,36,0,1,0,4,0,2,0,0,0
FR_03231,Saint-Fargeol,180,120,1,0,2,5,0,0,1,57,2,10,42,0,0,0,0,0,0,0,0
FR_03232,Saint-Félix,246,158,6,0,4,19,0,6,2,40,0,11,70,0,0,0,0,0,0,0,0
FR_03233,Saint-Genest,272,165,5,0,0,13,0,5,3,34,4,22,79,0,0,0,0,0,0,0,0
FR_03234,Saint-Gérand-de-Vaux,326,214,6,0,1,11,0,2,2,76,0,24,92,0,0,0,0,0,0,0,0
FR_03235,Saint-Gérand-le-Puy,717,428,9,0,5,25,0,7,1,104,0,63,214,0,0,0,0,0,0,0,0
FR_03236,Saint-Germain-des-Fossés,2581,1559,33,0,20,190,0,39,16,448,0,208,605,0,0,0,0,0,0,0,0
FR_03237,Saint-Germain-de-Salles,342,215,8,0,3,24,0,6,1,63,0,28,82,0,0,0,0,0,0,0,0
FR_03238,Saint-Hilaire,397,247,13,0,1,77,0,9,2,64,0,21,60,0,0,0,0,0,0,0,0
FR_03239,Saint-Léger-sur-Vouzance,230,134,3,0,1,17,68,2,0,23,0,14,0,4,0,2,0,0,0,0,0
FR_03240,Saint-Léon,512,316,7,0,3,22,146,1,4,97,0,33,0,0,0,3,0,0,0,0,0
FR_03241,Saint-Léopardin-dAugy,283,187,6,0,0,32,0,7,1,53,0,19,69,0,0,0,0,0,0,0,0
FR_03242,Saint-Loup,471,311,11,0,4,21,0,4,4,104,0,41,122,0,0,0,0,0,0,0,0
FR_03243,Saint-Marcel-en-Murat,128,106,0,0,1,32,0,0,0,49,5,8,11,0,0,0,0,0,0,0,0
FR_03244,Saint-Marcel-en-Marcillat,150,94,1,0,1,2,0,2,0,46,0,15,27,0,0,0,0,0,0,0,0
FR_03245,Saint-Martin-des-Lais,113,80,2,0,0,4,0,0,1,42,0,4,27,0,0,0,0,0,0,0,0
FR_03246,Saint-Martinien,462,266,9,0,12,33,0,5,3,87,3,28,86,0,0,0,0,0,0,0,0
FR_03247,Saint-Menoux,771,527,8,0,1,183,0,41,11,114,0,37,132,0,0,0,0,0,0,0,0
FR_03248,Saint-Nicolas-des-Biefs,170,119,3,0,2,2,60,3,2,14,0,30,0,1,0,1,0,1,0,0,0
FR_03249,Saint-Palais,162,113,3,0,1,19,0,1,2,29,2,7,49,0,0,0,0,0,0,0,0
FR_03250,Saint-Pierre-Laval,306,203,3,0,1,16,90,5,4,53,0,26,0,3,0,0,0,2,0,0,0
FR_03251,Saint-Plaisir,285,208,7,0,1,63,0,13,2,57,0,22,43,0,0,0,0,0,0,0,0
FR_03252,Saint-Pont,453,286,9,0,1,10,101,9,3,105,0,39,0,4,0,3,0,2,0,0,0
FR_03253,Saint-Pourçain-sur-Besbre,338,200,4,0,2,12,0,2,2,72,0,20,86,0,0,0,0,0,0,0,0
FR_03254,Saint-Pourçain-sur-Sioule,3798,2227,41,0,12,276,0,33,28,1037,0,167,633,0,0,0,0,0,0,0,0
FR_03255,Saint-Priest-dAndelot,126,70,2,0,1,2,30,4,0,16,0,12,0,0,0,3,0,0,0,0,0
FR_03256,Saint-Priest-en-Murat,185,116,4,0,1,29,0,1,1,34,1,18,27,0,0,0,0,0,0,0,0
FR_03257,Saint-Prix,629,374,8,0,1,13,178,15,3,85,0,46,0,8,0,17,0,0,0,0,0
FR_03258,Saint-Rémy-en-Rollat,1301,820,9,0,0,37,332,8,6,268,0,142,0,5,0,5,0,8,0,0,0
FR_03259,Saint-Sauvier,292,189,8,0,8,31,0,4,2,45,1,35,55,0,0,0,0,0,0,0,0
FR_03260,Saint-Sornin,175,123,1,0,0,57,0,2,1,28,0,16,18,0,0,0,0,0,0,0,0
FR_03261,Sainte-Thérence,161,111,3,0,1,16,0,5,1,37,9,6,33,0,0,0,0,0,0,0,0
FR_03262,Saint-Victor,1618,1070,23,0,22,139,0,18,5,386,13,99,365,0,0,0,0,0,0,0,0
FR_03263,Saint-Voir,145,81,4,0,2,11,0,2,0,25,0,14,23,0,0,0,0,0,0,0,0
FR_03264,Saint-Yorre,2095,1253,32,0,8,132,655,7,7,235,0,150,0,10,0,12,0,5,0,0,0
FR_03265,Saligny-sur-Roudon,602,345,9,0,8,35,0,3,2,124,0,34,130,0,0,0,0,0,0,0,0
FR_03266,Sanssat,186,137,4,0,1,10,0,2,1,33,0,26,60,0,0,0,0,0,0,0,0
FR_03267,Saulcet,535,367,11,0,5,36,0,8,4,157,0,36,110,0,0,0,0,0,0,0,0
FR_03268,Saulzet,282,188,2,0,2,11,63,3,2,62,0,36,0,2,0,5,0,0,0,0,0
FR_03269,Sauvagny,82,55,1,0,0,8,0,1,0,30,0,7,8,0,0,0,0,0,0,0,0
FR_03270,Sazeret,126,106,2,0,0,21,0,2,1,51,1,13,15,0,0,0,0,0,0,0,0
FR_03271,Serbannes,592,401,10,0,1,15,166,6,4,130,0,60,0,2,0,4,0,3,0,0,0
FR_03272,Servilly,208,121,1,0,1,12,64,0,0,28,0,10,0,2,0,3,0,0,0,0,0
FR_03273,Seuillet,393,260,6,0,5,18,0,9,3,71,0,35,113,0,0,0,0,0,0,0,0
FR_03274,Sorbier,250,151,4,0,2,10,71,3,3,40,0,16,0,0,0,1,0,1,0,0,0
FR_03275,Souvigny,1424,937,8,0,8,221,0,22,7,306,0,98,267,0,0,0,0,0,0,0,0
FR_03276,Sussat,94,66,2,0,1,6,0,4,1,16,1,9,26,0,0,0,0,0,0,0,0
FR_03277,Target,219,152,4,0,2,26,0,5,0,63,0,8,44,0,0,0,0,0,0,0,0
FR_03278,Taxat-Senat,185,126,4,0,0,15,0,5,1,61,0,6,34,0,0,0,0,0,0,0,0
FR_03279,Teillet-Argenty,427,295,6,0,4,44,0,3,3,104,7,33,91,0,0,0,0,0,0,0,0
FR_03280,Terjat,184,120,8,0,2,20,0,5,0,37,2,7,39,0,0,0,0,0,0,0,0
FR_03281,Le Theil,325,231,0,0,1,66,0,3,3,97,0,16,45,0,0,0,0,0,0,0,0
FR_03282,Theneuille,318,228,9,0,4,78,0,4,5,54,0,16,58,0,0,0,0,0,0,0,0
FR_03283,Thiel-sur-Acolin,839,482,10,0,6,40,0,13,5,138,0,48,222,0,0,0,0,0,0,0,0
FR_03284,Thionne,258,150,3,0,0,13,58,1,3,40,0,24,0,3,0,2,0,3,0,0,0
FR_03285,Tortezais,151,106,7,0,1,11,0,4,3,35,2,16,27,0,0,0,0,0,0,0,0
FR_03286,Toulon-sur-Allier,895,591,11,0,3,47,0,6,1,228,0,49,246,0,0,0,0,0,0,0,0
FR_03287,Treban,305,194,5,0,2,82,0,2,0,60,0,15,28,0,0,0,0,0,0,0,0
FR_03288,Treignat,408,217,4,0,5,30,0,5,4,58,1,34,76,0,0,0,0,0,0,0,0
FR_03289,Treteau,391,247,9,0,4,14,95,0,3,72,0,43,0,0,0,5,0,2,0,0,0
FR_03290,Trévol,1184,777,7,0,2,117,0,17,4,210,0,65,355,0,0,0,0,0,0,0,0
FR_03291,Trézelles,318,207,9,0,1,23,66,1,0,73,0,31,0,1,0,2,0,0,0,0,0
FR_03292,Tronget,683,491,8,0,2,248,0,4,5,110,0,24,90,0,0,0,0,0,0,0,0
FR_03293,Urçay,229,145,6,0,4,17,0,1,0,34,7,42,34,0,0,0,0,0,0,0,0
FR_03294,Ussel-dAllier,141,95,6,0,1,7,0,2,1,34,0,15,29,0,0,0,0,0,0,0,0
FR_03295,Valignat,69,47,0,0,0,3,0,3,0,13,1,6,21,0,0,0,0,0,0,0,0
FR_03296,Valigny,309,195,2,0,4,30,0,4,6,43,10,34,62,0,0,0,0,0,0,0,0
FR_03297,Vallon-en-Sully,1274,829,27,0,20,81,0,16,9,222,20,102,332,0,0,0,0,0,0,0,0
