gisco_id,name,registered,turnout,invalid,blank,EXG,FG,PRG,LÉ,ECO,LR,DVD,RN,PS,PRV,DVG,MoDem,EXD,NC (2007),AC,DIV,REG
FR_01277,Nivollet-Montgriffon,122,62,0,0,1,4,0,0,4,23,1,9,20,0,0,0,0,0,0,0,0
FR_01279,Oncieu,87,66,0,0,3,7,0,0,5,19,1,18,13,0,0,0,0,0,0,0,0
FR_01280,Ordonnaz,131,90,1,0,1,2,0,0,1,49,3,9,24,0,0,0,0,0,0,0,0
FR_01281,Ornex,1638,878,9,0,2,28,0,50,8,429,10,79,263,0,0,0,0,0,0,0,0
FR_01282,Outriaz,186,117,3,0,1,11,0,0,2,32,2,21,30,15,0,0,0,0,0,0,0
FR_01283,Oyonnax,11500,5768,51,0,42,404,0,0,74,1150,19,844,1489,1695,0,0,0,0,0,0,0
FR_01284,Ozan,424,261,8,0,4,6,0,2,0,91,7,37,106,0,0,0,0,0,0,0,0
FR_01285,Parcieux,735,493,8,0,3,17,0,51,3,186,0,103,0,0,107,15,0,0,0,0,0
FR_01286,Parves,313,216,5,0,0,47,0,13,1,35,1,21,93,0,0,0,0,0,0,0,0
FR_01288,Péron,1176,590,6,0,1,27,0,38,6,249,14,88,161,0,0,0,0,0,0,0,0
FR_01289,Péronnas,4344,2693,29,0,24,106,991,81,23,1093,17,329,0,0,0,0,0,0,0,0,0
FR_01290,Pérouges,951,602,6,0,0,19,0,75,1,274,0,125,0,0,91,11,0,0,0,0,0
FR_01291,Perrex,596,369,6,0,2,8,111,8,2,186,2,44,0,0,0,0,0,0,0,0,0
FR_01292,Le Petit-Abergement,130,99,2,0,2,13,0,0,2,41,0,6,27,6,0,0,0,0,0,0,0
FR_01293,Peyriat,152,101,1,0,2,3,0,0,4,25,2,24,32,8,0,0,0,0,0,0,0
FR_01294,Peyrieu,581,362,6,0,0,34,0,9,3,147,7,69,87,0,0,0,0,0,0,0,0
FR_01295,Peyzieux-sur-Saône,335,203,5,0,1,8,58,5,0,72,1,53,0,0,0,0,0,0,0,0,0
FR_01296,Pirajoux,290,176,3,0,0,5,0,6,0,79,1,31,51,0,0,0,0,0,0,0,0
FR_01297,Pizay,602,350,7,0,0,13,0,40,4,133,0,73,0,0,69,11,0,0,0,0,0
FR_01298,Plagne,102,63,1,0,0,2,0,4,0,23,0,11,22,0,0,0,0,0,0,0,0
FR_01299,Le Plantay,375,249,3,0,0,12,48,4,0,121,1,60,0,0,0,0,0,0,0,0,0
FR_01300,Le Poizat,308,187,1,0,0,10,0,0,10,64,4,44,37,17,0,0,0,0,0,0,0
FR_01301,Polliat,1799,1167,9,0,8,17,0,13,3,510,11,186,410,0,0,0,0,0,0,0,0
FR_01302,Pollieu,139,100,1,0,0,10,0,3,0,32,0,15,39,0,0,0,0,0,0,0,0
FR_01303,Poncin,1117,656,9,0,7,25,0,0,20,248,3,131,193,20,0,0,0,0,0,0,0
FR_01304,Pont-dAin,1651,929,7,0,0,28,0,19,4,333,11,194,333,0,0,0,0,0,0,0,0
FR_01305,Pont-de-Vaux,1493,796,11,0,6,19,0,21,3,367,12,93,264,0,0,0,0,0,0,0,0
FR_01306,Pont-de-Veyle,920,522,11,0,6,33,157,19,4,199,3,90,0,0,0,0,0,0,0,0,0
FR_01307,Port,611,347,7,0,9,20,0,0,3,155,2,58,61,32,0,0,0,0,0,0,0
FR_01308,Pougny,414,211,4,0,1,14,0,14,2,71,0,30,75,0,0,0,0,0,0,0,0
FR_01309,Pouillat,72,48,1,0,2,0,0,3,0,13,0,14,15,0,0,0,0,0,0,0,0
FR_01310,Prémeyzel,118,89,2,0,0,8,0,4,1,33,1,19,21,0,0,0,0,0,0,0,0
FR_01311,Prémillieu,52,35,0,0,0,1,0,0,0,14,0,4,16,0,0,0,0,0,0,0,0
FR_01312,Pressiat,177,114,2,0,0,7,0,8,1,39,0,20,37,0,0,0,0,0,0,0,0
FR_01313,Prévessin-Moëns,3342,1702,9,0,3,49,0,114,24,806,21,139,537,0,0,0,0,0,0,0,0
FR_01314,Priay,1006,644,8,0,4,26,0,18,3,220,8,151,206,0,0,0,0,0,0,0,0
FR_01316,Pugieu,128,88,0,0,1,2,0,0,2,23,0,21,35,4,0,0,0,0,0,0,0
FR_01317,Ramasse,192,126,0,0,3,1,0,1,0,50,0,29,42,0,0,0,0,0,0,0,0
FR_01318,Rancé,470,276,2,0,1,11,0,25,2,59,0,93,0,0,70,13,0,0,0,0,0
FR_01319,Relevant,368,220,1,0,0,3,66,5,4,95,1,45,0,0,0,0,0,0,0,0,0
FR_01320,Replonges,2578,1691,22,0,6,43,445,48,3,856,21,247,0,0,0,0,0,0,0,0,0
FR_01321,Revonnas,544,352,2,0,4,17,0,11,0,140,2,30,146,0,0,0,0,0,0,0,0
FR_01322,Reyrieux,3034,1919,25,0,4,70,0,161,21,636,0,454,0,0,463,85,0,0,0,0,0
FR_01323,Reyssouze,692,392,7,0,2,21,0,9,3,119,13,74,144,0,0,0,0,0,0,0,0
FR_01325,Rignieux-le-Franc,702,463,5,0,0,21,0,45,1,168,0,112,0,0,106,5,0,0,0,0,0
FR_01328,Romans,355,217,1,0,0,6,57,9,1,97,5,41,0,0,0,0,0,0,0,0,0
FR_01329,Rossillon,142,88,1,0,2,4,0,0,0,24,1,21,34,1,0,0,0,0,0,0,0
FR_01330,Ruffieu,155,104,4,0,1,10,0,0,6,30,1,11,38,3,0,0,0,0,0,0,0
FR_01331,Saint-Alban,135,87,1,0,1,5,0,0,2,20,0,22,33,3,0,0,0,0,0,0,0
FR_01332,Saint-André-de-Bâgé,477,266,9,0,0,9,99,9,0,104,2,34,0,0,0,0,0,0,0,0,0
FR_01333,Saint-André-de-Corcy,2206,1408,20,0,4,71,0,104,8,379,0,398,0,0,378,46,0,0,0,0,0
FR_01334,Saint-André-dHuiriat,378,246,4,0,1,4,59,4,3,108,1,62,0,0,0,0,0,0,0,0,0
FR_01335,Saint-André-le-Bouchoux,229,150,1,0,0,2,48,2,2,59,0,36,0,0,0,0,0,0,0,0,0
FR_01336,Saint-André-sur-Vieux-Jonc,840,507,7,0,3,12,181,13,0,180,10,101,0,0,0,0,0,0,0,0,0
FR_01337,Saint-Bénigne,854,494,3,0,7,8,0,14,3,186,5,81,187,0,0,0,0,0,0,0,0
FR_01338,Saint-Benoît,570,328,5,0,4,8,0,0,6,134,5,79,85,2,0,0,0,0,0,0,0
FR_01339,Saint-Bernard,1164,718,3,0,1,18,0,60,6,318,0,128,0,0,162,22,0,0,0,0,0
FR_01340,Saint-Bois,115,71,2,0,0,10,0,4,2,19,1,11,22,0,0,0,0,0,0,0,0
FR_01341,Saint-Champ,134,103,0,0,1,3,0,6,2,47,1,12,31,0,0,0,0,0,0,0,0
FR_01342,Sainte-Croix,386,265,0,0,1,26,0,14,6,124,0,52,0,0,37,5,0,0,0,0,0
FR_01343,Saint-Cyr-sur-Menthon,1263,737,16,0,3,33,239,18,0,283,9,136,0,0,0,0,0,0,0,0,0
FR_01344,Saint-Denis-lès-Bourg,4323,2781,20,0,11,84,0,67,19,1017,29,320,1214,0,0,0,0,0,0,0,0
FR_01345,Saint-Denis-en-Bugey,1666,922,17,0,14,78,0,0,19,251,9,203,305,26,0,0,0,0,0,0,0
FR_01346,Saint-Didier-dAussiat,604,348,5,0,1,4,0,7,2,169,1,64,95,0,0,0,0,0,0,0,0
FR_01347,Saint-Didier-de-Formans,1384,873,2,0,0,49,0,73,19,309,0,194,0,0,202,25,0,0,0,0,0
FR_01348,Saint-Didier-sur-Chalaronne,1978,1083,10,0,7,15,309,34,2,460,17,229,0,0,0,0,0,0,0,0,0
FR_01349,Saint-Éloi,377,232,0,0,0,14,0,26,1,101,0,54,0,0,27,9,0,0,0,0,0
FR_01350,Saint-Étienne-du-Bois,1926,1125,14,0,4,22,0,32,2,465,6,158,422,0,0,0,0,0,0,0,0
FR_01351,Saint-Étienne-sur-Chalaronne,984,532,5,0,4,18,148,19,3,197,6,132,0,0,0,0,0,0,0,0,0
FR_01352,Saint-Étienne-sur-Reyssouze,388,222,4,0,4,8,0,5,0,68,3,44,86,0,0,0,0,0,0,0,0
FR_01353,Sainte-Euphémie,1044,628,6,0,2,17,0,56,11,199,0,124,0,0,193,20,0,0,0,0,0
FR_01354,Saint-Genis-Pouilly,3631,1747,16,0,10,81,0,75,24,616,39,208,678,0,0,0,0,0,0,0,0
FR_01355,Saint-Genis-sur-Menthon,328,197,4,0,0,3,80,4,1,62,16,27,0,0,0,0,0,0,0,0,0
FR_01356,Saint-Georges-sur-Renon,142,94,2,0,0,4,32,6,3,29,0,18,0,0,0,0,0,0,0,0,0
FR_01357,Saint-Germain-de-Joux,281,150,1,0,0,9,0,5,3,71,0,20,41,0,0,0,0,0,0,0,0
FR_01358,Saint-Germain-les-Paroisses,312,197,3,0,1,6,0,12,0,90,1,23,61,0,0,0,0,0,0,0,0
FR_01359,Saint-Germain-sur-Renon,198,121,0,0,0,5,23,3,2,62,0,26,0,0,0,0,0,0,0,0,0
FR_01360,Saint-Jean-de-Gonville,802,473,1,0,4,13,0,21,4,210,9,65,146,0,0,0,0,0,0,0,0
FR_01361,Saint-Jean-de-Niost,1095,702,5,0,1,32,0,82,6,285,0,169,0,0,108,14,0,0,0,0,0
FR_01362,Saint-Jean-de-Thurigneux,526,308,3,0,0,7,0,21,4,95,0,100,0,0,68,10,0,0,0,0,0
FR_01363,Saint-Jean-le-Vieux,1212,742,7,0,18,53,0,0,15,242,10,120,255,22,0,0,0,0,0,0,0
FR_01364,Saint-Jean-sur-Reyssouze,543,317,9,0,0,8,0,7,4,131,3,51,104,0,0,0,0,0,0,0,0
FR_01365,Saint-Jean-sur-Veyle,829,474,12,0,0,14,165,5,0,194,7,77,0,0,0,0,0,0,0,0,0
FR_01366,Sainte-Julie,585,380,1,0,5,15,0,49,4,162,0,78,0,0,62,4,0,0,0,0,0
FR_01367,Saint-Julien-sur-Reyssouze,451,295,4,0,3,9,0,5,0,141,3,35,95,0,0,0,0,0,0,0,0
FR_01368,Saint-Julien-sur-Veyle,502,285,5,0,3,7,95,6,2,111,1,55,0,0,0,0,0,0,0,0,0
FR_01369,Saint-Just,727,436,3,0,6,17,139,18,2,179,4,68,0,0,0,0,0,0,0,0,0
FR_01370,Saint-Laurent-sur-Saône,914,489,7,0,5,29,196,21,5,139,2,85,0,0,0,0,0,0,0,0,0
FR_01371,Saint-Marcel,810,470,7,0,5,21,155,14,2,144,6,116,0,0,0,0,0,0,0,0,0
FR_01372,Saint-Martin-de-Bavel,305,173,1,0,2,15,0,0,6,47,3,18,77,4,0,0,0,0,0,0,0
FR_01373,Saint-Martin-du-Frêne,712,405,8,0,2,23,0,0,8,183,4,70,71,36,0,0,0,0,0,0,0
FR_01374,Saint-Martin-du-Mont,1215,803,3,0,3,23,0,28,2,289,13,140,302,0,0,0,0,0,0,0,0
FR_01375,Saint-Martin-le-Châtel,570,360,4,0,1,3,0,8,2,124,2,78,138,0,0,0,0,0,0,0,0
FR_01376,Saint-Maurice-de-Beynost,2383,1242,16,0,13,62,0,154,10,334,0,252,0,0,368,33,0,0,0,0,0
FR_01378,Saint-Maurice-de-Gourdans,1790,1152,10,0,0,44,0,137,13,440,0,309,0,0,179,20,0,0,0,0,0
FR_01379,Saint-Maurice-de-Rémens,509,299,1,0,1,17,0,0,9,80,8,89,93,1,0,0,0,0,0,0,0
FR_01380,Saint-Nizier-le-Bouchoux,538,297,3,0,1,6,0,11,1,117,8,51,99,0,0,0,0,0,0,0,0
FR_01381,Saint-Nizier-le-Désert,556,324,4,0,5,17,85,9,4,118,3,79,0,0,0,0,0,0,0,0,0
FR_01382,Sainte-Olive,251,157,1,0,0,1,37,16,0,59,1,42,0,0,0,0,0,0,0,0,0
FR_01383,Saint-Paul-de-Varax,1000,581,5,0,4,13,182,7,5,219,5,141,0,0,0,0,0,0,0,0,0
FR_01384,Saint-Rambert-en-Bugey,1295,677,17,0,11,76,0,0,20,182,8,99,245,19,0,0,0,0,0,0,0
FR_01385,Saint-Rémy,712,472,3,0,3,14,156,19,4,170,5,98,0,0,0,0,0,0,0,0,0
FR_01386,Saint-Sorlin-en-Bugey,813,519,7,0,1,26,0,53,4,234,0,64,0,0,118,12,0,0,0,0,0
FR_01387,Saint-Sulpice,129,86,1,0,0,5,0,1,0,24,0,19,36,0,0,0,0,0,0,0,0
FR_01388,Saint-Trivier-de-Courtes,731,437,6,0,3,8,0,3,1,210,3,66,137,0,0,0,0,0,0,0,0
FR_01389,Saint-Trivier-sur-Moignans,1299,703,4,0,3,11,192,14,6,293,8,172,0,0,0,0,0,0,0,0,0
FR_01390,Saint-Vulbas,604,372,3,0,1,11,0,24,1,198,0,75,0,0,53,6,0,0,0,0,0
FR_01391,Salavre,250,170,3,0,0,6,0,2,0,74,2,22,61,0,0,0,0,0,0,0,0
FR_01392,Samognat,460,293,5,0,3,18,0,0,10,101,5,56,50,45,0,0,0,0,0,0,0
FR_01393,Sandrans,377,226,0,0,2,2,45,7,0,110,4,56,0,0,0,0,0,0,0,0,0
FR_01396,Sault-Brénaz,643,369,1,0,2,36,0,30,1,172,0,56,0,0,66,5,0,0,0,0,0
FR_01397,Sauverny,602,315,2,0,1,5,0,16,1,171,2,28,89,0,0,0,0,0,0,0,0
FR_01398,Savigneux,853,531,13,0,3,11,118,14,3,214,17,138,0,0,0,0,0,0,0,0,0
FR_01399,Ségny,955,484,5,0,2,5,0,31,2,245,3,61,130,0,0,0,0,0,0,0,0
FR_01400,Seillonnaz,147,103,3,0,1,6,0,0,1,42,2,10,34,4,0,0,0,0,0,0,0
FR_01401,Sergy,913,504,6,0,1,15,0,33,1,237,14,54,143,0,0,0,0,0,0,0,0
FR_01402,Sermoyer,475,285,3,0,6,14,0,5,2,75,12,41,127,0,0,0,0,0,0,0,0
FR_01403,Serrières-de-Briord,846,451,7,0,8,38,0,0,4,141,8,66,174,5,0,0,0,0,0,0,0
FR_01404,Serrières-sur-Ain,130,74,0,0,25,4,0,0,1,24,1,13,6,0,0,0,0,0,0,0,0
FR_01405,Servas,724,378,7,0,1,13,122,5,6,125,6,93,0,0,0,0,0,0,0,0,0
FR_01406,Servignat,127,84,4,0,1,6,0,1,0,38,0,11,23,0,0,0,0,0,0,0,0
FR_01407,Seyssel,552,320,1,0,3,15,0,10,4,105,5,50,127,0,0,0,0,0,0,0,0
FR_01408,Simandre-sur-Suran,491,316,6,0,2,23,0,13,2,105,6,54,105,0,0,0,0,0,0,0,0
FR_01409,Songieu,119,65,1,0,0,2,0,0,1,30,2,6,18,5,0,0,0,0,0,0,0
FR_01410,Sonthonnax-la-Montagne,256,165,2,0,10,14,0,0,4,49,2,32,49,3,0,0,0,0,0,0,0
FR_01411,Souclin,204,128,0,0,0,10,0,3,1,80,0,21,0,0,12,1,0,0,0,0,0
FR_01412,Sulignat,424,252,4,0,0,6,81,10,3,92,3,53,0,0,0,0,0,0,0,0,0
FR_01413,Surjoux,76,46,0,0,0,1,0,1,1,23,3,12,5,0,0,0,0,0,0,0,0
FR_01414,Sutrieu,185,111,0,0,7,8,0,0,2,39,1,18,34,2,0,0,0,0,0,0,0
FR_01415,Talissieu,296,184,5,0,3,7,0,0,7,55,3,41,61,2,0,0,0,0,0,0,0
FR_01416,Tenay,717,368,7,0,8,36,0,0,11,95,6,85,114,6,0,0,0,0,0,0,0
FR_01417,Thézillieu,290,212,0,0,1,26,0,0,5,72,3,33,64,8,0,0,0,0,0,0,0
FR_01418,Thil,730,452,5,0,0,15,0,45,8,173,0,79,0,0,116,11,0,0,0,0,0
FR_01419,Thoiry,2850,1488,17,0,3,44,0,96,17,638,21,184,468,0,0,0,0,0,0,0,0
FR_01420,Thoissey,1045,542,12,0,9,16,149,15,1,197,6,137,0,0,0,0,0,0,0,0,0
FR_01421,Torcieu,497,311,3,0,5,29,0,0,9,86,5,82,79,13,0,0,0,0,0,0,0
FR_01422,Tossiat,1017,627,6,0,13,27,0,10,2,214,6,106,243,0,0,0,0,0,0,0,0
FR_01423,Toussieux,618,402,0,0,1,15,0,23,8,148,0,122,0,0,73,12,0,0,0,0,0
FR_01424,Tramoyes,1256,837,10,0,5,18,0,91,10,307,0,215,0,0,169,12,0,0,0,0,0
FR_01425,La Tranclière,224,139,2,0,0,6,0,3,0,47,1,30,50,0,0,0,0,0,0,0,0
FR_01426,Treffort-Cuisiat,1543,959,13,0,1,45,0,54,5,326,9,148,358,0,0,0,0,0,0,0,0
FR_01427,Trévoux,4055,2317,20,0,12,125,0,242,26,663,0,439,0,0,691,99,0,0,0,0,0
FR_01428,Valeins,76,54,2,0,0,0,12,0,0,35,0,5,0,0,0,0,0,0,0,0,0
FR_01429,Vandeins,436,290,5,0,3,3,0,6,1,92,5,77,98,0,0,0,0,0,0,0,0
FR_01430,Varambon,395,242,2,0,4,12,0,3,0,96,0,53,72,0,0,0,0,0,0,0,0
FR_01431,Vaux-en-Bugey,852,536,9,0,6,44,0,63,2,218,0,60,0,0,121,13,0,0,0,0,0
FR_01432,Verjon,205,135,1,0,2,3,0,5,1,61,5,16,41,0,0,0,0,0,0,0,0
FR_01433,Vernoux,156,86,2,0,0,1,0,1,0,31,2,22,27,0,0,0,0,0,0,0,0
FR_01434,Versailleux,254,159,0,0,0,2,38,6,1,77,2,33,0,0,0,0,0,0,0,0,0
FR_01435,Versonnex,1110,567,3,0,6,13,0,34,13,241,11,73,173,0,0,0,0,0,0,0,0
FR_01436,Vesancy,365,212,3,0,0,4,0,19,7,124,1,16,38,0,0,0,0,0,0,0,0
FR_01437,Vescours,154,86,2,0,1,6,0,1,0,29,0,23,24,0,0,0,0,0,0,0,0
FR_01439,Vésines,74,46,0,0,1,3,9,3,1,22,0,7,0,0,0,0,0,0,0,0,0
FR_01441,Vieu-dIzenave,460,263,4,0,2,18,0,0,9,114,2,46,51,17,0,0,0,0,0,0,0
FR_01442,Vieu,324,212,1,0,3,22,0,0,7,79,2,22,69,7,0,0,0,0,0,0,0
FR_01443,Villars-les-Dombes,3101,1771,22,0,9,62,596,63,8,639,19,353,0,0,0,0,0,0,0,0,0
FR_01444,Villebois,830,523,4,0,3,70,0,43,7,172,0,92,0,0,123,9,0,0,0,0,0
FR_01445,Villemotier,475,282,3,0,2,9,0,13,2,104,2,58,89,0,0,0,0,0,0,0,0
FR_01446,Villeneuve,1004,607,5,0,4,24,116,16,2,287,6,147,0,0,0,0,0,0,0,0,0
FR_01447,Villereversure,811,486,3,0,5,18,0,15,0,178,4,80,183,0,0,0,0,0,0,0,0
FR_01448,Villes,272,161,3,0,0,3,0,7,2,64,6,28,48,0,0,0,0,0,0,0,0
FR_01449,Villette-sur-Ain,507,314,5,0,3,16,107,7,1,103,4,68,0,0,0,0,0,0,0,0,0
FR_01450,Villieu-Loyes-Mollon,2451,1452,13,0,7,65,0,149,7,554,0,340,0,0,293,24,0,0,0,0,0
FR_01451,Viriat,4399,2721,20,0,10,34,0,46,6,1225,28,334,1018,0,0,0,0,0,0,0,0
FR_01452,Virieu-le-Grand,633,396,8,0,7,21,0,0,14,95,13,82,148,8,0,0,0,0,0,0,0
FR_01453,Virieu-le-Petit,215,146,2,0,2,7,0,0,4,61,6,22,37,5,0,0,0,0,0,0,0
FR_01454,Virignin,559,364,10,0,1,17,0,12,0,136,3,81,104,0,0,0,0,0,0,0,0
FR_01456,Vongnes,65,52,2,0,0,1,0,0,4,17,1,5,20,2,0,0,0,0,0,0,0
FR_01457,Vonnas,1904,1099,11,0,7,32,349,24,5,483,16,172,0,0,0,0,0,0,0,0,0
FR_02001,Abbécourt,387,214,3,0,3,78,6,3,0,42,4,53,0,3,17,0,2,0,0,0,0
FR_02002,Achery,392,268,6,0,2,10,0,0,4,0,2,73,52,0,53,0,0,66,0,0,0
FR_02003,Acy,789,463,9,0,5,17,147,57,0,116,3,109,0,0,0,0,0,0,0,0,0
FR_02004,Agnicourt-et-Séchelles,160,111,2,0,1,6,0,0,0,46,2,15,38,0,0,0,1,0,0,0,0
FR_02005,Aguilcourt,313,183,3,0,1,4,0,0,5,0,5,36,18,0,68,0,0,43,0,0,0
FR_02006,Aisonville-et-Bernoville,231,154,2,0,3,0,0,0,0,59,5,20,53,1,4,0,7,0,0,0,0
FR_02007,Aizelles,90,65,0,0,0,3,0,0,2,0,3,8,11,0,25,0,0,13,0,0,0
FR_02008,Aizy-Jouy,178,118,1,0,1,5,40,11,0,32,0,28,0,0,0,0,0,0,0,0,0
FR_02009,Alaincourt,378,234,2,0,0,12,0,0,1,58,0,47,110,0,1,2,1,0,0,0,0
FR_02010,Allemant,124,89,2,0,0,4,13,15,0,26,0,29,0,0,0,0,0,0,0,0,0
FR_02011,Ambleny,910,535,6,0,8,54,25,6,0,164,9,117,0,6,136,0,4,0,0,0,0
FR_02012,Ambrief,60,36,0,0,0,0,5,3,0,16,0,12,0,0,0,0,0,0,0,0,0
FR_02013,Amifontaine,303,175,3,0,0,11,0,0,2,0,4,42,23,0,34,0,0,56,0,0,0
FR_02014,Amigny-Rouy,516,351,2,0,4,150,13,6,0,72,2,63,0,3,30,0,6,0,0,0,0
FR_02015,Ancienville,61,39,0,0,0,0,11,0,0,10,0,18,0,0,0,0,0,0,0,0,0
FR_02016,Andelain,159,99,0,0,1,8,0,0,0,0,3,14,19,0,33,0,0,21,0,0,0
FR_02017,Anguilcourt-le-Sart,223,159,1,0,4,2,0,0,2,0,4,20,25,0,52,0,0,49,0,0,0
FR_02018,Anizy-le-Château,1394,732,6,0,8,32,0,0,10,0,4,110,140,0,250,0,0,172,0,0,0
FR_02019,Annois,278,176,0,0,2,9,0,0,1,73,0,32,54,0,3,1,1,0,0,0,0
FR_02020,Any-Martin-Rieux,350,205,2,0,0,14,0,0,0,85,2,39,53,7,1,0,2,0,0,0,0
FR_02021,Archon,80,51,0,0,1,5,0,0,1,0,0,5,4,0,14,0,0,21,0,0,0
FR_02022,Arcy-Sainte-Restitue,319,197,1,0,6,11,60,13,0,72,1,33,0,0,0,0,0,0,0,0,0
FR_02023,Armentières-sur-Ourcq,89,56,1,0,0,4,11,5,0,21,1,13,0,0,0,0,0,0,0,0,0
FR_02024,Arrancy,38,31,0,0,2,1,0,0,3,0,0,5,5,0,6,0,0,9,0,0,0
FR_02025,Artemps,269,170,4,0,2,9,0,0,1,66,0,35,47,0,0,6,0,0,0,0,0
FR_02026,Artonges,155,107,0,0,1,5,24,10,0,35,2,30,0,0,0,0,0,0,0,0,0
FR_02027,Assis-sur-Serre,206,142,2,0,0,12,0,0,0,0,6,22,28,0,38,0,0,34,0,0,0
FR_02028,Athies-sous-Laon,2044,1247,18,0,6,65,0,0,13,0,8,225,268,0,410,0,0,234,0,0,0
FR_02029,Attilly,300,196,6,0,2,11,0,0,4,72,0,34,59,0,3,3,2,0,0,0,0
FR_02030,Aubencheul-aux-Bois,224,151,3,0,2,1,0,0,3,84,0,19,33,0,1,4,1,0,0,0,0
FR_02031,Aubenton,461,260,4,0,2,11,0,0,0,84,5,56,80,5,0,0,13,0,0,0,0
FR_02032,Aubigny-aux-Kaisnes,199,116,0,0,1,1,0,0,2,46,0,42,24,0,0,0,0,0,0,0,0
FR_02033,Aubigny-en-Laonnois,88,62,1,0,2,0,0,0,1,0,1,7,23,0,18,0,0,9,0,0,0
FR_02034,Audignicourt,75,58,1,0,0,3,7,0,0,21,0,10,0,2,12,0,2,0,0,0,0
FR_02035,Audigny,180,113,1,0,1,1,0,0,0,44,2,16,46,2,0,0,0,0,0,0,0
FR_02036,Augy,66,44,0,0,1,4,4,2,0,18,3,12,0,0,0,0,0,0,0,0,0
FR_02037,Aulnois-sous-Laon,1063,617,11,0,2,25,0,0,3,0,4,83,258,0,120,0,0,111,0,0,0
FR_02038,Les Autels,65,35,0,0,0,1,0,0,2,0,3,3,6,0,11,0,0,9,0,0,0
FR_02039,Autremencourt,121,84,1,0,0,0,0,0,0,22,1,18,42,0,0,0,0,0,0,0,0
FR_02040,Autreppes,138,102,1,0,1,7,0,0,0,43,1,11,38,0,0,0,0,0,0,0,0
FR_02041,Autreville,646,391,8,0,1,151,14,2,0,85,1,75,0,7,42,0,5,0,0,0,0
FR_02042,Azy-sur-Marne,269,155,1,0,0,14,44,19,0,45,3,29,0,0,0,0,0,0,0,0,0
FR_02043,Bagneux,45,33,1,0,1,2,2,1,0,7,1,14,0,0,4,0,0,0,0,0,0
FR_02044,Bancigny,32,21,1,0,0,2,0,0,0,11,0,1,4,2,0,0,0,0,0,0,0
FR_02046,Barenton-Bugny,441,304,6,0,4,6,0,0,1,0,2,61,70,0,96,0,0,58,0,0,0
FR_02047,Barenton-Cel,100,69,1,0,0,2,0,0,0,0,0,11,27,0,8,0,0,20,0,0,0
FR_02048,Barenton-sur-Serre,93,73,1,0,0,1,0,0,2,0,0,15,19,0,6,0,0,29,0,0,0
FR_02049,Barisis,569,369,5,0,3,87,11,10,0,78,4,77,0,7,80,0,7,0,0,0,0
FR_02050,Barzy-en-Thiérache,223,134,4,0,0,2,0,0,0,56,1,30,38,1,0,0,2,0,0,0,0
FR_02051,Barzy-sur-Marne,277,168,5,0,1,4,44,5,0,67,0,42,0,0,0,0,0,0,0,0,0
FR_02052,Bassoles-Aulers,111,60,0,0,0,1,0,0,0,0,0,20,4,0,22,0,0,13,0,0,0
FR_02053,Baulne-en-Brie,230,152,0,0,0,7,40,17,0,64,0,24,0,0,0,0,0,0,0,0,0
FR_02054,Bazoches-sur-Vesles,345,190,3,0,3,12,60,7,0,70,2,33,0,0,0,0,0,0,0,0,0
FR_02055,Beaumé,112,59,3,0,4,1,0,0,0,14,0,16,13,7,0,0,1,0,0,0,0
FR_02056,Beaumont-en-Beine,132,60,1,0,2,26,3,1,0,8,1,11,0,0,7,0,0,0,0,0,0
FR_02057,Beaurevoir,1021,548,10,0,9,15,0,0,0,262,0,127,109,0,1,8,7,0,0,0,0
FR_02058,Beaurieux,482,282,5,0,1,8,0,0,1,0,1,50,38,0,90,0,0,88,0,0,0
FR_02059,Beautor,1980,943,14,0,29,177,62,6,0,135,9,189,0,10,290,0,22,0,0,0,0
FR_02060,Beauvois-en-Vermandois,217,146,2,0,1,7,0,0,1,56,0,25,52,0,1,1,0,0,0,0,0
FR_02061,Becquigny,185,103,2,0,4,5,0,0,0,16,3,12,58,2,0,0,1,0,0,0,0
FR_02062,Belleau,97,63,0,0,0,5,17,6,0,15,3,17,0,0,0,0,0,0,0,0,0
FR_02063,Bellenglise,282,161,3,0,1,8,0,0,2,63,0,29,53,0,1,1,0,0,0,0,0
FR_02064,Belleu,2578,1431,22,0,26,141,150,21,0,316,14,316,0,11,400,0,14,0,0,0,0
FR_02065,Bellicourt,480,284,4,0,1,9,0,0,0,92,0,88,81,0,3,3,3,0,0,0,0
FR_02066,Benay,171,115,1,0,1,2,0,0,2,54,0,17,36,0,0,2,0,0,0,0,0
FR_02067,Bergues-sur-Sambre,174,119,3,0,0,0,0,0,0,33,8,21,53,1,0,0,0,0,0,0,0
FR_02068,Berlancourt,68,38,0,0,0,1,0,0,0,11,1,6,17,2,0,0,0,0,0,0,0
FR_02069,Berlise,89,61,0,0,0,0,0,0,0,0,0,13,0,0,24,0,0,24,0,0,0
FR_02070,Bernot,339,209,1,0,1,5,0,0,0,63,2,37,87,5,2,0,6,0,0,0,0
FR_02071,Berny-Rivière,470,308,10,0,6,19,9,7,0,93,0,59,0,3,101,0,1,0,0,0,0
FR_02072,Berrieux,142,96,0,0,0,2,0,0,1,0,1,9,10,0,36,0,0,37,0,0,0
FR_02073,Berry-au-Bac,374,220,1,0,1,8,0,0,0,0,3,51,31,0,69,0,0,56,0,0,0
FR_02074,Bertaucourt-Epourdon,473,276,2,0,3,8,0,0,1,0,5,66,53,0,87,0,0,51,0,0,0
