gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,B.E.,PCP-PEV,CDS-PP,PAN,A,L,PPM.PPV/CDC,NC,IL,PCTP/MRPP,PNR,PDR,PURP,PTP,MAS
PT_171014,Torre Do Pinhão,371,104,3,5,28,44,7,2,7,2,2,0,1,0,0,1,0,2,0,0,0
PT_171013,Souto Maior,524,145,4,8,67,51,3,0,3,1,2,1,1,1,1,0,1,0,1,0,0
PT_171011,São Lourenço De Ribapinhão,453,105,4,5,47,40,3,1,0,0,2,1,2,0,0,0,0,0,0,0,0
PT_171009,Sabrosa,1075,396,10,18,145,118,24,20,15,15,5,5,5,2,2,3,5,1,2,1,0
PT_171007,Paços,773,177,12,5,72,48,8,6,5,5,6,0,0,0,5,1,1,3,0,0,0
PT_171005,Parada De Pinhão,303,131,2,3,39,61,4,1,15,1,0,1,0,0,0,0,0,0,2,1,1
PT_171004,Gouvinhas,290,60,4,0,17,37,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PT_171002,Covas Do Douro,422,173,8,9,77,43,8,5,7,5,0,3,3,1,1,1,0,1,0,0,1
PT_171001,Celeirós,203,78,4,6,37,12,7,2,1,1,1,1,1,0,0,1,1,1,1,0,1
PT_170909,Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega,3742,776,13,15,341,273,32,7,41,14,7,7,6,5,1,4,3,7,0,0,0
PT_170908,Cerva e Limões,2857,652,16,15,270,211,36,20,42,10,3,3,4,3,2,8,0,2,0,5,2
PT_170906,Santa Marinha,998,172,1,3,113,32,5,0,5,1,2,0,1,1,0,3,1,2,0,1,1
PT_170902,Canedo,707,100,2,3,31,55,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0
PT_170901,Alvadia,291,88,4,1,31,32,2,2,10,1,0,0,1,0,1,2,1,0,0,0,0
PT_170816,Poiares e Canelas,1405,330,12,9,142,105,11,11,11,6,6,0,8,2,0,3,0,1,2,1,0
PT_170815,Peso da Régua e Godim,8834,2326,33,76,947,546,196,129,133,85,32,40,23,17,14,21,15,10,5,0,4
PT_170814,Moura Morta e Vinhós,902,173,5,6,52,72,14,1,4,3,4,0,0,1,0,4,1,0,0,6,0
PT_170813,Galafura e Covelinhas,968,178,8,5,60,69,4,6,11,3,0,1,2,2,1,2,1,1,0,1,1
PT_170810,Vilarinho Dos Freires,839,181,2,10,74,51,17,12,1,2,2,2,2,0,0,3,0,2,0,1,0
PT_170809,Sedielos,1053,182,6,2,80,51,15,4,13,3,0,1,2,1,0,1,1,0,0,1,1
PT_170805,Loureiro,1016,268,8,11,124,72,14,4,14,3,3,4,0,2,0,4,0,0,5,0,0
PT_170802,Fontelas,668,202,2,10,86,51,17,8,11,4,1,1,3,2,1,3,0,1,0,0,1
PT_170711,Noura e Palheiros,1004,272,4,13,90,111,16,5,19,4,3,0,0,1,0,1,2,0,3,0,0
PT_170710,Carva e Vilares,574,180,3,10,74,63,9,2,6,2,0,1,1,0,0,1,1,4,0,2,1
PT_170708,Valongo De Milhais,399,90,2,1,25,52,3,0,4,0,0,0,0,0,0,1,0,1,1,0,0
PT_170705,Murça,2011,607,31,23,168,228,59,8,42,18,12,6,3,3,1,2,0,2,0,1,0
PT_170704,Jou,766,184,7,11,72,71,4,4,7,1,0,1,4,1,0,0,1,0,0,0,0
PT_170703,Fiolhoso,691,150,8,6,59,53,5,0,4,2,3,0,1,0,0,1,1,3,3,1,0
PT_170701,Candedo,1084,387,19,10,145,161,8,8,19,6,3,0,3,0,0,1,0,2,1,1,0
PT_170643,Vilar de Perdizes e Meixide,835,178,7,12,84,59,2,2,1,2,2,2,1,1,0,1,0,0,0,0,2
PT_170642,Viade de Baixo e Fervidelas,1015,252,4,12,121,82,14,1,5,3,2,1,1,3,0,1,1,0,0,1,0
PT_170641,Venda Nova e Pondras,520,148,2,4,68,53,4,2,4,4,0,1,1,1,0,1,1,0,1,1,0
PT_170640,Sezelhe e Covelães,422,147,1,7,84,40,8,0,3,1,1,0,0,0,0,1,0,0,0,1,0
PT_170639,"Paradela, Contim e Fiães",582,137,1,3,69,46,6,0,2,2,1,1,0,4,0,1,0,0,1,0,0
PT_170638,Montalegre e Padroso,2158,724,15,22,283,235,70,14,19,29,7,6,5,9,0,1,1,4,2,1,1
PT_170637,Meixedo e Padornelos,588,137,5,3,67,47,5,1,5,1,0,0,0,0,0,1,0,1,0,1,0
PT_170636,"Cambeses do Rio, Donões e Mourilhe",621,140,6,4,69,37,7,1,3,4,2,0,1,1,0,1,1,1,1,1,0
PT_170635,Vila Da Ponte,278,87,2,1,33,37,6,0,2,3,0,0,0,1,0,0,0,1,0,1,0
PT_170632,Tourém,171,64,1,1,34,20,3,0,0,1,0,0,0,0,0,1,0,3,0,0,0
PT_170631,Solveira,271,49,0,0,26,14,2,1,0,1,0,1,1,0,0,0,1,0,1,1,0
PT_170629,Sarraquinhos,469,76,0,4,32,32,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0
PT_170627,Santo André,293,90,2,6,46,25,2,1,1,1,1,0,0,1,0,2,0,1,0,0,1
PT_170626,Salto,1606,479,12,14,241,149,20,8,17,5,1,4,3,0,0,0,1,1,1,1,1
PT_170625,Reigoso,278,75,1,0,32,29,2,0,8,2,0,0,0,0,0,0,1,0,0,0,0
PT_170623,Pitões Das Junias,291,85,0,1,50,24,1,1,1,2,1,1,0,0,0,1,0,0,1,1,0
PT_170619,Outeiro,201,62,3,3,23,26,1,0,2,2,0,0,0,1,0,0,0,1,0,0,0
PT_170618,Negrões,233,83,0,3,63,12,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0
PT_170616,Morgade,323,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_170612,Gralhas,300,107,3,5,64,29,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0
PT_170609,Ferral,383,121,5,0,65,35,5,3,3,2,0,1,1,0,0,0,0,0,0,1,0
PT_170607,Covelo Do Gerês,187,80,1,2,47,23,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1
PT_170604,Chã,1132,181,6,2,82,58,6,2,10,7,1,2,2,0,0,1,0,2,0,0,0
PT_170603,Cervos,405,83,0,3,14,51,8,1,1,0,0,1,1,1,0,0,0,0,1,0,1
PT_170601,Cabril,550,166,6,15,91,31,9,2,4,0,0,0,6,0,0,1,0,0,0,1,0
PT_170510,Ermelo e Pardelhas,648,153,3,3,52,56,3,2,28,0,0,0,1,1,0,2,1,0,0,0,1
PT_170509,Campanhó e Paradança,982,237,1,2,53,135,2,5,33,0,1,1,0,0,0,0,0,2,1,0,1
PT_170508,Vilar De Ferreiros,1285,363,6,7,131,150,14,4,27,3,2,3,3,1,3,0,1,4,2,2,0
PT_170505,São Cristóvão de Mondim de Basto,3176,1027,19,19,329,398,53,28,95,32,7,11,4,7,3,5,2,6,1,7,1
PT_170502,Bilhó,637,128,3,2,28,48,7,1,34,3,2,0,0,0,0,0,0,0,0,0,0
PT_170501,Atei,1271,293,3,6,111,108,9,6,29,8,1,4,1,2,0,2,2,1,0,0,0
PT_170408,Mesão Frio (Santo André),1630,491,15,19,192,125,59,6,26,14,3,6,2,1,3,9,4,2,2,2,1
PT_170407,Vila Marim,1092,212,2,10,101,43,16,5,18,6,3,1,1,2,0,1,1,1,0,1,0
PT_170403,Oliveira,363,111,3,3,42,41,3,1,9,1,1,0,1,0,0,3,0,1,1,1,0
PT_170402,Cidadelhe,147,63,4,0,30,12,7,1,4,0,0,1,1,2,0,1,0,0,0,0,0
PT_170401,Barqueiros,567,163,5,1,90,31,14,2,2,6,2,2,0,2,0,1,0,0,3,2,0
PT_170361,"Vidago (Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)",2036,555,15,30,195,203,26,13,19,16,5,8,7,5,1,3,1,0,3,5,0
PT_170360,Travancas e Roriz,690,188,3,3,98,52,9,3,7,0,3,0,1,1,0,3,1,1,1,1,1
PT_170359,Soutelo e Seara Velha,691,225,8,11,76,101,11,1,5,4,0,3,1,1,0,1,0,1,0,1,0
PT_170358,Santa Cruz/Trindade e Sanjurge,3730,887,37,47,307,280,60,28,30,38,13,6,10,10,4,3,3,10,1,0,0
PT_170357,Loivos e Póvoa de Agrações,887,212,12,7,72,91,2,1,14,7,0,1,1,1,0,1,1,0,0,1,0
PT_170356,Calvão e Soutelinho da Raia,755,178,6,5,73,62,9,3,10,3,1,1,1,0,0,0,1,3,0,0,0
PT_170355,"Eiras, São Julião de Montenegro e Cela",970,327,14,22,87,141,27,2,19,1,0,2,1,3,1,1,1,4,0,1,0
PT_170354,Madalena e Samaiões,3035,802,26,30,284,291,45,34,37,16,7,6,2,4,3,9,1,2,1,3,1
PT_170353,Planalto de Monforte (Oucidres e Bobadela),388,102,1,2,38,45,1,2,7,1,3,0,1,0,0,0,1,0,0,0,0
PT_170350,Santa Maria Maior,11892,3047,79,102,1026,872,328,129,143,115,43,38,43,34,20,17,26,10,14,6,2
PT_170349,Vilela Do Tâmega,416,111,3,5,40,40,5,2,9,1,0,2,2,0,1,0,0,1,0,0,0
PT_170348,Vilela Seca,366,103,1,7,43,39,5,3,0,1,0,0,4,0,0,0,0,0,0,0,0
PT_170347,Vilas Boas,246,56,1,2,11,31,0,3,5,2,0,0,1,0,0,0,0,0,0,0,0
PT_170345,Vilarelho Da Raia,669,159,3,7,60,70,2,1,6,4,2,1,1,0,0,1,0,1,0,0,0
PT_170344,Vilar De Nantes,1912,501,23,25,191,124,37,14,33,15,4,6,11,3,3,4,2,1,2,0,3
PT_170343,Vila Verde Da Raia,919,218,10,11,57,90,17,2,12,3,8,0,1,2,0,5,0,0,0,0,0
PT_170341,Vale De Anta,1392,453,14,22,130,138,61,16,16,15,5,4,12,1,4,5,3,5,1,1,0
PT_170340,Tronco,304,64,7,1,25,27,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
PT_170334,São Vicente,298,98,1,2,28,31,2,1,30,1,0,0,0,0,0,1,0,0,1,0,0
PT_170333,São Pedro De Agostém,1582,367,10,16,145,128,21,4,12,11,7,0,2,2,3,1,0,4,0,0,1
PT_170331,Santo Estêvão,663,136,1,8,53,44,3,2,11,6,0,0,0,0,1,2,4,1,0,0,0
PT_170330,Santo António De Monforte,495,171,14,6,58,61,5,5,10,2,2,3,1,0,0,0,1,0,0,3,0
PT_170329,Santa Leocádia,375,71,0,0,21,40,0,1,2,3,0,0,0,0,0,1,2,1,0,0,0
PT_170327,Sanfins,317,69,1,0,15,39,3,0,4,5,0,0,0,0,0,2,0,0,0,0,0
PT_170324,Redondelo,595,157,8,8,84,38,4,1,5,0,0,2,4,2,0,1,0,0,0,0,0
PT_170322,Paradela,284,84,4,5,27,37,2,0,5,0,1,0,2,0,0,0,0,0,0,1,0
PT_170321,Outeiro Seco,884,246,12,7,105,59,20,8,12,7,6,0,2,4,0,2,0,0,1,1,0
PT_170320,Oura,629,145,5,5,51,51,4,3,15,2,1,1,1,0,0,1,1,0,1,3,0
PT_170318,Nogueira Da Montanha,716,163,4,2,44,96,2,0,5,1,3,0,2,1,0,1,0,0,0,2,0
PT_170317,Moreiras,289,79,1,1,26,36,5,0,7,0,1,0,1,0,0,0,0,0,1,0,0
PT_170316,Mairos,349,128,4,4,50,57,1,1,3,4,1,0,0,1,0,1,1,0,0,0,0
PT_170314,Lama De Arcos,391,120,5,5,51,45,3,1,1,1,3,0,1,0,0,0,0,2,1,1,0
PT_170313,Faiões,823,242,12,10,82,79,16,5,9,5,2,4,4,2,2,5,2,3,0,0,0
PT_170312,Ervededo,896,211,5,7,82,83,13,3,4,1,1,1,1,0,2,0,0,2,2,3,1
PT_170310,Curalha,553,141,0,4,50,48,8,7,12,1,2,0,1,0,0,5,1,0,1,1,0
PT_170309,Cimo De Vila Da Castanheira,548,131,6,5,54,56,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0
PT_170305,Bustelo,565,177,3,7,46,77,12,1,8,2,9,3,1,1,0,2,3,0,1,1,0
PT_170302,Anelhe,555,123,4,3,32,71,3,0,3,1,1,0,0,0,1,2,0,1,0,0,1
PT_170301,Águas Frias,829,190,9,4,86,62,7,4,10,4,0,0,1,0,0,1,0,1,0,1,0
PT_170221,Vilar e Viveiro,627,280,3,2,26,228,6,4,1,2,2,1,0,0,0,4,0,0,0,1,0
PT_170220,"Codessoso, Curros e Fiães do Tâmega",463,199,1,1,21,160,3,3,0,4,0,0,0,0,0,2,0,0,1,3,0
PT_170219,Boticas e Granja,1751,614,34,19,136,347,23,10,8,11,2,4,4,2,0,2,4,6,1,1,0
PT_170218,Ardãos e Bobadela,893,294,11,5,54,189,5,5,5,5,3,1,3,0,1,0,1,1,2,3,0
PT_170217,Alturas do Barroso e Cerdedo,758,294,7,5,54,204,6,3,3,4,0,1,4,0,0,1,0,0,1,1,0
PT_170215,Sapiãos,710,202,3,4,45,130,7,3,2,1,3,0,0,2,0,1,0,0,0,0,1
PT_170213,Pinho,571,155,6,4,42,83,2,1,5,3,0,0,3,2,0,1,2,1,0,0,0
PT_170210,Dornelas,533,105,1,3,30,39,6,21,0,2,0,0,2,0,0,0,0,1,0,0,0
PT_170208,Covas Do Barroso,329,126,2,0,21,75,4,18,0,2,2,0,0,1,0,0,0,0,0,1,0
PT_170203,Beça,1159,557,14,9,66,439,4,2,10,4,3,1,1,1,0,0,0,3,0,0,0
PT_170123,"Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",485,146,3,5,79,37,3,1,6,4,0,5,0,0,1,1,0,0,0,1,0
PT_170122,Pópulo e Ribalonga,681,159,7,11,58,54,7,0,8,6,3,0,2,0,0,0,1,1,0,1,0
PT_170121,Castedo e Cotas,571,182,9,6,52,64,12,1,15,4,0,5,9,0,1,2,1,0,1,0,0
PT_170120,Carlão e Amieiro,839,221,11,7,71,83,18,4,6,9,1,0,0,1,0,1,0,2,4,0,3
PT_170118,Vilar De Maçada,935,230,11,9,78,81,21,0,10,9,3,1,1,1,1,1,0,1,0,1,1
PT_170117,Vila Verde,692,122,4,7,41,43,6,2,12,1,2,0,1,1,0,1,1,0,0,0,0
PT_170116,Vila Chã,513,151,10,5,64,49,5,1,5,1,4,1,1,0,0,1,1,2,0,1,0
PT_170114,São Mamede De Ribatua,661,200,8,16,94,43,5,4,15,6,2,2,0,2,0,0,0,1,2,0,0
PT_170113,Santa Eugénia,355,150,7,9,59,67,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0
PT_170112,Sanfins Do Douro,1394,443,23,23,175,126,27,8,28,10,3,2,2,1,1,0,6,1,3,2,2
PT_170109,Pinhão,615,192,0,8,93,39,10,21,5,6,3,1,2,0,0,0,0,1,3,0,0
PT_170108,Pegarinhos,548,107,3,3,43,41,4,5,3,2,0,0,1,0,0,1,0,0,0,1,0
PT_170107,Favaios,1006,312,7,8,135,89,21,6,13,8,2,3,2,2,4,5,1,0,5,1,0
PT_170101,Alijó,2513,743,36,25,252,237,77,18,35,19,10,14,0,4,4,4,3,2,0,3,0
PT_161019,Vila Nova de Cerveira e Lovelhe,1775,600,14,54,209,111,70,19,27,33,9,16,15,6,5,4,0,3,3,0,2
PT_161018,Reboreda e Nogueira,951,322,10,17,127,83,23,12,8,8,8,10,4,4,2,3,1,1,0,0,1
PT_161017,Candemil e Gondar,368,141,2,10,48,41,14,3,10,8,1,1,0,0,2,0,0,1,0,0,0
PT_161016,Campos e Vila Meã,1413,378,11,25,142,88,33,7,28,14,3,3,4,8,0,3,4,3,2,0,0
PT_161013,Sopo,555,160,7,4,80,39,11,1,7,3,2,0,1,1,0,2,0,2,0,0,0
PT_161012,Sapardos,356,134,4,6,46,53,8,1,8,3,0,2,0,0,0,2,0,0,0,0,1
PT_161009,Mentrestido,257,92,1,2,35,25,7,0,10,4,1,1,0,2,1,2,1,0,0,0,0
PT_161007,Loivo,827,239,10,10,107,45,16,9,4,8,4,5,1,4,8,3,2,3,0,0,0
PT_161006,Gondarém,904,324,8,16,146,66,22,7,14,9,2,7,2,8,1,3,5,3,2,2,1
PT_161004,Covas,599,168,2,9,58,53,14,6,3,10,4,2,0,1,0,3,0,1,0,2,0
PT_161003,Cornes,444,124,5,10,53,23,10,3,5,4,3,3,1,0,1,1,1,1,0,0,0
PT_160948,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,23183,8870,254,398,2683,1401,1357,865,384,475,167,169,95,264,74,83,53,58,50,25,15
PT_160947,Torre e Vila Mou,1215,391,13,26,85,137,23,7,50,17,8,2,9,4,1,3,0,0,1,3,2
PT_160946,"Subportela, Deocriste e Portela Susã",2304,746,24,66,255,229,43,16,35,21,10,9,7,7,1,5,7,3,3,3,2
PT_160945,"Nogueira, Meixedo e Vilar de Murteda",1450,568,12,44,212,175,33,17,28,16,7,3,4,5,0,2,4,4,1,0,1
PT_160944,Mazarefes e Vila Fria,2621,868,27,43,344,175,75,64,37,43,12,11,7,7,2,9,1,7,2,1,1
PT_160943,"Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",3362,1054,39,65,372,344,46,17,79,25,11,9,12,7,3,6,0,11,3,3,2
PT_160942,Cardielos e Serreleis,2055,857,20,47,302,247,71,36,50,34,17,2,7,5,0,8,2,6,2,1,0
PT_160941,Barroselas e Carvoeiro,4760,1581,56,130,501,436,132,40,77,73,17,25,14,20,16,2,7,6,16,7,6
PT_160940,Chafé,3189,783,22,48,264,144,72,35,47,47,11,11,15,23,8,9,3,10,5,5,4
PT_160938,Vila De Punhe,2212,741,24,45,334,132,68,25,36,32,2,13,4,8,1,5,0,5,1,1,5
PT_160935,Vila Franca,1683,559,18,29,206,154,32,29,22,19,3,6,6,15,3,11,2,2,0,1,1
PT_160928,Santa Marta de Portuzelo,3552,1406,44,78,488,377,145,74,41,53,19,25,10,18,5,11,4,7,3,2,2
PT_160926,Perre,2634,1188,48,98,365,219,146,106,51,52,11,28,15,11,9,15,4,6,2,2,0
PT_160925,Outeiro,1113,466,21,59,172,104,40,7,20,18,0,7,5,3,2,3,3,0,1,1,0
PT_160923,São Romão de Neiva,1225,422,8,23,166,91,49,4,25,18,3,7,1,6,2,1,6,7,3,2,0
PT_160922,Mujães,1516,468,6,32,153,106,37,12,69,11,2,3,6,11,1,5,3,3,4,3,1
PT_160920,Montaria,547,175,9,5,55,59,10,3,12,7,2,0,1,1,0,4,2,2,1,0,2
PT_160915,Lanheses,1571,486,9,28,132,184,45,12,25,9,6,8,4,15,0,1,3,2,0,2,1
PT_160914,Freixieiro De Soutelo,466,139,1,14,50,25,18,3,12,2,2,6,2,1,0,1,2,0,0,0,0
PT_160911,Darque,7335,2003,52,107,645,304,219,262,80,105,39,35,42,23,11,30,8,16,15,7,3
PT_160910,Castelo Do Neiva,3151,710,19,42,210,222,42,22,55,33,10,8,4,15,7,7,1,2,3,4,4
PT_160908,Carreço,1666,675,16,35,184,126,126,46,44,29,11,13,11,13,8,7,0,1,1,3,1
PT_160905,Areosa,4342,1550,38,73,541,208,246,146,44,88,26,31,22,38,13,15,5,6,5,3,2
PT_160904,Anha,2302,859,27,66,313,215,74,19,33,29,10,16,10,13,7,9,4,7,2,4,1
PT_160903,Amonde,279,122,6,3,50,27,8,6,5,4,1,3,3,2,1,2,0,0,0,1,0
PT_160902,Alvarães,2701,754,22,51,225,233,49,22,40,28,9,13,9,6,10,7,2,9,10,7,2
PT_160901,Afife,1447,604,7,22,185,145,73,71,30,18,6,9,1,9,3,8,2,4,7,2,2
PT_160820,"Valença, Cristelo Covo e Arão",4712,1101,19,63,345,333,97,33,68,55,17,8,18,11,8,4,6,4,9,1,2
PT_160819,São Julião e Silva,570,163,5,9,48,75,4,3,6,2,1,3,0,1,0,0,2,1,1,1,1
PT_160818,Gondomil e Sanfins,505,133,2,12,31,57,7,3,8,1,0,0,5,0,2,0,1,3,0,1,0
PT_160817,Gandra e Taião,1321,327,9,11,128,97,22,5,15,18,3,2,4,1,1,4,0,3,2,2,0
PT_160816,Verdoejo,545,224,2,15,103,42,21,14,9,3,1,1,2,0,0,4,2,2,0,3,0
PT_160812,São Pedro Da Torre,1226,370,10,18,114,142,27,5,18,9,2,1,5,2,1,3,2,4,5,0,2
PT_160808,Ganfei,1140,385,10,20,158,132,22,7,8,8,3,0,3,3,1,0,3,2,3,0,2
PT_160806,Friestas,545,195,6,12,75,46,15,9,6,10,1,2,2,1,1,3,4,0,1,1,0
PT_160805,Fontoura,641,186,11,16,36,90,10,3,9,4,1,0,3,0,1,0,0,1,0,1,0
PT_160803,Cerdal,1610,299,12,17,90,100,15,8,19,11,6,0,4,0,1,8,1,5,1,1,0
PT_160802,Boivão,270,76,2,0,13,45,4,2,0,2,1,0,0,1,0,0,1,5,0,0,0
PT_160760,Navió e Vitorino dos Piães,1685,578,32,39,104,204,34,7,83,23,9,4,7,10,6,3,3,1,6,2,1
PT_160759,"Labrujó, Rendufe e Vilar do Monte",368,147,4,3,37,40,5,1,33,9,3,3,1,2,0,1,1,1,1,2,0
PT_160758,Fornelos e Queijada,1695,589,26,34,108,229,28,6,113,11,1,4,3,9,4,2,3,8,0,0,0
PT_160757,Cabração e Moreira do Lima,940,328,14,18,86,100,17,4,55,8,4,3,4,3,2,3,3,1,2,0,1
PT_160756,Cabaços e Fojo Lobal,1052,368,9,21,54,150,21,4,81,7,3,5,3,0,1,1,0,0,1,5,2
PT_160755,Bárrio e Cepões,831,261,21,18,75,64,13,2,34,11,1,3,4,3,0,2,3,1,2,3,1
PT_160754,Associação de Freguesias do Vale do Neiva,1124,381,10,30,62,136,8,1,97,12,4,2,9,1,0,2,0,2,1,1,3
PT_160753,"Ardegão, Freixo e Mato",1635,617,23,29,176,156,33,21,107,20,9,4,7,10,3,4,6,5,2,1,1
PT_160752,Arca e Ponte de Lima,3693,1412,53,84,386,307,145,121,111,52,22,14,18,45,16,12,6,12,5,1,2
PT_160750,Vitorino Das Donas,935,408,15,21,96,117,42,10,60,13,4,4,2,13,1,6,1,2,0,1,0
PT_160747,Rebordões (Souto),1093,346,10,20,61,134,25,6,73,3,2,0,1,3,3,3,2,0,0,0,0
PT_160746,Serdedelo,455,155,8,6,31,72,3,1,25,3,0,2,0,0,0,0,1,1,1,1,0
PT_160745,Seara,617,265,18,13,60,98,9,5,37,11,1,4,1,1,1,1,0,3,1,1,0
PT_160744,Rebordões (Santa Maria),959,301,8,20,54,59,23,9,98,8,1,5,3,3,1,1,0,3,1,1,3
PT_160743,Santa Cruz Do Lima,446,154,0,7,39,62,6,0,24,2,1,0,3,4,0,3,0,2,1,0,0
PT_160742,Santa Comba,540,238,5,12,76,43,30,6,31,12,3,2,5,1,2,3,0,3,2,0,2
PT_160740,Sá,355,151,3,11,34,44,8,1,32,7,4,1,1,0,1,2,0,0,0,2,0
PT_160739,Ribeira,1719,632,20,25,240,111,58,48,54,16,6,9,9,9,6,8,3,5,2,2,1
PT_160737,Refóios Do Lima,2193,601,10,36,129,199,37,8,119,16,5,3,8,7,2,6,3,6,1,4,2
PT_160734,Poiares,743,304,11,15,67,118,13,3,63,5,1,2,0,0,4,1,0,1,0,0,0
PT_160729,Labruja,408,145,5,8,31,54,3,0,24,6,4,0,0,6,1,1,1,1,0,0,0
PT_160728,Gondufe,382,113,6,7,19,20,4,1,42,4,2,0,0,1,5,2,0,0,0,0,0
PT_160727,Gemieira,565,135,8,14,23,38,14,5,20,6,1,1,0,1,1,1,0,1,0,1,0
PT_160726,Gandra,1030,342,11,27,74,119,20,5,45,9,6,9,4,6,1,2,0,1,0,1,2
PT_160724,Friastelas,564,182,6,18,42,43,10,0,46,3,0,0,3,0,2,1,1,0,0,0,7
PT_160721,Fontão,1038,402,23,36,80,86,25,3,125,6,2,3,3,1,0,2,1,3,3,0,0
PT_160719,Feitosa,1307,512,12,35,138,125,39,19,69,16,16,8,6,10,5,3,2,5,1,1,2
PT_160718,Facha,1335,529,14,32,113,179,44,23,70,11,6,3,12,1,2,8,2,6,0,3,0
PT_160717,Estorãos,466,175,5,14,38,48,11,6,31,3,2,2,1,9,0,2,1,2,0,0,0
PT_160716,Correlhã,2554,926,31,46,181,306,42,19,199,27,6,10,10,19,5,7,6,2,3,5,2
PT_160714,Calvelo,690,259,8,15,73,90,7,6,32,9,3,2,2,2,3,1,3,3,0,0,0
PT_160713,Calheiros,908,280,10,13,70,74,16,9,53,11,2,4,3,3,2,3,2,2,0,2,1
PT_160710,Brandara,424,124,6,7,35,28,8,2,26,3,0,1,2,2,1,0,1,0,1,1,0
PT_160709,Boalhosa,228,52,3,2,4,4,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0
PT_160708,Bertiandos,373,183,8,16,35,60,9,1,40,1,2,3,1,1,0,3,0,2,1,0,0
PT_160707,Beiral Do Lima,707,196,13,12,22,75,4,0,58,1,6,0,2,0,0,0,0,2,0,1,0
PT_160704,Arcozelo,3312,1120,33,53,350,297,66,85,101,30,11,6,19,19,9,14,7,4,10,3,3
PT_160703,São Pedro d'Arcos,635,211,8,19,67,41,19,4,27,10,4,1,5,6,0,0,0,0,0,0,0
PT_160701,Anais,1037,432,12,28,82,164,15,6,91,6,2,5,8,2,2,0,1,6,0,1,1
PT_160630,Vila Chã (São João Baptista e Santiago),783,112,1,8,40,42,5,2,4,4,0,0,2,1,0,2,0,0,0,0,1
PT_160629,Touvedo (São Lourenço e Salvador),474,168,1,9,43,93,5,0,8,1,2,2,1,1,0,0,0,1,1,0,0
PT_160628,"Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",4489,1334,28,69,512,379,115,42,47,60,16,7,7,14,3,5,2,19,3,3,3
PT_160627,"Entre Ambos-os-Rios, Ermida e Germil",747,186,6,6,74,61,10,10,7,2,1,0,2,0,0,3,3,0,0,1,0
PT_160626,"Crasto, Ruivos e Grovelas",962,258,4,11,90,106,13,7,9,9,1,1,1,0,0,3,0,1,0,2,0
PT_160624,Vade (São Tomé),359,99,0,4,32,36,6,0,7,4,0,5,3,0,1,0,0,1,0,0,0
PT_160623,Vade (São Pedro),332,106,2,8,21,60,4,0,0,5,1,2,1,0,0,0,0,0,0,1,1
PT_160619,Sampriz,456,120,1,7,34,48,4,5,11,1,0,1,2,0,2,2,0,1,0,1,0
PT_160614,Oleiros,521,176,11,9,41,82,11,0,5,4,4,5,0,2,0,0,0,1,1,0,0
PT_160613,Nogueira,453,137,7,7,48,54,7,2,5,4,0,0,0,1,0,0,0,2,0,0,0
PT_160612,Lindoso,577,145,3,5,66,40,4,3,6,1,1,0,0,2,0,4,0,7,2,1,0
PT_160611,Lavradas,918,256,5,12,74,108,19,2,11,9,3,3,2,5,0,1,0,2,0,0,0
PT_160606,Cuide De Vila Verde,390,104,2,4,22,53,4,2,1,14,0,0,0,0,0,2,0,0,0,0,0
PT_160604,Britelo,633,149,6,4,74,36,4,3,4,5,2,1,2,2,1,0,3,1,1,0,0
PT_160603,Bravães,594,174,6,13,65,47,17,2,4,8,0,1,0,1,1,3,0,3,2,1,0
PT_160602,Boivães,317,98,1,0,17,68,4,0,5,1,0,0,1,0,0,0,0,0,0,1,0
PT_160601,Azias,413,84,4,2,22,43,2,1,5,0,1,0,0,2,0,1,0,0,0,1,0
PT_160526,Paredes de Coura e Resende,1862,538,13,32,247,72,51,23,15,36,10,8,8,4,1,4,7,3,1,2,1
PT_160525,Insalde e Porreiras,476,116,4,4,66,18,13,1,2,3,1,0,1,3,0,0,0,0,0,0,0
PT_160524,Formariz e Ferreira,1021,310,6,16,133,66,26,20,14,6,4,5,4,1,1,1,1,4,2,0,0
PT_160523,Cossourado e Linhares,503,149,3,6,74,21,13,1,8,8,1,3,2,2,0,2,0,2,2,0,1
PT_160522,Bico e Cristelo,795,228,7,9,111,31,26,5,7,8,2,6,4,1,1,4,1,0,2,2,1
