gisco_id,name,registered,turnout,invalid,blank,PPD/PSD.CDS-PP,PS,B.E.,PDA,PCP-PEV,PCTP/MRPP,MD,POUS,PND,PPM,P.N.R.,MPT,P.H.
PT_021111,Vila Nova De Milfontes,3564,1042,12,22,244,460,63,0,184,23,8,3,7,8,2,5,1
PT_021112,Pereiras-Gare,339,123,2,2,14,39,0,0,57,5,2,0,0,1,0,1,0
PT_021113,Bicos,559,183,6,4,6,109,0,0,46,9,0,0,0,0,0,1,2
PT_021114,Zambujeira Do Mar,778,321,7,10,55,186,12,1,36,9,0,1,1,1,0,2,0
PT_021115,Luzianes-Gare,499,189,2,1,16,74,1,0,81,10,2,0,0,0,0,1,1
PT_021116,Boavista Dos Pinheiros,964,284,1,5,73,160,8,1,24,5,1,0,4,0,0,0,2
PT_021117,Longueira/Almograve,1024,553,14,14,27,342,15,0,110,22,2,0,2,1,2,0,2
PT_021201,Conceição,160,75,2,0,20,36,0,0,14,2,0,0,0,0,0,0,1
PT_021202,Garvão,800,340,5,10,80,118,9,2,91,13,3,0,0,3,3,1,2
PT_021203,Ourique,2516,857,18,24,247,392,28,1,119,11,2,1,5,5,1,2,1
PT_021204,Panoias,589,276,4,3,34,125,3,0,93,14,0,0,0,0,0,0,0
PT_021205,Santa Luzia,355,161,1,4,25,87,6,0,31,5,1,0,1,0,0,0,0
PT_021206,Santana Da Serra,1073,363,8,9,134,171,4,0,18,2,0,0,3,2,3,2,7
PT_021301,Vila Nova de São Bento,3162,1096,20,15,155,302,14,1,530,38,2,1,2,5,1,6,4
PT_021302,Brinches,1155,399,1,2,48,154,5,0,166,22,0,0,0,0,0,0,1
PT_021303,Pias,2630,1298,9,20,102,311,23,2,776,42,1,2,1,3,1,4,1
PT_021304,Serpa (Salvador),3293,980,10,32,207,461,33,2,198,17,6,1,4,2,2,4,1
PT_021305,Serpa (Santa Maria),1975,543,2,6,79,241,26,1,155,24,1,0,1,1,3,0,3
PT_021306,Vale De Vargo,1006,536,4,4,22,118,3,0,359,18,1,0,1,3,1,1,1
PT_021307,Vila Verde De Ficalho,1375,580,8,9,45,291,8,0,205,10,0,0,0,2,1,1,0
PT_021401,Pedrógão,1153,422,4,6,17,198,7,0,164,15,1,1,1,2,3,1,2
PT_021402,Selmes,917,368,6,5,20,187,6,1,122,13,1,0,2,3,1,0,1
PT_021403,Vidigueira,2433,863,12,19,161,438,34,0,163,22,0,1,2,2,0,5,4
PT_021404,Vila De Frades,879,368,7,11,34,120,21,1,138,23,2,1,3,2,0,4,1
PT_030101,Amares,1197,426,4,10,111,255,16,0,18,3,0,0,4,1,1,3,0
PT_030102,Barreiros,634,255,6,3,165,62,4,1,4,1,1,0,2,4,0,2,0
PT_030103,Besteiros,513,193,3,2,60,118,2,0,7,0,0,0,0,0,0,0,1
PT_030104,Bico,522,152,1,1,83,48,6,0,5,3,0,1,1,1,0,1,1
PT_030105,Caires,920,241,0,7,103,102,4,2,6,2,7,3,4,0,1,0,0
PT_030106,Caldelas,928,410,1,5,233,133,11,1,11,0,4,0,5,0,2,1,3
PT_030107,Carrazedo,629,192,2,1,99,71,7,0,4,0,2,0,4,1,0,0,1
PT_030108,Dornelas,533,180,0,10,108,51,1,2,2,2,0,0,2,2,0,0,0
PT_030109,Ferreiros,2297,856,19,29,364,375,25,1,18,6,6,0,5,3,1,1,3
PT_030110,Figueiredo,908,262,3,4,99,133,6,0,10,3,1,0,1,0,1,0,1
PT_030111,Fiscal,630,235,4,5,124,80,3,2,7,1,0,1,2,3,2,1,0
PT_030112,Goães,610,223,2,1,136,66,4,1,2,2,2,0,4,1,2,0,0
PT_030113,Lago,1450,443,3,4,139,241,11,0,22,6,1,0,7,1,2,3,3
PT_030114,Paranhos,181,56,2,5,12,32,0,0,1,0,0,1,2,1,0,0,0
PT_030115,Paredes Secas,170,60,1,1,38,16,0,0,0,0,0,0,4,0,0,0,0
PT_030116,Portela,198,53,0,2,37,8,0,0,5,1,0,0,0,0,0,0,0
PT_030117,Prozelo,623,235,5,3,122,82,6,1,7,4,0,0,3,2,0,0,0
PT_030118,Rendufe,944,272,2,2,150,89,12,1,8,0,0,1,4,2,0,0,1
PT_030119,Bouro (Santa Maria),1017,336,3,2,170,126,5,0,6,3,1,0,6,1,6,1,6
PT_030120,Bouro (Santa Marta),611,225,1,0,138,73,5,0,0,0,2,1,3,0,1,0,1
PT_030121,Sequeiros,257,123,5,1,65,41,0,0,3,0,0,1,2,2,2,0,1
PT_030122,Seramil,222,65,1,1,46,14,0,0,0,0,0,0,1,1,0,0,1
PT_030123,Torre,406,145,0,2,85,44,0,0,2,4,3,0,4,1,0,0,0
PT_030124,Vilela,337,139,1,0,91,34,1,1,3,3,0,1,1,0,1,0,2
PT_030201,Abade De Neiva,1361,718,4,17,357,272,16,0,12,6,5,3,13,3,1,5,4
PT_030202,Aborim,859,312,1,6,120,148,7,1,15,5,0,0,3,0,2,0,4
PT_030203,Adães,632,266,5,12,104,114,5,1,9,3,2,0,7,2,0,2,0
PT_030204,Aguiar,490,204,3,2,113,77,1,1,1,1,0,0,2,1,1,1,0
PT_030205,Airó,721,316,3,15,139,133,5,1,7,4,0,0,2,2,2,1,2
PT_030206,Aldreu,736,253,5,8,97,125,2,1,4,3,0,0,1,4,2,1,0
PT_030207,Alheira,1004,407,2,16,253,121,3,1,6,2,0,0,0,1,0,0,2
PT_030208,Alvelos,1656,733,12,11,328,310,22,0,14,2,2,0,16,3,1,6,6
PT_030209,Arcozelo,8624,3718,36,75,889,2113,206,2,259,36,13,2,47,8,6,17,9
PT_030210,Areias,890,388,8,19,188,128,16,1,8,0,5,0,8,0,1,2,4
PT_030211,Areias De Vilar,1045,502,1,12,245,182,14,2,23,2,2,1,9,2,2,2,3
PT_030212,Balugães,810,338,11,2,187,102,6,1,3,3,0,2,14,1,0,3,3
PT_030213,Barcelinhos,1700,846,8,21,257,420,42,0,62,4,2,1,17,3,0,5,4
PT_030214,Barcelos,4376,2263,29,54,751,1032,138,1,160,12,10,0,37,9,6,17,7
PT_030215,Barqueiros,1584,558,7,15,231,268,4,2,12,3,2,0,7,4,0,0,3
PT_030216,Cambeses,1094,545,11,10,136,335,7,1,33,2,1,1,2,3,2,0,1
PT_030217,Campo,862,446,7,12,254,140,2,2,6,3,2,1,5,1,1,0,10
PT_030218,Carapeços,1596,619,9,4,371,183,10,1,16,3,3,0,13,2,0,2,2
PT_030219,Carreira,1693,510,2,14,225,224,4,3,15,1,3,0,8,2,0,5,4
PT_030220,Carvalhal,1293,659,4,12,320,267,12,0,21,2,3,0,12,1,0,2,3
PT_030221,Carvalhas,659,286,3,5,157,98,9,1,7,1,0,3,1,1,0,0,0
PT_030222,Chavão,588,291,3,8,200,68,0,1,5,0,1,0,1,1,1,0,2
PT_030223,Chorente,603,309,4,5,204,84,1,2,2,1,1,0,3,1,0,0,1
PT_030224,Cossourado,789,317,7,5,189,97,7,0,2,0,3,0,3,1,0,1,2
PT_030225,Courel,419,196,1,6,143,31,2,0,3,1,0,0,2,3,0,2,2
PT_030226,Couto,295,145,1,3,92,33,1,1,4,0,0,0,8,2,0,0,0
PT_030227,Creixomil,699,332,1,9,172,133,2,0,3,1,1,0,6,1,1,0,2
PT_030228,Cristelo,1506,561,6,10,326,179,13,2,4,4,0,1,7,2,1,2,4
PT_030229,Durrães,705,316,7,9,213,67,7,1,3,3,1,0,2,0,0,1,2
PT_030230,Encourados,467,177,1,6,107,34,1,4,9,0,1,1,6,1,2,0,4
PT_030231,Faria,475,220,5,0,129,78,2,0,5,0,0,0,1,0,0,0,0
PT_030232,Feitos,435,217,2,4,100,94,3,1,5,2,0,2,0,0,0,0,4
PT_030233,Fonte Coberta,499,245,6,3,98,120,4,0,7,0,2,0,4,0,0,0,1
PT_030234,Fornelos,600,245,5,3,171,48,1,1,1,1,2,0,7,1,0,0,4
PT_030235,Fragoso,1647,782,15,18,417,262,4,7,12,7,9,2,8,6,3,3,9
PT_030236,Gamil,606,308,5,8,160,100,7,1,6,2,1,0,9,1,1,2,5
PT_030237,Gilmonde,1154,553,7,25,297,187,6,1,7,1,1,1,14,2,1,0,3
PT_030238,Góios,462,206,1,8,128,59,3,0,0,0,0,0,1,3,2,1,0
PT_030239,Grimancelos,745,317,3,4,153,129,7,0,1,3,3,0,8,2,1,1,2
PT_030240,Gueral,401,237,1,9,159,45,12,0,1,1,1,2,4,1,0,0,1
PT_030241,Igreja Nova,388,204,1,4,142,48,2,0,0,1,1,0,0,0,0,0,5
PT_030242,Lama,1105,473,4,10,293,131,5,3,3,4,4,0,6,2,3,2,3
PT_030243,Lijó,1714,891,10,10,495,307,11,2,24,7,5,1,10,2,1,2,4
PT_030244,Macieira De Rates,1725,826,21,12,596,130,4,1,3,3,4,1,23,4,10,3,11
PT_030245,Manhente,1353,598,14,23,277,226,27,1,10,4,2,0,6,0,4,1,3
PT_030246,Mariz,358,160,3,2,49,91,4,0,3,2,1,0,2,1,1,1,0
PT_030247,Martim,1828,588,8,17,295,219,13,3,14,9,1,0,1,2,1,1,4
PT_030248,Midões,431,190,2,3,51,117,6,1,2,2,0,0,3,0,1,0,2
PT_030249,Milhazes,745,274,3,4,180,73,2,0,0,0,1,0,7,1,1,0,2
PT_030250,Minhotães,742,357,4,0,224,102,4,2,5,3,1,1,5,1,0,1,4
PT_030251,Monte De Fralães,263,144,2,2,84,35,0,0,1,4,1,1,10,0,0,1,3
PT_030252,Moure,741,340,1,6,169,132,1,0,21,1,2,1,4,0,1,0,1
PT_030253,Negreiros,1447,732,9,15,600,66,3,2,4,1,1,2,20,1,2,2,4
PT_030254,Oliveira,831,438,3,13,273,108,8,3,5,5,3,2,6,3,2,0,4
PT_030255,Palme,999,349,8,5,236,77,3,1,5,1,4,0,6,2,0,0,1
PT_030256,Panque,566,205,0,5,146,34,3,1,5,2,1,0,3,0,1,0,4
PT_030257,Paradela,586,245,3,1,176,39,4,0,4,2,2,0,10,2,0,1,1
PT_030258,Pedra Furada,428,198,0,7,65,108,10,0,0,0,0,0,1,0,0,5,2
PT_030259,Pereira,1048,499,5,10,269,183,10,0,4,2,1,2,7,1,1,1,3
PT_030260,Perelhal,1296,463,9,20,228,176,10,1,6,1,0,0,5,2,2,1,2
PT_030261,Pousa,1792,597,4,13,306,217,9,2,16,6,2,1,9,2,3,4,3
PT_030262,Quintiães,540,277,2,11,187,61,2,0,4,0,2,0,5,2,0,1,0
PT_030263,Remelhe,1160,495,3,11,268,158,6,0,12,4,2,0,19,1,0,0,11
PT_030264,Roriz,1536,673,13,9,464,112,13,1,3,9,6,12,15,3,4,1,8
PT_030265,Rio Covo (Santa Eugénia),1176,563,9,17,184,290,12,2,22,4,1,1,13,2,1,2,3
PT_030266,Rio Covo (Santa Eulália),825,313,4,7,116,157,9,0,11,1,0,0,2,1,1,1,3
PT_030267,Tamel (Santa Leocádia),431,319,7,8,188,92,4,2,5,0,3,0,4,3,0,0,3
PT_030268,Galegos (Santa Maria),2221,1190,10,27,701,346,23,1,12,3,4,43,13,1,1,2,3
PT_030269,Bastuço (Santo Estevão),635,160,1,2,95,45,3,0,8,0,0,2,1,1,2,0,0
PT_030270,Bastuço (São João),540,235,3,4,126,95,0,1,3,1,0,0,0,0,0,1,1
PT_030271,Alvito (São Martinho),340,215,9,0,153,45,3,1,1,2,0,0,0,0,0,1,0
PT_030272,Galegos (São Martinho),1507,550,13,12,300,158,11,2,7,4,1,5,17,2,2,9,7
PT_030273,Vila Frescainha (São Martinho),1904,912,10,12,278,453,44,0,80,11,3,2,11,4,1,1,2
PT_030274,Alvito (São Pedro),435,192,4,4,96,68,6,0,4,3,1,1,2,1,0,2,0
PT_030275,Vila Frescainha (São Pedro),1331,604,6,15,192,339,18,1,16,4,5,0,6,1,0,0,1
PT_030276,Tamel (São Pedro Fins),466,211,3,7,88,105,0,0,5,0,0,0,2,0,0,0,1
PT_030277,Tamel (São Veríssimo),2514,1160,8,12,370,636,62,2,34,8,3,1,10,5,2,3,4
PT_030278,Sequeade,603,263,5,7,97,139,5,0,3,1,0,0,3,0,1,1,1
PT_030279,Silva,811,453,13,4,163,234,16,0,7,3,1,0,5,1,1,4,1
PT_030280,Silveiros,924,403,6,4,231,142,3,0,5,2,2,0,6,2,0,0,0
PT_030281,Tregosa,583,239,2,10,86,112,13,1,6,3,0,0,0,2,0,1,3
PT_030282,Ucha,1185,501,7,8,258,184,12,3,9,1,2,0,9,3,0,1,4
PT_030283,Várzea,1229,562,3,6,171,333,13,0,15,3,2,0,6,2,3,4,1
PT_030284,Viatodos,1709,802,11,21,371,333,23,0,8,1,4,1,14,1,1,5,8
PT_030285,Vila Boa,857,389,1,3,113,228,17,0,14,1,2,0,5,0,1,0,4
PT_030286,Vila Cova,1739,735,17,21,470,166,7,2,11,2,6,0,6,3,8,8,8
PT_030287,Vila Seca,1068,493,9,11,301,134,7,3,10,2,3,0,7,2,0,1,3
PT_030288,Vilar De Figos,566,203,1,3,125,61,0,0,1,1,2,0,4,2,0,1,2
PT_030289,Vilar Do Monte,496,232,1,9,117,87,3,1,5,2,1,2,2,1,0,0,1
PT_030301,Adaúfe,3229,1153,10,19,353,619,28,3,84,7,2,4,8,4,4,1,7
PT_030302,Arcos,547,268,3,4,73,160,7,0,9,4,0,0,4,2,0,0,2
PT_030303,Arentim,888,530,6,10,170,304,9,1,18,2,4,0,4,1,0,1,0
PT_030304,Aveleda,1777,778,13,13,223,413,15,0,66,11,0,2,9,5,0,5,3
PT_030305,Cabreiros,1500,603,12,6,236,266,20,1,41,3,2,0,7,3,1,2,3
PT_030306,Celeirós,3381,1156,12,24,336,621,31,3,87,10,5,1,14,3,1,3,5
PT_030307,Braga (Cividade),1723,827,9,23,374,291,60,0,44,4,2,1,6,6,1,5,1
PT_030308,Crespos,864,340,8,5,81,215,9,1,7,3,1,1,5,2,0,0,2
PT_030309,Cunha,536,298,2,6,52,222,2,0,6,2,2,0,1,2,0,0,1
PT_030310,Dume,2906,1235,18,21,356,631,47,2,109,12,6,3,11,2,7,3,7
PT_030311,Escudeiros,832,349,3,6,118,174,6,1,16,8,1,1,3,5,0,0,7
PT_030312,Espinho,1014,467,4,9,160,233,8,1,32,4,4,1,5,4,1,0,1
PT_030313,Esporões,1505,652,8,19,295,266,11,4,21,4,2,0,12,3,0,4,3
PT_030314,Ferreiros,5018,2114,15,59,604,1095,79,3,145,31,6,1,40,10,5,12,9
PT_030315,Figueiredo,998,430,5,7,183,198,8,3,11,3,2,1,3,1,1,0,4
PT_030316,Fraião,1237,640,2,28,279,231,45,1,21,4,4,4,6,6,2,3,4
PT_030317,Frossos,1120,484,5,13,108,266,33,0,34,3,2,1,8,5,0,3,3
PT_030318,Gondizalves,1007,411,6,10,116,222,17,1,23,6,2,1,6,0,0,1,0
PT_030319,Gualtar,2909,1534,10,50,500,741,72,4,111,9,4,0,12,6,6,4,5
PT_030320,Guisande,388,184,0,3,60,108,2,0,3,1,2,0,2,0,1,0,2
PT_030321,Lamaçães,1387,714,10,24,240,323,50,3,28,9,4,0,12,4,1,2,4
PT_030322,Lamas,519,257,4,3,109,121,7,0,3,3,1,1,3,0,1,0,1
PT_030323,Lomar,3673,1672,17,35,551,779,72,3,140,20,3,0,21,10,7,6,8
PT_030324,Braga (Maximinos),6565,2931,31,80,933,1363,73,3,348,23,8,1,38,11,5,9,5
PT_030325,Mire De Tibães,1979,794,3,16,237,411,22,3,67,13,5,0,5,3,3,3,3
PT_030326,Morreira,731,331,2,6,140,151,2,0,13,2,1,1,2,5,1,1,4
PT_030327,Navarra,387,169,3,2,48,95,7,0,9,2,0,0,0,3,0,0,0
PT_030328,Nogueira,4114,2044,23,53,605,1026,106,1,166,16,7,1,19,5,2,2,12
PT_030329,Nogueiró,1244,622,21,9,213,248,39,0,59,7,5,0,12,2,0,5,2
PT_030330,Padim Da Graça,1338,607,1,7,222,323,3,1,27,3,4,3,6,5,1,1,0
PT_030331,Palmeira,4420,1668,29,26,512,875,57,2,103,19,6,0,24,6,2,3,4
PT_030332,Panoias,1086,471,5,11,113,252,11,2,55,8,3,1,2,2,0,1,5
PT_030333,Parada De Tibães,651,356,8,5,121,179,9,0,20,2,2,0,5,0,0,3,2
PT_030334,Pedralva,977,401,2,3,145,211,2,0,18,6,1,1,3,6,1,0,2
PT_030335,Pousada,368,168,1,4,63,89,4,0,2,1,0,1,2,0,1,0,0
PT_030336,Priscos,1049,435,9,9,177,184,6,0,16,5,4,3,16,2,0,2,2
PT_030337,Real,3640,1613,18,29,431,833,79,0,161,19,7,1,14,8,4,3,6
PT_030338,Ruilhe,1012,481,12,17,150,221,14,0,42,3,2,1,8,3,1,3,4
PT_030339,Santa Lucrécia De Algeriz,446,189,0,1,49,129,2,0,6,1,0,0,0,0,0,1,0
PT_030340,Penso (Santo Estêvão),363,177,1,1,79,76,5,1,9,2,0,0,1,0,1,0,1
PT_030341,Braga (São João Do Souto),1187,537,4,13,259,164,31,3,31,4,3,1,18,1,3,1,1
PT_030342,Braga (São José De São Lázaro),12147,5744,61,144,2093,2465,379,7,396,42,14,2,66,29,11,25,10
PT_030343,Passos (São Julião),630,289,3,9,146,101,9,0,7,3,2,1,3,0,1,4,0
PT_030344,Este (São Mamede),1412,559,8,16,182,296,15,1,20,4,6,1,4,3,3,0,0
PT_030345,Merelim (São Paio),2022,795,8,16,204,428,29,1,89,7,0,1,7,1,0,0,4
PT_030346,Este (São Pedro),1560,740,8,14,250,388,17,2,40,2,4,1,3,1,2,1,7
PT_030347,Merelim (São Pedro),1560,714,13,22,234,342,24,1,47,10,1,0,11,1,4,1,3
PT_030348,Oliveira (São Pedro),506,213,5,2,87,99,4,0,8,0,1,0,6,1,0,0,0
PT_030349,Braga (São Vicente),8671,3906,95,29,1238,1825,242,1,329,30,10,3,56,17,8,13,10
PT_030350,Penso (São Vicente),328,178,3,4,81,77,0,0,8,0,2,1,0,0,0,0,2
PT_030351,Braga (São Vítor),18411,8250,60,232,2772,3555,622,2,705,63,16,5,119,28,18,35,18
PT_030352,Braga (Sé),4184,2005,9,35,569,1003,124,2,185,24,5,3,20,10,3,7,6
PT_030353,Semelhe,634,245,3,3,91,115,6,1,13,7,1,1,3,0,0,1,0
PT_030354,Sequeira,1819,777,13,17,276,353,27,4,45,13,0,4,8,8,2,3,4
PT_030355,Sobreposta,926,388,6,11,169,168,6,1,13,5,1,1,2,1,0,1,3
PT_030356,Tadim,786,356,4,11,110,183,11,1,23,3,3,2,3,1,0,1,0
PT_030357,Tebosa,869,329,3,7,123,175,3,0,11,1,1,1,0,1,0,1,2
PT_030358,Tenões,895,535,6,22,155,255,36,1,40,5,2,1,6,3,0,2,1
PT_030359,Trandeiras,620,335,11,2,155,137,11,1,8,1,2,2,2,0,0,0,3
PT_030360,Vilaça,750,386,2,6,129,196,10,1,30,4,1,0,2,2,0,2,1
PT_030361,Vimieiro,857,370,5,4,133,194,11,0,11,3,1,0,2,2,1,1,2
PT_030362,Fradelos,603,275,1,8,129,110,5,3,9,1,1,0,3,1,0,1,3
PT_030401,Abadim,633,327,3,4,65,229,1,1,12,3,0,2,1,1,0,2,3
PT_030402,Alvite,812,331,4,44,103,161,1,0,7,1,2,0,2,1,0,0,5
PT_030403,Arco De Baúlhe,1546,623,5,5,184,384,14,0,10,2,0,1,6,3,0,1,8
PT_030404,Basto,654,283,1,0,114,153,3,3,0,1,1,0,3,1,2,0,1
PT_030405,Bucos,602,274,7,2,130,119,2,1,4,3,0,1,1,0,0,2,2
PT_030406,Cabeceiras De Basto,849,346,1,4,128,184,3,1,13,5,1,0,3,2,0,0,1
PT_030407,Cavez,1651,575,8,2,226,312,6,0,9,1,0,1,2,1,0,0,7
PT_030408,Faia,639,290,3,1,66,205,3,0,2,2,1,0,1,1,1,1,3
PT_030409,Gondiães,394,145,2,2,79,42,1,1,5,5,0,1,2,3,1,0,1
PT_030410,Outeiro,806,360,5,6,107,225,3,0,3,1,0,0,4,2,0,0,4
PT_030411,Painzela,676,240,3,1,67,155,0,0,5,2,4,0,0,1,0,0,2
PT_030412,Passos,264,128,1,1,55,62,1,1,0,5,0,0,0,0,1,0,1
PT_030413,Pedraça,809,299,6,3,95,174,2,0,4,3,0,0,1,0,5,0,6
PT_030414,Refojos De Basto,3386,1490,22,25,543,795,26,2,40,7,4,2,5,3,0,3,13
PT_030415,Rio Douro,1225,473,13,5,151,271,7,0,7,6,1,1,1,2,0,1,7
PT_030416,Vila Nune,451,141,8,0,44,80,1,0,3,1,0,0,1,1,1,0,1
PT_030417,Vilar De Cunhas,344,150,0,1,63,81,0,0,0,2,1,0,0,0,0,0,2
PT_030501,Agilde,980,334,2,5,199,93,6,1,6,3,2,1,5,4,2,2,3
PT_030502,Arnóia,1504,547,11,8,254,233,10,3,4,3,0,3,6,2,2,3,5
PT_030503,Borba de Montanha,1115,306,4,5,227,52,0,0,1,1,0,2,12,1,1,0,0
PT_030504,Britelo,1990,842,6,16,269,477,23,2,28,4,1,3,3,3,1,4,2
PT_030505,Caçarilhe,446,133,1,0,88,33,0,1,0,1,2,2,0,0,2,3,0
PT_030506,Canedo De Basto,1031,368,1,5,162,173,8,3,2,2,2,2,0,1,2,1,4
PT_030507,Carvalho,694,226,10,2,141,59,1,0,0,1,2,2,0,2,0,0,6
PT_030508,Codeçoso,496,218,5,7,95,98,1,1,5,1,0,0,2,0,0,0,3
PT_030509,Corgo,373,146,0,2,41,97,0,0,1,1,2,0,1,0,0,0,1
PT_030510,Fervença,1125,350,7,3,247,66,2,2,8,1,0,2,6,2,0,1,3
PT_030511,Gagos,542,235,5,7,108,90,5,1,10,1,1,0,2,2,1,0,2
PT_030512,Gémeos,523,182,1,1,36,125,2,0,3,1,2,1,3,1,1,1,4
PT_030513,Infesta,352,106,1,0,68,22,3,1,1,1,0,0,3,0,0,0,6
PT_030514,Molares,530,256,5,0,130,101,4,2,7,0,1,0,3,1,1,0,1
PT_030515,Moreira Do Castelo,568,205,3,3,127,67,1,0,0,1,0,0,0,0,1,0,2
PT_030516,Ourilhe,384,201,3,2,153,29,3,2,3,0,0,1,1,3,0,0,1
PT_030517,Rego,1267,394,6,14,273,65,6,0,4,1,3,0,19,0,0,2,1
PT_030518,Ribas,977,339,6,7,184,111,1,1,5,1,0,1,6,4,1,1,10
PT_030519,Basto (Santa Tecla),261,70,0,4,31,27,0,1,2,0,0,0,1,0,2,0,2
PT_030520,Basto (São Clemente),1445,466,7,3,203,198,11,1,20,4,2,0,4,1,1,3,8
PT_030521,Vale De Bouro,752,213,5,2,104,87,0,0,4,2,2,0,1,2,1,0,3
PT_030522,Veade,747,226,2,4,96,93,8,1,10,4,0,0,2,1,1,1,3
PT_030601,Antas,1778,686,12,17,333,248,23,4,18,5,3,1,9,4,1,4,4
PT_030602,Apúlia,3601,1147,11,33,750,264,22,1,10,1,2,2,26,8,3,4,10
PT_030603,Belinho,1934,793,26,20,444,207,20,3,17,6,7,0,22,3,4,6,8
PT_030604,Curvos,734,358,2,11,205,120,6,0,2,2,0,1,2,1,1,2,3
PT_030605,Esposende,2867,1304,13,37,392,658,70,1,76,10,6,3,24,3,2,4,5
PT_030606,Fão,2300,933,9,26,388,381,30,0,67,6,2,2,15,3,2,1,1
PT_030607,Fonte Boa,1108,417,5,9,301,76,3,0,1,3,2,0,6,1,1,8,1
PT_030608,Forjães,2216,1085,20,30,483,421,27,2,52,20,9,0,8,2,2,2,7
PT_030609,Gandra,938,444,7,10,215,167,8,1,14,6,4,0,10,0,0,1,1
PT_030610,Gemeses,946,377,4,9,231,110,6,1,1,3,1,1,3,2,1,0,4
PT_030611,Mar,1125,418,7,24,191,145,10,1,20,4,4,1,3,2,2,3,1
PT_030612,Marinhas,4349,1663,19,52,778,621,43,9,53,16,9,2,36,6,3,6,10
PT_030613,Palmeira De Faro,1878,679,15,33,295,245,19,1,31,9,3,1,7,5,5,4,6
PT_030614,Rio Tinto,590,228,5,3,150,54,1,0,3,1,1,1,1,3,1,0,4
PT_030615,Vila Chã,1372,391,8,10,215,107,8,1,7,2,6,1,13,1,1,9,2
PT_030701,Aboim,454,144,0,0,70,66,3,0,0,1,0,0,1,0,0,0,3
PT_030702,Agrela,250,108,4,0,27,70,0,0,2,1,0,0,2,0,0,1,1
PT_030703,Antime,1327,680,5,9,128,447,12,1,67,5,1,1,0,1,1,1,1
PT_030704,Ardegão,339,189,0,7,47,121,2,1,0,3,0,1,3,1,0,3,0
PT_030705,Armil,706,340,3,10,84,184,6,0,36,5,1,0,2,5,0,1,3
PT_030706,Arnozela,313,130,0,4,64,53,3,0,2,2,0,0,1,1,0,0,0
PT_030707,Cepães,1170,562,10,13,179,319,5,2,14,8,1,2,0,3,0,2,4
PT_030708,Estorãos,1540,643,10,15,112,447,11,2,22,7,0,1,8,2,2,2,2
PT_030709,Fafe,13014,5536,57,145,1612,3037,197,3,317,43,9,2,52,18,6,12,26
PT_030710,Fareja,576,256,4,1,54,174,2,1,6,1,1,0,3,3,2,0,4
PT_030711,Felgueiras,128,68,0,0,16,39,5,0,2,0,0,0,2,2,1,1,0
PT_030712,Fornelos,1058,404,5,7,106,250,7,1,12,5,0,0,4,2,1,1,3
PT_030713,Freitas,675,213,4,2,71,116,4,0,5,0,2,1,1,4,2,0,1
PT_030714,Golães,1716,788,9,14,302,409,11,2,20,6,3,1,6,0,1,2,2
PT_030715,Gontim,134,62,1,0,8,49,2,1,0,0,0,0,0,1,0,0,0
PT_030716,Medelo,1044,487,4,10,136,300,7,0,14,5,1,0,5,1,0,2,2
PT_030717,Monte,540,158,3,2,102,38,0,2,4,2,1,0,1,0,0,0,3
PT_030718,Moreira Do Rei,1780,703,8,8,223,388,11,4,30,6,6,0,3,6,2,1,7
PT_030719,Paços,924,308,6,3,123,158,4,2,5,2,0,0,0,1,1,0,3
PT_030720,Pedraído,300,114,4,1,45,43,3,0,8,5,0,1,1,1,0,2,0
PT_030721,Queimadela,730,252,5,4,89,139,1,1,2,1,2,0,3,0,1,0,4
PT_030722,Quinchães,1861,783,7,14,250,453,14,3,18,4,1,1,4,6,4,0,4
PT_030723,Regadas,1469,590,5,4,256,300,5,0,7,4,0,0,4,0,2,0,3
PT_030724,Revelhe,745,246,3,2,64,160,1,1,5,2,1,1,3,0,0,0,3
PT_030725,Ribeiros,581,209,1,5,47,136,3,0,7,2,2,0,2,1,0,1,2
PT_030726,Arões (Santa Cristina),922,392,5,3,92,266,7,0,5,8,1,0,1,1,1,0,2
PT_030727,Silvares (São Clemente),462,200,6,4,46,126,0,0,9,3,2,0,1,1,0,0,2
PT_030728,São Gens,1718,595,4,9,209,329,9,2,9,5,2,3,7,2,2,2,1
PT_030729,Silvares (São Martinho),1257,622,2,0,227,344,15,0,10,2,3,2,4,6,1,0,6
PT_030730,Arões (São Romão),2557,1023,12,22,388,504,19,1,35,3,7,1,13,2,2,4,10
PT_030731,Seidões,482,189,0,3,73,101,1,0,4,1,2,0,1,3,0,0,0
PT_030732,Serafão,1109,415,3,9,155,208,7,1,7,5,2,1,6,2,2,4,3
PT_030733,Travassós,1503,506,12,5,186,258,11,2,21,3,1,0,1,0,1,0,5
PT_030734,Várzea Cova,599,168,2,0,62,86,3,0,1,1,1,0,0,3,4,2,3
PT_030735,Vila Cova,326,148,1,1,55,85,3,0,0,1,0,1,1,0,0,0,0
PT_030736,Vinhós,647,326,7,5,90,189,5,3,13,7,0,1,3,0,1,0,2
PT_030801,Aldão,797,252,5,10,74,137,5,1,7,2,1,0,9,0,0,0,1
PT_030802,Arosa,566,217,6,3,60,119,11,1,10,4,1,1,0,0,0,0,1
PT_030803,Atães,1324,329,3,10,102,187,3,0,13,2,2,0,4,2,1,0,0
PT_030804,Azurém,7115,2790,16,61,880,1367,137,1,226,33,7,3,32,11,4,8,4
