gisco_id,name,registered,turnout,invalid,blank,PPD/PSD.CDS-PP,PS,B.E.,PDA,PCP-PEV,PCTP/MRPP,MD,POUS,PND,PPM,P.N.R.,MPT,P.H.
PT_091413,Santo Amaro,132,41,1,2,13,20,1,0,1,0,0,0,1,1,0,0,1
PT_091414,Sebadelhe,354,134,0,1,55,71,1,1,0,1,0,0,1,0,1,0,2
PT_091415,Seixas,422,133,0,4,62,54,4,1,0,0,0,0,1,2,1,3,1
PT_091416,Touça,300,79,1,3,42,26,1,0,1,0,2,0,1,2,0,0,0
PT_091417,Vila Nova De Foz Côa,2844,1145,21,21,485,498,47,2,37,10,3,1,5,3,4,4,4
PT_100101,Alcobaça,4763,1956,16,68,757,733,152,1,175,10,3,0,28,7,2,3,1
PT_100102,Alfeizerão,3294,1061,8,33,515,409,30,3,23,8,6,1,10,9,1,1,4
PT_100103,Alpedriz,688,270,5,15,62,136,12,0,27,4,1,0,1,2,0,4,1
PT_100104,Bárrio,1430,570,6,32,190,260,19,1,36,8,2,0,9,4,1,1,1
PT_100105,Benedita,6587,2733,48,121,1586,704,108,10,51,10,27,1,31,13,6,10,7
PT_100106,Cela,2897,887,24,36,390,342,23,2,33,9,2,3,9,6,2,4,2
PT_100107,Coz,1735,668,11,33,197,345,21,1,30,7,3,0,11,1,1,4,3
PT_100108,Évora De Alcobaça,3748,1428,32,51,784,461,31,6,37,4,3,3,6,1,5,1,3
PT_100109,Maiorga,1999,791,8,21,162,457,27,1,85,8,4,0,8,5,1,3,1
PT_100110,Pataias,4509,1561,32,61,361,849,75,2,115,20,3,4,15,7,5,4,8
PT_100111,Aljubarrota (Prazeres),2954,1003,20,38,274,507,40,1,86,7,3,0,9,7,3,3,5
PT_100112,São Martinho Do Porto,2304,791,7,28,310,322,43,1,40,5,5,1,11,6,2,5,5
PT_100113,Aljubarrota (São Vicente),1922,571,12,21,386,105,12,1,15,5,1,0,6,1,0,1,5
PT_100114,Turquel,3310,1301,28,59,825,286,39,2,12,3,6,1,16,6,4,4,10
PT_100115,Vestiária,1086,461,11,26,111,251,15,0,37,6,2,0,2,0,0,0,0
PT_100116,Vimeiro,1755,800,13,27,592,115,11,4,13,3,3,1,3,5,6,0,4
PT_100118,Martingança,958,451,9,32,127,215,19,1,23,5,1,2,10,2,2,2,1
PT_100119,Montes,627,329,6,14,114,160,11,1,17,2,0,0,2,1,1,0,0
PT_100201,Almoster,749,284,5,4,195,59,3,1,3,1,3,0,3,2,1,3,1
PT_100202,Alvaiázere,1465,592,12,19,365,152,22,2,7,1,3,1,3,2,2,1,0
PT_100203,Maçãs De Caminho,349,134,6,4,83,29,3,1,1,0,2,0,1,2,0,0,2
PT_100204,Maçãs de Dona Maria,1980,707,13,20,506,116,7,3,7,1,3,2,14,5,1,4,5
PT_100205,Pelmá,997,299,5,5,228,42,3,3,1,2,0,1,1,4,1,1,2
PT_100206,Pussos,1074,340,3,8,242,64,10,0,2,1,1,0,6,1,2,0,0
PT_100207,Rego Da Murta,800,217,8,0,142,57,0,0,3,1,1,0,2,0,2,0,1
PT_100301,Alvorge,1106,459,10,15,257,141,1,2,3,3,2,0,6,4,4,3,8
PT_100302,Ansião,2122,830,11,32,368,344,21,0,25,3,3,0,8,2,0,4,9
PT_100303,Avelar,1873,734,8,35,284,358,14,1,7,3,5,1,11,3,2,1,1
PT_100304,Chão De Couce,2038,786,25,20,445,244,13,3,10,0,2,3,7,6,1,3,4
PT_100305,Lagarteira,521,189,3,6,120,48,3,0,2,0,1,0,3,0,2,0,1
PT_100306,Pousaflores,1135,475,7,22,303,110,8,0,7,4,4,0,4,4,2,0,0
PT_100307,Santiago Da Guarda,2857,1057,14,16,727,233,8,8,13,5,9,1,5,4,3,5,6
PT_100308,Torre De Vale De Todos,469,181,0,4,107,60,4,0,0,0,2,0,3,1,0,0,0
PT_100401,Batalha,5703,2238,59,116,1081,714,86,8,39,14,12,4,59,10,13,7,16
PT_100402,Reguengo Do Fetal,2018,914,19,30,461,306,35,4,8,7,6,1,15,5,3,10,4
PT_100403,São Mamede,2975,1417,55,31,1044,184,28,5,13,3,17,2,14,4,4,5,8
PT_100404,Golpilheira,1433,630,14,21,365,171,16,3,11,3,3,1,12,1,2,3,4
PT_100501,Bombarral,4874,1776,22,60,578,736,104,1,208,16,5,0,16,12,7,11,0
PT_100502,Carvalhal,2566,894,17,27,419,339,14,2,44,7,5,0,5,4,3,8,0
PT_100503,Roliça,2357,856,16,25,396,292,19,2,67,7,1,0,7,9,3,6,6
PT_100504,Vale Covo,1108,360,5,11,182,112,15,1,13,2,4,1,4,1,2,1,6
PT_100505,Pó,798,200,3,1,102,75,1,1,9,2,1,0,1,1,0,2,1
PT_100601,A Dos Francos,1547,406,7,19,194,143,13,0,19,1,2,1,4,1,0,1,1
PT_100602,Alvorninha,2592,820,10,15,484,243,12,1,16,5,3,1,8,8,4,5,5
PT_100603,Caldas da Rainha (Nossa Senhora do Pópulo),11514,4505,42,120,1710,1952,289,4,235,20,11,4,54,29,5,20,10
PT_100604,Carvalhal Benfeito,1186,419,8,9,294,78,5,1,3,1,1,0,8,3,1,2,5
PT_100605,Coto,887,358,5,11,126,170,14,0,13,3,0,0,9,2,2,3,0
PT_100606,Foz Do Arelho,1012,392,10,14,173,145,22,0,11,2,3,1,5,1,2,1,2
PT_100607,Landal,1084,384,7,21,245,82,12,0,3,3,0,1,1,2,1,1,5
PT_100608,Nadadouro,1123,399,2,8,198,126,25,0,21,6,1,0,8,1,0,1,2
PT_100609,Salir De Matos,2112,594,22,18,256,237,19,0,16,3,4,0,6,3,5,2,3
PT_100610,Salir Do Porto,663,292,3,14,102,123,24,1,15,2,0,0,1,1,1,4,1
PT_100611,Santa Catarina,2804,932,20,22,550,215,45,6,27,8,8,0,13,4,2,2,10
PT_100612,São Gregório,795,230,5,4,114,76,4,0,7,4,4,0,4,3,4,0,1
PT_100613,Serra Do Bouro,644,190,1,5,108,54,5,1,7,3,0,3,1,0,0,0,2
PT_100614,Tornada,2478,837,7,20,279,399,54,0,40,8,7,0,6,6,4,2,5
PT_100615,Vidais,1073,420,8,12,234,129,12,1,10,3,1,2,1,2,0,1,4
PT_100616,Caldas da Rainha (Santo Onofre),7943,2776,34,98,798,1337,200,7,201,19,16,2,22,19,8,11,4
PT_100701,Castanheira De Pêra,3249,1197,20,37,307,733,20,5,45,10,1,1,3,7,4,2,2
PT_100702,Coentral,155,92,0,2,62,27,1,0,0,0,0,0,0,0,0,0,0
PT_100801,Aguda,1314,564,9,15,294,208,9,0,8,5,1,1,3,1,3,1,6
PT_100802,Arega,1026,424,9,9,197,187,3,0,3,3,1,1,4,1,1,1,4
PT_100803,Campelo,340,165,0,1,35,121,0,0,4,0,1,0,1,0,0,0,2
PT_100804,Figueiró Dos Vinhos,3252,1508,25,54,645,689,29,1,20,5,3,4,12,5,3,3,10
PT_100805,Bairradas,601,297,9,8,104,162,2,2,2,0,1,0,3,1,0,1,2
PT_100901,Amor,3647,1199,21,47,504,432,72,3,51,8,7,2,17,7,1,15,12
PT_100902,Arrabal,2326,945,8,42,571,210,47,1,15,6,4,1,19,6,3,7,5
PT_100903,Azoia,1933,827,21,30,367,300,44,4,24,7,4,0,10,4,3,4,5
PT_100904,Barosa,1579,618,13,27,259,235,42,2,16,5,4,0,5,4,1,1,4
PT_100905,Barreira,2510,1087,24,34,570,340,49,5,22,11,8,0,11,0,2,8,3
PT_100906,Boa Vista,1451,529,10,16,334,133,12,1,6,3,1,1,4,2,0,2,4
PT_100907,Caranguejeira,4067,1624,35,60,1204,223,27,4,12,6,10,1,22,7,3,6,4
PT_100908,Carvide,2639,869,9,39,384,321,40,3,20,10,9,1,12,9,4,6,2
PT_100909,Coimbrão,1574,568,11,27,232,249,9,3,9,10,4,1,3,3,4,1,2
PT_100910,Colmeias,3268,1067,11,62,671,244,22,3,12,9,7,1,10,5,3,4,3
PT_100911,Cortes,2622,1092,25,77,432,439,46,1,25,3,6,1,17,9,3,4,4
PT_100912,Leiria,11833,4915,44,175,2048,1826,449,7,209,20,16,0,61,20,7,25,8
PT_100913,Maceira,8543,2980,71,137,1132,1225,129,7,137,24,20,8,35,18,6,21,10
PT_100914,Marrazes,14543,5145,72,254,1878,2130,356,5,253,33,19,9,63,29,8,21,15
PT_100915,Milagres,2589,682,14,41,367,197,25,1,8,4,1,1,11,5,1,2,4
PT_100916,Monte Real,2117,787,19,31,317,302,52,0,34,4,2,0,8,6,8,0,4
PT_100917,Monte Redondo,3566,1332,34,51,744,355,28,5,39,9,7,4,22,8,8,8,10
PT_100918,Ortigosa,1477,561,20,23,333,150,9,1,4,0,3,1,9,3,1,0,4
PT_100919,Parceiros,2595,1159,30,62,479,431,72,5,21,21,4,0,19,7,0,7,1
PT_100920,Pousos,5767,2064,36,81,860,818,140,2,53,10,14,1,23,1,5,13,7
PT_100921,Regueira De Pontes,1872,678,18,34,325,219,22,3,25,6,5,0,9,3,1,3,5
PT_100922,Santa Catarina Da Serra,3248,1513,29,48,1180,175,16,4,9,1,8,3,18,6,0,4,12
PT_100923,Santa Eufémia,2029,870,20,40,617,130,17,0,8,0,1,1,11,2,13,1,9
PT_100924,Souto De Carpalhosa,3354,1203,20,46,804,249,25,3,8,5,7,1,11,3,3,5,13
PT_100925,Bajouca,1756,979,24,26,815,66,11,0,3,1,4,1,13,7,3,2,3
PT_100926,Bidoeira De Cima,1798,587,13,23,469,51,2,2,3,4,1,0,9,6,0,1,3
PT_100927,Memória,815,264,1,7,188,43,5,4,0,2,3,1,2,4,3,1,0
PT_100930,Carreira,1071,366,11,19,149,146,11,4,13,4,0,1,2,3,2,1,0
PT_100931,Chainça,699,362,5,11,246,77,6,2,2,1,0,0,7,2,0,0,3
PT_101001,Marinha Grande,23496,9295,127,267,1659,4030,606,8,2203,175,35,22,60,20,17,48,18
PT_101002,Vieira De Leiria,5235,1801,30,71,402,840,131,4,251,32,9,1,7,6,4,9,4
PT_101003,Moita,1184,505,7,6,57,307,25,0,81,6,7,2,1,4,0,0,2
PT_101101,Famalicão,1405,575,10,15,213,274,29,2,18,6,1,1,2,2,1,1,0
PT_101102,Nazaré,8954,2563,16,62,659,1453,151,1,154,16,4,0,23,9,2,8,5
PT_101103,Valado Dos Frades,2609,912,16,28,237,416,70,0,115,9,2,0,6,5,0,7,1
PT_101201,A Dos Negros,1419,491,0,4,145,260,20,3,38,4,0,0,5,4,1,2,5
PT_101202,Amoreira,951,308,2,6,122,143,13,1,11,2,2,2,1,1,1,1,0
PT_101203,Olho Marinho,1106,322,4,8,115,156,10,0,15,5,1,1,4,0,1,2,0
PT_101204,Óbidos (Santa Maria),1495,418,3,14,165,191,15,1,20,3,1,0,2,1,0,0,2
PT_101205,Óbidos (São Pedro),1112,384,5,21,131,170,23,0,19,3,0,1,5,4,0,1,1
PT_101206,Sobral Da Lagoa,431,119,3,1,31,73,2,0,5,1,2,0,0,0,1,0,0
PT_101207,Vau,822,232,2,4,124,86,4,2,2,0,0,0,5,2,1,0,0
PT_101208,Gaeiras,1597,716,21,15,184,400,25,1,41,5,6,1,8,1,0,8,0
PT_101209,Usseira,810,276,2,6,189,66,1,0,4,2,1,0,2,0,0,0,3
PT_101301,Graça,918,378,13,8,252,87,3,1,3,2,0,3,2,2,0,2,0
PT_101302,Pedrógão Grande,2455,926,10,46,499,317,13,5,5,6,4,2,3,1,2,2,11
PT_101303,Vila Facaia,679,350,7,16,195,101,8,2,5,2,3,0,7,1,2,1,0
PT_101401,Peniche (Ajuda),7033,2032,16,49,504,913,110,4,347,38,8,0,14,13,2,9,5
PT_101402,Atouguia Da Baleia,6263,2304,47,84,1018,919,75,7,85,16,4,4,13,10,6,7,9
PT_101403,Peniche (Conceição),3983,1255,13,46,286,644,70,0,159,16,2,2,6,1,2,7,1
PT_101404,Peniche (São Pedro),2172,649,14,16,198,295,23,0,80,9,0,0,5,5,1,3,0
PT_101405,Serra Del-Rei,1204,445,8,22,103,196,13,0,72,19,3,2,2,3,1,1,0
PT_101406,Ferrel,2066,497,5,17,122,279,23,1,29,6,7,1,3,0,1,1,2
PT_101501,Abiul,2990,668,13,5,483,120,13,5,8,3,1,0,8,1,1,2,5
PT_101502,Albergaria Dos Doze,1648,567,8,25,297,192,21,1,3,0,0,1,5,3,2,4,5
PT_101503,Almagreira,2813,661,12,13,400,189,13,3,3,5,4,0,9,5,1,1,3
PT_101504,Carnide,1532,423,4,9,336,41,4,0,2,0,3,1,11,0,4,2,6
PT_101505,Carriço,3084,914,30,35,442,341,24,1,11,5,1,2,11,5,1,3,2
PT_101506,Louriçal,4111,1213,26,48,620,390,39,2,31,6,11,1,14,8,3,3,11
PT_101507,Mata Mourisca,1646,391,7,15,261,70,13,3,6,0,4,2,5,2,2,0,1
PT_101508,Pelariga,1924,511,1,14,241,211,10,0,12,6,1,0,10,0,1,1,3
PT_101509,Pombal,11868,3572,36,135,1507,1442,195,11,110,22,18,1,39,13,8,20,15
PT_101510,Redinha,2117,465,14,8,205,205,7,0,6,1,5,1,5,2,1,3,2
PT_101511,Santiago De Litém,2064,584,12,27,225,232,25,0,13,10,6,3,16,2,1,7,5
PT_101512,São Simão De Litém,1444,477,9,15,283,128,18,4,1,1,1,2,3,2,1,6,3
PT_101513,Vermoil,2392,706,8,26,429,190,13,2,13,4,4,0,2,4,4,3,4
PT_101514,Vila Cã,1530,353,6,7,208,106,9,1,3,0,1,1,3,1,3,3,1
PT_101515,Meirinhas,1362,505,7,9,389,66,7,3,2,3,3,0,10,0,2,1,3
PT_101516,Guia,2371,848,13,49,419,297,26,0,7,5,8,1,8,7,3,3,2
PT_101517,Ilha,1443,649,8,16,511,75,13,1,2,0,3,1,6,5,1,2,5
PT_101601,Alcaria,283,155,2,10,104,16,9,0,3,0,0,0,6,1,3,1,0
PT_101602,Alqueidão Da Serra,1601,736,20,32,319,287,29,2,19,2,2,0,11,1,2,7,3
PT_101603,Alvados,509,248,3,5,193,29,5,2,0,0,3,0,0,2,1,4,1
PT_101604,Arrimal,636,280,4,16,187,51,2,1,5,0,4,1,4,1,2,2,0
PT_101605,Calvaria De Cima,1701,606,13,23,223,266,21,3,21,7,1,2,17,3,4,2,0
PT_101606,Juncal,2627,987,29,40,451,319,41,2,34,15,10,2,19,5,1,10,9
PT_101607,Mendiga,759,318,1,7,167,119,6,2,5,0,1,1,3,2,3,1,0
PT_101608,Mira De Aire,3312,1281,25,55,473,582,46,3,41,8,5,5,18,3,2,11,4
PT_101609,Pedreiras,2058,748,15,48,390,233,18,0,12,1,4,0,9,6,5,3,4
PT_101610,São Bento,817,292,6,10,232,25,3,1,4,2,1,0,4,1,2,0,1
PT_101611,Porto De Mós (São João Baptista),1926,788,15,32,337,318,37,1,18,7,2,1,7,3,3,1,6
PT_101612,Porto De Mós (São Pedro),2445,949,17,35,414,381,36,2,25,6,4,0,22,2,2,1,2
PT_101613,Serro Ventoso,902,371,6,20,223,95,9,2,5,1,1,0,2,1,2,2,2
PT_110101,Abrigada,2730,1089,4,20,197,505,36,2,279,30,2,1,6,1,1,4,1
PT_110102,Aldeia Galega Da Merceana,1535,651,9,14,150,308,16,0,132,11,2,0,4,2,0,1,2
PT_110103,Aldeia Gavinha,1016,424,1,5,94,235,13,2,54,10,1,1,1,1,1,2,3
PT_110104,Cabanas De Torres,934,429,7,14,74,273,6,1,36,2,2,2,3,2,3,3,1
PT_110105,Cadafais,1301,505,4,7,96,271,22,0,85,6,2,1,3,1,1,3,3
PT_110106,Carnota,1486,591,9,14,94,335,25,1,82,9,4,0,8,4,2,2,2
PT_110107,Meca,1518,613,8,12,105,329,9,1,114,12,3,2,6,0,6,2,4
PT_110108,Olhalvo,1721,738,3,15,199,380,12,0,99,14,7,0,2,1,2,3,1
PT_110109,Ota,995,403,4,6,115,177,13,1,67,11,2,0,4,2,0,0,1
PT_110110,Pereiro De Palhacana,498,199,3,7,29,116,2,0,32,4,0,0,3,1,0,0,2
PT_110111,Alenquer (Santo Estêvão),4056,1621,15,44,363,816,96,0,212,23,8,1,23,9,6,2,3
PT_110112,Alenquer (Triana),2885,1227,10,24,274,564,52,2,237,27,7,1,13,5,4,2,5
PT_110113,Ventosa,2032,991,17,20,259,578,17,1,57,12,4,0,7,3,4,8,4
PT_110114,Vila Verde Dos Francos,1125,419,17,12,98,242,16,1,18,4,3,0,1,2,0,2,3
PT_110115,Carregado,6491,2221,27,69,477,1015,170,7,342,45,11,1,14,13,8,14,8
PT_110116,Ribafria,915,359,7,1,70,216,4,0,46,8,0,0,4,1,0,1,1
PT_110201,Arranhó,1993,756,9,14,292,362,17,0,43,5,5,0,3,1,0,5,0
PT_110202,Arruda Dos Vinhos,4490,1836,18,59,469,857,98,4,238,30,2,4,26,10,4,9,8
PT_110203,Cardosas,597,202,3,4,47,91,7,0,42,2,0,0,4,1,0,1,0
PT_110204,São Tiago dos Velhos,1036,347,6,10,65,209,10,0,33,5,1,1,1,4,0,1,1
PT_110301,Alcoentre,2473,965,17,25,205,550,33,0,86,15,2,1,10,11,4,3,3
PT_110302,Aveiras De Baixo,1153,533,6,21,89,296,23,0,78,6,1,0,7,4,0,2,0
PT_110303,Aveiras De Cima,3802,1231,15,30,180,707,68,2,178,27,5,1,4,4,2,6,2
PT_110304,Azambuja,5414,2225,29,62,468,1106,146,2,321,26,10,3,16,11,4,15,6
PT_110305,Manique Do Intendente,1260,601,7,12,114,300,32,0,118,11,0,1,0,3,2,0,1
PT_110306,Vale Do Paraíso,906,422,7,7,68,216,34,1,68,11,0,0,3,1,1,2,3
PT_110307,Vila Nova Da Rainha,653,309,4,7,42,191,11,0,43,6,1,0,2,1,0,0,1
PT_110308,Vila Nova De São Pedro,655,346,5,16,61,181,5,1,52,15,3,0,0,0,1,2,4
PT_110309,Maçussa,441,191,1,3,50,78,2,0,50,4,1,0,2,0,0,0,0
PT_110401,Alguber,752,316,2,3,93,184,4,0,21,2,0,2,2,1,0,1,1
PT_110402,Cadaval,1995,758,8,20,271,324,32,2,62,4,6,2,13,6,0,4,4
PT_110403,Cercal,477,210,1,5,45,141,7,1,4,2,2,0,0,2,0,0,0
PT_110404,Figueiros,654,258,7,5,113,121,3,0,5,0,0,0,1,0,0,2,1
PT_110405,Lamas,2630,1017,23,24,304,564,26,4,32,14,7,1,4,5,4,2,3
PT_110406,Painho,1277,368,3,10,128,170,11,0,26,6,0,1,4,2,2,4,1
PT_110407,Peral,913,300,5,6,138,110,7,1,26,0,0,0,4,0,1,1,1
PT_110408,Pêro Moniz,562,194,3,4,77,88,8,1,6,2,3,0,0,1,0,1,0
PT_110409,Vermelha,1268,518,8,13,226,228,12,1,16,1,1,0,2,2,5,0,3
PT_110410,Vilar,1581,655,13,30,327,215,18,0,18,3,6,1,11,0,4,6,3
PT_110501,Alcabideche,26275,9263,107,261,3064,4053,546,14,782,130,30,20,95,55,24,50,32
PT_110502,Carcavelos,16180,7331,79,210,2795,2629,778,5,579,31,24,4,77,51,18,34,17
PT_110503,Cascais,29527,10389,116,231,5110,3224,678,9,582,63,37,5,123,77,46,70,18
PT_110504,Estoril,22655,9031,91,246,4185,2876,771,8,514,34,28,2,118,72,24,47,15
PT_110505,Parede,17580,7670,71,206,3149,2683,680,9,577,48,21,5,87,54,31,37,12
PT_110506,São Domingos De Rana,33711,13276,153,368,3429,6093,927,11,1751,148,52,14,109,69,39,81,32
PT_110601,Ajuda,17251,7196,103,140,1511,3440,525,3,1226,80,24,5,53,39,13,26,8
PT_110602,Alcântara,15449,6470,79,127,1779,2780,583,8,883,62,27,8,54,29,6,34,11
PT_110603,Alto Do Pina,10620,4000,48,124,1679,1372,354,5,252,18,9,0,65,29,16,22,7
PT_110604,Alvalade,9930,4879,32,136,2394,1435,451,1,268,10,12,1,57,30,15,28,9
PT_110605,Ameixoeira,9336,3854,59,79,1005,1808,302,5,443,42,16,6,28,21,18,17,5
PT_110606,Anjos,10068,4177,53,104,1532,1564,406,4,340,37,13,4,55,26,11,18,10
PT_110607,Beato,13091,5513,74,114,1390,2512,381,6,808,99,21,6,31,31,17,18,5
PT_110608,Benfica,38928,17408,180,441,5637,7427,1563,9,1606,112,44,11,165,72,30,88,23
PT_110609,Campo Grande,10139,4479,36,92,1700,1692,403,1,406,26,9,2,44,22,9,28,9
PT_110610,Campolide,15709,6087,75,101,1743,2794,494,12,628,65,15,4,57,39,14,35,11
PT_110611,Carnide,13908,6141,88,198,1675,2746,517,7,622,64,28,6,73,31,19,48,19
PT_110612,Castelo,569,234,5,10,46,110,11,0,44,5,0,0,0,1,0,2,0
PT_110613,Charneca,6388,2177,34,69,437,1131,105,9,285,35,16,2,20,10,4,9,11
PT_110614,Coração De Jesus,5178,2043,19,49,763,776,187,1,161,8,5,0,26,19,8,18,3
PT_110615,Encarnação,3564,1382,21,36,389,601,134,1,131,16,6,5,15,9,4,8,6
PT_110616,Graça,6515,2757,38,63,796,1211,241,1,296,27,8,6,24,17,6,18,5
PT_110617,Lapa,10150,4200,39,100,2022,1287,350,5,240,25,12,2,50,26,16,22,4
PT_110618,Lumiar,29645,12937,150,389,4719,5082,1291,10,848,82,22,11,144,63,23,86,17
PT_110619,Madalena,428,173,1,2,61,56,22,0,27,0,1,0,1,1,0,1,0
PT_110620,Mártires,381,150,6,5,59,58,13,0,6,0,0,0,1,0,0,2,0
PT_110621,Marvila,35773,12029,174,212,2033,6689,606,17,1741,197,65,21,109,53,37,44,31
PT_110622,Mercês,5077,2248,25,42,665,990,211,3,236,21,6,2,23,9,5,8,2
PT_110623,Nossa Senhora De Fátima,16726,7745,74,204,3425,2600,656,7,475,36,14,5,115,57,16,40,21
PT_110624,Pena,5316,2164,33,39,684,925,191,4,190,24,7,2,20,19,10,9,7
PT_110625,Penha De França,13500,5787,74,122,1768,2587,498,3,505,47,19,3,70,30,17,33,11
PT_110626,Prazeres,9234,3011,36,66,956,1252,220,3,361,37,4,1,45,11,0,17,2
PT_110627,Sacramento,1005,437,9,9,130,171,51,1,46,2,2,0,4,5,2,4,1
PT_110628,Santa Catarina,4409,1794,26,51,492,794,184,1,157,20,7,1,24,13,9,6,9
PT_110629,Santa Engrácia,5583,2344,35,45,698,1070,165,0,227,33,10,2,20,18,6,9,6
PT_110630,Santa Isabel,7352,3398,30,70,1377,1213,291,1,284,27,8,4,31,24,9,21,8
PT_110631,Santa Justa,858,276,9,4,77,111,29,1,31,3,3,0,4,2,0,2,0
PT_110632,Santa Maria De Belém,9705,4169,43,83,1542,1635,369,3,321,25,10,2,54,44,8,22,8
PT_110633,Olivais,44509,20004,204,402,5460,9409,1519,13,2208,217,87,11,171,84,60,119,40
PT_110634,Santiago,1023,424,3,2,121,192,28,0,60,4,0,0,5,4,1,3,1
PT_110635,Santo Condestável,17921,7624,99,160,2495,3123,704,2,774,57,28,3,79,39,17,31,13
PT_110636,Santo Estêvão,2465,1010,23,24,183,438,94,1,201,18,3,1,5,5,7,6,1
PT_110637,Santos-o-Velho,4658,1898,23,31,597,804,147,2,218,25,7,4,22,8,2,5,3
PT_110638,São Cristóvão E São Lourenço,1627,640,12,23,162,300,40,1,80,8,2,0,4,4,0,2,2
PT_110639,São Domingos De Benfica,29475,14012,102,378,5470,5169,1393,11,994,63,35,4,181,75,31,87,19
PT_110640,São Francisco Xavier,7128,3625,33,111,1801,995,333,1,203,7,11,1,57,31,10,26,5
PT_110641,São João,16845,6543,65,131,1897,2990,511,6,694,62,14,7,60,35,16,37,18
PT_110642,São João De Brito,13815,6270,67,148,3054,1876,537,2,374,12,13,1,79,37,31,29,10
PT_110643,São João De Deus,11964,5505,52,145,2726,1645,472,2,278,7,10,2,64,38,19,34,11
PT_110644,São Jorge De Arroios,20198,8077,74,202,3108,2969,817,3,680,25,22,4,67,43,18,29,16
PT_110645,São José,3656,1368,25,22,426,591,107,1,145,11,7,0,13,8,3,8,1
PT_110646,São Mamede,5899,2720,28,73,1231,895,247,1,142,5,8,1,40,14,5,24,6
PT_110647,São Miguel,1874,710,9,6,104,367,40,2,151,9,1,1,4,5,2,3,6
PT_110648,São Nicolau,1255,494,9,20,139,208,58,0,44,1,1,0,9,2,0,3,0
PT_110649,São Paulo,3520,1215,19,30,309,573,86,5,149,13,1,0,15,3,1,9,2
PT_110650,São Sebastião Da Pedreira,7264,3388,25,101,1684,973,320,3,152,15,7,3,44,17,10,29,5
PT_110651,São Vicente De Fora,4131,1704,14,37,385,817,123,4,248,29,7,3,14,11,1,8,3
PT_110652,Sé,1307,527,12,18,153,223,43,0,55,10,1,0,6,0,3,3,0
PT_110653,Socorro,3397,1203,23,23,316,556,70,3,147,14,10,0,9,10,6,5,11
PT_110701,Apelação,4147,1496,26,21,236,711,69,1,354,33,10,0,11,10,6,5,3
PT_110702,Bucelas,4129,1669,21,32,230,852,73,1,354,43,6,2,30,7,5,11,2
PT_110703,Camarate,16137,6574,127,154,1263,3140,277,7,1259,128,38,14,56,33,21,38,19
PT_110705,Fanhões,2190,954,11,20,184,446,42,1,203,17,4,3,6,8,1,5,3
PT_110706,Frielas,1528,716,11,17,135,391,37,1,95,9,7,1,4,2,0,3,3
PT_110707,Loures,20379,8600,146,245,2285,3810,562,9,1180,85,47,5,72,47,32,48,27
PT_110708,Lousa,2736,938,11,29,207,414,42,2,186,21,6,0,9,3,4,2,2
PT_110709,Moscavide,11648,5354,72,94,1004,2842,303,5,840,61,19,7,33,22,11,23,18
PT_110712,Sacavém,12918,6174,78,122,1113,2860,421,7,1354,74,22,7,43,22,18,20,13
PT_110713,Santa Iria De Azoia,13925,6552,84,159,915,3085,367,6,1662,102,26,4,53,21,19,30,19
PT_110714,Santo Antão Do Tojal,3547,1519,25,43,260,708,67,1,345,36,10,1,4,5,6,2,6
PT_110715,São João Da Talha,13498,6026,130,180,1074,2965,313,6,1098,95,39,5,51,18,15,26,11
PT_110716,São Julião Do Tojal,2561,1255,15,26,156,567,61,2,362,26,6,3,12,6,5,3,5
PT_110717,Unhos,7278,2991,57,73,506,1531,109,2,541,81,24,2,27,14,6,9,9
PT_110719,Portela,12913,6197,67,250,2591,2143,545,7,372,23,18,4,81,25,12,47,12
PT_110722,Bobadela,7266,3445,55,86,589,1809,241,2,548,37,14,2,22,10,3,18,9
PT_110723,Prior Velho,4690,2045,38,55,380,952,142,2,386,27,11,1,16,7,8,12,8
PT_110724,Santo António Dos Cavaleiros,17901,7034,81,220,1790,3053,711,6,865,62,29,9,69,45,32,46,16
PT_110801,Lourinhã,7456,2839,51,90,1188,1182,131,6,93,18,13,3,32,10,3,14,5
PT_110802,Miragaia,1513,635,4,20,311,248,11,2,9,8,5,1,5,5,4,1,1
PT_110803,Moita Dos Ferreiros,1578,516,8,7,363,111,7,1,6,2,1,0,4,2,1,2,1
PT_110804,Moledo,379,147,9,1,83,30,3,1,7,3,4,1,2,0,1,2,0
PT_110805,Reguengo Grande,1354,445,15,25,143,184,13,1,40,9,3,2,6,2,1,0,1
PT_110806,Santa Bárbara,1217,435,8,16,256,120,15,3,5,5,2,0,1,0,1,2,1
PT_110807,São Bartolomeu Dos Galegos,903,350,9,8,133,174,3,0,6,0,2,1,2,3,2,2,5
PT_110808,Vimeiro,1051,487,5,44,224,178,8,3,7,1,2,1,8,1,1,3,1
PT_110809,Marteleira,1441,479,7,10,220,190,18,0,12,3,5,0,10,0,1,1,2
PT_110810,Ribamar,1636,546,12,13,316,167,8,2,8,3,4,2,3,0,3,5,0
PT_110811,Atalaia,1336,457,13,11,206,192,12,1,3,3,1,1,6,5,1,0,2
PT_110901,Azueira,2309,831,13,28,231,461,32,2,33,8,4,1,5,5,1,5,2
PT_110902,Carvoeira,963,407,8,12,139,178,28,0,31,4,0,0,2,2,1,2,0
PT_110903,Cheleiros,965,404,4,17,181,166,4,2,15,0,0,0,7,1,4,1,2
