gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD.CDS-PP.PPM,CH,IL,BE,PCP-PEV,L,ADN,PAN,Volt,E,ND,RIR,MAS,MPT,NC,PTP
PT_040121,"Agrobom, Saldonha e Vale Pereiro",315,170,2,3,60,64,22,6,0,2,1,10,0,0,0,0,0,0,0,0,0
PT_040120,Vilares De Vilariça,230,74,0,0,33,28,2,4,2,1,0,2,0,1,0,1,0,0,0,0,0
PT_040119,Vilarelhos,266,138,1,5,72,43,7,3,2,0,1,2,0,0,2,0,0,0,0,0,0
PT_040118,Vilar Chão,267,122,1,5,33,53,15,3,2,2,1,5,0,0,0,1,0,0,1,0,0
PT_040111,Sambade,472,228,2,0,79,88,25,18,0,6,1,1,6,0,0,0,1,0,0,1,0
PT_040103,Cerejais,188,112,1,6,42,46,4,3,1,1,3,2,1,0,0,1,0,0,0,1,0
PT_040102,Alfândega Da Fé,1969,1157,9,16,444,416,118,51,27,23,24,13,10,0,1,3,0,1,1,0,0
PT_031409,Tagilde e Vizela (São Paio),2971,1100,7,8,474,282,113,89,37,21,18,16,15,3,2,6,3,3,2,0,1
PT_031408,Caldas de Vizela (São Miguel e São João),10195,4253,22,45,1967,1020,281,390,187,90,137,44,34,4,8,3,7,6,2,1,5
PT_031406,Vizela (Santo Adrião),2144,757,10,3,312,238,45,56,28,8,20,21,9,3,2,0,0,1,0,0,1
PT_031404,Infias,1650,723,0,6,300,192,69,65,25,11,27,13,4,3,3,1,0,0,2,2,0
PT_031401,Santa Eulália,4827,1622,9,18,813,375,122,123,65,27,30,19,2,2,4,4,4,2,0,3,0
PT_031370,Vila Verde e Barbudo,6749,2393,20,35,702,898,232,233,90,32,58,47,24,5,3,3,5,0,3,2,1
PT_031369,Vade,1637,718,8,10,172,368,55,40,16,8,8,20,5,1,2,3,1,1,0,0,0
PT_031368,"Valbom (São Pedro), Passô e Valbom (São Martinho)",582,243,0,6,47,122,28,15,5,6,3,6,2,0,0,0,1,2,0,0,0
PT_031367,"Sande, Vilarinho, Barros e Gomide",1273,576,6,6,127,294,45,43,8,4,14,16,7,0,0,3,0,1,1,0,1
PT_031366,"Pico de Regalados, Gondiães e Mós",1413,703,8,11,205,316,54,46,13,12,11,13,4,1,7,0,1,0,0,1,0
PT_031365,Oriz (Santa Marinha) e Oriz (São Miguel),531,269,0,6,41,162,20,13,5,2,1,12,5,1,1,0,0,0,0,0,0
PT_031364,Marrancos e Arcozelo,855,415,2,7,69,213,46,24,9,4,13,17,4,1,2,2,0,2,0,0,0
PT_031363,"Esqueiros, Nevogilde e Travassós",892,398,5,11,100,189,38,26,4,7,9,7,0,1,0,0,0,0,1,0,0
PT_031362,Escariz (São Mamede) e Escariz (São Martinho),725,318,2,5,65,175,23,19,10,0,6,10,3,0,0,0,0,0,0,0,0
PT_031361,Carreiras (São Miguel) e Carreiras (Santiago),887,343,0,8,86,167,44,13,1,3,3,6,8,0,0,0,2,1,0,1,0
PT_031360,Ribeira do Neiva,3433,1401,14,26,210,737,165,98,30,9,20,59,5,4,6,6,2,5,0,2,3
PT_031359,Aboim da Nóbrega e Gondomar,918,383,3,7,93,176,52,28,2,4,4,9,1,0,2,0,0,1,0,1,0
PT_031355,Valdreu,474,126,0,2,42,51,15,6,1,1,3,4,1,0,0,0,0,0,0,0,0
PT_031354,Turiz,1766,681,3,11,173,278,89,58,17,14,13,15,4,1,0,0,2,1,0,2,0
PT_031352,Soutelo,2049,927,5,8,323,303,109,101,20,14,22,12,1,2,0,6,0,0,0,1,0
PT_031350,Prado (São Miguel),650,236,2,6,50,125,20,13,6,1,1,10,0,0,0,0,2,0,0,0,0
PT_031342,Vila De Prado,4257,1697,18,22,492,568,201,180,63,32,54,28,20,1,2,7,2,3,0,1,3
PT_031340,Sabariz,448,196,0,4,52,86,26,9,6,0,1,8,1,1,0,0,0,0,2,0,0
PT_031337,Ponte,471,182,3,4,35,90,25,7,4,2,4,4,3,0,0,0,0,1,0,0,0
PT_031335,Pico,505,240,4,4,57,115,17,25,3,0,3,6,3,2,0,0,0,0,1,0,0
PT_031331,Parada De Gatim,727,253,3,1,74,102,41,11,2,2,2,7,0,1,1,2,0,2,1,0,1
PT_031330,Oleiros,1217,436,3,6,116,172,51,43,6,10,9,12,3,1,0,0,2,0,0,1,1
PT_031328,Moure,1399,506,3,8,124,261,39,37,4,2,5,11,3,1,0,1,2,1,0,2,2
PT_031325,Loureira,1076,415,4,8,141,126,51,46,7,2,6,14,4,0,0,1,3,1,1,0,0
PT_031324,Lanhas,583,265,3,8,89,95,27,20,7,5,4,5,0,0,0,0,1,1,0,0,0
PT_031323,Lage,2752,1001,3,12,239,403,118,116,25,17,28,29,3,0,1,1,3,1,2,0,0
PT_031317,Geme,460,200,3,5,42,99,15,18,4,1,3,4,3,0,1,0,1,0,0,1,0
PT_031316,Freiriz,1005,325,2,8,61,165,37,22,6,2,5,10,2,1,0,0,0,1,1,1,1
PT_031313,Dossãos,424,214,3,5,42,121,21,7,5,1,5,2,1,1,0,0,0,0,0,0,0
PT_031311,Coucieiro,515,234,0,4,60,104,20,21,8,2,6,4,1,0,0,3,0,0,1,0,0
PT_031309,Cervães,1848,693,6,8,158,333,83,61,9,4,14,11,3,1,0,0,2,0,0,0,0
PT_031308,Cabanelas,1827,639,2,10,220,242,75,36,15,7,10,10,5,1,2,1,0,2,0,0,1
PT_031304,Atiães,481,245,4,7,45,138,18,11,3,3,2,9,2,0,0,0,0,1,0,1,1
PT_031260,Vila Nova de Famalicão e Calendário,18598,8161,37,84,2508,3143,570,829,267,159,271,122,101,14,12,11,6,7,11,4,5
PT_031259,"Vale (São Cosme), Telhado e Portela",4854,2223,11,40,623,968,209,146,53,33,44,54,19,2,1,5,3,4,3,3,2
PT_031258,Seide,1414,737,9,5,225,331,33,61,18,9,13,20,6,1,2,2,2,0,0,0,0
PT_031257,Ruivães e Novais,2725,1208,10,17,522,349,87,92,44,27,16,11,20,2,1,3,1,4,0,0,2
PT_031256,"Lemenhe, Mouquim e Jesufrei",2836,1380,10,18,439,593,92,118,25,11,20,24,13,5,3,3,1,1,1,1,2
PT_031255,"Gondifelos, Cavalões e Outiz",4685,1897,9,15,486,884,199,116,52,22,33,40,16,7,1,5,3,6,1,1,1
PT_031254,Esmeriz e Cabeçudos,3306,1470,12,21,445,663,106,112,21,11,28,23,8,9,3,2,3,1,0,1,1
PT_031253,Carreira e Bente,2277,935,6,10,398,313,60,45,37,27,17,9,6,0,5,1,0,1,0,0,0
PT_031252,Avidos e Lagoa,2301,1067,7,9,379,422,80,79,21,11,21,20,13,0,0,3,0,1,1,0,0
PT_031251,Arnoso (Santa Maria e Santa Eulália) e Sezures,3215,1441,11,19,501,545,139,84,36,25,25,24,13,3,3,4,3,2,1,0,3
PT_031250,Antas e Abade de Vermoim,6600,3133,12,26,869,1333,219,325,88,64,106,40,23,7,2,4,3,3,1,4,4
PT_031249,Vilarinho Das Cambas,1173,577,3,5,160,280,43,37,12,8,12,7,2,1,1,0,1,1,0,3,1
PT_031247,Vermoim,2704,1212,5,22,459,404,92,100,36,21,25,24,15,2,0,1,1,2,0,0,3
PT_031242,Oliveira (São Mateus),2244,921,11,12,384,271,49,61,39,51,19,7,9,1,1,0,1,2,1,1,1
PT_031241,Vale (São Martinho),1846,889,13,9,278,370,73,82,24,3,16,13,1,1,1,2,0,0,1,0,2
PT_031239,Oliveira (Santa Maria),3161,1378,8,14,562,440,88,86,51,46,32,23,12,2,1,5,2,0,0,3,3
PT_031235,Ribeirão,8129,3293,19,37,931,1414,357,238,71,33,57,74,26,9,4,14,1,1,1,5,1
PT_031234,Riba De Ave,3085,1402,10,20,599,411,60,107,52,76,32,18,8,0,2,2,1,2,0,1,1
PT_031233,Requião,2819,1263,4,13,396,539,86,81,47,18,29,26,15,1,1,5,0,1,1,0,0
PT_031232,Pousada De Saramagos,2047,980,1,11,413,309,74,66,29,21,21,15,11,1,1,3,2,0,1,0,1
PT_031230,Pedome,1879,775,6,7,342,220,57,35,28,33,18,11,8,3,0,1,1,1,3,1,0
PT_031227,Nine,2803,994,8,19,351,360,74,89,17,12,17,23,13,1,2,4,0,2,0,2,0
PT_031225,Mogege,1772,782,5,8,267,295,51,64,21,16,21,16,10,1,1,1,3,0,0,1,1
PT_031224,Lousado,3499,1536,4,27,585,515,137,116,40,27,29,22,24,1,1,1,1,1,1,2,2
PT_031223,Louro,2008,1022,6,15,387,398,56,65,21,22,16,20,8,0,4,2,1,1,0,0,0
PT_031221,Landim,2605,955,5,15,364,338,77,55,32,13,11,21,13,1,3,2,2,2,0,1,0
PT_031219,Joane,7108,3299,23,55,1173,1187,226,265,109,68,83,43,40,4,1,5,6,5,2,1,3
PT_031216,Gavião,3459,1631,14,21,487,698,112,137,44,23,43,22,13,4,6,3,0,4,0,0,0
PT_031215,Fradelos,3523,1328,4,24,400,583,124,89,21,12,27,26,6,4,1,2,4,0,0,1,0
PT_031213,Delães,3593,1545,10,22,737,394,102,76,65,47,25,19,18,3,7,4,2,7,2,2,3
PT_031212,Cruz,1512,816,2,8,263,355,48,73,15,9,25,8,4,0,1,1,1,1,1,0,1
PT_031210,Castelões,1794,804,4,10,350,238,54,70,25,9,17,7,12,0,2,3,1,1,0,0,1
PT_031206,Brufe,2014,1001,3,11,348,397,73,73,27,23,14,15,9,2,1,1,1,1,1,1,0
PT_031204,Bairro,3060,1275,6,24,425,499,99,92,34,22,26,21,10,4,5,3,0,1,2,1,1
PT_031126,Ventosa e Cova,613,283,4,5,87,109,28,21,5,7,7,5,1,0,1,0,2,0,0,0,1
PT_031125,Ruivães e Campos,753,464,4,3,168,201,32,17,9,5,8,8,2,1,0,1,2,1,1,1,0
PT_031124,Caniçada e Soengas,555,306,1,6,79,145,35,18,5,1,7,5,2,1,0,1,0,0,0,0,0
PT_031123,Anjos e Vilar do Chão,558,301,0,7,91,137,33,10,8,2,8,4,0,0,0,1,0,0,0,0,0
PT_031122,Anissó e Soutelo,367,192,2,2,55,89,12,17,6,1,2,4,1,0,0,0,0,0,0,1,0
PT_031120,Vieira Do Minho,2296,1078,6,11,371,417,72,91,35,23,17,16,11,1,1,2,0,0,3,1,0
PT_031118,Tabuaças,877,362,0,4,111,165,31,23,10,5,4,5,3,0,0,0,0,1,0,0,0
PT_031115,Salamonde,368,188,1,1,83,65,10,8,4,4,5,3,3,0,0,0,1,0,0,0,0
PT_031113,Rossas,1600,558,1,4,206,262,30,16,8,6,12,9,0,1,0,3,0,0,0,0,0
PT_031112,Pinheiro,396,177,3,5,51,79,15,7,3,0,3,2,5,1,1,0,0,1,0,1,0
PT_031111,Parada de Bouro,437,259,1,4,75,119,22,17,4,5,5,2,1,0,0,2,1,0,1,0,0
PT_031110,Mosteiro,662,318,2,2,97,148,21,22,11,2,6,4,3,0,0,0,0,0,0,0,0
PT_031109,Louredo,420,200,2,2,53,92,18,13,3,2,8,3,0,0,1,0,2,0,1,0,0
PT_031108,Guilhofrei,943,344,4,3,82,170,43,16,3,3,5,9,3,0,0,1,0,0,0,2,0
PT_031107,Eira Vedra,636,324,1,5,137,123,20,17,4,5,4,6,0,0,0,1,0,0,0,0,1
PT_031105,Cantelães,672,295,0,3,106,102,32,13,10,13,3,7,1,3,0,0,0,0,1,0,1
PT_031020,Cibões e Brufe,324,143,1,1,26,82,16,8,3,2,1,0,0,0,1,0,1,0,0,0,1
PT_031019,Chorense e Monte,515,233,1,2,46,123,24,16,5,2,5,2,1,0,2,0,3,1,0,0,0
PT_031018,Chamoim e Vilar,389,183,3,3,57,71,18,7,5,3,7,4,0,2,0,2,1,0,0,0,0
PT_031017,Vilar Da Veiga,1081,954,3,19,287,318,85,97,43,35,39,8,15,1,2,2,0,0,0,0,0
PT_031015,Valdosende,542,260,0,5,89,92,24,13,3,16,8,6,1,1,1,1,0,0,0,0,0
PT_031014,Souto,473,249,1,2,64,103,30,17,8,7,6,9,0,0,0,1,0,1,0,0,0
PT_031013,Rio Caldo,786,383,3,9,104,168,42,28,5,3,9,8,1,3,0,0,0,0,0,0,0
PT_031012,Ribeira,215,91,0,3,12,50,10,2,5,4,3,0,1,0,0,0,1,0,0,0,0
PT_031010,Moimenta,734,423,1,8,146,173,30,29,8,4,12,8,0,0,1,2,0,0,0,0,1
PT_031009,Gondoriz,284,129,1,0,50,47,10,7,1,1,7,3,0,0,0,0,2,0,0,0,0
PT_031008,Covide,301,150,1,0,36,59,29,2,7,6,1,4,0,0,4,0,0,0,0,0,1
PT_031004,Carvalheira,320,197,3,2,57,81,24,12,4,4,2,3,2,0,0,1,1,0,1,0,0
PT_031003,Campo Do Gerês,169,189,1,4,53,55,12,24,10,13,13,1,1,0,0,0,0,1,1,0,0
PT_031001,Balança,310,154,0,7,39,72,11,9,5,2,3,5,1,0,0,0,0,0,0,0,0
PT_030935,"Verim, Friande e Ajude",673,284,5,2,107,107,26,7,2,3,9,7,4,0,3,0,0,0,1,0,1
PT_030934,Fonte Arcada e Oliveira,1644,627,3,4,199,282,50,49,8,8,12,7,1,0,2,1,0,1,0,0,0
PT_030933,Esperança e Brunhais,635,268,1,2,115,107,20,10,3,1,1,3,4,0,0,0,0,0,0,1,0
PT_030932,Campos e Louredo,1456,652,2,17,243,243,58,25,13,10,7,18,8,0,1,2,0,2,0,0,3
PT_030931,Calvos e Frades,740,344,1,2,142,130,28,18,2,2,5,9,1,0,0,1,0,1,0,1,1
PT_030930,Águas Santas e Moure,601,314,1,2,143,78,41,14,6,9,8,3,4,1,1,0,0,2,0,1,0
PT_030929,Vilela,628,299,1,3,88,144,24,19,3,1,5,6,3,0,0,1,0,0,0,0,1
PT_030927,Travassos,637,335,0,1,110,161,16,27,4,0,7,6,0,0,1,1,0,1,0,0,0
PT_030926,Taíde,1794,587,4,13,221,217,42,38,10,4,17,12,3,1,0,2,1,0,1,0,1
PT_030925,Sobradelo Da Goma,726,235,3,2,69,118,15,5,1,3,4,8,2,0,0,1,3,0,0,0,1
PT_030924,Serzedelo,728,258,1,1,69,127,24,13,6,1,4,6,2,2,0,1,0,0,0,1,0
PT_030923,São João De Rei,404,210,3,5,93,58,22,9,5,3,5,5,1,0,0,1,0,0,0,0,0
PT_030922,Santo Emilião,875,390,3,8,145,149,29,24,6,3,10,7,0,0,0,2,3,0,1,0,0
PT_030921,Rendufinho,658,264,0,0,73,126,28,17,3,4,6,2,1,0,0,2,0,1,0,0,1
PT_030919,Póvoa De Lanhoso (Nossa Senhora Do Amparo),5265,2091,10,25,815,724,139,143,63,31,68,39,13,4,5,1,2,2,4,1,2
PT_030917,Monsul,714,366,0,6,129,163,23,23,4,1,1,7,2,1,3,0,1,0,1,0,1
PT_030915,Lanhoso,740,364,4,2,103,165,37,20,13,3,4,8,0,0,2,1,1,1,0,0,0
PT_030914,Geraz Do Minho,540,302,3,4,143,97,18,18,8,2,4,2,1,0,1,0,0,0,0,0,1
PT_030913,Garfe,1113,484,5,4,159,212,38,29,6,8,6,9,2,0,1,2,2,0,0,1,0
PT_030912,Galegos,586,233,1,5,98,88,13,11,4,3,2,4,0,2,1,1,0,0,0,0,0
PT_030908,Ferreiros,354,164,4,1,71,58,6,8,3,0,2,6,3,0,0,1,1,0,0,0,0
PT_030906,Covelas,402,219,3,4,85,64,22,12,8,6,5,3,4,0,0,1,0,1,0,0,1
PT_030891,Tabuadelo e São Faustino,2330,1227,3,20,486,422,94,79,31,22,16,28,14,1,0,5,1,1,3,1,0
PT_030890,"Souto Santa Maria, Souto São Salvador e Gondomar",2165,790,1,16,307,271,74,50,16,10,11,13,11,2,1,1,3,1,1,1,0
PT_030889,Serzedo e Calvos,2060,744,9,8,288,224,83,60,19,9,13,11,6,2,3,3,1,2,0,3,0
PT_030888,Selho São Lourenço e Gominhães,2018,910,2,16,365,293,80,62,32,17,14,18,6,1,2,0,0,0,1,0,1
PT_030887,Sande Vila Nova e Sande São Clemente,3191,1535,10,25,565,526,109,124,46,38,34,29,20,2,1,1,2,0,0,0,3
PT_030886,Sande São Lourenço e Balazar,1668,622,1,10,237,224,60,41,13,8,7,11,4,2,1,0,0,3,0,0,0
PT_030885,Prazins Santo Tirso e Corvite,1806,798,3,14,266,282,70,67,19,13,22,16,15,0,4,1,1,0,0,3,2
PT_030884,"Oliveira, São Paio e São Sebastião",6957,3911,28,35,1178,1340,275,423,194,165,175,39,27,7,5,8,2,3,4,1,2
PT_030883,"Leitões, Oleiros e Figueiredo",1277,720,1,12,187,317,70,58,25,6,9,19,9,0,1,1,0,3,0,1,1
PT_030882,Conde e Gandarela,2168,1100,6,17,514,222,78,74,38,85,22,26,5,0,2,1,3,2,1,0,4
PT_030881,Candoso São Tiago e Mascotelos,3273,1558,8,20,564,502,107,159,60,37,39,23,24,1,3,7,2,0,0,2,0
PT_030880,Briteiros São Salvador e Briteiros Santa Leocádia,1690,572,3,3,179,247,33,42,16,22,6,14,2,2,0,0,3,0,0,0,0
PT_030879,Briteiros Santo Estêvão e Donim,2019,842,4,11,279,313,77,60,26,18,20,16,5,0,3,2,3,2,1,0,2
PT_030878,Atães e Rendufe,2385,835,2,9,297,255,101,60,23,30,18,20,2,2,3,10,0,0,0,1,2
PT_030877,Arosa e Castelões,689,372,0,2,138,136,27,31,13,3,4,9,5,0,0,0,0,4,0,0,0
PT_030876,"Airão Santa Maria, Airão São João e Vermil",3169,1758,16,22,581,717,123,113,58,33,37,26,16,1,5,1,2,3,1,2,1
PT_030875,Abação e Gémeos,2394,994,5,10,337,359,90,86,25,11,30,19,7,2,2,3,0,5,2,0,1
PT_030871,Urgezes,4994,2277,11,25,790,729,211,230,86,56,70,31,26,1,1,5,2,1,1,1,0
PT_030868,Silvares,2049,894,4,19,350,289,55,83,30,11,19,14,9,0,3,1,1,2,0,3,1
PT_030866,Serzedelo,3252,1467,5,18,645,386,85,102,60,94,35,16,8,2,4,1,3,0,2,1,0
PT_030865,São Torcato,3117,1433,9,19,583,455,143,100,29,30,22,17,8,4,2,4,3,2,0,2,1
PT_030858,Sande (São Martinho),2340,1113,7,18,402,411,67,85,40,21,25,16,8,1,1,2,2,2,1,3,1
PT_030857,Candoso (São Martinho),1203,661,1,6,268,194,43,58,30,26,22,6,4,0,0,2,1,0,0,0,0
PT_030854,Selho (São Jorge),5259,2569,12,43,1016,646,223,282,89,128,65,24,16,2,7,5,5,5,0,1,0
PT_030850,Selho (São Cristovão),1983,917,6,16,353,256,64,74,39,36,31,14,11,2,6,3,2,3,0,1,0
PT_030842,Prazins (Santa Eufémia),1158,534,0,12,209,185,49,34,17,12,5,7,2,0,0,0,0,0,1,1,0
PT_030840,Ronfe,4135,2014,18,32,797,641,124,156,83,41,57,34,14,1,4,3,3,2,1,1,2
PT_030838,Ponte,6012,2339,8,36,979,580,195,226,104,66,64,28,29,2,1,8,3,1,5,3,1
PT_030837,Polvoreira,3111,1441,6,26,689,376,105,98,43,17,31,17,12,3,4,2,3,3,1,3,2
PT_030836,Pinheiro,1044,486,4,12,190,138,36,53,13,9,16,6,3,1,0,0,1,3,0,1,0
PT_030835,Pencelo,1120,492,1,8,183,138,53,51,13,15,17,6,3,0,0,2,0,2,0,0,0
PT_030832,Nespereira,2350,1068,2,12,470,279,89,92,39,30,21,17,9,0,2,0,2,2,1,1,0
PT_030831,Moreira De Cónegos,4201,1850,9,20,923,404,131,128,58,85,44,22,12,1,1,6,2,0,2,1,1
PT_030830,Mesão Frio,4105,1931,7,33,636,620,155,226,73,59,64,29,15,2,4,4,1,1,1,1,0
PT_030828,Lordelo,3709,1577,20,17,643,461,108,103,65,59,42,22,18,2,2,2,5,2,2,2,2
PT_030827,Longos,1340,502,4,4,194,185,36,24,14,11,13,12,2,1,2,0,0,0,0,0,0
PT_030824,Infantas,1539,637,8,6,255,210,55,31,20,6,16,19,2,1,4,0,1,1,1,0,1
PT_030823,Guardizela,2101,1003,6,14,418,295,75,64,41,23,17,22,8,2,4,4,5,1,1,3,0
PT_030821,Gondar,2310,1085,3,11,473,250,96,71,48,77,23,13,11,0,2,1,3,3,0,0,0
PT_030820,Gonça,854,459,1,9,193,158,36,28,8,4,3,9,2,2,1,1,1,0,3,0,0
PT_030815,Fermentões,4902,2044,10,25,841,553,168,188,82,70,52,14,13,4,9,4,1,2,2,5,1
PT_030813,Creixomil,8586,3631,16,46,1103,1251,281,403,141,169,125,39,27,8,4,8,2,2,2,2,2
PT_030812,Costa,4422,2192,9,37,515,816,148,345,86,51,117,26,22,3,3,6,0,2,4,1,1
PT_030808,Caldelas,5862,2660,21,26,1007,790,221,235,113,75,71,48,28,5,5,2,5,4,2,0,2
PT_030807,Brito,4308,1886,11,23,711,589,161,174,58,65,45,23,12,1,4,4,2,3,0,0,0
PT_030806,Barco,1371,564,6,12,189,238,34,39,15,6,13,7,2,0,0,0,1,0,0,1,1
PT_030804,Azurém,7912,3471,9,40,1198,1067,295,369,147,114,120,50,34,5,4,6,5,2,3,1,2
PT_030801,Aldão,1244,581,4,7,170,197,61,71,17,15,13,13,4,2,1,2,0,1,0,1,2
PT_030744,Moreira do Rei e Várzea Cova,1924,740,7,5,273,266,55,37,23,31,9,16,6,1,0,5,1,1,2,1,1
PT_030743,Monte e Queimadela,1045,443,1,6,176,156,41,17,7,6,8,13,8,1,1,1,1,0,0,0,0
PT_030742,Freitas e Vila Cova,773,359,2,6,147,109,37,21,12,7,5,6,1,1,1,0,2,0,0,1,1
PT_030741,Cepães e Fareja,2047,744,8,8,287,247,56,57,29,7,17,10,5,0,5,2,2,0,1,2,1
PT_030740,"Ardegão, Arnozela e Seidões",1087,379,3,3,139,150,46,7,5,2,3,12,4,0,1,1,1,1,0,0,1
PT_030739,Antime e Silvares (São Clemente),1977,997,3,10,436,262,88,62,21,46,31,16,13,1,0,0,1,0,1,4,2
PT_030738,Agrela e Serafão,1159,477,4,7,210,154,49,16,8,3,4,10,4,1,4,0,0,1,1,0,1
PT_030737,"Aboim, Felgueiras, Gontim e Pedraído",1070,386,1,5,128,128,53,22,8,12,6,10,1,0,1,2,1,2,1,3,2
PT_030736,Vinhós,693,296,6,6,138,71,33,14,6,7,7,4,0,0,0,0,1,0,0,3,0
PT_030733,Travassós,1636,496,9,11,170,187,32,12,18,24,15,7,6,0,0,2,2,1,0,0,0
PT_030730,Arões (São Romão),3392,1215,3,12,403,478,99,94,30,21,23,31,10,0,3,1,2,1,0,2,2
PT_030729,Silvares (São Martinho),1273,544,1,3,248,157,55,30,10,11,11,8,3,0,2,0,2,0,1,2,0
PT_030728,São Gens,1722,638,4,4,241,227,77,37,10,5,8,13,4,1,4,1,2,0,0,0,0
PT_030726,Arões (Santa Cristina),1438,531,4,6,244,153,47,22,13,9,11,7,9,0,1,1,2,0,1,1,0
PT_030725,Ribeiros,580,254,0,1,117,77,15,19,5,0,6,5,5,1,0,1,0,0,1,1,0
PT_030724,Revelhe,750,256,3,3,117,68,33,6,6,4,5,7,1,0,0,2,0,0,0,1,0
PT_030723,Regadas,1556,660,4,7,246,290,38,30,10,4,7,15,4,1,1,1,1,0,0,1,0
PT_030722,Quinchães,2196,731,4,7,317,238,61,37,24,14,10,14,1,1,1,1,0,1,0,0,0
PT_030719,Paços,1038,335,4,5,136,122,16,24,5,4,5,10,1,0,2,0,0,0,0,1,0
PT_030716,Medelo,1389,539,5,8,248,162,41,27,12,9,8,8,5,1,1,2,0,1,1,0,0
PT_030714,Golães,2021,754,5,9,290,295,49,43,24,9,5,13,4,1,0,1,3,0,2,1,0
PT_030712,Fornelos,1485,535,5,7,208,148,63,31,19,13,17,9,11,0,0,0,0,1,1,2,0
PT_030709,Fafe,15124,6137,39,66,2216,2100,484,521,177,179,173,76,52,4,11,11,3,11,5,4,5
PT_030708,Estorãos,1934,643,2,6,289,163,61,52,21,12,10,12,4,1,2,2,0,2,2,1,1
PT_030705,Armil,664,294,3,3,131,86,22,9,8,8,7,10,2,0,1,2,0,1,0,1,0
PT_030620,Palmeira de Faro e Curvos,2894,1348,12,36,356,559,96,121,50,21,43,33,12,3,1,0,1,1,0,2,1
PT_030619,Fonte Boa e Rio Tinto,1661,859,7,10,145,482,74,73,18,7,17,10,4,3,2,4,2,0,1,0,0
PT_030618,"Esposende, Marinhas e Gandra",11610,5418,25,74,1373,2203,464,616,183,114,170,81,58,9,13,10,5,6,6,4,4
PT_030617,Belinho e Mar,2895,1132,7,30,232,533,105,76,29,26,36,24,9,2,3,4,4,3,6,1,2
PT_030616,Apúlia e Fão,7514,3721,24,55,864,1550,348,400,127,84,136,56,37,6,5,8,9,4,5,3,0
PT_030615,Vila Chã,1320,491,3,8,74,267,34,43,7,4,11,29,2,6,0,0,1,0,0,2,0
PT_030610,Gemeses,1049,531,5,7,128,254,56,46,10,2,12,7,1,0,0,1,1,0,1,0,0
PT_030608,Forjães,2453,1123,6,18,319,440,82,109,42,34,30,20,7,1,4,1,3,2,2,2,1
PT_030601,Antas,2062,880,7,24,200,374,82,97,22,9,17,29,6,2,1,2,2,2,2,1,1
PT_030527,"Veade, Gagos e Molares",1676,805,4,2,309,327,38,42,20,20,14,12,6,1,2,1,3,3,0,0,1
PT_030526,Carvalho e Basto (Santa Tecla),833,323,3,2,70,178,24,12,6,1,5,14,1,0,2,1,0,1,0,2,1
PT_030525,Canedo de Basto e Corgo,1128,526,3,4,235,168,51,22,9,3,10,12,5,0,2,0,1,1,0,0,0
PT_030524,Caçarilhe e Infesta,610,204,2,4,62,91,15,10,5,0,2,11,2,0,0,0,0,0,0,0,0
PT_030523,"Britelo, Gémeos e Ourilhe",3372,1615,19,19,605,559,114,98,54,25,52,23,18,7,3,7,1,2,4,2,3
PT_030521,Vale De Bouro,696,237,0,1,83,107,13,12,5,6,3,3,0,2,1,0,0,0,0,1,0
PT_030520,Basto (São Clemente),1371,511,2,4,165,252,26,19,8,17,3,6,2,1,0,3,1,1,0,1,0
PT_030518,Ribas,834,402,4,5,108,214,27,9,3,3,6,9,1,5,2,3,1,0,0,1,1
PT_030517,Rego,1126,419,3,2,87,232,30,33,6,5,7,10,1,0,0,1,0,1,1,0,0
PT_030515,Moreira Do Castelo,545,286,0,5,89,142,19,8,6,3,4,5,1,0,1,0,1,1,0,0,1
PT_030510,Fervença,1098,431,6,3,86,231,50,14,7,3,4,18,0,2,0,1,1,1,2,2,0
PT_030508,Codeçoso,373,223,1,1,72,79,34,12,2,0,13,6,0,0,1,0,2,0,0,0,0
PT_030503,Borba de Montanha,1119,422,0,2,77,232,36,27,17,1,9,11,3,1,0,4,0,0,0,1,1
PT_030502,Arnóia,1421,644,5,4,242,251,39,38,12,8,23,10,6,0,1,2,1,2,0,0,0
PT_030501,Agilde,1109,407,4,3,88,212,48,16,6,8,5,10,3,0,2,1,0,0,0,1,0
PT_030421,"Refojos de Basto, Outeiro e Painzela",6725,2868,26,31,1072,1093,212,184,65,49,55,33,14,10,8,6,3,2,2,2,1
PT_030420,Gondiães e Vilar de Cunhas,538,206,2,0,91,92,8,7,0,1,0,3,2,0,0,0,0,0,0,0,0
PT_030419,Arco de Baúlhe e Vila Nune,2059,888,8,6,394,297,62,37,26,20,14,8,3,3,5,0,2,2,1,0,0
PT_030418,Alvite e Passos,1079,448,1,2,186,179,27,13,7,10,5,7,2,1,4,2,1,0,1,0,0
PT_030415,Rio Douro,951,356,4,2,147,140,24,12,10,2,3,3,5,0,2,2,0,0,0,0,0
PT_030413,Pedraça,717,234,1,5,73,118,19,8,2,2,3,2,0,0,0,0,0,0,0,0,1
PT_030408,Faia,548,181,1,2,83,63,10,12,5,1,1,2,0,0,0,0,1,0,0,0,0
PT_030407,Cavez,1566,528,6,2,208,219,35,24,14,3,6,4,1,1,1,3,0,1,0,0,0
PT_030406,Cabeceiras De Basto,662,308,0,0,134,120,23,6,5,6,3,5,3,0,0,1,0,0,2,0,0
