gisco_id,name,registered,turnout,invalid,blank,ΔΗ.ΣΥ.,Ε.Δ.Ε.Κ.-Σ.Κ.,ΔΗ.ΚΟ.,Α.Κ.Ε.Λ.,Κ.Ο.Σ.Π.,ΕΥΡΩ.ΚΟ.,Ματσάκης,Κ.Ε.Κ.,Ε.ΛΑ.Μ.,Κυριακού,Ευστρατίου,Μιχαήλ,Κωνσταντίνου [Κωνσταντίνου Μάριος]
CY_6330,Theletra,171,117,5,0,28,32,14,30,0,3,0,1,0,0,4,0,0
CY_6331,Giolou,596,426,4,3,133,118,40,104,11,7,0,0,0,1,5,0,0
CY_6333,Μηλιού,62,48,0,0,10,4,17,17,0,0,0,0,0,0,0,0,0
CY_6334,Kato Akourdaleia,70,56,0,1,12,6,7,28,1,0,0,0,0,0,1,0,0
CY_6336,Kritou Tera,118,81,2,0,16,17,21,20,4,0,1,0,0,0,0,0,0
CY_6337,Σκούλλη,121,72,0,0,15,13,12,24,2,0,4,0,0,0,2,0,0
CY_6341,Χρυσοχού,99,72,3,0,10,14,22,21,0,2,0,0,0,0,0,0,0
CY_6343,Polis,1428,902,5,8,230,154,143,323,17,18,1,0,0,2,1,0,0
CY_6344,Νέο Χωριό (Πάφου),284,163,1,2,36,24,39,52,4,3,1,0,1,0,0,0,0
CY_6345,Goudi,142,92,2,1,17,28,17,21,2,4,0,0,0,0,0,0,0
CY_6351,Pano Arodes,118,79,2,0,13,7,19,35,3,0,0,0,0,0,0,0,0
CY_6352,Ineia,330,169,4,1,33,46,25,51,1,4,1,0,0,0,3,0,0
CY_6353,Drouseia,300,213,7,2,37,86,29,27,4,4,1,14,0,0,0,1,1
CY_6361,Κυνούσα,93,63,2,0,15,22,3,17,1,2,0,0,0,1,0,0,0
CY_6363,Argaka,671,446,4,1,119,109,58,118,4,30,0,0,1,2,0,0,0
CY_6364,Gialia,116,75,1,0,18,14,13,28,0,1,0,0,0,0,0,0,0
CY_6365,Αγία Μαρίνα (Χρυσοχούς),576,421,9,4,48,69,58,226,0,5,0,0,0,0,2,0,0
CY_6367,Pomos,467,303,1,3,62,63,41,123,2,5,0,0,2,0,1,0,0
CY_6368,Στενή,121,94,1,1,37,18,14,11,3,8,0,1,0,0,0,0,0
CY_CYZZBE,Citizens of Cyprus living in Belgium,196,180,2,2,58,31,21,50,2,10,2,1,0,1,0,0,0
CY_CYZZDE,Citizens of Cyprus living in Germany,118,61,0,0,8,2,1,46,1,3,0,0,0,0,0,0,0
CY_CYZZIT,Citizens of Cyprus living in Italy,54,23,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0
CY_CYZZGB,Citizens of Cyprus living in United Kingdom,1863,1061,20,3,232,44,79,653,7,18,2,2,1,0,0,0,0
CY_CYZZEL,Citizens of Cyprus living in Greece,6749,4712,42,14,1580,418,208,2236,35,119,24,10,19,2,3,1,1
CY_CYZZCZ,Citizens of Cyprus living in Czechia,112,75,0,0,3,4,1,67,0,0,0,0,0,0,0,0,0
CY_CYZZHU,Citizens of Cyprus living in Hungary,87,60,0,0,8,2,1,48,0,1,0,0,0,0,0,0,0
CY_CYZZBG,Citizens of Cyprus living in Bulgaria,229,156,2,1,27,4,4,111,0,4,3,0,0,0,0,0,0
CY_CYZZRU,Citizens of Cyprus living in Russian Federation,74,46,0,2,1,2,3,37,0,1,0,0,0,0,0,0,0
CY_CYZZQA,Citizens of Cyprus living in Qatar,88,72,1,0,18,4,14,31,0,4,0,0,0,0,0,0,0
CY_CYZZAE,Citizens of Cyprus living in United Arab Emirates,58,29,0,0,9,1,1,16,0,2,0,0,0,0,0,0,0
