gisco_id,name,registered,turnout,invalid,blank,PARTIDUL DEMOCRAT LIBERAL,PARTIDUL MIŞCAREA POPULARĂ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,ALIANŢA ELECTORALĂ PSD-UNPR-PC,PARTIDUL NAŢIONAL LIBERAL,PARTIDUL ROMÂNIA MARE,ALIANŢA NAŢIONALĂ A AGRICULTORILOR,PARTIDUL DREPTĂŢII SOCIALE,PARTIDUL NOUA REPUBLICĂ,PARTIDUL VERDE,FORŢA CIVICĂ,PARTIDUL ECOLOGIST ROMÂN,PARTIDUL ALTERNATIVA SOCIALISTĂ,PARTIDUL NAŢIONAL ŢĂRĂNESC CREŞTIN DEMOCRAT,PARTIDUL POPORULUI - DAN DIACONESCU,UNGUREANU GEORGIANA-CORINA,FILIP CONSTANTIN-TITIAN,LIGA DĂNUŢ,PUREA PAUL,CAPSALI PERICLE-IULIAN,COSTEA PETER,DIACONU MIRCEA,DĂEANU VALENTIN-EUGEN
RO_042498,Augustin,1194,608,43,0,181,9,0,223,99,2,2,0,1,0,21,1,1,0,12,1,0,2,0,1,1,8,0
RO_042682,Municipiul Brăila,183991,54080,3620,0,5832,3302,103,20696,4110,1929,1009,251,168,185,1567,639,81,464,2797,351,65,106,140,356,273,5924,112
RO_042708,Chişcani,4682,906,92,0,100,30,3,282,84,32,40,1,3,2,19,3,3,15,91,3,0,2,2,14,29,54,2
RO_042753,Oraş Făurei,3495,1131,111,0,69,110,0,453,124,33,22,1,1,3,9,8,0,10,71,3,0,5,0,6,1,88,3
RO_042771,Surdila-Greci,1252,490,23,0,267,7,0,92,28,6,24,1,1,1,6,0,0,3,17,3,0,3,0,2,1,5,0
RO_042824,Baraganul,2659,585,48,0,72,18,0,249,28,11,7,0,0,1,8,6,0,14,77,3,4,2,0,4,1,31,1
RO_042842,Bertestii De Jos,2520,595,35,0,56,5,1,174,216,9,12,3,1,1,9,4,1,10,24,2,0,4,2,1,1,23,1
RO_042913,Bordei Verde,2227,795,43,0,245,79,2,267,29,25,28,6,0,0,1,0,2,7,26,4,0,4,1,2,3,20,1
RO_042968,Ciocile,2174,824,54,0,176,26,1,392,48,50,7,8,1,1,3,2,3,9,27,1,1,1,1,1,1,10,0
RO_043019,Ciresu,2573,810,30,0,41,11,1,162,445,17,47,1,2,1,5,1,0,5,27,2,0,1,1,4,0,6,0
RO_043073,Dudesti,3006,730,66,0,88,11,3,401,17,16,25,3,0,2,6,8,4,6,46,1,1,0,0,0,0,26,0
RO_043117,Frecatei,1101,484,17,0,70,28,1,104,218,6,17,1,0,0,2,4,0,2,10,0,0,0,1,0,0,3,0
RO_043180,Galbenu,2521,738,56,0,110,12,2,312,100,13,41,4,2,1,3,1,2,2,28,2,0,4,0,25,0,18,0
RO_043242,Gemenele,1490,553,39,0,57,22,0,343,20,10,8,2,1,0,3,1,1,7,31,0,0,0,0,0,0,8,0
RO_043279,Gradistea,1836,756,35,0,38,7,2,105,455,18,10,0,1,1,7,3,2,9,37,2,0,2,3,4,0,15,0
RO_043313,Gropeni,2817,799,101,0,106,19,0,313,63,25,53,1,0,6,3,4,6,1,74,3,1,1,1,1,3,14,0
RO_043331,Oraş Ianca,9175,2638,158,0,432,110,1,1211,151,64,166,13,7,4,25,17,0,19,145,16,3,2,1,9,1,83,0
RO_043411,Oraş Însurăţei,5851,837,72,0,122,27,2,288,48,35,14,5,0,2,13,3,0,21,117,1,1,5,0,3,2,54,2
RO_043466,Jirlau,2590,337,21,0,84,2,1,128,11,15,10,2,0,0,3,0,0,2,37,1,0,1,0,0,1,18,0
RO_043493,Marasu,2355,509,36,0,173,11,1,148,36,13,24,0,2,1,12,3,0,6,32,0,1,1,2,1,0,3,3
RO_043563,Maxineni,2832,682,48,0,62,90,1,222,98,27,36,0,4,3,7,5,0,6,46,1,1,1,2,1,3,18,0
RO_043625,Mircea Voda,2749,799,42,0,272,12,1,166,203,11,28,2,0,1,1,0,2,2,32,3,2,6,1,0,0,10,2
RO_043652,Movila Miresii,3392,1407,105,0,89,19,1,903,42,30,46,7,6,2,12,3,2,10,97,1,0,3,1,1,0,25,2
RO_043698,Racovita,988,376,33,0,36,13,1,230,17,11,5,0,0,0,1,0,1,0,21,0,0,3,0,0,0,4,0
RO_043732,Ramnicelu,1651,492,29,0,51,34,1,235,17,11,26,1,1,1,7,2,4,1,57,1,1,2,0,2,0,8,0
RO_043787,Romanu,1574,379,24,0,26,34,2,123,28,16,16,1,1,1,3,4,1,2,76,3,1,1,3,3,0,10,0
RO_043812,Rosiori,2247,643,38,0,79,14,1,386,35,13,8,5,1,0,1,3,0,1,42,0,0,1,1,0,0,14,0
RO_043867,Salcia Tudor,2213,529,39,0,55,17,4,161,118,19,22,2,2,0,9,7,1,6,52,1,0,0,1,2,2,9,0
RO_043929,Scortaru Nou,1111,399,27,0,24,3,0,98,183,9,5,1,1,2,1,1,0,8,28,0,0,1,1,0,0,6,0
RO_043992,Silistea,1465,724,40,0,52,26,0,399,38,43,21,1,2,0,5,1,1,10,64,3,1,1,2,0,2,11,1
RO_044060,Stancuta,2911,953,92,0,111,22,0,562,43,27,19,2,2,0,5,0,5,3,42,1,2,0,0,3,1,10,1
RO_044113,Surdila-Gaiseanca,2034,667,53,0,40,12,2,410,36,15,21,4,0,2,2,1,0,2,42,2,0,2,0,0,2,16,3
RO_044140,Sutesti,3742,824,60,0,89,40,2,268,93,40,28,4,3,2,9,3,2,5,142,1,0,2,2,3,1,24,1
RO_044177,Tichilesti,3137,907,46,0,73,15,1,203,382,30,18,0,1,0,6,5,2,2,91,5,1,4,2,0,0,17,3
RO_044202,Traian,2751,1006,74,0,72,20,0,583,74,52,28,12,0,0,6,1,7,3,50,3,1,3,2,3,0,11,1
RO_044257,Tudor Vladimirescu,1804,830,63,0,74,21,0,460,16,28,25,2,6,0,6,3,1,2,105,0,3,1,1,1,1,11,0
RO_044300,Tufesti,4464,1172,117,0,90,35,1,445,310,28,25,2,1,3,2,4,6,4,70,1,0,2,0,3,0,21,2
RO_044328,Ulmu,3191,913,66,0,77,39,1,515,47,30,33,6,1,0,7,4,2,4,61,2,0,4,1,0,0,13,0
RO_044355,Unirea,1961,651,59,0,224,14,1,164,22,13,22,1,4,0,3,2,3,18,69,4,1,3,0,5,3,16,0
RO_044391,Vadeni,3287,1005,72,0,125,37,1,460,118,49,24,0,1,0,5,7,3,5,59,2,1,2,0,3,1,29,1
RO_044435,Victoria,2992,757,38,0,35,9,1,175,377,13,10,4,2,0,0,2,0,36,35,1,0,1,2,0,0,16,0
RO_044462,Visani,1972,870,48,0,55,23,1,623,15,13,5,4,0,0,7,2,3,2,42,0,0,2,0,2,1,22,0
RO_044505,Viziru,5029,1176,132,0,83,15,2,409,47,30,193,4,0,0,24,4,2,22,165,1,0,26,1,1,0,15,0
RO_044532,Zavoaia,2572,1087,69,0,139,13,1,341,404,13,9,3,1,0,12,5,4,4,45,0,1,1,0,0,0,21,1
RO_044560,Cazasu,2728,675,59,0,74,21,1,180,100,44,17,3,1,0,11,3,1,6,93,3,3,2,1,11,8,32,1
RO_044818,Municipiul Buzău,115292,27678,1507,0,1634,2342,28,10412,2405,1258,225,75,59,179,652,501,47,140,982,272,38,45,49,529,58,4149,92
RO_044845,Municipiul Râmnicu Sărat,33884,10975,712,0,559,352,4,3099,3832,324,92,25,21,26,152,111,16,33,475,37,11,19,16,69,11,961,18
RO_044863,Amaru,1993,528,37,0,53,10,2,306,23,17,11,3,0,0,0,2,1,3,49,0,1,2,0,1,0,7,0
RO_044934,Balta Alba,2155,601,41,0,175,26,1,178,85,17,11,2,2,4,6,2,1,2,19,3,0,1,1,0,0,24,0
RO_044989,Balaceanu,1316,443,13,0,31,21,1,148,183,19,4,0,1,2,3,4,1,0,4,2,0,0,1,0,0,5,0
RO_045003,Beceni,3765,1045,56,0,61,60,7,511,130,36,7,1,1,11,12,15,2,3,37,2,3,3,1,12,0,71,3
RO_045101,Berca,7551,2630,156,0,130,233,2,914,643,121,22,3,3,17,38,27,6,9,116,5,4,5,5,27,0,140,4
RO_045245,Bisoca,2118,436,21,0,39,11,1,219,60,25,24,0,2,2,4,2,0,5,9,1,0,1,0,2,1,7,0
RO_045334,Blajani,920,675,23,0,28,10,0,529,15,7,3,1,4,3,2,1,0,0,36,1,0,1,0,3,0,8,0
RO_045361,Boldu,1864,973,32,0,60,29,0,726,60,11,8,2,0,1,0,3,1,2,25,2,1,0,0,0,0,9,1
RO_045389,Bozioru,900,346,30,0,32,13,1,109,103,16,0,1,0,4,5,2,3,0,11,4,1,2,0,1,0,8,0
RO_045496,Bradeanu,2041,742,72,0,66,20,0,357,97,18,11,4,1,4,2,3,1,2,45,1,1,2,1,0,2,30,2
RO_045539,Braesti,1902,781,49,0,47,16,1,127,496,18,0,0,1,0,1,4,1,5,9,0,0,2,0,0,1,3,0
RO_045619,Breaza,2285,390,53,0,32,22,1,131,33,27,15,1,2,2,5,3,2,1,12,1,0,2,3,17,3,21,1
RO_045673,Buda,2436,816,68,0,83,12,1,175,375,18,11,6,2,1,0,3,2,6,32,0,2,1,4,2,0,12,0
RO_045753,Calvini,3449,1839,85,0,104,51,2,500,848,32,9,18,10,4,10,3,2,18,100,2,5,3,2,15,2,11,3
RO_045815,C.a. Rosetti,3138,1110,79,0,48,69,3,679,91,31,20,2,1,3,5,1,2,2,45,0,0,6,1,3,0,19,0
RO_045888,Canesti,700,445,14,0,19,12,1,57,275,31,3,0,1,2,1,2,0,0,10,0,0,0,0,10,1,5,1
RO_045959,Catina,2042,1162,49,0,123,12,0,201,672,11,0,2,3,2,5,2,4,3,34,1,0,7,0,4,1,26,0
RO_046019,Cernatesti,3149,662,36,0,50,40,1,269,117,34,8,3,4,4,6,5,0,0,21,2,1,2,1,5,1,52,0
RO_046108,Chiliile,513,307,12,0,6,23,1,226,14,10,1,0,0,2,1,1,3,1,5,0,0,1,0,0,0,0,0
RO_046180,Chiojdu,2841,839,53,0,158,43,1,282,148,29,3,3,2,6,16,4,2,8,18,2,0,5,1,12,0,43,0
RO_046251,Cilibia,1512,1104,31,0,45,102,6,70,763,38,10,1,1,3,1,1,1,0,9,3,0,2,0,3,3,11,0
RO_046313,Cislau,3910,1546,113,0,255,64,1,856,81,35,10,5,3,6,19,5,2,3,35,2,0,1,1,3,2,43,1
RO_046377,Cochirleanca,4380,1050,81,0,72,38,5,285,406,32,13,1,2,13,6,5,2,5,52,2,2,2,3,8,2,12,1
RO_046439,Colti,954,443,15,0,50,20,1,156,144,16,1,1,1,1,10,2,0,4,6,2,0,2,0,0,0,11,0
RO_046484,Costesti,3974,859,45,0,100,117,0,356,44,40,15,1,2,5,7,6,2,12,48,3,0,0,4,20,1,30,1
RO_046554,Cozieni,1778,628,21,0,39,22,0,315,138,36,4,3,0,1,4,3,1,2,8,13,0,2,1,3,0,10,2
RO_046769,Galbinasi,3497,818,64,0,61,120,2,321,122,28,6,3,7,8,6,3,1,3,27,4,1,1,3,8,0,18,1
RO_046803,Gheraseni,2855,734,38,0,42,31,1,196,286,28,7,1,5,6,8,15,0,0,34,1,0,0,2,8,0,23,2
RO_046830,Ghergheasa,1956,720,12,0,53,19,0,139,434,20,12,1,0,3,2,3,0,2,9,0,0,1,1,0,0,9,0
RO_046867,Glodeanu Sarat,3453,887,67,0,179,28,0,368,61,34,10,2,4,2,7,4,3,10,61,4,0,3,3,3,2,32,0
RO_046910,Glodeanu-Silistea,3186,907,96,0,95,37,2,400,93,34,32,4,2,4,2,7,5,6,33,2,1,4,3,7,1,36,1
RO_047006,Grebanu,4361,1302,91,0,134,25,0,674,235,20,7,11,1,3,5,6,1,0,46,1,0,3,0,0,0,38,1
RO_047079,Gura Teghii,2943,1009,83,0,98,74,2,403,94,57,23,3,1,4,5,8,2,6,101,2,1,2,3,1,1,35,0
RO_047159,Largu,1307,234,8,0,80,16,1,72,27,5,3,1,1,1,1,0,3,2,8,0,0,0,1,0,0,4,0
RO_047186,Lopatari,3233,943,62,0,59,39,3,508,50,42,13,2,5,6,1,2,2,2,97,1,0,5,2,9,0,31,2
RO_047300,Luciu,2305,513,36,0,227,3,0,153,36,6,2,1,1,0,2,0,1,6,15,2,1,2,0,0,0,19,0
RO_047337,Magura,1738,736,51,0,45,25,1,437,50,22,5,5,0,0,7,4,0,1,32,3,0,1,0,4,3,37,3
RO_047373,Maracineni,6828,1280,99,0,100,90,3,584,84,54,19,10,2,15,12,24,6,3,34,8,2,1,1,15,0,109,5
RO_047417,Margaritesti,611,430,13,0,14,8,0,70,303,8,2,0,0,0,1,0,0,1,2,1,0,0,0,0,0,7,0
RO_047453,Merei,5663,1750,91,0,116,102,3,729,319,68,15,2,6,14,24,12,3,4,88,10,2,3,2,14,2,120,1
RO_047578,Mihăileşti,1650,368,37,0,27,9,1,176,54,12,2,1,1,4,2,1,1,3,26,1,0,1,0,0,0,9,0
RO_047630,Manzalesti,2058,600,35,0,73,25,1,245,103,28,10,3,0,8,0,7,1,0,36,0,1,3,2,5,0,13,1
RO_047774,Movila Banului,2113,731,46,0,141,18,0,396,23,24,9,2,2,4,0,2,0,0,29,2,1,1,3,2,0,23,3
RO_047818,Murgesti,803,345,24,0,31,4,1,217,19,9,1,1,1,1,4,1,0,2,20,0,2,0,1,3,0,3,0
RO_047854,Naeni,1406,518,37,0,36,16,0,140,190,26,4,1,0,4,3,1,3,3,12,2,0,2,0,16,1,21,0
RO_047916,Oraş Nehoiu,9575,4685,382,0,377,276,2,2160,755,190,37,7,6,27,59,24,4,12,104,20,0,7,4,37,16,174,5
RO_048021,Odaile,744,279,4,0,45,5,1,67,139,7,1,0,0,0,3,1,0,0,2,0,0,0,1,0,0,3,0
RO_048138,Padina,3425,768,45,0,56,23,0,459,57,21,11,2,1,6,11,2,0,3,29,1,0,1,1,1,0,37,1
RO_048165,Pardoşi,395,145,2,0,60,10,0,56,8,2,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0
RO_048227,Panatau,2066,895,58,0,77,33,0,157,490,21,5,1,0,2,0,0,6,2,18,3,1,0,1,3,1,16,0
RO_048325,Oraş Patârlagele,6672,2476,102,0,116,159,2,741,970,95,18,5,0,11,22,10,3,3,78,7,4,2,1,4,5,116,2
RO_048487,Pietroasele,2778,591,46,0,105,62,1,202,40,21,4,9,2,3,8,8,3,4,33,4,0,0,0,1,3,32,0
RO_048557,Parscov,4697,1291,55,0,79,33,1,518,245,57,10,1,0,3,9,6,0,5,172,3,1,11,3,8,0,67,4
RO_048682,Podgoria,2597,726,39,0,44,116,0,327,88,15,5,2,1,2,8,8,2,2,23,0,2,3,2,8,3,26,0
RO_048744,Oraş Pogoanele,6179,3144,162,0,256,60,2,1433,906,50,37,4,1,8,18,9,5,7,50,6,3,4,4,4,3,110,2
RO_048771,Posta Calnau,4993,1303,110,0,77,147,0,573,103,59,20,5,3,6,12,9,1,2,92,1,0,2,2,8,2,67,2
RO_048842,Puiesti,3321,1162,60,0,64,27,3,315,469,34,53,1,2,4,9,7,3,2,59,1,2,1,0,5,0,40,1
RO_048922,Racoviteni,1086,247,15,0,13,9,0,139,27,7,5,0,0,4,0,4,0,0,12,2,0,0,2,2,1,5,0
RO_048968,Ramnicelu,3344,1444,60,0,80,22,2,220,761,36,27,4,1,2,6,8,1,5,191,1,1,0,1,3,0,12,0
RO_049019,Robeasca,894,406,17,0,33,4,0,106,200,10,1,0,0,2,1,3,1,0,9,1,0,1,0,4,1,11,1
RO_049046,Rusetu,3289,1177,90,0,82,55,2,475,292,45,17,3,1,3,10,6,2,4,26,8,0,4,2,3,1,45,1
RO_049073,Sageata,4113,1937,127,0,164,54,1,1078,280,66,18,5,1,15,10,11,7,5,48,4,2,1,3,6,0,28,3
RO_049153,Sahateni,2701,660,55,0,52,104,1,160,190,18,10,1,2,5,5,7,1,1,22,1,2,3,1,0,0,17,2
RO_049206,Sapoca,2828,982,44,0,84,36,0,528,115,40,9,3,1,3,8,9,3,4,23,3,0,1,0,14,2,52,0
RO_049233,Sarulesti,1137,362,19,0,29,10,2,210,43,10,14,1,1,0,2,1,0,1,14,1,0,0,0,1,0,3,0
RO_049313,Scortoasa,2314,750,38,0,45,35,5,382,65,65,6,5,4,6,6,4,0,2,57,1,1,2,0,2,1,17,1
RO_049439,Scutelnici,1938,783,55,0,199,43,6,234,156,13,8,0,2,0,6,0,2,2,25,1,0,0,0,4,3,24,0
RO_049484,Siriu,2557,838,73,0,74,26,1,355,110,42,8,1,0,9,11,5,2,7,44,11,0,1,2,9,6,41,0
RO_049545,Smeeni,5426,1337,81,0,114,101,3,758,104,36,15,4,6,1,5,4,4,3,42,3,3,2,2,4,0,40,2
RO_049625,Stâlpu,2606,597,22,0,49,30,0,362,31,18,3,0,0,1,6,0,0,9,50,0,1,0,1,2,0,11,1
RO_049643,Tisau,3958,1868,109,0,93,198,3,687,494,40,11,3,3,15,20,15,5,59,48,3,0,3,2,15,0,42,0
RO_049769,Topliceni,3624,1187,85,0,76,36,1,397,424,27,16,3,3,1,13,6,3,4,38,3,0,3,0,8,2,36,2
RO_049849,Tintesti,3644,1302,61,0,61,22,3,929,87,26,12,6,6,5,3,4,2,2,33,0,0,0,1,25,2,10,2
RO_049894,Ulmeni,2586,633,46,0,28,37,0,288,100,38,4,7,0,1,6,6,1,2,33,2,0,1,0,0,0,32,1
RO_049956,Vadu Pasii,7830,2861,152,0,215,59,0,1104,890,50,21,7,4,11,19,18,5,4,184,6,1,6,2,13,1,84,5
RO_050022,Valea Ramnicului,4738,2612,84,0,319,49,2,905,692,131,38,6,3,3,6,14,6,5,172,14,2,6,4,16,6,127,2
RO_050068,Valea Salciei,633,315,11,0,6,1,0,18,256,11,1,2,0,3,2,0,0,0,1,0,0,0,0,0,0,3,0
RO_050102,Vernesti,7354,1260,116,0,161,63,4,439,190,36,12,2,4,6,15,11,2,5,97,6,0,1,0,14,4,68,4
RO_050228,Vintila Voda,2586,552,36,0,40,26,1,273,43,39,11,1,1,4,3,2,1,0,28,1,0,2,0,1,0,37,2
RO_050326,Viperesti,2688,934,93,0,58,36,2,235,346,34,11,3,0,5,6,4,0,4,53,2,0,6,0,15,0,19,2
RO_050399,Valcelele,1284,317,11,0,48,18,1,126,48,18,2,1,0,0,3,2,1,1,23,3,0,1,1,0,0,9,0
RO_050415,Zarnesti,4213,1185,91,0,72,36,0,699,108,36,11,2,2,5,3,4,3,2,60,1,3,1,1,7,1,36,1
RO_050479,Ziduri,3688,2254,90,0,169,117,3,1307,313,58,13,1,3,9,6,4,0,5,61,6,2,7,3,14,1,60,2
RO_050549,Unguriu,1923,623,34,0,55,21,0,239,161,31,5,2,2,3,6,4,2,7,25,6,0,2,0,3,0,15,0
RO_050564,Florica,1183,518,27,0,18,12,2,74,319,12,5,1,0,1,5,2,1,0,21,1,1,0,0,2,0,13,1
RO_050790,Municipiul Reşiţa,76572,16807,1241,0,1162,1113,294,5661,1859,453,107,38,49,141,426,219,27,151,1090,142,26,30,510,101,255,1676,36
RO_050889,Oraş Anina,7697,2470,164,0,181,49,26,663,921,50,16,8,4,10,24,8,3,6,124,9,5,1,29,8,47,108,6
RO_050923,Oraş Băile Herculane,4590,1957,122,0,185,118,15,737,247,58,8,7,14,5,51,25,5,10,71,7,2,6,26,4,29,199,6
RO_050969,Oraş Bocşa,15242,4549,299,0,1315,112,60,1419,333,77,38,11,15,14,52,40,5,27,288,21,2,10,33,46,101,227,4
RO_050987,Ocna De Fier,601,239,13,0,36,4,0,67,46,32,0,1,0,2,1,1,0,12,13,0,0,0,2,0,0,9,0
RO_051010,Municipiul Caransebeş,25816,6489,478,0,519,327,28,1993,1508,149,35,23,11,38,193,53,8,46,257,28,6,10,62,62,88,560,7
RO_051056,Oraş Moldova Nouă,11533,3466,156,0,219,51,31,1240,1073,51,12,11,1,245,25,29,6,13,71,10,1,4,21,6,27,161,2
RO_051118,Oraş Oraviţa,11326,2614,159,0,249,110,23,932,502,74,25,9,5,58,45,16,7,21,110,21,0,18,18,9,32,168,3
RO_051207,Oraş Oţelu Roşu,10547,3790,286,0,408,96,31,1369,802,82,15,6,5,27,34,36,9,9,207,28,4,8,24,5,82,216,1
RO_051243,Armenis,2093,1321,37,0,55,6,1,525,591,15,10,2,2,3,5,1,1,1,26,2,0,0,2,4,10,21,1
RO_051305,Bania,1488,486,17,0,26,9,13,91,213,21,2,0,1,1,1,1,1,3,22,1,0,1,16,3,31,11,1
RO_051332,Bautar,2153,937,43,0,78,25,1,299,308,15,8,0,0,2,14,3,0,2,52,0,0,0,2,2,68,15,0
RO_051387,Berliste,968,392,32,0,54,11,5,158,42,7,7,2,2,2,1,1,0,11,21,2,0,1,9,0,4,19,1
RO_051449,Berzasca,2318,584,21,0,49,22,3,237,174,15,5,1,0,7,3,6,2,2,8,1,1,0,0,3,2,21,1
RO_051500,Berzovia,3204,605,35,0,53,19,12,208,162,18,7,3,2,6,2,1,0,3,34,2,0,0,7,0,1,30,0
RO_051546,Bolvasnita,1191,453,19,0,60,6,0,134,92,7,4,0,0,1,25,1,0,10,17,1,0,0,2,3,69,2,0
RO_051573,Bozovici,2597,1268,51,0,126,19,2,232,634,14,8,1,1,4,6,1,4,15,23,2,3,2,59,4,22,34,1
RO_051626,Brebu,1003,298,21,0,22,22,1,86,73,13,3,0,0,0,2,1,1,6,29,0,0,1,5,0,4,6,2
RO_051662,Brebu Nou,277,139,5,0,8,11,3,10,53,1,0,0,0,1,16,0,0,8,5,0,0,0,2,2,0,14,0
RO_051699,Buchin,1689,801,36,0,40,24,2,374,194,21,16,1,1,6,15,7,1,4,23,1,0,1,1,4,10,19,0
RO_051751,Bucosnita,2370,1249,35,0,84,17,2,816,138,35,4,0,0,12,16,2,0,9,14,2,0,2,0,1,58,2,0
RO_051804,Carasova,2570,480,40,0,49,15,10,152,84,12,14,1,2,4,17,5,1,4,39,2,1,0,7,4,0,14,3
RO_051840,Carbunari,877,468,10,0,45,4,25,247,76,15,5,5,0,2,2,0,1,0,15,0,1,0,7,0,4,4,0
RO_051877,Constantin Daicoviciu,2261,1186,38,0,62,31,5,323,565,23,9,2,2,10,20,1,2,17,35,4,1,1,6,1,8,19,1
RO_051948,Ciclova Romana,1355,403,24,0,20,13,4,100,142,13,12,1,1,2,5,2,0,4,10,0,0,0,1,0,10,38,1
RO_051984,Ciuchici,891,506,37,0,52,17,2,95,224,20,10,0,7,1,6,0,0,3,17,0,0,1,2,1,1,10,0
RO_052035,Ciudanovita,564,273,13,0,11,6,0,144,26,21,4,3,0,1,4,1,2,4,31,0,0,0,1,0,1,0,0
RO_052062,Copacele,986,359,10,0,66,13,3,146,60,14,3,0,4,3,3,4,0,3,16,0,0,1,1,0,0,9,0
RO_052115,Cornea,1578,627,23,0,37,76,1,339,38,15,6,1,0,3,3,4,1,1,34,1,0,0,26,2,4,12,0
RO_052160,Cornereva,2437,998,31,0,65,27,2,592,172,15,14,1,2,3,32,3,2,2,19,2,2,1,2,0,0,8,1
RO_052570,Dalboset,1438,648,31,0,60,16,4,206,165,8,4,2,0,1,1,8,0,4,34,0,1,1,75,0,16,11,0
RO_052650,Doclin,1626,401,31,0,40,17,2,207,19,14,2,0,3,3,4,4,1,2,28,3,0,2,4,1,6,7,1
RO_052696,Dognecea,1614,735,23,0,21,10,2,177,463,5,1,2,0,1,5,1,1,1,8,0,0,0,4,0,0,10,0
RO_052721,Domasnea,1131,410,15,0,36,25,0,210,69,10,8,1,1,1,14,1,0,4,7,2,1,0,2,0,0,3,0
RO_052758,Ezeris,1082,571,10,0,31,22,0,120,311,11,3,1,0,1,2,2,0,13,37,1,0,0,0,0,2,4,0
RO_052785,Farliug,1493,1093,43,0,72,19,6,210,591,11,20,2,0,2,9,4,0,4,70,1,3,1,6,1,5,13,0
RO_052856,Forotic,1453,356,26,0,52,9,2,90,53,19,7,1,1,2,2,1,0,9,47,0,2,1,3,1,12,15,1
RO_052909,Garnic,1179,579,16,0,54,7,3,431,38,0,5,0,3,3,2,2,1,2,9,0,0,1,1,0,0,1,0
RO_052936,Glimboca,1518,776,12,0,88,15,0,100,463,16,4,2,0,0,5,0,0,0,19,0,0,1,2,5,23,21,0
RO_052954,Goruia,691,314,12,0,37,7,2,161,15,16,7,1,0,3,6,2,1,1,26,2,0,1,1,0,0,13,0
RO_052990,Gradinari,1669,427,19,0,40,26,2,140,85,15,7,0,1,2,3,2,0,51,10,2,0,1,3,0,1,15,2
RO_053023,Iablanita,1909,833,18,0,82,28,13,394,176,27,6,0,1,1,4,2,1,8,8,1,1,0,15,1,36,10,0
RO_053069,Lapusnicel,915,475,13,0,20,7,7,250,102,9,3,1,1,0,5,0,1,7,1,0,0,0,39,0,1,8,0
RO_053103,Lapusnicu Mare,1446,440,27,0,58,7,2,92,139,8,3,1,1,0,2,4,0,1,14,0,0,0,38,0,26,17,0
RO_053130,Luncavita,2075,360,9,0,48,10,1,179,48,6,6,1,1,1,6,1,0,5,25,4,0,0,5,0,0,4,0
RO_053167,Lupac,2267,515,30,0,30,11,6,139,163,15,10,2,0,1,14,2,0,17,49,2,0,1,12,0,0,10,1
RO_053210,Marga,959,566,12,0,30,10,0,402,66,8,2,0,0,2,2,0,1,1,13,3,0,1,2,1,6,4,0
RO_053247,Maureni,2140,491,41,0,38,20,1,217,35,17,13,0,2,3,3,8,1,5,56,3,1,1,2,1,2,21,0
RO_053274,Mehadia,3476,902,42,0,89,37,4,378,169,40,4,2,1,9,19,4,1,10,33,3,0,2,3,0,7,45,0
RO_053327,Mehadica,640,204,11,0,33,10,1,71,35,1,3,0,0,1,2,1,2,0,20,0,0,1,2,1,0,8,1
RO_053345,Naidas,897,476,8,0,60,20,0,226,35,11,7,2,2,19,3,14,1,5,50,0,0,1,7,0,1,4,0
RO_053372,Obreja,2641,1842,54,0,206,33,1,858,387,19,8,6,0,2,31,5,2,64,86,1,3,7,10,1,24,30,4
RO_053425,Paltinis,2043,478,36,0,86,39,2,161,43,20,10,1,1,8,27,6,0,3,22,1,1,0,3,0,4,4,0
RO_053489,Coronini,1578,699,17,0,51,9,2,452,82,12,8,1,0,1,1,3,2,2,6,4,1,0,7,0,31,7,0
RO_053513,Pojejena,2529,1376,24,0,139,24,12,903,95,16,14,4,0,5,5,3,4,7,34,1,2,1,2,30,17,32,2
RO_053577,Prigor,2113,750,32,0,77,21,8,189,210,25,21,2,0,4,24,1,0,9,25,2,2,1,44,6,28,19,0
RO_053639,Ramna,1338,393,14,0,64,21,1,107,117,7,8,0,0,0,2,3,0,0,31,2,0,0,7,0,2,6,1
RO_053675,Racasdia,1680,430,31,0,53,19,2,118,80,13,7,1,1,1,14,2,1,3,39,4,0,3,6,0,1,31,0
RO_053700,Eftimie Murgu,1385,650,56,0,34,9,0,142,267,11,6,0,5,0,1,2,0,2,59,4,0,1,31,1,6,13,0
RO_053728,Rusca Montana,1645,557,41,0,31,13,1,274,72,13,3,2,2,9,3,2,1,1,44,1,1,1,3,0,17,21,1
RO_053755,Sacu,1274,431,21,0,64,19,2,102,105,24,7,2,2,1,16,0,1,5,45,3,1,1,2,0,3,5,0
RO_053791,Sasca Montana,1305,582,19,0,47,15,9,173,171,22,8,2,2,4,6,8,1,11,33,0,0,3,2,17,4,25,0
RO_053853,Sichevita,1858,825,38,0,70,23,1,195,409,13,12,1,1,16,2,5,1,1,17,0,0,2,3,3,2,10,0
RO_054056,Slatina-Timis,2557,1115,37,0,83,35,2,477,358,10,7,0,4,5,9,10,2,3,14,0,0,1,4,2,40,12,0
RO_054109,Socol,1744,898,31,0,158,11,24,502,87,14,4,1,2,5,8,14,0,2,10,0,2,0,5,7,2,7,2
RO_054163,Sopotu Nou,971,434,4,0,26,7,10,205,136,16,7,1,1,0,2,1,2,1,8,0,0,1,1,1,0,2,2
