gisco_id,name,registered,turnout,invalid,blank,PP,PUSL,ADU,Şoşoacă,RS,Ştefănuţă,REPER,AUR,PDU,UDMR,PAD,PRM,S.O.S. RO,PSD-PNL,Pîrvănescu,Gheorghe
RO_151521,Burla,1728,929,105,0,4,2,13,3,0,7,10,175,11,6,0,2,47,533,1,10
RO_151530,Bălăceana,1174,630,49,0,4,1,10,4,2,3,3,71,3,4,1,0,43,419,2,11
RO_151549,Hartop,2082,1206,93,0,7,3,166,13,2,27,15,206,17,8,4,6,85,526,6,22
RO_151558,Voitinel,3603,1748,116,0,4,6,11,10,6,15,6,322,8,6,5,3,54,1154,5,17
RO_151567,Ciprian Porumbescu,1747,776,69,0,7,9,8,7,2,3,2,85,2,1,2,2,41,528,1,7
RO_151576,Berchisesti,2530,1597,109,0,9,3,37,16,3,25,10,209,15,14,2,0,50,1076,7,12
RO_151585,Poieni-Solca,1722,818,62,0,3,2,12,4,2,9,10,107,15,0,2,2,27,560,1,0
RO_151683,Municipiul Turnu Măgurele,21648,8393,410,0,202,58,489,84,30,125,121,1332,127,61,24,35,369,4728,45,149
RO_151709,Ciuperceni,1175,936,57,0,5,4,29,1,0,4,14,79,10,9,0,5,29,679,1,10
RO_151736,Islaz,3855,2245,138,0,55,19,113,13,4,25,19,260,9,21,3,12,49,1471,10,15
RO_151763,Lita,1998,1388,96,0,8,4,29,6,1,7,11,104,9,17,2,3,54,1026,5,6
RO_151790,Municipiul Alexandria,38951,16613,639,0,104,218,1174,155,93,383,345,2220,283,79,62,125,703,9505,118,392
RO_151816,Nanov,3054,1997,126,0,10,14,42,23,13,23,15,81,27,14,2,15,92,1462,11,27
RO_151834,Poroschia,3570,2449,134,0,8,13,61,19,3,20,7,552,11,16,2,5,62,1475,17,44
RO_151870,Municipiul Roşiori de Vede,23306,9248,488,0,48,73,1729,70,47,235,134,1312,93,37,24,52,317,4376,32,153
RO_151905,Oraş Videle,8608,5613,183,0,33,51,246,40,30,84,802,727,45,132,17,37,231,2835,18,78
RO_151932,Crevenicu,1031,765,41,0,3,2,22,5,1,3,6,180,4,1,1,2,31,450,0,13
RO_151978,Oraş Zimnicea,11539,5826,233,0,36,43,237,51,25,78,66,899,60,19,18,18,221,3724,14,84
RO_151996,Balaci,1133,957,46,0,5,0,8,3,3,3,6,324,2,3,0,5,35,510,3,1
RO_152038,Băbăiţa,2187,1619,80,0,3,1,9,3,0,4,2,204,6,7,3,3,38,1248,5,3
RO_152083,Blejeşti,2875,1864,66,0,7,5,31,8,3,6,26,284,7,8,1,7,117,1269,2,17
RO_152127,Bogdana,1640,1322,68,0,13,4,21,3,4,7,8,123,8,12,2,27,60,942,2,10
RO_152172,Botoroaga,3654,2962,105,0,13,7,22,9,5,18,15,447,6,7,4,5,88,2179,12,20
RO_152234,Bragadiru,2859,1806,68,0,5,1,33,1,0,6,8,258,9,7,1,4,49,1340,0,16
RO_152252,Brânceni,2180,1570,126,0,3,6,38,15,3,17,10,250,14,5,2,4,52,928,3,20
RO_152270,Bujoreni,706,369,15,0,2,3,16,3,1,5,2,40,1,2,0,1,16,259,1,2
RO_152314,Bujoru,1367,1154,161,0,9,9,11,10,0,6,11,143,3,10,1,6,43,717,1,6
RO_152332,Buzescu,3485,2233,191,0,16,4,25,9,2,7,10,185,4,6,3,7,45,1701,6,12
RO_152350,Călineşti,2333,2055,97,0,11,7,22,8,3,8,9,128,12,21,1,1,58,1653,2,14
RO_152412,Călmăţuiu,1257,954,52,0,5,3,7,0,2,2,5,174,5,10,1,5,25,655,1,2
RO_152467,Călmăţuiu de Sus,1525,1187,126,0,6,6,17,17,3,6,2,82,2,5,2,6,44,848,2,13
RO_152500,Cervenia,2222,1361,124,0,9,4,12,5,1,8,8,484,4,4,5,1,70,601,4,17
RO_152528,Ciolăneşti,1913,1292,84,0,6,6,30,9,4,16,3,217,7,7,1,8,58,820,4,12
RO_152564,Conţeşti,2456,1682,81,0,5,3,15,13,2,9,7,102,3,3,4,3,49,1377,1,5
RO_152582,Cosmeşti,1909,1460,96,0,5,4,5,7,1,3,9,105,3,1,1,0,50,1153,1,16
RO_152617,Crângeni,2019,1192,104,0,7,5,54,4,6,3,8,113,2,14,1,9,62,751,1,16
RO_152662,Crângu,1140,675,11,0,1,4,2,2,1,5,3,50,2,26,0,2,37,520,1,8
RO_152724,Dideşti,849,682,46,0,4,4,9,8,0,2,3,73,2,2,1,0,22,500,0,6
RO_152760,Dobroteşti,3322,1914,105,0,5,6,87,11,6,16,17,236,12,8,1,7,70,1305,4,18
RO_152797,Drăcşenei,1224,1074,75,0,5,1,13,1,3,5,13,72,5,1,1,2,15,654,2,8
RO_152868,Drăgăneşti de Vede,1614,1182,93,0,2,2,45,12,3,5,11,106,4,12,5,6,38,824,2,12
RO_152902,Drăgăneşti-Vlaşca,3034,1935,11,0,0,4,4,0,0,1,1,76,3,1,0,1,17,1805,1,10
RO_152948,Furculeşti,2582,1452,122,0,10,13,28,14,5,11,6,136,7,7,2,4,55,1013,4,15
RO_152993,Frumoasa,1492,1119,85,0,3,5,28,7,0,11,9,129,8,4,1,5,67,733,7,9
RO_153026,Gălăteni,1895,1522,147,0,11,7,7,9,2,5,7,173,4,32,3,4,59,1033,3,16
RO_153062,Gratia,1967,1403,56,0,3,2,30,32,2,20,13,133,14,3,0,3,39,1044,2,7
RO_153106,Izvoarele,1874,1154,51,0,4,7,16,15,1,15,11,128,2,5,0,5,52,823,2,17
RO_153124,Lisa,1659,1145,39,0,1,0,9,1,4,7,0,43,2,13,1,1,18,999,2,5
RO_153151,Lunca,2597,1545,83,0,4,3,36,9,2,7,5,424,4,8,2,3,31,919,2,3
RO_153204,Mavrodin,1898,1437,115,0,1,8,24,15,3,17,3,150,3,6,1,2,40,1032,5,12
RO_153240,Măgura,2045,1422,56,0,5,15,12,7,3,11,2,248,7,3,0,4,59,978,2,10
RO_153277,Măldăeni,3189,1893,80,0,6,10,39,16,6,20,13,400,7,4,6,10,68,1173,6,29
RO_153295,Mereni,1923,1231,77,0,7,7,9,8,1,5,4,133,1,5,0,3,20,939,3,9
RO_153339,Mârzăneşti,2759,2243,166,0,8,24,33,7,8,8,10,206,25,17,2,17,115,1587,5,5
RO_153384,Moşteni,1087,881,33,0,1,3,21,5,0,7,3,60,0,0,0,1,29,714,1,3
RO_153400,Năsturelu,1904,1348,148,0,6,4,8,10,0,13,5,191,4,2,2,1,49,895,4,6
RO_153437,Necşeşti,739,499,30,0,1,2,3,1,1,0,0,44,0,0,0,0,17,399,1,0
RO_153473,Olteni,2280,1739,78,0,4,3,489,2,0,5,0,432,9,4,4,0,25,638,2,7
RO_153507,Orbeasca,5629,3893,236,0,24,21,106,20,9,31,27,417,4,16,6,6,151,2757,4,51
RO_153543,Peretu,5530,3284,246,0,8,13,49,62,15,65,14,310,12,6,3,14,99,2283,24,61
RO_153561,Piatra,2284,1787,107,0,1,7,34,5,3,7,4,341,0,6,1,3,81,1170,10,7
RO_153589,Pietroşani,1953,1453,119,0,7,3,14,11,1,7,4,198,3,6,1,32,52,982,5,8
RO_153605,Plosca,4403,3059,174,0,19,3,52,15,5,20,26,375,5,13,18,9,60,2213,4,36
RO_153623,Plopii-Slăviteşti,1779,1527,129,0,7,9,91,13,2,1,3,452,6,8,5,7,58,719,2,15
RO_153696,Poeni,2147,1663,110,0,8,3,26,15,2,16,6,393,7,11,0,6,68,971,2,19
RO_153776,Vităneşti,2104,1451,42,0,2,1,24,1,0,3,5,183,3,5,1,1,20,1156,2,2
RO_153829,Putineiu,1461,1183,123,0,0,8,13,4,0,5,17,79,0,15,1,2,30,874,0,12
RO_153865,Rădoieşti,1486,1123,34,0,1,7,14,1,1,6,2,81,2,5,1,2,13,750,0,10
RO_153909,Răsmireşti,591,626,48,0,2,0,9,0,0,0,0,40,0,0,2,0,6,519,0,0
RO_153936,Salcia,1848,1249,65,0,4,3,36,2,1,8,4,247,8,12,0,3,20,831,1,4
RO_153972,Săceni,800,665,54,0,2,1,12,3,0,4,7,165,2,5,0,0,11,390,1,8
RO_154013,Scrioaştea,2962,2292,49,0,4,4,48,7,5,20,5,88,3,2,1,3,62,1971,2,18
RO_154068,Scurtu Mare,1142,1039,51,0,2,2,24,1,0,4,0,382,0,5,1,5,30,530,1,1
RO_154139,Seaca,1785,1215,68,0,8,2,16,4,0,3,9,91,0,15,2,4,26,959,1,7
RO_154166,Sfinţeşti,814,681,38,0,0,0,38,0,0,0,0,31,0,0,0,1,19,541,0,13
RO_154184,Segarcea-Vale,2210,1492,123,0,15,6,20,12,2,14,8,161,1,25,1,6,47,1032,4,15
RO_154228,Siliştea,1651,1257,72,0,3,4,46,13,4,10,2,149,7,12,1,3,81,822,7,21
RO_154282,Siliştea-Gumeşti,1811,1230,60,0,4,5,63,5,2,12,11,353,1,6,2,6,49,630,4,17
RO_154308,Sârbeni,1035,945,47,0,2,2,34,13,1,13,5,70,5,3,0,5,40,691,4,5
RO_154344,Slobozia Mândra,1186,902,34,0,28,2,11,2,1,3,1,74,3,14,1,2,26,695,1,4
RO_154380,Smârdioasa,1761,1189,67,0,5,9,11,8,0,11,1,158,0,22,0,1,29,856,3,8
RO_154415,Stejaru,1312,1045,17,0,4,3,8,1,0,5,2,277,3,4,1,1,23,689,3,4
RO_154460,Suhaia,1623,1352,92,0,3,13,10,11,1,11,3,118,4,10,0,3,52,1006,0,15
RO_154497,Ştorobăneasa,2320,1544,73,0,1,4,25,15,3,10,3,623,8,8,1,7,63,687,1,12
RO_154521,Talpa,1350,1176,86,0,3,7,33,3,1,3,1,82,5,4,0,4,30,901,8,5
RO_154585,Tătărăştii de Jos,2396,1469,145,0,17,7,79,32,2,13,11,213,12,25,4,2,69,796,9,22
RO_154665,Tătărăştii de Sus,2102,1519,84,0,9,7,20,10,1,11,9,151,7,10,0,8,67,1110,4,11
RO_154709,Toporu,1351,1068,12,0,4,1,0,2,1,2,1,35,2,1,0,0,15,992,0,0
RO_154736,Traian,1337,696,45,0,3,6,22,6,0,2,3,156,3,20,0,8,23,390,1,8
RO_154754,Trivalea-Moşteni,1897,1536,167,0,3,4,22,4,0,9,8,379,15,3,1,4,26,883,2,6
RO_154790,Troianul,2170,1544,176,0,17,6,185,21,5,30,12,164,7,12,6,10,67,767,9,24
RO_154834,Ţigăneşti,3887,2318,104,0,10,6,38,5,4,18,16,206,12,6,1,10,75,1774,6,27
RO_154852,Vedea,2165,1519,61,0,4,5,12,8,0,1,3,71,1,6,1,0,42,1299,3,2
RO_154914,Viişoara,1182,982,82,0,2,4,8,4,1,4,6,126,2,2,2,1,28,701,4,5
RO_154932,Vârtoape,1919,1605,65,0,7,3,8,0,3,0,0,146,0,0,0,0,16,1352,0,0
RO_154978,Zâmbreasca,1017,753,55,0,5,1,12,4,0,1,5,72,1,14,0,2,23,547,3,8
RO_154996,Nenciulesti,1828,1202,103,0,7,7,16,11,3,8,2,139,3,6,0,4,40,832,1,6
RO_155083,Beciu,1142,917,98,0,6,4,11,4,0,5,0,52,1,9,0,1,40,676,1,9
RO_155092,Beuca,933,793,56,0,4,2,28,1,0,3,3,64,6,12,0,10,18,582,0,4
RO_155109,Dracea,1192,757,17,0,2,0,14,3,0,9,2,68,1,1,0,6,14,615,1,4
RO_155118,Fântânele,1159,990,41,0,4,11,10,6,3,17,8,114,3,5,2,4,35,717,2,8
RO_155127,Frăsinet,1871,1376,85,0,3,3,26,3,0,11,0,162,7,3,0,1,64,996,4,8
RO_155136,Purani,1092,870,43,0,7,3,7,13,4,6,0,86,5,8,0,4,51,617,6,6
RO_155145,Saelele,1735,1153,40,0,2,1,15,1,1,2,0,89,2,13,0,0,29,954,1,3
RO_155154,Uda-Clocociov,1069,813,67,0,1,4,10,3,3,0,7,74,2,6,0,2,33,596,4,1
RO_155243,Municipiul Timişoara,256218,116959,3145,0,691,1314,28991,664,453,7316,10653,15564,2803,4093,681,1037,4454,29329,858,4893
RO_155261,Dumbrăviţa,16523,9579,179,0,40,63,2431,31,25,393,1599,1086,158,511,54,33,195,2332,51,398
RO_155289,Ghiroda,7501,4167,199,0,20,68,684,34,13,173,350,628,106,102,15,18,176,1370,41,170
RO_155314,Giroc,20454,10767,250,0,78,89,2184,58,24,587,1017,1470,285,230,49,102,409,3203,101,631
RO_155350,Municipiul Lugoj,37173,15716,626,0,109,240,2127,154,80,436,676,2742,351,610,76,113,979,5858,109,429
RO_155403,Oraş Buziaş,6832,3166,163,0,32,190,215,21,20,64,73,617,63,58,17,17,141,1404,12,59
RO_155458,Oraş Deta,6416,2469,125,0,20,33,190,24,21,53,314,460,42,154,21,16,133,794,18,51
RO_155494,Oraş Jimbolia,10857,4151,229,0,28,35,323,35,19,83,95,990,94,365,22,101,241,1356,24,111
RO_155528,Oraş Sânnicolau Mare,11474,5377,224,0,24,548,688,68,24,108,116,810,125,282,15,33,209,1944,15,144
RO_155546,Balint,1252,809,59,0,6,7,127,27,10,13,16,110,14,103,3,9,57,229,3,16
RO_155591,Banloc,2450,1250,95,0,7,5,55,7,1,15,15,168,8,22,4,3,51,779,3,12
RO_155662,Bara,288,483,30,0,1,1,126,11,0,3,3,57,5,17,1,2,36,180,2,8
RO_155724,Beba Veche,1210,737,29,0,3,8,19,5,0,11,7,150,13,56,1,1,33,391,2,8
RO_155760,Becicherecu Mic,2755,1377,96,0,8,31,153,2,8,26,41,226,26,21,6,9,74,612,4,34
RO_155797,Belinţ,2066,1447,72,0,8,10,160,21,2,35,17,157,32,10,2,4,79,812,6,20
RO_155840,Bethausen,2254,1573,151,0,19,117,157,23,16,21,23,330,22,31,3,15,182,433,1,29
RO_155911,Biled,3437,1862,122,0,12,186,160,11,2,38,42,284,24,24,8,10,91,790,3,55
RO_155957,Bârna,1150,821,100,0,3,12,17,15,0,2,6,132,5,5,0,5,57,438,7,17
RO_156035,Bogda,422,320,8,0,2,2,30,0,4,2,17,55,4,3,0,1,14,172,2,3
RO_156106,Boldur,1983,1480,65,0,10,30,232,14,2,15,27,170,19,16,2,9,83,756,2,28
RO_156151,Brestovăţ,552,475,26,0,1,61,37,6,0,8,3,70,6,7,11,6,8,224,0,1
RO_156213,Cărpiniş,4549,1758,102,0,6,10,153,15,9,27,20,300,34,32,13,7,105,886,6,33
RO_156259,Cenad,3841,1743,141,0,8,15,838,18,0,27,13,161,14,90,4,2,131,257,1,23
RO_156277,Cenei,2522,1389,68,0,6,37,68,13,5,20,23,245,26,80,5,7,94,676,4,12
RO_156311,Chevereşu Mare,2045,1027,21,0,5,3,56,6,2,5,26,191,15,19,4,9,40,609,2,14
RO_156357,Oraş Ciacova,4486,2624,202,0,17,13,173,31,14,43,35,306,27,59,8,13,155,1436,14,78
RO_156437,Comloşu Mare,4315,2010,165,0,12,12,48,18,3,25,23,316,18,35,7,7,148,1141,7,25
RO_156473,Coşteiu,3147,2009,111,0,13,18,198,16,8,26,33,255,31,204,26,8,149,870,8,35
RO_156534,Criciova,1322,1089,46,0,3,3,23,8,3,11,10,306,8,16,0,3,45,582,3,19
RO_156589,Curtea,1017,823,49,0,3,11,78,1,0,3,16,149,14,9,0,3,50,426,5,6
RO_156623,Darova,2720,1598,120,0,9,32,247,12,5,16,101,295,20,21,3,8,90,573,5,41
RO_156669,Denta,2674,1645,93,0,7,7,48,11,5,19,31,252,27,45,46,19,68,936,10,21
RO_156712,Dudeştii Vechi,3548,2167,228,0,19,9,133,12,7,27,43,468,41,117,21,5,118,883,8,28
RO_156767,Dumbrava,2230,1419,85,0,10,13,73,21,4,27,15,244,14,204,7,6,106,566,4,20
RO_156801,Oraş Făget,5935,3533,211,0,9,48,120,35,11,40,56,780,33,84,5,13,242,1781,8,57
RO_156927,Fârdea,1386,1122,58,0,2,20,39,13,3,14,5,215,10,14,1,2,49,651,5,18
RO_157004,Foeni,1468,877,35,0,2,0,28,9,4,22,9,103,6,64,1,1,67,504,3,19
RO_157031,Gavojdia,2376,1360,57,0,3,13,80,13,4,8,7,212,18,8,5,12,85,801,4,30
RO_157086,Oraş Gătaia,5269,2465,154,0,13,14,85,15,9,28,36,436,40,218,9,10,107,1214,12,65
RO_157193,Ghizela,987,969,80,0,6,4,69,11,3,12,13,129,12,16,0,1,57,541,1,14
RO_157246,Giarmata,6422,3123,136,0,28,41,352,33,22,82,127,591,100,39,15,30,176,1240,23,88
RO_157273,Giera,1124,601,63,0,2,34,37,8,2,4,3,81,4,50,0,1,46,257,2,7
RO_157317,Giulvăz,2492,1154,59,0,5,4,110,17,10,34,12,240,8,14,5,4,137,468,5,22
RO_157362,Jamu Mare,2369,1404,83,0,7,7,68,5,0,5,22,199,30,16,13,7,81,837,7,17
RO_157424,Jebel,3075,1774,83,0,10,11,71,21,2,19,45,369,41,22,10,12,112,895,6,45
RO_157451,Lenauheim,5073,2213,178,0,4,18,371,36,2,30,31,425,25,37,3,5,166,824,11,47
RO_157497,Liebling,3339,1741,101,0,15,13,164,17,4,29,25,492,30,28,5,29,87,647,13,42
RO_157530,Lovrin,3314,1390,84,0,8,8,85,11,3,29,23,225,32,15,2,11,76,747,3,22
RO_157585,Margina,1798,1095,50,0,15,16,56,12,7,16,8,256,11,8,2,6,60,555,3,14
RO_157683,Maşloc,1973,1280,109,0,8,8,40,25,2,14,16,343,14,9,6,9,78,568,13,18
RO_157736,Mănăştiur,1337,939,69,0,6,25,81,20,6,37,6,183,10,60,4,4,89,314,3,22
RO_157781,Moraviţa,2212,1174,74,0,7,15,71,15,4,22,7,155,13,7,2,5,73,684,3,17
RO_157834,Moşniţa Nouă,13977,8527,241,0,35,73,1659,74,45,284,906,1217,221,372,50,74,305,2476,63,429
RO_157898,Nădrag,2295,1287,54,0,7,11,127,14,1,31,5,129,10,39,7,5,105,716,3,23
RO_157923,Niţchidorf,1356,842,42,0,6,19,98,10,4,21,7,71,15,4,1,2,30,495,1,16
RO_157969,Ohaba Lungă,778,681,58,0,3,27,141,4,1,15,5,85,3,8,0,3,47,274,2,5
RO_158010,Orţişoara,3835,2324,128,0,10,176,214,19,11,54,51,408,53,38,9,16,174,872,13,78
RO_158065,Peciu Nou,4809,2426,103,0,24,14,232,36,12,35,55,445,45,36,17,12,149,1152,12,47
RO_158109,Periam,4130,1765,96,0,15,20,149,19,5,53,26,303,28,27,9,9,152,801,6,47
RO_158136,Pietroasa,838,647,47,0,4,4,15,2,0,2,2,114,2,3,0,1,14,429,0,8
RO_158181,Pişchia,2714,1799,65,0,9,45,76,5,3,14,34,259,29,18,12,7,109,1070,6,38
RO_158243,Racoviţa,2416,1901,122,0,11,81,112,5,3,19,34,277,17,21,5,10,117,1043,1,23
RO_158314,Oraş Recaş,8250,4691,260,0,31,484,350,45,18,53,74,611,67,110,21,23,419,2001,18,106
RO_158396,Remetea Mare,2583,1709,70,0,32,42,243,22,6,46,55,315,43,37,13,17,118,606,3,41
RO_158449,Sacoşu Turcesc,2829,1977,129,0,11,25,131,25,3,26,42,364,24,103,5,23,95,920,10,41
RO_158528,Satchinez,4182,2269,113,0,7,31,350,20,8,17,29,447,30,29,10,13,181,922,5,57
RO_158564,Săcălaz,9506,5373,230,0,19,38,541,39,10,152,185,1439,106,75,20,35,264,2024,26,170
RO_158608,Secaş,287,208,24,0,2,4,22,2,1,3,2,24,4,0,1,1,6,108,1,3
RO_158653,Sânandrei,6881,3547,125,0,21,90,513,42,14,102,157,880,91,84,20,15,186,1061,21,125
RO_158699,Sânmihaiu Român,7600,4153,125,0,22,22,566,36,12,99,165,857,110,92,21,58,199,1596,18,155
RO_158733,Sânpetru Mare,2752,1604,121,0,10,10,50,11,5,33,8,524,11,14,4,5,100,675,2,21
RO_158779,Şag,4378,2928,92,0,23,35,299,14,14,75,208,390,83,141,28,18,124,1269,17,98
RO_158804,Ştiuca,1779,1080,53,0,2,2,47,16,1,14,10,400,15,4,2,1,62,421,4,26
RO_158859,Teremia Mare,3777,1776,191,0,10,23,78,38,6,28,23,300,27,61,7,12,126,791,12,43
RO_158895,Tomeşti,1675,1146,69,0,2,39,27,6,2,14,11,310,9,13,1,7,29,598,2,7
RO_158966,Topolovăţu Mare,2133,1266,69,0,12,24,125,26,9,12,28,404,25,30,12,8,137,315,7,23
RO_159035,Tormac,2368,1364,109,0,10,2,53,12,4,8,16,135,12,309,5,4,171,491,3,18
RO_159071,Traian Vuia,1730,1047,58,0,9,39,50,8,2,4,9,344,3,10,2,2,103,393,2,9
RO_159142,Uivar,2524,1252,45,0,2,3,34,6,1,5,12,363,12,82,2,2,64,600,2,17
RO_159213,Variaş,5322,2703,153,0,18,21,82,28,11,58,34,518,44,97,7,11,165,1385,6,65
RO_159259,Victor Vlad Delamarina,2281,1281,76,0,4,30,160,12,7,10,19,213,16,14,5,10,86,599,3,17
RO_159339,Voiteg,2006,1178,81,0,7,9,46,17,3,14,17,285,26,11,8,7,69,544,6,28
RO_159366,Birda,1723,962,53,0,6,4,22,7,2,9,11,113,7,5,1,1,40,674,0,6
RO_159375,Checea,1749,863,54,0,0,4,24,5,0,30,2,172,11,15,3,1,41,492,4,5
RO_159384,Dudeştii Noi,3132,1864,68,0,12,96,583,13,5,31,42,236,34,14,13,12,88,550,10,57
RO_159393,Fibis,1452,1009,53,0,5,6,87,25,3,17,13,169,25,21,2,4,73,454,12,40
RO_159400,Ghilad,1725,1022,61,0,6,8,79,8,4,8,11,185,10,16,2,5,37,553,2,23
RO_159419,Gottlob,2179,1091,103,0,7,5,42,17,2,27,14,183,11,10,2,3,51,585,3,26
RO_159428,Iecea Mare,2341,1710,104,0,18,6,48,10,2,14,21,212,15,13,0,7,103,1111,0,26
RO_159437,Parta,2113,1381,4,0,8,11,118,13,1,35,41,206,37,21,5,9,55,779,4,34
RO_159446,Pădureni,1772,1313,72,0,5,10,54,13,2,23,17,183,17,21,1,14,86,765,3,27
RO_159455,Saravale,2141,1391,187,0,6,54,161,22,4,13,2,159,21,12,4,7,84,619,10,24
RO_159464,Şandra,2559,1463,82,0,10,62,118,16,7,48,20,339,32,7,9,12,88,575,5,33
RO_159473,Tomnatic,3054,1293,113,0,1,6,68,16,5,21,9,171,13,15,1,6,108,712,6,22
RO_159482,Valcani,1109,532,40,0,4,22,26,5,4,0,7,138,12,5,1,3,48,212,0,5
RO_159491,Livezile,1327,629,41,0,3,0,17,6,4,6,7,124,2,7,2,2,49,347,2,10
RO_159507,Pesac,1828,924,78,0,4,3,15,2,3,5,4,242,13,3,17,2,46,474,2,11
RO_159516,Bucovăţ,2300,1630,44,0,9,67,322,19,5,34,73,243,26,21,4,14,49,637,7,56
RO_159525,Otelec,1514,641,34,0,7,1,62,7,3,9,11,68,4,153,2,3,21,241,1,14
RO_159614,Municipiul Tulcea,67657,28241,942,0,256,246,2324,340,268,907,1876,5604,778,150,120,250,2185,10812,274,908
RO_159650,Oraş Babadag,7595,3878,316,0,23,19,86,53,12,25,39,582,56,37,7,22,249,2275,16,61
RO_159687,Oraş Isaccea,4046,2252,82,0,14,9,104,17,8,32,52,833,37,6,10,16,140,845,5,42
RO_159730,Oraş Măcin,8451,3726,225,0,39,21,242,58,22,92,84,618,62,13,5,31,289,1810,23,92
RO_159767,Oraş Sulina,3114,1763,92,0,20,16,183,14,11,36,138,414,41,6,10,22,82,626,11,41
RO_159785,Baia,3641,2514,166,0,30,3,48,25,8,20,20,322,24,29,6,17,144,1609,21,22
RO_159847,Beidaud,1258,756,57,0,3,4,17,8,4,0,12,121,2,3,1,6,58,456,2,2
RO_159883,C.A. Rosetti,575,319,28,0,3,4,29,1,1,2,7,70,3,5,0,4,28,128,1,5
RO_159945,Carcaliu,2376,947,112,0,3,2,16,16,6,3,10,122,9,4,1,6,72,551,4,10
RO_159963,Casimcea,2165,1446,147,0,7,8,28,14,5,13,8,135,11,15,4,5,48,983,0,15
RO_160047,Ceatalchioi,552,429,30,0,4,1,8,6,2,4,10,53,8,7,1,3,54,225,1,12
RO_160092,Ceamurlia de Jos,1974,950,78,0,6,8,22,5,3,6,4,139,6,12,0,8,72,567,7,7
RO_160127,Cerna,2909,1861,101,0,12,10,26,15,12,28,20,577,19,8,1,8,81,904,8,29
RO_160172,Chilia Veche,1498,883,44,0,6,2,85,13,8,12,20,221,6,8,3,8,56,368,5,18
RO_160225,Ciucurova,1679,862,86,0,6,4,16,15,1,4,17,137,3,6,3,8,81,462,7,6
RO_160261,Crişan,946,654,43,0,4,2,52,7,8,8,37,129,9,7,1,5,41,284,3,14
RO_160305,Dăeni,1539,922,70,0,4,5,6,5,4,3,8,142,14,0,1,4,43,610,1,2
RO_160323,Dorobanţu,1030,602,33,0,5,3,32,0,4,11,5,167,5,4,1,1,25,293,1,12
RO_160387,Frecăţei,2934,1753,105,0,37,6,40,25,8,14,34,243,20,5,11,14,188,975,4,23
RO_160430,Greci,4094,1907,116,0,14,15,68,42,12,39,34,296,22,8,3,11,133,1037,11,46
RO_160458,Grindu,1066,708,22,0,2,6,0,13,1,5,2,74,1,2,1,0,173,398,1,7
RO_160476,Hamcearca,1008,784,57,0,3,2,17,10,1,9,10,122,9,11,0,3,29,490,1,10
RO_160528,Horia,1071,741,36,0,4,1,17,11,6,9,11,235,6,5,0,7,41,338,1,13
RO_160564,Izvoarele,1620,1230,121,0,8,3,12,12,0,16,23,155,11,4,1,4,39,801,0,20
RO_160617,Jijila,4394,2124,122,0,12,8,83,22,14,51,63,385,16,15,2,10,125,1152,9,35
RO_160644,Jurilovca,3468,1789,82,0,6,8,70,19,7,30,23,218,19,3,1,7,103,1160,5,28
RO_160680,Luncaviţa,3481,2020,200,0,9,12,39,22,8,17,24,260,16,8,1,9,140,1225,4,26
RO_160724,Mahmudia,2066,1100,42,0,7,5,53,16,2,32,27,185,15,5,0,12,75,593,5,26
RO_160779,Maliuc,730,528,35,0,2,4,22,7,2,11,19,85,11,9,2,1,40,265,1,12
RO_160831,Mihai Bravu,2070,1090,52,0,4,2,15,11,4,6,13,232,2,6,0,6,92,623,2,20
RO_160877,Mihail Kogălniceanu,2423,1784,139,0,7,7,31,17,6,18,17,290,14,4,2,7,109,1094,5,17
RO_160911,Murighiol,2747,1559,93,0,15,9,117,36,10,7,41,259,20,16,3,9,159,726,7,32
RO_160993,Nalbant,2052,1176,107,0,7,1,10,13,1,13,9,205,8,13,1,5,70,695,4,7
RO_161035,Niculiţel,3582,1626,94,0,6,11,205,27,7,33,23,304,14,8,3,7,137,723,8,16
RO_161053,Nufăru,2281,944,59,0,13,4,71,12,3,20,30,223,28,12,6,11,157,265,9,21
RO_161106,Ostrov,1504,888,108,0,2,7,19,12,2,9,4,128,8,11,2,2,47,523,1,3
RO_161133,Pardina,447,370,25,0,2,0,29,6,4,0,7,71,3,2,1,2,23,182,4,9
RO_161151,Peceneaga,1328,931,45,0,5,5,31,8,9,5,6,74,10,8,1,3,41,671,2,7
RO_161179,Sarichioi,5368,2343,129,0,10,12,69,47,9,34,34,536,13,11,3,9,145,1216,15,51
RO_161231,Sfântu Gheorghe,681,608,35,0,3,7,29,2,6,20,42,102,10,16,0,4,31,285,2,14
RO_161259,Slava Cercheză,1840,969,121,0,4,3,23,23,6,9,23,247,12,5,1,5,60,404,4,19
RO_161286,Smârdan,866,481,25,0,2,0,13,5,4,3,6,73,3,2,3,4,32,294,0,12
RO_161302,Somova,4286,2225,118,0,12,12,84,32,7,42,290,325,39,24,5,19,160,1006,9,41
RO_161348,Stejaru,1200,895,25,0,4,2,13,13,4,6,5,91,1,1,1,4,40,678,0,7
RO_161384,Topolog,3419,1879,148,0,19,9,67,40,8,17,15,366,13,24,2,9,113,1002,8,19
RO_161464,Turcoaia,2556,1787,103,0,9,12,41,19,14,11,17,474,9,11,28,11,97,893,5,33
RO_161482,Valea Nucarilor,2725,1618,131,0,14,15,27,15,6,14,42,263,19,22,1,10,102,913,8,16
