gisco_id,name,registered,turnout,invalid,blank,РУСОФИЛИ ЗА ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,"ПАТРИОТИЧЕН ФРОНТ – НФСБ, БДС РАДИКАЛИ И БНДС ЦЕЛОКУПНА БЪЛГАРИЯ",ВЪЗРАЖДАНЕ,НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,БСДД – Български Съюз за Директна Демокрация,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,АТАКА,ПП ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ,ПП ГЛАС НАРОДЕН,Движение за права и свободи – ДПС,ПП ПРАВОТО,ВМРО – БЪЛГАРСКО НАЦИОНАЛНО ДВИЖЕНИЕ,БНО,ВОЛЯ,ПП ИМА ТАКЪВ НАРОД,Продължаваме Промяната,Партия МИР,ПП БЛАГОДЕНСТВИЕ – ОБЕДИНЕНИЕ – ГРАДИВНОСТ,Български национален съюз – НД,ПРЯКА ДЕМОКРАЦИЯ,"ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ (ДА България, ДСБ, Зелено движение)",ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,ГЕРБ-СДС,БСП ЗА БЪЛГАРИЯ,БЪЛГАРСКА ПРОГРЕСИВНА ЛИНИЯ,Партия на ЗЕЛЕНИТЕ,БРИГАДА,ИК за Петър Константинов Низамов - независим-Петър Константинов Низамов,Давид Леон Леви - независим-Давид Леон Леви
BG_VAR05,Бяла,2547,965,16,20,2,10,44,4,0,9,4,6,5,56,2,6,1,1,138,240,1,1,0,1,18,19,237,119,1,4,0,0,0
BG_VTR32,Сухиндол,2024,792,25,8,2,4,26,8,3,14,4,8,2,163,2,8,0,1,82,116,0,0,1,0,18,10,118,169,0,0,0,0,0
BG_SML18,Неделино,5400,1905,16,18,1,16,39,10,11,15,5,11,7,258,3,5,3,7,131,245,7,4,2,1,140,80,481,380,4,5,0,0,0
BG_DOB29,Шабла,3908,1417,9,28,1,7,74,3,1,14,8,9,9,15,6,18,2,8,171,351,0,0,1,1,76,38,318,247,0,1,1,0,0
BG_KNL31,Невестино,1633,819,17,14,3,1,26,6,3,11,7,1,7,30,3,14,1,1,63,134,1,1,0,2,10,52,209,201,1,0,0,0,0
BG_VAR06,Варна,293888,122042,66,1875,229,375,8825,361,141,368,476,399,467,2762,260,1316,66,546,12924,39172,145,53,44,66,8389,3009,29976,9526,54,122,30,0,0
BG_SFO16,Драгоман,4122,1823,30,35,8,6,59,8,2,8,16,12,11,46,7,92,2,4,135,367,6,0,1,0,47,76,623,217,2,2,2,0,0
BG_SHU21,Никола Козлево,6870,2272,7,20,15,21,26,10,15,19,5,13,19,458,7,5,4,22,98,48,4,1,1,1,19,13,1246,158,3,10,4,0,0
BG_KRZ08,Джебел,23076,5394,14,36,3,12,9,13,5,8,5,3,11,4342,7,1,1,6,134,101,1,6,0,2,17,6,546,99,0,3,2,0,0
BG_LOV02,Априлци,2474,1057,9,17,4,3,47,2,3,7,6,5,3,6,3,25,1,5,105,274,2,0,0,0,46,21,323,139,0,1,0,0,0
BG_BGS27,Приморско,5311,2285,8,34,8,25,112,20,10,10,5,13,12,103,13,26,5,9,274,625,4,3,2,0,66,46,688,160,1,2,0,1,0
BG_RAZ17,Лозница,10319,3778,29,41,5,12,39,12,4,10,11,8,17,2280,16,15,3,9,173,173,1,3,0,1,150,36,606,121,1,2,0,0,0
BG_RSE05,Ветово,12342,3728,10,39,5,13,90,14,10,18,14,11,13,2473,10,25,5,9,227,245,5,2,1,2,32,24,242,182,2,4,1,0,0
BG_SZR22,Мъглиж,9650,2620,3,22,2,9,113,13,15,50,17,10,13,299,12,18,5,21,240,473,4,7,1,1,73,59,848,287,3,2,0,0,0
BG_MON14,Георги Дамяново,1900,1104,27,21,2,2,22,1,1,3,8,2,4,62,1,3,2,6,71,228,3,0,1,0,33,33,342,223,2,1,0,0,0
BG_SFO34,Правец,6189,2524,32,54,14,15,86,10,16,17,17,26,17,87,12,19,6,13,203,524,11,5,2,2,73,56,596,596,5,5,5,0,0
BG_VID30,Ново село,2129,997,26,14,6,4,30,2,4,12,8,6,4,20,2,10,0,4,134,102,2,1,0,0,65,32,352,155,1,0,1,0,0
BG_SZR36,Чирпан,17613,5363,37,49,21,19,289,20,19,44,27,16,24,617,13,60,5,25,454,1210,12,4,2,3,146,110,1221,906,3,5,2,0,0
BG_BGS08,Камено,9929,2844,38,69,3,24,158,21,23,27,19,16,10,147,12,26,1,12,320,538,8,3,1,1,77,84,786,405,3,6,2,4,0
BG_BLG40,Сандански,34341,13313,48,142,25,52,533,37,23,79,46,78,39,116,36,2166,18,24,1527,3040,24,9,3,7,759,259,2938,1263,11,8,3,0,0
BG_SHU22,Нови пазар,16858,4503,25,59,14,22,189,20,18,43,17,22,36,1014,19,56,6,9,424,670,8,7,4,4,212,77,768,751,6,3,0,0,0
BG_VRC28,Мизия,5686,1853,4,30,3,13,63,4,8,36,15,17,8,103,8,32,2,9,246,388,1,1,3,3,39,63,426,323,3,2,0,0,0
BG_SLS15,Кайнарджа,4258,1427,28,6,4,7,20,25,5,13,4,4,6,303,8,4,10,18,70,80,0,2,0,2,21,13,609,158,1,4,2,0,0
BG_VID25,Макреш,1047,538,18,7,1,2,3,3,0,4,3,1,1,18,0,6,0,2,45,77,0,0,1,1,22,16,124,182,0,0,1,0,0
BG_GAB12,Дряново,7670,2749,15,44,18,14,123,12,11,27,14,14,6,96,10,46,1,19,265,683,7,0,1,0,91,74,556,586,1,9,6,0,0
BG_VTR06,Горна Оряховица,40030,14366,43,191,41,43,788,33,28,90,78,76,90,653,32,193,18,45,1576,3900,41,10,1,5,606,280,3201,2279,7,13,5,0,0
BG_VID37,Чупрене,1418,615,24,13,1,1,13,0,2,4,2,2,1,86,1,0,1,3,57,87,3,0,0,0,30,18,163,102,0,0,1,0,0
BG_SHU19,Каспичан,6783,1925,27,28,7,11,115,11,11,15,4,8,12,119,9,26,0,11,206,332,6,0,2,2,27,36,550,334,0,7,9,0,0
BG_VTR26,Полски Тръмбеш,11449,3949,20,48,14,18,123,63,21,35,23,12,13,941,11,41,3,18,403,629,8,3,2,2,98,38,661,692,3,5,1,0,0
BG_MON12,Вършец,6311,2537,23,16,13,4,70,11,5,17,11,8,9,464,7,12,0,10,193,601,5,2,1,0,87,40,597,326,0,5,0,0,0
BG_BGS21,Созопол,10769,4269,20,52,31,37,197,14,17,40,12,18,15,115,14,35,5,17,362,1049,13,5,2,3,178,99,900,1008,3,3,4,1,0
BG_KNL50,Трекляно,449,334,11,5,2,0,1,0,1,3,1,2,0,16,1,8,0,0,16,35,0,0,0,0,2,15,71,144,0,0,0,0,0
BG_VRC31,Оряхово,9098,3071,8,46,10,20,86,15,16,30,12,19,19,442,13,65,3,13,344,499,4,4,1,2,84,56,737,509,2,8,4,0,0
BG_BLG28,Кресна,4461,1830,3,15,5,4,32,11,11,10,7,12,7,5,7,32,1,8,139,328,3,2,1,0,150,27,563,438,3,6,0,0,0
BG_HKV28,Свиленград,18858,7276,34,84,18,29,333,35,18,53,29,46,40,93,29,46,10,15,933,2787,18,6,3,4,214,128,1277,981,4,5,4,0,0
BG_VID22,Кула,3523,1333,19,33,2,6,26,14,2,9,15,5,3,27,5,59,3,7,181,180,1,0,0,0,36,28,487,178,1,3,3,0,0
BG_LOV36,Угърчин,4829,1568,31,26,5,9,34,10,7,13,12,13,6,65,6,19,2,18,157,194,4,3,1,2,43,55,531,289,4,5,4,0,0
BG_TGV23,Опака,5729,2061,7,18,5,4,25,12,2,15,6,5,6,1413,4,16,1,9,90,85,3,1,2,1,25,5,172,126,2,1,0,0,0
BG_PDV33,Съединение,7696,2894,28,39,7,12,119,19,14,29,15,15,15,12,11,28,2,22,421,617,8,0,2,0,61,204,785,394,5,6,4,0,0
BG_BLG49,Струмяни,4201,1267,28,14,2,5,33,3,3,15,14,5,11,10,11,64,4,8,143,227,2,1,0,0,29,53,386,193,2,0,1,0,0
BG_VTR14,Златарица,3543,1396,20,7,5,10,18,9,9,15,7,10,16,425,3,84,2,6,83,138,1,2,1,2,23,85,174,235,5,0,1,0,0
BG_LOV17,Летница,4087,1071,10,6,2,7,34,13,10,13,8,4,6,236,3,15,0,4,100,175,0,0,1,1,17,15,222,163,2,1,3,0,0
BG_SZR37,Гурково,4182,1127,2,10,7,5,50,8,4,14,9,6,14,168,4,15,2,8,152,218,1,1,3,1,40,27,141,212,3,1,1,0,0
BG_PDV42,Куклен,6280,2112,6,24,3,13,91,11,13,6,10,9,6,528,5,14,0,6,127,412,4,3,0,1,68,32,469,251,0,0,0,0,0
BG_SFO25,Костенец,10082,3624,8,77,17,9,191,17,16,28,14,19,24,19,14,38,8,18,360,918,6,0,2,0,158,59,1200,396,0,5,3,0,0
BG_VAR14,Девня,7720,2330,5,34,8,18,105,17,7,19,13,21,20,38,12,45,5,17,278,385,2,0,1,4,29,65,1012,163,3,3,1,0,0
BG_VTR20,Лясковец,10969,3896,0,45,7,17,235,14,16,30,18,16,23,94,14,49,4,16,437,1017,11,1,0,1,170,72,920,658,3,7,1,0,0
BG_MON24,Лом,24147,7019,49,73,24,29,267,35,24,49,49,40,43,1357,18,59,5,31,740,1711,13,7,6,5,265,103,1187,817,2,6,5,0,0
BG_SFO59,Долна баня,3806,1879,7,34,11,12,59,17,16,29,15,22,22,18,9,12,5,16,149,227,6,2,3,3,36,28,997,114,3,4,3,0,0
BG_VRC32,Роман,4727,2093,45,39,4,8,44,18,10,10,17,14,9,384,5,43,2,5,183,269,3,6,0,3,128,39,483,319,1,1,1,0,0
BG_PVN23,Искър,5817,1491,0,17,5,8,46,20,9,22,16,14,3,163,7,43,2,4,223,179,2,2,2,2,32,33,258,370,4,3,2,0,0
BG_MON38,Якимово,3131,1080,23,21,3,3,17,7,4,18,5,2,8,298,3,2,0,7,149,144,1,3,0,0,28,16,180,138,0,0,0,0,0
BG_PAZ24,Ракитово,12781,3734,0,31,12,17,118,17,18,36,19,18,23,1307,9,30,3,13,254,406,8,2,2,2,82,90,580,630,2,2,3,0,0
BG_SHU23,Велики Преслав,12364,3288,20,45,11,11,105,26,5,23,14,16,12,507,10,28,10,36,333,694,9,2,4,3,88,60,814,395,3,3,1,0,0
BG_HKV29,Симеоновград,6909,2340,29,26,10,10,85,11,18,19,11,13,17,57,11,12,8,23,222,342,5,5,2,3,48,27,915,403,1,3,4,0,0
BG_SFO55,Пирдоп,6609,2507,1,56,4,15,132,7,4,17,18,11,10,124,9,36,3,6,259,695,1,1,1,2,106,55,667,252,7,4,4,0,0
BG_PER22,Ковачевци,1176,790,23,14,3,2,18,1,0,4,5,0,2,23,1,14,0,0,58,104,0,0,0,1,26,25,203,262,1,0,0,0,0
BG_SZR38,Николаево,3671,1064,8,4,6,6,30,16,8,10,9,8,18,294,7,10,3,9,86,138,2,2,0,0,21,17,190,157,4,0,1,0,0
BG_RAZ36,Цар Калоян,6150,1892,6,22,1,4,17,12,3,4,6,4,7,1283,4,7,1,5,60,117,1,1,3,1,56,14,166,85,0,2,0,0,0
BG_SFO47,Златица,4724,1809,7,38,4,10,97,12,1,13,13,14,21,17,9,11,5,9,194,423,6,0,0,0,62,106,507,226,1,1,2,0,0
BG_PDV41,Стамболийски,16723,5489,0,74,23,33,351,37,38,47,41,38,29,17,24,39,4,30,568,1170,13,8,4,5,191,126,1850,713,4,6,6,0,0
BG_PAZ21,Пещера,18363,4989,4,71,16,8,225,17,16,40,20,19,22,487,17,187,6,11,433,1089,3,1,1,3,168,184,1001,922,9,6,4,0,0
BG_SFO24,Копривщица,1852,787,0,6,3,6,34,5,2,12,6,5,5,21,5,25,3,5,73,194,5,1,0,0,41,28,162,137,1,0,2,0,0
BG_PDV39,Кричим,7124,1769,0,20,5,15,81,5,10,16,14,7,7,302,3,14,0,3,207,430,2,0,1,0,48,32,338,202,2,4,1,0,0
BG_PAZ39,Сърница,4165,2432,1,12,2,3,2,7,2,2,1,2,5,2019,3,0,1,1,42,37,0,0,1,0,24,11,134,120,0,0,0,0,0
BG_KNL41,Сапарева баня,5776,2300,2,28,9,8,116,31,17,24,18,19,17,28,10,28,4,4,349,476,1,3,1,1,42,42,763,253,2,3,1,0,0
BG_KNL38,Рила,2375,801,4,22,3,8,21,7,2,8,8,3,5,11,4,13,0,1,90,165,0,0,1,0,32,22,248,122,1,0,0,0,0
BG_PDV40,Перущица,4097,1210,0,18,7,9,45,4,0,6,7,8,7,37,2,7,0,4,89,360,1,1,0,1,58,31,370,135,0,3,0,0,0
BG_PDV22,Пловдив,299414,118291,69,1821,261,336,7470,387,205,500,498,597,453,1925,262,1274,98,255,11509,38647,126,42,61,42,8637,2361,29521,10772,25,98,39,0,0
BG_DOB28,Добрич,82166,26979,24,339,74,122,1723,119,71,185,111,151,169,744,89,415,17,94,2839,8573,39,18,8,16,1306,649,5831,3205,12,29,7,0,0
BG_SFO57,Чавдар,1023,342,0,4,2,1,19,0,1,8,8,2,2,15,2,6,1,1,28,74,2,0,1,0,9,8,67,80,0,1,0,0,0
BG_SFO58,Челопеч,1255,593,1,6,5,4,19,2,4,1,2,5,2,48,3,3,3,1,69,103,0,1,0,1,23,12,178,96,0,0,1,0,0
BG_JAM26,Ямбол,65010,21235,12,298,70,70,1446,91,37,112,198,83,79,311,52,152,18,40,2153,6613,26,9,6,14,972,537,4806,2993,9,20,10,0,0
BG_BGZZAU,Australia,249,642,10,12,2,0,102,3,0,3,4,2,2,2,0,4,0,0,44,225,1,1,0,0,124,13,57,26,0,5,0,0,0
BG_BGZZAT,Austria,838,5051,24,74,11,3,392,10,6,9,7,17,18,67,7,19,2,3,606,1953,15,5,0,2,871,129,619,163,2,16,1,0,0
BG_BGZZAZ,Azerbaijan,13,17,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,2,0,0,0,0,0
BG_BGZZAL,Albania,198,343,16,4,3,1,5,5,3,0,1,3,2,2,1,57,0,7,14,16,0,1,1,1,11,0,75,112,0,0,2,0,0
BG_BGZZDZ,Algeria,14,36,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,3,13,0,0,0,0,0
