gisco_id,name,registered,turnout,invalid,blank,ПП ИМА ТАКЪВ НАРОД,ПП ГЛАС НАРОДЕН,СИНЯ БЪЛГАРИЯ,"НИЕ ГРАЖДАНИТЕ /БЪЛГАРСКАТА ПРОЛЕТ, КОЙ, БРСП, НАЦИЯ/",ПОЛИТИЧЕСКА ПАРТИЯ БЪЛГАРСКИ ГЛАСЪ,КОАЛИЦИЯ НА РОЗАТА,ЦЕНТЪР,СОЛИДАРНА БЪЛГАРИЯ,ЕДИНЕНИЕ,БНО,ВЪЗРАЖДАНЕ,ПП МЕЧ,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА,БЪЛГАРСКИ ВЪЗХОД,КП ГРАЖДАНСКИ БЛОК (ГБ),ПП ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ,ЛЕВИЦАТА!,Партия на ЗЕЛЕНИТЕ,НИЕ ИДВАМЕ,ГЕРБ-СДС,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД,БСП за БЪЛГАРИЯ,ПП ВЕЛИЧИЕ,ПП ВМРО – БЪЛГАРСКО НАЦИОНАЛНО ДВИЖЕНИЕ,ПРЯКА ДЕМОКРАЦИЯ,Движение за права и свободи – ДПС,ЗЕЛЕНО ДВИЖЕНИЕ,ЗА ВЕЛИКА БЪЛГАРИЯ,БСДД – БЪЛГАРСКИ СЪЮЗ ЗА ДИРЕКТНА ДЕМОКРАЦИЯ,КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (РУСОФИЛИ И КОМУНИСТИ)
BG_BLG52,Хаджидимово,8362,2960,97,71,119,6,13,2,2,5,48,13,1,2,204,82,158,4,1,21,2,5,3,0,767,4,344,51,10,8,914,1,0,1,1
BG_LOV18,Ловеч,41519,13015,281,354,1260,39,124,42,39,25,64,197,22,8,1846,318,1444,18,69,32,9,60,27,43,3791,10,1164,592,128,22,930,40,9,3,5
BG_DOB20,Крушари,4982,1794,73,13,38,6,5,2,1,4,1,3,0,1,62,20,31,3,3,1,3,3,2,1,307,2,44,20,2,2,1136,1,1,1,2
BG_SLV11,Котел,18649,4115,288,71,77,14,16,4,1,5,34,49,3,2,270,67,155,6,8,3,2,13,9,10,1681,4,174,49,37,4,1037,17,0,3,2
BG_BLG53,Якоруда,8737,5596,133,85,68,2,2,1,1,2,40,2,4,0,120,28,59,1,3,3,5,4,1,3,225,0,63,17,10,13,4690,8,0,2,1
BG_VAR01,Аврен,6669,3124,146,75,132,6,19,4,1,4,8,71,8,1,356,70,214,3,10,1,4,98,3,3,1183,4,141,86,30,3,430,4,4,1,1
BG_KRZ15,Крумовград,33153,9943,267,127,101,8,14,5,2,1,11,12,7,1,114,66,197,4,33,4,20,11,8,5,544,2,302,50,12,17,7975,14,4,2,3
BG_GAB29,Севлиево,30235,8449,224,249,536,26,81,17,23,9,78,114,14,3,1305,274,748,16,35,14,7,25,43,14,2218,16,623,381,63,28,1243,13,4,1,4
BG_KRZ14,Кирково,35497,10716,307,89,120,9,17,1,2,5,27,15,8,2,165,56,253,5,22,3,18,10,7,8,873,4,197,16,5,16,8440,9,3,4,0
BG_BLG03,Благоевград,93675,24751,537,629,1733,66,307,32,43,17,493,413,46,18,2996,498,3421,21,62,48,10,209,34,50,7065,14,1360,836,354,42,3294,71,11,10,11
BG_BGS01,Айтос,27518,7424,298,151,298,13,33,7,5,9,33,45,41,4,673,209,411,8,30,5,13,15,18,13,2032,7,394,274,19,10,2331,12,2,3,8
BG_PAZ04,Белово,7071,2708,105,81,105,7,13,7,4,1,27,19,4,1,381,137,167,3,9,0,3,12,5,7,1034,3,324,122,4,3,116,1,2,0,1
BG_VID09,Видин,55553,15391,449,528,948,41,265,25,40,18,88,296,12,8,2088,374,2008,17,43,34,24,274,32,19,3496,13,1339,664,61,24,2095,36,8,4,20
BG_VAR02,Аксаково,17105,6239,257,149,373,18,60,10,2,3,40,59,9,5,873,216,464,8,22,2,4,218,17,28,2168,6,377,270,36,16,505,8,1,0,15
BG_SML11,Златоград,10194,3506,102,91,89,16,21,6,7,3,20,25,3,5,251,53,616,5,4,1,5,7,5,6,830,2,553,96,6,2,671,3,2,0,0
BG_TGV35,Търговище,55463,19880,646,466,710,31,97,17,23,11,191,134,25,2,1786,507,1203,19,58,14,27,113,34,32,3046,22,1220,528,79,36,8741,26,18,4,14
BG_SFO45,Сливница,6589,2211,44,84,164,6,30,5,4,5,27,43,2,2,317,69,282,1,15,2,3,4,7,4,775,3,122,75,22,3,77,7,3,0,4
BG_VTR28,Свищов,27797,8437,220,261,572,22,124,12,7,9,61,89,12,4,1421,237,791,12,34,11,16,50,18,16,2488,15,773,462,88,32,530,19,7,1,23
BG_SLS01,Алфатар,2472,1094,50,25,32,3,5,2,1,0,9,9,0,0,99,21,43,4,1,1,1,6,4,2,504,1,80,30,4,3,151,2,1,0,0
BG_PAZ19,Пазарджик,99392,25879,621,714,1686,89,367,80,56,23,571,265,44,10,3937,1112,3325,24,201,35,16,124,67,59,6474,27,2011,1196,213,71,2293,57,22,17,72
BG_BGS17,Поморие,23215,6942,204,190,402,13,79,10,8,5,59,52,7,1,875,200,672,7,72,4,22,37,14,34,1717,8,379,546,32,15,1235,23,12,1,7
BG_SZR24,Павел баня,13440,5141,202,99,140,15,13,6,2,4,23,16,3,3,411,152,130,4,3,1,12,35,12,5,462,5,204,116,31,7,2999,14,6,2,3
BG_HKV34,Хасково,88734,29495,997,705,1309,89,242,60,16,19,200,221,114,13,3781,550,2599,21,125,22,32,109,60,101,8726,26,1467,1320,147,47,6298,42,16,8,13
BG_SHU25,Смядово,5362,1317,83,39,64,13,4,3,6,4,2,10,0,0,182,36,109,3,5,1,2,5,2,4,499,4,93,55,4,2,78,1,2,1,1
BG_JAM22,Стралджа,9318,2691,139,68,118,8,23,8,4,0,20,28,5,0,300,81,135,5,58,2,6,7,5,9,864,2,503,90,20,4,174,4,1,0,0
BG_SOF46,Столична,1199064,411780,4100,15841,23618,1498,14142,997,794,494,6636,9909,1175,126,58988,9349,111276,389,2554,582,251,2897,1309,1462,86796,314,23928,18382,3539,1249,4874,3438,403,200,523
BG_DOB15,Добрич-селска,20615,6472,336,85,225,20,19,5,4,3,25,23,5,2,554,167,299,5,22,4,15,13,6,18,1172,9,1342,111,17,16,1924,13,5,5,3
BG_SFO39,Самоков,29898,10138,338,265,468,25,124,11,13,11,89,373,11,7,1110,232,850,8,43,63,5,36,21,15,4140,15,621,250,147,16,793,26,6,3,10
BG_VRC08,Бяла Слатина,19871,8991,241,245,299,22,52,5,4,3,88,41,11,5,675,225,610,6,14,3,10,28,19,20,4356,8,389,149,48,10,1378,11,4,3,9
BG_DOB27,Тервел,19574,5088,232,63,119,12,13,4,3,3,57,13,4,1,255,100,181,6,17,2,9,11,8,13,1989,3,268,71,25,9,1588,2,2,2,3
BG_HKV19,Минерални бани,6750,3296,92,42,40,1,5,1,2,1,5,10,4,2,155,20,70,1,1,1,8,4,0,11,241,2,101,49,3,4,2408,8,1,1,2
BG_PDV43,Сопот,8686,2507,47,99,249,1,24,4,11,5,35,65,6,1,455,80,286,3,12,2,2,13,9,22,454,0,373,136,28,5,64,7,4,0,5
BG_SLS34,Тутракан,13674,4748,185,91,154,9,11,4,5,3,16,16,4,3,561,114,412,10,21,2,10,10,8,5,944,9,360,144,51,7,1566,6,3,0,4
BG_SFO54,Антон,1207,324,7,11,23,2,3,0,0,1,6,3,1,0,79,8,33,0,4,0,0,0,1,1,59,0,23,7,0,0,49,3,0,0,0
BG_TGV02,Антоново,5559,2564,80,51,31,4,3,4,0,2,45,6,1,0,89,56,75,2,1,0,8,2,5,5,202,5,217,40,5,5,1614,2,2,1,1
BG_SFO10,Горна Малина,4516,1589,37,64,88,3,24,5,2,4,61,24,5,1,227,45,120,2,5,0,1,9,5,6,410,1,265,52,23,6,68,22,2,0,2
BG_SZR07,Гълъбово,9432,3972,163,111,163,7,9,7,4,9,55,31,10,2,466,339,153,9,8,0,5,13,5,7,618,4,319,110,19,4,1302,10,7,2,1
BG_TGV24,Попово,23954,5884,150,147,340,17,26,11,15,7,24,72,7,3,734,192,494,4,29,2,7,29,17,13,907,31,1442,300,25,9,797,10,5,2,16
BG_VTR04,Велико Търново,70887,24434,393,783,1810,68,337,54,13,26,178,334,50,10,4340,531,3233,18,148,10,14,212,71,76,6150,18,1771,1563,373,67,1581,167,10,2,23
BG_SML31,Смолян,32678,11374,235,396,620,51,100,27,25,10,137,125,33,6,1358,267,1487,12,44,5,3,161,20,30,3514,11,855,429,28,20,1298,45,10,4,8
BG_KRZ02,Ардино,25268,6915,184,66,21,10,7,1,4,3,13,14,5,4,117,30,158,1,25,1,12,3,5,7,483,5,107,17,6,8,5589,5,1,3,0
BG_VAR16,Дългопол,12148,4496,206,50,66,12,2,2,3,1,6,16,4,0,214,79,149,3,2,2,3,153,7,7,1911,7,294,52,13,2,1225,4,1,0,0
BG_GAB05,Габрово,54019,16482,272,501,1114,66,221,35,17,14,153,231,48,4,2896,509,1841,17,85,18,11,186,49,48,5443,18,1092,1023,135,61,246,68,14,23,23
BG_SZR31,Стара Загора,138147,46144,988,1537,3651,117,730,182,62,36,439,755,119,30,8404,2082,5525,57,245,33,27,281,106,118,11090,35,3804,2792,455,116,2029,116,93,8,83
BG_VID16,Димово,4764,2284,100,51,51,6,36,2,1,0,9,13,2,1,142,30,143,4,3,0,7,8,2,2,282,2,109,43,5,4,1217,4,2,1,2
BG_PDV01,Асеновград,57795,17045,470,482,878,42,244,22,9,27,173,204,104,7,2281,581,1676,17,332,39,9,54,30,18,4040,18,1015,722,119,30,3243,109,13,7,17
BG_SLV16,Нова Загора,31600,7546,247,173,453,32,51,22,10,10,61,140,13,2,1244,481,652,12,29,10,6,33,22,19,2215,12,603,313,55,14,594,8,6,1,3
BG_VTR31,Стражица,10776,3061,185,98,173,6,11,7,1,4,15,27,5,0,288,110,115,7,7,0,8,7,7,3,710,13,223,57,22,8,928,3,6,1,6
BG_PVN21,Никопол,7725,3013,91,69,116,7,16,7,1,3,59,32,4,1,230,42,119,1,8,1,2,12,7,4,305,3,352,52,59,5,1389,12,2,0,2
BG_JAM25,Тунджа,17200,5468,233,141,329,19,40,14,13,5,85,65,5,1,911,239,385,10,62,8,2,41,20,13,1346,7,931,197,34,12,276,5,8,3,8
BG_PVN16,Левски,16449,4569,198,92,266,11,20,4,5,8,28,49,19,0,626,86,392,11,17,2,4,33,17,5,845,6,639,140,99,7,923,6,0,1,10
BG_BGS09,Карнобат,20513,4795,179,169,332,14,41,14,2,7,27,76,13,4,702,210,420,10,22,5,6,117,10,13,939,8,567,266,19,6,574,8,6,1,8
BG_MON26,Медковец,2850,1264,67,15,35,3,5,1,0,1,4,14,1,3,90,36,34,7,2,1,1,1,3,4,393,1,83,23,5,0,381,40,1,2,7
BG_KRZ21,Момчилград,30230,8839,251,99,154,9,6,1,3,2,19,6,5,0,96,40,164,2,25,1,15,5,3,3,519,6,125,32,5,8,7215,8,4,5,3
BG_PDV28,Садово,12070,2474,87,60,160,13,24,7,2,4,39,58,1,0,364,123,229,1,52,1,2,8,7,4,504,6,518,108,29,2,41,5,8,2,5
BG_SML02,Баните,3290,1433,43,34,117,6,6,1,0,5,9,6,1,0,78,8,111,3,3,0,3,3,0,3,505,0,156,11,1,2,312,4,2,0,0
BG_BGS13,Царево,7417,2885,136,77,367,3,46,7,2,3,22,42,10,3,328,61,257,3,14,1,5,12,7,7,1088,4,184,125,12,5,43,7,2,0,2
BG_PAZ08,Велинград,30918,9670,323,190,326,12,45,5,7,8,794,64,12,0,898,188,707,5,20,11,8,24,13,12,2974,10,450,217,18,10,2276,21,6,4,12
BG_SLS31,Силистра,46179,14861,413,446,996,72,92,25,19,12,91,258,14,5,2488,394,1787,17,97,98,14,117,32,26,3686,13,1306,829,167,28,1275,10,21,2,11
BG_PDV07,Брезово,4931,1620,66,40,60,5,9,3,2,2,11,33,3,2,282,92,111,7,30,2,2,7,7,2,411,1,367,48,5,2,2,3,1,1,1
BG_KNL04,Бобов дол,6456,2389,95,80,141,12,10,1,1,3,8,32,5,1,333,75,164,4,6,7,1,10,13,5,714,1,222,50,23,5,363,1,2,0,1
BG_RSE33,Сливо поле,9672,2707,124,68,86,8,8,3,1,7,11,12,7,8,197,64,115,2,9,2,3,5,3,2,912,1,186,81,10,7,755,7,1,0,2
BG_BLG02,Белица,7942,4697,105,58,28,6,6,0,1,0,18,4,3,1,83,32,41,3,3,0,4,2,3,1,314,3,194,17,6,7,3747,5,1,0,1
BG_KNL29,Кюстендил,65700,15774,395,479,987,75,134,21,32,25,133,343,30,10,2481,465,1749,28,68,4,11,73,103,37,4491,13,1254,665,280,38,1256,54,14,3,23
BG_KNL05,Бобошево,1946,716,30,21,38,2,34,3,1,1,4,4,0,0,102,23,63,0,2,41,0,1,3,1,185,0,57,20,3,1,75,1,0,0,0
BG_PVN10,Долна Митрополия,15424,3833,126,117,450,11,42,10,2,6,57,63,13,0,564,134,291,7,14,8,4,23,4,9,987,5,378,143,58,6,293,1,1,2,4
BG_PER36,Радомир,15693,4560,116,137,305,12,195,18,9,7,42,55,6,3,762,158,485,6,17,1,3,34,11,11,1450,6,351,175,76,7,80,15,0,0,7
BG_SHU11,Хитрино,10937,2304,104,30,38,8,4,4,4,0,1,9,7,0,62,19,1098,3,4,0,6,0,1,2,252,2,71,7,3,2,562,0,1,0,0
BG_KRZ35,Черноочене,12938,4952,132,45,21,1,5,0,5,2,8,6,1,2,57,8,60,2,0,2,8,1,2,1,186,6,52,5,3,5,4317,8,1,0,0
BG_LOV34,Троян,26307,7984,176,262,502,18,101,24,31,7,57,79,7,1,1218,442,826,11,75,3,4,28,19,39,2127,3,865,438,128,18,432,28,6,2,7
BG_KNL48,Дупница,39225,11784,307,294,645,43,205,21,22,6,166,151,4,6,1508,409,1111,13,26,63,4,39,32,43,3300,18,1159,492,120,37,1480,32,18,2,8
BG_BLG13,Гърмен,13387,7715,145,86,114,7,9,4,1,2,56,18,8,0,203,73,144,0,3,6,7,10,5,5,1111,4,247,26,44,3,5364,6,2,0,2
BG_VID06,Брегово,3658,1988,97,79,73,9,7,5,1,2,5,24,2,1,143,33,101,1,6,0,0,10,1,3,832,3,220,24,6,3,288,4,3,1,1
BG_HKV30,Стамболово,11433,4426,99,47,27,2,2,0,1,0,2,10,2,1,86,27,110,3,0,0,12,1,0,3,154,1,128,25,6,3,3664,4,1,2,3
BG_RAZ26,Разград,50162,13695,390,407,560,44,48,11,7,10,65,104,23,4,1599,299,2847,12,35,6,6,33,16,28,3076,18,1163,513,95,22,2223,15,7,0,9
BG_DOB12,Генерал Тошево,12269,3260,128,70,217,10,26,7,6,1,56,26,2,2,504,121,209,5,22,3,2,21,8,10,593,4,612,117,19,9,435,8,4,2,1
BG_DOB03,Балчик,17411,5105,166,132,277,24,31,13,8,4,29,45,2,2,830,164,381,9,22,1,5,14,11,5,1185,6,278,179,26,12,1212,18,2,1,11
BG_MON02,Берковица,15190,5777,238,136,210,13,46,6,8,14,45,103,17,2,741,97,386,9,29,24,14,16,3,4,800,9,366,182,37,10,2185,22,1,0,4
BG_RSE08,Две могили,7486,1962,90,36,113,4,7,5,1,5,10,17,1,1,230,55,89,1,2,1,3,11,1,2,384,2,158,74,12,3,638,6,0,0,0
BG_VRC10,Враца,64604,19237,416,564,1230,51,175,58,153,20,149,236,24,10,2917,726,2125,28,83,63,11,75,28,33,6062,25,1374,802,369,35,1255,100,14,4,22
BG_BLG11,Гоце Делчев,28024,10722,364,263,263,21,58,13,9,11,284,52,7,0,818,176,634,5,25,27,6,43,16,10,2115,2,2414,264,108,11,2673,10,8,5,7
BG_PER08,Брезник,4899,1591,28,59,105,6,51,4,4,1,16,65,5,2,220,60,141,2,12,2,3,20,5,10,483,2,178,45,11,1,32,7,6,2,3
BG_VAR26,Суворово,6547,2724,115,73,91,4,11,3,2,1,6,15,4,2,243,81,140,0,8,2,5,199,2,5,1114,3,117,71,158,4,241,3,1,0,0
BG_BLG01,Банско,11015,4720,144,195,226,17,38,7,12,3,95,74,10,1,425,98,553,4,13,9,1,8,4,4,1868,4,533,141,42,4,170,5,5,3,4
BG_BLG37,Разлог,16999,8207,315,230,413,29,47,15,11,7,143,60,12,6,700,157,722,11,18,21,6,33,16,45,2534,9,753,172,224,8,1442,17,3,2,26
BG_BGS15,Несебър,20846,6522,140,189,411,23,123,10,5,2,66,81,12,5,1279,266,996,9,63,9,5,58,25,28,1517,7,385,511,36,9,220,20,5,5,2
BG_PAZ20,Панагюрище,20182,5967,198,142,401,23,49,15,5,4,82,61,27,2,945,255,627,3,24,3,3,35,14,7,1937,3,649,285,30,16,97,12,3,1,9
BG_PDV13,Карлово,43479,11694,399,389,845,26,129,19,13,19,338,110,46,9,1823,434,1190,11,75,21,5,68,27,145,2470,21,1543,428,218,24,801,24,11,5,8
BG_KNL27,Кочериново,2897,1234,44,14,165,5,63,8,4,3,34,15,2,0,138,19,92,3,9,10,2,6,1,7,301,0,111,27,4,3,137,2,1,2,2
BG_SML10,Доспат,7101,3316,93,40,141,9,5,4,0,2,5,4,2,0,70,29,238,3,2,3,1,2,1,3,2322,4,119,30,0,1,176,2,1,2,2
BG_RSE27,Русе,142125,39990,708,1361,3689,119,446,124,69,69,270,563,79,18,7188,1430,6109,70,327,52,27,295,97,112,8011,22,3218,2815,605,114,1724,144,42,16,57
BG_VTR22,Павликени,19398,5803,227,153,293,14,61,9,5,2,34,56,10,1,808,178,295,7,22,3,0,24,21,6,1120,12,1002,296,73,6,978,68,4,1,6
BG_PAZ03,Батак,5106,2144,53,59,58,4,2,3,2,0,32,12,2,1,181,28,77,1,8,6,1,14,5,3,465,2,110,52,5,4,948,1,0,1,4
BG_RSE03,Борово,4740,1479,82,42,51,9,7,3,4,3,1,16,3,1,162,70,75,2,2,4,0,3,5,2,466,3,119,35,6,3,294,1,3,0,2
BG_SFO43,Своге,15344,5133,154,163,264,14,34,11,4,6,42,77,9,4,738,155,381,10,26,4,4,15,9,5,1315,11,410,135,32,11,1054,23,4,0,3
BG_LOV38,Ябланица,4578,1642,88,36,71,7,11,3,3,0,19,9,2,1,151,42,70,1,2,0,5,6,3,3,654,4,97,17,6,12,310,4,0,1,4
BG_VRC21,Криводол,6827,2579,121,41,91,8,19,3,228,3,14,21,5,2,219,88,137,1,8,5,6,35,6,6,501,7,231,31,22,3,706,3,2,3,3
BG_KRZ16,Кърджали,99413,26395,986,534,574,37,125,35,26,12,66,104,26,7,1786,293,1481,16,124,13,41,35,23,19,2291,20,890,396,34,34,16302,49,6,5,5
BG_SLS07,Главиница,11034,4689,156,72,70,6,4,3,5,1,7,12,0,2,148,45,108,3,3,3,8,4,6,1,493,4,125,41,12,6,3327,9,2,2,1
BG_SZR23,Опан,1958,943,47,12,33,3,2,2,1,1,13,8,0,0,119,27,43,0,5,0,0,7,3,2,209,3,179,28,5,2,187,0,0,1,1
BG_VTR13,Елена,7932,2742,138,56,142,6,9,1,1,2,14,22,9,0,363,68,211,3,7,23,3,9,5,3,936,5,223,100,38,4,331,3,1,3,3
BG_PVN24,Плевен,115376,34248,619,1080,3938,74,606,63,33,30,538,614,337,21,5496,983,4192,46,273,48,24,268,73,59,7767,19,2601,1721,549,60,1931,93,23,3,66
BG_PDV12,Калояново,9007,2595,73,57,144,10,22,5,0,8,28,16,70,0,359,138,235,4,14,2,2,5,7,2,763,1,282,96,16,5,220,8,3,0,0
BG_SML09,Девин,10229,3744,120,82,144,19,17,2,1,1,12,21,6,1,222,48,195,9,5,1,2,3,4,6,996,8,316,83,4,5,1397,4,5,1,4
BG_LOV19,Луковит,14461,4333,265,78,228,10,27,3,1,1,37,30,6,1,372,143,200,3,7,1,9,18,7,9,1331,2,305,111,21,7,1080,3,2,2,13
BG_SFO26,Костинброд,13604,4846,108,151,339,11,47,5,6,7,59,59,11,0,642,153,426,5,12,5,2,20,15,8,1700,7,309,178,103,7,401,35,5,2,8
BG_MON29,Монтана,44357,15213,358,462,956,44,189,26,25,21,232,221,10,5,2513,505,1284,15,197,64,10,100,51,42,4117,14,1017,606,135,22,1863,59,16,6,28
BG_BLG33,Петрич,51963,16192,658,309,863,41,166,15,17,4,121,144,21,23,1312,427,1352,14,29,31,12,32,28,29,7405,22,657,415,505,12,1478,12,20,6,8
BG_PDV26,Родопи,27821,7827,157,277,579,19,129,13,3,9,115,107,24,2,1224,411,949,10,76,4,3,187,11,24,1974,9,508,538,47,15,343,22,4,26,8
BG_DOB17,Каварна,12364,3557,121,82,229,15,23,10,4,3,54,41,7,2,538,145,366,8,17,3,2,18,5,6,1189,3,289,133,30,5,189,13,3,0,4
BG_PVN03,Белене,7607,2139,54,94,201,8,8,1,2,4,14,33,2,4,481,96,208,3,16,0,0,25,3,4,355,3,301,108,35,1,68,5,1,0,1
BG_MON04,Бойчиновци,6811,3455,182,44,82,11,6,3,2,2,15,20,0,2,298,70,57,3,24,5,5,8,11,7,1197,8,131,36,98,3,1107,3,2,0,13
BG_SZR27,Раднево,15165,5302,143,149,350,23,24,11,11,4,43,80,7,2,1084,451,334,7,9,5,5,14,12,12,1110,4,698,239,21,3,424,4,15,0,4
BG_BGS06,Средец,10842,3154,161,89,168,7,20,3,2,4,27,40,7,2,436,103,381,4,26,8,5,10,4,14,906,4,429,160,16,2,101,6,4,0,5
BG_MON36,Чипровци,2914,1645,60,50,55,8,3,5,1,2,9,14,2,0,312,28,122,4,10,6,2,4,2,1,721,7,107,45,3,2,44,11,2,1,2
BG_RAZ14,Исперих,25340,9038,352,169,124,11,22,5,3,2,17,23,4,1,334,92,352,4,8,2,14,9,1,3,1999,5,224,62,9,7,5166,10,0,2,2
BG_GAB35,Трявна,9486,2531,41,58,182,6,60,11,1,1,86,53,3,1,535,56,268,1,9,1,1,42,10,5,669,1,194,132,40,11,19,30,2,0,2
BG_PDV15,Лъки,2159,719,28,13,43,2,6,1,0,0,3,1,0,0,102,17,63,1,3,0,1,4,2,1,166,1,146,32,2,2,78,0,0,0,1
BG_HKV17,Любимец,7693,3587,195,59,163,21,12,4,3,3,10,13,6,3,257,65,164,2,8,0,0,21,9,10,2119,3,209,53,4,2,151,10,5,0,3
BG_RAZ16,Кубрат,18558,6031,263,146,125,9,5,4,6,2,9,30,6,0,350,84,391,9,11,2,8,12,5,7,881,6,258,90,12,14,3267,13,4,0,2
