gisco_id,name,registered,turnout,invalid,blank,"ПП ""Нова Алтернатива""","ПП ""Демократическа Партия""","ПП ""Национален Фронт за Спасение на България""","КП ""Коалиция за България""","КП ""Център - Свобода и Достойнство""","ПП ""Национал-Демократична Партия""","КП ""Гражданска Листа - Модерна България""","КП ""Съюз на Демократичните Сили""","ПП ""Либерален Алианс""","ПП ""Християн-Социален Съюз""","ПП ""Атака""","ПП ""ГЕРБ""","ПП ""Ред, Законност и Справедливост""","ПП ""ВМРО - Българско Национално Движение""","ПП ""Демократична Гражданска Инициатива""","ПП ""Християндемократическа Партия на България""","ПП ""Средна Европейска Класа""","ПП ""Национално Патриотично Обединение""","ПП ""Лидер""","ПП ""Зелените""","КП ""Демократи за Силна България и Български Демократически Форум (ДСБ, БДФ)""","ПП ""Социалдемократическа Партия""","ПП ""Другата България""","ПП ""Българската Левица""","ПП ""Кауза България""","ПП ""Движение България на Гражданите""","ПП ""Демократична Алтернатива за Национално Обединение""","КП ""Българска Пролет""","КП ""Горда България""","ПП ""Глас Народен""","ПП ""Български Земеделски Народен Съюз""","ПП ""Движение за Права и Свободи""","ПП ""Национално Движение Единство""","ПП ""Партия на Българските Жени""","ПП ""Единна Народна Партия""","ПП ""Съюз на Комунистите в България""",Инициативен Комитет Жоро Петров НиЧев
BG_72761,Тополовград,10514,5477,182,0,14,13,543,1908,33,3,15,67,13,12,282,1772,94,54,18,2,2,1,142,5,59,0,3,11,0,54,1,6,20,10,20,87,0,8,11,12,0
BG_72343,Тетевен,18883,9664,336,0,37,12,401,3047,181,9,27,121,7,6,648,2455,189,190,42,8,6,5,163,29,143,0,0,31,7,197,7,20,290,39,20,926,2,0,9,54,0
BG_22407,Долни Дъбник,12296,5405,233,0,10,8,248,1893,25,4,13,43,5,0,310,1344,48,122,14,6,4,7,35,14,36,0,0,4,3,179,4,4,6,36,108,618,2,1,4,8,6
BG_07598,Бяла,2752,1422,48,0,3,4,126,420,20,1,0,16,5,0,93,444,10,4,6,2,0,4,0,3,24,0,0,0,0,29,3,3,0,12,3,78,1,5,2,4,49
BG_70295,Сухиндол,2215,1251,35,0,3,1,36,588,22,0,4,5,3,4,50,279,32,2,3,2,0,1,24,5,12,0,1,3,1,12,0,0,6,3,3,101,1,3,4,2,0
BG_51319,Неделино,6294,2808,72,0,4,1,176,897,145,2,18,14,4,8,23,937,26,13,4,1,0,1,161,6,27,0,0,3,3,134,2,3,12,3,2,103,2,0,1,0,0
BG_83017,Шабла,4554,2484,66,0,18,5,190,810,25,7,15,38,5,0,176,781,134,19,6,0,0,0,6,0,40,0,4,5,1,49,0,18,22,8,15,16,0,3,2,0,0
BG_51216,Невестино,2318,1404,47,0,1,0,54,601,12,0,5,4,0,0,76,290,18,3,2,1,0,1,113,3,28,2,0,4,0,59,21,16,3,1,2,36,0,0,1,0,0
BG_10135,Варна,296910,157354,3065,0,767,180,7201,32053,677,221,786,2031,1939,0,16321,56388,2046,2795,932,192,146,417,960,1751,5553,0,146,239,101,8109,62,208,635,4108,266,5503,68,344,256,209,679
BG_51651,Никола Козлево,6277,3731,101,0,1,0,36,445,432,4,1,25,1,1,14,315,18,7,1,4,0,0,0,0,10,0,0,2,0,33,9,0,4,3,0,2240,9,0,14,1,0
BG_20746,Джебел,16655,5109,266,0,2,0,52,245,313,3,5,7,2,0,29,737,29,4,0,0,0,1,7,4,4,0,1,0,1,10,0,0,2,1,5,3347,0,8,18,6,0
BG_52218,Априлци,2899,1656,24,0,6,2,88,482,8,2,9,34,2,0,127,561,69,38,6,2,2,1,8,5,12,0,0,5,2,111,1,1,4,11,10,13,1,0,0,9,0
BG_58356,Приморско,5513,3275,63,0,13,3,588,724,4,2,10,47,1,4,91,1271,37,61,32,0,1,1,7,11,30,2,0,4,0,88,1,1,5,21,5,129,0,5,1,12,0
BG_44166,Лозница,10101,5022,130,0,3,0,64,421,219,0,8,6,1,2,63,674,90,12,2,0,1,0,22,1,35,0,2,5,1,56,9,0,49,9,7,3088,21,2,14,5,0
BG_10803,Ветово,12767,5798,161,0,8,5,152,894,409,5,12,13,6,0,139,543,52,130,4,0,3,1,56,3,23,0,0,10,2,100,1,3,8,8,5,3004,8,7,23,0,0
BG_14773,Георги Дамяново,2416,1643,50,0,5,0,55,581,14,1,6,25,3,2,165,428,21,43,2,0,0,4,78,3,20,0,0,3,2,34,0,1,9,3,0,71,2,6,3,3,0
BG_58030,Правец,6409,3894,170,0,14,3,273,1638,26,1,13,31,8,3,209,896,86,201,11,3,6,2,70,14,36,2,0,3,3,75,0,4,6,25,6,37,1,8,5,5,0
BG_52180,Ново село,2669,1532,38,0,12,0,47,650,60,0,11,26,7,1,127,416,55,7,1,1,0,1,1,2,7,0,0,1,1,22,1,6,14,2,0,8,0,0,1,6,0
BG_81414,Чирпан,19521,10726,285,0,68,5,511,3563,63,11,52,94,35,4,912,2121,108,138,27,5,4,6,308,36,114,0,5,11,2,194,6,6,16,82,25,1850,7,9,18,25,0
BG_35883,Камено,10011,4374,153,0,16,7,461,1616,11,6,11,63,10,2,213,1172,87,19,5,5,18,5,110,3,26,1,4,4,0,65,1,0,5,10,4,243,0,1,3,14,0
BG_65334,Сандански,37240,18123,472,0,65,20,296,3810,42,12,44,165,21,9,1995,5972,1307,2028,134,51,7,5,272,52,498,21,9,26,22,301,28,21,43,156,23,150,1,29,16,0,0
BG_52009,Нови пазар,17324,8019,209,0,15,0,475,2413,356,5,43,80,19,4,502,1399,113,39,35,4,0,7,5,22,119,0,2,6,3,229,2,7,6,40,7,1804,7,13,13,16,0
BG_48043,Мизия,6749,3577,103,0,4,4,126,1109,348,5,13,17,4,2,284,633,52,45,5,2,3,1,450,13,22,2,1,5,0,33,1,2,6,11,7,247,1,5,2,9,0
BG_35242,Кайнарджа,4131,2167,75,0,3,0,77,587,10,1,1,11,2,1,41,758,39,6,1,6,1,0,26,0,17,0,0,0,0,7,1,2,5,1,0,478,3,1,6,0,0
BG_46245,Макреш,1388,884,46,0,2,0,24,417,29,4,4,8,0,0,39,217,37,1,1,0,0,1,0,0,3,0,0,0,1,31,0,0,12,0,0,7,0,0,0,0,0
BG_23947,Дряново,8709,4743,92,0,7,3,322,1492,67,4,15,56,18,2,478,1178,78,86,14,4,17,8,106,34,84,0,1,6,1,186,2,5,22,78,15,215,0,10,32,5,0
BG_16359,Горна Оряховица,43433,22588,438,0,136,18,874,6964,111,13,74,154,37,13,2487,6048,405,781,78,31,24,18,301,120,493,0,20,41,12,908,70,31,414,285,43,969,10,52,47,68,0
BG_81757,Чупрене,1756,931,26,0,4,0,30,413,21,2,2,3,2,0,50,203,24,4,11,0,1,1,20,4,4,0,0,1,1,29,6,1,15,2,0,45,0,0,1,5,0
BG_36590,Каспичан,7304,3718,171,0,4,0,172,1298,36,4,89,30,15,4,185,1004,63,27,6,5,0,1,7,11,17,0,1,7,0,159,1,4,10,12,3,359,1,4,1,7,0
BG_57354,Полски Тръмбеш,13109,7302,162,0,17,9,359,2218,41,5,14,35,8,3,397,1300,594,61,12,3,0,0,191,8,105,0,1,11,0,140,1,3,37,53,11,1462,7,8,9,17,0
BG_12961,Вършец,6821,4107,141,0,10,8,127,1221,13,1,7,45,8,7,334,1387,69,73,7,11,0,2,188,7,48,0,0,8,0,124,3,5,35,22,5,158,2,4,17,10,0
BG_67800,Созопол,11109,6387,145,0,29,6,862,1582,39,13,26,91,1,7,219,2653,95,54,33,4,17,5,30,25,99,7,3,6,1,104,2,4,9,47,15,118,0,2,11,23,0
BG_73047,Трекляно,552,403,13,0,0,0,10,228,9,0,0,0,0,0,28,77,7,1,0,0,0,0,3,0,10,0,0,0,0,4,1,0,6,0,1,5,0,0,0,0,0
BG_54020,Оряхово,10860,5544,188,0,10,9,174,1796,53,2,13,31,26,2,336,1572,56,35,8,4,3,0,749,10,53,7,10,9,1,87,9,6,43,23,4,194,1,4,4,12,0
BG_14492,Кресна,4969,3053,72,0,12,1,42,947,13,2,11,86,16,0,176,1140,54,16,11,1,1,0,177,7,127,1,3,3,0,37,3,2,4,59,8,11,2,5,3,0,0
BG_65677,Свиленград,20438,10640,273,0,25,11,707,3962,32,8,67,233,18,3,640,2617,168,247,123,4,5,18,106,55,157,0,19,27,7,416,9,16,40,52,56,455,4,20,9,31,0
BG_40525,Кула,4314,2273,97,0,4,0,46,928,33,5,13,25,9,5,156,713,48,7,5,2,1,3,24,3,30,0,1,1,0,66,0,3,22,8,0,9,0,0,0,6,0
BG_75054,Угърчин,5368,2711,109,0,2,1,88,1193,11,5,2,51,3,2,118,556,57,77,5,2,1,9,60,4,29,0,0,7,0,60,3,5,42,2,9,185,2,0,1,10,0
BG_53552,Опака,6235,3578,116,0,1,0,59,433,223,4,4,6,2,2,41,384,17,10,7,0,0,0,3,0,9,0,0,3,0,21,0,1,3,4,3,2201,0,8,7,6,0
BG_70528,Съединение,8846,4789,98,0,14,6,249,1494,22,6,20,90,26,3,331,1671,77,134,14,2,4,1,133,6,45,0,3,6,5,74,2,5,17,23,12,144,1,8,16,27,0
BG_BLG49,Струмяни,4904,2380,72,0,5,1,60,660,25,2,2,25,5,1,210,801,67,67,4,1,9,3,166,3,29,2,2,3,5,78,1,3,5,49,2,11,0,0,1,0,0
BG_30962,Златарица,3863,2016,64,0,4,2,57,651,52,1,3,11,3,3,79,453,48,266,2,0,0,0,98,2,22,0,0,0,1,39,0,2,8,3,1,132,1,1,2,5,0
BG_43476,Летница,4328,1945,60,0,3,2,75,595,50,1,5,21,7,2,129,392,38,9,3,2,4,3,11,3,14,0,0,4,1,63,2,5,7,2,2,410,6,0,9,5,0
BG_18157,Гурково,4335,2125,70,0,11,2,94,726,59,2,6,33,9,0,127,350,42,12,0,0,0,0,30,1,21,0,1,5,0,34,5,1,3,6,3,447,5,2,9,9,0
BG_40467,Куклен,6155,3300,97,0,5,0,59,737,175,5,15,55,13,3,179,804,31,15,3,2,4,0,42,7,53,0,0,4,0,41,0,10,2,17,3,895,0,3,13,8,0
BG_38916,Костенец,11584,5800,143,0,64,3,309,2088,16,6,27,77,8,13,514,1629,181,150,27,6,4,3,66,16,71,10,8,4,1,186,2,2,12,55,21,43,3,20,0,12,0
BG_20482,Девня,7902,3317,154,0,8,5,294,1107,20,7,14,43,25,0,190,1022,68,23,13,4,2,1,10,8,29,0,1,4,1,108,0,1,3,23,2,109,2,5,2,7,2
BG_44793,Лясковец,12177,6349,146,0,28,8,330,2172,38,7,35,43,20,4,680,1779,117,171,14,5,1,2,91,37,98,0,4,16,3,220,3,25,62,71,20,65,0,15,6,13,0
BG_44238,Лом,27268,13813,518,0,36,12,308,3965,43,15,51,102,22,12,1327,5364,164,170,33,28,0,4,360,34,185,0,3,32,10,467,8,20,44,81,19,284,5,27,5,55,0
BG_22006,Долна баня,3912,2865,76,0,7,3,27,530,6,0,8,12,1,3,286,1650,21,43,9,1,1,1,23,2,19,1,1,2,2,71,0,5,9,16,11,9,0,2,1,6,0
BG_62997,Роман,5427,3493,115,0,20,3,167,1536,21,2,6,25,6,1,167,925,38,36,8,5,1,3,52,3,34,3,1,1,1,107,1,0,14,5,9,160,0,4,0,13,0
BG_55782,Искър,6460,2699,158,0,4,5,168,1055,32,4,11,24,2,0,203,511,41,34,5,6,20,2,25,4,28,0,0,6,1,60,1,2,8,8,45,215,2,4,1,3,1
BG_87299,Якимово,3684,2171,80,0,5,3,43,891,19,2,5,36,3,1,92,676,40,9,4,13,0,2,86,3,25,0,0,2,1,28,0,2,32,2,11,49,0,0,3,3,0
BG_62004,Ракитово,12643,5103,166,0,3,0,112,1334,118,8,14,42,4,30,331,1292,226,34,14,4,0,3,73,10,74,3,2,7,2,76,1,4,19,22,3,1041,6,8,4,13,0
BG_58222,Велики Преслав,13019,6037,196,0,21,0,433,1557,201,8,7,238,11,3,400,1295,72,34,33,9,0,2,1,12,57,0,10,6,3,167,2,2,20,23,10,1160,16,11,9,8,0
BG_47278,Симеоновград,7554,3912,109,0,5,3,178,1175,19,4,7,45,3,4,255,1323,90,16,5,2,2,3,302,6,28,0,1,6,0,73,4,3,5,16,7,186,3,9,7,8,0
BG_56407,Пирдоп,7426,3893,72,0,6,4,266,1100,9,3,19,58,4,1,344,1438,74,63,25,1,0,2,41,32,71,1,0,3,2,110,1,1,7,25,4,91,3,7,1,4,0
BG_37513,Ковачевци,1491,1118,30,0,4,2,19,512,22,1,3,3,0,1,60,294,11,15,4,1,0,1,9,4,60,2,0,4,4,17,0,3,2,1,3,21,0,2,0,3,0
BG_51648,Николаево,3680,2145,90,0,10,2,76,563,25,0,4,20,3,2,115,358,32,4,2,1,0,0,7,0,21,0,0,2,1,34,1,0,3,3,6,719,11,4,20,6,0
BG_77308,Цар Калоян,6390,3092,105,0,4,0,96,457,214,2,2,2,2,1,74,304,28,6,1,0,0,0,4,0,39,0,1,1,0,25,18,2,6,4,0,1683,2,1,6,2,0
BG_31044,Златица,5062,2719,52,0,8,5,177,882,11,3,15,19,2,2,277,927,45,31,5,0,0,0,72,12,32,1,8,1,0,81,0,3,2,27,0,10,0,4,1,3,0
BG_51980,Стамболийски,18576,8809,230,0,27,10,282,2776,51,6,29,207,44,6,809,3231,142,91,39,3,3,2,52,42,136,0,5,11,3,198,7,6,16,91,16,191,4,14,4,25,0
BG_56277,Пещера,18816,9217,298,0,11,0,149,2646,126,15,28,131,31,4,952,2087,126,330,21,8,6,0,45,20,204,5,5,9,3,218,3,7,14,59,7,1601,7,15,13,13,0
BG_38558,Копривщица,2113,1306,33,0,13,1,112,437,5,1,5,10,0,1,82,368,17,42,3,1,0,2,38,6,35,2,0,3,0,35,23,1,0,3,5,8,0,3,1,10,0
BG_39921,Кричим,7207,3199,99,0,6,3,144,940,82,1,10,31,5,2,164,769,34,31,4,7,3,1,32,9,56,0,3,4,0,75,4,3,2,20,8,619,3,8,7,10,0
BG_70648,Сърница,4231,2443,32,0,0,0,5,224,590,0,0,5,1,0,3,456,18,1,1,0,0,0,18,0,22,0,0,0,1,39,1,1,4,1,0,1004,9,0,2,5,0
BG_65365,Сапарева баня,6823,3588,107,0,20,3,26,992,11,1,15,16,4,0,543,1195,44,35,10,3,1,1,343,5,28,2,0,12,0,99,4,9,15,14,8,20,0,0,2,0,0
BG_62671,Рила,2809,1306,49,0,11,3,59,471,7,1,11,13,3,0,99,418,21,22,9,2,1,0,15,5,12,2,0,1,1,25,12,5,8,8,1,9,0,0,2,0,0
BG_55909,Перущица,4331,2485,75,0,8,2,64,823,35,1,10,45,3,1,194,778,31,17,4,1,0,2,78,9,80,0,0,1,0,58,13,2,2,11,2,112,5,2,7,9,0
BG_56784,Пловдив,309456,165085,3376,0,1277,113,2828,41247,1218,171,682,3693,891,0,13252,62003,1896,2553,741,102,138,351,3579,1397,5682,75,73,144,276,5791,58,163,480,2913,253,6200,113,341,703,312,0
BG_72624,Добрич,89228,42221,890,0,210,41,2215,10287,484,35,187,650,175,0,3529,14758,723,1343,307,49,25,52,45,0,805,0,39,84,37,1598,23,105,163,441,114,2684,0,85,38,0,0
BG_80011,Чавдар,1072,612,11,0,3,1,32,228,1,2,2,9,2,0,32,160,6,2,1,0,0,0,76,1,14,0,0,0,0,16,0,0,0,5,4,3,0,1,0,0,0
BG_80323,Челопеч,1273,816,10,0,0,2,41,277,4,0,5,10,0,0,78,283,24,15,1,0,1,0,14,0,10,0,0,0,0,17,0,1,3,3,1,7,1,6,0,2,0
BG_87374,Ямбол,70826,34690,703,0,398,0,1987,9744,208,35,161,318,38,17,2808,11566,1891,428,0,49,21,35,216,185,560,0,15,55,14,1157,33,28,158,250,81,1415,20,0,29,67,0
