gisco_id,name,registered,turnout,invalid,blank,ПП ДРОМ,ПП Движение за радикална промяна Българската пролет,Политическа партия Движение Напред България,"Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз)",ВОЛЯ,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ,Коалиция АБВ – Движение 21,Движение за права и свободи – ДПС,БСП за БЪЛГАРИЯ,ПП ГЕРБ,партия на ЗЕЛЕНИТЕ,Обединение ДОСТ,ПП Възраждане,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ,"КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС)","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО",КОЙ – Българската левица и Зелена партия,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН,Соня Спасова Маркова - независим-Соня Спасова Маркова,Красимир Иванчев Жейнов - независим-Красимир Иванчев Жейнов,Росица Пенчева Йорданова - независим-Росица Пенчева Йорданова,Златко Спасов Здравков - независим-Златко Спасов Здравков,Димитър Огнянов Игнатов - независим-ДИМИТЪР ОГНЯНОВ ИГНАТОВ,Румен Желязков Домбашов - независим-Румен Желязков Домбашов,Георги Стоянов Кадиев - независим-Георги Стоянов Кадиев,Димитър Кирилов Байрактаров - независим-ДИМИТЪР КИРИЛОВ БАЙРАКТАРОВ,Иван Стоянов Матев - независим-Иван Стоянов Матев
BG_SFO07,Ботевград,28817,16352,731,0,23,53,57,227,45,653,19,531,401,4886,5288,55,22,147,0,573,1672,15,14,21,455,0,0,0,0,0,0,0,0,0
BG_RSE13,Иваново,8109,4599,316,0,3,6,4,44,3,110,3,59,293,1448,1378,4,82,42,0,19,627,4,6,3,87,0,0,0,0,0,0,0,0,0
BG_SFO06,Божурище,6057,3662,107,0,3,14,10,74,3,208,3,40,49,1038,1437,17,5,54,0,107,264,5,3,2,143,0,0,0,0,0,0,0,0,0
BG_SHU10,Върбица,10906,5156,322,0,14,5,12,8,3,96,12,10,2703,451,618,11,743,6,0,3,64,5,7,2,12,0,0,0,0,0,0,0,0,0
BG_SLS10,Дулово,29975,15085,1005,0,9,12,4,15,12,232,16,133,5418,1226,4719,16,1655,5,0,40,376,13,13,4,38,0,0,0,0,0,0,0,0,0
BG_SFO18,Етрополе,10843,6688,393,0,2,35,16,45,9,212,7,196,357,2761,1765,23,7,50,0,112,378,7,3,16,151,0,0,0,0,0,0,0,0,0
BG_VID03,Бойница,929,575,19,0,0,1,3,5,2,10,0,2,12,201,245,1,14,1,0,3,29,1,0,1,9,0,0,0,0,0,0,0,0,0
BG_JAM03,Болярово,3093,2255,264,0,1,5,2,5,1,65,0,15,2,1323,343,1,0,16,0,4,155,1,4,2,19,0,0,0,0,0,0,0,0,0
BG_SML27,Рудозем,8817,5473,156,0,2,4,20,22,6,378,7,29,2120,867,1252,8,289,21,0,17,81,3,0,3,40,0,0,0,0,0,5,0,0,0
BG_PAZ14,Лесичово,4367,2574,215,0,5,8,3,19,1,58,4,11,352,913,685,4,17,5,0,8,178,2,4,2,47,0,0,0,0,0,0,0,0,0
BG_SML05,Борино,3411,2059,50,0,1,0,0,2,3,23,0,11,1046,290,493,1,77,3,0,8,15,0,0,0,4,0,0,0,0,0,0,0,0,0
BG_SML16,Мадан,10888,6658,193,0,4,5,10,14,6,236,4,63,2974,1207,1331,8,257,13,0,35,88,2,0,1,46,0,0,0,0,0,7,0,0,0
BG_PVN27,Пордим,5184,2877,178,0,4,3,3,17,3,64,3,197,213,860,785,6,8,16,0,7,395,0,2,1,46,0,0,0,0,4,0,0,0,0
BG_HKV18,Маджарово,2733,1283,66,0,0,0,0,8,1,8,0,17,523,187,305,3,95,2,0,2,56,0,1,0,8,0,0,0,0,0,0,0,0,0
BG_JAM07,Елхово,13891,7589,267,0,20,22,10,94,15,141,0,113,179,3170,2247,15,9,70,0,37,930,8,2,8,77,0,0,0,0,0,0,0,0,0
BG_VRC05,Борован,4614,2807,220,0,9,3,10,20,1,51,12,22,316,820,783,4,6,13,0,3,161,1,1,2,307,0,0,0,0,0,0,0,0,0
BG_SZR22,Мъглиж,9751,4823,476,0,20,7,6,26,2,88,4,23,447,1265,1698,19,202,18,0,21,374,2,6,5,61,0,0,0,0,0,0,0,0,3
BG_SHU07,Венец,10183,4367,235,0,0,1,8,5,3,54,3,8,2998,213,232,5,499,3,0,3,16,1,6,2,32,0,0,0,0,0,0,0,0,0
BG_SLS32,Ситово,5307,3030,144,0,2,2,5,5,9,66,3,47,1198,619,493,7,131,3,0,5,225,3,5,4,10,0,0,0,0,0,0,0,0,0
BG_VRC35,Хайредин,4274,2487,150,0,19,1,3,32,5,48,4,51,151,851,647,3,3,15,0,6,171,1,1,4,258,0,0,0,0,0,0,0,0,0
BG_MON11,Вълчедръм,7812,4547,253,0,10,4,7,38,8,73,5,37,1126,1412,1030,6,4,18,0,7,213,3,7,8,217,0,0,0,0,0,0,0,0,0
BG_PAZ29,Септември,22388,12949,1603,0,9,23,18,96,136,313,8,64,1219,3176,4885,15,17,55,0,63,820,38,2,9,207,0,0,0,0,0,0,0,0,0
BG_VAR09,Вълчи дол,8646,5043,347,0,9,1,6,28,4,392,2,34,863,1479,1272,3,34,17,0,18,323,3,11,3,108,0,9,5,0,0,0,0,0,0
BG_SFO09,Годеч,4569,2838,133,0,2,9,4,16,6,99,1,22,48,839,1346,4,1,28,0,26,175,1,1,1,30,0,0,0,0,0,0,0,0,0
BG_SHU18,Каолиново,16968,7797,479,0,2,9,12,8,4,104,7,17,4479,294,603,8,1600,9,0,4,71,1,2,0,41,0,0,0,0,0,0,0,0,0
BG_VID15,Грамада,1630,1140,32,0,1,0,2,31,0,12,0,3,54,407,467,2,1,7,0,4,65,2,1,1,28,0,0,0,0,0,0,0,0,0
BG_BGS04,Бургас,184494,104464,3854,0,62,436,164,2237,250,3838,99,1717,2713,23627,43476,272,535,970,0,2492,11410,65,56,84,3259,0,0,0,0,0,0,0,0,0
BG_SZR04,Братя Даскалови,6458,4104,284,0,10,6,4,27,5,89,5,19,478,1635,862,12,192,24,0,4,326,3,3,5,73,0,0,0,0,0,0,0,0,5
BG_PAZ06,Брацигово,8081,4690,444,0,5,8,5,35,7,165,12,25,146,1395,1739,7,6,21,0,21,477,3,3,2,88,0,0,0,0,0,0,0,0,0
BG_BLG44,Симитли,12879,8537,678,0,6,14,8,71,14,114,24,137,115,1188,5493,28,6,20,0,21,340,6,2,2,90,38,0,0,0,0,0,0,0,0
BG_PVN39,Кнежа,11712,6403,395,0,6,27,5,60,5,171,8,37,635,1944,2014,18,7,90,0,22,644,9,7,6,130,0,0,0,0,7,0,0,0,0
BG_PVN08,Гулянци,10960,5712,336,0,6,16,15,38,10,147,5,67,204,1902,1974,6,10,54,0,21,635,5,6,10,134,0,0,0,0,15,0,0,0,0
BG_PVN37,Червен бряг,25792,12876,747,0,17,20,31,312,32,370,24,100,1057,4585,3169,28,22,72,0,109,1461,8,8,14,365,0,0,0,0,9,0,0,0,0
BG_RAZ11,Завет,11284,5264,241,0,5,7,1,136,1,77,0,16,2817,353,661,3,691,15,0,13,122,3,6,1,17,0,0,0,0,0,0,0,0,0
BG_MON07,Брусарци,4221,2606,146,0,6,1,3,5,5,58,3,10,485,812,738,4,1,11,0,5,123,4,1,2,133,0,0,0,0,0,0,0,0,0
BG_PDV23,Първомай,24140,12230,751,0,25,31,19,169,28,489,18,80,805,4170,3278,17,273,130,0,126,1214,7,9,16,348,0,0,0,0,0,0,0,0,0
BG_SZR12,Казанлък,67771,37730,1886,0,44,83,52,441,48,1232,27,380,2904,10147,14003,81,565,291,0,470,3690,18,17,53,546,0,0,0,0,0,0,0,0,43
BG_VAR13,Долни чифлик,15947,8410,1005,0,5,2,14,72,17,495,14,36,1637,2012,2115,13,140,49,0,21,537,9,14,8,94,0,22,4,0,0,0,0,0,0
BG_PER51,Трън,3566,2344,167,0,8,9,1,9,18,60,0,26,39,843,894,13,3,6,0,11,153,0,0,1,46,0,0,0,0,0,0,0,0,0
BG_VRC20,Козлодуй,17348,9248,364,0,23,19,17,100,10,313,12,61,137,3721,3133,25,7,84,0,83,633,4,4,5,260,0,0,0,0,0,0,0,0,0
BG_HKV32,Тополовград,9486,5596,292,0,13,10,13,57,13,131,6,37,243,2012,1771,18,9,45,0,53,696,6,3,3,76,0,0,0,0,0,0,0,0,0
BG_LOV33,Тетевен,18268,11085,634,0,5,24,24,55,26,235,5,132,2306,2985,3287,21,54,49,0,88,780,10,0,5,128,0,0,0,7,0,0,0,0,0
BG_PVN11,Долни Дъбник,12021,5515,466,0,5,9,8,51,8,101,7,185,575,1711,1249,10,91,42,0,20,674,6,4,1,181,0,0,0,0,9,0,0,0,0
BG_VAR05,Бяла,2654,1521,114,0,3,2,0,18,1,104,3,23,192,395,407,1,2,14,0,9,158,2,3,2,34,0,0,1,0,0,0,0,0,0
BG_VTR32,Сухиндол,2183,1219,96,0,5,5,4,6,1,42,3,7,131,538,222,2,7,7,0,3,69,3,1,2,34,0,0,0,0,0,0,0,0,0
BG_SML18,Неделино,6019,3193,168,0,2,2,3,29,2,48,6,12,820,997,860,4,16,4,0,7,155,3,0,2,22,0,0,0,0,0,3,0,0,0
BG_DOB29,Шабла,4244,2385,101,0,2,7,7,23,8,153,0,73,17,873,633,8,6,20,0,17,346,3,0,3,29,0,0,0,0,0,0,0,0,0
BG_KNL31,Невестино,2023,1275,79,0,1,1,0,8,3,30,12,103,25,529,290,1,3,7,0,2,120,0,0,1,34,0,0,0,0,0,0,0,0,0
BG_VAR06,Варна,297271,158665,4978,0,73,409,281,4480,217,19462,75,2651,4271,36379,53404,484,336,3130,0,5221,14600,117,142,142,3375,0,248,257,0,0,0,0,0,0
BG_SHU21,Никола Козлево,6775,3815,444,0,3,2,20,2,1,19,4,6,781,360,1886,1,202,2,0,4,32,0,0,0,23,0,0,0,0,0,0,0,0,0
BG_KRZ08,Джебел,20517,6305,325,0,0,1,1,6,2,32,3,8,2591,191,965,0,2057,5,0,3,60,5,0,1,9,0,0,0,0,0,0,0,0,0
BG_LOV02,Априлци,2664,1733,50,0,0,1,4,23,2,80,0,27,57,527,579,6,0,11,0,29,255,0,0,2,27,0,0,0,2,0,0,0,0,0
BG_BGS27,Приморско,5444,3501,137,0,5,6,5,21,8,125,2,39,89,711,1795,10,1,27,0,40,363,0,4,1,44,0,0,0,0,0,0,0,0,0
BG_RAZ17,Лозница,10408,5185,260,0,2,7,4,131,1,96,3,73,2376,476,1075,5,360,4,0,7,152,2,9,0,52,0,0,0,0,0,0,0,0,0
BG_RSE05,Ветово,12735,5897,431,0,29,7,14,15,11,85,2,85,2081,912,568,11,1171,17,0,11,311,9,10,1,37,0,0,0,0,0,0,0,0,0
BG_MON14,Георги Дамяново,2171,1583,85,0,4,3,1,9,3,36,5,24,47,521,596,1,6,2,0,4,86,0,0,1,117,0,0,0,0,0,0,0,0,0
BG_SFO34,Правец,6287,3834,265,0,5,8,12,18,9,118,5,134,54,1624,995,11,11,29,0,77,299,4,4,3,51,0,0,0,0,0,0,0,0,0
BG_VID30,Ново село,2489,1524,90,0,0,4,4,41,1,30,0,10,36,653,462,1,10,5,0,3,71,0,1,2,55,0,0,0,0,0,0,0,0,0
BG_SZR36,Чирпан,18641,10332,645,0,12,17,9,91,18,409,6,77,1445,3329,2418,13,67,129,0,117,1056,7,9,14,291,0,0,0,0,0,0,0,0,5
BG_BGS08,Камено,9966,4699,363,0,5,12,9,34,9,147,8,31,374,1348,1566,8,46,19,0,20,464,4,12,4,135,0,0,0,0,0,0,0,0,0
BG_BLG40,Сандански,36831,20015,1082,0,33,35,18,376,51,308,13,217,630,4219,7774,33,21,161,0,200,3988,8,17,19,391,31,0,0,0,0,0,0,0,0
BG_SHU22,Нови пазар,17480,8409,483,0,3,24,9,94,17,404,10,90,1783,2345,1792,13,382,35,0,35,659,5,6,8,96,0,0,0,0,0,0,0,0,0
BG_VRC28,Мизия,6276,3454,161,0,10,9,7,28,3,101,3,18,106,1691,847,3,1,18,0,14,248,1,0,3,116,0,0,0,0,0,0,0,0,0
BG_SLS15,Кайнарджа,4233,2062,158,0,1,5,2,3,1,22,1,14,456,357,778,0,14,9,0,1,110,1,2,2,103,0,0,0,0,0,0,0,0,0
BG_VID25,Макреш,1233,814,26,0,1,4,4,15,3,9,0,8,40,386,203,0,0,4,0,3,60,1,1,2,21,0,0,0,0,0,0,0,0,0
BG_GAB12,Дряново,8304,4622,135,0,11,10,2,74,17,323,4,131,182,1611,1101,22,6,39,0,173,593,3,3,4,67,0,0,0,0,0,0,0,0,0
BG_VTR06,Горна Оряховица,42292,21684,788,0,10,54,37,458,24,1009,27,490,1054,7155,6251,63,51,286,0,267,2474,16,19,23,547,0,0,0,0,0,0,0,0,0
BG_VID37,Чупрене,1655,971,48,0,0,1,10,10,2,20,0,14,142,404,199,0,5,4,0,8,61,0,0,1,23,0,0,0,0,0,0,0,0,0
BG_SHU19,Каспичан,6981,3707,378,0,3,11,4,13,2,173,15,95,208,1336,884,5,64,15,0,26,297,1,3,5,110,0,0,0,0,0,0,0,0,0
BG_VTR26,Полски Тръмбеш,12335,6573,355,0,7,10,8,75,12,276,9,68,982,2276,1444,10,20,32,0,40,685,6,13,12,108,0,0,0,0,0,0,0,0,0
BG_MON12,Вършец,6791,4070,223,0,12,12,7,72,9,101,7,97,524,1265,1025,6,5,15,0,15,242,2,4,8,312,0,0,0,0,0,0,0,0,0
BG_BGS21,Созопол,11284,6917,362,0,24,16,11,118,8,297,6,44,106,1900,2828,19,68,53,0,88,685,6,5,6,124,0,0,0,0,0,0,0,0,0
BG_KNL50,Трекляно,516,402,10,0,0,1,1,2,0,9,0,13,9,226,70,0,1,2,0,2,32,0,0,0,15,0,0,0,0,0,0,0,0,0
BG_VRC31,Оряхово,9930,5421,305,0,14,7,5,70,11,134,5,45,412,2156,1625,10,2,38,0,46,280,3,3,6,122,0,0,0,0,0,0,0,0,0
BG_BLG28,Кресна,4742,2860,197,0,1,3,5,77,7,72,4,100,5,1112,865,4,1,7,0,17,255,1,4,1,74,5,0,0,0,0,0,0,0,0
BG_HKV28,Свиленград,19687,11226,579,0,30,33,13,154,61,270,22,105,389,5061,2648,31,25,115,0,136,1075,11,2,11,221,0,0,0,0,0,0,0,0,0
BG_VID22,Кула,3933,2082,75,0,0,6,14,60,5,48,0,12,38,721,785,5,1,8,0,9,143,1,0,0,69,0,0,0,0,0,0,0,0,0
BG_LOV36,Угърчин,5091,3162,195,0,1,1,2,22,4,58,4,11,372,863,1296,6,22,13,0,8,183,3,0,5,38,0,0,0,3,0,0,0,0,0
BG_TGV23,Опака,6059,3447,102,0,1,3,5,8,4,52,3,13,1962,409,354,1,350,7,0,4,103,0,6,3,7,0,0,0,0,0,0,0,0,0
BG_PDV33,Съединение,8571,4761,272,0,5,9,9,107,15,263,7,196,71,1384,1395,9,6,19,0,53,673,7,3,8,155,0,0,0,0,0,0,0,0,0
BG_BLG49,Струмяни,4615,2534,240,0,3,9,5,24,13,47,0,26,255,645,851,4,2,7,0,12,225,1,5,2,126,3,0,0,0,0,0,0,0,0
BG_VTR14,Златарица,3751,2112,142,0,2,13,2,18,4,60,4,9,442,508,360,1,12,4,0,8,465,0,1,3,31,0,0,0,0,0,0,0,0,0
BG_LOV17,Летница,4286,2085,143,0,2,2,3,13,5,59,1,11,553,680,378,1,21,17,0,6,140,0,0,1,21,0,0,0,4,0,0,0,0,0
BG_SZR37,Гурково,4235,2218,188,0,0,1,8,14,2,89,2,23,476,690,413,2,39,18,0,4,161,2,2,4,36,0,0,0,0,0,0,0,0,14
BG_PDV42,Куклен,6266,3299,231,0,2,2,5,45,4,115,1,37,434,637,782,12,544,27,0,36,256,2,4,3,70,0,0,0,0,0,0,0,0,0
BG_SFO25,Костенец,11083,6499,347,0,5,13,16,77,7,252,5,42,246,2086,2147,15,5,80,0,70,573,4,3,13,294,0,0,0,0,0,0,0,0,0
BG_VAR14,Девня,7849,3889,278,0,9,4,6,167,13,404,4,89,102,944,1360,3,19,27,0,8,314,3,3,1,38,0,11,2,0,0,0,0,0,0
BG_VTR20,Лясковец,11716,6347,232,0,4,13,12,92,11,326,9,61,125,2329,1973,15,9,85,0,64,703,10,8,7,120,0,0,0,0,0,0,0,0,0
BG_MON24,Лом,25822,12085,655,0,16,19,34,166,23,321,6,81,1557,3806,3515,36,11,94,0,80,789,8,5,10,536,0,0,0,0,0,0,0,0,0
BG_SFO59,Долна баня,3896,2862,168,0,0,3,5,23,1,40,3,11,127,594,1611,7,9,15,0,22,132,0,0,3,31,0,0,0,0,0,0,0,0,0
BG_VRC32,Роман,5361,3260,220,0,7,3,6,23,5,89,4,55,287,1096,934,11,5,7,0,14,230,2,4,3,193,0,0,0,0,0,0,0,0,0
BG_PVN23,Искър,6228,3211,282,0,3,7,6,23,6,95,5,48,410,1082,601,19,54,13,0,7,293,5,4,5,176,0,0,0,0,7,0,0,0,0
BG_MON38,Якимово,3535,2094,128,0,5,3,4,9,0,34,2,8,339,731,529,2,3,12,0,5,82,2,3,6,156,0,0,0,0,0,0,0,0,0
BG_PAZ24,Ракитово,12943,6543,638,0,49,15,20,45,5,102,3,28,1652,1909,1383,5,28,22,0,21,355,35,7,8,129,0,0,0,0,0,0,0,0,0
BG_SHU23,Велики Преслав,12792,6272,341,0,2,15,10,52,10,388,10,53,696,1615,1497,12,631,50,0,34,553,6,3,6,196,0,0,0,0,0,0,0,0,0
BG_HKV29,Симеоновград,7232,3957,242,0,34,3,3,115,2,87,3,40,208,1522,1133,8,7,8,0,23,288,1,5,1,130,0,0,0,0,0,0,0,0,0
BG_SFO55,Пирдоп,7081,4289,147,0,6,10,10,42,5,190,3,38,243,1221,1441,8,6,21,0,75,505,5,3,3,185,0,0,0,0,0,0,0,0,0
BG_PER22,Ковачевци,1412,1074,69,0,1,1,2,7,1,22,2,70,12,461,232,2,0,2,0,2,62,0,0,0,105,0,0,0,0,0,0,0,0,0
BG_SZR38,Николаево,3691,2224,220,0,0,4,15,47,4,73,1,8,652,498,401,2,60,7,0,8,163,2,8,12,18,0,0,0,0,0,0,0,0,3
BG_RAZ36,Цар Калоян,6400,2943,98,0,0,3,4,36,2,56,0,11,1268,280,440,3,490,3,0,7,169,0,3,1,8,0,0,0,0,0,0,0,0,0
BG_SFO47,Златица,4933,2869,133,0,1,8,4,18,5,257,5,20,20,907,946,4,1,14,0,33,300,1,3,6,95,0,0,0,0,0,0,0,0,0
BG_PDV41,Стамболийски,18276,9083,502,0,13,14,9,202,16,435,8,109,65,2571,3699,16,10,79,0,119,706,4,6,12,279,0,0,0,0,0,0,0,0,0
BG_PAZ21,Пещера,18843,9387,869,0,16,45,31,110,8,284,7,62,997,2525,2700,30,82,90,0,80,987,10,5,10,262,0,0,0,0,0,0,0,0,0
BG_SFO24,Копривщица,2017,1325,68,0,2,3,1,28,1,53,2,11,13,507,371,3,1,7,0,18,141,1,0,2,52,0,0,0,0,0,0,0,0,0
BG_PDV39,Кричим,7189,3690,287,0,4,2,6,42,6,164,0,13,588,1045,764,3,311,22,0,35,262,3,2,5,73,0,0,0,0,0,0,0,0,0
BG_PAZ39,Сърница,4221,2686,63,0,0,3,4,11,0,27,0,17,1705,246,433,2,71,2,0,5,5,0,3,0,72,0,0,0,0,0,0,0,0,0
BG_KNL41,Сапарева баня,6625,4032,174,0,1,7,12,30,8,77,6,46,14,1248,1773,9,5,76,0,31,311,4,4,1,101,0,0,0,0,0,0,0,0,0
BG_KNL38,Рила,2635,1366,80,0,1,4,4,20,5,44,2,26,7,513,432,2,0,12,0,7,136,0,0,0,40,0,0,0,0,0,0,0,0,0
BG_PDV40,Перущица,4233,2141,142,0,1,5,8,125,4,84,1,12,106,655,676,3,9,9,0,21,140,0,0,1,82,0,0,0,0,0,0,0,0,0
BG_PDV22,Пловдив,305177,164981,7498,0,58,277,238,6128,348,7131,84,1790,2917,40917,61074,477,2280,2043,0,6714,15747,101,68,150,4291,0,0,0,0,0,0,0,0,0
BG_DOB28,Добрич,87159,42805,1679,0,30,87,97,680,61,3619,0,776,1416,11693,12950,96,440,962,0,812,5059,22,0,49,1382,0,0,0,0,0,0,0,0,0
BG_SFO57,Чавдар,1060,637,31,0,1,0,2,10,3,26,1,6,21,254,151,0,0,3,0,0,81,0,0,2,22,0,0,0,0,0,0,0,0,0
BG_SFO58,Челопеч,1264,822,29,0,1,0,3,11,1,37,1,6,19,289,316,2,0,4,0,3,68,0,1,1,14,0,0,0,0,0,0,0,0,0
BG_JAM26,Ямбол,68613,34009,958,0,29,95,49,776,60,985,0,652,1083,11207,10791,84,253,343,0,435,4496,23,23,39,758,0,0,0,0,0,0,0,0,0
BG_BGZZAE,United Arab Emirates,36,312,7,0,0,2,0,20,0,6,0,6,2,56,107,3,1,1,0,60,22,0,0,0,13,0,0,0,0,0,0,0,0,0
BG_BGZZAL,Albania,24,176,46,0,0,0,2,2,0,1,1,2,0,34,44,1,0,0,0,2,38,0,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZAM,Armenia,10,15,0,0,0,0,0,2,0,0,0,1,0,3,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZAR,Argentina,21,37,1,0,0,0,0,2,0,1,1,1,0,15,8,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZAT,Austria,970,3871,78,0,0,13,18,233,12,104,4,65,95,541,1121,33,202,66,0,768,274,9,2,4,108,0,0,0,0,0,0,0,0,0
BG_BGZZAU,Australia,291,405,3,0,1,7,1,36,0,14,1,2,0,57,97,5,0,23,0,88,34,1,0,6,24,0,0,0,0,0,0,0,0,0
BG_BGZZAZ,Azerbaijan,12,28,0,0,0,0,1,1,0,1,0,1,0,7,10,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZBA,Bosnia and Herzegovina,3,35,0,0,0,0,0,3,0,1,0,3,0,14,8,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZBE,Belgium,715,3728,155,0,17,8,9,223,4,83,1,43,307,466,857,23,507,57,0,536,221,4,3,4,127,0,0,0,0,0,0,0,0,0
BG_BGZZBR,Brazil,0,18,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZBY,Belarus,2,31,2,0,0,1,2,1,0,0,0,1,0,11,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZCA,Canada,512,1964,56,0,1,9,3,166,5,26,2,12,1,366,600,4,2,105,0,259,222,5,1,0,86,0,0,0,0,0,0,0,0,0
BG_BGZZCH,Switzerland,576,1604,26,0,0,5,5,152,3,32,6,15,5,234,451,8,10,49,0,389,104,0,0,4,68,0,0,0,0,0,0,0,0,0
BG_BGZZCN,China,41,105,1,0,0,1,1,4,0,0,0,0,0,28,25,0,1,2,0,23,10,0,0,0,6,0,0,0,0,0,0,0,0,0
BG_BGZZHR,Croatia,21,60,1,0,0,0,0,5,0,1,0,1,0,9,28,1,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZCU,Cuba,10,22,0,0,0,1,0,1,0,0,0,1,1,5,5,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZCY,Cyprus,439,2599,116,0,5,10,11,37,11,115,4,36,20,485,1200,10,12,45,0,57,288,4,1,11,68,0,0,0,0,0,0,0,0,0
BG_BGZZCZ,Czech Republic,186,993,29,0,1,5,4,59,3,20,2,13,74,167,260,10,3,28,0,146,101,1,0,2,36,0,0,0,0,0,0,0,0,0
BG_BGZZDE,Germany,1137,8369,217,0,16,25,15,521,8,244,6,97,201,1105,2247,72,470,220,0,1692,646,16,4,14,318,0,0,0,0,0,0,0,0,0
BG_BGZZDK,Denmark,735,1233,50,0,9,2,3,64,4,44,2,25,53,117,301,11,88,44,0,237,75,1,0,4,55,0,0,0,0,0,0,0,0,0
BG_BGZZDZ,Algeria,0,40,0,0,0,0,0,4,0,1,1,1,0,23,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZEG,Egypt,0,27,1,0,0,1,0,1,0,2,0,1,0,7,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZES,Spain,2808,11223,308,0,21,47,49,272,24,303,7,157,280,2159,4656,50,127,333,0,472,1333,12,4,19,271,0,0,0,0,0,0,0,0,0
BG_BGZZFI,Finland,119,296,6,0,0,0,1,11,0,4,0,2,35,51,90,2,5,6,0,32,22,0,0,0,14,0,0,0,0,0,0,0,0,0
BG_BGZZFR,France,1441,3726,141,0,10,16,18,231,4,81,1,68,155,538,1012,24,191,88,0,614,248,5,3,5,147,0,0,0,0,0,0,0,0,0
BG_BGZZGB,United Kingdom,4696,18100,429,0,27,57,81,778,30,727,21,242,195,2777,5986,148,220,529,0,2395,1826,41,18,44,775,0,0,0,0,0,0,0,0,0
BG_BGZZGE,Georgia,8,40,1,0,0,0,0,3,0,0,0,0,0,10,7,0,0,0,0,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZGR,Greece,1356,4836,267,0,8,18,27,104,15,146,17,52,60,1345,1655,28,73,142,0,130,504,9,5,21,91,0,0,0,0,0,0,0,0,0
BG_BGZZHU,Hungary,46,250,3,0,0,3,1,18,1,9,0,5,0,28,66,2,1,2,0,67,37,0,0,0,2,0,0,0,0,0,0,0,0,0
BG_BGZZID,Indonesia,37,70,2,0,0,0,0,10,0,1,0,2,2,24,13,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZIE,Ireland,227,534,12,0,0,2,2,34,0,10,0,8,3,57,189,7,1,16,0,103,44,1,0,1,21,0,0,0,0,0,0,0,0,0
BG_BGZZIL,Israel,23,251,5,0,2,4,0,8,0,3,0,6,0,38,129,3,1,4,0,25,17,0,0,0,3,0,0,0,0,0,0,0,0,0
BG_BGZZIN,India,17,19,0,0,0,0,1,0,0,0,0,1,0,5,3,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZIR,Iran,22,21,1,0,0,0,0,0,0,1,0,1,0,4,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
BG_BGZZIT,Italy,835,2479,77,0,3,9,17,131,4,63,4,29,6,554,859,19,1,89,0,230,224,3,1,9,83,0,0,0,0,0,0,0,0,0
BG_BGZZJP,Japan,43,84,0,0,0,0,0,8,1,2,0,5,0,13,17,1,0,1,0,25,4,0,1,0,5,0,0,0,0,0,0,0,0,0
BG_BGZZKR,South Korea,22,32,0,0,0,0,0,5,0,1,0,0,0,4,8,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BG_BGZZKW,Kuwait,68,161,2,0,0,0,1,23,0,3,0,1,3,35,52,0,0,2,0,15,12,0,0,0,9,0,0,0,0,0,0,0,0,0
BG_BGZZKZ,Kazakhstan,17,24,0,0,0,0,0,1,0,1,0,1,1,8,4,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
BG_BGZZLB,Lebanon,2,84,3,0,0,0,1,4,0,2,1,0,0,25,24,1,1,1,0,3,10,0,0,0,6,0,0,0,0,0,0,0,0,0
