gisco_id,name,registered,turnout,invalid,blank,Kesk.,LKP,PS,SSP,KIPU,SDP,VIHR,MVS,SFP,Kok,KD,Vas,YVP,KTP,SI,SKP,Eskola,Rosti,SKS,KA,KSLY,Luojola,Peltonen,Karlsson,MEÅS,S,FÅ,GLTU,Oksanen,Rinteelä,Mizaras,Niemimaa
FI_563,Oulainen,6492,4197,0,0,2318,3,33,0,0,721,146,131,8,296,156,351,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
FI_567,Oulunsalo,5722,4091,6,0,1815,8,3,0,0,530,313,39,4,609,292,446,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FI_578,Paltamo,3439,2084,4,0,1113,2,13,0,0,194,150,6,6,65,103,403,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_603,Piippola,1086,660,5,0,432,0,5,0,0,110,22,12,0,17,19,32,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_615,Pudasjärvi,7954,5113,0,0,3405,2,19,0,0,294,107,61,7,148,64,996,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_617,Pulkkila,1447,983,4,0,693,1,3,0,0,75,15,12,0,26,16,130,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_620,Puolanka,3101,1819,0,0,1113,4,10,0,0,110,29,15,7,87,52,376,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_625,Pyhäjoki,2886,1934,4,0,1047,1,12,0,0,130,44,269,3,80,42,287,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_626,Pyhäjärvi,5386,3409,3,0,1766,5,7,0,0,483,54,28,4,395,138,502,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_630,Pyhäntä,1298,846,0,0,610,2,12,0,0,56,28,11,4,43,17,55,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_682,Rantsila,1683,1062,2,0,750,0,7,0,0,73,24,14,0,50,37,93,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_691,Reisjärvi,2515,1638,5,0,1109,0,2,0,0,289,21,12,3,67,23,94,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_697,Ristijärvi,1440,964,0,0,651,1,1,0,0,39,19,3,1,80,29,124,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_708,Ruukki,3497,2248,0,0,1349,0,38,0,0,145,79,40,4,135,47,374,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FI_746,Sievi,3816,2558,0,0,1588,2,13,0,0,167,42,28,1,409,73,211,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_748,Siikajoki,988,684,2,0,426,0,6,0,0,76,12,11,0,78,16,51,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_765,Sotkamo,8671,5648,26,0,3090,5,9,0,0,436,97,21,4,307,262,1370,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FI_777,Suomussalmi,9000,5619,0,0,3278,1,22,0,0,239,73,28,6,482,114,1361,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FI_832,Taivalkoski,3859,2577,2,0,1873,1,27,0,0,375,60,23,4,69,21,111,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FI_859,Tyrnävä,3561,2510,7,0,1521,4,11,0,0,206,116,14,1,245,100,267,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FI_564,Oulu / Uleåborg,102049,65089,26,0,18157,228,282,0,0,11763,8253,540,185,9842,5657,9488,0,46,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28
FI_889,Utajärvi,2678,1663,5,0,979,2,60,0,0,185,53,14,2,73,70,207,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_785,Vaala,3166,1991,16,0,1063,2,22,0,0,209,55,12,2,105,68,417,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_926,Vihanti,2764,1797,0,0,1001,2,9,0,0,175,40,45,0,72,53,367,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FI_940,Vuolijoki,2156,1349,0,0,668,1,10,0,0,293,20,18,2,32,33,259,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_972,Yli-Ii,1714,1187,9,0,790,0,7,0,0,68,30,12,3,22,35,182,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_973,Ylikiiminki,2478,1490,0,0,950,1,34,0,0,126,49,14,1,63,99,140,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_977,Ylivieska,10180,6695,25,0,3206,9,41,0,0,1677,325,60,4,652,292,383,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FI_148,Inari / Enare,6123,3698,3,0,1861,2,4,9,0,424,130,43,6,371,24,812,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_047,Enontekiö / Enontekis,1932,1145,1,0,572,1,5,2,0,196,49,5,4,95,10,200,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_240,Kemi,20884,12529,0,0,2649,50,17,12,0,2960,248,86,23,1235,98,4912,0,128,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_320,Kemijärvi,9015,5689,0,0,2524,14,2,11,0,503,46,13,16,389,203,1939,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_241,Keminmaa,6994,4783,12,0,2247,8,6,9,0,616,66,42,4,389,28,1329,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_261,Kittilä,4968,3191,0,0,1622,2,1,2,0,222,39,14,8,199,22,1044,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_273,Kolari,3658,2338,0,0,1166,2,1,2,0,228,43,12,10,89,17,753,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_498,Muonio,2166,1344,0,0,668,0,0,2,0,290,27,2,4,146,3,199,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_583,Pelkosenniemi,1227,752,1,0,320,0,0,5,0,29,21,5,6,39,5,318,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_854,Pello,4319,2969,0,0,1497,0,2,1,0,303,15,3,2,162,34,934,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_614,Posio,3919,2613,5,0,1863,1,3,4,0,173,18,14,8,118,20,380,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_683,Ranua,3816,2505,0,0,1831,3,9,3,0,187,16,10,13,147,11,267,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_698,Rovaniemi,29708,18324,0,0,6377,16,28,12,0,3639,829,165,37,3597,149,3407,0,24,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_699,Rovaniemen_mlk / Rovaniemi_lk,17107,11510,0,0,5598,6,23,16,0,1659,221,125,24,1428,67,2299,0,34,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_732,Salla,4863,2895,0,0,1380,2,0,3,0,155,21,10,5,156,30,1121,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_742,Savukoski,1209,876,0,0,325,0,0,0,0,33,10,2,0,64,8,433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_751,Simo,3015,2122,20,0,1095,3,6,7,0,274,28,17,4,108,7,543,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_758,Sodankylä,7979,5129,12,0,2894,3,6,4,0,480,60,47,3,448,23,1093,0,13,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_845,Tervola,3337,2007,0,0,1088,1,36,1,0,172,11,15,1,74,11,580,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_851,Tornio / Torneå,19497,11480,0,0,5740,12,13,21,0,1839,203,87,32,889,53,2524,0,36,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_890,Utsjoki,1328,761,0,0,401,2,1,0,0,53,28,2,1,126,13,127,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_976,Ylitornio / Övertorneå,5308,3324,0,0,1978,1,1,2,0,297,23,8,10,137,8,853,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
