gisco_id,name,registered,turnout,invalid,blank,Vas,VIHR,KP (2016),SKE,EOP,FP,PP,LPVV,STL,PS,SKP,Korj,KaL,KD,KTP,SFP,Kok,SDP,Kesk.,Liik,Helminen,Sin,Aarnio,VS,Taskinen,Leppjoki,Paaki,Koskela,Markkula,AÅ,FÅ,Eckerman-Hartvik,RY,JL,Kuparinen,Vlimki,Hirvimki,asyl,Kuotesaho
FI_091,Helsinki / Helsingfors,540883,388764,3204,0,42899,90662,25,347,921,3303,5840,1248,1285,47276,604,2056,203,7253,145,20348,84141,52393,11015,13529,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_018,Askola,3764,2631,10,0,110,169,2,3,6,0,15,4,12,620,7,42,6,62,1,63,300,484,607,104,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_049,Espoo / Esbo,207580,153898,552,0,5337,27582,46,172,286,329,1492,788,615,17606,273,2673,156,4153,52,11830,47538,19966,6098,6255,0,42,2,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_078,Hanko / Hangö,7618,4689,53,0,365,255,8,6,7,5,27,9,31,529,23,43,5,101,4,1392,286,1332,90,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_106,Hyvinkää / Hyvinge,37640,25249,119,0,1381,2822,10,38,45,42,170,61,131,6022,71,425,33,818,7,255,4230,5473,1863,1221,0,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_149,Inkoo / Ingå,4502,3376,12,0,94,243,1,2,3,8,7,8,12,272,7,40,1,52,0,1816,281,367,67,81,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_186,Järvenpää / Träskända,34301,24150,108,0,1359,3179,11,50,34,48,154,59,145,4416,77,395,41,847,4,300,4253,5261,1957,1445,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_224,Karkkila / Högfors,6956,4669,38,0,622,425,0,5,3,9,19,14,39,911,16,59,7,111,20,52,513,1195,420,186,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_235,Kauniainen / Grankulla,7915,6164,18,0,104,652,0,2,10,11,35,11,16,394,9,71,4,137,0,2131,1969,307,147,133,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_245,Kerava / Kervo,27911,19701,107,0,1692,2521,13,31,40,33,161,61,97,3731,44,368,26,622,2,288,3789,3873,1330,861,0,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_257,Kirkkonummi / Kyrkslätt,29047,21378,95,0,760,2823,8,21,42,23,144,49,82,2888,38,456,20,477,3,4266,4356,3026,845,938,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_407,Lapinjärvi / Lappträsk,2235,1421,6,0,40,87,1,3,5,2,7,1,4,176,8,14,1,25,2,428,109,166,287,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_444,Lohja / Lojo,36975,25217,160,0,1745,2857,12,39,59,50,103,43,192,5328,60,401,25,766,27,721,3662,5900,2071,944,0,18,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_434,Loviisa / Lovisa,12886,8378,48,0,278,553,4,6,14,11,52,11,25,988,19,134,10,164,7,3286,542,1619,358,248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_504,Myrskylä / Mörskom,1593,1076,6,0,34,55,0,2,2,1,1,2,8,217,2,11,2,29,1,86,101,132,358,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_505,Mäntsälä,15667,10739,59,0,417,828,7,15,21,12,47,20,82,2500,26,204,21,306,3,113,1740,2257,1568,488,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_543,Nurmijärvi,31563,22678,121,0,913,2537,14,43,32,22,96,93,105,4522,56,711,45,609,7,284,4369,3448,3290,1342,0,4,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_611,Pornainen / Borgnäs,3726,2698,30,0,92,244,0,4,6,4,18,8,12,646,2,49,4,53,0,52,396,465,459,153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_638,Porvoo / Borgå,40104,27990,137,0,1287,2941,9,29,96,55,134,54,97,3381,54,348,50,639,27,7167,3377,5204,1723,1172,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_616,Pukkila,1500,973,3,0,35,61,0,1,3,3,3,3,10,238,2,13,3,18,0,9,108,121,300,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_710,Raasepori / Raseborg,24331,15930,113,0,710,903,4,19,21,24,61,16,50,911,18,90,17,157,40,7282,736,4135,254,363,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_753,Sipoo / Sibbo,16114,12028,56,0,349,1172,3,15,17,21,69,28,37,1504,25,143,18,273,5,3034,2845,1292,487,633,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_755,Siuntio / Sjundeå,4706,3414,10,0,122,350,0,1,4,1,16,9,18,553,9,62,2,54,0,923,458,539,151,130,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_858,Tuusula / Tusby,29401,21386,96,0,1012,2407,11,34,34,23,98,66,119,4462,41,427,24,553,10,358,4339,3518,2615,1120,0,7,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_092,Vantaa / Vanda,166634,113724,548,0,6653,16389,85,253,261,271,1085,370,726,20742,323,2068,173,3348,52,3117,21271,24205,5669,5919,0,53,13,115,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_927,Vihti / Vichtis,22245,15700,80,0,746,1571,3,27,24,22,69,45,89,3134,37,251,18,538,4,372,2675,2822,2334,813,0,17,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_019,Aura,3035,2160,10,0,229,77,0,3,3,1,4,4,3,586,2,6,4,52,2,13,352,385,371,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_202,Kaarina / S:t Karins,26077,19623,87,0,2255,1857,0,10,37,10,71,20,30,3696,20,110,11,410,12,778,4679,3775,1267,467,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0
FI_322,Kemiönsaari / Kimitoön,6369,3891,19,0,507,111,0,2,9,0,8,3,7,227,2,22,0,21,0,1997,173,549,196,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_284,Koski Tl,1902,1354,3,0,88,53,0,2,1,2,3,0,2,268,2,9,3,34,0,7,180,139,541,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_304,Kustavi / Gustavs,839,632,7,0,54,38,0,0,1,0,1,3,1,105,0,2,0,8,0,9,197,87,114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_400,Laitila,6705,4277,22,0,256,132,0,0,13,1,2,1,12,1083,3,22,168,93,1,30,682,634,1060,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_423,Lieto / Lundo,15117,11423,33,0,1128,970,0,12,20,3,31,22,14,2564,8,83,10,244,2,160,2399,1904,1529,268,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0
FI_430,Loimaa,13307,8994,58,0,1090,272,0,8,11,3,15,7,23,1749,24,42,8,133,3,57,1211,1347,2734,75,0,0,0,0,0,122,2,0,0,0,0,0,0,0,0,0,0,0,0
FI_480,Marttila,1643,1192,3,0,85,24,0,0,3,1,2,1,0,361,0,5,0,12,1,15,183,93,391,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_481,Masku,7191,5460,22,0,524,324,0,8,10,2,9,5,13,1494,6,31,8,106,1,69,1131,906,655,133,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
FI_503,Mynämäki,6339,4414,17,0,525,172,0,2,8,2,9,7,2,1102,3,31,10,84,1,41,568,647,1118,60,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
FI_529,Naantali / Nådendal,15907,12038,45,0,1069,879,0,7,17,5,27,5,10,2614,7,55,10,173,2,219,3695,1995,980,214,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
FI_538,Nousiainen / Nousis,3624,2702,22,0,293,107,0,3,3,0,7,2,10,773,1,37,8,48,0,24,399,397,517,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_561,Oripää,1030,731,8,0,75,18,0,0,0,0,1,0,3,148,1,1,0,6,0,7,82,88,280,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
FI_577,Paimio / Pemar,8379,6110,25,0,677,375,0,3,11,3,22,13,7,1145,4,37,1,172,2,74,1202,1186,1023,123,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
FI_445,Parainen / Pargas,13411,9247,40,0,819,535,0,1,8,3,22,7,26,876,2,23,5,99,3,4702,768,935,280,89,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FI_631,Pyhäranta,1704,1183,9,0,97,33,0,2,0,0,3,1,1,338,0,7,6,35,0,8,155,272,194,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_636,Pöytyä,6432,4640,14,0,408,144,0,5,2,1,12,4,2,1132,3,25,3,94,0,25,829,587,1291,55,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_680,Raisio / Reso,19392,13615,58,0,1790,974,0,8,19,4,31,14,13,3052,8,94,13,279,0,239,2603,3243,908,245,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
FI_704,Rusko,4781,3675,19,0,400,241,0,2,1,1,11,2,11,911,3,21,0,50,1,48,720,623,526,80,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FI_734,Salo,42403,29104,167,0,2611,1721,0,24,46,10,81,25,68,6704,14,126,23,873,37,333,4823,6622,3984,804,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
FI_738,Sauvo / Sagu,2413,1805,9,0,166,107,0,1,6,3,8,1,1,365,2,9,1,38,0,31,259,218,554,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_761,Somero,7308,5117,35,0,355,131,0,4,6,1,6,4,16,1135,5,18,1,74,1,22,423,760,2039,79,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
FI_833,Taivassalo / Tövsala,1398,978,5,0,76,26,0,0,1,0,0,0,0,260,1,5,2,14,0,10,193,121,246,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_853,Turku / Åbo,162397,113114,407,0,18910,15577,0,97,358,139,807,257,162,17660,164,544,127,1792,22,6246,23085,19265,5260,2166,0,0,0,0,0,17,52,0,0,0,0,0,0,0,0,0,0,0,0
FI_895,Uusikaupunki / Nystad,13136,8744,50,0,840,369,0,9,15,2,44,6,13,2210,6,58,16,161,5,65,1179,2178,1389,122,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
FI_918,Vehmaa,1941,1377,5,0,154,42,0,0,1,1,7,0,1,355,1,4,4,16,0,9,197,200,349,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_050,Eura,9553,6796,35,0,666,284,0,0,0,3,12,0,9,1320,3,0,0,163,4,1,606,1938,1725,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0
FI_051,Eurajoki / Euraåminne,7339,5419,26,0,257,186,0,0,0,1,6,0,5,1071,5,0,0,110,3,5,645,1402,1670,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0
FI_079,Harjavalta,5825,3845,27,0,654,164,0,0,0,1,5,0,9,748,3,0,0,169,2,4,471,1117,464,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
FI_099,Honkajoki,1394,904,6,0,45,23,0,0,0,0,2,0,0,383,4,0,0,15,2,1,26,63,332,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FI_102,Huittinen,8277,5749,36,0,337,186,0,0,0,8,11,0,9,1584,2,0,0,139,6,3,497,742,2180,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
FI_181,Jämijärvi,1519,1050,2,0,50,17,0,0,0,0,0,0,1,321,1,0,0,64,0,7,35,151,400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FI_214,Kankaanpää,9511,6712,34,0,346,181,0,0,0,8,2,0,13,2592,8,0,0,196,4,2,469,1333,1514,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
