gisco_id,name,registered,turnout,invalid,blank,Kesk.,SDP,Kok,Vas,VIHR,KD,SFP,PS,SKP,LKP,SSP,SKS,KTP,KA,STP,IPU,Basic,Hänninen,Syväoja,Varje,IKL,YA,OY,YS,BA,S,YVP,Aaltonen,Flinkman
FI_831,Taipalsaari,3756,2621,0,0,853,684,655,38,121,150,0,84,9,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_909,Valkeala,8973,6043,0,0,2147,972,1517,159,233,534,0,405,5,0,0,0,3,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_405,Lappeenranta / Villmanstrand,48473,30353,0,0,6540,9465,8093,859,2134,1588,0,1110,148,0,0,0,20,0,10,105,0,0,0,0,0,0,0,0,0,0,7,0,4
FI_935,Virolahti,2988,2024,0,0,1211,271,314,59,31,51,0,62,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI_978,Ylämaa,1270,816,0,0,463,92,183,4,23,17,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_046,Enonkoski,1412,971,0,0,468,272,75,3,63,54,0,20,3,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_090,Heinävesi,3600,2238,0,0,959,615,273,62,92,80,0,109,10,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_097,Hirvensalmi,2178,1434,0,0,686,354,239,7,33,53,0,40,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_171,Joroinen / Jorois,4583,2857,0,0,1232,697,364,64,74,77,0,287,7,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_178,Juva,6075,3827,0,0,2072,854,456,43,122,121,0,91,4,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_213,Kangasniemi,5251,3244,0,0,1909,612,266,38,92,160,0,114,7,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_246,Kerimäki,4766,3056,0,0,1141,716,365,53,556,113,0,73,12,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_507,Mäntyharju,5637,3543,0,0,1589,1007,492,24,124,136,0,117,18,0,0,0,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_740,Savonlinna / Nyslott,22674,14330,0,0,3809,4030,3362,248,1682,621,0,313,117,0,0,0,3,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_588,Pertunmaa,1725,1078,0,0,678,159,97,10,28,28,0,55,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_593,Pieksämäki,17245,10172,0,0,3928,3427,1305,243,383,349,0,370,20,0,0,0,11,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_618,Punkaharju,3344,2059,0,0,918,501,220,28,237,82,0,44,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_623,Puumala,2382,1578,0,0,713,358,263,25,76,62,0,55,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_681,Rantasalmi,3554,2218,0,0,1167,519,229,49,105,56,0,61,7,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_696,Ristiina,4073,2659,0,0,1003,703,616,22,113,86,0,72,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_491,Mikkeli / S:t_Michel,39770,25428,0,0,7333,7286,6649,444,1781,776,0,784,69,0,0,0,7,0,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_741,Savonranta,1031,639,0,0,281,223,43,31,35,10,0,10,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_768,Sulkava,2662,1733,0,0,873,371,216,25,118,61,0,38,8,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_140,Iisalmi / Idensalmi,18385,11226,0,0,4041,1680,2070,1561,443,753,0,471,93,0,0,2,11,27,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_174,Juankoski,4547,2930,0,0,1678,457,178,248,58,107,0,172,6,0,0,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_204,Kaavi,2935,1660,0,0,827,358,133,128,18,107,0,72,6,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_227,Karttula,2722,1736,0,0,718,302,199,199,40,155,0,92,8,0,0,1,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_239,Keitele,2286,1548,0,0,820,219,150,185,24,80,0,45,6,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_263,Kiuruvesi,7867,4998,0,0,2422,262,466,1125,59,458,0,154,15,0,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_297,Kuopio,74516,46610,0,0,12561,10043,11284,4335,2930,3553,0,1229,226,0,0,24,20,68,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_402,Lapinlahti,6086,3895,0,0,2065,354,453,376,168,269,0,144,14,0,0,3,5,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_420,Leppävirta,8869,5736,0,0,2207,1668,637,384,140,510,0,108,21,0,0,4,3,14,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_476,Maaninka,3058,1949,0,0,1026,279,237,112,49,85,0,125,8,0,0,2,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_534,Nilsiä,5430,3206,0,0,1608,366,377,247,83,362,0,129,8,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_595,Pielavesi,4497,2975,0,0,1653,188,154,706,31,107,0,102,8,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_686,Rautalampi,3012,1920,0,0,916,365,213,154,52,137,0,57,7,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_687,Rautavaara,1791,1011,0,0,340,118,47,154,19,55,0,265,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_749,Siilinjärvi,15403,10325,0,0,3789,1959,2087,906,388,674,0,369,40,0,0,3,7,15,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_762,Sonkajärvi,4127,2575,0,0,1223,287,281,260,60,188,0,186,52,0,0,2,1,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_778,Suonenjoki,6467,3877,0,0,1722,708,544,348,88,334,0,101,7,0,0,2,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_844,Tervo,1543,979,0,0,545,145,89,70,13,67,0,37,5,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_857,Tuusniemi,2556,1549,0,0,749,211,179,190,28,106,0,48,12,0,0,3,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_915,Varkaus,19674,12291,0,0,1894,4250,1455,2049,277,1976,0,201,41,0,0,44,9,19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_916,Varpaisjärvi,2562,1476,0,0,822,144,120,152,42,101,0,72,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_921,Vesanto,2170,1405,0,0,771,258,128,79,25,68,0,59,7,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_925,Vieremä,3375,2116,0,0,1210,139,215,285,38,64,0,96,25,0,0,0,0,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_045,Eno,5605,3416,0,0,955,1233,412,382,242,62,0,91,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_146,Ilomantsi / Ilomants,5407,3465,0,0,1781,1021,203,104,165,82,0,74,15,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_167,Joensuu,47357,30231,0,0,7577,9013,5217,742,5470,898,0,774,283,0,0,0,10,0,11,60,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_176,Juuka,4946,2957,0,0,1365,840,204,62,221,101,0,115,28,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_248,Kesälahti,2173,1296,0,0,521,441,115,23,97,49,0,38,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_260,Kitee,7916,4866,0,0,2076,1691,394,29,320,190,0,126,10,0,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_276,Kontiolahti,9565,6372,0,0,2180,1918,923,129,849,153,0,150,31,0,0,0,1,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_422,Lieksa,11766,7330,0,0,2149,3553,618,168,393,159,0,182,34,0,0,0,4,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_426,Liperi,9080,5888,0,0,2504,1656,599,71,578,176,0,223,27,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_541,Nurmes,7482,4615,0,0,3006,870,135,102,230,103,0,100,17,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_309,Outokumpu,6481,3785,0,0,1091,1505,366,192,344,82,0,155,10,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_607,Polvijärvi,4070,2556,0,0,1185,636,134,21,301,117,0,134,6,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_632,Pyhäselkä,5538,3384,0,0,1232,1004,380,32,354,237,0,89,16,0,0,0,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_707,Rääkkylä,2302,1405,0,0,676,408,76,10,122,44,0,48,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_848,Tohmajärvi,4415,2805,0,0,1338,798,223,47,189,95,0,88,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_911,Valtimo,2205,1372,0,0,755,355,42,49,80,26,0,41,5,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_004,Alahärmä,3873,2781,0,0,1329,171,880,53,15,115,15,166,2,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_005,Alajärvi,6985,4792,0,0,2163,163,340,218,23,234,3,1375,3,0,4,0,2,0,0,246,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_010,Alavus,7816,5006,0,0,2573,662,680,130,90,230,4,416,6,0,10,0,0,0,1,172,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_218,Karijoki / Bötom,1477,1032,0,0,525,41,316,26,14,20,15,63,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_989,Ähtäri / Etseri,5703,3567,0,0,2161,476,291,96,59,150,9,265,12,0,8,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_052,Evijärvi,2346,1706,0,0,1202,92,119,55,17,85,6,113,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_074,Halsua,1205,806,0,0,495,40,18,19,7,105,4,111,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_095,Himanka,2482,1804,0,0,1009,193,82,212,9,137,6,114,19,0,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_145,Ilmajoki,9101,6602,0,0,3723,830,1217,77,62,186,10,419,3,0,13,0,1,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_598,Pietarsaari / Jakobstad,17050,10864,0,0,648,2219,439,1074,155,1112,4802,260,21,0,32,0,0,0,3,18,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_164,Jalasjärvi,7063,4870,0,0,2376,412,1367,101,43,130,9,378,2,0,7,0,1,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_175,Jurva,3845,2438,0,0,1181,224,423,251,78,76,6,164,2,0,3,0,3,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_217,Kannus,4773,3014,0,0,1757,578,192,72,36,202,8,141,2,0,3,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_272,Kokkola / Karleby,30372,19387,0,0,5154,4262,1577,1267,366,3186,2127,1154,30,0,77,0,3,0,5,57,0,0,0,0,5,0,0,0,0,0,0,0,0
FI_231,Kaskinen / Kaskö,1443,917,0,0,75,244,118,95,28,44,258,33,3,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_232,Kauhajoki,11972,7576,0,0,4975,508,1027,211,95,146,17,506,3,0,16,0,2,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0
FI_233,Kauhava,6544,4495,0,0,2552,336,684,124,44,222,8,426,12,0,42,0,1,0,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_236,Kaustinen / Kaustby,3476,2383,0,0,1541,175,117,20,36,176,22,273,1,0,3,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_315,Kälviä / Kelviå,3549,2553,0,0,1231,318,219,41,24,424,16,246,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_499,Mustasaari / Korsholm,14672,10185,0,0,322,687,592,385,131,500,7287,164,7,0,39,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_280,Korsnäs,2102,1411,0,0,26,18,7,8,5,58,1272,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_281,Kortesjärvi,1907,1445,0,0,883,75,345,5,7,40,1,73,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_287,Kristiinankaupunki / Kristinesta,7471,4613,0,0,513,241,1140,105,43,182,2271,67,6,0,3,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
FI_288,Kruunupyy / Kronoby,5622,4221,0,0,614,163,85,24,19,388,2852,48,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_300,Kuortane,3518,2392,0,0,1186,125,549,29,20,101,3,329,1,0,8,0,2,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_301,Kurikka,8547,6043,0,0,2941,842,1082,167,75,187,22,694,3,0,8,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_399,Laihia / Laihela,6105,4059,0,0,1780,556,808,367,30,131,35,285,7,0,25,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0
FI_403,Lappajärvi,3109,2206,0,0,1362,132,196,31,17,98,5,325,1,0,5,0,0,0,1,24,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_408,Lapua / Lappo,11338,7971,0,0,3492,775,2249,183,73,447,16,643,6,0,24,0,1,0,1,29,0,0,0,0,2,0,0,0,0,0,0,0,0
FI_440,Luoto / Larsmo,2998,2401,0,0,17,310,37,19,13,919,1064,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
