gisco_id,name,registered,turnout,invalid,blank,ÖVP,SPÖ,FPÖ,GRÜNE,BZÖ,NEOS,REKOS,ANDERS,EUSTOP
AT_30101,Krems an der Donau,18640,8438,300,0,2215,2029,1577,1052,24,701,106,211,223
AT_30199,Briefwahlkarten - Krems an der Donau(Stadt),0,974,20,0,280,189,126,166,4,131,12,25,21
AT_30201,Sankt Pölten,39239,17191,632,0,3613,5535,3060,2104,53,1125,186,360,523
AT_30299,Briefwahlkarten - Sankt Pölten(Stadt),0,2158,49,0,473,753,259,295,10,173,26,50,70
AT_30301,Waidhofen an der Ybbs,9104,4352,168,0,1568,804,658,497,20,384,82,54,117
AT_30399,Briefwahlkarten - Waidhofen an der Ybbs(Stadt),0,620,11,0,194,108,52,106,5,100,6,19,19
AT_30401,Wiener Neustadt,31008,11874,369,0,2217,3397,2794,1420,38,833,166,235,405
AT_30499,Briefwahlkarten - Wiener Neustadt(Stadt),0,1439,33,0,317,383,229,205,3,164,10,32,63
AT_30501,Allhartsberg,1654,1019,57,0,473,143,145,82,1,63,9,16,30
AT_30502,Amstetten,17771,8620,369,0,1994,2356,1888,937,29,549,120,133,245
AT_30503,Ardagger,2729,1654,118,0,766,192,294,113,6,95,15,22,33
AT_30504,Aschbach-Markt,2863,1424,86,0,612,173,240,127,7,100,12,19,48
AT_30506,Behamberg,2626,1512,65,0,455,309,250,202,12,92,53,25,49
AT_30507,Biberbach,1789,1008,51,0,503,144,120,71,2,71,12,15,19
AT_30508,Ennsdorf,2208,1035,32,0,165,393,212,115,3,53,9,25,28
AT_30509,Ernsthofen,1768,849,31,0,286,237,113,76,2,48,12,19,25
AT_30510,Ertl,1019,554,33,0,304,44,92,33,2,22,2,8,14
AT_30511,Euratsfeld,2041,1368,90,0,714,110,199,136,6,65,5,16,27
AT_30512,Ferschnitz,1386,835,63,0,416,81,154,42,0,52,5,7,15
AT_30514,Haag,4448,2189,80,0,844,417,269,284,8,157,31,36,63
AT_30515,Haidershofen,2893,1650,80,0,556,356,283,180,3,110,12,28,42
AT_30516,Hollenstein an der Ybbs,1418,796,47,0,306,186,105,57,6,43,24,4,18
AT_30517,Kematen an der Ybbs,1960,1138,47,0,273,386,198,101,2,55,2,19,55
AT_30520,Neuhofen an der Ybbs,2246,1150,68,0,486,111,232,108,2,86,12,16,29
AT_30521,Neustadtl an der Donau,1731,1123,57,0,550,159,186,71,4,50,11,11,24
AT_30522,Oed-Oehling,1435,702,32,0,274,93,127,93,1,50,10,8,14
AT_30524,Opponitz,722,393,30,0,169,77,57,23,2,13,5,10,7
AT_30526,Sankt Georgen am Reith,455,253,5,0,103,65,44,15,0,12,0,2,7
AT_30527,Sankt Georgen am Ybbsfelde,2156,1162,61,0,465,174,218,85,2,89,19,23,26
AT_30529,Sankt Pantaleon-Erla,2064,1045,52,0,262,330,163,110,4,49,17,23,35
AT_30530,Sankt Peter in der Au,4061,2102,92,0,964,278,287,230,9,141,24,35,42
AT_30531,Sankt Valentin,7452,3345,124,0,656,1192,531,398,20,238,22,70,94
AT_30532,Seitenstetten,2596,1462,60,0,625,195,187,203,5,103,11,29,44
AT_30533,Sonntagberg,3159,1656,59,0,400,580,261,152,7,116,14,15,52
AT_30534,Strengberg,1622,790,47,0,368,141,97,50,2,47,6,14,18
AT_30536,Viehdorf,1082,649,32,0,306,80,127,45,0,42,7,2,8
AT_30538,Wallsee-Sindelburg,1756,863,37,0,376,162,143,72,3,46,3,9,12
AT_30539,Weistrach,1801,1003,41,0,498,101,164,89,2,68,13,11,16
AT_30541,Winklarn,1253,747,39,0,267,135,139,62,1,63,9,16,16
AT_30542,Wolfsbach,1567,793,30,0,433,75,103,53,4,38,26,4,27
AT_30543,Ybbsitz,2946,1529,77,0,704,182,216,145,5,114,21,24,41
AT_30544,Zeillern,1476,858,49,0,392,96,163,58,4,54,5,15,22
AT_30599,Briefwahlkarten - Amstetten,0,4281,114,0,1365,922,508,690,6,438,32,77,129
AT_30601,Alland,1977,851,23,0,261,134,191,95,4,65,24,23,31
AT_30602,Altenmarkt an der Triesting,1600,907,40,0,350,155,177,64,7,54,16,13,31
AT_30603,Bad Vöslau,8572,4038,159,0,857,997,792,627,11,353,38,91,113
AT_30604,Baden,19063,8789,241,0,2481,1619,1437,1544,31,874,103,184,275
AT_30605,Berndorf,6462,2658,107,0,461,839,632,264,11,165,21,45,113
AT_30607,Ebreichsdorf,7783,3154,93,0,520,826,809,391,12,250,45,49,159
AT_30608,Enzesfeld-Lindabrunn,3238,1469,69,0,257,438,321,159,5,125,19,25,51
AT_30609,Furth an der Triesting,648,325,21,0,146,39,58,20,1,23,2,4,11
AT_30612,Günselsdorf,1320,657,15,0,89,223,210,43,3,37,2,7,28
AT_30613,Heiligenkreuz,1094,544,20,0,181,77,102,71,1,54,13,7,18
AT_30614,Hernstein,1237,801,39,0,337,133,128,53,3,61,12,6,29
AT_30615,Hirtenberg,1678,714,31,0,80,234,217,66,2,41,5,13,25
AT_30616,Klausen-Leopoldsdorf,1257,473,19,0,121,100,98,41,1,40,8,5,40
AT_30618,Kottingbrunn,5676,2319,98,0,385,626,608,275,6,171,30,47,73
AT_30620,Leobersdorf,3553,1640,87,0,296,420,429,185,5,113,16,29,60
AT_30621,Mitterndorf an der Fischa,1677,679,21,0,77,223,202,51,2,43,7,9,44
AT_30623,Oberwaltersdorf,3118,1351,50,0,274,345,288,134,6,170,16,28,40
AT_30625,Pfaffstätten,2625,1360,48,0,361,223,229,266,10,136,14,37,36
AT_30626,Pottendorf,5046,2187,65,0,408,662,568,189,11,132,24,32,96
AT_30627,Pottenstein,2194,972,32,0,224,274,204,103,1,65,14,12,43
AT_30629,Reisenberg,1266,685,22,0,147,213,171,34,1,39,6,6,46
AT_30631,Schönau an der Triesting,1616,699,26,0,121,201,184,85,2,35,9,9,27
AT_30633,Seibersdorf,1144,568,20,0,217,101,137,25,3,32,7,6,20
AT_30635,Sooß,818,424,23,0,117,67,87,51,2,49,9,7,12
AT_30636,Tattendorf,1033,495,28,0,125,120,102,49,3,42,7,7,12
AT_30637,Teesdorf,1340,768,32,0,164,274,126,65,5,42,7,16,37
AT_30639,Traiskirchen,12862,6376,296,0,910,1947,1575,642,26,524,53,142,261
AT_30641,Trumau,2560,1308,58,0,176,473,311,112,2,99,14,19,44
AT_30645,Weissenbach an der Triesting,1305,668,29,0,165,180,162,40,1,37,10,12,32
AT_30646,Blumau-Neurißhof,1350,584,14,0,80,140,199,68,2,45,7,13,16
AT_30699,Briefwahlkarten - Baden,0,5017,101,0,1198,1132,805,765,18,679,45,95,179
AT_30701,Au am Leithaberge,772,375,15,0,163,33,107,19,3,16,4,6,9
AT_30702,Bad Deutsch-Altenburg,1150,520,21,0,130,117,172,35,7,14,3,10,11
AT_30703,Berg,531,356,9,0,112,123,66,19,3,13,0,3,8
AT_30704,Bruck an der Leitha,5984,2728,102,0,560,798,593,337,13,170,15,59,81
AT_30706,Enzersdorf an der Fischa,2516,1410,49,0,321,404,381,97,9,79,7,23,40
AT_30708,Göttlesbrunn-Arbesthal,1115,617,20,0,261,72,129,38,3,63,7,8,16
AT_30709,Götzendorf an der Leitha,1537,831,49,0,204,241,156,61,2,59,8,18,33
AT_30710,Hainburg a.d. Donau,3919,1652,63,0,449,368,432,128,8,94,13,31,66
AT_30711,Haslau-Maria Ellend,1454,752,35,0,176,206,160,75,3,52,3,14,28
AT_30712,Höflein,981,554,21,0,240,87,115,35,2,30,1,2,21
AT_30713,Hof am Leithaberge,1198,623,27,0,204,153,131,40,0,31,4,17,16
AT_30715,Hundsheim,478,286,10,0,84,107,55,14,0,3,2,4,7
AT_30716,Mannersdorf am Leithagebirge,2983,1523,88,0,255,600,293,110,2,79,12,23,61
AT_30718,Petronell-Carnuntum,988,487,30,0,122,126,105,48,1,32,2,6,15
AT_30719,Prellenkirchen,1155,676,34,0,297,121,144,33,1,21,5,6,14
AT_30721,Rohrau,1220,659,37,0,248,134,129,46,0,34,1,10,20
AT_30722,Scharndorf,949,581,16,0,270,96,91,58,2,23,3,6,16
AT_30724,Sommerein,1607,801,29,0,201,248,189,59,1,24,7,14,29
AT_30726,Trautmannsdorf an der Leitha,2307,1156,69,0,388,238,227,95,4,60,10,16,49
AT_30728,Wolfsthal,658,432,7,0,229,67,72,24,2,15,1,3,12
AT_30799,Briefwahlkarten - Bruck an der Leitha,0,1412,49,0,444,337,223,163,5,99,8,28,56
AT_30801,Aderklaa,141,82,12,0,40,3,11,8,0,3,2,2,1
AT_30802,Andlersdorf,105,47,5,0,30,3,2,0,0,5,0,0,2
AT_30803,Angern an der March,2564,1339,56,0,305,493,286,80,4,53,8,31,23
AT_30804,Auersthal,1466,846,36,0,310,215,121,81,3,44,4,12,20
AT_30805,Bad Pirawarth,1375,774,25,0,304,168,126,67,2,39,10,8,25
AT_30808,Deutsch-Wagram,6213,2757,85,0,573,699,642,353,8,188,19,78,112
AT_30810,Drösing,959,448,15,0,161,135,75,31,2,14,0,6,9
AT_30811,Dürnkrut,1853,944,26,0,227,347,221,36,0,41,2,10,34
AT_30812,Ebenthal,675,351,16,0,103,77,87,28,1,18,2,4,15
AT_30813,Eckartsau,955,473,16,0,213,79,107,17,0,20,6,7,8
AT_30814,Engelhartstetten,1540,768,20,0,243,173,173,56,3,37,10,14,39
AT_30817,Gänserndorf,7933,3523,125,0,647,883,920,461,11,250,35,71,120
AT_30819,Glinzendorf,199,89,8,0,39,12,16,8,0,4,0,1,1
AT_30821,Groß-Enzersdorf,7799,3543,110,0,782,892,833,406,17,249,37,65,152
AT_30822,Großhofen,58,42,4,0,20,2,11,1,0,1,0,0,3
AT_30824,Groß-Schweinbarth,977,563,38,0,241,121,74,40,2,17,13,8,9
AT_30825,Haringsee,909,465,21,0,169,98,108,29,0,26,2,4,8
AT_30826,Hauskirchen,1015,536,15,0,231,122,90,28,0,20,4,7,19
AT_30827,Hohenau an der March,2192,957,32,0,143,446,201,47,1,31,7,15,34
AT_30828,Hohenruppersdorf,747,383,19,0,179,52,69,32,1,16,3,2,10
AT_30829,Jedenspeigen,918,555,28,0,214,154,82,32,1,17,5,6,16
AT_30830,Lassee,1999,944,42,0,278,187,275,47,4,48,5,13,45
AT_30831,Leopoldsdorf im Marchfelde,1984,975,34,0,201,327,234,91,2,39,5,10,32
AT_30834,Mannsdorf an der Donau,285,161,10,0,63,23,34,11,1,15,0,1,3
AT_30835,Marchegg,2176,812,27,0,167,276,193,59,3,31,6,20,30
AT_30836,Markgrafneusiedl,671,346,23,0,87,99,89,21,2,13,1,4,7
AT_30838,Matzen-Raggendorf,2081,1084,39,0,346,257,238,80,2,65,9,12,36
AT_30841,Neusiedl an der Zaya,1007,581,32,0,218,107,147,27,1,20,6,4,19
AT_30842,Obersiebenbrunn,1318,481,17,0,104,154,125,35,0,15,7,6,18
AT_30844,Orth an der Donau,1612,711,23,0,188,157,207,65,1,32,5,6,27
AT_30845,Palterndorf-Dobermannsdorf,1029,520,21,0,223,97,122,17,1,18,2,4,15
AT_30846,Parbasdorf,120,73,1,0,44,2,12,8,0,5,0,0,1
AT_30848,Prottes,1071,473,25,0,168,124,93,22,1,22,2,4,12
AT_30849,Raasdorf,433,236,6,0,95,57,38,18,0,17,1,1,3
AT_30850,Ringelsdorf-Niederabsdorf,1107,627,29,0,164,242,115,27,0,14,1,8,27
AT_30852,Schönkirchen-Reyersdorf,1526,783,27,0,216,168,177,68,1,70,5,9,42
AT_30854,Spannberg,748,382,14,0,150,47,111,27,1,18,3,5,6
AT_30856,Strasshof an der Nordbahn,6787,2762,115,0,317,911,754,270,12,161,24,76,122
AT_30857,Sulz im Weinviertel,984,520,28,0,228,81,101,38,1,17,1,2,23
AT_30858,Untersiebenbrunn,1241,781,28,0,130,239,255,41,2,31,7,12,36
AT_30859,Velm-Götzendorf,640,392,16,0,134,76,87,36,1,12,8,4,18
AT_30860,Weikendorf,1517,784,48,0,236,175,164,70,1,38,5,14,33
AT_30863,Zistersdorf,4491,2389,123,0,981,414,491,148,4,116,14,21,77
AT_30865,Weiden an der March,751,412,17,0,214,53,67,20,0,18,2,9,12
AT_30899,Briefwahlkarten - Gänserndorf,0,3550,86,0,941,956,635,395,6,262,25,77,167
AT_30902,Amaliendorf-Aalfang,930,410,28,0,48,151,94,34,1,26,4,8,16
AT_30903,Brand-Nagelberg,1406,736,54,0,120,370,100,28,0,26,3,12,23
AT_30904,Eggern,590,295,24,0,131,68,30,21,0,11,3,2,5
AT_30906,Eisgarn,585,301,16,0,137,75,44,16,0,5,2,1,5
AT_30908,Gmünd,4454,1993,109,0,546,679,329,125,4,108,30,20,43
AT_30909,Großdietmanns,1913,955,65,0,402,198,125,69,2,48,10,8,28
AT_30910,Bad Großpertholz,1153,562,24,0,204,123,82,39,3,26,19,7,35
AT_30912,Großschönau,1017,565,56,0,278,47,92,34,1,29,7,7,14
AT_30913,Moorbad Harbach,555,363,22,0,156,60,52,40,1,17,5,4,6
AT_30915,Haugschlag,398,199,5,0,71,50,39,11,3,14,4,0,2
AT_30916,Heidenreichstein,3445,1637,69,0,536,508,267,114,7,65,11,29,31
AT_30917,Hirschbach,486,263,7,0,110,77,30,14,2,14,2,4,3
AT_30920,Hoheneich,1213,593,41,0,195,159,91,44,1,38,4,5,15
AT_30921,Kirchberg am Walde,1127,613,24,0,310,97,99,26,3,25,7,7,15
AT_30925,Litschau,2025,951,47,0,378,239,162,41,1,43,3,7,30
AT_30929,Reingers,554,270,13,0,139,39,36,15,0,9,2,2,15
AT_30932,Sankt Martin,957,437,32,0,190,88,53,33,3,18,6,6,8
AT_30935,Schrems,4638,2192,137,0,558,785,365,122,13,108,20,18,66
AT_30939,Unserfrau-Altweitra,831,470,36,0,249,47,74,33,1,16,5,2,7
AT_30940,Waldenstein,988,578,35,0,334,55,74,28,1,37,2,5,7
AT_30942,Weitra,2309,1167,64,0,556,200,139,65,5,79,13,11,35
AT_30999,Briefwahlkarten - Gmünd,0,2051,64,0,642,536,238,231,7,192,16,45,80
AT_31001,Alberndorf im Pulkautal,615,296,25,0,101,65,62,12,0,13,2,4,12
AT_31008,Göllersdorf,2312,1211,76,0,511,198,197,86,4,80,13,13,33
AT_31009,Grabern,1156,654,45,0,348,68,81,33,3,32,12,9,23
AT_31014,Guntersdorf,932,526,27,0,266,85,87,21,3,15,6,6,10
AT_31015,Hadres,1419,799,33,0,365,160,137,39,2,33,4,7,19
AT_31016,Hardegg,1137,693,53,0,338,115,107,29,4,17,8,7,15
AT_31018,Haugsdorf,1340,682,44,0,258,162,142,28,1,21,2,7,17
AT_31019,Heldenberg,1027,524,18,0,251,76,82,41,0,27,5,12,12
AT_31021,Hohenwarth-Mühlbach a.M.,1049,601,32,0,283,99,107,30,0,29,5,9,7
AT_31022,Hollabrunn,9127,4721,211,0,1757,860,847,462,12,311,47,76,138
AT_31025,Mailberg,503,328,16,0,93,119,51,22,0,11,4,3,9
AT_31026,Maissau,1611,887,32,0,393,197,106,67,2,53,6,6,25
AT_31028,Nappersdorf-Kammersdorf,1044,507,24,0,248,101,64,27,1,12,9,5,16
AT_31033,Pernersdorf,814,471,27,0,187,117,87,20,2,8,2,2,19
AT_31035,Pulkau,1308,773,48,0,342,155,100,39,3,50,11,12,13
AT_31036,Ravelsbach,1363,680,42,0,296,122,121,34,3,38,3,7,14
AT_31037,Retz,3543,1694,75,0,759,316,212,155,3,90,22,16,46
AT_31038,Retzbach,833,466,26,0,205,80,62,26,3,34,5,6,19
AT_31041,Schrattenthal,715,439,20,0,203,112,37,35,4,15,4,4,5
AT_31042,Seefeld-Kadolz,812,417,24,0,124,148,79,16,1,11,2,4,8
AT_31043,Sitzendorf an der Schmida,1767,934,43,0,491,140,132,52,2,46,4,7,17
AT_31051,Wullersdorf,1967,1096,49,0,461,190,191,53,0,49,47,12,44
AT_31052,Zellerndorf,2088,1199,58,0,469,311,191,68,5,54,7,11,25
AT_31053,Ziersdorf,2710,1412,91,0,548,306,219,95,5,65,19,17,47
AT_31099,Briefwahlkarten - Hollabrunn,0,2309,49,0,924,450,260,306,1,183,23,22,91
AT_31101,Altenburg,661,362,12,0,167,49,60,34,0,21,9,2,8
AT_31102,Brunn an der Wild,713,400,10,0,257,32,62,21,0,10,0,6,2
AT_31103,Burgschleinitz-Kühnring,1146,641,30,0,322,97,81,48,2,41,2,8,10
AT_31104,Drosendorf-Zissersdorf,1046,611,19,0,287,74,127,43,1,29,6,7,18
AT_31105,Eggenburg,2900,1366,71,0,506,286,196,151,1,75,12,18,50
AT_31106,Gars am Kamp,2954,1516,51,0,576,271,289,142,2,94,19,22,50
AT_31107,Geras,1141,701,30,0,394,95,98,29,1,34,5,6,9
AT_31109,Horn,5256,2478,109,0,982,402,432,261,6,157,21,35,73
AT_31110,Irnfritz-Messern,1187,734,39,0,399,92,131,18,3,32,3,5,12
AT_31111,Japons,607,399,11,0,263,26,55,23,1,11,2,2,5
AT_31113,Langau,593,386,13,0,215,62,55,19,0,8,8,1,5
AT_31114,Meiseldorf,773,437,20,0,228,70,52,20,2,22,8,6,9
AT_31117,Pernegg,622,410,31,0,211,57,73,13,3,10,2,7,3
AT_31119,Röhrenbach,451,304,12,0,202,20,35,13,0,10,4,3,5
AT_31120,Röschitz,870,512,20,0,263,93,67,27,2,16,10,2,12
AT_31121,Rosenburg-Mold,673,368,17,0,151,48,83,18,0,23,4,7,17
AT_31123,Sankt Bernhard-Frauenhofen,1050,647,37,0,376,63,83,32,0,40,1,3,12
AT_31124,Sigmundsherberg,1441,862,41,0,341,243,127,45,1,26,6,8,24
AT_31129,Weitersfeld,1385,938,50,0,586,89,103,42,2,40,7,8,11
AT_31130,Straning-Grafenberg,640,379,15,0,183,75,47,19,1,17,5,2,15
AT_31199,Briefwahlkarten - Horn,0,1745,55,0,770,269,193,215,5,136,14,23,65
AT_31201,Bisamberg,3560,1913,72,0,644,309,249,303,7,225,21,39,44
AT_31202,Enzersfeld im Weinviertel,1349,725,24,0,242,158,123,84,5,48,4,12,25
AT_31203,Ernstbrunn,2584,1272,72,0,537,174,248,109,2,49,10,19,52
AT_31204,Großmugl,1312,681,42,0,311,62,112,61,5,48,5,16,19
AT_31205,Großrußbach,1670,884,38,0,356,111,165,89,1,70,15,17,22
AT_31206,Hagenbrunn,1519,744,21,0,258,146,148,76,1,54,5,8,27
AT_31207,Harmannsdorf,3179,1696,77,0,590,307,359,171,6,111,26,24,25
AT_31208,Hausleiten,2940,1573,74,0,543,253,343,136,5,118,23,24,54
AT_31213,Korneuburg,9295,4105,145,0,1060,841,777,706,13,330,24,92,117
AT_31214,Langenzersdorf,6367,3043,100,0,870,523,458,547,9,358,21,68,89
AT_31215,Leitzersdorf,1006,518,28,0,211,70,101,41,1,36,5,9,16
AT_31216,Leobendorf,3847,1890,59,0,530,432,283,298,5,215,10,27,31
AT_31224,Rußbach,1113,570,33,0,244,100,99,37,5,30,0,6,16
AT_31226,Sierndorf,3051,1571,78,0,588,226,325,139,5,126,14,23,47
AT_31227,Spillern,1686,804,24,0,162,266,133,105,7,55,6,18,28
AT_31228,Stetteldorf am Wagram,849,446,27,0,203,59,77,31,1,35,2,2,9
AT_31229,Stetten,1035,489,20,0,115,145,82,53,1,48,2,8,15
AT_31230,Stockerau,12460,5373,184,0,1151,1479,1078,676,18,440,64,123,160
AT_31234,Niederhollabrunn,1257,654,31,0,213,111,122,72,6,65,7,5,22
AT_31299,Briefwahlkarten - Korneuburg,0,3576,64,0,1110,750,466,513,5,407,38,80,143
AT_31301,Aggsbach,575,312,14,0,86,98,58,25,2,13,4,4,8
AT_31302,Albrechtsberg an der Großen Krems,889,504,28,0,230,87,72,46,0,18,4,3,16
AT_31303,Bergern im Dunkelsteinerwald,1047,648,35,0,280,112,102,55,3,29,10,8,14
AT_31304,Dürnstein,748,449,23,0,190,78,82,37,2,21,3,6,7
AT_31308,Grafenegg,2431,1350,58,0,527,229,198,129,2,91,76,13,27
AT_31309,Furth bei Göttweig,2351,1173,53,0,365,297,160,145,7,73,13,23,37
AT_31310,Gedersdorf,1750,1003,47,0,306,242,201,99,1,52,16,16,23
AT_31311,Gföhl,3120,1510,92,0,595,256,272,122,4,85,17,20,47
AT_31315,Hadersdorf-Kammern,1637,824,51,0,245,165,158,77,4,70,21,12,21
AT_31319,Jaidhof,935,540,39,0,254,64,69,38,1,34,15,8,18
AT_31321,Krumau am Kamp,643,334,17,0,147,65,61,20,2,7,2,3,10
AT_31322,Langenlois,6101,3088,143,0,1074,442,560,388,24,292,38,44,83
AT_31323,Lengenfeld,1162,647,47,0,212,135,96,68,5,39,16,13,16
AT_31324,Lichtenau im Waldviertel,1711,985,50,0,510,117,183,48,1,47,6,9,14
AT_31326,Maria Laach am Jauerling,756,432,28,0,226,58,61,22,1,22,3,2,9
AT_31327,Mautern an der Donau,2826,1426,55,0,462,264,263,184,8,117,21,18,34
AT_31330,Mühldorf,1158,630,45,0,283,147,81,25,2,17,6,9,15
AT_31333,Paudorf,2066,1100,36,0,277,352,189,113,6,71,7,17,32
AT_31336,Rastenfeld,1196,692,34,0,298,79,149,42,6,38,9,9,28
AT_31337,Rohrendorf bei Krems,1602,836,34,0,262,177,133,93,4,88,12,10,23
AT_31338,Rossatz-Arnsdorf,903,560,36,0,235,120,59,54,2,34,7,5,8
AT_31340,Sankt Leonhard am Hornerwald,976,542,27,0,279,59,77,45,0,29,3,3,20
AT_31343,Senftenberg,1616,827,52,0,281,197,116,93,3,41,7,8,29
AT_31344,Spitz,1366,739,32,0,320,100,129,59,2,54,7,11,25
AT_31346,Straß im Straßertale,1280,674,33,0,281,93,84,90,5,46,9,13,20
AT_31347,Stratzing,709,375,14,0,160,43,54,42,3,38,4,7,10
AT_31350,Weinzierl am Walde,1087,585,32,0,301,83,95,20,6,21,8,7,12
AT_31351,Weißenkirchen in der Wachau,1177,694,27,0,285,126,108,65,2,58,3,3,17
AT_31355,Schönberg am Kamp,1502,852,35,0,316,95,170,117,1,80,5,9,24
AT_31356,Droß,795,437,17,0,122,66,96,56,2,43,6,6,23
AT_31399,Briefwahlkarten - Krems(Land),0,2323,82,0,879,370,286,319,3,232,35,45,72
AT_31401,Annaberg,455,271,17,0,133,53,27,13,0,19,3,3,3
AT_31402,Eschenau,1067,543,38,0,215,89,102,39,1,27,5,10,17
AT_31403,Hainfeld,2927,1448,64,0,390,436,274,104,6,77,15,20,62
AT_31404,Hohenberg,1210,593,26,0,128,235,100,36,1,28,12,5,22
AT_31405,Kaumberg,789,455,27,0,170,57,109,25,1,20,9,9,28
AT_31406,Kleinzell,683,368,20,0,183,37,80,14,1,14,2,9,8
AT_31407,Lilienfeld,2135,1075,59,0,334,237,176,144,2,55,20,23,25
AT_31408,Mitterbach am Erlaufsee,429,250,15,0,101,46,41,8,0,12,18,3,6
AT_31409,Ramsau,640,384,31,0,150,60,80,25,3,15,5,4,11
AT_31410,Rohrbach an der Gölsen,1313,768,51,0,263,157,139,75,1,43,6,12,21
AT_31411,Sankt Aegyd am Neuwalde,1690,867,52,0,230,293,149,54,1,21,6,14,47
AT_31412,Sankt Veit an der Gölsen,3191,1813,80,0,543,485,314,157,6,103,22,31,72
AT_31413,Traisen,2622,1314,66,0,188,532,269,100,3,42,12,39,63
AT_31414,Türnitz,1607,893,47,0,325,183,182,63,2,38,7,5,41
AT_31499,Briefwahlkarten - Lilienfeld,0,1274,34,0,366,350,160,153,5,112,13,26,55
AT_31502,Artstetten-Pöbring,973,512,20,0,293,75,68,19,2,18,4,4,9
AT_31503,Bergland,1481,834,24,0,398,124,154,61,4,34,9,4,22
AT_31504,Bischofstetten,957,602,25,0,254,140,80,54,1,27,1,7,13
AT_31505,Blindenmarkt,1975,994,53,0,296,153,259,70,4,67,44,15,33
AT_31506,Dorfstetten,476,259,8,0,103,60,41,20,2,10,7,4,4
AT_31507,Dunkelsteinerwald,1911,988,46,0,354,145,235,76,3,65,14,9,41
AT_31508,Erlauf,865,514,27,0,166,101,109,47,3,36,8,6,11
AT_31509,Golling an der Erlauf,1204,634,44,0,52,256,173,52,2,14,11,7,23
AT_31511,Hofamt Priel,1395,841,42,0,322,188,150,67,1,15,17,11,28
AT_31513,Hürm,1428,775,55,0,470,44,97,46,2,42,9,4,6
AT_31514,Kilb,2066,1110,66,0,509,137,173,92,6,69,16,11,31
AT_31515,Kirnberg an der Mank,835,525,36,0,273,32,92,36,2,23,6,6,19
AT_31516,Klein-Pöchlarn,802,408,17,0,101,146,73,29,1,18,2,1,20
AT_31517,Krummnußbaum,1175,553,16,0,152,149,92,72,1,21,13,13,24
AT_31519,Leiben,1102,588,25,0,139,207,107,41,2,30,14,4,19
AT_31520,Loosdorf,3068,1307,71,0,286,406,286,91,2,75,18,19,53
AT_31521,Mank,2516,1283,55,0,580,153,202,130,7,74,26,26,30
AT_31522,Marbach an der Donau,1324,606,33,0,139,193,132,44,2,28,7,9,19
AT_31523,Maria Taferl,720,321,15,0,106,66,60,24,1,24,11,1,13
AT_31524,Melk,4119,2051,71,0,732,342,375,283,7,153,19,27,42
AT_31525,Münichreith-Laimbach,1389,597,44,0,230,137,96,37,3,23,13,3,11
AT_31527,Neumarkt an der Ybbs,1505,705,34,0,206,174,145,61,4,34,12,12,23
AT_31528,Nöchling,844,494,26,0,216,104,63,34,1,23,18,3,6
AT_31530,Persenbeug-Gottsdorf,1858,857,45,0,199,312,159,59,2,31,12,13,25
AT_31531,Petzenkirchen,1026,453,26,0,100,157,90,39,1,14,3,5,18
AT_31533,Pöchlarn,3043,1270,52,0,344,322,273,114,19,72,13,16,45
AT_31534,Pöggstall,2064,952,50,0,400,152,196,53,1,49,12,9,30
AT_31535,Raxendorf,876,509,19,0,263,98,74,15,2,10,7,6,15
AT_31537,Ruprechtshofen,1835,958,54,0,441,79,213,66,3,42,20,9,31
AT_31539,Sankt Leonhard am Forst,2533,1229,61,0,464,172,260,115,5,60,37,20,35
AT_31540,Sankt Martin-Karlsbach,1433,795,54,0,290,170,116,67,2,49,5,10,32
AT_31541,Sankt Oswald,891,451,28,0,260,61,45,20,1,12,13,3,8
AT_31542,Schönbühel-Aggsbach,875,418,23,0,123,75,98,42,3,25,5,7,17
AT_31543,Schollach,783,442,18,0,166,88,94,37,2,18,7,2,10
AT_31546,Weiten,896,394,27,0,209,51,54,15,2,13,4,2,17
AT_31549,Ybbs an der Donau,4332,2046,88,0,554,657,375,150,10,95,18,21,78
AT_31550,Zelking-Matzleinsdorf,1016,589,33,0,252,102,79,57,4,40,4,10,8
AT_31551,Texingtal,1285,648,46,0,358,53,68,36,2,49,9,11,16
AT_31552,Yspertal,1521,833,41,0,312,195,149,55,5,36,12,4,24
AT_31553,Emmersdorf an der Donau,1417,717,27,0,267,133,137,63,2,48,13,7,20
AT_31599,Briefwahlkarten - Melk,0,3700,121,0,1310,754,460,487,12,284,45,81,146
AT_31601,Altlichtenwarth,630,270,9,0,128,39,53,10,0,8,4,1,18
AT_31603,Asparn an der Zaya,1420,784,35,0,301,162,158,56,5,23,7,11,26
AT_31604,Bernhardsthal,1374,711,28,0,275,200,120,24,2,21,6,7,28
AT_31605,Bockfließ,1053,568,22,0,183,142,110,60,1,28,1,8,13
AT_31606,Drasenhofen,890,481,22,0,260,51,93,14,6,19,5,2,9
AT_31608,Falkenstein,388,267,11,0,151,19,20,33,0,26,0,7,0
AT_31609,Fallbach,690,419,11,0,297,33,27,26,0,15,2,1,7
AT_31611,Gaubitsch,732,469,29,0,269,38,69,20,2,22,2,6,12
AT_31612,Gaweinstal,3017,1446,81,0,550,279,294,101,2,70,12,16,41
AT_31613,Gnadendorf,944,541,24,0,291,66,80,32,2,25,6,7,8
AT_31614,Großebersdorf,1813,961,52,0,323,155,226,85,5,64,8,9,34
