gisco_id,name,registered,turnout,invalid,blank,PiS,PJN,SLD,Ruch PL,PSL,PPP,PO,Samoobrona,NP (2011),PR (2007),MN
PL_516310102,Skarbimierz,5662,2579,172,0,680,34,101,240,631,18,684,0,0,13,6
PL_516310103,Grodków,15801,5815,390,0,1436,122,520,584,440,38,2248,0,0,17,20
PL_516310104,Lewin Brzeski,10650,4097,193,0,1077,81,349,432,349,26,1541,0,0,25,24
PL_516310105,Lubsza,7237,2905,204,0,998,48,158,237,319,13,899,0,0,21,8
PL_516310106,Olszanka,3997,1612,99,0,525,30,112,98,301,19,415,0,0,12,1
PL_516320201,Baborów,5198,1657,107,0,404,134,96,164,78,10,610,0,0,7,47
PL_516320202,Branice,5979,2151,171,0,506,67,110,192,141,12,920,0,0,10,22
PL_516320203,Głubczyce,19112,7957,461,0,2165,127,412,539,362,34,3654,0,0,157,46
PL_516320204,Kietrz,9233,3712,227,0,994,134,205,337,137,17,1629,0,0,18,14
PL_516320301,Kędzierzyn-Koźle,51139,23936,1380,0,4146,435,2428,2325,457,143,11686,0,0,153,783
PL_516320302,Bierawa,6301,2206,171,0,304,44,121,219,60,13,880,0,0,9,385
PL_516320303,Cisek,4852,1659,126,0,146,9,73,99,81,3,597,0,0,10,515
PL_516320304,Pawłowiczki,6576,1902,170,0,284,22,102,106,100,5,728,0,0,10,375
PL_516320305,Polska Cerekiew,3702,1310,156,0,110,23,57,92,61,5,529,0,0,2,275
PL_516320306,Reńska Wieś,6738,2163,147,0,221,33,123,128,69,8,725,0,0,16,693
PL_516310401,Byczyna,7708,2825,224,0,655,46,279,233,489,18,852,0,0,11,18
PL_516310402,Kluczbork,30911,13313,629,0,2733,251,673,1178,1066,47,6121,0,0,47,568
PL_516310403,Lasowice Wielkie,5894,1748,117,0,190,19,48,83,352,5,482,0,0,11,441
PL_516310404,Wołczyn,11279,4324,271,0,1129,175,441,371,429,26,1398,0,0,26,58
PL_516320501,Gogolin,10212,3288,267,0,387,56,96,275,88,6,1401,0,0,19,693
PL_516320502,Krapkowice,19368,7460,373,0,944,155,372,699,152,27,3569,0,0,38,1131
PL_516320503,Strzeleczki,6239,1840,142,0,124,15,34,99,52,5,616,0,0,3,750
PL_516320504,Walce,4698,1397,122,0,103,23,28,53,37,2,375,0,0,5,649
PL_516320505,Zdzieszowice,13263,4817,507,0,548,92,432,437,209,22,1834,0,0,32,704
PL_516310601,Domaszowice,3023,1476,116,0,361,27,157,106,382,4,313,0,0,6,4
PL_516310602,Namysłów,20938,9407,459,0,2482,130,720,813,1491,59,3200,0,0,28,25
PL_516310603,Pokój,4377,1485,114,0,203,22,103,147,227,9,555,0,0,5,100
PL_516310604,Świerczów,2968,1277,88,0,305,15,141,118,209,9,375,0,0,3,14
PL_516310605,Wilków,3649,1331,92,0,355,19,131,111,221,15,381,0,0,2,4
PL_516310701,Głuchołazy,21197,7883,431,0,2027,466,540,767,325,52,3184,0,0,45,46
PL_516310702,Kamiennik,2968,1000,70,0,303,6,136,89,145,6,240,0,0,2,3
PL_516310703,Korfantów,7909,2262,226,0,589,38,242,169,174,13,638,0,0,44,129
PL_516310704,Łambinowice,6284,2179,162,0,548,34,176,238,192,13,762,0,0,25,29
PL_516310705,Nysa,48739,21894,976,0,5905,350,1756,2091,1022,100,9503,0,0,111,80
PL_516310706,Otmuchów,11531,4729,311,0,1239,81,1105,431,286,24,1191,0,0,44,17
PL_516310707,Paczków,10859,4187,288,0,1036,60,437,405,730,21,1185,0,0,15,10
PL_516310708,Pakosławice,3078,1172,91,0,390,12,62,94,184,7,325,0,0,5,2
PL_516310709,Skoroszyce,5112,1607,112,0,459,18,144,182,247,9,427,0,0,4,5
PL_516320801,Dobrodzień,8230,2543,204,0,339,39,90,158,93,16,897,0,0,14,693
PL_516320802,Gorzów Śląski,6112,1972,148,0,282,23,434,120,129,8,544,0,0,1,283
PL_516320803,Olesno,15061,5661,312,0,767,70,342,430,176,32,2614,0,0,39,879
PL_516320804,Praszka,11626,5456,304,0,1141,97,556,784,671,62,1807,0,0,22,12
PL_516320805,Radłów,3613,986,63,0,100,10,56,51,43,3,291,0,0,0,369
PL_516320806,Rudniki,6863,2666,199,0,576,49,256,334,428,17,789,0,0,14,4
PL_516320807,Zębowice,3124,926,69,0,98,9,21,34,34,5,259,0,0,3,394
PL_516320901,Chrząstowice,5491,2099,148,0,181,47,77,184,49,8,866,0,0,17,522
PL_516320902,Dąbrowa,7652,3103,234,0,416,73,119,212,188,9,1298,0,0,18,536
PL_516320903,Dobrzeń Wielki,11775,4640,274,0,584,109,173,361,132,18,2045,0,0,37,907
PL_516320904,Komprachcice,9011,3626,214,0,366,62,155,304,85,8,1345,0,0,7,1080
PL_516320905,Łubniany,7723,2723,204,0,218,39,127,203,73,10,1199,0,0,8,642
PL_516320906,Murów,4676,1452,95,0,145,25,73,97,44,6,619,0,0,7,341
PL_516320907,Niemodlin,10795,4193,224,0,948,82,249,435,491,30,1672,0,0,31,31
PL_516320908,Ozimek,17072,5908,417,0,856,116,301,560,126,52,2711,0,0,35,734
PL_516320909,Popielów,6791,2347,211,0,361,41,88,152,136,8,784,0,0,5,561
PL_516320910,Prószków,7922,3087,255,0,268,60,91,182,72,12,1012,0,0,15,1120
PL_516320911,Tarnów Opolski,7927,2879,195,0,357,57,120,175,50,16,1112,0,0,12,785
PL_516320912,Tułowice,4319,1758,157,0,354,27,118,177,106,10,752,0,0,9,48
PL_516320913,Turawa,7900,2712,173,0,276,46,126,246,96,17,1142,0,0,10,580
PL_516311001,Biała,9023,2589,181,0,276,36,85,166,117,22,966,0,0,8,732
PL_516311002,Głogówek,11188,3625,242,0,609,72,162,216,170,16,1395,0,0,18,725
PL_516311003,Lubrza,3592,1396,106,0,323,19,72,98,197,12,515,0,0,6,48
PL_516311004,Prudnik,23119,9557,473,0,2677,171,634,979,407,81,4024,0,0,42,69
PL_516321101,Izbicko,4413,1558,111,0,137,20,55,92,28,7,477,0,0,4,627
PL_516321102,Jemielnica,6021,1825,168,0,162,46,46,87,24,5,528,0,0,6,753
PL_516321103,Kolonowskie,5172,1618,129,0,184,25,57,77,41,20,527,0,0,1,557
PL_516321104,Leśnica,6574,2332,172,0,339,46,92,107,84,6,736,0,0,14,736
PL_516321105,Strzelce Opolskie,27183,10743,734,0,1407,246,666,965,217,48,4664,0,0,40,1756
PL_516321106,Ujazd,5091,1941,161,0,221,55,59,88,91,11,658,0,0,6,591
PL_516321107,Zawadzkie,10090,3499,286,0,595,79,150,200,55,10,1620,0,0,19,485
PL_516326101,Opole,97615,54386,1571,0,8983,1524,4875,6056,1306,180,27846,0,0,366,1679
PL_318330103,Czarna,1932,668,46,0,235,6,34,58,95,4,182,3,4,1,0
PL_318330105,Lutowiska,1856,737,40,0,180,10,47,86,70,3,284,4,12,1,0
PL_318330108,Ustrzyki Dolne,14263,5557,307,0,1726,66,378,449,304,11,2210,23,73,10,0
PL_318330201,Brzozów,21076,8654,401,0,4547,145,425,399,622,36,1807,10,141,121,0
PL_318330202,Domaradz,4829,1840,127,0,1069,22,77,98,248,2,168,5,21,3,0
PL_318330203,Dydnia,6540,2374,198,0,1137,17,80,178,384,15,331,7,20,7,0
PL_318330204,Haczów,7352,2929,136,0,1572,30,105,161,374,10,499,10,27,5,0
PL_318330205,Jasienica Rosielna,5838,2857,120,0,2032,37,50,81,146,9,302,6,48,26,0
PL_318330206,Nozdrzec,6874,3053,274,0,1108,23,118,149,758,16,572,5,21,9,0
PL_318360301,Dębica,38583,20247,859,0,7995,367,1044,1484,1787,76,5994,17,507,117,0
PL_318360302,Brzostek,10179,4207,334,0,2493,48,138,144,513,26,449,15,25,22,0
PL_318360303,Czarna,9989,4643,255,0,2174,77,173,229,855,25,740,14,80,21,0
PL_318360304,Dębica,19222,9049,539,0,4068,107,233,473,1901,27,1562,9,106,24,0
PL_318360305,Jodłowa,4352,1649,133,0,1016,19,30,49,228,7,142,3,20,2,0
PL_318360306,Pilzno,13849,6674,463,0,3500,105,156,274,1300,25,698,24,114,15,0
PL_318360307,Żyraków,10693,4951,319,0,2642,76,157,198,734,14,710,16,74,11,0
PL_318340401,Jarosław,32239,15939,606,0,6692,253,1088,1291,934,52,4671,84,208,60,0
PL_318340402,Radymno,4445,2103,121,0,939,30,135,154,184,11,476,3,28,22,0
PL_318340403,Chłopice,4498,1824,157,0,851,22,225,78,278,4,170,20,14,5,0
PL_318340404,Jarosław,10222,4400,264,0,2117,59,235,266,620,17,782,15,18,7,0
PL_318340405,Laszki,5493,2454,168,0,903,25,179,87,868,10,192,8,12,2,0
PL_318340406,Pawłosiów,6653,3114,146,0,1687,26,162,198,317,11,502,17,40,8,0
PL_318340407,Pruchnik,7566,3401,236,0,2088,40,157,137,350,3,344,15,25,6,0
PL_318340408,Radymno,8894,3865,282,0,1976,37,187,138,719,7,462,27,22,8,0
PL_318340409,Rokietnica,3446,1320,94,0,679,21,66,64,213,7,133,27,7,9,0
PL_318340410,Roźwienica,4939,2061,156,0,1063,23,111,93,316,6,252,8,23,10,0
PL_318340411,Wiązownica,8878,4478,291,0,2412,67,166,234,508,14,724,14,34,14,0
PL_318330501,Jasło,30410,15204,595,0,6411,202,1297,1128,993,26,4227,13,288,24,0
PL_318330502,Brzyska,5026,2068,193,0,1369,16,67,62,156,6,181,5,10,3,0
PL_318330503,Dębowiec,6743,3011,207,0,1944,25,88,108,255,7,323,5,36,13,0
PL_318330504,Jasło,13134,6275,405,0,3048,80,266,388,1143,11,836,7,74,17,0
PL_318330505,Kołaczyce,7049,3102,213,0,1561,31,91,132,702,13,313,6,34,6,0
PL_318330506,Krempna,1639,557,60,0,166,18,34,40,120,2,113,1,3,0,0
PL_318330507,Nowy Żmigród,7524,3625,194,0,1478,36,80,133,1217,9,449,5,21,3,0
PL_318330508,Osiek Jasielski,4200,1742,91,0,1051,18,55,62,210,6,232,2,13,2,0
PL_318330509,Skołyszyn,9941,4278,249,0,1803,36,231,244,831,21,789,9,52,13,0
PL_318330511,Tarnowiec,7401,3079,157,0,1631,35,162,237,247,11,551,4,41,3,0
PL_318350601,Cmolas,6201,2778,201,0,1730,35,96,99,231,9,235,5,80,57,0
PL_318350602,Kolbuszowa,20080,9722,451,0,6088,93,346,403,651,17,1257,7,214,195,0
PL_318350603,Majdan Królewski,7739,3363,169,0,2274,46,82,186,148,7,351,6,8,86,0
PL_318350604,Niwiska,4581,2184,171,0,917,7,40,65,784,3,156,5,24,12,0
PL_318350605,Raniżów,5624,2571,119,0,1741,23,66,102,172,6,262,4,36,40,0
PL_318350606,Dzikowiec,5121,2108,135,0,1342,19,65,63,239,3,141,2,26,73,0
PL_318330701,Chorkówka,10493,4373,214,0,2194,60,211,307,467,12,821,17,64,6,0
PL_318330702,Dukla,11711,4678,259,0,2185,147,243,374,389,17,1004,7,43,10,0
PL_318330703,Iwonicz-Zdrój,8835,4012,176,0,2007,77,140,219,461,7,843,8,60,14,0
PL_318330704,Jedlicze,12373,4921,224,0,2052,95,341,494,361,21,1209,7,108,9,0
PL_318330705,Korczyna,8793,3915,180,0,1694,65,186,308,729,23,638,16,67,9,0
PL_318330706,Krościenko Wyżne,4192,1870,51,0,959,37,62,124,170,7,424,1,32,3,0
PL_318330707,Miejsce Piastowe,10754,5091,258,0,2404,86,198,406,348,23,1212,9,130,17,0
PL_318330708,Rymanów,13005,5975,291,0,3016,89,253,368,575,23,1248,12,86,14,0
PL_318330709,Wojaszówka,7318,2722,128,0,1164,39,129,260,265,11,656,6,58,6,0
PL_318330710,Jaśliska,1629,603,42,0,275,10,15,23,158,1,73,1,2,3,0
PL_318360801,Leżajsk,11819,6023,208,0,2342,125,213,333,199,25,2368,7,196,7,0
PL_318360802,Grodzisko Dolne,6506,3267,155,0,1323,55,40,63,128,3,1480,2,13,5,0
PL_318360803,Kuryłówka,4582,1974,120,0,835,34,72,86,287,3,505,2,27,3,0
PL_318360804,Leżajsk,15515,6928,368,0,4115,98,95,230,388,18,1520,7,72,17,0
PL_318360805,Nowa Sarzyna,16868,8093,300,0,4971,98,190,311,832,20,1214,8,132,17,0
PL_318340901,Lubaczów,10312,4675,157,0,1542,59,463,342,744,12,1233,40,63,20,0
PL_318340902,Cieszanów,6084,2668,119,0,608,15,81,111,1470,12,205,12,18,17,0
PL_318340903,Horyniec-Zdrój,4241,1760,82,0,660,19,94,129,326,8,399,7,23,13,0
PL_318340904,Lubaczów,7299,2885,159,0,1347,17,140,161,531,9,458,36,13,14,0
PL_318340905,Narol,6767,2701,136,0,1088,31,385,199,498,15,297,16,29,7,0
PL_318340906,Oleszyce,5285,2296,169,0,796,23,152,132,651,10,306,29,20,8,0
PL_318340907,Stary Dzików,3626,1305,107,0,583,10,84,84,293,3,106,12,12,11,0
PL_318340908,Wielkie Oczy,3078,1273,68,0,510,13,61,68,380,6,137,18,3,9,0
PL_318351001,Łańcut,14559,7867,232,0,3545,167,339,526,522,11,2330,7,150,38,0
PL_318351002,Białobrzegi,6461,2935,157,0,1559,166,80,123,326,9,449,11,37,18,0
PL_318351003,Czarna,8733,4663,175,0,2954,72,85,159,525,8,598,14,53,20,0
PL_318351004,Łańcut,16453,8341,328,0,4921,168,215,365,820,31,1300,25,128,40,0
PL_318351005,Markowa,5175,2195,106,0,1294,31,62,108,290,6,260,4,24,10,0
PL_318351006,Rakszawa,5657,2806,123,0,1877,41,81,96,210,12,316,1,41,8,0
PL_318351007,Żołynia,5402,2514,122,0,1222,36,80,120,365,9,451,12,29,68,0
PL_318361101,Mielec,50252,25909,904,0,9726,391,1863,2158,1440,85,8580,36,509,217,0
PL_318361102,Borowa,4427,2121,154,0,716,14,114,114,723,7,264,3,11,1,0
PL_318361103,Czermin,5364,2033,143,0,919,28,95,129,373,11,294,9,20,12,0
PL_318361104,Gawłuszowice,2213,1022,97,0,406,9,31,45,279,6,130,8,3,8,0
PL_318361105,Mielec,9979,4591,231,0,2040,50,251,271,622,20,1022,10,45,29,0
PL_318361106,Padew Narodowa,4281,2073,121,0,969,17,66,92,469,5,311,8,11,4,0
PL_318361107,Przecław,8742,3829,216,0,2036,47,104,145,507,7,732,7,18,10,0
PL_318361108,Radomyśl Wielki,10728,4401,272,0,2354,39,282,226,612,18,539,9,36,14,0
PL_318361109,Tuszów Narodowy,6059,3241,231,0,1517,25,81,134,876,10,324,4,19,20,0
PL_318361110,Wadowice Górne,5647,2319,115,0,1104,32,91,92,615,11,235,5,12,7,0
PL_318361201,Harasiuki,5055,1904,160,0,780,24,95,165,381,7,242,12,35,3,0
PL_318361202,Jarocin,4366,1555,83,0,692,12,127,137,246,11,209,10,17,11,0
PL_318361203,Jeżowe,7663,3600,159,0,2647,25,53,80,415,9,158,12,35,7,0
PL_318361204,Krzeszów,3492,1407,71,0,690,12,65,128,241,2,171,6,17,4,0
PL_318361205,Nisko,18174,7929,411,0,3314,84,1202,557,581,22,1585,12,138,23,0
PL_318361206,Rudnik nad Sanem,8320,3273,188,0,1423,60,203,247,247,15,789,6,81,14,0
PL_318361207,Ulanów,6996,2656,184,0,1228,28,139,167,368,11,469,4,47,11,0
PL_318341301,Bircza,5386,2195,197,0,981,17,73,143,236,9,508,7,11,13,0
PL_318341302,Dubiecko,7621,2692,192,0,1157,86,140,152,339,10,557,14,28,17,0
PL_318341303,Fredropol,4437,1753,120,0,496,8,178,75,126,5,711,13,10,11,0
PL_318341304,Krasiczyn,3794,1690,113,0,556,26,242,125,113,3,481,3,17,11,0
PL_318341305,Krzywcza,3947,1453,128,0,879,16,54,53,92,7,195,8,13,8,0
PL_318341306,Medyka,5165,2290,137,0,978,48,161,163,139,15,591,8,29,21,0
PL_318341307,Orły,6721,2817,153,0,1057,33,78,115,884,10,455,6,21,5,0
PL_318341308,Przemyśl,7804,3314,190,0,1175,71,242,239,228,7,1068,7,53,34,0
PL_318341309,Stubno,3199,1167,75,0,367,17,225,76,152,3,227,10,8,7,0
PL_318341310,Żurawica,10260,4798,300,0,1777,67,201,291,334,25,1656,11,52,84,0
PL_318341401,Przeworsk,13012,6537,208,0,2799,114,305,332,650,9,1864,6,153,97,0
PL_318341402,Adamówka,3296,1320,82,0,553,24,150,77,261,3,146,12,8,4,0
PL_318341403,Gać,3659,1473,110,0,680,16,51,66,321,7,187,2,16,17,0
PL_318341404,Jawornik Polski,3877,1427,144,0,526,22,55,73,316,5,269,6,6,5,0
PL_318341405,Kańczuga,10209,3754,276,0,1497,61,181,329,567,11,752,15,42,23,0
PL_318341406,Przeworsk,11627,5709,310,0,3263,124,115,214,1044,8,547,16,31,37,0
PL_318341407,Sieniawa,5536,2578,150,0,790,17,157,131,481,7,813,11,11,10,0
PL_318341408,Tryńcza,6454,2662,160,0,1553,22,83,112,374,13,303,11,22,9,0
PL_318341409,Zarzecze,5669,2585,178,0,1054,26,117,111,816,3,216,10,30,24,0
PL_318351501,Iwierzyce,5870,2952,115,0,1660,65,146,116,533,8,243,7,48,11,0
PL_318351502,Ostrów,5501,2084,127,0,1101,37,72,80,426,6,210,2,18,5,0
PL_318351503,Ropczyce,20875,10513,560,0,4902,372,316,378,2812,21,1018,8,108,18,0
PL_318351504,Sędziszów Małopolski,18378,9357,392,0,5578,163,314,341,1126,28,1253,13,125,24,0
PL_318351505,Wielopole Skrzyńskie,6460,2793,140,0,1364,80,67,99,837,5,163,5,27,6,0
PL_318351601,Dynów,4995,2304,97,0,1172,26,251,129,134,5,463,3,21,3,0
PL_318351602,Błażowa,8528,3878,222,0,2016,46,160,138,769,13,444,6,46,18,0
PL_318351603,Boguchwała,15018,8054,352,0,4010,180,392,477,763,49,1590,31,187,23,0
PL_318351604,Chmielnik,5108,2548,176,0,1380,48,170,118,280,5,324,9,28,10,0
PL_318351605,Dynów,5646,2012,123,0,1134,15,126,108,234,0,252,8,11,1,0
PL_318351606,Głogów Małopolski,14524,7548,362,0,3553,153,408,546,697,33,1636,19,121,20,0
PL_318351607,Hyżne,5402,2820,124,0,1676,36,76,148,429,6,267,9,43,6,0
PL_318351608,Kamień,5416,2511,113,0,1711,39,51,83,269,5,193,11,32,4,0
PL_318351609,Krasne,8032,4322,194,0,2042,83,179,266,439,18,1007,15,64,15,0
PL_318351610,Lubenia,5226,2531,131,0,1538,47,100,116,169,6,379,4,27,14,0
PL_318351611,Sokołów Małopolski,13048,6567,346,0,4549,58,138,232,203,16,928,12,68,17,0
PL_318351612,Świlcza,12429,6291,316,0,3164,136,274,339,618,52,1236,9,115,32,0
PL_318351613,Trzebownisko,15318,8037,325,0,4101,165,377,482,721,16,1663,17,141,29,0
PL_318351614,Tyczyn,8559,4263,201,0,2347,104,173,223,399,15,695,8,83,15,0
PL_318331701,Sanok,31951,14888,504,0,4842,263,1442,1153,1083,58,5266,15,241,21,0
PL_318331702,Besko,3400,1164,62,0,571,16,69,47,180,5,191,1,19,3,0
PL_318331703,Bukowsko,4250,1736,106,0,647,20,189,99,267,8,368,5,25,2,0
PL_318331704,Komańcza,4795,1476,68,0,278,19,121,222,188,10,537,9,20,4,0
PL_318331705,Sanok,13649,5311,320,0,2353,72,324,267,956,14,905,26,58,16,0
PL_318331706,Tyrawa Wołoska,1536,471,38,0,202,2,17,21,85,0,102,0,3,1,0
PL_318331707,Zagórz,10372,4013,227,0,1702,47,207,222,470,10,1066,10,41,11,0
PL_318331708,Zarszyn,7382,2914,141,0,830,36,154,178,1064,12,456,11,26,6,0
PL_318361801,Stalowa Wola,52208,25077,937,0,9616,384,2469,2052,1237,69,7509,13,723,68,0
PL_318361802,Bojanów,5699,2416,171,0,1552,26,101,106,123,7,297,4,26,3,0
PL_318361803,Pysznica,8034,3395,162,0,1747,50,205,266,175,11,658,6,105,10,0
PL_318361804,Radomyśl nad Sanem,5899,2236,130,0,987,31,155,203,261,8,423,7,22,9,0
PL_318361805,Zaklików,7051,2659,170,0,1104,45,179,223,204,11,654,2,48,19,0
PL_318361806,Zaleszany,8730,3748,290,0,1541,50,213,275,647,8,660,7,47,10,0
PL_318351901,Czudec,9269,4539,213,0,2442,71,109,183,352,15,1063,9,67,15,0
PL_318351902,Frysztak,8289,3364,175,0,1617,48,97,168,529,5,651,10,56,8,0
PL_318351903,Niebylec,8498,3885,207,0,1853,73,97,216,935,13,407,3,46,35,0
PL_318351904,Strzyżów,16854,7149,332,0,3164,101,401,598,911,17,1464,15,124,22,0
PL_318351905,Wiśniowa,6675,2690,137,0,1407,41,102,143,439,14,337,19,37,14,0
PL_318362001,Baranów Sandomierski,9697,4631,257,0,1732,28,71,137,141,15,2196,5,42,7,0
PL_318362002,Gorzyce,10902,4363,229,0,1363,65,245,382,570,20,1396,5,74,14,0
PL_318362003,Grębów,7736,3141,245,0,1313,29,118,140,217,6,1034,8,22,9,0
PL_318362004,Nowa Dęba,15593,6775,350,0,2875,111,253,524,505,19,1951,11,93,83,0
PL_318332101,Baligród,2619,1095,62,0,354,13,36,54,74,1,493,2,4,2,0
PL_318332102,Cisna,1710,1000,42,0,183,15,41,100,66,1,525,1,23,3,0
PL_318332103,Lesko,9417,3882,262,0,1374,64,164,218,681,9,1024,11,66,9,0
PL_318332104,Olszanica,4634,1918,165,0,686,37,108,249,125,3,521,5,17,2,0
PL_318332105,Solina,4682,2062,115,0,806,29,123,178,201,8,571,3,25,3,0
PL_318336101,Krosno,38607,19357,438,0,7007,308,1233,1950,915,56,6907,49,453,41,0
PL_318346201,Przemyśl,52922,26308,944,0,8788,383,1737,2167,876,83,10579,35,419,297,0
PL_318356301,Rzeszów,140255,82310,2108,0,29182,2114,6805,7897,4072,274,27313,122,2104,319,0
PL_318366401,Tarnobrzeg,39680,19390,636,0,5637,263,1199,1610,1226,65,8352,18,336,48,0
PL_320390101,Augustów,24315,11522,492,0,3784,233,497,1195,1038,49,3995,63,157,19,0
PL_320390102,Augustów,5309,1959,97,0,684,48,59,114,677,12,232,18,16,2,0
PL_320390103,Bargłów Kościelny,4567,1411,72,0,382,36,25,57,596,7,210,7,16,3,0
PL_320390104,Lipsk,4628,1621,146,0,465,34,111,139,365,7,330,10,11,3,0
PL_320390105,Nowinka,2396,1083,77,0,389,20,63,83,158,3,260,13,11,6,0
PL_320390106,Płaska,2149,796,44,0,242,17,37,70,91,2,281,4,5,3,0
PL_320390107,Sztabin,4370,1557,101,0,460,37,60,81,461,11,315,12,16,3,0
PL_320370201,Choroszcz,11641,5628,259,0,2371,120,266,400,313,21,1763,15,98,2,0
PL_320370202,Czarna Białostocka,9284,4023,156,0,1497,87,224,348,234,11,1375,9,71,11,0
PL_320370203,Dobrzyniewo Duże,6672,2990,160,0,1201,58,187,247,235,15,814,6,51,16,0
PL_320370204,Gródek,4786,1889,74,0,211,21,532,218,74,11,725,2,18,3,0
PL_320370205,Juchnowiec Kościelny,11331,5914,192,0,2382,157,503,383,308,19,1814,11,118,27,0
PL_320370206,Łapy,18446,9074,359,0,4818,206,389,429,673,35,1904,16,187,58,0
PL_320370207,Michałowo,6089,2537,186,0,471,35,394,222,111,11,1068,8,22,9,0
PL_320370208,Poświętne,2961,1333,70,0,770,28,45,40,213,6,131,4,17,9,0
PL_320370209,Supraśl,10798,5770,227,0,1574,89,851,498,196,26,2177,17,110,5,0
PL_320370210,Suraż,1630,891,53,0,470,12,29,43,74,2,200,5,2,1,0
PL_320370211,Turośń Kościelna,4449,2343,112,0,1172,27,104,140,140,3,600,5,37,3,0
PL_320370212,Tykocin,5317,2158,101,0,1119,57,40,111,463,14,216,15,15,7,0
PL_320370213,Wasilków,11051,5637,210,0,1985,135,428,442,189,17,2077,7,128,19,0
PL_320370214,Zabłudów,7222,3060,167,0,1156,64,321,198,197,19,886,5,45,2,0
PL_320370215,Zawady,2389,945,41,0,462,23,12,20,326,5,49,2,4,1,0
PL_320380301,Bielsk Podlaski,21948,10552,409,0,2417,119,2672,1212,785,25,2778,15,109,11,0
PL_320380302,Brańsk,3162,1624,66,0,1134,38,38,40,114,4,174,1,15,0,0
PL_320380303,Bielsk Podlaski,6246,2347,87,0,569,25,634,208,422,7,376,7,9,3,0
PL_320380304,Boćki,3947,1650,65,0,710,74,209,59,300,4,197,3,6,23,0
PL_320380305,Brańsk,5130,2820,81,0,2271,35,46,37,237,2,92,4,9,6,0
PL_320380306,Orla,2723,1115,78,0,48,5,455,136,112,2,266,3,6,4,0
PL_320380307,Rudka,1633,752,51,0,366,13,21,21,194,2,82,0,2,0,0
PL_320380308,Wyszki,3888,1875,74,0,1247,39,54,42,243,6,157,4,8,1,0
PL_320390401,Grajewo,17762,7481,391,0,2567,151,301,540,1360,53,1992,11,104,11,0
PL_320390402,Grajewo,4683,1640,107,0,545,36,35,58,678,8,157,1,11,4,0
PL_320390403,Radziłów,4156,1714,116,0,1000,39,18,58,384,4,83,5,7,0,0
PL_320390404,Rajgród,4445,1574,134,0,422,36,54,87,469,5,330,16,15,6,0
PL_320390405,Szczuczyn,5207,2034,191,0,627,32,52,97,808,11,200,5,9,2,0
PL_320390406,Wąsosz,3123,1142,88,0,510,28,21,29,329,9,109,5,8,6,0
PL_320380501,Hajnówka,18753,8986,385,0,1172,117,2562,1439,227,29,2940,14,85,16,0
PL_320380502,Białowieża,2039,978,35,0,150,15,215,111,87,0,347,2,11,5,0
PL_320380503,Czeremcha,3042,1297,121,0,118,23,440,188,51,4,332,2,17,1,0
PL_320380504,Czyże,2097,813,34,0,31,19,412,69,66,2,176,2,2,0,0
PL_320380505,Dubicze Cerkiewne,1606,647,38,0,31,28,277,80,47,1,133,6,3,3,0
PL_320380506,Hajnówka,3493,1482,58,0,65,49,609,214,85,3,381,7,8,3,0
PL_320380507,Kleszczele,2422,1060,81,0,141,13,387,129,36,5,250,2,13,3,0
PL_320380508,Narew,3376,1261,86,0,163,34,494,118,45,1,301,3,16,0,0
PL_320380509,Narewka,3436,1389,52,0,101,14,515,153,188,2,351,2,7,4,0
PL_320380601,Kolno,8735,3499,209,0,1513,74,141,245,368,14,890,9,30,6,0
PL_320380602,Grabowo,2913,1214,91,0,459,22,39,47,463,7,81,2,3,0,0
PL_320380603,Kolno,6859,2684,171,0,916,65,58,85,1149,2,211,16,8,3,0
PL_320380604,Mały Płock,4058,1436,111,0,595,47,29,75,438,4,120,6,9,2,0
PL_320380605,Stawiski,5167,1862,121,0,821,45,49,57,536,7,196,6,22,2,0
PL_320380606,Turośl,3927,1542,120,0,450,49,35,54,690,4,123,12,4,1,0
PL_320380701,Jedwabne,4567,1876,120,0,1100,42,36,51,335,9,143,8,4,28,0
PL_320380702,Łomża,8305,3668,196,0,1859,84,107,198,409,10,754,9,38,4,0
PL_320380703,Miastkowo,3352,1195,91,0,663,45,29,40,155,8,137,9,11,7,0
PL_320380704,Nowogród,3246,1352,90,0,554,26,42,57,367,3,198,1,11,3,0
PL_320380705,Piątnica,8293,3002,213,0,1497,103,86,157,408,9,485,12,26,6,0
PL_320380706,Przytuły,1801,696,50,0,420,20,14,25,134,0,27,1,5,0,0
PL_320380707,Śniadowo,4499,2038,100,0,1054,37,50,84,445,11,212,22,16,7,0
PL_320380708,Wizna,3505,1399,69,0,791,39,48,62,217,3,149,2,16,3,0
PL_320380709,Zbójna,3552,1300,85,0,538,43,47,67,347,2,158,5,7,1,0
PL_320390801,Goniądz,4179,1586,91,0,515,29,90,96,475,12,256,5,12,5,0
PL_320390802,Jasionówka,2455,930,73,0,392,18,13,35,233,1,145,5,12,3,0
PL_320390803,Jaświły,4475,1503,76,0,698,32,44,51,384,4,183,11,16,4,0
PL_320390804,Knyszyn,3969,1558,122,0,686,30,59,93,218,6,319,6,17,2,0
PL_320390805,Krypno,3246,1168,57,0,468,20,29,70,303,1,188,1,25,6,0
PL_320390806,Mońki,12665,4833,307,0,1621,81,233,315,837,20,1336,14,55,14,0
PL_320390807,Trzcianne,3786,1227,73,0,405,44,15,32,534,3,110,5,3,3,0
