gisco_id,name,registered,turnout,invalid,blank,KE,Razem,POLEXIT,JN,PiS,RPE,Wiosna,Konf,K’15,PO
PL_1007142713307,Sadowne,4818,2087,10,0,468,2,0,1,1464,0,40,55,42,5
PL_1007142713308,Stoczek,4025,1682,13,0,293,8,0,1,1241,0,36,43,37,10
PL_1007142713309,Wierzbno,2296,943,13,0,165,2,0,2,704,0,13,20,22,2
PL_1007141293401,Kobyłka,17470,9297,65,0,2841,124,0,0,4219,0,827,578,457,181
PL_1007141293402,Marki,24253,12132,67,0,4270,134,0,0,5002,0,1135,707,593,220
PL_1007141293403,Ząbki,25111,13000,93,0,4763,182,0,0,5082,0,1180,819,658,223
PL_1007141293404,Zielonka,13515,7778,32,0,2791,99,0,0,3150,0,597,490,464,155
PL_1007141293405,Dąbrówka,6205,3142,31,0,423,35,0,0,2301,0,128,98,88,38
PL_1007141293406,Jadów,6161,2496,38,0,551,20,0,0,1582,0,112,82,83,28
PL_1007141293407,Klembów,7645,3537,38,0,635,38,0,0,2249,0,211,165,155,46
PL_1007141293408,Poświętne,4840,1957,18,0,173,10,0,0,1473,0,53,100,106,24
PL_1007141293409,Radzymin,19713,9436,58,0,2373,113,0,0,5203,0,637,483,415,154
PL_1007141293410,Strachówka,2294,888,17,0,119,8,0,0,645,0,32,13,39,15
PL_1007141293411,Tłuszcz,15468,6751,77,0,1358,62,0,0,4285,0,346,277,253,93
PL_1007141293412,Wołomin,39290,20353,149,0,5727,225,0,0,10061,0,1655,1222,1014,300
PL_1007142263501,Brańszczyk,6745,2778,24,0,583,15,0,11,1883,0,53,112,82,14
PL_1007142263502,Długosiodło,6158,2471,22,0,549,9,0,5,1650,0,58,99,66,13
PL_1007142263503,Rząśnik,5512,2544,32,0,384,16,0,4,1885,0,48,105,56,14
PL_1007142263504,Somianka,4667,2183,44,0,679,8,0,6,1265,0,40,91,44,6
PL_1007142263505,Wyszków,30716,13876,120,0,4400,102,0,30,7419,0,541,746,422,95
PL_1007142263506,Zabrodzie,4689,1964,16,0,363,13,0,5,1370,0,55,80,45,17
PL_1007142273601,Kazanów,3704,1577,23,0,263,11,0,10,1162,0,31,51,17,9
PL_1007142273602,Policzna,4787,1754,31,0,293,9,0,3,1214,0,57,68,64,15
PL_1007142273603,Przyłęk,4980,1736,17,0,240,11,0,8,1329,0,26,34,61,10
PL_1007142273604,Tczów,3835,1508,15,0,221,9,0,8,1126,0,33,43,40,13
PL_1007142273605,Zwoleń,12254,5199,41,0,1208,32,0,12,3265,0,206,233,167,35
PL_1007142253701,Bieżuń,4021,1530,16,0,374,9,0,1,992,0,47,35,50,6
PL_1007142253702,Kuczbork-Osada,3848,1342,26,0,360,14,0,6,797,0,49,37,45,8
PL_1007142253703,Lubowidz,5556,1972,33,0,421,13,0,4,1304,0,91,61,28,17
PL_1007142253704,Lutocin,3582,1195,17,0,186,5,0,5,895,0,24,24,34,5
PL_1007142253705,Siemiątkowo,2834,999,21,0,218,5,0,0,708,0,11,17,15,4
PL_1007142253706,Żuromin,11684,4537,41,0,1650,20,0,5,2343,0,197,108,142,31
PL_1007142733801,Żyrardów,30261,14578,109,0,5753,172,0,46,6164,0,1080,651,427,175
PL_1007142733802,Mszczonów,8981,3858,47,0,916,41,0,11,2231,0,202,189,178,43
PL_1007142733803,Puszcza Mariańska,6873,2770,38,0,710,35,0,12,1579,0,144,129,88,35
PL_1007142733804,Radziejowice,4489,2073,23,0,683,17,0,13,1017,0,124,99,72,25
PL_1007142733805,Wiskitki,7862,3231,28,0,640,32,0,10,2050,0,152,168,123,28
PL_1007142266101,Ostrołęka,41014,18645,135,0,5835,126,0,41,9314,0,755,885,1411,143
PL_1007142706201,Płock,94115,44683,310,0,19025,408,0,93,18843,0,2893,1537,1241,333
PL_1007142276301,Radom,163344,80568,422,0,28347,677,0,205,40585,0,3875,3373,2521,554
PL_1007142716401,Siedlce,59929,29290,158,0,9145,428,0,80,14925,0,1344,1840,1069,299
PL_PLZZ99,Zagranica,111630,98249,565,0,35840,2483,0,0,28474,0,14396,12856,2589,1031
PL_1003161310101,Brzeg,28092,12405,54,0,4894,111,0,0,4805,0,623,524,1394,0
PL_1003161310102,Skarbimierz,6113,2628,27,0,734,25,0,0,1235,0,140,129,338,0
PL_1003161310103,Grodków,15169,5578,46,0,2122,56,0,0,2565,0,231,191,367,0
PL_1003161310104,Lewin Brzeski,10234,3807,32,0,1181,33,0,0,1694,0,155,174,538,0
PL_1003161310105,Lubsza,7109,2784,23,0,782,39,0,0,1378,0,108,98,356,0
PL_1003161310106,Olszanka,3895,1704,7,0,395,14,0,0,952,0,46,76,214,0
PL_1003161310201,Baborów,4991,1526,13,0,444,16,0,0,843,0,57,96,57,0
PL_1003161310202,Branice,5630,1983,35,0,636,31,0,0,1022,0,105,81,73,0
PL_1003161310203,Głubczyce,17867,7141,55,0,2542,68,0,0,3696,0,224,263,292,0
PL_1003161310204,Kietrz,8696,3271,32,0,1071,33,0,0,1755,0,111,144,125,0
PL_1003161320301,Kędzierzyn-Koźle,46824,19865,146,0,9337,242,0,0,6364,0,1825,1031,920,0
PL_1003161320302,Bierawa,6220,2029,20,0,841,29,0,0,739,0,152,142,106,0
PL_1003161320303,Cisek,4548,1248,22,0,566,14,0,0,468,0,68,55,55,0
PL_1003161320304,Pawłowiczki,6150,1616,32,0,647,25,0,0,690,0,71,82,69,0
PL_1003161320305,Polska Cerekiew,3395,1008,21,0,453,21,0,0,353,0,62,58,40,0
PL_1003161320306,Reńska Wieś,6764,1768,24,0,806,23,0,0,638,0,77,91,109,0
PL_1003161320401,Byczyna,7496,2630,31,0,989,27,0,0,1255,0,116,123,89,0
PL_1003161320402,Kluczbork,29147,11733,84,0,6098,103,0,0,4067,0,468,508,405,0
PL_1003161320403,Lasowice Wielkie,5630,1425,16,0,731,7,0,0,517,0,46,56,52,0
PL_1003161320404,Wołczyn,10584,3878,50,0,1360,30,0,0,1970,0,147,168,153,0
PL_1003161320501,Gogolin,9966,2709,35,0,1337,26,0,0,845,0,176,118,172,0
PL_1003161320502,Krapkowice,18171,6133,53,0,3026,94,0,0,2038,0,317,286,319,0
PL_1003161320503,Strzeleczki,6085,1399,18,0,769,12,0,0,460,0,51,35,54,0
PL_1003161320504,Walce,4494,1032,16,0,509,9,0,0,351,0,24,68,55,0
PL_1003161320505,Zdzieszowice,12007,3992,45,0,1924,60,0,0,1305,0,231,229,198,0
PL_1003161310601,Domaszowice,2902,1225,10,0,378,22,0,0,687,0,41,40,47,0
PL_1003161310602,Namysłów,20670,8595,54,0,3394,88,0,0,3931,0,406,408,314,0
PL_1003161310603,Pokój,4299,1471,21,0,741,23,0,0,525,0,56,43,62,0
PL_1003161310604,Świerczów,2804,1044,11,0,365,20,0,0,523,0,44,36,45,0
PL_1003161310605,Wilków,3526,1123,13,0,350,8,0,0,593,0,69,31,59,0
PL_1003161310701,Głuchołazy,19911,7286,51,0,2751,87,0,0,3471,0,314,279,333,0
PL_1003161310702,Kamiennik,2827,1018,10,0,201,15,0,0,650,0,35,49,58,0
PL_1003161310703,Korfantów,7548,2363,33,0,581,28,0,0,1439,0,53,68,161,0
PL_1003161310704,Łambinowice,6027,2073,24,0,609,20,0,0,1077,0,68,108,167,0
PL_1003161310705,Nysa,46113,19345,129,0,8089,200,0,0,8325,0,861,844,897,0
PL_1003161310706,Otmuchów,11063,4382,46,0,1368,47,0,0,2374,0,160,169,218,0
PL_1003161310707,Paczków,10178,3830,37,0,1275,38,0,0,2042,0,126,139,173,0
PL_1003161310708,Pakosławice,2983,1173,10,0,363,12,0,0,680,0,27,34,47,0
PL_1003161310709,Skoroszyce,4971,1685,29,0,443,15,0,0,1004,0,53,52,89,0
PL_1003161320801,Dobrodzień,8006,2173,33,0,991,21,0,0,862,0,62,116,88,0
PL_1003161320802,Gorzów Śląski,5909,1710,17,0,711,12,0,0,765,0,63,67,75,0
PL_1003161320803,Olesno,14491,4954,41,0,2447,57,0,0,1651,0,218,324,216,0
PL_1003161320804,Praszka,10986,5135,41,0,1853,70,0,0,2478,0,288,205,200,0
PL_1003161320805,Radłów,3468,836,19,0,357,9,0,0,343,0,24,34,50,0
PL_1003161320806,Rudniki,6712,2762,27,0,849,23,0,0,1530,0,119,103,111,0
PL_1003161320807,Zębowice,2946,641,14,0,294,5,0,0,242,0,31,28,27,0
PL_1003161320901,Chrząstowice,5550,1841,10,0,1078,25,0,0,459,0,101,72,96,0
PL_1003161320902,Dąbrowa,6609,2573,29,0,1222,19,0,0,899,0,129,91,184,0
PL_1003161320903,Dobrzeń Wielki,7530,2529,22,0,1572,33,0,0,528,0,104,113,157,0
PL_1003161320904,Komprachcice,7251,2366,24,0,1272,47,0,0,625,0,161,113,124,0
PL_1003161320905,Łubniany,7793,2520,26,0,1478,35,0,0,630,0,141,95,115,0
PL_1003161320906,Murów,4441,1178,17,0,617,7,0,0,371,0,66,43,57,0
PL_1003161320907,Niemodlin,10387,3853,37,0,1321,27,0,0,1695,0,184,169,420,0
PL_1003161320908,Ozimek,15805,4895,64,0,2495,67,0,0,1617,0,225,212,215,0
PL_1003161320909,Popielów,6498,1945,23,0,915,24,0,0,717,0,62,73,131,0
PL_1003161320910,Prószków,7224,2327,30,0,1130,29,0,0,766,0,111,134,127,0
PL_1003161320911,Tarnów Opolski,7653,2401,25,0,1173,30,0,0,756,0,146,125,146,0
PL_1003161320912,Tułowice,4129,1747,18,0,667,15,0,0,755,0,70,90,132,0
PL_1003161320913,Turawa,8022,2537,24,0,1403,49,0,0,690,0,141,95,135,0
PL_1003161311001,Biała,8643,2263,39,0,997,24,0,0,919,0,81,101,102,0
PL_1003161311002,Głogówek,10577,3045,36,0,1264,46,0,0,1325,0,82,161,131,0
PL_1003161311003,Lubrza,3488,1406,10,0,425,20,0,0,745,0,47,70,89,0
PL_1003161311004,Prudnik,21508,9034,73,0,3041,92,0,0,4413,0,363,376,676,0
PL_1003161321101,Izbicko,4338,1274,12,0,708,13,0,0,357,0,54,71,59,0
PL_1003161321102,Jemielnica,5938,1574,24,0,625,11,0,0,659,0,72,113,70,0
PL_1003161321103,Kolonowskie,4852,1308,9,0,659,20,0,0,445,0,44,60,71,0
PL_1003161321104,Leśnica,6222,1885,20,0,868,18,0,0,713,0,77,103,86,0
PL_1003161321105,Strzelce Opolskie,25269,8768,103,0,4536,127,0,0,2762,0,450,404,386,0
PL_1003161321106,Ujazd,5131,1591,22,0,674,21,0,0,651,0,52,91,80,0
PL_1003161321107,Zawadzkie,9369,2847,22,0,1095,38,0,0,1340,0,92,161,99,0
PL_1003161326101,Opole,99384,50594,245,0,28620,695,0,0,12741,0,3374,2405,2507,0
PL_1006181330103,Czarna,1939,681,9,0,152,6,0,0,438,0,25,28,23,0
PL_1006181330105,Lutowiska,1883,743,10,0,276,10,3,0,329,0,49,43,23,0
PL_1006181330108,Ustrzyki Dolne,14189,5259,55,0,1664,40,17,0,2695,0,215,426,147,0
PL_1006181330201,Brzozów,21337,8445,50,0,1293,44,21,0,6220,0,147,452,218,0
PL_1006181330202,Domaradz,4915,2095,14,0,151,15,2,0,1726,0,32,109,46,0
PL_1006181330203,Dydnia,6479,2530,31,0,245,15,8,0,1956,0,45,114,116,0
PL_1006181330204,Haczów,7341,3155,29,0,440,9,13,0,2382,0,59,155,68,0
PL_1006181330205,Jasienica Rosielna,6110,3200,26,0,220,8,1,0,2705,0,42,149,49,0
PL_1006181330206,Nozdrzec,6635,2736,50,0,372,18,16,0,1981,0,57,111,131,0
PL_1006181360301,Dębica,36584,17540,116,0,4983,167,83,0,9633,0,770,1176,609,0
PL_1006181360302,Brzostek,10428,4497,56,0,432,18,20,0,3623,0,72,168,108,0
PL_1006181360303,Czarna,10491,4556,34,0,597,25,17,0,3413,0,91,212,167,0
PL_1006181360304,Dębica,20129,8580,80,0,1465,56,39,0,6001,0,218,449,272,0
PL_1006181360305,Jodłowa,4309,1691,31,0,176,5,6,0,1307,0,32,72,62,0
PL_1006181360306,Pilzno,14433,6472,89,0,764,32,24,0,4905,0,133,305,220,0
PL_1006181360307,Żyraków,11221,5028,46,0,710,30,16,0,3668,0,99,303,156,0
PL_1006181340401,Jarosław,30910,13773,79,0,4210,118,57,0,7499,0,486,874,450,0
PL_1006181340402,Radymno,4402,1834,22,0,362,13,9,0,1191,0,47,123,67,0
PL_1006181340403,Chłopice,4536,1874,29,0,218,11,6,0,1458,0,32,80,40,0
PL_1006181340404,Jarosław,10511,4349,45,0,725,23,11,0,3095,0,96,221,133,0
PL_1006181340405,Laszki,5507,2199,53,0,288,12,8,0,1679,0,28,82,49,0
PL_1006181340406,Pawłosiów,6897,3057,19,0,567,30,13,0,2082,0,61,172,113,0
PL_1006181340407,Pruchnik,7820,3683,38,0,505,19,9,0,2788,0,54,192,78,0
PL_1006181340408,Radymno,9052,3530,43,0,432,15,11,0,2675,0,61,200,93,0
PL_1006181340409,Rokietnica,3599,1293,15,0,212,9,1,0,972,0,10,44,30,0
PL_1006181340410,Roźwienica,5010,2076,27,0,406,2,5,0,1471,0,19,95,51,0
PL_1006181340411,Wiązownica,9324,4224,49,0,503,16,21,0,3260,0,80,172,123,0
PL_1006181330501,Jasło,28940,13287,102,0,3700,106,41,0,7490,0,557,802,489,0
PL_1006181330502,Brzyska,5242,2349,31,0,148,12,2,0,2011,0,32,63,50,0
PL_1006181330503,Dębowiec,7007,3133,27,0,322,8,7,0,2540,0,63,104,62,0
PL_1006181330504,Jasło,13569,5941,34,0,829,34,19,0,4449,0,147,284,145,0
PL_1006181330505,Kołaczyce,7222,3158,32,0,319,13,11,0,2543,0,45,111,83,0
PL_1006181330506,Krempna,1577,542,7,0,100,5,4,0,351,0,20,28,27,0
PL_1006181330507,Nowy Żmigród,7475,3404,33,0,384,10,8,0,2710,0,31,158,70,0
PL_1006181330508,Osiek Jasielski,4278,1782,13,0,171,5,6,0,1462,0,18,58,49,0
PL_1006181330509,Skołyszyn,10105,4317,38,0,657,35,17,0,3125,0,113,211,121,0
PL_1006181330511,Tarnowiec,7555,3277,32,0,416,22,6,0,2421,0,94,168,118,0
PL_1006181350601,Cmolas,6526,2866,43,0,260,9,5,0,2263,0,34,167,85,0
PL_1006181350602,Kolbuszowa,20131,8421,62,0,1565,45,25,0,5522,0,184,783,234,0
PL_1006181350603,Majdan Królewski,7932,3280,28,0,261,23,6,0,2642,0,70,131,119,0
PL_1006181350604,Niwiska,4816,2003,24,0,191,12,3,0,1575,0,31,117,50,0
PL_1006181350605,Raniżów,5657,2553,41,0,229,10,6,0,1987,0,48,159,73,0
PL_1006181350606,Dzikowiec,5177,1922,24,0,188,13,3,0,1529,0,18,93,54,0
PL_1006181330701,Chorkówka,10722,4531,39,0,678,32,14,0,3298,0,114,176,180,0
PL_1006181330702,Dukla,11807,4682,43,0,809,20,15,0,3304,0,114,236,141,0
PL_1006181330703,Iwonicz-Zdrój,8327,4112,17,0,777,19,13,0,2827,0,99,211,149,0
PL_1006181330704,Jedlicze,12390,5009,60,0,905,34,9,0,3288,0,220,308,185,0
PL_1006181330705,Korczyna,9087,3877,29,0,621,21,10,0,2656,0,154,237,149,0
PL_1006181330706,Krościenko Wyżne,4440,2059,8,0,350,15,6,0,1430,0,47,133,70,0
PL_1006181330707,Miejsce Piastowe,11127,5132,49,0,1070,40,7,0,3341,0,146,298,181,0
PL_1006181330708,Rymanów,13215,6068,52,0,1124,25,17,0,4168,0,185,310,187,0
PL_1006181330709,Wojaszówka,7517,2876,20,0,521,14,11,0,1942,0,120,169,79,0
PL_1006181330710,Jaśliska,2079,791,7,0,144,1,5,0,570,0,10,38,16,0
PL_1006181360801,Leżajsk,11491,5317,41,0,1352,42,17,0,3092,0,163,399,211,0
PL_1006181360802,Grodzisko Dolne,6511,2839,19,0,265,13,8,0,2272,0,26,152,83,0
PL_1006181360803,Kuryłówka,4605,1858,17,0,214,18,5,0,1413,0,18,99,74,0
PL_1006181360804,Leżajsk,15971,6994,59,0,580,35,14,0,5478,0,97,507,224,0
PL_1006181360805,Nowa Sarzyna,17104,7766,69,0,786,31,11,0,6096,0,136,432,205,0
PL_1006181340901,Lubaczów,9971,4337,47,0,1264,37,32,0,2370,0,203,241,142,0
PL_1006181340902,Cieszanów,5933,2274,32,0,408,14,3,0,1579,0,47,110,81,0
PL_1006181340903,Horyniec-Zdrój,4002,1614,15,0,380,15,16,0,1015,0,49,84,40,0
PL_1006181340904,Lubaczów,7490,3011,31,0,373,23,8,0,2313,0,67,104,91,0
PL_1006181340905,Narol,6551,2429,34,0,390,24,11,0,1734,0,57,104,75,0
PL_1006181340906,Oleszyce,5211,2147,38,0,385,16,9,0,1495,0,52,92,60,0
PL_1006181340907,Stary Dzików,3560,1391,14,0,167,14,7,0,1031,0,30,79,49,0
PL_1006181340908,Wielkie Oczy,3045,1296,13,0,134,10,4,0,1010,0,29,51,45,0
PL_1006181351001,Łańcut,14387,6974,43,0,1784,107,19,0,3974,0,274,488,285,0
PL_1006181351002,Białobrzegi,6796,3013,20,0,329,16,10,0,2210,0,63,243,122,0
PL_1006181351003,Czarna,9229,4513,33,0,463,29,11,0,3512,0,64,263,138,0
PL_1006181351004,Łańcut,16937,8034,48,0,1042,60,17,0,5955,0,154,520,238,0
PL_1006181351005,Markowa,5195,2271,16,0,222,26,5,0,1730,0,61,118,93,0
PL_1006181351006,Rakszawa,5817,2683,28,0,269,9,9,0,2122,0,38,122,86,0
PL_1006181351007,Żołynia,5602,2469,17,0,313,14,6,0,1875,0,46,136,62,0
PL_1006181361101,Mielec,47946,22773,120,0,6515,211,57,0,13150,0,819,1277,624,0
PL_1006181361102,Borowa,4514,1876,21,0,376,12,5,0,1315,0,30,79,38,0
PL_1006181361103,Czermin,5644,2247,20,0,313,13,10,0,1739,0,39,75,38,0
PL_1006181361104,Gawłuszowice,2249,1063,10,0,209,5,3,0,762,0,10,35,29,0
PL_1006181361105,Mielec,10574,4777,44,0,901,27,16,0,3316,0,102,230,141,0
PL_1006181361106,Padew Narodowa,4306,2017,27,0,290,13,2,0,1551,0,25,65,44,0
PL_1006181361107,Przecław,9221,4134,47,0,573,12,9,0,3128,0,89,156,120,0
PL_1006181361108,Radomyśl Wielki,11061,4616,53,0,649,21,12,0,3463,0,96,156,166,0
PL_1006181361109,Tuszów Narodowy,6445,3178,31,0,403,13,7,0,2462,0,58,121,83,0
PL_1006181361110,Wadowice Górne,6003,2564,37,0,301,7,4,0,2048,0,37,76,54,0
PL_1006181361201,Harasiuki,5028,2131,34,0,193,11,6,0,1653,0,35,99,100,0
PL_1006181361202,Jarocin,4481,1655,12,0,225,19,5,0,1229,0,39,75,51,0
PL_1006181361203,Jeżowe,8004,3663,45,0,173,14,4,0,3149,0,40,163,75,0
PL_1006181361204,Krzeszów,3539,1404,13,0,134,4,4,0,1068,0,42,79,60,0
PL_1006181361205,Nisko,18094,7344,60,0,1489,34,27,0,4593,0,344,574,223,0
PL_1006181361206,Rudnik nad Sanem,8284,3078,45,0,580,32,22,0,1959,0,118,211,111,0
PL_1006181361207,Ulanów,6964,2641,23,0,312,10,8,0,1924,0,50,250,64,0
PL_1006181341301,Bircza,5370,2024,33,0,263,7,10,0,1484,0,32,145,50,0
PL_1006181341302,Dubiecko,7596,2696,35,0,489,23,6,0,1880,0,53,108,102,0
PL_1006181341303,Fredropol,4506,1695,38,0,323,8,9,0,1134,0,33,75,75,0
PL_1006181341304,Krasiczyn,4137,1540,10,0,409,12,5,0,916,0,48,79,61,0
PL_1006181341305,Krzywcza,3941,1554,17,0,173,7,3,0,1222,0,22,59,51,0
PL_1006181341306,Medyka,5364,2129,22,0,326,14,8,0,1442,0,65,137,115,0
PL_1006181341307,Orły,7034,2842,47,0,454,26,12,0,1936,0,53,223,91,0
PL_1006181341308,Przemyśl,8440,3378,35,0,809,26,6,0,2052,0,108,199,143,0
PL_1006181341309,Stubno,3177,1016,17,0,190,9,3,0,695,0,22,38,42,0
PL_1006181341310,Żurawica,10622,4202,47,0,823,33,15,0,2778,0,95,264,147,0
PL_1006181341401,Przeworsk,12505,5626,33,0,1394,53,22,0,3392,0,155,327,250,0
PL_1006181341402,Adamówka,3362,1272,13,0,191,6,2,0,930,0,26,66,38,0
PL_1006181341403,Gać,3697,1547,22,0,240,13,5,0,1096,0,21,90,60,0
PL_1006181341404,Jawornik Polski,3800,1423,15,0,260,10,7,0,1007,0,34,49,41,0
PL_1006181341405,Kańczuga,10090,3553,36,0,791,31,10,0,2347,0,87,141,110,0
PL_1006181341406,Przeworsk,11864,5209,53,0,508,28,10,0,4128,0,80,248,154,0
PL_1006181341407,Sieniawa,5788,2398,26,0,557,11,4,0,1539,0,52,117,92,0
PL_1006181341408,Tryńcza,6688,2883,26,0,220,13,7,0,2372,0,29,131,85,0
PL_1006181341409,Zarzecze,5782,2235,25,0,357,17,9,0,1606,0,47,115,59,0
PL_1006181351501,Iwierzyce,6103,2985,37,0,328,22,12,0,2242,0,57,188,99,0
PL_1006181351502,Ostrów,5850,2223,27,0,245,11,2,0,1731,0,36,122,49,0
PL_1006181351503,Ropczyce,21447,9861,76,0,1651,52,21,0,6858,0,229,628,346,0
PL_1006181351504,Sędziszów Małopolski,18911,9118,91,0,1114,39,28,0,6843,0,187,543,272,0
PL_1006181351505,Wielopole Skrzyńskie,6443,2953,31,0,225,24,10,0,2413,0,35,144,70,0
PL_1006181351601,Dynów,4975,2227,17,0,433,16,6,0,1516,0,49,112,78,0
PL_1006181351602,Błażowa,8795,4096,49,0,454,18,10,0,3252,0,66,171,76,0
PL_1006181351603,Boguchwała,16043,8032,59,0,1654,64,40,0,5123,0,229,498,365,0
PL_1006181351604,Chmielnik,5447,2698,23,0,358,25,4,0,1908,0,89,182,109,0
PL_1006181351605,Dynów,5667,2163,23,0,230,15,8,0,1677,0,31,106,73,0
PL_1006181351606,Głogów Małopolski,15161,7430,58,0,1364,58,17,0,4956,0,214,478,285,0
PL_1006181351607,Hyżne,5572,2875,28,0,220,12,5,0,2363,0,43,148,55,0
PL_1006181351608,Kamień,5657,2635,34,0,178,16,4,0,2149,0,20,154,80,0
PL_1006181351609,Krasne,8885,4335,24,0,1008,32,22,0,2684,0,109,291,165,0
PL_1006181351610,Lubenia,5233,2573,15,0,312,16,3,0,1924,0,64,142,97,0
PL_1006181351611,Sokołów Małopolski,13520,6339,70,0,516,38,17,0,5035,0,82,344,237,0
PL_1006181351612,Świlcza,12457,5854,45,0,1152,42,12,0,3916,0,142,333,211,0
PL_1006181351613,Trzebownisko,16870,8147,59,0,1511,56,34,0,5396,0,216,554,321,0
PL_1006181351614,Tyczyn,8073,3922,33,0,657,24,12,0,2709,0,105,241,139,0
PL_1006181331701,Sanok,30311,13125,77,0,4748,92,32,0,6601,0,495,700,371,0
PL_1006181331702,Besko,3509,1276,11,0,176,8,4,0,946,0,24,59,48,0
PL_1006181331703,Bukowsko,4309,1665,18,0,264,14,6,0,1189,0,47,90,37,0
PL_1006181331704,Komańcza,4163,1259,16,0,497,11,11,0,553,0,54,71,46,0
PL_1006181331705,Sanok,14286,5949,64,0,1016,39,22,0,4223,0,133,295,157,0
PL_1006181331706,Tyrawa Wołoska,1614,520,7,0,88,4,0,0,372,0,14,17,18,0
PL_1006181331707,Zagórz,10532,4149,38,0,853,18,13,0,2807,0,100,192,128,0
PL_1006181331708,Zarszyn,7421,2764,22,0,613,17,8,0,1816,0,80,122,86,0
PL_1006181361801,Stalowa Wola,48124,21570,151,0,6175,137,81,0,11765,0,922,1631,708,0
PL_1006181361802,Bojanów,6068,2505,21,0,225,12,5,0,1974,0,61,137,70,0
PL_1006181361803,Pysznica,8842,3521,33,0,589,22,8,0,2348,0,129,295,97,0
PL_1006181361804,Radomyśl nad Sanem,5935,2318,21,0,329,17,11,0,1665,0,46,126,103,0
PL_1006181361805,Zaklików,6945,2660,24,0,482,17,8,0,1845,0,56,133,95,0
PL_1006181361806,Zaleszany,8782,3655,36,0,635,16,10,0,2519,0,98,229,112,0
PL_1006181351901,Czudec,9437,4407,34,0,499,25,14,0,3203,0,245,256,131,0
PL_1006181351902,Frysztak,8515,3424,45,0,403,28,14,0,2442,0,112,232,148,0
PL_1006181351903,Niebylec,8575,3882,28,0,350,20,11,0,3036,0,55,263,119,0
PL_1006181351904,Strzyżów,16702,6972,72,0,1247,49,30,0,4544,0,247,563,220,0
PL_1006181351905,Wiśniowa,6578,2699,29,0,324,21,7,0,2014,0,53,149,102,0
PL_1006181362001,Baranów Sandomierski,9742,4326,41,0,656,19,14,0,3174,0,109,185,128,0
PL_1006181362002,Gorzyce,10643,4148,52,0,1085,33,11,0,2460,0,104,235,168,0
PL_1006181362003,Grębów,8060,3095,44,0,442,25,15,0,2268,0,62,145,94,0
PL_1006181362004,Nowa Dęba,15300,6268,52,0,1242,59,26,0,4068,0,212,398,211,0
PL_1006181332101,Baligród,2761,1060,7,0,232,10,2,0,713,0,28,51,17,0
PL_1006181332102,Cisna,1590,804,6,0,375,8,4,0,286,0,71,34,20,0
PL_1006181332103,Lesko,9298,3841,38,0,1108,20,10,0,2255,0,119,181,110,0
PL_1006181332104,Olszanica,4446,1647,13,0,418,14,6,0,993,0,43,103,57,0
PL_1006181332105,Solina,4974,2433,25,0,583,18,10,0,1543,0,87,104,63,0
PL_1006181336101,Krosno,37614,17623,84,0,5991,122,37,0,8617,0,1079,1131,556,0
PL_1006181346201,Przemyśl,49106,20697,127,0,7395,178,101,0,9786,0,785,1346,978,0
PL_1006181356301,Rzeszów,147686,77423,382,0,29122,802,225,0,34160,0,3870,5464,3395,0
PL_1006181366401,Tarnobrzeg,37695,16729,113,0,6576,146,76,0,7562,0,855,904,497,0
PL_1006201390101,Augustów,23652,9569,69,0,3210,114,0,0,5005,0,372,417,382,0
PL_1006201390102,Augustów,5357,1713,22,0,288,26,0,0,1204,0,51,61,61,0
PL_1006201390103,Bargłów Kościelny,4445,1153,5,0,193,6,0,0,847,0,24,42,36,0
PL_1006201390104,Lipsk,4401,1500,13,0,314,20,0,0,1021,0,44,48,40,0
PL_1006201390105,Nowinka,2434,1007,6,0,252,14,0,0,618,0,41,51,24,0
PL_1006201390106,Płaska,2180,792,9,0,260,13,0,0,415,0,22,35,38,0
PL_1006201390107,Sztabin,4229,1340,12,0,318,10,0,0,911,0,23,29,37,0
PL_1006201370201,Choroszcz,12691,5714,69,0,1654,52,0,0,2977,0,181,368,413,0
PL_1006201370202,Czarna Białostocka,8945,3695,31,0,1200,35,0,0,1972,0,115,221,121,0
PL_1006201370203,Dobrzyniewo Duże,7392,3168,21,0,876,25,0,0,1839,0,115,165,127,0
PL_1006201370204,Gródek,4400,1367,17,0,704,35,0,0,423,0,106,42,40,0
PL_1006201370205,Juchnowiec Kościelny,12587,5971,38,0,1821,57,0,0,3133,0,243,451,228,0
PL_1006201370206,Łapy,17584,7815,61,0,1476,75,0,0,5331,0,177,396,299,0
PL_1006201370207,Michałowo,5585,1684,28,0,647,43,0,0,717,0,110,79,60,0
PL_1006201370208,Poświętne,2816,1209,11,0,110,12,0,0,978,0,8,54,36,0
PL_1006201370209,Supraśl,12287,5989,38,0,2707,95,0,0,2233,0,316,373,227,0
PL_1006201370210,Suraż,1591,768,6,0,125,6,0,0,566,0,20,19,26,0
PL_1006201370211,Turośń Kościelna,5032,2537,17,0,672,24,0,0,1508,0,92,128,96,0
PL_1006201370212,Tykocin,5116,2101,28,0,292,25,0,0,1567,0,39,99,51,0
PL_1006201370213,Wasilków,12895,5682,47,0,2156,50,0,0,2627,0,236,321,245,0
PL_1006201370214,Zabłudów,7328,2836,31,0,857,41,0,0,1552,0,91,160,104,0
PL_1006201370215,Zawady,2298,845,13,0,83,9,0,0,678,0,12,30,20,0
PL_1006201380301,Bielsk Podlaski,20552,7509,46,0,3136,185,0,0,3041,0,552,326,223,0
