gisco_id,name,registered,turnout,invalid,blank,PiS,PO,Razem,NN,PSL,ZL,K’15,.N,JOW,SPP,RS RP,ZdŚ,Samoobrona,SB!,KNP,MN,OdP
PL_320380605,Stawiski,5101,1890,63,0,1097,145,22,43,277,34,144,40,0,16,0,0,6,0,3,0,0
PL_320380606,Turośl,3974,1657,64,0,779,88,22,50,447,30,144,18,0,13,0,0,1,0,1,0,0
PL_320380701,Jedwabne,4511,1924,63,0,1358,87,15,46,148,25,141,30,0,2,0,0,4,0,5,0,0
PL_320380702,Łomża,8778,4083,138,0,2276,503,73,169,174,131,383,196,0,25,0,0,6,0,9,0,0
PL_320380703,Miastkowo,3391,1353,59,0,904,83,30,46,49,13,120,31,0,10,0,0,5,0,3,0,0
PL_320380704,Nowogród,3239,1469,54,0,860,146,32,81,97,23,130,36,0,7,0,0,2,0,1,0,0
PL_320380705,Piątnica,8413,3256,126,0,1871,352,74,119,226,88,271,105,0,18,0,0,5,0,1,0,0
PL_320380706,Przytuły,1759,713,17,0,496,24,10,14,84,7,44,9,0,5,0,0,2,0,1,0,0
PL_320380707,Śniadowo,4432,2142,66,0,1392,102,31,82,206,49,155,36,0,12,0,0,8,0,3,0,0
PL_320380708,Wizna,3457,1426,35,0,1017,71,22,31,98,26,95,16,0,3,0,0,11,0,1,0,0
PL_320380709,Zbójna,3506,1334,57,0,672,86,26,24,310,36,93,23,0,5,0,0,1,0,1,0,0
PL_320390801,Goniądz,4107,1588,64,0,719,175,40,32,292,50,158,50,0,5,0,0,3,0,0,0,0
PL_320390802,Jasionówka,2402,1026,30,0,655,87,5,32,92,11,76,31,0,3,0,0,3,0,1,0,0
PL_320390803,Jaświły,4274,1522,48,0,838,118,24,41,285,19,110,31,0,6,0,0,1,0,1,0,0
PL_320390804,Knyszyn,3985,1664,71,0,829,196,34,83,129,60,197,52,0,9,0,0,1,0,3,0,0
PL_320390805,Krypno,3236,1322,39,0,634,103,19,43,310,33,91,44,0,4,0,0,1,0,1,0,0
PL_320390806,Mońki,12678,5001,136,0,2185,668,110,241,780,216,467,162,0,25,0,0,6,0,5,0,0
PL_320390807,Trzcianne,3709,1232,48,0,680,53,17,35,251,23,99,17,0,3,0,0,5,0,1,0,0
PL_320390901,Sejny,4525,1942,61,0,694,403,49,66,232,151,169,99,0,9,0,0,4,0,5,0,0
PL_320390902,Giby,2392,978,26,0,430,148,32,60,100,59,80,38,0,3,0,0,2,0,0,0,0
PL_320390903,Krasnopol,3167,1149,37,0,493,158,24,53,156,36,143,40,0,5,0,0,3,0,1,0,0
PL_320390904,Puńsk,3526,1117,39,0,178,275,24,61,355,75,50,51,0,2,0,0,6,0,1,0,0
PL_320390905,Sejny,3362,1171,23,0,397,144,26,54,307,61,106,47,0,3,0,0,2,0,1,0,0
PL_320381001,Siemiatycze,11948,5441,129,0,2023,1085,111,285,274,691,355,437,0,31,0,0,16,0,4,0,0
PL_320381002,Drohiczyn,5410,2288,79,0,1319,193,36,61,334,99,104,49,0,11,0,0,3,0,0,0,0
PL_320381003,Dziadkowice,2420,999,18,0,645,64,11,36,140,23,38,19,0,3,0,0,2,0,0,0,0
PL_320381004,Grodzisk,3585,1564,46,0,924,140,18,33,210,107,61,19,0,5,0,0,1,0,0,0,0
PL_320381005,Mielnik,2245,975,35,0,301,207,21,28,57,195,78,43,0,4,0,0,5,0,1,0,0
PL_320381006,Milejczyce,1740,693,42,0,168,143,13,16,109,139,33,22,0,1,0,0,7,0,0,0,0
PL_320381007,Nurzec-Stacja,3587,1120,51,0,314,264,29,48,82,195,83,38,0,7,0,0,6,0,3,0,0
PL_320381008,Perlejewo,2509,1023,26,0,584,33,13,15,258,10,64,16,0,2,0,0,0,0,2,0,0
PL_320381009,Siemiatycze,5106,1859,56,0,713,265,38,70,176,294,145,85,0,12,0,0,4,0,1,0,0
PL_320371101,Dąbrowa Białostocka,10004,4323,131,0,2178,437,109,276,506,218,310,133,0,9,0,0,4,0,12,0,0
PL_320371102,Janów,3510,1371,39,0,749,80,18,59,268,39,70,41,0,0,0,0,6,0,2,0,0
PL_320371103,Korycin,2681,1074,15,0,589,78,19,53,147,25,111,31,0,2,0,0,4,0,0,0,0
PL_320371104,Krynki,2732,1130,34,0,464,156,29,48,150,105,99,35,0,5,0,0,3,0,2,0,0
PL_320371105,Kuźnica,3392,1494,52,0,868,128,24,56,140,54,124,37,0,7,0,0,2,0,2,0,0
PL_320371106,Nowy Dwór,2358,867,47,0,357,84,17,23,226,46,47,11,0,5,0,0,1,0,3,0,0
PL_320371107,Sidra,3040,1130,53,0,568,100,27,33,168,55,88,30,0,6,0,0,1,0,1,0,0
PL_320371108,Sokółka,21081,9055,250,0,4138,1278,172,546,1129,425,597,443,0,47,0,0,15,0,15,0,0
PL_320371109,Suchowola,5849,2408,70,0,1115,220,39,96,593,59,139,59,0,13,0,0,4,0,1,0,0
PL_320371110,Szudziałowo,2629,1052,61,0,394,127,23,44,239,71,60,27,0,4,0,0,1,0,1,0,0
PL_320391201,Bakałarzewo,2569,959,41,0,314,157,27,51,134,70,120,29,0,6,0,0,8,0,2,0,0
PL_320391202,Filipów,3598,1278,42,0,599,151,26,39,148,40,201,24,0,1,0,0,6,0,1,0,0
PL_320391203,Jeleniewo,2523,1072,47,0,482,106,22,43,187,48,95,31,0,3,0,0,5,0,3,0,0
PL_320391204,Przerośl,2425,953,31,0,449,90,17,40,153,35,104,20,0,5,0,0,8,0,1,0,0
PL_320391205,Raczki,4780,2053,81,0,964,250,45,87,275,51,222,56,0,6,0,0,13,0,3,0,0
PL_320391206,Rutka-Tartak,1995,864,38,0,398,103,13,33,151,31,80,11,0,3,0,0,2,0,1,0,0
PL_320391207,Suwałki,5958,2724,77,0,1074,428,70,140,383,132,292,112,0,5,0,0,9,0,2,0,0
PL_320391208,Szypliszki,3242,1193,40,0,402,157,42,56,216,73,140,43,0,16,0,0,3,0,5,0,0
PL_320391209,Wiżajny,1986,854,23,0,387,68,21,25,171,75,66,10,0,4,0,0,1,0,3,0,0
PL_320381301,Wysokie Mazowieckie,7510,3987,80,0,2164,582,118,183,146,177,310,202,0,11,0,0,2,0,12,0,0
PL_320381302,Ciechanowiec,7409,3219,99,0,1747,535,56,84,326,98,184,65,0,10,0,0,11,0,4,0,0
PL_320381303,Czyżew,5288,2611,73,0,1861,175,40,45,119,135,105,50,0,5,0,0,2,0,1,0,0
PL_320381304,Klukowo,3690,1947,53,0,1338,62,20,39,296,21,84,14,0,15,0,0,2,0,3,0,0
PL_320381305,Kobylin-Borzymy,2747,1403,23,0,1179,37,7,26,32,4,51,20,0,8,0,0,14,0,2,0,0
PL_320381306,Kulesze Kościelne,2552,1389,35,0,1129,22,10,46,71,7,37,23,0,3,0,0,4,0,2,0,0
PL_320381307,Nowe Piekuty,3199,1735,52,0,1307,66,10,35,137,16,71,24,0,9,0,0,5,0,3,0,0
PL_320381308,Sokoły,4763,2388,57,0,1753,116,21,57,129,33,148,46,0,6,0,0,21,0,1,0,0
PL_320381309,Szepietowo,5778,2805,54,0,1903,207,47,86,191,84,162,61,0,7,0,0,3,0,0,0,0
PL_320381310,Wysokie Mazowieckie,4272,2049,45,0,1372,91,20,53,248,39,122,44,0,9,0,0,4,0,2,0,0
PL_320381401,Zambrów,17799,7842,170,0,3803,1232,161,302,408,393,774,554,0,32,0,0,2,0,11,0,0
PL_320381402,Kołaki Kościelne,1943,1046,23,0,799,35,16,29,72,10,45,15,0,0,0,0,2,0,0,0,0
PL_320381403,Rutki,4779,2006,83,0,1281,153,30,80,166,37,116,40,0,9,0,0,6,0,5,0,0
PL_320381404,Szumowo,3923,1851,67,0,1109,99,28,39,283,32,124,55,0,8,0,0,4,0,3,0,0
PL_320381405,Zambrów,7523,3371,77,0,2106,260,55,105,335,61,237,114,0,16,0,0,0,0,5,0,0
PL_320376101,Białystok,224885,127378,2024,0,47352,27033,4074,7331,4755,11974,11666,10400,0,581,0,0,59,0,129,0,0
PL_320386201,Łomża,48473,23198,423,0,11530,4110,637,942,616,1499,1949,1266,0,107,0,0,16,0,103,0,0
PL_320396301,Suwałki,53895,25258,548,0,9841,5443,794,1312,1292,1929,2600,1248,0,172,0,0,24,0,55,0,0
PL_622410101,Borzytuchom,2367,1007,78,0,276,316,35,45,60,52,91,44,0,10,0,0,0,0,0,0,0
PL_622410102,Bytów,19167,9348,293,0,3116,3105,313,413,235,488,649,659,0,77,0,0,0,0,0,0,0
PL_622410103,Czarna Dąbrówka,4517,1752,98,0,697,439,60,67,106,97,105,76,0,7,0,0,0,0,0,0,0
PL_622410104,Kołczygłowy,3355,1272,98,0,340,320,57,71,49,150,106,68,0,13,0,0,0,0,0,0,0
PL_622410105,Lipnica,4151,1924,87,0,1015,391,37,48,132,36,127,42,0,9,0,0,0,0,0,0,0
PL_622410106,Miastko,15693,5925,205,0,1648,1790,232,238,325,540,535,362,0,50,0,0,0,0,0,0,0
PL_622410107,Parchowo,2737,1428,58,0,631,350,49,40,118,58,73,42,0,9,0,0,0,0,0,0,0
PL_622410108,Studzienice,2792,1282,41,0,475,364,51,39,65,67,104,72,0,4,0,0,0,0,0,0,0
PL_622410109,Trzebielino,2925,1037,35,0,276,389,38,29,48,76,82,52,0,12,0,0,0,0,0,0,0
PL_622410110,Tuchomie,3211,1269,57,0,409,541,27,53,36,34,72,31,0,9,0,0,0,0,0,0,0
PL_622720201,Chojnice,31237,15656,348,0,4980,5409,568,618,256,1111,1184,1046,0,136,0,0,0,0,0,0,0
PL_622720202,Brusy,10711,5514,190,0,2546,1486,146,169,248,137,365,192,0,35,0,0,0,0,0,0,0
PL_622720203,Chojnice,13651,5920,238,0,1932,1774,202,188,346,342,508,328,0,62,0,0,0,0,0,0,0
PL_622720204,Czersk,16497,7308,267,0,2996,2005,241,246,318,330,578,284,0,43,0,0,0,0,0,0,0
PL_622720205,Konarzyny,1760,786,16,0,260,165,34,68,92,39,76,33,0,3,0,0,0,0,0,0,0
PL_622720301,Człuchów,11356,5632,146,0,1381,1963,297,245,185,513,445,411,0,46,0,0,0,0,0,0,0
PL_622720302,Czarne,8443,3284,192,0,743,867,118,94,575,303,248,115,0,29,0,0,0,0,0,0,0
PL_622720303,Człuchów,8234,2850,159,0,794,622,119,124,349,224,289,142,0,28,0,0,0,0,0,0,0
PL_622720304,Debrzno,7270,2450,114,0,565,691,110,66,184,303,250,147,0,20,0,0,0,0,0,0,0
PL_622720305,Koczała,2789,1057,60,0,210,297,44,26,44,254,74,39,0,9,0,0,0,0,0,0,0
PL_622720306,Przechlewo,4869,1891,96,0,413,575,100,87,170,164,171,104,0,11,0,0,0,0,0,0,0
PL_622720307,Rzeczenica,2980,1026,61,0,306,213,35,34,98,97,82,92,0,8,0,0,0,0,0,0,0
PL_622400401,Pruszcz Gdański,21545,12419,211,0,3146,4573,538,605,240,840,1088,1075,0,103,0,0,0,0,0,0,0
PL_622400402,Cedry Wielkie,5171,2053,80,0,578,591,74,102,252,83,167,113,0,13,0,0,0,0,0,0,0
PL_622400403,Kolbudy,11699,6669,146,0,1721,2369,306,322,150,340,456,814,0,45,0,0,0,0,0,0,0
PL_622400404,Pruszcz Gdański,19163,10677,232,0,2603,3635,489,556,290,538,1078,1184,0,72,0,0,0,0,0,0,0
PL_622400405,Przywidz,4444,1922,99,0,573,686,68,65,82,69,148,117,0,15,0,0,0,0,0,0,0
PL_622400406,Pszczółki,6874,3252,113,0,974,1004,118,179,164,161,253,273,0,13,0,0,0,0,0,0,0
PL_622400407,Suchy Dąb,3227,1234,53,0,260,268,56,39,342,40,104,56,0,16,0,0,0,0,0,0,0
PL_622400408,Trąbki Wielkie,8098,3110,127,0,1039,929,111,148,118,118,272,224,0,24,0,0,0,0,0,0,0
PL_622400501,Chmielno,5549,2978,107,0,1111,549,78,77,658,61,165,161,0,11,0,0,0,0,0,0,0
PL_622400502,Kartuzy,24629,13239,366,0,4954,4145,378,481,543,365,857,1071,0,79,0,0,0,0,0,0,0
PL_622400503,Przodkowo,6208,3302,93,0,1355,849,100,129,188,78,279,211,0,20,0,0,0,0,0,0,0
PL_622400504,Sierakowice,13402,7498,335,0,3917,1392,153,198,607,160,391,320,0,25,0,0,0,0,0,0,0
PL_622400505,Somonino,7530,3410,175,0,1296,1184,75,110,143,77,177,158,0,15,0,0,0,0,0,0,0
PL_622400506,Stężyca,7248,3737,147,0,1656,915,86,106,363,84,205,163,0,12,0,0,0,0,0,0,0
PL_622400507,Sulęczyno,4025,2014,102,0,865,496,54,56,147,61,134,87,0,12,0,0,0,0,0,0,0
PL_622400508,Żukowo,24570,13959,336,0,4239,4746,518,643,454,510,1091,1328,0,94,0,0,0,0,0,0,0
PL_622720601,Kościerzyna,18220,9335,278,0,3075,3232,267,293,162,537,782,655,0,54,0,0,0,0,0,0,0
PL_622720602,Dziemiany,3322,1691,51,0,900,310,57,48,71,65,132,54,0,3,0,0,0,0,0,0,0
PL_622720603,Karsin,4776,2327,101,0,942,683,68,61,107,98,197,67,0,3,0,0,0,0,0,0,0
PL_622720604,Kościerzyna,11464,5742,189,0,2276,1584,197,168,264,244,513,265,0,42,0,0,0,0,0,0,0
PL_622720605,Liniewo,3587,1603,67,0,589,496,48,41,94,65,137,58,0,8,0,0,0,0,0,0,0
PL_622720606,Lipusz,2746,1479,57,0,678,372,46,56,64,33,116,46,0,11,0,0,0,0,0,0,0
PL_622720607,Nowa Karczma,5000,2281,102,0,786,896,60,54,93,85,131,63,0,11,0,0,0,0,0,0,0
PL_622720608,Stara Kiszewa,5134,2217,92,0,895,563,48,78,213,96,157,63,0,12,0,0,0,0,0,0,0
PL_622420701,Kwidzyn,29780,14458,414,0,4096,4831,536,644,191,1544,1073,1033,0,96,0,0,0,0,0,0,0
PL_622420702,Gardeja,6485,1984,108,0,652,466,69,70,99,245,180,78,0,17,0,0,0,0,0,0,0
PL_622420703,Kwidzyn,8510,3323,158,0,1050,891,120,161,157,291,290,168,0,37,0,0,0,0,0,0,0
PL_622420704,Prabuty,10413,3834,200,0,1339,996,120,182,175,331,290,180,0,21,0,0,0,0,0,0,0
PL_622420705,Ryjewo,4384,1495,85,0,374,455,51,63,171,126,108,52,0,10,0,0,0,0,0,0,0
PL_622420706,Sadlinki,4490,1712,90,0,594,347,68,102,85,178,161,73,0,14,0,0,0,0,0,0,0
PL_622410801,Lębork,27158,13370,324,0,3824,4627,525,722,217,1142,884,973,0,132,0,0,0,0,0,0,0
PL_622410802,Łeba,3236,1572,44,0,409,516,81,119,28,120,117,128,0,10,0,0,0,0,0,0,0
PL_622410803,Cewice,5360,2326,116,0,741,661,94,96,139,162,202,96,0,19,0,0,0,0,0,0,0
PL_622410804,Nowa Wieś Lęborska,10213,4387,172,0,1378,1228,205,184,255,288,360,290,0,27,0,0,0,0,0,0,0
PL_622410805,Wicko,4489,1579,62,0,373,521,83,78,82,129,143,96,0,12,0,0,0,0,0,0,0
PL_622420901,Malbork,30646,14309,332,0,3849,4639,527,769,443,1415,1113,1105,0,117,0,0,0,0,0,0,0
PL_622420903,Lichnowy,3566,1201,62,0,355,309,62,42,132,83,94,42,0,20,0,0,0,0,0,0,0
PL_622420904,Malbork,3691,1466,36,0,433,395,56,66,139,104,131,85,0,21,0,0,0,0,0,0,0
PL_622420906,Miłoradz,2705,947,57,0,280,235,29,49,94,68,86,41,0,8,0,0,0,0,0,0,0
PL_622420907,Nowy Staw,5964,2162,111,0,675,485,69,87,153,204,184,115,0,79,0,0,0,0,0,0,0
PL_622420908,Stare Pole,3659,1359,76,0,356,428,59,60,118,89,98,58,0,17,0,0,0,0,0,0,0
PL_622401001,Krynica Morska,1172,559,15,0,130,240,27,17,29,38,16,45,0,2,0,0,0,0,0,0,0
PL_622401002,Nowy Dwór Gdański,14028,5784,138,0,1441,1656,174,281,448,423,448,309,0,466,0,0,0,0,0,0,0
PL_622401003,Ostaszewo,2518,990,53,0,297,199,25,25,167,58,49,42,0,75,0,0,0,0,0,0,0
PL_622401004,Stegna,7905,3043,103,0,795,930,130,96,345,199,235,159,0,51,0,0,0,0,0,0,0
PL_622401005,Sztutowo,2983,1240,50,0,262,387,45,68,130,104,95,81,0,18,0,0,0,0,0,0,0
PL_622401101,Hel,2885,1384,53,0,303,473,57,66,19,182,124,76,0,31,0,0,0,0,0,0,0
PL_622401102,Jastarnia,3105,1745,59,0,766,571,35,60,9,24,119,91,0,11,0,0,0,0,0,0,0
PL_622401103,Puck,8881,4466,135,0,1080,1881,180,130,83,328,326,286,0,37,0,0,0,0,0,0,0
PL_622401104,Władysławowo,12030,6358,173,0,1713,2358,237,279,93,330,636,483,0,56,0,0,0,0,0,0,0
PL_622401105,Kosakowo,9441,5844,104,0,1520,1888,272,300,93,315,581,715,0,56,0,0,0,0,0,0,0
PL_622401106,Krokowa,8064,3667,208,0,1092,1201,121,128,255,196,264,157,0,45,0,0,0,0,0,0,0
PL_622401107,Puck,18731,8820,323,0,2912,2701,349,390,378,331,883,464,0,89,0,0,0,0,0,0,0
PL_622411201,Ustka,13277,6657,200,0,1793,2310,277,231,85,795,453,468,0,45,0,0,0,0,0,0,0
PL_622411202,Damnica,4797,1625,98,0,490,482,68,69,68,107,151,74,0,18,0,0,0,0,0,0,0
PL_622411203,Dębnica Kaszubska,7517,2575,135,0,664,644,71,90,417,184,210,137,0,23,0,0,0,0,0,0,0
PL_622411204,Główczyce,7206,2247,123,0,561,669,111,72,158,207,198,118,0,30,0,0,0,0,0,0,0
PL_622411205,Kępice,7206,2586,138,0,646,858,107,126,177,169,193,143,0,29,0,0,0,0,0,0,0
PL_622411206,Kobylnica,8564,3462,127,0,910,1054,172,147,98,284,320,303,0,47,0,0,0,0,0,0,0
PL_622411207,Potęgowo,5447,1667,111,0,418,489,55,68,68,209,160,78,0,11,0,0,0,0,0,0,0
PL_622411208,Słupsk,12494,5459,205,0,1223,1769,218,262,155,540,511,517,0,59,0,0,0,0,0,0,0
PL_622411209,Smołdzino,2687,980,55,0,346,242,40,35,45,97,58,52,0,10,0,0,0,0,0,0,0
PL_622411210,Ustka,6432,2788,130,0,787,800,119,131,87,242,285,172,0,35,0,0,0,0,0,0,0
PL_622421301,Czarna Woda,2646,1239,58,0,506,270,42,41,90,59,122,42,0,9,0,0,0,0,0,0,0
PL_622421302,Skórcz,2684,1319,49,0,542,344,50,37,43,67,99,72,0,16,0,0,0,0,0,0,0
PL_622421303,Starogard Gdański,37044,17712,452,0,6363,4972,575,685,578,1487,1348,1132,0,120,0,0,0,0,0,0,0
PL_622421304,Bobowo,2311,933,37,0,398,136,24,46,122,49,97,20,0,4,0,0,0,0,0,0,0
PL_622421305,Kaliska,4138,1852,69,0,633,429,52,57,267,93,163,69,0,20,0,0,0,0,0,0,0
PL_622421306,Lubichowo,4922,2145,121,0,745,485,80,67,199,137,177,120,0,14,0,0,0,0,0,0,0
PL_622421307,Osieczna,2258,979,61,0,393,255,30,22,71,40,63,37,0,7,0,0,0,0,0,0,0
PL_622421308,Osiek,2084,933,43,0,332,271,31,30,62,57,57,46,0,4,0,0,0,0,0,0,0
PL_622421309,Skarszewy,10777,4552,183,0,1785,1148,138,167,241,347,302,204,0,37,0,0,0,0,0,0,0
PL_622421310,Skórcz,3540,1429,61,0,627,264,33,71,119,62,130,42,0,20,0,0,0,0,0,0,0
PL_622421311,Smętowo Graniczne,4166,1652,92,0,573,429,57,75,103,110,132,66,0,15,0,0,0,0,0,0,0
PL_622421312,Starogard Gdański,11707,5780,215,0,2081,1325,262,247,344,381,487,383,0,55,0,0,0,0,0,0,0
PL_622421313,Zblewo,8765,3837,193,0,1320,611,107,112,859,166,310,138,0,21,0,0,0,0,0,0,0
PL_622421401,Tczew,45844,23192,551,0,7484,7747,938,1239,516,1367,1606,1612,0,132,0,0,0,0,0,0,0
PL_622421402,Gniew,12235,4613,209,0,1492,1318,183,133,203,303,552,184,0,36,0,0,0,0,0,0,0
PL_622421403,Morzeszczyn,2830,1001,50,0,367,236,39,40,85,60,85,33,0,6,0,0,0,0,0,0,0
PL_622421404,Pelplin,12793,5019,225,0,1786,1277,192,189,357,306,446,210,0,31,0,0,0,0,0,0,0
PL_622421405,Subkowy,4148,1600,89,0,538,447,42,78,110,57,122,105,0,12,0,0,0,0,0,0,0
PL_622421406,Tczew,10129,4615,183,0,1423,1334,165,220,313,219,429,287,0,42,0,0,0,0,0,0,0
PL_622401501,Reda,17495,10064,271,0,2478,3344,475,604,190,596,1066,969,0,71,0,0,0,0,0,0,0
PL_622401502,Rumia,36378,21611,459,0,6197,7425,957,970,199,1121,2080,2074,0,129,0,0,0,0,0,0,0
PL_622401503,Wejherowo,37406,20102,445,0,6234,6880,838,990,270,1088,1725,1470,0,162,0,0,0,0,0,0,0
PL_622401504,Choczewo,4459,1643,104,0,369,473,57,65,65,315,118,70,0,7,0,0,0,0,0,0,0
PL_622401505,Gniewino,5331,2141,86,0,532,503,79,97,62,564,123,75,0,20,0,0,0,0,0,0,0
PL_622401506,Linia,4536,2174,121,0,1104,420,51,54,155,45,146,68,0,10,0,0,0,0,0,0,0
PL_622401507,Luzino,10776,5446,241,0,2407,1173,178,259,218,197,419,308,0,46,0,0,0,0,0,0,0
PL_622401508,Łęczyce,8793,3809,144,0,1394,811,127,128,570,127,313,160,0,35,0,0,0,0,0,0,0
PL_622401509,Szemud,11977,6341,290,0,2266,1778,233,297,169,215,487,562,0,44,0,0,0,0,0,0,0
PL_622401510,Wejherowo,17139,8866,322,0,2907,2583,332,459,272,417,842,654,0,78,0,0,0,0,0,0,0
PL_622421601,Dzierzgoń,7381,2457,140,0,710,653,111,87,203,194,206,142,0,11,0,0,0,0,0,0,0
PL_622421602,Mikołajki Pomorskie,2871,909,51,0,299,182,31,57,111,61,70,36,0,11,0,0,0,0,0,0,0
PL_622421603,Stary Dzierzgoń,3259,840,46,0,205,210,26,25,189,68,45,16,0,10,0,0,0,0,0,0,0
PL_622421604,Stary Targ,5012,1440,71,0,419,280,53,53,267,99,128,58,0,12,0,0,0,0,0,0,0
PL_622421605,Sztum,15346,6392,235,0,1591,1818,203,322,785,489,509,371,0,69,0,0,0,0,0,0,0
PL_622436101,Gdańsk,358090,219181,2654,0,60812,82117,8819,11576,1822,13003,13634,23692,0,1052,0,0,0,0,0,0,0
PL_622436201,Gdynia,191818,119527,1750,0,30179,44042,5366,5787,1177,7957,8801,13813,0,655,0,0,0,0,0,0,0
PL_622416301,Słupsk,73001,36574,751,0,10136,12272,1599,1575,497,3914,2433,3051,0,346,0,0,0,0,0,0,0
PL_622436401,Sopot,30566,19687,221,0,5136,7777,780,877,128,1189,978,2527,0,74,0,0,0,0,0,0,0
PL_PLZZ98,Statki,166,166,7,0,37,42,5,17,4,11,23,20,0,0,0,0,0,0,0,0,0
PL_224500101,Będzin,45804,23540,479,0,5757,5755,994,1033,197,4450,2121,2754,0,0,0,0,0,0,0,0,0
PL_224500102,Czeladź,26177,13756,309,0,3477,3481,725,689,147,2138,1299,1491,0,0,0,0,0,0,0,0,0
PL_224500103,Wojkowice,8348,4102,152,0,934,1131,172,173,50,579,500,411,0,0,0,0,0,0,0,0,0
PL_224500104,Bobrowniki,9729,5094,123,0,1455,1187,231,253,196,571,529,549,0,0,0,0,0,0,0,0,0
PL_224500105,Mierzęcice,6122,2945,76,0,906,590,119,167,187,298,385,217,0,0,0,0,0,0,0,0,0
PL_224500106,Psary,9675,5165,126,0,1308,1242,251,246,122,721,483,666,0,0,0,0,0,0,0,0,0
PL_224500107,Siewierz,10143,5063,122,0,1663,1069,194,276,176,532,690,341,0,0,0,0,0,0,0,0,0
PL_224500108,Sławków,5713,3041,75,0,1021,722,115,153,28,338,339,250,0,0,0,0,0,0,0,0,0
PL_224440201,Szczyrk,4723,2704,61,0,1188,618,73,119,108,110,253,174,0,0,0,0,0,0,0,0,0
PL_224440202,Bestwina,9115,5357,126,0,1893,1166,202,266,553,284,460,407,0,0,0,0,0,0,0,0,0
PL_224440203,Buczkowice,8737,5068,113,0,2055,916,169,180,610,216,493,316,0,0,0,0,0,0,0,0,0
PL_224440204,Czechowice-Dziedzice,35011,20113,424,0,7051,5537,738,1086,565,1335,1844,1533,0,0,0,0,0,0,0,0,0
PL_224440205,Jasienica,18017,10559,251,0,4086,2366,409,462,386,565,988,1046,0,0,0,0,0,0,0,0,0
PL_224440206,Jaworze,5651,3395,61,0,888,1024,127,177,77,264,253,524,0,0,0,0,0,0,0,0,0
PL_224440207,Kozy,9989,5995,124,0,2546,1311,234,257,145,298,503,577,0,0,0,0,0,0,0,0,0
PL_224440208,Porąbka,12300,6936,182,0,3168,1333,260,280,241,324,688,460,0,0,0,0,0,0,0,0,0
PL_224440209,Wilamowice,13181,7818,229,0,3708,1406,243,268,418,341,695,510,0,0,0,0,0,0,0,0,0
PL_224440210,Wilkowice,10837,6341,96,0,2231,1517,232,294,325,518,512,616,0,0,0,0,0,0,0,0,0
PL_224440301,Cieszyn,28125,15305,326,0,4197,4696,679,716,481,1441,1370,1399,0,0,0,0,0,0,0,0,0
PL_224440302,Ustroń,14653,8170,161,0,2249,2585,318,351,200,1006,542,758,0,0,0,0,0,0,0,0,0
PL_224440303,Wisła,9272,4482,97,0,651,2090,156,241,104,558,211,374,0,0,0,0,0,0,0,0,0
PL_224440304,Brenna,8765,4500,129,0,1916,890,163,201,91,273,430,407,0,0,0,0,0,0,0,0,0
PL_224440305,Chybie,7521,4117,156,0,1790,684,141,152,184,381,365,264,0,0,0,0,0,0,0,0,0
PL_224440306,Dębowiec,4548,2387,76,0,739,598,53,107,102,287,235,190,0,0,0,0,0,0,0,0,0
PL_224440307,Goleszów,10445,5332,97,0,1127,1792,237,236,235,660,493,455,0,0,0,0,0,0,0,0,0
PL_224440308,Hażlach,8231,4213,112,0,1435,883,199,235,188,330,551,280,0,0,0,0,0,0,0,0,0
PL_224440309,Istebna,9111,4779,195,0,2817,613,119,132,384,99,273,147,0,0,0,0,0,0,0,0,0
PL_224440310,Skoczów,20585,10749,256,0,3776,2519,445,465,234,911,1097,1046,0,0,0,0,0,0,0,0,0
PL_224440311,Strumień,10135,5685,155,0,2365,1078,179,241,177,467,694,329,0,0,0,0,0,0,0,0,0
PL_224440312,Zebrzydowice,10165,5865,140,0,2222,1218,217,261,121,432,958,296,0,0,0,0,0,0,0,0,0
PL_224460401,Blachownia,10673,5231,155,0,1433,1046,242,271,133,550,566,800,0,28,0,0,0,7,0,0,0
PL_224460402,Dąbrowa Zielona,3387,1395,76,0,510,162,39,38,169,157,175,60,0,7,0,0,0,2,0,0,0
PL_224460403,Janów,4919,2256,62,0,908,420,91,89,118,169,286,94,0,12,0,0,0,7,0,0,0
PL_224460404,Kamienica Polska,4609,2211,64,0,571,559,106,93,115,255,255,174,0,14,0,0,0,5,0,0,0
PL_224460405,Kłomnice,11254,5237,180,0,2380,721,215,210,251,458,566,224,0,23,0,0,0,9,0,0,0
PL_224460406,Koniecpol,8234,3430,168,0,1425,433,120,96,220,313,446,174,0,26,0,0,0,9,0,0,0
PL_224460407,Konopiska,8750,4023,147,0,1031,988,143,191,280,442,488,285,0,13,0,0,0,15,0,0,0
PL_224460408,Kruszyna,4009,1854,64,0,740,231,61,68,125,219,268,66,0,9,0,0,0,3,0,0,0
PL_224460409,Lelów,4190,1893,88,0,833,219,46,74,185,149,202,80,0,10,0,0,0,7,0,0,0
PL_224460410,Mstów,8746,4261,100,0,1810,563,154,172,211,351,637,241,0,19,0,0,0,3,0,0,0
PL_224460411,Mykanów,11869,6275,199,0,2446,696,163,176,874,510,900,266,0,31,0,0,0,14,0,0,0
PL_224460412,Olsztyn,6498,3255,90,0,1090,629,141,146,204,275,416,236,0,17,0,0,0,11,0,0,0
PL_224460413,Poczesna,10437,5256,115,0,1606,1027,212,228,178,727,714,402,0,28,0,0,0,19,0,0,0
