gisco_id,name,registered,turnout,invalid,blank,PiS,PO,Razem,NN,PSL,ZL,K’15,.N,JOW,SPP,RS RP,ZdŚ,Samoobrona,SB!,KNP,MN,OdP
PL_516320806,Rudniki,6847,2981,102,0,1128,513,145,87,246,250,339,147,11,0,0,0,0,4,0,9,0
PL_516320807,Zębowice,3059,924,47,0,207,171,27,22,39,25,58,33,1,0,0,0,0,3,0,291,0
PL_516320901,Chrząstowice,5552,2210,62,0,322,574,74,75,81,102,195,184,16,0,0,0,0,10,0,515,0
PL_516320902,Dąbrowa,7746,3363,123,0,725,857,90,105,100,151,440,244,17,0,0,0,0,6,0,505,0
PL_516320903,Dobrzeń Wielki,11829,4969,155,0,894,1273,173,182,90,189,490,404,18,0,0,0,0,14,0,1087,0
PL_516320904,Komprachcice,9005,3842,119,0,629,961,97,122,52,181,349,304,23,0,0,0,0,8,0,997,0
PL_516320905,Łubniany,7809,2891,104,0,408,767,82,97,61,134,248,287,19,0,0,0,0,4,0,680,0
PL_516320906,Murów,4613,1391,100,0,212,441,34,39,31,48,93,89,6,0,0,0,0,4,0,294,0
PL_516320907,Niemodlin,10553,4519,176,0,1240,1031,117,139,191,249,1086,220,36,0,0,0,0,9,0,25,0
PL_516320908,Ozimek,16399,5883,217,0,1332,1528,195,273,146,350,589,439,38,0,0,0,0,11,0,765,0
PL_516320909,Popielów,6604,2480,110,0,499,530,56,57,85,102,273,110,7,0,0,0,0,6,0,645,0
PL_516320910,Prószków,7906,3080,116,0,506,643,64,118,39,95,221,213,11,0,0,0,0,5,0,1049,0
PL_516320911,Tarnów Opolski,7749,2907,82,0,494,664,54,135,55,135,308,198,22,0,0,0,0,6,0,754,0
PL_516320912,Tułowice,4242,1943,99,0,507,524,65,89,59,119,336,98,17,0,0,0,0,3,0,27,0
PL_516320913,Turawa,7998,2930,85,0,474,822,88,119,74,136,257,220,9,0,0,0,0,5,0,641,0
PL_516311001,Biała,8881,3022,106,0,491,628,51,75,91,104,288,105,3,0,0,0,0,6,0,1074,0
PL_516311002,Głogówek,10908,3862,153,0,920,926,70,162,72,135,345,162,12,0,0,0,0,6,0,899,0
PL_516311003,Lubrza,3521,1566,56,0,462,273,34,37,190,42,287,97,10,0,0,0,0,3,0,75,0
PL_516311004,Prudnik,22228,10483,233,0,3707,2360,293,365,269,603,1952,559,45,0,0,0,0,25,0,72,0
PL_516321101,Izbicko,4430,1714,72,0,229,352,31,46,33,56,124,81,7,0,0,0,0,2,0,681,0
PL_516321102,Jemielnica,5960,1930,78,0,304,305,25,84,15,48,170,62,4,0,0,0,0,1,0,834,0
PL_516321103,Kolonowskie,4960,1708,67,0,330,611,33,54,19,38,130,73,6,0,0,0,0,5,0,342,0
PL_516321104,Leśnica,6441,2527,121,0,520,463,49,89,62,74,209,94,11,0,0,0,0,7,0,828,0
PL_516321105,Strzelce Opolskie,26409,10509,324,0,2238,3148,331,399,185,821,1103,749,43,0,0,0,0,20,0,1148,0
PL_516321106,Ujazd,5103,1957,94,0,376,452,40,96,54,57,205,73,16,0,0,0,0,4,0,490,0
PL_516321107,Zawadzkie,9739,3542,144,0,1103,794,109,219,45,152,369,170,12,0,0,0,0,6,0,419,0
PL_516326101,Opole,94840,53732,830,0,12008,16912,2172,2417,942,5309,5083,6100,304,0,0,0,0,134,0,1521,0
PL_318330103,Czarna,1956,731,21,0,347,97,29,15,68,32,73,39,8,2,0,0,0,0,0,0,0
PL_318330105,Lutowiska,1796,700,20,0,225,129,34,48,79,31,62,66,4,2,0,0,0,0,0,0,0
PL_318330108,Ustrzyki Dolne,14233,5876,197,0,2539,1064,148,183,417,520,497,269,21,21,0,0,0,0,0,0,0
PL_318330201,Brzozów,21255,9896,308,0,6095,931,192,430,493,300,768,243,96,40,0,0,0,0,0,0,0
PL_318330202,Domaradz,4849,2338,106,0,1480,101,36,92,210,56,179,39,28,11,0,0,0,0,0,0,0
PL_318330203,Dydnia,6519,2643,110,0,1706,161,58,116,151,75,199,43,19,5,0,0,0,0,0,0,0
PL_318330204,Haczów,7391,3496,113,0,2151,234,62,126,310,100,258,93,37,12,0,0,0,0,0,0,0
PL_318330205,Jasienica Rosielna,6055,3644,93,0,2672,135,55,112,97,35,163,53,221,8,0,0,0,0,0,0,0
PL_318330206,Nozdrzec,6771,2977,133,0,1599,283,57,114,352,103,224,66,34,12,0,0,0,0,0,0,0
PL_318360301,Dębica,37539,20397,366,0,10020,4171,527,1112,338,983,1831,876,0,110,0,0,0,28,35,0,0
PL_318360302,Brzostek,10349,4862,215,0,3141,252,62,127,640,69,272,51,0,14,0,0,0,9,10,0,0
PL_318360303,Czarna,10234,5166,150,0,3037,473,87,210,450,145,459,98,0,33,0,0,0,19,5,0,0
PL_318360304,Dębica,19697,10143,297,0,5933,1340,214,394,334,256,978,301,0,67,0,0,0,18,11,0,0
PL_318360305,Jodłowa,4363,1879,96,0,1170,146,23,66,191,22,131,20,0,9,0,0,0,0,5,0,0
PL_318360306,Pilzno,14187,7656,282,0,4947,812,147,293,309,101,552,135,0,42,0,0,0,18,18,0,0
PL_318360307,Żyraków,10987,5672,174,0,3463,520,104,252,385,132,465,132,0,26,0,0,0,10,9,0,0
PL_318340401,Jarosław,31428,15743,338,0,7265,2837,409,746,789,802,1607,804,69,77,0,0,0,0,0,0,0
PL_318340402,Radymno,4464,2211,68,0,1123,271,49,135,157,90,238,57,9,14,0,0,0,0,0,0,0
PL_318340403,Chłopice,4563,2162,121,0,1056,121,41,104,299,49,205,151,4,11,0,0,0,0,0,0,0
PL_318340404,Jarosław,10409,4975,159,0,2541,757,100,183,400,130,492,150,28,35,0,0,0,0,0,0,0
PL_318340405,Laszki,5514,2480,113,0,1262,153,46,75,545,66,148,47,16,9,0,0,0,0,0,0,0
PL_318340406,Pawłosiów,6832,3507,95,0,1926,418,73,164,253,69,361,114,15,19,0,0,0,0,0,0,0
PL_318340407,Pruchnik,7798,3877,182,0,2550,217,73,129,266,87,300,47,15,11,0,0,0,0,0,0,0
PL_318340408,Radymno,9012,4100,220,0,2280,302,80,164,537,68,333,77,15,24,0,0,0,0,0,0,0
PL_318340409,Rokietnica,3537,1565,74,0,945,84,42,38,162,26,156,27,7,4,0,0,0,0,0,0,0
PL_318340410,Roźwienica,5009,2369,108,0,1231,179,39,97,347,42,262,39,15,10,0,0,0,0,0,0,0
PL_318340411,Wiązownica,9165,4715,182,0,2745,363,83,187,398,97,491,108,26,35,0,0,0,0,0,0,0
PL_318330501,Jasło,29513,15236,317,0,7548,2633,389,841,468,774,1344,750,111,61,0,0,0,0,0,0,0
PL_318330502,Brzyska,5118,2481,127,0,1720,154,45,70,60,38,211,41,11,4,0,0,0,0,0,0,0
PL_318330503,Dębowiec,6822,3378,101,0,2234,304,46,120,164,59,249,63,19,19,0,0,0,0,0,0,0
PL_318330504,Jasło,13425,6811,163,0,4281,634,120,270,301,193,577,200,52,20,0,0,0,0,0,0,0
PL_318330505,Kołaczyce,7105,3392,108,0,2240,220,66,90,138,74,263,81,100,12,0,0,0,0,0,0,0
PL_318330506,Krempna,1580,597,38,0,267,66,28,15,92,28,41,14,2,6,0,0,0,0,0,0,0
PL_318330507,Nowy Żmigród,7523,3716,133,0,2305,284,61,134,349,79,258,71,18,24,0,0,0,0,0,0,0
PL_318330508,Osiek Jasielski,4271,1984,95,0,1356,145,19,73,94,34,114,35,10,9,0,0,0,0,0,0,0
PL_318330509,Skołyszyn,10076,4868,142,0,2790,510,93,206,332,200,435,105,40,15,0,0,0,0,0,0,0
PL_318330511,Tarnowiec,7469,3602,112,0,2092,353,63,169,213,134,364,74,16,12,0,0,0,0,0,0,0
PL_318350601,Cmolas,6357,3176,134,0,2107,164,50,144,152,48,296,57,0,13,0,0,0,7,4,0,0
PL_318350602,Kolbuszowa,20000,9971,224,0,5871,911,195,715,544,327,821,262,0,68,0,0,0,24,9,0,0
PL_318350603,Majdan Królewski,7853,3660,93,0,2610,199,67,136,118,61,281,70,0,16,0,0,0,7,2,0,0
PL_318350604,Niwiska,4675,2261,81,0,1515,156,26,101,129,43,151,33,0,19,0,0,0,5,2,0,0
PL_318350605,Raniżów,5614,2811,93,0,1927,188,41,149,96,55,201,35,0,15,0,0,0,7,4,0,0
PL_318350606,Dzikowiec,5198,2149,58,0,1513,84,31,73,161,37,146,30,0,10,0,0,0,4,2,0,0
PL_318330701,Chorkówka,10658,4998,156,0,2783,516,108,194,442,185,388,136,66,24,0,0,0,0,0,0,0
PL_318330702,Dukla,11753,5073,181,0,2744,589,108,181,378,207,471,148,38,28,0,0,0,0,0,0,0
PL_318330703,Iwonicz-Zdrój,9177,4715,143,0,2686,543,76,172,207,163,504,165,28,28,0,0,0,0,0,0,0
PL_318330704,Jedlicze,12443,5571,142,0,2823,665,178,250,246,295,619,244,63,46,0,0,0,0,0,0,0
PL_318330705,Korczyna,8960,4415,130,0,2292,403,104,159,383,140,617,145,22,20,0,0,0,0,0,0,0
PL_318330706,Krościenko Wyżne,4362,2357,49,0,1259,191,33,105,349,62,219,67,14,9,0,0,0,0,0,0,0
PL_318330707,Miejsce Piastowe,10927,5733,155,0,3005,888,113,245,236,206,596,190,75,24,0,0,0,0,0,0,0
PL_318330708,Rymanów,13266,6827,203,0,3836,853,146,301,348,248,516,319,40,17,0,0,0,0,0,0,0
PL_318330709,Wojaszówka,7368,3179,120,0,1682,381,59,124,175,120,354,100,45,19,0,0,0,0,0,0,0
PL_318330710,Jaśliska,1593,739,43,0,398,56,11,22,143,10,43,6,7,0,0,0,0,0,0,0,0
PL_318360801,Leżajsk,11689,6002,93,0,3194,1085,160,353,98,284,448,237,0,28,0,0,0,11,11,0,0
PL_318360802,Grodzisko Dolne,6539,3259,98,0,2264,300,31,122,95,54,212,52,0,20,0,0,0,6,5,0,0
PL_318360803,Kuryłówka,4590,2034,84,0,1245,173,42,68,129,59,192,31,0,6,0,0,0,4,1,0,0
PL_318360804,Leżajsk,15785,7661,220,0,5335,636,116,269,179,199,559,114,0,12,0,0,0,12,10,0,0
PL_318360805,Nowa Sarzyna,16908,9129,153,0,7131,488,88,292,114,243,441,132,0,32,0,0,0,8,7,0,0
PL_318340901,Lubaczów,10170,4894,110,0,2157,747,119,380,330,332,430,247,19,23,0,0,0,0,0,0,0
PL_318340902,Cieszanów,6043,2571,93,0,1225,229,48,117,432,90,265,55,8,9,0,0,0,0,0,0,0
PL_318340903,Horyniec-Zdrój,4158,1752,80,0,945,183,49,76,159,69,141,37,8,5,0,0,0,0,0,0,0
PL_318340904,Lubaczów,7403,3059,115,0,1701,253,63,138,318,57,295,84,22,13,0,0,0,0,0,0,0
PL_318340905,Narol,6703,2625,108,0,1447,234,86,92,234,99,235,66,11,13,0,0,0,0,0,0,0
PL_318340906,Oleszyce,5274,2459,77,0,1076,194,46,131,493,65,169,178,18,12,0,0,0,0,0,0,0
PL_318340907,Stary Dzików,3613,1409,62,0,787,79,28,53,176,55,132,26,9,2,0,0,0,0,0,0,0
PL_318340908,Wielkie Oczy,3011,1305,81,0,614,92,30,44,255,30,100,42,7,10,0,0,0,0,0,0,0
PL_318351001,Łańcut,14534,8339,136,0,4430,1144,201,419,210,472,757,462,0,61,0,0,0,37,10,0,0
PL_318351002,Białobrzegi,6659,3381,93,0,2128,239,83,139,145,95,347,80,0,18,0,0,0,8,6,0,0
PL_318351003,Czarna,9017,5245,128,0,3651,435,74,159,68,111,431,136,0,16,0,0,0,14,22,0,0
PL_318351004,Łańcut,16776,9565,237,0,6242,616,171,414,448,322,751,292,0,33,0,0,0,29,10,0,0
PL_318351005,Markowa,5241,2611,54,0,1693,118,72,104,124,92,269,69,0,7,0,0,0,7,2,0,0
PL_318351006,Rakszawa,5705,3054,102,0,2194,148,66,78,91,64,223,59,0,18,0,0,0,7,4,0,0
PL_318351007,Żołynia,5554,2845,54,0,1828,263,70,82,143,81,208,84,0,18,0,0,0,5,9,0,0
PL_318361101,Mielec,49035,26359,349,0,11747,4929,710,1397,712,1536,3114,1631,0,148,0,0,0,59,27,0,0
PL_318361102,Borowa,4496,2286,96,0,1191,205,35,73,300,61,176,56,0,85,0,0,0,3,5,0,0
PL_318361103,Czermin,5528,2493,85,0,1431,253,49,86,233,61,223,48,0,20,0,0,0,3,1,0,0
PL_318361104,Gawłuszowice,2210,1160,52,0,785,89,13,16,102,10,67,19,0,6,0,0,0,0,1,0,0
PL_318361105,Mielec,10354,5377,159,0,2879,650,122,239,279,182,577,237,0,37,0,0,0,11,5,0,0
PL_318361106,Padew Narodowa,4261,2150,67,0,1318,191,33,67,226,49,142,43,0,10,0,0,0,3,1,0,0
PL_318361107,Przecław,9079,4414,134,0,2786,442,72,138,147,139,359,102,0,78,0,0,0,11,6,0,0
PL_318361108,Radomyśl Wielki,11014,5119,157,0,2881,429,94,202,612,128,426,124,0,47,0,0,0,12,7,0,0
PL_318361109,Tuszów Narodowy,6305,3582,109,0,2357,184,55,54,376,41,260,124,0,13,0,0,0,4,5,0,0
PL_318361110,Wadowice Górne,5866,2732,97,0,1442,140,46,71,582,42,232,46,0,26,0,0,0,3,5,0,0
PL_318361201,Harasiuki,5071,2086,56,0,1208,138,58,105,123,71,279,33,0,8,0,0,0,6,1,0,0
PL_318361202,Jarocin,4439,1763,49,0,1002,148,40,68,162,56,186,27,0,10,0,0,0,10,5,0,0
PL_318361203,Jeżowe,7887,4192,131,0,3392,78,30,123,158,21,199,30,0,19,0,0,0,8,3,0,0
PL_318361204,Krzeszów,3477,1506,27,0,892,138,28,68,87,36,183,24,0,11,0,0,0,9,3,0,0
PL_318361205,Nisko,18154,8622,202,0,4532,895,186,541,575,411,917,283,0,40,0,0,0,31,9,0,0
PL_318361206,Rudnik nad Sanem,8362,3599,150,0,1890,374,84,243,144,138,420,109,0,19,0,0,0,18,10,0,0
PL_318361207,Ulanów,7002,2954,100,0,1686,217,56,136,139,85,387,54,0,9,0,0,0,79,6,0,0
PL_318341301,Bircza,5503,2141,119,0,1233,275,46,69,123,69,150,30,15,12,0,0,0,0,0,0,0
PL_318341302,Dubiecko,7633,2923,138,0,1505,358,67,114,267,102,278,66,18,10,0,0,0,0,0,0,0
PL_318341303,Fredropol,4487,1810,66,0,794,395,31,69,101,77,212,34,12,19,0,0,0,0,0,0,0
PL_318341304,Krasiczyn,4039,1849,70,0,832,353,39,67,81,103,176,99,23,6,0,0,0,0,0,0,0
PL_318341305,Krzywcza,3973,1663,72,0,972,140,25,82,158,32,140,31,5,6,0,0,0,0,0,0,0
PL_318341306,Medyka,5326,2404,101,0,1296,419,44,73,87,81,228,54,13,8,0,0,0,0,0,0,0
PL_318341307,Orły,6918,3202,134,0,1634,323,56,125,481,83,249,78,24,15,0,0,0,0,0,0,0
PL_318341308,Przemyśl,8243,4006,122,0,1876,672,80,172,160,183,508,171,41,21,0,0,0,0,0,0,0
PL_318341309,Stubno,3205,1145,50,0,551,161,31,43,91,78,101,29,4,6,0,0,0,0,0,0,0
PL_318341310,Żurawica,10417,5087,194,0,2698,870,82,170,206,215,476,131,21,24,0,0,0,0,0,0,0
PL_318341401,Przeworsk,12808,6893,139,0,3413,935,150,315,641,259,469,514,30,28,0,0,0,0,0,0,0
PL_318341402,Adamówka,3342,1501,77,0,740,127,30,53,277,38,109,29,4,17,0,0,0,0,0,0,0
PL_318341403,Gać,3690,1758,73,0,894,122,22,69,318,45,162,36,5,12,0,0,0,0,0,0,0
PL_318341404,Jawornik Polski,3869,1661,96,0,743,134,39,57,322,54,165,41,5,5,0,0,0,0,0,0,0
PL_318341405,Kańczuga,10174,4092,167,0,1841,392,106,184,707,198,349,116,10,22,0,0,0,0,0,0,0
PL_318341406,Przeworsk,11806,6222,221,0,3944,366,109,203,566,114,490,154,29,26,0,0,0,0,0,0,0
PL_318341407,Sieniawa,5712,2641,92,0,1250,338,61,122,327,84,250,88,16,13,0,0,0,0,0,0,0
PL_318341408,Tryńcza,6609,3363,117,0,2295,144,50,125,251,64,235,56,11,15,0,0,0,0,0,0,0
PL_318341409,Zarzecze,5758,2940,130,0,1124,122,39,101,1150,58,157,42,11,6,0,0,0,0,0,0,0
PL_318351501,Iwierzyce,6046,3345,98,0,2221,194,49,102,161,94,314,69,0,29,0,0,0,9,5,0,0
PL_318351502,Ostrów,5711,2572,96,0,1657,199,39,87,136,45,223,59,0,21,0,0,0,8,2,0,0
PL_318351503,Ropczyce,21183,11515,337,0,7088,768,123,408,1246,230,920,271,0,70,0,0,0,43,11,0,0
PL_318351504,Sędziszów Małopolski,18579,10617,255,0,7180,687,137,329,410,223,1112,184,0,60,0,0,0,24,16,0,0
PL_318351505,Wielopole Skrzyńskie,6429,3380,142,0,2252,126,40,76,360,58,254,43,0,15,0,0,0,9,5,0,0
PL_318351601,Dynów,4975,2489,68,0,1313,225,61,88,117,317,213,70,0,12,0,0,0,3,2,0,0
PL_318351602,Błażowa,8710,4509,125,0,2756,246,84,214,375,131,366,161,0,28,0,0,0,11,12,0,0
PL_318351603,Boguchwała,15679,9236,146,0,5272,968,206,470,370,351,854,508,0,46,0,0,0,24,21,0,0
PL_318351604,Chmielnik,5277,3029,77,0,1831,225,71,160,127,112,300,91,0,8,0,0,0,14,13,0,0
PL_318351605,Dynów,5648,2367,96,0,1370,131,43,82,171,178,219,44,0,15,0,0,0,9,9,0,0
PL_318351606,Głogów Małopolski,15175,8606,219,0,4789,954,217,457,250,319,850,430,0,55,0,0,0,44,22,0,0
PL_318351607,Hyżne,5494,3185,107,0,2096,140,49,140,189,93,264,60,0,29,0,0,0,14,4,0,0
PL_318351608,Kamień,5538,3011,67,0,2507,79,29,100,55,26,108,24,0,11,0,0,0,2,3,0,0
PL_318351609,Krasne,8482,4993,107,0,2754,652,93,262,127,192,467,292,0,30,0,0,0,12,5,0,0
PL_318351610,Lubenia,5192,2885,62,0,1869,203,69,105,82,123,285,66,0,17,0,0,0,2,2,0,0
PL_318351611,Sokołów Małopolski,13263,7156,233,0,5027,396,76,281,224,128,610,125,0,34,0,0,0,12,10,0,0
PL_318351612,Świlcza,12683,7148,176,0,4038,688,202,372,330,252,731,285,0,45,0,0,0,22,7,0,0
PL_318351613,Trzebownisko,16161,9344,209,0,5272,968,196,513,290,314,1021,455,0,66,0,0,0,26,14,0,0
PL_318351614,Tyczyn,8919,5071,130,0,3031,535,118,273,121,191,405,210,0,31,0,0,0,17,9,0,0
PL_318331701,Sanok,31108,15038,328,0,6627,3171,515,611,365,1236,1128,954,42,61,0,0,0,0,0,0,0
PL_318331702,Besko,3474,1466,58,0,765,127,23,57,165,58,144,54,9,6,0,0,0,0,0,0,0
PL_318331703,Bukowsko,4293,1945,56,0,972,168,50,89,136,214,201,37,10,12,0,0,0,0,0,0,0
PL_318331704,Komańcza,4536,1395,57,0,437,339,64,41,92,146,126,71,9,13,0,0,0,0,0,0,0
PL_318331705,Sanok,14012,6390,205,0,3757,583,150,228,364,271,581,199,20,32,0,0,0,0,0,0,0
PL_318331706,Tyrawa Wołoska,1579,615,38,0,306,95,18,20,45,20,58,9,0,6,0,0,0,0,0,0,0
PL_318331707,Zagórz,10497,4533,165,0,2435,559,125,158,207,199,442,204,20,19,0,0,0,0,0,0,0
PL_318331708,Zarszyn,7472,3268,114,0,1429,313,71,104,698,166,245,97,20,11,0,0,0,0,0,0,0
PL_318361801,Stalowa Wola,50035,25460,500,0,12078,3693,531,1437,2500,1172,2439,944,0,91,0,0,0,55,20,0,0
PL_318361802,Bojanów,5918,2809,92,0,1982,186,28,109,102,31,221,33,0,16,0,0,0,2,7,0,0
PL_318361803,Pysznica,8388,3838,103,0,2278,322,77,195,236,117,332,153,0,12,0,0,0,10,3,0,0
PL_318361804,Radomyśl nad Sanem,5949,2472,113,0,1443,235,53,107,166,85,208,45,0,10,0,0,0,6,1,0,0
PL_318361805,Zaklików,7066,3047,115,0,1572,377,108,154,163,112,349,65,0,20,0,0,0,6,6,0,0
PL_318361806,Zaleszany,8723,3997,199,0,2088,455,91,198,285,124,464,63,0,16,0,0,0,11,3,0,0
PL_318351901,Czudec,9376,5091,107,0,3227,390,128,269,181,148,440,155,0,30,0,0,0,8,8,0,0
PL_318351902,Frysztak,8437,3915,138,0,2204,294,111,307,165,129,432,95,0,25,0,0,0,9,6,0,0
PL_318351903,Niebylec,8513,4500,115,0,2754,237,90,214,474,94,408,72,0,25,0,0,0,8,9,0,0
PL_318351904,Strzyżów,16796,7854,168,0,4321,801,238,569,337,368,732,267,0,34,0,0,0,15,4,0,0
PL_318351905,Wiśniowa,6658,3144,64,0,2004,216,84,124,186,69,295,65,0,20,0,0,0,13,4,0,0
PL_318362001,Baranów Sandomierski,9764,4806,141,0,2569,1209,64,163,126,73,356,75,0,16,0,0,0,8,6,0,0
PL_318362002,Gorzyce,10727,4814,157,0,2159,845,139,231,359,235,534,112,0,28,0,0,0,4,11,0,0
PL_318362003,Grębów,7952,3589,163,0,1730,855,53,120,123,85,380,53,0,15,0,0,0,9,3,0,0
PL_318362004,Nowa Dęba,15192,7055,223,0,3611,1148,157,296,333,349,658,227,0,21,0,0,0,14,18,0,0
PL_318332101,Baligród,2730,1205,57,0,615,127,33,48,50,46,182,41,4,2,0,0,0,0,0,0,0
PL_318332102,Cisna,1563,815,36,0,277,160,37,36,24,53,90,90,8,4,0,0,0,0,0,0,0
PL_318332103,Lesko,9335,4242,152,0,2159,535,120,151,203,198,277,411,20,16,0,0,0,0,0,0,0
PL_318332104,Olszanica,4483,1935,76,0,988,278,34,74,124,100,171,63,15,12,0,0,0,0,0,0,0
PL_318332105,Solina,4831,2369,96,0,1309,334,68,68,64,123,192,92,10,13,0,0,0,0,0,0,0
PL_318336101,Krosno,37923,20186,248,0,8889,4067,492,881,699,1491,1837,1358,112,112,0,0,0,0,0,0,0
PL_318346201,Przemyśl,50914,24909,489,0,10269,6233,647,1175,410,1811,2375,1281,127,92,0,0,0,0,0,0,0
PL_318356301,Rzeszów,142586,86291,1146,0,35011,17027,2751,5366,1554,6972,7927,7547,0,555,0,0,0,283,152,0,0
PL_318366401,Tarnobrzeg,38763,19166,342,0,7280,5281,559,887,588,1447,1811,850,0,66,0,0,0,23,32,0,0
PL_320390101,Augustów,23977,11224,273,0,4738,2555,298,384,555,564,1208,557,0,49,0,0,34,0,9,0,0
PL_320390102,Augustów,5381,2040,57,0,972,173,30,54,438,46,216,30,0,7,0,0,15,0,2,0,0
PL_320390103,Bargłów Kościelny,4545,1505,57,0,715,133,22,40,341,42,129,18,0,3,0,0,4,0,1,0,0
PL_320390104,Lipsk,4499,1638,64,0,750,171,44,48,252,92,138,66,0,6,0,0,7,0,0,0,0
PL_320390105,Nowinka,2418,1060,60,0,526,111,34,31,125,34,85,42,0,5,0,0,4,0,3,0,0
PL_320390106,Płaska,2170,864,37,0,354,171,13,29,73,36,73,56,0,10,0,0,12,0,0,0,0
PL_320390107,Sztabin,4289,1561,61,0,699,190,20,40,275,67,126,57,0,11,0,0,11,0,4,0,0
PL_320370201,Choroszcz,12192,6290,159,0,2983,1024,163,324,224,264,738,376,0,25,0,0,4,0,6,0,0
PL_320370202,Czarna Białostocka,9124,4057,119,0,1762,734,102,176,182,225,499,222,0,25,0,0,3,0,8,0,0
PL_320370203,Dobrzyniewo Duże,6998,3330,124,0,1533,479,100,138,233,117,340,237,0,21,0,0,3,0,5,0,0
PL_320370204,Gródek,4586,1793,60,0,281,618,65,75,149,374,90,58,0,16,0,0,4,0,3,0,0
PL_320370205,Juchnowiec Kościelny,11971,6706,130,0,3062,965,172,374,322,377,779,478,0,37,0,0,6,0,4,0,0
PL_320370206,Łapy,18002,9176,194,0,5405,1005,174,412,496,230,785,396,0,61,0,0,9,0,9,0,0
PL_320370207,Michałowo,5794,2073,84,0,585,381,49,95,327,284,164,85,0,11,0,0,5,0,3,0,0
PL_320370208,Poświętne,2937,1397,39,0,954,93,20,32,120,18,92,23,0,4,0,0,1,0,1,0,0
PL_320370209,Supraśl,11560,6194,125,0,1992,1435,183,327,352,557,606,562,0,38,0,0,6,0,11,0,0
PL_320370210,Suraż,1622,873,26,0,567,70,16,15,50,18,79,27,0,2,0,0,3,0,0,0,0
PL_320370211,Turośń Kościelna,4744,2730,70,0,1472,330,70,129,115,108,230,189,0,11,0,0,0,0,6,0,0
PL_320370212,Tykocin,5229,2317,67,0,1413,138,34,66,281,39,188,79,0,6,0,0,4,0,2,0,0
PL_320370213,Wasilków,11763,6050,117,0,2325,1137,187,326,283,331,834,450,0,43,0,0,8,0,9,0,0
PL_320370214,Zabłudów,7297,3240,118,0,1377,487,68,149,250,264,341,169,0,10,0,0,2,0,5,0,0
PL_320370215,Zawady,2375,970,29,0,662,38,16,29,96,10,68,16,0,5,0,0,1,0,0,0,0
PL_320380301,Bielsk Podlaski,21365,9933,205,0,2962,2043,237,529,795,1922,754,400,0,72,0,0,10,0,4,0,0
PL_320380302,Brańsk,3142,1627,54,0,1090,136,30,59,78,31,111,34,0,2,0,0,0,0,2,0,0
PL_320380303,Bielsk Podlaski,6078,2147,63,0,644,381,63,50,291,450,145,44,0,9,0,0,1,0,6,0,0
PL_320380304,Boćki,3816,1579,42,0,916,187,20,43,149,103,89,19,0,7,0,0,1,0,3,0,0
PL_320380305,Brańsk,5050,2466,70,0,1925,73,25,52,138,32,109,27,0,6,0,0,7,0,2,0,0
PL_320380306,Orla,2578,878,42,0,70,221,10,29,95,326,58,24,0,0,0,0,1,0,2,0,0
PL_320380307,Rudka,1611,703,22,0,449,52,14,15,88,12,30,19,0,1,0,0,1,0,0,0,0
PL_320380308,Wyszki,3789,1867,38,0,1375,90,19,41,136,46,86,32,0,2,0,0,1,0,1,0,0
PL_320390401,Grajewo,17412,7579,229,0,3088,1338,162,243,654,273,1284,249,0,48,0,0,5,0,6,0,0
PL_320390402,Grajewo,4644,1701,58,0,786,118,21,45,382,25,221,28,0,10,0,0,5,0,2,0,0
PL_320390403,Radziłów,4014,1514,57,0,1042,91,13,33,152,9,94,16,0,4,0,0,3,0,0,0,0
PL_320390404,Rajgród,4391,1430,77,0,558,223,37,37,218,68,163,37,0,6,0,0,4,0,2,0,0
PL_320390405,Szczuczyn,5156,1919,91,0,870,160,43,49,425,61,172,36,0,7,0,0,1,0,4,0,0
PL_320390406,Wąsosz,3036,1170,51,0,676,93,20,31,193,17,63,20,0,2,0,0,3,0,1,0,0
PL_320380501,Hajnówka,18063,7949,241,0,1576,1838,288,463,955,1534,626,386,0,31,0,0,7,0,4,0,0
PL_320380502,Białowieża,1947,855,21,0,190,218,38,43,70,151,75,46,0,1,0,0,1,0,1,0,0
PL_320380503,Czeremcha,2899,1095,46,0,192,240,43,51,122,268,106,21,0,3,0,0,1,0,2,0,0
PL_320380504,Czyże,1929,663,20,0,33,132,7,22,292,112,34,4,0,1,0,0,0,0,6,0,0
PL_320380505,Dubicze Cerkiewne,1482,540,37,0,52,96,11,21,164,93,46,13,0,1,0,0,3,0,3,0,0
PL_320380506,Hajnówka,3455,1227,46,0,94,218,31,74,318,271,110,50,0,7,0,0,3,0,5,0,0
PL_320380507,Kleszczele,2289,911,31,0,182,184,40,50,149,178,69,20,0,2,0,0,1,0,5,0,0
PL_320380508,Narew,3206,1119,58,0,233,160,24,51,255,214,88,31,0,2,0,0,1,0,2,0,0
PL_320380509,Narewka,3294,1231,34,0,122,244,33,47,427,197,78,37,0,11,0,0,0,0,1,0,0
PL_320380601,Kolno,8524,3607,104,0,1778,535,92,129,159,167,486,143,0,11,0,0,1,0,2,0,0
PL_320380602,Grabowo,2899,1157,50,0,692,55,22,32,178,40,65,17,0,1,0,0,1,0,4,0,0
PL_320380603,Kolno,6887,2725,124,0,1456,181,50,84,470,58,249,34,0,7,0,0,6,0,6,0,0
PL_320380604,Mały Płock,4027,1481,66,0,889,84,30,41,173,50,113,27,0,4,0,0,3,0,1,0,0
