gisco_id,name,registered,turnout,invalid,blank,Ν.Δ. (1974),ΠΑ.ΣΟ.Κ.,Κ.Κ.Ε.,ΛΑ.Ο.Σ.,ΣΥ.ΡΙΖ.Α.,Ο.Π.,ΔΗ.ΑΝΑ.,Ε.Κ.,Κ.Κ.Ε. (μ-λ),ΕΝ.ΑΝΤΙ.Α.,Μ.-Λ. Κ.Κ.Ε.,Α.Σ.Κ.Ε.,ΦΙ.ΣΥ.,Ο.Α.Κ.Κ.Ε.,Κ.Φ.,Ε.Ο. (1986),Φ.Α.Δ.,Π.Α.Α.,Δ.Π.Ε. [Δημοκρατική Παγκόσμιος Ελλάς],Ν.Κ.Σ.Χ.Δ.,Ανεξ.
EL_350303,Πυλαρέων,2650,1411,21,9,613,494,144,35,52,18,7,5,4,2,1,1,0,0,5,0,0,0,0,0,0
EL_350301,Σάμης,5284,2273,35,16,875,840,299,50,90,15,12,5,14,3,9,5,2,0,3,0,0,0,0,0,0
EL_090202,Αξιούπολης,8612,6623,132,31,2992,2505,351,268,219,37,50,9,13,1,8,0,5,2,0,0,0,0,0,0,0
EL_090102,Γαλλικού,8468,6934,129,44,2819,2892,477,287,124,38,77,9,20,4,10,0,1,3,0,0,0,0,0,0,0
EL_090203,Γουμένισσας,9412,6696,109,37,2899,2743,333,266,152,38,61,20,12,2,11,0,7,6,0,0,0,0,0,0,0
EL_090103,Δοϊράνης,3269,2556,35,4,1086,968,260,101,59,14,13,3,8,1,2,0,2,0,0,0,0,0,0,0,0
EL_090204,Ευρωπού,5651,4870,62,17,2391,1758,292,170,92,25,28,10,11,5,3,0,3,3,0,0,0,0,0,0,0
EL_090101,Κιλκίς,23162,17839,297,75,7073,7003,1634,791,573,124,135,36,37,7,32,0,13,9,0,0,0,0,0,0,0
EL_090104,Κρουσσών,12450,8818,163,38,4682,2471,777,388,141,44,49,17,16,8,16,0,5,3,0,0,0,0,0,0,0
EL_090205,Λιβαδίων,1032,858,14,5,585,155,16,47,21,4,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0
EL_090105,Μουριών,5949,3981,88,15,2195,1272,124,169,50,27,18,6,9,3,4,0,1,0,0,0,0,0,0,0,0
EL_090106,Πικρολίμνης,9355,7495,157,24,3974,2264,516,263,167,36,56,11,8,4,8,0,4,3,0,0,0,0,0,0,0
EL_090201,Πολυκάστρου,15175,11500,218,54,5493,4088,582,557,231,86,122,24,20,5,10,0,7,3,0,0,0,0,0,0,0
EL_090107,Χέρσου,5786,4237,68,25,1591,1692,476,184,117,13,41,9,9,3,5,0,3,1,0,0,0,0,0,0,0
EL_140402,Αγίας Παρασκευής (Δυτικης Μακεδονιας),3420,2637,45,11,1173,1102,163,37,59,15,20,8,1,0,1,0,2,0,0,0,0,0,0,0,0
EL_140102,Αιανής,4794,3808,84,18,1464,1576,326,73,135,56,59,4,7,2,4,0,0,0,0,0,0,0,0,0,0
EL_140302,Ασκίου,6671,4607,93,24,2374,1670,176,74,104,46,22,4,6,3,4,0,3,4,0,0,0,0,0,0,0
EL_140200,Βελβεντού,4804,3268,61,24,1413,1238,223,57,143,50,38,5,8,1,2,0,4,1,0,0,0,0,0,0,0
EL_140403,Βερμίου,4463,3442,72,16,1256,1640,219,46,118,17,44,1,8,2,1,0,2,0,0,0,0,0,0,0,0
EL_140404,Βλάστης,1434,873,10,7,509,261,18,11,35,8,8,1,2,2,1,0,0,0,0,0,0,0,0,0,0
EL_140103,Δημητρίου Υψηλάντη,4033,3037,49,14,1270,1245,236,41,99,58,12,2,6,1,2,0,2,0,0,0,0,0,0,0,0
EL_140104,Ελιμείας,7356,6200,95,37,2818,2430,342,138,200,77,37,3,8,2,8,0,1,4,0,0,0,0,0,0,0
EL_140105,Ελλησπόντου,10837,8397,157,45,4169,3327,238,156,141,66,54,12,19,1,5,0,3,4,0,0,0,0,0,0,0
EL_140502,Καμβουνίων,3012,2441,26,8,1078,971,232,33,42,14,25,2,4,5,0,0,1,0,0,0,0,0,0,0,0
EL_140101,Κοζάνης,37080,29802,585,188,13129,11663,1373,705,1072,633,291,46,52,26,17,0,14,8,0,0,0,0,0,0,0
EL_140503,Λιβαδερού,2339,1406,28,9,696,512,60,23,51,13,4,0,4,3,0,0,2,1,0,0,0,0,0,0,0
EL_140405,Μουρικίου,5683,4600,92,18,2259,1818,194,92,69,15,29,4,3,3,3,0,1,0,0,0,0,0,0,0,0
EL_140301,Νεάπολης (Δυτικης Μακεδονιας),7176,5013,59,15,2415,1981,233,113,111,26,52,2,2,1,2,0,0,1,0,0,0,0,0,0,0
EL_140303,Πενταλόφου,1584,826,4,5,339,369,36,22,32,8,1,3,3,0,2,0,0,2,0,0,0,0,0,0,0
EL_140401,Πτολεμαΐδας,27513,23300,485,151,10731,8549,1513,442,804,184,276,36,57,22,18,0,22,10,0,0,0,0,0,0,0
EL_140501,Σερβίων,14257,9948,154,39,4219,4242,604,184,365,38,45,16,18,7,9,0,6,2,0,0,0,0,0,0,0
EL_140304,Σιάτιστας,7401,5483,108,32,2643,1912,425,120,123,41,64,6,2,2,1,0,3,1,0,0,0,0,0,0,0
EL_140305,Τσοτυλίου,8323,4678,56,23,2510,1600,164,132,111,35,32,3,2,4,4,0,2,0,0,0,0,0,0,0,0
EL_420302,Αγίων Θεοδώρων,3267,2813,55,12,994,1117,294,106,153,25,12,17,12,6,3,0,1,2,4,0,0,0,0,0,0
EL_420102,Άσσου - Λεχαίου,6103,4675,128,29,1835,1999,171,171,222,43,47,13,4,5,1,0,1,1,5,0,0,0,0,0,0
EL_420202,Βέλου,8100,6387,103,29,2766,2671,210,280,197,48,38,12,6,7,6,0,9,2,3,0,0,0,0,0,0
EL_420201,Βόχας,9796,7047,116,45,2906,3171,166,216,255,74,46,15,7,13,8,0,5,2,2,0,0,0,0,0,0
EL_420502,Ευρωστίνης,6016,4418,56,23,2018,1804,165,87,194,31,14,6,3,5,2,0,5,0,5,0,0,0,0,0,0
EL_420101,Κορινθίων,28926,23773,550,183,9402,9756,1098,899,1098,361,200,75,41,50,17,0,21,8,14,0,0,0,0,0,0
EL_420301,Λουτρακίου - Περαχώρας,13197,11069,230,64,4458,3887,861,534,641,183,100,31,27,11,14,0,10,4,14,0,0,0,0,0,0
EL_420400,Νεμέας,8361,6028,88,36,2888,2362,167,202,178,34,33,8,10,6,4,0,6,2,4,0,0,0,0,0,0
EL_420501,Ξυλοκάστρου,16161,11832,157,71,5171,4840,391,335,563,104,87,28,27,20,16,0,11,4,7,0,0,0,0,0,0
EL_420103,Σαρωνικού (Πελοποννησου),4679,3917,74,23,1848,1502,126,113,131,34,42,10,4,2,4,0,2,0,2,0,0,0,0,0,0
EL_420601,Σικυωνίων,17730,13512,260,72,5510,5692,612,482,513,186,67,35,28,10,12,0,21,2,10,0,0,0,0,0,0
EL_420104,Σολυγείας,3226,2501,48,8,1324,878,45,82,67,20,15,7,2,0,2,0,1,0,2,0,0,0,0,0,0
EL_420602,Στυμφαλίας,4337,2975,38,13,1425,1194,68,75,99,17,16,4,3,7,1,0,13,1,1,0,0,0,0,0,0
EL_420105,Τενέας,5239,4345,61,19,2022,1848,127,109,102,20,13,3,7,2,5,0,5,0,2,0,0,0,0,0,0
EL_420603,Φενεού,3689,2354,34,7,1124,928,96,60,66,13,8,5,3,2,3,0,2,0,3,0,0,0,0,0,0
EL_670100,Αμοργού,2117,1385,16,9,704,412,66,51,89,12,17,4,1,3,1,0,0,0,0,0,0,0,0,0,0
EL_600200,Ανάφης,386,264,9,1,93,132,13,3,9,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
EL_590101,Άνδρου,6224,3554,78,18,2042,783,159,163,183,56,38,11,7,3,5,0,4,4,0,0,0,0,0,0,0
EL_680200,Αντιπάρου,1111,881,10,7,376,399,43,19,19,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EL_580102,Άνω Σύρου,3385,2465,84,46,1085,878,111,44,151,26,13,10,4,1,4,0,8,0,0,0,0,0,0,0,0
EL_670202,Δονούσης,191,118,1,1,42,65,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_670203,Δρυμαλίας,9690,5786,60,25,2492,2347,478,63,253,31,16,4,6,3,4,0,2,2,0,0,0,0,0,0,0
EL_700102,Εξωμβούργου,4723,3229,54,26,1442,1256,126,28,247,20,9,7,5,2,2,0,3,2,0,0,0,0,0,0,0
EL_580101,Ερμουπόλεως,15339,10829,303,109,4318,4378,559,282,529,181,69,27,27,25,11,0,5,6,0,0,0,0,0,0,0
EL_670204,Ηράκλειας,156,114,4,1,54,35,3,1,10,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
EL_600101,Θήρας,11263,8554,155,77,3810,3189,637,206,243,84,68,32,9,15,12,0,8,9,0,0,0,0,0,0,0
EL_600300,Ιητών,2173,1411,41,16,687,456,76,29,57,22,2,10,4,5,4,0,2,0,0,0,0,0,0,0,0
EL_630100,Κέας,2348,1613,22,18,625,722,62,40,81,18,12,4,1,2,4,0,1,1,0,0,0,0,0,0,0
EL_650200,Κιμώλου,1461,918,16,5,279,468,36,38,48,4,9,8,1,0,3,0,2,1,0,0,0,0,0,0,0
EL_590102,Κορθίου,3128,1853,43,14,934,522,128,48,110,19,8,3,11,1,5,0,5,2,0,0,0,0,0,0,0
EL_670205,Κουφονησίων,306,251,2,1,138,97,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_630200,Κύθνου,2703,1713,32,17,778,706,50,41,48,16,14,1,0,1,2,0,1,6,0,0,0,0,0,0,0
EL_650100,Μήλου,5515,3711,77,35,1202,1491,284,129,327,73,21,20,18,8,11,0,12,3,0,0,0,0,0,0,0
EL_660100,Μυκόνου,6675,5304,153,48,2664,1289,259,263,426,84,55,16,18,5,11,0,9,4,0,0,0,0,0,0,0
EL_670201,Νάξου,10126,7957,135,58,3345,3464,386,161,313,36,28,6,11,3,4,0,4,3,0,0,0,0,0,0,0
EL_600102,Οίας,1760,981,59,12,445,336,28,12,57,15,6,4,5,1,0,0,1,0,0,0,0,0,0,0,0
EL_700103,Πανόρμου,882,624,4,4,166,296,75,11,57,4,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0
EL_680100,Πάρου,11549,8478,195,72,3661,3131,455,287,398,122,66,28,25,5,14,0,12,7,0,0,0,0,0,0,0
EL_580103,Ποσειδωνίας,2456,1972,68,29,986,553,92,58,119,42,14,3,1,2,2,0,1,2,0,0,0,0,0,0,0
EL_650300,Σερίφου,2276,1340,28,7,539,567,81,35,54,6,5,9,1,0,4,0,2,2,0,0,0,0,0,0,0
EL_600400,Σικίνου,481,265,9,2,116,90,29,3,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EL_650400,Σίφνου,3081,2326,43,21,915,919,65,52,240,30,28,5,3,2,2,0,1,0,0,0,0,0,0,0,0
EL_670206,Σχοινούσσης,265,172,3,0,83,75,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_700101,Τήνου,4535,3706,59,44,1812,1229,122,81,246,48,35,16,4,0,3,0,6,1,0,0,0,0,0,0,0
EL_590103,Υδρούσας,3744,2632,40,14,1428,729,135,113,100,33,7,14,5,4,5,0,4,1,0,0,0,0,0,0,0
EL_600500,Φολεγάνδρου,784,550,20,7,229,234,15,7,30,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
EL_220201,Αγιάς,6562,5321,84,22,2337,1960,530,148,165,18,24,11,11,3,6,0,2,0,0,0,0,0,0,0,0
EL_220502,Αμπελακίων (Θεσσαλιας),1063,772,18,8,323,300,60,26,25,3,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0
EL_220602,Αμπελώνος,8469,6493,98,29,2887,2059,893,181,229,33,30,10,27,5,8,0,4,0,0,0,0,0,0,0,0
EL_220302,Αντιχασίων,4286,3445,28,12,1991,1059,151,94,60,13,12,2,15,2,2,0,4,0,0,0,0,0,0,0,0
EL_220402,Αρμενίου,2604,2274,40,7,1043,936,84,94,36,8,15,4,2,0,4,0,1,0,0,0,0,0,0,0,0
EL_220303,Βερδικούσσης,2407,1701,20,2,848,600,116,40,27,6,36,0,3,1,1,0,0,1,0,0,0,0,0,0,0
EL_220102,Γιάννουλης,6546,5733,93,35,2108,2073,782,286,240,51,32,6,9,11,4,0,2,1,0,0,0,0,0,0,0
EL_220503,Γόννων,4353,3280,67,19,1455,1062,454,68,89,16,18,4,21,3,4,0,0,0,0,0,0,0,0,0,0
EL_220301,Ελασσόνας,12687,9833,137,32,4251,4068,773,176,266,40,49,11,11,4,6,0,8,1,0,0,0,0,0,0,0
EL_220702,Ενιππέα,4830,4073,50,13,1897,1737,158,102,67,22,12,3,4,0,2,0,5,1,0,0,0,0,0,0,0
EL_220202,Ευρυμενών (Θεσσαλιας),3256,2192,45,13,809,917,243,56,85,7,4,3,4,2,1,0,3,0,0,0,0,0,0,0,0
EL_220304,Καρυάς (Θεσσαλιας),1521,930,13,5,317,403,123,23,31,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0
EL_220504,Κάτω Ολύμπου,5715,4433,95,25,1840,1591,484,150,145,32,40,9,11,1,6,0,4,0,0,0,0,0,0,0,0
EL_220403,Κιλελέρ,3277,2719,42,9,1447,911,104,101,69,7,15,5,3,0,3,0,2,1,0,0,0,0,0,0,0
EL_220103,Κοιλάδας,4400,3705,53,22,1842,1337,170,118,96,19,23,8,5,5,4,0,3,0,0,0,0,0,0,0,0
EL_220404,Κραννώνος,4988,4154,51,24,2287,1362,158,149,75,16,15,3,2,4,2,0,5,1,0,0,0,0,0,0,0
EL_220203,Λακέρειας,2283,1924,27,7,831,606,281,45,107,8,5,0,0,4,0,0,2,1,0,0,0,0,0,0,0
EL_220101,Λαρισαίων,87551,70617,1554,459,27983,24343,7445,2938,3778,830,668,209,143,78,40,0,127,22,0,0,0,0,0,0,0
EL_220305,Λιβαδίου,3613,2984,33,10,1547,929,280,34,107,16,14,2,4,0,7,0,0,1,0,0,0,0,0,0,0
EL_220501,Μακρυχωρίου,2975,2542,24,7,1229,871,251,69,54,9,12,2,7,2,0,0,2,3,0,0,0,0,0,0,0
EL_220204,Μελιβοίας,3846,3105,56,20,1222,1315,291,65,84,18,14,6,6,0,6,0,1,1,0,0,0,0,0,0,0
EL_220703,Ναρθακίου,2167,1612,14,4,1010,435,36,72,20,5,7,3,1,3,1,0,1,0,0,0,0,0,0,0,0
EL_220505,Νέσσωνος,5656,4677,43,23,1965,1602,668,109,177,26,30,8,12,8,6,0,0,0,0,0,0,0,0,0,0
EL_220401,Νίκαιας,7932,6774,99,27,3113,2393,596,210,222,37,39,11,9,3,5,0,6,4,0,0,0,0,0,0,0
EL_220306,Ολύμπου (Θεσσαλιας),4973,3590,42,15,1485,1544,310,61,102,7,11,1,4,2,4,0,2,0,0,0,0,0,0,0,0
EL_220405,Πλατυκάμπου,8659,7187,124,38,3056,2516,656,311,330,58,59,9,11,6,5,0,8,0,0,0,0,0,0,0,0
EL_220704,Πολυδάμαντα,7026,5764,64,25,2641,2444,221,170,115,37,24,5,10,3,1,0,4,0,0,0,0,0,0,0,0
EL_220307,Ποταμιάς (Θεσσαλιας),6111,4676,62,22,2251,1809,286,123,74,17,19,5,1,3,2,0,2,0,0,0,0,0,0,0,0
EL_220308,Σαρανταπόρου,4615,3527,39,13,1388,1489,403,40,102,13,18,5,9,2,2,0,4,0,0,0,0,0,0,0,0
EL_220601,Τυρνάβου,14490,11762,202,59,4235,4173,1821,582,494,55,66,17,31,13,5,0,6,3,0,0,0,0,0,0,0
EL_220701,Φαρσάλων,7773,6299,117,34,2683,2595,367,192,173,62,31,19,8,9,4,0,2,3,0,0,0,0,0,0,0
EL_220309,Τσαρίτσανης,2289,1879,27,7,693,511,462,79,82,4,8,0,3,1,2,0,0,0,0,0,0,0,0,0,0
EL_530202,Αγίας Παρασκευής (Βορειου Αιγαιου),3494,1954,36,13,769,631,351,55,60,9,12,3,8,0,2,0,2,3,0,0,0,0,0,0,0
EL_530102,Αγιάσου,4073,2237,49,18,687,661,560,52,161,15,6,18,7,2,0,0,1,0,0,0,0,0,0,0,0
EL_550200,Αγίου Ευστρατίου,838,268,4,2,122,94,33,4,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
EL_550102,Ατσικής,5444,2177,65,14,870,955,160,36,37,11,19,2,5,0,3,0,0,0,0,0,0,0,0,0,0
EL_530103,Γέρας,8255,5420,106,41,2066,1985,847,114,153,36,27,4,26,2,9,0,2,2,0,0,0,0,0,0,0
EL_530203,Ερεσού - Αντίσσης,8198,3994,65,15,1453,1425,738,55,169,33,15,4,6,3,6,0,2,5,0,0,0,0,0,0,0
EL_530104,Ευεργέτουλα,4072,2750,70,14,1116,1028,362,47,71,14,4,3,10,1,9,0,0,1,0,0,0,0,0,0,0
EL_530201,Καλλονής,10190,6477,136,30,2334,2529,897,228,222,27,33,8,17,4,6,0,4,2,0,0,0,0,0,0,0
EL_530105,Λουτροπόλεως Θερμής,3830,2782,100,16,1153,968,373,54,64,26,7,6,8,0,7,0,0,0,0,0,0,0,0,0,0
EL_530204,Μανταμάδου,3770,2404,49,17,619,758,738,42,117,12,16,4,6,17,4,0,4,1,0,0,0,0,0,0,0
EL_530205,Μήθυμνας,2956,1831,45,12,672,690,228,29,117,19,3,4,1,5,5,0,1,0,0,0,0,0,0,0,0
EL_550103,Μούδρου,6328,3217,68,31,1089,1564,239,69,86,19,15,6,10,12,6,0,2,1,0,0,0,0,0,0,0
EL_550101,Μύρινας,9247,4712,95,45,1865,1624,639,120,194,50,25,16,14,10,4,0,11,0,0,0,0,0,0,0,0
EL_530101,Μυτιλήνης,37379,21302,511,212,8645,7122,2648,569,1003,252,125,38,58,37,45,0,18,19,0,0,0,0,0,0,0
EL_550104,Νέας Κούταλης,5089,2072,57,21,789,930,126,63,41,16,8,7,4,4,3,0,2,1,0,0,0,0,0,0,0
EL_530206,Πέτρας (Βορειου Αιγαιου),5045,2935,66,12,1129,1177,277,85,140,18,9,1,9,1,8,0,1,2,0,0,0,0,0,0,0
EL_530106,Πλωμαρίου,9800,4614,87,44,1931,1748,463,82,170,37,20,5,4,5,15,0,3,0,0,0,0,0,0,0,0
EL_530207,Πολιχνίτου,7353,4064,81,21,1612,1515,507,100,154,26,13,12,12,3,3,0,1,4,0,0,0,0,0,0,0
EL_430202,Ανατολικής Μάνης,2648,1349,12,4,876,276,106,42,23,2,3,0,2,2,0,0,0,1,0,0,0,0,0,0,0
EL_430502,Ασωπού,4419,2726,44,9,1690,725,77,86,68,11,10,2,2,1,0,1,0,0,0,0,0,0,0,0,0
EL_430503,Βοιών,8766,5337,82,27,2917,1645,199,130,198,26,75,11,9,7,6,1,1,0,3,0,0,0,0,0,0
EL_430402,Γερόνθρων,3106,1522,19,8,880,512,32,36,17,9,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0
EL_430201,Γυθείου,10821,5943,79,26,3828,1281,187,254,206,33,15,9,9,2,5,1,3,0,5,0,0,0,0,0,0
EL_430300,Ελαφονήσου,1050,642,9,1,288,265,32,18,13,3,6,1,2,1,0,0,1,1,1,0,0,0,0,0,0
EL_430403,Έλους,5724,4031,45,18,2080,1526,188,73,63,12,9,5,4,4,3,1,0,0,0,0,0,0,0,0,0
EL_430504,Ζάρακα,2911,1480,19,9,825,431,69,47,42,3,4,2,0,19,3,3,0,1,3,0,0,0,0,0,0
EL_430102,Θεραπνών,4734,2379,29,9,1164,952,82,40,80,6,6,1,5,2,0,0,2,0,1,0,0,0,0,0,0
EL_430103,Καρυών,1453,561,6,2,206,211,78,17,26,8,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0
EL_430404,Κροκεών,5197,2102,27,5,1037,642,218,43,93,13,5,4,9,2,1,0,1,0,2,0,0,0,0,0,0
EL_430501,Μολάων,7021,3503,49,28,2112,928,117,122,102,15,10,4,5,1,4,1,3,0,2,0,0,0,0,0,0
EL_430505,Μονεμβασίας,5639,3073,48,9,1502,1170,186,74,46,14,13,1,1,2,1,1,1,1,3,0,0,0,0,0,0
EL_430104,Μυστρά,9048,3727,67,20,1926,1214,184,113,136,27,14,4,8,6,4,0,1,2,1,0,0,0,0,0,0
EL_430405,Νιάτων,3571,2082,16,10,1143,686,132,37,40,4,4,2,2,4,2,0,0,0,0,0,0,0,0,0,0
EL_430105,Οινούντος,5399,2216,31,13,965,883,139,72,81,6,6,4,1,7,6,2,0,0,0,0,0,0,0,0,0
EL_430203,Οιτύλου,7626,3813,55,14,2567,584,213,255,67,23,13,6,3,4,3,0,2,1,3,0,0,0,0,0,0
EL_430106,Πελλάνας,8396,3035,45,13,1626,955,153,70,127,15,12,2,1,4,2,4,2,2,2,0,0,0,0,0,0
EL_430401,Σκάλας,6664,4390,69,21,2177,1646,214,92,127,7,7,5,10,3,5,0,3,2,2,0,0,0,0,0,0
EL_430204,Σμύνους,3266,1442,10,5,649,529,111,39,72,6,9,1,1,2,2,0,3,1,2,0,0,0,0,0,0
EL_430101,Σπαρτιατών,20959,11314,221,74,5942,3573,454,377,422,103,60,30,9,13,7,10,6,7,6,0,0,0,0,0,0
EL_430107,Φαρίδος,7804,3583,56,21,1792,1264,158,128,100,25,18,7,3,2,5,0,1,1,2,0,0,0,0,0,0
EL_720101,Αγίου Νικολάου,15178,12700,277,116,5007,5501,656,153,712,135,55,17,21,6,13,0,9,3,19,0,0,0,0,0,0
EL_720201,Ιεράπετρας,19908,16022,278,116,5593,8324,585,147,665,132,75,16,28,25,11,0,11,4,12,0,0,0,0,0,0
EL_720403,Ιτάνου,2480,2026,28,10,545,1294,54,18,55,5,1,4,4,0,3,0,1,0,4,0,0,0,0,0,0
EL_720404,Λεύκης,2454,1877,17,15,620,1128,25,20,38,6,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0
EL_720202,Μακρύ Γιαλού,3973,3215,48,14,1097,1802,55,17,135,14,13,1,4,4,3,0,1,3,4,0,0,0,0,0,0
EL_720103,Νεάπολης (Κρητης),5651,4034,104,26,1495,2048,125,46,121,21,27,4,6,2,1,0,3,0,5,0,0,0,0,0,0
EL_720300,Οροπεδίου Λασιθίου,4110,3208,65,18,1140,1783,65,22,78,13,8,3,1,2,3,0,2,0,5,0,0,0,0,0,0
EL_720401,Σητείας,13394,10653,189,72,3555,5880,261,142,428,62,25,7,7,6,2,0,6,0,11,0,0,0,0,0,0
EL_720102,Βραχασίου,1265,995,26,3,547,321,47,6,29,8,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0
EL_360102,Απολλωνίων,5526,3154,57,17,1649,1061,158,46,107,26,7,6,7,7,4,0,1,0,1,0,0,0,0,0,0
EL_360103,Ελλομένου,4069,2825,60,16,1360,1006,221,34,83,21,9,1,5,5,2,0,0,0,2,0,0,0,0,0,0
EL_360104,Καλάμου (Ιονιων Νησων),988,466,8,0,134,263,30,6,14,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
EL_360105,Καρυάς (Ιονιων Νησων),2130,1296,16,4,423,515,213,24,84,10,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0
EL_360106,Καστού,221,100,1,1,34,50,8,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EL_360101,Λευκάδος,11124,7874,174,69,3187,2651,957,137,538,74,43,9,12,5,6,0,7,2,3,0,0,0,0,0,0
EL_360200,Μεγανησίου,2071,1253,26,6,371,621,142,17,46,8,5,2,1,7,1,0,0,0,0,0,0,0,0,0,0
EL_360107,Σφακιωτών,2575,1725,25,13,644,645,210,25,130,12,15,4,1,1,0,0,0,0,0,0,0,0,0,0,0
EL_240102,Αγριάς,5103,4237,73,30,1973,1467,240,172,183,52,21,7,4,7,2,3,3,0,0,0,0,0,0,0,0
EL_240103,Αισωνίας,3723,3192,84,23,1386,1172,200,108,96,38,54,7,12,3,2,4,3,0,0,0,0,0,0,0,0
EL_240201,Αλμυρού,12825,10239,173,51,5506,3212,634,297,171,71,54,22,15,8,8,5,10,2,0,0,0,0,0,0,0
EL_250200,Αλοννήσου,1744,1304,31,11,533,522,113,26,42,3,5,5,2,0,2,1,7,1,0,0,0,0,0,0,0
EL_240202,Ανάβρας,903,706,14,1,440,188,27,13,14,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0
EL_240401,Αργαλαστής,2506,1765,27,16,715,663,161,66,68,29,6,2,4,2,3,1,2,0,0,0,0,0,0,0,0
EL_240104,Αρτέμιδας,4547,3486,90,22,1589,1178,202,152,153,45,27,4,10,9,2,2,0,1,0,0,0,0,0,0,0
EL_240402,Αφετών,2623,1840,30,4,892,675,95,44,63,22,5,4,1,1,3,1,0,0,0,0,0,0,0,0,0
EL_240101,Βόλου,59776,45621,1281,343,17476,15970,4593,1810,2595,689,395,123,120,81,49,20,63,13,0,0,0,0,0,0,0
EL_240301,Ζαγοράς,4732,3301,52,29,1309,1321,314,76,140,19,13,7,10,4,2,2,2,1,0,0,0,0,0,0,0
EL_240105,Ιωλκού,2470,1942,21,15,738,683,236,94,105,22,16,3,1,3,1,0,3,1,0,0,0,0,0,0,0
EL_240502,Κάρλας,5916,4999,83,17,2449,1850,256,140,106,21,35,18,9,5,5,2,1,2,0,0,0,0,0,0,0
EL_240503,Κεραμιδίου,1608,1185,24,9,464,520,91,23,34,8,5,0,2,3,1,1,0,0,0,0,0,0,0,0,0
EL_240106,Μακρινίτσης,834,676,15,4,267,244,73,31,25,4,6,1,1,0,2,0,2,1,0,0,0,0,0,0,0
EL_240403,Μηλεών,3424,2695,56,15,1420,836,108,118,72,31,17,4,6,5,0,3,3,1,0,0,0,0,0,0,0
EL_240302,Μουρεσίου,3550,2492,47,9,1272,910,83,60,67,10,10,5,4,3,2,6,4,0,0,0,0,0,0,0,0
EL_240107,Νέας Αγχιάλου,5499,4692,81,30,2282,1659,263,127,137,35,37,11,10,11,6,1,2,0,0,0,0,0,0,0,0
EL_240108,Νέας Ιωνίας (Θεσσαλιας),25260,20189,620,146,6249,7684,2913,808,1122,275,111,64,80,30,44,18,19,6,0,0,0,0,0,0,0
EL_240109,Πορταριάς,2726,2318,56,6,871,916,195,86,99,32,34,8,5,2,6,0,0,2,0,0,0,0,0,0,0
EL_240203,Πτελεού,3224,2592,47,10,1267,910,147,70,96,25,7,0,6,5,1,0,1,0,0,0,0,0,0,0,0
EL_240404,Σηπιάδος,2553,1917,37,14,835,715,124,62,73,22,20,2,5,2,2,1,2,1,0,0,0,0,0,0,0
EL_250100,Σκιάθου,4739,3691,102,18,1659,1280,227,180,128,46,11,9,13,5,5,2,3,3,0,0,0,0,0,0,0
EL_250300,Σκοπέλου,5315,3619,68,23,1489,1165,613,60,123,28,17,5,12,4,8,0,3,1,0,0,0,0,0,0,0
EL_240204,Σούρπης,3820,2874,48,21,1332,912,403,43,64,16,11,6,6,2,4,1,3,2,0,0,0,0,0,0,0
EL_240405,Τρικερίου,1641,1226,31,4,537,479,49,75,20,9,7,4,1,0,5,3,2,0,0,0,0,0,0,0,0
EL_240501,Φερών (Θεσσαλιας),6323,5465,76,19,3153,1685,195,118,130,25,39,8,6,6,1,1,2,1,0,0,0,0,0,0,0
EL_440202,Αβίας,3277,2707,31,22,1705,643,93,65,119,11,5,5,2,4,1,0,1,0,0,0,0,0,0,0,0
EL_440602,Αετού (Πελοποννησου),4384,2477,27,9,1212,892,141,50,109,16,4,2,4,2,4,0,5,0,0,0,0,0,0,0,0
EL_440302,Αιπείας,3253,2223,18,9,1058,819,101,44,148,8,2,6,2,5,3,0,0,0,0,0,0,0,0,0,0
EL_440402,Ανδανίας,5776,2961,33,11,1709,870,133,86,74,16,10,13,0,3,1,0,1,1,0,0,0,0,0,0,0
