gisco_id,name,registered,turnout,invalid,blank,Ν.Δ. (1974),ΠΑ.ΣΟ.Κ.,Κ.Κ.Ε.,ΛΑ.Ο.Σ.,ΣΥ.ΡΙΖ.Α.,Ο.Π.,ΔΗ.ΑΝΑ.,Ε.Κ.,Κ.Κ.Ε. (μ-λ),ΕΝ.ΑΝΤΙ.Α.,Μ.-Λ. Κ.Κ.Ε.,Α.Σ.Κ.Ε.,ΦΙ.ΣΥ.,Ο.Α.Κ.Κ.Ε.,Κ.Φ.,Ε.Ο. (1986),Φ.Α.Δ.,Π.Α.Α.,Δ.Π.Ε. [Δημοκρατική Παγκόσμιος Ελλάς],Ν.Κ.Σ.Χ.Δ.,Ανεξ.
EL_370103,Μεσσάτιδος,9052,7791,169,39,2381,4058,525,180,263,67,39,19,15,15,5,5,10,1,0,0,0,0,0,0,0
EL_370303,Μόβρης,5484,4552,48,19,1871,2302,112,55,95,19,13,1,6,6,2,2,1,0,0,0,0,0,0,0,0
EL_370504,Παΐων,2912,1948,20,5,843,775,141,44,92,12,9,2,2,1,1,0,1,0,0,0,0,0,0,0,0
EL_370104,Παραλίας (Δυτικης Ελλαδας),5995,5031,111,17,1514,2429,427,142,251,59,42,10,14,8,2,1,3,1,0,0,0,0,0,0,0
EL_370101,Πατρέων,121916,96643,2084,549,32408,40471,9029,2712,6363,1281,837,243,171,239,93,46,91,26,0,0,0,0,0,0,0
EL_370105,Ρίου,10571,8846,148,52,3356,3742,566,211,550,110,57,18,9,18,3,1,2,3,0,0,0,0,0,0,0
EL_370206,Συμπολιτείας,6818,5400,92,18,1971,2497,384,120,240,36,18,7,4,5,3,3,2,0,0,0,0,0,0,0,0
EL_370404,Τριταίας,6176,5245,41,10,931,4023,102,32,81,5,12,1,1,3,0,1,2,0,0,0,0,0,0,0,0
EL_370401,Φαρρών,7770,6385,81,26,1971,3763,208,127,139,18,19,8,5,8,6,1,5,0,0,0,0,0,0,0,0
EL_370304,Ωλένιας,7678,6286,73,16,2034,3631,211,109,139,33,16,5,5,5,4,0,3,2,0,0,0,0,0,0,0
EL_470200,Αγίας Βαρβάρας (Αττικης),22406,17888,455,115,4405,8115,2268,807,1062,221,128,64,90,27,47,8,22,16,17,0,19,0,0,0,2
EL_460200,Αγίας Παρασκευής (Αττικης),34824,28563,415,252,11489,8478,2465,1272,2867,608,346,120,52,74,19,8,55,6,20,0,16,0,0,0,1
EL_480200,Αγίου Δημητρίου (Αττικης),41128,34042,775,233,10547,12398,4301,1715,2716,499,342,174,120,62,50,17,42,8,22,0,21,0,0,0,0
EL_470301,Αγίων Αναργύρων (Αττικης),24821,19125,435,156,5968,6992,2472,1015,1389,273,147,96,69,42,20,8,15,6,12,0,10,0,0,0,0
EL_470400,Αιγάλεω,62459,46971,1126,325,13923,17273,6717,2307,3590,671,332,215,181,86,65,11,43,15,37,0,54,0,0,0,0
EL_480300,Αλίμου,27224,21927,407,164,8433,6715,1925,1113,2244,415,205,96,59,37,25,3,38,7,16,0,18,0,0,0,7
EL_460100,Αμαρουσίου,42879,34811,673,221,13222,10810,3102,1601,3554,704,410,164,85,97,38,10,61,11,29,0,12,1,0,0,6
EL_480501,Αργυρούπολης,22937,19299,372,173,5970,6937,2301,973,1701,347,204,77,75,42,37,11,36,14,19,0,10,0,0,0,0
EL_460300,Βριλησσίων,17088,14565,259,113,5802,4312,1219,572,1612,342,154,47,29,25,10,6,34,6,10,0,13,0,0,0,0
EL_450200,Βύρωνος,43751,32412,656,183,10603,10371,4447,1584,3257,503,303,171,98,66,25,9,66,11,31,0,28,0,0,0,0
EL_450300,Γαλατσίου,33996,28366,622,223,8512,10537,3544,1258,2562,462,230,139,80,71,32,8,35,4,22,0,23,2,0,0,0
EL_480400,Γλυφάδας,54036,43812,1018,353,17915,12889,3953,2182,3661,836,373,204,108,85,50,22,80,10,46,0,23,0,4,0,0
EL_450401,Δάφνης,20531,14154,267,76,4845,4613,1724,754,1294,220,166,57,34,28,20,3,14,5,18,0,10,0,1,0,5
EL_460502,Εκάλης (Αττικης),4083,3309,46,24,2251,410,94,140,194,77,35,4,4,3,0,0,20,0,3,0,4,0,0,0,0
EL_480502,Ελληνικού,10694,8729,223,59,2757,2801,1170,423,914,164,99,40,25,17,9,2,7,3,8,0,8,0,0,0,0
EL_450500,Ζωγράφου,48612,38022,754,253,13569,12131,4047,1892,3693,659,467,153,86,116,49,12,60,14,28,0,29,0,0,0,10
EL_450600,Ηλιουπόλεως,55299,45115,956,423,14302,15270,5605,1948,4493,772,505,246,131,145,103,78,64,9,33,0,32,0,0,0,0
EL_460400,Ηρακλείου (Αττικης),32528,26943,476,195,8730,9276,3311,1190,2568,456,279,154,93,81,44,10,27,9,23,0,21,0,0,0,0
EL_470500,Ιλίου,46301,38037,1013,305,11508,14349,4847,1851,2761,536,267,183,146,101,54,8,33,11,26,0,27,0,0,0,11
EL_450700,Καισαριανής,25901,18269,392,124,5074,5829,3341,1032,1855,215,142,91,65,32,25,7,18,5,13,0,9,0,0,0,0
EL_480100,Καλλιθέας (Αττικης),78936,56976,1595,522,17846,20393,6916,3178,4185,853,520,301,230,118,106,26,70,17,44,0,56,0,0,0,0
EL_470302,Καματερού,15506,13265,390,81,3788,4980,1853,820,878,164,86,66,50,28,21,7,17,6,19,0,11,0,0,0,0
EL_460501,Κηφισιάς,33626,27389,492,241,13376,6601,1844,1338,2252,625,276,93,47,49,20,6,76,10,16,0,20,0,0,0,7
EL_460602,Λυκοβρύσεως,5903,4946,105,33,1551,1715,588,292,432,98,47,31,17,16,5,1,6,2,6,0,1,0,0,0,0
EL_461001,Μελισσίων,12476,10523,209,75,3865,3162,1203,476,1095,197,106,44,24,14,11,1,28,1,6,0,6,0,0,0,0
EL_460700,Μεταμορφώσεως,17619,14999,358,93,4618,5408,2229,702,1002,198,143,73,61,29,16,6,25,5,22,0,11,0,0,0,0
EL_480601,Μοσχάτου,20146,14921,348,126,5007,5350,1498,767,1225,251,127,79,40,39,20,1,16,5,11,0,10,0,0,0,1
EL_460503,Νέας Ερυθραίας,10540,8758,189,60,3022,3294,750,380,718,166,72,37,16,18,9,4,12,0,7,0,4,0,0,0,0
EL_460800,Νέας Ιωνίας (Αττικης),47582,36818,828,275,9762,13246,6471,1608,3185,570,310,187,138,71,53,13,42,12,27,0,20,0,0,0,0
EL_461002,Νέας Πεντέλης,4559,3832,88,37,1385,1084,362,161,517,86,52,17,11,10,2,0,13,2,3,0,2,0,0,0,0
EL_480700,Νέας Σμύρνης,51540,38119,666,281,13393,11688,3908,1860,4547,788,447,167,91,130,42,14,48,12,20,0,17,0,0,0,0
EL_450801,Νέας Φιλαδέλφειας,21717,16844,424,119,5024,5736,2386,846,1634,267,117,97,54,42,25,5,31,7,18,0,12,0,0,0,0
EL_450802,Νέας Χαλκηδόνος,8918,7101,157,52,2380,2505,793,359,597,108,45,28,15,24,10,1,19,1,2,0,5,0,0,0,0
EL_461102,Νέου Ψυχικού,10260,7644,122,73,3304,2029,578,353,804,180,93,30,12,27,6,3,13,2,9,0,6,0,0,0,0
EL_480800,Παλαιού Φαλήρου,46933,35467,709,288,14994,9874,2885,1966,3129,763,373,160,69,83,38,8,68,7,22,0,31,0,0,0,0
EL_460902,Παπάγου,12431,10144,146,89,5914,1675,377,593,869,214,165,22,3,16,7,3,40,2,5,0,4,0,0,0,0
EL_461003,Πεντέλης,4081,3391,59,39,1538,829,231,179,327,104,51,4,9,7,3,1,6,1,0,0,3,0,0,0,0
EL_470100,Περιστερίου,108841,83410,2025,619,24660,30051,12259,4114,6368,1307,598,430,374,169,128,31,90,29,84,0,74,0,0,0,0
EL_470600,Πετρουπόλεως,33701,27664,657,243,7742,9574,4265,1476,2557,412,280,171,81,86,41,9,18,7,23,0,22,0,0,0,0
EL_460601,Πεύκης,13414,11467,165,92,4191,3684,1039,509,1246,228,144,65,17,32,8,0,28,3,6,0,7,0,0,0,3
EL_480602,Ταύρου,17126,11088,255,92,3096,3985,1736,669,838,145,93,65,41,14,17,7,10,5,10,0,10,0,0,0,0
EL_450402,Υμηττού,11036,8025,114,57,2492,2863,1008,309,811,130,84,41,36,28,11,6,21,3,5,0,6,0,0,0,0
EL_461103,Φιλοθέης (Αττικης),6832,5247,75,44,3144,872,172,226,451,152,54,16,5,11,2,0,17,1,2,0,3,0,0,0,0
EL_470700,Χαϊδαρίου,31657,26295,529,163,8837,8755,3621,1252,2155,407,197,132,80,54,21,7,29,10,21,0,23,2,0,0,0
EL_461200,Χαλανδρίου,47391,37546,734,270,14287,11347,3410,1762,3970,775,398,173,94,135,42,10,87,6,24,0,22,0,0,0,0
EL_460901,Χολαργού,23002,18880,327,133,7333,5411,1778,835,2146,375,275,81,43,62,19,5,35,5,12,0,4,0,0,0,1
EL_461101,Ψυχικού,9983,7558,127,71,4362,1255,295,348,686,260,66,23,3,14,1,2,38,3,2,0,2,0,0,0,0
EL_071302,Αγίου Αθανασίου,12891,11375,177,65,5264,3865,622,695,341,99,144,37,30,4,15,0,10,3,4,0,0,0,0,0,0
EL_070302,Αγίου Γεωργίου (Κεντρικης Μακεδονιας),3835,3324,61,15,1794,998,184,105,87,29,37,4,4,1,2,0,1,0,2,0,0,0,0,0,0
EL_070402,Αξιού,7012,6117,152,45,2514,2055,658,295,216,58,62,22,21,3,7,0,5,0,4,0,0,0,0,0,0
EL_070303,Απολλωνίας,5111,4196,67,19,1846,1668,326,117,88,15,25,6,9,2,3,0,3,0,2,0,0,0,0,0,0
EL_070304,Αρέθουσας,6067,4461,61,16,2378,1479,188,181,78,27,34,4,6,6,3,0,0,0,0,0,0,0,0,0,0
EL_070902,Ασσήρου,4505,3664,55,20,1652,1315,252,178,73,26,67,8,8,5,2,0,0,0,3,0,0,0,0,0,0
EL_070602,Βασιλικών,8709,7604,156,40,3470,2426,566,353,324,79,139,13,10,9,7,0,8,2,2,0,0,0,0,0,0
EL_070903,Βερτίσκου,4767,3922,71,24,1616,1317,259,191,197,31,177,11,15,0,4,0,7,0,2,0,0,0,0,0,0
EL_070305,Εγνατίας (Κεντρικης Μακεδονιας),4081,3386,60,11,1635,1255,184,102,69,13,32,11,4,1,3,0,0,1,5,0,0,0,0,0,0
EL_070502,Επανομής,7711,6811,136,25,3162,2132,447,432,245,65,104,15,20,5,12,0,8,1,2,0,0,0,0,0,0
EL_070401,Εχεδώρου,18474,15945,473,102,6003,5970,1326,894,547,203,239,43,88,12,17,0,15,5,8,0,0,0,0,0,0
EL_070501,Θερμαϊκού,11333,9896,306,85,3638,3421,786,642,590,190,128,31,28,8,17,0,11,3,12,0,0,0,0,0,0
EL_070601,Θέρμης,12760,11249,230,61,4474,3703,1004,673,624,185,177,45,39,14,6,0,8,2,4,0,0,0,0,0,0
EL_071402,Καλλιθέας (Κεντρικης Μακεδονιας),6670,5696,154,37,2433,2018,422,250,183,59,60,40,23,1,4,0,6,3,3,0,0,0,0,0,0
EL_070904,Καλλινδοίων,5549,4522,70,20,2223,1362,423,151,164,29,35,9,13,3,10,0,5,1,4,0,0,0,0,0,0
EL_070905,Κορωνείας,5964,5070,73,22,2406,1882,263,184,119,32,42,15,12,4,8,0,3,2,3,0,0,0,0,0,0
EL_071301,Κουφαλίων,10556,9000,154,37,3485,3591,875,370,280,65,72,27,18,8,4,0,6,3,5,0,0,0,0,0,0
EL_070901,Λαγκαδά,16866,14239,339,100,6921,4621,692,741,367,114,203,40,54,6,13,0,16,5,7,0,0,0,0,0,0
EL_070906,Λαχανά,6207,5229,146,23,2472,1715,278,316,132,43,57,5,19,2,14,0,2,2,3,0,0,0,0,0,0
EL_070306,Μαδύτου,3178,2738,38,7,1176,1028,247,93,79,22,31,6,8,1,1,0,0,0,1,0,0,0,0,0,0
EL_070503,Μηχανιώνας,8138,7080,185,44,2682,2596,515,493,230,109,164,18,15,9,12,0,3,3,2,0,0,0,0,0,0
EL_070603,Μίκρας,8159,7309,150,66,2926,2273,680,407,497,90,148,23,22,5,6,0,11,1,4,0,0,0,0,0,0
EL_071403,Μυγδονίας,7702,6224,137,73,2921,1707,548,356,266,54,88,20,32,7,3,0,11,0,1,0,0,0,0,0,0
EL_071201,Πανοράματος,9880,8385,136,70,4278,1880,512,427,624,194,179,33,8,6,4,0,30,0,4,0,0,0,0,0,0
EL_071202,Πυλαίας,12401,10845,292,86,4256,2995,1201,684,764,211,220,38,28,22,17,0,21,4,6,0,0,0,0,0,0
EL_070301,Ρεντίνας,5176,4414,49,26,2012,1532,415,106,189,18,34,7,10,5,4,0,3,2,2,0,0,0,0,0,0
EL_070907,Σοχού,8464,6867,104,32,3639,2269,231,228,149,30,125,23,14,2,5,0,6,5,5,0,0,0,0,0,0
EL_070403,Χαλάστρας,9005,7892,157,59,3156,2368,1037,490,376,63,93,28,35,5,13,0,8,2,2,0,0,0,0,0,0
EL_071303,Χαλκηδόνος,9271,7968,154,49,3638,2595,727,373,252,38,72,19,19,6,14,0,4,3,5,0,0,0,0,0,0
EL_071203,Χορτιάτη,12139,10241,295,58,3910,3133,1207,593,567,125,202,49,44,16,19,0,12,3,8,0,0,0,0,0,0
EL_071401,Ωραιοκάστρου,10085,8900,227,76,3917,2489,693,578,525,132,145,36,35,10,18,0,10,5,4,0,0,0,0,0,0
EL_510402,Αγίου Ιωάννου Ρέντη,13432,10026,292,60,2956,3874,1220,552,633,155,74,55,53,39,23,7,10,11,12,0,0,0,0,0,0
EL_520102,Αμπελακίων (Αττικης),6441,5161,124,43,2067,1860,360,333,200,57,43,20,15,6,9,6,7,7,4,0,0,0,0,0,0
EL_510202,Δραπετσώνας,14666,10831,281,73,2735,4243,1734,545,791,131,80,65,49,8,45,4,13,24,10,0,0,0,0,0,0
EL_510201,Κερατσινίου,60972,44861,1215,290,13188,16787,6187,2213,2962,711,428,271,208,112,101,31,45,62,50,0,0,0,0,0,0
EL_510300,Κορυδαλλού,48317,37072,874,246,10807,13561,5349,1890,2864,585,256,239,122,97,61,14,41,22,44,0,0,0,0,0,0
EL_510401,Νικαίας,86670,57597,1550,397,15821,20471,10375,2989,3859,846,372,294,203,122,128,19,66,19,66,0,0,0,0,0,0
EL_510500,Περάματος (Αττικης),23156,17071,509,150,5545,6209,2196,838,950,247,133,96,61,32,42,9,19,13,22,0,0,0,0,0,0
EL_520101,Σαλαμίνας,23230,19199,474,138,8126,6927,1027,1425,575,182,106,71,42,17,28,10,17,11,23,0,0,0,0,0,0
EL_280502,Ακραιφνίας,3043,2650,54,8,1267,1034,125,62,53,22,4,3,4,3,6,4,1,0,0,0,0,0,0,0,0
EL_280201,Αλιάρτου,5992,5045,112,22,1808,2345,297,154,193,33,34,14,8,7,6,5,4,3,0,0,0,0,0,0,0
EL_280302,Αντικύρας,1733,1563,33,4,631,641,95,28,89,22,7,4,4,2,2,0,0,1,0,0,0,0,0,0,0
EL_280303,Αραχόβης,2794,2324,34,21,1140,740,145,56,106,35,27,6,4,2,4,1,3,0,0,0,0,0,0,0,0
EL_280402,Βαγίων,3355,2677,59,15,1143,1012,139,119,137,12,11,13,4,7,3,2,1,0,0,0,0,0,0,0,0
EL_280102,Δαύλειας,2504,1970,40,7,869,757,108,74,64,14,12,5,4,6,4,2,3,1,0,0,0,0,0,0,0
EL_280602,Δερβενοχωρίων,2073,1842,28,7,921,709,56,56,33,9,13,1,4,1,2,0,1,1,0,0,0,0,0,0,0
EL_280301,Διστόμου,3062,2592,43,16,1031,1142,172,36,97,18,9,5,4,8,3,3,2,3,0,0,0,0,0,0,0
EL_280202,Θεσπιέων,5768,4608,65,20,1996,1717,374,132,192,31,43,11,9,10,3,4,1,0,0,0,0,0,0,0,0
EL_280401,Θηβαίων,19997,15579,432,90,5923,6018,1184,746,788,132,107,33,41,21,27,15,17,5,0,0,0,0,0,0,0
EL_280403,Θίσβης,4795,3359,44,11,1153,1343,453,78,173,15,38,10,26,3,7,1,2,2,0,0,0,0,0,0,0
EL_280103,Κορώνειας,5231,4231,62,24,1704,1819,240,105,184,29,23,7,6,13,5,4,2,4,0,0,0,0,0,0,0
EL_280104,Κυριακίου,2260,1931,24,3,920,698,140,26,88,11,8,3,2,3,3,1,1,0,0,0,0,0,0,0,0
EL_280101,Λεβαδέων,18548,15447,363,103,5560,5571,1817,561,1010,149,116,32,50,59,19,17,16,4,0,0,0,0,0,0,0
EL_280604,Οινοφύτων,4561,3993,93,12,1684,1499,345,162,111,21,20,16,10,8,6,2,4,0,0,0,0,0,0,0,0
EL_280501,Ορχομενού,10541,8467,139,42,3249,3780,528,260,327,52,27,13,19,8,11,5,5,2,0,0,0,0,0,0,0
EL_280404,Πλαταιών,5246,4215,97,23,1633,1696,356,115,184,29,25,6,12,12,17,2,6,2,0,0,0,0,0,0,0
EL_280601,Σχηματαρίου,4136,3751,66,16,1539,1478,278,149,137,29,22,15,8,6,0,4,1,3,0,0,0,0,0,0,0
EL_280605,Τανάγρας,3033,2617,39,9,1232,1026,81,115,62,14,18,4,6,4,2,2,3,0,0,0,0,0,0,0,0
EL_280105,Χαιρωνείας,2578,2012,19,13,902,801,81,89,71,5,7,5,2,6,0,2,9,0,0,0,0,0,0,0,0
EL_150102,Αβδέλλας,507,322,0,3,147,135,18,7,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EL_150104,Βεντζίου,4301,3248,56,15,1613,1253,129,68,68,14,12,6,6,4,4,0,0,0,0,0,0,0,0,0,0
EL_150105,Γόργιανης,2301,1617,26,4,697,649,119,32,50,10,22,3,1,0,2,0,1,0,1,0,0,0,0,0,0
EL_150101,Γρεβενών,15091,11042,205,68,5084,4103,703,347,307,66,91,20,17,10,6,0,7,2,6,0,0,0,0,0,0
EL_150201,Δεσκάτης,6296,4572,79,18,1762,2073,403,75,81,24,20,4,11,8,6,0,3,2,3,0,0,0,0,0,0
EL_150106,Δοτσικού,475,257,2,0,116,91,31,2,8,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
EL_150107,Ηρακλεωτών,3764,2777,49,14,1348,995,213,55,62,15,11,6,3,0,6,0,0,0,0,0,0,0,0,0,0
EL_150108,Θεόδωρου Ζιάκα,4922,3315,34,12,1302,1361,316,95,123,14,32,1,6,5,1,0,8,2,3,0,0,0,0,0,0
EL_150103,Αγίου Κοσμά,2859,1894,19,16,895,692,129,72,34,7,21,3,1,0,3,0,1,0,1,0,0,0,0,0,0
EL_150109,Μεσολουρίου,205,147,0,1,55,56,24,1,4,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
EL_150110,Περιβολίου,468,332,2,1,168,112,18,11,14,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EL_150111,Σαμαρίνας,650,439,1,1,307,76,17,11,19,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
EL_150112,Σμίξης,661,504,5,0,216,184,58,7,25,1,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0
EL_150113,Φιλιππαίων,527,358,6,2,140,147,37,14,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EL_150202,Χασίων (Δυτικης Μακεδονιας),2810,2054,20,9,812,900,195,55,36,11,7,3,0,0,5,0,0,0,1,0,0,0,0,0,0
EL_020202,Δοξάτου,13298,9277,185,60,4088,3890,356,263,243,45,66,18,20,10,12,0,7,4,10,0,0,0,0,0,0
EL_020101,Δράμας,48625,36269,805,320,16367,12769,1882,1658,1492,321,349,83,72,60,32,0,25,8,26,0,0,0,0,0,0
EL_020201,Καλαμπακίου,7570,5804,85,42,2805,2177,197,233,162,26,49,6,8,3,2,0,4,2,3,0,0,0,0,0,0
EL_020300,Κάτω Νευροκοπίου,12756,8367,102,27,4499,2950,200,248,216,47,43,10,8,2,3,0,7,3,2,0,0,0,0,0,0
EL_020402,Νικηφόρου,6686,4417,87,22,2428,1424,130,167,72,35,24,10,4,2,3,0,2,3,4,0,0,0,0,0,0
EL_020401,Παρανεστίου,3081,1735,32,8,885,663,38,61,24,13,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0
EL_020501,Προσοτσάνης,17089,11125,153,55,5705,3815,467,383,298,73,80,24,14,27,13,0,5,5,8,0,0,0,0,0,0
EL_020102,Σιδηρονέρου,1101,848,12,6,381,308,36,56,37,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_020502,Σιταγρών,7128,5149,62,20,2319,2171,245,169,86,28,24,5,5,4,3,0,3,1,4,0,0,0,0,0,0
EL_610200,Αγαθονησίου,274,148,0,2,79,50,13,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EL_690102,Αρχαγγέλου,6893,5474,118,31,1806,2979,328,63,110,0,11,6,8,1,1,5,5,2,0,0,0,0,0,0,0
EL_610300,Αστυπαλαίας,1824,1023,14,4,417,498,25,16,39,0,0,2,3,2,1,0,1,1,0,0,0,0,0,0,0
EL_690103,Αταβύρου,4630,3233,54,26,1092,1748,130,63,87,0,7,7,7,2,2,3,4,1,0,0,0,0,0,0,0
EL_690104,Αφάντου,5564,4919,86,37,2384,2096,100,107,60,0,13,11,7,2,4,3,7,2,0,0,0,0,0,0,0
EL_640102,Δικαίου,5911,4041,108,38,1084,2366,128,115,130,0,20,17,6,7,7,4,9,2,0,0,0,0,0,0,0
EL_640103,Ηρακλειδών,7215,5489,102,57,2084,2582,323,108,174,0,21,9,5,5,2,3,12,2,0,0,0,0,0,0,0
EL_690105,Ιαλυσού,6025,5022,109,38,1968,2354,156,233,117,0,19,9,5,1,1,4,8,0,0,0,0,0,0,0,0
EL_690106,Καλλιθέας (Νοτιου Αιγαιου),6910,5866,127,54,3051,2101,150,157,141,0,28,25,6,8,4,3,10,1,0,0,0,0,0,0,0
EL_610100,Καλυμνίων,20564,11748,211,57,4871,5364,539,204,267,0,137,28,23,14,11,7,13,2,0,0,0,0,0,0,0
EL_690107,Καμείρου,5565,4400,89,34,1587,2102,311,70,161,0,12,9,8,4,7,0,5,1,0,0,0,0,0,0,0
EL_620101,Καρπάθου,7189,4152,42,26,1933,1878,81,63,98,0,9,5,3,6,2,4,2,0,0,0,0,0,0,0,0
EL_620200,Κάσου,1751,886,13,4,442,394,14,6,8,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0
EL_640101,Κω,15299,11055,280,126,3891,5208,403,439,525,0,62,25,35,15,17,6,20,3,0,0,0,0,0,0,0
EL_610400,Λειψών,1115,97,1,1,53,26,6,4,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
EL_610500,Λέρου,8990,5265,203,49,2219,2308,170,139,87,0,24,11,14,6,15,8,8,4,0,0,0,0,0,0,0
EL_690108,Λινδίων,4647,3396,67,27,1393,1559,100,104,113,0,15,4,3,1,3,1,5,1,0,0,0,0,0,0,0
EL_690200,Μεγίστης,1534,432,13,2,162,202,23,16,10,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
EL_640200,Νισύρου,2170,870,11,6,272,507,18,8,38,0,3,1,2,1,1,0,2,0,0,0,0,0,0,0,0
EL_690109,Νότιας Ρόδου,5278,3304,33,19,1420,1492,127,52,140,0,4,6,1,4,1,2,3,0,0,0,0,0,0,0,0
EL_620102,Ολύμπου (Νοτιου Αιγαιου),1123,562,4,1,166,358,21,3,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
EL_610600,Πάτμου,3169,2215,59,22,854,966,163,40,69,0,20,7,5,0,1,4,5,0,0,0,0,0,0,0,0
EL_690110,Πεταλούδων,10728,8647,185,84,3466,3902,453,258,199,0,32,17,15,7,4,7,15,3,0,0,0,0,0,0,0
EL_690101,Ρόδου,38101,27588,670,300,11850,11156,1087,1045,1024,0,168,124,58,21,22,12,45,6,0,0,0,0,0,0,0
EL_690300,Σύμης,4418,2189,55,21,780,1107,70,52,73,0,11,3,5,3,1,4,4,0,0,0,0,0,0,0,0
EL_690400,Τήλου,1020,639,17,5,227,320,49,9,7,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
EL_690500,Χάλκης,653,389,7,4,179,166,16,8,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_290402,Αιδηψού,5845,5251,100,29,1814,2283,451,174,251,67,31,12,20,4,8,1,5,1,0,0,0,0,0,0,0
EL_290302,Αμαρυνθίων,6925,5653,104,14,3062,1762,279,151,176,38,35,17,5,2,2,0,5,1,0,0,0,0,0,0,0
EL_290102,Ανθηδώνος,4231,3652,74,24,1562,1405,231,127,154,41,16,8,7,1,1,0,1,0,0,0,0,0,0,0,0
EL_290403,Αρτεμισίου,4639,3671,84,35,1623,1324,304,106,145,24,13,3,4,1,1,2,2,0,0,0,0,0,0,0,0
EL_290103,Αυλίδος,5798,4940,82,17,2096,1865,330,228,187,51,25,27,12,5,10,2,2,1,0,0,0,0,0,0,0
EL_290602,Αυλώνος (Στερεας Ελλαδας),6228,4836,80,33,1736,2252,338,102,195,30,25,10,11,11,5,4,3,1,0,0,0,0,0,0,0
EL_290202,Διρφύων,7323,6325,117,23,3111,2381,295,127,159,28,28,13,11,15,6,7,2,2,0,0,0,0,0,0,0
EL_290603,Διστύων,5219,4231,61,24,1372,2258,216,98,130,29,19,6,9,1,4,0,1,3,0,0,0,0,0,0,0
EL_290701,Ελυμνίων,5678,4439,123,42,1532,1905,345,121,256,43,25,9,14,8,6,3,3,4,0,0,0,0,0,0,0
EL_290301,Ερέτριας,5975,4990,109,20,2075,1870,349,251,197,54,24,13,13,3,5,1,5,1,0,0,0,0,0,0,0
EL_290401,Ιστιαίας,8018,6180,173,51,2448,2548,477,175,202,35,18,11,8,10,9,5,7,3,0,0,0,0,0,0,0
EL_290501,Καρύστου,7819,5064,105,38,1992,1921,354,324,199,36,29,15,7,9,9,9,16,1,0,0,0,0,0,0,0
EL_290502,Καφηρέως,797,541,25,5,259,198,12,17,18,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
EL_290702,Κηρέως,7464,5811,186,29,1787,2598,695,104,291,44,22,10,11,10,10,6,4,4,0,0,0,0,0,0,0
EL_290604,Κονιστρών,5097,4012,44,21,1396,1893,323,68,191,29,11,3,9,5,10,2,5,2,0,0,0,0,0,0,0
EL_290605,Κύμης,10693,8099,118,44,3115,3710,404,219,316,64,46,15,10,14,8,3,5,8,0,0,0,0,0,0,0
EL_290104,Ληλαντίων,13371,11174,250,73,4332,4568,836,461,367,100,59,41,29,9,27,5,14,3,0,0,0,0,0,0,0
EL_290404,Λιχάδος,1042,855,10,7,350,389,23,25,39,6,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
EL_290503,Μαρμαρίου,4102,2498,63,13,1351,641,149,190,51,13,7,7,7,0,2,0,4,0,0,0,0,0,0,0,0
EL_290201,Μεσσαπίων,12803,10667,238,72,4479,4570,495,248,362,72,45,31,12,8,10,15,4,6,0,0,0,0,0,0,0
EL_290105,Νέας Αρτάκης,7130,5700,114,35,1955,2509,494,190,263,57,26,23,15,3,8,6,2,0,0,0,0,0,0,0,0
EL_290703,Νηλέως,3323,2485,46,22,970,956,236,48,163,21,5,6,2,1,5,1,1,2,0,0,0,0,0,0,0
EL_290800,Σκύρου,3951,2757,51,20,942,1297,190,70,121,24,14,6,5,6,6,2,2,1,0,0,0,0,0,0,0
EL_290504,Στυρέων,4288,2795,63,11,1403,962,100,73,121,26,16,6,8,2,4,0,0,0,0,0,0,0,0,0,0
EL_290601,Ταμυνέων,9232,7770,115,62,2915,3410,518,163,442,56,31,18,9,10,9,7,5,0,0,0,0,0,0,0,0
EL_290101,Χαλκιδέων,42512,33779,801,253,12775,13388,2436,1280,1848,360,285,147,77,31,40,6,46,6,0,0,0,0,0,0,0
EL_290405,Ωρεών,4286,3200,48,11,1310,1117,456,105,103,13,12,3,5,2,12,0,1,2,0,0,0,0,0,0,0
