gisco_id,name,registered,turnout,invalid,blank,ΠΑ.ΣΟ.Κ.,Ν.Δ. (1974),ΛΑ.Ο.Σ.,Κ.Κ.Ε.,ΣΥ.ΡΙΖ.Α.,Ο.Π.,Κ.Ε.Κ.Α.,ΠΑ.Μ.ΜΕ.,Ο.Ε.,Ε.Ο. (1986),ΦΙ.ΣΥ.,Χ.Α.,Μ.-Λ. Κ.Κ.Ε.,ΑΝΤ.ΑΡ.ΣΥ.Α.,Ε.Κ.,Α.Σ.Κ.Ε.,Ε.Κ.Α.Δ.,Κ.Φ.,Ε.Ε.Κ.,ΕΛ.ΕΝ.,Ο.Τ.,Κ.Π.Σ.Κ.,Ο.Α.Κ.Κ.Ε.,Λ.Ε.Υ.Κ.Ο.,ΠΑ.ΝΑ.Κ,Κ.Ν.
EL_030101,Αλεξανδρούπολης,44133,24671,439,419,8588,8151,2119,1418,922,843,437,299,206,143,165,95,69,69,62,58,39,29,28,23,21,21,8,0,0,0
EL_030301,Ορεστιάδος,22917,12202,206,181,4005,4977,1017,401,287,365,134,107,114,62,57,54,34,26,32,24,47,11,15,16,8,16,6,0,0,0
EL_030304,Τριγώνου,11553,5668,94,59,2440,2132,270,165,123,120,70,19,38,24,15,24,11,9,9,8,11,4,4,10,3,3,3,0,0,0
EL_030302,Βύσσας,9829,5804,118,94,1888,2407,421,249,104,168,48,39,40,42,16,39,11,13,15,15,30,8,13,6,4,9,7,0,0,0
EL_030502,Ορφέα,7687,4212,71,186,1574,1429,238,255,67,90,58,23,21,14,17,21,20,4,21,16,35,7,18,5,5,5,12,0,0,0
EL_030503,Τυχερού,6426,3584,84,39,1161,1527,269,128,78,79,54,20,26,30,9,15,9,9,10,3,14,5,2,4,2,5,2,0,0,0
EL_030201,Διδυμοτείχου,24684,12112,204,161,3960,5056,940,537,221,284,132,81,102,71,42,66,44,31,42,25,37,13,17,17,9,8,12,0,0,0
EL_030400,Σαμοθράκης,4481,2124,60,28,956,614,86,98,45,74,24,13,20,23,11,6,10,14,6,9,8,6,4,4,2,1,2,0,0,0
EL_030103,Φερών (Ανατολικης Μακεδονιας Και Θρακης),12049,7377,142,90,2799,2566,534,366,211,153,160,57,62,49,25,34,19,17,22,9,20,7,9,6,6,9,5,0,0,0
EL_030303,Κυπρίνου,3735,2245,24,31,939,874,160,44,32,40,28,9,14,8,5,13,5,4,5,3,2,0,1,1,0,2,1,0,0,0
EL_030501,Σουφλίου,9012,5076,93,122,1462,2106,346,335,161,163,77,32,23,26,18,15,14,17,13,10,12,7,8,3,0,8,5,0,0,0
EL_030202,Μεταξάδων,8061,4007,48,32,1402,1911,181,118,60,66,44,19,19,15,18,10,9,5,10,7,11,3,6,3,4,4,2,0,0,0
EL_030102,Τραϊανούπολης,4673,2917,35,38,1251,943,208,125,58,71,86,19,9,19,8,4,5,2,12,4,9,2,2,2,2,3,0,0,0,0
EL_450100,Αθηναίων,528640,241072,2768,2107,70877,71798,22123,22332,16848,10668,1399,3471,1360,1407,4582,2111,408,1790,1497,154,222,315,255,157,74,834,92,779,100,544
EL_071002,Αγίου Παύλου,6072,2976,37,18,1020,634,242,406,199,130,16,101,25,22,27,22,13,16,17,0,4,2,3,0,1,2,2,10,0,7
EL_070101,Θεσσαλονίκης,250813,125156,1736,1244,33505,39953,11601,10227,7738,5477,578,6222,765,606,2069,639,266,532,620,90,132,140,98,73,54,156,50,421,0,164
EL_071103,Πολίχνης,23380,12434,201,129,3968,2909,1211,1843,630,399,119,473,86,53,75,67,41,35,71,10,15,10,15,4,6,13,9,29,0,13
EL_070201,Αμπελοκήπων,25659,12974,223,135,4054,3456,1306,1466,593,513,98,496,73,80,70,77,48,57,66,17,17,15,16,8,5,7,9,49,0,20
EL_070700,Καλαμαριάς,51764,28097,384,264,9280,6614,2518,3182,1822,1273,182,1180,193,143,338,97,83,95,154,25,22,40,27,10,19,27,13,82,0,30
EL_071101,Σταυρουπόλεως,24321,12408,232,94,4276,2816,1195,1428,713,496,83,469,91,71,70,72,36,35,72,7,17,8,19,12,12,15,5,40,0,24
EL_070802,Ελευθερίου - Κορδελιού,17457,8180,115,73,2741,2150,912,842,278,292,63,256,79,57,39,40,40,19,34,13,24,10,15,7,3,6,15,36,0,21
EL_070202,Μενεμένης,11374,6008,92,59,2358,1402,682,533,213,187,52,161,34,29,23,39,23,5,29,9,8,11,5,3,1,9,2,25,0,14
EL_071001,Συκεών,27791,13297,213,142,4493,2767,1177,1691,769,605,110,596,95,83,118,69,42,52,74,12,18,14,19,8,12,18,7,67,0,26
EL_071102,Ευκαρπίας,6183,3091,46,32,1139,792,278,280,93,112,23,95,26,16,17,30,14,10,18,10,5,3,11,3,1,3,1,26,0,7
EL_071003,Νεαπόλεως,25157,11815,186,126,4204,2886,1024,1223,582,413,64,496,83,79,80,80,34,31,70,11,14,14,15,9,5,14,6,44,0,22
EL_070102,Τριανδρίας,8876,4867,72,35,1442,1360,437,599,250,193,34,197,32,27,45,21,15,16,22,6,11,6,6,3,4,1,2,21,0,10
EL_070801,Ευόσμου,32397,17050,288,194,4965,4595,2096,1847,740,669,154,600,149,107,97,92,68,53,102,17,22,25,11,15,9,12,14,79,1,29
EL_071004,Πεύκων,5333,3148,55,31,776,789,337,302,243,202,27,205,23,11,60,15,5,24,16,1,2,1,2,3,0,4,0,10,0,4
EL_520200,Αγκιστρίου,983,497,9,6,133,168,68,32,14,18,16,3,7,9,1,0,1,0,2,1,1,0,0,0,0,2,0,3,1,2
EL_520702,Μεθάνων,2599,1454,12,9,527,550,109,53,44,39,23,12,16,16,6,9,2,3,1,2,3,3,1,3,2,1,0,3,3,2
EL_520701,Τροιζήνος,5700,3246,50,30,924,1470,256,120,93,81,34,25,24,25,11,13,6,11,12,3,10,2,7,2,4,6,2,12,3,10
EL_520300,Αίγινας,13446,6553,78,69,2103,2277,532,352,273,251,178,36,59,59,76,27,15,23,21,3,16,13,6,7,5,20,1,28,3,22
EL_510100,Πειραιώς,170631,74659,910,598,23927,21191,6877,7234,4253,3059,694,1014,564,653,773,680,180,358,572,49,97,110,73,55,20,149,49,275,35,210
EL_520800,Ύδρας,3164,1485,20,23,448,508,97,75,53,46,122,20,5,7,31,5,4,7,3,0,0,2,0,0,0,1,0,3,1,4
EL_520402,Αντικυθήρων,164,56,0,0,16,25,5,4,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EL_520500,Πόρου,4707,2368,26,22,684,968,215,95,66,106,24,20,18,26,31,16,0,6,10,2,5,0,2,0,0,6,2,8,1,9
EL_520401,Κυθήρων,7017,2362,30,24,818,796,172,141,113,81,42,13,23,17,21,9,8,5,13,1,6,4,1,2,2,3,1,10,3,3
EL_520600,Σπετσών,4183,1947,17,13,498,899,108,52,60,96,96,13,11,15,23,9,1,3,7,1,1,3,2,1,2,1,0,10,2,3
EL_380202,Αγγελοκάστρου,3326,1992,23,17,855,796,44,122,37,35,20,3,4,5,6,5,2,5,2,0,2,0,2,1,1,2,1,0,0,2
EL_380500,Θέρμου,10747,5298,74,34,2325,1843,243,279,88,85,127,26,15,29,22,19,10,12,12,4,6,3,8,3,3,25,0,0,0,3
EL_380103,Οινιάδων,11141,6074,64,43,2241,2529,235,365,191,100,72,25,14,62,16,31,11,22,11,5,10,5,9,0,5,3,1,0,0,4
EL_380201,Αγρινίου,46458,23954,362,217,9098,7475,1096,2500,1097,722,238,193,123,123,185,79,99,140,49,18,34,18,22,7,11,22,13,0,0,13
EL_380204,Θεστιέων,8043,4646,77,29,1882,1558,202,450,115,116,59,15,16,23,17,15,15,14,10,7,5,3,5,3,3,2,1,0,0,4
EL_380207,Παναιτωλικού,2135,1269,17,7,529,508,69,44,22,21,19,3,5,2,2,8,2,5,0,1,0,0,2,0,1,1,0,0,0,1
EL_380102,Αιτωλικού,7869,4288,82,48,1753,1454,134,403,139,71,44,23,15,26,17,25,7,12,11,10,1,2,0,3,0,7,1,0,0,0
EL_380402,Ινάχου,8310,4539,69,17,2188,1592,128,238,108,56,29,11,14,7,15,10,7,21,7,10,6,2,1,2,0,0,1,0,0,0
EL_380208,Παραβόλας,5640,3252,38,22,1516,1131,105,183,59,29,49,22,10,12,15,4,6,22,4,2,8,2,2,1,2,3,2,1,0,2
EL_380702,Αλυζίας,4616,2231,23,8,948,797,123,174,39,43,8,6,13,12,7,5,3,1,4,4,2,1,5,2,0,2,1,0,0,0
EL_380303,Παλαίρου,4765,2539,30,27,1019,1017,78,106,93,46,39,14,10,15,8,5,4,6,6,2,1,4,2,1,1,2,1,0,0,2
EL_380209,Παρακαμπυλίων,4513,2155,20,9,925,864,69,66,56,29,47,5,11,7,6,13,6,8,1,1,4,3,1,0,1,2,0,0,0,1
EL_380401,Αμφιλοχίας,13491,7448,80,48,3420,2591,239,495,154,113,57,46,23,35,24,30,10,27,12,6,6,7,5,3,9,3,3,0,0,2
EL_380205,Μακρυνείας,5813,3438,48,23,1253,1535,94,196,59,42,75,12,12,22,10,10,5,16,5,3,4,2,1,2,2,5,0,0,0,2
EL_380604,Πλατάνου,4328,962,17,9,387,329,50,60,18,7,44,8,2,7,6,3,2,6,1,1,1,1,2,0,0,0,1,0,0,0
EL_380301,Ανακτορίου,8693,4933,58,29,1907,1788,169,545,135,68,83,21,21,21,15,22,12,4,7,4,6,4,6,2,2,1,1,0,0,2
EL_380302,Μεδεώνος,6130,3077,38,18,1293,1246,129,133,68,31,18,10,6,14,2,31,9,7,4,5,1,1,8,1,2,2,0,0,0,0
EL_380605,Πυλλήνης,3061,1449,6,4,635,526,49,93,38,41,9,5,5,2,10,3,2,9,0,0,4,0,0,2,1,5,0,0,0,0
EL_380602,Αντιρρίου,2842,1934,23,16,855,608,72,135,78,53,20,14,9,9,13,4,5,6,2,1,1,2,4,0,2,2,0,0,0,0
EL_380403,Μενιδίου,3229,1753,28,14,749,684,65,64,49,29,30,4,4,5,2,6,2,7,3,0,1,1,3,0,0,1,1,0,0,1
EL_380210,Στράτου,7048,4202,36,22,1866,1585,120,328,98,44,18,12,10,9,4,8,9,9,3,2,2,3,5,2,2,2,1,1,0,1
EL_380603,Αποδοτίας,4207,1387,8,11,554,474,62,82,59,31,48,3,4,5,5,3,4,11,9,0,1,2,4,2,0,0,2,0,0,3
EL_380101,Ιεράς Πόλης Μεσολογγίου,17311,9268,166,131,3562,3309,380,619,377,260,110,72,42,62,39,23,17,32,19,7,7,9,6,3,6,4,2,0,0,4
EL_380703,Φυτειών,3357,2037,27,11,921,718,81,142,35,48,7,6,4,7,4,9,2,2,3,2,4,1,1,0,0,2,0,0,0,0
EL_380203,Αρακύνθου,7062,3842,69,19,1517,1621,137,203,51,61,54,7,12,22,6,19,1,18,5,3,1,3,2,2,1,6,0,0,0,2
EL_380601,Ναυπάκτου,16732,8919,107,87,3357,3274,450,443,314,242,178,96,53,62,63,35,22,47,21,12,14,5,10,1,2,21,1,0,0,2
EL_380606,Χάλκειας,3988,2164,35,15,961,703,112,108,62,33,44,16,4,17,6,7,10,8,4,3,3,0,7,2,0,2,0,1,0,1
EL_380701,Αστακού,9502,5008,78,34,1890,1889,221,430,131,99,34,25,25,36,20,42,10,15,4,4,0,7,1,0,3,4,6,0,0,0
EL_380206,Νεάπολης (Δυτικης Ελλαδας),5848,3627,55,36,1738,1282,111,119,67,71,33,15,14,18,7,12,9,12,6,5,8,1,2,1,0,2,2,0,0,1
EL_410202,Αλέας,1619,565,6,9,217,259,28,10,9,7,6,0,0,2,0,3,1,1,2,1,3,0,0,1,0,0,0,0,0,0
EL_410402,Ερμιόνης,3996,2363,22,23,784,889,170,164,97,75,21,8,17,16,8,17,11,12,10,4,1,3,2,2,3,1,2,0,0,1
EL_410207,Μυκηναίων,4701,2810,28,15,1170,1013,96,195,114,77,15,13,11,9,13,9,9,4,5,3,3,2,2,0,1,2,1,0,0,0
EL_410201,Άργους,24385,13074,181,161,4424,4957,835,630,541,465,222,108,85,126,89,45,21,56,38,11,12,18,1,6,6,23,3,0,0,10
EL_410204,Κουτσοποδίου,3689,2240,20,26,738,1081,122,55,44,50,35,8,8,14,5,6,2,2,9,0,3,1,2,0,1,1,1,0,0,6
EL_410101,Ναυπλίέων,13980,7860,106,79,2351,2963,587,482,463,338,70,68,50,51,77,40,9,39,25,6,13,12,8,2,2,8,1,0,0,10
EL_410102,Ασίνης,5075,3006,31,32,980,1388,185,90,59,84,31,5,27,30,18,14,3,3,9,2,2,3,2,0,0,1,0,4,0,3
EL_410401,Κρανιδίου,9208,4631,49,56,1742,1501,297,396,164,118,82,27,30,28,36,36,19,9,13,5,5,7,3,2,2,2,1,0,0,1
EL_410208,Νέας Κίου,2532,1546,20,12,645,426,80,196,55,43,17,4,7,11,8,2,3,3,3,1,4,3,2,0,1,0,0,0,0,0
EL_410301,Ασκληπιείου,5097,3015,45,41,1096,1343,155,98,64,49,31,14,19,7,4,9,2,12,8,4,5,4,1,2,0,0,0,0,0,2
EL_410205,Λέρνας,2721,1699,22,11,706,627,87,58,59,41,14,9,11,12,7,8,0,7,5,1,10,0,1,1,0,1,0,0,0,1
EL_410104,Νέας Τίρυνθας,3518,2102,29,13,855,776,80,108,60,51,37,15,9,18,7,13,3,7,6,2,3,3,1,3,1,0,1,0,0,1
EL_410203,Αχλαδοκάμπου,1219,440,3,5,118,251,18,15,9,7,2,2,2,0,0,3,1,0,1,0,1,0,0,0,1,0,0,0,0,1
EL_410206,Λυρκείας,4349,2299,21,34,765,1055,97,116,73,36,28,12,4,9,7,7,5,6,4,1,5,3,1,2,4,2,0,0,0,2
EL_410302,Επιδαύρου,4144,2243,36,28,650,1109,119,66,56,66,25,9,7,8,16,6,0,26,2,1,1,3,2,1,0,3,0,0,0,3
EL_410103,Μιδέας,6840,4196,36,22,1772,1474,157,345,103,71,72,14,17,29,14,17,11,14,3,1,6,7,3,1,1,4,0,0,0,2
EL_400503,Τυρού,2443,1338,19,34,455,525,61,45,53,51,27,7,12,9,8,3,2,0,5,3,5,4,0,3,3,2,0,0,0,2
EL_400305,Κοντοβαζαίνης,3903,1516,17,14,609,498,88,126,42,28,13,10,5,7,6,6,6,14,9,1,7,3,2,0,0,3,0,0,0,2
EL_100317,Σκυρίτιδας,3280,1277,28,13,451,416,77,100,57,28,45,6,3,5,8,1,8,2,2,1,5,4,4,3,1,5,2,0,0,2
EL_400102,Βαλτετσίου,4148,1496,31,14,535,595,110,76,19,33,32,2,5,5,8,11,5,5,2,1,4,0,0,0,1,1,0,0,0,1
EL_400103,Κορυθίου,3486,1710,23,28,604,638,117,95,59,46,33,7,12,9,14,1,3,7,2,2,4,1,2,0,0,2,1,0,0,0
EL_400107,Τεγέας,6377,2831,38,41,955,1056,209,118,99,111,65,31,15,20,22,10,5,12,5,1,5,2,4,2,2,1,0,0,0,2
EL_400200,Βόρειας Κυνουρίας,15447,7958,103,99,2943,2968,377,418,270,214,166,58,44,47,69,24,14,59,30,5,12,4,11,0,4,9,1,0,0,9
EL_400502,Κοσμά,1242,348,4,4,85,111,31,63,7,6,10,4,2,0,3,3,5,1,1,2,2,0,1,0,0,2,1,0,0,0
EL_400307,Τρικολώνων,1693,794,17,12,309,253,49,53,27,17,9,0,2,1,3,3,3,3,2,4,3,1,1,2,2,16,0,0,0,2
EL_400302,Βυτίνας,3094,1360,20,15,457,445,91,86,58,38,63,25,6,9,13,8,3,6,2,2,5,1,2,0,0,1,1,0,0,3
EL_400306,Λαγκαδίων,3206,1254,13,11,467,423,66,64,96,22,25,14,4,6,9,4,1,15,2,2,4,1,2,0,1,2,0,0,0,0
EL_400101,Τρίπολης,24100,12816,175,173,4206,4318,1179,731,744,443,211,112,91,86,118,47,15,51,35,12,15,7,6,4,5,13,7,0,0,12
EL_400402,Γόρτυνος,2092,939,4,7,348,295,73,91,41,20,26,8,6,4,2,3,1,3,0,0,1,3,1,0,0,1,0,0,0,1
EL_400104,Λεβιδίου,9526,2936,47,27,1216,981,176,132,105,70,68,10,9,14,23,13,3,17,3,2,2,3,3,0,0,5,2,0,0,5
EL_400308,Τροπαίων,6713,3381,59,37,1425,1014,158,310,103,44,104,10,11,12,13,14,8,14,11,4,5,1,4,6,4,3,2,0,0,5
EL_400301,Δημητσάνης,2452,1050,13,9,406,367,66,49,34,26,23,11,6,5,9,1,2,4,8,0,3,1,2,1,0,4,0,0,0,0
EL_400501,Λεωνιδίου,8086,3497,41,29,886,1659,206,237,89,93,92,21,11,25,23,18,17,4,13,2,7,7,3,1,0,9,2,0,0,2
EL_400403,Φαλαισίας,5236,2009,34,21,613,767,281,104,53,25,45,5,9,11,9,9,4,3,3,3,3,2,1,0,1,1,0,0,0,2
EL_400303,Ηραίας,3855,1671,21,9,706,628,82,56,49,25,36,2,5,4,9,10,1,9,7,1,3,1,1,0,0,0,1,1,0,4
EL_400105,Μαντινείας,7643,2025,26,20,792,669,138,128,55,50,46,7,15,14,11,3,11,7,4,4,10,3,3,1,0,2,3,0,0,3
EL_400108,Φαλάνθου,2525,1058,10,8,421,325,83,41,48,19,29,12,28,5,9,3,3,3,4,1,4,0,0,0,1,0,0,0,0,1
EL_400304,Κλείτορος (Πελοποννησου),3989,1710,12,21,639,618,106,138,46,15,35,11,4,11,9,5,3,16,4,2,6,2,1,0,0,2,0,0,0,4
EL_400401,Μεγαλόπολης,9914,4964,66,79,1773,1546,352,447,181,148,167,17,27,36,16,27,11,21,10,6,10,3,3,2,5,7,1,0,0,3
EL_190302,Αγνάντων,5154,2547,21,21,1158,818,89,177,94,45,45,9,8,12,6,5,1,11,9,5,0,1,5,1,2,2,0,0,0,2
EL_190202,Γεωργίου Καραϊσκάκη,4386,2269,32,26,841,919,84,143,56,37,54,16,13,12,6,5,3,5,7,5,0,0,2,0,1,0,2,0,0,0
EL_190104,Ξηροβουνίου,5252,2976,25,34,1064,1191,116,250,140,52,35,5,6,10,12,7,4,6,5,1,0,3,2,0,3,3,1,0,0,1
EL_190301,Αθαμανίας,8103,3972,45,40,1242,1666,183,160,376,47,105,12,10,21,9,10,4,12,6,7,0,1,2,2,3,5,3,0,0,1
EL_190201,Ηρακλείας (Ηπειρου),2859,1386,18,20,453,692,41,47,40,14,16,4,5,7,5,2,1,4,2,2,0,1,3,1,4,3,1,0,0,0
EL_190401,Πέτα,4799,2912,37,42,1098,1046,105,258,140,54,35,13,17,20,5,8,4,12,7,2,0,1,2,1,0,3,1,0,0,1
EL_190102,Αμβρακικού,5606,3349,59,42,1332,1021,96,445,171,59,21,10,10,30,8,5,10,4,7,3,0,1,7,2,2,2,0,0,0,2
EL_190303,Θεοδωριάνων,1157,511,1,4,211,170,24,38,34,6,9,1,4,0,0,1,1,0,2,0,0,0,1,1,0,1,1,0,0,1
EL_190203,Τετραφυλίας,5442,2328,21,16,892,1058,84,63,65,32,42,4,18,4,4,7,1,5,1,5,0,1,4,0,0,1,0,0,0,0
EL_190402,Αράχθου,6704,3976,68,31,1328,1796,211,164,130,74,40,12,24,28,10,13,5,6,9,9,0,1,1,3,2,3,6,0,0,2
EL_190403,Κομμένου,848,527,6,5,212,196,32,10,25,9,11,1,4,4,2,0,0,0,4,1,0,0,0,0,2,2,1,0,0,0
EL_190105,Φιλοθέης (Ηπειρου),6381,3912,42,50,1367,1502,141,329,228,62,79,9,16,13,12,10,12,16,8,5,0,2,1,3,4,1,0,0,0,0
EL_190101,Αρταίων,20101,11576,198,144,3887,4049,504,876,910,362,164,51,63,66,75,35,17,79,22,15,0,11,16,2,7,17,3,0,0,3
EL_190404,Κομποτίου,3839,2189,29,27,696,937,88,169,101,30,30,8,7,9,13,10,6,17,4,2,0,1,2,0,2,0,0,0,0,1
EL_190103,Βλαχερνών,3740,2435,39,15,726,1216,107,116,65,36,42,4,10,12,4,9,6,8,5,3,0,5,1,0,2,2,1,0,0,1
EL_190304,Μελισσουργών,928,354,3,4,135,66,10,67,40,10,7,1,2,2,0,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0
EL_490502,Αγίου Κωνσταντίνου (Αττικης),594,357,7,5,144,72,17,44,10,16,28,3,2,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,2
EL_491304,Καλάμου (Αττικης),2706,1622,20,11,427,704,157,61,27,45,68,16,17,10,12,4,3,2,10,1,5,0,2,0,0,7,1,9,0,3
EL_490306,Ροδοπόλεως,1495,925,13,7,268,282,93,41,49,55,31,16,12,5,15,5,4,2,4,0,1,2,1,2,1,4,1,6,0,5
EL_490301,Αγίου Στεφάνου,6060,3775,44,29,1252,897,342,400,254,202,49,53,21,25,71,13,7,20,17,3,4,9,1,2,2,20,3,15,4,16
EL_491101,Καλυβίων Θορικού,7409,4422,36,20,1469,1172,461,386,266,211,89,44,30,34,52,34,5,16,12,8,6,7,2,2,1,21,0,17,0,21
EL_491105,Σαρωνίδος,1651,975,9,7,228,300,119,57,71,68,17,13,12,9,34,13,0,8,1,0,3,0,1,2,0,0,0,2,1,0
EL_491102,Αναβύσσου,5638,3495,28,38,1165,1144,326,205,152,120,79,21,27,27,38,14,8,10,18,5,5,3,2,2,3,4,2,10,3,36
EL_491305,Καπανδριτίου,2589,1435,11,17,450,398,132,125,98,66,17,12,16,12,28,13,3,4,12,2,0,3,1,3,0,3,1,7,0,1
EL_491201,Σπάτων - Λούτσας,8477,4809,45,55,1382,1645,615,257,204,173,118,48,27,37,39,40,8,13,19,5,10,10,1,7,3,6,6,21,2,13
EL_490902,Ανθούσας,1523,948,7,9,273,262,116,140,39,34,5,8,10,1,4,7,1,6,10,2,1,0,2,0,0,5,0,2,0,4
EL_490503,Κερατέας,9303,3529,81,25,1186,1135,357,284,118,98,66,21,20,25,10,22,5,11,25,2,4,6,1,4,0,6,1,11,0,5
EL_490307,Σταμάτας,1881,1095,8,14,258,372,128,78,52,44,28,21,15,6,29,4,3,4,7,0,7,3,1,0,0,7,0,2,0,4
EL_490302,Ανοίξεως,3529,2155,19,21,632,606,210,187,152,113,22,28,19,13,52,4,3,15,12,1,0,4,4,0,4,9,1,16,0,8
EL_491103,Κουβαρά,1521,865,8,5,266,337,71,39,34,20,39,4,0,8,5,5,1,2,1,2,1,1,2,0,0,2,1,9,0,2
EL_491309,Συκαμίνου,1159,790,12,6,286,274,56,50,28,17,21,8,6,4,2,2,1,1,3,0,1,0,2,0,0,2,2,2,1,3
EL_491202,Αρτέμιδος,12089,7025,80,39,2562,1749,664,680,364,307,127,44,74,62,45,59,21,21,33,10,7,12,11,3,1,4,5,19,2,20
EL_490305,Κρυονερίου,2564,1645,16,6,514,382,146,220,116,83,31,17,15,15,25,5,5,4,11,0,2,5,1,2,2,3,1,9,0,9
EL_491301,Ωρωπίων,6336,4089,53,27,1452,1464,280,253,151,130,68,23,29,26,31,7,13,6,10,3,15,3,5,2,3,13,0,15,1,6
EL_491302,Αυλώνος (Αττικης),3397,2417,43,23,845,877,160,165,41,50,49,21,13,17,19,24,6,17,4,4,5,4,2,1,0,1,0,14,4,8
EL_490400,Κρωπίας,17901,9625,105,78,2817,2854,942,622,387,364,758,134,76,57,116,50,19,30,58,8,10,11,9,6,4,28,6,35,2,39
EL_500501,Άνω Λιοσίων,22729,11031,205,95,4323,2245,940,1307,445,404,224,74,123,105,59,87,47,42,81,21,15,13,20,7,10,14,8,61,9,47
EL_491303,Αφιδνών,2147,1306,12,15,345,458,148,60,89,62,16,22,13,6,16,7,1,5,4,0,7,1,1,1,0,4,0,6,0,7
EL_490501,Λαυρεωτικής,9567,5467,71,41,2111,1321,373,616,269,206,157,27,52,44,24,28,16,29,13,3,7,4,2,4,1,6,4,24,1,13
EL_500200,Ασπροπύργου,22735,9848,139,92,3645,2481,952,1151,311,192,157,67,88,56,52,92,87,20,37,35,16,11,17,12,3,14,14,56,11,40
EL_490101,Αχαρνών,59931,28218,378,243,11027,5678,2953,3341,1053,1029,441,209,281,242,192,204,163,69,161,37,43,37,36,23,15,59,30,153,29,92
EL_491306,Μαλακάσης,1217,829,10,1,289,263,57,60,25,36,34,5,6,6,14,8,2,5,2,1,0,1,0,0,0,0,0,4,0,0
EL_500302,Βιλίων,3962,2061,23,14,692,654,155,175,102,60,25,40,10,23,17,15,8,4,18,2,1,2,3,1,0,4,1,6,0,6
EL_490202,Βάρης,9059,5334,77,60,1544,1649,463,365,317,255,108,73,37,40,107,67,8,21,29,6,6,3,6,4,8,11,5,35,4,26
EL_490601,Μαραθώνος,6503,3477,54,20,943,1308,349,274,125,99,77,34,21,18,35,20,9,9,18,1,1,2,4,2,1,15,1,21,0,16
EL_500101,Ελευσίνος,20963,10973,176,107,3843,2639,913,1388,586,414,181,96,100,105,69,83,32,28,47,15,11,15,9,7,6,18,4,49,5,27
EL_490602,Βαρνάβα,1757,990,6,6,326,266,92,124,35,41,12,6,12,11,7,6,4,12,3,2,0,1,1,0,0,2,1,8,4,2
EL_490700,Μαρκοπούλου Μεσογαίας,11189,6460,55,43,2219,2042,596,404,322,257,128,66,44,31,79,28,8,31,24,5,10,3,7,5,3,10,0,20,3,17
EL_500303,Ερυθρών,3665,1967,28,13,554,641,124,190,249,51,15,9,11,9,21,10,5,3,6,2,1,0,2,0,0,2,0,12,0,9
EL_490201,Βούλας,17672,9019,65,98,2253,3064,971,548,537,565,66,152,68,53,350,28,12,48,37,5,6,10,3,2,4,23,2,25,2,22
EL_491307,Μαρκοπούλου Ωρωπού,2098,1191,17,8,392,343,135,86,42,44,17,25,7,8,14,6,4,8,8,3,4,3,6,1,0,1,1,6,1,1
EL_500502,Ζεφυρίου,5955,3064,44,29,1340,569,229,357,123,89,52,22,26,35,45,11,9,12,18,7,4,7,3,2,1,8,0,11,1,10
EL_490203,Βουλιαγμένης,6419,3182,20,33,697,1152,331,184,160,199,37,46,26,23,179,14,0,19,19,1,3,4,4,1,0,10,0,15,0,5
EL_490604,Νέας Μάκρης,11946,6701,62,40,2118,2180,541,488,377,318,106,62,58,30,123,24,18,28,30,9,5,18,5,4,1,10,2,28,1,15
EL_500102,Μαγούλας,3108,1797,25,16,725,409,153,208,51,50,38,9,15,18,8,6,12,5,11,7,3,2,3,0,0,3,1,14,0,5
EL_490901,Γέρακα,11612,7201,104,80,2623,1592,597,677,412,405,122,92,78,45,77,44,23,46,47,8,10,11,8,3,6,28,3,31,2,27
EL_490801,Παιανίας,10019,5902,81,48,1669,2024,609,436,220,238,167,80,53,42,73,28,10,17,26,2,7,7,5,2,5,10,1,25,3,14
EL_500301,Μάνδρας,9188,4873,59,28,1986,1484,367,363,144,124,61,21,37,29,12,17,15,12,22,2,3,6,4,3,2,23,3,25,4,17
EL_490802,Γλυκών Νερών,5873,3438,60,27,1246,764,328,338,209,141,57,55,23,31,39,22,10,19,20,3,2,3,2,1,0,7,0,10,3,18
EL_491104,Παλαιάς Φωκαίας,2599,1580,19,5,482,495,140,111,76,86,50,16,6,6,24,15,3,4,4,2,2,1,2,0,1,5,0,5,1,19
EL_500401,Μεγαρέων,20843,10287,143,94,3635,3447,924,562,379,300,162,87,41,95,83,88,24,21,59,11,16,15,8,8,4,10,1,42,7,21
EL_490603,Γραμματικού,1684,940,15,6,335,360,51,37,39,24,21,5,2,3,10,6,3,1,4,1,2,1,3,1,1,1,0,2,0,6
EL_490903,Παλλήνης (Αττικης),12598,7185,85,63,2354,1731,654,678,515,417,117,113,61,50,105,51,11,44,42,3,8,7,1,4,4,8,2,27,1,29
EL_500402,Νέας Περάμου,6354,3730,69,25,1471,899,353,292,148,125,89,32,28,27,21,45,12,11,25,3,6,2,2,3,1,2,2,17,3,17
EL_490303,Διονύσου,3744,2116,9,17,561,633,184,86,175,169,23,29,11,7,127,8,3,16,9,0,1,4,1,1,0,23,0,12,0,7
EL_491002,Πικερμίου,2460,1557,15,12,365,475,165,92,133,84,19,42,12,10,83,6,0,9,17,1,3,1,1,0,0,3,0,5,1,3
