gisco_id,name,registered,turnout,invalid,blank,PvdA,VVD,SP,CDA,GL,PVV,CU,D66,PvdD,EénNL,LPF,SGP,PVN,Lijst 14,LDP,NVT,VSP,ABC,CDDP,ID,GVIP,TOP,LRVP,SMP
NL_1680,Aa en Hunze,19837,17032,0,23,5745,3617,2605,2590,822,594,372,266,255,67,34,20,14,4,2,2,0,0,0,0,0,0,0,0
NL_0738,Aalburg,8936,7711,0,5,637,699,582,2765,59,411,887,29,94,33,11,1489,0,0,0,2,5,2,2,2,0,0,0,0
NL_0358,Aalsmeer,18515,15535,0,23,2230,3622,1420,5397,480,938,663,241,283,89,32,57,7,5,0,5,37,8,0,0,5,5,0,0
NL_0197,Aalten,20565,16919,0,13,2899,1624,3036,6946,421,542,956,154,194,52,13,29,8,2,4,4,15,2,0,3,3,0,0,0
NL_0305,Abcoude,6217,5503,0,5,808,1403,489,1701,374,190,166,193,102,23,5,32,5,0,0,0,5,5,5,0,0,0,0,0
NL_0059,Achtkarspelen,21513,17633,0,14,4522,1073,2651,6119,332,536,1953,52,162,44,13,134,7,4,0,2,6,4,0,0,5,0,0,0
NL_0482,Alblasserdam,13627,11424,0,11,2338,1074,1529,2634,201,669,1101,182,132,101,36,1389,9,0,0,2,10,5,0,2,0,0,0,0
NL_0613,Albrandswaard,16158,13493,0,17,2080,2917,1634,3640,353,1312,503,226,268,313,48,150,4,3,3,5,9,9,0,3,0,0,0,0
NL_0483,Alkemade,10909,9480,0,8,1221,1875,1056,4059,307,484,108,111,129,61,37,10,0,0,2,3,0,4,2,4,0,0,0,0
NL_0361,Alkmaar,71192,56943,0,80,13433,7939,12487,11008,3952,3220,1350,1346,1262,364,123,59,33,19,22,21,87,41,4,0,93,0,0,0
NL_0141,Almelo,53184,40792,0,30,10692,4690,7211,10678,1313,2293,1801,1154,478,146,60,89,20,0,11,5,69,17,3,0,32,0,0,0
NL_0034,Almere,124406,95274,0,192,24240,17371,16491,16448,4220,8075,2650,1651,2340,660,290,100,55,26,20,31,264,77,5,0,68,0,0,0
NL_0484,Alphen aan den Rijn,52905,42202,0,88,7605,7659,6179,11909,1811,2251,2237,829,741,261,83,439,31,11,13,6,0,27,2,20,0,0,0,0
NL_1723,Alphen-Chaam,7179,5996,0,1,708,1015,762,2808,134,322,47,63,73,18,13,0,0,3,2,8,12,6,0,2,0,0,0,0
NL_1679,Ambt Montfort,8620,7089,0,8,1193,703,1217,2411,194,1061,63,37,115,26,14,6,11,6,0,0,15,14,0,0,0,0,0,0
NL_0060,Ameland,2614,2446,0,0,491,419,255,991,90,86,46,24,30,3,3,4,0,0,0,0,3,0,0,0,3,0,0,0
NL_0307,Amersfoort,100205,82033,0,122,16987,12729,12543,19514,5476,3714,5760,2149,1557,390,135,617,23,15,25,13,89,61,4,110,0,0,0,0
NL_0362,Amstelveen,57040,47544,0,70,9601,11280,5539,11094,3029,2122,1216,1499,1394,275,67,75,23,24,20,10,140,41,5,0,19,5,0,0
NL_0363,Amsterdam,529314,393696,0,2624,117818,54533,72249,37498,48857,17456,6010,17507,13547,2344,660,324,245,233,184,92,665,220,57,0,256,0,185,132
NL_0364,Andijk,4915,4157,0,8,597,681,577,1375,132,219,312,36,108,35,15,46,3,3,0,0,10,3,0,0,3,0,0,0
NL_0366,Anna Paulowna,10486,8545,0,10,1412,1845,1273,2687,241,490,195,100,146,51,28,18,5,2,2,10,19,5,3,0,4,0,0,0
NL_0200,Apeldoorn,119022,97585,0,115,21398,14693,15560,24543,4022,4621,5133,2115,2085,413,180,2364,43,18,17,37,111,40,0,42,35,0,0,0
NL_0003,Appingedam,9634,7705,0,14,2839,691,1620,1384,235,255,401,106,89,17,19,13,4,0,2,3,7,6,0,0,0,0,0,0
NL_0885,Arcen en Velden,6668,5438,0,8,741,617,813,2319,126,640,40,39,53,13,8,0,3,2,0,3,11,2,0,0,0,0,0,0
NL_0202,Arnhem,107878,80836,0,162,20686,10134,18111,14071,6121,3752,2268,2580,1884,337,107,97,37,26,23,14,90,21,0,280,35,0,0,0
NL_0106,Assen,47786,39353,0,45,12126,4789,7265,6721,1881,1293,3645,606,593,140,79,141,13,2,6,8,0,0,0,0,0,0,0,0
NL_0743,Asten,12357,10280,0,13,1327,1301,1737,4705,215,590,86,104,96,57,23,7,4,0,4,4,13,0,0,0,0,0,0,0
NL_0744,Baarle-Nassau,5199,4022,0,2,531,535,606,1820,101,252,35,36,70,22,8,0,0,0,0,2,2,0,0,0,0,0,0,0
NL_0308,Baarn,18399,15505,0,35,2619,3246,1920,4245,848,768,734,420,420,70,34,103,6,3,4,3,22,6,0,3,0,0,0,0
NL_0489,Barendrecht,31232,26198,0,35,3984,4935,3093,7289,758,2189,1281,405,476,548,75,1059,18,0,5,2,19,14,0,13,0,0,0,0
NL_0203,Barneveld,36024,31553,0,22,2275,3328,1896,12400,367,1210,3818,241,241,103,37,5547,18,4,8,6,12,9,0,6,5,0,0,0
NL_0005,Bedum,7924,6895,0,8,1560,538,933,2174,306,160,975,76,71,17,7,55,4,0,0,4,5,5,0,0,0,0,0,0
NL_0888,Beek,13079,10647,0,11,2042,1282,1929,3124,385,1374,121,126,144,30,26,4,15,4,0,4,23,9,0,0,0,0,0,0
NL_0370,Beemster,6450,5541,0,13,928,1388,737,1607,238,286,57,92,134,25,13,6,0,3,0,3,9,0,0,0,4,0,0,0
NL_0889,Beesel,10347,7920,0,9,1492,862,1349,2384,191,1305,84,52,99,31,15,11,5,2,0,2,13,14,0,0,0,0,0,0
NL_0007,Bellingwedde,7487,6088,0,2,2354,660,1303,830,213,277,179,44,153,17,14,13,5,2,0,0,11,11,0,0,0,0,0,0
NL_0372,Bennebroek,3991,3488,0,7,493,957,305,1171,169,99,83,74,92,19,3,4,2,2,2,0,2,3,0,0,2,0,0,0
NL_0491,Bergambacht,7026,6161,0,7,1150,998,554,1690,124,295,446,61,105,45,20,655,4,0,4,4,0,4,0,4,0,0,0,0
NL_1724,Bergeijk,13574,11203,0,12,1343,1533,1887,5135,204,670,112,92,101,38,22,5,7,4,4,15,21,0,4,0,0,0,0,0
NL_0373,Bergen,10279,7834,0,6,1319,784,1463,3111,161,733,48,59,94,29,8,3,4,0,0,3,4,7,0,0,0,0,0,0
NL_0893,Bergen,24477,20811,0,19,3543,4740,2973,5313,1421,1146,276,459,638,147,31,11,14,2,7,7,23,24,2,0,16,0,0,0
NL_0748,Bergen op Zoom,48688,36940,0,35,7628,5976,7470,9433,1122,2933,530,759,569,211,110,47,0,8,4,12,39,16,4,12,22,0,0,0
NL_0492,Bergschenhoek,11382,9745,0,9,1158,2195,857,3386,292,763,506,144,162,151,60,53,4,0,2,2,0,0,2,2,0,0,0,0
NL_0493,Berkel en Rodenrijs,15113,12936,0,21,1558,2370,1180,4786,424,819,964,217,211,188,82,84,15,4,2,3,0,6,0,2,0,0,0,0
NL_1859,Berkelland,34671,29065,0,19,6794,4486,4716,9707,803,1056,563,339,323,80,60,41,14,7,6,6,22,6,0,7,10,0,0,0
NL_1721,Bernheze,22134,18067,0,31,2351,2335,4063,7364,401,910,144,162,170,69,34,4,4,3,5,3,16,0,0,0,0,0,0,0
NL_0568,Bernisse,9860,8278,0,13,1284,1576,1132,2412,192,820,307,104,151,148,35,77,9,0,0,2,14,2,0,0,0,0,0,0
NL_0753,Best,21324,17304,0,23,2880,2864,3161,5859,433,939,409,313,214,67,42,33,12,4,3,6,41,0,3,0,0,0,0,0
NL_0209,Beuningen,18789,15187,0,14,3113,2169,3259,4673,480,781,178,178,183,66,35,12,9,2,3,0,20,12,0,0,0,0,0,0
NL_0375,Beverwijk,27565,21455,0,25,4782,3304,4202,4991,955,1614,332,460,466,131,46,14,16,8,5,6,33,33,2,0,16,14,0,0
NL_0585,Binnenmaas,15297,13020,0,22,2104,2392,1631,3585,395,1000,616,167,220,185,39,635,2,0,4,2,12,8,2,0,0,0,0,0
NL_1728,Bladel,14392,11465,0,16,1498,1402,2227,5115,219,582,80,79,96,42,31,9,6,2,2,36,24,0,0,0,0,0,0,0
NL_0376,Blaricum,7034,6224,0,8,899,1851,682,1718,257,258,138,161,182,32,4,7,3,6,0,0,10,7,0,0,0,3,0,0
NL_0495,Bleiswijk,7511,6596,0,9,768,1409,566,2422,142,454,377,74,100,127,33,101,7,0,0,5,0,5,0,5,0,0,0,0
NL_0377,Bloemendaal,12562,11226,0,9,1512,3740,808,2979,716,313,234,489,301,55,3,13,3,0,16,3,16,7,3,0,7,3,0,0
NL_0055,Boarnsterhim,14622,12540,0,10,4177,2006,2128,2616,528,342,320,179,140,30,15,20,8,2,0,2,6,10,0,0,2,0,0,0
NL_0497,Bodegraven,14130,11809,0,13,1700,1803,1077,4279,368,626,940,128,139,64,16,641,7,2,2,0,0,2,2,0,0,0,0,0
NL_0755,Boekel,6903,5641,0,6,661,578,1005,2812,115,269,37,41,50,32,18,5,2,2,0,2,6,0,2,0,0,0,0,0
NL_0064,Bolsward,7331,6144,0,9,1566,484,1153,2125,188,199,248,60,55,19,9,12,3,0,0,0,6,3,0,0,7,0,0,0
NL_1681,Borger-Odoorn,20508,17114,0,15,5866,2458,2829,3318,550,729,736,192,285,53,26,34,13,4,4,2,0,0,0,0,0,0,0,0
NL_0147,Borne,15128,12982,0,8,2738,1547,2021,5002,393,557,311,197,112,36,20,17,3,0,2,2,9,2,0,0,5,0,0,0
NL_0654,Borsele,16552,13788,0,12,1870,1555,1852,4666,327,658,522,111,265,67,26,1816,11,2,0,3,25,0,0,0,0,0,0,0
NL_0499,Boskoop,11123,9504,0,13,1251,1736,1022,3363,333,508,582,155,141,66,11,304,5,2,2,2,0,4,0,5,0,0,0,0
NL_0756,Boxmeer,21561,18148,0,16,2693,2081,4255,7179,447,792,197,166,199,60,25,8,3,3,3,3,24,0,0,0,0,0,0,0
NL_0757,Boxtel,22666,17996,0,22,3603,2299,3841,5685,684,950,254,282,220,73,34,7,12,5,3,8,13,0,3,0,0,0,0,0
NL_0758,Breda,129388,99945,0,139,20350,17421,20065,25038,4903,5616,1397,2168,1703,540,201,91,0,17,20,32,108,60,11,20,45,0,0,0
NL_0311,Breukelen,10783,9341,0,14,1235,1910,851,3058,416,429,570,205,144,43,9,424,5,2,2,3,14,5,2,2,0,0,0,0
NL_NLYY99,Briefstemmen,32126,28545,0,375,4523,7912,2460,5905,3096,875,985,1321,504,233,73,116,15,2,48,16,74,9,2,2,0,0,0,0
NL_0501,Brielle,12284,10023,0,18,1738,2150,1728,2342,286,935,226,154,191,146,48,27,5,3,3,4,18,3,0,0,0,0,0,0
NL_1876,Bronckhorst,29085,24479,0,12,4753,3737,3518,9504,680,781,560,294,339,85,47,131,9,0,2,3,10,8,0,2,4,0,0,0
NL_0213,Brummen,16241,13429,0,27,3702,2114,2388,3280,488,597,240,244,194,57,17,34,9,2,2,2,12,9,0,4,9,0,0,0
NL_0899,Brunssum,23385,17999,0,22,4532,1458,4567,3664,487,2301,356,108,309,56,32,25,9,8,0,8,48,16,0,0,0,0,0,0
NL_0312,Bunnik,10687,9579,0,17,1654,1569,1061,3312,741,362,276,234,158,54,16,97,2,2,0,6,12,4,0,3,0,0,0,0
NL_0313,Bunschoten,14084,12578,0,12,538,764,409,6231,109,460,3628,52,57,28,9,269,0,0,3,0,4,5,0,0,0,0,0,0
NL_0214,Buren,19466,16335,0,11,3494,3313,1866,4308,491,1007,493,247,308,92,29,653,4,2,3,2,6,6,0,0,0,0,0,0
NL_0381,Bussum,23435,19732,0,38,3440,4873,2415,4726,1278,840,569,687,579,100,45,65,4,9,14,5,24,9,2,0,7,3,0,0
NL_0502,Capelle aan den IJssel,49669,39127,0,54,8385,5871,5592,8749,1216,3205,1740,587,868,725,125,1925,20,13,2,10,0,24,4,12,0,0,0,0
NL_0383,Castricum,26506,23314,0,28,4253,4841,3161,6783,1494,1030,398,494,491,157,45,19,12,7,7,9,41,41,7,0,8,0,0,0
NL_0109,Coevorden,27828,23011,0,17,6918,3914,3369,5763,687,946,670,240,294,71,37,54,17,3,4,7,0,0,0,0,0,0,0,0
NL_1706,Cranendonck,15615,12337,0,16,1892,1665,2192,4931,238,811,150,119,194,64,26,4,4,4,4,4,24,0,4,0,0,0,0,0
NL_0611,Cromstrijen,10085,8651,0,6,1645,1662,1118,2255,206,553,360,103,125,102,28,473,2,0,0,2,2,8,2,0,0,0,0,0
NL_1684,Cuijk,17996,14489,0,22,2675,1688,3498,4745,500,687,96,281,175,55,37,5,6,3,3,3,14,0,0,0,0,0,0,0
NL_0216,Culemborg,19542,16102,0,18,3679,2583,2551,3732,1086,1085,513,344,246,77,16,131,6,4,4,4,15,8,0,0,0,0,0,0
NL_0148,Dalfsen,19804,17237,0,12,2536,1894,1784,7638,341,507,1857,142,159,54,38,255,8,0,0,2,6,2,0,0,3,0,0,0
NL_0065,Dantumadeel,14800,12221,0,12,2819,621,1795,4135,243,377,1558,59,92,30,18,441,13,2,0,0,2,2,0,0,3,0,0,0
NL_0310,De Bilt,32089,27994,0,38,4642,5976,3443,7189,1869,1156,1164,887,640,148,27,729,10,6,12,3,32,18,3,4,0,0,0,0
NL_1663,De Marne,8387,6913,0,8,1815,763,1181,1617,321,240,666,71,158,20,12,28,3,3,0,3,4,4,0,0,0,0,0,0
NL_0736,De Ronde Venen,25647,21784,0,25,2582,4999,2004,8240,628,1132,899,354,382,138,40,283,8,6,7,3,27,19,3,7,0,0,0,0
NL_1690,De Wolden,18071,15475,0,11,3404,3459,1822,4490,513,494,626,209,283,54,29,65,8,0,5,3,0,0,0,0,0,0,0,0
NL_0503,Delft,71353,57903,0,139,13668,8340,9783,11447,4620,3177,1927,2409,1292,476,115,261,21,30,44,14,64,41,2,33,0,0,0,0
NL_0010,Delfzijl,21373,16702,0,36,5672,1664,3233,3205,461,644,1076,302,228,77,27,20,12,2,2,5,18,19,0,0,0,0,0,0
NL_0400,Den Helder,45124,33398,0,49,6560,6297,6065,7611,1034,2576,1418,386,750,192,138,156,19,8,11,16,65,12,2,0,33,0,0,0
NL_0762,Deurne,24183,19194,0,24,2720,2255,3511,8335,455,1217,153,154,193,74,45,12,7,2,7,4,25,0,2,0,0,0,0,0
NL_0150,Deventer,70966,58108,0,61,16658,7371,11166,11790,3682,2452,1847,1609,909,234,86,68,23,0,16,13,60,24,5,0,34,0,0,0
NL_0384,Diemen,17566,13861,0,19,3445,2645,2309,2333,941,975,278,309,394,102,27,15,12,2,5,4,31,7,2,0,3,4,0,0
NL_1774,Dinkelland,19185,16688,0,16,1862,1785,1535,10109,290,596,195,94,107,36,19,10,2,0,2,5,10,5,3,0,7,0,0,0
NL_0504,Dirksland,6219,5281,0,3,783,516,621,1340,75,333,442,32,72,38,12,994,8,3,3,0,6,3,0,3,0,0,0,0
NL_0221,Doesburg,8688,6986,0,14,1740,818,1778,1449,252,290,198,253,113,30,15,14,2,0,2,2,3,2,0,12,2,0,0,0
NL_0222,Doetinchem,42708,33862,0,23,8007,4454,6453,9578,1336,1373,934,635,533,138,61,247,13,7,6,6,26,12,0,10,10,0,0,0
NL_0766,Dongen,19017,15227,0,34,2714,2119,3328,4915,394,849,275,248,200,41,38,20,0,2,2,7,15,10,2,8,7,0,0,0
NL_0058,Dongeradeel,18484,15543,0,8,2843,1031,2321,6531,424,457,1488,101,161,37,24,94,6,0,0,3,5,4,0,0,5,0,0,0
NL_0505,Dordrecht,87814,68300,0,89,15420,9116,12849,13365,2873,4814,3783,1673,1489,635,184,1550,30,16,8,21,230,42,9,104,0,0,0,0
NL_0498,Drechterland,13957,11896,0,18,1658,2461,1733,4170,448,703,165,162,203,71,29,8,4,5,2,6,30,11,2,0,8,0,0,0
NL_1719,Drimmelen,20546,16644,0,31,3035,2471,3194,5384,408,1244,214,207,241,106,49,19,0,3,3,3,25,7,3,0,3,0,0,0
NL_0303,Dronten,27029,22473,0,31,3194,4166,2656,7932,647,1101,1726,341,332,86,52,127,14,7,0,3,35,10,2,0,11,0,0,0
NL_0225,Druten,13402,10723,0,7,2254,1448,2245,3388,306,538,97,191,118,59,21,10,4,2,2,3,17,13,2,0,0,0,0,0
NL_0226,Duiven,18656,15539,0,18,2995,2396,2722,5186,579,722,330,192,238,56,53,17,5,5,3,2,10,5,0,2,3,0,0,0
NL_1711,Echt-Susteren,25162,19941,0,27,3962,1904,3708,6186,596,2675,200,118,352,72,48,9,18,2,0,7,42,15,0,0,0,0,0,0
NL_0385,Edam-Volendam,21413,17806,0,36,1769,3214,1406,8576,460,1425,236,152,298,115,54,12,4,3,2,4,22,13,0,0,5,0,0,0
NL_0228,Ede,78848,66639,0,59,9130,8875,6088,21828,2249,2526,7135,1002,865,255,117,6290,30,11,8,26,69,14,0,50,12,0,0,0
NL_0317,Eemnes,6478,5683,0,6,799,1210,715,1824,240,310,239,103,145,28,13,37,2,4,3,0,3,2,0,0,0,0,0,0
NL_1651,Eemsmond,12732,10647,0,23,3230,937,1762,2509,383,277,1178,70,144,22,18,67,5,2,2,6,7,6,0,0,0,0,0,0
NL_0770,Eersel,13603,11219,0,15,1309,1569,1830,5211,273,498,127,139,120,63,29,5,4,2,2,12,11,0,2,0,0,0,0,0
NL_0905,Eijsden,8790,7271,0,13,1558,842,1220,2398,279,666,75,67,90,26,8,3,6,3,0,3,11,7,0,0,0,0,0,0
NL_0772,Eindhoven,158032,118050,0,213,24163,15997,27810,27929,6063,6967,2250,3008,2059,644,303,117,39,36,44,41,356,0,11,0,0,0,0,0
NL_0230,Elburg,16579,14273,0,9,1539,1384,1087,5105,220,436,2506,59,132,33,25,1702,4,5,2,2,14,6,0,2,3,0,0,0
NL_0114,Emmen,83949,67286,0,56,24446,6072,12199,15090,1896,3126,2478,584,795,235,127,122,24,5,16,15,0,0,0,0,0,0,0,0
NL_0388,Enkhuizen,13539,10897,0,21,2357,1642,2210,2499,471,655,379,193,242,48,29,117,5,5,2,2,10,3,0,0,8,0,0,0
NL_0153,Enschede,115937,89478,0,130,26319,10668,17100,17895,4088,4666,4204,2445,1140,314,120,151,33,0,37,15,71,29,9,0,44,0,0,0
NL_0232,Epe,25643,21047,0,16,4553,3556,2648,6076,609,959,1118,343,397,74,39,614,9,2,2,3,12,7,0,2,9,0,0,0
NL_0233,Ermelo,19863,16681,0,13,1716,2090,1500,6837,484,608,2135,123,267,93,32,751,2,8,3,3,7,2,0,2,6,0,0,0
NL_0777,Etten-Leur,30205,23234,0,37,4712,3729,4337,6739,675,1663,359,369,324,147,68,15,0,4,0,6,28,6,2,4,10,0,0,0
NL_1722,Ferwerderadiel,6769,5558,0,3,1046,498,869,2176,166,170,469,34,83,14,5,14,0,2,0,0,2,7,0,0,2,0,0,0
NL_0070,Franekeradeel,15706,12690,0,20,3212,1259,2247,3932,437,494,742,93,157,37,14,23,3,3,0,3,9,6,0,0,3,0,0,0
NL_0653,Gaasterlan-Sleat,7853,6689,0,4,1070,728,903,2829,231,257,329,56,94,36,15,128,2,2,0,0,4,2,0,0,2,0,0,0
NL_0779,Geertruidenberg,16194,12645,0,18,2665,1817,2818,3506,296,959,144,102,178,56,27,20,0,2,0,13,19,2,0,2,2,0,0,0
NL_0236,Geldermalsen,19374,16713,0,17,2891,3016,1812,5131,475,980,513,217,228,82,28,1296,5,4,4,4,12,4,0,0,0,0,0,0
NL_1771,Geldrop-Mierlo,28773,22894,0,47,3715,3015,5128,7385,860,1474,363,314,341,106,49,12,13,7,10,2,52,0,2,0,0,0,0,0
NL_1652,Gemert-Bakel,21125,16703,0,22,2429,1805,3386,7160,367,1009,110,108,176,58,17,10,5,2,3,2,33,0,2,0,0,0,0,0
NL_0907,Gennep,12982,9897,0,9,1884,1094,1965,3610,244,564,88,245,129,39,8,3,5,3,0,3,3,7,0,0,0,0,0,0
NL_0689,Giessenlanden,10842,9719,0,5,1548,1642,1002,3196,174,435,1014,83,117,76,18,383,7,2,2,0,10,3,2,2,0,0,0,0
NL_0784,Gilze en Rijen,18917,15547,0,12,3055,2127,3046,4986,415,1120,153,270,189,80,29,11,0,2,4,4,26,5,2,2,9,0,0,0
NL_0511,Goedereede,8941,7890,0,10,831,1060,600,2555,98,410,541,41,97,54,18,1565,2,0,0,2,5,2,0,0,0,0,0,0
NL_0664,Goes,28223,22801,0,32,4244,2925,3716,6439,883,1000,1164,303,494,106,32,1421,9,2,0,2,29,0,0,0,0,0,0,0
NL_0785,Goirle,17170,13869,0,8,2657,2058,2842,4306,524,828,111,192,186,102,27,4,0,2,4,2,7,6,0,0,4,0,0,0
NL_0512,Gorinchem,24877,19449,0,39,4666,2787,3468,4281,675,1075,1099,505,315,134,27,315,9,4,3,4,17,13,2,11,0,0,0,0
NL_0513,Gouda,51738,42823,0,73,9798,5490,6294,9181,2336,3181,2660,838,836,378,86,1571,28,7,16,11,0,25,8,6,0,0,0,0
NL_0693,Graafstroom,6881,6210,0,2,530,577,363,2431,98,206,969,21,43,21,6,934,2,0,2,2,2,0,2,2,0,0,0,0
NL_0365,Graft-De Rijp,4945,4315,0,8,740,983,670,1231,203,214,35,88,92,23,8,0,7,7,0,0,7,7,0,0,10,0,0,0
NL_0786,Grave,9429,7903,0,7,1187,1205,1947,2544,243,408,88,104,105,30,19,3,2,0,2,0,9,0,0,0,0,0,0,0
NL_0240,Groenlo,22494,18885,0,21,2864,2453,3244,8730,376,607,153,146,154,46,40,8,5,3,3,3,20,5,0,0,6,0,0,0
NL_0241,Groesbeek,14758,12014,0,18,3107,1244,2318,3675,510,583,125,125,211,34,23,8,10,2,2,2,9,7,2,0,0,0,0,0
NL_0014,Groningen,147115,118530,0,241,34466,14061,25371,15839,11797,3006,6404,3923,2324,459,132,207,40,17,50,44,90,59,0,0,0,0,0,0
NL_0015,Grootegast,8930,7243,0,7,1277,576,905,2916,176,267,869,42,101,24,13,56,3,4,2,2,2,3,0,0,0,0,0,0
NL_1729,Gulpen-Wittem,11693,9711,0,9,1901,910,1689,3256,365,1110,141,88,164,24,23,4,6,2,0,0,12,7,0,0,0,0,0,0
NL_0158,Haaksbergen,18519,15677,0,11,2804,2060,2054,6739,415,820,248,258,145,47,34,5,7,0,4,6,10,4,0,0,9,0,0,0
NL_0788,Haaren,10265,8309,0,7,1163,1291,1197,3703,236,365,84,83,108,35,11,5,5,0,2,4,8,0,2,0,0,0,0,0
NL_0392,Haarlem,111414,88554,0,153,20753,13396,17970,15550,7226,4472,2059,2819,2857,487,135,125,34,33,59,10,244,64,14,0,70,24,0,0
NL_0393,Haarlemmerliede en Spaarnwoude,4082,3522,0,2,523,791,436,1066,174,254,64,69,79,24,12,8,2,0,2,2,6,3,0,0,4,2,0,0
NL_0394,Haarlemmermeer,99636,80935,0,124,13504,19418,9969,22238,3053,5349,2461,1453,1737,597,210,481,40,19,20,20,126,49,5,0,48,14,0,0
NL_0914,Haelen,7635,6027,0,10,896,825,989,2079,186,749,83,47,100,18,16,5,4,4,0,4,14,4,0,0,0,0,0,0
NL_1655,Halderberge,22601,17374,0,15,3202,2754,3273,5531,380,1382,213,169,217,100,62,17,0,3,4,6,14,19,0,4,9,0,0,0
NL_0160,Hardenberg,43228,36628,0,28,6471,3316,4398,14419,599,1174,5022,208,296,100,87,410,14,0,4,7,37,8,4,0,29,0,0,0
NL_0243,Harderwijk,31087,25575,0,23,3662,3604,2823,9171,825,1167,2734,454,373,132,40,485,21,5,4,2,30,5,0,9,6,0,0,0
NL_0523,Hardinxveld-Giessendam,13044,11427,0,11,1532,980,905,3242,121,557,2002,49,95,58,15,1844,2,2,2,4,6,2,2,0,0,0,0,0
NL_0017,Haren,14299,12836,0,11,3048,2538,1371,2854,1077,308,819,434,230,51,13,53,4,3,3,3,11,7,0,0,0,0,0,0
NL_0395,Harenkarspel,11774,9841,0,4,1413,1893,1507,3390,424,616,145,153,174,59,23,4,3,0,3,3,14,8,0,0,5,0,0,0
NL_0072,Harlingen,11781,9494,0,6,2710,1138,1966,2052,358,421,474,114,171,23,18,10,6,3,0,2,8,9,0,0,5,0,0,0
NL_0244,Hattem,8832,7795,0,9,1807,834,795,2251,168,202,1392,108,84,14,7,108,2,2,0,2,2,3,0,4,4,0,0,0
NL_1937,Heel,6444,4965,0,8,805,646,930,1657,124,593,44,41,66,17,9,2,3,4,0,2,12,3,0,0,0,0,0,0
NL_0396,Heemskerk,28170,22731,0,30,4684,3516,4168,6137,1050,1471,502,335,457,143,61,35,25,3,5,3,42,34,3,0,18,11,0,0
NL_0397,Heemstede,19336,16828,0,19,2585,4684,1694,4654,1012,519,373,592,508,79,20,24,5,2,17,2,18,9,2,0,11,2,0,0
NL_0246,Heerde,13842,11832,0,3,2553,1225,1074,4136,227,454,1582,97,184,30,19,219,7,0,4,2,8,4,0,2,3,0,0,0
NL_0074,Heerenveen,33078,26943,0,29,9583,3509,4372,5335,1016,773,1207,471,403,94,43,42,10,3,0,6,17,18,0,0,12,0,0,0
NL_0398,Heerhugowaard,36532,29447,0,36,5644,5261,5108,8041,1222,1836,757,502,599,175,75,37,18,21,6,14,55,16,4,0,20,0,0,0
NL_0917,Heerlen,70834,52500,0,87,12067,4137,16606,9942,1594,5456,717,422,854,152,104,41,28,14,0,26,191,62,0,0,0,0,0,0
NL_1658,Heeze-Leende,11612,9666,0,17,1249,1608,1393,4202,278,461,111,139,126,31,16,7,4,3,2,6,13,0,0,0,0,0,0,0
NL_0399,Heiloo,16837,14769,0,20,2662,3204,1934,4263,868,638,303,306,341,106,26,17,7,2,10,2,24,34,0,0,3,0,0,0
NL_0918,Helden,14714,11496,0,13,1528,1220,1786,4772,262,1518,101,88,105,34,27,6,4,4,0,4,18,9,0,0,0,0,0,0
NL_0163,Hellendoorn,27692,23945,0,11,3711,2136,2936,11521,545,797,1664,209,192,49,43,88,3,0,5,3,12,3,3,0,16,0,0,0
NL_0530,Hellevoetsluis,30224,23467,0,28,4754,4340,4275,4828,730,2396,567,367,497,406,109,76,16,3,5,5,45,14,2,4,0,0,0,0
NL_0794,Helmond,62929,46515,0,63,9633,6301,11145,12295,1292,3550,544,592,613,207,97,22,26,10,6,17,96,0,6,0,0,0,0,0
NL_0531,Hendrik-Ido-Ambacht,18111,15362,0,17,2267,2315,1698,4240,298,1010,1076,160,208,194,38,1813,12,0,6,6,6,6,6,6,0,0,0,0
NL_0164,Hengelo,61339,50521,0,86,11769,6045,10135,14106,2004,2371,1741,1183,656,158,81,66,16,0,5,11,33,22,6,0,27,0,0,0
NL_0063,het Bildt,8033,6540,0,8,1617,664,1288,2048,196,268,276,49,76,19,7,7,3,3,0,3,3,6,0,0,3,0,0,0
NL_0252,Heumen,12380,10664,0,10,1960,1580,1831,3678,588,411,160,216,162,33,11,5,5,2,0,2,5,6,0,0,0,0,0,0
NL_0797,Heusden,32278,25770,0,45,4198,4028,4555,9070,742,1704,374,390,311,173,67,45,11,6,4,7,39,0,4,0,0,0,0,0
NL_0920,Heythuysen,9196,7468,0,11,910,879,1263,3138,203,700,97,72,100,27,19,8,3,3,0,6,20,11,0,0,0,0,0,0
NL_0534,Hillegom,15382,12836,0,16,1918,2572,1748,4258,515,845,239,172,305,105,46,64,7,3,4,4,0,10,3,4,0,0,0,0
NL_0798,Hilvarenbeek,11291,9738,0,7,1349,1501,1632,4112,296,426,88,99,133,41,29,8,0,0,0,0,7,3,2,0,5,0,0,0
NL_0402,Hilversum,63162,51634,0,67,10726,9564,9084,10991,3047,2594,1915,1561,1311,246,107,214,23,13,17,7,70,34,5,0,25,13,0,0
NL_1735,Hof van Twente,26796,23179,0,16,4869,3784,2612,9213,613,918,456,274,236,73,36,42,6,0,2,6,10,5,0,0,8,0,0,0
NL_0118,Hoogeveen,41937,34124,0,21,8412,3250,4938,10960,841,1548,2857,345,344,115,83,376,17,4,7,6,0,0,0,0,0,0,0,0
