gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,MEP,PCTP/MRPP,PPM,POUS,PH,E,MPT,PLD
PT_160428,Tangil,1061,267,6,5,116,61,39,18,7,9,4,1,0,0,0,0,1
PT_160429,Troporiz,366,99,2,5,21,41,12,9,6,2,1,0,0,0,0,0,0
PT_160430,Troviscoso,1248,272,4,7,120,75,25,28,6,1,1,0,1,0,1,3,0
PT_160431,Trute,419,81,1,7,36,30,3,2,0,1,0,1,0,0,0,0,0
PT_160432,Valadares,280,73,0,2,44,7,8,10,2,0,0,0,0,0,0,0,0
PT_160501,Agualonga,304,117,4,3,42,37,5,11,6,1,1,3,3,0,1,0,0
PT_160502,Bico,577,94,2,6,30,26,9,9,6,1,2,1,0,0,0,1,1
PT_160503,Castanheira,663,138,0,5,56,38,14,15,2,2,1,1,0,1,2,1,0
PT_160504,Cossourado,345,74,0,5,32,28,1,4,2,1,1,0,0,0,0,0,0
PT_160505,Coura,468,149,1,2,93,25,12,6,8,0,1,0,0,0,1,0,0
PT_160506,Cristelo,335,106,3,6,43,35,7,5,4,0,2,0,0,0,0,1,0
PT_160507,Cunha,537,142,1,8,44,57,7,6,8,2,2,0,0,4,2,0,1
PT_160508,Ferreira,543,137,0,5,69,38,5,10,8,1,1,0,0,0,0,0,0
PT_160509,Formariz,621,190,0,10,59,50,14,26,23,0,5,1,1,0,0,1,0
PT_160510,Infesta,500,142,1,6,56,41,18,6,6,0,3,0,0,0,2,2,1
PT_160511,Insalde,548,109,1,8,34,32,9,4,5,10,3,0,0,1,0,0,2
PT_160512,Linhares,251,76,1,3,20,38,0,8,2,1,1,0,0,0,1,1,0
PT_160513,Mozelos,357,113,2,6,42,40,4,8,6,1,1,2,0,1,0,0,0
PT_160514,Padornelo,484,154,3,2,34,86,11,7,5,3,1,1,0,0,0,1,0
PT_160515,Parada,356,66,0,4,34,15,4,4,2,0,2,0,0,1,0,0,0
PT_160516,Paredes De Coura,1403,466,8,21,113,186,16,71,31,6,7,0,0,2,1,3,1
PT_160517,Porreiras,131,49,0,1,9,25,5,6,1,0,0,0,0,1,0,0,1
PT_160518,Resende,517,155,1,7,39,65,8,13,11,0,5,0,0,0,3,2,1
PT_160519,Romarigães,289,102,2,1,63,23,4,2,2,3,0,1,0,0,0,1,0
PT_160520,Rubiães,620,131,0,1,51,49,12,7,4,2,1,1,0,2,1,0,0
PT_160521,Vascões,279,66,2,2,27,17,3,10,3,0,0,1,0,0,0,0,1
PT_160601,Azias,515,131,1,0,98,22,7,0,2,1,0,0,0,0,0,0,0
PT_160602,Boivães,356,112,1,3,66,30,12,0,0,0,0,0,0,0,0,0,0
PT_160603,Bravães,673,220,2,11,95,69,13,17,5,2,3,2,0,0,0,1,0
PT_160604,Britelo,838,246,7,4,70,106,8,22,21,2,2,0,1,2,0,1,0
PT_160605,Crasto,627,175,3,1,96,56,12,3,3,0,0,1,0,0,0,0,0
PT_160606,Cuide De Vila Verde,415,164,2,3,103,42,1,6,3,0,1,1,0,2,0,0,0
PT_160607,Entre Ambos-os-Rios,634,196,1,4,87,79,7,6,6,0,2,0,0,0,1,1,2
PT_160608,Ermida,134,42,0,0,32,6,2,0,1,0,1,0,0,0,0,0,0
PT_160609,Germil,122,41,0,1,25,10,2,1,1,1,0,0,0,0,0,0,0
PT_160610,Grovelas,254,91,1,2,41,41,1,4,0,0,0,0,0,1,0,0,0
PT_160611,Lavradas,1030,329,3,6,180,85,21,16,9,1,2,1,0,0,1,3,1
PT_160612,Lindoso,858,255,9,5,123,84,10,7,9,3,2,1,0,1,0,1,0
PT_160613,Nogueira,478,166,2,3,104,40,3,6,3,2,1,0,0,0,0,2,0
PT_160614,Oleiros,566,193,5,8,107,48,12,3,3,4,0,1,0,2,0,0,0
PT_160615,Paço Vedro de Magalhães,1050,338,6,18,154,94,13,30,14,1,2,1,1,3,0,0,1
PT_160616,Ponte Da Barca,1938,747,12,31,215,292,53,90,35,7,4,0,1,1,0,4,2
PT_160617,Ruivos,288,91,1,3,56,22,2,3,3,1,0,0,0,0,0,0,0
PT_160619,Sampriz,548,161,2,1,79,55,15,3,3,2,0,1,0,0,0,0,0
PT_160618,Touvedo (Salvador),242,105,1,6,52,31,2,6,5,1,0,0,0,0,0,1,0
PT_160622,Touvedo (São Lourenço),355,119,3,3,68,40,0,2,2,1,0,0,0,0,0,0,0
PT_160623,Vade (São Pedro),356,98,1,0,72,21,2,2,0,0,0,0,0,0,0,0,0
PT_160624,Vade (São Tomé),370,102,2,6,60,20,6,4,1,1,0,0,0,0,0,1,1
PT_160620,Vila Chã (Santiago),277,61,2,3,24,27,2,0,2,1,0,0,0,0,0,0,0
PT_160621,Vila Chã (São João Baptista),668,156,0,0,103,44,5,0,3,0,0,0,0,0,1,0,0
PT_160625,Vila Nova De Muía,1092,318,5,3,145,109,22,17,8,2,2,2,0,0,0,1,2
PT_160701,Anais,1184,506,7,12,306,57,83,20,11,2,0,2,1,0,1,2,2
PT_160702,Arca,622,262,2,11,90,47,29,31,39,4,3,0,0,2,1,3,0
PT_160703,Arcos,685,234,3,5,89,57,44,17,6,2,4,2,0,1,0,4,0
PT_160704,Arcozelo,3404,1377,31,61,495,353,164,100,132,8,14,4,0,3,1,7,4
PT_160705,Ardegão,236,136,2,2,86,12,24,6,1,0,0,3,0,0,0,0,0
PT_160706,Bárrio,389,121,3,4,74,19,9,8,2,1,1,0,0,0,0,0,0
PT_160707,Beiral Do Lima,892,289,2,6,172,24,74,5,1,1,0,1,0,1,1,1,0
PT_160708,Bertiandos,434,212,1,9,101,27,50,13,7,1,0,0,0,1,1,0,1
PT_160709,Boalhosa,334,86,0,0,50,4,32,0,0,0,0,0,0,0,0,0,0
PT_160710,Brandara,444,130,2,4,45,29,33,10,1,1,0,0,0,1,2,1,1
PT_160711,Cabaços,922,329,2,4,215,16,64,13,6,4,1,2,0,0,0,1,1
PT_160712,Cabração,139,71,0,0,36,5,18,4,3,0,2,0,1,0,0,2,0
PT_160713,Calheiros,955,341,6,11,174,51,58,15,12,3,5,1,1,2,0,1,1
PT_160714,Calvelo,833,293,3,7,143,56,50,13,11,1,3,0,0,1,1,3,1
PT_160715,Cepões,573,189,1,11,72,54,23,14,8,1,3,1,1,0,0,0,0
PT_160716,Correlhã,2648,1147,26,56,481,172,278,72,22,8,8,5,5,4,1,1,8
PT_160717,Estorãos,573,203,3,4,106,30,29,14,8,1,4,1,1,0,1,1,0
PT_160718,Facha,1376,646,18,29,296,89,116,45,22,10,14,3,1,1,0,1,1
PT_160719,Feitosa,736,310,5,16,115,72,48,23,14,7,4,1,0,1,0,3,1
PT_160720,Fojo Lobal,345,132,5,5,61,13,41,4,1,1,0,0,0,0,1,0,0
PT_160721,Fontão,1086,400,14,18,153,53,118,27,7,2,5,0,0,1,1,1,0
PT_160722,Fornelos,1419,566,7,17,305,66,124,21,9,5,4,1,0,1,1,4,1
PT_160723,Freixo,1370,502,9,29,207,105,66,37,20,9,4,1,3,4,6,2,0
PT_160724,Friastelas,651,197,6,7,102,18,46,7,4,0,5,1,0,0,0,0,1
PT_160725,Gaifar,345,133,4,8,73,9,28,6,2,1,0,1,0,0,0,1,0
PT_160726,Gandra,1185,406,5,21,189,78,54,33,12,4,3,3,0,2,0,1,1
PT_160727,Gemieira,572,184,3,6,87,28,34,18,3,2,1,1,0,0,0,0,1
PT_160728,Gondufe,493,115,0,2,53,4,50,4,2,0,0,0,0,0,0,0,0
PT_160729,Labruja,474,180,2,7,93,34,25,9,3,6,0,0,0,1,0,0,0
PT_160730,Labrujó,152,66,3,1,33,8,11,6,3,0,0,1,0,0,0,0,0
PT_160731,Mato,330,132,3,7,48,18,40,8,2,0,0,2,1,2,1,0,0
PT_160732,Moreira Do Lima,991,380,9,11,150,91,78,12,20,3,4,0,1,0,0,1,0
PT_160733,Navió,267,118,0,6,48,11,44,3,2,0,1,0,1,1,0,0,1
PT_160734,Poiares,770,320,6,7,149,37,82,19,6,2,4,1,0,2,1,2,2
PT_160735,Ponte De Lima,2770,1223,10,58,438,275,135,127,131,18,15,6,0,3,1,3,3
PT_160736,Queijada,317,137,2,2,71,26,31,3,0,1,0,0,0,0,0,1,0
PT_160744,Rebordões (Santa Maria),1024,424,21,22,158,48,135,10,12,5,4,1,0,3,0,5,0
PT_160747,Rebordões (Souto),1151,447,6,17,237,49,101,16,5,4,3,1,0,4,1,2,1
PT_160737,Refóios Do Lima,2541,870,8,20,423,114,214,39,21,7,8,2,3,3,1,5,2
PT_160738,Rendufe,208,70,0,4,29,19,6,3,3,0,1,0,0,0,1,2,2
PT_160739,Ribeira,1646,636,16,29,170,236,70,56,34,12,3,3,1,2,1,2,1
PT_160740,Sá,362,118,1,6,46,25,23,8,3,1,2,0,0,1,1,1,0
PT_160741,Sandiães,483,226,3,9,108,23,55,11,2,4,2,0,1,3,0,1,4
PT_160742,Santa Comba,517,281,4,26,77,79,43,27,12,3,1,2,0,2,0,1,4
PT_160743,Santa Cruz Do Lima,514,185,2,7,73,42,29,19,4,1,3,3,1,0,0,0,1
PT_160745,Seara,591,299,8,13,123,40,65,22,10,4,4,3,0,1,1,2,3
PT_160746,Serdedelo,532,230,8,3,141,26,34,7,3,1,0,1,0,2,0,2,2
PT_160748,Vilar Das Almas,460,103,0,0,64,9,17,6,2,0,1,2,0,1,0,0,1
PT_160749,Vilar Do Monte,137,54,0,3,17,5,14,10,1,1,0,0,0,2,0,1,0
PT_160750,Vitorino Das Donas,955,453,1,30,173,67,97,45,18,3,7,0,1,2,0,5,4
PT_160751,Vitorino Dos Piães,1595,585,15,27,296,94,95,15,25,3,3,4,1,3,2,1,1
PT_160801,Arão,762,246,3,13,96,60,28,27,10,4,2,1,0,0,0,2,0
PT_160802,Boivão,331,122,1,14,75,10,9,6,6,0,0,1,0,0,0,0,0
PT_160803,Cerdal,1772,377,6,13,137,119,38,22,28,0,8,0,0,1,0,5,0
PT_160804,Cristelo Covo,874,254,3,13,129,61,13,21,7,0,2,2,0,1,1,1,0
PT_160805,Fontoura,747,252,3,24,124,46,32,4,7,1,4,1,0,1,1,2,2
PT_160806,Friestas,587,206,4,10,69,57,17,8,31,0,4,0,0,0,1,4,1
PT_160807,Gandra,1306,366,3,17,142,108,39,16,24,5,2,2,0,3,2,3,0
PT_160808,Ganfei,1214,385,11,18,146,101,20,46,20,5,6,3,1,5,0,2,1
PT_160809,Gondomil,458,138,1,3,91,25,7,4,3,1,2,0,0,0,0,1,0
PT_160810,Sanfins,178,48,1,0,29,9,6,1,2,0,0,0,0,0,0,0,0
PT_160811,São Julião,386,101,1,2,61,16,8,6,6,0,0,0,0,0,0,1,0
PT_160812,São Pedro Da Torre,1288,419,6,8,191,108,51,32,13,1,3,0,0,3,0,1,2
PT_160813,Silva,290,104,1,4,59,22,6,4,0,2,3,1,0,0,0,1,1
PT_160814,Taião,177,62,2,3,29,17,3,4,3,0,0,0,1,0,0,0,0
PT_160815,Valença,3165,903,16,32,337,257,87,95,45,8,6,2,3,2,3,2,8
PT_160816,Verdoejo,618,248,2,15,73,77,10,27,36,1,3,0,0,0,1,3,0
PT_160901,Afife,1630,712,9,25,218,163,59,89,115,14,4,6,0,1,0,5,4
PT_160902,Alvarães,3099,921,14,36,413,184,129,59,47,11,6,7,1,2,2,8,2
PT_160903,Amonde,340,146,0,21,37,31,13,18,15,1,2,1,0,2,1,4,0
PT_160904,Anha,2508,876,19,67,347,211,60,96,44,8,2,4,3,4,2,7,2
PT_160905,Areosa,4310,1444,29,93,348,364,104,277,180,11,11,8,2,4,3,8,2
PT_160906,Barroselas,3984,1364,20,99,514,364,119,122,54,21,20,6,3,4,6,8,4
PT_160907,Cardielos,1239,566,13,33,212,147,65,50,28,6,6,0,2,1,1,2,0
PT_160908,Carreço,1644,605,10,28,182,139,77,93,51,10,8,0,0,2,0,3,2
PT_160909,Carvoeiro,1201,339,4,25,129,87,37,24,10,3,7,1,2,3,1,4,2
PT_160910,Castelo Do Neiva,3630,853,10,32,325,200,128,67,45,8,16,5,4,0,3,9,1
PT_160940,Chafé,2802,728,13,44,207,180,91,86,78,5,7,3,3,2,3,3,3
PT_160911,Darque,7245,2191,47,97,480,632,165,291,353,32,42,7,4,10,11,14,6
PT_160912,Deão,1042,335,9,19,134,96,31,23,11,2,4,1,0,1,1,3,0
PT_160913,Deocriste,685,258,6,19,71,105,18,25,6,3,0,0,0,1,1,3,0
PT_160914,Freixieiro De Soutelo,508,172,3,6,65,41,25,16,8,3,0,0,1,2,0,2,0
PT_160929,Geraz Do Lima (Santa Leocádia),1197,404,4,16,229,80,38,10,10,3,4,0,2,1,4,2,1
PT_160930,Geraz Do Lima (Santa Maria),984,334,2,21,148,88,43,11,10,3,3,1,0,1,0,2,1
PT_160915,Lanheses,1785,680,10,26,306,147,77,66,27,7,4,1,2,1,0,4,2
PT_160916,Mazarefes,1346,552,8,40,179,151,47,47,60,5,9,1,1,2,0,1,1
PT_160917,Meadela,7816,3254,44,177,829,828,322,580,312,48,50,10,1,16,3,17,17
PT_160918,Meixedo,518,186,4,6,81,31,41,12,3,1,1,3,0,3,0,0,0
PT_160920,Montaria,718,219,3,9,95,43,12,34,11,4,1,1,0,2,1,2,1
PT_160921,Moreira De Geraz Do Lima,624,185,1,13,65,70,13,16,3,0,2,1,0,0,0,1,0
PT_160922,Mujães,1589,557,8,34,169,153,101,50,23,4,2,2,0,0,7,3,1
PT_160923,Neiva,1305,417,3,24,132,96,67,59,16,9,1,4,0,1,4,1,0
PT_160924,Nogueira,900,366,2,14,158,99,26,37,21,2,3,0,1,0,0,1,2
PT_160925,Outeiro,1262,538,15,49,191,145,52,37,30,6,2,3,0,2,1,3,2
PT_160926,Perre,2703,1149,24,83,293,283,112,166,133,18,12,4,4,2,2,8,5
PT_160927,Portela Susã,712,243,3,15,108,58,22,14,10,1,4,1,0,3,2,2,0
PT_160928,Santa Marta de Portuzelo,3597,1296,35,64,449,379,73,145,95,20,19,7,2,5,0,2,1
PT_160932,Serreleis,983,424,9,16,171,121,49,24,23,2,1,1,2,0,0,2,3
PT_160933,Subportela,1237,419,4,30,187,91,38,36,16,5,4,4,1,2,0,1,0
PT_160934,Torre,660,230,3,16,94,39,45,18,3,4,0,1,0,2,2,3,0
PT_160919,Viana Do Castelo (Monserrate),5366,1812,37,52,421,446,148,332,290,25,31,5,0,7,11,4,3
PT_160931,Viana Do Castelo (Santa Maria Maior),9870,4156,61,182,1017,921,367,773,677,58,36,8,1,20,10,9,16
PT_160938,Vila De Punhe,2494,816,13,33,250,249,83,80,72,8,8,3,1,5,3,3,5
PT_160935,Vila Franca,1917,633,8,26,243,184,37,55,55,7,5,7,0,1,2,1,2
PT_160936,Vila Fria,1445,493,13,28,111,152,55,48,64,6,7,1,2,3,1,2,0
PT_160937,Vila Mou,660,239,2,13,115,44,27,22,6,1,0,1,1,3,2,2,0
PT_160939,Vilar De Murteda,261,112,0,6,35,38,10,7,10,0,2,1,0,1,0,2,0
PT_161001,Campos,1099,374,0,21,131,129,40,26,16,2,2,1,0,4,0,2,0
PT_161002,Candemil,274,115,1,6,45,34,9,9,2,2,3,2,0,1,0,0,1
PT_161003,Cornes,482,150,1,5,58,55,6,11,8,1,2,2,1,0,0,0,0
PT_161004,Covas,720,247,6,9,107,68,16,20,9,3,1,0,2,1,0,3,2
PT_161005,Gondar,148,82,2,2,27,37,6,4,4,0,0,0,0,0,0,0,0
PT_161006,Gondarém,957,359,6,10,107,150,31,27,14,4,3,3,1,1,0,2,0
PT_161007,Loivo,887,295,7,8,69,129,21,25,20,1,5,3,0,4,2,1,0
PT_161008,Lovelhe,476,210,4,16,53,87,8,27,7,2,1,0,0,1,1,2,1
PT_161009,Mentrestido,289,105,0,5,40,35,12,5,1,1,2,1,0,1,0,2,0
PT_161010,Nogueira,279,131,4,3,69,33,10,4,1,1,2,0,1,2,0,1,0
PT_161011,Reboreda,644,265,3,17,86,92,11,24,17,4,5,1,0,0,0,2,3
PT_161012,Sapardos,473,158,1,4,62,63,10,5,7,3,1,0,1,0,0,0,1
PT_161013,Sopo,694,180,6,7,77,75,8,2,1,2,1,1,0,0,0,0,0
PT_161014,Vila Meã,280,95,2,5,32,40,8,5,0,0,1,0,0,0,1,1,0
PT_161015,Vila Nova De Cerveira,1433,554,6,30,225,159,45,52,21,7,2,2,1,0,0,2,2
PT_170101,Alijó,2494,905,17,52,375,249,77,69,39,5,6,3,2,2,1,7,1
PT_170102,Amieiro,165,58,1,1,25,21,4,5,1,0,0,0,0,0,0,0,0
PT_170103,Carlão,949,346,7,8,149,103,25,19,16,3,5,3,1,1,0,4,2
PT_170104,Casal De Loivos,199,72,0,0,17,32,2,7,7,0,3,0,0,1,0,1,2
PT_170105,Castedo,469,183,5,2,82,40,30,7,7,0,2,2,1,1,0,0,4
PT_170106,Cotas,305,136,0,1,69,54,2,4,2,0,0,1,0,0,0,2,1
PT_170107,Favaios,1250,393,3,9,157,142,19,34,24,2,1,1,0,0,0,1,0
PT_170108,Pegarinhos,659,185,5,3,79,56,5,8,21,2,2,2,0,0,0,1,1
PT_170109,Pinhão,792,261,0,6,77,112,16,14,28,2,2,0,1,0,1,2,0
PT_170110,Pópulo,399,84,3,2,26,34,8,6,1,1,1,0,0,0,1,0,1
PT_170111,Ribalonga,398,119,6,0,59,41,4,2,2,1,1,1,0,0,0,1,1
PT_170112,Sanfins Do Douro,1745,648,15,20,282,194,50,40,21,8,6,3,0,4,0,4,1
PT_170113,Santa Eugénia,471,201,10,7,99,68,3,6,2,0,4,0,0,1,1,0,0
PT_170114,São Mamede De Ribatua,889,319,8,10,95,117,44,17,13,4,0,3,0,1,3,1,3
PT_170115,Vale De Mendiz,228,84,1,3,14,46,4,5,3,2,2,0,1,0,1,1,1
PT_170116,Vila Chã,709,234,5,4,86,101,14,12,1,6,1,1,1,1,0,1,0
PT_170118,Vilar De Maçada,1155,274,6,7,125,81,20,14,10,5,3,1,0,1,0,1,0
PT_170119,Vilarinho De Cotas,270,105,0,0,52,40,3,5,2,0,1,2,0,0,0,0,0
PT_170117,Vila Verde,905,207,3,8,111,46,24,6,5,0,3,0,0,0,0,1,0
PT_170201,Alturas Do Barroso,618,200,6,0,131,44,7,0,5,0,3,1,0,2,0,1,0
PT_170202,Ardãos,444,150,4,3,118,16,0,1,3,1,2,0,0,0,1,1,0
PT_170203,Beça,1196,497,5,9,382,66,10,10,5,1,5,1,2,0,0,0,1
PT_170204,Bobadela,534,191,3,6,123,38,5,4,5,2,1,1,0,2,0,0,1
PT_170205,Boticas,1196,540,11,12,364,103,11,18,10,2,1,2,1,1,1,2,1
PT_170206,Cerdedo,230,76,2,0,50,17,1,3,2,0,1,0,0,0,0,0,0
PT_170207,Codessoso,207,66,2,3,38,12,4,4,2,0,0,0,0,1,0,0,0
PT_170208,Covas Do Barroso,387,152,1,3,103,22,1,5,12,1,2,0,0,1,0,1,0
PT_170209,Curros,114,47,0,0,42,2,2,0,0,0,1,0,0,0,0,0,0
PT_170210,Dornelas,673,153,1,1,75,27,2,5,38,0,1,0,1,0,0,1,1
PT_170211,Fiães Do Tâmega,176,54,2,0,41,5,2,0,2,0,1,0,0,0,0,1,0
PT_170212,Granja,321,160,8,7,100,36,3,1,2,0,1,0,0,0,0,0,2
PT_170213,Pinho,617,199,5,3,146,20,9,8,5,0,1,2,0,0,0,0,0
PT_170214,São Salvador De Viveiro,410,157,1,0,112,25,12,1,4,0,2,0,0,0,0,0,0
PT_170215,Sapiãos,732,276,1,2,193,48,15,8,2,2,0,1,1,1,0,2,0
PT_170216,Vilar,268,81,2,1,60,11,2,1,2,0,2,0,0,0,0,0,0
PT_170301,Águas Frias,1048,316,5,7,144,103,28,7,14,1,2,0,0,0,2,3,0
PT_170302,Anelhe,585,139,3,1,103,23,2,2,3,1,0,0,0,0,0,1,0
PT_170303,Arcossó,469,161,2,6,75,50,15,9,0,0,0,1,0,0,3,0,0
PT_170304,Bobadela,174,64,1,0,46,15,0,0,1,0,0,0,1,0,0,0,0
PT_170305,Bustelo,636,280,4,13,205,33,13,7,1,0,0,2,0,0,0,2,0
PT_170306,Calvão,603,165,0,7,73,52,13,5,8,2,1,3,1,0,0,0,0
PT_170307,Cela,312,105,3,6,74,15,5,0,1,0,1,0,0,0,0,0,0
PT_170309,Cimo De Vila Da Castanheira,798,238,7,9,100,74,28,8,4,0,2,1,1,1,0,3,0
PT_170310,Curalha,611,163,2,5,89,22,24,7,8,1,2,0,0,1,0,0,2
PT_170311,Eiras,545,235,4,10,107,62,12,20,11,1,2,3,1,1,0,1,0
PT_170312,Ervededo,1098,269,3,2,172,51,22,3,10,1,3,1,0,0,0,1,0
PT_170313,Faiões,839,348,11,23,165,76,24,18,18,2,5,1,0,3,0,2,0
PT_170314,Lama De Arcos,564,187,6,8,78,61,10,8,9,2,2,0,0,1,1,0,1
PT_170315,Loivos,802,228,2,12,133,43,18,10,7,1,0,0,0,0,0,0,2
PT_170351,Madalena,3335,1047,26,37,531,236,63,79,51,4,6,3,0,4,1,4,2
PT_170316,Mairos,467,145,0,3,78,38,12,8,4,0,0,1,0,0,0,0,1
PT_170317,Moreiras,413,144,3,1,101,27,6,4,0,0,0,2,0,0,0,0,0
PT_170318,Nogueira Da Montanha,1031,277,3,5,182,51,23,3,2,2,0,1,0,2,1,2,0
PT_170319,Oucidres,327,90,2,0,52,24,3,2,5,0,0,0,0,0,0,1,1
PT_170320,Oura,749,237,4,9,143,35,24,13,5,0,1,2,0,1,0,0,0
PT_170321,Outeiro Seco,917,276,4,10,119,84,15,21,15,2,3,0,0,1,1,0,1
PT_170322,Paradela,351,102,2,7,54,18,13,5,1,0,0,0,0,0,0,0,2
PT_170323,Póvoa De Agrações,412,125,4,4,46,53,8,0,4,1,0,2,0,1,1,1,0
PT_170324,Redondelo,737,265,4,6,124,108,11,5,2,1,1,0,0,2,0,1,0
PT_170325,Roriz,335,98,4,4,41,27,7,1,5,0,3,0,1,0,1,2,2
PT_170326,Samaiões,886,303,7,11,129,89,21,22,14,0,1,6,0,1,1,1,0
PT_170327,Sanfins,485,127,1,1,86,19,13,1,5,0,0,0,0,0,0,1,0
PT_170328,Sanjurge,428,155,2,7,82,31,13,10,8,2,0,0,0,0,0,0,0
PT_170352,Santa Cruz/Trindade,2347,740,9,36,358,168,70,49,29,4,3,4,0,3,1,3,3
PT_170329,Santa Leocádia,576,106,4,1,51,30,8,7,2,0,0,2,0,0,0,1,0
PT_170350,Santa Maria Maior,12201,4018,54,149,1754,986,321,379,266,30,29,11,5,7,7,13,7
PT_170330,Santo António De Monforte,579,214,10,11,99,51,12,11,14,1,0,0,2,2,0,1,0
PT_170331,Santo Estêvão,740,205,2,6,106,54,18,6,5,2,2,1,0,0,0,2,1
PT_170332,São Julião De Montenegro,341,98,0,2,66,9,8,6,3,1,1,2,0,0,0,0,0
PT_170333,São Pedro De Agostém,1640,430,11,14,208,110,34,19,21,0,5,3,0,0,1,2,2
PT_170334,São Vicente,407,149,2,3,89,39,7,1,5,1,1,0,0,0,0,1,0
PT_170335,Seara Velha,255,82,2,8,49,8,2,3,2,1,0,1,5,0,0,1,0
PT_170336,Selhariz,351,122,4,7,62,19,12,11,5,1,0,0,0,1,0,0,0
PT_170337,Soutelinho Da Raia,274,77,1,2,37,22,4,6,1,0,0,1,0,0,0,1,2
PT_170338,Soutelo,495,182,4,10,106,40,8,8,1,2,0,0,1,0,0,1,1
PT_170339,Travancas,694,184,2,1,85,58,15,8,11,0,2,1,1,0,0,0,0
PT_170340,Tronco,418,115,0,0,60,40,5,2,5,0,2,0,0,0,0,1,0
PT_170341,Vale De Anta,1197,473,9,16,236,84,45,35,31,6,0,4,0,0,0,4,3
PT_170342,Vidago,1255,480,4,21,207,175,24,29,11,1,2,0,0,2,0,3,1
PT_170344,Vilar De Nantes,1656,506,11,19,241,111,33,51,27,5,0,1,0,1,1,3,2
PT_170345,Vilarelho Da Raia,823,211,0,6,137,42,14,6,3,0,1,2,0,0,0,0,0
PT_170346,Vilarinho Das Paranheiras,262,99,3,1,59,23,4,2,3,0,1,0,0,0,0,3,0
PT_170347,Vilas Boas,276,72,0,2,51,5,9,1,4,0,0,0,0,0,0,0,0
PT_170343,Vila Verde Da Raia,936,341,6,19,182,77,16,22,6,3,5,1,0,0,2,0,2
PT_170349,Vilela Do Tâmega,496,166,6,9,72,36,26,9,5,0,0,1,0,0,1,1,0
PT_170348,Vilela Seca,451,180,5,3,109,42,11,3,5,0,0,1,0,0,0,1,0
PT_170401,Barqueiros,762,276,2,7,134,112,7,7,3,1,2,1,0,0,0,0,0
PT_170402,Cidadelhe,218,103,2,3,37,40,10,4,5,0,2,0,0,0,0,0,0
PT_170404,Mesão Frio (Santa Cristina),889,334,3,11,174,79,23,19,13,1,4,3,0,2,0,1,1
PT_170405,Mesão Frio (São Nicolau),335,200,2,6,94,62,16,16,2,0,2,0,0,0,0,0,0
PT_170403,Oliveira,469,203,1,1,125,50,7,9,9,0,1,0,0,0,0,0,0
PT_170406,Vila Jusã,607,198,2,7,94,53,9,14,11,0,4,2,1,1,0,0,0
PT_170407,Vila Marim,1462,397,5,9,161,133,40,22,19,1,2,2,0,0,1,2,0
PT_170501,Atei,1397,427,3,2,167,122,76,17,26,4,3,1,1,0,0,5,0
PT_170502,Bilhó,846,201,0,4,84,22,75,11,1,0,1,1,0,1,1,0,0
PT_170503,Campanhó,608,128,1,3,89,7,27,0,0,1,0,0,0,0,0,0,0
PT_170504,Ermelo,1010,282,6,0,175,39,44,2,12,0,3,0,0,0,1,0,0
PT_170505,Mondim de Basto,3254,1125,10,30,420,327,149,74,73,16,10,5,1,1,3,1,5
PT_170506,Paradança,379,137,4,1,68,25,21,3,8,3,1,1,0,0,0,1,1
PT_170507,Pardelhas,158,46,1,0,17,12,6,4,3,1,0,0,0,0,1,1,0
PT_170508,Vilar De Ferreiros,1548,461,2,5,253,123,45,8,15,3,3,2,1,1,0,0,0
PT_170601,Cabril,716,265,5,2,62,148,13,15,11,0,3,2,0,2,0,2,0
PT_170602,Cambeses Do Rio,263,86,0,0,39,37,3,2,4,0,0,1,0,0,0,0,0
PT_170603,Cervos,539,121,2,0,82,30,2,2,2,0,0,0,0,1,0,0,0
PT_170604,Chã,1159,202,1,8,94,68,14,6,3,3,3,0,1,0,1,0,0
PT_170605,Contim,252,40,0,0,20,18,1,0,0,0,0,0,0,0,0,0,1
PT_170606,Covelães,284,86,0,3,39,38,1,1,0,1,1,2,0,0,0,0,0
PT_170607,Covelo Do Gerês,237,101,1,5,38,50,3,0,3,0,1,0,0,0,0,0,0
PT_170608,Donões,94,31,0,0,13,13,2,0,3,0,0,0,0,0,0,0,0
PT_170609,Ferral,572,207,1,5,80,104,3,4,5,2,0,1,0,0,0,0,2
PT_170610,Fervidelas,200,79,4,2,43,24,2,4,0,0,0,0,0,0,0,0,0
PT_170611,Fiães Do Rio,162,34,0,0,20,12,0,0,1,0,1,0,0,0,0,0,0
PT_170612,Gralhas,313,103,1,2,38,49,5,5,0,1,1,0,0,0,0,1,0
PT_170613,Meixedo,439,80,0,1,41,29,5,1,1,0,0,0,0,1,1,0,0
PT_170614,Meixide,171,58,0,1,29,20,3,0,3,0,0,0,0,1,0,1,0
PT_170615,Montalegre,1885,749,3,22,364,247,31,51,23,2,0,3,0,1,1,0,1
PT_170616,Morgade,367,117,2,3,47,40,5,10,6,2,0,1,1,0,0,0,0
PT_170617,Mourilhe,283,51,1,1,25,18,3,2,1,0,0,0,0,0,0,0,0
PT_170618,Negrões,316,96,0,0,27,60,2,0,6,0,1,0,0,0,0,0,0
PT_170619,Outeiro,221,73,0,1,38,29,4,0,0,0,0,0,1,0,0,0,0
