gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,MEP,PCTP/MRPP,PPM,POUS,PH,E,MPT,PLD
PT_030902,Ajude,218,94,2,2,32,49,4,1,2,0,2,0,0,0,0,0,0
PT_030903,Brunhais,451,163,4,6,68,69,7,1,2,1,1,2,1,0,1,0,0
PT_030904,Calvos,483,218,0,5,90,85,15,11,8,0,0,1,0,0,1,2,0
PT_030905,Campos,1064,442,10,17,143,171,63,13,7,4,6,2,0,2,2,2,0
PT_030906,Covelas,427,191,1,17,61,62,19,19,5,1,2,0,0,3,0,0,1
PT_030907,Esperança,626,230,2,4,105,89,18,3,3,1,2,1,0,2,0,0,0
PT_030908,Ferreiros,394,145,1,3,65,54,8,8,2,1,2,0,0,0,1,0,0
PT_030909,Fonte Arcada,1386,390,2,7,209,93,43,23,6,1,1,1,1,0,0,2,1
PT_030910,Frades,325,128,2,1,42,64,10,6,3,0,0,0,0,0,0,0,0
PT_030911,Friande,376,120,1,1,65,32,10,3,6,0,2,0,0,0,0,0,0
PT_030912,Galegos,628,200,3,4,101,59,7,17,4,1,2,1,0,0,1,0,0
PT_030913,Garfe,1329,483,6,12,263,119,26,29,14,5,4,1,1,0,1,2,0
PT_030914,Geraz Do Minho,559,207,4,7,103,67,7,5,8,2,2,1,0,0,1,0,0
PT_030915,Lanhoso,766,278,3,8,139,65,29,17,7,1,0,2,0,0,3,2,2
PT_030916,Louredo,404,153,7,1,64,57,5,2,11,0,1,0,1,1,2,1,0
PT_030917,Monsul,863,395,8,10,161,177,12,10,12,1,1,1,1,0,0,1,0
PT_030918,Moure,250,101,2,1,38,45,4,4,5,1,1,0,0,0,0,0,0
PT_030920,Oliveira,480,202,2,7,103,57,14,12,4,2,0,0,0,0,1,0,0
PT_030919,Póvoa De Lanhoso (Nossa Senhora Do Amparo),4481,1664,20,67,728,463,120,126,84,25,15,2,3,1,1,6,3
PT_030921,Rendufinho,744,242,1,7,110,70,19,15,13,1,2,3,0,0,0,1,0
PT_030922,Santo Emilião,930,335,5,14,163,84,24,17,15,2,4,1,2,0,1,1,2
PT_030923,São João De Rei,463,117,0,1,43,49,5,10,5,0,2,1,0,0,0,0,1
PT_030924,Serzedelo,825,305,1,10,174,65,28,11,7,5,2,1,0,1,0,0,0
PT_030925,Sobradelo Da Goma,1216,383,7,5,203,126,15,7,5,1,3,2,2,3,1,1,2
PT_030926,Taíde,1905,594,8,16,256,203,46,30,18,2,3,2,0,4,0,4,2
PT_030927,Travassos,878,326,4,10,127,124,27,16,9,2,2,0,2,1,1,1,0
PT_030928,Verim,450,156,0,2,72,61,8,7,4,0,0,0,0,0,0,1,1
PT_030929,Vilela,703,211,3,6,123,52,6,7,10,1,3,0,0,0,0,0,0
PT_031001,Balança,393,164,1,3,103,30,7,6,7,4,0,1,0,0,0,2,0
PT_031002,Brufe,67,28,0,0,18,1,8,0,0,1,0,0,0,0,0,0,0
PT_031003,Campo Do Gerês,183,65,2,2,26,20,0,5,6,0,3,0,0,0,0,1,0
PT_031004,Carvalheira,424,193,0,6,82,50,33,4,7,5,0,3,1,0,1,1,0
PT_031005,Chamoim,374,122,3,3,74,27,6,4,4,1,0,0,0,0,0,0,0
PT_031006,Chorense,559,185,3,8,129,27,7,6,1,1,3,0,0,0,0,0,0
PT_031007,Cibões,485,162,0,4,125,14,14,1,1,0,1,0,0,2,0,0,0
PT_031008,Covide,440,170,2,4,107,26,15,5,5,1,3,1,0,1,0,0,0
PT_031009,Gondoriz,350,105,2,2,53,35,8,2,1,0,0,0,0,0,0,1,1
PT_031010,Moimenta,764,325,4,7,172,82,13,28,12,0,0,0,0,1,3,3,0
PT_031011,Monte,194,87,1,0,56,20,7,0,2,0,0,1,0,0,0,0,0
PT_031012,Ribeira,279,124,1,4,77,11,13,7,0,7,1,1,0,0,0,1,1
PT_031013,Rio Caldo,1057,326,1,11,196,69,22,8,6,2,0,1,0,3,2,2,3
PT_031014,Souto,596,224,5,10,107,36,29,10,12,3,1,1,0,2,4,2,2
PT_031015,Valdosende,793,315,3,14,107,102,16,16,49,2,3,0,0,0,1,1,1
PT_031016,Vilar,196,74,1,4,46,14,2,3,1,1,1,0,0,0,0,0,1
PT_031017,Vilar Da Veiga,1472,503,6,12,176,176,39,31,50,2,4,2,0,1,2,0,2
PT_031101,Anissó,281,111,0,7,40,44,9,3,4,1,2,0,0,0,0,0,1
PT_031102,Anjos,494,217,1,3,117,73,5,11,4,2,0,0,0,1,0,0,0
PT_031103,Campos,276,119,2,4,56,49,5,1,2,0,0,0,0,0,0,0,0
PT_031104,Caniçada,503,217,1,1,107,88,9,2,5,2,1,1,0,0,0,0,0
PT_031105,Cantelães,836,251,3,10,82,78,7,39,18,2,3,1,0,1,3,1,3
PT_031106,Cova,346,105,1,1,63,23,7,3,2,1,0,1,1,1,1,0,0
PT_031107,Eira Vedra,714,261,1,21,94,87,11,18,18,3,2,5,0,0,0,0,1
PT_031108,Guilhofrei,1367,438,9,10,224,109,33,24,8,2,3,4,0,3,1,5,3
PT_031109,Louredo,618,154,2,4,96,38,8,3,1,0,1,0,0,1,0,0,0
PT_031110,Mosteiro,922,282,4,5,139,82,11,25,1,1,3,3,0,1,0,6,1
PT_031111,Parada do Bouro,639,261,6,9,120,83,11,16,5,4,2,1,1,1,1,1,0
PT_031112,Pinheiro,536,171,0,9,69,62,14,9,2,1,1,2,0,0,0,0,2
PT_031113,Rossas,2178,597,7,10,284,226,25,21,10,3,5,2,0,1,0,1,2
PT_031114,Ruivães,959,334,33,1,178,67,26,7,5,10,2,1,0,0,2,1,1
PT_031115,Salamonde,548,157,1,3,57,79,5,4,4,1,1,0,1,0,0,1,0
PT_031116,Soengas,215,88,2,5,34,36,7,0,2,0,1,1,0,0,0,0,0
PT_031117,Soutelo,218,77,0,3,42,14,8,3,1,0,1,0,1,1,1,2,0
PT_031118,Tabuaças,929,317,7,13,172,70,20,9,8,6,4,2,1,2,1,1,1
PT_031119,Ventosa,467,197,2,11,117,42,13,4,2,3,0,0,0,0,0,0,3
PT_031120,Vieira Do Minho,2379,781,15,48,271,234,43,75,57,7,4,3,1,6,3,8,6
PT_031121,Vilar Do Chão,320,152,3,5,70,41,11,13,5,1,1,0,0,1,1,0,0
PT_031201,Abade De Vermoim,337,131,3,4,36,50,20,9,6,0,2,0,0,0,1,0,0
PT_031202,Antas,4610,2064,21,96,649,573,402,158,103,12,18,5,1,5,7,7,7
PT_031237,Arnoso (Santa Eulália),1080,458,8,13,131,133,52,35,67,3,9,0,0,0,3,2,2
PT_031238,Arnoso (Santa Maria),1587,666,6,25,239,206,117,28,21,7,3,3,0,5,1,2,3
PT_031203,Avidos,1428,726,11,34,253,224,102,49,28,6,6,1,1,3,0,5,3
PT_031204,Bairro,3409,1351,10,43,510,433,130,103,90,10,12,0,2,1,3,3,1
PT_031205,Bente,920,389,3,8,202,110,34,13,12,1,3,0,1,0,1,1,0
PT_031206,Brufe,2105,913,12,33,248,332,152,50,55,6,10,3,1,2,2,5,2
PT_031207,Cabeçudos,1063,449,8,16,137,150,74,31,20,2,5,1,0,1,1,1,2
PT_031208,Calendário,9716,3980,56,164,941,1230,741,390,295,41,39,15,8,19,6,14,21
PT_031209,Carreira,1746,686,4,21,185,276,83,50,52,1,7,2,2,1,1,1,0
PT_031210,Castelões,1674,667,7,26,178,246,100,49,43,5,6,3,0,2,0,0,2
PT_031211,Cavalões,1286,531,8,23,227,118,96,26,16,4,3,1,0,3,1,2,3
PT_031212,Cruz,1469,777,16,49,241,242,113,64,31,9,3,1,1,3,1,0,3
PT_031213,Delães,3761,1483,29,49,298,660,134,141,117,16,16,4,0,3,3,0,13
PT_031214,Esmeriz,1940,809,10,39,321,184,146,58,32,10,6,1,0,1,0,0,1
PT_031215,Fradelos,3128,1116,17,45,453,316,181,60,21,12,1,0,1,1,1,3,4
PT_031216,Gavião,3582,1541,27,70,431,527,247,125,68,8,15,4,0,9,3,4,3
PT_031217,Gondifelos,2074,831,18,30,294,199,208,40,21,1,8,3,0,0,2,2,5
PT_031218,Jesufrei,597,279,5,15,82,70,50,19,18,9,3,1,0,2,1,1,3
PT_031219,Joane,6653,3231,34,87,743,937,943,212,164,44,18,9,0,13,7,16,4
PT_031220,Lagoa,783,399,7,16,128,132,51,25,26,4,5,0,1,2,0,1,1
PT_031221,Landim,2786,999,21,28,301,375,146,61,34,8,7,4,1,2,0,5,6
PT_031222,Lemenhe,1211,556,5,19,141,190,102,52,23,9,5,2,0,3,1,3,1
PT_031223,Louro,2127,927,10,59,287,297,162,45,33,15,8,1,2,3,2,2,1
PT_031224,Lousado,3318,1290,30,54,356,447,150,136,74,14,12,1,2,4,3,4,3
PT_031225,Mogege,1693,680,4,17,187,219,128,50,43,3,16,4,2,4,0,1,2
PT_031226,Mouquim,1166,564,5,21,232,122,121,34,17,3,4,1,0,0,1,3,0
PT_031227,Nine,2488,1052,12,40,356,336,150,86,39,9,8,4,0,3,1,4,4
PT_031228,Novais,918,434,8,11,103,182,33,55,23,1,9,3,0,1,0,4,1
PT_031239,Oliveira (Santa Maria),3286,1346,10,43,382,440,133,173,99,17,18,3,4,8,8,4,4
PT_031242,Oliveira (São Mateus),2572,1152,17,38,279,396,125,89,159,8,22,4,3,4,1,3,4
PT_031229,Outiz,767,325,6,10,122,79,60,18,17,5,4,1,0,0,1,1,1
PT_031230,Pedome,2183,874,12,23,196,327,70,83,122,12,13,3,1,3,2,2,5
PT_031231,Portela,579,249,11,8,62,76,50,14,14,5,3,1,0,2,0,2,1
PT_031232,Pousada De Saramagos,1981,895,8,20,207,330,155,77,61,10,15,4,3,1,0,3,1
PT_031233,Requião,2836,1277,10,43,426,346,249,100,56,10,10,4,2,6,0,8,7
PT_031234,Riba De Ave,3420,1531,12,38,396,513,110,196,222,14,22,3,0,2,0,1,2
PT_031235,Ribeirão,7180,2940,54,124,1253,697,436,182,88,22,23,7,3,11,8,18,14
PT_031236,Ruivães,2057,831,13,25,181,390,93,52,45,8,8,4,1,3,1,4,3
PT_031243,Seide (São Miguel),1085,457,4,23,150,133,81,36,12,8,4,0,3,0,0,2,1
PT_031244,Seide (São Paio),390,160,0,9,44,42,40,15,6,0,1,0,0,0,1,2,0
PT_031245,Sezures,538,258,6,4,70,52,35,24,50,1,3,1,0,0,0,1,11
PT_031246,Telhado,1554,654,9,14,207,198,130,31,28,14,6,4,2,5,2,4,0
PT_031240,Vale (São Cosme),2692,1142,20,41,388,279,247,63,55,4,16,7,2,5,2,6,7
PT_031241,Vale (São Martinho),1728,821,24,47,249,223,165,53,27,8,9,3,0,4,0,3,6
PT_031247,Vermoim,2680,1141,17,39,351,374,162,90,74,7,15,2,1,4,1,3,1
PT_031248,Vila Nova De Famalicão,6589,3001,24,135,928,719,659,281,140,39,24,11,1,7,4,15,14
PT_031249,Vilarinho Das Cambas,1046,477,6,21,206,92,100,26,11,2,7,0,0,3,0,1,2
PT_031301,Aboim Da Nóbrega,1254,349,3,11,200,63,45,15,3,3,1,2,1,0,0,2,0
PT_031302,Arcozelo,498,162,0,4,126,13,12,2,3,0,0,0,0,0,1,1,0
PT_031303,Atães,833,265,1,10,166,36,22,13,11,1,1,1,0,0,0,2,1
PT_031304,Atiães,544,250,1,8,197,18,16,3,2,0,2,1,0,1,0,1,0
PT_031305,Azões,330,167,3,3,114,7,12,9,6,4,3,1,0,1,1,2,1
PT_031306,Barbudo,1623,668,10,25,367,119,44,51,21,12,6,2,2,4,1,3,1
PT_031307,Barros,362,136,2,3,91,17,13,3,4,0,2,0,0,0,0,1,0
PT_031308,Cabanelas,1839,620,11,18,255,209,33,41,22,4,14,2,2,4,2,3,0
PT_031344,Carreiras (Santiago),478,211,3,4,142,36,13,10,1,0,0,0,0,0,0,2,0
PT_031348,Carreiras (São Miguel),610,268,5,7,182,22,27,8,9,0,3,1,0,0,1,0,3
PT_031309,Cervães,2168,802,17,29,528,115,49,28,14,4,6,1,0,4,1,3,3
PT_031310,Codeceda,286,117,3,2,89,6,10,7,0,0,0,0,0,0,0,0,0
PT_031311,Coucieiro,512,232,2,10,146,27,15,17,8,1,4,0,0,0,0,1,1
PT_031312,Covas,580,186,1,0,125,26,23,7,1,0,2,0,0,0,0,1,0
PT_031313,Dossãos,505,247,2,11,182,21,14,7,6,0,1,0,0,1,0,2,0
PT_031314,Duas Igrejas,1442,530,10,33,352,28,74,7,3,6,5,1,0,3,0,5,3
PT_031345,Escariz (São Mamede),503,202,6,10,152,12,9,8,1,0,2,1,0,0,0,1,0
PT_031346,Escariz (São Martinho),472,204,7,9,127,34,12,7,5,0,2,0,0,0,0,1,0
PT_031315,Esqueiros,476,188,4,11,114,16,15,11,11,1,1,2,0,1,0,0,1
PT_031316,Freiriz,1069,468,6,5,376,21,32,9,9,1,3,1,2,0,0,2,1
PT_031317,Geme,546,223,2,6,120,43,20,9,11,3,4,2,0,1,0,2,0
PT_031318,Goães,649,270,4,0,209,13,28,8,1,3,1,1,0,1,0,1,0
PT_031319,Godinhaços,507,199,4,7,121,22,32,5,4,1,1,1,1,0,0,0,0
PT_031320,Gomide,260,110,2,1,73,6,16,5,3,0,2,0,2,0,0,0,0
PT_031321,Gondiães,369,223,5,1,151,36,11,8,6,1,2,0,0,0,0,1,1
PT_031322,Gondomar,101,48,0,2,26,5,12,2,0,0,1,0,0,0,0,0,0
PT_031323,Lage,2241,829,15,21,466,113,91,59,38,7,7,3,0,2,0,4,3
PT_031324,Lanhas,582,347,5,10,216,65,18,23,5,2,2,0,1,0,0,0,0
PT_031325,Loureira,1068,382,7,16,169,96,16,35,25,7,5,1,0,1,1,2,1
PT_031326,Marrancos,495,230,3,5,179,12,15,6,2,0,0,3,0,3,1,0,1
PT_031327,Mós,298,181,1,2,95,27,40,13,2,1,0,0,0,0,0,0,0
PT_031328,Moure,1555,796,10,4,622,61,53,21,13,2,1,4,0,0,1,2,2
PT_031329,Nevogilde,329,138,4,3,95,13,12,5,4,0,2,0,0,0,0,0,0
PT_031330,Oleiros,1396,436,4,11,251,62,34,28,34,3,6,1,0,1,0,1,0
PT_031343,Oriz (Santa Marinha),392,159,1,4,125,14,10,3,2,0,0,0,0,0,0,0,0
PT_031349,Oriz (São Miguel),276,151,0,0,126,7,13,2,0,1,0,1,0,0,0,1,0
PT_031331,Parada De Gatim,796,282,9,7,175,40,18,19,5,1,2,3,0,1,0,1,1
PT_031332,Passó,251,102,2,2,67,11,10,1,6,1,1,1,0,0,0,0,0
PT_031333,Pedregais,437,206,11,8,127,12,22,6,9,3,1,0,0,4,0,3,0
PT_031334,Penascais,280,125,0,3,83,19,9,6,2,1,0,0,0,0,1,0,1
PT_031335,Pico,657,277,6,8,181,30,28,7,9,3,1,0,0,0,1,0,3
PT_031336,Pico De Regalados,878,411,10,11,244,46,41,29,14,6,5,2,0,0,0,2,1
PT_031337,Ponte,595,255,3,14,174,21,20,8,9,0,1,2,0,1,1,1,0
PT_031338,Portela Das Cabras,369,141,0,2,90,13,17,11,4,1,2,1,0,0,0,0,0
PT_031350,Prado (São Miguel),746,243,7,9,172,31,15,1,5,1,1,1,0,0,0,0,0
PT_031339,Rio Mau,771,330,4,10,198,22,65,8,13,3,0,0,1,0,1,4,1
PT_031340,Sabariz,417,194,0,5,136,16,13,3,11,2,1,2,0,0,1,3,1
PT_031341,Sande,551,253,4,8,181,28,11,12,6,1,0,0,0,0,0,2,0
PT_031352,Soutelo,1767,639,8,22,247,232,49,45,20,4,5,1,0,2,0,2,2
PT_031353,Travassós,211,113,0,2,84,20,3,1,0,2,0,0,0,0,0,1,0
PT_031354,Turiz,1482,644,9,15,421,88,44,29,16,6,4,1,1,2,1,6,1
PT_031347,Valbom (São Martinho),260,116,0,2,89,7,13,3,0,0,2,0,0,0,0,0,0
PT_031351,Valbom (São Pedro),349,129,2,7,83,19,6,3,8,1,0,0,0,0,0,0,0
PT_031355,Valdreu,787,165,0,5,102,24,20,4,7,1,0,0,0,1,0,0,1
PT_031356,Valões,221,113,0,3,94,4,9,0,0,0,2,0,0,0,0,1,0
PT_031342,Vila De Prado,4104,1587,33,67,696,317,156,144,100,20,12,5,9,8,9,4,7
PT_031358,Vilarinho,335,170,3,8,134,11,10,0,3,0,0,0,0,0,0,1,0
PT_031357,Vila Verde,3750,1485,33,78,678,305,112,150,66,17,8,4,2,12,2,6,12
PT_031402,Caldas de Vizela (São João),3453,1320,9,46,304,495,114,170,126,15,17,9,1,6,2,1,5
PT_031403,Caldas deVizela (São Miguel),5887,2324,37,91,463,959,134,301,219,28,46,10,7,9,6,6,8
PT_031404,Infias,1542,648,14,20,152,250,47,76,54,6,11,3,2,5,5,2,1
PT_031401,Santa Eulália,4468,1509,14,50,302,676,86,159,129,17,34,10,4,5,5,9,9
PT_031405,Tagilde,1448,473,10,12,104,189,29,44,64,5,10,0,0,0,2,4,0
PT_031406,Vizela (Santo Adrião),2098,735,7,29,194,272,64,68,68,5,16,5,0,0,0,3,4
PT_031407,Vizela (São Paio),1276,541,3,10,156,190,62,38,47,3,18,2,1,5,1,2,3
PT_040101,Agrobom,207,82,2,0,30,38,3,3,2,1,1,0,0,0,1,0,1
PT_040102,Alfândega Da Fé,1902,840,4,17,307,332,59,48,47,11,7,2,0,0,1,1,4
PT_040103,Cerejais,297,120,4,7,66,30,7,3,2,0,0,0,1,0,0,0,0
PT_040104,Eucisia,213,80,4,2,27,36,3,2,4,0,1,0,0,0,0,0,1
PT_040105,Ferradosa,247,120,1,2,62,47,2,4,1,1,0,0,0,0,0,0,0
PT_040106,Gebelim,280,95,1,2,45,40,5,0,0,1,0,0,0,0,0,0,1
PT_040107,Gouveia,174,69,4,6,40,16,2,0,0,0,1,0,0,0,0,0,0
PT_040108,Parada,192,97,1,3,48,27,6,3,4,0,0,2,0,0,3,0,0
PT_040109,Pombal,137,81,3,6,31,26,6,5,3,0,0,0,0,1,0,0,0
PT_040110,Saldonha,133,56,0,2,33,13,3,1,0,2,0,0,0,0,0,2,0
PT_040111,Sambade,666,264,3,2,140,89,18,6,3,0,0,1,0,0,0,2,0
PT_040112,Sendim Da Ribeira,142,57,2,1,22,13,13,3,3,0,0,0,0,0,0,0,0
PT_040113,Sendim Da Serra,115,58,1,2,24,23,0,2,6,0,0,0,0,0,0,0,0
PT_040114,Soeima,211,93,1,6,34,34,9,2,4,0,1,1,0,0,1,0,0
PT_040115,Vale Pereiro,138,54,2,0,27,19,4,0,1,0,0,0,0,0,0,0,1
PT_040116,Vales,103,60,0,4,25,25,0,1,1,0,1,1,0,1,0,1,0
PT_040117,Valverde,144,53,0,1,30,16,3,0,2,0,0,0,0,0,0,0,1
PT_040118,Vilar Chão,347,139,3,0,82,38,8,0,2,0,2,0,0,2,0,2,0
PT_040119,Vilarelhos,321,136,3,4,70,49,3,1,2,1,0,3,0,0,0,0,0
PT_040120,Vilares De Vilariça,324,112,2,5,51,26,6,15,2,1,1,1,0,0,1,1,0
PT_040201,Alfaião,285,104,1,0,60,25,8,7,2,0,0,1,0,0,0,0,0
PT_040202,Aveleda,398,76,1,0,46,15,7,4,1,0,0,1,0,0,0,1,0
PT_040203,Babe,426,128,2,0,80,24,11,4,3,1,0,1,0,0,0,1,1
PT_040204,Baçal,594,143,2,9,70,26,24,5,0,2,1,0,0,2,2,0,0
PT_040242,Bragança (Santa Maria),3409,934,18,37,358,220,73,135,63,7,8,5,0,2,4,3,1
PT_040245,Bragança (Sé),15458,4349,55,154,1740,936,365,637,259,56,45,14,5,14,17,16,36
PT_040205,Calvelhe,228,62,1,6,16,26,6,0,3,0,1,0,0,1,0,1,1
PT_040206,Carragosa,328,67,1,1,24,17,8,10,3,0,0,2,0,0,0,0,1
PT_040207,Carrazedo,201,29,0,2,21,0,3,3,0,0,0,0,0,0,0,0,0
PT_040208,Castrelos,211,64,0,1,26,29,4,1,2,0,0,0,0,0,1,0,0
PT_040209,Castro De Avelãs,309,106,0,3,59,14,10,10,5,1,1,1,0,0,0,0,2
PT_040210,Coelhoso,596,131,1,2,88,27,3,2,6,0,1,0,0,0,0,1,0
PT_040211,Deilão,309,63,0,0,49,3,4,4,2,0,0,1,0,0,0,0,0
PT_040212,Donai,435,98,0,6,59,15,8,5,2,1,0,0,0,0,0,0,2
PT_040213,Espinhosela,450,100,2,1,46,36,3,6,3,0,1,0,0,0,0,1,1
PT_040214,Failde,221,69,1,3,34,13,11,3,3,0,0,0,0,0,1,0,0
PT_040215,França,433,117,1,3,51,40,8,5,5,1,2,0,0,1,0,0,0
PT_040216,Gimonde,477,136,2,6,64,37,4,9,7,2,2,0,0,2,0,0,1
PT_040217,Gondesende,261,65,3,5,28,15,6,3,4,0,1,0,0,0,0,0,0
PT_040218,Gostei,512,122,3,3,55,15,25,13,4,0,1,1,0,0,1,0,1
PT_040219,Grijó De Parada,506,124,3,0,55,28,12,8,9,2,4,1,0,0,0,1,1
PT_040220,Izeda,1119,251,3,11,106,70,20,19,13,2,2,0,1,1,0,1,2
PT_040221,Macedo Do Mato,399,77,1,1,32,20,8,2,9,0,1,1,1,0,0,1,0
PT_040222,Meixedo,207,75,3,4,34,19,4,6,2,1,0,0,0,0,0,2,0
PT_040223,Milhão,264,90,0,2,63,19,3,1,0,0,2,0,0,0,0,0,0
PT_040224,Mós,321,72,3,2,37,8,4,8,8,1,1,0,0,0,0,0,0
PT_040225,Nogueira,511,150,0,7,63,43,9,16,5,0,2,0,0,1,0,2,2
PT_040226,Outeiro,443,129,1,3,89,22,4,8,1,0,0,1,0,0,0,0,0
PT_040227,Parada,934,197,1,3,87,58,18,10,14,2,1,1,0,0,1,1,0
PT_040228,Paradinha Nova,275,51,1,0,24,13,8,3,1,1,0,0,0,0,0,0,0
PT_040229,Parâmio,370,79,0,2,31,36,2,2,6,0,0,0,0,0,0,0,0
PT_040230,Pinela,447,91,3,6,44,25,7,4,2,0,0,0,0,0,0,0,0
PT_040231,Pombares,83,29,0,0,21,2,4,0,2,0,0,0,0,0,0,0,0
PT_040232,Quintanilha,329,95,3,9,19,35,7,11,6,1,3,0,0,0,1,0,0
PT_040233,Quintela De Lampaças,386,105,4,3,58,16,9,8,2,1,3,0,0,1,0,0,0
PT_040234,Rabal,330,98,3,5,48,4,7,6,20,0,1,0,2,1,0,0,1
PT_040235,Rebordaínhos,289,72,3,2,54,6,2,2,3,0,0,0,0,0,0,0,0
PT_040236,Rebordãos,628,185,5,14,108,24,11,8,7,1,1,2,0,1,0,2,1
PT_040238,Rio De Onor,150,50,0,0,37,5,2,5,1,0,0,0,0,0,0,0,0
PT_040237,Rio Frio,332,161,1,6,84,33,10,11,6,2,3,1,0,0,0,3,1
PT_040239,Salsas,645,146,7,1,89,26,11,7,2,1,1,0,0,0,0,1,0
PT_040240,Samil,808,246,5,7,109,55,27,26,11,1,2,2,0,1,0,0,0
PT_040241,Santa Comba De Rossas,435,108,4,3,48,26,9,9,3,0,3,0,0,0,0,2,1
PT_040243,São Julião De Palácios,433,129,4,4,96,15,7,0,1,0,0,0,0,0,0,1,1
PT_040244,São Pedro De Sarracenos,365,122,1,5,40,24,16,15,16,1,2,0,0,0,2,0,0
PT_040246,Sendas,315,99,3,2,64,11,4,6,4,1,2,1,0,0,1,0,0
PT_040247,Serapicos,409,98,1,2,65,14,11,1,2,0,0,1,0,0,0,1,0
PT_040248,Sortes,389,88,4,2,35,29,7,7,3,0,1,0,0,0,0,0,0
PT_040249,Zóio,256,55,0,2,28,13,6,2,0,2,0,1,0,0,1,0,0
PT_040301,Amedo,353,109,4,0,28,33,18,12,8,1,3,0,0,0,0,2,0
PT_040302,Beira Grande,200,81,4,3,48,13,8,4,1,0,0,0,0,0,0,0,0
PT_040303,Belver,361,135,5,4,70,12,0,4,2,34,0,2,0,1,0,1,0
PT_040304,Carrazeda De Ansiães,1536,522,6,24,211,147,64,38,13,3,7,0,1,3,2,3,0
PT_040305,Castanheiro,582,236,4,6,121,63,10,13,14,0,2,2,0,0,0,1,0
PT_040306,Fonte Longa,394,127,2,3,70,23,17,6,3,1,2,0,0,0,0,0,0
PT_040307,Lavandeira,281,111,3,1,69,23,5,4,5,0,1,0,0,0,0,0,0
PT_040308,Linhares,679,193,6,5,87,41,24,5,10,4,0,2,1,0,3,4,1
PT_040309,Marzagão,332,127,4,2,77,24,5,11,2,0,1,0,0,1,0,0,0
PT_040310,Mogo De Malta,137,48,0,4,31,5,4,1,1,0,0,0,0,0,0,2,0
PT_040311,Parambos,325,137,4,1,75,35,9,9,3,0,0,0,0,1,0,0,0
PT_040312,Pereiros,337,151,7,7,55,49,13,4,6,3,0,1,0,1,1,2,2
PT_040313,Pinhal Do Norte,357,146,5,3,85,21,13,9,2,2,0,1,0,3,0,1,1
PT_040314,Pombal,415,178,4,7,86,31,23,11,6,1,2,1,0,3,1,2,0
PT_040315,Ribalonga,163,53,1,0,23,15,5,2,5,0,1,0,0,0,0,1,0
PT_040316,Seixo De Ansiães,404,162,1,6,83,38,16,10,2,0,0,1,2,1,1,1,0
PT_040317,Selores,191,69,2,0,38,14,10,3,1,0,1,0,0,0,0,0,0
PT_040318,Vilarinho da Castanheira,722,228,4,1,129,36,25,10,11,0,8,2,0,0,1,1,0
PT_040319,Zedes,289,96,4,2,47,15,17,9,0,0,1,0,0,0,1,0,0
PT_040401,Fornos,260,99,4,2,33,30,12,7,7,0,1,1,0,0,0,2,0
PT_040402,Freixo De Espada à Cinta,2054,684,10,17,297,252,34,39,20,4,4,2,1,1,1,0,2
PT_040403,Lagoaça,540,233,3,4,104,93,18,2,7,0,2,0,0,0,0,0,0
PT_040404,Ligares,483,181,2,0,105,45,8,9,6,0,1,2,1,1,1,0,0
PT_040405,Mazouco,230,125,2,4,63,38,9,4,2,0,1,0,0,1,0,1,0
PT_040406,Poiares,465,171,1,4,87,54,7,8,5,2,1,0,0,1,0,1,0
PT_040501,Ala,624,199,8,4,91,55,20,7,4,0,4,1,1,2,0,1,1
PT_040502,Amendoeira,490,151,3,6,54,26,35,10,9,1,3,1,2,0,0,0,1
PT_040503,Arcas,460,163,4,6,110,18,16,2,2,0,1,0,1,0,3,0,0
PT_040504,Bagueixe,270,78,3,3,36,15,5,2,11,1,1,1,0,0,0,0,0
PT_040505,Bornes,628,159,7,2,95,18,20,7,4,0,3,0,0,0,0,3,0
PT_040506,Burga,119,44,0,1,23,11,4,4,1,0,0,0,0,0,0,0,0
PT_040507,Carrapatas,269,116,0,5,49,16,12,14,12,1,3,1,0,1,0,1,1
PT_040508,Castelãos,463,185,3,0,121,15,29,8,7,0,1,0,0,0,0,0,1
PT_040509,Chacim,481,110,1,2,51,38,9,5,3,1,0,0,0,0,0,0,0
PT_040510,Cortiços,494,159,4,0,66,40,9,5,27,0,3,1,1,0,1,0,2
PT_040511,Corujas,254,79,2,3,24,7,33,4,0,0,1,0,0,0,0,4,1
PT_040512,Edroso,174,47,2,3,33,5,4,0,0,0,0,0,0,0,0,0,0
PT_040513,Espadanedo,271,73,2,1,39,14,9,2,2,0,2,0,1,1,0,0,0
PT_040514,Ferreira,385,134,3,1,87,12,25,3,0,0,1,0,1,0,0,1,0
PT_040515,Grijó De Vale Benfeito,554,119,1,6,62,25,11,6,2,3,1,1,0,0,0,0,1
PT_040516,Lagoa,490,149,3,12,78,23,19,4,5,0,3,0,0,1,0,1,0
PT_040517,Lamalonga,579,139,4,4,71,37,9,8,0,2,0,0,0,0,0,3,1
PT_040518,Lamas De Podence,362,71,1,1,43,2,19,2,1,0,2,0,0,0,0,0,0
PT_040519,Lombo,392,132,3,2,57,34,18,11,6,0,0,0,0,0,0,1,0
PT_040520,Macedo De Cavaleiros,5746,1699,40,64,719,370,220,155,72,28,9,4,1,6,2,8,1
PT_040521,Morais,866,123,4,3,48,33,14,8,4,2,0,3,0,2,1,1,0
