gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD-CDS-PP-PPM,CH,B.E.,IL,ADN,PAN,R.I.R.,L,CDU,E,MAS,MPT,PCTP/MRPP,Volt,PPD/PSD,CDS-PP,JPP,PTP,A,NC,PPD/PSD-CDS-PP,PPM
PT_160311,Paderne,1215,429,6,11,222,0,25,10,8,0,6,2,1,8,1,0,1,0,0,120,8,0,0,0,0,0,0
PT_160321,Parada do Monte e Cubalhão,891,255,5,2,87,0,3,4,11,0,1,0,2,3,1,0,0,0,1,125,10,0,0,0,0,0,0
PT_160313,Penso,512,236,0,2,136,0,10,9,2,0,2,1,0,1,0,0,0,0,0,68,5,0,0,0,0,0,0
PT_160322,Prado e Remoães,506,237,1,2,132,0,11,6,5,0,2,2,4,2,0,0,0,0,0,67,3,0,0,0,0,0,0
PT_160317,São Paio,668,233,5,1,121,0,14,4,4,0,1,3,2,0,0,0,0,0,0,73,4,0,0,1,0,0,0
PT_160323,Vila e Roussas,2505,987,8,17,486,0,53,19,22,0,9,2,5,11,0,1,1,0,2,337,13,0,0,1,0,0,0
PT_160401,Abedim,221,96,0,3,32,0,4,2,2,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0
PT_160434,Anhões e Luzio,274,143,1,2,54,0,9,0,1,0,0,1,0,3,0,0,0,0,0,61,11,0,0,0,0,0,0
PT_160404,Barbeita,995,425,5,4,160,0,30,15,13,0,3,3,4,9,0,0,0,0,0,173,5,0,0,1,0,0,0
PT_160405,Barroças E Taias,355,162,0,3,52,0,10,3,9,0,0,3,0,0,0,0,0,0,0,80,2,0,0,0,0,0,0
PT_160406,Bela,694,337,2,3,142,0,21,6,5,0,6,0,1,4,0,1,1,0,0,139,6,0,0,0,0,0,0
PT_160407,Cambeses,471,269,0,1,117,0,20,7,10,0,0,1,3,5,0,0,0,0,0,101,4,0,0,0,0,0,0
PT_160435,Ceivães e Badim,656,281,1,4,143,0,19,1,10,0,1,1,0,3,0,0,0,0,0,96,2,0,0,0,0,0,0
PT_160410,Lara,284,142,0,0,63,0,9,2,4,0,2,0,1,0,0,0,0,0,0,59,2,0,0,0,0,0,0
PT_160411,Longos Vales,1023,453,4,8,195,0,37,4,5,0,3,2,0,3,0,1,1,0,0,180,9,0,0,1,0,0,0
PT_160436,Mazedo e Cortes,3330,1682,10,21,679,0,127,43,86,0,12,6,13,16,3,3,1,0,0,632,29,0,0,1,0,0,0
PT_160415,Merufe,1062,378,7,7,99,0,30,6,10,0,4,0,0,2,0,0,1,0,0,184,26,0,0,2,0,0,0
PT_160437,"Messegães, Valadares e Sá",673,307,9,2,167,0,4,7,8,0,0,0,0,1,0,0,0,0,0,100,8,0,0,1,0,0,0
PT_160438,Monção e Troviscoso,3367,1448,10,13,663,0,68,46,56,0,7,5,10,30,2,6,1,0,2,501,28,0,0,0,0,0,0
PT_160418,Moreira,645,321,5,2,84,0,24,10,22,0,0,1,0,0,2,1,0,0,0,162,8,0,0,0,0,0,0
PT_160420,Pias,824,432,10,9,153,0,29,5,6,0,2,4,2,5,0,1,1,0,0,196,9,0,0,0,0,0,0
PT_160421,Pinheiros,318,189,2,4,55,0,23,2,6,0,4,0,0,1,0,1,0,0,1,82,7,0,0,1,0,0,0
PT_160422,Podame,270,130,0,1,66,0,4,3,2,0,0,1,0,3,0,0,0,0,0,48,1,0,0,1,0,0,0
PT_160423,Portela,241,109,2,0,52,0,6,1,12,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
PT_160424,Riba De Mouro,1142,341,4,1,115,0,12,10,5,0,2,6,0,2,0,0,1,0,0,173,9,0,0,1,0,0,0
PT_160439,"Sago, Lordelo e Parada",511,262,2,3,82,0,27,6,9,0,0,2,2,2,1,0,1,0,0,118,7,0,0,0,0,0,0
PT_160427,Segude,371,179,0,2,68,0,15,2,0,0,1,1,0,0,0,0,1,0,0,84,4,0,0,1,0,0,0
PT_160428,Tangil,742,337,4,6,131,0,23,12,2,0,1,0,2,7,0,1,1,0,0,139,8,0,0,0,0,0,0
PT_160440,Troporiz e Lapela,492,290,2,2,149,0,17,16,4,0,0,2,1,2,0,0,0,0,0,91,4,0,0,0,0,0,0
PT_160431,Trute,342,142,1,6,50,0,8,5,7,0,2,0,1,0,0,0,1,0,0,58,3,0,0,0,0,0,0
PT_160501,Agualonga,274,145,3,2,81,0,7,2,1,0,0,0,0,2,1,0,2,0,0,39,5,0,0,0,0,0,0
PT_160522,Bico e Cristelo,759,367,4,8,202,0,18,14,8,0,1,1,4,7,1,1,0,0,0,87,10,0,0,1,0,0,0
PT_160503,Castanheira,579,310,2,5,153,0,16,5,11,0,7,2,3,3,0,4,0,0,1,96,2,0,0,0,0,0,0
PT_160523,Cossourado e Linhares,504,255,2,5,132,0,15,9,4,0,1,0,2,3,0,0,0,0,0,78,4,0,0,0,0,0,0
PT_160505,Coura,368,185,1,5,101,0,8,4,0,0,5,0,1,3,0,0,1,0,0,53,3,0,0,0,0,0,0
PT_160507,Cunha,441,254,3,11,132,0,13,10,3,0,2,3,2,4,0,1,4,0,2,57,7,0,0,0,0,0,0
PT_160524,Formariz e Ferreira,988,510,3,5,267,0,21,15,15,0,5,1,7,21,1,0,3,0,0,139,7,0,0,0,0,0,0
PT_160510,Infesta,416,210,4,2,96,0,17,7,2,0,2,1,2,8,0,0,0,0,0,58,10,0,0,1,0,0,0
PT_160525,Insalde e Porreiras,455,197,2,5,111,0,9,7,2,0,0,2,1,6,1,3,1,0,0,37,9,0,0,1,0,0,0
PT_160513,Mozelos,328,213,3,4,140,0,4,3,2,0,2,0,0,3,1,1,0,0,0,45,5,0,0,0,0,0,0
PT_160514,Padornelo,388,210,1,4,124,0,17,2,3,0,1,1,2,3,1,0,0,0,0,48,2,0,0,1,0,0,0
PT_160515,Parada,281,129,0,7,64,0,6,1,2,0,3,3,0,2,0,0,1,0,0,38,2,0,0,0,0,0,0
PT_160526,Paredes de Coura e Resende,1878,1024,13,19,544,0,49,36,29,0,19,7,16,43,0,2,0,0,0,232,15,0,0,0,0,0,0
PT_160519,Romarigães,234,124,1,2,64,0,10,0,0,0,1,0,2,4,1,0,0,0,0,34,4,0,0,1,0,0,0
PT_160520,Rubiães,489,214,3,5,117,0,6,3,4,0,1,0,1,5,0,0,2,0,0,65,2,0,0,0,0,0,0
PT_160521,Vascões,228,110,3,1,31,0,12,6,5,0,3,0,0,3,1,0,0,0,0,42,3,0,0,0,0,0,0
PT_160601,Azias,393,160,1,1,53,0,11,0,2,0,2,1,1,1,0,0,0,0,0,83,4,0,0,0,0,0,0
PT_160602,Boivães,306,162,0,0,71,0,8,3,1,0,3,2,1,0,0,0,0,0,0,71,2,0,0,0,0,0,0
PT_160603,Bravães,594,339,3,4,148,0,16,11,12,0,2,2,1,11,0,0,0,0,0,124,5,0,0,0,0,0,0
PT_160604,Britelo,585,254,0,1,144,0,19,9,4,0,0,0,1,6,1,0,0,0,0,67,2,0,0,0,0,0,0
PT_160626,"Crasto, Ruivos e Grovelas",895,456,4,5,227,0,11,8,3,0,3,1,2,8,0,0,0,0,0,179,5,0,0,0,0,0,0
PT_160606,Cuide De Vila Verde,347,174,2,3,68,0,6,6,3,0,4,0,1,5,0,0,0,0,0,72,4,0,0,0,0,0,0
PT_160627,"Entre Ambos-os-Rios, Ermida e Germil",688,272,0,1,123,0,19,4,5,0,1,0,1,6,0,0,0,0,0,104,8,0,0,0,0,0,0
PT_160611,Lavradas,887,484,6,10,198,0,12,11,19,0,5,0,4,4,0,0,0,0,0,199,16,0,0,0,0,0,0
PT_160612,Lindoso,536,217,3,2,105,0,17,4,3,0,1,1,0,4,0,0,0,0,1,74,2,0,0,0,0,0,0
PT_160613,Nogueira,436,228,2,2,105,0,15,4,4,0,3,1,1,1,0,0,0,0,0,86,4,0,0,0,0,0,0
PT_160614,Oleiros,516,294,2,4,104,0,15,7,5,0,3,1,0,0,0,0,0,0,1,148,4,0,0,0,0,0,0
PT_160628,"Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",4503,2374,16,38,1217,0,108,72,43,0,21,7,18,52,2,2,2,0,0,738,38,0,0,0,0,0,0
PT_160619,Sampriz,423,186,1,2,60,0,12,1,2,0,1,0,0,6,0,0,0,0,2,81,18,0,0,0,0,0,0
PT_160629,Touvedo (São Lourenço e Salvador),463,233,1,2,101,0,13,2,4,0,3,1,0,0,2,0,0,0,0,101,3,0,0,0,0,0,0
PT_160623,Vade (São Pedro),319,144,1,0,47,0,11,4,6,0,0,0,1,2,0,1,0,0,0,70,1,0,0,0,0,0,0
PT_160624,Vade (São Tomé),366,163,2,2,67,0,12,3,3,0,1,0,5,0,1,1,0,0,0,61,5,0,0,0,0,0,0
PT_160630,Vila Chã (São João Baptista e Santiago),735,305,1,3,142,0,15,3,2,0,0,2,1,8,0,0,0,0,0,123,5,0,0,0,0,0,0
PT_160701,Anais,1039,664,2,8,172,0,73,10,25,0,2,7,4,1,1,1,0,0,0,307,50,0,0,1,0,0,0
PT_160752,Arca e Ponte de Lima,3675,2334,17,29,919,0,133,93,86,0,27,1,29,118,1,2,5,0,2,740,130,0,0,2,0,0,0
PT_160704,Arcozelo,3249,1944,15,26,808,0,133,62,50,0,14,8,12,80,1,2,3,0,1,609,116,0,0,4,0,0,0
PT_160753,"Ardegão, Freixo e Mato",1602,961,14,14,347,0,56,24,31,0,8,6,8,13,2,0,1,0,2,352,83,0,0,0,0,0,0
PT_160754,Associação de Freguesias do Vale do Neiva,1070,588,6,4,150,0,23,16,9,0,6,3,4,7,0,0,2,0,0,295,63,0,0,0,0,0,0
PT_160755,Bárrio e Cepões,794,477,9,9,173,0,36,14,12,0,5,2,0,4,0,0,0,0,0,175,38,0,0,0,0,0,0
PT_160707,Beiral Do Lima,663,349,8,4,82,0,36,4,3,0,0,1,1,0,0,0,1,0,0,173,36,0,0,0,0,0,0
PT_160708,Bertiandos,376,273,5,4,89,0,13,6,5,0,1,1,4,3,0,0,1,0,0,100,41,0,0,0,0,0,0
PT_160709,Boalhosa,210,72,1,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,31,0,0,0,0,0,0
PT_160710,Brandara,424,261,3,2,88,0,23,4,6,0,3,1,1,4,0,0,1,0,0,89,36,0,0,0,0,0,0
PT_160756,Cabaços e Fojo Lobal,1029,531,7,7,125,0,52,7,10,0,4,2,2,4,0,0,1,0,1,252,57,0,0,0,0,0,0
PT_160757,Cabração e Moreira do Lima,929,523,3,8,199,0,44,11,16,0,3,5,4,8,0,1,2,0,0,178,41,0,0,0,0,0,0
PT_160713,Calheiros,891,542,6,5,198,0,34,18,12,0,6,2,1,15,0,0,0,0,1,188,54,0,0,2,0,0,0
PT_160714,Calvelo,658,377,2,3,133,0,23,11,23,0,1,2,2,5,1,0,0,0,1,126,42,0,0,2,0,0,0
PT_160716,Correlhã,2540,1558,13,16,462,0,70,26,41,0,19,7,10,25,1,1,3,0,4,685,173,0,0,2,0,0,0
PT_160717,Estorãos,441,233,3,2,73,0,10,6,12,0,2,0,1,11,0,1,0,0,0,91,21,0,0,0,0,0,0
PT_160718,Facha,1294,846,13,6,323,0,41,22,18,0,3,5,5,32,0,2,2,0,0,320,54,0,0,0,0,0,0
PT_160719,Feitosa,1525,963,9,12,362,0,55,26,48,0,8,5,5,20,2,0,2,0,3,339,66,0,0,1,0,0,0
PT_160721,Fontão,1033,665,6,5,228,0,42,21,25,0,4,2,1,6,0,0,0,0,1,248,75,0,0,1,0,0,0
PT_160758,Fornelos e Queijada,1681,989,10,15,287,0,42,20,19,0,3,5,5,11,1,1,2,0,0,461,106,0,0,1,0,0,0
PT_160724,Friastelas,578,303,3,2,92,0,36,7,5,0,1,0,2,2,1,0,0,0,1,116,35,0,0,0,0,0,0
PT_160726,Gandra,1026,621,4,10,209,0,38,15,9,0,4,1,5,8,0,1,0,0,4,252,61,0,0,0,0,0,0
PT_160727,Gemieira,580,307,2,1,119,0,21,7,8,0,4,0,2,5,0,0,0,0,0,98,39,0,0,1,0,0,0
PT_160728,Gondufe,379,259,7,1,61,0,12,0,3,0,1,0,0,2,0,1,0,0,0,66,105,0,0,0,0,0,0
PT_160729,Labruja,392,235,3,5,69,0,16,3,4,0,1,3,1,3,0,0,0,0,1,99,27,0,0,0,0,0,0
PT_160759,"Labrujó, Rendufe e Vilar do Monte",360,198,5,3,71,0,10,1,4,0,1,1,1,2,0,0,1,0,2,71,25,0,0,0,0,0,0
PT_160760,Navió e Vitorino dos Piães,1650,960,18,7,269,0,81,27,42,0,3,3,1,22,2,3,3,0,0,403,76,0,0,0,0,0,0
PT_160734,Poiares,744,494,6,2,130,0,36,12,15,0,5,3,0,1,0,1,0,0,1,245,36,0,0,1,0,0,0
PT_160744,Rebordões (Santa Maria),951,602,8,10,185,0,56,20,13,0,4,1,2,14,2,1,1,0,1,189,95,0,0,0,0,0,0
PT_160747,Rebordões (Souto),1067,612,2,7,146,0,27,16,14,0,5,2,3,9,0,0,0,0,1,306,74,0,0,0,0,0,0
PT_160737,Refóios Do Lima,2132,1040,11,19,330,0,49,25,34,0,9,4,4,14,2,0,2,0,0,447,90,0,0,0,0,0,0
PT_160739,Ribeira,1726,1132,11,21,533,0,68,39,26,0,15,5,6,38,1,1,3,0,1,291,72,0,0,1,0,0,0
PT_160740,Sá,352,227,0,2,78,0,9,9,4,0,1,4,1,5,0,0,0,0,0,81,33,0,0,0,0,0,0
PT_160742,Santa Comba,519,378,7,7,151,0,21,18,15,0,3,3,3,9,0,0,1,0,0,106,34,0,0,0,0,0,0
PT_160743,Santa Cruz Do Lima,427,268,2,1,102,0,5,6,9,0,2,0,1,5,0,0,0,0,0,110,25,0,0,0,0,0,0
PT_160703,São Pedro d'Arcos,620,350,3,3,143,0,18,12,7,0,4,1,2,1,0,0,0,0,1,116,39,0,0,0,0,0,0
PT_160745,Seara,613,443,4,10,139,0,29,8,25,0,6,1,2,11,0,0,2,0,0,164,41,0,0,1,0,0,0
PT_160746,Serdedelo,441,233,4,2,82,0,10,3,5,0,1,1,0,2,0,1,1,0,1,88,32,0,0,0,0,0,0
PT_160750,Vitorino Das Donas,923,641,4,7,210,0,51,24,25,0,3,3,2,10,2,0,2,0,0,246,52,0,0,0,0,0,0
PT_160802,Boivão,246,118,1,0,30,0,17,1,4,0,1,1,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0
PT_160803,Cerdal,1588,720,8,8,340,0,76,15,11,0,8,2,2,10,0,0,1,0,3,224,11,0,0,1,0,0,0
PT_160805,Fontoura,643,342,3,3,108,0,39,4,7,0,2,5,0,7,0,1,0,0,0,157,6,0,0,0,0,0,0
PT_160806,Friestas,529,321,1,3,160,0,24,7,13,0,9,0,1,9,0,2,0,0,0,87,4,0,0,1,0,0,0
PT_160817,Gandra e Taião,1312,675,13,4,328,0,58,19,13,0,6,3,3,10,0,2,0,0,0,205,10,0,0,1,0,0,0
PT_160808,Ganfei,1120,644,5,3,329,0,53,15,10,0,3,3,9,5,0,1,1,0,1,194,12,0,0,0,0,0,0
PT_160818,Gondomil e Sanfins,479,208,2,3,59,0,8,4,4,0,0,3,0,3,1,1,0,0,0,113,7,0,0,0,0,0,0
PT_160819,São Julião e Silva,555,315,2,5,136,0,26,2,10,0,2,3,0,3,1,0,0,0,1,120,4,0,0,0,0,0,0
PT_160812,São Pedro Da Torre,1225,653,12,5,260,0,51,18,18,0,4,1,2,6,0,0,0,0,0,258,15,0,0,3,0,0,0
PT_160820,"Valença, Cristelo Covo e Arão",4637,2113,24,17,954,0,190,63,62,0,26,7,15,33,3,4,4,0,1,655,54,0,0,1,0,0,0
PT_160816,Verdoejo,545,342,2,5,172,0,23,14,4,0,2,3,1,15,0,0,0,0,0,97,4,0,0,0,0,0,0
PT_160901,Afife,1439,896,2,11,361,0,54,45,25,0,10,5,6,77,3,1,1,0,1,281,13,0,0,0,0,0,0
PT_160902,Alvarães,2613,1293,9,17,551,0,92,32,25,0,21,6,9,28,5,0,5,0,0,464,29,0,0,0,0,0,0
PT_160903,Amonde,265,169,4,1,83,0,19,11,1,0,2,0,1,5,0,0,0,0,0,36,4,0,0,2,0,0,0
PT_160904,Anha,2250,1362,21,20,623,0,82,52,34,0,10,5,8,28,3,5,4,0,1,450,13,0,0,3,0,0,0
PT_160905,Areosa,4279,2478,14,38,1120,0,128,145,76,0,33,9,29,171,4,2,3,0,3,669,26,0,0,8,0,0,0
PT_160941,Barroselas e Carvoeiro,4698,2711,26,42,1138,0,133,107,88,0,24,11,25,62,2,5,6,0,3,982,54,0,0,3,0,0,0
PT_160942,Cardielos e Serreleis,2051,1385,18,19,574,0,65,40,51,0,7,3,9,48,2,2,1,0,1,494,37,0,0,14,0,0,0
PT_160908,Carreço,1663,1044,6,11,407,0,67,77,32,0,11,3,14,56,0,0,0,0,1,342,16,0,0,1,0,0,0
PT_160910,Castelo Do Neiva,3103,1315,7,18,500,0,103,64,48,0,22,8,9,26,2,3,4,0,1,467,33,0,0,0,0,0,0
PT_160940,Chafé,3307,1544,17,27,628,0,144,75,67,0,32,10,9,55,1,1,1,0,1,450,25,0,0,1,0,0,0
PT_160911,Darque,7261,3635,36,48,1578,0,279,160,98,0,49,14,33,343,4,4,7,0,2,914,57,0,0,9,0,0,0
PT_160914,Freixieiro De Soutelo,452,272,0,5,98,0,40,20,11,0,0,6,2,4,1,1,0,0,1,77,6,0,0,0,0,0,0
PT_160943,"Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",3275,1832,17,24,755,0,143,28,67,0,12,9,7,14,0,4,1,0,4,686,57,0,0,4,0,0,0
PT_160915,Lanheses,1555,914,11,12,370,0,54,28,22,0,8,10,2,10,2,1,0,0,0,359,24,0,0,1,0,0,0
PT_160944,Mazarefes e Vila Fria,2565,1506,12,15,726,0,93,72,29,0,18,11,7,56,1,3,4,0,1,423,33,0,0,2,0,0,0
PT_160920,Montaria,522,296,2,4,145,0,27,10,5,0,0,3,2,5,0,1,0,0,0,88,4,0,0,0,0,0,0
PT_160922,Mujães,1427,807,5,11,340,0,55,28,28,0,4,3,0,14,1,0,1,0,1,277,37,0,0,2,0,0,0
PT_160945,"Nogueira, Meixedo e Vilar de Murteda",1433,846,4,14,368,0,50,19,25,0,8,3,5,21,2,4,1,0,0,302,19,0,0,1,0,0,0
PT_160925,Outeiro,1065,645,7,12,293,0,30,24,23,0,5,5,7,14,0,0,3,0,1,206,15,0,0,0,0,0,0
PT_160926,Perre,2574,1669,17,39,747,0,89,85,51,0,20,10,15,98,3,2,2,0,3,445,41,0,0,2,0,0,0
PT_160948,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,22729,13871,110,160,5779,0,686,932,563,0,192,44,195,981,13,13,12,0,11,3951,200,0,0,29,0,0,0
PT_160928,Santa Marta de Portuzelo,3572,2243,19,45,1055,0,133,82,66,0,24,9,12,73,2,5,5,0,6,675,29,0,0,3,0,0,0
PT_160923,São Romão de Neiva,1158,659,3,11,295,0,42,30,23,0,12,4,4,13,0,0,0,0,1,199,22,0,0,0,0,0,0
PT_160946,"Subportela, Deocriste e Portela Susã",2292,1390,18,17,572,0,96,42,44,0,10,7,5,12,3,5,1,0,2,526,24,0,0,6,0,0,0
PT_160947,Torre e Vila Mou,1191,669,6,12,240,0,50,16,32,0,6,4,8,8,2,1,1,0,2,252,27,0,0,2,0,0,0
PT_160938,Vila De Punhe,2129,1203,14,16,546,0,66,33,47,0,12,4,9,32,1,1,4,0,1,394,23,0,0,0,0,0,0
PT_160935,Vila Franca,1635,985,11,12,417,0,43,31,24,0,10,10,8,29,0,0,0,0,2,376,12,0,0,0,0,0,0
PT_161016,Campos e Vila Meã,1425,766,7,12,344,0,84,28,11,0,5,2,6,11,0,2,4,0,2,236,11,0,0,1,0,0,0
PT_161017,Candemil e Gondar,347,196,0,1,98,0,10,11,5,0,3,1,0,3,0,0,0,0,0,59,4,0,0,1,0,0,0
PT_161003,Cornes,456,257,4,3,131,0,28,5,7,0,1,2,1,7,0,1,0,0,0,62,5,0,0,0,0,0,0
PT_161004,Covas,567,293,5,3,133,0,26,7,9,0,5,2,1,7,0,0,0,0,0,88,7,0,0,0,0,0,0
PT_161006,Gondarém,928,547,4,3,294,0,34,18,11,0,6,2,1,9,2,1,1,0,1,145,14,0,0,1,0,0,0
PT_161007,Loivo,809,446,3,4,238,0,33,13,11,0,7,0,2,9,1,0,2,0,0,115,8,0,0,0,0,0,0
PT_161009,Mentrestido,261,138,3,2,65,0,6,1,2,0,1,0,2,1,0,0,0,0,0,52,3,0,0,0,0,0,0
PT_161018,Reboreda e Nogueira,962,594,4,6,275,0,45,21,21,0,5,7,2,8,1,0,0,0,0,192,7,0,0,0,0,0,0
PT_161012,Sapardos,365,228,2,3,95,0,22,5,6,0,2,1,1,1,0,0,0,0,1,86,3,0,0,0,0,0,0
PT_161013,Sopo,527,258,2,2,133,0,18,6,4,0,1,1,0,3,0,0,0,0,0,86,2,0,0,0,0,0,0
PT_161019,Vila Nova de Cerveira e Lovelhe,1749,1011,11,13,464,0,77,41,29,0,13,2,11,19,1,0,0,0,0,311,18,0,0,1,0,0,0
PT_170101,Alijó,2431,1300,13,12,536,0,104,33,39,0,10,4,7,31,2,2,0,0,1,480,24,0,0,0,2,0,0
PT_170120,Carlão e Amieiro,808,375,7,8,160,0,16,8,7,0,3,2,1,11,0,1,0,0,0,141,9,0,0,0,1,0,0
PT_170121,Castedo e Cotas,566,316,7,2,114,0,34,6,5,0,6,0,1,4,0,0,0,0,0,128,9,0,0,0,0,0,0
PT_170107,Favaios,971,547,6,4,278,0,31,9,11,0,4,3,2,5,2,1,0,0,0,180,11,0,0,0,0,0,0
PT_170108,Pegarinhos,508,208,3,1,90,0,10,3,1,0,2,0,1,6,0,1,1,0,0,80,8,0,0,0,1,0,0
PT_170109,Pinhão,608,354,5,5,169,0,20,13,4,0,3,2,3,23,0,0,0,0,0,104,3,0,0,0,0,0,0
PT_170122,Pópulo e Ribalonga,618,246,6,3,109,0,11,3,6,0,0,5,0,0,0,1,0,0,0,96,5,0,0,0,1,0,0
PT_170112,Sanfins Do Douro,1334,783,7,3,346,0,78,20,12,0,2,3,4,4,0,1,0,0,2,280,17,0,0,0,4,0,0
PT_170113,Santa Eugénia,350,195,2,1,83,0,10,1,2,0,0,0,5,1,1,0,1,0,0,84,4,0,0,0,0,0,0
PT_170114,São Mamede De Ribatua,661,372,1,4,181,0,13,5,7,0,5,2,3,13,0,2,0,0,1,124,11,0,0,0,0,0,0
PT_170123,"Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",466,302,3,5,164,0,31,2,10,0,1,2,1,7,0,1,0,0,0,73,2,0,0,0,0,0,0
PT_170116,Vila Chã,499,234,6,2,86,0,18,4,7,0,2,4,1,2,0,1,0,0,0,97,4,0,0,0,0,0,0
PT_170118,Vilar De Maçada,924,470,3,0,193,0,44,6,3,0,4,3,3,3,0,0,0,0,0,201,6,0,0,0,1,0,0
PT_170117,Vila Verde,654,281,8,5,99,0,22,3,4,0,2,0,0,1,0,3,0,0,0,127,7,0,0,0,0,0,0
PT_170217,Alturas do Barroso e Cerdedo,754,262,3,2,78,0,6,2,0,0,0,2,0,1,2,1,0,0,0,162,2,0,0,0,1,0,0
PT_170218,Ardãos e Bobadela,862,313,6,8,84,0,21,2,2,0,1,0,1,2,1,3,0,0,1,179,1,0,0,0,1,0,0
PT_170203,Beça,1170,596,5,7,158,0,21,4,7,0,0,0,2,3,0,0,0,0,0,384,4,0,0,0,1,0,0
PT_170219,Boticas e Granja,1759,856,10,9,284,0,47,5,6,0,3,3,2,7,0,3,1,0,1,470,5,0,0,0,0,0,0
PT_170220,"Codessoso, Curros e Fiães do Tâmega",454,207,3,0,38,0,4,1,0,0,0,0,0,6,0,0,0,0,0,155,0,0,0,0,0,0,0
PT_170208,Covas Do Barroso,309,148,4,2,30,0,3,3,1,0,0,0,0,17,0,2,1,0,0,83,2,0,0,0,0,0,0
PT_170210,Dornelas,529,157,2,2,73,0,7,0,0,0,0,2,1,17,0,2,0,0,0,50,0,0,0,0,1,0,0
PT_170213,Pinho,573,217,3,0,66,0,16,1,1,0,1,0,2,2,0,2,0,0,0,118,5,0,0,0,0,0,0
PT_170215,Sapiãos,689,276,3,0,79,0,16,6,3,0,2,2,0,2,0,0,1,0,0,157,5,0,0,0,0,0,0
PT_170221,Vilar e Viveiro,619,288,4,2,81,0,7,1,2,0,1,1,1,7,0,1,0,0,0,179,0,0,0,0,1,0,0
PT_170301,Águas Frias,791,343,2,10,158,0,30,2,3,0,1,0,1,4,0,0,0,0,0,128,4,0,0,0,0,0,0
PT_170302,Anelhe,540,226,5,1,82,0,15,7,1,0,3,0,1,3,0,0,0,0,0,105,3,0,0,0,0,0,0
PT_170305,Bustelo,547,251,2,7,94,0,24,4,2,0,1,0,0,5,0,0,0,0,0,109,2,0,0,0,1,0,0
PT_170356,Calvão e Soutelinho da Raia,715,258,2,2,114,0,25,6,0,0,2,2,0,5,3,0,2,0,1,89,5,0,0,0,0,0,0
PT_170309,Cimo De Vila Da Castanheira,505,189,2,1,106,0,10,2,4,0,1,1,0,1,0,0,0,0,0,58,3,0,0,0,0,0,0
PT_170310,Curalha,532,242,1,3,108,0,25,3,2,0,3,0,0,15,0,0,0,0,0,78,4,0,0,0,0,0,0
PT_170355,"Eiras, São Julião de Montenegro e Cela",946,500,6,5,194,0,56,7,6,0,2,2,2,3,0,0,1,0,0,210,6,0,0,0,0,0,0
PT_170312,Ervededo,863,356,4,2,168,0,25,7,3,0,2,1,0,6,0,0,0,0,0,132,5,0,0,0,1,0,0
PT_170313,Faiões,837,419,7,8,201,0,48,11,2,0,1,3,2,6,1,0,0,0,0,124,4,0,0,0,1,0,0
PT_170314,Lama De Arcos,385,202,5,0,77,0,14,2,1,0,0,4,0,4,0,0,0,0,0,92,3,0,0,0,0,0,0
PT_170357,Loivos e Póvoa de Agrações,803,352,7,4,165,0,33,3,4,0,3,3,0,3,0,2,0,0,1,115,8,0,0,0,1,0,0
PT_170354,Madalena e Samaiões,2934,1334,14,16,547,0,130,36,26,0,11,3,4,26,0,3,1,0,1,496,19,0,0,0,1,0,0
PT_170316,Mairos,323,154,1,1,68,0,9,4,2,0,1,0,1,5,0,1,0,0,0,58,3,0,0,0,0,0,0
PT_170317,Moreiras,275,109,0,2,38,0,6,0,1,0,0,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0
PT_170318,Nogueira Da Montanha,677,264,3,0,84,0,11,5,1,0,1,3,0,1,0,0,0,0,0,147,7,0,0,0,1,0,0
PT_170320,Oura,603,251,3,3,98,0,28,1,1,0,1,1,4,2,0,0,1,0,0,103,5,0,0,0,0,0,0
PT_170321,Outeiro Seco,879,498,6,3,237,0,50,16,10,0,8,1,2,14,0,1,0,0,0,147,3,0,0,0,0,0,0
PT_170322,Paradela,263,127,0,0,42,0,15,3,1,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,0,0,0
PT_170353,Planalto de Monforte (Oucidres e Bobadela),358,147,0,0,59,0,14,1,0,0,0,2,0,1,1,2,0,0,0,62,4,0,0,0,1,0,0
PT_170324,Redondelo,587,244,3,1,140,0,21,2,0,0,0,0,1,2,0,0,0,0,0,71,3,0,0,0,0,0,0
PT_170327,Sanfins,300,116,2,1,31,0,13,3,1,0,0,2,0,1,0,0,0,0,1,54,5,0,0,0,2,0,0
PT_170358,Santa Cruz/Trindade e Sanjurge,3669,1705,19,19,675,0,164,35,38,0,27,6,9,31,1,0,0,0,0,651,27,0,0,0,3,0,0
PT_170329,Santa Leocádia,350,135,2,0,64,0,5,0,0,0,0,0,0,1,1,0,0,0,0,60,1,0,0,0,1,0,0
