gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,PND,CDU,PCTP/MRPP,E,PH,POUS,PDA
PT_111009,Porto Salvo,18352,12689,126,362,3524,4942,1651,1070,58,836,44,21,29,22,4
PT_111010,Queijas,9735,6703,85,142,1257,3251,380,725,37,698,65,16,27,12,8
PT_111011,Caxias,6187,4060,50,117,1028,1633,501,367,27,275,39,4,12,2,5
PT_111102,Algueirão-Mem Martins,45789,27896,271,640,6479,11945,2185,3036,196,2660,251,87,101,22,23
PT_111103,Almargem Do Bispo,6915,4687,80,114,1189,2190,274,319,33,362,59,20,31,11,5
PT_111104,Belas,14126,9317,116,195,2002,4268,585,871,84,1024,107,28,23,3,11
PT_111105,Colares,5903,3797,34,76,1065,1623,416,290,17,218,29,4,9,9,7
PT_111106,Montelavar,3185,1983,22,41,367,1066,81,119,7,227,32,2,14,3,2
PT_111107,Queluz,22958,14983,140,283,2988,6949,867,1624,101,1750,151,49,42,26,13
PT_111108,Rio De Mouro,30283,19925,214,461,4292,8864,1406,2189,132,1993,214,48,75,22,15
PT_111109,Sintra (Santa Maria E São Miguel),7745,5423,57,106,1378,2262,508,590,35,400,50,12,15,3,7
PT_111110,São João Das Lampas,7069,4656,69,130,1307,1952,369,353,33,334,51,24,15,8,11
PT_111111,Sintra (São Martinho),4730,3005,34,66,803,1346,281,232,10,162,35,12,16,3,5
PT_111112,Sintra (São Pedro De Penaferrim),7342,4882,51,112,1103,2160,474,429,39,408,57,12,19,9,9
PT_111113,Terrugem,3551,2269,23,51,603,1071,138,156,14,168,25,6,8,2,4
PT_111114,Pêro Pinheiro,3852,2305,22,44,705,981,175,117,9,201,29,9,6,3,4
PT_111115,Casal De Cambra,7419,4946,65,126,1093,2351,299,415,55,443,52,21,14,5,7
PT_111116,Massamá,18303,12750,109,342,2830,5716,926,1498,70,1121,56,30,38,9,5
PT_111117,Monte Abraão,15973,10304,89,222,2283,4610,672,1204,56,1022,64,21,40,11,10
PT_111118,Agualva,28079,18253,188,348,3748,8722,1094,1871,109,1876,120,73,72,16,16
PT_111119,Cacém,15941,10314,125,194,1938,4843,631,1059,72,1254,96,38,42,16,6
PT_111120,Mira-Sintra,5769,3829,27,53,681,1810,200,373,24,587,46,5,15,6,2
PT_111121,São Marcos,8002,5193,64,126,993,2339,351,681,37,505,49,15,26,4,3
PT_111201,Santo Quintino,2761,1683,24,26,267,836,69,100,12,274,53,6,8,7,1
PT_111202,Sapataria,1906,1137,15,20,215,575,58,65,8,147,23,1,4,5,1
PT_111203,Sobral De Monte Agraço,2370,1663,27,28,398,629,105,136,15,282,29,2,6,2,4
PT_111301,A Dos Cunhados,5690,3641,48,79,1495,1385,250,199,23,122,20,3,9,3,5
PT_111302,Campelos,2218,1289,31,28,632,418,98,38,8,20,5,6,3,1,1
PT_111303,Carmões,720,481,3,7,106,283,13,12,4,44,7,0,0,0,2
PT_111304,Carvoeira,1493,972,5,20,216,449,50,59,3,148,19,1,1,1,0
PT_111305,Dois Portos,2002,1219,22,11,234,625,71,64,7,135,35,5,4,4,2
PT_111306,Freiria,1944,1243,18,10,495,518,81,49,9,37,13,2,4,3,4
PT_111307,Matacães,1014,719,5,11,149,350,30,54,5,86,22,3,2,1,1
PT_111308,Maxial,2433,1463,15,16,348,809,79,48,6,112,22,1,3,2,2
PT_111309,Monte Redondo,658,462,2,7,88,244,24,29,6,52,6,1,1,2,0
PT_111310,Ponte Do Rol,1700,1212,16,25,395,573,71,63,8,49,7,0,4,1,0
PT_111311,Ramalhal,2559,1709,17,37,383,838,98,108,9,173,29,4,9,3,1
PT_111312,Runa,873,626,5,20,130,259,32,51,2,112,9,1,3,1,1
PT_111313,Torres Vedras (Santa Maria Do Castelo E São Miguel),3969,2538,26,42,565,1276,115,166,11,281,32,3,12,6,3
PT_111314,São Pedro Da Cadeira,3466,2190,30,34,661,1106,122,84,10,94,26,4,8,8,3
PT_111315,Torres Vedras (São Pedro E São Tiago),14458,9471,83,244,2646,3708,810,818,61,918,112,24,27,10,10
PT_111316,Silveira,5544,3702,32,104,1257,1514,297,236,21,179,26,8,16,4,8
PT_111317,Turcifal,2347,1474,15,18,295,810,69,81,9,149,20,2,1,4,1
PT_111318,Ventosa,4402,2775,29,46,975,1303,146,92,18,134,20,2,3,4,3
PT_111319,Outeiro Da Cabeça,941,518,9,2,138,237,18,41,4,55,9,2,0,2,1
PT_111320,Maceira,1549,1021,17,23,255,445,67,69,11,98,21,5,3,4,3
PT_111401,Alhandra,6451,4417,39,59,510,2116,175,368,24,1032,72,5,13,3,1
PT_111402,Alverca Do Ribatejo,21795,15207,120,299,2208,7419,653,1480,95,2693,144,27,41,19,9
PT_111403,Cachoeiras,606,415,3,4,54,215,13,25,2,90,7,1,0,0,1
PT_111404,Calhandriz,787,548,10,12,85,258,20,49,2,104,5,0,3,0,0
PT_111405,Castanheira Do Ribatejo,5952,3912,45,59,588,1972,160,320,17,665,52,11,14,5,4
PT_111406,Póvoa De Santa Iria,18528,12953,131,250,2369,6114,735,1325,73,1736,110,35,49,15,11
PT_111407,São João Dos Montes,3263,2359,15,34,314,1069,83,192,16,568,44,4,12,4,4
PT_111408,Vialonga,12599,8031,84,135,1210,3694,343,730,43,1590,145,16,26,8,7
PT_111409,Vila Franca De Xira,15732,10235,81,185,1919,4932,567,910,31,1435,129,9,24,4,9
PT_111410,Sobralinho,3552,2476,18,35,298,1272,71,223,10,494,38,2,8,5,2
PT_111411,Forte Da Casa,9022,6025,74,109,1211,2923,350,548,45,656,60,23,21,2,3
PT_111501,Alfragide,6028,4440,40,151,1298,1675,539,424,27,246,18,6,11,4,1
PT_111502,Brandoa,13795,8747,100,126,1342,4554,314,595,51,1434,138,32,32,17,12
PT_111503,Buraca,12177,7487,125,155,1407,3548,411,670,51,945,106,16,25,16,12
PT_111504,Damaia,18056,12347,130,232,2469,5955,593,1181,64,1505,109,32,48,17,12
PT_111505,Falagueira,12902,8560,80,133,1441,4205,351,712,44,1425,108,16,19,11,15
PT_111506,Mina,16226,10315,118,184,2180,4848,589,875,54,1296,107,24,20,13,7
PT_111507,Reboleira,13859,8814,100,168,1950,3893,638,992,43,922,53,20,23,5,7
PT_111508,Venteira,18724,12359,130,233,2862,5544,794,1154,47,1412,107,31,22,7,16
PT_111509,Alfornelos,8651,5814,64,154,1243,2680,419,661,40,464,44,16,17,9,3
PT_111510,São Brás,13350,9405,136,194,1924,4326,569,1020,60,987,98,26,46,9,10
PT_111511,Venda Nova,8953,5705,69,113,1109,2723,297,526,30,729,71,10,15,11,2
PT_111601,Caneças,8946,5890,85,136,1291,2711,286,478,37,746,75,15,18,4,8
PT_111602,Famões,6917,4996,81,105,1166,2412,269,400,41,421,47,16,30,3,5
PT_111603,Odivelas,44554,30328,344,601,7058,14447,1784,2767,185,2691,236,60,82,37,36
PT_111604,Olival De Basto,5276,3519,42,56,733,1713,195,252,29,433,31,10,17,4,4
PT_111605,Pontinha,20269,13267,193,223,2454,6740,645,1047,77,1562,207,45,41,18,15
PT_111606,Póvoa De Santo Adrião,12332,8495,86,187,2054,3714,560,938,38,756,85,23,30,12,12
PT_111607,Ramada,12545,8978,114,211,2169,4021,609,872,75,745,80,23,38,16,5
PT_120101,Alter Do Chão,2100,1311,14,22,368,642,80,55,4,111,12,0,3,0,0
PT_120102,Chancelaria,518,348,1,2,67,202,13,8,2,52,1,0,0,0,0
PT_120103,Seda,375,260,0,2,34,95,4,15,0,110,0,0,0,0,0
PT_120104,Cunheira,390,258,1,1,25,175,9,11,0,31,4,0,1,0,0
PT_120201,Assunção,1599,1078,7,19,218,561,62,38,5,153,10,2,3,0,0
PT_120202,Esperança,905,528,7,6,128,333,20,11,1,20,0,0,2,0,0
PT_120203,Mosteiros,419,305,2,3,34,222,4,11,1,25,2,0,1,0,0
PT_120301,Alcôrrego,385,295,1,5,9,53,9,10,0,202,4,0,2,0,0
PT_120302,Aldeia Velha,323,236,4,0,29,64,3,9,1,121,3,2,0,0,0
PT_120303,Avis,1479,1071,4,16,152,390,28,71,2,393,13,0,2,0,0
PT_120304,Benavila,800,576,3,12,79,217,4,19,1,234,3,1,3,0,0
PT_120305,Ervedal,555,400,3,3,69,132,9,17,0,162,5,0,0,0,0
PT_120306,Figueira E Barros,303,230,1,0,43,75,5,6,0,96,4,0,0,0,0
PT_120307,Maranhão,79,26,0,0,1,8,0,1,1,15,0,0,0,0,0
PT_120308,Valongo,284,225,1,5,44,79,16,5,0,71,3,1,0,0,0
PT_120401,Nossa Senhora Da Expectação,3061,1995,16,20,286,1142,56,103,1,352,18,0,1,0,0
PT_120402,Nossa Senhora Da Graça Dos Degolados,528,350,1,2,20,217,4,10,0,93,3,0,0,0,0
PT_120403,São João Baptista,3368,2117,20,21,222,1261,38,96,1,435,19,2,2,0,0
PT_120501,Nossa Senhora Da  Graça De Póvoa E Meadas,589,390,3,6,56,246,16,8,0,48,6,1,0,0,0
PT_120502,Santa Maria Da Devesa,1557,1057,12,15,270,568,42,64,6,61,10,3,6,0,0
PT_120503,Santiago Maior,381,256,6,7,80,129,5,14,2,8,4,1,0,0,0
PT_120504,São João Baptista,683,460,0,16,117,257,24,28,3,12,2,1,0,0,0
PT_120601,Aldeia Da Mata,416,289,6,0,68,155,13,6,0,38,3,0,0,0,0
PT_120602,Crato E Mártires,1525,1027,6,14,182,562,38,40,1,161,18,1,4,0,0
PT_120603,Flor Da Rosa,290,187,1,6,39,97,10,6,0,27,0,1,0,0,0
PT_120604,Gáfete,934,669,6,13,105,429,21,12,2,74,6,1,0,0,0
PT_120605,Monte Da Pedra,320,214,6,2,37,122,5,7,1,26,6,1,1,0,0
PT_120606,Vale Do Peso,271,179,2,2,34,90,7,5,1,30,8,0,0,0,0
PT_120701,"Ajuda, Salvador E Santo Ildefonso",1216,685,1,10,112,444,30,41,3,37,4,1,2,0,0
PT_120702,Alcáçova,2059,1182,13,7,166,824,59,64,4,39,5,1,0,0,0
PT_120703,Assunção,6043,3670,31,63,934,1888,361,238,19,113,11,8,4,0,0
PT_120704,Barbacena,694,420,3,2,51,264,26,18,0,50,4,1,1,0,0
PT_120705,Caia E São Pedro,3787,2171,16,19,247,1529,103,130,17,86,9,6,9,0,0
PT_120706,Santa Eulália,1159,748,8,6,100,513,21,16,3,72,5,0,4,0,0
PT_120707,São Brás E São Lourenço,1425,924,5,13,101,683,37,41,3,29,10,1,1,0,0
PT_120708,São Vicente E Ventosa,671,464,4,1,39,348,17,13,2,35,4,0,1,0,0
PT_120709,Terrugem,1141,837,9,13,112,523,38,42,0,89,8,2,1,0,0
PT_120710,Vila Boim,1189,725,7,2,122,448,23,42,6,62,5,3,5,0,0
PT_120711,Vila Fernando,313,206,1,4,43,133,11,10,1,1,1,0,1,0,0
PT_120801,Cabeço De Vide,1127,635,5,7,135,346,23,21,2,89,4,1,2,0,0
PT_120802,Fronteira,2035,1436,22,24,391,737,62,77,7,92,18,4,2,0,0
PT_120803,São Saturnino,307,245,4,5,39,146,1,2,1,46,1,0,0,0,0
PT_120901,Atalaia,180,117,3,2,15,64,3,8,0,18,1,0,3,0,0
PT_120902,Belver,900,606,9,7,74,419,10,23,1,51,10,1,1,0,0
PT_120903,Comenda,934,620,9,4,83,384,15,24,2,87,6,3,3,0,0
PT_120904,Gavião,1452,964,13,22,167,609,47,34,4,57,10,0,1,0,0
PT_120905,Margem,960,569,0,7,95,382,6,26,2,39,9,0,3,0,0
PT_121001,Beirã,532,370,4,5,59,240,25,13,4,15,2,0,3,0,0
PT_121002,Santa Maria De Marvão,505,312,2,5,86,178,13,16,2,6,2,0,2,0,0
PT_121003,Santo António Das Areias,1181,773,12,14,156,480,32,30,2,25,9,3,10,0,0
PT_121004,São Salvador Da Aramenha,1368,856,8,23,264,411,79,31,4,28,3,2,3,0,0
PT_121101,Assumar,500,328,2,5,42,146,11,9,1,105,4,1,2,0,0
PT_121102,Monforte,1141,785,9,10,160,423,39,42,3,84,10,1,4,0,0
PT_121103,Santo Aleixo,749,496,4,3,54,345,17,19,1,40,8,1,4,0,0
PT_121104,Vaiamonte,556,407,3,2,54,274,9,9,4,43,6,1,2,0,0
PT_121201,Alpalhão,1355,822,13,12,277,411,26,15,2,61,2,2,1,0,0
PT_121202,Amieira Do Tejo,306,213,6,1,29,122,11,10,1,28,5,0,0,0,0
PT_121203,Arez,312,213,7,0,46,0,5,2,1,8,3,0,2,0,0
PT_121204,Espírito Santo,1886,1221,11,26,302,599,66,84,5,110,14,1,3,0,0
PT_121205,Montalvão,554,369,4,1,54,202,10,6,0,83,7,1,1,0,0
PT_121206,Nossa Senhora Da Graça,1203,813,7,15,174,440,31,42,3,87,10,4,0,0,0
PT_121207,Santana,487,368,9,2,17,256,5,12,0,57,6,3,1,0,0
PT_121208,São Matias,439,276,2,3,64,164,11,6,1,17,4,1,3,0,0
PT_121209,São Simão,172,125,2,0,22,61,5,4,1,30,0,0,0,0,0
PT_121210,Tolosa,964,684,15,15,146,403,24,15,0,47,14,2,3,0,0
PT_121301,Galveias,1265,787,6,18,169,329,10,54,2,182,13,2,2,0,0
PT_121302,Montargil,2341,1542,14,15,247,538,59,33,8,599,19,2,8,0,0
PT_121303,Ponte De Sor,7253,4604,35,80,980,2398,200,288,12,552,36,7,16,0,0
PT_121304,Foros De Arrão,993,634,6,4,35,301,9,38,0,225,12,1,3,0,0
PT_121305,Longomel,1244,833,3,4,72,512,22,31,1,173,9,1,5,0,0
PT_121306,Vale De Açor,799,491,3,3,90,217,13,4,3,153,5,0,0,0,0
PT_121307,Tramaga,1494,1011,11,6,85,621,25,39,6,196,19,0,3,0,0
PT_121401,Alagoa,626,426,6,5,130,237,23,12,2,6,1,0,4,0,0
PT_121402,Alegrete,1865,1217,6,8,350,739,54,29,3,15,5,4,4,0,0
PT_121403,Carreiras,569,413,8,7,158,195,27,8,2,6,1,0,1,0,0
PT_121404,Fortios,1577,1043,13,20,214,578,42,42,5,121,6,0,2,0,0
PT_121405,Reguengo,622,446,3,6,162,219,15,15,3,16,3,3,1,0,0
PT_121406,Ribeira De Nisa,1107,754,11,19,210,434,21,36,3,13,2,1,4,0,0
PT_121407,São Julião,485,306,8,4,131,130,13,6,1,9,3,1,0,0,0
PT_121408,São Lourenço,5158,3517,39,88,1202,1499,276,184,8,187,16,11,7,0,0
PT_121409,Sé,8327,5385,36,96,1160,3086,210,348,17,390,21,9,12,0,0
PT_121410,Urra,1808,1290,4,13,288,789,37,64,4,78,8,3,2,0,0
PT_121501,Cano,1275,864,6,10,203,497,23,23,3,85,8,2,4,0,0
PT_121502,Casa Branca,1209,816,8,10,161,382,17,29,2,191,12,2,2,0,0
PT_121503,Santo Amaro,617,451,3,2,113,243,7,13,3,60,5,2,0,0,0
PT_121504,Sousel,1763,1187,14,16,381,465,37,47,6,201,14,3,3,0,0
PT_130101,Aboadela,690,378,9,8,210,96,35,9,2,4,2,0,2,1,0
PT_130102,Aboim,622,393,3,5,182,134,40,13,5,6,0,0,4,1,0
PT_130103,Ansiães,760,354,8,2,104,181,13,7,1,26,10,0,2,0,0
PT_130104,Ataíde,933,597,9,7,229,286,31,14,4,14,1,0,1,1,0
PT_130105,Bustelo,552,293,5,2,126,126,22,6,0,2,4,0,0,0,0
PT_130106,Canadelo,257,113,2,2,32,67,3,5,1,0,1,0,0,0,0
PT_130107,Candemil,894,406,5,1,135,214,21,16,2,8,1,0,1,2,0
PT_130108,Carneiro,295,186,3,2,64,107,3,1,3,0,0,0,2,1,0
PT_130109,Carvalho De Rei,210,125,3,0,55,49,5,5,3,3,0,0,2,0,0
PT_130110,Cepelos,1311,976,11,15,248,550,52,62,4,24,8,0,2,0,0
PT_130111,Chapa,306,151,1,2,50,80,8,2,1,6,0,0,1,0,0
PT_130112,Fregim,1954,1157,10,7,323,703,49,38,10,8,4,0,3,2,0
PT_130113,Freixo De Baixo,1164,720,11,11,201,409,44,21,4,11,3,0,5,0,0
PT_130114,Freixo De Cima,1640,1120,15,20,520,425,65,33,13,17,7,0,4,1,0
PT_130115,Fridão,754,482,5,6,133,264,26,27,2,12,2,0,3,2,0
PT_130116,Gatão,1309,875,12,7,183,554,37,54,6,15,6,0,1,0,0
PT_130117,Gondar,1576,962,17,12,287,521,38,48,7,16,10,0,2,4,0
PT_130118,Jazente,661,398,3,8,129,184,41,22,2,5,2,0,0,2,0
PT_130119,Lomba,956,534,1,5,161,308,15,20,3,16,3,0,1,1,0
PT_130120,Louredo,545,344,4,2,88,210,14,12,1,11,0,0,2,0,0
PT_130121,Lufrei,1652,1100,13,16,249,692,48,44,6,16,9,0,5,2,0
PT_130122,Madalena,1328,962,17,14,327,440,62,61,1,35,4,0,1,0,0
PT_130123,Mancelos,2880,1790,17,11,625,956,76,52,12,28,10,0,1,2,0
PT_130124,Oliveira,744,520,5,7,112,344,19,12,3,12,6,0,0,0,0
PT_130125,Olo,414,198,4,2,73,83,8,15,2,6,2,0,1,2,0
PT_130126,Padronelo,807,507,0,7,113,324,22,22,1,15,0,0,1,2,0
PT_130127,Real,2687,1808,17,22,466,1104,88,40,14,35,16,0,3,3,0
PT_130128,Rebordelo,347,197,4,2,65,95,21,2,2,3,1,0,1,1,0
PT_130129,Salvador Do Monte,1010,620,11,6,156,370,24,23,4,11,9,0,3,3,0
PT_130130,Sanche,410,302,4,12,192,62,17,11,3,1,0,0,0,0,0
PT_130131,Figueiró (Santa Cristina),1188,662,11,6,289,270,37,11,9,17,8,0,4,0,0
PT_130132,Figueiró (Santiago),2402,1573,26,14,696,638,74,47,12,51,9,0,3,3,0
PT_130133,Amarante (São Gonçalo),4926,3277,18,48,796,1801,162,287,14,136,9,0,4,2,0
PT_130134,Gouveia (São Simão),729,367,9,6,150,133,39,13,5,4,2,0,5,1,0
PT_130135,Telões,3492,2026,23,21,740,945,110,85,13,68,16,0,4,1,0
PT_130136,Travanca,1957,1128,16,9,359,588,64,29,8,33,16,0,2,4,0
PT_130137,Várzea,445,296,4,1,66,198,10,4,2,6,4,0,1,0,0
PT_130138,Vila Caiz,2603,1729,24,12,379,1117,49,65,12,52,15,0,2,2,0
PT_130139,Vila Chã Do Marão,974,557,15,3,212,277,15,17,2,6,6,0,3,1,0
PT_130140,Vila Garcia,582,384,2,3,204,127,22,10,1,12,2,0,1,0,0
PT_130201,Ancede,2028,1350,17,9,287,943,36,14,6,26,9,0,2,1,0
PT_130202,Campelo,2193,1420,34,8,606,600,80,45,14,20,7,0,6,0,0
PT_130203,São Tomé de Covelas,525,346,9,1,59,236,9,9,3,15,5,0,0,0,0
PT_130204,Frende,698,486,4,4,149,294,6,10,2,15,1,0,0,1,0
PT_130205,Gestaçô,1309,774,18,5,240,435,29,16,4,16,8,0,3,0,0
PT_130206,Gove,1681,1087,14,6,286,671,46,25,11,17,5,0,5,1,0
PT_130207,Grilo,537,361,9,1,93,231,14,2,2,3,2,0,3,1,0
PT_130208,Loivos Do Monte,386,217,9,3,120,73,6,1,1,2,0,0,1,1,0
PT_130209,Loivos Da Ribeira,462,322,5,1,105,182,17,2,3,3,2,0,1,1,0
PT_130210,Mesquinhata,257,195,3,0,35,145,7,2,0,1,2,0,0,0,0
PT_130211,Ovil,810,510,15,6,229,197,28,7,4,19,2,0,3,0,0
PT_130212,Ribadouro,408,298,1,2,80,174,7,13,1,14,6,0,0,0,0
PT_130213,Santa Cruz Do Douro,1473,1067,16,7,178,809,15,13,9,9,9,0,2,0,0
PT_130214,Baião (Santa Leocádia),566,390,3,3,112,242,14,3,3,7,2,0,0,1,0
PT_130215,Santa Marinha Do Zêzere,2315,1430,21,14,306,991,30,24,6,28,8,0,2,0,0
PT_130216,Teixeira,962,361,19,2,142,165,18,6,4,3,0,0,1,1,0
PT_130217,Teixeiró,347,211,7,0,82,102,12,1,6,1,0,0,0,0,0
PT_130218,Tresouras,430,258,2,3,109,120,6,4,1,7,4,0,2,0,0
PT_130219,Valadares,808,466,13,1,164,242,17,4,6,12,5,0,2,0,0
PT_130220,Viariz,445,261,2,1,84,148,16,1,2,4,3,0,0,0,0
PT_130301,Aião,649,429,10,3,206,173,15,6,1,9,4,0,1,1,0
PT_130302,Airães,2129,1419,15,10,537,720,71,24,2,28,9,0,1,2,0
PT_130303,Borba De Godim,1904,1209,16,14,591,441,81,27,4,23,7,0,3,2,0
PT_130304,Caramos,1597,1033,18,11,361,488,60,31,8,36,12,0,6,2,0
PT_130305,Friande,1014,769,9,3,307,315,66,22,21,9,10,0,5,2,0
PT_130306,Idães,2011,1294,12,4,291,798,62,41,12,51,18,0,3,2,0
PT_130307,Jugueiros,1136,690,21,8,217,334,29,24,13,35,7,0,2,0,0
PT_130308,Lagares,1870,1384,16,10,400,779,79,46,9,29,13,0,3,0,0
PT_130309,Lordelo,277,208,1,0,64,110,15,9,1,4,3,0,1,0,0
PT_130310,Macieira Da Lixa,1584,1017,11,12,313,533,51,32,11,46,6,0,1,1,0
PT_130311,Moure,870,584,6,4,195,290,38,17,2,19,6,0,3,4,0
PT_130312,Pedreira,1230,915,12,3,198,504,61,45,3,68,13,0,8,0,0
PT_130313,Penacova,825,636,9,4,88,452,26,33,9,11,4,0,0,0,0
PT_130314,Pinheiro,833,616,15,5,170,332,29,27,14,11,3,0,8,2,0
PT_130315,Pombeiro De Ribavizela,1608,1178,12,7,285,655,68,65,6,47,23,0,5,5,0
PT_130316,Rande,759,542,3,6,166,249,34,31,3,40,9,0,0,1,0
PT_130317,Refontoura,1530,1045,8,5,357,518,52,43,8,30,20,0,3,1,0
PT_130318,Regilde,1035,754,7,4,136,512,23,34,5,21,9,0,0,3,0
PT_130319,Revinhade,460,343,5,0,99,188,20,14,5,6,4,0,0,2,0
PT_130320,Margaride (Santa Eulália),6784,4716,32,52,1633,2109,322,293,31,192,44,0,6,2,0
PT_130321,Santão,731,537,7,5,267,220,12,8,4,9,3,0,2,0,0
PT_130323,Vizela (São Jorge),575,415,4,4,111,246,17,8,10,10,2,0,2,1,0
PT_130324,Sendim,1480,1032,17,4,340,502,90,33,10,22,11,0,3,0,0
PT_130325,Sernande,658,427,6,0,89,263,15,21,2,22,6,0,2,1,0
PT_130326,Sousa,913,624,12,3,148,408,19,15,3,10,4,0,1,1,0
PT_130327,Torrados,1817,1168,13,6,272,663,90,51,13,37,19,0,1,3,0
PT_130328,Unhão,795,509,6,3,191,229,28,26,2,20,3,0,0,1,0
PT_130329,Várzea,2064,1396,5,6,461,685,86,61,8,62,20,0,0,2,0
PT_130330,Varziela,1614,996,6,13,306,521,54,49,10,22,10,0,2,3,0
PT_130331,Vila Cova Da Lixa,2715,1813,24,29,774,760,115,51,17,28,10,0,4,1,0
PT_130332,Vila Fria,564,434,5,5,118,243,42,13,2,2,2,0,2,0,0
PT_130333,Vila Verde,648,453,4,6,172,209,30,13,7,7,1,0,2,2,0
PT_130401,Covelo,1463,1106,14,25,301,554,56,65,16,67,6,0,1,1,0
PT_130402,Fânzeres,16781,11479,146,230,2542,5820,481,956,90,1028,139,0,38,9,0
PT_130403,Foz Do Sousa,5257,3776,55,89,1175,1781,187,196,41,194,36,0,15,7,0
PT_130404,Jovim,5622,3875,55,68,1023,2019,160,221,31,237,44,0,12,5,0
PT_130405,Lomba,1533,842,12,9,206,460,37,41,14,43,13,0,6,1,0
PT_130406,Medas,1914,1478,20,26,365,781,69,76,12,102,22,0,3,2,0
PT_130407,Melres,2970,2204,30,53,559,1196,106,108,25,87,28,0,8,4,0
PT_130408,Rio Tinto,38553,26962,274,521,6675,13179,1396,2344,217,2053,219,0,63,21,0
PT_130409,Gondomar (São Cosme),21133,14935,213,398,4196,6700,1005,1247,123,846,127,0,61,19,0
PT_130410,São Pedro Da Cova,14164,9106,121,140,1603,4492,283,577,63,1599,193,0,25,10,0
PT_130411,Valbom,12410,8842,125,167,1737,4571,332,800,69,893,126,0,16,6,0
PT_130412,Baguim Do Monte,10606,7446,86,173,1815,3813,404,547,75,427,74,0,22,10,0
PT_130501,Alvarenga,336,247,0,0,109,98,21,9,0,7,2,0,1,0,0
PT_130502,Aveleda,1223,810,16,4,276,408,35,17,7,40,4,0,3,0,0
PT_130503,Boim,1581,1139,11,9,254,695,53,42,12,46,15,0,1,1,0
PT_130504,Caíde De Rei,2230,1419,25,5,384,801,57,46,9,63,20,0,8,1,0
PT_130505,Casais,1049,747,2,7,343,321,35,13,8,9,6,0,2,1,0
PT_130506,Cernadelo,626,434,4,0,153,226,18,8,4,9,9,0,1,2,0
PT_130507,Covas,585,442,2,2,157,223,22,12,2,9,11,0,1,1,0
PT_130508,Cristelos,2001,1426,19,14,506,649,78,87,10,44,16,0,1,2,0
PT_130509,Figueiras,869,600,13,7,256,250,30,18,6,11,7,0,0,2,0
PT_130510,Lodares,1425,1045,19,5,297,586,61,33,13,21,6,0,1,3,0
PT_130511,Lustosa,3050,2078,23,13,502,1193,104,87,14,98,36,0,7,1,0
PT_130512,Macieira,1087,691,7,1,222,405,20,11,5,17,2,0,0,1,0
PT_130513,Meinedo,3200,2362,35,31,511,1485,51,99,19,104,23,0,2,2,0
PT_130514,Nespereira,1342,965,12,13,279,559,38,27,5,24,4,0,1,3,0
PT_130515,Nevogilde,1705,1162,3,3,570,489,59,12,3,21,1,0,1,0,0
PT_130516,Nogueira,815,578,8,6,201,280,40,22,4,12,5,0,0,0,0
PT_130517,Ordem,899,647,4,3,254,305,40,23,4,11,2,0,1,0,0
PT_130518,Pias,806,601,3,12,132,369,23,24,9,21,4,0,3,1,0
PT_130520,Lousada (Santa Margarida),344,229,1,3,88,115,10,5,0,3,3,0,0,1,0
PT_130521,Barrosas (Santo Estêvão),639,456,7,2,61,314,22,19,4,21,4,0,0,2,0
PT_130522,Lousada (São Miguel),677,407,6,0,116,228,14,19,2,15,6,0,1,0,0
PT_130523,Silvares,1777,1274,6,15,537,519,76,67,13,26,8,0,6,1,0
PT_130524,Sousela,1247,806,17,11,315,362,45,19,5,20,9,0,1,2,0
PT_130525,Torno,1809,1181,18,17,404,556,71,32,14,51,10,0,6,2,0
PT_130526,Vilar Do Torno E Alentém,1065,716,4,5,143,489,24,19,10,15,7,0,0,0,0
PT_130601,Águas Santas,19225,13916,155,304,3215,7180,754,1168,116,850,120,0,40,14,0
PT_130602,Barca,2461,1704,30,26,428,947,90,88,12,67,13,0,2,1,0
PT_130603,Folgosa,2634,1898,21,35,617,854,131,108,20,82,19,0,10,1,0
PT_130604,Gemunde,3651,2414,29,55,659,1206,148,157,20,96,29,0,12,3,0
PT_130605,Gondim,1444,961,18,13,240,530,40,53,10,40,12,0,5,0,0
PT_130606,Gueifães,9882,7374,72,166,1820,3655,430,709,51,397,55,0,16,3,0
PT_130607,Maia,8511,6441,63,195,1848,2687,563,671,68,292,35,0,17,2,0
PT_130608,Milheirós,3749,2727,30,57,593,1527,119,184,29,154,22,0,4,8,0
PT_130609,Moreira,8234,6028,60,140,1574,2996,404,488,54,253,42,0,11,6,0
PT_130610,Nogueira,3918,2882,31,65,830,1385,159,230,27,119,22,0,11,3,0
PT_130611,Avioso (Santa Maria),2887,2056,21,66,707,823,190,140,17,70,16,0,4,2,0
PT_130612,Avioso (São Pedro),2403,1744,17,42,549,756,156,136,15,62,9,0,2,0,0
PT_130613,São Pedro Fins,1637,1236,12,31,424,561,69,67,11,47,9,0,2,3,0
PT_130614,Silva Escura,1615,1160,24,23,354,520,90,84,7,46,9,0,3,0,0
PT_130615,Vermoim,10036,7142,78,189,2054,3149,584,628,56,337,42,0,17,8,0
PT_130616,Vila Nova Da Telha,4086,2988,53,59,832,1395,245,223,23,127,21,0,9,1,0
PT_130617,Pedrouços,9091,6446,80,135,1486,3262,309,523,60,511,58,0,13,9,0
PT_130701,Alpendurada e Matos,3568,2162,23,27,869,940,189,61,14,27,5,0,6,1,0
