gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD-CDS-PP,MPT,CDU,B.E.,L,PCTP/MRPP,PPV/CDC,PAN,PND,PPM,PTP,MAS,PDA,E,POUS
PT_100114,Turquel,3756,1440,77,90,183,783,75,57,39,39,15,4,20,17,5,20,7,2,5,2
PT_100116,Vimeiro,1701,743,31,39,94,474,20,29,8,10,7,3,8,7,4,5,0,1,2,1
PT_100201,Almoster,652,280,6,12,55,171,15,4,1,6,1,0,0,1,1,4,2,0,1,0
PT_100208,Alvaiázere,1795,683,26,39,121,357,54,19,18,8,6,3,7,7,3,4,4,3,4,0
PT_100204,Maçãs de Dona Maria,1757,624,25,36,101,383,24,16,10,4,5,1,1,7,0,5,2,1,3,0
PT_100205,Pelmá,906,274,5,9,39,194,4,3,6,3,2,1,2,4,0,1,1,0,0,0
PT_100209,Pussos São Pedro,1782,615,24,31,113,330,49,7,15,4,22,1,3,6,5,3,1,0,1,0
PT_100301,Alvorge,1062,385,16,24,106,191,13,5,4,4,3,0,1,6,3,2,4,3,0,0
PT_100309,Ansião,3284,1064,25,69,318,378,96,61,28,17,10,8,25,5,4,10,7,1,2,0
PT_100303,Avelar,1938,639,18,41,191,254,51,33,9,10,10,2,10,3,2,3,0,0,0,2
PT_100304,Chão De Couce,1887,708,30,40,138,346,48,37,22,6,4,1,7,8,5,4,6,1,4,1
PT_100306,Pousaflores,989,389,13,12,93,196,30,15,6,6,1,0,4,5,2,5,0,0,0,1
PT_100307,Santiago Da Guarda,2941,925,27,32,165,558,53,22,6,14,5,3,3,13,4,5,6,3,6,0
PT_100401,Batalha,7310,2468,126,168,500,1002,212,138,129,49,22,6,39,28,12,18,10,1,6,2
PT_100404,Golpilheira,1352,575,34,48,91,275,33,32,24,9,8,1,3,6,2,4,1,2,2,0
PT_100402,Reguengo Do Fetal,2067,727,46,60,148,314,55,24,28,12,6,0,11,9,4,3,2,3,1,1
PT_100403,São Mamede,3481,1461,87,101,156,864,86,20,28,15,16,6,22,21,8,12,11,1,5,2
PT_100506,Bombarral e Vale Covo,6272,1948,61,129,521,503,141,331,77,52,26,8,38,15,18,9,5,3,9,2
PT_100502,Carvalhal,2444,787,28,47,225,267,50,70,20,13,16,1,16,8,3,7,6,3,5,2
PT_100505,Pó,696,210,6,13,36,110,9,22,5,1,1,2,0,2,1,0,0,0,2,0
PT_100503,Roliça,2370,761,18,52,184,262,52,127,13,7,16,5,8,5,1,4,3,0,1,3
PT_100601,A Dos Francos,1506,536,21,27,123,238,34,32,11,10,7,3,14,6,1,0,3,3,2,1
PT_100602,Alvorninha,2630,843,29,42,191,422,41,36,28,9,7,3,11,9,4,2,4,2,2,1
PT_100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,10542,3037,80,165,920,760,203,409,180,101,48,9,67,23,16,9,17,10,17,3
PT_100604,Carvalhal Benfeito,1147,369,12,17,50,238,16,7,6,5,4,0,4,6,0,2,2,0,0,0
PT_100606,Foz Do Arelho,1299,419,14,23,107,149,45,24,22,9,7,0,8,3,3,0,5,0,0,0
PT_100607,Landal,1039,362,15,19,69,205,15,11,7,4,3,2,4,1,3,0,0,1,2,1
PT_100608,Nadadouro,1595,604,16,29,114,236,70,51,23,21,9,3,11,5,5,1,6,0,4,0
PT_100617,"Nossa Senhora do Pópulo, Coto e São Gregório",15876,5267,173,307,1434,1726,404,470,253,180,62,27,98,36,26,20,20,6,21,4
PT_100609,Salir De Matos,2321,686,18,39,176,269,56,35,26,15,9,4,14,5,3,6,2,0,6,3
PT_100611,Santa Catarina,2816,1005,44,59,136,552,61,55,18,16,7,3,17,7,6,6,6,1,10,1
PT_100619,Tornada e Salir do Porto,3780,1254,37,76,383,344,112,120,73,22,15,6,28,11,11,5,2,3,5,1
PT_100615,Vidais,1006,386,17,20,80,193,12,15,14,13,10,1,5,2,0,0,0,2,2,0
PT_100703,Castanheira de Pêra e Coentral,2889,988,27,40,474,251,49,57,34,8,16,1,6,6,4,6,6,1,1,1
PT_100801,Aguda,1130,467,15,20,125,215,37,15,7,3,1,2,2,10,6,4,1,0,1,3
PT_100802,Arega,921,335,17,14,103,145,6,8,12,4,4,1,1,5,1,4,3,4,2,1
PT_100803,Campelo,238,109,2,1,45,42,5,7,1,0,4,0,1,1,0,0,0,0,0,0
PT_100806,Figueiró dos Vinhos e Bairradas,3809,1356,50,92,459,496,81,56,38,11,7,4,19,13,6,5,6,2,7,4
PT_100901,Amor,4127,1310,60,118,286,465,72,96,67,41,20,6,19,21,9,9,11,2,4,4
PT_100902,Arrabal,2509,977,29,88,159,478,65,36,27,26,8,8,12,10,6,7,6,4,7,1
PT_100925,Bajouca,1912,910,38,63,60,619,35,13,18,18,3,5,16,6,5,4,3,2,1,1
PT_100926,Bidoeira De Cima,2133,698,35,63,45,456,23,11,15,14,3,4,7,12,1,2,2,5,0,0
PT_100907,Caranguejeira,4551,1735,82,131,182,1055,91,38,34,34,13,5,29,17,7,5,5,2,4,1
PT_100909,Coimbrão,1793,559,21,63,174,183,28,21,20,8,5,3,9,10,9,0,2,2,1,0
PT_100932,Colmeias e Memória,4437,1164,31,74,192,672,76,27,25,12,9,7,11,10,4,5,5,1,3,0
PT_100933,"Leiria, Pousos, Barreira e Cortes",27484,9966,427,717,2453,3273,785,715,638,309,90,58,222,76,55,45,36,22,35,10
PT_100913,Maceira,8665,3085,134,229,907,897,224,222,149,72,72,11,48,26,21,16,24,6,21,6
PT_100934,Marrazes e Barosa,20341,6159,206,444,1680,1714,480,552,397,188,89,29,163,75,33,44,23,11,24,7
PT_100915,Milagres,2954,756,29,74,137,345,54,30,33,13,6,3,4,4,8,7,6,0,1,2
PT_100935,Monte Real e Carvide,5198,1775,79,139,482,598,118,93,94,47,26,11,19,24,8,7,9,8,12,1
PT_100936,Monte Redondo e Carreira,5164,1828,86,163,389,805,88,100,60,34,20,3,27,13,9,10,6,5,8,2
PT_100937,Parceiros e Azoia,6007,2261,109,190,574,727,171,134,143,53,35,7,49,11,13,16,11,3,12,3
PT_100921,Regueira De Pontes,1944,675,40,70,142,258,39,32,27,18,5,1,17,8,5,3,2,2,5,1
PT_100938,Santa Catarina da Serra e Chainça,4446,2038,91,130,216,1288,100,29,37,27,15,9,26,21,7,19,13,3,7,0
PT_100939,Santa Eufémia e Boa Vista,3940,1375,58,102,169,781,62,43,43,28,6,14,29,17,8,3,2,2,7,1
PT_100940,Souto de Carpalhosa e Ortigosa,5426,1843,85,150,246,1011,114,50,37,34,10,8,31,15,13,14,10,2,10,3
PT_101001,Marinha Grande,27046,9291,263,473,2469,1389,728,2521,624,179,208,23,177,31,52,42,28,11,38,35
PT_101003,Moita,1231,460,9,26,172,52,36,99,29,8,12,0,7,3,3,0,1,1,2,0
PT_101002,Vieira De Leiria,5356,1686,63,124,511,311,102,310,115,30,42,5,21,13,7,11,8,1,11,1
PT_101101,Famalicão,1472,522,25,46,182,139,39,31,25,6,12,3,6,2,0,4,1,0,1,0
PT_101102,Nazaré,10133,2318,50,70,982,430,185,294,149,34,44,3,30,8,10,11,11,1,5,1
PT_101103,Valado Dos Frades,2836,903,27,60,258,211,78,166,48,8,20,1,6,2,3,6,2,2,3,2
PT_101201,A Dos Negros,1342,426,20,18,154,111,31,34,21,13,5,1,6,2,0,2,2,0,6,0
PT_101202,Amoreira,930,277,12,15,82,90,25,15,17,4,3,4,3,2,2,1,0,0,0,2
PT_101208,Gaeiras,1999,794,30,62,266,200,44,76,39,22,17,1,18,3,8,3,3,1,1,0
PT_101203,Olho Marinho,1156,350,9,17,104,78,16,69,14,12,10,0,7,6,3,2,1,1,1,0
PT_101210,"Santa Maria, São Pedro e Sobral da Lagoa",3408,994,27,65,309,258,93,95,49,25,20,10,10,9,3,5,5,3,8,0
PT_101209,Usseira,867,281,7,27,50,145,10,14,7,2,6,0,1,6,1,1,2,0,1,1
PT_101207,Vau,859,221,6,14,70,86,10,15,6,3,2,1,1,3,1,0,0,0,2,1
PT_101301,Graça,771,222,12,12,61,108,11,5,1,4,1,0,0,6,1,0,0,0,0,0
PT_101302,Pedrógão Grande,2206,674,14,36,163,288,90,19,24,4,4,1,8,6,7,2,3,1,3,1
PT_101303,Vila Facaia,567,233,12,11,53,108,21,12,5,1,0,0,2,2,0,1,0,1,4,0
PT_101402,Atouguia Da Baleia,8026,2481,96,141,613,935,148,238,85,43,40,8,60,19,10,11,7,4,21,2
PT_101406,Ferrel,2519,649,14,40,285,125,51,54,23,8,10,2,13,3,5,9,5,0,2,0
PT_101407,Peniche,13499,3596,89,167,1116,747,251,789,154,61,87,12,63,8,18,12,4,4,13,1
PT_101405,Serra Del-Rei,1247,393,10,26,145,79,19,62,13,6,9,2,11,5,1,2,1,0,2,0
PT_101501,Abiul,3043,554,14,25,79,341,27,18,14,7,2,1,1,7,3,6,4,1,1,3
PT_101503,Almagreira,3379,644,18,28,137,355,35,14,9,12,6,2,6,11,4,3,3,1,0,0
PT_101504,Carnide,1835,496,12,27,43,366,19,3,5,6,1,0,4,3,1,4,2,0,0,0
PT_101505,Carriço,3441,906,49,80,222,367,63,22,14,20,18,1,9,15,5,8,5,3,3,2
PT_101518,"Guia, Ilha e Mata Mourisca",6292,1724,56,154,303,922,86,39,37,31,16,6,20,27,5,7,7,4,3,1
PT_101506,Louriçal,4714,1190,36,89,235,536,80,58,50,22,19,7,18,12,3,7,9,2,4,3
PT_101515,Meirinhas,1584,525,13,29,63,330,23,23,9,6,8,3,4,4,3,2,2,1,2,0
PT_101508,Pelariga,2132,521,14,27,150,216,40,14,16,12,3,0,2,9,3,5,2,0,6,2
PT_101509,Pombal,15895,3570,133,279,935,1216,303,245,146,81,46,13,62,28,9,18,18,6,29,3
PT_101510,Redinha,2124,498,13,15,173,190,33,27,16,8,8,2,2,3,0,1,3,1,3,0
PT_101519,Santiago e São Simão de Litém e Albergaria dos Doze,5555,1495,44,99,318,696,76,99,48,15,20,2,15,29,5,6,10,3,10,0
PT_101513,Vermoil,2928,787,21,48,128,408,42,53,21,15,12,1,11,8,3,3,3,5,4,1
PT_101514,Vila Cã,1624,375,12,30,73,175,31,16,14,5,2,0,5,8,0,2,2,0,0,0
PT_101602,Alqueidão Da Serra,1779,653,46,63,156,234,37,36,24,16,8,1,10,8,1,7,3,1,1,1
PT_101615,Alvados e Alcaria,778,342,15,24,25,217,19,11,9,4,1,1,2,8,0,1,2,1,2,0
PT_101616,Arrimal e Mendiga,1425,681,40,55,138,299,37,30,27,15,4,2,8,7,3,6,6,2,1,1
PT_101605,Calvaria De Cima,2051,627,26,33,193,204,46,43,30,14,6,1,11,9,2,6,0,2,1,0
PT_101606,Juncal,2831,1025,32,84,265,393,79,50,42,29,10,1,10,12,7,4,5,0,2,0
PT_101608,Mira De Aire,3409,1195,45,43,380,361,110,77,61,27,15,7,24,15,7,10,4,0,7,2
PT_101609,Pedreiras,2297,735,26,66,166,304,61,41,18,10,10,0,7,9,4,4,4,0,5,0
PT_101614,Porto de Mós - São João Baptista e São Pedro,5342,1600,47,120,405,585,108,98,77,49,21,1,19,13,12,23,6,4,9,3
PT_101610,São Bento,840,282,12,17,27,170,18,11,7,5,0,1,3,5,0,2,1,2,1,0
PT_101613,Serro Ventoso,879,356,24,42,67,166,24,5,5,6,5,0,3,3,2,2,1,0,0,1
PT_110117,Abrigada e Cabanas de Torres,3657,1545,33,56,560,232,73,374,65,21,48,17,11,9,13,8,9,6,8,2
PT_110118,Aldeia Galega da Merceana e Aldeia Gavinha,2511,1057,21,35,409,215,60,203,22,19,23,4,14,7,2,9,8,2,4,0
PT_110119,Alenquer (Santo Estêvão e Triana),8638,3357,96,180,1075,660,220,615,160,114,74,8,66,18,19,14,16,6,11,5
PT_110106,Carnota,1440,556,9,23,228,102,33,86,20,13,15,3,8,4,1,6,2,1,2,0
PT_110120,Carregado e Cadafais,9910,3080,91,146,880,532,233,674,186,67,80,16,62,19,20,23,16,8,25,2
PT_110107,Meca,1474,622,14,22,267,90,36,124,18,14,14,1,4,4,4,5,1,1,2,1
PT_110108,Olhalvo,1648,785,15,35,293,162,53,145,23,9,13,4,8,6,6,5,4,1,1,2
PT_110109,Ota,1022,455,12,15,153,97,28,86,13,13,11,1,4,9,3,1,5,1,2,1
PT_110121,Ribafria e Pereiro de Palhacana,1326,470,11,15,212,70,23,90,18,4,10,2,4,2,0,4,0,0,5,0
PT_110113,Ventosa,1831,876,31,19,376,210,49,90,27,10,26,3,11,6,4,5,4,0,4,1
PT_110114,Vila Verde Dos Francos,1018,346,12,9,186,66,17,24,12,4,2,2,0,7,2,0,2,0,1,0
PT_111513,Águas Livres,31439,11935,414,342,4224,2183,776,2112,740,289,220,33,233,53,61,64,104,22,51,14
PT_111512,Alfragide,12984,5276,180,276,1430,1344,414,713,317,219,65,28,149,23,20,27,22,5,38,6
PT_111514,Encosta do Sol,23128,8253,245,296,2987,1321,519,1575,432,203,183,50,182,52,51,53,47,6,44,7
PT_111515,Falagueira-Venda Nova,19476,7666,213,216,2761,1236,448,1634,406,198,145,34,153,27,37,47,32,10,54,15
PT_111516,Mina de Água,34969,12351,487,448,4028,2174,907,2233,706,324,246,61,328,76,73,85,60,20,85,10
PT_111517,Venteira,22521,8830,306,274,3054,1793,603,1518,437,231,121,19,222,36,61,36,48,5,58,8
PT_110201,Arranhó,1985,700,8,17,231,254,61,69,15,6,10,3,11,5,2,3,1,2,2,0
PT_110202,Arruda Dos Vinhos,6706,2364,85,163,718,488,193,349,111,67,44,21,42,21,12,13,13,3,18,3
PT_110203,Cardosas,636,255,8,17,76,41,23,56,10,8,2,2,3,2,3,2,2,0,0,0
PT_110204,Santiago dos Velhos,1093,366,9,31,141,69,25,41,24,8,3,0,5,1,2,0,6,0,1,0
PT_110301,Alcoentre,2421,902,38,35,355,152,43,135,55,16,25,2,16,7,8,4,5,2,3,1
PT_110302,Aveiras De Baixo,1130,521,18,23,156,104,51,97,28,4,14,2,9,3,2,1,3,1,5,0
PT_110303,Aveiras De Cima,3965,1266,46,28,453,159,67,312,65,34,44,3,22,5,6,3,7,3,8,1
PT_110304,Azambuja,6459,2506,104,110,735,450,195,508,150,45,70,8,60,10,17,5,14,3,17,5
PT_110310,"Manique do Intendente, V.N.de São Pedro e Maçussa",2065,851,18,42,266,136,68,202,23,46,23,3,7,4,3,3,2,2,2,1
PT_110306,Vale Do Paraíso,824,364,12,18,155,35,22,76,16,5,9,1,8,1,2,1,1,1,1,0
PT_110307,Vila Nova Da Rainha,731,311,2,15,111,45,29,69,16,4,7,1,1,0,0,3,1,1,6,0
PT_110401,Alguber,732,297,5,10,126,96,12,25,5,4,3,2,3,2,2,0,1,1,0,0
PT_110411,Cadaval e Pêro Moniz,3143,964,31,46,315,278,89,95,26,15,16,1,13,9,10,8,4,3,4,1
PT_110412,Lamas e Cercal,3259,1160,30,50,519,282,61,91,34,18,24,3,10,9,6,14,3,3,2,1
PT_110413,Painho e Figueiros,1813,584,10,36,214,186,33,47,19,5,11,1,4,4,3,4,4,1,1,1
PT_110407,Peral,837,298,10,11,100,107,11,27,6,9,6,0,5,0,2,0,3,0,1,0
PT_110409,Vermelha,1151,446,7,23,178,159,19,26,8,8,4,1,6,0,1,1,2,1,1,1
PT_110410,Vilar,1575,567,21,40,149,224,40,33,15,7,3,3,11,6,5,1,1,2,5,1
PT_110501,Alcabideche,32699,10303,332,444,2985,3056,679,1192,516,280,181,64,264,65,44,48,39,11,94,9
PT_110507,Carcavelos e Parede,38384,15604,408,683,3695,5130,1164,1787,834,784,142,86,468,83,104,47,63,27,93,6
PT_110508,Cascais e Estoril,57060,19172,450,744,4312,8076,1172,1703,829,634,158,200,470,87,119,56,40,18,95,9
PT_110506,São Domingos De Rana,45860,15901,500,678,4751,3562,1190,2600,832,498,296,79,475,78,93,68,72,15,94,20
PT_110601,Ajuda,14222,5644,146,147,2184,971,273,1150,264,169,85,18,118,19,27,23,17,7,21,5
PT_110602,Alcântara,12607,5334,151,169,1653,1213,275,990,281,249,80,28,119,16,34,16,19,6,27,8
PT_110654,Alvalade,29959,13395,329,566,3129,4857,836,1460,642,768,98,75,362,59,72,28,38,16,53,7
PT_110655,Areeiro,20177,8576,217,360,1958,3111,528,821,446,577,68,59,225,35,54,19,30,7,58,3
PT_110656,Arroios,29433,11206,264,335,3114,3029,594,1520,704,847,129,53,335,61,59,32,37,16,63,14
PT_110657,Avenidas Novas,21482,9809,220,354,2208,3983,490,920,442,631,63,81,221,44,52,18,21,8,42,11
PT_110607,Beato,11452,4748,135,133,1757,882,273,819,266,155,81,19,96,26,24,26,9,11,30,6
PT_110658,Belém,14711,6797,157,242,1607,2696,334,671,281,382,59,64,136,23,43,16,31,7,47,1
PT_110608,Benfica,34252,14931,406,640,4708,3743,879,2179,812,583,205,57,362,64,92,37,67,13,70,14
PT_110659,Campo de Ourique,21214,9488,214,351,2623,2906,468,1190,549,607,106,46,242,29,41,25,27,13,45,6
PT_110610,Campolide,13565,5510,130,165,1856,1410,306,745,290,237,84,22,131,26,19,19,23,10,32,5
PT_110611,Carnide,16452,7288,228,292,2128,1771,434,1256,351,376,119,27,124,15,40,34,34,12,38,9
PT_110660,Estrela,17844,7780,163,255,1912,3075,317,818,309,448,68,68,172,27,63,16,21,9,36,3
PT_110618,Lumiar,37703,16124,452,768,4062,5268,1064,1711,847,1064,134,109,344,43,71,45,44,23,70,5
PT_110621,Marvila,35405,11591,372,287,4578,1535,656,2153,696,296,332,50,221,62,78,108,48,19,85,15
PT_110661,Misericórdia,12845,4949,88,182,1443,1211,232,732,283,424,66,28,144,29,21,19,13,5,27,2
PT_110633,Santa Maria dos Olivais,31933,13406,381,425,4517,2917,818,2177,739,467,210,77,304,94,75,48,46,14,83,14
PT_110662,Parque das Nações,15739,6918,178,387,1924,1925,495,733,361,477,67,27,183,25,42,16,37,11,26,4
PT_110663,Penha de França,25842,9915,254,294,3276,2084,626,1463,667,507,171,27,306,43,50,34,37,12,55,9
PT_110664,Santa Clara,18791,6201,200,199,2088,1220,361,1002,367,225,141,32,140,32,57,28,31,11,53,14
PT_110665,Santa Maria Maior,12128,4197,111,133,1373,793,178,772,255,257,104,19,93,21,25,19,9,10,20,5
PT_110666,Santo António,12187,5047,107,189,1258,1651,264,580,267,403,49,38,139,19,21,9,14,4,27,8
PT_110639,São Domingos De Benfica,29892,13798,325,583,3667,4670,830,1476,653,780,97,95,335,66,59,24,39,20,73,6
PT_110667,São Vicente,13690,5291,124,165,1734,1087,281,903,293,305,103,21,141,22,31,27,25,3,22,4
PT_110702,Bucelas,3845,1577,51,47,491,224,80,474,72,25,50,2,23,14,9,3,2,3,7,0
PT_110731,"Camarate, Unhos e Apelação",27083,9909,362,267,3530,1383,479,2438,379,137,292,46,198,78,69,74,41,27,103,6
PT_110705,Fanhões,2253,917,23,45,315,149,37,250,37,8,13,3,11,5,5,6,2,2,6,0
PT_110707,Loures,23139,9199,343,398,2501,1937,560,2071,464,256,175,25,214,44,35,52,34,11,76,3
PT_110708,Lousa,2588,949,25,38,275,213,50,184,57,21,21,9,17,5,5,8,4,5,10,2
PT_110726,Moscavide e Portela,19638,8915,259,354,2808,2456,598,1261,372,292,113,31,190,26,38,26,37,9,42,3
PT_110727,Sacavém e Prior Velho,19481,8087,290,280,2721,1287,507,1924,362,189,142,27,165,39,33,35,24,17,40,5
PT_110728,"Santa Iria de Azoia, São João da Talha e Bobadela",36760,16318,509,620,5295,2316,984,4589,663,304,313,33,296,66,72,85,59,16,83,15
PT_110729,Santo Antão e São Julião do Tojal,6432,2773,80,78,901,350,139,886,103,53,67,5,46,14,4,8,11,3,22,3
PT_110730,Santo António dos Cavaleiros e Frielas,23956,8086,261,331,2451,1458,547,1628,507,257,134,25,211,41,59,31,50,16,70,9
PT_110812,Lourinhã e Atalaia,10689,3596,138,228,928,1255,287,269,162,57,64,11,73,31,18,23,16,4,30,2
PT_110813,Miragaia e Marteleira,3161,1123,47,46,330,447,68,66,46,15,13,5,12,12,6,2,2,1,3,2
PT_110803,Moita Dos Ferreiros,1656,486,14,21,85,282,15,15,11,7,7,4,9,6,4,2,2,0,1,1
PT_110805,Reguengo Grande,1433,369,13,30,112,98,25,38,17,9,8,0,9,3,0,5,0,1,1,0
PT_110810,Ribamar,1826,639,32,57,159,282,35,19,17,4,7,6,5,5,3,2,2,0,3,1
PT_110806,Santa Bárbara,1583,598,20,49,134,256,37,16,20,11,11,7,12,5,6,3,2,4,4,1
PT_110814,São Bartolomeu dos Galegos e Moledo,1356,470,39,33,138,145,21,33,13,9,12,3,7,6,1,2,4,1,2,1
PT_110808,Vimeiro,1253,490,18,36,117,199,16,28,19,2,16,3,14,7,7,3,2,1,2,0
PT_110918,Azueira e Sobral da Abelheira,3456,1347,40,81,498,346,98,113,35,28,28,12,35,7,5,10,3,1,5,2
PT_110902,Carvoeira,1809,607,27,49,131,165,45,80,31,27,14,1,22,4,1,4,3,1,2,0
PT_110904,Encarnação,3596,1336,45,81,246,619,80,81,41,24,14,12,30,16,11,12,10,3,10,1
PT_110919,"Enxara do Bispo, Gradil e Vila Franca do Rosário",2925,1023,32,56,312,265,76,117,45,22,26,6,22,13,4,17,7,2,0,1
PT_110906,Ericeira,8301,2736,82,152,743,725,247,328,147,90,39,13,83,17,29,9,8,4,17,3
PT_110920,Igreja Nova e Cheleiros,3491,1230,41,99,348,355,86,120,51,36,19,2,29,9,8,8,3,5,8,3
PT_110909,Mafra,14358,4894,212,335,1184,1222,472,636,295,142,69,19,151,27,29,27,25,2,41,6
PT_110921,Malveira e São Miguel de Alcainça,6327,2054,68,126,494,578,179,256,132,48,36,12,56,15,15,7,7,2,22,1
PT_110911,Milharado,5428,1943,69,106,507,511,176,235,76,67,47,14,56,16,17,9,14,5,17,1
PT_110913,Santo Isidoro,3304,1316,54,105,351,437,87,117,51,24,12,2,40,9,5,7,6,1,5,3
PT_110922,Venda do Pinheiro e Santo Estêvão das Galés,7639,2909,107,177,761,743,261,385,152,90,51,8,81,14,25,15,13,4,21,1
PT_111603,Odivelas,51232,18591,649,722,6094,3899,1285,2851,1089,568,303,69,504,111,91,91,70,26,149,20
PT_111608,Pontinha e Famões,29075,10840,408,350,3944,1963,732,1726,584,254,251,37,229,83,66,61,44,17,74,17
PT_111609,Póvoa de Santo Adrião e Olival de Basto,15988,6089,206,185,2184,1264,363,991,328,125,115,18,118,38,29,40,24,8,47,6
PT_111610,Ramada e Caneças,26672,9980,352,371,3075,2033,735,1684,557,297,238,38,284,54,76,49,41,17,72,7
PT_111012,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",41701,17790,512,695,5014,5205,1200,2310,930,771,196,110,438,76,93,42,64,17,81,36
PT_111002,Barcarena,11424,4754,165,210,1320,1045,377,757,311,179,84,22,150,28,33,18,21,2,28,4
PT_111013,Carnaxide e Queijas,29397,12185,403,579,3432,3068,884,1804,666,531,184,42,320,60,56,28,40,13,61,14
PT_111014,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",51362,20854,567,936,5135,6421,1510,2522,1272,963,226,174,654,85,121,44,74,22,110,18
PT_111009,Porto Salvo,12084,4537,152,188,1562,819,309,696,311,145,86,19,124,28,27,14,21,5,26,5
PT_111122,Agualva e Mira-Sintra,34787,11393,365,364,4013,2055,796,1917,693,256,200,60,329,60,60,54,50,20,92,9
PT_111102,Algueirão-Mem Martins,52494,16090,591,694,4658,3233,1266,2644,1128,480,320,82,492,94,84,90,62,20,134,18
PT_111123,"Almargem do Bispo, Pêro Pinheiro e Montelavar",13992,4969,167,235,1638,1204,353,664,208,110,93,24,103,40,25,24,19,8,48,6
PT_111124,Cacém e São Marcos,29415,8914,300,352,2899,1436,680,1556,620,239,197,52,288,40,58,70,45,10,65,7
PT_111115,Casal De Cambra,9498,3082,138,121,994,636,207,426,161,74,81,26,75,29,22,31,13,8,36,4
PT_111105,Colares,6423,2436,96,135,660,746,185,268,120,50,33,13,55,21,16,7,14,3,13,1
PT_111125,Massamá e Monte Abraão,40949,13685,421,527,4171,2790,1049,2347,894,450,193,45,398,54,65,81,66,18,107,9
PT_111126,Queluz e Belas,42492,14151,494,532,4473,2545,1029,2529,910,421,286,103,371,80,81,80,52,22,131,12
PT_111108,Rio De Mouro,37704,11981,445,489,3483,2272,905,2096,825,366,272,61,357,61,87,68,60,16,105,13
PT_111128,"São Maria, São Miguel, São Martinho, São Pedro Penaferrim",23803,9065,292,421,2463,2498,694,1141,465,314,130,71,279,59,65,34,35,14,80,10
PT_111127,São João das Lampas e Terrugem,12772,4566,184,257,1296,1243,312,546,244,104,69,16,122,33,34,29,26,6,43,2
PT_111201,Santo Quintino,3033,913,24,25,294,155,48,260,29,23,18,2,6,6,7,7,1,3,4,1
PT_111202,Sapataria,2294,805,24,53,244,118,47,183,42,17,27,4,15,6,3,10,3,1,7,1
PT_111203,Sobral De Monte Agraço,2743,1070,34,52,281,211,40,298,40,27,33,0,20,15,4,2,4,2,5,2
PT_111321,A dos Cunhados e Maceira,8654,2816,106,140,738,917,235,278,126,63,55,15,52,16,15,14,12,6,24,4
PT_111322,Campelos e Outeiro da Cabeça,3158,995,45,57,270,376,44,95,33,13,15,9,11,10,5,3,5,3,0,1
PT_111323,Carvoeira e Carmões,2085,799,26,22,239,156,55,190,33,10,27,3,12,3,5,5,5,3,5,0
PT_111324,Dois Portos e Runa,2550,932,26,32,319,194,35,196,47,15,17,7,22,5,1,5,3,0,5,3
PT_111306,Freiria,2153,677,32,31,180,262,36,34,30,13,9,5,9,7,3,8,10,1,6,1
PT_111325,Maxial e Monte Redondo,3074,1106,38,36,489,230,35,160,32,17,21,1,16,7,2,12,3,1,5,1
PT_111310,Ponte Do Rol,1982,662,18,55,218,194,40,54,33,15,11,2,7,4,3,2,6,0,0,0
PT_111311,Ramalhal,2873,1109,46,65,364,258,88,120,46,32,27,4,18,4,11,9,8,1,7,1
PT_111326,"São Pedro e Santiago, São Maria e São Miguel, e Matacães",22007,7984,265,403,2314,1982,573,1239,431,213,164,29,142,46,47,27,25,13,63,8
PT_111314,São Pedro Da Cadeira,4071,1377,51,90,482,384,66,117,55,19,20,8,31,19,12,6,5,6,5,1
PT_111316,Silveira,7280,2499,102,141,684,793,200,221,115,51,44,17,44,16,21,14,16,4,13,3
PT_111317,Turcifal,2647,920,24,41,345,178,69,129,47,15,17,5,17,5,4,7,2,4,9,2
PT_111318,Ventosa,4484,1622,67,76,534,570,65,121,55,29,32,10,13,7,6,13,13,4,5,2
PT_111412,"Alhandra, São João dos Montes e Calhandriz",10462,4498,102,137,1358,527,266,1501,240,92,88,16,68,16,25,20,22,2,16,2
PT_111413,Alverca do Ribatejo e Sobralinho,28919,11316,363,443,3575,1507,813,2974,598,281,197,26,242,36,66,57,43,13,76,6
PT_111414,Castanheira do Ribatejo e Cachoeiras,6572,2434,64,97,824,325,138,679,116,51,60,7,35,3,6,6,5,3,10,5
PT_111415,Póvoa de Santa Iria e Forte da Casa,32657,12034,375,498,3678,1873,952,2608,762,298,276,47,314,73,69,87,33,19,66,6
PT_111408,Vialonga,16238,5613,158,189,1605,615,359,1777,341,120,135,21,134,25,30,37,25,8,30,4
PT_111409,Vila Franca De Xira,15587,6052,160,223,1857,1100,362,1482,359,142,141,8,69,25,35,27,20,11,26,5
PT_310101,Arco Da Calheta,3245,1182,62,16,146,677,64,22,21,16,13,2,22,27,8,70,7,2,2,5
PT_310102,Calheta,3430,1225,83,16,156,631,100,28,25,18,12,3,23,25,19,69,9,2,4,2
PT_310103,Estreito Da Calheta,1704,560,38,6,42,363,34,8,8,1,5,3,6,6,6,29,1,1,2,1
PT_310104,Fajã Da Ovelha,1083,379,18,5,47,236,19,8,1,8,6,2,2,5,1,17,3,0,1,0
