gisco_id,registered,turnout,invalid,blank,PPD/PSD-CDS-PP-PPM,PS,CH,B.E.,IL,ADN,L,CDU,R.I.R.,E,JPP,MPT,PAN,PPD/PSD-CDS-PP,PCTP/MRPP,NC,PPM,PND,Volt,PLS,PTP
PT_100209,1542,1004,11,10,0,133,230,7,21,28,18,4,2,3,0,0,9,522,0,0,2,3,1,0,0
PT_100301,943,585,6,6,0,126,103,9,25,19,13,7,1,1,0,0,5,259,0,0,0,4,1,0,0
PT_100309,3218,2111,26,30,0,484,406,27,81,65,44,34,9,3,0,0,20,875,0,0,3,4,0,0,0
PT_100303,1827,1121,22,17,0,258,248,17,41,29,21,12,3,2,0,0,7,438,0,0,4,1,1,0,0
PT_100304,1610,987,8,16,0,168,188,7,32,39,14,13,6,0,0,0,8,479,0,0,1,7,1,0,0
PT_100306,798,533,5,4,0,96,100,3,9,19,7,1,1,2,0,0,3,281,0,0,0,2,0,0,0
PT_100307,2556,1588,20,19,0,217,272,7,74,49,35,6,2,1,0,0,7,874,0,0,0,5,0,0,0
PT_100401,7611,5192,49,106,0,767,1183,100,460,102,160,54,10,9,0,0,51,2104,0,0,12,15,10,0,0
PT_100404,1324,959,12,17,0,134,194,11,63,23,29,7,1,0,0,0,8,454,0,0,0,4,2,0,0
PT_100402,1877,1258,20,22,0,231,256,15,73,33,45,9,0,1,0,0,16,527,0,0,4,6,0,0,0
PT_100403,3145,2166,28,24,0,174,584,26,84,73,33,13,7,7,0,0,16,1076,0,0,5,12,4,0,0
PT_100506,6353,4021,39,73,0,963,971,94,210,65,137,157,8,1,0,0,63,1205,0,0,11,4,20,0,0
PT_100502,2199,1407,15,28,0,321,322,26,39,31,29,23,2,2,0,0,16,545,0,0,1,2,5,0,0
PT_100505,702,464,6,12,0,78,114,4,17,12,11,11,0,0,0,0,4,194,0,0,0,1,0,0,0
PT_100503,2274,1430,10,21,0,319,381,23,50,30,35,73,1,1,0,0,13,466,0,0,1,2,4,0,0
PT_100601,1411,940,12,16,0,162,253,9,36,18,22,13,0,0,0,0,12,385,0,0,1,1,0,0,0
PT_100602,2471,1548,20,37,0,225,376,34,72,41,44,21,4,2,0,0,21,645,0,0,3,1,2,0,0
PT_100618,10604,6313,93,126,0,1380,1666,173,434,103,334,151,15,4,0,0,106,1705,0,0,3,10,10,0,0
PT_100604,1016,666,6,9,0,78,148,9,36,20,16,5,1,3,0,0,5,320,0,0,1,4,5,0,0
PT_100606,1246,787,8,10,0,148,187,12,48,18,35,29,3,3,0,0,14,267,0,0,1,3,1,0,0
PT_100607,906,631,5,6,0,94,156,6,8,18,11,3,3,1,0,0,6,311,0,0,1,1,1,0,0
PT_100608,1633,1133,11,21,0,216,240,25,67,22,57,21,1,3,0,0,16,431,0,0,0,1,1,0,0
PT_100617,16291,10366,81,158,0,2248,2088,254,746,170,595,231,20,9,0,0,192,3525,0,0,12,22,15,0,0
PT_100609,2241,1431,20,26,0,271,364,16,80,31,51,18,4,2,0,0,20,516,0,0,0,10,2,0,0
PT_100611,2553,1778,26,26,0,234,412,19,94,37,39,17,3,1,0,0,25,826,0,0,4,11,4,0,0
PT_100619,3964,2514,21,62,0,627,592,57,133,45,104,38,10,1,0,0,39,774,0,0,1,5,5,0,0
PT_100615,927,616,4,10,0,105,132,16,18,17,23,7,2,0,0,0,12,262,0,0,2,4,2,0,0
PT_100703,2463,1552,25,22,0,586,259,22,27,31,34,18,2,3,0,0,15,501,0,0,2,4,1,0,0
PT_100801,912,537,9,4,0,95,124,10,9,15,5,3,5,0,0,0,3,251,0,0,3,1,0,0,0
PT_100802,690,442,9,3,0,84,70,2,8,16,5,5,0,0,0,0,1,238,0,0,0,1,0,0,0
PT_100803,158,94,1,4,0,28,21,0,1,2,1,0,0,0,0,0,1,34,0,0,0,1,0,0,0
PT_100806,3262,2077,34,48,0,490,348,19,56,56,44,18,6,3,0,0,21,924,0,0,3,4,3,0,0
PT_100901,4087,2680,58,78,0,543,629,71,147,76,106,47,14,2,0,0,28,863,0,0,1,14,3,0,0
PT_100902,2342,1691,20,32,0,213,326,20,83,46,46,21,4,4,0,0,15,846,0,0,3,8,4,0,0
PT_100925,1764,1345,11,35,0,95,185,25,84,19,41,5,1,1,0,0,10,826,0,0,0,4,3,0,0
PT_100926,2110,1486,24,19,0,79,270,17,77,44,25,5,2,1,0,0,12,902,0,0,0,7,2,0,0
PT_100907,4223,2988,26,50,0,254,606,21,171,94,62,12,5,3,0,0,20,1636,0,0,9,12,7,0,0
PT_100909,1673,990,17,23,0,203,273,17,37,34,39,13,0,0,0,0,15,313,0,0,4,0,2,0,0
PT_100932,3783,2160,25,43,0,256,520,26,121,73,36,7,8,1,0,0,17,1018,0,0,1,6,2,0,0
PT_100933,29089,20207,203,410,0,3866,3525,469,1839,314,1082,303,29,30,0,0,274,7771,0,0,17,45,30,0,0
PT_100913,8333,5704,71,145,0,1231,1361,116,391,116,180,77,20,11,0,0,60,1887,0,0,7,17,14,0,0
PT_100934,21862,14102,149,230,0,2919,3309,318,1094,215,654,217,22,20,0,0,198,4683,0,0,16,29,29,0,0
PT_100915,2791,1842,23,43,0,250,393,27,149,54,48,9,4,6,0,0,14,810,0,0,2,8,2,0,0
PT_100935,5000,3264,52,95,0,646,757,48,220,90,122,38,10,7,0,0,31,1133,0,0,4,8,3,0,0
PT_100936,4720,3100,53,72,0,485,731,46,164,114,93,32,7,9,0,0,29,1239,0,0,9,14,3,0,0
PT_100937,6822,5053,51,91,0,953,1035,100,471,94,191,69,12,7,0,0,70,1885,0,0,5,12,7,0,0
PT_100921,1868,1330,24,26,0,225,334,22,96,46,28,13,5,3,0,0,8,489,0,0,4,5,2,0,0
PT_100938,4164,3104,44,53,0,199,644,22,184,102,49,7,2,4,0,0,18,1755,0,0,3,10,8,0,0
PT_100939,3801,2617,31,52,0,328,509,34,167,66,63,27,5,4,0,0,15,1301,0,0,2,10,3,0,0
PT_100940,5077,3532,40,79,0,394,743,53,238,100,96,18,12,3,0,0,35,1695,0,0,7,7,12,0,0
PT_101001,27876,17642,224,326,0,4370,4440,559,1043,274,829,1313,34,16,0,0,276,3846,0,0,15,37,40,0,0
PT_101003,1214,852,7,9,0,248,256,35,37,7,34,75,2,1,0,0,7,133,0,0,0,1,0,0,0
PT_101002,5062,3013,38,55,0,785,787,88,157,49,122,132,14,6,0,0,44,715,0,0,4,7,10,0,0
PT_101101,1538,1021,17,15,0,256,281,19,44,9,42,14,3,1,0,0,15,298,0,0,0,2,5,0,0
PT_101102,9804,5123,46,80,0,1285,1476,142,228,85,177,180,6,5,0,0,78,1312,0,0,7,10,6,0,0
PT_101103,2652,1534,13,34,0,409,354,53,60,20,50,127,5,3,0,0,20,381,0,0,1,2,2,0,0
PT_101201,1357,913,17,12,0,235,215,21,37,19,33,23,3,0,0,0,16,275,0,0,3,2,2,0,0
PT_101202,934,555,15,8,0,112,132,10,37,12,25,14,1,0,0,0,5,182,0,0,0,1,1,0,0
PT_101208,2120,1538,15,23,0,400,333,28,101,28,77,25,5,4,0,0,22,470,0,0,1,3,3,0,0
PT_101203,1184,694,9,9,0,118,200,11,38,13,25,42,3,2,0,0,9,209,0,0,2,2,2,0,0
PT_101210,3495,2239,28,35,0,489,547,41,144,40,83,42,4,1,0,0,31,743,0,0,1,5,5,0,0
PT_101209,791,527,1,10,0,76,156,6,20,6,7,4,1,2,0,0,6,231,0,0,0,0,1,0,0
PT_101207,906,561,5,15,0,103,146,4,29,19,13,6,2,0,0,0,5,212,0,0,0,1,1,0,0
PT_101301,563,282,4,3,0,50,62,2,6,7,1,2,0,0,0,0,3,138,0,0,1,3,0,0,0
PT_101302,1955,1210,12,26,0,251,231,14,31,26,13,4,3,1,0,0,9,578,0,0,1,8,2,0,0
PT_101303,445,309,7,5,0,67,51,5,7,12,4,2,1,0,0,0,3,142,0,0,0,1,2,0,0
PT_101402,8395,5359,57,99,0,1015,1502,117,307,108,190,118,17,16,0,0,69,1719,0,0,8,12,5,0,0
PT_101406,2547,1479,16,29,0,342,429,27,90,31,52,32,7,1,0,0,14,390,0,0,1,8,10,0,0
PT_101407,12092,6866,59,99,0,1559,2231,155,287,104,243,328,23,45,0,0,113,1590,0,0,10,8,12,0,0
PT_101405,1213,774,9,28,0,153,228,12,54,20,29,25,4,2,0,0,9,197,0,0,2,0,2,0,0
PT_101501,2329,1126,11,28,0,92,251,12,37,39,18,7,3,0,0,0,5,608,0,0,5,7,3,0,0
PT_101503,2757,1586,12,49,0,223,371,25,70,49,32,8,5,0,0,0,14,711,0,0,5,12,0,0,0
PT_101504,1601,967,9,12,0,52,235,5,40,41,12,4,1,1,0,0,4,547,0,0,0,1,3,0,0
PT_101505,3093,1862,31,42,0,295,479,22,78,44,32,7,4,3,0,0,13,804,0,0,3,4,1,0,0
PT_101518,5590,3536,45,71,0,455,777,49,154,118,80,21,9,4,0,0,33,1693,0,0,4,18,5,0,0
PT_101506,3937,2425,42,82,0,332,485,44,107,89,67,25,4,1,0,0,26,1100,0,0,6,11,4,0,0
PT_101515,1494,1011,9,21,0,72,255,11,71,22,20,5,1,2,0,0,7,506,0,0,1,6,2,0,0
PT_101508,1814,1112,15,16,0,177,229,18,70,40,34,5,0,4,0,0,7,488,0,0,2,4,3,0,0
PT_101509,15228,8861,126,234,0,1650,1899,185,533,205,347,117,17,9,0,0,98,3391,0,0,9,25,16,0,0
PT_101510,1901,1064,8,25,0,196,261,11,55,36,17,10,4,1,0,0,12,421,0,0,1,3,3,0,0
PT_101519,4573,2532,32,48,0,422,534,38,155,80,62,49,1,9,0,0,23,1067,0,0,0,9,3,0,0
PT_101513,2479,1467,18,29,0,181,347,21,76,40,19,17,5,3,0,0,12,695,0,0,2,2,0,0,0
PT_101514,1360,791,6,18,0,79,211,9,35,25,17,6,1,0,0,0,1,379,0,0,0,3,1,0,0
PT_101602,1489,961,18,26,0,201,162,16,63,26,41,16,2,2,0,0,5,378,0,0,1,4,0,0,0
PT_101615,669,466,2,5,0,50,79,11,27,12,10,8,1,0,0,0,4,256,0,0,1,0,0,0,0
PT_101616,1346,983,12,23,0,111,240,23,40,24,27,5,3,1,0,0,4,463,0,0,3,1,3,0,0
PT_101605,2132,1441,21,22,0,269,398,30,85,30,44,19,2,2,0,0,24,487,0,0,1,5,2,0,0
PT_101606,2773,1933,27,23,0,373,516,19,117,48,54,12,7,4,0,0,18,696,0,0,2,9,8,0,0
PT_101608,3087,1931,21,23,0,400,568,32,104,41,65,34,2,6,0,0,25,600,0,0,1,4,5,0,0
PT_101609,2204,1540,34,35,0,266,428,25,102,36,55,13,4,2,0,0,13,521,0,0,1,3,2,0,0
PT_101614,5219,3499,39,71,0,636,833,58,225,81,93,41,8,4,0,0,27,1363,0,0,3,7,10,0,0
PT_101610,703,483,5,3,0,27,156,3,18,10,11,7,0,0,0,0,3,236,0,0,0,1,3,0,0
PT_101613,793,567,6,7,0,68,217,5,34,13,14,3,2,0,0,0,0,194,0,0,1,3,0,0,0
PT_110117,3695,2473,24,40,0,682,586,58,100,47,74,214,15,3,4,0,20,572,19,0,1,4,5,5,0
PT_110118,2557,1710,20,26,0,448,444,24,75,37,63,84,4,0,2,0,20,450,5,0,2,2,4,0,0
PT_110119,10334,7345,38,108,0,1548,1943,169,544,94,419,331,22,34,3,0,115,1908,20,3,8,7,18,13,0
PT_110106,1365,919,2,7,0,217,239,13,36,20,32,53,7,4,0,0,9,273,3,1,0,2,1,0,0
PT_110120,11133,6727,55,92,0,1403,2223,161,387,84,313,285,18,6,1,0,105,1509,32,6,1,21,17,8,0
PT_110107,1456,1023,8,13,0,317,267,16,32,16,40,61,5,1,2,0,4,221,9,2,2,1,4,2,0
PT_110108,1684,1224,6,15,0,355,286,16,45,14,48,56,3,1,0,0,14,352,6,0,0,4,0,3,0
PT_110109,1062,771,11,6,0,174,252,13,29,11,24,45,1,1,0,0,8,188,5,1,0,0,1,1,0
PT_110121,1424,954,7,14,0,250,294,17,35,13,42,29,5,2,0,0,21,218,6,0,1,0,0,0,0
PT_110113,1764,1213,20,11,0,351,320,12,44,16,42,39,5,1,0,0,15,324,1,2,2,3,1,4,0
PT_110114,989,583,8,4,0,164,156,13,23,14,22,20,3,0,1,0,9,138,3,2,0,1,1,1,0
PT_111513,31152,18861,208,232,0,5839,3603,574,1159,256,1140,767,23,31,19,0,381,4419,62,14,25,34,48,27,0
PT_111512,13772,9908,84,97,0,2363,1740,217,871,84,771,266,10,13,1,0,157,3163,19,4,7,7,29,5,0
PT_111514,22146,13135,149,163,0,4087,3104,335,597,148,763,559,12,24,18,0,203,2823,44,12,10,31,35,18,0
PT_111515,17194,10553,104,124,0,3427,2186,299,519,139,632,511,20,18,13,0,215,2210,47,12,10,23,20,24,0
PT_111516,35359,22512,233,294,0,6076,5550,584,1325,274,1319,881,34,37,14,0,447,5197,80,18,28,45,43,33,0
PT_111517,22383,13814,135,169,0,3807,2636,415,904,151,1007,619,20,26,13,0,282,3483,40,11,7,27,43,19,0
PT_110201,2182,1520,20,22,0,370,378,31,67,17,48,35,2,3,1,0,20,494,6,0,2,0,2,2,0
PT_110202,8044,5840,45,88,0,1288,1301,96,580,78,327,184,13,14,4,0,83,1690,21,2,2,7,13,4,0
PT_110203,711,532,2,10,0,114,127,10,25,9,29,19,2,1,0,0,5,173,4,0,1,0,0,1,0
PT_110204,1162,821,6,12,0,223,206,15,64,12,38,15,3,1,0,0,10,208,2,0,1,0,4,1,0
PT_110301,2292,1399,22,18,0,366,460,29,28,25,55,38,4,0,3,0,17,320,4,3,4,0,3,0,0
PT_110302,1122,821,6,9,0,186,246,13,31,13,31,38,0,0,1,0,11,227,2,0,0,0,5,2,0
PT_110303,4031,2466,28,45,0,596,833,84,99,42,107,144,6,5,2,0,43,402,14,3,2,4,3,4,0
PT_110304,6902,4488,46,75,0,996,1235,127,270,61,223,215,16,8,1,0,55,1117,20,1,3,7,7,5,0
PT_110310,1897,1250,8,24,0,354,292,34,43,14,115,83,0,1,0,0,19,240,13,2,1,2,3,2,0
PT_110306,800,552,7,6,0,147,140,14,15,8,34,39,0,2,1,0,10,123,4,1,0,0,1,0,0
PT_110307,712,541,9,5,0,141,189,9,23,7,19,19,3,0,3,0,3,107,1,0,1,1,1,0,0
PT_110401,716,490,5,6,0,137,112,8,12,7,8,12,1,0,3,0,3,171,1,0,1,0,1,2,0
PT_110411,3349,2038,23,42,0,447,564,42,118,34,77,45,2,6,2,0,17,608,4,1,0,2,2,2,0
PT_110412,3241,2075,23,39,0,541,603,38,79,28,56,36,10,4,0,0,25,574,7,1,3,5,1,2,0
PT_110413,1631,989,11,16,0,273,247,3,37,15,18,28,0,0,1,0,13,318,2,0,1,1,2,3,0
PT_110407,851,582,8,8,0,115,169,10,19,13,15,16,0,0,0,0,13,193,1,1,0,0,1,0,0
PT_110409,1164,745,10,10,0,177,180,11,31,20,25,13,3,0,2,0,9,248,2,0,1,2,0,1,0
PT_110410,1525,973,5,30,0,202,233,18,41,20,37,18,1,0,1,0,13,344,2,1,1,3,3,0,0
PT_110501,36236,22652,195,315,0,4435,5393,436,1824,354,1049,458,47,43,11,0,404,7449,64,15,26,46,42,46,0
PT_110507,38239,26695,170,326,0,5489,3620,575,2634,278,2253,700,18,34,13,0,598,9792,52,9,30,15,61,28,0
PT_110508,52535,32933,233,331,0,5467,5941,536,3328,448,1830,658,38,59,14,0,521,13290,56,14,25,34,68,42,0
PT_110506,50344,34271,316,504,0,7875,7462,733,2805,461,2133,967,69,54,20,0,769,9727,120,21,24,51,84,76,0
PT_110601,12165,7889,71,71,0,2431,1413,204,517,85,640,407,8,11,3,0,154,1788,24,7,6,9,25,15,0
PT_110602,11032,7229,58,68,0,1801,1062,206,648,66,757,326,7,14,2,0,135,2019,24,4,9,8,6,9,0
PT_110654,29052,21983,132,191,0,4358,2205,569,2418,156,2487,712,20,38,4,0,373,8165,32,8,14,17,61,23,0
PT_110655,18697,13614,69,141,0,2537,1332,388,1542,102,1503,429,5,25,3,0,228,5200,32,6,9,11,44,8,0
PT_110656,26391,15779,91,135,0,3536,1752,803,1370,142,2281,846,16,28,4,0,297,4347,33,5,13,21,42,17,0
PT_110657,20654,14971,80,132,0,2565,1529,368,1987,91,1374,400,3,29,5,0,190,6118,19,6,5,17,40,13,0
PT_110607,10107,6410,61,65,0,1868,1399,201,337,77,518,323,11,14,5,0,124,1338,34,3,5,8,12,7,0
PT_110658,13597,10159,53,92,0,1812,1011,184,1300,82,821,307,6,17,6,0,140,4261,16,1,7,9,24,10,0
PT_110608,31600,22241,150,226,0,5968,3103,541,1784,213,2136,764,27,38,12,0,393,6680,47,11,15,22,76,35,0
PT_110659,17810,12662,103,126,0,2801,1502,377,1265,108,1184,441,4,23,10,0,227,4374,36,6,14,11,30,20,0
PT_110610,12358,8210,77,82,0,1983,1345,202,744,78,699,281,19,8,5,0,139,2488,18,4,4,7,15,12,0
PT_110611,15734,11265,82,117,0,2810,1820,235,980,107,831,398,16,18,8,0,168,3571,31,6,4,17,30,16,0
PT_110660,14572,10325,68,81,0,1809,1111,206,1201,74,887,269,3,21,2,0,125,4401,13,1,12,4,30,7,0
PT_110618,39593,30187,162,322,0,6170,3218,545,3671,205,2686,785,20,48,6,0,448,11629,52,10,18,27,122,43,0
PT_110621,32380,19627,207,162,0,5849,6103,458,795,263,978,717,41,37,16,0,333,3391,108,17,21,33,57,41,0
PT_110661,8889,4919,38,42,0,1290,587,205,364,34,529,256,5,7,3,0,100,1406,20,3,6,7,12,5,0
PT_110633,27914,19263,154,207,0,5097,3707,477,1389,211,1612,828,44,33,17,0,326,4955,66,13,11,24,71,21,0
PT_110662,17203,12605,60,130,0,2840,1660,194,1541,110,960,303,10,23,5,0,203,4443,21,4,7,18,51,22,0
PT_110663,23272,14744,118,138,0,3751,2410,720,882,136,1941,802,24,31,7,0,299,3341,43,10,7,14,49,21,0
PT_110664,19196,11616,92,129,0,3328,3139,223,753,150,671,338,23,19,9,0,166,2422,30,9,9,29,51,26,0
PT_110665,8537,4065,33,50,0,1197,624,162,207,39,412,311,5,11,2,0,79,872,26,3,8,7,8,9,0
PT_110666,9592,6246,36,61,0,1194,588,196,699,55,706,224,2,9,3,0,118,2313,13,3,5,4,16,1,0
PT_110639,29886,22213,132,223,0,4718,2123,441,2413,153,2113,657,19,34,7,0,383,8671,24,7,8,16,55,16,0
PT_110667,10492,6603,51,75,0,1653,997,369,381,71,879,428,15,9,2,0,152,1448,18,4,6,14,16,15,0
PT_110702,3823,2665,15,51,0,720,740,66,146,30,107,174,13,4,3,0,41,519,13,2,3,3,4,11,0
PT_110731,27112,16252,201,150,0,4703,5603,328,517,250,478,774,28,27,18,0,274,2681,91,11,20,43,24,31,0
PT_110705,2272,1621,23,30,0,327,491,29,90,17,78,112,2,4,1,0,29,366,9,1,0,6,6,0,0
PT_110707,25402,17964,148,240,0,4043,4275,389,1409,234,1056,712,34,35,11,0,352,4853,57,15,10,27,43,21,0
PT_110708,2683,1828,19,25,0,373,524,41,98,30,77,86,2,3,1,0,31,498,11,0,1,0,3,5,0
PT_110726,17385,12099,115,133,0,3190,1587,244,953,113,841,460,16,12,4,0,226,4113,24,5,8,13,31,11,0
PT_110727,19989,12866,123,162,0,3599,2550,283,939,136,823,693,17,10,9,0,220,3178,43,8,4,25,27,17,0
PT_110728,37892,27087,343,364,0,7427,6564,574,1613,348,1500,1607,49,62,20,0,501,5838,115,20,18,38,41,45,0
PT_110729,7166,4948,60,72,0,1188,1328,100,313,70,254,384,9,9,6,0,68,1022,33,5,3,7,12,5,0
PT_110730,24769,15284,154,187,0,4029,3718,354,934,204,891,534,31,22,14,0,336,3722,41,10,9,33,41,20,0
PT_110812,11389,7410,83,106,0,1372,1980,127,399,124,305,111,18,26,6,0,120,2581,14,5,5,12,12,4,0
PT_110813,3230,2142,23,36,0,388,669,38,88,50,52,21,5,2,2,0,21,737,3,1,2,0,3,1,0
PT_110803,1565,983,15,11,0,119,324,5,20,23,21,11,1,0,1,0,11,413,2,1,1,3,1,0,0
PT_110805,1454,903,9,17,0,169,301,16,34,13,27,34,3,3,1,0,16,250,3,0,1,0,3,3,0
PT_110810,1925,1301,8,25,0,180,444,23,59,27,40,11,1,3,1,0,17,454,1,1,0,0,5,1,0
PT_110806,1752,1266,10,28,0,194,344,35,57,33,39,10,4,4,0,0,15,481,2,0,1,5,2,2,0
PT_110814,1430,951,8,8,0,167,317,19,27,19,27,29,5,2,3,0,21,294,1,0,1,0,2,1,0
PT_110808,1305,921,13,16,0,132,328,12,40,17,32,12,5,2,1,0,14,292,1,0,1,2,0,1,0
PT_110918,3775,2557,34,52,0,602,694,53,136,37,100,47,8,10,2,0,43,707,7,4,5,7,5,4,0
PT_110902,2275,1550,20,23,0,310,357,40,136,25,100,38,2,2,3,0,32,447,5,1,0,2,3,4,0
PT_110904,4022,2766,28,48,0,381,654,49,150,68,121,45,6,3,4,0,46,1135,1,5,6,4,8,4,0
PT_110919,3299,2253,24,41,0,444,641,37,150,30,108,56,5,7,0,0,28,659,13,1,0,3,4,2,0
PT_110906,9645,6438,61,109,0,1315,1194,109,596,78,469,144,14,12,3,0,143,2131,12,2,3,7,27,9,0
PT_110920,3911,2772,42,51,0,511,680,57,165,52,138,51,7,3,1,0,66,908,9,2,3,9,9,8,0
PT_110909,17078,12141,124,213,0,2397,2543,277,1118,168,910,267,34,14,13,0,236,3719,33,7,8,15,29,16,0
PT_110921,7723,5353,45,90,0,997,1284,123,479,64,341,117,9,10,1,0,99,1634,20,2,6,7,19,6,0
PT_110911,6243,4680,48,90,0,802,1194,68,403,94,233,103,15,6,2,0,64,1516,8,3,1,3,11,16,0
PT_110913,3542,2513,29,45,0,489,514,56,197,48,134,52,3,11,0,0,62,849,6,2,1,6,3,6,0
PT_110922,9046,6749,73,109,0,1268,1654,124,577,99,440,156,11,12,4,0,126,2031,6,3,5,22,13,16,0
PT_111603,50264,32210,276,366,0,8570,6951,690,2428,406,2012,990,50,51,19,0,555,8556,86,16,12,65,74,37,0
PT_111608,30865,20179,233,225,0,5175,5588,380,1225,265,1031,581,42,37,13,0,377,4807,49,12,18,45,44,32,0
PT_111609,15723,9307,104,93,0,2725,2253,197,453,125,458,364,15,13,2,0,183,2205,27,3,13,28,26,20,0
PT_111610,28544,20564,195,270,0,4524,5292,389,1520,259,1229,595,37,27,18,0,408,5627,50,10,13,19,58,24,0
PT_111012,40467,29289,208,354,0,6628,3287,606,3063,258,2586,914,30,29,9,0,498,10567,50,9,22,43,83,45,0
PT_111002,12287,9086,69,140,0,2072,1720,176,836,111,703,273,5,16,4,0,191,2685,22,6,4,17,18,18,0
PT_111013,30466,21739,214,283,0,5302,3054,450,2144,242,1667,686,27,28,16,0,423,7024,40,13,15,28,55,28,0
PT_111014,49176,34344,257,460,0,7781,4319,826,3242,384,3046,1024,46,52,14,0,721,11874,71,16,26,42,97,46,0
PT_111009,12945,8679,87,140,0,2335,1555,233,698,138,597,248,14,14,9,0,212,2302,29,10,2,12,29,15,0
PT_111122,35234,20084,214,221,0,5829,5303,568,912,266,1003,703,47,32,16,0,390,4367,65,17,18,57,33,23,0
PT_111102,56723,35445,360,424,0,8150,9892,891,2285,430,2204,1045,71,73,24,0,831,8399,96,29,20,74,93,54,0
PT_111123,14860,10260,116,164,0,2171,3158,174,585,159,430,320,17,17,4,0,173,2672,29,13,10,11,20,17,0
PT_111124,31997,19233,188,262,0,4665,5727,522,1073,273,1165,586,50,35,27,0,467,3987,51,10,11,53,52,29,0
PT_111115,10580,6667,90,76,0,1566,2127,141,378,115,244,161,11,7,8,0,127,1548,20,4,5,10,17,12,0
PT_111105,6544,4480,42,70,0,886,923,95,335,65,291,134,7,12,1,0,86,1484,11,1,6,6,7,18,0
PT_111125,42121,25701,217,351,0,6940,5383,594,1690,314,1768,851,33,44,13,0,471,6721,66,18,18,107,55,47,0
PT_111126,44776,27273,258,337,0,6710,7007,686,1861,320,1730,963,53,42,14,0,550,6449,89,18,19,59,60,48,0
PT_111108,41557,25721,234,330,0,6070,6914,720,1748,325,1526,819,65,51,24,0,588,6033,66,25,21,59,62,41,0
PT_111128,24536,17470,159,263,0,3371,3668,386,1511,247,1192,527,28,46,13,0,340,5565,40,10,14,35,33,22,0
PT_111127,15092,10494,107,203,0,1939,2766,267,767,152,591,267,35,24,9,0,244,3028,24,5,6,13,25,22,0
PT_111201,3325,2185,21,28,0,486,607,43,124,19,109,155,11,4,1,0,32,519,16,1,1,3,4,1,0
PT_111202,2647,1815,22,42,0,353,495,30,134,27,107,92,6,1,1,0,31,452,9,1,2,2,5,3,0
PT_111203,3016,2140,33,36,0,429,506,34,138,29,110,164,5,3,0,0,27,595,18,1,0,5,3,4,0
PT_111321,9625,6565,60,105,0,1164,1872,131,430,105,263,161,18,5,2,0,87,2098,23,1,5,10,14,11,0
PT_111322,3147,2110,25,44,0,331,676,22,87,58,60,35,6,3,1,0,21,722,3,1,0,4,9,2,0
PT_111323,2093,1419,22,29,0,340,349,48,82,21,52,71,7,1,0,0,19,364,5,1,0,3,3,2,0
PT_111324,2586,1707,14,27,0,424,433,22,83,27,70,95,9,2,5,0,33,448,6,2,1,1,2,3,0
PT_111306,2104,1457,14,21,0,266,419,16,58,25,42,29,3,4,3,0,14,531,4,2,3,1,1,1,0
PT_111325,3024,1937,30,24,0,501,530,33,67,41,74,65,6,4,2,0,29,502,15,4,3,3,3,1,0
PT_111310,2176,1505,17,22,0,311,377,30,113,26,71,30,3,6,2,0,17,468,5,0,2,1,3,1,0
PT_111311,3036,2117,30,27,0,471,609,34,141,32,74,73,6,4,2,0,43,550,8,3,0,3,3,4,0
PT_111326,23102,15961,156,282,0,3461,3153,407,1176,217,964,594,53,18,22,0,283,5006,60,13,12,22,42,20,0
PT_111314,4551,3227,47,63,0,628,949,62,188,78,130,42,8,5,3,0,38,951,5,6,1,10,10,3,0
PT_111316,8435,5741,67,103,0,1042,1390,118,344,89,284,127,16,13,7,0,89,2007,11,3,2,4,12,13,0
PT_111317,3046,2131,19,33,0,481,473,44,162,21,110,69,6,2,2,0,30,659,3,1,3,5,3,5,0
PT_111318,4443,2966,41,62,0,647,746,48,139,51,99,59,11,3,1,0,39,1003,4,1,1,3,5,3,0
PT_111412,10811,7565,76,115,0,1932,1828,204,427,79,477,635,22,7,5,0,116,1561,38,3,3,10,14,13,0
PT_111413,30221,21067,190,314,0,5567,4796,505,1532,248,1398,1310,42,34,8,0,393,4483,97,11,19,23,49,48,0
PT_111414,6662,4310,42,75,0,1123,1324,96,188,53,210,278,13,3,2,0,62,786,23,2,1,7,14,8,0
PT_111415,34001,23969,229,338,0,5988,6203,553,1560,299,1545,957,59,42,17,0,515,5437,65,11,13,31,65,42,0
PT_111408,17748,11962,99,154,0,3014,3757,252,649,189,535,664,29,16,8,0,247,2206,61,7,11,26,17,21,0
PT_111409,15409,9933,79,153,0,2475,2343,233,593,136,648,671,22,20,9,0,125,2326,39,4,7,8,23,19,0
PT_310101,3189,1803,27,9,0,119,318,11,26,17,16,6,3,2,180,1,8,1041,0,0,12,2,0,0,5
PT_310102,3512,1804,26,6,0,157,253,14,40,18,12,15,5,0,144,7,18,1078,0,0,5,4,0,0,2
PT_310103,1696,815,9,0,0,49,165,3,13,6,3,6,1,2,56,1,4,486,0,0,3,4,0,0,4
PT_310104,1018,475,5,1,0,38,80,6,5,4,1,4,0,1,47,0,2,277,0,0,2,0,0,0,2
PT_310105,229,148,3,2,0,34,26,1,4,4,6,0,0,0,19,0,1,48,0,0,0,0,0,0,0
PT_310106,922,298,9,3,0,24,59,3,6,3,1,3,0,0,11,1,4,170,0,0,0,0,0,0,1
PT_310107,1019,548,14,4,0,28,104,4,4,2,3,5,1,1,63,1,6,302,0,0,3,1,0,0,2
