gisco_id,registered,turnout,invalid,blank,PPD/PSD-CDS-PP-PPM,PS,CH,B.E.,IL,ADN,L,CDU,R.I.R.,E,JPP,MPT,PAN,PPD/PSD-CDS-PP,PCTP/MRPP,NC,PPM,PND,Volt,PLS,PTP
PT_030820,862,655,6,11,0,217,125,9,32,3,9,8,1,2,1,0,2,227,0,0,0,2,0,0,0
PT_030821,2284,1670,12,34,0,547,374,33,98,18,48,85,0,6,1,0,14,395,0,0,1,1,3,0,0
PT_030823,2105,1537,12,34,0,471,322,29,105,9,39,35,2,2,0,0,13,461,0,0,0,2,1,0,0
PT_030824,1537,1113,15,16,0,275,285,17,68,20,28,15,6,2,3,0,7,346,0,0,0,7,3,0,0
PT_030883,1300,1012,14,24,0,202,234,10,52,13,16,10,2,2,1,0,3,423,0,0,0,5,1,0,0
PT_030827,1371,889,4,9,0,199,228,18,36,12,12,14,1,0,1,0,5,342,0,0,1,4,3,0,0
PT_030828,3680,2581,27,49,0,769,512,60,160,19,79,56,4,8,0,0,33,800,0,0,0,4,1,0,0
PT_030830,4105,3072,19,65,0,711,570,49,258,27,120,61,7,0,3,0,27,1147,0,0,1,5,2,0,0
PT_030831,4226,3019,37,54,0,1032,577,50,180,37,79,135,4,1,3,0,32,786,0,0,6,4,2,0,0
PT_030832,2335,1724,14,27,0,539,397,30,120,14,48,38,5,2,0,0,17,469,0,0,1,2,1,0,0
PT_030884,6888,4738,61,59,0,1179,673,126,339,35,233,152,2,5,3,0,40,1818,0,0,2,6,5,0,0
PT_030835,1116,813,7,12,0,237,190,13,51,10,20,18,3,0,0,0,8,241,0,0,0,1,2,0,0
PT_030836,1054,761,12,21,0,199,148,9,59,4,24,12,1,0,0,0,8,262,0,0,0,1,1,0,0
PT_030837,3093,2262,21,47,0,773,470,35,138,22,50,46,2,4,0,0,27,619,0,0,0,7,1,0,0
PT_030838,6127,4334,61,86,0,1248,946,96,318,48,141,96,14,4,2,0,73,1185,0,0,0,6,10,0,0
PT_030842,1189,853,13,13,0,243,189,10,50,8,17,21,1,0,0,0,4,282,0,0,0,1,1,0,0
