gisco_id,name,registered,turnout,invalid,blank,Latvijas Sociālistiskā partija,Tautas partija,Konservatīvā partija,Latgales Gaisma,"Apvienība ""Tēvzemei un Brīvībai""/LNNK","Politisko organizāciju apvienība ""Par cilvēka tiesībām vienotā Latvijā""","""Apvienotā sociāldemokrātiskā labklājības partija""",Tautas saskaņas partija,"""Zaļo un Zemnieku savienība""","""Latvijas Pirmā Partija""",Latvijas Sociāldemokrātiskā strādnieku partija,"""Jaunais laiks""","Savienība ""Latvijas ceļš""",Kristīgi demokrātiskā savienība (KDS),"Politiskā organizācija (partija) ""Eiroskeptiķi""","""Sociāldemokrātu savienība - SDS"""
LV_7642,Aglonas pagasts,1937,825,0,0,14,36,22,107,184,22,11,23,50,34,93,150,62,9,6,2
LV_6625,Ainažu l.t.,1307,446,0,0,1,45,4,0,151,2,1,3,24,21,19,135,34,1,1,4
LV_3242,Aiviekstes pagasts,640,272,0,0,2,29,5,1,75,12,2,1,26,9,21,63,20,3,3,0
LV_3201,Aizkraukle,6533,2350,0,0,25,190,44,10,772,192,48,66,60,119,128,490,160,11,28,7
LV_6405,Aizpute,4756,1986,0,0,4,185,17,5,928,13,3,6,47,121,105,421,99,4,23,5
LV_6442,Aizputes pagasts,711,261,0,0,1,13,1,0,115,1,1,1,19,17,9,45,33,0,5,0
LV_5625,Aknīstes l.t.,1355,505,0,0,1,49,8,3,150,8,2,8,30,28,17,165,25,3,5,3
LV_8042,Allažu pagasts,1339,522,0,0,2,41,17,1,207,5,10,3,15,12,18,136,28,3,2,22
LV_6627,Alojas l.t.,1887,857,0,0,3,71,8,1,385,10,4,3,35,21,32,216,62,2,4,0
LV_6242,Alsungas pagasts,1476,570,0,0,3,42,7,1,268,3,0,2,26,17,32,139,21,3,6,0
LV_3642,Alsviķu pagasts,1247,507,0,0,3,50,9,1,153,5,2,5,36,27,32,135,42,1,5,1
LV_3601,Alūksne,7038,3313,0,0,51,295,67,40,1082,152,37,46,148,150,187,697,284,22,38,17
LV_4242,Amatas pag.,2395,988,0,0,1,83,7,3,371,14,4,5,81,31,25,295,61,0,7,0
LV_4442,Ambeļu pagasts,570,263,0,0,10,10,4,79,27,31,0,12,6,8,15,27,22,2,9,1
LV_9844,Ances pagasts,564,231,0,0,1,8,2,0,132,0,0,2,12,3,2,46,21,1,0,1
LV_6042,Andrupenes pagasts,1080,277,0,0,36,15,16,23,37,22,6,13,21,20,10,38,12,4,0,4
LV_6044,Andzeļu pagasts,563,193,0,0,12,11,7,25,22,40,2,21,14,1,11,19,5,3,0,0
LV_3644,Annas pagasts,436,222,0,0,6,18,5,1,109,1,2,0,14,15,11,22,17,0,1,0
LV_4642,Annenieku pagasts,648,299,0,0,0,27,10,0,88,14,1,6,16,17,32,63,19,0,3,3
LV_3625,Apes l.t.,1381,598,0,0,8,68,13,3,170,9,1,4,26,41,50,141,43,0,20,1
LV_7042,Aronas pagasts,1158,461,0,0,2,46,6,2,178,2,2,3,29,13,36,101,33,1,7,0
LV_5644,Asares pagasts,421,168,0,0,2,10,1,1,44,1,1,4,15,8,18,49,10,0,4,0
LV_6046,Asūnes pagasts,407,180,0,0,21,7,10,7,26,15,5,9,32,5,14,19,8,1,0,1
LV_5646,Atašienes pagasts,636,268,0,0,5,15,7,5,91,5,0,1,29,5,11,80,9,0,4,1
LV_4625,Auces l.t.,2845,1243,0,0,9,129,29,2,461,11,5,5,61,60,78,316,52,10,11,4
LV_7842,Audriņu pagasts,920,408,0,0,33,5,8,2,23,194,3,57,30,2,15,21,7,3,0,5
LV_6048,Aulejas pagasts,592,244,0,0,12,13,7,13,53,3,0,1,35,12,20,56,14,0,4,1
LV_4646,Auru pagasts,1841,593,0,0,12,70,31,3,184,23,11,17,41,26,37,86,44,1,6,1
LV_8048,Babītes pagasts,3862,1662,0,0,11,101,20,6,591,92,30,41,49,40,46,468,140,8,13,6
LV_8025,Baldones l.t.,3514,1464,0,0,8,112,23,5,599,24,11,7,33,57,67,394,103,3,14,4
LV_8846,Balgales pagasts,746,258,0,0,0,21,7,0,119,2,0,2,16,8,11,46,16,1,3,6
LV_8007,Baloži,2300,1016,0,0,12,67,23,4,273,139,59,62,23,36,29,217,51,4,11,6
LV_3844,Baltinavas pagasts,1185,407,0,0,13,20,7,5,148,25,2,17,55,13,25,54,19,2,2,0
LV_3801,Balvi,5965,2612,0,0,93,208,65,42,685,259,40,89,281,85,132,404,180,15,20,14
LV_3846,Balvu pagasts,617,245,0,0,2,20,7,1,81,4,2,3,39,8,15,41,20,1,1,0
LV_7044,Barkavas pagasts,1224,491,0,0,2,30,6,2,184,8,2,2,26,6,31,156,23,1,11,1
LV_4001,Bauska,7212,3124,0,0,32,311,50,7,1139,78,33,35,76,121,220,722,226,14,54,6
LV_3246,Bebru pagasts,915,324,0,0,1,28,14,0,114,8,2,0,35,21,19,64,15,0,3,0
LV_5044,Beļavas pagasts,1402,409,0,0,5,44,6,1,139,5,1,1,48,16,22,94,22,0,4,1
LV_4654,Bikstu pagasts,758,309,0,0,1,30,13,0,93,0,2,1,31,10,21,70,36,0,0,1
LV_9444,Bilskas pagasts,1085,406,0,0,2,40,8,0,164,3,3,1,60,29,17,55,21,1,2,0
LV_7444,Birzgales pagasts,1291,422,0,0,2,21,8,1,163,5,2,2,27,17,25,119,26,1,3,0
LV_4446,Biķernieku pagasts,568,213,0,0,3,1,12,20,3,126,3,21,6,1,3,2,9,0,1,2
LV_9446,Blomes pagasts,781,361,0,0,0,45,4,2,165,2,0,0,28,16,5,57,35,2,0,0
LV_6844,Blontu pagasts,366,159,0,0,29,7,0,2,12,21,1,8,20,3,13,32,8,0,2,1
LV_9448,Brantu pagasts,485,220,0,0,0,24,11,0,91,1,0,0,8,12,3,58,11,1,0,0
LV_6644,Braslavas pagasts,536,209,0,0,1,8,4,0,82,0,0,2,18,8,7,54,21,2,2,0
LV_9646,Brenguļu pagasts,717,306,0,0,0,39,4,0,102,1,0,0,37,12,11,73,20,1,5,1
LV_3852,Briežuciema pagasts,517,183,0,0,3,13,3,5,76,6,1,6,19,1,11,19,15,1,2,2
LV_6846,Briģu pagasts,555,161,0,0,43,4,1,3,6,45,4,20,4,5,5,7,5,4,1,4
LV_8405,Brocēni,4267,1478,0,0,6,147,21,5,548,51,18,13,61,64,63,369,84,7,18,3
LV_4046,Brunavas pagasts,1275,378,0,0,5,26,2,0,122,0,0,3,42,23,40,86,18,2,7,2
LV_6648,Brīvzemnieku pagasts,880,357,0,0,3,25,7,1,104,3,1,1,27,18,33,115,17,0,1,1
LV_6446,Bunkas pagasts,807,282,0,0,3,21,4,0,121,1,0,1,34,19,11,53,11,2,1,0
LV_9648,Burtnieku pagasts,1036,410,0,0,0,21,1,1,155,5,0,5,40,13,40,108,18,0,3,0
LV_4044,Bārbeles pagasts,657,326,0,0,5,25,7,1,123,1,0,0,20,24,16,73,21,3,7,0
LV_6444,Bārtas pagasts,503,185,0,0,0,25,0,0,67,0,0,0,17,6,2,41,21,2,4,0
LV_4650,Bēnes pagasts,1288,508,0,0,3,44,13,1,142,15,4,1,32,30,42,129,42,1,6,3
LV_9644,Bērzaines pagasts,499,196,0,0,5,12,1,1,69,0,0,3,38,5,5,46,11,0,0,0
LV_7046,Bērzaunes pagasts,1326,503,0,0,1,42,7,7,181,8,1,6,23,25,30,149,17,0,5,1
LV_4652,Bērzes pagasts,1341,499,0,0,3,33,18,1,175,4,2,4,49,18,44,108,26,2,8,4
LV_7844,Bērzgales pagasts,604,231,0,0,1,11,16,7,50,3,3,9,24,5,33,43,14,2,7,3
LV_6050,Bērziņu pagasts,399,115,0,0,12,3,5,6,9,14,3,10,26,1,9,10,3,2,0,2
LV_3848,Bērzkalnes pagasts,441,143,0,0,9,12,10,0,30,9,0,2,43,3,5,16,3,0,1,0
LV_3850,Bērzpils pagasts,768,308,0,0,2,31,6,5,90,2,1,3,28,13,41,57,18,4,3,4
LV_8052,Carnikavas novads,3232,1551,0,0,9,86,15,4,625,106,28,43,35,33,39,404,98,2,21,3
LV_4050,Ceraukstes pagasts,1258,461,0,0,4,36,8,0,156,5,3,2,14,30,28,147,17,1,10,0
LV_7027,Cesvaines l.t.,2434,1038,0,0,7,84,14,5,436,12,2,4,35,25,71,283,46,8,5,1
LV_6848,Ciblas pag.,1094,448,0,0,85,29,16,28,65,31,2,21,30,10,31,63,30,5,1,1
LV_6850,Cirmas pagasts,519,213,0,0,37,7,4,8,28,54,4,15,13,2,10,16,9,2,0,4
LV_4052,Codes pagasts,1893,695,0,0,3,64,12,1,234,15,8,2,40,28,26,188,55,5,12,2
LV_4201,Cēsis,13329,6168,0,0,36,616,62,12,2376,163,24,58,252,179,228,1615,476,24,40,7
LV_6448,Cīravas pagasts,946,374,0,0,1,36,7,0,129,2,0,1,31,21,32,80,26,2,6,0
LV_6009,Dagda,1957,817,0,0,60,41,32,51,123,80,18,66,45,73,57,94,56,9,6,6
LV_6054,Dagdas pagasts,588,263,0,0,63,13,9,10,29,22,4,10,41,9,21,18,7,3,2,2
LV_3250,Daudzeses pagasts,826,291,0,0,1,23,7,1,89,2,2,1,22,16,27,77,15,0,7,1
LV_0500,Daugavpils,60001,21463,0,0,423,319,335,3438,1178,6477,763,3974,315,624,719,820,1895,65,63,55
LV_8056,Daugmales pagasts,710,303,0,0,1,32,4,2,115,6,6,4,23,7,18,68,8,1,7,1
LV_5048,Daukstu pagasts,956,369,0,0,2,38,3,1,148,5,0,1,60,7,20,54,22,5,1,2
LV_9046,Degoles pagasts,545,157,0,0,1,15,4,0,53,2,2,1,8,8,8,42,10,0,3,0
LV_7848,Dekšāres pagasts,739,285,0,0,5,11,9,2,75,12,2,8,16,12,35,73,19,2,4,0
LV_4450,Demenes pagasts,1148,462,0,0,89,8,30,73,11,101,17,58,17,14,11,12,14,1,2,4
LV_5652,Dignājas pagasts,421,174,0,0,2,8,0,1,57,0,1,2,20,9,11,46,15,0,2,0
LV_9652,Dikļu pagasts,951,440,0,0,3,40,13,1,147,9,1,3,51,15,13,97,46,0,1,0
LV_4601,Dobele,7718,3128,0,0,24,221,84,11,1241,109,48,31,158,109,161,680,190,13,39,9
LV_7850,Dricānu pagasts,937,286,0,0,3,21,4,4,79,8,0,21,23,4,36,62,13,0,5,3
LV_4248,Drustu pagasts,790,317,0,0,2,22,10,0,111,3,0,0,17,5,12,112,16,0,5,2
LV_5052,Druvienas pagasts,435,172,0,0,1,18,1,1,76,0,4,0,13,4,8,34,9,2,1,0
LV_4452,Dubnas pagasts,657,277,0,0,5,18,3,90,40,27,2,21,11,5,14,29,9,2,0,1
LV_6450,Dunalkas pagasts,620,217,0,0,2,26,2,1,74,1,3,1,24,15,12,40,10,0,5,1
LV_5654,Dunavas pagasts,707,259,0,0,0,11,6,1,82,5,0,1,30,12,13,82,15,0,0,1
LV_8850,Dundagas pagasts,2885,1129,0,0,8,92,18,1,490,2,2,2,63,41,42,265,74,7,14,8
LV_6452,Dunikas pagasts,562,157,0,0,2,18,1,1,60,2,0,0,16,9,10,25,9,0,4,0
LV_6407,Durbe,1611,658,0,0,0,42,4,0,324,3,0,3,48,26,36,132,23,2,11,4
LV_4454,Dvietes pagasts,554,269,0,0,4,10,9,29,67,10,1,2,38,9,13,50,23,2,1,1
LV_7050,Dzelzavas pagasts,1040,414,0,0,2,29,14,5,152,7,5,2,24,8,13,107,42,2,1,1
LV_4250,Dzērbenes pagasts,788,322,0,0,2,29,5,1,132,4,1,1,33,10,15,56,27,0,3,3
LV_4056,Dāviņu pagasts,491,180,0,0,9,18,6,1,46,4,4,9,6,6,12,39,16,0,1,3
LV_9048,Džūkstes pagasts,1149,340,0,0,2,33,1,0,116,0,3,6,25,11,22,86,24,1,5,5
LV_4456,Eglaines pagasts,689,281,0,0,6,14,20,34,58,30,3,20,26,12,13,23,12,6,1,3
LV_5448,Elejas pagasts,1373,494,0,0,9,29,17,1,160,17,5,10,54,19,48,83,29,6,7,0
LV_5658,Elkšņu pagasts,498,170,0,0,2,13,4,0,59,0,0,2,15,17,8,38,6,2,3,1
LV_6454,Embūtes pagasts,331,137,0,0,0,8,0,0,49,2,0,0,9,9,10,31,16,0,3,0
LV_9050,Engures pagasts,2177,882,0,0,3,61,7,2,284,9,2,7,33,49,45,299,64,6,10,1
LV_8448,Ezeres pagasts,927,373,0,0,5,24,2,0,130,2,2,0,35,14,13,129,15,0,1,1
LV_6056,Ezernieku pagasts,792,321,0,0,36,23,4,13,57,58,2,32,13,2,22,33,20,2,3,1
LV_7852,Feimaņu pagasts,814,335,0,0,10,12,15,4,37,63,6,48,26,7,26,38,32,5,3,3
LV_7854,Gaigalavas pagasts,866,307,0,0,1,24,10,6,60,6,0,2,73,9,39,54,17,4,1,1
LV_4060,Gailīšu pagasts,1693,604,0,0,5,102,16,1,206,5,4,0,27,36,31,125,34,1,11,0
LV_8452,Gaiķu pagasts,630,233,0,0,2,16,2,0,95,2,1,0,33,17,11,46,6,0,2,0
LV_5056,Galgauskas pagasts,538,223,0,0,2,19,5,1,76,2,3,0,28,11,24,34,12,1,4,1
LV_7648,Galenu pagasts,832,251,0,0,1,19,8,5,75,22,0,8,26,3,9,45,27,0,1,2
LV_3648,Gaujienas pagasts,805,358,0,0,0,20,0,0,157,4,0,0,25,14,10,86,39,0,2,1
LV_6456,Gaviezes pagasts,645,223,0,0,2,32,4,0,86,0,0,2,20,5,12,35,17,0,8,0
LV_5452,Glūdas pagasts,1588,548,0,0,4,47,21,2,160,18,17,5,40,21,46,129,30,1,6,1
LV_6854,Goliševas pagasts,309,108,0,0,29,4,0,2,5,31,2,16,3,3,5,2,3,2,0,1
LV_6458,Gramzdas pagasts,504,188,0,0,6,10,4,1,57,0,0,0,17,8,23,51,7,3,1,0
LV_7856,Griškānu pagasts,1420,487,0,0,32,10,22,3,31,89,4,107,128,11,25,12,10,1,2,0
LV_6409,Grobiņa,3185,1524,0,0,4,157,10,2,696,8,1,4,29,50,93,338,116,3,12,1
LV_6460,Grobiņas pagasts,1808,536,0,0,4,55,10,0,243,8,1,8,14,18,41,95,32,3,2,2
LV_9458,Grundzāles pagasts,754,330,0,0,1,31,2,0,122,2,0,0,47,15,9,85,14,0,2,0
LV_6058,Grāveru pagasts,477,190,0,0,19,2,8,18,9,20,2,94,2,3,3,9,0,0,0,1
LV_6250,Gudenieku pagasts,634,199,0,0,0,18,5,0,87,1,1,0,8,5,2,65,7,0,0,0
LV_5001,Gulbene,6631,2503,0,0,76,285,53,16,809,148,27,31,136,113,173,414,191,4,20,7
LV_5662,Gārsenes pagasts,658,200,0,0,4,13,4,4,49,2,3,7,25,13,10,41,16,2,2,5
LV_4064,Iecavas novads,5757,2253,0,0,20,220,48,9,801,80,44,23,114,109,103,495,126,6,51,4
LV_7425,Ikšķiles l.t.,4903,2347,0,0,12,175,26,3,824,53,15,34,66,69,75,775,184,4,30,2
LV_3652,Ilzenes pagasts,321,129,0,0,1,10,4,0,42,2,0,0,8,7,4,28,21,1,1,0
LV_7858,Ilzeskalna pagasts,721,200,0,0,21,5,3,1,47,10,2,3,51,5,20,27,2,1,0,2
LV_4407,Ilūkste,4664,1821,0,0,17,98,75,132,459,112,22,97,135,98,92,308,130,18,14,14
LV_6062,Indras pagasts,742,317,0,0,32,7,15,59,11,64,11,57,15,5,9,6,15,4,0,7
LV_4254,Inešu pagasts,564,258,0,0,0,18,3,2,94,2,0,2,19,5,12,68,23,0,9,1
LV_8064,Inčukalna novads,2550,1046,0,0,4,71,25,1,399,33,29,22,54,30,28,266,59,6,16,3
LV_9656,Ipiķu pagasts,219,121,0,0,2,12,0,0,48,3,0,0,17,4,4,18,12,0,1,0
LV_9054,Irlavas pagasts,1081,343,0,0,2,26,6,1,99,0,1,0,27,16,33,86,40,0,2,4
LV_3254,Iršu pagasts,394,124,0,0,0,12,1,0,41,3,0,1,12,3,6,26,12,2,4,1
LV_6858,Isnaudas pagasts,873,405,0,0,76,30,12,16,53,39,4,8,40,4,39,58,18,4,2,2
LV_6860,Istras pagasts,642,138,0,0,35,6,0,3,1,44,1,24,8,0,4,5,5,0,1,1
LV_6064,Izvaltas pagasts,694,258,0,0,10,13,7,18,78,17,1,2,33,4,11,41,16,4,1,2
LV_3656,Jaunalūksnes pagasts,967,383,0,0,4,24,8,0,132,13,1,0,59,23,15,74,24,1,4,1
LV_3658,Jaunannas pagasts,214,181,0,0,1,38,1,0,52,1,0,1,18,3,6,27,30,1,1,1
LV_8456,Jaunauces pagasts,340,132,0,0,1,21,2,1,38,1,0,0,16,5,9,27,8,0,3,0
LV_4668,Jaunbērzes pagasts,697,265,0,0,4,10,12,0,101,5,1,3,31,4,10,55,22,1,5,1
LV_5060,Jaungulbenes pagasts,1050,321,0,0,4,45,2,2,93,4,3,2,28,21,14,69,32,0,0,2
LV_3227,Jaunjelgavas l.t.,1655,632,0,0,3,41,26,1,220,21,2,17,33,26,31,155,43,6,5,2
LV_3660,Jaunlaicenes pagasts,350,161,0,0,1,8,1,0,56,0,2,0,8,17,3,46,16,1,1,1
LV_8458,Jaunlutriņu pagasts,703,225,0,0,2,21,3,0,67,2,0,0,22,13,18,52,22,0,0,3
LV_4256,Jaunpiebalgas pagasts,1695,719,0,0,1,41,12,1,285,1,2,0,70,10,35,201,49,2,7,2
LV_9056,Jaunpils pagasts,1812,681,0,0,3,43,13,0,254,2,0,1,52,32,58,156,53,0,9,5
LV_5456,Jaunsvirlaukas pagasts,1781,581,0,0,4,62,13,2,165,25,8,9,66,21,29,127,32,1,3,14
LV_9058,Jaunsātu pagasts,727,217,0,0,2,29,5,1,55,2,3,2,25,14,9,52,16,1,1,0
