gisco_id,name,registered,turnout,invalid,blank,EESTI KESKERAKOND,RAHVAERAKOND MÕÕDUKAD,EESTIMAA RAHVALIIT,ERAKOND ISAMAALIIT,EESTI SOTSIAALDEMOKRAATLIK TÖÖPARTEI,EESTIMAA ÜHENDATUD RAHVAPARTEI,EESTI REFORMIERAKOND,ÜHENDUS VABARIIGI EEST - RES PUBLICA,EESTI KRISTLIK RAHVAPARTEI,EESTI ISESEISVUSPARTEI,VENE ERAKOND EESTIS,ASTRID KOPPEL,VÄINO KARO,AINO VÄRBU,AADO LUIK,ALEKSANDER RAAG,JAANUS RAIDAL,EDGAR-JULIUS PRUKS,ENN OJA,KAAREL JAAK ROOSAARE,KALJU MÄTIK,MART RIISENBERG,REIN HAGGI,HASSO NURM,EINO PAJU,IVAN TSVETKOV,ALEKSEI KOLPAKOV
EE_0208,Hummuli,0,0,0,0,105,31,145,7,0,0,37,67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EE_0289,Karula,0,0,0,0,100,33,248,10,1,5,32,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0636,Otepää,0,0,0,0,289,145,220,111,3,0,419,478,11,5,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0
EE_0582,Palupera,0,0,0,0,77,53,138,51,1,1,45,84,3,2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
EE_0608,Puka,0,0,0,0,195,70,186,18,3,0,97,138,26,3,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
EE_0613,Põdrala,0,0,0,0,82,41,174,7,0,0,36,48,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EE_0724,Sangaste,0,0,0,0,181,97,160,18,4,0,28,91,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
EE_0779,Taheva,0,0,0,0,86,31,200,4,0,1,13,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0820,Tõlliste,0,0,0,0,218,126,256,8,2,4,44,104,6,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
EE_0823,Tõrva,0,0,0,0,449,125,267,76,6,0,204,428,10,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
EE_0854,Valga,0,0,0,0,1264,196,1442,117,20,273,495,842,21,16,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
EE_MA13,Valga maakond,24976,14003,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0943,Õru,0,0,0,0,88,29,88,2,0,3,9,7,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
EE_0105,Abja,0,0,0,0,472,123,187,69,4,0,58,213,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0192,Halliste,0,0,0,0,183,50,130,83,3,0,47,229,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0600,Karksi,0,0,0,0,542,89,393,166,2,5,158,410,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EE_0328,Kolga-Jaani,0,0,0,0,177,34,194,117,17,1,47,103,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EE_0357,Kõo,0,0,0,0,260,27,79,37,5,0,22,86,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EE_0360,Kõpu,0,0,0,0,80,16,77,49,0,1,38,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0490,Mõisaküla,0,0,0,0,207,18,61,48,2,1,31,80,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0545,Olustvere,0,0,0,0,159,27,88,101,3,0,56,127,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EE_0570,Paistu,0,0,0,0,147,39,218,83,5,0,44,80,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0629,Pärsti,0,0,0,0,407,151,162,178,7,2,212,263,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0715,Saarepeedi,0,0,0,0,81,28,44,131,0,0,59,82,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0760,Suure-Jaani linn,0,0,0,0,218,23,60,55,1,0,78,145,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EE_0759,Suure-Jaani vald,0,0,0,0,317,65,148,88,5,0,123,207,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
EE_0797,Tarvastu,0,0,0,0,750,100,401,138,5,0,123,222,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0870,Vastemõisa,0,0,0,0,78,14,61,18,3,0,27,206,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0892,Viiratsi,0,0,0,0,297,62,560,185,6,20,205,240,23,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0897,Viljandi linn,0,0,0,0,1946,527,1161,1433,34,57,1856,1891,58,89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
EE_MA14,Viljandi maakond,44246,24195,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0912,Võhma,0,0,0,0,437,21,107,45,4,0,51,117,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0143,Antsla,0,0,0,0,426,279,390,91,7,1,323,412,12,5,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
EE_0181,Haanja,0,0,0,0,113,144,199,29,2,3,40,94,13,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
EE_0389,Lasva,0,0,0,0,186,163,236,22,1,0,46,149,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EE_0460,Meremäe,0,0,0,0,133,80,149,24,4,2,19,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0468,Misso,0,0,0,0,90,98,106,14,0,0,20,112,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0493,Mõniste,0,0,0,0,127,61,137,19,0,0,26,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0697,Rõuge,0,0,0,0,201,271,237,63,13,5,81,120,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
EE_0767,Sõmerpalu,0,0,0,0,143,204,242,46,3,1,99,122,2,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
EE_0843,Urvaste,0,0,0,0,146,132,90,33,0,0,45,206,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EE_0865,Varstu,0,0,0,0,159,99,102,29,0,0,27,260,4,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
EE_0874,Vastseliina,0,0,0,0,258,96,234,38,28,0,75,239,9,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
EE_0919,Võru linn,0,0,0,0,1515,1440,829,732,18,53,783,1119,118,16,11,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0
EE_MA15,Võru maakond,30732,18155,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE_0918,Võru vald,0,0,0,0,379,597,357,166,2,2,198,432,17,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
EE_EEZZ99,välisriigid,1915,1915,92,0,115,204,47,785,2,13,154,473,17,3,6,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0
