gisco_id,name,registered,turnout,invalid,blank,LEHET MÁS A POLITIKA,MSZP,"FIDESZ,KDNP",Jobbik,MDF,"MDF,SZDSZ",Független jelölt,ÖSSZEFOGÁS PÁRT,Független Kisgazdapárt,TORGYÁN-KISGAZDA-KOALÍCIÓ,MUNKÁSPÁRT,CIVILEK,MIÉP,Ind.,MSZDP,MCF ROMA ÖSSZEFOGÁS PÁRT,ZÖLD BALOLDAL,"FIDESZ,KDNP,Vállalkozók Pártja",SOMOGYÉRT,"ÖSSZEFOGÁS MEGYÉNKÉRT,MDF",MESZ
HU_1889,Szomolya,1293,888,14,0,0,122,519,222,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
HU_1617,Szögliget,624,365,3,0,0,41,104,77,0,0,139,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_0788,Szõlõsardó,123,81,2,0,0,36,14,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0316,Szuhafõ,149,114,2,0,0,24,31,31,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1111,Szuhakálló,840,516,3,0,0,116,196,183,10,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
HU_2460,Szuhogy,942,570,10,0,0,66,233,119,0,0,134,0,0,0,0,0,0,8,0,0,0,0,0,0,0
HU_0370,Taktabáj,428,265,2,0,0,67,137,53,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
HU_1824,Taktaharkány,2893,1731,9,0,0,300,713,641,7,0,0,39,0,0,0,0,0,0,22,0,0,0,0,0,0
HU_2878,Taktakenéz,883,509,8,0,0,60,300,131,1,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0
HU_0313,Taktaszada,1474,751,9,0,0,93,294,266,5,0,0,42,0,0,0,0,0,0,42,0,0,0,0,0,0
HU_2174,Tarcal,2393,1319,16,0,0,208,660,344,15,0,0,66,0,0,0,0,0,0,10,0,0,0,0,0,0
HU_0816,Tard,1156,762,6,0,0,84,527,139,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
HU_1478,Tardona,923,556,7,0,0,116,259,161,5,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
HU_1221,Tállya,1671,941,13,0,0,253,345,256,14,0,0,51,0,0,0,0,0,0,9,0,0,0,0,0,0
HU_1376,Telkibánya,536,350,3,0,10,46,235,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2863,Teresztenye,33,28,0,0,0,15,5,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_3044,Tibolddaróc,1189,638,6,0,0,78,360,190,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
HU_0229,Tiszabábolna,347,247,4,0,0,39,169,33,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
HU_2913,Tiszacsermely,453,188,0,0,8,25,99,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0371,Tiszadorogma,375,237,0,0,0,53,80,93,2,0,0,4,0,0,3,0,0,0,2,0,0,0,0,0,0
HU_1397,Tiszakarád,1850,894,22,0,0,90,572,124,7,0,0,10,0,0,0,0,0,0,69,0,0,0,0,0,0
HU_1388,Tiszakeszi,2078,1171,11,0,0,165,595,355,15,0,0,17,0,0,9,0,0,0,4,0,0,0,0,0,0
HU_1938,Tiszaladány,543,375,2,0,0,33,267,57,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2839,Tiszalúc,4107,2029,30,0,0,309,801,805,23,0,0,39,0,0,16,0,0,0,6,0,0,0,0,0,0
HU_0863,Tiszapalkonya,1171,678,2,0,0,149,278,205,15,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,0
HU_3029,Tiszatardos,205,131,3,0,0,15,79,27,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_3037,Tiszatarján,1030,487,2,0,0,72,225,171,8,0,0,5,0,0,3,0,0,0,1,0,0,0,0,0,0
HU_2835,Tiszaújváros,14325,9243,51,0,0,2956,3317,2119,385,0,0,209,0,0,172,0,0,0,34,0,0,0,0,0,0
HU_1097,Tiszavalk,298,222,6,0,0,48,86,77,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
HU_1830,Tokaj,3387,2157,32,0,0,433,1041,511,29,0,0,104,0,0,0,0,0,0,7,0,0,0,0,0,0
HU_2805,Tolcsva,1497,1018,2,0,40,104,536,330,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1489,Tomor,205,145,7,0,0,3,105,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1690,Tornabarakony,19,15,0,0,0,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1037,Tornakápolna,25,19,0,0,0,11,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1880,Tornanádaska,312,148,3,0,0,21,106,5,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_2783,Tornaszentandrás,214,128,3,0,0,39,46,16,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_3051,Tornaszentjakab,197,131,2,0,0,12,47,22,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2905,Tornyosnémeti,401,278,3,0,5,17,215,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0491,Trizs,210,160,3,0,0,42,41,44,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_1835,Uppony,308,179,1,0,0,36,74,51,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
HU_1248,Újcsanálos,645,376,1,0,0,56,190,98,2,0,0,23,0,0,0,0,0,0,6,0,0,0,0,0,0
HU_0722,Vadna,510,334,1,0,13,84,138,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3000,Vajdácska,990,565,4,0,20,42,353,143,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_2181,Varbó,955,614,7,0,0,138,240,192,27,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0
HU_1014,Varbóc,57,41,1,0,0,4,7,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3007,Vatta,756,475,5,0,0,59,267,138,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
HU_2915,Vágáshuta,77,61,0,0,5,7,42,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_1514,Vámosújfalu,681,502,8,0,0,55,282,145,1,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0
HU_1158,Vilmány,940,460,7,0,4,143,255,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1298,Vilyvitány,220,156,1,0,2,7,125,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0509,Viss,532,237,5,0,0,47,110,61,1,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0
HU_0395,Viszló,72,61,0,0,0,4,21,1,0,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_2108,Vizsoly,668,413,3,0,111,19,199,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1561,Zalkod,239,181,2,0,0,44,112,17,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_0306,Zádorfalva,340,205,5,0,0,45,99,39,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_3160,Zemplénagárd,632,327,3,0,8,39,223,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1927,Ziliz,292,203,0,0,0,32,65,102,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_1102,Zsujta,148,91,1,0,1,7,66,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1910,Zubogy,482,298,6,0,0,76,64,58,0,0,92,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_2096,Gibárt,294,209,0,0,4,25,118,54,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3424,Algyõ,4279,2476,20,0,195,627,1109,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1619,Ambrózfalva,400,236,0,0,0,42,101,70,1,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0
HU_1425,Apátfalva,2582,1391,11,0,0,288,759,268,15,0,0,0,0,0,9,41,0,0,0,0,0,0,0,0,0
HU_1906,Árpádhalom,448,268,1,0,0,37,168,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1033,Ásotthalom,3241,1823,19,0,43,177,1255,142,11,0,0,0,0,0,0,174,2,0,0,0,0,0,0,0,0
HU_2910,Baks,1663,767,17,0,0,118,371,216,9,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0
HU_2367,Balástya,2751,1520,10,0,0,172,873,267,46,0,0,0,0,36,0,116,0,0,0,0,0,0,0,0,0
HU_0819,Bordány,2557,1492,15,0,126,311,789,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0212,Csanádalberti,387,245,3,0,0,49,139,37,4,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0
HU_0537,Csanádpalota,2486,1324,14,0,0,295,649,291,20,0,0,0,0,0,11,44,0,0,0,0,0,0,0,0,0
HU_2229,Csanytelek,2306,1164,12,0,0,173,631,261,7,0,0,0,0,41,0,39,0,0,0,0,0,0,0,0,0
HU_3228,Csengele,1553,875,9,0,0,33,657,114,6,0,0,0,0,34,0,22,0,0,0,0,0,0,0,0,0
HU_0511,Csongrád,14439,9438,92,0,0,1879,4824,1537,105,0,0,0,0,328,0,673,0,0,0,0,0,0,0,0,0
HU_0783,Derekegyház,1320,762,10,0,0,156,383,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2407,Deszk,2813,1794,29,0,0,673,840,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1338,Domaszék,3631,2252,11,0,118,231,1394,218,49,0,0,0,0,0,0,225,6,0,0,0,0,0,0,0,0
HU_3053,Dóc,605,334,9,0,0,27,163,110,5,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0
HU_2299,Eperjes,501,279,7,0,0,34,172,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1997,Fábiánsebestyén,1791,990,12,0,0,192,547,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2264,Felgyõ,1056,663,7,0,0,95,384,103,5,0,0,0,0,17,0,52,0,0,0,0,0,0,0,0,0
HU_1899,Ferencszállás,555,295,2,0,0,114,105,57,4,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0
HU_3302,Forráskút,1703,1033,9,0,0,74,645,114,134,0,0,0,0,9,0,48,0,0,0,0,0,0,0,0,0
HU_0921,Földeák,2646,1375,11,0,0,387,632,257,26,0,0,0,0,0,9,53,0,0,0,0,0,0,0,0,0
HU_0831,Hódmezõvásárhely,37935,25660,269,0,0,2932,13983,6273,739,0,0,0,0,0,0,0,446,0,0,0,1018,0,0,0,0
HU_1366,Királyhegyes,524,340,8,0,0,76,214,35,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
HU_3102,Kistelek,6016,3522,51,0,0,487,2044,616,74,0,0,0,0,50,0,200,0,0,0,0,0,0,0,0,0
HU_2666,Kiszombor,3295,1726,15,0,0,403,805,330,48,0,0,0,0,0,17,108,0,0,0,0,0,0,0,0,0
HU_0825,Klárafalva,409,215,3,0,0,35,129,32,9,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
HU_0995,Kövegy,353,171,2,0,0,40,81,32,2,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0
HU_1441,Kübekháza,1231,654,6,0,0,202,371,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0596,Magyarcsanád,1148,560,6,0,0,99,348,78,7,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0
HU_0735,Makó,19894,12007,98,0,0,3859,4926,1966,324,0,0,0,0,0,142,692,0,0,0,0,0,0,0,0,0
HU_1051,Maroslele,1701,921,13,0,0,186,437,223,24,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,0
HU_2573,Mártély,1046,726,3,0,0,68,339,250,31,0,0,0,0,0,0,0,13,0,0,0,22,0,0,0,0
HU_2155,Mindszent,5833,3792,36,0,0,321,2189,1069,73,0,0,0,0,0,0,0,32,0,0,0,72,0,0,0,0
HU_0434,Mórahalom,4735,3335,24,0,75,243,2330,204,18,0,0,0,0,0,0,436,5,0,0,0,0,0,0,0,0
HU_2091,Nagyér,442,226,2,0,0,48,123,44,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
HU_1277,Nagylak,446,270,1,0,0,118,103,33,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
HU_1723,Nagymágocs,2526,1343,23,0,0,241,724,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2917,Nagytõke,377,183,6,0,0,29,99,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0775,Óföldeák,415,209,6,0,0,80,86,27,2,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0
HU_1279,Ópusztaszer,1539,787,9,0,0,119,357,242,23,0,0,0,0,11,0,26,0,0,0,0,0,0,0,0,0
HU_3107,Öttömös,596,409,9,0,17,62,235,48,4,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0
HU_0628,Pitvaros,1237,737,8,0,0,173,342,168,11,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0
HU_0635,Pusztamérges,951,561,4,0,27,72,334,70,8,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
HU_2859,Pusztaszer,1214,705,11,0,0,120,412,93,10,0,0,0,0,36,0,23,0,0,0,0,0,0,0,0,0
HU_1316,Röszke,2613,1505,9,0,100,172,919,148,16,0,0,0,0,0,0,139,2,0,0,0,0,0,0,0,0
HU_0396,Ruzsa,2129,1318,14,0,61,129,845,92,25,0,0,0,0,0,0,150,2,0,0,0,0,0,0,0,0
HU_3170,Sándorfalva,6516,3581,29,0,0,723,1719,673,104,0,0,0,0,72,0,261,0,0,0,0,0,0,0,0,0
HU_1200,Szatymaz,3764,2013,14,0,0,317,1041,409,56,0,0,0,0,27,0,149,0,0,0,0,0,0,0,0,0
HU_3336,Szeged,131451,83557,925,0,5135,28961,38397,8780,708,0,0,0,0,0,0,588,63,0,0,0,0,0,0,0,0
HU_3248,Szegvár,3904,2479,33,0,0,283,1674,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1445,Szentes,23874,14955,289,0,0,3478,7925,3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1226,Székkutas,1999,1292,11,0,0,177,692,305,31,0,0,0,0,0,0,0,24,0,0,0,52,0,0,0,0
HU_1696,Tiszasziget,1390,916,9,0,0,211,543,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2590,Tömörkény,1560,891,5,0,0,144,481,148,8,0,0,0,0,34,0,71,0,0,0,0,0,0,0,0,0
HU_1492,Újszentiván,1301,805,10,0,0,281,423,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2141,Üllés,2579,1432,20,0,114,234,790,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0554,Zákányszék,2258,1431,9,0,61,105,992,134,6,0,0,0,0,0,0,122,2,0,0,0,0,0,0,0,0
HU_1776,Zsombó,2674,1673,11,0,174,378,850,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1737,Aba,3555,2052,24,0,0,280,1293,391,50,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
HU_0892,Adony,3059,1868,17,0,0,588,984,212,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2682,Alap,1568,865,9,0,0,112,554,173,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
HU_1517,Alcsútdoboz,1153,789,11,0,0,78,619,65,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2528,Alsószentiván,514,298,0,0,0,59,165,69,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
HU_0873,Bakonycsernye,2529,1593,25,0,0,215,1005,185,0,0,0,0,0,0,0,67,0,96,0,0,0,0,0,0,0
HU_2315,Bakonykúti,110,91,0,0,0,25,42,10,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0
HU_3110,Balinka,770,498,3,0,0,58,323,62,0,0,0,0,0,0,0,38,0,14,0,0,0,0,0,0,0
HU_0704,Baracs,2913,1746,22,0,0,487,859,281,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0858,Baracska,2171,1363,20,0,0,245,861,183,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0846,Beloiannisz,911,553,11,0,0,200,209,99,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1634,Besnyõ,1440,850,11,0,0,233,460,118,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1048,Bicske,8797,5733,79,0,0,1007,3525,835,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1825,Bodajk,3334,2371,23,0,0,264,1334,463,0,0,0,0,0,0,0,139,0,148,0,0,0,0,0,0,0
HU_1162,Bodmér,196,161,3,0,0,36,86,31,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
HU_1315,Cece,2143,1397,17,0,0,91,991,285,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HU_3054,Csabdi,964,648,8,0,0,67,466,92,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0536,Csákberény,982,713,4,0,0,70,439,139,0,0,0,0,0,0,0,31,0,30,0,0,0,0,0,0,0
HU_2000,Csákvár,4269,2802,23,0,0,437,1722,383,0,0,0,0,0,0,0,147,0,90,0,0,0,0,0,0,0
HU_2190,Csókakõ,1117,805,7,0,0,93,457,154,0,0,0,0,0,0,0,56,0,38,0,0,0,0,0,0,0
HU_0977,Csór,1449,937,5,0,0,120,555,176,0,0,0,0,0,0,0,46,0,35,0,0,0,0,0,0,0
HU_0673,Csõsz,795,447,6,0,0,34,271,125,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3275,Dég,1795,884,10,0,0,140,483,230,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
HU_0311,Dunaújváros,40842,26176,208,0,2996,6214,10938,3904,0,999,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0
HU_2035,Elõszállás,1969,1170,13,0,0,188,676,241,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0280,Enying,5755,3278,37,0,0,575,1568,1000,56,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
HU_2360,Ercsi,6707,3899,30,0,0,808,1873,1061,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0231,Etyek,3149,2113,34,0,0,376,1346,225,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3220,Fehérvárcsurgó,1582,1096,9,0,0,95,737,177,0,0,0,0,0,0,0,44,0,34,0,0,0,0,0,0,0
HU_2993,Felcsút,1421,1122,14,0,0,120,823,134,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0611,Füle,748,480,5,0,0,64,287,92,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1575,Gánt,480,352,0,0,0,33,235,53,0,0,0,0,0,0,0,18,0,13,0,0,0,0,0,0,0
HU_1029,Gárdony,8122,5490,83,0,0,1344,3082,720,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1591,Gyúró,971,682,13,0,0,88,467,89,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2342,Hantos,805,498,5,0,0,81,244,146,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
HU_1773,Igar,826,444,7,0,0,120,221,85,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
HU_3201,Iszkaszentgyörgy,1589,1027,15,0,0,152,453,256,0,0,0,0,0,0,0,87,0,64,0,0,0,0,0,0,0
HU_0220,Isztimér,757,499,9,0,0,53,253,140,0,0,0,0,0,0,0,21,0,23,0,0,0,0,0,0,0
HU_1346,Iváncsa,2272,1262,17,0,0,374,679,165,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1597,Jenõ,1028,579,5,0,0,54,388,102,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0
HU_2134,Kajászó,851,557,8,0,0,46,368,80,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1668,Káloz,1935,1110,16,0,0,103,637,297,13,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
HU_2192,Kápolnásnyék,2890,1981,20,0,0,446,1160,246,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0234,Kincsesbánya,1253,835,7,0,0,156,408,182,0,0,0,0,0,0,0,44,0,38,0,0,0,0,0,0,0
HU_1263,Kisapostag,1195,855,14,0,0,149,482,161,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2899,Kisláng,2035,952,9,0,0,104,508,300,20,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
HU_3065,Kõszárhegy,1252,786,2,0,0,111,409,163,0,0,0,0,0,0,0,52,0,49,0,0,0,0,0,0,0
HU_3420,Kulcs,2130,1359,14,0,0,332,635,298,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0750,Lajoskomárom,1910,1090,11,0,0,236,652,151,35,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
HU_0726,Lepsény,2551,1403,15,0,0,207,755,343,73,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
HU_1911,Lovasberény,2211,1470,15,0,0,182,924,297,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2767,Magyaralmás,1284,924,7,0,0,80,658,118,0,0,0,0,0,0,0,31,0,30,0,0,0,0,0,0,0
HU_0465,Martonvásár,4501,3022,34,0,0,642,1805,370,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2349,Mány,1814,1092,12,0,0,156,769,121,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1694,Mátyásdomb,597,343,4,0,0,91,179,57,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
HU_1755,Mezõfalva,3918,2150,14,0,0,383,955,739,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0568,Mezõkomárom,793,428,5,0,0,61,268,83,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HU_0657,Mezõszentgyörgy,1012,502,4,0,0,83,306,97,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HU_2903,Mezõszilas,1796,820,13,0,0,157,489,141,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
HU_2571,Moha,417,308,2,0,0,35,186,50,0,0,0,0,0,0,0,22,0,13,0,0,0,0,0,0,0
HU_1848,Mór,11816,8350,87,0,0,1081,4219,1193,0,0,0,0,0,0,0,598,0,1172,0,0,0,0,0,0,0
HU_2759,Nadap,417,305,3,0,0,60,187,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0700,Nagykarácsony,1156,676,12,0,0,87,455,114,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3236,Nagylók,892,480,4,0,0,71,275,120,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
HU_2358,Nagyveleg,529,368,3,0,0,27,248,51,0,0,0,0,0,0,0,14,0,25,0,0,0,0,0,0,0
HU_2613,Nagyvenyim,3426,2164,13,0,0,608,905,496,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1390,Nádasdladány,1463,832,8,0,0,130,423,201,0,0,0,0,0,0,0,43,0,27,0,0,0,0,0,0,0
HU_3430,Óbarok,610,359,7,0,0,60,215,63,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2575,Pákozd,2450,1742,40,0,0,286,1065,265,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2884,Pátka,1338,836,11,0,0,94,455,248,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2178,Pázmánd,1670,1090,19,0,0,185,705,126,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1935,Perkáta,3189,1610,27,0,0,328,930,281,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1752,Polgárdi,5115,2806,20,0,0,359,1830,487,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2901,Pusztaszabolcs,4980,2751,43,0,0,649,1375,591,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1777,Pusztavám,1907,1426,15,0,0,199,816,248,0,0,0,0,0,0,0,76,0,72,0,0,0,0,0,0,0
HU_0990,Rácalmás,3568,2355,36,0,0,684,1018,481,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0201,Ráckeresztúr,2585,1503,11,0,0,245,788,423,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2369,Sárbogárd,10348,6627,68,0,0,1526,3607,1293,107,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
HU_0272,Sáregres,604,420,3,0,0,39,235,139,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_3180,Sárkeresztes,1293,943,9,0,0,134,552,121,0,0,0,0,0,0,0,75,0,52,0,0,0,0,0,0,0
HU_2534,Sárkeresztúr,1713,730,8,0,0,133,410,163,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HU_0269,Sárkeszi,468,259,4,0,0,29,128,61,0,0,0,0,0,0,0,20,0,17,0,0,0,0,0,0,0
HU_2514,Sárosd,2661,1339,16,0,0,201,798,274,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
HU_3153,Sárszentágota,1121,698,4,0,0,51,490,132,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
HU_1177,Sárszentmihály,2499,1579,15,0,0,247,820,296,0,0,0,0,0,0,0,134,0,67,0,0,0,0,0,0,0
HU_2020,Seregélyes,3647,2111,20,0,0,271,1286,445,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3332,Soponya,1553,919,10,0,0,90,569,226,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0289,Söréd,389,286,0,0,0,23,182,39,0,0,0,0,0,0,0,22,0,20,0,0,0,0,0,0,0
HU_1495,Sukoró,1065,785,11,0,0,187,459,83,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2870,Szabadbattyán,3769,2357,18,0,0,299,1430,363,0,0,0,0,0,0,0,150,0,97,0,0,0,0,0,0,0
HU_1325,Szabadegyháza,1796,1029,7,0,0,243,607,138,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1874,Szabadhídvég,703,389,3,0,0,68,258,45,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
HU_1954,Szár,1332,900,14,0,0,152,563,136,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
