gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,JOBBIK,MSZP-EGYÜTT-DK-PM-MLP,LMP,ZÖLDEK PÁRTJA,SEM,KTI,MUNKÁSPÁRT,SZOCIÁLDEMOKRATÁK,FÜGGETLEN KISGAZDAPÁRT,JESZ,EGYÜTT 2014,A HAZA NEM ELADÓ MOZGALOM PÁRT,SERES MÁRIA SZÖVETSÉGESEI,ÖSSZEFOGÁS,ÚDP,MCP,ÚMP
HU_09070,Csénye,521,311,3,0,202,63,30,7,2,1,1,0,0,2,0,0,0,0,0,0,0,0
HU_26064,Csipkerek,292,193,3,0,137,25,22,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
HU_22390,Csönge,323,190,2,0,127,41,16,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
HU_04224,Csörötnek,714,374,5,0,233,63,56,6,1,0,0,1,0,1,1,0,0,1,1,0,5,0
HU_15990,Daraboshegy,83,56,1,0,23,14,11,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
HU_16151,Dozmat,171,130,2,0,74,25,15,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_20695,Döbörhegy,128,81,2,0,51,14,9,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0
HU_03036,Döröske,77,57,1,0,41,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02927,Duka,222,110,7,0,55,17,23,2,0,0,0,2,0,0,0,1,2,1,0,0,0,0
HU_28796,Egervölgy,301,159,0,0,95,42,11,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0
HU_10232,Egyházashetye,299,157,1,0,94,25,30,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
HU_30429,Egyházashollós,477,273,1,0,188,56,19,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0
HU_25946,Egyházasrádóc,1054,691,4,0,415,172,59,23,2,1,1,1,2,3,0,1,4,0,1,2,0,0
HU_13587,Felsőcsatár,378,219,4,0,125,28,16,14,0,0,0,0,0,0,0,0,1,2,0,0,0,0
HU_08013,Felsőjánosfa,169,133,1,0,89,25,11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_29841,Felsőmarác,210,148,0,0,90,26,18,8,1,0,1,1,0,0,0,1,0,1,0,1,0,0
HU_23287,Felsőszölnök,479,292,1,0,203,35,21,6,1,0,0,0,0,1,0,1,0,2,0,0,0,0
HU_30906,Gasztony,364,225,2,0,148,44,27,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_24183,Gencsapáti,2164,1474,8,0,817,223,286,101,2,2,2,2,3,7,4,6,1,7,2,1,0,0
HU_30942,Gersekarát,549,329,4,0,201,82,27,10,2,1,0,0,0,1,0,0,0,1,0,0,0,0
HU_26152,Gérce,920,479,3,0,247,124,83,5,2,2,0,1,2,1,0,1,3,0,2,0,1,0
HU_11156,Gór,228,145,0,0,94,24,15,4,2,2,0,1,0,0,1,0,0,1,0,0,0,1
HU_27030,Gyanógeregye,122,79,0,0,44,25,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
HU_11943,Gyöngyösfalu,885,577,7,0,283,107,118,47,1,2,1,1,1,3,0,1,0,2,0,0,0,3
HU_09724,Győrvár,531,290,1,0,141,76,58,7,0,0,0,1,2,0,0,2,0,0,0,2,0,0
HU_29452,Halastó,82,53,0,0,40,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HU_10676,Halogy,228,158,2,0,89,42,12,1,2,0,1,1,0,0,3,0,0,5,0,0,0,0
HU_05713,Harasztifalu,124,94,1,0,54,22,9,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0
HU_32188,Hegyfalu,635,364,5,0,182,59,79,21,2,0,4,0,3,0,0,2,2,2,2,1,0,0
HU_14997,Hegyháthodász,142,99,0,0,62,33,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
HU_30216,Hegyhátsál,121,87,1,0,51,25,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HU_18032,Hegyhátszentjakab,240,157,4,0,84,32,32,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
HU_21838,Hegyhátszentmárton,55,46,0,0,27,8,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_08226,Hegyhátszentpéter,121,81,0,0,54,17,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
HU_12733,Horvátlövő,157,125,1,0,115,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16887,Horvátzsidány,657,422,2,0,256,62,71,16,2,1,2,1,1,2,0,1,0,4,1,0,0,0
HU_20880,Hosszúpereszteg,597,319,0,0,179,51,61,17,1,3,1,2,0,1,0,3,0,0,0,0,0,0
HU_11387,Ikervár,1438,870,7,0,431,205,173,42,2,2,0,1,0,0,0,1,0,4,0,0,1,1
HU_29504,Iklanberény,34,27,0,0,19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07977,Ispánk,87,70,2,0,41,11,10,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HU_31680,Ivánc,411,234,4,0,148,43,21,9,0,0,0,0,1,0,1,0,5,1,1,0,0,0
HU_13958,Ják,2020,1104,7,0,620,180,198,59,5,5,0,5,1,6,3,4,4,5,1,0,0,1
HU_06406,Jákfa,448,251,6,0,100,69,67,5,0,0,0,0,0,1,0,0,0,2,0,0,1,0
HU_11679,Jánosháza,2090,1121,5,0,492,324,230,46,1,2,1,4,3,2,2,1,4,2,0,0,1,1
HU_10913,Karakó,170,100,2,0,28,41,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_26620,Katafa,294,212,0,0,138,36,26,3,2,0,0,2,0,0,0,0,4,1,0,0,0,0
HU_29957,Káld,907,507,2,0,236,156,92,10,2,0,1,1,0,0,1,3,2,0,0,0,1,0
HU_04640,Kám,362,228,1,0,110,46,51,9,2,2,3,2,0,0,0,0,1,1,0,0,0,0
HU_32036,Keléd,72,35,0,0,16,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16911,Kemeneskápolna,76,46,0,0,27,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_12247,Kemenesmagasi,741,416,6,0,218,122,55,4,0,0,0,4,0,2,0,2,0,2,0,1,0,0
HU_13426,Kemenesmihályfa,438,259,1,0,124,62,57,5,0,0,2,1,4,0,0,0,1,0,0,2,0,0
HU_20996,Kemenespálfa,347,189,2,0,118,46,17,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_24484,Kemenessömjén,491,294,6,0,150,45,71,14,1,0,0,0,0,0,0,0,3,2,0,0,2,0
HU_20084,Kemenesszentmárton,167,105,0,0,64,13,20,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0
HU_22716,Kemestaródfa,186,128,0,0,86,20,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02574,Kenéz,225,136,4,0,88,25,13,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HU_09937,Kenyeri,735,471,7,0,300,82,49,16,0,0,1,2,0,2,1,0,0,0,1,10,0,0
HU_26596,Kercaszomor,188,130,2,0,79,20,20,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0
HU_19761,Kerkáskápolna,68,47,0,0,31,9,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HU_19345,Kétvölgy,108,73,1,0,45,11,8,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_11147,Kisrákos,181,119,1,0,86,16,7,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0
HU_05953,Kissomlyó,193,110,3,0,54,23,15,9,2,1,0,1,0,0,0,1,0,1,0,0,0,0
HU_02501,Kisunyom,363,245,3,0,136,37,53,8,0,1,1,0,0,0,0,3,2,1,0,0,0,0
HU_15486,Kiszsidány,75,47,3,0,32,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13028,Kondorfa,463,291,4,0,190,38,47,6,0,0,0,0,2,1,0,1,0,2,0,0,0,0
HU_04190,Köcsk,220,134,0,0,74,30,24,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0
HU_13532,Körmend,10400,6985,43,0,3676,1451,1280,317,15,17,6,16,13,7,13,24,50,34,2,2,12,4
HU_16832,Kőszeg,9104,5638,35,0,2996,808,1224,294,15,4,25,21,17,4,6,9,13,25,8,7,1,97
HU_05740,Kőszegdoroszló,206,144,0,0,88,34,14,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4
HU_26046,Kőszegpaty,170,113,1,0,56,22,22,4,0,0,0,0,0,1,0,1,0,0,0,2,0,4
HU_20109,Kőszegszerdahely,399,272,1,0,114,53,63,21,1,2,3,1,0,0,0,0,3,0,0,2,0,8
HU_29081,Lócs,99,66,2,0,31,16,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_14021,Lukácsháza,876,579,4,0,338,116,71,34,6,0,0,2,0,0,0,0,3,0,1,1,1,2
HU_03221,Magyarlak,623,397,4,0,241,86,48,7,0,0,0,0,4,0,0,1,1,3,0,1,0,0
HU_27289,Magyarnádalja,178,145,0,0,86,31,10,11,0,0,0,0,1,0,1,1,1,3,0,0,0,0
HU_17288,Magyarszecsőd,383,248,4,0,156,48,28,9,0,0,0,0,0,0,0,0,1,1,0,1,0,0
HU_25423,Magyarszombatfa,214,153,1,0,90,29,25,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0
HU_25760,Meggyeskovácsi,540,295,2,0,141,79,53,12,0,1,2,2,1,1,1,0,0,0,0,0,0,0
HU_30872,Megyehíd,249,156,1,0,97,35,8,7,1,0,0,2,1,0,0,0,1,1,1,0,1,0
HU_14809,Mersevát,491,345,6,0,189,63,70,12,2,0,0,2,0,0,0,1,0,0,0,0,0,0
HU_31875,Mesterháza,136,89,0,0,37,24,23,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0
HU_15723,Mesteri,205,127,1,0,71,18,30,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0
HU_32832,Meszlen,174,144,1,0,97,14,29,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
HU_30599,Mikosszéplak,277,150,3,0,92,25,25,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0
HU_03294,Molnaszecsőd,340,240,1,0,152,64,11,4,2,0,1,2,0,0,0,3,0,0,0,0,0,0
HU_09283,Nagygeresd,249,148,4,0,55,29,55,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0
HU_32920,Nagykölked,115,66,2,0,28,11,19,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_15060,Nagymizdó,102,82,0,0,64,6,8,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
HU_29869,Nagyrákos,234,153,0,0,90,24,26,4,1,1,1,0,0,1,0,1,1,3,0,0,0,0
HU_26143,Nagysimonyi,821,500,8,0,267,116,76,15,4,0,1,3,1,2,0,2,2,2,0,0,0,1
HU_24837,Nagytilaj,105,50,0,0,38,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HU_02042,Narda,402,284,2,0,217,27,23,5,1,1,0,2,0,0,0,2,0,1,0,0,0,0
HU_06716,Nádasd,1075,680,0,0,431,130,86,18,0,5,0,2,1,1,0,1,3,2,0,0,0,0
HU_17367,Nárai,1000,623,2,0,351,130,88,29,4,4,3,1,1,1,0,1,1,4,1,2,0,0
HU_24509,Nemesbőd,535,323,5,0,164,59,69,16,2,0,0,1,4,1,0,1,0,0,0,0,0,1
HU_23320,Nemescsó,251,151,1,0,98,22,26,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_03674,Nemeskeresztúr,239,146,2,0,107,21,10,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
HU_02839,Nemeskocs,268,194,5,0,98,47,32,5,1,0,0,1,0,3,1,0,0,1,0,0,0,0
HU_24059,Nemeskolta,298,184,1,0,83,35,51,8,0,1,0,0,0,2,0,0,2,1,0,0,0,0
HU_26240,Nemesládony,108,71,3,0,31,12,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
HU_31556,Nemesmedves,16,9,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09672,Nemesrempehollós,231,124,0,0,73,27,18,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HU_10843,Nick,446,290,1,0,185,56,34,4,0,0,0,2,0,3,0,0,0,1,1,2,0,1
HU_22318,Nyőgér,259,159,1,0,106,27,18,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0
HU_19743,Olaszfa,307,164,3,0,108,37,9,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0
HU_17093,Orfalu,64,40,0,0,20,3,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HU_32629,Ostffyasszonyfa,681,400,4,0,202,88,82,12,1,0,0,1,2,0,1,1,1,3,2,0,0,0
HU_07667,Oszkó,536,291,3,0,167,73,31,4,4,0,0,2,0,3,0,1,1,2,0,0,0,0
HU_22044,Ólmod,80,60,1,0,37,10,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HU_12043,Ölbő,622,328,5,0,132,105,69,12,2,0,0,0,0,0,1,2,0,0,0,0,0,0
HU_13453,Őrimagyarósd,189,143,3,0,90,29,12,3,2,0,0,3,0,0,0,1,0,0,0,0,0,0
HU_10630,Őriszentpéter,966,655,3,0,350,99,145,39,3,2,1,0,1,1,2,3,2,1,2,0,1,0
HU_23108,Pankasz,364,221,0,0,141,41,30,2,1,0,0,0,0,0,0,0,0,1,0,1,4,0
HU_07162,Pácsony,241,161,1,0,100,34,22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14067,Pápoc,262,196,1,0,149,18,19,3,0,0,0,3,1,0,0,0,0,0,0,1,1,0
HU_14988,Pecöl,665,396,7,0,229,81,56,15,0,1,1,1,1,1,1,0,2,0,0,0,0,0
HU_13684,Perenye,569,370,2,0,233,56,51,17,0,1,3,1,0,1,1,0,3,1,0,0,0,0
HU_08882,Peresznye,442,289,2,0,218,32,20,10,2,0,0,3,0,0,0,0,0,1,1,0,0,0
HU_11572,Petőmihályfa,183,119,1,0,75,25,15,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HU_06248,Pinkamindszent,133,91,0,0,57,20,10,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
HU_20367,Pornóapáti,296,202,2,0,110,30,33,7,0,0,1,0,0,0,0,0,1,1,0,0,0,0
HU_29896,Porpác,115,66,3,0,29,24,5,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0
HU_15671,Pósfa,239,163,2,0,90,27,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_10311,Pusztacsó,123,84,1,0,68,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07278,Püspökmolnári,722,466,7,0,334,52,48,16,2,2,0,1,0,0,0,0,0,3,1,0,0,0
HU_26736,Rábagyarmat,643,428,1,0,306,59,41,9,2,1,0,0,1,0,0,0,6,1,1,0,0,0
HU_03197,Rábahídvég,812,448,1,0,265,99,55,16,0,1,0,5,0,0,0,0,3,2,0,1,0,0
HU_26073,Rábapaty,1357,732,6,0,380,132,168,27,6,1,1,5,0,2,0,0,2,1,1,0,0,0
HU_17996,Rábatöttös,196,136,2,0,90,22,14,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0
HU_07551,Rádóckölked,226,158,2,0,76,42,19,7,0,0,0,1,0,0,2,0,2,2,0,3,1,1
HU_23861,Rátót,205,119,1,0,67,26,16,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0
HU_30881,Répcelak,2266,1523,5,0,800,265,354,73,3,3,4,2,2,2,0,2,0,2,0,5,1,0
HU_28626,Répceszentgyörgy,86,64,3,0,38,8,8,2,0,0,1,1,0,1,0,0,2,0,0,0,0,0
HU_26806,Rönök,355,195,1,0,107,52,17,4,1,0,1,0,2,1,0,0,2,0,0,0,1,0
HU_10597,Rum,900,513,5,0,270,100,89,28,2,3,1,5,1,2,2,2,1,1,0,0,0,1
HU_10579,Sajtoskál,231,149,2,0,95,41,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HU_18883,Salköveskút,395,238,0,0,159,40,26,8,0,2,0,1,0,0,0,2,0,0,0,0,0,0
HU_09788,Sárfimizdó,83,57,1,0,38,9,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
HU_21306,Sárvár,13288,8425,66,0,3989,1576,2057,500,20,15,23,28,14,12,21,20,12,33,7,12,13,6
HU_10278,Sé,1090,691,14,0,342,117,161,48,2,1,2,0,0,0,0,0,0,3,0,0,0,0
HU_26763,Simaság,457,290,0,0,185,51,32,9,2,1,0,2,0,0,2,2,0,1,3,0,0,0
HU_30748,Sitke,570,322,1,0,201,66,34,17,0,0,1,1,0,0,1,0,0,0,0,0,0,0
HU_07171,Sorkifalud,526,313,1,0,182,65,47,12,1,0,0,1,0,0,0,0,0,2,0,0,0,2
HU_27960,Sorkikápolna,216,138,3,0,77,33,19,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0
HU_29692,Sorokpolány,669,415,7,0,203,108,61,21,3,1,0,3,0,0,1,1,0,4,1,1,0,0
HU_22983,Sótony,519,321,1,0,199,72,32,8,2,2,0,2,0,0,2,0,0,1,0,0,0,0
HU_24800,Söpte,673,448,1,0,191,72,140,29,1,2,1,3,0,2,0,0,0,3,2,1,0,0
HU_16504,Szaknyér,44,38,0,0,24,9,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_20932,Szakonyfalu,287,208,2,0,163,11,25,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HU_10223,Szalafő,183,129,0,0,70,32,20,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0
HU_17729,Szarvaskend,182,135,1,0,109,20,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_02440,Szatta,74,61,5,0,34,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33172,Szeleste,553,316,1,0,195,72,33,9,0,0,2,0,0,0,0,1,0,0,2,0,0,1
HU_27997,Szemenye,257,138,1,0,85,30,17,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HU_31583,Szentgotthárd,6661,4207,30,0,2330,696,812,198,14,10,3,11,13,3,6,15,1,18,6,0,1,2
HU_21254,Szentpéterfa,820,576,0,0,400,74,41,13,2,0,2,0,0,0,2,1,0,0,0,0,0,2
HU_27793,Szergény,284,177,1,0,99,34,31,7,1,0,1,2,0,0,0,1,0,0,0,0,0,0
HU_03009,Szombathely,64178,42074,254,0,18526,6278,12540,3033,144,147,200,151,105,58,79,100,62,236,38,35,17,26
HU_19521,Szőce,286,179,2,0,127,32,10,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0
HU_16212,Tanakajd,599,409,4,0,230,66,72,28,0,3,0,2,2,1,0,0,0,1,0,0,0,0
HU_32045,Táplánszentkereszt,2062,1239,5,0,680,219,220,77,5,4,3,4,5,2,4,2,2,6,0,1,0,0
HU_29568,Telekes,413,240,0,0,124,61,38,6,1,2,0,2,0,0,0,0,4,1,0,0,0,1
HU_09229,Tokorcs,277,188,0,0,98,47,32,6,0,0,0,2,0,0,0,1,0,1,0,1,0,0
HU_12335,Tompaládony,265,172,4,0,111,29,18,5,0,0,1,1,0,0,0,2,0,0,1,0,0,0
HU_34087,Tormásliget,280,145,2,0,81,30,26,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0
HU_29878,Torony,1516,768,13,0,425,114,149,31,1,2,5,4,2,3,1,7,2,6,1,0,1,1
HU_05166,Tömörd,234,154,0,0,93,44,9,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0
HU_21537,Uraiújfalu,718,368,4,0,134,86,118,14,1,1,1,0,2,2,1,0,0,1,0,1,0,2
HU_02884,Vasalja,273,184,1,0,123,30,21,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0
HU_20394,Vasasszonyfa,313,223,3,0,135,37,29,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0
HU_15334,Vasegerszeg,327,223,0,0,145,56,16,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1
HU_20349,Vashosszúfalu,324,226,1,0,120,37,58,6,0,1,0,0,0,0,2,0,0,0,0,1,0,0
HU_30702,Vaskeresztes,282,201,2,0,131,31,16,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0
HU_25982,Vassurány,679,396,1,0,220,79,56,21,1,0,2,5,1,2,0,1,1,3,2,0,0,1
HU_11633,Vasszentmihály,294,200,1,0,118,36,29,4,0,1,0,0,1,0,0,0,9,0,1,0,0,0
HU_29373,Vasszécseny,1112,717,6,0,313,152,180,36,4,3,1,3,3,3,2,2,2,4,3,0,0,0
HU_12104,Vasszilvágy,339,201,0,0,110,52,26,8,0,0,1,2,0,0,0,0,2,0,0,0,0,0
HU_04695,Vasvár,3691,2298,11,0,1304,434,423,78,9,6,3,5,5,2,0,5,3,8,0,2,0,0
HU_31051,Vámoscsalád,273,194,6,0,111,33,28,7,0,0,1,0,0,1,0,1,0,0,6,0,0,0
HU_09195,Vásárosmiske,284,201,1,0,114,58,19,3,0,1,0,2,0,0,1,0,1,0,0,0,1,0
HU_02246,Vát,564,319,4,0,164,72,58,17,0,0,1,0,0,1,0,0,1,1,0,0,0,0
HU_26000,Velem,272,202,2,0,117,40,26,8,0,1,0,2,0,3,0,1,1,0,1,0,0,0
HU_18430,Velemér,65,51,0,0,33,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26426,Vép,2777,1520,14,0,788,302,289,80,8,3,5,4,3,4,3,3,3,4,2,1,0,4
HU_07940,Viszák,231,154,1,0,81,39,23,5,1,1,0,0,0,0,0,1,2,0,0,0,0,0
HU_03142,Vönöck,621,395,1,0,204,99,67,14,1,1,0,4,0,0,0,0,0,1,1,1,0,1
HU_12292,Zsennye,84,68,0,0,44,8,7,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0
HU_21643,Zsédeny,159,91,0,0,55,11,16,5,1,0,0,1,0,0,0,0,0,0,0,1,1,0
HU_07302,Adásztevel,716,390,7,0,232,83,43,9,3,1,0,6,0,0,2,1,0,2,0,1,0,0
HU_31307,Adorjánháza,311,163,5,0,83,55,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_06673,Ajka,24811,15017,78,0,5833,2780,5175,683,40,56,15,44,47,14,32,31,62,42,18,4,19,8
HU_30526,Alsóörs,1364,984,7,0,494,126,275,52,3,2,0,5,3,1,4,0,4,5,1,0,0,1
HU_28370,Apácatorna,146,76,1,0,40,21,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HU_07339,Aszófő,355,265,3,0,135,42,61,15,2,0,1,0,0,0,1,0,1,4,0,0,0,0
HU_04561,Ábrahámhegy,441,310,3,0,159,52,77,11,0,2,0,0,0,0,1,0,3,0,1,0,0,1
HU_22327,Badacsonytomaj,1907,1198,3,0,497,274,340,43,1,4,2,5,2,3,3,6,8,6,1,0,0,0
HU_03267,Badacsonytördemic,756,468,4,0,228,115,101,11,1,0,0,2,0,1,0,0,3,0,1,0,0,1
HU_23746,Bakonybél,1041,604,5,0,303,164,83,30,1,1,1,1,3,1,1,0,1,6,1,0,0,2
HU_29513,Bakonyjákó,556,382,8,0,223,60,60,23,0,0,0,0,0,0,0,0,3,2,0,0,1,0
HU_07287,Bakonykoppány,186,124,2,0,76,28,11,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0
HU_25991,Bakonynána,823,470,7,0,193,102,89,24,2,3,0,4,0,0,1,1,3,3,0,0,0,0
HU_30410,Bakonyoszlop,374,209,3,0,114,30,33,5,2,1,1,0,0,1,0,1,0,0,1,0,0,0
HU_06327,Bakonypölöske,330,193,0,0,87,43,43,3,1,0,0,0,0,1,0,1,0,1,0,0,1,0
HU_29902,Bakonyság,55,36,0,0,25,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23922,Bakonyszentiván,187,106,2,0,60,21,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_22813,Bakonyszentkirály,706,392,4,0,228,77,62,15,0,0,0,3,0,1,0,0,1,1,0,0,0,0
HU_26417,Bakonyszücs,268,187,2,0,111,47,15,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0
HU_24129,Bakonytamási,531,295,2,0,161,87,37,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HU_25308,Balatonakali,559,372,4,0,196,75,72,11,1,1,1,2,2,0,0,0,2,2,2,0,0,1
HU_05838,Balatonalmádi,7512,5050,30,0,2496,731,1278,342,21,14,3,22,13,7,14,15,18,38,3,1,2,1
HU_03072,Balatoncsicsó,186,116,2,0,57,18,17,8,0,2,0,0,1,4,1,0,0,0,0,0,0,1
HU_12238,Balatonederics,881,529,4,0,301,101,96,19,2,0,1,0,0,0,0,1,3,0,0,0,1,0
HU_29461,Balatonfőkajár,1075,576,9,0,325,109,99,16,1,0,1,5,4,0,0,1,3,2,0,0,0,0
HU_21175,Balatonfüred,13168,8637,32,0,4104,1349,2269,570,33,36,21,26,25,10,10,27,53,38,17,1,4,6
HU_02219,Balatonfűzfő,3683,2429,14,0,1000,429,773,121,8,5,9,10,8,10,4,6,17,6,7,1,0,1
HU_03638,Balatonhenye,104,66,1,0,33,15,9,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0
HU_05148,Balatonkenese,2854,1843,17,0,933,341,431,71,1,11,1,9,11,3,3,1,3,2,3,0,0,1
HU_33844,Balatonrendes,115,83,1,0,40,18,16,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0
HU_17154,Balatonszepezd,345,230,4,0,116,33,64,8,0,0,0,1,2,0,0,1,1,0,0,0,0,0
HU_28501,Balatonszőlős,495,288,1,0,105,107,41,28,2,1,0,0,0,0,0,1,0,1,1,0,0,0
HU_15565,Balatonudvari,287,201,1,0,115,21,50,7,1,3,0,0,0,0,0,1,1,0,1,0,0,0
HU_15778,Barnag,117,71,0,0,56,5,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_07427,Bazsi,350,185,1,0,89,55,33,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0
HU_14173,Bánd,550,401,4,0,170,81,71,20,1,3,0,1,4,0,0,1,2,2,2,0,0,0
HU_33127,Berhida,4667,2390,22,0,1015,626,566,72,10,6,0,10,8,8,10,7,12,6,1,3,6,0
HU_22901,Béb,202,141,2,0,74,38,16,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0
HU_27058,Békás,169,99,1,0,60,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04321,Bodorfa,87,54,1,0,24,20,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04765,Borszörcsök,311,198,1,0,119,55,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
HU_30252,Borzavár,596,366,4,0,191,80,69,11,1,0,0,4,0,0,0,1,1,0,2,1,0,0
HU_30924,Csabrendek,2410,1281,13,0,585,360,256,30,2,4,4,6,1,0,3,2,13,1,0,0,1,0
HU_16072,Csajág,688,392,4,0,158,132,78,12,1,0,0,2,0,2,0,1,0,2,0,0,0,0
HU_20251,Csehbánya,241,172,6,0,102,31,15,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0
HU_24642,Csesznek,415,254,1,0,167,31,41,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HU_31699,Csetény,1502,922,2,0,418,254,184,31,6,1,2,4,2,4,1,1,4,2,4,1,1,0
HU_02185,Csopak,1629,1138,36,0,560,134,304,82,2,2,3,1,4,1,4,1,3,1,0,0,0,0
HU_32878,Csót,836,472,1,0,281,104,69,13,0,0,0,0,1,0,1,0,0,1,1,0,0,0
