gisco_id,name,registered,turnout,invalid,blank,MIÉP,CENTRUM,MSZP,MUNKÁSPÁRT,SZDSZ,FIDESZ-MDF,FÜGGETLEN KISGAZDAPÁRT,MAGYAR SZOCIALISTA MUNKÁSPÁRT,ÚJ BALOLDAL,ÖSSZEFOGÁS A FENNMARADÁSÉRT,KISGAZDAPÁRT,REFORM KISGAZDAPÁRT,Ind.,MAVEP,M.NY.P,ZÖLDEK,FMDP,SZDP,DRP,KPDP,PEST1601,MSZDP-MSZP,MRP,MSZP-SZDSZ
HU_2259,Cserhátsurány,729,491,1,0,12,7,133,6,15,316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_3231,Cserhátszentiván,158,130,2,0,1,1,41,1,6,72,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
HU_2014,Csesztve,294,216,1,0,5,1,74,6,7,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3027,Csécse,805,498,2,0,28,11,258,17,14,166,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0505,Csitár,375,257,1,0,16,2,93,1,7,131,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
HU_0732,Debercsény,89,74,0,0,2,1,14,1,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_1251,Dejtár,1171,863,11,0,11,4,160,8,364,303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0674,Diósjenõ,2246,1428,8,0,86,38,399,37,56,799,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2443,Dorogháza,1041,746,16,0,11,8,402,55,15,228,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HU_0815,Drégelypalánk,1263,854,7,0,40,23,184,76,17,492,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0425,Ecseg,987,575,5,0,12,12,286,10,6,213,3,0,21,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HU_1765,Egyházasdengeleg,421,255,2,0,8,5,111,4,6,113,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_0598,Egyházasgerge,642,436,4,0,22,4,220,10,13,133,8,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0
HU_2549,Endrefalva,861,403,5,0,6,3,246,12,5,114,7,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
HU_2265,Erdõkürt,478,343,4,0,6,9,96,9,10,202,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
HU_2179,Erdõtarcsa,506,319,4,0,8,5,165,10,8,115,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HU_1537,Etes,1179,778,15,0,8,17,348,65,38,278,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_2158,Érsekvadkert,3032,2159,13,0,30,36,636,53,36,1343,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2432,Felsõpetény,570,416,1,0,12,9,101,6,18,265,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3331,Felsõtold,155,126,2,0,0,1,69,1,1,49,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_2566,Galgaguta,628,394,6,0,14,9,128,7,10,218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1849,Garáb,79,72,1,0,1,1,23,0,4,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_0532,Herencsény,585,420,14,0,6,6,121,4,3,256,1,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0
HU_0399,Héhalom,858,553,7,0,3,2,230,14,8,285,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_3324,Hollókõ,333,263,3,0,6,0,81,8,4,156,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
HU_1320,Hont,479,313,1,0,13,5,69,59,3,158,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1371,Horpács,161,125,3,0,4,4,64,3,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1687,Hugyag,725,471,8,0,14,1,228,11,4,199,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_2683,Iliny,160,122,0,0,9,1,20,1,0,89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU_0332,Ipolytarnóc,402,275,0,0,11,3,80,5,1,167,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
HU_2931,Ipolyvece,654,437,3,0,19,12,95,15,13,231,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0871,Jobbágyi,1742,1149,10,0,40,29,627,55,27,333,2,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
HU_1862,Karancsalja,1284,916,15,0,25,21,387,84,48,317,10,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0
HU_2554,Karancsberény,794,557,4,0,12,11,250,18,21,231,6,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
HU_0885,Karancskeszi,1599,1045,26,0,46,17,341,130,41,361,31,0,0,0,0,49,0,0,0,0,0,3,0,0,0,0,0,0
HU_2104,Karancslapujtõ,2234,1512,6,0,39,27,564,228,85,546,10,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0
HU_2689,Karancsság,849,529,7,0,20,3,226,26,11,229,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0
HU_2838,Kazár,1732,1136,14,0,18,8,424,364,92,207,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_0864,Kálló,1060,602,5,0,34,5,206,7,5,332,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HU_3141,Keszeg,572,380,4,0,14,13,136,6,9,194,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1184,Kétbodony,449,324,4,0,7,8,109,9,29,156,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2724,Kisbágyon,378,267,6,0,3,0,173,11,6,64,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HU_2629,Kisbárkány,188,135,0,0,3,2,19,5,1,102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3320,Kisecset,190,140,4,0,1,7,47,9,10,57,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3340,Kishartyán,504,390,6,0,18,5,180,42,8,127,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_1384,Kozárd,164,139,3,0,4,0,52,2,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1945,Kutasó,91,69,2,0,1,0,29,0,4,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HU_3039,Legénd,445,268,4,0,10,1,91,7,14,133,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0487,Litke,690,435,4,0,15,6,205,23,15,163,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HU_2019,Lucfalva,488,352,1,0,5,4,112,19,8,195,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_0277,Ludányhalászi,1031,550,4,0,13,13,206,13,29,246,4,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0
HU_2696,Magyargéc,615,468,10,0,7,2,170,48,11,217,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_3240,Magyarnándor,1016,639,8,0,25,6,271,8,37,278,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0
HU_1464,Márkháza,196,134,0,0,5,2,47,6,5,66,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_2007,Mátramindszent,770,511,5,0,9,4,253,35,5,193,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HU_1937,Mátranovák,1712,1199,11,0,20,18,584,183,16,354,4,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
HU_2433,Mátraszele,833,511,5,0,9,8,227,79,25,151,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_0433,Mátraszõlõs,1331,879,4,0,15,7,454,11,10,324,1,0,36,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
HU_3352,Mátraterenye,1644,1148,18,0,29,13,493,264,19,293,9,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
HU_3010,Mátraverebély,1655,1109,26,0,33,14,531,104,14,305,3,0,71,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
HU_1322,Mihálygerge,576,451,4,0,17,7,194,20,20,179,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_2791,Mohora,753,474,3,0,6,6,240,10,23,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1639,Nagybárkány,520,349,3,0,6,3,127,13,10,180,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
HU_3428,Nagykeresztúr,231,173,1,0,3,1,68,9,5,83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HU_2110,Nagylóc,1386,875,16,0,27,14,346,30,19,346,4,0,0,0,0,9,0,0,0,0,0,64,0,0,0,0,0,0
HU_2398,Nagyoroszi,1676,1066,12,0,32,43,400,118,55,403,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2758,Nemti,654,477,14,0,22,6,168,77,10,174,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HU_0979,Nézsa,937,607,12,0,29,19,158,16,26,339,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0435,Nógrád,1246,971,13,0,33,19,336,26,31,465,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3230,Nógrádkövesd,609,429,1,0,12,6,203,10,6,190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HU_2983,Nógrádmarcal,430,268,7,0,11,1,87,7,1,152,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1213,Nógrádmegyer,1314,875,13,0,27,37,414,50,23,307,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
HU_0838,Nógrádsáp,756,566,4,0,11,6,182,20,12,322,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1949,Nógrádsipek,631,404,4,0,24,7,107,14,6,240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2734,Nógrádszakál,482,349,9,0,7,3,185,9,42,84,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
HU_2942,Nõtincs,937,638,4,0,21,21,177,11,15,382,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0324,Õrhalom,877,641,6,0,58,13,264,9,10,275,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HU_1931,Õsagárd,284,215,0,0,9,4,45,8,1,142,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0588,Palotás,1395,982,15,0,32,21,475,22,33,372,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
HU_0719,Patak,816,613,8,0,15,11,168,25,23,361,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3388,Patvarc,525,407,3,0,2,9,137,15,10,224,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0740,Pásztó,8067,5975,58,0,181,56,2025,165,85,3082,9,0,24,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0
HU_1159,Piliny,501,345,1,0,13,4,120,49,14,142,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_1786,Pusztaberki,112,95,0,0,2,1,30,2,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2382,Rétság,2323,1693,12,0,81,55,620,101,79,723,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2888,Rimóc,1439,847,17,0,43,70,190,41,12,421,9,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,0,0
HU_1219,Romhány,1894,1245,12,0,55,40,503,50,72,506,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2578,Salgótarján,36855,26092,190,0,807,919,11950,2351,2465,7152,95,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0
HU_1252,Ságújfalu,786,460,5,0,8,10,219,30,35,145,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
HU_2457,Sámsonháza,233,176,0,0,1,3,54,7,2,107,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_1488,Sóshartyán,619,370,8,0,3,18,130,20,8,177,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
HU_1979,Szalmatercs,392,301,6,0,19,7,106,28,8,108,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HU_1375,Szanda,592,452,1,0,46,8,157,9,10,209,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
HU_1019,Szarvasgede,406,290,2,0,7,9,153,11,7,99,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HU_1532,Szátok,372,243,3,0,15,6,61,10,6,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0450,Szendehely,1106,845,6,0,30,25,265,13,55,439,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0904,Szente,311,245,0,0,3,1,64,5,5,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2304,Szécsénke,235,190,3,0,12,3,39,3,3,124,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
HU_0662,Szécsény,5323,3715,39,0,144,108,1616,97,161,1480,7,0,0,0,0,9,0,0,0,0,0,54,0,0,0,0,0,0
HU_3301,Szécsényfelfalu,412,293,18,0,2,0,100,67,5,95,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
HU_0795,Szilaspogony,291,226,8,0,7,0,92,26,6,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2163,Szirák,893,531,9,0,28,7,249,9,15,125,4,0,77,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
HU_2819,Szuha,632,507,6,0,6,23,258,48,13,144,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
HU_1904,Szurdokpüspöki,1687,1151,15,0,40,7,448,70,18,532,2,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
HU_1878,Szügy,1128,808,9,0,20,35,373,31,42,294,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3289,Tar,1668,1147,6,0,13,18,463,50,20,523,1,0,36,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
HU_2417,Tereske,587,361,14,0,8,11,159,15,9,137,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0484,Terény,375,287,2,0,31,2,77,6,6,158,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HU_0638,Tolmács,623,443,5,0,6,12,176,29,12,193,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3091,Vanyarc,1075,618,11,0,27,17,206,31,22,291,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
HU_2949,Varsány,1385,993,8,0,49,23,370,60,6,451,9,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0
HU_1032,Vizslás,1112,767,4,0,15,8,303,148,40,216,27,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
HU_2166,Zabar,459,276,3,0,1,5,99,44,8,106,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HU_2787,Abony,11921,7334,101,0,536,0,2967,0,262,2581,62,0,0,0,30,0,59,0,0,0,0,0,0,0,736,0,0,0
HU_1857,Acsa,1172,700,39,0,25,45,202,5,16,366,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3165,Albertirsa,9068,5923,91,0,239,0,2790,0,275,2418,41,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2319,Alsónémedi,3741,2544,54,0,293,0,783,24,139,1145,62,0,8,0,12,0,0,0,0,24,0,0,0,0,0,0,0,0
HU_3356,Apaj,917,560,10,0,11,0,261,9,50,181,9,0,18,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0
HU_1618,Aszód,4586,3334,38,0,166,77,1578,0,135,1288,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1010,Áporka,907,665,10,0,35,0,323,11,36,217,18,0,1,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0
HU_0913,Bag,3078,2209,25,0,109,84,717,0,93,1133,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1877,Bernecebaráti,777,564,7,0,11,8,111,6,13,403,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2509,Bénye,935,614,3,0,26,0,319,0,11,249,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0889,Biatorbágy,6718,5119,53,0,316,0,2154,0,336,2191,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0340,Budajenõ,981,799,14,0,79,0,284,0,97,306,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2346,Budakalász,7376,5744,33,0,449,334,2209,0,415,2282,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1205,Budakeszi,10222,8350,104,0,951,0,3118,0,982,3085,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2327,Budaörs,18850,14847,108,0,1241,0,5960,0,2979,4465,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3202,Bugyi,3994,2454,26,0,166,0,914,36,140,1089,35,0,9,0,9,0,0,0,0,30,0,0,0,0,0,0,0,0
HU_1134,Cegléd,29860,20374,226,0,759,0,8800,0,1201,8919,393,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2064,Ceglédbercel,3667,2558,22,0,115,0,1109,0,137,1124,39,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0518,Csemõ,3065,1656,27,0,51,0,602,0,78,793,37,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1847,Csévharaszt,1387,829,8,0,99,31,317,21,22,322,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0682,Csobánka,2080,1463,13,0,81,66,508,0,172,608,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3311,Csomád,644,424,6,0,23,0,134,12,46,197,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2280,Csömör,5527,4215,33,0,285,266,1568,0,303,1733,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2698,Csõvár,557,379,5,0,17,24,98,3,36,191,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0924,Dabas,12252,7969,66,0,361,181,2798,64,425,4013,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3181,Dánszentmiklós,2118,1344,12,0,36,0,784,0,67,380,58,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1839,Dány,3303,2417,27,0,175,55,663,0,87,1368,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0997,Délegyháza,1896,1187,14,0,55,0,484,19,100,340,7,0,2,0,1,0,0,0,0,165,0,0,0,0,0,0,0,0
HU_2401,Diósd,4730,3807,33,0,260,0,1698,54,337,1408,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0480,Domony,1455,1038,15,0,65,22,419,0,44,458,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2964,Dömsöd,4600,2705,37,0,217,0,865,40,150,1298,42,0,12,0,12,0,0,0,0,32,0,0,0,0,0,0,0,0
HU_2536,Dunabogdány,2336,1763,11,0,76,635,260,0,68,704,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0958,Dunaharaszti,13231,9491,99,0,668,0,3314,141,1979,3141,110,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1861,Dunakeszi,23540,17998,129,0,1267,0,8379,306,1780,5964,96,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2053,Dunavarsány,4618,3120,25,0,122,0,1128,52,738,958,12,0,2,0,6,0,0,0,0,77,0,0,0,0,0,0,0,0
HU_2451,Ecser,2602,2004,19,0,121,109,859,18,146,711,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
HU_1348,Erdõkertes,4563,2985,47,0,212,131,1392,39,206,947,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3098,Érd,44686,32686,319,0,2308,0,14843,811,2445,11708,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0912,Farmos,2856,1692,14,0,81,0,784,0,51,684,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0603,Felsõpakony,2190,1330,26,0,51,0,582,24,83,496,29,0,3,0,5,0,0,0,0,31,0,0,0,0,0,0,0,0
HU_3261,Fót,12737,9612,77,0,630,0,4347,180,796,3402,81,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1329,Galgagyörk,821,536,1,0,20,34,168,8,34,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1950,Galgahévíz,2025,1395,19,0,131,73,463,0,59,617,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2712,Galgamácsa,1529,1079,10,0,45,35,472,0,31,444,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0944,Gomba,2159,1313,13,0,47,0,711,0,64,465,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2364,Göd,12237,9503,85,0,884,0,3396,116,694,3055,45,0,31,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0
HU_3255,Gödöllõ,23742,18396,122,0,1231,635,6958,0,1141,8200,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2562,Gyál,16083,10403,105,0,432,0,5152,227,533,3485,306,0,18,0,14,0,0,0,0,131,0,0,0,0,0,0,0,0
HU_2973,Gyömrõ,10678,7539,94,0,306,1201,2910,89,466,2028,413,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
HU_0969,Halásztelek,5742,4250,30,0,212,0,1498,88,1034,1357,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3355,Herceghalom,1081,846,7,0,38,0,454,0,39,302,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0984,Hernád,2773,1519,10,0,54,45,664,43,106,587,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1394,Hévízgyörk,2342,1678,17,0,73,74,625,0,51,793,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0330,Iklad,1716,1257,2,0,34,20,625,0,49,499,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3210,Inárcs,3128,1976,32,0,83,82,765,61,114,822,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2809,Ipolydamásd,293,234,5,0,10,4,98,19,12,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0497,Ipolytölgyes,227,169,1,0,3,4,46,6,10,92,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0780,Isaszeg,7822,5345,51,0,338,196,2229,0,211,2293,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1100,Jászkarajenõ,2356,1349,27,0,64,0,436,0,45,689,40,0,0,0,6,0,16,0,0,0,0,0,0,0,26,0,0,0
HU_3223,Kakucs,2051,1208,1,0,84,34,396,19,75,594,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3069,Kartal,4436,2866,35,0,101,69,1222,0,66,1308,38,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2782,Káva,520,340,5,0,18,0,178,0,14,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2234,Kemence,904,701,11,0,23,13,150,5,23,459,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3416,Kerepes,6621,4882,59,0,306,226,2085,0,351,1834,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1081,Kiskunlacháza,6790,4301,40,0,277,0,1788,56,257,1678,70,0,41,0,13,0,0,0,0,81,0,0,0,0,0,0,0,0
HU_3373,Kismaros,1533,1261,11,0,85,47,409,11,96,599,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0522,Kisnémedi,547,378,4,0,20,11,144,2,17,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2985,Kisoroszi,603,498,7,0,41,29,164,0,32,220,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3415,Kistarcsa,7406,5487,28,0,384,263,2038,0,286,2460,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3277,Kocsér,1605,1024,13,0,13,0,271,0,19,632,31,0,0,0,3,0,26,0,0,0,0,0,0,0,16,0,0,0
HU_2768,Kosd,1748,1247,18,0,130,19,373,11,40,648,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3136,Kóka,3301,2159,23,0,162,70,877,0,48,951,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2467,Kóspallag,576,410,7,0,33,11,149,11,48,147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3297,Kõröstetétlen,682,494,9,0,5,0,223,0,10,188,7,0,0,0,1,0,29,0,0,0,0,0,0,0,22,0,0,0
HU_3080,Leányfalu,1999,1624,14,0,145,92,499,0,181,680,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2268,Letkés,878,642,2,0,12,13,250,12,33,319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0914,Lórév,249,191,3,0,3,0,124,4,11,37,5,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
HU_1092,Maglód,7468,5183,52,0,691,232,2200,108,294,1552,30,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
HU_1075,Majosháza,951,704,11,0,31,0,320,6,69,251,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
HU_0439,Makád,1024,689,10,0,27,0,244,6,49,315,14,0,5,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0
HU_0457,Márianosztra,746,515,6,0,21,7,231,11,14,221,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0369,Mende,3224,2137,22,0,84,0,1094,0,60,852,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2446,Mikebuda,590,332,3,0,19,0,147,0,18,134,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
