gisco_id,id,name_or,level,start_date,end_date,predecessors,parent,names,type
DE_14521932,DE_14521932,Briefwahl VVG Kurort Seiffen - Deutschneudorf - Heidersdorf,,,,,DED18,,Postal Vote
DE_14521999,DE_14521999,Briefwahl für mehrere Gemeinden,,,,,DED18,,Postal Vote
DE_14522902,DE_14522902,Briefwahl VVG Burgstädt,,,,,DED16,,Postal Vote
DE_14522919,DE_14522919,Briefwahl VVG Mittweida,,,,,DED16,,Postal Vote
DE_14522926,DE_14522926,Briefwahl VVG Rochlitz,,,,,DED16,,Postal Vote
DE_14522929,DE_14522929,Briefwahl VVG Sayda/Dorfchemnitz,,,,,DED16,,Postal Vote
DE_14522999,DE_14522999,Briefwahl für mehrere Gemeinden,,,,,DED16,,Postal Vote
DE_14523901,DE_14523901,Briefwahl,,,,,DED17,,Postal Vote
DE_14523902,DE_14523902,Briefwahl,,,,,DED17,,Postal Vote
DE_14523906,DE_14523906,Briefwahl,,,,,DED17,,Postal Vote
DE_14523907,DE_14523907,Briefwahl,,,,,DED17,,Postal Vote
DE_14523909,DE_14523909,Briefwahl,,,,,DED17,,Postal Vote
DE_14523916,DE_14523916,Briefwahl,,,,,DED17,,Postal Vote
DE_14523920,DE_14523920,Briefwahl,,,,,DED17,,Postal Vote
DE_14523922,DE_14523922,Briefwahl,,,,,DED17,,Postal Vote
DE_14523923,DE_14523923,Briefwahl,,,,,DED17,,Postal Vote
DE_14523925,DE_14523925,Briefwahl,,,,,DED17,,Postal Vote
DE_14523999,DE_14523999,Briefwahl für mehrere Gemeinden,,,,,DED17,,Postal Vote
DE_14524904,DE_14524904,Briefwahl VVG Crimmitschau-Dennheritz,,,,,DED1C,,Postal Vote
DE_14524911,DE_14524911,Briefwahl,,,,,DED1C,,Postal Vote
DE_14524914,DE_14524914,Briefwahl,,,,,DED1C,,Postal Vote
DE_14524918,DE_14524918,Briefwahl VVG Meerane-Schönberg,,,,,DED1C,,Postal Vote
DE_14524928,DE_14524928,Briefwahl VVG Rund um den Auersberg,,,,,DED1C,,Postal Vote
DE_14524935,DE_14524935,Briefwahl,,,,,DED1C,,Postal Vote
DE_14524999,DE_14524999,Briefwahl für mehrere Gemeinden,,,,,DED1C,,Postal Vote
DE_14612999,DE_14612999,Briefwahl für mehrere Gemeinden,,,,,DED21,,Postal Vote
DE_14625901,DE_14625901,Briefwahl GVV Am Klosterwasser,,,,,DED2B,,Postal Vote
DE_14625907,DE_14625907,Briefwahl VVG Bischofswerda,,,,,DED2B,,Postal Vote
DE_14625911,DE_14625911,Briefwahl VVG Großharthau,,,,,DED2B,,Postal Vote
DE_14625912,DE_14625912,Briefwahl VVG Großpostwitz/O.L.,,,,,DED2B,,Postal Vote
DE_14625915,DE_14625915,Briefwahl,,,,,DED2B,,Postal Vote
DE_14625918,DE_14625918,Briefwahl VVG Königsbrück,,,,,DED2B,,Postal Vote
DE_14625923,DE_14625923,Briefwahl VVG Neschwitz,,,,,DED2B,,Postal Vote
DE_14625931,DE_14625931,Briefwahl VVG Pulsnitz,,,,,DED2B,,Postal Vote
DE_14625940,DE_14625940,Briefwahl,,,,,DED2B,,Postal Vote
DE_14625944,DE_14625944,Briefwahl,,,,,DED2B,,Postal Vote
DE_14625945,DE_14625945,Briefwahl,,,,,DED2B,,Postal Vote
DE_14625951,DE_14625951,"Briefwahl Gemeinden Crostwitz, Räckelwitz und Ralbitz-Rosenthal",,,,,DED2B,,Postal Vote
DE_14625999,DE_14625999,Briefwahl für mehrere Gemeinden,,,,,DED2B,,Postal Vote
DE_14626902,DE_14626902,Briefwahl Gemeinden Mücka und Quitzdorf am See,,,,,DED28,,Postal Vote
DE_14626903,DE_14626903,Briefwahl VVG Bad Muskau,,,,,DED28,,Postal Vote
DE_14626906,DE_14626906,Briefwahl VVG Bernstadt / Schönau-Berzdorf,,,,,DED28,,Postal Vote
DE_14626914,DE_14626914,Briefwahl VVG Großschönau-Hainewalde,,,,,DED28,,Postal Vote
DE_14626920,DE_14626920,Briefwahl,,,,,DED28,,Postal Vote
DE_14626924,DE_14626924,Briefwahl VVG Neusalza-Spremberg,,,,,DED28,,Postal Vote
DE_14626926,DE_14626926,Briefwahl,,,,,DED28,,Postal Vote
DE_14626927,DE_14626927,Briefwahl VVG Olbersdorf,,,,,DED28,,Postal Vote
DE_14626928,DE_14626928,Briefwahl VVG Oppach-Beiersdorf,,,,,DED28,,Postal Vote
DE_14626932,DE_14626932,Briefwahl VVG Reichenbach/O.L.,,,,,DED28,,Postal Vote
DE_14626933,DE_14626933,Briefwahl VVG Rietschen,,,,,DED28,,Postal Vote
DE_14626935,DE_14626935,Briefwahl VVG Rothenburg/O.L.,,,,,DED28,,Postal Vote
DE_14626937,DE_14626937,Briefwahl VVG Schleife,,,,,DED28,,Postal Vote
DE_14626942,DE_14626942,Briefwahl VVG Weißwasser/O.L.,,,,,DED28,,Postal Vote
DE_14626953,DE_14626953,Briefwahl Gemeinden Horka und Kodersdorf,,,,,DED28,,Postal Vote
DE_14626963,DE_14626963,Briefwahl Gemeinden Neißeaue und Schöpstal,,,,,DED28,,Postal Vote
DE_14626999,DE_14626999,Briefwahl für mehrere Gemeinden,,,,,DED28,,Postal Vote
DE_14627901,DE_14627901,Briefwahl,,,,,DED27,,Postal Vote
DE_14627934,DE_14627934,Briefwahl,,,,,DED27,,Postal Vote
DE_14627938,DE_14627938,Briefwahl,,,,,DED27,,Postal Vote
DE_14627977,DE_14627977,Briefwahl,,,,,DED27,,Postal Vote
DE_14627999,DE_14627999,Briefwahl für mehrere Gemeinden,,,,,DED27,,Postal Vote
DE_14628901,DE_14628901,Briefwahl,,,,,DED29,,Postal Vote
DE_14628902,DE_14628902,Briefwahl,,,,,DED29,,Postal Vote
DE_14628904,DE_14628904,Briefwahl,,,,,DED29,,Postal Vote
DE_14628909,DE_14628909,Briefwahl,,,,,DED29,,Postal Vote
DE_14628919,DE_14628919,Briefwahl,,,,,DED29,,Postal Vote
DE_14628921,DE_14628921,Briefwahl,,,,,DED29,,Postal Vote
DE_14628929,DE_14628929,Briefwahl,,,,,DED29,,Postal Vote
DE_14628930,DE_14628930,Briefwahl,,,,,DED29,,Postal Vote
DE_14628940,DE_14628940,Briefwahl,,,,,DED29,,Postal Vote
DE_14628999,DE_14628999,Briefwahl für mehrere Gemeinden,,,,,DED29,,Postal Vote
DE_14713999,DE_14713999,Briefwahl für mehrere Gemeinden,,,,,DED31,,Postal Vote
DE_14729901,DE_14729901,Briefwahl VVG Bad Lausick,,,,,DED34,,Postal Vote
DE_14729907,DE_14729907,Briefwahl,,,,,DED34,,Postal Vote
DE_14729908,DE_14729908,Briefwahl VVG Pegau,,,,,DED34,,Postal Vote
DE_14729999,DE_14729999,Briefwahl für mehrere Gemeinden,,,,,DED34,,Postal Vote
DE_14730902,DE_14730902,Briefwahl VVG Beilrode,,,,,DED36,,Postal Vote
DE_14730903,DE_14730903,Briefwahl VVG Dommitzsch,,,,,DED36,,Postal Vote
DE_14730906,DE_14730906,Briefwahl VVG Krostitz,,,,,DED36,,Postal Vote
DE_14730911,DE_14730911,Briefwahl VVG Torgau,,,,,DED36,,Postal Vote
DE_14730999,DE_14730999,Briefwahl für mehrere Gemeinden,,,,,DED36,,Postal Vote
DE_15001999,DE_15001999,Briefwahl für mehrere Gemeinden,,,,,DEE01,,Postal Vote
DE_15002999,DE_15002999,Briefwahl für mehrere Gemeinden,,,,,DEE02,,Postal Vote
DE_15003999,DE_15003999,Briefwahl für mehrere Gemeinden,,,,,DEE03,,Postal Vote
DE_15081951,DE_15081951,Briefwahl,,,,,DEE04,,Postal Vote
DE_15081999,DE_15081999,Briefwahl für mehrere Gemeinden,,,,,DEE04,,Postal Vote
DE_15082999,DE_15082999,Briefwahl für mehrere Gemeinden,,,,,DEE05,,Postal Vote
DE_15083951,DE_15083951,Briefwahl,,,,,DEE07,,Postal Vote
DE_15083952,DE_15083952,Briefwahl,,,,,DEE07,,Postal Vote
DE_15083953,DE_15083953,Briefwahl,,,,,DEE07,,Postal Vote
DE_15083954,DE_15083954,Briefwahl,,,,,DEE07,,Postal Vote
DE_15083999,DE_15083999,Briefwahl für mehrere Gemeinden,,,,,DEE07,,Postal Vote
DE_15084999,DE_15084999,Briefwahl für mehrere Gemeinden,,,,,DEE08,,Postal Vote
DE_15085901,DE_15085901,Briefwahl,,,,,DEE09,,Postal Vote
DE_15085902,DE_15085902,Briefwahl,,,,,DEE09,,Postal Vote
DE_15085903,DE_15085903,Briefwahl,,,,,DEE09,,Postal Vote
DE_15085904,DE_15085904,Briefwahl,,,,,DEE09,,Postal Vote
DE_15085951,DE_15085951,Briefwahl,,,,,DEE09,,Postal Vote
DE_15085999,DE_15085999,Briefwahl für mehrere Gemeinden,,,,,DEE09,,Postal Vote
DE_15086999,DE_15086999,Briefwahl für mehrere Gemeinden,,,,,DEE06,,Postal Vote
DE_15087951,DE_15087951,Briefwahl,,,,,DEE0A,,Postal Vote
DE_15087952,DE_15087952,Briefwahl,,,,,DEE0A,,Postal Vote
DE_15087999,DE_15087999,Briefwahl für mehrere Gemeinden,,,,,DEE0A,,Postal Vote
DE_15088951,DE_15088951,Briefwahl,,,,,DEE0B,,Postal Vote
DE_15088999,DE_15088999,Briefwahl für mehrere Gemeinden,,,,,DEE0B,,Postal Vote
DE_15089951,DE_15089951,Briefwahl,,,,,DEE0C,,Postal Vote
DE_15089952,DE_15089952,Briefwahl,,,,,DEE0C,,Postal Vote
DE_15089999,DE_15089999,Briefwahl für mehrere Gemeinden,,,,,DEE0C,,Postal Vote
DE_15090951,DE_15090951,Briefwahl,,,,,DEE0D,,Postal Vote
DE_15090952,DE_15090952,Briefwahl,,,,,DEE0D,,Postal Vote
DE_15090953,DE_15090953,Briefwahl,,,,,DEE0D,,Postal Vote
DE_15090999,DE_15090999,Briefwahl für mehrere Gemeinden,,,,,DEE0D,,Postal Vote
DE_15091999,DE_15091999,Briefwahl für mehrere Gemeinden,,,,,DEE0E,,Postal Vote
DE_15151999,DE_15151999,Briefwahl für mehrere Gemeinden,,,,,DEE12,,Postal Vote
DE_15153999,DE_15153999,Briefwahl für mehrere Gemeinden,,,,,DEE13,,Postal Vote
DE_15154999,DE_15154999,Briefwahl für mehrere Gemeinden,,,,,DEE14,,Postal Vote
DE_15159999,DE_15159999,Briefwahl für mehrere Gemeinden,,,,,DEE15,,Postal Vote
DE_15171999,DE_15171999,Briefwahl für mehrere Gemeinden,,,,,DEE16,,Postal Vote
DE_15256999,DE_15256999,Briefwahl für mehrere Gemeinden,,,,,DEE22,,Postal Vote
DE_15260999,DE_15260999,Briefwahl für mehrere Gemeinden,,,,,DEE23,,Postal Vote
DE_15261999,DE_15261999,Briefwahl für mehrere Gemeinden,,,,,DEE24,,Postal Vote
DE_15265999,DE_15265999,Briefwahl für mehrere Gemeinden,,,,,DEE25,,Postal Vote
DE_15266999,DE_15266999,Briefwahl für mehrere Gemeinden,,,,,DEE26,,Postal Vote
DE_15268999,DE_15268999,Briefwahl für mehrere Gemeinden,,,,,DEE27,,Postal Vote
DE_15352999,DE_15352999,Briefwahl für mehrere Gemeinden,,,,,DEE32,,Postal Vote
DE_15355999,DE_15355999,Briefwahl für mehrere Gemeinden,,,,,DEE33,,Postal Vote
DE_15357999,DE_15357999,Briefwahl für mehrere Gemeinden,,,,,DEE34,,Postal Vote
DE_15358999,DE_15358999,Briefwahl für mehrere Gemeinden,,,,,DEE35,,Postal Vote
DE_15362999,DE_15362999,Briefwahl für mehrere Gemeinden,,,,,DEE36,,Postal Vote
DE_15363999,DE_15363999,Briefwahl für mehrere Gemeinden,,,,,DEE37,,Postal Vote
DE_15364999,DE_15364999,Briefwahl für mehrere Gemeinden,,,,,DEE38,,Postal Vote
DE_15367999,DE_15367999,Briefwahl für mehrere Gemeinden,,,,,DEE39,,Postal Vote
DE_15369999,DE_15369999,Briefwahl für mehrere Gemeinden,,,,,DEE3A,,Postal Vote
DE_15370999,DE_15370999,Briefwahl für mehrere Gemeinden,,,,,DEE3B,,Postal Vote
DE_16051999,DE_16051999,Briefwahl für mehrere Gemeinden,,,,,DEG01,,Postal Vote
DE_16052999,DE_16052999,Briefwahl für mehrere Gemeinden,,,,,DEG02,,Postal Vote
DE_16053999,DE_16053999,Briefwahl für mehrere Gemeinden,,,,,DEG03,,Postal Vote
DE_16054999,DE_16054999,Briefwahl für mehrere Gemeinden,,,,,DEG04,,Postal Vote
DE_16055999,DE_16055999,Briefwahl für mehrere Gemeinden,,,,,DEG05,,Postal Vote
DE_16056999,DE_16056999,Briefwahl für mehrere Gemeinden,,,,,DEG0N,,Postal Vote
DE_16061119,DE_16061119,Briefwahl,,,,,DEG06,,Postal Vote
DE_16061901,DE_16061901,Briefwahl VVG Lindenberg/Eichsfeld,,,,,DEG06,,Postal Vote
DE_16061906,DE_16061906,Briefwahl VVG Eichsfeld-Wipperaue,,,,,DEG06,,Postal Vote
DE_16061908,DE_16061908,Briefwahl VVG Hanstein-Rusteberg,,,,,DEG06,,Postal Vote
DE_16061909,DE_16061909,Briefwahl VVG Leinetal,,,,,DEG06,,Postal Vote
DE_16061912,DE_16061912,Briefwahl VVG Uder,,,,,DEG06,,Postal Vote
DE_16061913,DE_16061913,Briefwahl VVG Westerwald-Obereichsfeld,,,,,DEG06,,Postal Vote
DE_16061914,DE_16061914,Briefwahl VVG Ershausen/Geismar,,,,,DEG06,,Postal Vote
DE_16061951,DE_16061951,Briefwahl EG EG Uder,,,,,DEG06,,Postal Vote
DE_16061999,DE_16061999,Briefwahl für mehrere Gemeinden,,,,,DEG06,,Postal Vote
DE_16062953,DE_16062953,"Briefwahl EG Heringen/Helme, Stadt",,,,,DEG07,,Postal Vote
DE_16062954,DE_16062954,"Briefwahl EG Bleicherode, Stadt",,,,,DEG07,,Postal Vote
DE_16062999,DE_16062999,Briefwahl für mehrere Gemeinden,,,,,DEG07,,Postal Vote
DE_16063105,DE_16063105,Briefwahl,,,,,DEG0P,,Postal Vote
DE_16063906,DE_16063906,Briefwahl VVG Hainich-Werratal,,,,,DEG0P,,Postal Vote
DE_16063951,DE_16063951,"Briefwahl EG Bad Salzungen, Stadt",,,,,DEG0P,,Postal Vote
DE_16063956,DE_16063956,"Briefwahl EG Geisa, Stadt",,,,,DEG0P,,Postal Vote
DE_16063959,DE_16063959,Briefwahl EG Dermbach,,,,,DEG0P,,Postal Vote
DE_16063999,DE_16063999,Briefwahl für mehrere Gemeinden,,,,,DEG0P,,Postal Vote
DE_16064901,DE_16064901,Briefwahl VVG Bad Tennstedt,,,,,DEG09,,Postal Vote
DE_16064909,DE_16064909,Briefwahl,,,,,DEG09,,Postal Vote
DE_16064951,DE_16064951,Briefwahl EG Herbsleben,,,,,DEG09,,Postal Vote
DE_16064952,DE_16064952,Briefwahl EG Südeichsfeld,,,,,DEG09,,Postal Vote
DE_16064953,DE_16064953,Briefwahl EG Vogtei,,,,,DEG09,,Postal Vote
DE_16064954,DE_16064954,Briefwahl EG Unstrut-Hainich,,,,,DEG09,,Postal Vote
DE_16064955,DE_16064955,"Briefwahl EG Nottertal-Heilinger Höhen, Stadt",,,,,DEG09,,Postal Vote
DE_16064999,DE_16064999,Briefwahl für mehrere Gemeinden,,,,,DEG09,,Postal Vote
DE_16065902,DE_16065902,Briefwahl VVG Greußen,,,,,DEG0A,,Postal Vote
DE_16065952,DE_16065952,"Briefwahl EG Ebeleben, Stadt und Gemeinde Helbedündorf",,,,,DEG0A,,Postal Vote
DE_16065955,DE_16065955,"Briefwahl EG Artern, Stadt",,,,,DEG0A,,Postal Vote
DE_16065956,DE_16065956,"Briefwahl EG An der Schmücke, Stadt",,,,,DEG0A,,Postal Vote
DE_16065999,DE_16065999,Briefwahl für mehrere Gemeinden,,,,,DEG0A,,Postal Vote
DE_16066905,DE_16066905,Briefwahl VVG Hohe Rhön,,,,,DEG0B,,Postal Vote
DE_16066913,DE_16066913,Briefwahl VVG Wasungen-Amt Sand,,,,,DEG0B,,Postal Vote
DE_16066914,DE_16066914,Briefwahl VVG Dolmar-Salzbrücke,,,,,DEG0B,,Postal Vote
DE_16066950,DE_16066950,"Briefwahl EG Meiningen, Stadt ohne Meiningen",,,,,DEG0B,,Postal Vote
DE_16066951,DE_16066951,Briefwahl EG Breitungen/Werra,,,,,DEG0B,,Postal Vote
DE_16066999,DE_16066999,Briefwahl für mehrere Gemeinden,,,,,DEG0B,,Postal Vote
DE_16067901,DE_16067901,Briefwahl,,,,,DEG0C,,Postal Vote
DE_16067907,DE_16067907,Briefwahl VVG Nesseaue,,,,,DEG0C,,Postal Vote
DE_16067912,DE_16067912,Briefwahl VVG Fahner Höhe,,,,,DEG0C,,Postal Vote
DE_16067950,DE_16067950,"Briefwahl EG Ohrdruf, Stadt",,,,,DEG0C,,Postal Vote
DE_16067952,DE_16067952,Briefwahl EG Drei Gleichen,,,,,DEG0C,,Postal Vote
DE_16067953,DE_16067953,Briefwahl EG Nessetal,,,,,DEG0C,,Postal Vote
DE_16067954,DE_16067954,Briefwahl EG Georgenthal,,,,,DEG0C,,Postal Vote
DE_16067999,DE_16067999,Briefwahl für mehrere Gemeinden,,,,,DEG0C,,Postal Vote
DE_16068902,DE_16068902,Briefwahl VVG Gera-Aue,,,,,DEG0D,,Postal Vote
DE_16068905,DE_16068905,Briefwahl VVG Kindelbrück,,,,,DEG0D,,Postal Vote
DE_16068906,DE_16068906,Briefwahl VVG Kölleda,,,,,DEG0D,,Postal Vote
DE_16068909,DE_16068909,Briefwahl VVG Straußfurt,,,,,DEG0D,,Postal Vote
DE_16068910,DE_16068910,Briefwahl,,,,,DEG0D,,Postal Vote
DE_16068911,DE_16068911,Briefwahl,,,,,DEG0D,,Postal Vote
DE_16068912,DE_16068912,Briefwahl VVG Gramme-Vippach,,,,,DEG0D,,Postal Vote
DE_16068950,DE_16068950,Briefwahl EG Elxleben,,,,,DEG0D,,Postal Vote
DE_16068999,DE_16068999,Briefwahl für mehrere Gemeinden,,,,,DEG0D,,Postal Vote
DE_16069902,DE_16069902,Briefwahl VVG Feldstein,,,,,DEG0E,,Postal Vote
DE_16069904,DE_16069904,Briefwahl VVG Heldburger Unterland,,,,,DEG0E,,Postal Vote
DE_16069951,DE_16069951,Briefwahl EG Auengrund,,,,,DEG0E,,Postal Vote
DE_16069960,DE_16069960,Briefwahl,,,,,DEG0E,,Postal Vote
DE_16069999,DE_16069999,Briefwahl für mehrere Gemeinden,,,,,DEG0E,,Postal Vote
DE_16070902,DE_16070902,Briefwahl VVG Geratal/Plaue,,,,,DEG0F,,Postal Vote
DE_16070909,DE_16070909,Briefwahl VVG Riechheimer Berg,,,,,DEG0F,,Postal Vote
DE_16070951,DE_16070951,Briefwahl,,,,,DEG0F,,Postal Vote
DE_16070999,DE_16070999,Briefwahl für mehrere Gemeinden,,,,,DEG0F,,Postal Vote
DE_16071907,DE_16071907,Briefwahl VVG Kranichfeld,,,,,DEG0G,,Postal Vote
DE_16071908,DE_16071908,Briefwahl VVG Mellingen,,,,,DEG0G,,Postal Vote
DE_16071912,DE_16071912,Briefwahl,,,,,DEG0G,,Postal Vote
DE_16071951,DE_16071951,"Briefwahl EG Bad Sulza, Stadt",,,,,DEG0G,,Postal Vote
DE_16071953,DE_16071953,Briefwahl EG Am Ettersberg,,,,,DEG0G,,Postal Vote
DE_16071999,DE_16071999,Briefwahl für mehrere Gemeinden,,,,,DEG0G,,Postal Vote
DE_16072950,DE_16072950,Briefwahl,,,,,DEG0H,,Postal Vote
DE_16072951,DE_16072951,"Briefwahl EG Neuhaus am Rennweg, Stadt",,,,,DEG0H,,Postal Vote
DE_16072999,DE_16072999,Briefwahl für mehrere Gemeinden,,,,,DEG0H,,Postal Vote
DE_16073905,DE_16073905,Briefwahl Städte Gräfenthal und Lehesten,,,,,DEG0I,,Postal Vote
DE_16073912,DE_16073912,Briefwahl VVG Schwarzatal ohne Stadt Schwarzatal,,,,,DEG0I,,Postal Vote
DE_16073951,DE_16073951,Briefwahl EG Kaulsdorf,,,,,DEG0I,,Postal Vote
DE_16073954,DE_16073954,"Briefwahl EG Königsee, Stadt",,,,,DEG0I,,Postal Vote
DE_16073999,DE_16073999,Briefwahl für mehrere Gemeinden,,,,,DEG0I,,Postal Vote
DE_16074905,DE_16074905,Briefwahl VVG Heideland-Elstertal-Schkölen,,,,,DEG0J,,Postal Vote
DE_16074907,DE_16074907,Briefwahl VVG Hügelland/Täler,,,,,DEG0J,,Postal Vote
DE_16074911,DE_16074911,"Briefwahl VVG Südliches Saaletal, Gemeinden Milda bis Zöllnitz",,,,,DEG0J,,Postal Vote
DE_16074914,DE_16074914,Briefwahl VVG Hermsdorf,,,,,DEG0J,,Postal Vote
DE_16074915,DE_16074915,Briefwahl VVG Dornburg-Camburg ohne Stadt Dornburg-Camburg,,,,,DEG0J,,Postal Vote
DE_16074931,DE_16074931,"Briefwahl VVG Südliches Saaletal, Gemeinden Altenberga bis Lindig",,,,,DEG0J,,Postal Vote
DE_16074950,DE_16074950,"Briefwahl EG Stadtroda, Stadt",,,,,DEG0J,,Postal Vote
DE_16074951,DE_16074951,"Briefwahl EG Bürgel, Stadt",,,,,DEG0J,,Postal Vote
DE_16074952,DE_16074952,"Briefwahl EG Eisenberg, Stadt",,,,,DEG0J,,Postal Vote
DE_16074953,DE_16074953,Briefwahl EG Bad Klosterlausnitz,,,,,DEG0J,,Postal Vote
DE_16074999,DE_16074999,Briefwahl für mehrere Gemeinden,,,,,DEG0J,,Postal Vote
DE_16075904,DE_16075904,Briefwahl VVG Seenplatte,,,,,DEG0K,,Postal Vote
DE_16075905,DE_16075905,Briefwahl VVG Oppurg,,,,,DEG0K,,Postal Vote
DE_16075911,DE_16075911,Briefwahl VVG Triptis,,,,,DEG0K,,Postal Vote
DE_16075913,DE_16075913,Briefwahl VVG Ranis-Ziegenrück ohne Gemeinde Krölpa,,,,,DEG0K,,Postal Vote
DE_16075950,DE_16075950,"Briefwahl EG Neustadt an der Orla, Stadt",,,,,DEG0K,,Postal Vote
DE_16075951,DE_16075951,Briefwahl,,,,,DEG0K,,Postal Vote
DE_16075999,DE_16075999,Briefwahl für mehrere Gemeinden,,,,,DEG0K,,Postal Vote
DE_16076094,DE_16076094,Briefwahl,,,,,DEG0L,,Postal Vote
DE_16076904,DE_16076904,Briefwahl VVG Wünschendorf/Elster,,,,,DEG0L,,Postal Vote
DE_16076906,DE_16076906,Briefwahl VVG Münchenbernsdorf,,,,,DEG0L,,Postal Vote
DE_16076908,DE_16076908,Briefwahl VVG Am Brahmetal,,,,,DEG0L,,Postal Vote
DE_16076951,DE_16076951,"Briefwahl EG Bad Köstritz, Stadt",,,,,DEG0L,,Postal Vote
DE_16076952,DE_16076952,Briefwahl,,,,,DEG0L,,Postal Vote
DE_16076953,DE_16076953,"Briefwahl EG Weida, Stadt",,,,,DEG0L,,Postal Vote
DE_16076954,DE_16076954,"Briefwahl EG Zeulenroda-Triebes, Stadt",,,,,DEG0L,,Postal Vote
DE_16076956,DE_16076956,Briefwahl EG Langenwetzendorf,,,,,DEG0L,,Postal Vote
DE_16076999,DE_16076999,Briefwahl für mehrere Gemeinden,,,,,DEG0L,,Postal Vote
DE_16077904,DE_16077904,Briefwahl VVG Pleißenaue,,,,,DEG0M,,Postal Vote
DE_16077905,DE_16077905,"Briefwahl Gemeinden Kriebitzsch, Lödla, Monstab und Rositz",,,,,DEG0M,,Postal Vote
DE_16077909,DE_16077909,Briefwahl VVG Oberes Sprottental,,,,,DEG0M,,Postal Vote
DE_16077925,DE_16077925,"Briefwahl Gemeinden Göhren, Göllnitz, Mehna und Starkenberg",,,,,DEG0M,,Postal Vote
DE_16077950,DE_16077950,"Briefwahl EG Gößnitz, Stadt",,,,,DEG0M,,Postal Vote
DE_16077951,DE_16077951,Briefwahl EG Nobitz,,,,,DEG0M,,Postal Vote
DE_16077952,DE_16077952,"Briefwahl EG Schmölln, Stadt",,,,,DEG0M,,Postal Vote
DE_16077980,DE_16077980,Briefwahl,,,,,DEG0M,,Postal Vote
DE_16077999,DE_16077999,Briefwahl für mehrere Gemeinden,,,,,DEG0M,,Postal Vote
EE_EEYY97,EE_EEYY97,Väljaspoolt ringkonda hääled,,,,,EE,,Electoral Constituency
EE_EEYY98,EE_EEYY98,Eesti (invalid votes),,,,,EE,,Electoral Constituency
EE_EEYY99,EE_EEYY99,E-hääled,,,,,EE,,E-Voting
EE_EEZZ99,EE_EEZZ99,välisriigid,,,,,EE,,Voters Abroad
EE_MA01,EE_MA01,Harju maakond,,,,,EE001,,Electoral Constituency
EE_MA02,EE_MA02,Hiiu maakond,,,,,EE004,,Electoral Constituency
EE_MA03,EE_MA03,Ida-Viru maakond,,,,,EE007,,Electoral Constituency
EE_MA04,EE_MA04,Järva maakond,,,,,EE006,,Electoral Constituency
EE_MA05,EE_MA05,Jõgeva maakond,,,,,EE008,,Electoral Constituency
EE_MA06,EE_MA06,Lääne-Viru maakond,,,,,EE,,Electoral Constituency
EE_MA07,EE_MA07,Lääne maakond,,,,,EE004,,Electoral Constituency
EE_MA08,EE_MA08,Pärnu maakond,,,,,EE004,,Electoral Constituency
EE_MA09,EE_MA09,Põlva maakond,,,,,EE008,,Electoral Constituency
EE_MA10,EE_MA10,Rapla maakond,,,,,EE006,,Electoral Constituency
EE_MA11,EE_MA11,Saare maakond,,,,,EE004,,Electoral Constituency
EE_MA12,EE_MA12,Tartu maakond,,,,,EE008,,Electoral Constituency
EE_MA13,EE_MA13,Valga maakond,,,,,EE008,,Electoral Constituency
EE_MA14,EE_MA14,Viljandi maakond,,,,,EE008,,Electoral Constituency
EE_MA15,EE_MA15,Võru maakond,,,,,EE008,,Electoral Constituency
EL_ELYY99,EL_ELYY99,Votes outside any municipality,,,,,EL,,Electoral Constituency
EL_ELZZ99,EL_ELZZ99,Εξωτερικού,,,,,EL,,Voters Abroad
EL_ELZZAE,EL_ELZZAE,Citizens of Greece living in United Arab Emirates,,,,,EL,,Voters Abroad
EL_ELZZAL,EL_ELZZAL,Citizens of Greece living in Albania,,,,,EL,,Voters Abroad
EL_ELZZAT,EL_ELZZAT,Citizens of Greece living in Austria,,,,,EL,,Voters Abroad
EL_ELZZAU,EL_ELZZAU,Citizens of Greece living in Australia,,,,,EL,,Voters Abroad
EL_ELZZBE,EL_ELZZBE,Citizens of Greece living in Belgium,,,,,EL,,Voters Abroad
EL_ELZZBG,EL_ELZZBG,Citizens of Greece living in Bulgaria,,,,,EL,,Voters Abroad
EL_ELZZCA,EL_ELZZCA,Citizens of Greece living in Canada,,,,,EL,,Voters Abroad
EL_ELZZCH,EL_ELZZCH,Citizens of Greece living in Switzerland,,,,,EL,,Voters Abroad
EL_ELZZCY,EL_ELZZCY,Citizens of Greece living in Cyprus,,,,,EL,,Voters Abroad
EL_ELZZCZ,EL_ELZZCZ,Citizens of Greece living in Czechia,,,,,EL,,Voters Abroad
EL_ELZZDE,EL_ELZZDE,Citizens of Greece living in Germany,,,,,EL,,Voters Abroad
EL_ELZZDK,EL_ELZZDK,Citizens of Greece living in Denmark,,,,,EL,,Voters Abroad
EL_ELZZEG,EL_ELZZEG,Citizens of Greece living in Egypt,,,,,EL,,Voters Abroad
EL_ELZZES,EL_ELZZES,Citizens of Greece living in Spain,,,,,EL,,Voters Abroad
EL_ELZZFI,EL_ELZZFI,Citizens of Greece living in Finland,,,,,EL,,Voters Abroad
EL_ELZZFR,EL_ELZZFR,Citizens of Greece living in France,,,,,EL,,Voters Abroad
EL_ELZZGB,EL_ELZZGB,Citizens of Greece living in United Kingdom,,,,,EL,,Voters Abroad
EL_ELZZHU,EL_ELZZHU,Citizens of Greece living in Hungary,,,,,EL,,Voters Abroad
