gisco_id,id,name_or,level,start_date,end_date,predecessors,parent,names,type
BE_K00123,BE_K00123,Electoral Canton Maasmechelen,,,,,BE223,,Electoral Constituency
BE_K00124,BE_K00124,Electoral Canton Malines,,,,,BE212,,Electoral Constituency
BE_K00125,BE_K00125,Electoral Canton Malmedy,,,,,BE333,,Electoral Constituency
BE_K00126,BE_K00126,Electoral Canton Marche-en-Famenne,,,,,BE343,,Electoral Constituency
BE_K00127,BE_K00127,Electoral Canton Meise,,,,,BE241,,Electoral Constituency
BE_K00128,BE_K00128,Electoral Canton Menin,,,,,BE254,,Electoral Constituency
BE_K00129,BE_K00129,Electoral Canton Merbes-le-Château,,,,,BE326,,Electoral Constituency
BE_K00130,BE_K00130,Electoral Canton Merelbeke,,,,,BE234,,Electoral Constituency
BE_K00131,BE_K00131,Electoral Canton Messancy,,,,,BE341,,Electoral Constituency
BE_K00132,BE_K00132,Electoral Canton Messines,,,,,BE253,,Electoral Constituency
BE_K00133,BE_K00133,Electoral Canton Meulebeke,,,,,BE257,,Electoral Constituency
BE_K00134,BE_K00134,Electoral Canton Mol,,,,,BE213,,Electoral Constituency
BE_K00135,BE_K00135,Electoral Canton Molenbeek-Saint-Jean,,,,,BE100,,Electoral Constituency
BE_K00136,BE_K00136,Electoral Canton Mons,,,,,BE323,,Electoral Constituency
BE_K00137,BE_K00137,Electoral Canton Mouscron,,,,,BE324,,Electoral Constituency
BE_K00138,BE_K00138,Electoral Canton Namur,,,,,BE352,,Electoral Constituency
BE_K00139,BE_K00139,Electoral Canton Nandrin,,,,,BE331,,Electoral Constituency
BE_K00140,BE_K00140,Electoral Canton Nassogne,,,,,BE343,,Electoral Constituency
BE_K00141,BE_K00141,Electoral Canton Nazareth,,,,,BE234,,Electoral Constituency
BE_K00142,BE_K00142,Electoral Canton Neerpelt,,,,,BE222,,Electoral Constituency
BE_K00143,BE_K00143,Electoral Canton Neufchâteau,,,,,BE344,,Electoral Constituency
BE_K00144,BE_K00144,Electoral Canton Nevele,,,,,BE234,,Electoral Constituency
BE_K00145,BE_K00145,Electoral Canton Nieuport,,,,,BE258,,Electoral Constituency
BE_K00146,BE_K00146,Electoral Canton Ninove,,,,,BE231,,Electoral Constituency
BE_K00147,BE_K00147,Electoral Canton Nivelles,,,,,BE310,,Electoral Constituency
BE_K00148,BE_K00148,Electoral Canton Oostrozebeke,,,,,BE257,,Electoral Constituency
BE_K00149,BE_K00149,Electoral Canton Ostende,,,,,BE255,,Electoral Constituency
BE_K00150,BE_K00150,Electoral Canton Péruwelz,,,,,BE327,,Electoral Constituency
BE_K00151,BE_K00151,Electoral Canton Paliseul,,,,,BE344,,Electoral Constituency
BE_K00152,BE_K00152,Electoral Canton Peer,,,,,BE222,,Electoral Constituency
BE_K00153,BE_K00153,Electoral Canton Perwez,,,,,BE310,,Electoral Constituency
BE_K00154,BE_K00154,Electoral Canton Philippeville,,,,,BE353,,Electoral Constituency
BE_K00155,BE_K00155,Electoral Canton Poperinge,,,,,BE253,,Electoral Constituency
BE_K00156,BE_K00156,Electoral Canton Puurs,,,,,BE212,,Electoral Constituency
BE_K00157,BE_K00157,Electoral Canton Renaix,,,,,BE235,,Electoral Constituency
BE_K00158,BE_K00158,Electoral Canton Riemst,,,,,BE223,,Electoral Constituency
BE_K00159,BE_K00159,Electoral Canton Rochefort,,,,,BE351,,Electoral Constituency
BE_K00160,BE_K00160,Electoral Canton Roulers,,,,,BE256,,Electoral Constituency
BE_K00161,BE_K00161,Electoral Canton Ruiselede,,,,,BE257,,Electoral Constituency
BE_K00162,BE_K00162,Electoral Canton Saint-Gilles,,,,,BE100,,Electoral Constituency
BE_K00163,BE_K00163,Electoral Canton Saint-Hubert,,,,,BE344,,Electoral Constituency
BE_K00164,BE_K00164,Electoral Canton Saint-Josse,,,,,BE100,,Electoral Constituency
BE_K00165,BE_K00165,Electoral Canton Saint-Nicolas,,,,,BE236,,Electoral Constituency
BE_K00167,BE_K00167,Electoral Canton Saint-Trond,,,,,BE221,,Electoral Constituency
BE_K00168,BE_K00168,Electoral Canton Saint-Vith,,,,,BE333,,Electoral Constituency
BE_K00169,BE_K00169,Electoral Canton Sainte-Ode,,,,,BE342,,Electoral Constituency
BE_K00170,BE_K00170,Electoral Canton Schaerbeek,,,,,BE100,,Electoral Constituency
BE_K00171,BE_K00171,Electoral Canton Seneffe,,,,,BE322,,Electoral Constituency
BE_K00172,BE_K00172,Electoral Canton Seraing,,,,,BE332,,Electoral Constituency
BE_K00173,BE_K00173,Electoral Canton Sint-Gillis-Waas,,,,,BE236,,Electoral Constituency
BE_K00174,BE_K00174,Electoral Canton Soignies,,,,,BE325,,Electoral Constituency
BE_K00175,BE_K00175,Electoral Canton Spa,,,,,BE333,,Electoral Constituency
BE_K00176,BE_K00176,Electoral Canton Stavelot,,,,,BE333,,Electoral Constituency
BE_K00177,BE_K00177,Electoral Canton Tamise,,,,,BE236,,Electoral Constituency
BE_K00178,BE_K00178,Electoral Canton Termonde,,,,,BE232,,Electoral Constituency
BE_K00179,BE_K00179,Electoral Canton Thuin,,,,,BE326,,Electoral Constituency
BE_K00180,BE_K00180,Electoral Canton Tielt,,,,,BE257,,Electoral Constituency
BE_K00181,BE_K00181,Electoral Canton Tirlemont,,,,,BE242,,Electoral Constituency
BE_K00182,BE_K00182,Electoral Canton Tongres,,,,,BE223,,Electoral Constituency
BE_K00183,BE_K00183,Electoral Canton Torhout,,,,,BE251,,Electoral Constituency
BE_K00184,BE_K00184,Electoral Canton Tournai,,,,,BE327,,Electoral Constituency
BE_K00185,BE_K00185,Electoral Canton Turnhout,,,,,BE213,,Electoral Constituency
BE_K00186,BE_K00186,Electoral Canton Uccle,,,,,BE100,,Electoral Constituency
BE_K00187,BE_K00187,Electoral Canton Verlaine,,,,,BE331,,Electoral Constituency
BE_K00188,BE_K00188,Electoral Canton Verviers,,,,,BE333,,Electoral Constituency
BE_K00189,BE_K00189,Electoral Canton Vielsalm,,,,,BE342,,Electoral Constituency
BE_K00190,BE_K00190,Electoral Canton Vilvorde,,,,,BE241,,Electoral Constituency
BE_K00191,BE_K00191,Electoral Canton Virton,,,,,BE345,,Electoral Constituency
BE_K00192,BE_K00192,Electoral Canton Visé,,,,,BE332,,Electoral Constituency
BE_K00193,BE_K00193,Electoral Canton Vleteren,,,,,BE253,,Electoral Constituency
BE_K00194,BE_K00194,Electoral Canton Waarschoot,,,,,BE234,,Electoral Constituency
BE_K00195,BE_K00195,Electoral Canton Walcourt,,,,,BE353,,Electoral Constituency
BE_K00196,BE_K00196,Electoral Canton Waremme,,,,,BE334,,Electoral Constituency
BE_K00197,BE_K00197,Electoral Canton Wavre,,,,,BE310,,Electoral Constituency
BE_K00198,BE_K00198,Electoral Canton Wellin,,,,,BE344,,Electoral Constituency
BE_K00199,BE_K00199,Electoral Canton Wervik,,,,,BE253,,Electoral Constituency
BE_K00200,BE_K00200,Electoral Canton Westerlo,,,,,BE213,,Electoral Constituency
BE_K00201,BE_K00201,Electoral Canton Wetteren,,,,,BE232,,Electoral Constituency
BE_K00202,BE_K00202,Electoral Canton Ypres,,,,,BE253,,Electoral Constituency
BE_K00203,BE_K00203,Electoral Canton Zandhoven,,,,,BE211,,Electoral Constituency
BE_K00204,BE_K00204,Electoral Canton Zaventem,,,,,BE241,,Electoral Constituency
BE_K00205,BE_K00205,Electoral Canton Zele,,,,,BE232,,Electoral Constituency
BE_K00206,BE_K00206,Electoral Canton Zomergem,,,,,BE234,,Electoral Constituency
BE_K00207,BE_K00207,Electoral Canton Zonnebeke,,,,,BE253,,Electoral Constituency
BE_K00208,BE_K00208,Electoral Canton Zottegem,,,,,BE231,,Electoral Constituency
BE_K00209,BE_K00209,Electoral Canton Oosterzele,,,,,BE234,,Electoral Constituency
BE_K00210,BE_K00210,Electoral Canton Rhode-Saint-Genèse,,,,,BE241,,Electoral Constituency
BE_K00211,BE_K00211,Electoral Canton Kruisem,,,,,BE235,,Electoral Constituency
BE_K00212,BE_K00212,Electoral Canton Lievegem,,,,,BE234,,Electoral Constituency
BE_K00214,BE_K00214,Electoral Canton Pelt,,,,,BE222,,Electoral Constituency
BE_K00215,BE_K00215,Electoral Canton Puurs-Saint-Amands,,,,,BE212,,Electoral Constituency
BE_K00216,BE_K00216,Electoral Canton Aalter,,,,,BE234,,Electoral Constituency
BE_K00217,BE_K00217,Electoral Canton Anderlues,,,,,BE326,,Electoral Constituency
BE_K00218,BE_K00218,Electoral Canton Pont-à-Celles,,,,,BE322,,Electoral Constituency
BE_K00219,BE_K00219,Electoral Canton Heuvelland,,,,,BE253,,Electoral Constituency
BE_K00220,BE_K00220,Electoral Canton Waregem,,,,,BE254,,Electoral Constituency
BE_KAE001,BE_KAE001,Foreign Voters - Anvers,,,,,BE21,,Voters Abroad
BE_KAE002,BE_KAE002,Foreign Voters - Brabant Wallon,,,,,BE31,,Voters Abroad
BE_KAE003,BE_KAE003,Foreign Voters - Bruxelles-Hal-Vilvorde,,,,,BE,,Voters Abroad
BE_KAE004,BE_KAE004,Foreign Voters - Flandre occidentale,,,,,BE25,,Voters Abroad
BE_KAE005,BE_KAE005,Foreign Voters - Flandre Orientale,,,,,BE23,,Voters Abroad
BE_KAE006,BE_KAE006,Foreign Voters - Hainaut,,,,,BE32,,Voters Abroad
BE_KAE007,BE_KAE007,Foreign Voters - Liège,,,,,BE33,,Voters Abroad
BE_KAE008,BE_KAE008,Foreign Voters - Limbourg,,,,,BE22,,Voters Abroad
BE_KAE009,BE_KAE009,Foreign Voters - Louvain,,,,,BE242,,Voters Abroad
BE_KAE010,BE_KAE010,Foreign Voters - Luxembourg,,,,,BE34,,Voters Abroad
BE_KAE011,BE_KAE011,Foreign Voters - Namur,,,,,BE35,,Voters Abroad
BE_KAE012,BE_KAE012,Foreign Voters - Speciaal Kanton,,,,,BE,,Voters Abroad
BE_KAE063,BE_KAE063,Foreign Voters - Deutschsprachiges Wahlkollegium,,,,,BE,,Voters Abroad
BE_KAE092,BE_KAE092,Foreign Voters - Collège électoral français,,,,,BE,,Voters Abroad
BG_BGZZ99,BG_BGZZ99,Citizens of Bulgaria living abroad,,,,,BG341,,Electoral Constituency
BG_BGZZAE,BG_BGZZAE,Citizens of Bulgaria living in United Arab Emirates,,,,,BG,,Voters Abroad
BG_BGZZAF,BG_BGZZAF,Citizens of Bulgaria living in Afghanistan,,,,,BG,,Voters Abroad
BG_BGZZAL,BG_BGZZAL,Citizens of Bulgaria living in Albania,,,,,BG,,Voters Abroad
BG_BGZZAM,BG_BGZZAM,Citizens of Bulgaria living in Armenia,,,,,BG,,Voters Abroad
BG_BGZZAR,BG_BGZZAR,Citizens of Bulgaria living in Argentina,,,,,BG,,Voters Abroad
BG_BGZZAT,BG_BGZZAT,Citizens of Bulgaria living in Austria,,,,,BG,,Voters Abroad
BG_BGZZAU,BG_BGZZAU,Citizens of Bulgaria living in Australia,,,,,BG,,Voters Abroad
BG_BGZZAZ,BG_BGZZAZ,Citizens of Bulgaria living in Azerbaijan,,,,,BG,,Voters Abroad
BG_BGZZBA,BG_BGZZBA,Citizens of Bulgaria living in Bosnia and Herzegovina,,,,,BG,,Voters Abroad
BG_BGZZBE,BG_BGZZBE,Citizens of Bulgaria living in Belgium,,,,,BG,,Voters Abroad
BG_BGZZBH,BG_BGZZBH,Citizens of Bulgaria living in Bahrain,,,,,BG,,Voters Abroad
BG_BGZZBR,BG_BGZZBR,Citizens of Bulgaria living in Brazil,,,,,BG,,Voters Abroad
BG_BGZZBY,BG_BGZZBY,Citizens of Bulgaria living in Belarus,,,,,BG,,Voters Abroad
BG_BGZZCA,BG_BGZZCA,Citizens of Bulgaria living in Canada,,,,,BG,,Voters Abroad
BG_BGZZCH,BG_BGZZCH,Citizens of Bulgaria living in Switzerland,,,,,BG,,Voters Abroad
BG_BGZZCL,BG_BGZZCL,Citizens of Bulgaria living in Chile,,,,,BG,,Voters Abroad
BG_BGZZCN,BG_BGZZCN,Citizens of Bulgaria living in China,,,,,BG,,Voters Abroad
BG_BGZZCU,BG_BGZZCU,Citizens of Bulgaria living in Cuba,,,,,BG,,Voters Abroad
BG_BGZZCY,BG_BGZZCY,Citizens of Bulgaria living in Cyprus,,,,,BG,,Voters Abroad
BG_BGZZCZ,BG_BGZZCZ,Citizens of Bulgaria living in Czechia,,,,,BG,,Voters Abroad
BG_BGZZDE,BG_BGZZDE,Citizens of Bulgaria living in Germany,,,,,BG,,Voters Abroad
BG_BGZZDK,BG_BGZZDK,Citizens of Bulgaria living in Denmark,,,,,BG,,Voters Abroad
BG_BGZZDO,BG_BGZZDO,Citizens of Bulgaria living in Dominican Republic,,,,,BG,,Voters Abroad
BG_BGZZDZ,BG_BGZZDZ,Citizens of Bulgaria living in Algeria,,,,,BG,,Voters Abroad
BG_BGZZEG,BG_BGZZEG,Citizens of Bulgaria living in Egypt,,,,,BG,,Voters Abroad
BG_BGZZEL,BG_BGZZEL,Citizens of Bulgaria living in Greece,,,,,BG,,Voters Abroad
BG_BGZZES,BG_BGZZES,Citizens of Bulgaria living in Spain,,,,,BG,,Voters Abroad
BG_BGZZFI,BG_BGZZFI,Citizens of Bulgaria living in Finland,,,,,BG,,Voters Abroad
BG_BGZZFR,BG_BGZZFR,Citizens of Bulgaria living in France,,,,,BG,,Voters Abroad
BG_BGZZGB,BG_BGZZGB,Citizens of Bulgaria living in United Kingdom,,,,,BG,,Voters Abroad
BG_BGZZGE,BG_BGZZGE,Citizens of Bulgaria living in Georgia,,,,,BG,,Voters Abroad
BG_BGZZHR,BG_BGZZHR,Citizens of Bulgaria living in Croatia,,,,,BG,,Voters Abroad
BG_BGZZHU,BG_BGZZHU,Citizens of Bulgaria living in Hungary,,,,,BG,,Voters Abroad
BG_BGZZID,BG_BGZZID,Citizens of Bulgaria living in Indonesia,,,,,BG,,Voters Abroad
BG_BGZZIE,BG_BGZZIE,Citizens of Bulgaria living in Ireland,,,,,BG,,Voters Abroad
BG_BGZZIL,BG_BGZZIL,Citizens of Bulgaria living in Israel,,,,,BG,,Voters Abroad
BG_BGZZIN,BG_BGZZIN,Citizens of Bulgaria living in India,,,,,BG,,Voters Abroad
BG_BGZZIR,BG_BGZZIR,"Citizens of Bulgaria living in Iran, Islamic Republic of",,,,,BG,,Voters Abroad
BG_BGZZIS,BG_BGZZIS,Citizens of Bulgaria living in Iceland,,,,,BG,,Voters Abroad
BG_BGZZIT,BG_BGZZIT,Citizens of Bulgaria living in Italy,,,,,BG,,Voters Abroad
BG_BGZZJO,BG_BGZZJO,Citizens of Bulgaria living in Jordan,,,,,BG,,Voters Abroad
BG_BGZZJP,BG_BGZZJP,Citizens of Bulgaria living in Japan,,,,,BG,,Voters Abroad
BG_BGZZKR,BG_BGZZKR,"Citizens of Bulgaria living in Korea, Republic of",,,,,BG,,Voters Abroad
BG_BGZZKW,BG_BGZZKW,Citizens of Bulgaria living in Kuwait,,,,,BG,,Voters Abroad
BG_BGZZKZ,BG_BGZZKZ,Citizens of Bulgaria living in Kazakhstan,,,,,BG,,Voters Abroad
BG_BGZZLB,BG_BGZZLB,Citizens of Bulgaria living in Lebanon,,,,,BG,,Voters Abroad
BG_BGZZLT,BG_BGZZLT,Citizens of Bulgaria living in Lithuania,,,,,BG,,Voters Abroad
BG_BGZZLU,BG_BGZZLU,Citizens of Bulgaria living in Luxembourg,,,,,BG,,Voters Abroad
BG_BGZZLY,BG_BGZZLY,Citizens of Bulgaria living in Libya,,,,,BG,,Voters Abroad
BG_BGZZMA,BG_BGZZMA,Citizens of Bulgaria living in Morocco,,,,,BG,,Voters Abroad
BG_BGZZMD,BG_BGZZMD,"Citizens of Bulgaria living in Moldova, Republic of",,,,,BG,,Voters Abroad
BG_BGZZME,BG_BGZZME,Citizens of Bulgaria living in Montenegro,,,,,BG,,Voters Abroad
BG_BGZZMK,BG_BGZZMK,Citizens of Bulgaria living in North Macedonia,,,,,BG,,Voters Abroad
BG_BGZZMT,BG_BGZZMT,Citizens of Bulgaria living in Malta,,,,,BG,,Voters Abroad
BG_BGZZMX,BG_BGZZMX,Citizens of Bulgaria living in Mexico,,,,,BG,,Voters Abroad
BG_BGZZMY,BG_BGZZMY,Citizens of Bulgaria living in Malaysia,,,,,BG,,Voters Abroad
BG_BGZZNG,BG_BGZZNG,Citizens of Bulgaria living in Nigeria,,,,,BG,,Voters Abroad
BG_BGZZNL,BG_BGZZNL,Citizens of Bulgaria living in Netherlands,,,,,BG,,Voters Abroad
BG_BGZZNO,BG_BGZZNO,Citizens of Bulgaria living in Norway,,,,,BG,,Voters Abroad
BG_BGZZNZ,BG_BGZZNZ,Citizens of Bulgaria living in New Zealand,,,,,BG,,Voters Abroad
BG_BGZZPL,BG_BGZZPL,Citizens of Bulgaria living in Poland,,,,,BG,,Voters Abroad
BG_BGZZPS,BG_BGZZPS,"Citizens of Bulgaria living in Palestine, State of",,,,,BG,,Voters Abroad
BG_BGZZPT,BG_BGZZPT,Citizens of Bulgaria living in Portugal,,,,,BG,,Voters Abroad
BG_BGZZQA,BG_BGZZQA,Citizens of Bulgaria living in Qatar,,,,,BG,,Voters Abroad
BG_BGZZRO,BG_BGZZRO,Citizens of Bulgaria living in Romania,,,,,BG,,Voters Abroad
BG_BGZZRS,BG_BGZZRS,Citizens of Bulgaria living in Serbia,,,,,BG,,Voters Abroad
BG_BGZZRU,BG_BGZZRU,Citizens of Bulgaria living in Russian Federation,,,,,BG,,Voters Abroad
BG_BGZZSA,BG_BGZZSA,Citizens of Bulgaria living in Saudi Arabia,,,,,BG,,Voters Abroad
BG_BGZZSE,BG_BGZZSE,Citizens of Bulgaria living in Sweden,,,,,BG,,Voters Abroad
BG_BGZZSG,BG_BGZZSG,Citizens of Bulgaria living in Singapore,,,,,BG,,Voters Abroad
BG_BGZZSI,BG_BGZZSI,Citizens of Bulgaria living in Slovenia,,,,,BG,,Voters Abroad
BG_BGZZSK,BG_BGZZSK,Citizens of Bulgaria living in Slovakia,,,,,BG,,Voters Abroad
BG_BGZZSY,BG_BGZZSY,Citizens of Bulgaria living in Syrian Arab Republic,,,,,BG,,Voters Abroad
BG_BGZZTH,BG_BGZZTH,Citizens of Bulgaria living in Thailand,,,,,BG,,Voters Abroad
BG_BGZZTN,BG_BGZZTN,Citizens of Bulgaria living in Tunisia,,,,,BG,,Voters Abroad
BG_BGZZTR,BG_BGZZTR,Citizens of Bulgaria living in Türkiye,,,,,BG,,Voters Abroad
BG_BGZZUA,BG_BGZZUA,Citizens of Bulgaria living in Ukraine,,,,,BG,,Voters Abroad
BG_BGZZUS,BG_BGZZUS,Citizens of Bulgaria living in United States,,,,,BG,,Voters Abroad
BG_BGZZUZ,BG_BGZZUZ,Citizens of Bulgaria living in Uzbekistan,,,,,BG,,Voters Abroad
BG_BGZZVN,BG_BGZZVN,Citizens of Bulgaria living in Viet Nam,,,,,BG,,Voters Abroad
BG_BGZZXK,BG_BGZZXK,Citizens of Bulgaria living in Kosovo,,,,,BG,,Voters Abroad
BG_BGZZZA,BG_BGZZZA,Citizens of Bulgaria living in South Africa,,,,,BG,,Voters Abroad
CH_19010,CH_19010,ZH-Ausland-CH,,,,,CH040,,Voters Abroad
CH_19030,CH_19030,LU-Ausland-CH,,,,,CH061,,Voters Abroad
CH_19040,CH_19040,UR-Ausland-CH,,,,,CH062,,Voters Abroad
CH_19100,CH_19100,FR-CH de l'étranger,,,,,CH022,,Voters Abroad
CH_19120,CH_19120,BS-Ausland-CH,,,,,CH031,,Voters Abroad
CH_19160,CH_19160,AI-Ausland-CH,,,,,CH054,,Voters Abroad
CH_19170,CH_19170,SG-Ausland-CH,,,,,CH055,,Voters Abroad
CH_19190,CH_19190,AG-Ausland-CH,,,,,CH033,,Voters Abroad
CH_19200,CH_19200,TG-Ausland-CH,,,,,CH057,,Voters Abroad
CH_19220,CH_19220,VD-CH de l'étranger,,,,,CH011,,Voters Abroad
CH_19230,CH_19230,VS-CH de l'étranger,,,,,CH012,,Voters Abroad
CH_19250,CH_19250,GE-CH de l'étranger,,,,,CH013,,Voters Abroad
CH_9000,CH_9000,Auslandschweizer in Kantonen mit separater Auszählung,,,,,CH,,Voters Abroad
CH_9010,CH_9010,ZH-Ausland-CH,,,,,CH040,,Voters Abroad
CH_9030,CH_9030,LU-Ausland-CH,,,,,CH061,,Voters Abroad
CH_9040,CH_9040,UR-Ausland-CH,,,,,CH062,,Voters Abroad
CH_9100,CH_9100,FR-CH de l'étranger,,,,,CH022,,Voters Abroad
CH_9120,CH_9120,BS-Ausland-CH,,,,,CH031,,Voters Abroad
CH_9160,CH_9160,AI-Ausland-CH,,,,,CH054,,Voters Abroad
CH_9170,CH_9170,SG-Ausland-CH,,,,,CH055,,Voters Abroad
CH_9190,CH_9190,AG-Ausland-CH,,,,,CH033,,Voters Abroad
CH_9200,CH_9200,TG-Ausland-CH,,,,,CH057,,Voters Abroad
CH_9220,CH_9220,VD-CH de l'étranger,,,,,CH011,,Voters Abroad
CH_9230,CH_9230,VS-CH de l'étranger,,,,,CH012,,Voters Abroad
CH_9250,CH_9250,GE-CH de l'étranger,,,,,CH013,,Voters Abroad
CY_CYZZAE,CY_CYZZAE,Citizens of Cyprus living in United Arab Emirates,,,,,CY,,Voters Abroad
CY_CYZZBE,CY_CYZZBE,Citizens of Cyprus living in Belgium,,,,,CY,,Voters Abroad
CY_CYZZBG,CY_CYZZBG,Citizens of Cyprus living in Bulgaria,,,,,CY,,Voters Abroad
CY_CYZZCZ,CY_CYZZCZ,Citizens of Cyprus living in Czechia,,,,,CY,,Voters Abroad
CY_CYZZDE,CY_CYZZDE,Citizens of Cyprus living in Germany,,,,,CY,,Voters Abroad
CY_CYZZEL,CY_CYZZEL,Citizens of Cyprus living in Greece,,,,,CY,,Voters Abroad
CY_CYZZGB,CY_CYZZGB,Citizens of Cyprus living in United Kingdom,,,,,CY,,Voters Abroad
CY_CYZZHU,CY_CYZZHU,Citizens of Cyprus living in Hungary,,,,,CY,,Voters Abroad
CY_CYZZIT,CY_CYZZIT,Citizens of Cyprus living in Italy,,,,,CY,,Voters Abroad
CY_CYZZQA,CY_CYZZQA,Citizens of Cyprus living in Qatar,,,,,CY,,Voters Abroad
CY_CYZZRU,CY_CYZZRU,Citizens of Cyprus living in Russian Federation,,,,,CY,,Voters Abroad
CZ_CZZZAE,CZ_CZZZAE,Citizens of Czech Republic living in United Arab Emirates,,,,,CZ,,Voters Abroad
CZ_CZZZAF,CZ_CZZZAF,Citizens of Czech Republic living in Afghanistan,,,,,CZ,,Voters Abroad
CZ_CZZZAL,CZ_CZZZAL,Citizens of Czech Republic living in Albania,,,,,CZ,,Voters Abroad
CZ_CZZZAM,CZ_CZZZAM,Citizens of Czech Republic living in Armenia,,,,,CZ,,Voters Abroad
CZ_CZZZAO,CZ_CZZZAO,Citizens of Czech Republic living in Angola,,,,,CZ,,Voters Abroad
CZ_CZZZAR,CZ_CZZZAR,Citizens of Czech Republic living in Argentina,,,,,CZ,,Voters Abroad
CZ_CZZZAT,CZ_CZZZAT,Citizens of Czech Republic living in Austria,,,,,CZ,,Voters Abroad
CZ_CZZZAU,CZ_CZZZAU,Citizens of Czech Republic living in Australia,,,,,CZ,,Voters Abroad
CZ_CZZZAZ,CZ_CZZZAZ,Citizens of Czech Republic living in Azerbaijan,,,,,CZ,,Voters Abroad
CZ_CZZZBA,CZ_CZZZBA,Citizens of Czech Republic living in Bosnia and Herzegovina,,,,,CZ,,Voters Abroad
CZ_CZZZBE,CZ_CZZZBE,Citizens of Czech Republic living in Belgium,,,,,CZ,,Voters Abroad
CZ_CZZZBG,CZ_CZZZBG,Citizens of Czech Republic living in Bulgaria,,,,,CZ,,Voters Abroad
CZ_CZZZBR,CZ_CZZZBR,Citizens of Czech Republic living in Brazil,,,,,CZ,,Voters Abroad
CZ_CZZZBY,CZ_CZZZBY,Citizens of Czech Republic living in Belarus,,,,,CZ,,Voters Abroad
CZ_CZZZCA,CZ_CZZZCA,Citizens of Czech Republic living in Canada,,,,,CZ,,Voters Abroad
CZ_CZZZCD,CZ_CZZZCD,"Citizens of Czech Republic living in Congo, The Democratic Republic of the",,,,,CZ,,Voters Abroad
CZ_CZZZCH,CZ_CZZZCH,Citizens of Czech Republic living in Switzerland,,,,,CZ,,Voters Abroad
CZ_CZZZCI,CZ_CZZZCI,Citizens of Czech Republic living in Côte d'Ivoire,,,,,CZ,,Voters Abroad
CZ_CZZZCL,CZ_CZZZCL,Citizens of Czech Republic living in Chile,,,,,CZ,,Voters Abroad
CZ_CZZZCN,CZ_CZZZCN,Citizens of Czech Republic living in China,,,,,CZ,,Voters Abroad
CZ_CZZZCO,CZ_CZZZCO,Citizens of Czech Republic living in Colombia,,,,,CZ,,Voters Abroad
CZ_CZZZCR,CZ_CZZZCR,Citizens of Czech Republic living in Costa Rica,,,,,CZ,,Voters Abroad
CZ_CZZZCS,CZ_CZZZCS,Citizens of Czech Republic living in Serbia and Montenegro,,,,,CZ,,Voters Abroad
CZ_CZZZCU,CZ_CZZZCU,Citizens of Czech Republic living in Cuba,,,,,CZ,,Voters Abroad
CZ_CZZZCY,CZ_CZZZCY,Citizens of Czech Republic living in Cyprus,,,,,CZ,,Voters Abroad
CZ_CZZZDE,CZ_CZZZDE,Citizens of Czech Republic living in Germany,,,,,CZ,,Voters Abroad
CZ_CZZZDK,CZ_CZZZDK,Citizens of Czech Republic living in Denmark,,,,,CZ,,Voters Abroad
CZ_CZZZDZ,CZ_CZZZDZ,Citizens of Czech Republic living in Algeria,,,,,CZ,,Voters Abroad
CZ_CZZZEE,CZ_CZZZEE,Citizens of Czech Republic living in Estonia,,,,,CZ,,Voters Abroad
CZ_CZZZEG,CZ_CZZZEG,Citizens of Czech Republic living in Egypt,,,,,CZ,,Voters Abroad
CZ_CZZZEL,CZ_CZZZEL,Citizens of Czech Republic living in Greece,,,,,CZ,,Voters Abroad
CZ_CZZZES,CZ_CZZZES,Citizens of Czech Republic living in Spain,,,,,CZ,,Voters Abroad
CZ_CZZZET,CZ_CZZZET,Citizens of Czech Republic living in Ethiopia,,,,,CZ,,Voters Abroad
CZ_CZZZFI,CZ_CZZZFI,Citizens of Czech Republic living in Finland,,,,,CZ,,Voters Abroad
CZ_CZZZFR,CZ_CZZZFR,Citizens of Czech Republic living in France,,,,,CZ,,Voters Abroad
CZ_CZZZGB,CZ_CZZZGB,Citizens of Czech Republic living in United Kingdom,,,,,CZ,,Voters Abroad
CZ_CZZZGE,CZ_CZZZGE,Citizens of Czech Republic living in Georgia,,,,,CZ,,Voters Abroad
CZ_CZZZGH,CZ_CZZZGH,Citizens of Czech Republic living in Ghana,,,,,CZ,,Voters Abroad
CZ_CZZZHR,CZ_CZZZHR,Citizens of Czech Republic living in Croatia,,,,,CZ,,Voters Abroad
CZ_CZZZHU,CZ_CZZZHU,Citizens of Czech Republic living in Hungary,,,,,CZ,,Voters Abroad
CZ_CZZZID,CZ_CZZZID,Citizens of Czech Republic living in Indonesia,,,,,CZ,,Voters Abroad
CZ_CZZZIE,CZ_CZZZIE,Citizens of Czech Republic living in Ireland,,,,,CZ,,Voters Abroad
CZ_CZZZIL,CZ_CZZZIL,Citizens of Czech Republic living in Israel,,,,,CZ,,Voters Abroad
CZ_CZZZIN,CZ_CZZZIN,Citizens of Czech Republic living in India,,,,,CZ,,Voters Abroad
CZ_CZZZIQ,CZ_CZZZIQ,Citizens of Czech Republic living in Iraq,,,,,CZ,,Voters Abroad
CZ_CZZZIR,CZ_CZZZIR,"Citizens of Czech Republic living in Iran, Islamic Republic of",,,,,CZ,,Voters Abroad
