gisco_id,name,registered,turnout,invalid,blank,Abeceda,AMD,AM,ASH-DSŽ-SP-SUH,ABH,ABH-JH,A-HSS,DC,GR-MS,HRAST,HČSP,HDZ-HSP-BUZ,HRS,HSLS-HSS,HSP,HDSSB-HDSSD-Zeleni HR,HL,KLGB,NS-NSS,NSH,OS,PS,HB,SDP-HNS-HSU,SRP,HSU,ZNL,ZZ
HR_05789,Magadenovac,1541,451,41,0,3,5,3,6,4,4,0,1,0,3,1,75,2,42,9,65,15,3,4,8,3,1,5,130,3,9,2,4
HR_05797,Vladislavci,1703,331,11,0,5,1,3,3,4,7,0,3,3,2,2,104,4,10,7,59,15,2,5,1,1,1,3,72,0,2,1,0
HR_05819,Pirovac,1885,451,38,0,5,12,5,8,8,6,2,2,2,7,2,122,2,48,10,1,8,5,1,2,5,6,2,136,0,4,0,2
HR_05827,Rogoznica,2623,663,33,0,7,3,10,4,2,2,3,2,2,6,11,327,4,10,8,4,15,12,1,3,7,5,1,162,3,10,0,6
HR_05835,Privlaka,2507,490,19,0,3,2,3,2,1,2,1,1,0,11,2,294,1,22,3,26,6,0,1,1,2,3,0,79,0,2,0,3
HR_05843,Vođinci,1520,274,14,0,1,0,5,2,2,3,1,1,1,12,1,127,1,23,8,12,9,2,2,0,0,1,1,38,1,4,2,0
HR_05851,Dugopolje,2857,740,43,0,3,1,7,4,3,4,7,2,2,10,5,461,3,21,9,2,10,8,3,0,4,7,6,106,2,3,2,2
HR_05860,Lecevica,577,113,7,0,2,0,0,2,0,0,0,0,1,2,4,81,0,2,1,0,1,0,1,0,2,1,0,4,0,2,0,0
HR_05878,Lokvicici,840,175,8,0,1,2,0,1,0,0,1,1,1,0,1,136,2,2,0,2,1,1,0,0,1,0,0,12,0,2,0,0
HR_05886,Okrug,4045,683,30,0,2,3,6,4,2,1,2,0,2,7,3,299,0,7,23,9,22,5,1,2,2,1,2,234,3,3,1,7
HR_05894,Prgomet,587,136,13,0,3,0,5,3,1,2,0,0,1,2,0,85,0,0,2,2,2,0,0,0,1,0,0,11,1,2,0,0
HR_05908,Primorski Dolac,636,65,2,0,1,0,2,0,1,1,0,0,0,0,0,46,0,2,0,1,0,0,0,0,3,0,0,5,0,1,0,0
HR_05916,Runovici,2106,408,11,0,0,2,6,2,1,3,0,1,1,12,11,280,1,22,11,5,2,2,2,1,1,2,2,24,0,1,0,2
HR_05924,Sutivan,972,318,18,0,2,1,6,2,3,0,0,1,4,5,3,118,2,2,3,0,8,6,1,0,1,0,0,124,1,2,1,4
HR_05932,Tucepi,1674,427,28,0,3,2,11,7,4,1,2,2,1,6,11,137,0,3,8,1,13,11,1,3,3,2,3,161,1,1,0,1
HR_05959,Zadvarje,234,85,11,0,1,0,1,1,1,0,0,0,3,1,1,25,1,1,0,1,2,7,0,1,1,1,0,24,0,0,0,1
HR_05967,Karojba,1179,231,10,0,1,3,6,2,1,3,1,1,0,16,2,47,3,2,0,0,4,99,0,0,2,2,0,19,0,5,0,2
HR_05975,Kaštelir-Labinci / Castelliere-S. Domenica,1285,196,16,0,0,0,2,0,1,0,1,0,2,6,0,20,1,4,1,1,7,79,1,1,1,2,1,46,1,2,0,0
HR_05983,Dubrovacko primorje,2045,697,50,0,3,3,9,1,3,3,1,6,3,9,5,385,2,19,7,1,17,29,0,6,0,1,2,111,2,7,1,11
HR_05991,Janjina,581,174,9,0,2,0,2,1,2,1,1,0,0,2,1,68,2,3,0,2,10,2,0,0,0,1,0,62,1,2,0,0
HR_06009,Lumbarda,1073,221,7,0,3,4,2,3,1,0,1,0,1,9,1,101,2,12,5,0,1,0,0,1,4,3,1,48,0,8,0,3
HR_06017,Trpanj,796,239,10,0,3,1,5,2,0,4,0,0,1,2,3,85,1,6,6,0,6,5,0,2,4,0,1,78,2,9,0,3
HR_06025,Župa dubrovačka,7309,1094,41,0,5,4,8,5,2,5,5,14,19,37,6,573,4,12,16,5,41,16,1,5,8,4,3,223,4,18,2,8
HR_06033,Dekanovec,669,152,7,0,1,1,2,0,1,3,1,0,3,1,0,55,0,0,4,1,30,1,0,0,1,0,1,36,0,2,0,1
HR_06041,Gornji Mihaljevec,1631,243,13,0,1,0,1,0,5,6,0,1,9,2,1,45,2,23,4,0,40,0,0,1,1,13,0,62,1,9,0,3
HR_06050,Orehovica,2060,271,13,0,7,1,4,10,1,1,0,3,2,7,0,39,2,8,0,1,42,2,0,2,2,3,1,116,3,1,0,0
HR_06068,Strahoninec,2263,427,29,0,3,0,6,5,0,2,1,1,9,40,0,41,1,14,0,0,75,4,0,0,1,7,2,173,4,7,0,2
HR_06076,Sveta Marija,1967,320,20,0,1,2,3,5,0,3,2,4,12,2,0,23,0,75,4,0,50,11,0,1,2,0,1,91,0,4,0,4
HR_06084,Senkovec,2429,498,29,0,4,1,8,6,2,3,1,2,19,24,5,65,0,11,2,0,91,5,0,0,2,9,0,199,1,6,0,3
HR_06092,Jagodnjak,1883,149,8,0,4,1,5,1,0,0,1,1,0,0,0,20,1,3,2,19,1,1,29,2,3,0,0,42,2,2,0,1
HR_06106,Markusica,2323,197,19,0,0,0,4,2,0,1,0,3,1,1,1,4,0,3,1,4,4,0,36,1,2,2,1,88,4,5,2,8
HR_06122,Negoslavci,1218,24,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,1,0,0,9,0,2,0,0
HR_06149,Sodolovci,1684,257,18,0,4,1,3,5,1,1,2,0,0,0,0,6,5,7,1,24,5,0,53,3,1,1,0,104,1,7,0,4
HR_06165,Podravske Sesvete,1327,199,19,0,2,1,0,0,0,0,1,1,0,6,0,72,1,2,3,1,8,0,0,3,1,1,3,73,0,0,0,1
HR_06173,Murter - Kornati,1863,416,18,0,0,5,3,0,2,2,2,5,1,3,2,98,1,131,4,3,4,6,0,1,1,4,2,108,0,5,1,4
HR_06181,Gornja Rijeka,1326,357,24,0,2,2,5,2,1,14,2,0,1,3,2,73,4,128,2,1,12,2,0,1,0,3,0,70,1,0,0,2
HR_06190,Fažana / Fasana,3405,870,40,0,2,3,13,2,4,5,1,4,5,4,4,83,1,2,5,3,27,307,4,1,3,5,5,301,5,18,0,13
HR_06203,Pribislavec,2342,276,12,0,1,2,3,0,1,1,0,1,4,9,1,29,1,7,5,1,59,2,0,2,4,7,1,115,2,6,0,0
HR_06211,Bilice,2055,275,18,0,1,2,1,0,1,1,2,0,2,6,2,120,2,7,5,3,8,4,0,0,2,0,2,77,0,7,1,1
HR_06220,Kolan,727,211,0,0,0,1,2,0,2,1,0,1,2,2,4,56,1,75,2,1,6,7,0,0,0,0,1,44,1,1,0,1
HR_06238,Kamanje,817,231,16,0,5,2,5,2,0,7,4,0,0,2,4,54,1,4,2,1,8,5,1,1,1,1,2,96,1,1,0,5
HR_06246,Lopar,1095,449,37,0,4,0,3,2,2,1,1,0,0,2,1,256,1,9,13,2,3,2,0,1,2,2,5,95,0,1,0,4
HR_06254,Vrsi,2061,473,16,0,7,3,3,4,1,4,0,1,2,11,1,275,0,2,0,0,22,6,1,0,0,3,0,104,2,2,1,2
HR_06262,Tribunj,1552,374,17,0,1,1,5,5,1,4,2,0,5,3,0,129,1,38,5,0,16,4,1,0,2,0,1,121,4,6,0,2
HR_06289,Štitar,1941,261,12,0,2,3,3,2,1,3,1,0,0,2,2,108,3,21,2,33,5,0,0,1,1,0,1,47,1,5,0,2
HR_06297,Funtana / Fontane,835,218,7,0,1,0,2,4,0,0,0,3,1,0,0,43,1,1,2,2,10,99,5,0,2,3,0,28,1,2,0,1
HR_06319,Tar-Vabriga / Torre-Abrega,1827,340,18,0,3,0,8,6,1,2,0,2,1,3,4,25,2,1,0,1,15,142,0,1,2,8,1,80,2,8,3,1
HR_HRZZAF,Citizens of Croatia living in Afghanistan,0,164,11,0,3,0,10,1,1,8,2,2,1,6,3,32,0,3,7,12,15,6,0,0,1,11,5,19,1,1,0,3
HR_HRZZAL,Citizens of Croatia living in Albania,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HR_HRZZAR,Citizens of Croatia living in Argentina,0,125,0,0,0,0,0,0,0,0,0,5,0,8,2,90,3,1,1,1,2,2,0,0,0,1,0,3,1,0,2,3
HR_HRZZAT,Citizens of Croatia living in Austria,0,99,1,0,1,0,2,0,0,0,0,0,0,3,0,58,0,1,4,4,3,2,0,0,0,1,0,16,1,0,0,2
HR_HRZZAU,Citizens of Croatia living in Australia,0,225,5,0,2,2,2,0,20,2,0,2,0,6,10,150,1,4,1,2,3,0,1,0,1,2,3,5,0,0,0,1
HR_HRZZBA,Citizens of Croatia living in Bosnia and Herzegovina,0,2440,35,0,12,11,20,12,18,5,8,14,7,34,16,1771,9,7,21,27,19,18,7,7,10,12,20,260,11,28,5,16
HR_HRZZBE,Citizens of Croatia living in Belgium,0,156,1,0,0,1,2,0,0,0,0,2,0,3,1,56,0,2,2,6,10,7,0,0,1,5,1,45,0,0,0,11
HR_HRZZBG,Citizens of Croatia living in Bulgaria,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,5,0,0,1,1
HR_HRZZBR,Citizens of Croatia living in Brazil,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
HR_HRZZCA,Citizens of Croatia living in Canada,0,146,3,0,0,0,0,2,1,0,2,2,0,1,6,108,1,0,0,0,3,0,0,0,2,0,0,15,0,0,0,0
HR_HRZZCH,Citizens of Croatia living in Switzerland,0,153,1,0,0,0,1,1,0,1,0,1,0,16,4,93,0,4,0,5,4,5,0,0,0,2,3,12,0,0,0,0
HR_HRZZCL,Citizens of Croatia living in Chile,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,1,1,0,0,0,0,0,1,6,1,0,0,0
HR_HRZZCN,Citizens of Croatia living in China,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,1,6,0,0,0,0
HR_HRZZCZ,Citizens of Croatia living in Czechia,0,23,1,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,1,1,3,1,0,0,0,0,0,9,0,0,0,0
HR_HRZZDE,Citizens of Croatia living in Germany,0,1244,13,0,3,0,12,4,4,1,2,4,10,28,16,950,4,14,22,17,22,14,0,2,2,6,9,68,3,3,1,10
HR_HRZZDK,Citizens of Croatia living in Denmark,0,20,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,2,0,6,1,0,1,1
HR_HRZZDZ,Citizens of Croatia living in Algeria,0,28,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,1,1,1,1,1,0,0,0,0,1,16,0,0,0,0
HR_HRZZEG,Citizens of Croatia living in Egypt,0,14,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,1,3,0,3,0,0,0,0
HR_HRZZES,Citizens of Croatia living in Spain,0,15,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,1
HR_HRZZFI,Citizens of Croatia living in Finland,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,3,0,0,0,1
HR_HRZZFR,Citizens of Croatia living in France,0,86,2,0,1,0,1,1,0,0,0,2,0,0,1,48,0,1,4,1,1,2,0,2,0,2,3,11,0,0,1,2
HR_HRZZGB,Citizens of Croatia living in United Kingdom,0,32,1,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,5,1,0,0,0,1,0,4,3,0,1,1
HR_HRZZEL,Citizens of Croatia living in Greece,0,19,1,0,0,0,0,3,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0
HR_HRZZHU,Citizens of Croatia living in Hungary,0,25,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,1,0,5,2,0,0,0,0,0,8,0,0,0,1
HR_HRZZID,Citizens of Croatia living in Indonesia,0,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
HR_HRZZIE,Citizens of Croatia living in Ireland,0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,3,0,0,1,0
HR_HRZZIL,Citizens of Croatia living in Israel,0,17,2,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1
HR_HRZZIN,Citizens of Croatia living in India,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
HR_HRZZIT,Citizens of Croatia living in Italy,0,250,2,0,4,0,2,2,3,1,2,2,2,48,1,80,0,3,3,14,9,22,2,1,2,1,2,35,3,0,0,4
HR_HRZZJP,Citizens of Croatia living in Japan,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1
HR_HRZZMK,Citizens of Croatia living in North Macedonia,0,103,4,0,0,0,2,1,0,0,1,0,0,5,0,48,1,0,0,3,11,1,0,1,1,1,0,22,0,0,0,1
HR_HRZZME,Citizens of Croatia living in Montenegro,0,89,4,0,1,0,1,0,0,0,0,5,0,0,0,47,0,4,1,2,4,1,0,1,0,2,0,14,0,0,0,2
HR_HRZZMY,Citizens of Croatia living in Malaysia,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,4,0,0,0,0
HR_HRZZNL,Citizens of Croatia living in Netherlands,0,36,1,0,0,0,0,0,0,0,0,1,1,2,0,9,0,1,0,0,5,0,0,2,0,2,1,11,0,0,0,0
HR_HRZZNO,Citizens of Croatia living in Norway,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,2,2,0,0,0,0,1,0,3,0,0,1,1
HR_HRZZNZ,Citizens of Croatia living in New Zealand,0,12,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
HR_HRZZPL,Citizens of Croatia living in Poland,0,30,0,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,1,2,5,1,0,0,0,0,0,12,0,0,0,0
HR_HRZZPT,Citizens of Croatia living in Portugal,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
HR_HRZZQA,Citizens of Croatia living in Qatar,0,35,1,0,0,0,8,0,5,0,0,0,0,1,0,6,0,2,2,0,4,2,1,0,0,0,0,3,0,0,0,0
HR_HRZZRO,Citizens of Croatia living in Romania,0,18,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,1,1,4,0,0,1,0
HR_HRZZRS,Citizens of Croatia living in Serbia,0,241,3,0,2,2,6,5,5,4,0,8,2,7,1,75,3,2,1,8,7,2,9,2,1,0,5,73,0,3,0,5
HR_HRZZRU,Citizens of Croatia living in Russian Federation,0,25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,15,1,0,1,2
HR_HRZZSE,Citizens of Croatia living in Sweden,0,20,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,2,1,0,0,1,0,0,5,0,0,0,1
HR_HRZZSI,Citizens of Croatia living in Slovenia,0,28,0,0,1,0,1,1,0,0,0,0,0,0,0,15,0,2,0,0,1,1,0,1,0,0,0,3,0,0,0,2
HR_HRZZSK,Citizens of Croatia living in Slovakia,0,21,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,14,0,0,0,0
HR_HRZZTR,Citizens of Croatia living in Türkiye,0,28,0,0,0,1,1,0,1,0,0,0,0,1,0,5,1,0,0,2,0,1,0,0,0,0,0,13,0,0,1,1
HR_HRZZUA,Citizens of Croatia living in Ukraine,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
HR_HRZZUS,Citizens of Croatia living in United States,0,134,4,0,0,0,1,0,0,2,0,4,0,2,1,53,2,1,2,3,6,8,1,0,0,3,3,35,0,0,0,3
HR_HRZZVE,"Citizens of Croatia living in Venezuela, Bolivarian Republic of",0,114,0,0,0,0,0,0,0,1,0,0,0,1,0,56,0,0,4,2,0,0,0,0,2,0,0,16,3,13,0,16
HR_HRZZXK,Citizens of Croatia living in Kosovo,0,37,1,0,0,0,1,0,0,1,0,0,0,1,0,11,1,0,0,3,3,2,0,0,0,3,1,8,0,1,0,0
HR_HRZZZA,Citizens of Croatia living in South Africa,0,17,0,0,0,2,0,1,0,3,0,0,0,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
