gisco_id,name,registered,turnout,invalid,blank,Abeceda,AM,A-HSP,DPS [Demokratska Prigorsko-Zagrebačka Stranka],DSŽ-HSN-ASBU,HDZ-HSS-HSP-BUZ-ZDS-HDS,HRS,HSR,HDSSB-ABH-A-HSS-HRAST-HSP-HZ-OS-ZZH,HL,MDS,NF-HSLS-PGS-RI,NS-NSS,Ðapić,ORaH,PS,HB,KLJUČ,SRH,SDP-HNS-IDS-HSU,SPH,SRP,SHZ,HSU,ZH-AMD-ZS
HR_02291,Lepoglava,6255,1501,57,0,11,12,6,10,10,554,6,8,36,46,3,19,5,5,128,7,6,4,18,517,6,4,4,13,6
HR_02305,Levanjska Varos,863,205,3,0,0,4,1,0,5,44,1,0,73,5,0,7,1,3,8,0,1,1,0,40,2,0,0,5,1
HR_02313,Lipik,5750,1286,72,0,7,14,2,4,5,622,2,0,56,38,3,20,3,4,62,2,7,7,1,338,1,4,2,8,2
HR_02321,Lipovljani,2881,644,16,0,2,3,4,1,3,320,4,0,36,13,0,5,1,6,66,0,1,3,2,149,1,1,0,2,5
HR_02348,Lisane Ostrovicke,848,219,4,0,3,3,2,0,2,138,0,0,13,3,0,0,0,0,5,0,0,1,0,45,0,0,0,0,0
HR_02356,Ližnjan / Lisignano,3405,749,31,0,4,13,3,7,4,92,5,0,7,43,0,20,0,2,98,3,2,6,1,386,2,2,1,11,6
HR_02364,Lobor,2340,558,16,0,2,3,4,2,7,259,1,2,13,62,2,11,1,1,25,1,0,4,1,134,2,2,1,1,1
HR_02372,Lokve,882,208,8,0,0,0,0,1,0,77,0,2,2,6,0,11,0,1,12,0,0,0,1,82,1,1,0,2,1
HR_02399,Lovas,1103,457,18,0,4,3,4,2,5,341,2,7,10,5,0,1,0,2,17,1,1,1,0,30,0,0,1,2,0
HR_02402,Lovinac,1077,221,5,0,1,1,0,0,1,159,1,1,5,1,0,7,0,2,2,0,0,0,0,34,0,1,0,0,0
HR_02429,Lovran,3769,935,24,0,1,43,1,2,6,132,5,2,12,23,0,22,2,1,108,4,6,9,1,513,0,2,0,10,6
HR_02437,Lovrec,1690,629,13,0,4,1,2,1,5,437,1,2,117,0,0,3,1,0,8,0,2,1,1,29,0,0,1,0,0
HR_02445,Ludbreg,7801,1666,54,0,6,6,5,5,6,433,7,3,101,74,3,17,2,5,184,9,7,11,6,696,3,4,0,11,8
HR_02453,Lukac,3148,875,39,0,6,6,4,0,11,502,4,1,47,18,2,4,1,1,49,0,5,3,2,163,1,2,0,3,1
HR_02461,Lupoglav,802,245,23,0,2,10,4,3,0,17,2,0,3,7,1,3,0,0,20,4,1,2,0,138,2,0,0,3,0
HR_02470,Ljubescica,1559,599,18,0,8,6,2,0,8,438,1,4,11,10,0,5,1,2,23,2,1,2,0,54,0,0,0,3,0
HR_02488,Mace,2063,323,10,0,0,2,2,0,3,170,2,0,5,20,0,2,0,0,26,1,1,1,1,68,0,0,1,6,2
HR_02496,Makarska,14883,3200,66,0,8,17,8,3,6,1203,10,1,248,33,2,51,2,1,164,11,5,11,1,1310,3,9,2,17,8
HR_02500,Mala Subotica,3779,685,26,0,5,4,2,4,3,171,4,0,9,72,23,10,0,4,60,2,1,0,7,265,1,2,0,7,3
HR_02518,Mali Bukovec,1763,532,15,0,7,5,5,2,5,220,2,1,28,9,2,3,0,3,34,1,1,2,5,174,0,2,0,3,3
HR_02526,Mali Lošinj,7885,1991,68,0,7,24,10,6,15,555,9,4,114,58,3,38,2,7,253,7,4,8,4,745,5,2,0,31,12
HR_02534,Malinska-Dubasnica,3649,691,20,0,4,7,1,0,6,241,4,1,47,20,1,18,0,4,87,2,1,4,0,210,0,2,0,7,4
HR_02542,Marcana,3764,833,27,0,6,7,2,3,3,87,4,0,17,22,1,11,4,2,81,1,4,12,4,515,0,1,0,16,3
HR_02569,Marija Bistrica,4984,707,19,0,3,3,2,3,6,301,4,0,19,58,2,9,0,2,89,2,3,5,1,160,2,4,0,7,3
HR_02577,Marijanci,1976,398,7,0,4,8,4,1,6,205,2,0,68,10,0,1,0,1,21,1,0,2,0,50,0,0,0,6,1
HR_02585,Marina,4353,1021,81,0,11,17,5,2,12,415,5,0,61,20,3,28,3,9,60,4,5,5,7,246,2,2,0,12,6
HR_02593,Martinska Ves,2815,781,36,0,6,11,7,4,9,423,3,3,44,53,4,12,1,0,48,1,2,3,0,100,3,1,1,6,0
HR_02607,Marusevec,5328,908,49,0,4,9,1,1,8,364,3,2,19,51,1,14,0,4,99,4,3,2,2,255,0,2,1,6,4
HR_02615,Matulji,10190,2130,76,0,6,67,6,5,3,458,8,2,41,75,1,73,2,4,297,10,6,16,7,922,6,5,5,17,12
HR_02631,Medulin,6499,1544,32,0,3,10,5,5,2,231,3,1,34,65,2,37,1,1,197,6,2,4,2,856,1,15,1,16,12
HR_02640,Metkovic,13787,3683,106,0,14,14,8,4,38,1829,13,9,282,33,1,603,2,4,129,4,8,21,4,531,3,0,2,14,7
HR_02658,Mihovljan,1590,308,14,0,1,2,0,1,7,138,1,3,9,12,1,6,2,1,26,1,1,1,0,76,0,0,0,4,1
HR_02666,Mikleus,1398,374,10,0,3,2,0,0,1,250,1,5,32,7,0,7,0,2,9,0,1,0,1,31,0,0,0,11,1
HR_02674,Milna,1189,327,16,0,3,7,2,1,0,95,3,0,14,3,0,7,0,1,41,3,1,2,0,120,1,1,0,4,2
HR_02682,Mljet,1073,523,7,0,1,3,1,0,4,301,0,0,11,4,2,15,0,0,35,0,0,1,0,133,0,0,0,4,1
HR_02704,Molve,1706,451,18,0,6,5,6,0,8,324,1,2,3,8,1,1,1,0,17,1,1,0,1,44,0,0,0,2,1
HR_02712,Podravska Moslavina,988,191,10,0,0,2,2,2,2,96,1,0,45,6,0,2,0,1,4,0,0,1,0,14,0,0,2,0,1
HR_02739,Mošćenička Draga,1384,352,16,0,1,12,0,2,2,36,0,1,9,10,1,12,0,1,59,2,2,4,5,169,0,2,1,4,1
HR_02747,Motovun / Montona,796,227,21,0,1,6,0,3,1,10,1,0,6,5,2,4,1,1,23,0,1,2,0,130,0,2,0,3,4
HR_02755,Mrkopalj,1081,327,26,0,1,2,4,1,1,162,2,0,7,7,1,6,0,4,30,0,1,0,0,66,0,0,0,3,3
HR_02763,Mursko Sredisce,5549,1108,29,0,8,8,1,2,8,208,5,1,23,143,46,23,3,3,116,4,6,2,89,358,1,5,1,9,6
HR_02780,Nasice,13579,3783,78,0,19,23,21,3,11,1716,6,5,639,169,3,57,3,5,208,9,12,18,5,730,7,5,1,18,12
HR_02798,Nedelisce,9470,1818,70,0,15,11,4,3,4,256,9,5,51,230,48,45,5,4,198,3,2,4,104,714,2,7,0,19,5
HR_02801,Nerezisca,853,363,27,0,0,1,3,3,2,170,2,1,12,1,0,7,1,0,19,1,0,1,1,105,1,1,1,2,1
HR_02810,Netretic,2566,733,23,0,4,4,1,3,9,393,3,2,34,77,1,16,1,2,40,2,2,1,4,87,1,3,5,13,2
HR_02828,Nin,2831,640,8,0,7,6,1,1,3,352,2,1,18,10,1,14,1,3,33,0,2,0,1,168,0,2,3,2,1
HR_02836,Nova Bukovica,1532,450,24,0,7,1,4,0,4,262,0,1,17,1,1,4,2,1,16,0,0,0,1,99,0,1,1,3,0
HR_02844,Nova Gradiska,12657,3034,93,0,7,16,6,2,14,1465,11,4,243,86,5,61,10,5,249,3,2,12,5,693,6,6,1,16,13
HR_02852,Nova Kapela,3512,1441,103,0,11,15,19,6,13,813,4,2,174,15,2,15,1,3,89,0,2,3,6,127,2,3,2,11,0
HR_02879,Nova Raca,2858,662,25,0,6,9,4,2,3,350,5,0,46,16,0,23,0,3,50,5,3,5,2,98,0,0,0,5,2
HR_02887,Novalja,3585,1277,46,0,7,9,0,1,8,696,10,3,70,36,2,56,1,5,75,4,7,6,4,216,1,2,1,8,3
HR_02895,Novi Marof,11038,2857,96,0,17,22,8,12,26,1281,9,2,122,165,5,37,6,5,234,7,8,13,5,723,4,5,2,27,16
HR_02909,Novi Vinodolski,5103,1519,42,0,12,5,2,4,9,686,2,1,22,31,2,31,2,3,145,0,4,4,0,488,5,0,4,11,4
HR_02917,Novigrad / Cittanova,6178,1423,46,0,4,10,0,4,7,518,3,3,38,28,0,18,2,2,110,4,3,6,1,581,0,5,4,22,4
HR_02925,Novigrad Podravski,2400,481,16,0,0,3,7,1,1,195,2,14,22,13,3,5,1,0,53,0,0,0,0,136,0,1,3,0,5
HR_02933,Novska,11851,2785,90,0,11,22,14,4,20,1513,4,6,165,93,2,228,5,10,132,6,10,10,2,405,8,4,0,8,13
HR_02941,Nustar,4666,1641,65,0,16,9,14,8,14,1003,3,2,105,32,0,30,2,13,93,3,4,14,2,187,3,3,1,12,3
HR_02950,Nijemci,4120,1088,54,0,15,6,6,4,13,646,10,2,72,20,3,16,6,6,43,3,5,4,1,141,0,1,0,8,3
HR_02968,Obrovac,5962,1320,68,0,9,6,2,0,6,518,2,6,59,7,2,12,3,4,33,0,7,4,0,556,2,2,1,5,6
HR_02976,Ogulin,11677,4280,189,0,36,63,39,14,25,1861,14,7,123,94,10,60,49,29,273,16,14,14,12,1241,18,23,4,32,20
HR_02984,Promina,1030,315,12,0,3,0,3,0,0,190,0,1,23,2,0,1,0,0,5,0,0,3,0,68,0,0,0,4,0
HR_02992,Okucani,3524,949,36,0,13,4,1,2,11,607,2,1,32,10,1,11,1,2,32,0,1,8,2,159,0,2,3,5,3
HR_03000,Omis,13801,3744,146,0,27,43,44,5,13,1689,20,6,430,72,1,86,4,17,224,16,6,7,10,834,8,6,3,17,10
HR_03018,Omišalj,3208,727,22,0,1,10,6,0,4,189,3,1,30,51,2,18,0,2,91,1,1,2,1,270,4,2,1,7,8
HR_03026,Opatija,10952,2579,56,0,6,52,3,3,3,528,9,1,53,70,1,78,2,5,387,8,8,13,6,1252,4,1,0,19,11
HR_03034,Oprisavci,2129,561,20,0,4,14,6,2,5,321,2,0,29,10,0,16,1,3,38,1,5,2,1,75,0,0,0,3,3
HR_03042,Oprtalj / Portole,804,192,26,0,0,5,1,0,2,21,1,1,2,2,1,1,1,0,24,0,0,0,0,98,1,0,1,2,2
HR_03069,Opuzen,2624,845,29,0,4,5,17,0,5,422,2,1,60,12,1,46,1,0,35,1,0,5,0,193,1,0,1,2,2
HR_03077,Orahovica,4547,1220,43,0,4,5,2,0,9,537,3,1,63,20,0,25,1,1,112,1,1,3,2,346,0,3,1,32,5
HR_03085,Orebić,3825,1155,26,0,5,18,6,2,9,573,1,1,41,9,2,21,0,1,93,3,1,5,1,328,1,2,1,4,1
HR_03093,Oriovac,4943,1255,50,0,11,17,4,1,8,686,11,6,103,26,1,16,1,3,61,5,3,3,0,212,1,1,1,18,6
HR_03107,Biskupija,2039,762,24,0,3,0,0,1,1,30,2,0,9,7,1,1,7,0,8,0,4,1,2,650,4,1,0,5,1
HR_03115,Oroslavje,5236,1041,30,0,5,4,3,11,3,295,11,0,63,88,1,59,6,1,155,5,1,8,0,274,1,2,0,13,2
HR_03123,Osijek,92860,23077,613,0,57,145,57,18,109,7639,45,24,3413,694,20,563,43,406,2176,104,45,165,34,6363,22,34,14,216,58
HR_03131,Otocac,8621,2262,75,0,21,21,38,5,22,1396,12,8,71,37,2,58,7,6,136,4,6,6,5,294,5,7,0,16,4
HR_03140,Otok,4523,1014,25,0,3,8,4,1,7,705,0,7,82,6,1,21,0,1,27,2,0,8,0,90,3,1,2,9,1
HR_03158,Ozalj,6193,1777,94,0,20,42,12,5,22,678,27,2,66,113,8,31,7,10,139,11,10,5,4,430,4,7,3,19,8
HR_03166,Pag,3143,903,20,0,2,4,2,1,4,404,4,0,35,16,0,29,0,3,70,1,2,4,2,291,0,2,0,4,3
HR_03174,Pakostane,3854,755,27,0,6,12,7,1,5,397,0,3,25,12,0,14,2,0,37,2,1,1,6,191,1,0,0,4,1
HR_03182,Pakrac,8175,1966,66,0,16,18,4,2,10,866,8,2,114,54,0,47,7,1,119,5,5,8,7,562,6,7,1,23,8
HR_03204,Pašman,2323,638,35,0,6,15,4,1,1,288,5,3,33,15,2,9,1,0,47,5,5,2,2,147,0,1,2,6,3
HR_03212,Pazin,7378,1899,78,0,8,28,4,13,6,282,6,3,77,64,2,35,1,4,168,9,3,12,5,1057,2,5,2,16,9
HR_03239,Perusic,2432,770,18,0,6,4,3,1,4,527,2,1,10,6,0,12,2,1,37,1,2,2,2,122,0,1,1,3,2
HR_03247,Peteranec,2109,355,8,0,9,3,1,5,1,162,2,1,26,13,1,6,0,2,41,0,2,7,0,57,2,0,1,5,0
HR_03255,Petlovac,2099,601,42,0,3,5,6,1,8,255,2,1,63,14,5,6,0,1,23,0,0,4,0,151,0,2,2,3,4
HR_03263,Petrijanec,3825,862,32,0,7,12,2,4,10,338,5,2,34,56,2,22,1,2,65,2,1,0,13,240,2,2,1,4,3
HR_03271,Petrijevci,2400,596,15,0,2,2,5,1,4,253,4,1,82,21,3,6,0,18,43,3,3,3,1,121,1,0,0,2,2
HR_03280,Petrinja,22496,5111,185,0,18,31,25,15,32,2306,20,7,352,186,4,84,13,5,414,37,15,23,9,1263,8,10,8,31,10
HR_03298,Petrovsko,2161,498,30,0,3,8,2,1,6,171,4,1,17,76,0,14,2,4,29,2,1,0,0,117,2,4,0,4,0
HR_03301,Pican,1535,323,17,0,2,8,1,6,2,31,0,0,6,26,0,2,0,1,34,0,0,0,1,179,0,0,0,6,1
HR_03310,Pisarovina,2996,720,22,0,4,15,4,2,3,364,4,2,69,38,1,20,0,1,66,3,4,1,0,85,3,2,1,2,4
HR_03328,Pitomaca,7971,1999,67,0,16,14,9,2,19,1177,6,7,118,44,0,27,1,2,114,8,2,4,0,334,1,3,0,17,7
HR_03336,Plaski,2128,410,34,0,4,4,2,1,1,115,3,0,5,8,0,0,2,2,6,0,0,1,0,217,3,1,0,1,0
HR_03344,Pleternica,9550,2857,69,0,14,20,8,6,22,1676,12,11,267,55,3,31,7,30,143,3,6,31,3,412,3,4,0,16,5
HR_03352,Ploce,8700,3837,166,0,10,23,16,4,26,1516,14,3,271,41,6,237,7,7,259,8,8,13,9,1166,5,7,0,11,4
HR_03379,Podbablje,4103,1583,38,0,3,9,33,0,6,645,2,0,696,5,0,8,0,1,20,1,1,2,0,105,0,1,1,2,4
HR_03387,Podcrkavlje,2139,619,24,0,5,5,1,1,10,365,4,2,64,6,1,9,0,0,32,0,3,3,2,73,2,1,1,4,1
HR_03395,Podgora,2574,689,31,0,3,5,2,0,1,219,4,3,43,10,0,31,2,1,58,2,0,4,6,254,0,1,0,2,7
HR_03409,Podgorac,2434,504,16,0,3,6,7,0,1,194,3,1,61,23,2,5,1,8,22,1,4,3,1,130,1,1,0,8,2
HR_03417,Podstrana,7831,1484,31,0,2,10,3,1,7,854,3,4,246,16,1,29,3,6,89,1,4,2,2,161,1,0,3,2,3
HR_03425,Podturen,3501,546,21,0,5,3,1,3,2,139,4,1,10,68,28,14,4,2,42,2,2,2,6,183,0,1,2,1,0
HR_03433,Pojezerje,866,218,3,0,2,3,3,1,5,125,0,0,7,9,0,16,0,2,7,0,0,0,3,28,0,0,0,4,0
HR_03441,Polaca,1698,228,8,0,0,1,0,0,0,147,0,0,9,3,1,2,0,1,5,1,0,0,0,47,0,0,1,1,1
HR_03450,Policnik,4199,854,35,0,7,20,7,2,6,552,2,7,25,5,0,9,1,2,38,0,7,3,3,108,0,1,9,3,2
HR_03468,Popovac,1887,472,18,0,1,6,7,0,3,119,1,2,40,1,0,11,3,4,19,2,1,3,1,223,0,0,0,7,0
HR_03476,Popovaca,10033,2319,67,0,7,27,26,3,16,919,8,4,155,144,2,226,6,9,230,9,2,38,11,382,3,3,1,13,8
HR_03484,Poreč / Parenzo,15965,3685,104,0,14,18,10,19,16,495,9,2,89,73,6,60,5,5,366,12,12,23,10,2275,5,11,4,33,9
HR_03492,Posedarje,3261,812,30,0,8,17,2,2,11,554,7,2,18,11,0,9,1,3,36,1,5,0,0,81,1,2,1,9,1
HR_03506,Postira,1496,412,16,0,1,4,2,0,1,190,1,0,21,3,2,13,0,2,32,0,2,4,0,106,1,2,0,8,1
HR_03514,Pozega,22256,7218,199,0,36,48,18,14,31,3373,30,21,383,159,7,135,9,13,575,24,19,35,21,1957,11,18,6,50,26
HR_03522,Pregrada,5360,1132,21,0,4,7,7,3,6,469,5,2,40,101,2,15,3,5,75,3,8,8,3,328,1,2,2,9,3
HR_03549,Preko,4154,1436,43,0,11,37,5,4,10,683,7,1,80,32,2,12,3,1,99,3,8,4,3,364,3,1,0,16,4
HR_03557,Prelog,6491,1437,48,0,8,9,4,1,12,514,7,1,47,143,62,21,2,3,126,5,0,5,3,391,0,4,1,13,7
HR_03565,Preseka,1091,330,9,0,2,14,0,0,0,130,0,2,4,27,0,19,0,0,30,0,1,4,0,79,1,0,0,6,2
HR_03573,Primošten,2667,567,19,0,1,6,0,1,1,226,2,2,53,9,0,6,0,2,54,2,2,4,2,160,0,2,1,8,4
HR_03581,Pucisca,1964,465,13,0,2,5,1,3,12,221,3,1,11,22,0,10,0,3,27,3,1,2,1,114,3,1,0,6,0
HR_03590,Pula / Pola,50847,13153,388,0,34,115,20,65,65,1645,39,12,210,496,10,260,26,16,1713,54,27,144,50,7468,18,92,17,104,65
HR_03603,Punat,2012,462,23,0,4,4,2,3,1,104,0,2,29,12,1,8,0,0,67,1,2,3,0,172,3,11,1,4,5
HR_03611,Punitovci,1442,411,13,0,5,2,2,0,6,128,0,2,70,5,0,12,0,1,19,1,1,0,2,135,0,0,0,4,3
HR_03620,Pusca,2165,385,6,0,1,5,2,1,1,145,2,0,17,14,2,5,0,0,47,1,1,2,1,125,0,1,0,6,0
HR_03638,Rab,7350,1827,63,0,5,15,10,1,4,737,3,2,44,34,3,33,0,1,177,5,3,9,2,637,3,6,1,18,11
HR_03646,Radoboj,2768,1353,97,0,20,17,2,6,10,475,11,4,31,66,3,19,2,0,101,3,7,3,3,449,3,8,0,11,2
HR_03654,Rakovica,2292,422,17,0,3,5,4,1,1,245,0,0,25,18,0,7,1,2,21,1,2,0,1,60,0,2,0,6,0
HR_03662,Rasinja,2711,500,17,0,3,6,5,1,7,150,5,4,14,17,1,31,1,2,41,1,0,3,0,181,3,1,0,5,1
HR_03689,Raša,2982,618,32,0,4,10,0,8,3,62,1,1,5,46,1,2,0,2,55,2,0,4,1,366,2,3,0,6,2
HR_03697,Ravna Gora,2134,645,27,0,6,6,2,5,2,241,2,2,12,27,0,19,3,7,62,1,2,5,2,191,2,1,2,12,4
HR_03719,Razanac,2893,779,22,0,3,11,2,4,4,497,2,2,41,12,1,6,1,1,27,1,3,4,0,122,4,1,1,3,4
HR_03727,Resetari,3962,743,19,0,6,6,0,0,7,371,6,2,84,15,1,63,1,0,33,0,3,1,3,111,0,0,0,9,2
HR_03735,Rijeka,113109,25862,695,0,60,320,60,42,80,6294,65,19,857,856,21,848,38,45,3467,110,52,144,188,11128,23,48,12,219,171
HR_03743,Rovinj / Rovigno,13642,3416,102,0,9,22,5,15,15,333,11,0,91,76,2,47,6,3,253,10,6,18,6,2327,3,9,1,33,13
HR_03751,Rovisce,3940,911,30,0,8,13,5,5,5,513,7,1,70,28,1,16,0,2,53,1,3,6,3,134,0,1,0,5,1
HR_03760,Rugvica,6924,1361,50,0,4,9,8,7,5,607,9,4,106,38,2,29,3,3,131,5,4,4,1,314,0,1,3,9,5
HR_03778,Ruzic,1416,337,12,0,4,0,1,0,4,256,0,1,24,1,0,2,0,0,11,0,0,0,0,17,0,1,0,3,0
HR_03786,Saborsko,698,148,6,0,0,0,1,0,3,99,0,2,0,0,0,1,0,2,2,0,1,1,0,28,1,0,0,1,0
HR_03794,Sali,2227,765,36,0,5,14,3,0,3,313,0,0,16,17,1,9,2,2,69,7,0,1,0,248,3,0,1,10,5
HR_03808,Samobor,32248,8504,275,0,26,64,32,23,60,3575,31,15,535,245,12,212,16,13,1130,71,23,34,13,1979,8,14,5,62,31
HR_03816,Satnica Đakovačka,1880,508,20,0,5,1,3,3,3,239,1,2,51,17,0,3,0,3,10,0,0,0,2,137,0,2,0,4,2
HR_03824,Seget,4490,1977,72,0,14,9,5,3,6,1311,1,4,164,15,0,11,3,1,37,1,3,11,2,288,3,0,2,3,8
HR_03832,Selca,1844,427,9,0,1,12,3,1,2,132,5,0,23,10,0,7,0,1,44,0,5,1,1,157,0,2,1,9,1
HR_03859,Selnica,2655,425,11,0,0,6,1,2,4,96,9,1,14,68,14,14,0,0,23,3,0,2,3,145,0,0,0,9,0
HR_03867,Semeljci,3549,685,27,0,8,6,2,6,7,280,3,4,141,19,0,11,1,4,46,1,5,4,1,96,1,0,2,9,1
HR_03875,Senj,6760,2117,76,0,13,9,17,5,16,1171,8,2,144,27,3,33,3,3,121,3,2,5,5,419,2,8,1,12,9
HR_03883,Sibinj,6021,1498,64,0,12,4,16,3,12,938,5,4,72,27,0,24,3,3,63,2,6,10,2,208,1,2,1,13,3
HR_03891,Sinj,20528,4720,142,0,14,31,10,6,25,2348,4,5,400,82,6,144,4,10,222,5,10,15,8,1171,10,4,8,26,10
HR_03905,Sirac,2077,413,19,0,4,2,2,1,6,179,3,0,21,10,0,23,1,3,37,0,0,1,2,87,0,1,4,5,2
HR_03913,Sisak,41208,11936,433,0,39,88,47,30,54,4602,23,16,725,558,11,331,20,34,1031,39,17,48,39,3561,32,24,10,89,35
HR_03930,Skrad,964,266,10,0,2,1,2,0,3,89,2,0,1,16,0,11,1,1,32,1,1,0,0,81,2,1,0,7,2
HR_03948,Skradin,4431,1206,39,0,6,10,3,1,8,664,1,1,39,9,1,12,3,3,38,1,2,1,5,345,2,2,2,7,1
HR_03956,Slatina,11940,2577,98,0,10,19,5,6,8,1206,11,7,197,65,9,64,3,7,163,3,5,5,0,655,3,4,2,12,10
HR_03964,Slavonski Brod,53490,13271,361,0,76,80,47,26,63,5991,50,27,897,271,13,313,15,28,1161,34,39,60,22,3469,15,27,12,137,37
HR_03972,Slavonski Samac,2022,366,18,0,2,3,1,2,4,163,2,3,29,1,0,5,1,2,8,0,0,2,0,81,0,0,2,37,0
HR_03999,Slivno,1775,659,30,0,1,5,32,0,6,315,1,0,30,13,0,47,3,2,30,3,3,1,5,127,1,0,0,2,2
HR_04006,Slunj,5055,1164,56,0,15,12,10,4,3,590,5,5,41,44,8,12,4,7,82,3,8,3,4,230,0,3,3,9,3
HR_04022,Smokvica,829,310,9,0,1,2,3,3,2,194,2,0,0,0,0,1,0,1,8,1,0,1,0,77,1,1,0,3,0
HR_04057,Sokolovac,2822,620,18,0,3,3,10,3,5,332,3,2,11,24,0,5,4,2,31,0,1,3,0,149,1,0,2,7,1
HR_04065,Solin,19619,4696,120,0,17,32,29,5,11,2622,13,4,471,92,4,93,1,14,294,15,13,23,6,760,3,11,5,26,12
HR_04073,Sopje,1980,618,19,0,3,0,2,2,4,357,2,1,86,9,0,5,0,2,27,0,0,3,2,89,0,0,0,2,3
HR_04090,Split,151653,37856,946,0,77,314,101,49,126,14685,81,34,3692,719,14,850,27,57,2959,135,88,121,30,12282,70,74,20,183,122
HR_04103,Sracinec,4035,912,31,0,4,7,3,1,3,146,3,1,43,48,0,10,2,2,72,5,1,3,4,511,0,2,0,5,5
HR_04111,Stankovci,1781,400,15,0,3,10,1,3,6,243,1,0,17,9,0,6,0,1,14,0,0,2,0,63,1,1,1,1,2
HR_04120,Stara Gradiska,1342,378,28,0,4,6,1,3,4,143,2,0,27,1,0,3,1,6,24,1,3,4,3,97,0,2,2,13,0
HR_04138,Stari Grad,2812,783,34,0,3,8,1,2,3,327,1,5,37,11,1,8,2,1,69,1,1,4,0,244,4,2,2,8,4
HR_04146,Stari Jankovci,4032,993,39,0,4,4,3,4,10,563,7,2,61,15,3,33,0,6,44,0,3,10,0,169,1,2,1,8,1
HR_04154,Stari Mikanovci,2384,638,19,0,2,5,3,0,4,254,1,3,20,20,0,6,0,1,25,0,7,5,1,257,0,1,1,2,1
HR_04162,Starigrad,2008,477,14,0,0,5,4,3,4,300,2,0,10,2,1,9,2,2,25,1,3,1,2,85,1,0,0,1,0
HR_04189,Staro Petrovo Selo,4565,1111,43,0,6,9,3,3,7,675,7,2,81,25,2,22,0,3,80,2,3,3,3,118,2,1,0,11,0
HR_04197,Ston,2227,882,30,0,0,6,8,3,0,416,1,1,19,7,0,89,0,0,53,0,7,5,2,223,1,1,1,5,4
HR_04219,Strizivojna,2090,354,17,0,2,3,0,1,1,193,3,0,60,4,1,3,0,4,13,0,0,3,0,42,0,0,0,4,0
HR_04227,Stubicke Toplice,2456,461,20,0,1,6,0,2,0,135,2,0,25,48,0,19,0,1,69,3,2,5,0,117,0,1,0,2,3
HR_04235,Sućuraj,567,215,9,0,2,1,1,0,0,79,0,0,2,1,0,3,0,0,8,0,0,0,0,104,1,1,0,2,1
HR_04243,Suhopolje,5872,1637,41,0,8,15,10,6,19,978,2,4,93,14,4,23,6,6,78,5,5,4,4,289,2,4,1,11,5
HR_04251,Sukosan,4112,975,45,0,4,16,4,2,9,567,1,3,38,11,1,15,1,4,42,4,6,1,2,188,0,0,3,2,6
HR_04260,Sunja,5744,1410,72,0,12,5,11,2,7,670,3,0,75,99,1,14,6,4,54,2,2,1,1,331,17,7,3,7,4
HR_04278,Supetar,4265,999,31,0,7,5,4,1,5,333,3,1,34,11,0,19,1,3,85,1,4,1,1,430,0,2,0,11,6
HR_04286,Sveti Filip i Jakov,4054,1121,33,0,4,10,8,4,7,740,5,3,38,16,1,12,2,2,58,1,3,2,4,152,2,1,1,9,3
HR_04294,Sveti Ivan Zelina,13538,3062,73,0,9,17,8,451,19,1134,11,1,95,110,2,93,3,4,288,4,6,13,5,670,4,5,3,22,12
HR_04308,Sveti Kriz Zacretje,5035,1020,33,0,3,5,3,4,13,480,7,2,33,70,2,22,1,1,111,3,4,9,3,188,2,4,2,10,5
HR_04316,Sveti Lovrec,881,174,13,0,1,1,2,2,0,12,2,0,6,5,0,1,1,0,17,0,0,0,2,104,0,0,0,5,0
HR_04324,Sveta Nedelja,2661,654,27,0,4,3,0,6,2,33,2,0,8,68,0,8,1,1,38,0,2,2,0,439,0,0,0,6,4
HR_04332,Sveti Petar u Sumi,867,228,9,0,3,3,1,1,3,105,1,0,14,6,0,4,0,0,13,3,0,2,0,52,1,1,0,1,5
HR_04359,Svetvincenat,1935,484,43,0,2,7,3,2,1,60,3,2,7,19,0,7,0,0,35,2,3,2,2,274,1,1,0,5,3
HR_04367,Sveta Nedelja,15373,3297,83,0,2,33,14,11,14,1385,19,3,231,146,3,80,6,7,433,25,15,13,10,704,3,7,1,28,21
HR_04375,Sveti Đurđ,3079,470,25,0,2,7,4,2,3,120,3,0,24,25,5,11,1,4,46,0,0,1,3,174,2,0,1,4,3
HR_04383,Sveti Ilija,2863,737,40,0,6,9,3,0,6,286,8,2,44,29,1,11,1,2,59,1,0,2,4,211,1,1,2,4,4
HR_04391,Sveti Ivan Zabno,4106,833,26,0,2,8,8,2,5,430,2,3,20,37,0,21,1,3,62,0,3,4,2,174,0,2,0,11,7
HR_04405,Sveti Juraj na Bregu,4416,770,31,0,6,10,6,1,5,160,3,2,19,119,32,22,1,0,64,3,2,6,1,262,4,2,1,7,1
HR_04413,Sveti Martin na Muri,2408,392,20,0,2,7,1,0,0,79,1,1,21,88,10,28,1,1,25,1,2,0,0,94,0,2,1,5,2
HR_04421,Sveti Petar Orehovec,3537,681,15,0,0,5,2,2,6,446,3,1,22,12,1,5,0,1,28,2,4,2,1,117,0,1,1,2,2
HR_04430,Sestanovac,1915,638,28,0,2,6,5,0,4,416,0,1,96,4,0,6,1,1,17,0,0,0,2,41,0,1,1,5,1
HR_04448,Šibenik,41462,11290,306,0,38,56,32,17,43,5179,30,15,668,105,9,149,8,8,749,23,22,58,10,3622,17,17,8,71,30
