gisco_id,name,registered,turnout,invalid,blank,Abeceda,AM,A-HSP,DPS [Demokratska Prigorsko-Zagrebačka Stranka],DSŽ-HSN-ASBU,HDZ-HSS-HSP-BUZ-ZDS-HDS,HRS,HSR,HDSSB-ABH-A-HSS-HRAST-HSP-HZ-OS-ZZH,HL,MDS,NF-HSLS-PGS-RI,NS-NSS,Ðapić,ORaH,PS,HB,KLJUČ,SRH,SDP-HNS-IDS-HSU,SPH,SRP,SHZ,HSU,ZH-AMD-ZS
HR_HRZZGR,Greece,0,16,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0
HR_HRZZHU,Citizens of Croatia living in Hungary,0,25,1,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0
HR_HRZZID,Citizens of Croatia living in Indonesia,0,10,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
HR_HRZZIE,Citizens of Croatia living in Ireland,0,10,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0
HR_HRZZIL,Citizens of Croatia living in Israel,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,0,0,0,0,3,1,0,0,0,0
HR_HRZZIN,Citizens of Croatia living in India,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
HR_HRZZIT,Citizens of Croatia living in Italy,0,222,5,0,1,4,1,1,0,115,1,1,36,7,1,7,0,0,19,0,2,0,1,19,0,1,0,0,0
HR_HRZZJP,Citizens of Croatia living in Japan,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
HR_HRZZMK,Citizens of Croatia living in North Macedonia,0,65,1,0,0,1,0,0,1,38,0,0,4,3,0,0,0,0,0,0,2,0,0,13,1,0,0,1,0
HR_HRZZME,Citizens of Croatia living in Montenegro,0,60,1,0,1,1,0,0,0,23,0,0,0,4,0,5,0,0,8,0,1,0,0,15,0,0,0,0,1
HR_HRZZNL,Citizens of Croatia living in Netherlands,0,30,0,0,0,0,0,0,0,8,1,0,3,0,0,1,0,0,7,0,0,0,0,10,0,0,0,0,0
HR_HRZZNO,Citizens of Croatia living in Norway,0,13,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0
HR_HRZZPL,Citizens of Croatia living in Poland,0,24,0,0,0,0,0,0,0,5,0,0,5,3,0,1,0,0,3,0,0,0,0,6,0,0,0,0,1
HR_HRZZPT,Citizens of Croatia living in Portugal,0,15,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,6,1,0,0,0,4,0,0,0,0,0
HR_HRZZQA,Citizens of Croatia living in Qatar,0,12,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
HR_HRZZRO,Citizens of Croatia living in Romania,0,19,1,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0
HR_HRZZRS,Citizens of Croatia living in Serbia,0,184,5,0,1,2,1,3,1,46,0,0,7,3,1,4,1,1,7,0,1,0,0,94,0,3,0,0,3
HR_HRZZRU,Citizens of Croatia living in Russian Federation,0,26,1,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,5,0,1,0,0,5,1,0,0,0,0
HR_HRZZSE,Citizens of Croatia living in Sweden,0,13,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1
HR_HRZZSI,Citizens of Croatia living in Slovenia,0,21,0,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0
HR_HRZZSK,Citizens of Croatia living in Slovakia,0,45,1,0,0,0,1,0,0,25,0,0,1,2,0,2,0,0,2,0,0,0,0,9,0,1,0,1,0
HR_HRZZTR,Citizens of Croatia living in Türkiye,0,27,1,0,0,1,0,0,1,5,1,0,0,1,1,0,0,0,7,1,1,0,0,7,0,0,0,0,0
HR_HRZZUA,Citizens of Croatia living in Ukraine,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
HR_HRZZUS,Citizens of Croatia living in United States,0,89,4,0,0,0,0,0,0,43,0,0,3,2,0,1,0,0,8,0,0,0,0,27,1,0,0,0,0
HR_HRZZXK,Citizens of Croatia living in Kosovo,0,44,1,0,0,5,2,0,1,11,0,0,1,1,0,8,0,0,8,0,0,0,0,5,0,0,0,0,1
HR_HRZZZA,Citizens of Croatia living in South Africa,0,19,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1
