gisco_id,name,registered,turnout,invalid,blank,AS,A-HSP,DA,DP,HDZ,HSGO,HSU,Ilčić,L9,JD,MOST-HS-HSP,Možemo!,OIP,HB,PZŽ,PHR,PIP,RF,Republika,Ričard,Skočak,SDP,SIP,UZ-SU-BUZ-DSU,ORaH
HR_00019,Andrijasevci,3103,449,6,0,1,1,3,63,230,0,4,8,0,0,25,5,8,0,1,0,15,0,0,3,14,57,3,2,0
HR_00027,Antunovac,3034,642,11,0,0,0,1,57,352,1,3,4,1,0,18,9,5,1,0,0,22,2,1,8,23,115,2,5,1
HR_HRYY11,Hrvatska (XI. izborna jedinica),12050,12049,110,0,21,16,14,1158,8120,13,10,71,104,7,331,780,109,14,16,6,211,45,13,49,242,545,21,4,19
HR_00035,Babina Greda,2831,405,7,0,2,1,1,57,135,1,37,15,1,0,6,3,2,0,4,0,8,0,1,2,16,102,0,2,2
HR_00043,Bakar,6824,1391,21,0,7,7,1,67,479,2,8,9,54,2,41,55,20,6,13,0,40,13,0,23,58,442,2,15,6
HR_00051,Bale - Valle,1089,208,5,0,1,0,0,1,30,2,0,0,100,0,4,17,2,0,1,0,3,2,8,1,9,22,0,0,0
HR_00060,Barban,2141,611,6,0,2,1,1,2,53,0,3,3,382,1,7,16,2,0,1,0,12,5,2,9,13,84,0,3,3
HR_00078,Barilovic,2445,575,9,0,6,2,0,40,248,1,2,3,98,6,20,7,13,1,3,0,18,1,1,9,23,59,1,1,3
HR_00086,Baška,1798,456,8,0,0,3,0,15,171,1,5,3,17,1,16,25,7,0,3,1,8,1,0,7,24,133,2,3,2
HR_00094,Baska Voda,2850,719,24,0,1,0,3,90,278,1,2,8,12,1,40,18,13,2,4,0,10,1,2,29,18,156,2,3,1
HR_00108,Bebrina,2439,394,16,0,5,0,1,28,207,1,4,6,3,0,9,1,3,2,3,0,9,3,0,2,15,69,6,1,0
HR_00116,Bedekovcina,6265,962,17,0,0,1,1,57,272,3,34,10,23,0,16,41,10,1,5,1,14,0,0,4,40,395,4,12,1
HR_05509,Bedenica,1057,257,8,0,2,1,0,18,73,2,2,1,1,0,9,7,3,1,2,0,20,4,0,11,28,57,3,2,2
HR_00124,Bednja,3301,714,13,0,2,0,2,27,421,3,4,2,18,0,9,11,7,0,0,0,25,1,0,2,33,126,3,3,2
HR_00132,Beli Manastir,7500,1324,36,0,8,2,0,100,533,1,8,2,112,3,28,32,14,0,4,1,32,4,2,8,39,338,3,12,2
HR_00159,Belica,2531,397,2,0,0,2,1,9,107,0,1,1,75,0,4,7,3,0,0,1,12,1,0,3,18,145,2,3,0
HR_00167,Belisce,8135,1388,20,0,4,5,3,165,480,1,10,13,17,0,31,38,20,0,6,2,60,8,0,4,39,440,6,13,3
HR_00175,Benkovac,12316,1555,39,0,9,5,1,195,783,2,11,7,83,2,82,11,26,0,5,0,38,4,0,34,47,163,4,3,1
HR_00183,Berek,973,365,6,0,9,0,0,17,208,1,2,1,2,1,13,8,5,0,1,0,15,1,1,6,3,55,2,7,1
HR_00191,Beretinec,1832,333,11,0,3,1,0,6,120,1,2,12,32,0,6,5,7,0,1,2,8,1,0,3,28,80,2,1,1
HR_00205,Bibinje,3423,535,6,0,3,1,1,64,294,2,0,13,5,0,34,6,18,0,2,0,10,1,2,16,13,40,1,2,1
HR_06211,Bilice,2243,326,5,0,2,0,0,35,153,0,2,3,5,0,24,5,4,1,1,0,11,1,0,13,12,48,0,1,0
HR_00213,Bilje,4314,739,12,0,11,1,1,72,239,2,3,3,17,2,31,20,7,1,2,0,26,3,3,6,24,242,3,7,1
HR_00221,Biograd na Moru,5290,1046,12,0,3,3,4,103,430,1,7,10,2,1,41,31,15,1,6,0,29,3,1,33,37,261,1,8,3
HR_03107,Biskupija,1087,359,17,0,2,1,1,4,12,0,1,0,284,0,3,4,0,0,1,0,4,0,0,3,3,18,0,1,0
HR_05479,Bistra,5587,873,15,0,3,4,0,100,269,1,5,5,5,1,36,46,14,1,6,0,31,3,5,5,62,246,4,3,3
HR_00230,Bizovac,3454,626,10,0,4,0,2,89,224,4,3,3,3,0,30,12,10,1,1,1,25,2,0,6,32,153,2,9,0
HR_00248,Bjelovar,31598,5912,73,0,25,5,3,633,1798,6,46,69,313,7,186,207,92,8,30,5,196,27,7,51,256,1793,18,47,11
HR_00256,Blato,3087,1085,24,0,8,1,4,32,638,1,6,19,3,1,24,23,9,1,2,1,14,4,2,16,22,223,0,7,0
HR_00264,Bogdanovci,1399,272,5,0,1,1,0,79,111,0,1,3,1,0,17,3,2,0,0,0,10,1,0,3,6,28,0,0,0
HR_00272,Bol,1540,334,2,0,1,1,2,17,85,0,4,3,3,1,10,17,7,1,2,0,12,4,1,7,17,130,3,3,1
HR_00299,Borovo,3378,772,24,0,4,1,1,4,9,0,3,2,666,1,4,13,2,1,1,1,2,2,0,0,3,23,1,1,3
HR_00302,Bosiljevo,974,242,9,0,2,1,0,11,147,2,0,2,9,2,6,1,3,1,1,0,1,0,0,3,4,36,0,1,0
HR_00329,Bosnjaci,2935,420,10,0,1,1,1,77,174,1,4,2,0,0,29,5,12,0,1,0,13,2,0,4,20,58,0,4,1
HR_00337,Brckovljani,5860,857,11,0,1,5,0,99,284,1,5,12,6,2,38,38,17,4,5,1,26,7,1,7,42,231,5,5,4
HR_00345,Brdovec,9882,1793,17,0,8,4,0,161,505,2,9,24,14,2,65,116,23,6,6,1,71,11,5,14,97,607,3,17,5
HR_00779,Brela,1536,291,8,0,2,0,0,54,100,0,1,3,6,0,20,6,3,0,0,0,3,2,0,4,7,68,2,1,1
HR_00353,Brestovac,3022,781,10,0,4,7,1,45,446,1,7,8,15,0,35,7,6,3,5,2,20,1,0,3,38,103,7,6,1
HR_00361,Breznica,1686,287,3,0,2,0,1,33,90,1,15,4,2,0,13,8,3,1,1,0,12,1,0,4,27,62,3,1,0
HR_01511,Breznicki Hum,1043,176,1,0,0,1,1,18,53,0,1,4,4,1,5,3,0,0,1,0,7,0,0,1,18,54,3,0,0
HR_00370,Brinje,2305,408,4,0,0,2,0,35,269,0,2,0,6,0,11,6,2,0,2,6,14,0,1,5,13,28,2,0,0
HR_00388,Brod Moravice,597,150,5,0,2,2,0,7,57,0,0,0,2,0,3,5,3,0,1,0,2,1,0,2,8,49,0,1,0
HR_00396,Brodski Stupnik,2259,423,4,0,1,1,2,46,206,0,3,3,0,0,27,2,9,1,4,0,15,4,0,2,21,63,0,8,1
HR_00400,Brtonigla - Verteneglio,1443,283,10,0,3,1,0,4,37,0,1,1,174,0,7,5,0,0,2,0,3,0,0,1,3,29,1,0,1
HR_00418,Budinscina,1830,228,3,0,1,0,0,9,94,0,2,0,7,1,6,5,3,0,1,0,6,0,0,1,16,70,3,0,0
HR_00426,Buje - Buie,4130,770,13,0,3,3,0,16,91,0,0,1,415,1,15,19,8,1,5,0,25,5,0,1,12,122,3,8,3
HR_05673,Bukovlje,2718,497,6,0,5,3,0,39,238,1,1,9,3,2,16,12,10,0,6,0,8,1,0,4,19,102,3,5,4
HR_00434,Buzet,4923,1550,30,0,1,1,0,10,81,0,6,2,1027,0,37,37,4,2,4,0,17,9,0,13,37,217,0,9,6
HR_00442,Cerna,3434,508,10,0,2,1,0,94,204,0,5,5,16,0,23,1,10,0,1,0,13,1,0,7,13,98,1,2,1
HR_00469,Cernik,2928,615,13,0,5,1,0,33,326,0,1,8,4,0,21,11,6,1,6,1,25,1,0,2,22,119,0,7,2
HR_00477,Cerovlje,1262,410,10,0,4,1,0,2,35,0,0,6,270,1,16,6,6,1,1,0,6,2,1,3,11,25,1,2,0
HR_00485,Cestica,4413,808,20,0,8,1,2,23,155,0,9,4,197,7,21,26,5,2,3,1,26,4,2,3,65,201,12,10,1
HR_00493,Cetingrad,1664,242,1,0,1,1,0,20,168,1,1,0,0,0,8,5,4,0,1,0,3,0,0,3,9,13,3,0,0
HR_00507,Cista Provo,2003,613,14,0,0,0,0,89,417,1,0,6,1,0,37,2,5,1,2,0,5,0,0,13,8,11,1,0,0
HR_00515,Civljane,196,14,0,0,1,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,5,0,0,0
HR_00523,Cres,2628,668,5,0,4,0,0,30,140,0,4,50,102,1,26,31,5,1,5,0,19,5,3,10,21,194,3,7,2
HR_00531,Crikvenica,11205,1959,22,0,2,2,0,97,678,1,15,9,69,2,49,77,21,3,3,0,57,17,2,22,69,723,7,9,3
HR_00540,Crnac,1001,194,2,0,2,3,0,21,109,1,2,1,1,0,2,0,3,0,0,0,8,1,0,1,4,30,2,1,0
HR_00663,Darda,5090,720,13,0,4,2,1,58,186,3,3,9,142,5,16,20,5,2,1,1,27,4,1,8,13,182,3,10,1
HR_00671,Daruvar,9165,1711,32,0,10,0,0,110,614,1,14,20,62,2,42,85,30,0,7,1,57,13,2,9,60,521,3,14,2
HR_00680,Davor,2268,322,3,0,2,1,0,15,195,0,3,0,2,0,22,5,6,1,3,0,15,0,0,1,8,36,2,2,0
HR_06033,Dekanovec,638,137,0,0,3,0,0,10,67,1,1,0,17,0,0,0,0,0,0,0,0,1,0,0,9,28,0,0,0
HR_00698,Delnice,4551,873,10,0,2,3,2,25,278,0,12,3,19,0,29,30,8,0,11,0,37,5,1,7,25,353,1,9,3
HR_00701,Desinic,2062,487,19,0,2,5,2,36,191,2,0,1,4,1,13,7,5,3,3,0,7,1,2,0,21,159,2,0,1
HR_00710,Dezanovac,1918,331,6,0,4,2,1,43,116,3,3,6,0,2,10,7,2,0,1,0,7,2,0,0,16,91,2,4,3
HR_00728,Dicmo,2379,492,4,0,0,1,2,78,261,1,0,10,1,0,43,4,6,0,2,0,12,0,0,18,16,30,1,2,0
HR_00744,Dobrinj,2350,444,9,0,1,1,0,22,88,0,4,0,25,1,11,20,5,1,4,0,21,3,0,25,25,171,2,5,0
HR_00752,Domasinec,1808,257,3,0,1,1,0,4,74,2,1,1,56,0,5,4,2,1,0,0,11,1,0,2,18,67,0,3,0
HR_00787,Donja Dubrava,1557,255,4,0,1,0,0,8,69,2,1,2,39,1,7,8,2,0,0,0,12,4,0,2,18,73,0,2,0
HR_05762,Donja Moticina,1205,216,0,0,1,1,0,17,110,1,1,5,1,0,9,4,3,0,0,0,3,1,3,0,21,33,1,1,0
HR_00795,Donja Stubica,4500,782,7,0,2,1,0,75,227,1,12,9,15,0,20,37,9,1,1,0,30,4,0,3,39,276,5,6,2
HR_00809,Donja Voca,1906,201,5,0,1,2,0,11,65,1,1,0,20,0,8,6,4,1,1,0,12,1,0,0,11,48,2,1,0
HR_00817,Donji Andrijevci,2837,456,10,0,1,2,0,62,209,1,3,2,2,1,18,4,6,0,0,0,27,1,1,6,18,78,2,2,0
HR_00825,Donji Kraljevec,3549,651,12,0,3,0,0,33,190,1,5,6,76,1,11,20,6,1,6,0,8,3,0,3,40,214,1,11,0
HR_00833,Donji Kukuruzari,1169,301,9,0,2,0,0,13,187,3,4,0,30,0,9,1,1,0,1,0,1,2,0,1,12,23,0,1,1
HR_00841,Donji Lapac,1323,279,15,0,0,0,2,13,42,0,1,0,127,0,5,5,2,1,0,0,4,2,0,4,3,53,0,0,0
HR_00868,Donji Miholjac,6986,1216,8,0,3,2,0,168,461,2,11,11,5,1,36,24,18,1,6,1,41,7,1,9,50,336,5,8,1
HR_00892,Donji Vidovec,1074,143,3,0,2,0,0,3,39,0,1,1,21,0,4,3,1,0,0,0,7,0,0,2,11,42,2,1,0
HR_05681,Dragalic,1120,233,5,0,1,0,0,24,92,0,3,3,12,1,2,8,3,1,0,0,11,5,0,1,9,50,2,0,0
HR_00906,Draganic,2236,416,7,0,3,4,1,61,180,0,5,2,19,2,12,9,6,0,3,0,13,2,0,4,20,53,2,3,5
HR_00914,Draz,1946,416,8,0,2,0,0,37,218,0,3,0,2,0,9,6,1,1,3,1,12,2,0,2,9,96,1,3,0
HR_00949,Drenje,1885,351,4,0,1,0,1,28,188,0,9,0,1,1,19,4,6,1,1,0,16,1,0,2,12,53,1,2,0
HR_00922,Drenovci,3956,469,15,0,3,0,0,63,214,1,3,3,1,0,26,1,14,2,1,0,13,0,1,0,13,90,2,3,0
HR_00957,Drnis,5948,1387,31,0,2,0,3,190,804,0,5,4,42,3,51,10,19,1,2,0,28,0,0,36,23,124,3,6,0
HR_00965,Drnje,1347,159,1,0,0,4,0,5,46,0,2,0,0,0,2,4,3,0,0,0,8,2,1,1,6,71,1,2,0
HR_00973,Dubrava,3587,848,19,0,13,1,3,62,381,1,8,4,4,0,23,19,14,2,6,5,21,4,1,6,37,197,8,8,1
HR_05495,Dubravica,1095,267,3,0,0,0,0,27,148,0,0,3,0,0,1,8,0,0,2,0,8,1,0,2,21,39,0,3,1
HR_05983,Dubrovacko primorje,1544,489,7,0,2,1,0,37,279,1,5,1,2,0,17,9,10,0,0,0,18,1,1,19,14,62,2,1,0
HR_00981,Dubrovnik,36652,7070,110,0,15,9,70,567,2763,12,95,65,209,5,361,345,132,8,25,3,230,34,5,98,184,1671,16,25,13
HR_00990,Duga Resa,8836,1957,34,0,8,4,1,191,764,14,29,11,58,1,101,67,34,2,10,0,48,5,4,19,68,446,9,24,5
HR_01007,Dugi Rat,6264,1040,11,0,6,0,1,171,364,1,0,19,4,1,88,20,19,1,4,0,32,9,2,16,44,220,2,3,2
HR_01015,Dugo Selo,17058,2609,34,0,9,6,1,332,834,1,11,42,27,0,136,151,54,3,9,1,105,11,6,26,161,609,9,13,18
HR_05851,Dugopolje,3250,783,16,0,0,3,1,63,467,5,6,2,4,2,46,6,8,0,1,0,12,0,0,23,21,93,0,4,0
HR_01023,Dvor,3477,873,20,0,2,1,0,31,141,0,3,0,538,0,9,7,6,0,0,0,17,2,0,1,6,82,2,4,1
HR_01104,Erdut,5427,730,13,0,3,0,0,52,181,2,0,2,273,0,8,9,8,0,1,0,20,9,0,7,23,106,2,6,5
HR_01112,Ernestinovo,1746,312,0,0,0,0,0,30,175,0,1,0,3,0,8,6,1,0,2,0,5,4,1,0,12,60,1,3,0
HR_01139,Ervenik,577,232,10,0,0,0,0,0,4,0,0,0,194,0,2,8,0,0,0,0,2,0,0,0,2,10,0,0,0
HR_01147,Farkasevac,1295,312,10,0,1,0,0,20,150,3,3,2,1,0,7,3,1,0,1,1,13,1,1,1,19,69,0,5,0
HR_06190,Fažana - Fasana,3381,732,10,0,4,1,0,27,124,0,3,2,261,0,9,28,7,0,4,0,20,16,0,5,30,173,4,2,2
HR_01155,Ferdinandovac,1231,268,4,0,1,0,0,24,130,0,7,13,0,0,2,3,0,0,0,0,12,0,1,2,4,64,0,1,0
HR_01163,Fericanci,1583,277,11,0,2,1,1,25,104,0,4,0,7,0,12,4,2,0,0,0,9,2,1,5,16,69,0,2,0
HR_06297,Funtana - Fontane,827,203,2,0,1,0,0,5,68,0,0,0,80,0,4,5,0,0,0,1,0,0,0,3,9,24,0,1,0
HR_01171,Fuzine,1393,259,9,0,1,0,0,15,67,0,3,1,9,0,3,14,3,0,2,0,10,2,0,4,14,98,1,2,1
HR_05711,Galovac,1046,134,1,0,0,0,0,13,87,0,1,0,0,0,2,0,3,0,0,0,2,0,0,6,2,17,0,0,0
HR_01198,Garesnica,7882,1551,24,0,8,3,1,88,701,2,9,12,88,2,44,34,22,2,3,2,51,6,0,6,66,351,7,15,4
HR_01180,Garcin,3692,687,22,0,8,0,1,75,324,1,3,8,5,2,21,9,15,0,1,1,27,4,0,8,30,114,3,2,3
HR_01201,Generalski Stol,1985,376,9,0,2,5,0,67,159,1,3,0,28,1,15,5,2,0,0,0,2,2,0,1,14,56,0,2,2
HR_01210,Glina,6834,1093,20,0,3,4,1,106,575,2,3,11,37,0,27,15,13,2,6,0,30,4,1,1,36,178,6,8,4
HR_01228,Gola,1684,268,5,0,3,3,0,34,128,0,2,4,4,0,6,7,3,1,0,1,6,1,1,3,10,41,1,4,0
HR_01236,Gorican,2219,430,8,0,0,0,0,16,183,1,5,13,58,3,7,5,2,0,2,0,9,2,0,1,21,88,1,2,3
HR_01244,Gorjani,1184,286,4,0,1,1,0,26,148,0,7,6,1,0,5,4,2,0,0,0,5,3,0,4,4,61,1,2,1
HR_06181,Gornja Rijeka,1301,296,7,0,2,5,0,18,136,0,2,2,1,0,12,2,1,0,2,0,12,0,0,7,13,72,0,2,0
HR_01252,Gornja Stubica,4125,642,7,0,2,0,0,71,156,0,8,6,50,2,30,9,5,1,5,0,31,2,3,6,38,203,1,4,2
HR_05690,Gornja Vrba,2144,358,12,0,2,0,0,41,171,0,6,6,4,0,17,5,3,1,4,0,10,1,0,4,16,51,3,1,0
HR_01279,Gornji Bogicevci,1528,247,9,0,1,0,0,26,103,0,2,1,9,0,13,1,3,2,2,0,14,0,0,0,15,41,1,3,1
HR_01295,Gornji Kneginec,4542,847,17,0,2,5,2,23,376,1,6,10,40,1,17,25,7,2,7,1,24,2,0,4,48,216,5,5,1
HR_06041,Gornji Mihaljevec,1541,276,7,0,2,1,0,4,68,0,5,2,67,2,8,4,3,0,0,0,16,0,0,1,17,63,3,2,1
HR_01309,Gospic,10529,5549,273,0,48,35,15,368,2673,7,40,26,112,9,233,57,106,18,51,382,122,17,10,208,164,495,19,49,12
HR_01333,Grad Zagreb,667747,163959,1585,0,467,205,115,16909,39820,172,786,2414,2585,114,7479,22777,2565,228,699,187,4988,1423,402,1439,7727,47280,419,748,426
HR_01341,Gradac,2844,662,15,0,1,3,3,49,215,1,2,1,44,0,26,12,9,3,5,0,16,6,1,19,10,217,3,1,0
HR_01350,Gradec,2818,503,11,0,6,8,0,60,143,0,8,6,8,0,27,8,4,1,1,0,12,4,2,6,35,143,3,5,2
HR_01368,Gradina,2694,463,9,0,6,1,0,41,258,1,1,4,4,0,13,2,4,1,3,1,22,0,1,6,15,66,2,1,1
HR_01376,Gradiste,2171,263,9,0,1,1,1,45,84,0,3,12,1,2,4,5,5,0,3,1,5,0,0,4,15,57,0,3,2
HR_01317,Gracac,3598,484,13,0,6,3,0,35,182,0,0,5,130,1,11,8,7,0,1,5,5,3,1,4,20,42,0,2,0
HR_01325,Gracisce,1158,336,6,0,2,0,1,3,15,0,0,6,194,1,11,9,2,0,4,0,14,8,0,10,9,34,4,2,1
HR_01384,Grožnjan - Grisignana,614,150,4,0,1,0,0,2,4,0,0,0,105,1,1,8,4,0,0,0,4,1,0,0,1,11,2,1,0
HR_01392,Grubisno Polje,4713,932,9,0,17,1,1,54,490,0,9,9,23,2,25,22,5,1,1,1,28,3,0,3,44,173,3,8,0
HR_01406,Gundinci,1453,247,3,0,3,2,0,41,103,1,2,2,1,1,14,1,2,1,1,0,11,0,1,1,16,38,0,2,0
HR_01414,Gunja,2892,266,9,0,1,0,0,32,101,1,5,9,5,1,14,3,8,0,0,0,11,0,0,0,8,55,1,1,1
HR_05100,Gvozd,2262,328,14,0,3,2,1,14,120,0,4,0,95,1,5,5,2,0,3,0,5,3,1,0,10,37,2,1,0
HR_01449,Hercegovac,1810,296,5,0,6,0,0,17,101,1,2,3,4,0,17,10,4,1,4,0,21,1,0,1,18,78,0,2,0
HR_01457,Hlebine,930,180,2,0,4,1,0,14,93,1,2,0,3,0,3,1,3,1,2,0,4,0,0,2,8,35,1,0,0
HR_01465,Hrascina,1161,211,6,0,3,2,0,12,64,1,2,0,6,0,3,5,1,1,0,0,3,1,0,1,19,79,0,2,0
HR_01481,Hrvace,3045,866,8,0,4,3,0,79,589,1,5,14,6,2,43,7,12,0,5,2,9,1,0,9,21,41,2,3,0
HR_01490,Hrvatska Dubica,1461,310,7,0,1,0,2,24,145,0,2,4,11,0,17,1,3,0,0,0,7,1,1,9,23,52,0,0,0
HR_01503,Hrvatska Kostajnica,1942,437,9,0,2,1,0,24,237,0,7,4,15,2,10,7,7,0,0,0,12,1,0,4,14,74,2,5,0
HR_01520,Hum na Sutli,3823,600,13,0,0,1,0,20,129,0,3,1,0,0,12,9,8,0,1,0,21,0,0,1,37,336,3,5,0
HR_01538,Hvar,4014,835,5,0,6,0,5,63,299,2,3,10,8,0,28,45,4,0,2,0,30,7,0,10,46,251,1,7,3
HR_01546,Ilok,4938,1070,15,0,6,0,2,140,567,2,18,7,37,1,57,7,8,1,1,1,26,1,1,5,13,143,5,6,0
HR_01554,Imotski,8906,1501,17,0,0,1,2,386,747,0,4,17,29,1,81,9,22,1,1,0,45,4,1,12,28,89,1,3,0
HR_01562,Ivanec,11057,1839,37,0,4,2,1,50,563,1,19,39,74,2,38,78,21,5,8,1,57,7,2,21,106,674,8,17,4
HR_01589,Ivanic-Grad,11834,2114,27,0,14,4,2,210,585,2,5,19,51,1,68,118,28,5,6,2,74,9,3,18,131,704,7,17,4
HR_01597,Ivankovo,6101,931,13,0,1,1,2,204,355,0,17,8,2,0,44,12,16,1,2,2,39,2,5,7,48,134,10,6,0
HR_01619,Ivanska,2038,428,13,0,7,0,0,54,131,0,3,2,12,0,17,5,4,2,2,0,23,1,0,4,42,94,6,5,1
HR_06092,Jagodnjak,1353,149,6,0,4,1,0,4,17,0,0,0,69,0,3,4,0,0,1,0,4,1,0,0,6,25,0,3,1
HR_01635,Jakovlje,3145,470,9,0,8,2,0,34,157,2,4,7,4,0,16,27,9,3,1,1,18,1,0,4,25,136,0,1,1
HR_01643,Jaksic,3142,692,15,0,2,1,1,53,324,1,2,8,9,0,38,11,12,0,1,0,36,0,2,5,41,118,5,7,0
HR_01651,Jalzabet,2681,585,11,0,4,2,1,16,287,1,6,5,17,1,18,19,5,2,5,1,16,1,0,8,24,126,3,4,2
HR_05991,Janjina,543,183,7,0,3,0,4,10,85,0,1,2,3,1,3,4,1,0,3,0,6,0,0,4,3,43,0,0,0
HR_01660,Jarmina,1901,321,6,0,1,1,0,55,131,0,4,3,12,0,10,3,3,3,0,0,15,0,0,1,24,47,0,2,0
HR_01678,Jasenice,1456,217,4,0,2,2,0,27,115,0,2,2,2,0,12,2,4,0,0,0,2,0,0,6,2,33,0,0,0
HR_01686,Jasenovac,1490,529,8,0,8,7,1,53,307,1,4,3,9,0,14,10,4,1,1,0,15,3,0,4,12,55,1,8,0
HR_01694,Jastrebarsko,13235,3198,50,0,16,7,2,309,1116,2,19,29,9,3,140,126,65,5,14,6,95,16,3,41,227,858,9,13,18
HR_01708,Jelenje,4473,712,8,0,3,3,0,32,196,0,10,11,43,1,22,32,15,2,1,1,17,8,1,8,30,250,1,11,6
HR_01716,Jelsa,3385,924,11,0,1,2,9,62,395,1,3,8,5,2,49,24,14,2,2,3,28,5,1,25,21,241,4,3,3
HR_05525,Jesenje,1176,324,11,0,0,1,0,7,150,0,0,1,2,0,6,2,2,2,2,0,9,0,1,1,11,114,0,1,1
HR_01724,Josipdol,2828,650,15,0,3,3,0,62,341,3,5,5,11,1,17,10,4,2,0,1,15,2,1,8,40,92,2,5,2
HR_01732,Kali,1629,341,5,0,0,1,1,29,122,0,7,11,1,0,14,5,4,2,2,0,8,2,0,9,5,109,0,4,0
HR_05592,Kalinovac,1164,319,10,0,1,0,0,17,165,0,2,4,1,1,4,9,1,1,1,2,19,1,0,1,11,65,1,1,1
HR_05606,Kalnik,1000,231,16,0,2,0,0,8,97,0,1,1,3,0,5,1,0,0,0,1,8,0,0,1,7,79,0,1,0
HR_06238,Kamanje,703,153,3,0,0,0,0,10,46,0,2,0,2,0,2,3,1,0,1,0,6,0,0,4,8,63,1,1,0
HR_01759,Kanfanar,1382,364,7,0,2,0,2,6,54,0,2,0,201,1,10,8,0,0,2,0,10,1,2,1,10,41,2,2,0
HR_01767,Kapela,2155,461,15,0,2,2,0,62,158,2,3,6,4,0,12,4,5,0,1,1,16,0,0,6,28,125,2,7,0
HR_01775,Kaptol,2709,560,12,0,7,0,1,31,290,0,19,7,0,0,18,6,12,2,5,0,14,2,2,5,24,94,4,4,1
HR_01783,Karlobag,893,304,7,0,0,0,0,36,176,0,2,2,1,1,11,3,8,0,0,9,3,0,0,3,4,35,0,3,0
HR_01791,Karlovac,43988,10861,146,0,42,22,8,893,4303,24,121,65,217,7,370,597,135,17,43,4,312,65,25,103,435,2742,40,70,55
HR_05967,Karojba,1193,339,6,0,1,0,0,9,87,0,0,7,175,0,10,6,0,0,0,0,3,0,1,2,15,12,1,3,1
HR_01805,Kastav,9215,1709,23,0,6,2,2,87,375,0,11,15,108,1,61,121,18,1,4,0,50,15,1,24,96,667,4,16,1
HR_01813,Kastela,34872,5895,80,0,10,5,10,890,2473,4,21,140,22,9,382,127,117,7,17,0,178,22,6,111,134,1082,14,28,6
HR_05975,Kaštelir-Labinci - Castelliere-S. Domenica,1312,243,5,0,0,0,0,4,37,0,1,4,139,1,0,9,2,0,1,0,6,4,0,3,8,17,0,2,0
HR_01830,Kijevo,291,84,1,0,0,0,0,11,60,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,6,0,0,0
HR_01848,Kistanje,2299,472,13,0,0,1,1,15,42,0,1,2,321,0,14,7,1,0,1,0,7,2,0,3,1,35,0,2,3
HR_01856,Klakar,1783,377,10,0,4,1,0,21,224,0,2,10,2,0,13,3,5,0,3,0,12,1,0,2,20,43,1,0,0
HR_01864,Klana,1594,333,2,0,1,1,1,26,81,2,4,2,16,0,6,13,4,1,0,0,4,3,0,3,12,148,0,3,0
HR_01872,Klanjec,2265,448,11,0,4,0,0,27,93,1,0,0,6,0,12,11,5,0,2,1,9,2,1,4,38,211,4,5,1
HR_01899,Klenovnik,1557,329,2,0,1,1,0,10,149,0,4,1,43,0,14,10,3,0,5,2,8,2,1,2,17,48,2,4,0
HR_01902,Klinca Sela,4492,881,20,0,8,1,2,99,283,1,8,15,7,0,32,44,14,4,4,1,26,3,1,16,45,238,3,6,0
HR_01929,Klis,4431,1087,24,0,4,4,2,130,546,2,7,7,10,2,50,21,24,1,5,1,25,3,2,27,36,146,3,4,1
HR_01937,Klostar Ivanic,5237,814,5,0,6,1,1,86,281,2,8,14,13,1,21,43,11,2,2,1,29,3,1,8,47,220,3,4,1
HR_01945,Klostar Podravski,2316,502,17,0,6,0,0,26,283,1,6,8,0,0,11,7,6,1,1,0,9,3,0,0,8,104,1,3,1
HR_01953,Knezevi Vinogradi,3163,459,14,0,7,3,2,33,139,2,5,1,84,0,11,8,5,1,1,0,23,2,0,0,13,98,2,4,1
HR_01961,Knin,11114,1934,36,0,6,4,6,177,793,5,6,20,356,1,78,44,22,4,4,3,59,15,1,19,33,226,5,8,3
HR_06220,Kolan,788,153,1,0,0,0,0,18,66,0,0,0,0,0,15,5,3,1,1,0,5,0,0,6,4,26,1,1,0
HR_01970,Komiža,1526,353,7,0,3,0,1,11,97,1,6,5,13,1,11,19,1,0,1,0,7,5,0,6,18,134,3,2,1
HR_01988,Konavle,7121,1835,41,0,8,2,8,130,842,0,15,11,9,0,107,57,37,2,8,0,73,5,3,40,66,338,17,12,4
HR_02003,Konjscina,2874,706,18,0,0,2,0,31,217,0,4,13,3,0,11,32,7,1,2,1,14,5,0,6,41,290,1,6,1
HR_01996,Koncanica,1673,258,6,0,6,0,0,18,87,0,1,2,0,1,11,7,2,0,1,0,9,2,1,1,21,72,4,4,2
HR_02011,Koprivnica,25387,5168,60,0,13,29,3,285,1396,5,32,89,83,0,129,267,50,1,16,4,147,34,4,19,237,2207,14,33,11
HR_02020,Koprivnicki Bregi,1775,298,4,0,1,3,0,28,93,1,2,4,4,0,12,6,5,1,0,0,8,3,0,0,21,100,1,0,1
HR_02038,Koprivnicki Ivanec,1656,344,6,0,2,3,0,21,144,1,2,2,5,1,5,10,6,0,1,0,12,0,0,0,24,96,0,3,0
HR_02046,Korčula,4931,1456,35,0,7,3,4,77,602,2,14,10,8,2,55,80,18,1,3,0,24,10,1,17,25,448,0,6,4
HR_05380,Kostrena,3991,750,14,0,1,0,0,47,210,0,5,3,54,0,25,45,6,1,2,0,26,8,0,5,41,252,2,3,0
