gisco_id,name,registered,turnout,invalid,blank,A-HSP,Fokus,OIP,SIP,DA,DP,HDZ-HSLS-HDS-HNS,HSP-HB,JD,MOST-HS-HKS,Možemo!,RF,Ričard,SD-IDS-PGS-HL,SDP-Centar-HSS-DOSIP-NS-R-GLAS,SRP,UZ-SU-BUZ,IDS-PGS-UNIJA-ISU-NS-R,SDP-Centar-HSS-DOSIP,Crnogorac,Jeckov,Milaković,Pupovac,Šimpraga,AS,DP-PIP-DHSS,HSGO,MDS,Simunić,NPS,Horvat [Franjo Horvat],Kajtazi,Kralj,Bilek,Komak,AP,NS-R-PGS-IDS-UNIJA,SD-HL,DP-PIP-DHSS-ZL,Hodžić [Armin Hodžić],Prljaskaj,Šoipi,Tabaković,DP-PIP-BLOK,HB,PHR,Rogina,HDZ,Bilo,MOST,Dussich,Radin,HSP,SHZ,Jankovics
HR_01988,Konavle,7006,4696,177,0,22,27,66,45,7,471,1884,29,7,479,438,7,138,33,783,7,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01996,Koncanica,1390,893,28,0,4,15,6,8,0,0,230,4,0,36,14,7,0,10,178,0,18,0,0,3,11,3,9,11,12,0,0,0,0,0,0,0,0,244,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
HR_02003,Konjscina,2856,1918,58,0,8,12,13,12,0,0,490,4,0,46,98,10,0,0,829,0,27,0,0,0,0,0,0,0,0,92,1,2,198,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02011,Koprivnica,25101,16526,418,0,76,110,115,122,0,2,3869,55,0,762,1119,139,0,63,8134,1,298,2,4,0,6,2,11,9,0,1131,0,0,0,0,39,4,1,2,0,0,0,0,3,2,4,5,0,1,0,32,0,0,0,0,0,0,0,0,2
HR_02020,Koprivnicki Bregi,1729,1009,31,0,5,5,8,10,0,0,237,5,0,36,33,2,0,2,438,0,25,0,0,0,0,0,0,0,0,160,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_02038,Koprivnicki Ivanec,1640,988,43,0,2,2,11,11,0,0,318,3,0,40,21,10,0,3,437,0,9,0,0,0,0,0,0,0,0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_02046,Korčula,4862,3161,78,0,7,11,30,19,11,233,1227,20,4,177,212,11,66,37,949,9,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0
HR_02054,Koska,2880,1676,37,0,7,11,10,19,0,0,874,21,0,110,29,11,0,10,246,0,29,0,0,2,7,1,4,4,0,242,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
HR_02062,Kotoriba,2282,1416,43,0,4,4,8,11,0,0,277,7,0,36,49,4,0,0,413,0,20,1,1,0,0,0,0,0,0,51,2,18,2,361,43,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02089,Kraljevec na Sutli,1330,847,46,0,5,12,12,11,0,0,262,5,0,43,15,3,0,0,331,0,7,0,0,0,0,0,0,0,0,64,1,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02097,Kraljevica,3764,2323,54,0,6,8,20,23,0,95,795,30,0,106,305,47,0,0,0,1,34,110,681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
HR_02119,Krapina,9893,6678,186,0,16,36,50,61,0,1,2569,18,0,191,398,15,0,0,2184,0,127,0,1,0,0,0,0,0,0,284,6,6,436,91,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_02127,Krapinske Toplice,4329,2596,83,0,14,12,30,39,0,0,804,10,0,68,110,11,0,0,1034,0,41,0,0,0,0,0,0,0,0,167,3,3,108,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02135,Kriz,5469,3203,105,0,15,194,51,58,0,0,846,24,0,231,259,38,0,68,891,0,96,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,296,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02143,Krizevci,16370,9517,281,0,38,101,101,131,0,1,3188,45,0,526,638,71,0,54,3357,0,177,0,3,4,13,1,15,14,55,0,0,0,0,0,0,0,1,1,0,0,1,0,708,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_02151,Krk,6442,3645,82,0,9,31,15,29,0,164,780,25,0,221,255,58,4,6,51,6,51,978,837,0,1,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,4,0,3,0,0,0,0,0,0,2,2,0,0,0
HR_02160,Krnjak,1047,604,23,0,3,3,3,6,0,0,162,1,0,18,27,1,0,0,0,0,8,0,89,7,148,20,205,169,0,22,1,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02178,Krsan,2464,1623,61,0,1,16,6,13,0,42,206,4,0,67,126,27,0,0,0,3,20,470,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_02194,Kula Norinska,1290,823,27,0,0,5,2,4,1,50,373,5,1,146,2,0,25,6,171,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02208,Kutina,17286,10411,347,0,22,92,322,192,0,0,3325,118,0,749,688,67,0,0,4,0,272,0,2580,1,15,3,21,19,0,1221,17,0,0,0,1,132,2,49,1,44,16,100,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,2
HR_02216,Kutjevo,4770,2497,93,0,13,30,25,26,0,353,1175,19,4,167,75,12,0,9,391,0,65,0,0,0,6,2,5,7,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02224,Labin,9315,5809,167,0,12,62,28,51,0,111,489,17,0,164,519,152,0,0,7,18,114,1604,2141,1,3,1,3,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,101,7,7,1,1,0,1,0,0,0,0,5,21,0,0,0
HR_02232,Lanisce,268,149,3,0,1,2,1,0,0,4,50,0,0,10,5,4,0,0,0,1,5,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02259,Lasinja,1275,672,18,0,2,6,9,8,0,0,340,10,0,26,40,2,0,0,0,0,11,0,93,1,2,2,1,2,0,92,2,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02267,Lastovo,803,432,13,0,1,0,9,3,0,31,134,1,1,32,24,3,11,6,154,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02275,Legrad,1681,987,32,0,5,5,5,5,0,0,284,8,0,36,42,5,0,4,458,0,31,0,0,0,0,0,0,0,0,58,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_02283,Lekenik,4809,2935,114,0,11,31,20,37,0,0,1214,51,0,212,162,16,0,0,0,0,60,0,678,0,0,0,1,0,0,270,5,0,0,0,0,0,1,0,0,20,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02291,Lepoglava,6158,3492,145,0,18,54,21,37,0,8,1331,29,0,122,178,21,0,4,1009,0,66,2,3,1,1,0,0,1,1,157,4,9,20,231,1,8,2,0,0,1,0,0,5,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
HR_02305,Levanjska Varos,679,417,6,0,2,3,6,6,0,0,234,9,0,13,7,0,0,21,61,0,7,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_02313,Lipik,4540,2647,96,0,13,21,12,32,0,241,1216,24,10,173,69,10,0,13,498,0,80,0,7,15,49,8,60,50,15,1,0,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,14,0,0,10
HR_02321,Lipovljani,2454,1376,32,0,3,10,14,21,0,184,486,25,2,86,40,5,0,10,379,0,48,0,0,0,0,0,1,0,8,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_02348,Lisane Ostrovicke,668,326,12,0,5,0,2,3,0,29,190,3,0,29,5,0,15,0,26,0,0,0,0,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02356,Ližnjan - Lisignano,3708,2257,60,0,2,50,18,19,0,80,332,5,0,98,212,57,0,0,0,9,40,525,713,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,13,8,0,0,0
HR_02364,Lobor,2262,1513,44,0,6,9,7,10,0,0,781,3,0,36,45,3,0,1,459,0,13,1,0,0,0,0,0,0,0,60,3,2,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02372,Lokve,754,517,21,0,5,0,3,1,0,0,165,10,0,24,17,3,0,0,0,0,11,0,226,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02399,Lovas,817,542,18,0,2,2,10,2,0,112,266,2,1,51,9,0,0,1,48,0,5,0,0,2,12,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_02402,Lovinac,883,526,17,0,4,7,6,4,0,0,319,9,0,14,14,0,0,0,0,0,2,0,45,1,15,2,19,17,0,59,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02429,Lovran,3166,1897,34,0,5,12,25,12,0,59,367,7,0,83,180,57,0,0,0,5,49,187,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,12,0,0,2
HR_02437,Lovrec,1447,908,22,0,4,2,3,3,0,204,558,11,0,58,4,2,15,0,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02445,Ludbreg,7382,4645,161,0,16,25,89,63,0,1,996,16,0,231,264,24,0,0,1600,0,75,0,0,0,0,0,3,4,0,229,3,2,18,791,22,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02453,Lukac,2712,1444,52,0,6,7,5,16,0,0,708,10,0,80,37,5,0,10,334,0,37,0,0,1,1,1,2,3,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
HR_02461,Lupoglav,708,455,23,0,1,7,3,2,0,12,80,0,0,22,37,3,0,0,0,2,6,167,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02470,Ljubescica,1527,1074,43,0,2,6,0,7,0,0,646,4,0,33,40,1,0,0,197,0,20,0,0,0,0,0,0,0,0,42,2,6,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02488,Mace,1901,1069,32,0,3,4,12,19,0,0,303,6,0,26,46,4,0,0,539,0,10,0,0,0,0,0,0,0,0,37,2,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02496,Makarska,14670,8151,180,0,22,21,57,42,34,704,2901,39,23,674,303,30,250,34,2620,33,103,5,13,0,0,0,0,0,0,12,0,1,0,4,0,0,0,0,0,0,0,0,15,5,18,2,0,5,0,0,0,0,0,0,0,0,0,0,1
HR_02500,Mala Subotica,3356,2055,56,0,0,6,12,15,0,0,330,13,0,47,91,7,0,0,482,0,20,0,0,0,0,0,0,0,0,70,3,14,4,723,70,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02518,Mali Bukovec,1567,963,39,0,8,5,9,20,0,0,376,6,0,29,33,2,0,0,263,0,16,0,0,0,0,0,0,0,0,46,2,2,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02526,Mali Lošinj,7122,4239,94,0,14,32,60,37,0,245,1168,15,0,349,293,102,2,0,19,17,90,233,1423,3,4,2,10,10,1,3,0,0,0,0,0,0,0,1,1,0,0,2,2,0,8,6,0,2,0,0,0,0,0,0,2,6,0,0,0
HR_02534,Malinska-Dubasnica,3702,1771,43,0,5,8,17,14,0,96,543,21,0,140,92,16,0,0,0,3,39,250,462,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,0,0,0,2,0,0,0
HR_02542,Marcana,3892,2414,55,0,3,61,18,19,0,81,343,6,0,106,155,64,0,0,0,7,30,586,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
HR_02569,Marija Bistrica,4798,2872,76,0,11,20,30,30,0,0,729,13,0,113,146,9,0,0,1195,0,63,0,0,0,0,0,0,0,0,211,6,1,168,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02577,Marijanci,1752,1079,41,0,3,6,6,21,0,0,496,12,0,82,22,11,0,5,141,0,37,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_02585,Marina,4069,2340,109,0,8,10,15,13,0,262,697,21,0,256,90,17,167,19,577,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0
HR_02593,Martinska Ves,2449,1478,40,0,4,6,5,15,0,0,897,10,0,81,56,2,0,0,0,0,36,0,173,0,0,0,1,0,0,126,3,0,0,0,0,0,0,0,0,17,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02607,Marusevec,4875,3014,128,0,11,15,24,42,0,0,803,14,0,103,140,22,0,0,1256,0,60,0,0,0,0,0,0,0,0,143,11,2,27,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02615,Matulji,9599,5934,165,0,10,36,55,63,0,0,1080,40,0,445,632,100,0,0,0,0,155,0,2411,0,0,1,0,1,0,271,19,0,0,0,2,0,1,0,0,31,360,39,0,0,6,1,1,0,0,0,0,0,0,0,5,4,0,0,0
HR_02631,Medulin,6281,3841,60,0,7,104,34,40,0,130,741,3,0,122,353,112,0,0,0,17,60,612,1293,2,2,2,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,77,30,0,0,0,0,0,0,0,0,11,13,0,0,0
HR_02640,Metkovic,13414,8474,236,0,18,16,58,34,4,603,4231,59,9,1875,103,14,142,17,891,15,102,0,2,1,21,3,24,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HR_02658,Mihovljan,1444,787,26,0,1,2,3,3,0,0,315,3,0,18,27,6,0,0,287,0,12,0,0,0,0,0,0,0,0,49,2,1,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02666,Mikleus,1171,563,26,0,1,0,2,8,0,0,328,8,0,35,10,1,0,3,75,0,7,0,0,0,1,0,1,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_02674,Milna,1124,651,17,0,13,10,2,2,3,43,149,8,3,55,31,2,28,4,260,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02682,Mljet,1000,674,6,0,1,3,2,1,1,68,337,2,1,31,31,2,29,6,143,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HR_02704,Molve,1488,894,33,0,14,10,4,9,0,0,288,8,0,33,28,1,0,3,206,0,23,0,0,0,0,0,0,0,0,217,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_02712,Podravska Moslavina,807,463,15,0,2,3,3,11,0,0,260,5,0,25,9,4,0,4,47,0,6,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_02739,Mošćenička Draga,1198,790,24,0,1,12,7,4,0,27,139,0,0,33,62,24,0,0,0,2,21,110,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_02747,Motovun - Montona,729,439,24,0,2,8,3,8,0,9,57,0,0,19,23,9,0,0,1,3,4,122,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
HR_02755,Mrkopalj,922,550,39,0,5,2,6,7,0,0,200,23,0,22,24,3,0,0,0,0,18,0,140,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02763,Mursko Sredisce,5034,2848,59,0,5,16,21,30,0,1,654,10,0,75,115,12,0,0,730,0,28,0,3,0,0,0,0,0,0,60,2,39,6,899,48,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02780,Nasice,12384,7856,164,0,19,33,65,62,0,1,3408,56,0,469,260,13,0,37,2151,0,148,0,0,1,1,0,0,1,0,782,0,0,0,0,0,0,0,110,48,0,0,0,4,0,7,2,0,0,0,14,0,0,0,0,0,0,0,0,0
HR_02798,Nedelisce,8654,5772,171,0,8,36,37,36,0,0,698,38,0,160,248,15,0,0,1834,0,95,0,0,0,0,0,0,0,0,174,5,61,13,1667,89,151,232,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02801,Nerezisca,812,566,13,0,3,3,1,5,0,50,173,8,5,61,13,2,26,2,184,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02810,Netretic,2194,1382,45,0,8,10,16,16,0,0,632,26,0,92,88,6,0,0,0,0,38,0,222,0,0,0,0,0,0,150,7,0,0,0,0,0,0,0,0,12,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02828,Nin,2717,1587,41,0,6,7,20,12,0,136,604,12,7,146,41,7,171,17,288,0,36,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,9,1,0
HR_02836,Nova Bukovica,1222,739,23,0,4,3,0,17,0,0,338,23,0,13,11,1,0,6,215,0,8,0,0,4,3,3,3,4,0,60,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02844,Nova Gradiska,11235,6114,214,0,15,105,72,49,0,710,2447,26,10,331,283,29,0,31,1576,0,149,0,0,2,7,0,12,9,29,2,0,0,0,1,0,13,1,1,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02852,Nova Kapela,3022,1797,87,0,10,11,22,22,0,304,804,10,3,110,31,11,0,2,323,0,41,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02879,Nova Raca,2367,1310,37,0,4,22,11,21,0,0,592,13,0,69,25,4,0,10,301,0,21,0,0,0,0,1,3,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
HR_02887,Novalja,3521,2360,65,0,3,7,40,6,0,2,1205,13,0,248,83,6,0,1,17,0,31,0,449,0,0,0,1,0,0,149,4,0,0,0,0,0,0,0,0,5,4,11,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_02895,Novi Marof,10544,6807,222,0,15,32,43,58,0,0,2966,26,0,288,339,39,0,0,1905,0,92,0,1,0,0,0,0,0,0,550,17,7,41,159,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02909,Novi Vinodolski,4696,3054,56,0,7,21,13,6,0,108,1647,14,0,123,86,36,0,0,0,6,27,44,823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02917,Novigrad - Cittanova,5775,3271,97,0,7,26,24,32,0,78,1024,15,0,247,166,55,0,0,3,4,38,647,575,0,1,0,1,1,0,129,1,0,0,0,0,0,0,1,0,7,1,2,0,0,36,1,1,0,0,0,0,0,0,0,28,24,0,0,1
HR_02925,Novigrad Podravski,2057,1128,54,0,8,2,7,4,0,0,323,6,0,59,44,11,0,6,412,0,22,0,0,0,0,0,0,0,0,151,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_02933,Novska,10163,5723,170,0,22,21,50,70,0,767,2944,54,4,316,185,23,0,17,833,0,188,0,1,3,2,1,6,5,33,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02941,Nustar,4347,2748,103,0,2,11,40,32,1,789,1022,13,2,269,45,8,0,3,327,0,27,0,0,1,0,3,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,33
HR_02950,Nijemci,3184,1884,93,0,4,3,12,24,0,442,677,10,7,273,22,4,0,4,183,0,28,0,0,20,75,4,65,65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02968,Obrovac,4615,1977,70,0,16,3,14,5,0,2,929,14,0,141,39,6,1,0,4,0,14,0,207,13,238,10,275,273,0,178,1,0,0,0,0,0,0,1,0,10,4,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_02976,Ogulin,10096,6729,189,0,17,20,39,45,0,0,2798,47,0,221,147,21,1,0,10,0,78,2,2285,17,110,96,149,125,0,497,4,0,0,0,0,0,0,0,0,15,11,24,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_02984,Promina,901,563,12,0,3,3,8,1,0,62,305,7,1,54,8,2,12,4,58,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02992,Okucani,2497,1164,37,0,13,7,9,11,0,110,595,8,3,69,15,3,0,3,182,0,18,0,0,5,46,4,57,48,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_03000,Omis,13016,7978,221,0,23,36,104,64,29,1094,2719,200,14,1257,210,31,389,29,1396,22,123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,4,0,0,0,0,0,0,0,0,0,0,1
HR_03018,Omišalj,2922,1639,53,0,4,8,9,10,0,54,403,73,0,84,89,30,0,0,0,5,23,108,660,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0
HR_03026,Opatija,9948,6244,111,0,14,78,53,55,0,225,1214,22,0,338,649,200,0,1,29,20,140,513,2533,2,3,0,6,5,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,5,17,5,0,0,0,0,2,0,0,0,4,4,0,0,0
HR_03034,Oprisavci,1844,1083,38,0,4,5,12,28,0,195,428,10,5,80,26,3,0,1,183,0,30,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03042,Oprtalj - Portole,676,378,19,0,2,3,3,8,0,4,50,2,0,15,26,11,0,0,0,1,13,74,134,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
HR_03069,Opuzen,2444,1659,68,0,3,20,8,9,3,161,869,8,4,188,24,4,41,2,219,3,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03077,Orahovica,3991,2565,88,0,15,5,11,28,0,2,917,20,0,108,100,16,0,21,868,0,58,0,0,0,9,2,14,11,0,273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,1
HR_03085,Orebić,3556,2163,71,0,9,13,5,6,7,123,1026,8,5,271,82,7,63,7,408,7,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03093,Oriovac,4412,2438,117,0,8,25,17,43,0,354,995,35,3,213,72,12,0,5,447,0,62,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_03107,Biskupija,631,579,25,0,0,0,0,0,0,6,43,5,0,7,0,0,5,3,34,0,3,0,0,40,329,17,367,401,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HR_03115,Oroslavje,5199,3468,110,0,5,23,30,28,0,0,664,7,0,73,176,42,0,0,986,0,38,0,0,0,0,0,0,0,0,188,2,2,1057,34,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03123,Osijek,85439,54833,1387,0,110,715,580,413,0,68,22230,259,0,3412,4260,303,4,870,12366,0,1299,4,21,41,172,55,185,155,4,5874,0,1,0,1,2,4,5,20,12,1,0,2,9,10,69,33,1,6,0,114,0,0,0,0,1,0,0,0,75
HR_03131,Otocac,7440,4421,151,0,10,662,38,30,2,0,2008,67,0,362,63,11,0,2,1,1,65,0,586,3,0,1,9,2,0,306,4,0,0,0,0,0,0,0,0,14,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
