gisco_id,name,registered,turnout,invalid,blank,A-HSP,Fokus,OIP,SIP,DA,DP,HDZ-HSLS-HDS-HNS,HSP-HB,JD,MOST-HS-HKS,Možemo!,RF,Ričard,SD-IDS-PGS-HL,SDP-Centar-HSS-DOSIP-NS-R-GLAS,SRP,UZ-SU-BUZ,IDS-PGS-UNIJA-ISU-NS-R,SDP-Centar-HSS-DOSIP,Crnogorac,Jeckov,Milaković,Pupovac,Šimpraga,AS,DP-PIP-DHSS,HSGO,MDS,Simunić,NPS,Horvat [Franjo Horvat],Kajtazi,Kralj,Bilek,Komak,AP,NS-R-PGS-IDS-UNIJA,SD-HL,DP-PIP-DHSS-ZL,Hodžić [Armin Hodžić],Prljaskaj,Šoipi,Tabaković,DP-PIP-BLOK,HB,PHR,Rogina,HDZ,Bilo,MOST,Dussich,Radin,HSP,SHZ,Jankovics
HR_04316,Sveti Lovrec,860,503,27,0,1,6,3,3,0,15,53,2,0,28,35,13,0,0,0,1,9,195,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
HR_04324,Sveta Nedelja,2448,1529,49,0,4,11,10,7,0,16,88,1,0,59,93,45,0,0,0,3,26,540,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
HR_04332,Sveti Petar u Sumi,860,606,34,0,0,21,4,2,0,13,249,1,0,43,44,4,0,0,0,1,7,106,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04359,Svetvincenat,1871,1191,39,0,3,80,9,18,0,16,165,2,0,53,89,25,0,0,0,1,17,370,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
HR_04367,Sveta Nedelja,16168,11100,247,0,17,3639,128,93,0,0,2329,27,0,699,781,47,0,47,1862,0,227,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,861,4,9,1,1,0,42,0,23,0,0,0,0,0,0,0,0
HR_04375,Sveti Đurđ,2797,1670,62,0,9,2,18,33,0,0,393,13,0,73,47,7,0,0,654,0,24,0,0,0,0,0,0,0,0,92,1,5,4,210,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04383,Sveti Ilija,2819,1880,65,0,5,13,12,14,0,0,685,9,0,84,101,7,0,0,649,0,42,0,0,0,0,0,0,0,0,91,3,3,12,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04391,Sveti Ivan Zabno,3683,1957,66,0,18,12,24,25,0,0,714,22,0,104,74,12,0,12,630,0,29,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04405,Sveti Juraj na Bregu,4388,2552,86,0,3,11,23,30,0,0,281,16,0,78,148,11,0,0,817,0,28,0,0,0,0,0,0,0,0,72,1,42,6,898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04413,Sveti Martin na Muri,2243,1220,53,0,2,9,11,7,0,0,231,4,0,35,56,1,0,0,323,0,18,0,0,0,0,0,0,0,0,24,2,15,7,420,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04421,Sveti Petar Orehovec,3281,1904,61,0,2,3,15,8,0,0,1084,10,0,75,59,8,0,10,422,0,20,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04430,Sestanovac,1664,1038,14,0,7,1,8,9,2,204,599,27,0,88,5,0,27,0,36,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04448,Šibenik,38160,23869,619,0,60,822,280,123,0,2060,8407,192,32,2258,1476,108,648,562,5521,2,450,0,9,3,3,0,8,10,1,8,0,0,0,0,0,0,0,0,1,131,0,0,5,2,19,0,0,3,0,0,0,0,0,0,1,0,40,14,1
HR_04456,Škabrnja,1465,1004,27,0,4,0,4,3,0,99,682,19,0,62,10,0,9,4,62,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
HR_04472,Šolta,2203,1326,31,0,8,8,11,8,0,82,315,19,1,129,75,14,43,23,499,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,0
HR_04499,Spisic Bukovica,3077,1689,61,0,10,6,20,28,0,0,840,24,0,80,62,8,0,9,348,0,32,0,0,0,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
HR_04502,Stefanje,1424,786,25,0,5,7,4,10,0,0,389,4,0,39,26,4,0,8,170,0,13,0,0,1,2,1,3,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04529,Strigova,2242,1122,37,0,3,3,6,16,0,0,202,4,0,27,28,2,0,0,318,0,6,0,0,0,0,0,0,0,0,29,2,6,1,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04537,Tinjan,1359,869,32,0,3,19,6,9,0,22,121,1,0,49,83,13,0,0,0,4,12,233,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04545,Tisno,2767,1714,45,0,12,35,23,8,0,121,497,17,5,117,107,6,98,12,547,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,1,0
HR_04553,Plitvicka jezera,3106,1790,56,0,8,67,18,19,0,0,735,9,0,121,54,4,0,0,0,0,32,0,284,10,109,12,130,126,0,188,2,0,0,0,0,0,0,0,0,10,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_04561,Tompojevci,989,678,18,0,3,2,3,12,0,162,283,0,0,44,6,0,0,0,49,0,11,0,0,3,20,8,14,16,3,0,0,0,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
HR_04570,Topusko,2321,1154,41,0,2,14,3,4,0,0,652,4,0,25,18,5,0,0,16,0,19,0,209,5,21,4,37,32,0,64,3,0,0,0,0,0,0,0,0,8,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04588,Tordinci,1443,976,29,0,2,6,12,9,0,148,446,2,1,70,15,1,0,2,82,0,6,0,0,4,18,3,19,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
HR_04596,Tovarnik,1914,1168,39,0,5,2,4,12,0,329,517,7,0,119,16,2,0,5,80,0,14,0,0,0,5,1,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04600,Trilj,7656,4944,183,0,13,9,44,15,0,929,2651,93,6,426,50,8,90,13,344,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0
HR_04618,Trnava,1213,617,19,0,6,2,8,8,0,0,264,10,0,34,23,1,0,9,111,0,15,0,0,0,4,0,4,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04626,Trnovec Bartolovecki,5556,3504,149,0,9,21,18,23,0,0,890,14,0,177,207,20,0,0,1478,0,56,0,0,0,0,0,0,0,0,160,3,8,18,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04634,Trogir,11949,7068,180,0,21,13,69,49,1,575,2247,71,8,830,245,80,309,49,2111,0,119,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,0,7,3,28,1,0,2,0,0,0,0,0,0,0,0,11,8,0
HR_04642,Trpinja,2892,1206,63,0,1,2,3,15,0,40,111,0,0,3,21,5,0,2,132,0,10,0,0,176,559,200,524,441,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04669,Tuhelj,1739,1070,24,0,6,10,13,9,0,0,357,5,0,21,56,7,0,0,440,0,21,0,0,0,0,0,0,0,0,53,6,1,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04677,Udbina,946,776,36,0,4,4,1,8,0,0,247,6,0,23,9,0,0,0,0,0,5,0,82,9,284,13,288,290,0,35,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04685,Umag - Umago,11947,6530,172,0,13,62,45,53,0,245,901,24,0,594,553,128,0,2,14,14,127,1026,2193,2,7,1,9,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,37,41,13,1,1,0,0,0,0,0,0,113,139,0,0,3
HR_04693,Unesic,1145,866,15,0,0,9,3,1,0,84,600,14,4,64,7,1,22,0,32,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HR_04715,Valpovo,8630,5444,151,0,14,43,32,55,0,0,2170,35,0,427,259,32,0,77,1173,0,168,0,1,1,3,2,3,3,0,739,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,1,0,0,0,43,0,0,0,0,0,0,1,0,0
HR_04723,Varazdin,38090,26264,625,0,47,314,234,205,0,11,5725,74,0,1432,2687,173,2,3,11632,0,491,1,29,1,1,1,2,3,0,1166,36,43,158,1108,3,22,2,2,0,1,0,0,7,4,16,4,0,1,1,0,0,0,0,0,0,0,0,0,1
HR_04731,Varazdinske Toplice,5171,3276,102,0,11,15,38,35,0,3,1184,15,0,150,136,17,0,0,1147,0,61,0,3,0,0,0,0,0,0,187,7,5,22,134,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04740,Vela Luka,3374,2149,77,0,4,9,11,14,5,99,679,6,2,92,45,8,41,22,997,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04758,Velika,4329,2496,77,0,10,29,14,28,0,454,1099,15,5,176,53,18,0,9,436,0,51,0,0,1,8,3,8,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04766,Velika Kopanica,2496,1292,57,0,10,2,19,14,0,290,486,7,8,97,16,6,0,1,212,0,34,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_04774,Velika Ludina,1962,1186,67,0,6,10,16,23,0,0,464,63,0,61,54,4,0,0,0,0,12,0,273,0,0,0,0,0,0,106,1,0,0,0,0,11,0,0,0,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04782,Velika Pisanica,1132,620,20,0,1,9,7,12,0,0,236,11,0,25,24,2,0,9,130,0,12,0,0,2,4,1,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30
HR_04804,Veliki Grđevac,1975,1140,51,0,8,23,6,11,0,0,501,8,0,68,30,9,0,32,219,0,22,0,0,1,1,1,2,2,8,0,0,0,0,0,0,0,0,6,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
HR_04812,Veliko Trgovisce,3863,2375,72,0,3,17,16,14,0,0,713,2,0,60,111,3,0,0,725,0,30,0,0,0,0,0,0,0,0,131,2,1,64,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04839,Veliko Trojstvo,2086,1196,57,0,8,23,14,17,0,0,524,8,0,47,39,5,0,9,304,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04847,Vidovec,4186,2630,106,0,5,19,15,33,0,0,804,15,0,123,125,16,0,0,1030,0,43,0,0,0,0,0,0,1,0,96,5,7,25,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04855,Viljevo,1443,782,20,0,5,1,2,5,0,0,421,1,0,32,11,1,0,8,99,0,15,0,0,6,12,5,19,15,0,124,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_04863,Vinica,2663,1729,59,0,7,8,6,27,0,0,718,7,0,54,92,10,0,0,538,0,26,0,0,0,0,0,0,0,0,71,5,9,11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04871,Vinkovci,27553,16980,492,0,30,170,188,122,0,3362,6582,108,26,1542,575,59,0,58,3033,1,372,0,0,34,75,14,82,71,55,3,0,0,0,0,0,21,1,1,0,0,0,0,3,2,18,0,0,3,1,1,0,0,0,0,1,0,0,0,19
HR_04880,Vinodolska opcina,3138,1790,57,0,3,13,16,11,0,0,550,25,0,107,109,22,0,0,0,0,51,0,649,0,0,0,1,0,0,95,4,0,0,0,0,0,0,0,0,13,45,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04898,Vir,3805,1926,70,0,12,5,26,15,0,2,642,27,0,180,83,8,0,0,21,0,41,0,541,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,4,2,12,4,10,2,10,0,2,0,0,0,0,0,0,1,0,0,0,0
HR_04901,Virje,3291,1829,83,0,22,14,16,23,0,0,461,17,0,76,76,6,0,5,526,0,29,0,0,0,0,0,0,0,0,453,0,0,0,0,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_04910,Virovitica,17316,10986,291,0,41,84,98,102,0,1,4576,113,0,843,566,68,0,99,2793,0,262,2,0,0,7,0,10,10,0,947,0,0,0,0,0,1,0,13,0,0,0,0,0,3,10,0,0,2,0,50,0,0,0,0,0,0,0,0,8
HR_04928,Vis,1975,1211,36,0,9,4,10,5,4,72,297,18,5,75,85,8,51,11,481,12,24,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_04936,Visoko,1088,792,20,0,1,6,9,15,0,0,520,1,0,21,19,1,0,0,122,0,6,0,0,0,0,0,0,0,0,37,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_04944,Viskovci,1412,783,19,0,2,4,16,10,0,0,378,5,0,48,27,1,0,9,125,0,14,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_04952,Viskovo,13979,8181,178,0,30,83,104,80,0,0,2276,75,0,647,870,121,0,0,0,0,205,0,2419,5,22,3,26,26,0,526,11,0,0,0,1,0,0,1,0,66,311,70,0,45,15,0,0,0,0,0,0,0,0,0,4,6,0,0,2
HR_04979,Višnjan - Visignano,1858,1082,45,0,2,13,9,13,0,33,126,2,0,37,67,13,0,0,0,3,19,357,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0
HR_04987,Vižinada - Visinada,977,621,17,0,1,3,4,8,0,21,70,1,0,17,15,6,0,0,0,2,4,116,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0
HR_04995,Vocin,1691,810,22,0,7,6,7,11,0,0,516,5,0,23,16,4,0,2,84,0,11,0,0,5,25,1,21,20,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
HR_05002,Vodice,9429,5270,109,0,13,76,46,38,0,593,2014,38,8,634,249,15,199,58,921,0,70,1,6,0,18,2,19,19,1,0,0,0,0,0,0,0,0,0,0,118,0,0,9,0,16,0,0,7,0,0,0,0,0,0,0,0,7,2,1
HR_05029,Vodnjan - Dignano,4883,2820,118,0,9,75,16,30,0,89,450,1,0,136,172,83,0,0,0,13,46,416,868,0,2,0,2,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,33,8,1,2,0,0,0,0,0,0,0,120,97,0,0,2
HR_05037,Vojnic,3016,1527,81,0,9,5,4,9,0,0,432,6,0,47,31,3,0,0,0,0,14,0,303,26,80,27,115,92,0,26,3,0,0,0,0,0,0,0,0,283,3,7,0,95,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05045,Vratisinec,1550,872,24,0,1,2,3,7,0,0,132,1,0,24,32,2,0,0,264,0,14,0,0,0,0,0,0,0,0,15,0,4,4,341,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05053,Vrbanja,2977,1438,67,0,5,8,12,15,0,359,624,16,0,116,15,4,0,6,148,0,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05061,Vrbje,1766,875,30,0,2,11,6,16,0,142,505,10,2,34,6,0,0,1,97,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05070,Vrbnik,1106,664,12,0,1,6,20,5,0,39,203,9,0,36,29,11,0,0,0,1,14,102,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05088,Vrbovec,11677,7235,201,0,16,70,71,78,0,0,2001,34,0,378,392,46,0,82,3189,1,131,1,3,0,0,0,0,0,46,4,0,0,0,1,0,0,0,1,0,0,0,0,478,1,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0
HR_05096,Vrbovsko,3662,2023,72,0,6,11,9,12,0,0,680,18,0,106,78,20,0,0,0,0,51,0,590,16,81,28,138,105,0,155,5,0,0,0,0,0,0,1,0,7,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05100,Gvozd,2014,795,39,0,3,3,2,5,0,0,222,6,0,15,19,2,0,0,0,0,5,0,163,18,183,20,218,208,0,39,0,0,0,0,0,0,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05118,Vrgorac,5301,3345,117,0,12,6,14,19,5,363,1610,15,3,336,18,2,64,18,695,9,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_05126,Vrhovine,488,391,12,0,1,14,0,1,0,0,57,5,0,12,8,1,0,0,0,0,3,0,64,13,137,13,167,159,0,18,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05134,Vrlika,1670,965,19,0,4,0,8,3,0,121,544,19,1,103,8,2,17,2,78,0,6,0,0,3,8,3,17,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
HR_05142,Vrpolje,2714,1543,49,0,2,9,8,26,0,302,811,13,1,66,38,5,0,3,171,0,25,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05169,Vrsar - Orsera,1815,1028,31,0,2,20,12,6,0,47,166,2,0,39,65,20,0,0,0,4,17,319,263,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2,2,0,0,0
HR_05177,Vuka,895,463,10,0,1,7,5,9,0,0,230,0,0,14,12,2,0,1,69,0,9,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_05185,Vukovar,19729,11386,368,0,23,35,55,79,0,2764,3326,20,8,1105,287,50,0,76,1393,0,156,0,1,213,1084,420,1009,909,23,0,0,0,0,0,2,10,12,4,0,0,0,0,5,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,77
HR_05193,Zabok,7584,5221,124,0,7,32,59,44,0,6,1208,14,0,138,344,27,0,0,2488,0,73,0,7,0,0,0,0,0,0,240,6,5,285,111,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05207,Zadar,61480,37812,970,0,66,301,602,230,1,3567,11710,491,161,3585,2652,200,1845,258,9339,0,804,3,41,1,12,1,19,22,1,12,0,0,1,6,0,0,0,1,0,416,3,2,12,23,100,29,7,4,0,0,1,0,0,0,1,1,288,50,1
HR_05215,Zagorska Sela,738,456,18,0,2,0,5,6,0,0,107,4,0,16,16,1,0,0,172,0,4,0,0,0,0,0,0,0,0,20,1,2,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05223,Zagvozd,965,598,11,0,1,1,5,10,0,166,315,15,2,42,4,0,6,0,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05231,Zazablje,544,338,12,0,4,1,1,0,0,23,189,3,1,61,6,0,5,3,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05240,Zdenci,1348,832,37,0,5,4,9,20,0,0,316,9,0,42,27,5,0,7,216,0,19,0,0,0,2,0,2,1,0,108,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_05258,Zemunik Donji,1943,1197,39,0,4,2,17,7,0,104,638,15,3,110,19,1,45,2,144,0,17,0,0,5,5,3,10,7,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0
HR_05266,Zlatar,4786,2740,77,0,8,12,20,31,0,2,784,11,0,49,115,10,0,0,1313,0,36,0,2,0,0,0,0,0,0,190,1,2,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
HR_05274,Zlatar-Bistrica,1986,1230,38,0,3,3,9,26,0,0,259,1,0,27,56,3,0,0,623,0,19,0,0,0,0,0,0,0,0,58,0,0,94,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05282,Zmijavci,1582,1035,22,0,0,0,6,4,0,155,668,9,0,102,6,1,15,0,41,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05304,Zakanje,1465,1039,31,0,4,8,8,12,0,0,414,13,0,74,39,2,0,0,0,0,21,0,175,0,0,0,0,0,0,62,1,0,0,0,0,0,0,0,0,169,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05312,Zminj,2809,1633,71,0,4,97,9,16,0,26,224,3,0,98,102,31,0,0,0,3,38,428,476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HR_05339,Krasic,1956,1154,57,0,4,23,17,13,0,0,588,8,0,80,44,3,0,4,128,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0
HR_05347,Zupanja,9829,4969,143,0,14,33,32,37,0,917,1815,27,6,401,156,16,0,56,1172,0,108,0,2,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05355,Otok,4656,2768,114,0,7,9,27,28,0,798,1219,19,12,224,54,4,0,2,216,0,27,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05363,Rakovec,936,737,16,0,0,2,2,8,0,0,360,9,0,40,30,3,0,13,155,0,17,0,0,2,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05380,Kostrena,3945,2509,54,0,5,24,32,17,0,126,672,13,0,182,303,59,0,0,0,3,46,193,770,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0
HR_05398,Marija Gorica,1872,1148,34,0,5,33,9,13,0,0,333,9,0,83,111,9,0,0,363,0,24,0,0,0,0,0,0,0,0,98,2,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05401,Zumberak,658,302,23,0,1,12,2,1,0,0,118,4,0,20,12,0,0,3,65,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
HR_05410,Velika Gorica,54445,36524,948,0,93,814,880,279,0,23,12388,200,43,3517,3783,210,0,274,7925,0,725,0,19,5,5,2,13,10,133,10,0,0,0,2,2,5,0,6,1,1,0,0,2,67,8,38,6,3881,127,91,0,0,0,0,0,0,1,0,4
HR_05428,Orle,1583,974,30,0,7,10,20,8,0,0,467,9,3,39,52,4,0,11,220,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,70,4,2,0,0,0,0,0,0,0,0,0
HR_05436,Zapresic,21541,14622,363,0,40,702,194,183,0,5,4194,69,0,1479,1882,74,1,78,3552,0,335,0,3,1,1,1,2,2,0,5,15,0,0,0,0,0,0,3,0,0,0,0,1266,10,5,1,0,1,82,0,75,0,0,0,0,0,0,1,1
HR_05444,Pokupsko,1716,1072,34,0,4,12,24,11,0,0,546,6,4,46,43,4,0,8,166,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,2,2,0,0,0,0,0,0,0,0,0
HR_05452,Kravarsko,1638,1012,33,0,5,15,18,8,0,0,462,6,3,71,68,3,0,5,178,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1,4,0,0,0,0,0,0,0,0,0
