gisco_id,name,registered,turnout,invalid,blank,I.Fem,CEUS,PSOE,ALTER,CXE,AR,Contigo,ADÑ,PACMA,SAIn,PCTE,FAC,PH,AxSÍ,PACT,MIEL,IzqEsp,PUM+J,MCR,Cs,JxCAT,Vox,IGRE,Volt,CV-EC,PP,Recortes Cero-LV-GVE,CEX-CREX-PR,CPE,PCPE-PCPC,Podemos-IU,Pirates,PCTC,PCTG,ELAK
ES_06135,Trujillanos,1104,941,13,7,0,0,366,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,75,0,216,0,0,0,220,0,0,0,0,40,1,0,0,0
ES_06136,Usagre,1510,1243,25,7,0,0,718,0,0,0,0,0,5,1,0,1,0,0,2,0,6,3,0,55,0,25,1,2,0,307,1,4,1,3,73,3,0,0,0
ES_06137,Valdecaballeros,939,743,11,2,2,1,411,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,61,0,38,0,1,1,170,1,1,0,0,35,2,0,0,0
ES_06138,Valdetorres,1016,773,28,9,0,0,504,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,46,0,8,0,0,0,126,0,0,0,0,34,0,0,0,0
ES_06139,Valencia de las Torres,506,446,3,4,1,0,231,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,18,0,11,0,0,0,141,0,0,0,2,31,0,0,0,0
ES_06140,Valencia del Mombuey,621,562,14,10,0,0,178,0,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,21,0,20,0,0,0,304,0,0,0,1,7,0,0,0,0
ES_06141,Valencia del Ventoso,1685,1286,32,25,1,0,743,2,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,58,0,36,0,0,1,332,2,0,6,1,38,0,0,0,0
ES_06142,Valverde de Burguillos,256,202,5,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,29,0,0,0,0,7,0,0,0,0
ES_06143,Valverde de Leganés,3384,2611,39,18,2,0,1808,0,0,0,1,1,4,0,0,1,0,0,1,0,1,4,0,172,0,62,1,4,0,347,0,2,2,9,132,0,0,0,0
ES_06144,Valverde de Llerena,512,403,5,5,1,0,260,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,20,0,3,0,0,0,72,1,1,0,1,31,0,0,0,0
ES_06145,Valverde de Mérida,897,774,13,6,1,0,394,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,23,0,2,0,258,0,0,0,0,27,0,0,0,0
ES_06146,Valle de la Serena,1047,866,17,8,0,1,547,0,0,1,0,0,2,0,0,0,0,0,4,0,1,0,0,44,0,14,0,0,0,161,0,1,0,2,63,0,0,0,0
ES_06147,Valle de Matamoros,338,261,1,5,0,0,164,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,0,4,0,0,0,32,0,0,0,0,34,2,0,0,0
ES_06148,Valle de Santa Ana,960,740,23,15,0,1,379,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,49,0,21,0,0,0,122,1,2,0,2,116,2,0,0,0
ES_06149,Villafranca de los Barros,10197,7476,83,57,3,1,3465,4,8,13,3,3,48,0,11,3,2,1,8,1,2,14,2,1298,2,429,1,6,10,1543,7,11,7,5,423,2,0,0,0
ES_06150,Villagarcía de la Torre,780,615,8,11,2,1,329,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,84,0,8,0,0,1,94,1,1,0,0,69,1,0,0,0
ES_06151,Villagonzalo,1051,771,1,7,1,0,481,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,87,0,17,0,0,2,122,0,3,0,3,43,1,0,0,0
ES_06152,Villalba de los Barros,1284,962,16,4,0,0,482,2,0,2,1,1,3,1,1,4,1,0,2,0,0,0,0,168,0,27,0,5,4,175,1,2,0,4,56,0,0,0,0
ES_06153,Villanueva de la Serena,20258,13944,255,184,8,4,6963,3,14,7,6,5,108,6,22,10,3,2,42,4,10,12,9,1749,5,734,4,19,24,2825,14,19,7,16,843,8,0,0,0
ES_06154,Villanueva del Fresno,2799,2085,39,33,4,1,1171,1,0,2,1,0,11,0,5,0,2,0,2,0,0,0,0,136,1,83,0,2,2,500,2,6,0,1,80,0,0,0,0
ES_06155,Villar del Rey,1828,1252,20,43,1,2,645,0,5,0,0,0,6,0,1,2,1,0,0,1,0,0,2,118,1,86,1,2,2,226,1,6,0,3,77,0,0,0,0
ES_06156,Villar de Rena,1174,983,17,18,0,0,496,1,0,0,1,0,5,0,0,0,0,0,5,1,1,0,0,61,0,13,0,0,0,324,0,0,1,0,39,0,0,0,0
ES_06157,Villarta de los Montes,392,318,3,0,1,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,112,0,0,0,0,7,0,0,0,0
ES_06158,Zafra,13374,9202,157,110,26,1,4274,3,4,7,4,0,112,0,6,4,1,4,8,2,9,77,3,1142,95,413,24,13,32,1790,20,25,9,17,807,3,0,0,0
ES_06159,Zahínos,2338,1493,106,97,4,1,627,0,0,0,6,2,2,0,14,1,2,0,1,2,1,0,2,105,1,48,4,6,2,338,1,3,0,2,115,0,0,0,0
ES_06160,Zalamea de la Serena,3020,2381,29,27,2,0,1110,0,0,0,0,0,9,0,3,1,0,2,0,2,1,0,0,120,5,62,0,3,6,776,2,2,1,2,213,3,0,0,0
ES_06161,Zarza-Capilla,291,249,3,2,1,0,132,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,17,0,4,1,0,0,78,0,0,0,0,7,0,0,0,0
ES_06162,"Zarza, La",2885,2191,22,35,2,2,1146,0,1,0,0,0,6,0,0,0,0,1,1,0,0,2,2,308,0,65,0,4,0,513,2,4,1,1,69,4,0,0,0
ES_06901,Valdelacalzada,2153,1515,21,33,4,0,792,2,2,0,0,0,14,0,2,1,0,1,0,0,5,1,0,160,2,90,0,0,1,320,1,1,0,0,62,0,0,0,0
ES_06902,Pueblonuevo del Guadiana,1662,1247,13,25,3,1,585,0,4,0,3,0,5,2,2,0,1,0,1,0,1,3,0,145,0,42,0,1,2,344,1,4,0,3,56,0,0,0,0
ES_06903,Guadiana,2032,1612,31,28,4,0,734,0,3,0,0,0,6,0,2,0,0,1,0,0,2,0,0,129,0,358,0,0,1,198,0,1,0,3,111,0,0,0,0
ES_10001,Abadía,285,238,1,5,0,0,133,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0,8,0,0,1,64,0,0,0,0,12,0,0,0,0
ES_10002,Abertura,360,310,16,3,0,0,176,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,0,11,0,0,2,62,0,0,0,2,10,0,0,0,0
ES_10003,Acebo,535,419,5,5,1,0,135,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,18,0,2,0,192,0,0,0,0,42,0,0,0,0
ES_10004,Acehuche,690,557,8,6,1,0,291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,1,28,0,0,0,154,0,3,0,0,18,0,0,0,0
ES_10005,Aceituna,524,420,14,5,0,0,214,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,29,0,9,0,2,0,129,0,3,0,0,11,0,0,0,0
ES_10006,Ahigal,1228,1021,30,16,0,0,585,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,35,0,59,0,3,0,262,0,3,1,0,24,0,0,0,0
ES_10007,Albalá,628,546,6,7,0,0,234,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,44,0,21,0,1,1,221,0,1,0,0,6,0,0,0,0
ES_10008,Alcántara,1298,1040,13,15,2,0,412,0,2,0,1,1,4,0,0,37,1,0,1,0,0,0,0,54,0,47,0,1,2,382,0,1,1,2,61,0,0,0,0
ES_10009,Alcollarín,258,219,3,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,146,0,0,0,0,5,0,0,0,0
ES_10010,Alcuéscar,2215,1519,29,26,1,0,805,1,1,0,3,0,9,0,5,3,2,0,6,0,0,0,0,112,4,87,0,2,1,270,0,82,3,3,60,4,0,0,0
ES_10011,Aldeacentenera,533,450,6,5,0,0,277,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,49,0,18,1,0,0,72,1,2,0,0,14,0,0,0,0
ES_10012,Aldea del Cano,560,437,7,3,1,0,270,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,0,0,1,93,0,1,0,0,25,0,0,0,0
ES_10013,"Aldea del Obispo, La",268,212,4,1,1,0,69,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,11,0,3,0,0,1,111,0,0,0,0,5,0,0,0,0
ES_10014,Aldeanueva de la Vera,1830,1544,27,26,0,1,841,1,0,1,2,1,3,0,2,0,0,0,3,1,1,1,0,55,0,70,1,4,3,421,0,4,0,3,71,1,0,0,0
ES_10015,Aldeanueva del Camino,627,472,11,4,0,0,206,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,77,0,14,0,1,0,120,1,1,0,0,31,1,0,0,0
ES_10016,Aldehuela de Jerte,325,258,2,8,0,0,122,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,25,0,20,0,1,0,54,0,7,0,0,15,0,0,0,0
ES_10017,Alía,778,651,2,3,0,0,288,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,42,0,0,0,271,0,0,0,1,19,0,0,0,0
ES_10018,Aliseda,1626,1147,42,23,2,0,598,2,0,0,0,4,2,0,0,0,1,0,0,0,1,1,1,81,0,44,0,4,0,281,0,0,1,1,57,1,0,0,0
ES_10019,Almaraz,1447,1132,27,22,2,0,398,0,3,1,0,0,12,0,2,1,1,0,4,2,3,3,0,121,4,110,0,0,2,303,1,13,1,0,94,2,0,0,0
ES_10020,Almoharín,1573,1221,25,21,1,2,667,0,0,1,1,0,8,0,2,1,0,0,13,0,0,1,1,54,1,43,0,0,1,303,4,6,0,2,62,1,0,0,0
ES_10021,Arroyo de la Luz,5029,3836,77,93,6,0,2155,2,1,3,3,0,33,0,7,1,1,0,11,0,2,1,2,372,0,118,2,1,7,581,7,5,1,10,333,1,0,0,0
ES_10022,Arroyomolinos de la Vera,411,352,8,5,1,0,151,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,10,0,3,0,1,0,137,0,0,1,2,27,0,0,0,0
ES_10023,Arroyomolinos,800,667,4,7,1,0,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,15,0,1,0,145,0,67,0,1,16,0,0,0,0
ES_10024,Baños de Montemayor,676,516,8,6,3,0,166,0,0,1,1,2,5,0,0,0,1,0,0,0,0,0,0,47,0,27,0,0,3,209,0,0,0,2,34,1,0,0,0
ES_10025,Barrado,376,330,5,7,1,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,15,0,0,0,77,2,3,0,2,28,1,0,0,0
ES_10026,Belvís de Monroy,662,499,2,7,1,0,163,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,53,1,47,0,0,0,117,0,45,0,1,56,0,0,0,0
ES_10027,Benquerencia,77,71,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,2,0,0,0,0
ES_10028,Berrocalejo,86,68,0,0,0,0,53,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
ES_10029,Berzocana,381,327,8,4,0,1,192,0,4,0,0,0,2,0,0,0,0,0,1,0,1,0,0,12,0,12,0,0,0,75,0,0,0,0,15,0,0,0,0
ES_10030,Bohonal de Ibor,470,331,1,0,0,0,155,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,13,0,25,0,0,0,120,0,0,0,0,12,0,0,0,0
ES_10031,Botija,166,140,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,53,0,2,0,0,10,0,0,0,0
ES_10032,Brozas,1595,1307,15,15,0,0,603,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,100,0,40,0,1,0,414,2,2,0,1,103,1,0,0,0
ES_10033,Cabañas del Castillo,403,349,1,2,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,1,1,219,0,0,0,0,8,0,0,0,0
ES_10034,Cabezabellosa,337,282,2,1,0,2,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,103,0,0,0,0,10,0,0,0,0
ES_10035,Cabezuela del Valle,1808,1289,46,32,0,0,606,1,1,2,0,2,4,0,2,1,0,0,4,0,0,0,1,54,0,18,0,2,0,351,0,5,1,0,156,0,0,0,0
ES_10036,Cabrero,306,256,1,5,0,0,151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0,0,63,1,2,0,1,21,0,0,0,0
ES_10037,Cáceres,76963,49641,395,379,73,13,17281,12,49,39,14,21,581,7,37,29,6,10,134,4,18,33,7,8962,27,3937,24,87,120,12165,91,203,21,151,4688,23,0,0,0
ES_10038,Cachorrilla,83,75,1,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,1,25,0,1,0,0,2,0,0,0,0
ES_10039,Cadalso,403,332,11,3,0,0,130,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,1,138,0,0,0,0,24,0,0,0,0
ES_10040,Calzadilla,431,359,4,6,0,0,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,0,0,0,69,0,1,0,0,20,0,0,0,0
ES_10041,Caminomorisco,1023,896,19,13,2,0,418,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,46,0,35,0,2,0,310,0,2,1,0,43,0,0,0,0
ES_10042,Campillo de Deleitosa,87,71,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,21,0,0,0,0,5,0,0,0,0
ES_10043,Campo Lugar,755,621,5,10,1,0,341,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28,0,19,0,0,1,168,0,1,0,2,42,1,0,0,0
ES_10044,Cañamero,1408,1112,10,9,4,1,711,0,0,0,1,0,6,0,1,0,0,0,0,0,1,1,1,72,1,37,1,2,6,149,2,5,0,4,86,1,0,0,0
ES_10045,Cañaveral,976,758,8,7,0,0,422,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,58,0,33,0,1,0,174,0,3,0,0,48,0,0,0,0
ES_10046,Carbajo,186,148,5,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,8,0,0,0,22,0,3,0,0,11,0,0,0,0
ES_10047,Carcaboso,944,840,7,12,0,0,425,0,0,1,0,0,8,0,0,0,0,0,2,0,0,0,0,46,0,15,0,1,3,90,2,201,0,1,25,1,0,0,0
ES_10048,Carrascalejo,203,168,0,1,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,1,0,79,0,1,0,1,5,0,0,0,0
ES_10049,Casar de Cáceres,3768,3012,75,39,2,0,1526,0,0,0,0,0,21,0,3,1,1,0,2,1,2,2,0,265,0,115,3,1,1,822,3,10,1,1,114,1,0,0,0
ES_10050,Casar de Palomero,1045,901,17,7,2,0,376,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,0,37,0,0,0,407,1,0,0,0,14,2,0,0,0
ES_10051,Casares de las Hurdes,432,376,6,2,2,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,56,0,0,0,198,0,12,0,0,1,0,0,0,0
ES_10052,Casas de Don Antonio,174,144,0,1,1,0,25,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,21,0,20,0,1,0,65,0,1,0,0,4,0,0,0,0
ES_10053,Casas de Don Gómez,280,233,8,6,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,113,0,1,0,0,5,0,0,0,0
ES_10054,Casas del Castañar,529,455,13,7,0,0,226,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,18,0,31,0,2,0,123,0,1,0,0,30,0,0,0,0
ES_10055,Casas del Monte,698,527,13,13,0,0,193,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,57,0,23,0,0,0,167,2,7,0,1,47,0,0,0,0
ES_10056,Casas de Millán,531,461,10,5,0,0,228,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,23,0,5,0,1,0,151,0,0,0,3,30,0,0,0,0
ES_10057,Casas de Miravete,127,107,1,3,0,0,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,19,0,1,0,0,8,1,0,0,0
ES_10058,Casatejada,990,736,35,17,0,0,357,0,0,0,0,0,5,0,0,0,0,0,1,1,2,1,1,44,3,42,2,5,1,146,0,40,0,0,28,5,0,0,0
ES_10059,Casillas de Coria,328,265,2,5,1,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,0,0,0,40,1,0,0,0,0,0,0,0,0
ES_10060,Castañar de Ibor,938,669,20,9,1,0,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,52,0,1,0,166,1,5,0,1,24,0,0,0,0
ES_10061,Ceclavín,1601,1212,15,12,0,0,599,0,2,0,0,0,11,0,3,0,0,0,0,3,0,0,0,147,0,21,0,1,0,148,1,208,1,2,38,0,0,0,0
ES_10062,Cedillo,396,352,2,3,0,0,220,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,13,0,0,0,35,1,8,0,0,44,0,0,0,0
ES_10063,Cerezo,161,149,1,0,1,0,64,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,4,0,0,0,61,0,2,0,0,3,0,0,0,0
ES_10064,Cilleros,1420,1199,19,12,0,0,553,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,35,0,39,0,0,0,510,0,0,0,0,25,0,0,0,0
ES_10065,Collado de la Vera,202,155,3,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,30,0,0,0,0,13,0,0,0,0
ES_10066,Conquista de la Sierra,167,150,1,0,0,0,66,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,1,50,0,1,0,0,7,0,0,0,0
ES_10067,Coria,10241,7174,101,91,5,2,2858,1,42,5,2,0,24,1,4,1,0,1,15,1,4,0,5,676,1,388,1,5,7,2456,11,18,5,6,435,2,0,0,0
ES_10068,Cuacos de Yuste,714,632,11,8,3,0,226,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,42,0,27,0,0,1,237,3,7,0,3,52,0,0,0,0
ES_10069,"Cumbre, La",787,658,11,10,7,0,339,0,4,1,0,0,3,1,2,1,0,0,4,0,1,0,0,51,0,35,1,0,2,158,4,6,1,2,13,1,0,0,0
ES_10070,Deleitosa,669,564,6,5,0,1,177,0,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,28,0,22,0,0,0,298,0,2,0,1,17,0,0,0,0
ES_10071,Descargamaría,124,101,0,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,1,37,0,0,0,0,9,0,0,0,0
ES_10072,Eljas,839,690,24,15,0,0,441,0,0,2,0,0,4,0,0,0,1,0,0,0,1,0,0,40,0,8,0,0,1,124,0,1,0,2,26,0,0,0,0
ES_10073,Escurial,731,609,4,3,1,0,275,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,29,0,25,0,0,1,238,0,1,0,0,27,0,0,0,0
ES_10075,Fresnedoso de Ibor,237,196,3,2,0,1,104,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,19,0,7,0,0,0,40,0,1,0,0,13,2,0,0,0
ES_10076,Galisteo,799,612,5,6,2,0,315,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,54,0,41,2,4,1,149,1,2,0,0,23,1,0,0,0
ES_10077,Garciaz,634,501,3,11,0,2,236,2,1,0,0,0,3,0,1,0,0,0,3,0,0,0,0,112,0,21,0,0,1,86,0,3,0,0,16,0,0,0,0
ES_10078,"Garganta, La",370,290,4,9,0,0,152,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,1,7,0,2,0,69,2,1,0,1,22,0,0,0,0
ES_10079,Garganta la Olla,858,721,20,20,2,0,295,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,78,0,45,0,1,1,205,0,2,0,3,45,0,0,0,0
ES_10080,Gargantilla,363,254,7,1,0,1,115,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,16,1,0,0,96,0,1,0,0,3,2,0,0,0
ES_10081,Gargüera,182,139,0,2,0,0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,9,0,0,0,48,0,1,0,0,7,0,0,0,0
ES_10082,Garrovillas de Alconétar,1818,1544,31,18,2,0,804,0,0,1,0,1,15,1,2,2,0,0,0,0,0,0,0,267,0,73,0,0,0,240,1,4,1,3,77,1,0,0,0
ES_10083,Garvín,99,83,0,1,0,2,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,28,0,0,0,0,4,0,0,0,0
ES_10084,Gata,1292,896,20,16,0,0,425,0,0,1,0,0,9,0,0,0,0,0,0,1,2,0,0,62,0,32,2,4,3,255,2,4,0,5,53,0,0,0,0
ES_10085,"Gordo, El",330,243,2,4,0,0,101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,15,3,0,0,73,0,2,1,1,10,0,0,0,0
ES_10086,"Granja, La",308,247,3,10,0,0,108,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,19,0,11,0,0,0,87,0,1,0,0,5,0,0,0,0
ES_10087,Guadalupe,1603,1233,12,15,5,0,644,0,1,2,3,2,4,1,3,2,1,0,0,1,0,0,0,95,0,85,1,4,2,298,2,2,1,1,46,0,0,0,0
ES_10088,Guijo de Coria,199,148,4,0,0,0,43,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,5,0,3,0,0,0,82,0,0,0,0,4,0,0,0,0
ES_10089,Guijo de Galisteo,1324,926,26,15,0,0,541,0,0,0,0,0,8,0,3,1,0,0,1,1,1,0,0,75,1,63,0,0,3,129,0,8,0,0,49,1,0,0,0
ES_10090,Guijo de Granadilla,500,360,5,5,1,0,190,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,16,0,18,0,2,1,98,0,15,0,1,5,0,0,0,0
ES_10091,Guijo de Santa Bárbara,351,302,4,4,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,32,0,1,1,95,0,2,0,0,15,0,0,0,0
ES_10092,Herguijuela,267,230,0,4,2,0,124,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,24,0,9,0,0,0,50,1,2,0,0,9,0,0,0,0
ES_10093,Hernán-Pérez,392,330,5,3,0,0,231,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,17,0,5,1,0,0,46,0,0,0,0,19,0,0,0,0
ES_10094,Herrera de Alcántara,227,174,0,0,0,0,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,12,0,0,0,30,0,0,0,1,13,0,0,0,0
ES_10095,Herreruela,317,272,11,3,0,0,131,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,56,0,16,0,0,0,45,0,0,0,0,8,0,0,0,0
ES_10096,Hervás,3326,2389,58,42,7,2,1132,0,0,2,2,0,39,0,5,0,0,0,6,1,0,3,0,210,0,73,0,1,8,486,5,7,0,4,295,1,0,0,0
ES_10097,Higuera de Albalat,107,89,0,0,0,0,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,7,0,1,0,13,0,3,0,2,5,0,0,0,0
ES_10098,Hinojal,382,324,0,2,0,0,125,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,37,0,18,0,0,0,119,0,0,0,0,20,0,0,0,0
ES_10099,Holguera,560,456,6,10,3,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,17,0,0,0,120,0,79,0,1,12,0,0,0,0
ES_10100,Hoyos,790,621,22,8,1,0,347,1,0,1,1,0,4,0,1,0,0,0,0,0,1,3,0,51,0,5,0,0,1,104,1,5,0,1,63,0,0,0,0
ES_10101,Huélaga,177,138,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,65,0,0,0,0,5,0,0,0,0
ES_10102,Ibahernando,502,405,2,3,0,0,256,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,18,1,16,0,0,0,91,1,0,0,5,9,0,0,0,0
ES_10103,Jaraicejo,429,374,12,1,0,0,189,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,0,4,0,0,0,113,1,2,0,0,13,0,0,0,0
ES_10104,Jaraíz de la Vera,5166,3736,46,36,6,4,1383,6,4,5,0,0,38,2,5,1,2,2,1,0,2,1,0,362,1,217,2,6,2,1408,2,5,2,3,180,2,0,0,0
ES_10105,Jarandilla de la Vera,2455,1777,29,30,2,0,867,0,0,0,0,0,11,0,0,1,0,0,1,0,0,1,0,179,1,108,2,7,6,425,3,9,0,5,90,0,0,0,0
ES_10106,Jarilla,125,108,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,19,0,6,0,0,0,27,0,3,0,0,4,0,0,0,0
ES_10107,Jerte,1038,862,12,12,2,0,475,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,22,0,13,0,1,0,233,0,4,0,0,82,0,0,0,0
ES_10108,Ladrillar,201,166,1,2,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,1,0,66,0,1,0,0,2,0,0,0,0
ES_10109,Logrosán,1735,1298,22,16,2,1,646,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,89,0,67,1,0,0,384,1,5,0,1,53,1,0,0,0
ES_10110,Losar de la Vera,2220,1622,60,27,2,0,738,1,3,0,3,2,6,0,1,1,0,0,2,0,0,0,0,182,0,162,2,2,1,333,1,4,1,5,83,0,0,0,0
ES_10111,Madrigal de la Vera,1314,1019,11,17,1,3,379,0,0,1,0,0,4,0,1,1,0,0,1,0,2,0,1,71,0,48,0,5,0,316,1,93,2,0,57,4,0,0,0
ES_10112,Madrigalejo,1513,1259,28,6,1,0,445,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,43,0,29,1,0,0,670,1,0,1,0,30,0,0,0,0
ES_10113,Madroñera,2255,1585,29,14,1,2,842,0,1,4,4,1,12,1,1,0,0,0,1,0,5,6,0,119,0,56,0,2,2,318,1,2,3,1,157,0,0,0,0
ES_10114,Majadas,960,740,20,14,2,0,289,0,1,1,2,0,4,0,3,0,0,1,2,0,1,0,0,43,0,20,1,1,0,65,1,176,0,4,89,0,0,0,0
ES_10115,Malpartida de Cáceres,3495,2864,51,48,9,281,950,1,0,0,0,3,18,0,4,0,0,0,4,1,1,1,1,248,3,106,2,4,1,907,5,11,1,1,202,0,0,0,0
ES_10116,Malpartida de Plasencia,3731,2665,51,48,3,1,1257,0,0,1,0,0,20,0,0,0,2,0,11,0,2,2,0,281,2,145,0,2,7,513,3,8,0,6,297,3,0,0,0
ES_10117,Marchagaz,246,151,5,2,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,29,0,0,0,0,6,0,0,0,0
ES_10118,Mata de Alcántara,279,251,2,4,1,0,144,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,0,14,0,1,0,52,0,1,0,0,15,0,0,0,0
