gisco_id,name,registered,turnout,invalid,blank,I.Fem,CEUS,PSOE,ALTER,CXE,AR,Contigo,ADÑ,PACMA,SAIn,PCTE,FAC,PH,AxSÍ,PACT,MIEL,IzqEsp,PUM+J,MCR,Cs,JxCAT,Vox,IGRE,Volt,CV-EC,PP,Recortes Cero-LV-GVE,CEX-CREX-PR,CPE,PCPE-PCPC,Podemos-IU,Pirates,PCTC,PCTG,ELAK
ES_33072,Teverga,1458,971,17,24,0,0,427,0,1,3,1,0,6,0,3,1,1,0,0,0,0,0,0,63,2,49,11,4,2,174,0,1,0,5,176,0,0,0,0
ES_33073,Tineo,8174,4781,79,117,4,3,2134,3,1,5,0,2,14,1,5,34,3,1,4,1,4,2,3,380,7,411,0,8,4,1215,7,0,0,2,326,1,0,0,0
ES_33074,Vegadeo,3383,2239,31,73,2,2,1064,1,0,0,1,1,15,1,5,52,0,0,5,1,2,0,0,157,1,80,0,3,3,529,3,1,3,36,166,1,0,0,0
ES_33075,Villanueva de Oscos,250,183,6,12,0,0,99,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,8,0,4,0,0,0,36,0,0,0,0,12,0,0,0,0
ES_33076,Villaviciosa,12244,7392,73,129,7,130,2683,5,1,31,7,9,57,3,6,91,4,0,23,1,6,3,0,871,2,568,1,15,18,1878,12,0,12,6,740,0,0,0,0
ES_33077,Villayón,1114,853,7,14,0,1,251,1,0,0,0,0,4,0,0,0,2,1,1,0,0,0,0,34,0,23,1,1,0,474,0,0,0,0,38,0,0,0,0
ES_33078,Yernes y Tameza,127,114,2,3,1,0,59,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,33,0,0,0,0,7,0,0,0,0
ES_07001,Alaró,3746,2646,62,70,3,57,876,1,2,168,1,1,23,2,1,2,2,3,7,2,3,1,2,181,78,105,1,1,12,668,5,1,84,4,217,0,0,0,0
ES_07002,Alaior,6962,4383,91,103,14,23,1240,2,1,339,1,2,53,1,10,2,2,0,9,3,2,8,3,309,107,124,4,4,21,1396,17,4,19,2,462,5,0,0,0
ES_07003,Alcúdia,12837,6030,90,109,8,651,1683,1,3,189,7,2,119,1,5,0,4,7,11,1,2,3,1,595,174,489,0,13,19,1048,10,3,143,2,636,1,0,0,0
ES_07004,Algaida,4145,2635,47,49,4,37,902,0,1,169,1,0,27,0,1,0,3,0,3,9,0,2,0,198,98,155,1,2,8,567,15,0,104,4,226,2,0,0,0
ES_07005,Andratx,7365,4247,94,67,3,442,1349,1,1,76,3,1,46,2,4,0,6,7,11,6,0,17,5,481,54,210,0,4,14,749,12,1,166,7,404,4,0,0,0
ES_07006,Artá,5461,3389,32,55,3,487,1102,1,0,285,0,1,30,0,0,3,0,0,0,1,3,3,1,173,173,93,0,2,15,339,5,0,267,1,312,2,0,0,0
ES_07007,Banyalbufar,423,342,0,7,2,48,88,0,0,29,0,0,20,0,0,0,2,0,0,0,0,0,1,17,22,11,0,3,2,52,0,0,18,0,20,0,0,0,0
ES_07008,Binissalem,6149,4132,59,85,10,91,1154,4,3,217,2,1,63,0,1,3,5,3,11,1,0,1,1,393,190,223,0,7,23,926,4,0,249,1,394,7,0,0,0
ES_07009,Búger,752,573,12,11,0,26,142,0,0,39,2,0,5,0,0,0,0,0,0,0,0,1,0,35,43,25,0,3,5,150,1,0,51,1,21,0,0,0,0
ES_07010,Bunyola,5136,3245,47,49,6,78,796,2,1,242,0,1,82,0,5,2,0,2,6,1,1,0,0,389,144,250,0,3,15,612,6,0,127,2,374,2,0,0,0
ES_07011,Calviá,31469,15989,144,155,26,203,5888,7,3,207,9,3,251,2,9,3,6,9,87,11,6,4,54,2160,184,1548,3,42,49,3208,28,5,135,18,1516,6,0,0,0
ES_07012,Campanet,1941,1396,32,23,1,115,452,2,0,149,0,0,7,0,1,0,0,0,0,0,0,0,0,64,93,35,0,0,7,204,3,0,121,0,87,0,0,0,0
ES_07013,Campos,7377,4942,151,79,4,137,862,0,0,181,2,1,43,1,4,2,4,5,2,1,0,0,1,303,126,289,1,11,6,2231,3,1,220,6,262,3,0,0,0
ES_07014,Capdepera,8054,3704,45,68,2,141,1509,1,0,114,0,0,83,2,2,0,0,3,3,3,0,2,0,296,82,131,2,1,15,576,9,14,204,13,382,1,0,0,0
ES_07015,Ciutadella de Menorca,22342,11555,102,213,33,191,3035,5,5,999,5,6,199,3,11,2,4,3,114,2,3,14,3,1529,481,352,3,20,89,2314,29,4,344,7,1420,11,0,0,0
ES_07016,Consell,2960,1864,29,35,4,157,646,0,0,98,1,0,26,0,1,0,0,0,2,1,0,2,0,165,55,104,2,0,4,298,1,1,72,3,156,1,0,0,0
ES_07017,Costitx,905,706,9,19,0,258,76,1,0,20,0,0,4,1,0,0,0,1,1,0,0,0,0,48,32,36,1,1,1,118,1,0,25,0,53,0,0,0,0
ES_07018,Deià,448,331,4,5,3,75,66,0,0,27,0,0,3,0,0,3,1,0,0,0,2,1,0,8,10,10,0,2,4,36,10,2,29,1,29,0,0,0,0
ES_07019,Escorca,166,133,0,3,0,2,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,3,89,0,0,3,0,3,0,0,0,0
ES_07020,Esporles,3786,2371,19,52,4,28,620,2,43,152,0,5,40,0,0,1,2,1,2,4,2,2,0,206,105,99,1,5,20,346,2,0,278,1,325,4,0,0,0
ES_07021,Estellencs,235,191,6,5,1,8,33,0,0,7,0,0,2,0,0,1,0,2,0,0,0,0,0,15,10,8,0,0,0,75,0,0,3,0,15,0,0,0,0
ES_07022,Felanitx,11815,6922,99,125,9,458,1791,3,4,491,0,0,71,2,7,5,6,8,8,2,3,3,0,503,280,410,24,19,26,1758,5,1,301,9,484,7,0,0,0
ES_07023,Ferreries,3765,2380,37,89,10,17,599,1,2,285,0,3,34,0,2,1,2,1,5,0,1,1,0,240,68,48,1,5,14,535,4,3,62,5,299,6,0,0,0
ES_07024,Formentera,7623,3790,43,75,16,18,1224,5,2,255,0,4,72,0,7,3,3,5,3,3,5,9,1,294,194,139,3,15,24,839,15,5,47,7,450,5,0,0,0
ES_07025,Fornalutx,468,381,1,1,0,25,73,0,2,23,0,0,5,0,0,0,0,0,1,0,1,0,0,42,10,14,0,0,4,137,0,0,19,0,23,0,0,0,0
ES_07026,Eivissa,32357,15186,131,189,42,109,5333,12,7,467,11,7,332,2,15,12,14,8,25,3,19,6,3,1831,218,843,2,30,87,3556,48,6,49,20,1730,19,0,0,0
ES_07027,Inca,22234,12200,117,148,19,555,4059,5,4,481,2,4,130,2,4,5,1,4,24,6,2,8,2,1430,241,1173,7,27,22,2139,13,4,486,7,1055,14,0,0,0
ES_07028,Lloret de Vistalegre,941,677,5,18,1,25,171,1,0,55,0,0,6,1,1,0,0,1,3,0,1,0,0,47,37,50,0,1,7,140,3,1,36,2,63,1,0,0,0
ES_07029,Lloseta,4382,3038,129,68,5,180,1191,2,0,115,0,3,35,1,2,3,0,4,5,0,0,2,0,251,73,100,0,3,4,483,0,1,170,2,204,2,0,0,0
ES_07030,Llubí,1640,1090,2,10,1,38,182,2,1,97,1,0,8,2,0,0,2,0,1,1,0,0,0,114,114,56,0,7,2,205,3,1,136,0,104,0,0,0,0
ES_07031,Llucmajor,25485,13038,102,155,13,333,3527,7,4,515,381,4,227,4,8,4,13,7,33,4,1,15,10,1930,232,1380,1,26,50,2545,26,4,292,10,1164,11,0,0,0
ES_07032,Maó,21134,11660,69,149,19,145,3791,3,5,742,0,5,181,3,9,1,6,4,26,7,5,5,2,1324,321,477,5,21,62,2671,44,11,85,17,1430,15,0,0,0
ES_07033,Manacor,28698,14739,132,235,29,1198,3832,3,2,1644,5,5,211,1,8,8,10,7,4,11,6,11,2,1213,546,925,7,32,26,2620,25,8,742,17,1200,14,0,0,0
ES_07034,Mancor de la Vall,1083,864,8,25,1,34,204,3,0,34,0,0,8,0,0,0,0,0,3,0,0,0,0,62,32,34,0,1,4,249,0,0,105,1,55,1,0,0,0
ES_07035,Maria de la Salut,1595,1285,38,17,1,246,348,0,0,111,0,0,4,0,0,0,0,0,0,0,2,2,0,30,48,16,0,0,1,297,0,1,54,0,69,0,0,0,0
ES_07036,Marratxí,28117,16602,140,130,16,415,4528,106,17,534,3,11,291,4,5,7,11,7,28,4,11,6,5,2943,244,1717,3,35,49,2898,31,6,690,10,1676,21,0,0,0
ES_07037,"Mercadal, Es",3464,1940,4,47,5,6,685,3,1,212,0,2,26,0,2,2,0,0,4,3,4,0,0,173,103,82,2,5,9,325,4,0,20,1,204,6,0,0,0
ES_07038,Montuiri,2048,1623,12,38,2,19,326,2,0,191,0,0,10,0,0,1,0,0,0,0,1,0,1,56,80,35,0,1,1,592,2,0,176,1,76,0,0,0,0
ES_07039,Muro,5039,3364,67,85,4,585,701,118,1,198,0,1,25,1,0,0,3,1,3,1,0,2,4,274,56,205,1,6,3,734,4,1,113,1,164,2,0,0,0
ES_07040,Palma,291666,145018,996,1172,199,2272,42632,57,55,5861,67,84,2558,41,132,58,69,70,365,48,82,104,49,21791,2760,15731,66,361,630,25040,326,26,3710,97,17385,124,0,0,0
ES_07041,Petra,2110,1537,46,39,0,122,252,0,0,128,3,0,16,0,0,0,0,0,1,0,0,1,0,53,145,63,0,1,4,432,6,1,155,1,67,1,0,0,0
ES_07042,Pollença,11045,6285,72,97,13,456,1976,2,1,516,0,1,109,0,7,5,5,8,4,1,1,4,0,544,250,209,12,5,25,1008,13,0,239,14,680,8,0,0,0
ES_07043,Porreres,3476,2417,80,39,1,500,429,2,2,226,1,1,18,0,2,3,2,0,0,0,0,4,0,125,93,124,0,8,4,519,1,2,112,0,116,3,0,0,0
ES_07044,"Pobla, Sa",8877,5954,153,106,3,1106,1219,1,0,373,0,2,67,0,4,2,6,1,5,1,0,3,5,333,222,235,0,2,7,1526,3,0,260,1,308,0,0,0,0
ES_07045,Puigpunyent,1370,1029,3,24,2,7,374,0,0,76,0,0,9,0,2,0,2,0,4,1,0,0,1,94,49,34,0,0,16,148,5,2,56,1,119,0,0,0,0
ES_07046,Sant Antoni de Portmany,17104,8208,89,130,19,204,2849,6,4,167,2,6,167,0,14,2,5,5,7,3,2,8,36,622,62,429,0,14,37,2347,23,4,14,10,909,12,0,0,0
ES_07047,Sencelles,2473,1698,27,40,3,355,365,0,0,82,1,0,22,1,2,0,0,0,3,2,0,0,1,119,53,107,0,7,13,256,10,0,44,3,182,0,0,0,0
ES_07048,Sant Josep de sa Talaia,19097,8787,107,115,23,215,2971,2,4,281,2,4,175,1,9,8,3,8,11,2,8,13,2,920,153,576,1,7,74,1853,33,3,17,9,1170,7,0,0,0
ES_07049,Sant Joan,1490,1129,16,24,0,281,198,0,0,81,0,0,10,0,2,0,1,0,0,0,0,0,0,40,68,48,0,0,6,211,1,0,62,0,79,1,0,0,0
ES_07050,Sant Joan de Labritja,3615,2126,30,53,6,3,331,2,0,39,0,1,18,0,0,0,1,0,0,0,0,1,1,109,32,41,0,0,18,1215,7,1,6,2,209,0,0,0,0
ES_07051,Sant Llorenç des Cardassar,5770,3092,25,72,8,246,928,1,0,161,1,2,47,0,2,1,1,0,3,0,1,2,1,257,124,159,1,8,13,621,12,0,137,1,254,3,0,0,0
ES_07052,Sant Lluis,4984,2817,29,48,4,54,884,1,2,175,0,1,48,0,5,1,3,0,5,3,0,1,1,304,127,97,0,3,19,584,17,1,18,2,376,4,0,0,0
ES_07053,Santa Eugénia,1196,925,9,14,2,20,277,1,0,70,0,0,20,0,0,0,1,0,0,0,0,1,0,71,32,46,0,0,5,213,2,0,34,3,103,1,0,0,0
ES_07054,Santa Eulària des Riu,23774,11190,115,135,31,44,3095,3,12,258,1,4,205,6,7,2,4,3,11,6,11,6,4,1019,150,514,5,24,74,4114,32,4,36,17,1230,8,0,0,0
ES_07055,Santa Margalida,8326,5169,109,106,10,1007,1220,1,7,128,2,1,69,1,2,9,6,21,13,3,4,12,4,386,95,276,1,11,21,1207,16,3,108,10,299,1,0,0,0
ES_07056,Santa María del Camí,5301,3342,55,74,4,57,756,2,0,246,0,9,54,0,0,1,4,3,8,1,4,7,0,334,137,189,0,2,15,644,4,1,360,4,365,2,0,0,0
ES_07057,Santanyí,7785,4829,73,62,12,166,1032,0,3,193,6,4,62,1,4,3,2,1,3,0,1,1,2,293,147,225,1,8,19,2076,4,0,117,4,298,6,0,0,0
ES_07058,Selva,2916,2214,18,37,0,140,522,0,1,115,0,1,36,0,0,0,2,0,2,0,2,2,0,146,82,95,0,2,5,709,4,0,117,2,171,3,0,0,0
ES_07059,"Salines, Ses",3202,2164,22,21,0,166,572,1,0,71,1,2,23,2,1,0,2,0,2,0,0,1,1,194,59,162,1,3,5,686,4,0,47,0,113,2,0,0,0
ES_07060,Sineu,2726,1896,30,28,7,70,396,0,2,173,3,0,23,1,5,1,1,1,2,3,1,3,0,122,129,84,1,12,10,505,6,1,119,2,150,5,0,0,0
ES_07061,Sóller,9832,5970,100,94,4,229,1552,0,1,353,0,11,73,3,2,1,3,5,5,4,1,1,2,555,218,209,2,5,27,1635,18,2,284,2,568,1,0,0,0
ES_07062,Son Servera,8137,3947,49,75,5,322,1403,0,1,94,1,0,55,0,2,0,2,6,2,4,1,1,1,343,84,185,5,3,12,762,5,2,93,2,424,3,0,0,0
ES_07063,Valldemossa,1447,1117,13,18,1,25,271,0,1,51,0,0,19,0,1,0,0,0,6,0,0,1,0,102,39,65,0,1,12,342,5,0,31,0,112,1,0,0,0
ES_07064,"Castell, Es",5701,3241,36,27,2,131,1031,1,2,256,0,1,60,1,0,2,2,0,11,3,2,5,3,295,68,121,5,4,17,644,9,0,30,39,423,10,0,0,0
ES_07065,Vilafranca de Bonany,2319,1630,28,26,2,38,238,0,0,191,0,3,24,1,1,0,1,0,4,0,0,1,1,100,106,72,0,2,3,517,2,0,136,1,132,0,0,0,0
ES_07901,Ariany,606,494,4,5,0,218,81,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,1,18,11,13,0,0,1,98,0,0,7,0,16,0,0,0,0
ES_07902,"Migjorn Gran, Es",1114,790,31,38,6,2,244,1,0,86,0,2,6,0,1,0,0,0,0,1,0,0,0,53,17,16,0,1,2,201,0,0,12,0,70,0,0,0,0
ES_35001,Agaete,4599,3482,52,64,6,242,1265,5,3,10,3,3,36,3,0,3,6,3,1,3,0,4,1,87,5,48,6,6,12,1113,13,0,180,6,292,1,0,0,0
ES_35002,Agüimes,24570,14149,148,183,19,1512,3330,10,11,44,13,10,200,0,7,7,10,3,6,8,9,11,6,898,32,440,17,19,32,1292,29,7,4483,10,1336,7,0,0,0
ES_35003,Antigua,6543,3236,97,94,7,793,807,1,0,7,9,3,65,0,5,3,1,2,3,2,4,4,2,205,24,153,3,4,22,508,4,3,131,5,262,3,0,0,0
ES_35004,Arrecife,42021,18367,138,276,35,5007,5401,20,6,53,15,5,351,6,19,12,15,6,18,18,12,15,18,1039,34,694,8,38,64,2436,105,10,474,19,1986,14,0,0,0
ES_35005,Artenara,1013,855,8,3,3,40,279,1,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,50,2,5,0,1,1,295,1,0,141,0,18,0,0,0,0
ES_35006,Arucas,31386,18930,230,309,54,2651,7407,10,10,23,10,7,285,14,18,10,18,4,12,10,9,17,11,1472,45,526,9,29,54,2395,126,11,743,22,2369,10,0,0,0
ES_35007,Betancuria,585,472,8,6,0,182,97,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,5,0,13,0,0,1,44,1,0,89,1,19,0,0,0,0
ES_35008,Firgas,6228,4318,59,70,1,588,1366,0,2,4,4,0,56,2,3,1,2,1,1,0,1,2,1,231,4,109,3,2,5,919,9,4,466,9,389,4,0,0,0
ES_35009,Gáldar,20163,14764,154,169,17,1295,3470,5,2,14,9,5,137,4,10,11,6,7,8,3,10,2,6,423,11,227,7,5,26,1199,28,2,6544,14,931,3,0,0,0
ES_35010,Haría,4030,2758,41,71,4,966,934,2,1,7,8,0,26,1,2,1,0,1,3,1,6,2,2,83,5,43,2,5,19,222,12,1,23,3,260,1,0,0,0
ES_35011,Ingenio,24806,13502,176,282,16,2103,4952,3,3,24,5,4,186,3,7,22,7,5,4,13,10,19,6,883,15,425,7,18,37,1980,51,19,735,25,1449,8,0,0,0
ES_35012,Mogán,11248,7148,47,82,14,3368,1138,3,3,10,2,2,56,1,4,20,2,2,0,6,3,5,1,253,11,124,5,6,12,1462,9,4,163,11,317,2,0,0,0
ES_35013,Moya,6593,4789,71,79,2,384,1386,2,1,6,0,1,38,0,1,0,1,1,2,2,0,6,0,191,1,81,0,1,12,2097,1,1,100,2,318,1,0,0,0
ES_35014,"Oliva, La",13178,6308,131,212,16,1322,1833,8,3,24,133,5,124,4,4,2,5,7,7,7,8,11,7,376,39,268,3,8,55,819,21,0,128,5,703,10,0,0,0
ES_35015,Pájara,12247,6162,129,110,13,1897,2165,20,2,40,61,3,75,3,2,4,2,9,5,4,9,8,8,195,8,150,1,5,20,474,20,4,227,6,471,12,0,0,0
ES_35016,"Palmas de Gran Canaria, Las",303446,153398,928,1617,226,11671,54081,94,92,373,71,85,2640,59,104,169,110,33,130,84,77,330,54,19357,359,6600,130,225,598,27266,764,28,4695,306,19965,77,0,0,0
ES_35017,Puerto del Rosario,27633,14304,416,314,41,2899,3985,21,12,47,69,10,238,13,29,13,22,13,20,35,18,16,27,1086,49,758,12,33,56,1907,70,5,423,42,1590,15,0,0,0
ES_35018,San Bartolomé,13353,7115,45,108,9,1569,2578,2,0,20,5,0,138,1,4,35,4,6,6,0,6,8,2,489,12,222,6,25,39,803,29,2,84,7,848,3,0,0,0
ES_35019,San Bartolomé de Tirajana,34012,18298,215,311,41,2791,5901,15,7,30,4,10,236,5,4,9,9,9,16,17,5,13,5,1242,30,576,14,21,71,3460,32,7,1846,9,1315,22,0,0,0
ES_35020,"Aldea de San Nicolás, La",5985,4423,30,77,3,571,2014,2,0,3,0,1,51,0,1,2,0,0,0,0,0,3,1,137,8,48,3,1,8,365,6,3,939,2,144,0,0,0,0
ES_35021,Santa Brígida,15142,9178,139,181,6,1242,2791,8,1,19,6,5,117,3,2,5,4,2,8,3,9,9,2,946,15,358,12,20,36,1827,35,1,336,16,1011,3,0,0,0
ES_35022,Santa Lucía de Tirajana,51823,26268,280,367,47,4262,7977,44,20,343,20,17,459,22,21,14,14,12,15,10,4,13,27,1661,72,997,34,23,113,3022,90,2,3631,46,2574,15,0,0,0
ES_35023,Santa María de Guía de Gran Canaria,11733,8561,119,155,14,1741,1960,9,5,16,4,1,62,1,5,7,6,7,8,3,4,6,6,330,12,207,10,10,24,940,18,11,2303,10,537,10,0,0,0
ES_35024,Teguise,14707,8361,76,182,19,2609,2468,11,3,39,2,1,134,2,3,4,4,3,6,1,4,4,1,627,33,283,6,15,40,843,22,2,88,1,823,2,0,0,0
ES_35025,Tejeda,1771,1198,8,34,1,153,350,0,0,5,1,1,6,3,1,2,1,1,3,1,2,0,1,99,2,57,1,2,4,295,2,1,64,0,97,0,0,0,0
ES_35026,Telde,83128,43370,672,812,50,7093,14180,31,28,80,53,28,672,14,32,27,29,14,50,35,21,81,24,3111,57,1475,29,108,137,5441,166,30,4124,38,4600,28,0,0,0
ES_35027,Teror,10519,7099,135,171,2,794,2631,1,0,11,0,0,77,0,7,3,4,0,5,4,1,8,2,444,15,177,3,7,30,1590,16,1,321,7,628,4,0,0,0
ES_35028,Tías,10694,5667,61,140,7,902,1919,5,1,8,1,0,96,1,1,2,4,0,2,0,0,4,3,353,23,220,3,7,27,1324,16,1,59,9,463,5,0,0,0
ES_35029,Tinajo,4445,2990,39,90,1,1383,785,4,1,7,3,1,30,0,2,0,0,0,2,1,5,1,2,89,6,54,1,2,13,216,5,2,22,1,222,0,0,0,0
ES_35030,Tuineje,10703,6226,161,165,11,1858,1803,3,4,24,2,1,72,0,7,3,3,2,9,3,6,5,4,227,10,193,2,5,13,1010,10,0,164,8,437,1,0,0,0
ES_35031,Valsequillo de Gran Canaria,7441,5210,63,102,4,1040,1173,1,2,7,9,4,60,1,3,2,1,2,4,5,3,5,1,235,6,162,1,9,21,987,8,5,790,4,488,2,0,0,0
ES_35032,Valleseco,3359,2662,40,54,4,109,903,1,1,2,5,0,26,1,1,3,0,1,2,2,2,3,0,81,15,29,1,3,2,1138,3,0,67,2,161,0,0,0,0
ES_35033,Vega de San Mateo,6412,4619,62,82,2,1748,1156,2,2,11,5,2,37,0,4,3,4,0,5,2,3,7,6,225,5,98,7,10,18,484,12,3,289,8,316,1,0,0,0
ES_35034,Yaiza,8778,4011,62,131,56,1203,901,6,1,15,8,9,74,1,1,1,2,4,10,8,4,2,1,271,27,167,0,5,22,520,15,3,63,9,407,2,0,0,0
ES_38001,Adeje,25385,10176,124,92,11,1796,4827,2,6,12,8,6,181,1,8,24,7,5,9,2,8,4,8,661,32,357,7,11,39,866,67,5,39,7,940,4,0,0,0
ES_38002,Agulo,984,783,10,16,3,321,259,0,0,0,1,0,18,1,2,0,2,0,2,0,0,0,0,18,1,7,1,0,3,67,1,0,4,0,46,0,0,0,0
ES_38003,Alajeró,1579,1235,13,35,4,330,571,2,1,1,0,0,13,2,0,0,0,0,1,0,0,1,1,32,2,18,0,4,4,120,3,0,4,0,73,0,0,0,0
ES_38004,Arafo,4529,3134,32,49,1,1136,848,2,0,10,2,1,35,1,0,0,1,2,0,6,2,2,2,160,4,80,1,1,16,436,8,0,5,6,285,0,0,0,0
ES_38005,Arico,5865,3604,31,68,8,1183,1310,1,1,27,1,1,34,0,0,0,0,0,0,1,1,3,8,128,7,58,1,0,12,441,10,3,17,3,246,0,0,0,0
ES_38006,Arona,52597,19503,97,261,25,3609,7651,146,9,71,13,21,380,8,15,16,8,14,20,13,11,16,19,1207,57,771,5,23,64,2843,104,17,79,26,1870,14,0,0,0
ES_38007,Barlovento,1626,1263,27,12,3,142,395,1,0,1,1,0,13,0,5,0,0,1,0,0,0,0,0,32,0,21,0,1,0,539,1,1,14,0,52,1,0,0,0
ES_38008,Breña Alta,5753,4094,69,75,3,1505,1157,1,1,0,1,1,56,0,4,0,1,0,0,3,0,1,1,121,3,57,1,2,9,729,10,1,25,2,250,5,0,0,0
ES_38009,Breña Baja,4343,2950,33,70,5,646,707,4,0,6,0,0,32,1,1,1,5,1,1,1,3,5,4,112,2,73,1,4,15,936,8,4,33,3,232,1,0,0,0
ES_38010,Buenavista del Norte,4032,2851,59,90,0,601,1227,5,2,4,2,0,32,0,4,0,3,0,1,1,2,1,2,83,4,45,1,0,4,260,0,0,7,1,410,0,0,0,0
ES_38011,Candelaria,21758,12620,70,164,12,2382,4474,3,8,26,8,4,292,2,6,7,6,0,6,5,3,7,7,1053,85,483,14,13,60,1852,57,15,61,8,1415,12,0,0,0
ES_38012,Fasnia,2348,1774,12,31,2,570,761,1,1,19,0,0,11,0,0,1,0,0,0,0,0,0,0,57,0,22,0,2,0,109,4,0,13,0,158,0,0,0,0
ES_38013,Frontera,3075,2187,37,64,2,527,719,3,2,2,6,1,23,0,1,2,3,2,0,0,1,2,0,109,3,55,0,2,9,448,6,2,24,0,129,3,0,0,0
ES_38014,Fuencaliente de la Palma,1376,1105,4,24,2,493,263,0,0,5,1,0,19,1,0,0,1,0,1,0,0,0,1,27,3,16,0,0,3,144,0,1,7,2,86,1,0,0,0
ES_38015,Garachico,4087,2996,27,53,2,1453,636,0,1,28,7,1,15,0,0,0,8,0,1,1,0,1,6,93,1,75,2,5,10,387,9,3,10,1,159,1,0,0,0
ES_38016,Garafía,1258,828,21,11,3,220,275,0,0,3,2,0,13,0,0,0,0,0,0,1,0,0,0,15,2,24,0,0,8,123,4,0,6,2,91,4,0,0,0
ES_38017,Granadilla de Abona,31985,15211,89,177,32,4315,5111,7,6,31,11,7,330,11,20,3,4,2,14,18,3,9,3,947,26,552,2,9,53,1885,23,6,42,12,1445,6,0,0,0
ES_38018,"Guancha, La",4506,3212,29,41,2,1119,785,1,0,2,4,0,28,0,0,0,2,1,2,0,2,3,4,75,2,36,0,2,2,896,2,2,13,1,155,1,0,0,0
ES_38019,Guía de Isora,14213,8203,55,73,5,2334,3746,4,2,13,5,2,84,2,6,2,4,4,8,3,7,0,3,238,14,158,6,8,16,1015,7,7,8,6,354,4,0,0,0
ES_38020,Güímar,15999,10256,101,142,15,2812,2901,2,2,33,5,2,185,0,8,9,4,2,9,5,2,7,25,613,11,285,1,10,29,1946,29,4,45,9,998,5,0,0,0
ES_38021,Hermigua,1629,1245,26,39,8,394,364,0,0,5,0,0,52,0,0,0,0,0,1,1,2,2,0,49,0,28,1,3,3,159,3,0,38,0,67,0,0,0,0
ES_38022,Icod de los Vinos,18842,11948,155,289,6,5487,2965,7,7,13,0,3,143,0,3,4,2,4,2,14,3,1,7,603,6,179,1,6,18,1374,24,6,55,5,556,0,0,0,0
ES_38023,San Cristóbal de la Laguna,126079,69915,431,722,101,16773,21422,45,38,254,39,16,1598,23,45,29,40,13,52,42,34,78,73,5671,140,2165,47,72,333,7336,302,19,595,235,11084,48,0,0,0
ES_38024,"Llanos de Aridane, Los",15522,9537,150,168,6,2003,2217,7,3,4,2,0,158,0,5,4,3,2,3,2,13,13,12,463,12,238,6,4,45,3377,15,5,65,7,519,6,0,0,0
ES_38025,"Matanza de Acentejo, La",7138,4845,47,89,6,890,2315,0,0,4,0,5,51,4,0,0,0,0,3,4,4,5,1,234,5,147,3,3,19,640,13,5,21,5,319,3,0,0,0
ES_38026,"Orotava, La",33826,23329,169,320,19,10600,5752,2,2,49,0,8,286,4,9,1,9,6,9,10,5,11,17,1180,28,494,5,11,68,2291,44,10,67,14,1817,12,0,0,0
ES_38027,"Paso, El",5753,4121,38,43,0,1736,945,1,0,9,1,0,62,1,1,2,0,0,0,0,2,2,3,111,2,71,0,2,13,841,12,0,12,1,208,2,0,0,0
ES_38028,Puerto de la Cruz,23076,14126,101,119,9,1955,5614,8,0,37,2,2,238,9,12,4,5,2,15,12,9,3,8,711,39,462,8,14,39,3401,48,5,50,8,1168,9,0,0,0
ES_38029,Puntagorda,1572,987,14,19,0,203,462,0,0,3,0,1,22,0,0,0,0,1,0,1,0,1,2,38,4,22,0,2,5,105,4,0,2,1,74,1,0,0,0
ES_38030,Puntallana,1995,1565,12,11,3,457,714,1,0,6,1,0,11,0,0,0,0,0,4,0,0,1,0,35,1,19,0,2,4,202,4,1,3,0,72,1,0,0,0
ES_38031,"Realejos, Los",29571,21101,192,310,13,3076,5952,8,9,29,6,5,333,4,7,26,0,2,5,18,9,9,14,784,32,346,16,16,45,8345,31,11,40,16,1382,10,0,0,0
ES_38032,"Rosario, El",13978,8382,67,131,17,1703,2656,7,2,11,2,7,165,0,5,5,3,1,4,1,2,11,7,950,12,453,3,15,76,963,103,3,43,13,936,5,0,0,0
ES_38033,San Andrés y Sauces,3618,2604,46,25,1,485,1166,0,2,3,0,2,24,0,1,1,2,0,1,0,0,2,0,61,4,49,1,2,5,570,2,3,12,0,133,1,0,0,0
ES_38034,San Juan de la Rambla,4014,3007,41,78,0,1014,986,0,0,4,74,0,19,2,0,2,0,0,1,1,1,2,2,117,1,46,1,2,3,388,7,3,16,4,191,1,0,0,0
ES_38035,San Miguel de Abona,11337,5809,33,50,68,2221,1534,1,0,8,3,3,83,1,2,1,0,1,4,4,3,1,6,431,11,171,2,5,19,725,11,4,13,6,381,3,0,0,0
ES_38036,San Sebastián de la Gomera,6936,4796,49,161,7,1138,2133,2,2,8,2,0,80,0,1,2,2,1,3,1,2,6,4,186,6,110,2,9,10,412,9,5,69,6,364,4,0,0,0
ES_38037,Santa Cruz de la Palma,12859,8003,82,82,12,1585,2501,2,4,6,3,5,115,2,8,4,2,1,5,3,9,5,4,303,9,219,4,3,17,2222,16,4,161,5,595,5,0,0,0
