gisco_id,name,registered,turnout,invalid,blank,IzqEsp,CEUS,FO,AR,PSOE,Andalucistas,IE,Vox,PP,EB,CRT,Podemos,PFAC,PCTE,PCPE-PCPC,Sumar,PACMA,Cree en Europa,PMR,SALF,F,Existe,Cs,FE-JONS,SAE,JUEX,PH,Volt,Recortes Cero,Junts UE,PREx-CREx,GLG,Piratas/Rebeldes,PREPAL,PCTC,PMR-RV-VN
ES_11901,Benalup,5952,2370,38,34,6,0,2,0,1139,17,1,174,690,2,1,41,4,1,1,79,22,2,0,87,0,0,12,1,0,0,1,6,4,0,0,3,2,0,0,0
ES_11902,San José del Valle,3697,1217,12,8,1,0,2,1,438,38,1,102,511,0,0,11,0,2,0,16,3,0,0,67,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
ES_11903,San Martín del Tesorillo,1879,683,6,6,1,0,3,0,250,4,1,59,227,2,0,14,1,3,0,30,5,0,0,68,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ES_14001,Adamuz,3374,1696,43,8,0,0,0,0,615,2,0,111,705,0,0,20,0,0,1,119,3,2,1,47,0,2,4,3,5,1,0,3,1,0,0,0,0,0,0,0
ES_14002,Aguilar de la Frontera,10801,4235,49,27,3,0,12,0,1849,16,2,289,1383,2,0,49,3,8,45,316,13,1,0,151,3,0,10,1,0,0,0,1,0,2,0,0,0,0,0,0
ES_14003,Alcaracejos,1285,703,26,7,0,0,0,0,273,3,0,44,299,0,0,10,1,1,0,13,1,1,0,19,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
ES_14004,Almedinilla,1892,1024,15,8,0,0,0,2,398,5,1,100,431,0,0,10,3,0,1,10,1,0,0,34,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
ES_14005,Almodóvar del Río,6394,2491,42,34,7,3,3,4,884,10,2,210,682,3,0,88,0,8,3,361,16,0,0,103,1,2,8,0,3,1,1,6,2,0,2,1,1,0,0,0
ES_14006,Añora,1281,883,12,5,0,0,1,0,262,0,0,70,435,0,0,5,0,1,2,75,0,0,0,11,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
ES_14007,Baena,14818,6777,96,44,20,3,14,2,2295,18,1,794,2549,3,2,102,3,10,1,259,27,1,2,411,2,2,59,6,16,1,6,18,3,3,0,1,3,0,0,0
ES_14008,Belalcázar,2631,1204,27,16,0,1,4,0,429,2,1,141,491,1,0,8,1,1,1,24,2,0,0,36,0,1,3,4,2,0,1,7,0,0,0,0,0,0,0,0
ES_14009,Belmez,2486,1047,13,13,3,0,5,0,431,8,0,97,381,0,0,23,0,0,1,30,4,0,1,29,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0
ES_14010,Benamejí,3989,1870,34,12,1,0,1,0,828,5,0,181,626,0,2,15,1,0,0,79,12,1,1,59,1,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0
ES_14011,"Blázquez, los",569,323,5,3,0,0,0,0,141,0,0,23,127,0,0,0,0,2,0,11,0,0,0,8,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
ES_14012,Bujalance,5934,2587,40,23,1,0,1,1,1158,4,1,196,912,2,0,36,0,0,4,137,10,0,0,46,0,1,8,2,0,0,2,1,0,0,0,1,0,0,0,0
ES_14013,Cabra,16351,7844,120,62,6,2,24,3,2408,57,9,891,3124,6,3,199,11,3,9,239,53,5,1,505,3,8,46,12,2,2,2,16,4,2,2,2,2,1,0,0
ES_14014,Cañete de las Torres,2375,1416,36,10,5,0,3,0,556,14,0,109,479,2,1,18,1,3,1,94,4,0,1,58,1,0,11,0,4,1,1,2,0,1,0,0,0,0,0,0
ES_14015,Carcabuey,1983,1020,18,8,7,1,2,0,296,2,0,92,369,0,0,18,0,1,0,135,5,0,0,60,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0
ES_14016,Cardeña,1231,546,2,0,0,0,1,1,253,1,0,31,208,0,0,11,0,0,0,31,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_14017,"Carlota, La",11354,5390,60,46,12,2,23,3,2057,14,14,629,1811,3,1,85,4,4,1,174,30,1,0,364,1,0,24,5,0,0,3,10,4,3,0,0,2,0,0,0
ES_14018,"Carpio, El",3567,1787,40,10,8,4,3,0,478,6,4,197,731,1,0,38,1,1,2,137,7,1,1,101,1,1,6,2,0,0,0,2,0,0,0,0,4,0,0,0
ES_14019,Castro del Río,6271,3411,44,38,3,1,14,3,1399,16,3,244,982,6,2,53,0,2,2,399,19,2,0,142,0,1,16,1,10,0,1,4,2,0,1,0,1,0,0,0
ES_14020,Conquista,340,180,0,0,0,0,0,0,102,2,0,18,43,0,0,0,0,0,0,7,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
ES_14021,Córdoba,261556,130130,792,1109,297,29,373,91,32745,566,134,14620,55302,165,18,4692,187,188,110,8186,964,70,35,7697,35,70,1108,77,42,27,36,176,99,12,3,13,52,10,0,0
ES_14022,Doña Mencía,3805,1900,23,14,2,0,4,1,729,2,1,70,354,0,0,63,1,4,4,554,4,0,0,60,0,0,4,0,0,0,2,3,0,0,0,0,1,0,0,0
ES_14023,Dos Torres,1979,1272,25,14,0,0,0,1,413,4,1,143,620,0,0,8,0,1,0,20,3,0,0,15,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
ES_14024,Encinas Reales,1853,1010,23,5,1,0,1,1,375,4,0,102,369,0,0,17,1,4,3,41,8,0,0,39,1,2,4,1,0,0,0,6,1,0,1,0,0,0,0,0
ES_14025,Espejo,2709,1660,49,11,0,0,3,0,654,5,0,55,370,0,0,18,0,3,1,443,4,2,0,32,0,1,3,0,0,0,1,4,0,1,0,0,0,0,0,0
ES_14026,Espiel,1985,772,13,12,0,0,3,0,281,3,0,55,340,0,0,12,0,1,0,18,3,0,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_14027,Fernán-Núñez,7896,4033,82,62,6,1,8,2,1390,20,4,229,1204,5,0,140,12,11,7,579,16,0,4,200,2,0,32,3,0,0,0,7,3,2,0,1,0,1,0,0
ES_14028,Fuente la Lancha,295,184,2,0,0,0,0,0,72,0,0,13,94,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_14029,Fuente Obejuna,3848,2008,33,15,1,0,5,2,850,6,0,178,754,0,0,23,0,0,8,52,8,1,0,54,0,1,11,0,5,0,0,1,0,0,0,0,0,0,0,0
ES_14030,Fuente Palmera,8016,3871,73,42,9,0,11,0,1423,18,1,315,1056,1,0,56,1,6,7,480,18,1,1,309,4,1,19,0,6,0,2,5,1,0,0,2,2,1,0,0
ES_14031,Fuente-Tójar,550,376,6,0,0,0,2,0,154,2,0,77,110,0,1,5,0,0,0,5,3,0,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_14032,"Granjuela, La",362,248,7,1,1,0,0,0,91,0,0,27,103,0,0,1,0,0,0,0,0,0,0,11,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
ES_14033,Guadalcázar,1248,541,7,7,1,0,3,0,248,5,0,40,164,2,0,23,0,3,1,3,6,0,0,26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_14034,"Guijo, El",290,183,3,1,0,0,1,0,62,0,0,16,91,0,0,1,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
ES_14035,Hinojosa del Duque,5549,2719,32,37,1,0,8,0,881,6,1,298,1276,2,0,16,3,2,1,57,4,0,0,70,0,0,9,3,1,1,1,7,1,1,0,0,0,0,0,0
ES_14036,Hornachuelos,3650,1594,34,22,5,1,5,0,653,11,1,165,454,1,0,38,1,0,3,89,11,0,1,92,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0
ES_14037,Iznájar,2977,1416,33,2,1,0,2,0,541,2,0,164,538,0,1,10,1,2,0,30,5,1,1,64,0,2,5,0,2,0,1,4,1,1,0,0,1,1,0,0
ES_14038,Lucena,33410,14983,145,146,29,3,56,9,3788,109,14,1784,6807,14,0,256,19,20,10,441,87,4,2,967,3,3,205,11,3,2,4,38,2,0,0,0,1,1,0,0
ES_14039,Luque,2435,1295,30,13,1,0,2,1,534,3,0,87,508,3,0,28,0,0,3,33,8,0,0,34,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0
ES_14040,Montalbán de Córdoba,3663,2018,18,28,6,1,6,1,464,4,2,104,507,1,0,71,0,1,1,700,5,1,0,72,0,0,21,0,0,0,0,1,3,0,0,0,0,0,0,0
ES_14041,Montemayor,3161,1251,40,19,3,0,9,4,397,1,1,80,329,2,0,28,0,6,10,222,3,1,0,84,0,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0
ES_14042,Montilla,18395,9509,147,114,25,3,39,7,3481,60,10,619,3283,12,0,193,7,34,23,882,70,3,1,370,5,3,72,5,11,1,4,18,0,0,1,2,2,2,0,0
ES_14043,Montoro,7337,3500,63,59,5,1,8,1,1402,8,2,279,1236,1,3,29,3,0,6,180,18,3,0,152,1,1,21,1,7,0,1,5,2,0,0,1,1,0,0,0
ES_14044,Monturque,1603,768,9,13,0,0,1,0,351,1,0,68,222,0,0,3,0,1,2,15,5,0,0,64,0,0,7,0,0,0,0,4,1,0,0,0,0,1,0,0
ES_14045,Moriles,3009,1507,35,6,1,0,6,8,655,4,0,98,582,0,0,8,4,0,0,21,3,1,0,62,0,0,9,0,0,0,0,0,1,0,1,1,1,0,0,0
ES_14046,Nueva Carteya,4436,1879,64,24,0,0,3,1,631,9,1,119,337,0,0,34,1,5,4,553,6,0,0,79,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
ES_14047,Obejo,1721,795,11,7,1,0,4,1,263,4,0,100,267,1,0,23,2,1,2,30,5,0,1,61,0,1,8,0,0,0,0,1,0,0,0,0,1,0,0,0
ES_14048,Palenciana,1170,632,11,3,1,0,1,0,281,2,1,42,228,0,0,6,0,1,1,18,0,0,0,32,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
ES_14049,Palma del Río,16915,7889,106,70,7,0,26,7,2917,54,4,656,2944,1,1,146,1,9,12,441,52,4,1,360,2,0,33,6,6,0,2,16,1,0,0,0,3,1,0,0
ES_14050,Pedro Abad,2346,1211,19,10,0,0,3,0,427,0,0,91,443,0,1,31,1,1,0,146,3,1,0,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_14051,Pedroche,1297,692,14,4,0,0,4,2,286,1,0,59,283,1,0,7,1,3,0,10,2,0,0,12,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ES_14052,Peñarroya-Pueblonuevo,8805,3362,37,19,6,0,8,1,1287,7,5,393,1217,2,0,56,0,2,1,136,13,0,0,144,2,1,16,0,3,0,0,1,3,0,0,0,1,1,0,0
ES_14053,Posadas,5871,2440,29,30,1,0,4,1,1021,16,2,167,785,0,0,58,2,3,2,161,15,0,0,124,1,0,10,1,0,1,0,3,2,0,1,0,0,0,0,0
ES_14054,Pozoblanco,13582,7617,152,71,11,0,14,2,2485,26,3,545,3432,4,1,88,10,3,2,355,25,4,0,283,0,9,67,0,8,2,2,10,2,0,0,1,0,0,0,0
ES_14055,Priego de Córdoba,18065,8469,87,100,14,1,25,5,2351,60,14,1048,3493,24,2,155,9,8,7,221,39,10,0,664,6,7,63,8,3,0,6,23,6,3,0,1,6,0,0,0
ES_14056,Puente Genil,23460,10327,140,85,23,1,31,3,3474,46,9,1215,3856,7,1,179,1,13,5,382,72,0,1,677,1,3,53,8,6,2,3,17,5,1,0,1,4,2,0,0
ES_14057,"Rambla, La",6161,3466,52,45,7,1,6,1,1233,16,2,221,1163,5,0,54,1,8,8,415,7,1,1,174,5,0,28,0,1,0,3,5,1,0,0,1,1,0,0,0
ES_14058,Rute,7770,3414,46,15,4,2,21,1,1065,32,0,323,1515,2,0,80,1,4,2,127,20,1,1,105,0,1,28,2,2,0,2,3,3,4,0,0,2,0,0,0
ES_14059,San Sebastián de los Ballesteros,718,421,7,3,0,0,0,0,114,0,1,43,204,0,0,6,0,0,0,4,0,0,0,30,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0
ES_14060,Santaella,3719,1771,33,15,2,0,9,0,624,13,4,219,580,0,1,28,0,5,2,83,8,0,1,125,0,0,10,0,2,0,0,5,1,1,0,0,0,0,0,0
ES_14061,Santa Eufemia,669,380,10,2,1,0,0,0,166,1,0,44,111,0,0,10,0,2,0,25,0,0,0,1,0,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0
ES_14062,Torrecampo,906,490,10,3,1,0,1,0,193,1,0,30,216,1,0,4,0,0,0,8,0,0,0,12,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0
ES_14063,Valenzuela,925,517,3,3,0,0,0,0,181,3,0,53,245,0,0,0,0,0,0,11,0,0,0,15,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
ES_14064,Valsequillo,313,195,10,0,0,0,0,0,68,0,0,23,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_14065,"Victoria, La",1863,1018,10,5,2,0,1,0,354,2,0,67,414,0,1,28,0,0,0,55,9,0,0,55,1,0,4,0,0,0,1,5,0,1,0,0,1,2,0,0
ES_14066,Villa del Río,5674,2504,37,23,8,0,7,2,841,12,0,177,905,2,2,41,2,6,13,319,13,0,0,76,0,0,8,2,1,0,0,6,0,0,1,0,0,0,0,0
ES_14067,Villafranca de Córdoba,3935,1975,30,19,5,0,0,0,593,3,1,249,752,3,1,39,1,1,3,131,6,0,0,113,0,4,14,1,0,1,0,4,0,0,0,1,0,0,0,0
ES_14068,Villaharta,547,312,6,6,0,0,0,0,176,0,0,17,73,0,0,6,0,0,0,10,1,0,0,12,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0
ES_14069,Villanueva de Córdoba,7132,3364,54,22,3,0,6,2,1588,10,1,191,1264,3,0,22,1,2,4,97,5,3,0,67,2,0,6,3,1,0,1,2,2,0,0,1,1,0,0,0
ES_14070,Villanueva del Duque,1233,589,2,6,0,0,0,0,192,1,0,48,306,0,0,2,0,1,0,11,0,0,0,14,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0
ES_14071,Villanueva del Rey,863,345,6,3,0,0,0,0,122,1,0,51,127,0,0,10,1,1,1,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_14072,Villaralto,941,528,7,3,0,2,1,0,220,3,0,19,203,0,0,10,2,0,1,42,1,0,0,8,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0
ES_14073,Villaviciosa de Córdoba,2639,1168,29,9,3,0,2,1,512,5,2,173,298,0,1,26,2,0,2,49,3,0,0,38,0,0,6,0,3,0,3,0,0,0,0,0,0,1,0,0
ES_14074,"Viso, El",2163,1208,28,14,0,0,0,0,572,1,0,52,429,0,0,12,0,3,2,46,2,0,0,34,0,0,2,0,7,0,0,0,1,0,0,1,2,0,0,0
ES_14075,Zuheros,531,309,16,2,0,0,3,1,140,0,0,16,95,0,0,11,0,0,0,12,2,0,0,6,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0
ES_14901,Fuente Carreteros,898,525,1,4,0,1,4,0,313,1,1,25,57,0,0,16,0,1,0,94,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_14902,"Guijarrosa, La",1123,536,15,10,1,0,1,0,241,3,0,43,146,1,0,6,1,0,1,27,1,3,0,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18001,Agrón,196,102,2,0,0,0,0,0,64,0,0,4,22,0,0,0,0,0,0,3,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18002,Alamedilla,493,276,2,2,0,0,0,1,180,0,0,23,51,0,0,4,0,0,2,4,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18003,Albolote,15206,7483,90,59,15,0,21,5,2203,17,5,901,2658,8,1,236,12,12,7,452,71,11,1,588,1,8,62,5,6,2,5,14,2,0,0,0,3,2,0,0
ES_18004,Albondón,644,295,4,2,0,0,0,0,102,0,0,32,136,0,0,6,0,0,0,2,0,0,0,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ES_18005,Albuñán,369,171,2,0,0,0,0,0,74,1,0,11,53,0,0,4,0,0,0,7,0,0,0,6,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0
ES_18006,Albuñol,4113,1954,24,13,1,0,5,2,646,5,0,382,658,3,0,40,1,4,1,41,7,1,0,104,0,0,7,1,0,0,0,7,0,1,0,0,0,0,0,0
ES_18007,Albuñuelas,709,293,10,1,1,0,0,0,120,0,0,30,104,0,0,3,0,0,0,3,1,0,0,14,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_18010,Aldeire,498,289,1,3,0,0,0,2,112,1,0,26,95,1,0,6,0,2,0,15,2,0,0,17,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0
ES_18011,Alfacar,4662,2206,18,16,5,0,3,5,835,12,7,217,748,1,0,55,2,0,2,101,13,0,0,132,1,5,18,0,0,0,1,6,0,0,0,0,3,0,0,0
ES_18012,Algarinejo,1939,987,10,11,0,0,1,0,370,1,0,126,409,0,0,5,1,0,0,11,2,0,0,31,0,0,4,0,1,0,0,3,0,0,0,1,0,0,0,0
ES_18013,Alhama de Granada,4012,1884,31,13,0,2,4,9,628,8,6,194,795,0,0,18,0,2,1,55,4,0,0,91,1,0,16,1,0,0,0,1,0,1,0,1,1,1,0,0
ES_18014,Alhendín,7617,3449,24,37,4,1,15,2,915,11,6,411,1418,3,1,86,4,2,1,157,31,2,0,274,3,2,28,2,1,0,0,4,2,0,0,0,1,1,0,0
ES_18015,Alicún de Ortega,399,204,1,2,0,0,0,0,91,0,0,13,64,0,0,1,0,0,0,18,0,0,0,6,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0
ES_18016,Almegíjar,276,154,1,1,0,0,0,0,66,0,0,9,65,0,0,1,0,0,0,2,0,0,0,5,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
ES_18017,Almuñécar,19531,8113,46,35,8,3,15,11,2063,294,7,1000,3529,2,2,210,8,6,2,311,43,4,2,437,3,2,50,3,1,0,2,7,0,3,1,0,3,0,0,0
ES_18018,Alquife,492,250,0,4,0,0,0,0,113,0,0,18,84,0,0,2,0,1,0,9,2,0,0,13,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_18020,Arenas del Rey,466,188,1,1,0,0,0,0,86,0,0,36,48,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0
ES_18021,Armilla,18991,8957,57,53,26,3,34,14,2722,34,3,1106,3206,11,1,317,22,3,4,470,59,4,1,648,5,15,75,14,2,2,5,24,6,1,0,2,6,2,0,0
ES_18022,Atarfe,14991,5996,65,39,9,4,26,5,2002,18,12,778,1855,3,0,187,5,11,9,385,41,1,3,469,1,2,30,4,6,0,4,17,1,0,1,0,3,0,0,0
ES_18023,Baza,15586,7384,62,44,6,2,23,9,2241,36,4,792,3152,4,5,111,9,14,11,210,50,3,2,499,3,6,55,8,7,0,2,10,1,1,1,1,0,0,0,0
ES_18024,Beas de Granada,859,493,4,5,0,0,1,1,183,5,0,45,168,0,0,30,1,0,0,26,7,0,0,11,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0
ES_18025,Beas de Guadix,263,143,1,1,0,0,0,0,59,0,0,17,47,0,0,3,0,0,0,7,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ES_18027,Benalúa,2626,1052,6,12,0,0,1,1,507,4,0,72,282,0,0,14,1,2,0,109,3,0,0,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18028,Benalúa de las Villas,852,508,1,0,0,0,0,0,161,0,0,47,244,0,0,3,0,0,0,24,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18029,Benamaurel,1773,728,3,0,0,0,0,0,286,4,1,64,286,0,0,15,0,0,0,10,0,0,0,31,0,0,5,12,8,0,0,0,3,0,0,0,0,0,0,0
ES_18030,Bérchules,542,292,3,1,0,0,2,0,121,1,0,29,110,0,0,4,0,0,0,6,4,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18032,Bubión,264,149,0,0,0,0,2,0,40,1,1,21,58,0,0,4,0,0,0,10,3,0,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
ES_18033,Busquístar,295,128,1,4,0,0,2,0,58,1,0,11,29,0,0,0,0,0,0,2,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
ES_18034,Cacín,439,220,1,1,2,0,1,0,86,0,1,25,67,0,0,12,0,0,0,16,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ES_18035,Cádiar,1224,668,8,5,0,0,0,0,243,0,2,68,301,0,0,13,0,0,0,11,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18036,Cájar,4332,2349,7,5,6,0,8,3,574,6,3,271,1007,3,9,72,5,3,1,130,24,1,1,138,25,12,25,4,0,0,0,3,2,1,0,0,0,0,0,0
ES_18037,Calicasas,561,302,4,3,0,0,2,0,86,2,0,45,115,0,0,5,0,1,0,7,6,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18038,Campotéjar,1060,535,5,2,0,2,4,0,227,2,1,64,174,0,0,4,0,1,2,25,3,0,0,14,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ES_18039,Caniles,3214,1507,18,7,0,1,3,0,495,21,0,171,661,0,0,13,0,0,0,18,4,0,0,88,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0
ES_18040,Cáñar,272,111,3,1,0,0,0,0,61,3,0,6,28,0,0,1,0,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18042,Capileira,447,249,6,4,2,0,0,0,87,0,0,26,79,0,0,10,0,0,1,16,0,0,0,15,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_18043,Carataunas,159,68,1,1,0,0,0,1,12,1,2,6,31,0,0,5,0,0,0,3,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_18044,Cástaras,152,61,0,1,0,0,0,1,21,0,1,5,28,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18045,Castilléjar,1017,434,6,3,0,0,2,1,180,0,1,68,127,0,0,4,0,1,0,4,3,0,0,23,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0
ES_18046,Castril,1650,614,5,4,0,0,1,3,205,3,2,91,217,1,0,12,0,0,0,16,4,0,0,46,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18047,Cenes de la Vega,6513,2855,21,22,5,0,6,6,945,15,7,266,892,3,1,170,15,7,1,206,25,1,0,194,0,0,28,1,3,0,1,9,2,0,0,0,2,1,0,0
ES_18048,Cijuela,2774,1214,19,8,0,0,8,1,458,6,1,181,364,0,0,21,0,1,1,37,4,0,0,88,4,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0
ES_18049,Cogollos de Guadix,532,321,1,6,0,0,1,1,78,0,0,21,109,0,0,11,0,0,0,3,0,0,0,13,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18050,Cogollos de la Vega,1690,715,10,4,2,0,3,0,210,1,2,127,249,1,0,15,0,1,0,30,5,0,0,49,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0
ES_18051,Colomera,1071,494,2,2,0,0,2,0,232,0,0,39,187,0,0,3,0,1,0,6,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ES_18053,Cortes de Baza,1464,641,3,7,0,1,1,2,281,1,1,72,227,0,0,3,1,1,0,16,1,0,1,14,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0
ES_18054,Cortes y Graena,795,419,4,2,0,0,1,0,141,1,0,60,177,0,0,5,0,1,0,9,0,0,0,11,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0
ES_18056,Cúllar,3197,1616,32,15,2,0,2,0,715,4,1,137,521,0,1,34,0,4,2,77,6,0,0,55,0,1,3,0,1,0,0,1,1,0,0,0,1,0,0,0
ES_18057,Cúllar Vega,6064,2946,23,25,1,0,18,1,815,8,4,397,1082,2,0,98,1,2,6,136,22,1,2,258,1,3,25,4,0,0,0,7,1,0,1,0,2,0,0,0
ES_18059,Chauchina,4514,1978,28,18,1,0,5,3,765,3,0,205,621,3,0,57,0,0,1,150,13,1,0,96,1,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0
ES_18061,Chimeneas,988,536,6,3,0,0,2,0,163,0,0,68,194,1,0,10,0,0,0,79,0,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_18062,Churriana de la Vega,12337,5599,52,41,8,4,17,3,1579,14,4,794,2106,4,2,138,9,4,1,249,52,5,1,444,3,4,36,2,2,0,1,14,1,1,1,1,2,0,0,0
ES_18063,Darro,1284,403,0,0,0,0,1,0,117,0,0,68,194,0,0,3,0,0,0,2,1,0,0,13,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ES_18064,Dehesas de Guadix,334,196,0,0,0,0,1,0,92,0,0,22,60,0,0,4,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18065,Dehesas Viejas,557,314,7,1,0,0,0,3,133,0,1,12,30,0,0,8,0,1,2,102,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18066,Deifontes,2112,820,2,6,3,0,2,0,394,2,0,77,233,0,1,18,0,5,6,40,0,0,0,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ES_18067,Diezma,708,352,1,0,0,0,0,0,146,0,0,44,144,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18068,Dílar,1834,956,9,6,4,0,4,1,260,3,1,116,376,0,0,31,3,2,0,40,8,0,0,78,0,0,9,1,0,0,0,2,0,0,0,0,2,0,0,0
ES_18069,Dólar,481,254,2,1,0,0,0,0,76,1,0,25,116,1,0,5,0,0,0,4,2,0,0,0,0,1,0,0,18,0,0,2,0,0,0,0,0,0,0,0
ES_18070,Dúdar,324,195,1,1,2,0,0,1,70,0,2,24,56,0,0,10,0,0,2,8,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18071,Dúrcal,5861,2758,30,21,7,0,14,2,944,12,20,346,850,0,1,66,6,2,5,156,24,2,1,199,0,1,25,4,6,0,2,5,1,1,0,2,3,0,0,0
ES_18072,Escúzar,687,329,7,1,2,0,0,0,114,1,0,30,119,0,0,5,0,0,2,10,0,0,0,28,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0
ES_18074,Ferreira,261,175,3,0,0,0,1,0,70,0,0,21,67,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ES_18076,Fonelas,769,328,1,1,0,0,0,0,133,0,0,20,132,0,0,4,0,0,0,12,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_18077,Fornes,428,233,0,2,0,0,1,0,116,1,0,41,59,0,0,4,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
