gisco_id,name,registered,turnout,invalid,blank,IzqEsp,CEUS,FO,AR,PSOE,Andalucistas,IE,Vox,PP,EB,CRT,Podemos,PFAC,PCTE,PCPE-PCPC,Sumar,PACMA,Cree en Europa,PMR,SALF,F,Existe,Cs,FE-JONS,SAE,JUEX,PH,Volt,Recortes Cero,Junts UE,PREx-CREx,GLG,Piratas/Rebeldes,PREPAL,PCTC,PMR-RV-VN
ES_19173,Matarrubia,61,46,0,0,0,0,0,0,10,0,0,6,13,0,0,2,0,0,0,4,2,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_19174,Matillas,89,55,1,0,0,0,1,0,18,0,0,8,21,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19175,Mazarete,25,18,0,1,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19176,Mazuecos,251,143,2,0,0,0,0,0,39,0,0,19,69,0,0,0,0,0,0,2,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19177,Medranda,66,43,0,2,0,0,0,0,20,0,0,4,12,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19178,Megina,26,15,1,1,0,0,1,0,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ES_19179,Membrillera,86,50,0,1,0,0,0,0,18,0,0,8,17,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19181,Miedes de Atienza,56,34,0,2,0,0,0,0,12,0,0,6,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19182,"Mierla, La",36,27,0,0,0,0,0,0,11,0,0,6,2,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19183,Milmarcos,62,42,0,0,0,0,0,1,23,0,0,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ES_19184,Millana,72,38,1,0,0,0,0,0,6,0,0,7,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19185,"Miñosa, La",32,25,0,0,0,0,0,1,5,0,0,2,8,0,0,4,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19186,Mirabueno,82,61,0,2,1,0,0,0,28,0,0,6,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19187,Miralrío,49,36,0,0,0,0,0,0,8,0,0,8,15,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19188,Mochales,28,14,0,0,0,0,0,0,1,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19189,Mohernando,138,85,2,0,0,0,0,0,26,0,1,22,23,0,0,1,0,0,0,3,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ES_19190,Molina de Aragón,2326,1195,22,15,1,0,7,1,487,1,2,102,408,2,0,27,4,2,1,62,3,2,0,20,0,14,5,0,3,0,1,0,1,1,0,0,1,0,0,0
ES_19191,Monasterio,14,12,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19192,Mondéjar,1892,1013,7,4,0,0,1,0,284,0,0,153,460,0,0,9,1,2,0,12,4,1,0,64,0,1,6,1,0,0,0,2,0,0,0,1,0,0,0,0
ES_19193,Montarrón,33,28,0,1,0,0,0,0,19,0,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19194,Moratilla de los Meleros,93,63,1,1,0,0,0,2,27,0,0,7,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19195,Morenilla,40,26,3,0,0,0,0,0,11,0,0,5,3,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19196,Muduex,98,63,4,0,0,0,0,0,11,0,0,14,25,0,1,2,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ES_19197,"Navas de Jadraque, Las",33,27,2,1,0,0,0,0,12,0,0,1,4,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ES_19198,Negredo,13,7,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19199,Ocentejo,15,12,0,3,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19200,"Olivar, El",63,41,0,1,0,0,0,0,17,0,0,2,13,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19201,Olmeda de Cobeta,47,32,0,0,0,0,0,0,8,0,0,5,16,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19202,"Olmeda de Jadraque, La",16,14,0,1,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19203,"Ordial, El",36,22,0,1,0,0,0,0,6,0,0,2,8,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19204,Orea,155,83,0,0,0,0,0,0,41,0,0,11,22,0,0,1,0,1,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19208,Pálmaces de Jadraque,44,32,0,0,0,0,0,0,15,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19209,Pardos,34,22,0,1,0,0,0,0,6,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19210,Paredes de Sigüenza,18,13,0,1,0,0,0,0,2,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19211,Pareja,389,238,1,1,0,0,0,1,66,0,0,23,121,0,0,9,0,0,1,7,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19212,Pastrana,694,366,1,0,0,0,0,0,106,0,0,52,165,0,0,6,0,0,1,10,2,0,0,18,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
ES_19213,"Pedregal, El",61,45,0,0,0,0,0,0,13,0,0,6,15,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19214,Peñalén,73,45,1,0,0,0,0,1,12,0,0,7,17,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
ES_19215,Peñalver,165,112,0,0,0,0,0,0,25,0,0,10,74,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19216,Peralejos de las Truchas,135,70,2,1,0,0,0,0,25,0,0,7,14,0,0,10,0,2,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_19217,Peralveche,61,37,0,2,0,0,0,0,4,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_19218,Pinilla de Jadraque,49,26,0,0,0,0,0,1,9,0,0,3,7,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19219,Pinilla de Molina,12,9,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19220,Pioz,3330,1206,5,6,4,0,8,2,307,1,2,224,335,3,1,62,3,1,0,58,17,0,0,158,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0
ES_19221,Piqueras,26,20,0,0,0,0,0,0,10,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19222,"Pobo de Dueñas, El",83,54,1,2,0,1,0,0,14,1,0,14,11,0,0,1,0,0,0,1,0,0,0,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
ES_19223,Poveda de la Sierra,91,56,1,2,0,0,0,0,18,0,0,7,22,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19224,Pozo de Almoguera,99,79,0,0,0,0,1,0,5,0,0,14,55,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19225,Pozo de Guadalajara,1073,558,3,3,0,2,3,1,192,0,1,93,172,2,0,9,0,1,0,20,5,0,0,42,0,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0
ES_19226,Prádena de Atienza,44,28,0,0,0,0,1,0,17,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_19227,Prados Redondos,49,32,0,1,0,0,0,0,12,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
ES_19228,Puebla de Beleña,41,27,0,0,0,0,0,1,15,0,0,3,4,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19229,Puebla de Valles,60,43,0,0,0,0,0,0,16,0,0,6,18,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19230,Quer,757,362,8,3,0,0,6,2,101,0,0,58,106,2,0,11,1,0,0,17,2,0,0,41,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ES_19231,Rebollosa de Jadraque,11,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19232,"Recuenco, El",58,39,1,0,1,0,0,0,9,0,0,8,16,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19233,Renera,91,57,0,1,0,0,1,1,14,0,0,3,28,0,0,2,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19234,Retiendas,52,38,1,1,0,0,0,0,11,0,0,1,18,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19235,Riba de Saelices,93,69,0,1,0,0,0,0,36,0,0,5,18,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ES_19237,Rillo de Gallo,37,28,1,0,0,0,0,0,14,0,0,1,8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19238,Riofrío del Llano,52,26,0,1,0,0,0,0,8,0,0,5,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19239,Robledillo de Mohernando,105,59,0,1,0,0,0,0,12,0,0,18,17,0,0,2,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_19240,Robledo de Corpes,38,27,0,0,0,0,0,0,12,0,0,2,9,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19241,Romanillos de Atienza,29,24,0,0,0,0,0,0,4,0,0,4,12,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19242,Romanones,100,75,2,1,0,1,1,0,15,0,1,14,34,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19243,Rueda de la Sierra,35,29,1,0,0,0,0,0,8,0,0,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19244,Sacecorbo,83,58,0,1,1,0,0,0,14,0,0,12,24,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19245,Sacedón,1235,600,4,7,0,0,5,0,204,0,1,73,243,0,1,6,1,3,1,9,1,0,0,31,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0
ES_19246,Saelices de la Sal,44,25,2,0,0,0,0,0,10,0,0,3,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19247,Salmerón,137,76,0,2,0,0,0,0,21,0,0,11,28,0,0,0,0,0,0,10,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19248,San Andrés del Congosto,65,45,0,0,1,0,0,0,20,0,0,3,16,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19249,San Andrés del Rey,33,29,0,0,0,0,0,0,7,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19250,Santiuste,16,14,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19251,Saúca,39,24,0,0,0,0,0,0,7,0,0,2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19252,Sayatón,57,44,0,0,0,0,0,0,9,0,0,4,26,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19254,Selas,32,27,0,0,0,0,0,0,7,0,0,5,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19255,Setiles,70,37,2,1,0,0,0,0,17,0,0,2,10,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19256,Sienes,43,31,0,0,0,0,0,0,7,0,0,2,19,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19257,Sigüenza,3293,1695,10,14,2,0,15,5,481,0,3,162,802,1,0,61,1,4,5,44,7,1,10,44,1,5,7,0,7,0,0,1,0,0,0,0,1,1,0,0
ES_19258,Solanillos del Extremo,74,38,1,0,0,1,0,0,6,0,0,2,18,0,0,2,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19259,Somolinos,25,19,0,0,0,0,0,0,14,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19260,"Sotillo, El",30,16,0,0,1,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19261,Sotodosos,31,17,0,0,0,0,0,1,3,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19262,Tamajón,143,84,1,0,0,0,1,0,31,0,0,3,38,0,0,2,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19263,Taragudo,33,18,0,1,0,0,0,0,8,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19264,Taravilla,39,26,0,0,0,1,1,0,14,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19265,Tartanedo,132,79,0,0,0,0,0,0,17,0,0,13,38,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19266,Tendilla,253,139,0,0,0,0,1,0,37,0,0,18,61,0,0,1,1,0,0,2,1,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_19267,Terzaga,18,16,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19268,Tierzo,29,16,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19269,"Toba, La",72,49,1,0,0,0,0,0,29,0,0,2,9,0,0,2,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19270,Tordelrábano,11,11,0,0,0,0,0,0,2,0,0,1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19271,Tordellego,38,18,0,0,2,0,0,0,1,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ES_19272,Tordesilos,68,55,0,1,0,0,0,0,21,0,0,3,20,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_19274,Torija,1155,541,11,11,0,1,3,0,142,0,0,81,188,1,0,13,1,1,0,28,5,0,0,50,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0
ES_19277,Torrecuadrada de Molina,20,14,0,0,2,0,0,0,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19278,Torrecuadradilla,26,21,0,0,0,0,0,0,5,0,0,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19279,Torre del Burgo,74,42,1,0,0,0,0,0,5,0,0,16,16,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19280,Torrejón del Rey,4285,1881,14,9,5,0,10,2,504,0,1,356,590,0,0,67,0,4,1,92,22,4,0,170,2,1,9,7,2,0,0,2,1,1,0,1,2,2,0,0
ES_19281,Torremocha de Jadraque,21,11,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19282,Torremocha del Campo,158,87,1,2,0,0,0,0,15,0,0,11,52,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19283,Torremocha del Pinar,30,21,0,0,0,0,0,0,11,0,0,0,6,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19284,Torremochuela,8,6,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19285,Torrubia,24,19,0,0,0,0,0,0,5,0,0,3,6,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19286,Tórtola de Henares,923,476,3,4,1,0,7,1,110,0,2,83,169,0,0,17,1,0,0,28,3,0,0,38,1,2,2,0,1,0,1,0,0,0,0,0,0,2,0,0
ES_19287,Tortuera,119,83,1,4,0,0,0,0,11,0,0,18,43,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19288,Tortuero,23,23,0,3,0,0,0,0,7,0,0,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19289,Traid,17,14,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ES_19290,Trijueque,1123,481,3,5,4,0,2,1,138,0,0,112,133,0,0,21,2,1,0,14,12,0,0,26,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0
ES_19291,Trillo,1202,595,9,3,2,0,2,0,166,0,2,92,237,0,0,15,1,1,0,7,2,0,0,50,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0
ES_19293,Uceda,2419,1161,9,7,1,0,10,3,339,1,3,174,358,2,0,48,2,0,0,57,19,0,0,101,1,1,14,0,0,0,1,3,1,0,1,0,5,0,0,0
ES_19294,Ujados,18,12,0,0,0,0,0,0,4,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19296,Utande,30,24,0,0,0,0,0,0,2,0,0,6,11,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19297,Valdarachas,43,30,1,1,0,0,0,0,6,0,0,10,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19298,Valdearenas,58,42,0,0,0,0,0,0,14,0,0,6,15,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19299,Valdeavellano,89,63,0,1,0,0,1,0,19,0,0,14,23,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19300,Valdeaveruelo,974,525,2,2,1,1,2,3,97,0,3,108,195,0,1,26,1,1,0,23,6,0,0,48,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ES_19301,Valdeconcha,39,27,0,0,0,0,2,0,4,0,0,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19302,Valdegrudas,49,36,1,1,0,0,0,0,12,0,0,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
ES_19303,Valdelcubo,40,33,0,0,0,0,0,0,3,0,0,11,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19304,Valdenuño Fernández,273,150,0,2,1,0,2,0,53,0,0,31,30,0,1,4,0,0,0,8,3,0,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19305,Valdepeñas de la Sierra,135,85,3,0,0,0,1,0,25,0,0,11,39,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ES_19306,Valderrebollo,23,19,0,0,0,0,0,0,4,0,0,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19307,Valdesotos,30,20,0,1,0,0,0,0,4,0,0,2,9,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19308,Valfermoso de Tajuña,64,48,0,0,0,0,0,0,25,0,0,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19309,Valhermoso,17,11,0,0,1,0,0,0,1,0,0,2,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19310,Valtablado del Río,8,5,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19311,Valverde de los Arroyos,83,57,0,2,0,0,0,0,14,0,0,3,29,0,0,0,0,0,0,1,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19314,Viana de Jadraque,39,29,1,0,0,0,0,0,4,0,0,6,10,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ES_19317,Villanueva de Alcorón,128,86,0,0,0,0,0,0,28,0,0,9,32,0,0,5,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_19318,Villanueva de Argecilla,24,15,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19319,Villanueva de la Torre,5086,2461,16,17,3,1,19,4,652,0,1,432,851,2,0,83,0,4,2,97,29,2,3,197,1,4,25,5,0,1,1,4,0,1,2,0,0,2,0,0
ES_19321,Villares de Jadraque,42,27,0,0,0,0,0,0,15,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19322,Villaseca de Henares,25,18,0,1,0,0,0,0,5,0,0,3,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19323,Villaseca de Uceda,48,31,0,0,0,0,0,0,9,0,0,4,11,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19324,Villel de Mesa,156,96,1,3,0,0,0,0,29,0,0,9,48,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_19325,Viñuelas,180,81,0,1,0,0,0,0,13,0,0,7,52,0,0,0,0,0,0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19326,Yebes,3319,1474,10,10,5,0,10,4,349,0,1,300,438,2,0,43,2,2,0,63,23,2,0,182,1,1,16,2,1,0,1,0,1,1,0,0,2,2,0,0
ES_19327,Yebra,400,246,1,0,0,0,0,0,39,0,0,72,108,1,0,2,0,1,0,0,0,0,0,16,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0
ES_19329,Yélamos de Abajo,47,35,0,3,0,0,0,0,9,1,1,6,7,0,0,3,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_19330,Yélamos de Arriba,75,55,0,0,0,0,0,0,28,0,0,10,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_19331,Yunquera de Henares,2962,1396,20,9,1,2,8,9,488,0,1,160,489,0,0,28,4,2,0,51,6,1,1,92,1,0,8,2,1,2,2,3,1,1,0,0,3,0,0,0
ES_19332,"Yunta, La",84,57,0,1,0,0,0,0,10,0,0,13,19,1,0,2,0,0,0,5,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_19333,Zaorejas,104,66,0,1,0,0,0,1,31,0,0,9,19,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19334,Zarzuela de Jadraque,51,40,0,0,0,0,0,0,20,0,0,4,10,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_19335,Zorita de los Canes,53,37,0,0,0,0,0,0,17,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
