gisco_id,name,registered,turnout,invalid,blank,ÖVP,SPÖ,FPÖ,NEOS,JETZT,GRÜNE,KPÖ,WANDL,BZÖ,BIER,CPÖ,GILT,SLP
AT_32005,Lunz am See,1491,1109,20,0,496,262,154,61,19,92,0,5,0,0,0,0,0
AT_32006,Oberndorf an der Melk,2414,1825,33,0,1151,154,287,69,13,108,7,3,0,0,0,0,0
AT_32007,Puchenstuben,235,167,2,0,73,49,27,5,5,6,0,0,0,0,0,0,0
AT_32008,Purgstall an der Erlauf,4274,2969,46,0,1483,398,500,182,39,294,10,17,0,0,0,0,0
AT_32009,Randegg,1517,1166,35,0,747,88,146,57,3,79,2,9,0,0,0,0,0
AT_32010,Reinsberg,825,636,3,0,396,64,88,39,4,36,3,3,0,0,0,0,0
AT_32011,Sankt Anton an der Jeßnitz,971,720,20,0,440,85,123,18,6,23,3,2,0,0,0,0,0
AT_32012,Sankt Georgen an der Leys,1100,822,19,0,513,59,152,32,4,32,7,4,0,0,0,0,0
AT_32013,Scheibbs,3405,2267,26,0,1006,419,236,178,28,355,12,7,0,0,0,0,0
AT_32014,Steinakirchen am Forst,1831,1361,26,0,776,145,166,86,9,140,6,7,0,0,0,0,0
AT_32015,Wang,1082,836,19,0,482,68,153,42,13,56,1,2,0,0,0,0,0
AT_32016,Wieselburg,2968,1985,31,0,630,563,338,134,32,226,11,20,0,0,0,0,0
AT_32017,Wieselburg-Land,2681,1952,30,0,903,315,367,129,23,167,9,9,0,0,0,0,0
AT_32018,Wolfpassing,1245,975,18,0,501,78,210,46,14,98,3,7,0,0,0,0,0
AT_32099,Wahlkarten - Scheibbs,0,3854,42,0,1648,735,399,318,65,581,26,40,0,0,0,0,0
AT_32101,Absdorf,1608,1124,16,0,464,253,169,96,20,90,10,6,0,0,0,0,0
AT_32104,Atzenbrugg,2360,1646,21,0,828,234,309,97,21,117,7,12,0,0,0,0,0
AT_32106,Fels am Wagram,1889,1329,26,0,614,232,234,74,26,106,10,7,0,0,0,0,0
AT_32107,Grafenwörth,2579,1757,26,0,788,342,315,109,36,121,10,10,0,0,0,0,0
AT_32109,Großriedenthal,768,597,10,0,331,92,73,33,4,50,2,2,0,0,0,0,0
AT_32110,Großweikersdorf,2628,1914,39,0,860,312,386,130,23,156,3,5,0,0,0,0,0
AT_32112,Judenau-Baumgarten,1696,1211,23,0,541,167,228,84,21,133,7,7,0,0,0,0,0
AT_32114,Kirchberg am Wagram,2945,2174,34,0,1034,327,344,168,35,211,8,13,0,0,0,0,0
AT_32115,Königsbrunn am Wagram,1050,782,15,0,364,159,118,54,13,48,5,6,0,0,0,0,0
AT_32116,Königstetten,1870,1382,16,0,563,250,194,154,28,166,5,6,0,0,0,0,0
AT_32119,Langenrohr,1790,1288,15,0,680,149,254,82,12,87,6,3,0,0,0,0,0
AT_32120,Michelhausen,2491,1657,39,0,879,201,240,116,28,139,8,7,0,0,0,0,0
AT_32131,Sieghartskirchen,5760,4135,67,0,1735,710,778,318,74,409,16,28,0,0,0,0,0
AT_32132,Sitzenberg-Reidling,1765,1238,19,0,553,202,245,90,14,106,5,4,0,0,0,0,0
AT_32134,Tulbing,2405,1707,17,0,782,270,254,130,36,201,9,8,0,0,0,0,0
AT_32135,Tulln an der Donau,11870,7812,107,0,3220,1225,1175,725,180,1099,43,38,0,0,0,0,0
AT_32139,Würmla,1135,829,15,0,421,82,149,61,9,73,7,12,0,0,0,0,0
AT_32140,Zeiselmauer-Wolfpassing,1787,1245,23,0,421,244,200,124,23,194,13,3,0,0,0,0,0
AT_32141,Zwentendorf an der Donau,2971,2126,38,0,854,562,393,99,22,128,19,11,0,0,0,0,0
AT_32142,Sankt Andrä-Wördern,6036,4131,44,0,1431,738,605,389,94,787,25,18,0,0,0,0,0
AT_32143,Muckendorf-Wipfing,1311,927,9,0,391,158,169,67,20,104,5,4,0,0,0,0,0
AT_32144,Klosterneuburg,20196,13708,118,0,5084,1957,1371,1993,353,2707,72,53,0,0,0,0,0
AT_32199,Wahlkarten - Tulln,0,9492,58,0,3627,1539,1024,1211,175,1759,37,62,0,0,0,0,0
AT_32202,Dietmanns,922,593,7,0,154,202,171,21,7,24,4,3,0,0,0,0,0
AT_32203,Dobersberg,1331,913,10,0,585,71,159,38,9,35,5,1,0,0,0,0,0
AT_32206,Gastern,1039,766,12,0,416,113,146,26,10,34,8,1,0,0,0,0,0
AT_32207,Groß-Siegharts,2318,1365,34,0,539,325,299,60,8,86,6,8,0,0,0,0,0
AT_32209,Karlstein an der Thaya,1215,877,16,0,499,104,175,35,11,32,4,1,0,0,0,0,0
AT_32210,Kautzen,944,672,11,0,386,76,121,22,12,38,2,4,0,0,0,0,0
AT_32212,Ludweis-Aigen,762,530,10,0,326,63,70,19,4,34,3,1,0,0,0,0,0
AT_32214,Pfaffenschlag bei Waidhofen a.d.Thaya,780,564,8,0,305,39,130,35,6,37,2,2,0,0,0,0,0
AT_32216,Raabs an der Thaya,2300,1557,37,0,975,174,215,47,20,71,11,7,0,0,0,0,0
AT_32217,Thaya,1164,799,11,0,439,65,189,41,9,38,6,1,0,0,0,0,0
AT_32219,Vitis,2224,1556,44,0,798,255,257,76,11,107,3,5,0,0,0,0,0
AT_32220,Waidhofen an der Thaya,4599,2847,57,0,1369,344,547,208,39,258,14,11,0,0,0,0,0
AT_32221,Waidhofen an der Thaya-Land,1056,727,19,0,378,66,154,37,14,51,4,4,0,0,0,0,0
AT_32222,Waldkirchen an der Thaya,457,342,5,0,231,31,45,10,5,12,3,0,0,0,0,0,0
AT_32223,Windigsteig,816,575,11,0,312,78,98,22,9,40,3,2,0,0,0,0,0
AT_32299,Wahlkarten - Waidhofen an der Thaya,0,2859,38,0,1360,416,399,212,50,352,9,23,0,0,0,0,0
AT_32301,Bad Fischau-Brunn,2651,1923,16,0,771,348,313,214,24,219,13,5,0,0,0,0,0
AT_32302,Bad Schönau,604,425,6,0,235,38,99,20,3,20,2,2,0,0,0,0,0
AT_32304,Ebenfurth,2130,1300,21,0,391,433,265,68,20,85,8,9,0,0,0,0,0
AT_32305,Eggendorf,3724,2530,38,0,851,636,646,113,56,154,23,13,0,0,0,0,0
AT_32306,Bad Erlach,2513,1724,34,0,756,328,320,122,32,123,1,8,0,0,0,0,0
AT_32307,Felixdorf,3231,2151,26,0,654,725,413,117,31,160,17,8,0,0,0,0,0
AT_32308,Gutenstein,1030,675,11,0,305,121,128,35,14,49,4,8,0,0,0,0,0
AT_32309,Hochneukirchen-Gschaidt,1398,1074,21,0,628,105,221,39,7,51,2,0,0,0,0,0,0
AT_32310,Hochwolkersdorf,848,640,7,0,322,149,96,21,7,36,0,2,0,0,0,0,0
AT_32311,Hohe Wand,1128,794,7,0,391,105,148,65,6,68,4,0,0,0,0,0,0
AT_32312,Hollenthon,820,660,23,0,383,72,120,33,6,21,1,1,0,0,0,0,0
AT_32313,Katzelsdorf,2594,1812,21,0,754,284,302,166,32,240,8,5,0,0,0,0,0
AT_32314,Kirchschlag in der Buckligen Welt,2329,1784,35,0,1087,150,296,86,21,97,7,5,0,0,0,0,0
AT_32315,Krumbach,1873,1432,23,0,821,154,259,83,9,74,5,4,0,0,0,0,0
AT_32316,Lanzenkirchen,3108,2192,42,0,800,468,495,124,35,204,12,12,0,0,0,0,0
AT_32317,Lichtenegg,870,631,25,0,401,31,80,48,4,39,1,2,0,0,0,0,0
AT_32318,Lichtenwörth,2164,1439,17,0,522,361,321,73,24,106,6,9,0,0,0,0,0
AT_32319,Markt Piesting,2226,1560,20,0,645,229,286,150,31,176,16,7,0,0,0,0,0
AT_32320,Matzendorf-Hölles,1658,1150,20,0,508,215,255,69,15,57,7,4,0,0,0,0,0
AT_32321,Miesenbach,553,406,3,0,213,61,78,22,2,26,0,1,0,0,0,0,0
AT_32322,Muggendorf,427,336,9,0,162,46,62,20,2,29,4,2,0,0,0,0,0
AT_32323,Pernitz,1916,1299,20,0,417,307,277,82,31,155,3,7,0,0,0,0,0
AT_32324,Rohr im Gebirge,368,259,6,0,149,34,42,9,2,17,0,0,0,0,0,0,0
AT_32325,Bromberg,956,713,12,0,409,81,121,40,5,39,1,5,0,0,0,0,0
AT_32326,Schwarzenbach,773,594,13,0,249,194,102,12,4,15,1,4,0,0,0,0,0
AT_32327,Sollenau,3876,2566,28,0,802,727,639,137,43,167,14,9,0,0,0,0,0
AT_32330,Theresienfeld,2452,1612,20,0,521,433,369,105,28,118,9,9,0,0,0,0,0
AT_32331,Waidmannsfeld,1252,885,20,0,274,302,140,64,16,56,4,9,0,0,0,0,0
AT_32332,Waldegg,1498,1017,13,0,397,247,179,57,13,96,10,5,0,0,0,0,0
AT_32333,Walpersbach,916,676,16,0,309,146,105,39,10,46,3,2,0,0,0,0,0
AT_32334,Weikersdorf am Steinfelde,866,667,7,0,338,77,143,43,6,48,4,1,0,0,0,0,0
AT_32335,Wiesmath,1251,960,19,0,524,142,184,36,9,39,4,3,0,0,0,0,0
AT_32336,Winzendorf-Muthmannsdorf,1509,1004,14,0,417,169,182,90,24,99,5,4,0,0,0,0,0
AT_32337,Wöllersdorf-Steinabrückl,3420,2202,29,0,767,428,595,155,40,165,9,14,0,0,0,0,0
AT_32338,Zillingdorf,1636,1179,15,0,405,297,262,80,19,86,11,4,0,0,0,0,0
AT_32399,Wahlkarten - Wiener Neustadt Land,0,6060,68,0,2366,1262,939,521,95,734,23,52,0,0,0,0,0
AT_32501,Allentsteig,1563,1032,22,0,514,148,240,49,12,43,2,2,0,0,0,0,0
AT_32502,Arbesbach,1369,1032,33,0,670,62,148,51,4,59,2,3,0,0,0,0,0
AT_32503,Bärnkopf,304,240,4,0,74,105,41,6,3,4,3,0,0,0,0,0,0
AT_32504,Echsenbach,1031,764,9,0,469,78,126,30,8,38,2,4,0,0,0,0,0
AT_32505,Göpfritz an der Wild,1539,1109,19,0,566,168,246,42,9,57,2,0,0,0,0,0,0
AT_32506,Grafenschlag,704,527,15,0,320,48,88,28,4,22,0,2,0,0,0,0,0
AT_32508,Groß-Gerungs,3735,2743,66,0,1685,268,437,118,23,126,12,8,0,0,0,0,0
AT_32509,Großgöttfritz,1150,871,15,0,483,81,211,33,6,39,0,3,0,0,0,0,0
AT_32511,Gutenbrunn,442,327,7,0,131,105,55,17,3,8,1,0,0,0,0,0,0
AT_32514,Kirchschlag,536,406,8,0,233,47,88,14,3,11,0,2,0,0,0,0,0
AT_32515,Kottes-Purk,1222,860,23,0,521,100,125,28,6,50,5,2,0,0,0,0,0
AT_32516,Langschlag,1434,1051,33,0,579,135,203,42,12,40,6,1,0,0,0,0,0
AT_32517,Martinsberg,907,655,14,0,370,97,118,19,7,24,4,2,0,0,0,0,0
AT_32518,Ottenschlag,843,607,13,0,338,66,119,38,3,28,0,2,0,0,0,0,0
AT_32519,Altmelon,714,547,11,0,329,43,120,22,4,13,2,3,0,0,0,0,0
AT_32520,Pölla,773,540,11,0,297,54,132,18,6,19,1,2,0,0,0,0,0
AT_32521,Rappottenstein,1430,1023,27,0,579,81,169,85,7,65,5,5,0,0,0,0,0
AT_32522,Sallingberg,1053,746,16,0,441,63,149,40,3,29,3,2,0,0,0,0,0
AT_32523,Schönbach,667,494,12,0,322,39,80,21,0,18,2,0,0,0,0,0,0
AT_32524,Schwarzenau,1267,935,16,0,430,223,152,47,5,57,1,4,0,0,0,0,0
AT_32525,Schweiggers,1640,1236,13,0,863,53,209,53,7,35,3,0,0,0,0,0,0
AT_32528,Bad Traunstein,833,625,8,0,380,57,90,35,3,48,2,2,0,0,0,0,0
AT_32529,Waldhausen,1005,741,10,0,431,79,123,45,9,42,1,1,0,0,0,0,0
AT_32530,Zwettl-Niederösterreich,9252,6214,124,0,3567,612,860,424,80,513,16,18,0,0,0,0,0
AT_32599,Wahlkarten - Zwettl,0,4087,50,0,2031,493,523,355,56,540,18,21,0,0,0,0,0
AT_3A099,Wahlkarten - Weinviertel,0,705,4,0,196,97,105,86,29,176,5,7,0,0,0,0,0
AT_3B099,Wahlkarten - Waldviertel,0,589,6,0,169,78,67,79,27,156,3,4,0,0,0,0,0
AT_3C099,Wahlkarten - Mostviertel,0,485,10,0,104,64,44,86,21,144,5,7,0,0,0,0,0
AT_3D099,Wahlkarten - Niederösterreich Mitte,0,949,7,0,254,122,101,166,34,250,6,9,0,0,0,0,0
AT_3E099,Wahlkarten - Niederösterreich Süd,0,462,5,0,140,61,72,50,16,112,2,4,0,0,0,0,0
AT_3F099,Wahlkarten - Thermenregion,0,1052,7,0,278,158,155,198,24,221,6,5,0,0,0,0,0
AT_3G099,Wahlkarten - Niederösterreich Ost,0,603,7,0,165,115,127,56,26,100,5,2,0,0,0,0,0
AT_40099,Wahlkarten - Oberösterreich (ungültig nicht zuordenbar),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_40101,Linz,138154,73739,800,0,18256,21794,11252,5561,1682,13188,738,418,0,0,0,0,50
AT_40199,Wahlkarten - Linz Stadt,0,23418,157,0,5787,5622,2212,2640,384,6168,230,204,0,0,0,0,14
AT_40201,Steyr,27006,16521,226,0,3774,6058,2959,835,309,2137,133,81,0,0,0,0,9
AT_40299,Wahlkarten - Steyr Stadt,0,3067,17,0,799,917,341,266,53,633,22,19,0,0,0,0,0
AT_40301,Wels,39157,22631,342,0,5923,6614,4636,1559,360,2929,156,107,0,0,0,0,5
AT_40399,Wahlkarten - Wels Stadt,0,4641,27,0,1416,1037,686,461,52,924,15,22,0,0,0,0,1
AT_40401,Altheim,3770,2356,42,0,885,478,599,121,26,179,11,14,0,0,0,0,1
AT_40402,Aspach,1998,1176,16,0,594,140,293,43,14,69,5,2,0,0,0,0,0
AT_40403,Auerbach,449,312,5,0,148,20,91,17,2,28,1,0,0,0,0,0,0
AT_40404,Braunau am Inn,11603,6271,85,0,1960,1555,1220,349,127,898,31,43,0,0,0,0,3
AT_40405,Burgkirchen,2080,1326,21,0,621,179,290,71,12,124,4,4,0,0,0,0,0
AT_40406,Eggelsberg,1852,1095,19,0,485,140,256,79,13,88,8,7,0,0,0,0,0
AT_40407,Feldkirchen bei Mattighofen,1604,1074,15,0,513,101,300,39,8,91,2,5,0,0,0,0,0
AT_40408,Franking,780,440,7,0,212,40,88,29,8,50,4,2,0,0,0,0,0
AT_40409,Geretsberg,873,550,6,0,289,51,120,39,4,35,3,3,0,0,0,0,0
AT_40410,Gilgenberg am Weilhart,1041,658,6,0,345,56,161,42,2,42,1,3,0,0,0,0,0
AT_40411,Haigermoos,486,327,5,0,174,36,60,14,6,30,2,0,0,0,0,0,0
AT_40412,Handenberg,1024,691,14,0,369,62,135,38,8,54,6,5,0,0,0,0,0
AT_40413,Helpfau-Uttendorf,2369,1411,22,0,631,231,326,73,32,83,7,6,0,0,0,0,0
AT_40414,Hochburg-Ach,2211,1329,21,0,739,151,187,77,11,132,5,4,0,0,0,0,2
AT_40415,Höhnhart,1113,645,11,0,302,109,164,16,4,37,2,0,0,0,0,0,0
AT_40416,Jeging,511,357,13,0,180,47,80,17,3,14,2,1,0,0,0,0,0
AT_40417,Kirchberg bei Mattighofen,932,618,11,0,338,48,136,39,9,35,1,1,0,0,0,0,0
AT_40418,Lengau,3611,2243,64,0,927,480,445,108,28,158,18,14,0,0,0,0,1
AT_40419,Lochen am See,2183,1480,28,0,725,145,331,94,17,120,10,10,0,0,0,0,0
AT_40420,Maria Schmolln,1180,735,10,0,407,77,123,34,10,66,4,4,0,0,0,0,0
AT_40421,Mattighofen,3753,2094,33,0,699,544,451,116,32,201,11,5,0,0,0,0,2
AT_40422,Mauerkirchen,1645,845,7,0,300,175,210,72,11,62,4,3,0,0,0,0,1
AT_40423,Mining,982,616,4,0,290,96,109,35,5,74,1,2,0,0,0,0,0
AT_40424,Moosbach,773,499,10,0,207,50,165,25,4,35,1,1,0,0,0,0,1
AT_40425,Moosdorf,1295,823,13,0,309,205,187,30,11,61,6,1,0,0,0,0,0
AT_40426,Munderfing,2276,1416,34,0,594,278,295,80,17,113,0,5,0,0,0,0,0
AT_40427,Neukirchen an der Enknach,1748,1150,21,0,530,165,270,66,10,78,4,6,0,0,0,0,0
AT_40428,Ostermiething,2435,1413,31,0,752,152,232,70,22,141,6,7,0,0,0,0,0
AT_40429,Palting,796,514,11,0,278,45,117,26,5,29,2,1,0,0,0,0,0
AT_40430,Perwang am Grabensee,783,510,3,0,263,41,102,38,4,54,2,3,0,0,0,0,0
AT_40431,Pfaffstätt,784,523,7,0,246,90,87,39,9,39,3,2,0,0,0,0,1
AT_40432,Pischelsdorf am Engelbach,1276,826,12,0,408,83,215,55,8,40,1,3,0,0,0,0,1
AT_40433,Polling im Innkreis,767,479,11,0,221,61,144,15,4,20,3,0,0,0,0,0,0
AT_40434,Roßbach,752,487,10,0,210,75,130,30,2,24,6,0,0,0,0,0,0
AT_40435,Sankt Georgen am Fillmannsbach,343,236,3,0,104,11,93,8,5,10,1,1,0,0,0,0,0
AT_40436,Sankt Johann am Walde,1639,987,18,0,405,214,221,45,6,73,5,0,0,0,0,0,0
AT_40437,Sankt Pantaleon,2306,1357,20,0,577,267,252,93,21,109,7,9,0,0,0,0,2
AT_40438,Sankt Peter am Hart,1811,1020,17,0,421,194,179,58,17,127,5,2,0,0,0,0,0
AT_40439,Sankt Radegund,462,327,3,0,217,13,28,21,4,37,2,2,0,0,0,0,0
AT_40440,Sankt Veit im Innkreis,319,223,4,0,103,48,51,8,1,7,0,1,0,0,0,0,0
AT_40441,Schalchen,2872,1818,33,0,742,386,354,105,20,162,10,5,0,0,0,0,1
AT_40442,Schwand im Innkreis,767,503,7,0,264,51,101,27,3,47,1,2,0,0,0,0,0
AT_40443,Tarsdorf,1632,1017,13,0,587,82,200,41,11,78,4,1,0,0,0,0,0
AT_40444,Treubach,574,344,4,0,181,20,90,25,1,18,3,2,0,0,0,0,0
AT_40445,Überackern,441,250,1,0,130,36,53,11,4,15,0,0,0,0,0,0,0
AT_40446,Weng im Innkreis,1144,705,12,0,296,100,201,31,4,60,0,1,0,0,0,0,0
AT_40499,Wahlkarten - Braunau am Inn,0,9740,102,0,3792,1707,1520,840,149,1482,74,73,0,0,0,0,1
AT_40501,Alkoven,4639,3273,45,0,986,915,606,218,69,405,11,17,0,0,0,0,1
AT_40502,Aschach an der Donau,1595,1018,14,0,304,253,206,64,13,148,10,5,0,0,0,0,1
AT_40503,Eferding,2927,1797,22,0,605,447,323,139,24,221,8,7,0,0,0,0,1
AT_40504,Fraham,1871,1170,16,0,414,273,216,89,17,134,5,5,0,0,0,0,1
AT_40505,Haibach ob der Donau,1095,743,14,0,337,163,123,41,2,61,1,1,0,0,0,0,0
AT_40506,Hartkirchen,3384,2426,38,0,940,426,567,164,20,256,8,7,0,0,0,0,0
AT_40507,Hinzenbach,1620,1096,21,0,424,236,202,70,16,120,5,2,0,0,0,0,0
AT_40508,Prambachkirchen,2276,1473,22,0,658,210,318,98,13,144,6,3,0,0,0,0,1
AT_40509,Pupping,1455,981,10,0,366,191,228,52,16,111,6,1,0,0,0,0,0
AT_40510,Sankt Marienkirchen an der Polsenz,1899,1288,20,0,472,278,272,83,15,140,6,2,0,0,0,0,0
AT_40511,Scharten,1772,1229,19,0,375,245,292,96,19,173,4,5,0,0,0,0,1
AT_40512,Stroheim,1336,921,19,0,495,92,186,56,7,61,1,4,0,0,0,0,0
AT_40599,Wahlkarten - Eferding,0,3493,185,0,1125,725,491,324,43,559,15,25,0,0,0,0,1
AT_40601,Freistadt,6134,4074,69,0,1431,945,641,251,58,626,31,19,0,0,0,0,3
AT_40602,Grünbach,1572,985,17,0,418,185,193,58,8,92,5,7,0,0,0,0,2
AT_40603,Gutau,2237,1601,17,0,719,372,238,51,20,173,4,7,0,0,0,0,0
AT_40604,Hagenberg im Mühlkreis,2249,1455,20,0,452,320,253,108,32,255,10,5,0,0,0,0,0
AT_40605,Hirschbach im Mühlkreis,958,630,6,0,301,101,60,62,6,83,10,1,0,0,0,0,0
AT_40606,Kaltenberg,499,425,4,0,304,20,65,21,0,11,0,0,0,0,0,0,0
AT_40607,Kefermarkt,1713,1209,29,0,492,293,194,54,8,125,9,4,0,0,0,0,1
AT_40608,Königswiesen,2511,1730,30,0,943,238,331,64,7,109,5,3,0,0,0,0,0
AT_40609,Lasberg,2328,1640,32,0,776,280,223,106,29,181,7,5,0,0,0,0,1
AT_40610,Leopoldschlag,832,599,21,0,314,76,92,31,3,57,2,3,0,0,0,0,0
AT_40611,Liebenau,1335,908,20,0,526,152,143,27,4,30,4,2,0,0,0,0,0
AT_40612,Neumarkt im Mühlkreis,2581,1781,43,0,712,361,239,113,25,258,18,12,0,0,0,0,0
AT_40613,Pierbach,805,596,20,0,297,91,132,23,2,28,0,3,0,0,0,0,0
AT_40614,Pregarten,4415,3012,55,0,1107,733,522,181,33,357,12,9,0,0,0,0,3
AT_40615,Rainbach im Mühlkreis,2349,1553,43,0,722,300,183,92,17,175,12,8,0,0,0,0,1
AT_40616,Sandl,1152,834,21,0,325,223,124,46,8,78,7,2,0,0,0,0,0
AT_40617,Sankt Leonhard bei Freistadt,1153,816,13,0,400,188,120,25,8,51,5,6,0,0,0,0,0
AT_40618,Sankt Oswald bei Freistadt,2328,1599,41,0,679,379,285,73,23,104,4,11,0,0,0,0,0
AT_40619,Schönau im Mühlkreis,1567,1199,27,0,649,197,193,46,5,76,4,2,0,0,0,0,0
AT_40620,Tragwein,2498,1803,27,0,690,469,280,105,22,199,6,4,0,0,0,0,1
AT_40621,Unterweißenbach,1775,1223,26,0,670,166,241,43,4,68,3,2,0,0,0,0,0
AT_40622,Unterweitersdorf,1757,1242,30,0,396,367,179,84,21,152,4,9,0,0,0,0,0
AT_40623,Waldburg,1120,762,7,0,331,136,109,55,14,101,3,5,0,0,0,0,1
AT_40624,Wartberg ob der Aist,3516,2316,32,0,769,563,397,138,32,356,19,9,0,0,0,0,1
AT_40625,Weitersfelden,826,574,15,0,308,94,71,30,2,47,6,1,0,0,0,0,0
AT_40626,Windhaag bei Freistadt,1263,863,22,0,453,159,91,49,3,82,2,1,0,0,0,0,1
AT_40627,Bad Zell,2343,1693,43,0,780,244,256,86,11,257,6,9,0,0,0,0,1
AT_40699,Wahlkarten - Freistadt,0,7506,121,0,2659,1578,915,624,127,1394,47,35,0,0,0,0,6
AT_40701,Altmünster,7779,4960,112,0,1857,1080,721,446,80,627,18,18,0,0,0,0,1
AT_40702,Bad Goisern am Hallstättersee,6157,3730,102,0,1023,1284,584,224,66,380,42,23,0,0,0,0,2
AT_40703,Bad Ischl,10750,6076,117,0,2043,1547,904,468,116,800,42,37,0,0,0,0,2
AT_40704,Ebensee am Traunsee,6260,4085,80,0,1234,1310,694,169,95,458,31,14,0,0,0,0,0
AT_40705,Gmunden,9732,5449,78,0,1926,1111,789,519,106,861,31,23,0,0,0,0,5
AT_40706,Gosau,1427,927,36,0,310,339,110,56,14,53,3,5,0,0,0,0,1
AT_40707,Grünau im Almtal,1622,1033,19,0,376,256,210,60,14,88,4,5,0,0,0,0,1
AT_40708,Gschwandt,2230,1532,21,0,604,291,258,115,18,209,8,5,0,0,0,0,3
AT_40709,Hallstatt,579,385,5,0,85,171,32,17,8,62,3,2,0,0,0,0,0
AT_40710,Kirchham,1724,1120,24,0,567,139,221,53,12,96,4,4,0,0,0,0,0
AT_40711,Laakirchen,7075,4419,92,0,1314,1422,768,251,82,446,25,16,0,0,0,0,3
AT_40712,Obertraun,552,378,10,0,107,173,18,15,5,41,7,2,0,0,0,0,0
AT_40713,Ohlsdorf,4074,2623,49,0,908,612,512,157,34,321,19,8,0,0,0,0,3
AT_40714,Pinsdorf,3018,1867,39,0,602,457,376,131,34,210,13,4,0,0,0,0,1
AT_40715,Roitham am Traunfall,1581,986,12,0,379,228,218,52,9,79,4,4,0,0,0,0,1
AT_40716,Sankt Konrad,896,616,7,0,288,125,110,30,6,44,2,4,0,0,0,0,0
AT_40717,Sankt Wolfgang im Salzkammergut,2126,1276,18,0,633,274,157,51,22,108,9,4,0,0,0,0,0
AT_40718,Traunkirchen,1351,833,12,0,349,175,78,55,16,141,3,4,0,0,0,0,0
AT_40719,Scharnstein,3774,2361,41,0,790,575,415,174,39,303,11,13,0,0,0,0,0
AT_40720,Vorchdorf,5747,3810,54,0,1328,822,771,259,52,494,14,15,0,0,0,0,1
AT_40799,Wahlkarten - Gmunden,0,12354,140,0,4155,2753,1381,1222,201,2344,74,78,0,0,0,0,6
AT_40801,Aistersheim,714,441,10,0,161,58,125,31,2,49,1,4,0,0,0,0,0
AT_40802,Bad Schallerbach,3086,1794,21,0,598,388,371,161,24,214,10,7,0,0,0,0,0
AT_40804,Eschenau im Hausruckkreis,897,663,18,0,385,56,137,23,2,39,1,1,0,0,0,0,1
AT_40805,Gallspach,1838,1079,10,0,359,233,297,60,8,103,3,6,0,0,0,0,0
AT_40806,Gaspoltshofen,2842,1661,47,0,594,251,422,125,29,178,6,8,0,0,0,0,1
AT_40807,Geboltskirchen,1160,792,15,0,301,177,148,39,10,94,3,5,0,0,0,0,0
AT_40808,Grieskirchen,3522,2160,36,0,748,464,426,149,24,291,9,13,0,0,0,0,0
AT_40809,Haag am Hausruck,1662,1080,14,0,407,200,200,86,11,155,2,4,0,0,0,0,1
AT_40810,Heiligenberg,569,449,4,0,275,21,94,23,1,29,2,0,0,0,0,0,0
AT_40811,Hofkirchen an der Trattnach,1241,821,18,0,352,113,182,53,8,87,5,3,0,0,0,0,0
AT_40812,Kallham,2060,1250,28,0,538,215,256,60,10,133,6,3,0,0,0,0,1
AT_40813,Kematen am Innbach,1079,726,15,0,261,117,216,41,14,60,2,0,0,0,0,0,0
AT_40814,Meggenhofen,1187,785,22,0,361,102,121,62,8,103,3,3,0,0,0,0,0
AT_40815,Michaelnbach,1034,637,14,0,356,72,107,28,8,50,1,1,0,0,0,0,0
AT_40816,Natternbach,1870,1272,32,0,596,230,247,51,10,99,2,4,0,0,0,0,1
AT_40817,Neukirchen am Walde,1334,971,14,0,460,144,204,59,7,76,3,4,0,0,0,0,0
AT_40818,Neumarkt im Hausruckkreis,1101,649,11,0,222,163,153,24,8,59,5,4,0,0,0,0,0
AT_40820,Pötting,455,333,2,0,206,33,46,26,4,16,0,0,0,0,0,0,0
AT_40821,Pollham,788,478,10,0,221,59,73,30,8,76,1,0,0,0,0,0,0
AT_40822,Pram,1351,836,17,0,290,127,225,52,10,106,3,5,0,0,0,0,1
AT_40823,Rottenbach,846,557,13,0,182,89,174,30,8,51,6,4,0,0,0,0,0
AT_40824,Sankt Agatha,1746,1223,27,0,657,142,232,70,11,75,5,4,0,0,0,0,0
AT_40825,Sankt Georgen bei Grieskirchen,1084,700,9,0,263,124,137,52,10,97,4,4,0,0,0,0,0
AT_40826,Sankt Thomas,432,301,5,0,151,42,56,9,7,27,1,3,0,0,0,0,0
AT_40827,Schlüßlberg,2377,1572,27,0,534,439,281,87,18,171,10,5,0,0,0,0,0
AT_40828,Steegen,916,555,9,0,273,65,107,26,4,65,1,5,0,0,0,0,0
AT_40829,Taufkirchen an der Trattnach,1612,1044,16,0,436,156,271,42,9,105,6,3,0,0,0,0,0
AT_40830,Tollet,762,511,5,0,210,88,83,44,5,74,1,1,0,0,0,0,0
AT_40831,Waizenkirchen,2918,1976,24,0,938,243,396,117,26,218,7,7,0,0,0,0,0
AT_40832,Wallern an der Trattnach,2392,1552,23,0,540,324,326,111,23,193,5,7,0,0,0,0,0
AT_40833,Weibern,1300,828,20,0,399,108,120,67,4,108,1,1,0,0,0,0,0
AT_40834,Wendling,688,439,5,0,204,56,109,17,2,43,1,1,0,0,0,0,1
AT_40835,Peuerbach,3729,2339,31,0,1107,306,440,173,23,238,9,12,0,0,0,0,0
AT_40899,Wahlkarten - Grieskirchen,0,7906,138,0,2986,1307,1275,666,97,1372,21,41,0,0,0,0,3
