gisco_id,name,registered,turnout,invalid,blank,M,C,L,KD,S,V,MP (1981),SD,Fi,PP,d,FRP,Kustkult,SF,BRP,AfS,CSIS,DD,DP,EAP,KLP,KrVP,Lpo,MED,NYREF,PV,SKP,SkåP,TRP,ViS
SE_1270,Tomelilla,10185,4956,5.0,72,696,574,108,357,924,210,351,1538,38,25,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,8.0,0.0,5.0,2.0,0.0,0.0,0.0
SE_1272,Bromölla,9489,4604,6.0,52,486,202,102,354,1322,155,215,1630,19,19,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,2.0,5.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
SE_1273,Osby,9790,4819,10.0,48,567,395,77,503,1191,179,294,1466,16,17,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,5.0,10.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0
SE_1275,Perstorp,5126,2327,5.0,36,318,157,51,259,556,55,108,726,7,14,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
SE_1276,Klippan,12862,6114,14.0,66,770,482,133,693,1220,230,321,2063,21,27,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,0.0,1.0,0.0,0.0
SE_1277,Åstorp,10833,4772,11.0,60,709,304,105,427,1142,173,242,1500,20,24,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0
SE_1278,Båstad,11932,7312,7.0,68,1737,949,340,952,970,186,697,1298,26,23,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0,13.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0
SE_1280,Malmö,242519,126497,214.0,731,19965,8989,6739,7734,28340,13763,17112,18455,1794,1163,0.0,0.0,0.0,0.0,0.0,537.0,0.0,29.0,102.0,0.0,21.0,21.0,0.0,334.0,0.0,225.0,154.0,74.0,1.0,0.0
SE_1281,Lund,91516,62175,112.0,341,9634,7501,5517,3690,11551,4681,10900,5754,802,864,0.0,1.0,0.0,0.0,0.0,249.0,0.0,18.0,159.0,1.0,20.0,35.0,3.0,154.0,0.0,144.0,31.0,9.0,4.0,0.0
SE_1282,Landskrona,32925,15722,42.0,156,2468,930,944,1110,4083,695,1322,3647,98,114,0.0,0.0,0.0,0.0,0.0,61.0,0.0,6.0,5.0,0.0,4.0,3.0,0.0,14.0,0.0,17.0,1.0,2.0,0.0,0.0
SE_1283,Helsingborg,107118,54992,78.0,364,11282,4202,2342,4857,12065,2045,5059,11670,283,296,2.0,0.0,0.0,0.0,0.0,266.0,0.0,22.0,24.0,0.0,5.0,0.0,2.0,77.0,0.0,46.0,3.0,1.0,1.0,0.0
SE_1284,Höganäs,20287,12280,8.0,88,2799,1203,654,1496,2103,303,1376,2082,55,51,0.0,0.0,2.0,0.0,0.0,33.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0
SE_1285,Eslöv,24338,12677,20.0,158,1890,1328,408,951,2813,581,1003,3195,87,105,0.0,0.0,0.0,0.0,0.0,71.0,0.0,2.0,13.0,0.0,1.0,1.0,4.0,32.0,0.0,12.0,2.0,0.0,0.0,0.0
SE_1286,Ystad,24151,13320,33.0,111,2624,1172,472,1229,3004,461,1150,2815,77,46,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2.0,12.0,1.0,0.0,1.0,0.0,44.0,0.0,16.0,0.0,1.0,0.0,0.0
SE_1287,Trelleborg,33624,16666,23.0,154,3094,1299,549,1566,3539,514,1159,4450,67,84,0.0,0.0,0.0,0.0,0.0,97.0,0.0,4.0,13.0,0.0,1.0,2.0,0.0,32.0,0.0,4.0,12.0,2.0,1.0,0.0
SE_1290,Kristianstad,63709,32104,69.0,243,6071,2451,1346,2889,7467,1138,2348,7558,147,138,0.0,1.0,0.0,0.0,0.0,96.0,0.0,4.0,16.0,0.0,3.0,8.0,14.0,53.0,0.0,34.0,10.0,0.0,0.0,0.0
SE_1291,Simrishamn,15515,8812,22.0,103,1521,825,321,858,1649,471,967,1845,109,24,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,20.0,0.0,16.0,0.0,0.0,0.0,0.0
SE_1292,Ängelholm,32617,17832,26.0,181,3899,1738,590,1933,3348,582,1532,3704,82,79,0.0,0.0,0.0,0.0,0.0,75.0,0.0,9.0,10.0,0.0,2.0,0.0,2.0,24.0,0.0,8.0,4.0,2.0,2.0,0.0
SE_1293,Hässleholm,39105,19749,37.0,196,2907,1784,554,2049,4235,780,1483,5338,89,112,0.0,0.0,0.0,0.0,0.0,107.0,0.0,2.0,13.0,0.0,3.0,4.0,8.0,35.0,0.0,13.0,0.0,0.0,0.0,0.0
SE_1315,Hylte,7302,3801,14.0,53,458,583,73,357,965,149,226,863,9,12,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_1380,Halmstad,76545,40975,55.0,368,7755,4261,1469,3461,10067,1897,4096,6580,217,210,0.0,0.0,0.0,0.0,0.0,188.0,0.0,57.0,105.0,0.0,10.0,36.0,5.0,57.0,2.0,46.0,18.0,0.0,15.0,0.0
SE_1381,Laholm,19126,10282,20.0,130,1628,1488,293,1051,1922,332,787,2415,57,46,0.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,49.0,7.0,2.0,0.0,0.0,8.0,0.0
SE_1382,Falkenberg,34229,18589,32.0,200,2951,2825,566,1656,4634,744,1726,2927,92,83,0.0,0.0,0.0,0.0,0.0,94.0,0.0,11.0,5.0,0.0,2.0,2.0,11.0,10.0,0.0,16.0,2.0,0.0,0.0,0.0
SE_1383,Varberg,49144,28803,42.0,271,5996,3482,1008,2350,7012,1287,2769,4055,124,119,3.0,0.0,0.0,0.0,0.0,129.0,0.0,5.0,66.0,0.0,1.0,1.0,12.0,22.0,0.0,42.0,7.0,0.0,0.0,0.0
SE_1384,Kungsbacka,62223,38621,58.0,265,9850,4324,1855,4636,5333,1140,3893,6571,165,151,0.0,0.0,0.0,0.0,0.0,161.0,0.0,8.0,119.0,0.0,8.0,5.0,3.0,51.0,0.0,25.0,0.0,0.0,0.0,0.0
SE_1401,Härryda,27055,17101,18.0,109,3308,1862,891,1717,3126,860,2397,2454,97,92,0.0,0.0,0.0,0.0,0.0,80.0,0.0,13.0,25.0,0.0,5.0,0.0,0.0,25.0,0.0,20.0,2.0,0.0,0.0,0.0
SE_1402,Partille,27975,16712,38.0,99,3165,1612,817,1757,3254,1100,2201,2352,87,112,0.0,0.0,0.0,0.0,0.0,58.0,0.0,2.0,9.0,0.0,4.0,9.0,0.0,28.0,0.0,7.0,1.0,0.0,0.0,0.0
SE_1407,Öckerö,10058,6197,7.0,47,990,415,255,1505,1042,281,614,925,40,38,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
SE_1415,Stenungsund,19731,11556,31.0,89,2141,1065,415,1224,2651,540,1197,1987,55,61,0.0,0.0,0.0,0.0,1.0,46.0,0.0,1.0,6.0,0.0,3.0,2.0,4.0,25.0,0.0,12.0,0.0,0.0,0.0,0.0
SE_1419,Tjörn,12534,7548,15.0,62,1262,671,305,1301,1420,323,723,1335,42,21,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0,15.0,0.0,0.0,3.0,3.0,6.0,0.0,8.0,1.0,0.0,0.0,0.0
SE_1421,Orust,12283,6877,15.0,77,1046,820,204,644,1481,397,690,1328,69,17,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,20.0,0.0,0.0,1.0,14.0,11.0,0.0,18.0,0.0,0.0,0.0,0.0
SE_1427,Sotenäs,7498,4281,8.0,24,861,363,143,560,1015,170,312,760,21,13,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
SE_1430,Munkedal,7882,3991,14.0,42,499,472,68,395,893,232,226,1049,25,20,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
SE_1435,Tanum,9952,5390,5.0,44,1013,818,178,518,949,278,499,960,39,15,0.0,0.0,0.0,0.0,0.0,27.0,0.0,5.0,20.0,0.0,1.0,0.0,5.0,8.0,0.0,7.0,1.0,0.0,0.0,0.0
SE_1438,Dals-Ed,3483,1667,8.0,17,206,231,33,256,329,52,79,416,4,6,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,5.0,0.0,1.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
SE_1439,Färgelanda,5003,2519,2.0,40,257,393,47,214,560,102,117,734,13,7,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
SE_1440,Ale,22555,11732,24.0,95,1653,1050,321,1134,2893,769,1164,2355,75,80,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,16.0,0.0,2.0,3.0,2.0,23.0,0.0,11.0,2.0,0.0,0.0,0.0
SE_1441,Lerum,30533,19081,23.0,121,3691,1875,931,2056,3579,1043,2643,2740,134,102,0.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,25.0,0.0,2.0,3.0,0.0,30.0,0.0,14.0,0.0,0.0,0.0,0.0
SE_1442,Vårgårda,8680,4883,7.0,35,577,878,131,703,883,244,448,879,16,34,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0
SE_1443,Bollebygd,7002,4050,4.0,45,603,460,137,429,882,152,386,848,33,29,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0
SE_1444,Grästorp,4499,2369,4.0,30,377,470,50,224,457,65,154,486,10,7,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
SE_1445,Essunga,4311,2391,6.0,19,425,379,43,193,500,118,152,514,10,10,0.0,1.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_1446,Karlsborg,5451,3031,7.0,57,413,367,78,371,769,118,174,629,14,7,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0
SE_1447,Gullspång,4037,2019,7.0,22,241,202,33,165,617,106,115,426,30,8,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,17.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0
SE_1452,Tranemo,8906,4874,5.0,50,721,780,95,504,1252,206,347,811,18,18,1.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,12.0,0.0,0.0,0.0,2.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0
SE_1460,Bengtsfors,7146,3410,3.0,32,393,337,76,350,884,167,287,811,20,14,0.0,0.0,0.0,0.0,0.0,22.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
SE_1461,Mellerud,6840,3538,3.0,31,455,516,56,346,722,139,242,949,22,20,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SE_1462,Lilla Edet,10403,4896,16.0,44,531,434,116,363,1202,359,332,1376,25,39,0.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0
SE_1463,Mark,26347,14432,26.0,147,1836,1797,450,1446,3722,884,1272,2548,72,92,0.0,0.0,0.0,0.0,1.0,40.0,0.0,2.0,38.0,0.0,2.0,23.0,3.0,13.0,0.0,17.0,1.0,0.0,0.0,0.0
SE_1465,Svenljunga,8042,4120,11.0,50,540,604,94,457,934,155,266,935,12,8,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0
SE_1466,Herrljunga,7273,4091,7.0,39,538,633,119,565,758,214,285,840,24,21,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0
SE_1470,Vara,12176,6580,20.0,73,1175,1014,124,658,1291,258,360,1500,26,19,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,14.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0
SE_1471,Götene,10096,5808,12.0,59,727,797,140,631,1515,320,477,1014,23,36,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,16.0,0.0,0.0,1.0,2.0,4.0,0.0,12.0,1.0,0.0,0.0,0.0
SE_1472,Tibro,8299,4353,13.0,61,588,482,128,555,1138,184,298,845,15,16,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
SE_1473,Töreboda,6954,3390,12.0,45,468,547,36,299,817,165,224,695,24,14,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
SE_1480,Göteborg,423895,235635,457.0,1334,38580,19307,11885,20523,43321,28892,36785,26030,3455,2157,0.0,7.0,0.0,0.0,2.0,1173.0,0.0,88.0,516.0,0.0,61.0,102.0,11.0,379.0,3.0,505.0,62.0,0.0,0.0,0.0
SE_1481,Mölndal,50544,30936,38.0,216,5592,2943,1813,2917,6076,2003,4347,4151,230,245,0.0,0.0,0.0,0.0,0.0,157.0,0.0,18.0,91.0,0.0,3.0,4.0,2.0,54.0,0.0,29.0,7.0,0.0,0.0,0.0
SE_1482,Kungälv,34431,20431,40.0,154,3576,2147,798,2210,4477,1072,2218,3305,142,119,0.0,0.0,0.0,0.0,0.0,99.0,0.0,3.0,3.0,0.0,4.0,2.0,7.0,37.0,0.0,17.0,0.0,0.0,1.0,0.0
SE_1484,Lysekil,11419,6186,10.0,61,829,491,214,547,1721,349,598,1223,32,25,0.0,0.0,0.0,0.0,0.0,36.0,0.0,3.0,24.0,0.0,1.0,1.0,2.0,2.0,0.0,9.0,8.0,0.0,0.0,0.0
SE_1485,Uddevalla,41959,22044,40.0,208,3372,1802,717,2149,5635,1208,2168,4253,160,111,0.0,0.0,0.0,0.0,0.0,93.0,0.0,6.0,40.0,0.0,2.0,32.0,3.0,24.0,0.0,19.0,2.0,0.0,0.0,0.0
SE_1486,Strömstad,8802,4188,9.0,34,523,496,171,412,910,220,457,803,88,16,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0
SE_1487,Vänersborg,29247,15813,28.0,142,2191,1470,608,1459,4134,905,1500,3083,88,72,0.0,0.0,0.0,0.0,0.0,69.0,2.0,16.0,4.0,0.0,2.0,13.0,4.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0
SE_1488,Trollhättan,43161,22313,40.0,229,3393,1770,857,1691,6773,1353,2168,3614,122,137,0.0,0.0,0.0,0.0,0.0,91.0,0.0,3.0,16.0,0.0,2.0,4.0,3.0,32.0,0.0,14.0,1.0,0.0,0.0,0.0
SE_1489,Alingsås,31183,18331,31.0,142,2685,2143,759,2169,3807,1197,2536,2450,135,109,0.0,0.0,0.0,0.0,0.0,96.0,0.0,6.0,24.0,0.0,1.0,0.0,6.0,18.0,0.0,16.0,1.0,0.0,0.0,0.0
SE_1490,Borås,82166,44182,71.0,372,7325,3968,1817,4384,11214,2685,4253,7087,311,291,0.0,2.0,0.0,0.0,0.0,211.0,0.0,5.0,41.0,0.0,4.0,7.0,6.0,63.0,0.0,63.0,2.0,0.0,0.0,0.0
SE_1491,Ulricehamn,18505,10301,18.0,96,1637,1519,348,1174,2134,472,935,1767,40,50,0.0,0.0,0.0,0.0,0.0,64.0,0.0,2.0,14.0,0.0,1.0,4.0,7.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0
SE_1492,Åmål,9444,4505,14.0,31,511,429,121,428,1202,287,403,967,31,19,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,23.0,0.0,3.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0
SE_1493,Mariestad,19010,9825,32.0,103,1565,999,250,891,2821,592,885,1525,44,51,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,7.0,0.0,1.0,0.0,5.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0
SE_1494,Lidköping,31006,17604,42.0,170,2573,2220,469,1650,4903,947,1650,2681,92,83,0.0,2.0,0.0,0.0,0.0,66.0,0.0,5.0,4.0,0.0,2.0,23.0,1.0,13.0,0.0,7.0,1.0,0.0,0.0,0.0
SE_1495,Skara,14069,7504,17.0,80,1162,915,183,746,1829,361,667,1388,41,52,0.0,0.0,0.0,0.0,0.0,33.0,0.0,4.0,5.0,0.0,1.0,0.0,4.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0
SE_1496,Skövde,42523,22856,47.0,235,4059,2565,795,2242,5577,995,2181,3449,183,242,0.0,0.0,0.0,0.0,0.0,112.0,0.0,22.0,47.0,0.0,1.0,26.0,5.0,47.0,0.0,26.0,0.0,0.0,0.0,0.0
SE_1497,Hjo,7153,4137,6.0,45,725,462,99,530,969,181,359,674,26,29,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0
SE_1498,Tidaholm,9818,5279,11.0,76,618,450,112,485,1748,295,377,1022,24,24,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
SE_1499,Falköping,24320,12907,27.0,105,1678,1650,329,1531,3097,656,1072,2493,80,81,0.0,0.0,0.0,0.0,0.0,52.0,0.0,9.0,5.0,0.0,0.0,16.0,3.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0
SE_1715,Kil,9197,4853,9.0,41,645,581,112,386,1295,271,409,1016,12,17,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0
