gisco_id,name,registered,turnout,invalid,blank,KO,LR,TD,KON,NK,POLEXIT,PL!SP,PiS,RNP,BS,GSP
PL_1005261520401,Bieliny,7951,2795,23,0,170,45,266,437,10,6,2,1823,0,13,0
PL_1005261520402,Bodzentyn,8843,2974,20,0,314,62,523,419,5,7,3,1603,0,18,0
PL_1005261520403,Chęciny,11990,4773,25,0,710,197,632,714,6,13,10,2432,0,34,0
PL_1005261520404,Chmielnik,8695,3329,36,0,379,86,418,447,11,4,4,1927,0,17,0
PL_1005261520405,Daleszyce,12605,4711,29,0,711,135,642,623,9,6,1,2515,0,40,0
PL_1005261520406,Górno,11489,4525,30,0,511,99,516,655,10,12,4,2658,0,30,0
PL_1005261520407,Łagów,5294,1847,7,0,79,33,253,245,6,5,1,1197,0,21,0
PL_1005261520408,Łopuszno,7055,2662,11,0,245,78,380,391,5,2,1,1525,0,23,0
PL_1005261520409,Masłów,8956,3689,12,0,851,166,549,532,8,7,6,1536,0,22,0
PL_1005261520410,Miedziana Góra,9420,4083,15,0,689,162,845,560,8,6,1,1750,0,47,0
PL_1005261520411,Mniów,7302,2658,19,0,215,62,281,319,1,6,1,1743,0,11,0
PL_1005261520412,Morawica,13882,5641,26,0,1181,241,846,736,14,14,3,2533,0,47,0
PL_1005261520413,Nowa Słupia,7480,2328,15,0,381,80,190,265,3,10,1,1369,0,14,0
PL_1005261520414,Piekoszów,13072,4895,27,0,616,141,501,814,13,7,3,2740,0,33,0
PL_1005261520415,Pierzchnica,3921,1481,17,0,150,43,182,181,1,4,1,887,0,14,0
PL_1005261520416,Raków,4461,1527,17,0,169,42,183,217,3,2,0,885,0,9,0
PL_1005261520417,Nowiny,6145,2587,26,0,570,106,421,341,9,4,3,1090,0,17,0
PL_1005261520418,Strawczyn,8739,3466,23,0,384,84,327,599,8,4,3,2003,0,31,0
PL_1005261520419,Zagnańsk,10002,4202,13,0,880,146,605,465,12,9,5,2046,0,21,0
PL_1005261520501,Fałków,3489,1075,11,0,136,45,88,101,1,0,3,682,0,8,0
PL_1005261520502,Gowarczów,3722,1330,9,0,122,97,119,172,3,5,0,794,0,9,0
PL_1005261520503,Końskie,27494,10948,59,0,2071,1616,968,1135,20,25,4,5003,0,47,0
PL_1005261520504,Radoszyce,6871,2335,15,0,149,78,262,350,5,3,1,1463,0,9,0
PL_1005261520505,Ruda Maleniecka,2487,1057,10,0,121,56,158,124,2,6,0,570,0,10,0
PL_1005261520506,Słupia Konecka,2528,891,12,0,50,31,137,125,3,0,2,524,0,6,0
PL_1005261520507,Smyków,3020,1087,8,0,93,33,113,168,2,3,1,651,0,15,0
PL_1005261520508,Stąporków,13084,4356,30,0,803,432,449,512,7,11,6,2078,0,28,0
PL_1005261530601,Baćkowice,3825,1325,18,0,58,23,170,172,3,7,0,870,0,4,0
PL_1005261530602,Iwaniska,5244,1880,31,0,98,22,242,260,4,8,2,1204,0,9,0
PL_1005261530603,Lipnik,4094,1248,12,0,104,34,152,226,2,6,3,703,0,6,0
PL_1005261530604,Opatów,9052,3253,39,0,490,128,482,452,5,9,6,1619,0,23,0
PL_1005261530605,Ożarów,8335,2889,31,0,453,122,456,403,7,12,4,1385,0,16,0
PL_1005261530606,Sadowie,3113,1039,6,0,91,34,127,187,2,5,0,584,0,3,0
PL_1005261530607,Tarłów,4029,1284,11,0,110,43,142,178,2,2,5,780,0,11,0
PL_1005261530608,Wojciechowice,3160,1069,12,0,81,26,243,200,2,3,4,493,0,5,0
PL_1005261520701,Ostrowiec Świętokrzyski,50242,18139,114,0,5644,1180,2310,1784,37,36,17,6919,0,97,0
PL_1005261520702,Bałtów,2803,924,16,0,135,30,110,120,2,3,1,501,0,6,0
PL_1005261520703,Bodzechów,10456,3645,33,0,743,186,548,554,5,4,3,1541,0,28,0
PL_1005261520704,Ćmielów,5667,1794,14,0,347,99,233,281,5,9,1,792,0,13,0
PL_1005261520705,Kunów,7610,2480,25,0,456,100,349,320,9,1,2,1208,0,10,0
PL_1005261520706,Waśniów,5209,1578,18,0,102,31,241,227,6,9,2,936,0,6,0
PL_1005261530801,Działoszyce,4017,1237,9,0,118,29,248,156,0,4,0,664,0,9,0
PL_1005261530802,Kije,3569,1245,11,0,110,37,183,200,2,0,1,698,0,3,0
PL_1005261530803,Michałów,3689,1172,13,0,95,34,219,139,3,3,0,661,0,5,0
PL_1005261530804,Pińczów,16469,5353,51,0,1235,206,865,696,9,15,1,2251,0,23,0
PL_1005261530805,Złota,3621,1156,12,0,98,47,291,143,4,5,3,547,0,6,0
PL_1005261530901,Sandomierz,18013,6930,27,0,2070,446,1059,774,19,18,7,2475,0,35,0
PL_1005261530902,Dwikozy,6787,2143,25,0,253,63,503,324,6,6,2,950,0,11,0
PL_1005261530903,Klimontów,6321,1975,20,0,233,35,284,269,4,6,1,1117,0,6,0
PL_1005261530904,Koprzywnica,5277,2054,21,0,169,36,370,273,4,3,2,1170,0,6,0
PL_1005261530905,Łoniów,5976,1930,14,0,144,23,361,257,6,7,2,1100,0,16,0
PL_1005261530906,Obrazów,5079,1629,7,0,166,49,262,275,7,2,0,855,0,6,0
PL_1005261530907,Samborzec,6762,2545,17,0,237,54,486,423,6,7,1,1299,0,15,0
PL_1005261530908,Wilczyce,2939,990,5,0,75,50,210,161,0,1,0,483,0,5,0
PL_1005261530909,Zawichost,3384,1148,15,0,137,31,180,151,3,2,2,626,0,1,0
PL_1005261521001,Skarżysko-Kamienna,33578,13146,67,0,4159,774,1586,1331,31,29,9,5090,0,70,0
PL_1005261521002,Bliżyn,6392,2239,14,0,487,102,260,290,7,3,4,1054,0,18,0
PL_1005261521003,Łączna,4041,1437,6,0,112,45,220,214,5,3,0,817,0,15,0
PL_1005261521004,Skarżysko Kościelne,4643,1656,11,0,297,58,258,232,7,3,4,776,0,10,0
PL_1005261521005,Suchedniów,7791,2865,13,0,708,137,535,301,2,8,6,1134,0,21,0
PL_1005261521101,Starachowice,35908,13849,57,0,4421,784,1649,1485,37,28,10,5259,0,119,0
PL_1005261521102,Brody,8508,2752,20,0,461,71,292,420,8,3,4,1458,0,15,0
PL_1005261521103,Mirzec,6532,2491,20,0,222,51,342,418,5,6,2,1415,0,10,0
PL_1005261521104,Pawłów,11809,3619,22,0,273,49,365,581,3,6,2,2292,0,26,0
PL_1005261521105,Wąchock,5356,2048,12,0,444,63,267,264,4,5,2,970,0,16,0
PL_1005261531201,Bogoria,6105,2063,25,0,175,27,322,246,10,8,5,1234,0,11,0
PL_1005261531202,Łubnice,3275,1149,8,0,78,28,152,167,2,5,1,703,0,5,0
PL_1005261531203,Oleśnica,3090,943,8,0,80,15,196,107,4,1,0,517,0,15,0
PL_1005261531204,Osiek,6083,2258,8,0,118,21,138,340,6,6,1,1609,0,11,0
PL_1005261531205,Połaniec,8976,3517,29,0,534,91,504,439,8,12,1,1880,0,19,0
PL_1005261531206,Rytwiany,5149,1785,10,0,187,63,253,272,2,4,1,973,0,20,0
PL_1005261531207,Staszów,19977,6978,52,0,1267,262,1013,871,17,12,3,3448,0,33,0
PL_1005261531208,Szydłów,3673,1348,9,0,119,30,246,238,5,3,0,691,0,7,0
PL_1005261531301,Kluczewsko,4193,1598,8,0,111,27,239,221,1,6,2,979,0,4,0
PL_1005261531302,Krasocin,8315,2915,25,0,275,81,394,422,1,7,1,1693,0,16,0
PL_1005261531303,Moskorzew,2251,785,6,0,54,28,111,198,0,0,0,386,0,2,0
PL_1005261531304,Radków,2013,694,7,0,62,17,124,118,0,0,0,364,0,2,0
PL_1005261531305,Secemin,3807,1255,14,0,109,29,271,172,3,1,1,648,0,7,0
PL_1005261531306,Włoszczowa,15343,5760,44,0,633,208,1374,790,11,4,2,2675,0,19,0
PL_1004281560101,Bartoszyce,17008,6267,47,0,3397,169,218,518,25,10,0,1840,0,43,0
PL_1004281560102,Górowo Iławeckie,2984,962,9,0,565,19,24,79,9,4,0,250,0,3,0
PL_1004281560103,Bartoszyce,8182,2241,14,0,836,51,137,325,9,5,0,848,0,16,0
PL_1004281560104,Bisztynek,4675,1131,17,0,469,16,112,129,9,4,0,354,0,21,0
PL_1004281560105,Górowo Iławeckie,6246,1459,54,0,712,44,87,168,7,13,0,350,0,24,0
PL_1004281560106,Sępopol,4620,1206,18,0,426,58,65,99,7,5,0,519,0,9,0
PL_1004281540201,Braniewo,12376,4248,32,0,2191,155,243,354,20,15,0,1184,0,54,0
PL_1004281540202,Braniewo,4536,1094,15,0,354,30,88,191,11,3,0,383,0,19,0
PL_1004281540203,Frombork,2823,868,9,0,450,16,50,99,8,3,0,219,0,14,0
PL_1004281540204,Lelkowo,2093,463,7,0,156,19,36,61,3,0,0,171,0,10,0
PL_1004281540205,Pieniężno,4715,1298,15,0,514,39,52,121,6,5,0,539,0,7,0
PL_1004281540206,Płoskinia,1908,497,4,0,166,10,32,75,3,3,0,199,0,5,0
PL_1004281540207,Wilczęta,2150,535,6,0,202,13,45,86,5,2,0,169,0,7,0
PL_1004281540301,Działdowo,15885,5531,41,0,2573,175,254,438,18,16,0,1972,0,44,0
PL_1004281540302,Działdowo,7443,1830,29,0,468,55,124,220,9,14,0,882,0,29,0
PL_1004281540303,Iłowo-Osada,5353,1578,25,0,424,54,113,205,12,3,0,725,0,17,0
PL_1004281540304,Lidzbark,10796,3153,40,0,935,96,263,298,13,9,0,1470,0,29,0
PL_1004281540305,Płośnica,4316,1106,15,0,244,26,105,117,4,3,0,574,0,18,0
PL_1004281540306,Rybno,5537,1743,10,0,417,45,154,174,12,5,0,910,0,16,0
PL_1004281540401,Elbląg,5803,1747,11,0,767,53,119,243,8,3,0,515,0,28,0
PL_1004281540402,Godkowo,2315,566,3,0,148,18,47,65,3,2,0,270,0,10,0
PL_1004281540403,Gronowo Elbląskie,3724,977,14,0,415,25,96,103,4,8,0,298,0,14,0
PL_1004281540404,Markusy,3093,767,4,0,241,16,52,108,6,5,0,327,0,8,0
PL_1004281540405,Milejewo,2627,835,8,0,306,33,50,124,4,4,0,294,0,12,0
PL_1004281540406,Młynary,3470,996,23,0,370,33,92,116,11,3,0,336,0,12,0
PL_1004281540407,Pasłęk,14499,4581,41,0,2203,121,265,484,28,12,0,1379,0,48,0
PL_1004281540408,Rychliki,2891,643,18,0,233,16,73,69,4,0,0,222,0,8,0
PL_1004281540409,Tolkmicko,4850,1474,13,0,608,55,119,174,9,4,0,473,0,19,0
PL_1004281550501,Ełk,43098,14056,92,0,5963,649,639,1705,44,36,0,4820,0,107,0
PL_1004281550502,Ełk,9421,2770,33,0,1052,90,179,512,9,14,0,859,0,22,0
PL_1004281550503,Kalinowo,5066,1165,22,0,260,34,76,184,8,3,0,565,0,13,0
PL_1004281550504,Prostki,5433,1170,17,0,336,22,76,194,3,4,0,506,0,12,0
PL_1004281550505,Stare Juchy,2907,753,3,0,302,20,54,113,2,5,0,251,0,3,0
PL_1004281550601,Giżycko,21425,7978,53,0,4091,338,484,679,33,13,0,2077,0,210,0
PL_1004281550604,Giżycko,7179,2706,21,0,1248,92,197,346,5,3,0,738,0,55,0
PL_1004281550605,Kruklanki,2434,750,6,0,383,27,40,91,1,0,0,187,0,15,0
PL_1004281550606,Miłki,3118,929,4,0,327,64,84,132,11,2,0,287,0,18,0
PL_1004281550608,Ryn,4495,1434,16,0,652,51,64,168,8,2,0,462,0,11,0
PL_1004281550610,Wydminy,4844,1431,10,0,450,42,114,240,13,4,0,535,0,23,0
PL_1004281540701,Iława,25790,10010,83,0,4835,407,669,787,51,11,0,3042,0,125,0
PL_1004281540702,Lubawa,7514,2638,11,0,1004,66,168,274,25,4,0,1056,0,30,0
PL_1004281540703,Iława,10022,2957,14,0,1082,135,238,395,9,14,0,1045,0,25,0
PL_1004281540704,Kisielice,4515,1133,12,0,251,25,186,140,8,5,0,494,0,12,0
PL_1004281540705,Lubawa,8134,2300,23,0,395,36,181,415,31,3,0,1189,0,27,0
PL_1004281540706,Susz,9187,2163,26,0,705,79,145,290,17,12,0,855,0,34,0
PL_1004281540707,Zalewo,5181,1302,19,0,542,36,87,122,3,1,0,481,0,11,0
PL_1004281560801,Kętrzyn,19993,6979,37,0,3401,278,433,678,33,10,0,2045,0,64,0
PL_1004281560802,Barciany,4575,974,16,0,310,42,85,138,5,4,0,367,0,7,0
PL_1004281560803,Kętrzyn,6065,1481,11,0,519,68,111,237,15,4,0,496,0,20,0
PL_1004281560804,Korsze,7471,1784,24,0,564,73,112,237,20,7,0,715,0,32,0
PL_1004281560805,Reszel,5745,1789,11,0,796,89,113,186,9,8,0,559,0,18,0
PL_1004281560806,Srokowo,2914,788,4,0,288,41,57,150,5,5,0,224,0,14,0
PL_1004281560901,Lidzbark Warmiński,11444,4408,32,0,2634,95,159,358,8,9,0,1087,0,26,0
PL_1004281560902,Kiwity,2530,705,11,0,269,6,35,118,2,0,0,257,0,7,0
PL_1004281560903,Lidzbark Warmiński,5169,1374,12,0,604,47,67,190,6,3,0,431,0,14,0
PL_1004281560904,Lubomino,2699,654,2,0,234,19,40,105,4,2,0,240,0,8,0
PL_1004281560905,Orneta,8719,2568,23,0,1163,84,123,233,18,2,0,909,0,13,0
PL_1004281561001,Mrągowo,15858,5941,59,0,2935,216,294,576,21,13,0,1769,0,58,0
PL_1004281561002,Mikołajki,6415,2193,16,0,1103,100,127,242,7,4,0,564,0,30,0
PL_1004281561003,Mrągowo,6367,2015,14,0,849,66,140,292,9,10,0,604,0,31,0
PL_1004281561004,Piecki,6036,1832,24,0,618,72,135,255,13,10,0,673,0,32,0
PL_1004281561005,Sorkwity,3560,1000,12,0,394,36,94,152,6,4,0,293,0,8,0
PL_1004281561101,Janowiec Kościelny,2433,681,13,0,129,14,33,118,2,1,0,360,0,11,0
PL_1004281561102,Janowo,2017,564,2,0,153,16,35,74,11,1,0,268,0,4,0
PL_1004281561103,Kozłowo,4413,1051,22,0,275,38,64,129,10,4,0,503,0,6,0
PL_1004281561104,Nidzica,15831,5107,42,0,2087,189,277,484,15,11,0,1948,0,53,0
PL_1004281541201,Nowe Miasto Lubawskie,7875,2877,14,0,1364,88,207,243,10,7,0,903,0,41,0
PL_1004281541202,Biskupiec,7099,1922,23,0,507,64,206,226,10,4,0,857,0,25,0
PL_1004281541203,Grodziczno,4714,1427,19,0,260,30,92,157,7,6,0,841,0,15,0
PL_1004281541204,Kurzętnik,6895,2133,16,0,535,63,158,299,17,3,0,1027,0,15,0
PL_1004281541205,Nowe Miasto Lubawskie,6263,1884,16,0,512,43,161,218,17,6,0,885,0,25,0
PL_1004281551303,Kowale Oleckie,3626,758,12,0,217,32,54,155,6,1,0,272,0,9,0
PL_1004281551304,Olecko,15964,4966,42,0,1915,140,280,890,17,8,0,1631,0,43,0
PL_1004281551305,Świętajno,2870,760,8,0,227,32,47,144,6,1,0,283,0,12,0
PL_1004281551306,Wieliczki,2477,667,6,0,138,16,34,208,1,2,0,255,0,7,0
PL_1004281561401,Barczewo,14154,4955,30,0,2317,294,282,546,30,9,0,1366,0,80,0
PL_1004281561402,Biskupiec,14052,4504,59,0,1876,217,435,434,33,8,0,1384,0,58,0
PL_1004281561403,Dobre Miasto,11922,3868,30,0,1637,123,192,462,11,12,0,1364,0,37,0
PL_1004281561404,Dywity,10330,4337,19,0,2270,237,259,482,18,8,0,993,0,51,0
PL_1004281561405,Gietrzwałd,5378,2239,15,0,1092,127,187,292,10,4,0,487,0,25,0
PL_1004281561406,Jeziorany,5765,1508,20,0,555,70,93,157,16,11,0,567,0,19,0
PL_1004281561407,Jonkowo,6026,2239,14,0,1114,161,148,259,12,3,0,502,0,26,0
PL_1004281561408,Kolno,2375,548,10,0,157,33,53,83,7,0,0,198,0,7,0
PL_1004281561409,Olsztynek,10395,3239,36,0,1493,145,186,346,21,15,0,956,0,41,0
PL_1004281561410,Purda,6984,2376,23,0,1131,168,173,272,8,7,0,567,0,27,0
PL_1004281561411,Stawiguda,9883,4483,21,0,2517,274,313,551,18,6,0,726,0,57,0
PL_1004281561412,Świątki,2972,739,7,0,264,27,40,95,7,4,0,286,0,9,0
PL_1004281541501,Ostróda,24066,9152,51,0,4939,382,413,778,37,19,0,2455,0,73,0
PL_1004281541502,Dąbrówno,3217,814,8,0,255,40,49,99,7,1,0,348,0,7,0
PL_1004281541503,Grunwald,4112,904,3,0,335,34,67,81,4,3,0,366,0,11,0
PL_1004281541504,Łukta,3554,1024,6,0,478,23,93,104,17,6,0,280,0,17,0
PL_1004281541505,Małdyty,4623,1192,13,0,520,21,65,142,3,3,0,417,0,8,0
PL_1004281541506,Miłakowo,4124,985,9,0,389,35,37,89,2,0,0,419,0,5,0
PL_1004281541507,Miłomłyn,3877,1090,12,0,519,38,72,115,1,1,0,315,0,17,0
PL_1004281541508,Morąg,18162,5685,47,0,2864,172,262,524,14,22,0,1738,0,42,0
PL_1004281541509,Ostróda,12281,3564,45,0,1407,136,269,506,20,11,0,1117,0,53,0
PL_1004281551601,Biała Piska,8467,2021,18,0,515,50,144,365,8,4,0,893,0,24,0
PL_1004281551602,Orzysz,6816,1967,18,0,657,61,178,233,11,5,0,790,0,14,0
PL_1004281551603,Pisz,20927,6400,56,0,2212,181,381,680,21,18,0,2771,0,80,0
PL_1004281551604,Ruciane-Nida,6415,2332,31,0,941,75,136,242,12,8,0,861,0,26,0
PL_1004281561701,Szczytno,17427,6451,49,0,2700,365,476,654,23,23,0,2079,0,82,0
PL_1004281561702,Dźwierzuty,5080,1302,14,0,406,40,145,166,9,9,0,501,0,11,0
PL_1004281561703,Jedwabno,3061,998,9,0,359,38,108,91,1,2,0,377,0,13,0
PL_1004281561704,Pasym,4308,1303,14,0,550,46,94,153,4,3,0,427,0,12,0
PL_1004281561705,Rozogi,4274,1117,16,0,187,14,108,166,8,2,0,602,0,14,0
PL_1004281561706,Szczytno,10327,3322,23,0,1189,105,356,442,16,15,0,1109,0,67,0
PL_1004281561707,Świętajno,4743,1596,22,0,545,54,149,170,3,3,0,636,0,13,0
PL_1004281561708,Wielbark,4866,1211,18,0,270,28,179,180,7,1,0,513,0,15,0
PL_1004281551801,Banie Mazurskie,2802,651,8,0,261,34,47,83,4,0,0,200,0,14,0
PL_1004281551802,Dubeninki,2161,576,10,0,157,27,51,112,2,1,0,212,0,4,0
PL_1004281551803,Gołdap,14728,4502,32,0,2133,147,281,570,24,15,0,1263,0,37,0
PL_1004281551901,Budry,2225,517,5,0,141,22,32,77,4,0,0,231,0,5,0
PL_1004281551902,Pozezdrze,2589,824,6,0,308,34,66,93,10,1,0,281,0,25,0
PL_1004281551903,Węgorzewo,12529,4173,27,0,2003,250,249,435,27,8,0,1106,0,68,0
PL_1002301600101,Chodzież,13895,5597,51,0,2750,490,413,577,34,14,13,1219,0,35,0
PL_1002301600102,Budzyń,6371,2097,38,0,732,124,238,331,15,5,9,578,0,26,0
PL_1002301600103,Chodzież,4721,1691,19,0,641,111,208,274,15,6,3,395,0,19,0
PL_1002301600104,Margonin,4969,1816,20,0,601,111,228,267,6,7,12,550,0,14,0
PL_1002301600105,Szamocin,5705,1726,14,0,572,71,196,223,13,7,7,612,0,11,0
PL_1002301600201,Czarnków,7916,3134,9,0,1524,188,261,391,6,5,6,715,0,29,0
PL_1002301600202,Czarnków,8721,2830,27,0,891,114,311,562,24,10,5,860,0,26,0
PL_1002301600203,Drawsko,4518,1378,7,0,384,63,164,210,6,4,3,529,0,8,0
PL_1002301600204,Krzyż Wielkopolski,6449,1957,23,0,698,104,195,259,16,8,7,636,0,11,0
PL_1002301600205,Lubasz,5806,2037,23,0,719,90,254,356,14,6,8,543,0,24,0
PL_1002301600206,Połajewo,4750,1456,18,0,369,49,167,285,9,5,10,534,0,10,0
PL_1002301600207,Trzcianka,17735,6336,46,0,2768,451,590,743,38,22,11,1628,0,38,0
PL_1002301600208,Wieleń,9306,2732,33,0,812,169,321,339,17,12,13,998,0,18,0
PL_1002301580301,Gniezno,49478,19714,140,0,7995,2251,1370,2313,96,63,40,5316,0,130,0
PL_1002301580302,Czerniejewo,6067,2189,52,0,638,183,172,339,18,9,10,750,0,18,0
PL_1002301580303,Gniezno,10373,3964,14,0,1390,369,373,700,17,7,9,1044,0,41,0
PL_1002301580304,Kiszkowo,4165,1482,13,0,424,88,162,294,14,4,7,473,0,3,0
PL_1002301580305,Kłecko,5591,2021,25,0,448,151,189,378,17,8,4,783,0,18,0
PL_1002301580306,Łubowo,5397,2114,20,0,715,141,231,326,12,16,7,620,0,26,0
PL_1002301580307,Mieleszyn,2938,863,9,0,202,39,59,172,5,0,3,365,0,9,0
PL_1002301580308,Niechanowo,4555,1529,15,0,312,152,125,293,5,6,2,609,0,10,0
PL_1002301580309,Trzemeszno,10610,3099,25,0,838,284,265,506,25,15,7,1100,0,34,0
PL_1002301580310,Witkowo,10055,3611,31,0,943,400,256,552,22,18,10,1352,0,27,0
PL_1002301590401,Borek Wielkopolski,5649,1651,14,0,338,95,191,281,15,7,10,674,0,26,0
PL_1002301590402,Gostyń,21161,7697,60,0,2332,676,653,1405,45,20,26,2423,0,57,0
PL_1002301590403,Krobia,9860,3139,26,0,646,172,228,611,27,10,7,1377,0,35,0
PL_1002301590404,Pępowo,4519,1628,22,0,314,63,124,301,11,12,6,754,0,21,0
PL_1002301590405,Piaski,6671,2201,27,0,514,118,211,463,13,5,8,835,0,7,0
PL_1002301590406,Pogorzela,3745,1041,6,0,203,55,126,210,9,1,2,421,0,8,0
PL_1002301590407,Poniec,5846,1569,23,0,349,99,116,316,14,12,7,613,0,20,0
PL_1002301590501,Granowo,3894,1323,16,0,282,35,187,275,7,2,8,488,0,23,0
PL_1002301590502,Grodzisk Wielkopolski,15059,5298,36,0,1984,336,478,755,42,17,18,1559,0,73,0
PL_1002301590503,Kamieniec,4983,1421,22,0,350,66,195,214,12,7,13,527,0,15,0
PL_1002301590504,Rakoniewice,9960,2807,30,0,852,114,303,424,13,5,13,1017,0,36,0
PL_1002301590505,Wielichowo,5197,1456,12,0,324,54,225,195,7,3,5,616,0,15,0
PL_1002301570601,Jaraczewo,6043,1964,17,0,328,67,215,287,18,8,4,1006,0,14,0
PL_1002301570602,Jarocin,34795,11998,79,0,4172,786,1089,1478,68,23,22,4200,0,81,0
PL_1002301570603,Kotlin,5350,1682,17,0,363,67,168,264,17,6,6,759,0,15,0
PL_1002301570604,Żerków,7899,2531,15,0,438,100,250,356,16,5,4,1328,0,19,0
PL_1002301570701,Blizanów,7810,2562,24,0,626,98,304,444,14,5,9,1028,0,10,0
PL_1002301570703,Ceków-Kolonia,3727,1113,9,0,254,47,145,156,4,0,1,489,0,8,0
PL_1002301570704,Godziesze Wielkie,7742,2639,15,0,589,94,239,420,21,1,6,1241,0,13,0
PL_1002301570705,Koźminek,6112,1869,10,0,324,71,149,325,8,5,5,958,0,14,0
PL_1002301570706,Lisków,4141,1238,16,0,219,51,124,182,14,4,3,610,0,15,0
PL_1002301570707,Mycielin,3748,1132,15,0,148,67,97,171,21,2,4,603,0,4,0
PL_1002301570708,Opatówek,8369,3254,8,0,796,177,247,579,17,4,5,1399,0,22,0
PL_1002301570709,Stawiszyn,5508,1800,13,0,372,69,202,203,12,2,5,910,0,12,0
PL_1002301570710,Szczytniki,6063,2243,15,0,225,68,205,320,12,1,4,1379,0,14,0
PL_1002301570711,Żelazków,7446,2692,18,0,554,99,230,524,9,5,6,1235,0,12,0
PL_1002301570801,Baranów,6272,2183,11,0,652,114,163,381,12,7,5,817,0,21,0
PL_1002301570802,Bralin,4652,1835,20,0,573,92,136,342,3,3,3,652,0,11,0
PL_1002301570803,Kępno,18367,7176,55,0,2737,452,576,882,42,11,6,2381,0,34,0
PL_1002301570804,Łęka Opatowska,4056,1307,11,0,281,29,157,208,4,4,1,606,0,6,0
PL_1002301570805,Perzów,2931,899,5,0,262,46,54,156,5,3,0,365,0,3,0
PL_1002301570806,Rychtal,2900,979,7,0,230,30,96,156,6,3,8,437,0,6,0
PL_1002301570807,Trzcinica,3884,1318,14,0,310,26,92,201,6,10,4,648,0,7,0
PL_1002301580901,Koło,15712,6009,63,0,1915,497,475,801,36,2,9,2176,0,34,0
PL_1002301580902,Babiak,6046,1811,21,0,258,67,115,382,4,5,3,946,0,10,0
PL_1002301580903,Chodów,2443,719,11,0,78,21,45,170,5,4,1,375,0,9,0
PL_1002301580904,Dąbie,4848,1798,21,0,200,49,163,282,11,4,2,1058,0,8,0
PL_1002301580905,Grzegorzew,4387,1461,12,0,206,69,135,298,7,0,4,724,0,6,0
PL_1002301580906,Kłodawa,9681,3227,26,0,670,145,170,803,11,4,1,1382,0,15,0
PL_1002301580907,Koło,6144,2124,15,0,463,100,162,399,12,1,2,962,0,8,0
PL_1002301580908,Kościelec,5358,1789,15,0,327,67,137,326,11,4,5,890,0,7,0
PL_1002301580909,Olszówka,3472,976,8,0,85,33,73,201,8,1,0,559,0,8,0
PL_1002301580910,Osiek Mały,4887,1577,12,0,188,52,160,315,5,2,1,833,0,9,0
PL_1002301580911,Przedecz,3202,1068,5,0,147,41,61,339,7,1,2,460,0,5,0
PL_1002301581001,Golina,9654,3291,35,0,798,183,290,502,27,9,7,1416,0,24,0
PL_1002301581002,Grodziec,3957,1191,12,0,178,36,147,184,13,3,4,602,0,12,0
PL_1002301581003,Kazimierz Biskupi,9120,3233,19,0,890,188,265,462,13,5,4,1360,0,27,0
PL_1002301581004,Kleczew,7863,2430,24,0,418,114,183,376,20,6,8,1261,0,20,0
PL_1002301581005,Kramsk,9061,2874,12,0,520,157,183,507,17,6,3,1441,0,28,0
PL_1002301581006,Krzymów,6392,2097,20,0,401,92,126,361,29,6,7,1046,0,9,0
PL_1002301581007,Rychwał,6463,2035,12,0,315,89,134,310,14,5,8,1133,0,15,0
PL_1002301581008,Rzgów,5705,1821,16,0,308,102,262,321,13,2,1,790,0,6,0
PL_1002301581009,Skulsk,4760,1243,14,0,230,54,85,238,11,2,2,596,0,11,0
PL_1002301581010,Sompolno,8145,2551,13,0,450,116,130,368,16,4,5,1430,0,19,0
PL_1002301581011,Stare Miasto,9762,3618,29,0,1081,219,314,564,16,4,6,1347,0,38,0
PL_1002301581012,Ślesin,11219,3638,25,0,915,151,236,598,29,3,5,1650,0,26,0
PL_1002301581013,Wierzbinek,5461,1554,17,0,147,41,79,228,13,7,3,1011,0,8,0
PL_1002301581014,Wilczyn,4690,1403,17,0,188,64,131,227,12,8,4,740,0,12,0
PL_1002301591101,Kościan,17834,7239,40,0,3355,539,576,748,44,15,20,1843,0,58,0
PL_1002301591102,Czempiń,8890,2996,22,0,1027,207,343,459,19,8,13,863,0,35,0
PL_1002301591103,Kościan,12410,4089,40,0,1319,259,448,760,23,13,5,1178,0,44,0
PL_1002301591104,Krzywiń,7596,2430,27,0,431,99,225,558,11,9,4,1047,0,19,0
PL_1002301591105,Śmigiel,13219,4075,35,0,1153,217,383,608,40,15,11,1577,0,36,0
PL_1002301571201,Sulmierzyce,2147,677,16,0,102,24,131,81,8,0,2,303,0,10,0
PL_1002301571202,Kobylin,6095,1713,24,0,352,93,138,243,12,1,8,825,0,17,0
PL_1002301571203,Koźmin Wielkopolski,10024,3035,24,0,802,129,312,433,21,12,8,1270,0,24,0
PL_1002301571204,Krotoszyn,30097,10352,72,0,3310,701,888,1442,50,13,31,3754,0,91,0
PL_1002301571205,Rozdrażew,3864,1333,16,0,162,44,142,258,16,6,6,670,0,13,0
PL_1002301571206,Zduny,5736,1802,29,0,475,148,133,314,8,6,6,664,0,19,0
PL_1002301591301,Krzemieniewo,6408,1958,17,0,464,133,183,420,16,0,9,706,0,10,0
PL_1002301591302,Lipno,7057,2564,13,0,878,233,191,552,15,10,2,654,0,16,0
PL_1002301591303,Osieczna,7333,2464,29,0,716,176,218,449,8,5,6,846,0,11,0
PL_1002301591304,Rydzyna,7874,2830,25,0,995,189,224,481,20,8,5,865,0,18,0
