gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Solidarna Polska Zbigniewa Ziobro,2 - Komitet Wyborczy Wyborców Ruch Narodowy,3 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej-Unia Pracy,4 - Komitet Wyborczy Prawo i Sprawiedliwość,5 - Koalicyjny Komitet Wyborczy Europa Plus Twój Ruch,6 - Komitet Wyborczy Polska Razem Jarosława Gowina,7 - Komitet Wyborczy Nowa Prawica – Janusza Korwin-Mikke,8 - Komitet Wyborczy Platforma Obywatelska RP,9 - Komitet Wyborczy Polskie Stronnictwo Ludowe,10 - Komitet Wyborczy Demokracja Bezpośrednia,11 - Komitet Wyborczy Samoobrona,12 - Komitet Wyborczy Partia Zieloni
PL_326530205,Oksa,3854,635,35,0,32,11,45,169,18,7,38,43,233,4,0,0
PL_326530206,Sędziszów,10640,1960,90,0,140,19,205,611,69,80,105,246,385,10,0,0
PL_326530207,Słupia,3558,507,46,0,40,2,43,128,13,14,36,22,160,3,0,0
PL_326530208,Sobków,6867,1146,53,0,89,28,97,399,18,33,77,157,193,2,0,0
PL_326530209,Wodzisław,6142,948,36,0,40,17,60,282,21,29,54,100,303,6,0,0
PL_326530301,Bejsce,3484,508,11,0,43,8,55,125,11,11,25,41,178,0,0,0
PL_326530302,Czarnocin,3372,610,20,0,42,7,49,110,8,18,13,25,318,0,0,0
PL_326530303,Kazimierza Wielka,13839,2276,107,0,340,20,180,570,41,60,116,317,521,4,0,0
PL_326530304,Opatowiec,3062,617,26,0,31,5,51,87,7,10,14,37,347,2,0,0
PL_326530305,Skalbmierz,5507,826,26,0,203,11,23,195,13,17,40,55,238,5,0,0
PL_326520401,Bieliny,7918,1251,41,0,124,22,54,573,24,33,88,123,163,6,0,0
PL_326520402,Bodzentyn,9421,1551,66,0,122,17,97,535,35,34,76,266,294,9,0,0
PL_326520403,Chęciny,12332,2530,105,0,239,62,228,776,60,97,168,450,333,12,0,0
PL_326520404,Chmielnik,9336,1951,97,0,148,29,134,688,29,45,121,215,443,2,0,0
PL_326520405,Daleszyce,12275,2480,109,0,189,27,126,916,27,60,164,395,452,15,0,0
PL_326520406,Górno,10688,2389,103,0,185,43,156,924,45,66,159,445,252,11,0,0
PL_326520407,Łagów,5621,912,29,0,64,18,45,316,7,22,41,78,287,5,0,0
PL_326520408,Łopuszno,7291,1631,56,0,132,28,87,526,16,45,128,277,333,3,0,0
PL_326520409,Masłów,8289,1884,55,0,137,38,152,507,71,75,139,467,239,4,0,0
PL_326520410,Miedziana Góra,8745,2018,72,0,193,35,145,568,48,70,146,420,305,16,0,0
PL_326520411,Mniów,7400,1414,67,0,291,26,82,453,15,23,72,125,257,3,0,0
PL_326520412,Morawica,12018,2845,108,0,388,47,167,772,69,87,193,739,270,5,0,0
PL_326520413,Nowa Słupia,8164,1076,45,0,73,23,120,341,27,33,88,201,124,1,0,0
PL_326520414,Piekoszów,12726,2030,103,0,233,29,168,716,52,57,158,327,183,4,0,0
PL_326520415,Pierzchnica,3931,728,33,0,63,7,37,235,13,23,37,95,183,2,0,0
PL_326520416,Raków,4848,967,47,0,96,6,75,275,7,18,46,63,334,0,0,0
PL_326520417,Sitkówka-Nowiny,5679,1362,53,0,119,17,93,365,28,43,95,408,135,6,0,0
PL_326520418,Strawczyn,8101,1860,61,0,185,23,75,612,24,42,107,225,501,5,0,0
PL_326520419,Zagnańsk,10614,2669,102,0,275,34,198,928,73,68,205,630,143,13,0,0
PL_326520501,Fałków,3941,503,32,0,30,7,41,216,6,12,19,55,85,0,0,0
PL_326520502,Gowarczów,3849,631,35,0,45,9,99,237,14,16,26,51,98,1,0,0
PL_326520503,Końskie,30493,6853,255,0,736,83,1178,2106,142,190,365,1422,360,16,0,0
PL_326520504,Radoszyce,7407,1298,55,0,122,15,104,572,11,36,61,79,240,3,0,0
PL_326520505,Ruda Maleniecka,2705,738,40,0,51,7,49,225,20,14,28,73,228,3,0,0
PL_326520506,Słupia (Konecka),2814,487,18,0,74,3,26,176,12,12,30,44,89,3,0,0
PL_326520507,Smyków,2997,579,20,0,43,6,38,259,7,20,39,64,83,0,0,0
PL_326520508,Stąporków,15061,2525,130,0,538,41,365,576,44,60,137,456,172,6,0,0
PL_326530601,Baćkowice,4149,851,39,0,61,9,39,300,12,13,49,50,276,3,0,0
PL_326530602,Iwaniska,5637,1323,92,0,95,20,50,478,19,55,57,56,400,1,0,0
PL_326530603,Lipnik,4641,779,38,0,53,10,66,200,10,20,36,49,295,2,0,0
PL_326530604,Opatów,10150,2648,165,0,124,14,226,747,52,78,135,304,785,18,0,0
PL_326530605,Ożarów,9090,2261,154,0,82,19,204,375,49,55,86,231,997,9,0,0
PL_326530606,Sadowie,3444,835,69,0,42,8,45,174,7,21,58,70,338,3,0,0
PL_326530607,Tarłów,4605,986,58,0,34,21,62,214,16,21,38,68,452,2,0,0
PL_326530608,Wojciechowice,3453,929,61,0,45,4,65,133,10,12,39,50,508,2,0,0
PL_326520701,Ostrowiec Świętokrzyski,59718,11490,337,0,637,199,1791,3446,484,406,755,2902,472,61,0,0
PL_326520702,Bałtów,3085,654,72,0,26,11,65,148,11,4,22,168,126,1,0,0
PL_326520703,Bodzechów,11144,1934,91,0,126,28,238,605,52,78,133,367,214,2,0,0
PL_326520704,Ćmielów,6327,1012,52,0,43,11,136,237,25,38,57,174,236,3,0,0
PL_326520705,Kunów,8221,1120,58,0,63,32,134,368,21,43,70,227,97,7,0,0
PL_326520706,Waśniów,5703,829,55,0,49,17,37,307,15,18,18,38,274,1,0,0
PL_326530801,Działoszyce,4431,649,26,0,49,4,41,121,13,12,34,70,276,3,0,0
PL_326530802,Kije,3745,648,33,0,45,3,52,185,22,13,40,71,182,2,0,0
PL_326530803,Michałów,3885,615,40,0,22,6,51,163,9,20,28,57,217,2,0,0
PL_326530804,Pińczów,18589,3549,122,0,246,69,404,790,137,97,281,718,674,11,0,0
PL_326530805,Złota,3900,630,23,0,21,1,93,88,11,14,32,48,292,7,0,0
PL_326530901,Sandomierz,20681,4802,139,0,235,95,915,1289,124,172,314,1235,268,16,0,0
PL_326530902,Dwikozy,7436,1123,38,0,49,15,103,305,32,22,97,115,343,4,0,0
PL_326530903,Klimontów,6883,994,43,0,73,16,109,358,12,17,44,116,203,3,0,0
PL_326530904,Koprzywnica,5690,1239,64,0,79,13,99,541,9,35,85,114,197,3,0,0
PL_326530905,Łoniów,6140,1046,41,0,83,31,76,418,6,29,63,48,248,3,0,0
PL_326530906,Obrazów,5487,797,37,0,41,14,74,225,15,29,39,81,240,2,0,0
PL_326530907,Samborzec,7221,1374,33,0,91,33,66,467,17,28,90,108,437,4,0,0
PL_326530908,Wilczyce,3165,455,11,0,25,4,42,93,7,6,23,39,203,2,0,0
PL_326530909,Zawichost,3761,648,29,0,28,9,72,180,7,13,26,85,198,1,0,0
PL_326521001,Skarżysko-Kamienna,40295,9207,281,0,452,131,961,2914,264,309,596,2998,241,60,0,0
PL_326521002,Bliżyn,7055,1223,47,0,75,18,99,479,28,31,65,311,65,5,0,0
PL_326521003,Łączna,4256,729,29,0,87,6,40,277,6,13,56,80,134,1,0,0
PL_326521004,Skarżysko Kościelne,5163,973,32,0,71,25,82,364,21,35,71,121,147,4,0,0
PL_326521005,Suchedniów,8934,1941,67,0,119,20,135,658,34,65,133,595,110,5,0,0
PL_326521101,Starachowice,43297,8700,220,0,467,150,1226,2519,242,327,620,2609,280,40,0,0
PL_326521102,Brody,8949,1368,43,0,117,18,87,562,24,52,122,210,130,3,0,0
PL_326521103,Mirzec,6915,1300,42,0,127,45,115,490,27,51,93,136,171,3,0,0
PL_326521104,Pawłów,12161,1826,69,0,186,33,94,822,30,48,138,140,257,9,0,0
PL_326521105,Wąchock,5852,1167,48,0,39,14,101,522,24,26,68,243,77,5,0,0
PL_326531201,Bogoria,6383,969,47,0,52,15,66,343,11,18,58,115,241,3,0,0
PL_326531202,Łubnice,3525,475,20,0,38,3,17,145,8,23,50,23,148,0,0,0
PL_326531203,Oleśnica,3303,757,34,0,45,5,20,171,5,27,24,42,383,1,0,0
PL_326531204,Osiek,6341,1097,34,0,95,6,44,502,14,24,73,60,243,2,0,0
PL_326531205,Połaniec,9828,1924,87,0,134,18,147,661,20,67,224,302,260,4,0,0
PL_326531206,Rytwiany,5202,706,30,0,58,6,55,244,6,16,78,82,126,5,0,0
PL_326531207,Staszów,21841,4175,143,0,277,54,467,1254,46,128,267,817,710,12,0,0
PL_326531208,Szydłów,4008,836,45,0,43,11,71,202,14,16,31,45,355,3,0,0
PL_326531301,Kluczewsko,4278,726,31,0,56,4,29,268,5,27,42,45,216,3,0,0
PL_326531302,Krasocin,8683,1570,72,0,97,39,79,702,33,42,154,184,166,2,0,0
PL_326531303,Moskorzew,2362,473,21,0,39,5,57,133,11,14,14,33,145,1,0,0
PL_326531304,Radków,2156,323,15,0,20,5,34,53,6,9,25,41,114,1,0,0
PL_326531305,Secemin,4146,594,33,0,36,8,56,184,9,26,50,51,139,2,0,0
PL_326531306,Włoszczowa,16601,3430,114,0,219,50,285,1385,64,89,281,502,425,16,0,0
PL_326526101,Kielce,163125,49938,1217,0,3040,718,5632,13626,1855,1525,3331,16328,2474,192,0,0
PL_628560101,Bartoszyce,20312,3903,140,0,104,60,564,985,180,66,241,1344,180,17,22,0
PL_628560102,Górowo Iławeckie,3530,494,17,0,9,5,66,113,12,5,20,193,51,1,2,0
PL_628560103,Bartoszyce,8807,1040,51,0,34,19,116,250,55,10,80,236,170,5,14,0
PL_628560104,Bisztynek,5431,526,26,0,12,1,74,127,26,15,54,138,41,4,8,0
PL_628560105,Górowo Iławeckie,6915,657,61,0,19,7,72,107,55,24,34,203,71,1,3,0
PL_628560106,Sępopol,5362,542,26,0,23,9,91,113,18,10,30,148,59,6,9,0
PL_628540201,Braniewo,13934,2858,119,0,49,25,357,686,368,54,182,847,147,13,11,0
PL_628540202,Braniewo,4968,650,38,0,23,4,68,128,115,13,41,118,88,2,12,0
PL_628540203,Frombork,3269,568,33,0,18,8,75,114,44,25,37,166,41,3,4,0
PL_628540204,Lelkowo,2534,315,7,0,14,6,46,53,37,6,14,79,47,2,4,0
PL_628540205,Pieniężno,5575,696,40,0,30,7,73,214,20,13,35,202,52,4,6,0
PL_628540206,Płoskinia,2075,262,9,0,7,9,27,61,31,3,19,61,31,0,4,0
PL_628540207,Wilczęta,2466,268,13,0,9,4,44,49,15,31,8,61,27,0,7,0
PL_628540301,Działdowo,17514,3118,117,0,81,35,365,852,103,54,169,1130,196,9,7,0
PL_628540302,Działdowo,7493,795,34,0,50,7,78,268,25,21,32,160,110,6,4,0
PL_628540303,Iłowo-Osada,5686,704,61,0,19,11,69,280,14,14,23,84,120,5,4,0
PL_628540304,Lidzbark,11692,1621,62,0,75,37,153,568,42,44,79,323,218,8,12,0
PL_628540305,Płośnica,4695,460,29,0,15,6,37,136,17,6,25,88,98,1,2,0
PL_628540306,Rybno,5678,901,46,0,45,13,58,364,28,15,54,154,106,8,10,0
PL_628540401,Elbląg,5701,674,24,0,14,11,75,155,26,9,44,255,56,2,3,0
PL_628540402,Godkowo,2667,258,17,0,11,5,27,82,10,6,16,45,30,0,9,0
PL_628540403,Gronowo Elbląskie,4015,454,31,0,13,1,35,98,18,14,44,168,27,0,5,0
PL_628540404,Markusy,3177,271,17,0,18,6,18,66,5,8,13,60,50,3,7,0
PL_628540405,Milejewo,2638,327,10,0,19,5,25,92,33,7,28,81,24,2,1,0
PL_628540406,Młynary,3647,470,25,0,14,16,39,140,27,19,28,95,62,4,1,0
PL_628540407,Pasłęk,15751,2365,62,0,63,22,244,639,104,58,194,804,158,9,8,0
PL_628540408,Rychliki,3195,356,8,0,7,1,33,62,22,4,27,114,73,2,3,0
PL_628540409,Tolkmicko,5316,687,36,0,29,12,61,156,41,12,41,226,62,4,7,0
PL_628550501,Ełk,46091,8475,243,0,188,154,849,2887,258,172,823,2594,271,26,10,0
PL_628550502,Ełk,8545,1104,42,0,25,25,113,310,38,26,67,315,133,6,4,0
PL_628550503,Kalinowo,5461,540,41,0,37,16,40,112,12,9,34,142,87,4,6,0
PL_628550504,Prostki,5920,632,27,0,13,9,132,157,14,10,36,140,86,5,3,0
PL_628550505,Stare Juchy,3136,339,14,0,4,5,21,78,16,11,8,113,65,1,3,0
PL_628550601,Giżycko,24298,5055,141,0,122,56,576,1172,252,94,444,1892,270,24,12,0
PL_628550604,Giżycko,6596,908,36,0,28,12,71,197,48,20,84,305,99,1,7,0
PL_628550605,Kruklanki,2524,275,8,0,14,2,43,45,16,1,11,96,37,0,2,0
PL_628550606,Miłki,3108,308,16,0,15,1,33,64,16,3,32,79,46,1,2,0
PL_628550608,Ryn,4861,569,42,0,19,10,71,107,19,9,49,170,68,0,5,0
PL_628550610,Wydminy,5300,763,46,0,36,15,62,221,27,13,54,163,117,3,6,0
PL_628540701,Iława,27700,5715,239,0,206,102,708,1353,343,109,342,2053,226,17,17,0
PL_628540702,Lubawa,7575,1401,80,0,33,17,145,473,34,22,85,424,73,4,11,0
PL_628540703,Iława,9692,1206,60,0,34,15,107,286,46,16,90,376,156,8,12,0
PL_628540704,Kisielice,4916,542,45,0,12,3,52,141,31,9,21,138,76,3,11,0
PL_628540705,Lubawa,8166,1269,80,0,35,30,69,519,29,22,80,183,205,5,12,0
PL_628540706,Susz,10093,1113,55,0,53,11,112,304,46,24,64,335,96,1,12,0
PL_628540707,Zalewo,5667,562,27,0,33,6,69,136,18,3,59,173,32,2,4,0
PL_628560801,Kętrzyn,23019,3999,140,0,100,57,586,1097,157,61,226,1370,183,9,13,0
PL_628560802,Barciany,5361,463,23,0,11,8,73,101,17,4,18,145,53,2,8,0
PL_628560803,Kętrzyn,6631,751,30,0,26,13,112,166,34,12,44,200,100,4,10,0
PL_628560804,Korsze,8711,1060,48,0,40,27,100,314,84,8,66,239,112,8,14,0
PL_628560805,Reszel,6697,943,37,0,17,8,164,259,34,17,66,249,81,7,4,0
PL_628560806,Srokowo,3339,444,18,0,18,7,67,79,11,11,28,143,51,0,11,0
PL_628560901,Lidzbark Warmiński,13111,2724,102,0,64,23,295,625,101,60,228,1100,111,9,6,0
PL_628560902,Kiwity,2822,298,20,0,8,2,30,82,15,6,14,59,60,0,2,0
PL_628560903,Lidzbark Warmiński,5445,632,31,0,18,7,60,171,25,12,70,145,83,3,7,0
PL_628560904,Lubomino,2923,301,8,0,16,9,26,97,7,6,26,67,36,1,2,0
PL_628560905,Orneta,10012,1297,62,0,32,38,199,376,41,26,109,344,60,4,6,0
PL_628561001,Mrągowo,17742,3506,88,0,60,42,405,979,98,71,313,1185,244,11,10,0
PL_628561002,Mikołajki,6832,1005,43,0,38,9,83,204,36,15,73,355,146,1,2,0
PL_628561003,Mrągowo,6253,731,19,0,12,12,71,165,26,15,50,213,138,3,7,0
PL_628561004,Piecki,6313,876,43,0,18,9,63,266,32,15,80,210,130,7,3,0
PL_628561005,Sorkwity,3728,450,27,0,12,2,35,83,12,5,36,126,108,4,0,0
PL_628561101,Janowiec Kościelny,2651,356,11,0,14,15,39,126,3,6,8,43,86,1,4,0
PL_628561102,Janowo,2164,313,9,0,13,0,42,99,11,8,27,70,32,0,2,0
PL_628561103,Kozłowo,4794,408,28,0,19,4,43,141,26,12,18,67,41,3,6,0
PL_628561104,Nidzica,17200,2632,81,0,70,29,437,856,83,45,168,682,161,13,7,0
PL_628541201,Nowe Miasto Lubawskie,8717,1694,86,0,96,26,155,453,48,42,79,554,141,9,5,0
PL_628541202,Biskupiec,7597,1063,58,0,54,7,83,230,41,20,56,168,323,6,17,0
PL_628541203,Grodziczno,4929,812,39,0,37,9,36,377,16,16,39,107,119,3,14,0
PL_628541204,Kurzętnik,6990,981,61,0,58,9,57,335,16,19,50,168,190,3,15,0
PL_628541205,Nowe Miasto Lubawskie,6307,965,62,0,55,9,68,322,33,14,49,199,124,10,20,0
PL_628551303,Kowale Oleckie,4217,367,16,0,19,7,31,102,16,16,16,79,62,2,1,0
PL_628551304,Olecko,17354,2832,87,0,48,25,272,839,139,234,190,791,190,11,6,0
PL_628551305,Świętajno,3270,340,9,0,9,12,20,94,9,12,13,94,67,0,1,0
PL_628551306,Wieliczki,2699,344,12,0,4,10,18,112,11,20,21,65,66,0,5,0
PL_628561401,Barczewo,14116,2567,118,0,75,40,318,601,149,42,183,853,169,14,5,0
PL_628561402,Biskupiec,15441,2455,105,0,51,29,340,528,76,43,144,645,473,16,5,0
PL_628561403,Dobre Miasto,12928,2095,78,0,33,24,200,595,107,31,257,603,139,21,7,0
PL_628561404,Dywity,8476,1995,55,0,42,37,228,428,75,87,167,694,167,6,9,0
PL_628561405,Gietrzwałd,4843,1026,43,0,34,31,106,218,40,29,76,372,69,4,4,0
PL_628561406,Jeziorany,6523,812,40,0,43,10,140,200,61,13,38,170,90,2,5,0
PL_628561407,Jonkowo,5381,969,23,0,18,15,84,199,35,32,68,356,135,2,2,0
PL_628561408,Kolno,2765,294,22,0,3,6,41,70,14,7,7,78,42,0,4,0
PL_628561409,Olsztynek,10849,1774,61,0,54,45,240,410,63,26,137,620,99,11,8,0
PL_628561410,Purda,6615,1076,43,0,22,18,164,239,41,25,96,329,86,2,11,0
PL_628561411,Stawiguda,5982,1439,44,0,27,23,158,297,51,43,100,584,102,3,7,0
PL_628561412,Świątki,3313,337,21,0,20,4,34,75,22,5,29,80,41,2,4,0
PL_628541501,Ostróda,27158,5511,233,0,118,46,730,1594,225,89,303,1969,167,25,12,0
PL_628541502,Dąbrówno,3421,412,25,0,11,7,49,155,16,14,17,68,46,3,1,0
PL_628541503,Grunwald,4380,384,15,0,15,8,55,88,18,6,23,115,32,8,1,0
PL_628541504,Łukta,3556,355,18,0,14,3,22,76,15,9,19,123,50,4,2,0
PL_628541505,Małdyty,5102,475,10,0,14,5,66,99,14,12,35,175,39,5,1,0
PL_628541506,Miłakowo,4550,456,29,0,7,1,78,161,13,8,30,89,37,1,2,0
PL_628541507,Miłomłyn,4085,532,32,0,15,4,66,127,20,8,32,180,43,2,3,0
PL_628541508,Morąg,19726,2786,107,0,63,44,339,648,110,81,211,1040,125,9,9,0
PL_628541509,Ostróda,12254,1660,91,0,40,29,163,500,67,37,111,463,149,5,5,0
PL_628551601,Biała Piska,9517,1263,62,0,49,21,105,354,42,27,68,267,262,5,1,0
PL_628551602,Orzysz,7552,1278,59,0,22,18,115,262,57,6,85,278,368,3,5,0
PL_628551603,Pisz,22037,3856,110,0,93,120,258,1272,123,66,192,827,780,9,6,0
PL_628551604,Ruciane-Nida,7040,1407,60,0,43,39,62,399,27,27,76,498,172,1,3,0
PL_628561701,Szczytno,20058,4036,135,0,93,65,564,1119,159,59,278,1117,412,22,13,0
PL_628561702,Dźwierzuty,5430,888,66,0,10,8,72,177,16,10,35,97,395,0,2,0
PL_628561703,Jedwabno,2989,444,26,0,15,7,33,123,10,9,15,103,98,3,2,0
PL_628561704,Pasym,4274,630,36,0,11,4,55,139,24,8,39,158,154,2,0,0
PL_628561705,Rozogi,4580,714,49,0,19,15,36,241,20,17,38,82,191,5,1,0
PL_628561706,Szczytno,9383,1331,58,0,58,23,140,319,43,22,87,300,273,4,4,0
PL_628561707,Świętajno,4943,844,41,0,24,9,51,243,22,24,39,179,212,0,0,0
PL_628561708,Wielbark,5134,558,30,0,31,7,33,126,16,8,26,115,163,0,3,0
PL_628551801,Banie Mazurskie,3302,314,20,0,18,2,60,53,10,5,16,83,45,1,1,0
PL_628551802,Dubeninki,2551,244,7,0,15,1,31,64,6,15,18,51,31,1,4,0
PL_628551803,Gołdap,16222,2256,64,0,48,13,362,561,82,68,146,727,170,11,4,0
PL_628551901,Budry,2474,242,16,0,24,4,29,53,6,7,10,54,33,4,2,0
PL_628551902,Pozezdrze,2783,346,16,0,57,2,41,85,11,8,16,76,33,1,0,0
PL_628551903,Węgorzewo,14210,2145,95,0,79,25,338,421,62,42,135,776,157,5,10,0
PL_628546101,Elbląg,97070,20453,596,0,764,210,2183,5776,781,456,1423,7663,498,69,34,0
PL_628566201,Olsztyn,134724,37883,990,0,827,477,4879,9379,1495,879,2858,13856,1984,161,98,0
PL_430600101,Chodzież,15767,3807,186,0,131,33,634,695,242,92,218,1435,141,0,0,0
PL_430600102,Budzyń,6618,1116,59,0,25,19,139,211,56,22,74,327,184,0,0,0
PL_430600103,Chodzież,4541,863,49,0,33,11,94,146,50,21,56,323,80,0,0,0
PL_430600104,Margonin,4906,1099,55,0,21,19,127,246,53,25,55,285,213,0,0,0
PL_430600105,Szamocin,5849,996,76,0,28,6,95,205,95,35,60,282,114,0,0,0
PL_430600201,Czarnków,9065,2097,97,0,65,17,224,462,123,62,135,820,92,0,0,0
PL_430600202,Czarnków,8718,1383,77,0,47,5,148,290,94,37,100,393,192,0,0,0
PL_430600203,Drawsko,4763,731,30,0,24,8,111,210,29,16,39,201,63,0,0,0
PL_430600204,Krzyż Wielkopolski,7034,1088,43,0,28,18,147,293,49,23,81,354,52,0,0,0
PL_430600205,Lubasz,5742,999,38,0,32,11,125,219,56,22,50,266,180,0,0,0
PL_430600206,Połajewo,4849,775,52,0,30,11,63,187,22,19,51,198,142,0,0,0
PL_430600207,Trzcianka,19073,3332,136,0,67,32,311,883,200,57,271,1158,217,0,0,0
PL_430600208,Wieleń,10014,1565,103,0,79,14,175,498,69,40,78,374,135,0,0,0
PL_430580301,Gniezno,55805,13847,577,0,514,215,3261,3473,521,313,860,3883,230,0,0,0
PL_430580302,Czerniejewo,6227,1300,90,0,36,27,292,295,80,52,67,260,101,0,0,0
PL_430580303,Gniezno,8061,1619,52,0,59,22,311,387,55,59,120,368,186,0,0,0
PL_430580304,Kiszkowo,4255,827,49,0,19,14,184,177,19,14,45,157,149,0,0,0
PL_430580305,Kłecko,5989,1106,73,0,33,12,259,324,38,18,52,162,135,0,0,0
PL_430580306,Łubowo,4666,888,56,0,15,14,129,261,37,19,42,229,86,0,0,0
PL_430580307,Mieleszyn,3087,489,16,0,12,4,92,119,8,12,18,108,100,0,0,0
PL_430580308,Niechanowo,4370,908,56,0,12,3,429,188,11,12,42,85,70,0,0,0
PL_430580309,Trzemeszno,11265,1701,80,0,75,23,290,449,64,48,119,376,177,0,0,0
PL_430580310,Witkowo,10864,2151,114,0,122,29,541,550,81,34,119,422,139,0,0,0
PL_430590401,Borek Wielkopolski,6074,879,44,0,23,10,86,189,35,15,53,141,283,0,0,0
PL_430590402,Gostyń,22520,4213,152,0,133,76,571,1081,252,122,396,1078,352,0,0,0
PL_430590403,Krobia,10342,1576,55,0,88,13,185,482,42,31,115,263,302,0,0,0
PL_430590404,Pępowo,4739,895,48,0,37,8,103,309,15,14,26,111,224,0,0,0
PL_430590405,Piaski,6869,1084,69,0,59,16,130,284,48,24,72,200,182,0,0,0
PL_430590406,Pogorzela,4077,649,34,0,20,10,77,120,12,9,34,74,259,0,0,0
PL_430590407,Poniec,6371,832,52,0,31,10,80,203,19,19,53,158,207,0,0,0
PL_430590501,Granowo,3891,731,45,0,41,7,68,227,20,17,43,158,105,0,0,0
PL_430590502,Grodzisk Wielkopolski,15200,2856,207,0,101,50,288,597,135,67,164,961,286,0,0,0
PL_430590503,Kamieniec,5148,781,57,0,16,13,95,167,23,22,34,177,177,0,0,0
PL_430590504,Rakoniewice,9886,1337,49,0,43,43,79,334,39,28,95,349,278,0,0,0
PL_430590505,Wielichowo,5369,809,52,0,31,11,68,208,35,32,48,151,173,0,0,0
PL_430570601,Jaraczewo,6588,1090,93,0,57,16,106,290,40,17,38,136,297,0,0,0
PL_430570602,Jarocin,36290,8322,588,0,280,89,922,2016,653,188,559,1991,1036,0,0,0
PL_430570603,Kotlin,5736,868,54,0,45,10,71,268,43,21,52,145,159,0,0,0
PL_430570604,Żerków,8277,1256,82,0,48,17,105,408,61,27,84,200,224,0,0,0
PL_430570701,Blizanów,7811,1344,44,0,52,14,183,346,29,33,80,212,351,0,0,0
PL_430570703,Ceków-Kolonia,3833,609,37,0,27,5,111,113,14,54,38,72,138,0,0,0
PL_430570704,Godziesze Wielkie,7305,1204,38,0,59,10,127,442,35,34,85,188,186,0,0,0
PL_430570705,Koźminek,6046,906,37,0,48,19,113,288,22,14,59,90,216,0,0,0
PL_430570706,Lisków,4261,800,51,0,72,8,198,201,11,5,19,94,141,0,0,0
PL_430570707,Mycielin,3989,541,39,0,20,4,153,132,19,6,23,43,102,0,0,0
PL_430570708,Opatówek,8595,1870,65,0,112,17,413,591,50,35,112,255,220,0,0,0
PL_430570709,Stawiszyn,5813,962,44,0,21,22,140,289,21,10,61,155,199,0,0,0
PL_430570710,Szczytniki,6284,1164,41,0,95,6,143,401,25,9,78,78,288,0,0,0
PL_430570711,Żelazków,7503,1249,32,0,60,11,143,463,25,54,78,155,228,0,0,0
PL_430570801,Baranów,6096,1487,71,0,93,6,32,259,39,22,69,131,765,0,0,0
PL_430570802,Bralin,4634,1172,50,0,73,6,21,207,21,19,44,173,558,0,0,0
PL_430570803,Kępno,19757,5335,169,0,394,22,198,731,154,55,194,733,2685,0,0,0
PL_430570804,Łęka Opatowska,4154,951,49,0,75,6,18,111,16,12,38,79,547,0,0,0
PL_430570805,Perzów,3066,511,17,0,26,5,16,114,13,2,23,50,245,0,0,0
PL_430570806,Rychtal,3172,615,40,0,25,11,35,111,10,6,33,51,293,0,0,0
PL_430570807,Trzcinica,3857,874,35,0,42,7,38,153,17,12,29,70,471,0,0,0
PL_430580901,Koło,18663,4254,139,0,215,63,494,1299,187,128,385,1090,254,0,0,0
PL_430580902,Babiak,6479,992,52,0,51,17,96,334,26,7,90,122,197,0,0,0
PL_430580903,Chodów,2768,350,17,0,18,1,38,141,6,11,31,32,55,0,0,0
PL_430580904,Dąbie,5433,866,50,0,33,7,71,432,41,17,22,76,117,0,0,0
PL_430580905,Grzegorzew,4539,790,42,0,30,8,59,299,29,16,51,92,164,0,0,0
PL_430580906,Kłodawa,10766,1588,71,0,58,30,156,574,45,50,89,347,168,0,0,0
PL_430580907,Koło,5985,907,30,0,38,8,80,372,23,22,77,104,153,0,0,0
PL_430580908,Kościelec,5394,721,29,0,34,14,42,254,22,14,54,115,143,0,0,0
PL_430580909,Olszówka,3803,442,26,0,13,9,42,164,15,8,31,24,110,0,0,0
PL_430580910,Osiek Mały,4652,705,30,0,39,18,38,296,20,22,42,55,145,0,0,0
PL_430580911,Przedecz,3498,452,30,0,21,10,39,143,8,7,23,65,106,0,0,0
PL_430581001,Golina,9569,1527,81,0,66,14,144,473,62,44,97,276,270,0,0,0
PL_430581002,Grodziec,4151,566,25,0,31,6,51,169,13,19,42,80,130,0,0,0
PL_430581003,Kazimierz Biskupi,9014,1554,70,0,44,22,132,589,70,61,85,342,139,0,0,0
PL_430581004,Kleczew,7989,1202,83,0,26,8,104,411,53,90,72,173,182,0,0,0
PL_430581005,Kramsk,8529,1283,59,0,47,7,87,529,52,31,55,250,166,0,0,0
PL_430581006,Krzymów,5987,958,38,0,58,13,62,393,21,29,66,189,89,0,0,0
PL_430581007,Rychwał,6669,1101,64,0,45,15,165,377,34,21,74,143,163,0,0,0
PL_430581008,Rzgów,5617,860,39,0,48,7,92,255,24,7,63,200,125,0,0,0
PL_430581009,Skulsk,4912,590,34,0,26,6,50,190,20,15,46,127,76,0,0,0
PL_430581010,Sompolno,8406,1197,69,0,73,11,116,478,38,31,79,177,125,0,0,0
PL_430581011,Stare Miasto,8916,1771,91,0,104,15,160,528,72,41,108,491,161,0,0,0
PL_430581012,Ślesin,11156,1696,81,0,43,26,114,606,44,35,147,451,149,0,0,0
PL_430581013,Wierzbinek,5904,846,76,0,32,4,40,344,27,10,34,111,168,0,0,0
PL_430581014,Wilczyn,4979,819,47,0,42,4,84,247,28,23,44,141,159,0,0,0
