gisco_id,name,registered,turnout,invalid,blank,"NOVA, Konzervatívni demokrati Slovenska, Občianska konzervatívna strana",Kresťanskodemokratické hnutie,SMER - sociálna demokracia,Slovenská ľudová strana,Národ a Spravodlivosť - naša strana,Magnificat Slovakia,DEMOKRATICKÁ OBČIANSKA STRANA,7 STATOČNÝCH REGIONÁLNA STRANA SLOVENSKA,Maďarská kresťanskodemokratická aliancia - Magyar Kereszténydemokrata Szövetség,Strana TIP,Ľudová strana Naše Slovensko,EURÓPSKA DEMOKRATICKÁ STRANA,NOVÝ PARLAMENT,MOST - HÍD,Kresťanská SLOVENSKÁ NÁRODNÁ STRANA,Strana demokratického Slovenska,Strana zelených,VZDOR - strana práce,OBYČAJNÍ ĽUDIA a nezávislé osobnosti,PRÁVO A SPRAVODLIVOSŤ,Sloboda a Solidarita,Strana moderného Slovenska,Komunistická strana Slovenska,ÚSVIT,Strana občianskej ľavice,Slovenská národná strana,Slovenská demokratická a kresťanská únia - Demokratická strana,"PRIAMA DEMOKRACIA, Kresťanská ľudová strana",Strana maďarskej komunity - Magyar Közösség Pártja
SK_506281,Nemsova,5135,662,22,0,43,183,127,2,9,12,1,2,0,27,5,11,1,2,3,20,0,0,49,11,48,1,15,1,2,27,36,2,0
SK_506290,Neporadza (okres Trenčín),656,79,4,0,0,37,14,1,0,1,1,1,0,2,0,0,0,0,1,0,0,0,6,0,3,0,1,0,0,4,3,0,0
SK_513440,Nova Dubnica,9794,1596,37,0,93,154,512,2,20,17,0,4,0,42,37,7,1,7,8,98,5,3,139,40,121,2,39,11,0,56,128,12,1
SK_506354,Omsenie,1633,140,1,0,2,29,40,1,2,5,1,0,0,5,4,0,0,1,0,12,0,2,11,2,1,0,7,0,0,8,6,0,0
SK_506371,Opatovce,334,20,2,0,0,4,8,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SK_581348,Petrova Lehota,159,24,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,1,1,0
SK_513598,Pruske,1744,232,2,0,12,66,70,0,4,3,0,1,0,8,2,1,0,0,0,6,2,0,12,4,9,1,9,1,0,6,13,0,0
SK_557412,Sedmerovec,344,35,1,0,1,3,10,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,4,2,2,0,0,0,4,1,1,0
SK_506478,Selec,818,95,2,0,2,15,40,0,1,0,0,0,0,6,0,0,0,0,0,3,0,0,5,0,10,0,2,0,0,6,3,0,0
SK_546682,Skalka nad Vahom,946,127,1,0,9,30,33,0,2,1,0,0,0,4,1,0,0,1,1,2,2,0,5,4,14,0,0,1,0,7,8,1,0
SK_557421,Slavnica,540,113,4,0,5,35,29,0,0,0,0,0,0,3,1,0,1,2,0,0,3,0,2,0,8,0,0,0,0,11,9,0,0
SK_506508,Soblahov,1792,151,9,0,9,39,22,1,1,2,0,0,0,9,1,1,0,2,2,0,0,0,17,2,15,0,1,0,0,3,15,0,0
SK_506532,Svinna,1296,161,9,0,6,21,40,0,1,15,1,0,0,3,4,2,0,1,3,6,0,0,8,1,14,0,8,0,0,10,7,1,0
SK_506541,Stvrtok,306,58,1,0,4,13,18,0,0,1,0,0,0,1,0,0,0,0,0,2,2,3,1,0,5,0,1,0,0,0,6,0,0
SK_506559,Trencianska Tepla,3391,509,17,0,32,94,90,7,14,20,0,1,0,19,7,2,0,6,2,19,1,1,67,16,28,0,5,0,0,28,33,0,0
SK_506567,Trencianska Turna,2520,309,6,0,30,46,74,0,9,8,3,1,0,17,7,1,2,7,3,16,1,0,26,3,16,0,2,0,0,9,21,1,0
SK_506591,Trencianske Jastrabie,1046,116,3,0,11,18,36,1,3,4,0,1,0,10,1,0,0,1,2,4,0,0,6,1,4,0,2,0,0,3,5,0,0
SK_506605,Trencianske Mitice,623,57,0,0,12,10,15,2,0,0,0,0,0,0,2,3,0,0,0,3,0,0,2,0,6,1,0,0,0,1,0,0,0
SK_545741,Trencianske Stankovce,2570,275,6,0,17,41,48,1,3,0,1,0,0,11,1,0,1,1,3,14,5,0,32,7,18,3,25,2,0,10,20,5,0
SK_506613,Trencianske Teplice,3543,615,7,0,32,109,139,2,6,10,2,1,0,16,11,4,4,14,1,18,0,0,47,8,46,5,21,1,0,27,81,2,1
SK_505820,Trencin,46731,7035,239,0,510,882,1676,25,97,56,9,8,0,358,98,47,8,96,38,175,26,12,710,105,618,12,169,11,9,279,731,28,3
SK_513725,Tuchyna,627,110,3,0,3,54,21,0,0,3,0,0,0,0,3,0,0,0,2,10,0,0,1,1,2,1,1,1,0,2,1,1,0
SK_506648,Velka Hradna,551,78,4,0,4,19,27,0,2,1,0,0,0,4,2,0,0,1,1,1,0,1,2,0,6,1,0,0,0,0,2,0,0
SK_506656,Velke Bierovce,542,82,2,0,12,12,18,0,0,3,0,0,0,2,1,1,0,1,0,2,1,0,7,4,5,0,1,0,0,3,6,1,0
SK_557625,Vrsatske Podhradie,212,32,1,0,0,5,10,1,1,0,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,1,3,0
SK_556475,Zamarovce,754,135,4,0,7,11,22,0,1,1,0,1,0,2,2,0,0,2,0,4,0,1,11,5,14,0,5,0,0,32,10,0,0
SK_513865,Zliechov,502,82,0,0,0,8,24,2,1,0,0,1,0,6,13,0,0,0,0,6,0,0,6,0,4,1,1,0,0,4,5,0,0
SK_501034,Bajc,1037,134,1,0,4,2,12,1,0,0,0,0,1,0,2,2,2,67,0,0,2,0,5,1,5,0,0,0,0,1,5,1,20
SK_501395,Batorove Kosihy,2865,327,13,0,2,1,20,0,0,0,1,0,1,2,1,1,0,104,0,0,0,0,3,1,5,0,1,1,2,0,4,0,164
SK_501042,Bodza,309,54,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35
SK_555819,Bodzianske Luky,178,49,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,36
SK_501069,Brestovec (okres Komárno),406,106,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33
SK_501077,Buc,999,180,2,0,4,0,4,0,0,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
SK_501085,Calovec,944,97,1,0,4,0,7,0,0,0,0,0,2,1,0,0,0,50,0,2,0,0,1,0,1,1,1,0,0,0,0,0,26
SK_501093,Cicov,1064,180,4,0,1,1,1,0,0,0,0,0,3,2,0,0,0,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,128
SK_501107,Dedina Mladeze,385,61,0,0,0,1,18,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,1,0,1,0,1,0,0,4,1,0,15
SK_501123,Dulovce,1417,175,9,0,10,13,80,0,0,4,0,0,0,1,2,0,1,5,1,2,2,0,14,5,3,0,1,0,0,11,10,0,1
SK_580911,Holiare,394,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34
SK_501140,Hurbanovo,6457,739,19,0,15,10,114,1,2,2,5,0,6,11,8,1,1,146,3,2,1,1,41,6,43,0,17,1,3,34,33,2,211
SK_501158,Chotin,1186,185,1,0,0,0,3,0,1,0,0,0,3,2,0,0,0,51,0,0,0,0,2,0,0,0,1,1,1,0,0,0,119
SK_501166,Imel,1705,126,5,0,5,1,14,1,0,0,0,0,2,2,3,0,0,47,1,0,0,0,2,2,8,0,1,0,0,1,0,0,31
SK_501174,Iza,1373,308,8,0,2,2,17,0,0,1,0,0,4,3,3,0,0,44,0,0,1,0,1,0,6,0,2,0,0,2,3,0,209
SK_501182,Kamenicna,1578,163,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,1,0,2,0,2,0,1,0,3,1,47
SK_501191,Klizska Nema,420,113,0,0,4,0,0,0,1,0,0,0,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93
SK_501204,Kolarovo,8883,845,17,0,11,5,45,0,1,2,0,0,7,14,2,3,0,198,0,1,0,2,4,4,15,1,1,0,0,7,26,0,479
SK_501026,Komarno,29034,3997,86,0,94,38,409,4,21,4,5,6,37,89,10,6,4,1035,6,22,10,1,99,25,152,3,38,4,2,66,121,6,1594
SK_501212,Kravany nad Dunajom,615,115,5,0,2,1,2,0,0,0,5,1,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,1,0,1,0,71
SK_501221,Lipove,130,14,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0
SK_501239,Marcelova,3097,306,7,0,2,2,2,0,0,0,0,0,10,1,0,0,0,87,1,0,0,0,4,4,0,1,0,0,0,0,1,0,184
SK_501247,Martovce,604,98,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,82
SK_501255,Moca,961,178,6,0,2,0,1,0,0,2,0,0,1,0,0,1,0,28,0,0,0,0,0,1,3,0,0,0,0,0,0,0,133
SK_501263,Modrany,1089,140,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,12,0,1,0,80
SK_501271,Mudronovo,95,26,0,0,1,0,13,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,6,1,0,0,1
SK_501280,Nesvady,4132,377,7,0,6,20,24,0,0,0,0,1,1,2,3,0,0,120,0,0,0,0,22,8,8,0,1,1,0,1,14,1,137
SK_501301,Okolicna na Ostrove,1214,151,10,0,0,0,3,1,0,0,0,0,3,3,1,0,0,31,0,0,0,0,1,1,0,0,0,0,0,0,2,0,95
SK_501310,Patince,430,121,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,3,4,0,0,0,0,0,2,0,86
SK_501328,Pribeta,2455,393,16,0,0,1,18,0,0,1,0,0,3,0,1,0,0,164,0,0,2,0,2,1,4,0,3,1,0,4,3,0,169
SK_501336,Radvan nad Dunajom,584,147,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,26,0,0,0,1,0,3,2,0,0,0,0,0,0,0,109
SK_501344,Sokolce,1019,146,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,1,0,0,0,0,0,0,0,83
SK_501115,Svätý Peter,2230,357,8,0,4,2,29,0,0,1,0,0,14,1,0,1,0,113,0,0,0,2,2,1,4,1,0,0,2,7,1,0,164
SK_501352,Srobarova,406,70,1,0,7,5,37,1,0,3,0,0,0,1,0,1,0,6,1,1,0,0,1,0,1,0,0,0,0,3,0,1,0
SK_501361,Ton,663,108,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,56
SK_501379,Travnik,583,93,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,40,0,0,0,0,0,0,1,0,1,0,0,1,0,0,39
SK_501387,Velke Kosihy,840,201,3,0,5,0,2,0,0,0,0,0,2,4,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
SK_555827,Virt,242,54,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34
SK_501409,Vrbova nad Vahom,455,79,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
SK_501417,Zemianska Olca,2066,199,8,0,5,0,6,0,0,1,0,0,3,3,0,0,0,62,1,1,0,1,6,1,2,1,2,0,0,2,4,0,90
SK_501425,Zlatna na Ostrove,2017,168,2,0,3,0,3,0,1,0,0,0,4,0,0,0,0,34,0,0,0,0,2,0,1,0,0,0,0,0,0,0,118
SK_502049,Bajka,254,18,1,0,4,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SK_502057,Batovce,894,94,2,0,4,10,32,0,3,0,0,0,0,5,1,3,0,2,1,4,0,0,7,3,4,2,0,1,0,4,4,2,0
SK_502065,Beša (okres Levice),535,84,1,0,1,0,13,0,0,0,0,0,1,0,0,0,0,9,0,2,0,0,2,2,1,0,0,0,0,4,0,0,48
SK_502073,Bielovce,197,51,0,0,0,1,3,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32
SK_580937,Bohunice (okres Levice),113,24,0,0,1,0,11,0,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0
SK_502090,Bory,278,40,2,0,0,3,6,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,2,0,2,0,1,0,0,0,3,1,9
SK_502103,Brhlovce,270,46,1,0,1,1,25,0,0,0,0,1,0,4,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,4,0,0,1
SK_502111,Cajkov,847,169,5,0,7,71,51,0,0,0,0,0,0,6,0,1,0,2,0,3,2,0,4,1,6,0,1,0,0,1,8,0,0
SK_502120,Caka,651,55,0,0,0,12,23,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,1,0,1,2,0,0,8,0,0,2
SK_555843,Cata,964,148,4,0,1,1,2,1,0,0,0,0,0,0,2,0,0,15,1,0,0,0,1,16,1,0,0,0,2,3,0,0,98
SK_502154,Demandice,831,121,4,0,5,12,22,0,1,0,0,0,0,1,0,0,0,17,0,0,1,0,10,5,1,0,1,0,0,8,8,0,25
SK_502162,Devicany,340,47,0,0,0,3,21,0,2,1,0,0,0,1,1,0,0,0,0,3,1,0,3,0,5,0,3,0,0,0,3,0,0
SK_502171,Dolna Sec,391,38,4,0,6,0,4,0,0,0,0,0,0,5,1,1,0,0,0,2,0,0,5,0,4,0,0,0,0,1,4,1,0
SK_502189,Dolne Semerovce,394,58,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,1,0,0,0,0,0,0,1,1,0,32
SK_502197,Dolny Pial,797,46,0,0,6,5,14,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,4,2,1,0,1,0,0,2,5,0,0
SK_502201,Domadice,212,31,0,0,1,12,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0
SK_502219,Drzenice,312,58,0,0,1,11,26,0,0,1,0,0,0,7,1,1,0,0,0,0,0,1,2,0,2,0,1,0,0,2,2,0,0
SK_502227,Farna,1131,212,6,0,4,2,5,0,1,0,0,0,1,0,1,0,0,31,0,0,1,0,0,0,1,0,2,0,0,3,2,0,152
SK_502243,Hokovce,439,64,0,0,2,3,7,0,0,0,0,0,0,6,0,0,1,17,1,4,0,0,1,0,3,0,1,0,0,1,0,0,17
SK_502251,Hontianska Vrbica,450,50,1,0,2,1,8,0,0,0,0,0,0,0,0,0,0,13,2,0,1,0,0,0,1,1,3,0,2,2,5,0,8
SK_545350,Hontianske Trstany,270,76,2,0,5,27,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,3,0,0,0,0,3,1,0,0
SK_502260,Horna Sec,450,85,1,0,3,1,7,0,1,0,0,0,1,0,0,0,0,12,1,0,3,0,6,0,13,0,0,0,0,0,16,4,16
SK_502278,Horne Semerovce,493,50,1,0,5,1,10,0,0,1,0,0,0,0,0,0,0,13,1,0,1,0,1,4,1,1,1,0,0,0,0,0,9
SK_502286,Horne Turovce,479,50,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,3,0,0,0,4,1,0,0,0,0,26
SK_502294,Horny Pial,229,30,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,1,0,1,0,0,0,1,0,13
SK_581895,Hrkovce,267,29,0,0,0,2,5,0,1,0,0,0,1,1,0,0,0,3,0,1,0,0,1,0,4,0,0,0,0,0,2,0,8
SK_502324,Hronovce,1208,114,2,0,1,0,11,2,0,0,0,0,0,1,2,3,0,19,0,0,2,0,3,0,8,0,4,1,0,1,6,0,48
SK_502332,Hronske Klacany,1205,200,5,0,9,72,47,0,0,11,0,0,0,7,4,0,0,1,0,3,0,0,16,1,5,1,3,0,0,4,10,1,0
SK_502341,Hronske Kosihy,554,51,3,0,0,9,14,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,3,0,5,0,1,0,0,6,1,0,0
SK_502359,Ina,185,42,2,0,0,2,23,0,0,1,1,0,0,0,0,0,0,2,1,5,0,0,0,1,2,0,0,0,1,0,0,0,1
SK_502367,Ipelske Ulany,259,76,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,5,0,1,0,0,0,1,0,49
SK_502375,Ipelsky Sokolec,708,81,3,0,1,1,1,0,0,0,0,0,1,0,0,1,0,31,0,0,0,1,2,1,0,0,1,0,0,0,0,0,37
SK_502383,Jablonovce,184,27,0,0,0,1,12,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,4,0,0
SK_556777,Jesenské (okres Levice),41,18,1,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0
SK_502391,Jur nad Hronom,793,107,3,0,5,0,12,1,1,0,0,0,0,2,1,1,0,24,0,0,1,1,11,1,8,0,2,1,0,1,6,0,25
SK_502413,Kalna nad Hronom,1713,231,5,0,26,10,54,1,4,0,0,1,0,5,1,0,1,18,3,3,2,0,18,4,20,0,6,0,0,5,12,0,32
SK_502472,Ket,522,196,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169
SK_502421,Kozarovce,1605,247,11,0,11,23,59,0,0,1,24,0,0,10,4,2,0,1,0,10,1,0,8,8,7,0,3,0,0,14,48,1,1
SK_502430,Krskany,573,82,1,0,2,37,26,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,0,0
SK_502448,Kubanovo,256,64,0,0,1,5,0,0,0,0,0,1,0,0,0,1,0,23,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30
SK_502456,Kukucinov,513,41,1,0,1,0,19,0,0,0,1,0,0,1,0,0,0,7,0,0,0,1,0,3,1,1,0,0,0,0,0,0,5
SK_502464,Kuralany,435,75,0,0,6,11,37,1,3,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,2,1,0,3
SK_502031,Levice,28404,3333,54,0,219,222,841,7,32,22,6,5,4,173,74,14,1,295,13,23,13,5,278,88,230,7,66,8,4,96,236,23,274
SK_502481,Lok,817,57,5,0,3,1,16,0,1,0,0,0,1,2,0,4,0,6,0,0,1,1,0,2,4,0,1,0,0,2,2,0,5
SK_502499,Lontov,504,41,2,0,1,1,8,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,1,1,0,1,0,0,1,0,0,11
SK_502502,Lula,160,21,1,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SK_502511,Malas,426,43,0,0,1,0,14,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
SK_581135,Male Kozmalovce,328,52,4,0,2,3,12,0,1,0,0,0,1,6,0,0,0,5,0,0,0,0,6,6,2,1,1,0,0,2,0,0,0
SK_502537,Male Ludince,157,44,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,18,0,0,0,0,0,0,2,1,0,0,0,0,0,0,18
SK_502570,Mytne Ludany,772,78,2,0,2,0,3,0,0,0,0,0,2,1,0,0,0,24,1,0,0,0,4,0,3,0,0,0,0,1,2,0,33
SK_502588,Nova Dedina,1295,160,12,0,8,37,49,0,2,1,0,0,0,6,1,0,0,1,2,5,1,2,11,0,0,0,0,2,0,9,10,1,0
SK_502596,Novy Tekov,694,90,3,0,6,7,25,0,0,0,1,0,0,5,1,0,0,23,0,2,2,0,4,0,3,0,1,0,0,0,3,0,4
SK_502600,Nyrovce,468,80,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,33,1,0,1,0,0,3,1,0,1,0,0,0,2,0,34
SK_502618,Ondrejovce,366,50,0,0,3,0,12,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,23
SK_502626,Pastovce,453,74,4,0,1,0,4,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,1,0,0,0,1,0,0,0,2,0,45
SK_502634,Pecenice,109,35,2,0,1,4,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,1,0,0
SK_502642,Plastovce,1350,262,6,0,1,5,17,0,0,0,0,0,3,1,1,0,0,62,1,0,0,0,8,0,2,0,3,0,0,0,4,0,148
SK_502651,Plave Vozokany,647,63,1,0,1,0,26,0,1,0,15,0,0,1,0,0,0,0,4,0,0,0,3,2,1,0,3,0,0,4,1,0,0
SK_502669,Podlužany (okres Levice),641,80,0,0,0,18,31,0,0,0,0,1,0,9,0,1,0,0,2,1,0,0,6,0,5,1,0,0,0,1,3,1,0
SK_502677,Pohronsky Ruskov,1075,175,5,0,8,1,8,0,0,0,1,0,2,0,0,0,0,18,1,2,0,1,3,3,5,1,2,0,0,0,1,0,113
SK_502693,Pukanec,1671,202,7,0,10,12,78,0,4,2,1,1,0,15,5,4,0,4,0,1,0,0,6,4,7,0,4,0,1,11,24,0,1
SK_502707,Rybník (okres Levice),1187,170,6,0,7,31,83,0,4,2,0,0,0,2,3,0,0,1,0,6,0,0,5,1,4,0,0,0,0,11,4,0,0
SK_502715,Santovka,623,89,1,0,3,9,32,0,0,4,0,0,0,4,2,0,0,4,1,3,1,0,4,3,3,3,4,0,0,2,3,1,2
SK_502723,Sazdice,365,73,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,2,0,45
SK_502731,Sikenica,519,39,0,0,0,0,4,1,0,0,0,0,0,0,2,1,0,20,0,1,0,0,0,0,3,0,1,0,1,0,2,0,3
SK_502740,Slatina,249,52,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,1,0,1,0,0,0,0,0,36
SK_502758,Stary Hradok,149,17,1,0,3,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
SK_502766,Stary Tekov,1195,198,4,0,12,38,78,0,3,2,2,1,0,2,3,0,0,0,1,5,0,1,15,4,10,0,4,0,0,5,7,1,0
SK_502782,Sahy,6366,714,14,0,20,4,71,1,1,0,0,1,7,4,1,6,0,132,0,17,2,0,23,6,18,1,12,0,0,10,24,2,337
SK_502791,Salov,276,34,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,26
SK_502804,Sarovce,1277,92,3,0,2,1,10,0,1,0,0,0,0,2,4,0,1,14,3,0,0,0,2,0,2,1,0,0,0,0,9,0,37
SK_502812,Tehla,429,36,1,0,1,0,5,0,0,0,0,0,0,2,3,0,0,6,0,4,1,0,0,0,3,0,3,0,0,1,0,0,6
SK_502821,Tekovske Luzany,2356,268,5,0,13,5,24,0,1,0,1,2,1,9,1,4,0,79,16,1,2,0,5,17,3,0,2,0,0,0,6,0,71
SK_502847,Tekovsky Hradok,294,32,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,11,0,0,0,1,2,0,1,0,1,0,0,0,0,0,10
SK_502863,Tlmace,3294,419,9,0,27,30,169,1,4,1,1,0,0,16,9,0,0,4,3,11,1,1,31,10,21,2,12,1,0,21,30,4,0
SK_502871,Tupa,480,75,2,0,11,0,9,0,0,0,0,1,0,2,4,0,0,7,0,2,0,1,0,0,6,0,0,0,0,1,0,2,27
SK_502880,Tura,204,15,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,7
SK_502898,Uhliska,169,21,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,2,8,0,0
SK_581160,Velke Kozmalovce,581,64,0,0,3,17,18,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,6,0,3,0,0,0,0,6,6,0,0
SK_502910,Velke Ludince,1297,265,2,0,2,1,7,0,0,1,0,0,3,0,1,0,0,57,0,0,0,0,6,0,1,0,0,1,0,3,0,0,180
SK_502928,Velke Turovce,633,63,1,0,3,2,2,0,0,0,0,0,1,2,2,1,0,11,0,1,0,0,5,0,2,0,0,1,0,1,1,0,27
SK_502936,Velky Dur,1095,93,4,0,5,21,26,0,1,1,0,0,0,14,3,0,0,2,0,1,2,0,4,1,4,1,0,0,0,2,0,1,0
SK_502944,Vyskovce nad Iplom,559,98,0,0,3,1,8,0,0,0,0,0,0,2,0,0,2,46,0,0,0,0,1,0,1,0,0,0,0,0,5,0,29
SK_502952,Vysne nad Hronom,153,34,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
SK_502961,Zalaba,137,67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,59
SK_502979,Zbrojniky,431,32,2,0,1,5,3,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,3,0,6
SK_502987,Zeliezovce,5954,731,11,0,21,25,76,1,4,1,46,0,1,10,3,7,0,126,0,4,2,1,31,8,32,3,6,1,0,5,25,3,278
SK_502995,Zemberovce,1058,132,5,0,8,29,47,0,0,0,0,0,0,3,0,0,0,1,2,2,1,0,14,6,0,0,3,0,0,3,6,2,0
SK_503002,Zemliare,138,54,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
SK_500020,Aleksince,1378,122,6,0,6,17,31,0,12,1,0,2,0,0,3,2,0,1,1,2,1,0,2,3,5,0,7,0,1,10,9,0,0
SK_500046,Bab,873,60,1,0,9,7,19,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,7,1,1,0,0,0,0,1,3,0,0
SK_581623,Babindol,549,63,1,0,3,23,10,0,0,0,0,0,0,0,4,0,0,3,0,2,0,1,2,0,3,0,0,0,0,1,2,1,7
SK_582697,Bádice,266,58,1,0,9,5,31,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,1,1,0,0,0,2,1,0,0
SK_500062,Beladice,1282,103,10,0,6,7,31,0,1,1,0,0,0,2,6,8,0,0,0,4,2,0,5,2,5,0,2,0,0,6,5,0,0
SK_500071,Branc,1835,173,7,0,6,18,39,2,3,1,0,0,1,1,9,1,1,32,0,0,0,1,6,0,9,0,0,0,4,3,11,2,16
SK_545589,Cabaj-Capor,3184,280,12,0,7,49,73,0,1,8,1,2,0,11,3,1,1,1,1,5,3,1,26,16,18,1,0,4,0,20,15,0,0
SK_582387,Cab,622,57,2,0,0,25,16,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,2,0,1,0,0,3,1,0,0
SK_500101,Cakajovce,935,60,3,0,7,6,19,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,1,0,0,8,4,0,0
SK_500127,Caradice,432,67,2,0,2,8,11,0,2,0,1,0,0,3,1,0,0,3,0,0,0,0,6,26,1,0,0,0,0,1,0,0,0
SK_555886,Cechynce,893,150,6,0,2,4,8,0,1,0,0,0,0,3,0,0,0,27,0,1,0,0,8,2,8,0,1,0,0,4,2,0,73
