gisco_id,name,registered,turnout,invalid,blank,PATRIOT,MySlovensko,Demokrati,MSZ,SOSK,SOS,S.sk,SNS,Republika,SĽS,SRDCE-SNJ,ĽSNS,ZR,KSS,KÚ,Smer-SD,KDH,SaS,PS,Slovensko-ZĽ,Hlas-SD,Volt,SDKÚ-DS
SK_504122,Velka Maca,2079,518,14,0,3,0,24,239,0,0,0,3,34,0,0,1,4,0,3,60,6,12,102,10,3,0,0
SK_504131,Velke Ulany,3963,1014,14,0,4,1,40,235,0,0,0,6,102,1,1,1,8,3,1,165,11,54,295,36,36,0,0
SK_504149,Velky Grob,1140,430,12,0,0,0,20,6,0,0,1,4,61,0,1,1,2,1,2,111,10,22,132,4,40,0,0
SK_504157,Vinohrady nad Vahom,1365,435,12,0,2,0,14,1,0,0,0,13,97,0,0,4,3,0,4,129,23,15,94,6,18,0,0
SK_504173,Vozokany (okres (Galanta),924,275,4,0,0,0,3,176,0,0,0,1,12,0,1,2,1,0,0,24,1,1,41,2,5,1,0
SK_504181,Zemianske Sady,674,224,2,0,0,0,5,0,0,0,0,10,30,0,0,0,2,1,0,87,11,12,47,5,12,0,0
SK_581399,Banka,1855,769,15,0,3,0,39,0,1,0,0,7,106,0,0,1,10,1,0,219,36,34,247,12,38,0,0
SK_558354,Basovce,273,106,2,0,0,0,3,0,0,0,0,1,19,0,0,1,0,0,0,24,8,3,39,1,5,0,0
SK_506834,Borovce,954,302,5,0,1,0,14,0,0,0,1,8,45,2,1,2,3,2,5,80,15,6,77,6,29,0,0
SK_506982,Dolny Lopasov,794,262,7,0,0,0,11,0,0,0,0,6,32,0,0,1,3,0,0,79,19,13,53,12,25,1,0
SK_506991,Drahovce,2156,704,17,0,1,2,35,0,0,0,0,16,135,0,0,3,6,0,0,193,58,37,147,14,40,0,0
SK_507008,Dubovany,859,296,7,0,0,1,6,0,1,0,0,9,53,0,0,3,7,2,4,88,16,20,55,6,18,0,0
SK_558338,Ducove,372,118,1,0,2,0,8,0,0,0,0,3,23,0,0,6,0,0,0,19,2,7,37,1,9,0,0
SK_556581,Hubina,443,144,3,0,0,1,4,0,0,0,3,9,13,0,0,1,1,2,0,53,7,4,20,0,23,0,0
SK_507121,Chtelnica,2132,896,25,0,1,1,24,0,2,0,4,10,107,0,0,3,6,1,3,393,63,24,161,20,48,0,0
SK_507199,Kocin-Lancar,402,183,7,0,0,0,1,0,1,0,0,12,35,0,0,2,4,1,0,54,12,6,25,2,21,0,0
SK_507229,Krakovany,1155,503,16,0,0,0,31,0,1,0,0,9,59,0,0,5,8,0,2,101,60,31,152,6,21,1,0
SK_507342,Moravany nad Vahom,2020,787,10,0,3,0,45,1,0,0,1,12,91,0,1,6,8,1,11,205,37,46,266,10,28,2,3
SK_507369,Nižná (okres Piešťany),452,152,3,0,0,1,7,0,0,0,0,5,23,0,0,3,2,0,0,37,6,9,38,6,11,1,0
SK_507385,Ostrov (okres Piešťany),1007,399,12,0,0,0,27,0,0,0,2,11,58,0,0,1,2,1,1,78,26,11,152,5,12,0,0
SK_507431,Pecenady,460,169,2,0,0,0,7,0,0,0,0,5,33,0,0,0,3,0,0,39,18,7,29,5,21,0,0
SK_507440,Piestany,22737,9524,119,0,19,8,603,12,7,2,7,136,1069,0,5,38,109,11,31,2208,636,495,3317,192,492,6,2
SK_507466,Prasnik,717,267,6,0,4,1,7,0,0,0,0,1,39,0,0,5,6,3,0,87,5,17,60,5,21,0,0
SK_507482,Rakovice,496,180,0,0,1,1,7,0,0,0,0,2,56,0,0,0,0,0,0,37,16,7,42,2,8,0,1
SK_507491,Ratnovce,882,259,5,0,2,0,13,0,0,0,0,9,31,0,0,0,3,0,0,59,13,15,95,7,7,0,0
SK_507563,Sokolovce,1134,345,6,0,1,0,5,0,0,0,1,10,60,0,0,1,3,0,0,121,15,6,79,10,27,0,0
SK_558397,Sipkove,262,77,1,0,0,0,4,0,0,0,0,3,10,0,0,0,4,0,0,27,11,4,13,0,0,0,0
SK_556548,Sterusy,384,160,4,0,0,0,5,0,0,0,0,8,34,0,0,0,8,0,1,53,10,7,21,3,6,0,0
SK_507679,Trebatice,1091,394,6,0,2,0,17,0,0,0,1,8,46,0,0,1,7,0,2,116,31,14,118,4,21,0,0
SK_507709,Velke Kostolany,2304,682,13,0,0,1,33,0,0,0,1,13,127,0,1,4,1,2,4,230,39,19,156,9,29,0,0
SK_556572,Velke Orviste,863,320,6,0,0,3,12,0,0,0,0,6,53,0,0,2,4,0,1,84,16,9,95,2,27,0,0
SK_507725,Vesele,1000,346,1,0,0,0,10,0,0,0,0,1,63,0,0,4,5,0,1,94,33,17,85,2,29,1,0
SK_507750,Vrbove,4676,1822,37,0,6,2,87,0,0,4,3,25,230,0,1,14,27,4,7,486,177,74,484,40,108,5,1
SK_504211,Bilkove Humence,190,81,1,0,0,1,6,0,0,0,0,3,17,0,0,0,1,1,0,23,3,2,16,3,4,0,0
SK_504238,Borsky Mikulas,3294,927,19,0,1,0,50,0,1,0,1,17,158,0,1,4,5,4,3,264,53,38,236,20,51,1,0
SK_504220,Borský Svätý Jur,1438,436,5,0,4,0,17,0,1,0,0,4,55,0,2,2,1,0,3,114,38,21,134,9,26,0,0
SK_504297,Cerova,956,382,13,0,2,0,23,1,1,0,1,7,58,0,2,4,4,0,1,74,30,17,111,12,20,0,1
SK_504319,Cary,1028,267,2,0,0,1,5,1,0,0,0,7,70,0,2,1,0,0,0,76,13,11,50,9,18,0,1
SK_504327,Castkov,447,174,2,0,0,0,13,0,0,0,0,6,14,0,0,0,0,0,0,34,2,6,69,8,19,1,0
SK_504335,Dojc,1121,351,3,0,0,1,15,0,0,0,0,9,74,0,0,1,5,12,2,84,28,20,69,15,12,1,0
SK_504360,Hlboke,856,303,3,0,0,0,14,1,0,1,1,8,51,0,0,1,3,3,1,94,1,13,76,7,25,0,0
SK_504386,Hradiste pod Vratnom,579,232,3,0,1,0,26,0,0,0,0,2,21,0,0,1,5,0,1,55,5,13,56,16,27,0,0
SK_504416,Jablonica,1834,623,16,0,2,0,32,0,0,0,0,8,89,0,2,1,5,0,7,210,20,30,138,15,47,1,0
SK_504475,Kovalov,568,177,8,0,0,0,11,0,0,0,0,3,19,0,1,0,2,1,2,31,18,19,46,3,12,0,1
SK_504491,Kuklov,611,109,1,0,1,0,3,0,0,0,0,1,17,1,0,2,2,0,0,36,9,6,17,3,10,0,0
SK_504513,Kuty,3767,1427,27,0,2,1,87,0,1,0,0,25,188,0,0,8,5,2,7,243,112,73,590,12,44,0,0
SK_504521,Laksarska Nova Ves,918,264,6,0,1,0,8,0,0,0,0,8,58,0,0,0,3,0,0,68,27,6,66,0,12,0,1
SK_504572,Moravský Svätý Ján,1793,596,15,0,2,0,22,0,1,0,0,13,86,0,1,1,7,2,3,134,28,25,230,6,20,0,0
SK_504602,Osuske,491,111,6,0,0,0,6,0,0,0,0,3,17,0,0,1,2,0,1,21,9,1,34,2,8,0,0
SK_504645,Plavecky Peter,516,180,6,0,2,1,8,0,0,0,0,2,22,0,0,0,0,0,0,53,18,5,33,9,21,0,0
SK_504653,Podbranc,544,243,4,0,1,0,10,1,0,0,0,2,39,0,0,1,3,2,0,48,5,14,73,3,36,1,0
SK_504700,Prietrz,624,208,4,0,0,0,14,0,0,0,0,6,34,0,0,0,1,1,0,48,1,7,60,8,24,0,0
SK_504726,Prievaly,789,312,10,0,1,1,14,0,0,0,0,8,41,0,0,4,0,0,1,100,27,14,72,4,15,0,0
SK_556122,Rohov,324,115,5,0,0,1,12,0,0,0,0,0,17,0,1,2,3,1,0,26,11,6,24,3,3,0,0
SK_504777,Rovensko,363,173,2,0,0,0,14,0,0,0,0,3,13,0,0,0,0,0,3,27,29,11,53,6,12,0,0
SK_556131,Rybky,350,124,4,0,0,0,7,0,1,0,0,4,15,0,0,2,1,0,2,21,23,8,24,4,8,0,0
SK_556114,Sekule,1440,444,12,0,3,0,21,0,0,0,1,10,82,0,0,1,3,0,1,124,20,23,118,7,17,1,0
SK_504203,Senica,15981,5222,124,0,9,3,236,2,2,2,9,81,698,3,5,29,36,20,25,1356,307,280,1520,140,327,7,1
SK_504823,Smolinske,761,217,6,0,1,0,12,0,0,0,0,2,33,1,0,2,1,0,2,59,27,12,41,4,14,0,0
SK_504831,Smrdaky,547,314,3,0,0,1,15,0,0,0,0,8,42,1,0,3,0,0,1,94,34,11,68,6,27,0,0
SK_504840,Sobotiste,1257,427,9,0,1,0,18,0,0,0,1,4,45,0,0,3,3,3,2,97,52,24,122,8,35,0,0
SK_504882,Sajdikove Humence,938,232,6,0,1,0,10,0,0,0,0,6,18,0,1,2,0,5,1,52,10,17,83,6,14,0,0
SK_504891,Sastin-Straze,4052,1026,25,0,1,0,34,1,0,0,0,18,179,0,1,5,11,1,4,322,122,39,208,21,33,1,0
SK_504904,Stefanov,1293,369,10,0,2,1,19,0,9,0,0,7,62,0,0,2,4,0,8,94,45,14,53,8,28,3,0
SK_504271,Brodske,1927,570,18,0,1,0,26,0,0,0,0,8,64,0,0,2,1,0,2,193,14,25,179,15,21,1,0
SK_504343,Dubovce,506,183,1,0,0,0,4,0,0,0,0,4,22,0,0,0,0,1,3,57,20,15,29,7,20,0,0
SK_504351,Gbely,4062,1086,15,0,2,4,92,0,0,0,2,22,138,2,0,11,15,2,5,239,74,49,333,29,51,1,0
SK_504378,Holic,9387,2639,72,0,5,2,144,0,0,0,5,144,325,2,3,12,19,10,5,574,169,144,782,97,123,2,0
SK_504394,Chropov,304,110,1,0,0,0,4,0,0,0,0,4,22,0,0,2,0,0,0,21,13,3,26,9,5,0,0
SK_504432,Katov,507,173,3,0,1,0,11,0,0,0,0,3,26,0,0,3,6,1,4,38,11,5,51,5,5,0,0
SK_504459,Kopcany,2005,477,11,0,1,0,23,0,0,0,1,12,59,0,6,1,4,2,4,150,22,20,115,14,32,0,0
SK_504483,Kovalovec,132,57,0,0,0,1,0,1,0,0,0,5,3,0,0,0,0,0,0,13,8,1,21,3,1,0,0
SK_504530,Letnicie,406,136,0,0,0,0,9,1,0,0,0,3,11,0,0,0,1,0,1,31,8,11,39,8,13,0,0
SK_504548,Lopasov,259,126,3,0,0,0,11,0,0,0,0,2,5,0,0,0,1,0,2,11,41,3,43,2,2,0,0
SK_504564,Mokry Haj,557,174,4,0,0,0,7,0,0,0,0,8,27,0,0,4,1,2,0,32,13,8,50,6,12,0,0
SK_504599,Oreské (okres Skalica),305,144,6,0,0,0,5,0,0,0,0,1,7,0,0,0,0,0,2,13,57,2,40,5,6,0,0
SK_504611,Petrova Ves,874,290,9,0,5,0,22,0,0,0,0,7,36,0,0,0,5,1,2,59,35,12,78,7,12,0,0
SK_504670,Popudinske Mocidlany,765,216,0,0,1,0,6,0,0,0,0,5,34,0,0,3,1,0,4,34,36,3,80,2,7,0,0
SK_504718,Prietrzka,448,164,2,0,0,1,8,0,0,0,1,8,12,0,0,0,4,0,1,26,28,6,60,3,4,0,0
SK_504734,Radimov,411,130,2,0,1,0,10,0,0,0,0,9,25,0,0,0,3,0,2,16,9,4,31,5,12,0,1
SK_504742,Radošovce (okres Skalica),1441,458,9,0,2,1,27,0,0,1,2,16,40,0,0,2,4,0,4,76,73,24,120,20,35,2,0
SK_504815,Skalica,12559,4179,66,0,8,5,287,1,4,2,1,85,454,1,2,14,43,2,19,845,240,246,1554,121,174,4,1
SK_504912,Trnovec,242,87,5,0,1,1,3,0,0,0,0,0,6,0,1,0,0,0,3,18,11,2,20,6,10,0,0
SK_504939,Unin,976,301,8,0,2,0,17,0,0,0,0,5,44,0,1,3,1,1,3,75,33,16,76,7,8,0,1
SK_504963,Vrádište,660,193,6,0,2,1,8,0,1,0,0,5,26,0,0,0,2,1,4,40,10,15,57,3,11,1,0
SK_506800,Bojnicky,1182,354,3,0,0,0,15,1,0,0,0,4,42,0,1,1,2,0,2,104,42,25,82,5,25,0,0
SK_506885,Cervenik,1347,531,6,0,3,0,19,0,0,0,0,13,55,0,2,5,7,0,4,149,95,16,117,14,24,2,0
SK_506958,Dolne Otrokovce,316,104,4,0,0,0,8,0,0,0,0,1,19,0,0,0,1,0,0,25,8,1,24,1,11,1,0
SK_506966,Dolne Trhoviste,490,175,6,0,0,0,7,0,0,0,0,4,35,0,0,2,4,0,1,55,8,3,27,1,22,0,0
SK_556521,Dolne Zelenice,488,183,5,0,1,0,11,0,0,0,1,1,32,0,0,0,1,1,1,65,6,4,40,0,14,0,0
SK_507024,Dvorniky,1620,438,6,0,1,0,25,0,0,0,0,10,86,0,0,1,5,2,7,124,30,10,77,7,47,0,0
SK_507032,Hlohovec,16423,6112,127,0,6,2,289,6,2,0,9,102,892,1,5,23,80,14,38,1816,418,240,1564,98,371,9,0
SK_507075,Horne Otrokovce,732,267,4,0,0,1,14,0,0,0,0,9,48,0,0,3,0,1,1,108,10,3,42,3,20,0,0
SK_556602,Horne Trhoviste,502,186,4,0,0,0,4,0,0,0,0,2,23,0,0,0,1,0,1,76,7,4,37,2,25,0,0
SK_556530,Horne Zelenice,565,192,0,0,2,0,8,0,0,0,0,3,31,0,2,1,1,1,1,59,5,8,48,6,16,0,0
SK_507130,Jalsove,402,134,3,0,0,0,4,0,0,0,0,2,31,0,1,6,4,0,0,50,2,2,19,2,8,0,0
SK_507172,Klacany,910,298,4,0,0,0,18,0,0,0,1,3,53,0,0,0,0,0,1,92,14,17,70,9,16,0,0
SK_507202,Koplotovce,625,225,0,0,0,1,16,0,0,0,0,5,41,0,0,0,4,0,1,60,22,11,54,1,8,1,0
SK_507253,Leopoldov,3298,1304,38,0,1,1,65,2,1,0,0,28,184,1,2,6,16,0,9,395,91,45,324,12,83,0,0
SK_507288,Madunice,1866,653,11,0,0,0,18,0,0,0,0,22,106,0,0,4,10,0,5,205,52,19,150,7,43,1,0
SK_507326,Merasice,354,121,3,0,0,0,1,0,0,0,0,4,19,0,0,1,1,0,0,58,4,0,19,6,5,0,0
SK_507415,Pastuchov,739,198,6,0,0,0,3,0,0,0,0,11,41,0,0,0,1,0,2,57,14,7,29,8,19,0,0
SK_518620,Ratkovce,281,112,4,0,0,0,5,0,0,0,0,7,20,0,1,3,2,0,0,35,19,0,12,1,3,0,0
SK_507521,Sasinkovo,682,210,4,0,0,0,5,0,0,0,0,2,35,0,0,1,1,1,2,83,4,6,45,3,18,0,0
SK_507539,Siladice,549,183,3,0,1,0,15,0,0,0,0,2,16,0,0,1,1,0,0,42,7,6,63,4,22,0,0
SK_556611,Tekoldany,104,38,2,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,20,1,0,3,0,4,1,0
SK_556645,Teplicky,269,86,0,0,0,0,3,0,0,0,0,0,23,0,0,0,0,0,0,35,1,9,4,3,8,0,0
SK_507661,Trakovice,1223,446,16,0,0,1,36,0,2,0,1,7,45,0,0,2,8,0,0,104,50,15,108,13,36,2,0
SK_507792,Zlkovce,526,196,6,0,1,1,9,0,0,0,0,2,33,0,0,1,4,0,2,60,18,4,40,6,9,0,0
SK_580473,Biely Kostol,1963,738,7,0,2,1,45,0,1,0,2,8,140,0,1,1,7,0,8,141,31,43,238,26,34,1,1
SK_506788,Binovce,526,175,2,0,4,0,4,0,0,0,0,6,26,0,0,0,3,0,1,63,12,11,31,2,10,0,0
SK_506796,Bohdanovce nad Trnavou,1196,463,12,0,0,0,26,1,0,0,1,8,62,0,0,1,0,1,0,114,18,30,154,9,26,0,0
SK_506818,Boleraz,1919,646,14,0,4,2,19,1,0,0,0,16,102,0,1,5,8,4,3,191,35,27,178,9,27,0,0
SK_506826,Borova,359,147,2,0,0,0,6,0,0,0,0,3,27,0,0,0,1,0,0,38,6,5,36,14,9,0,0
SK_506842,Brestovany,2013,714,8,0,1,0,36,0,0,0,0,14,130,0,0,7,19,1,0,221,41,29,159,11,37,0,0
SK_506851,Bucany,1942,699,26,0,0,0,40,0,0,0,0,8,99,0,0,1,9,0,1,215,49,24,168,16,42,0,1
SK_506869,Bukova,568,199,6,0,0,0,3,0,0,0,0,6,38,0,0,1,2,0,0,67,7,2,45,5,16,1,0
SK_506877,Cifer,3820,1626,36,0,3,1,75,2,0,0,2,34,187,1,0,6,22,1,4,393,109,112,500,31,106,0,1
SK_506893,Dechtice,1459,640,19,0,2,0,24,0,0,1,0,13,105,0,0,6,12,0,2,226,48,26,112,12,32,0,0
SK_556599,Dlha,370,111,3,0,1,0,8,0,0,0,0,3,35,0,0,1,1,0,0,22,5,8,18,2,4,0,0
SK_506915,Dobra Voda,687,307,6,0,3,0,18,0,1,0,0,15,55,0,0,2,4,1,5,70,31,11,64,3,18,0,0
SK_506923,Dolna Krupa,2067,706,19,0,1,0,30,0,0,0,0,9,99,0,0,1,5,0,2,217,25,36,186,23,53,0,0
SK_506931,Dolne Dubove,617,226,4,0,1,1,17,0,0,0,0,3,33,0,0,0,2,0,1,55,14,11,67,2,15,0,0
SK_556661,Dolne Lovcice,648,259,5,0,0,0,12,0,0,0,0,4,28,0,1,1,4,0,1,92,19,10,52,7,22,1,0
SK_506940,Dolne Oresany,1163,438,9,0,1,0,20,0,0,0,0,4,71,0,1,8,11,0,7,112,34,13,117,9,20,1,0
SK_507041,Horna Krupa,403,151,1,0,0,0,8,0,0,0,0,9,16,0,0,0,1,0,2,48,18,5,31,1,11,0,0
SK_507059,Horne Dubove,294,123,2,0,0,0,4,0,0,0,0,1,21,0,0,0,3,0,1,41,10,2,15,8,15,0,0
SK_507067,Horne Oresany,1603,573,11,0,0,0,16,0,0,0,0,14,98,0,0,1,5,0,2,140,52,40,160,8,26,0,0
SK_581020,Hrnciarovce nad Parnou,1867,799,19,0,1,0,44,0,0,0,0,18,98,0,0,4,6,2,8,231,48,38,208,33,41,0,0
SK_507156,Jaslovske Bohunice,1886,722,23,0,1,0,30,1,0,0,0,17,94,0,1,1,3,0,5,206,38,25,209,20,47,1,0
SK_507164,Katlovce,935,369,5,0,0,0,15,0,0,0,0,9,46,0,0,2,11,1,4,107,39,15,58,22,35,0,0
SK_507211,Kosolna,694,213,2,0,0,0,22,0,0,0,0,6,24,0,0,0,0,0,1,40,10,13,75,5,15,0,0
SK_556483,Krizovany nad Dudvahom,1470,537,10,0,1,0,37,0,0,0,0,12,57,0,1,3,3,1,11,126,70,30,134,13,28,0,0
SK_556688,Losonec,513,190,7,0,6,0,9,0,0,0,1,6,37,0,1,0,3,0,2,48,13,6,31,5,15,0,0
SK_507296,Majcichov,1694,577,14,0,2,0,22,0,0,0,1,5,89,0,0,1,7,0,4,152,46,19,160,9,46,0,0
SK_507318,Malzenice,1179,412,11,0,0,0,22,0,1,0,0,5,84,0,0,2,5,1,2,118,22,16,93,8,22,0,0
SK_507351,Nahac,359,132,1,0,0,0,8,0,0,0,1,1,11,0,0,1,3,0,1,42,12,5,28,2,16,0,0
SK_556491,Opoj,1002,358,5,0,2,0,16,0,0,0,0,4,42,0,0,1,5,0,1,90,12,30,113,10,27,0,0
SK_556556,Pavlice,439,166,5,0,2,0,7,0,0,0,0,3,21,0,0,0,5,0,0,26,24,9,38,18,8,0,0
SK_556653,Radošovce (okres Trnava),307,115,0,0,0,0,9,0,0,0,2,1,18,0,0,3,2,0,0,23,14,7,30,3,2,1,0
SK_507512,Ruzindol,1340,564,10,0,6,0,37,1,0,0,1,6,69,0,0,4,5,0,4,135,36,27,165,28,29,1,0
SK_556564,Slovenska Nova Ves,432,150,0,0,0,0,16,0,0,0,0,5,24,0,0,0,0,0,3,26,3,7,47,3,16,0,0
SK_507555,Smolenice,2704,1079,17,0,1,0,66,0,1,0,2,23,111,0,0,3,10,1,9,301,80,61,323,21,49,0,0
SK_507571,Sucha nad Parnou,1815,698,16,0,1,1,43,0,0,0,1,6,98,0,0,3,3,0,7,163,37,41,218,19,41,0,0
SK_556670,Selpice,729,254,4,0,0,0,8,0,0,0,0,5,42,0,0,0,2,0,0,54,36,14,69,7,13,0,0
SK_507601,Spacince,2617,999,9,0,1,0,78,0,0,0,0,17,121,0,1,5,8,1,6,260,27,73,315,30,44,2,1
SK_507636,Surovce,1807,676,22,0,2,0,36,0,0,0,0,9,125,0,0,1,9,2,3,187,66,24,116,13,60,1,0
SK_506745,Trnava,51339,20335,383,0,24,10,1198,10,6,3,25,277,2387,4,12,65,199,9,92,4794,1519,1004,6862,508,927,14,3
SK_507687,Trstin,1147,404,1,0,0,0,23,0,0,0,0,5,58,0,0,0,14,1,1,107,32,23,118,10,11,0,0
SK_556513,Vlckovce,1094,402,6,0,1,1,23,0,0,0,1,6,61,0,1,3,2,0,3,88,24,24,111,7,38,2,0
SK_507741,Voderady,1349,498,11,0,2,1,30,1,0,0,0,7,63,0,0,1,3,2,3,109,34,51,145,10,25,0,0
SK_507768,Zavar,1775,624,12,0,0,0,31,0,0,0,0,22,83,2,0,3,7,0,1,163,48,27,156,12,57,0,0
SK_507776,Zelenec,2169,770,21,0,1,2,46,0,0,0,1,7,99,0,0,4,4,0,3,201,40,36,223,22,59,1,0
SK_581488,Zvoncin,809,317,7,0,3,0,26,0,0,0,0,3,27,0,0,1,0,1,0,71,11,21,120,6,20,0,0
SK_542652,Banovce nad Bebravou,13724,4899,69,0,9,2,181,0,1,0,2,96,612,1,4,32,62,8,38,1691,249,191,1125,100,422,3,1
SK_556793,Borcany,213,67,3,0,1,0,4,0,0,0,0,0,12,0,0,2,0,0,0,29,2,3,5,2,4,0,0
SK_542741,Brezolupy,412,172,3,0,0,0,6,0,0,0,0,5,32,0,0,0,2,0,3,53,7,9,36,2,14,0,0
SK_542776,Cimenna,84,33,1,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,9,0,1,4,0,5,0,0
SK_542806,Čierna Lehota (okres Bánovce nad Bebravou),126,70,0,0,0,0,9,0,0,0,0,0,7,0,0,1,1,2,0,29,2,4,11,0,3,1,0
SK_542822,Dezerice,846,313,4,0,4,0,16,0,0,0,3,5,44,0,0,2,3,0,1,89,23,20,74,9,16,0,0
SK_542849,Dolne Nastice,473,160,5,0,0,0,4,0,0,0,0,1,17,0,0,1,5,0,1,38,22,6,42,5,13,0,0
SK_542857,Dubnicka,118,70,1,0,0,0,2,0,0,0,0,0,10,0,0,0,1,0,2,21,3,0,17,5,7,1,0
SK_542873,Dvorec,395,144,0,0,0,0,3,0,0,0,0,5,20,0,0,1,0,1,1,71,10,4,20,0,7,1,0
SK_542890,Halacovce,276,112,0,0,0,0,8,0,0,0,0,5,9,0,0,0,0,0,8,48,7,6,15,0,6,0,0
SK_542920,Horne Nastice,404,168,3,0,0,0,6,0,0,0,0,2,27,0,0,3,2,0,0,39,28,5,42,6,5,0,0
SK_556408,Chuda Lehota,181,70,1,0,0,0,0,0,0,0,0,4,13,0,0,0,7,2,0,24,1,3,4,0,11,0,0
SK_543080,Krasna Ves,397,159,1,0,0,0,4,0,0,0,0,0,25,0,0,2,2,1,0,63,7,7,37,0,10,0,0
SK_543136,Kšinná,435,163,3,0,2,0,4,0,0,0,1,5,21,0,0,1,0,1,0,56,8,8,41,0,12,0,0
SK_556360,Libichava,119,54,2,0,0,0,1,1,0,0,1,1,7,0,0,0,1,0,5,20,2,0,4,0,9,0,0
SK_505056,Lutov,149,75,0,0,1,0,4,0,0,0,0,2,13,0,0,0,0,1,0,27,2,2,18,2,3,0,0
SK_505072,Mala Hradna,316,145,6,0,0,0,3,0,0,0,0,4,24,0,0,0,1,0,2,33,19,11,28,3,11,0,0
SK_505102,Male Hoste,347,118,0,0,0,0,2,0,0,0,0,4,23,0,0,2,0,0,0,51,1,2,17,2,14,0,0
SK_505153,Miezgovce,242,101,1,0,0,0,8,0,0,0,0,3,16,0,0,0,0,2,0,31,8,2,17,1,12,0,0
SK_505200,Nedasovce,349,120,4,0,0,0,0,0,0,0,0,5,32,0,0,1,0,1,0,52,5,4,7,1,8,0,0
SK_505277,Omastina,46,26,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,13,2,1,2,0,2,0,0
SK_556289,Otrhanky,313,118,1,0,0,0,7,0,0,0,0,3,28,0,0,4,0,0,2,29,15,5,12,2,10,0,0
SK_505331,Pecenany,440,167,2,0,0,0,4,0,0,0,0,13,37,1,0,1,1,1,0,51,6,4,28,2,16,0,0
SK_505358,Podlužany (okres Bánovce nad Bebravou),765,253,2,0,1,0,10,0,0,0,0,4,35,0,0,3,8,2,0,94,10,17,45,3,19,0,0
SK_556742,Pochabany,215,86,5,0,0,1,1,0,0,0,0,2,14,0,0,0,0,0,0,39,6,0,10,1,7,0,0
SK_505382,Pravotice,283,105,3,0,0,0,3,0,0,0,0,2,9,0,0,0,1,0,0,33,5,7,24,2,16,0,0
SK_505412,Prusy,541,187,4,0,1,0,4,0,0,0,0,5,32,0,0,0,0,1,0,46,20,10,42,6,16,0,0
SK_505447,Ruskovce (okres Bánovce nad Bebravou),434,162,4,0,0,0,4,0,0,0,0,7,28,0,0,0,2,0,1,37,18,9,41,1,8,2,0
SK_505455,Rybany,1214,427,9,0,1,1,18,0,0,1,1,0,73,1,0,4,6,0,2,125,43,22,80,9,31,0,0
SK_505471,Slatina nad Bebravou,381,152,1,0,0,0,5,0,0,0,0,4,33,0,0,0,0,0,2,51,2,4,30,2,18,0,0
SK_505480,Slatinka nad Bebravou,181,90,0,0,0,0,0,0,0,0,0,4,17,0,0,0,2,0,0,41,4,1,12,1,8,0,0
SK_505544,Sipkov,138,50,1,0,1,0,3,0,0,0,0,4,9,0,0,0,1,0,0,14,3,3,5,0,6,0,0
SK_505552,Sisov,401,145,2,0,1,0,0,0,0,0,0,6,32,0,0,1,1,1,2,71,8,3,6,1,10,0,0
SK_505579,Timoradza,404,178,2,0,0,0,6,0,0,0,0,10,30,0,0,5,0,1,1,61,4,9,34,1,14,0,0
SK_505595,Trebichava,49,29,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,0,0,10,3,1,6,0,0,0,0
SK_505625,Uhrovec,1269,465,13,0,1,1,12,0,0,0,2,2,59,0,0,1,8,2,5,156,24,22,100,6,51,0,0
SK_505633,Uhrovske Podhradie,44,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,12,0,3,0,0
SK_545651,Velke Drzkovce,521,226,0,0,3,0,7,0,0,0,0,3,40,0,0,2,0,0,2,81,27,3,31,4,23,0,0
SK_505684,Velke Hoste,454,113,3,0,1,0,5,0,0,1,0,3,21,0,0,1,3,0,0,36,4,10,16,2,7,0,0
SK_505692,Velke Chlievany,400,168,3,0,2,0,5,0,0,0,0,2,33,0,0,0,1,0,0,64,9,3,28,4,14,0,0
SK_505765,Vysocany,103,60,1,0,0,0,2,0,0,0,0,0,10,0,2,0,0,0,0,21,13,3,2,0,6,0,0
SK_505790,Zlatniky,583,236,9,0,2,0,4,0,0,2,1,3,48,0,0,1,3,0,1,98,1,3,29,2,29,0,0
SK_505811,Zitna-Radisa,372,135,4,0,0,0,6,0,0,1,0,1,16,0,0,0,0,4,2,27,1,4,54,2,13,0,0
SK_504254,Brestovec (okres Myjava),818,281,4,0,2,0,8,0,1,0,0,7,37,0,0,1,3,0,0,74,6,19,94,4,21,0,0
SK_504262,Brezova pod Bradlom,3965,1429,25,0,6,1,68,0,0,0,0,15,175,1,0,6,8,0,4,408,30,72,458,22,129,1,0
SK_504289,Bukovec (okres Myjava),352,124,2,0,0,0,5,0,0,0,0,3,14,0,0,3,1,0,0,28,3,7,42,4,12,0,0
SK_506079,Hrasne,429,149,1,0,0,0,4,0,0,0,0,4,25,0,0,2,4,0,0,23,3,14,51,1,17,0,0
SK_504408,Chvojnica (okres Myjava),270,93,3,0,0,1,1,0,0,0,0,0,11,0,0,0,1,1,1,24,2,5,27,3,13,0,0
SK_504424,Jablonka,422,157,2,0,2,0,4,0,0,0,0,2,31,0,0,1,7,0,2,36,0,6,51,5,8,0,0
