gisco_id,name,registered,turnout,invalid,blank,PATRIOT,MySlovensko,Demokrati,MSZ,SOSK,SOS,S.sk,SNS,Republika,SĽS,SRDCE-SNJ,ĽSNS,ZR,KSS,KÚ,Smer-SD,KDH,SaS,PS,Slovensko-ZĽ,Hlas-SD,Volt,SDKÚ-DS
SK_511871,Sid,963,194,5,0,7,0,3,145,0,0,0,0,5,1,0,0,0,0,0,17,0,0,5,6,0,0,0
SK_511897,Surice,366,76,2,0,0,1,3,38,0,0,0,0,8,0,0,1,0,0,0,17,0,0,5,0,1,0,0
SK_511901,Tocnica,304,95,0,0,0,0,6,1,1,0,0,7,14,0,0,1,3,1,0,26,10,1,7,3,14,0,0
SK_511919,Tomášovce (okres Lučenec),1133,452,5,0,1,0,16,2,1,0,0,12,77,0,0,0,5,0,3,140,11,23,105,6,42,3,0
SK_511927,Trebelovce,714,207,4,0,1,0,6,20,0,0,0,4,31,0,0,2,2,1,0,81,0,6,19,5,25,0,0
SK_557340,Trenc,361,38,5,0,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,13,4,0,1,4,4,0,0
SK_511943,Tuhar,281,93,0,0,0,0,2,0,0,0,0,2,20,0,0,0,0,0,0,40,5,0,11,2,11,0,0
SK_511994,Velka nad Iplom,742,149,7,0,0,0,5,36,0,0,0,3,15,0,0,4,1,0,1,47,5,2,17,2,4,0,0
SK_512010,Velke Dravce,528,110,6,0,0,0,0,48,0,0,0,1,7,0,1,0,1,1,0,11,1,2,16,11,4,0,0
SK_557307,Vidina,1453,558,18,0,2,1,15,1,0,0,0,18,85,0,0,4,3,0,2,177,22,13,133,5,58,1,0
SK_511269,Breznička (okres Poltár),619,190,8,0,1,0,6,1,0,0,0,6,45,0,1,0,4,1,2,55,15,9,23,2,11,0,0
SK_511315,Cinobana,1671,430,8,0,3,0,9,0,2,0,0,17,87,0,0,4,7,5,1,168,15,13,54,4,33,0,0
SK_511340,Ceske Brezovo,395,114,1,0,0,0,3,0,0,0,0,2,25,0,0,0,1,0,0,44,5,4,14,2,13,0,0
SK_557323,Dubakovo,85,53,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,21,4,3,10,0,5,0,0
SK_511447,Hradište (okres Poltár),190,90,0,0,1,0,6,0,0,0,0,1,7,0,0,1,0,0,2,53,2,3,8,0,6,0,0
SK_514900,Hrnciarska Ves,728,174,10,0,1,0,1,0,0,0,0,3,36,0,0,3,5,0,1,64,4,4,15,3,22,2,0
SK_514918,Hrnciarske Zaluzany,709,211,5,0,1,0,4,0,0,0,0,1,43,0,1,5,0,0,1,68,8,7,35,6,26,0,0
SK_511471,Kalinovo,1836,640,15,0,1,0,21,0,2,0,0,25,118,1,0,0,4,0,2,220,31,9,110,3,74,4,0
SK_511498,Kokava nad Rimavicou,2281,655,18,0,6,2,15,1,2,1,0,37,70,0,0,10,12,3,4,209,20,18,114,12,101,0,0
SK_511501,Krna,45,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,2,0,2,1,13,0,0
SK_511595,Malinec,1090,281,7,0,1,2,2,0,8,0,0,13,50,0,0,2,3,0,0,99,4,12,33,3,41,1,0
SK_511617,Mladzovo,90,38,0,0,0,0,2,0,0,0,0,1,7,0,0,1,0,0,0,8,7,0,5,0,7,0,0
SK_511684,Ozdin,245,101,0,0,1,0,5,0,1,0,0,4,13,0,0,1,1,0,1,30,9,2,18,2,13,0,0
SK_511765,Poltar,4307,1289,26,0,11,4,42,1,9,1,0,45,233,2,4,14,16,2,4,463,56,26,156,22,151,1,0
SK_511820,Rovnany,204,67,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,2,0,25,3,4,6,1,11,0,0
SK_515515,Selce (okres Poltár),89,26,0,0,0,0,0,0,0,0,1,3,4,0,0,3,0,0,0,6,0,2,1,0,6,0,0
SK_515591,Susany,352,148,5,0,0,0,2,0,0,0,0,3,25,0,1,4,0,2,0,30,14,7,35,0,20,0,0
SK_511889,Soltyska,90,57,1,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,0,18,9,0,10,0,8,0,0
SK_511978,Uhorske,428,154,3,0,1,0,5,0,0,0,0,4,16,1,0,6,3,0,0,63,3,0,29,2,17,1,0
SK_580317,Utekac,717,271,9,0,2,0,9,0,7,2,1,11,42,0,0,5,2,1,1,96,9,4,32,1,37,0,0
SK_512001,Velka Ves,334,107,1,0,0,0,2,0,0,0,1,3,15,0,0,3,2,0,0,28,9,1,26,3,12,1,0
SK_582051,Zlatno (okres Poltár),372,68,2,0,1,0,3,0,0,0,0,4,10,0,0,0,2,0,0,29,1,2,7,0,7,0,0
SK_514675,Drzkovce,421,105,4,0,3,1,1,65,0,0,1,3,3,0,0,0,1,0,0,11,2,0,7,0,3,0,0
SK_514721,Gemer,704,172,5,0,2,0,2,78,0,0,0,0,5,0,1,1,0,0,0,20,3,0,8,0,43,4,0
SK_514756,Gemerska Ves,720,82,1,0,1,1,0,50,0,0,0,1,3,0,0,2,0,0,1,11,2,2,3,1,3,0,0
SK_525677,Gemerske Teplice,300,69,2,0,0,0,0,3,0,0,0,4,11,0,0,1,0,0,0,29,5,0,3,0,11,0,0
SK_525685,Gemersky Sad,240,80,2,0,3,1,1,29,0,1,0,3,6,0,0,6,0,1,0,9,0,3,9,2,3,1,0
SK_514896,Hrlica,47,18,0,0,0,0,0,0,0,0,0,1,3,0,0,10,0,0,0,3,0,0,0,0,1,0,0
SK_525766,Hucin,693,61,1,0,1,1,4,24,1,0,0,0,7,0,0,1,0,0,0,4,1,1,8,4,1,1,1
SK_514977,Chvalova,131,53,0,0,2,0,3,8,0,0,0,2,6,0,0,3,0,0,0,9,1,3,8,3,5,0,0
SK_525774,Chyzne,347,98,0,0,0,0,10,2,0,0,1,5,11,0,0,3,1,0,1,27,2,2,18,4,11,0,0
SK_525791,Jelsava,2379,243,5,0,1,0,8,1,0,0,0,3,40,1,2,6,1,0,7,92,8,13,30,4,21,0,0
SK_525812,Kamenany,595,58,0,0,0,0,0,0,0,0,0,2,7,5,0,2,2,0,0,28,0,0,2,2,8,0,0
SK_515574,Levare,74,52,0,0,0,0,0,46,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
SK_515159,Levkuska,182,48,1,0,1,0,0,29,0,0,0,2,0,0,0,1,0,0,0,10,0,1,2,1,0,0,0
SK_525901,Licince,528,60,3,0,4,0,2,19,0,0,0,1,4,0,0,0,1,0,0,10,0,2,7,4,3,0,0
SK_525928,Lubenik,1015,149,6,0,2,0,6,0,0,0,2,6,27,0,0,0,1,0,0,55,7,3,12,0,22,0,0
SK_525944,Magnezitovce,353,79,1,0,0,0,1,0,0,0,0,1,11,0,1,2,0,0,1,44,1,1,6,4,4,1,0
SK_580384,Mokra Luka,450,160,3,0,0,0,3,0,0,0,0,4,21,0,1,1,0,0,0,59,3,9,39,2,14,1,0
SK_525987,Muran,957,243,2,0,3,0,6,0,0,0,0,8,35,1,0,2,5,0,3,76,18,10,38,11,24,1,0
SK_525995,Muranska Dlha Luka,680,180,2,0,1,0,10,0,0,0,0,5,23,0,0,8,2,1,2,52,4,3,47,8,10,1,1
SK_526002,Muranska Huta,185,88,0,0,0,0,9,0,0,0,4,0,7,0,0,2,0,0,1,20,2,3,33,4,3,0,0
SK_526011,Muranska Lehota,166,55,2,0,2,0,1,0,0,0,0,0,9,0,0,0,0,0,1,19,4,2,8,1,6,0,0
SK_526029,Muranska Zdychava,180,51,2,0,0,0,0,0,0,0,0,0,4,0,1,4,0,1,0,24,2,1,7,0,5,0,0
SK_526037,Nandraz,175,29,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,2,0,7,1,1,2,2,8,0,0
SK_515256,Otrocok,240,66,2,0,1,0,0,32,0,0,0,0,6,0,0,0,0,0,0,8,1,1,7,1,6,1,0
SK_515302,Ploské (okres Revúca),60,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,1,0,3,0,0
SK_515311,Polina,83,23,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,0,4,0,0
SK_526100,Prihradzany,66,31,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,1,11,2,1,4,1,5,0,0
SK_526118,Rákoš (okres Revúca),317,64,3,0,0,0,0,0,0,0,0,0,11,4,0,7,0,0,0,31,0,0,4,0,4,0,0
SK_515361,Rasice,97,57,1,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0
SK_515370,Ratkova,448,36,0,0,0,0,1,0,0,0,1,2,8,0,1,3,0,0,0,14,1,1,2,0,2,0,0
SK_515400,Ratkovske Bystre,262,84,2,0,1,1,0,0,0,0,0,1,13,0,0,8,0,0,1,27,1,1,14,3,11,0,0
SK_526142,Revuca,9142,2366,50,0,6,0,93,5,2,0,1,59,398,2,4,24,16,4,15,873,75,60,438,44,192,1,4
SK_526151,Revucka Lehota,252,118,0,0,0,0,9,0,0,0,0,1,17,0,0,1,2,0,10,22,3,3,37,7,6,0,0
SK_515507,Rybník (okres Revúca),118,23,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,7,0,0,5,5,1,0,0
SK_557820,Sása (okres Revúca),137,14,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,5,0,0,0,0,3,0,0
SK_526258,Sirk,885,153,3,0,2,0,2,1,0,0,0,4,34,0,0,2,2,2,0,71,0,6,12,4,8,0,0
SK_515523,Skeresovo,163,43,0,0,0,0,3,13,0,0,0,1,4,0,0,0,0,0,0,9,6,0,3,0,4,0,0
SK_526304,Sivetice,258,42,0,0,1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,32,1,0,0,0,1,0,0
SK_515612,Tornala,5550,1278,23,0,11,0,28,477,2,0,0,19,120,1,3,8,2,2,0,240,24,13,209,18,76,1,1
SK_526321,Turcok,208,48,1,0,0,0,2,0,0,0,1,0,6,0,0,5,0,1,0,27,0,2,0,0,3,0,0
SK_515761,Višňové (okres Revúca),55,16,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,9,0,0
SK_515833,Žiar (okres Revúca),86,27,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0
SK_557757,Abovce,509,103,0,0,0,1,1,54,0,1,0,5,9,1,0,1,2,0,0,13,2,0,7,1,5,0,0
SK_514489,Babinec,61,36,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,19,0,1,7,0,4,0,0
SK_514501,Barca,402,43,0,0,3,0,0,26,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,4,1,0,0
SK_514519,Batka,661,184,6,0,0,0,0,111,2,0,0,3,18,0,1,0,2,0,0,19,0,3,15,1,3,0,0
SK_514535,Belin,131,31,2,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,9,1,2,1,2,7,0,0
SK_514543,Blhovce,610,114,0,0,1,0,1,69,0,1,0,0,5,0,0,0,0,0,1,17,0,2,9,8,0,0,0
SK_514551,Bottovo,169,73,0,0,0,0,1,0,1,0,0,1,22,0,0,1,0,0,0,32,2,3,6,0,4,0,0
SK_514586,Budikovany,49,17,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,6,2,0,3,0,2,0,0
SK_514594,Cakov,249,78,1,0,0,2,0,68,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
SK_514608,Cerencany,441,143,4,0,0,0,3,1,2,0,0,2,25,0,0,5,1,0,0,37,5,10,34,3,11,0,0
SK_514616,Cierny Potok,120,58,0,0,2,0,2,0,1,0,0,0,9,0,0,0,0,0,0,28,0,2,6,1,7,0,0
SK_514624,Ciz,556,197,15,0,0,0,3,40,0,0,0,0,23,0,1,1,0,0,1,59,6,0,27,2,19,0,0
SK_514632,Dolne Zahorany,154,55,0,0,0,0,1,33,0,0,0,2,5,0,0,0,0,0,0,2,2,0,7,0,3,0,0
SK_514641,Drazice,188,34,2,0,0,0,0,19,1,0,0,0,2,0,0,0,0,0,0,3,1,0,1,3,2,0,0
SK_514659,Driencany,171,60,2,0,0,0,3,2,0,0,0,0,13,0,0,3,0,0,0,22,0,1,10,0,4,0,0
SK_514667,Drna,158,31,0,0,2,0,0,21,1,0,1,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0
SK_514683,Dubno,127,48,0,0,1,0,0,29,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,5,3,0,0
SK_514691,Dubovec,410,65,2,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,18,1,0,5,2,1,0,0
SK_557919,Dulovo,163,33,5,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0
SK_514713,Figa,318,47,2,0,0,0,0,22,0,0,0,2,7,0,0,0,0,0,0,11,1,0,0,2,0,0,0
SK_514730,Gemercek,81,30,1,0,0,1,0,8,0,0,0,0,4,0,0,1,0,0,0,9,0,0,4,1,1,0,0
SK_514764,Gemerske Dechtare,343,117,0,0,0,0,0,100,6,0,0,0,3,0,0,0,0,0,0,5,1,0,0,2,0,0,0
SK_557889,Gemerske Michalovce,75,27,0,0,0,0,1,13,0,0,0,0,2,0,0,1,0,0,0,2,2,2,4,0,0,0,0
SK_514781,Gemersky Jablonec,547,120,0,0,2,0,2,75,2,0,0,0,11,0,0,0,1,0,0,15,0,2,9,1,0,0,0
SK_514799,Gortva,378,34,2,0,1,0,1,5,0,0,0,2,2,0,0,0,1,0,0,8,1,0,6,4,1,0,0
SK_514811,Hajnacka,931,213,3,0,2,1,0,118,0,0,0,2,13,1,0,1,0,0,0,43,2,2,12,5,8,0,0
SK_514829,Hnusta,5181,1137,21,0,7,0,44,2,4,1,0,28,197,2,0,9,12,6,2,397,25,46,182,13,135,4,0
SK_514837,Hodejov,1079,167,8,0,8,2,4,49,1,0,0,2,13,0,0,0,1,0,0,34,0,1,15,15,13,1,0
SK_514845,Hodejovec,134,44,0,0,0,1,2,20,0,0,0,1,5,0,0,2,0,0,0,8,0,0,2,0,3,0,0
SK_514853,Horne Zahorany,93,42,0,0,0,0,0,1,1,0,0,3,5,0,0,1,0,0,0,14,0,0,12,0,5,0,0
SK_514861,Hostice,713,199,0,0,1,0,3,94,58,0,0,2,10,1,0,0,0,0,0,21,0,0,6,0,3,0,0
SK_514870,Hostisovce,175,16,1,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,3,0,0,2,0,3,0,0
SK_514888,Hrachovo,639,231,5,0,0,0,13,0,0,0,0,5,51,0,0,4,3,1,2,74,9,5,37,2,20,0,0
SK_514926,Hrusovo,159,74,4,0,0,0,4,0,0,0,0,2,6,0,0,3,0,0,0,24,3,4,9,2,13,0,0
SK_514934,Hubovo,101,30,0,0,0,0,0,21,0,0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,1,0,0
SK_514942,Husina,399,89,4,0,1,0,2,69,2,0,0,1,2,0,0,0,0,0,0,4,1,0,1,2,0,0,0
SK_514951,Chanava,565,114,1,0,0,0,1,75,0,0,0,0,8,0,0,1,0,0,0,10,0,1,8,4,5,0,0
SK_514969,Chramec,303,74,0,0,1,1,2,48,3,0,0,0,1,0,0,0,0,0,0,5,0,0,3,8,2,0,0
SK_514985,Ivanice,160,49,0,0,5,1,0,23,0,0,0,1,8,0,0,1,0,0,0,1,0,2,4,2,1,0,0
SK_514993,Janice,176,61,5,0,3,1,1,36,0,0,0,0,1,0,0,1,0,0,0,5,1,1,0,0,0,5,1
SK_515001,Jesenské (okres Rimavská Sobota),1815,321,5,0,0,0,8,92,2,0,0,10,30,0,2,1,1,1,5,81,7,1,50,8,16,1,0
SK_515019,Jestice,119,47,4,0,0,1,0,32,1,0,0,0,3,0,0,0,0,1,0,4,0,0,0,0,1,0,0
SK_515027,Kalosa,565,101,2,0,2,0,0,62,0,0,0,1,4,0,0,1,0,0,0,10,0,1,7,7,2,2,0
SK_515035,Kesovce,173,45,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,1,0
SK_515043,Klenovec,2367,563,10,0,1,2,18,0,0,0,1,20,122,0,2,9,3,0,5,182,13,17,81,9,67,0,1
SK_515051,Kociha,167,44,1,0,0,0,0,1,0,0,0,0,4,0,0,6,0,0,0,17,1,0,4,1,9,0,0
SK_515060,Konradovce,235,35,1,0,0,0,0,17,0,0,0,0,3,0,0,1,0,0,0,6,0,0,2,1,3,0,1
SK_515078,Kral,730,162,4,0,1,0,2,85,0,0,0,1,1,1,0,1,1,0,0,27,0,1,15,3,19,0,0
SK_515086,Kraskovo,93,31,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,16,1,0,4,1,2,0,0
SK_515094,Krokava,24,15,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5,1,1,2,0,1,0,0
SK_515108,Kruzno,289,106,1,0,0,0,3,1,0,0,0,2,19,0,0,2,0,0,1,35,2,4,20,0,16,0,0
SK_515116,Kyjatice,72,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,12,0,5,0,0
SK_515124,Lehota nad Rimavicou,257,114,1,0,0,0,4,0,0,0,0,4,19,0,0,4,0,0,0,31,1,8,25,0,17,0,0
SK_515132,Lenartovce,421,102,1,0,4,0,0,62,0,0,0,0,4,0,1,1,0,0,0,16,1,3,1,4,2,1,1
SK_515141,Lenka,164,78,1,0,0,0,3,36,0,0,0,2,5,0,0,0,0,0,0,7,1,0,15,0,8,0,0
SK_515167,Lipovec (okres Rimavská Sobota),55,16,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,1,6,0,3,0,0
SK_515175,Lukovistia,166,72,3,0,0,2,5,1,0,0,0,2,20,0,0,0,0,0,0,20,1,1,8,0,8,1,0
SK_515183,Martinova,177,32,0,0,1,1,0,16,0,0,0,0,6,0,0,1,0,0,0,4,0,0,0,0,2,1,0
SK_515205,Neporadza (okres Rimavská Sobota),234,67,1,0,2,0,1,37,1,0,0,0,14,0,1,0,0,0,0,6,2,0,1,1,0,0,0
SK_557790,Nizny Skalnik,157,54,1,0,1,0,0,2,1,0,1,0,19,0,0,0,0,0,0,9,1,3,7,0,9,0,0
SK_515230,Nova Basta,378,144,3,0,4,0,0,116,0,0,0,3,8,0,0,0,0,0,0,5,1,0,2,0,2,0,0
SK_515248,Oravka,125,50,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,1,0,12,4,2,14,0,8,0,0
SK_515264,Ozdany,1246,251,11,0,1,1,7,19,1,0,0,1,41,0,0,0,3,0,0,50,6,15,74,5,16,0,0
SK_515272,Padarovce,117,29,0,0,2,0,3,0,0,0,0,0,2,0,0,3,0,0,0,7,1,0,6,4,1,0,0
SK_515281,Pavlovce (okres Rimavská Sobota),272,46,1,0,0,1,2,9,5,0,0,2,7,0,0,1,0,1,0,9,0,1,3,2,2,0,0
SK_515299,Petrovce (okres Rimavská Sobota),173,80,3,0,1,0,1,57,0,0,0,0,2,0,0,0,0,0,0,2,0,0,11,0,3,0,0
SK_515337,Poproč (okres Rimavská Sobota),29,23,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,9,1,1,0,1,3,0,0
SK_515345,Potok (okres Rimavská Sobota),40,36,0,0,0,0,2,0,0,0,0,1,7,0,0,0,0,1,0,12,1,0,9,0,3,0,0
SK_515353,Radnovce,672,178,15,0,4,0,1,106,3,2,2,0,6,0,0,0,0,0,0,24,2,0,2,2,7,2,0
SK_557854,Rakytnik,217,53,1,0,0,0,0,24,0,0,0,4,11,0,0,0,0,2,0,9,0,0,1,0,1,0,0
SK_515388,Ratkovska Lehota,43,27,0,0,0,0,2,1,0,0,0,2,3,0,0,2,0,1,2,6,3,0,2,1,2,0,0
SK_515396,Ratkovska Sucha,42,30,0,0,0,0,2,0,0,0,0,0,9,5,0,3,0,0,0,5,0,0,4,0,2,0,0
SK_557765,Riečka (okres Rimavská Sobota),179,41,0,0,1,0,1,16,1,0,0,0,4,0,0,0,0,0,0,2,0,4,12,0,0,0,0
SK_515426,Rimavska Bana,388,100,1,0,0,1,8,0,0,0,0,1,34,0,0,0,0,0,0,25,4,1,14,5,4,2,0
SK_515442,Rimavska Sec,1477,262,13,0,14,2,3,174,2,0,0,1,12,0,0,0,1,1,0,15,0,0,16,0,8,0,0
SK_514462,Rimavska Sobota,17523,4932,98,0,19,2,193,646,40,0,8,73,603,2,6,25,23,6,9,1209,88,167,1241,87,378,8,1
SK_515451,Rimavske Brezovo,389,105,1,0,3,1,3,1,0,0,0,2,20,1,3,1,0,0,0,39,1,5,11,0,13,0,0
SK_515469,Rimavske Janovce,1168,256,11,0,1,0,15,28,27,0,2,5,36,0,0,0,2,2,3,46,3,4,45,3,23,0,0
SK_557811,Rimavske Zaluzany,278,108,3,0,1,0,3,0,0,0,0,3,10,0,1,1,0,1,0,44,3,3,13,4,18,0,0
SK_515485,Rovné (okres Rimavská Sobota),90,38,0,0,0,0,0,0,0,0,0,3,5,0,0,1,2,1,0,21,0,0,3,0,2,0,0
SK_515493,Rumince,291,73,1,0,0,0,0,39,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,1,11,0,0
SK_515531,Slizke,153,20,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,9,2,0,2,2,0,0,0
SK_515540,Stara Basta,280,97,8,0,0,0,2,71,1,0,0,0,1,0,0,0,0,0,0,3,0,0,11,0,0,0,0
SK_515566,Stranska,284,49,0,0,0,0,0,11,1,0,0,3,11,0,0,0,4,0,0,8,0,2,1,1,7,0,0
SK_515582,Studena,222,68,3,0,2,0,0,45,2,0,0,0,1,0,1,0,0,0,0,5,0,0,4,3,0,2,0
SK_515604,Sutor,463,35,3,0,2,0,0,23,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0
SK_515621,Simonovce,391,97,3,0,1,0,0,57,0,0,0,1,4,0,0,1,0,1,0,18,1,1,4,3,2,0,0
SK_515639,Sirkovce,675,126,2,0,4,0,0,84,0,0,0,0,8,0,0,1,0,0,0,19,1,1,2,0,4,0,0
SK_515647,Spanie Pole,69,28,0,0,0,0,0,1,0,0,0,2,10,0,0,0,0,1,0,10,0,1,0,0,3,0,0
SK_515655,Strkovec,292,99,3,0,1,0,0,54,0,0,0,1,4,0,0,1,0,1,0,19,1,2,6,1,4,1,0
SK_515663,Tachty,425,152,4,0,10,0,1,107,0,0,0,2,9,1,0,1,0,0,0,2,0,0,7,5,2,1,0
SK_515671,Teply Vrch,244,99,2,0,2,0,0,4,0,0,0,2,17,0,0,0,0,0,0,32,3,6,15,1,15,0,0
SK_515680,Tisovec,3021,791,13,0,1,0,29,1,1,1,1,20,152,1,6,8,2,2,2,234,29,36,148,14,89,1,0
SK_515698,Tomášovce (okres Rimavská Sobota),176,42,0,0,0,0,0,24,3,0,0,1,1,0,0,0,0,0,0,5,1,1,3,2,1,0,0
SK_515701,Uzovska Panica,558,83,1,0,1,0,2,29,0,0,0,0,17,0,0,0,0,0,1,6,2,1,22,0,1,0,0
SK_515795,Valice,220,28,1,0,2,0,0,13,0,0,0,0,2,0,0,1,0,0,0,3,0,0,5,0,1,0,0
SK_515710,Vcelince,636,110,4,0,3,0,2,48,0,0,1,0,9,0,0,0,1,0,0,22,2,1,11,1,5,0,0
SK_515728,Vecelkov,178,81,4,0,0,0,0,53,0,0,0,0,7,0,0,0,0,0,0,8,0,1,8,0,0,0,0
SK_515736,Velke Teriakovce,618,139,2,0,2,0,4,2,1,0,0,2,35,1,0,1,0,0,0,53,4,3,9,1,19,0,0
SK_515744,Velky Blh,893,152,1,0,3,1,6,60,1,1,1,1,17,0,0,0,0,0,0,21,0,1,16,9,13,0,0
SK_515752,Vieska nad Blhom,123,57,0,0,1,1,0,43,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
SK_515779,Vlkyna,266,84,0,0,2,2,0,68,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,5,1,0
SK_557901,Vysne Valice,203,52,0,0,2,0,0,35,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,7,1,0,0
SK_515809,Vysny Skalnik,127,40,1,0,1,0,1,0,0,0,0,2,5,0,0,0,1,0,0,8,0,0,13,0,8,0,0
SK_515817,Zador,105,36,1,0,0,0,1,25,0,0,1,0,1,0,0,1,0,0,0,2,0,0,3,0,1,0,0
SK_557927,Zacharovce,309,57,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,1,23,2,3,14,0,1,0,0
SK_515841,Zip,176,69,3,0,5,0,1,36,0,0,0,0,3,1,0,1,1,1,0,3,1,2,2,8,1,0,0
SK_515868,Balog nad Iplom,638,268,5,0,0,1,2,185,0,0,0,3,15,0,1,0,0,0,0,26,2,3,17,0,8,0,0
SK_515876,Batorova,282,68,1,0,0,0,0,10,0,0,0,0,12,0,1,1,0,0,0,11,5,4,11,5,7,0,0
SK_515884,Brusnik,92,30,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,20,0,1,0,0,1,1,0
SK_515892,Busince,1076,187,10,0,2,0,10,49,0,0,0,0,20,0,1,2,0,0,0,48,3,1,19,6,16,0,0
SK_515906,Cebovce,849,180,2,0,0,0,2,68,0,0,0,2,23,0,1,1,0,1,1,30,1,8,27,0,13,0,0
SK_515914,Celare,459,71,0,0,3,0,2,7,1,1,0,0,13,0,1,3,2,0,0,13,4,1,8,5,6,0,1
SK_528242,Čeľovce,1018,265,5,0,4,0,9,1,0,0,1,3,38,0,0,1,1,1,0,79,49,5,44,4,19,1,0
SK_515931,Cervenany,33,16,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,1,0,0
SK_515949,Dacov Lom,302,68,0,0,1,0,2,0,0,0,0,4,6,0,0,0,1,0,0,31,1,2,11,0,9,0,0
SK_515957,Dolinka,401,125,1,0,0,0,0,84,0,0,0,0,12,0,0,1,3,0,0,13,0,0,8,0,3,0,0
SK_515965,Dolna Strehova,803,239,6,0,0,0,12,0,0,0,0,7,33,0,0,2,3,0,1,58,21,6,44,21,24,1,0
SK_515973,Dolne Plachtince,494,166,5,0,0,0,6,1,1,0,0,6,21,0,1,2,5,1,1,50,6,5,30,7,17,0,1
SK_515981,Dolne Strhare,168,70,1,0,0,0,2,2,0,0,0,2,15,0,1,3,0,0,0,19,2,3,7,3,9,1,0
SK_515990,Durkovce,89,15,1,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,4,0,0,2,0,2,0,0
SK_516007,Glabusovce,103,45,0,0,1,0,1,6,0,0,0,1,7,0,1,0,0,0,0,12,2,3,3,5,3,0,0
SK_516015,Horna Strehova,116,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,2,13,2,7,0,0
SK_516023,Horne Plachtince,182,47,1,0,0,0,1,0,0,0,0,2,8,0,0,2,0,0,0,12,0,2,11,3,5,0,0
SK_516031,Horne Strhare,205,45,0,0,0,0,0,0,1,0,0,4,8,0,0,1,1,0,0,7,2,1,11,2,7,0,0
SK_516040,Hrušov (okres Veľký Krtíš),700,246,7,0,0,0,12,2,0,1,0,6,22,0,3,2,3,0,3,71,18,13,47,3,32,1,0
SK_516058,Chrastince,168,27,1,0,0,0,0,1,0,0,0,3,3,0,2,1,0,0,0,8,0,1,4,0,3,0,0
SK_516066,Chrtany,105,29,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,1,3,1,3,2,0,0
SK_516074,Ipelske Predmostie,446,146,6,0,0,0,1,79,0,0,0,0,10,0,1,1,0,1,0,24,3,1,18,0,1,0,0
SK_516082,Kamenne Kosihy,300,100,1,0,0,0,5,39,0,0,0,3,16,0,1,0,0,0,1,11,5,1,11,1,5,0,0
