gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,CDS-PP.PPM,B.E.,PCP-PEV,MPT,NC,PAN,PNR,PCTP/MRPP,PDR,PTP-MAS,PURP,L/TDA,PPD/PSD.CDS-PP,PPV/CDC,JPP,PPM,CDS-PP,PTP
PT_031017,Vilar Da Veiga,1301,717,9,24,260,0,0,41,37,4,3,2,2,11,10,3,1,3,302,3,0,2,0,0
PT_031122,Anissó e Soutelo,472,243,8,1,72,0,0,17,12,1,0,2,0,5,6,2,0,1,115,0,0,1,0,0
PT_031123,Anjos e Vilar do Chão,692,391,8,9,119,0,0,12,10,1,0,5,0,2,4,3,0,1,216,0,0,1,0,0
PT_031124,Caniçada e Soengas,642,341,4,4,104,0,0,13,11,0,0,1,0,4,5,1,1,1,191,0,1,0,0,0
PT_031105,Cantelães,788,424,4,12,152,0,0,30,34,0,1,1,3,3,3,2,1,3,174,0,1,0,0,0
PT_031107,Eira Vedra,734,413,4,3,152,0,0,28,17,0,0,3,8,6,5,2,2,4,175,0,0,4,0,0
PT_031108,Guilhofrei,1196,545,3,5,151,0,0,40,11,0,3,4,0,3,12,2,1,1,307,2,0,0,0,0
PT_031109,Louredo,549,216,5,3,48,0,0,10,3,1,0,0,0,2,0,0,0,1,142,1,0,0,0,0
PT_031110,Mosteiro,793,437,11,6,132,0,0,28,7,0,0,2,0,5,3,0,0,0,240,1,1,1,0,0
PT_031111,Parada de Bouro,565,299,1,3,99,0,0,19,9,0,0,2,0,2,1,0,1,2,158,0,0,2,0,0
PT_031112,Pinheiro,499,277,7,13,78,0,0,20,4,0,0,1,1,6,2,4,0,1,138,0,0,2,0,0
PT_031113,Rossas,1986,909,12,1,298,0,0,34,23,3,2,4,1,6,14,4,2,2,497,3,2,1,0,0
PT_031125,Ruivães e Campos,1002,540,7,9,205,0,0,24,10,0,2,0,0,7,3,1,0,1,269,2,0,0,0,0
PT_031115,Salamonde,473,211,2,4,94,0,0,11,6,1,0,1,2,1,0,1,0,0,87,0,0,1,0,0
PT_031118,Tabuaças,927,520,9,14,159,0,0,30,11,0,2,3,1,2,9,2,0,1,274,1,0,2,0,0
PT_031126,Ventosa e Cova,709,323,4,6,65,0,0,15,10,0,0,2,0,4,6,1,0,1,206,0,2,1,0,0
PT_031120,Vieira Do Minho,2473,1285,12,17,459,0,0,88,67,3,0,13,4,11,7,5,3,7,584,1,1,3,0,0
PT_031250,Antas e Abade de Vermoim,6131,3932,37,88,1172,0,0,361,190,11,10,29,14,41,42,14,6,13,1894,3,1,6,0,0
PT_031251,Arnoso (Santa Maria e Santa Eulália) e Sezures,3218,2181,40,55,729,0,0,208,103,7,5,13,6,20,18,10,4,8,941,5,2,7,0,0
PT_031252,Avidos e Lagoa,2275,1542,15,37,510,0,0,155,48,5,3,17,5,12,28,2,4,7,687,3,1,3,0,0
PT_031204,Bairro,3246,1956,19,47,639,0,0,187,101,7,2,19,8,15,25,7,3,8,863,4,0,2,0,0
PT_031206,Brufe,2026,1300,17,33,455,0,0,106,62,6,1,8,3,12,18,3,0,4,568,3,1,0,0,0
PT_031253,Carreira e Bente,2411,1440,20,33,524,0,0,134,73,2,3,10,5,18,14,2,2,6,592,0,1,1,0,0
PT_031210,Castelões,1763,1100,8,29,390,0,0,124,47,4,0,5,7,7,25,6,0,6,438,4,0,0,0,0
PT_031212,Cruz,1480,1089,18,26,305,0,0,107,49,2,1,8,5,7,18,2,5,3,528,2,2,1,0,0
PT_031213,Delães,3709,2198,23,52,959,0,0,258,147,4,1,14,2,34,40,7,1,9,633,3,3,8,0,0
PT_031254,Esmeriz e Cabeçudos,3124,2002,25,70,561,0,0,162,62,4,5,15,2,17,22,8,3,7,1031,4,1,3,0,0
PT_031215,Fradelos,3290,1984,31,31,640,0,0,136,50,5,5,9,8,13,19,4,3,3,1022,0,2,3,0,0
PT_031216,Gavião,3358,2210,25,47,699,0,0,186,87,1,5,31,5,22,25,3,5,14,1040,6,4,5,0,0
PT_031255,"Gondifelos, Cavalões e Outiz",4383,2732,34,49,643,0,0,207,74,5,4,19,8,22,34,6,4,8,1605,6,3,1,0,0
PT_031219,Joane,7000,4526,54,116,1537,0,0,383,183,13,7,28,19,41,96,17,6,24,1982,9,2,9,0,0
PT_031221,Landim,2711,1603,25,36,592,0,0,138,41,4,3,17,6,25,26,3,2,6,672,4,0,3,0,0
PT_031256,"Lemenhe, Mouquim e Jesufrei",2777,1937,26,60,578,0,0,134,43,9,4,10,7,24,31,3,6,6,987,3,3,3,0,0
PT_031223,Louro,1950,1408,21,32,458,0,0,96,52,4,3,6,7,14,20,6,3,7,673,2,2,2,0,0
PT_031224,Lousado,3425,2271,30,51,853,0,0,246,142,11,3,27,5,43,35,9,8,7,791,5,3,2,0,0
PT_031225,Mogege,1747,1151,5,19,368,0,0,93,47,1,3,9,7,18,31,4,2,6,533,3,2,0,0,0
PT_031227,Nine,2621,1704,21,43,641,0,0,109,72,6,5,16,4,24,29,9,2,5,706,1,7,4,0,0
PT_031239,Oliveira (Santa Maria),3223,2027,15,49,661,0,0,278,138,6,3,10,7,23,32,11,3,4,778,5,3,1,0,0
PT_031242,Oliveira (São Mateus),2387,1460,12,20,543,0,0,145,166,5,1,10,5,23,12,2,2,7,498,5,0,4,0,0
PT_031230,Pedome,2028,1195,14,27,464,0,0,120,106,3,3,8,4,21,21,4,3,6,388,1,0,2,0,0
PT_031232,Pousada De Saramagos,2053,1288,16,24,479,0,0,127,77,7,2,10,6,16,20,7,2,12,478,0,3,2,0,0
PT_031233,Requião,2867,1863,31,32,497,0,0,176,71,8,7,17,7,16,29,3,8,6,949,2,1,3,0,0
PT_031234,Riba De Ave,3205,2023,19,48,734,0,0,232,229,8,2,15,3,24,24,6,5,4,664,2,1,3,0,0
PT_031235,Ribeirão,7642,4972,58,101,1148,0,0,428,160,19,13,30,24,53,88,17,11,19,2777,5,10,11,0,0
PT_031257,Ruivães e Novais,2826,1756,20,35,777,0,0,164,65,10,4,14,7,24,29,6,5,5,584,2,2,3,0,0
PT_031258,Seide,1451,936,14,15,255,0,0,92,27,2,4,5,2,10,14,0,0,3,488,3,0,2,0,0
PT_031259,"Vale (São Cosme), Telhado e Portela",4810,3064,51,92,772,0,0,232,131,15,5,23,13,36,50,9,4,7,1607,7,2,8,0,0
PT_031241,Vale (São Martinho),1849,1238,20,39,397,0,0,105,30,2,2,11,5,7,19,4,2,6,581,5,1,2,0,0
PT_031247,Vermoim,2715,1700,19,27,581,0,0,175,65,7,2,12,4,20,23,4,2,6,746,4,1,2,0,0
PT_031260,Vila Nova de Famalicão e Calendário,17917,11126,157,289,3518,0,0,1063,571,33,20,120,42,118,133,30,18,58,4918,14,13,11,0,0
PT_031249,Vilarinho Das Cambas,1125,792,10,25,214,0,0,68,15,1,3,10,2,10,7,3,4,1,417,0,2,0,0,0
PT_031359,Aboim da Nóbrega e Gondomar,1167,508,9,9,111,0,0,21,8,1,0,2,1,2,6,6,3,4,323,1,0,1,0,0
PT_031304,Atiães,483,293,4,4,44,0,0,12,2,0,0,2,2,1,4,1,0,0,217,0,0,0,0,0
PT_031308,Cabanelas,1862,934,12,21,348,0,0,59,36,3,1,2,8,7,29,1,2,1,402,0,1,1,0,0
PT_031361,Carreiras (São Miguel) e Carreiras (Santiago),1031,465,8,11,92,0,0,14,10,5,3,2,3,4,8,6,1,1,291,2,2,2,0,0
PT_031309,Cervães,2096,1067,14,27,213,0,0,47,13,2,2,5,2,9,15,4,0,7,704,3,0,0,0,0
PT_031311,Coucieiro,497,276,3,4,48,0,0,15,4,0,3,4,0,3,5,2,0,3,182,0,0,0,0,0
PT_031313,Dossãos,442,271,3,3,40,0,0,7,8,0,2,2,0,1,1,0,1,1,201,1,0,0,0,0
PT_031362,Escariz (São Mamede) e Escariz (São Martinho),869,468,3,9,83,0,0,27,8,5,0,2,1,2,7,3,1,1,313,2,0,1,0,0
PT_031363,"Esqueiros, Nevogilde e Travassós",995,559,14,12,149,0,0,36,11,2,1,4,2,6,11,0,1,1,309,0,0,0,0,0
PT_031316,Freiriz,1076,520,7,12,52,0,0,24,13,1,3,3,4,5,13,3,0,1,376,1,0,2,0,0
PT_031317,Geme,501,277,12,3,82,0,0,26,3,0,1,3,2,0,2,0,0,2,140,1,0,0,0,0
PT_031323,Lage,2755,1503,22,27,353,0,0,131,51,5,7,10,7,17,33,10,2,6,810,5,1,6,0,0
PT_031324,Lanhas,595,369,6,10,111,0,0,26,12,1,0,0,0,4,6,0,4,0,188,0,0,1,0,0
PT_031325,Loureira,1097,591,9,34,194,0,0,61,20,3,2,7,2,5,10,6,0,2,235,1,0,0,0,0
PT_031364,Marrancos e Arcozelo,928,498,5,18,75,0,0,15,5,0,0,1,2,4,7,1,0,3,360,2,0,0,0,0
PT_031328,Moure,1564,788,6,30,141,0,0,35,19,1,1,3,3,4,8,4,2,2,528,0,0,1,0,0
PT_031330,Oleiros,1301,629,8,13,151,0,0,44,29,1,2,4,5,10,13,2,1,4,338,2,2,0,0,0
PT_031365,Oriz (Santa Marinha) e Oriz (São Miguel),591,339,5,10,50,0,0,4,6,1,1,0,1,3,3,1,3,0,250,1,0,0,0,0
PT_031331,Parada De Gatim,786,342,6,3,76,0,0,10,6,1,0,1,3,0,9,2,0,1,220,2,0,2,0,0
PT_031335,Pico,628,333,7,12,70,0,0,19,3,1,1,1,0,2,9,0,0,1,206,0,1,0,0,0
PT_031366,"Pico de Regalados, Gondiães e Mós",1432,937,24,17,249,0,0,58,31,1,2,12,5,8,12,3,2,1,506,2,1,3,0,0
PT_031337,Ponte,517,273,3,5,64,0,0,17,6,1,0,2,0,1,6,0,1,1,165,0,0,1,0,0
PT_031350,Prado (São Miguel),719,368,6,7,73,0,0,10,1,0,0,1,1,2,8,1,1,3,250,1,0,3,0,0
PT_031360,Ribeira do Neiva,4086,1982,35,53,245,0,0,82,39,4,4,11,4,20,38,10,4,7,1408,9,2,7,0,0
PT_031340,Sabariz,436,272,5,4,44,0,0,19,6,3,2,4,0,6,9,2,0,1,164,2,1,0,0,0
PT_031367,"Sande, Vilarinho, Barros e Gomide",1421,824,11,21,132,0,0,46,20,0,1,5,4,7,19,4,4,0,548,1,0,1,0,0
PT_031352,Soutelo,2005,1178,15,19,396,0,0,100,43,4,0,13,2,12,30,11,1,4,521,2,3,2,0,0
PT_031354,Turiz,1658,913,23,14,215,0,0,65,32,3,2,8,9,13,20,4,1,7,494,2,1,0,0,0
PT_031369,Vade,1990,980,10,20,188,0,0,25,11,5,1,3,2,4,11,3,1,3,688,1,1,3,0,0
PT_031368,"Valbom (São Pedro), Passô e Valbom (São Martinho)",749,360,6,9,72,0,0,9,14,0,3,2,3,3,5,1,5,2,223,1,1,1,0,0
PT_031355,Valdreu,643,324,2,4,81,0,0,9,9,0,0,0,0,0,4,2,0,0,209,2,0,2,0,0
PT_031342,Vila De Prado,4209,2344,29,52,723,0,0,236,103,3,5,15,12,31,44,8,6,11,1055,7,1,3,0,0
PT_031370,Vila Verde e Barbudo,6573,3434,43,85,1018,0,0,289,99,11,7,31,10,27,66,19,12,25,1671,4,6,11,0,0
PT_031408,Caldas de Vizela (São Miguel e São João),9688,5996,74,97,2286,0,0,841,343,11,36,42,31,78,103,19,13,29,1973,4,6,10,0,0
PT_031404,Infias,1636,1027,9,11,356,0,0,129,50,5,4,7,6,17,16,5,0,8,398,3,2,1,0,0
PT_031401,Santa Eulália,4792,2779,38,53,1097,0,0,372,128,18,5,17,18,34,61,9,0,6,900,6,7,10,0,0
PT_031409,Tagilde e Vizela (São Paio),2812,1714,17,29,627,0,0,220,112,9,6,7,8,21,20,2,4,5,618,6,3,0,0,0
PT_031406,Vizela (Santo Adrião),2084,1313,13,25,457,0,0,134,66,3,4,4,10,21,17,5,3,7,538,2,4,0,0,0
PT_040121,"Agrobom, Saldonha e Vale Pereiro",403,176,6,2,75,0,0,4,5,1,0,0,0,2,1,0,0,0,77,0,1,2,0,0
PT_040102,Alfândega Da Fé,1957,1147,21,22,498,0,0,66,41,1,3,6,2,10,0,2,0,4,465,0,3,3,0,0
PT_040103,Cerejais,223,113,0,0,45,0,0,1,0,0,0,0,0,1,1,0,0,1,64,0,0,0,0,0
PT_040122,"Eucisia, Gouveia e Valverde",446,233,5,4,98,0,0,9,8,0,1,0,0,6,2,2,0,1,97,0,0,0,0,0
PT_040123,Ferradosa e Sendim da Serra,294,172,2,3,65,0,0,7,4,1,1,2,0,0,1,1,0,2,82,0,1,0,0,0
PT_040124,Gebelim e Soeima,413,212,5,7,75,0,0,10,0,2,1,2,2,3,0,0,0,0,104,0,1,0,0,0
PT_040125,Parada e Sendim da Ribeira,270,165,1,2,77,0,0,15,4,2,0,0,0,5,0,3,0,1,54,0,0,1,0,0
PT_040126,Pombal e Vales,199,128,6,3,49,0,0,4,1,0,0,0,0,0,0,1,0,0,64,0,0,0,0,0
PT_040111,Sambade,558,288,4,12,110,0,0,9,3,1,0,0,1,2,1,0,0,0,145,0,0,0,0,0
PT_040118,Vilar Chão,305,160,3,1,54,0,0,7,1,0,1,1,0,0,0,1,0,0,91,0,0,0,0,0
PT_040119,Vilarelhos,275,168,3,4,63,0,0,5,3,0,0,1,0,2,0,3,0,1,83,0,0,0,0,0
PT_040120,Vilares De Vilariça,257,128,4,2,49,0,0,9,2,1,0,0,0,1,0,1,0,1,58,0,0,0,0,0
PT_040201,Alfaião,210,116,2,0,36,0,0,7,1,1,1,1,0,0,2,0,0,0,64,0,0,1,0,0
PT_040250,Aveleda e Rio de Onor,443,178,2,5,66,0,0,5,2,0,1,2,0,0,0,1,0,1,91,0,0,2,0,0
PT_040203,Babe,341,133,3,2,31,0,0,3,1,0,1,1,0,0,0,1,0,2,87,0,1,0,0,0
PT_040204,Baçal,546,270,7,5,70,0,0,22,1,0,0,1,4,2,3,1,0,3,150,0,0,1,0,0
PT_040206,Carragosa,265,107,3,2,48,0,0,6,1,1,0,0,0,0,1,1,0,0,44,0,0,0,0,0
PT_040251,Castrelos e Carrazedo,291,124,5,6,19,0,0,4,5,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0
PT_040209,Castro De Avelãs,326,174,1,2,41,0,0,17,1,0,0,1,0,1,2,0,0,1,106,0,1,0,0,0
PT_040210,Coelhoso,509,195,1,2,53,0,0,2,1,0,0,1,0,0,0,0,0,2,133,0,0,0,0,0
PT_040212,Donai,436,203,0,5,60,0,0,10,3,0,2,0,0,4,0,1,0,1,117,0,0,0,0,0
PT_040213,Espinhosela,318,171,1,1,63,0,0,6,1,0,1,1,0,2,1,2,0,0,91,0,0,1,0,0
PT_040215,França,348,170,1,1,43,0,0,13,4,0,0,0,0,1,1,1,0,1,103,0,1,0,0,0
PT_040216,Gimonde,396,199,3,4,55,0,0,14,12,0,0,2,0,1,0,1,0,1,106,0,0,0,0,0
PT_040217,Gondesende,214,104,2,4,28,0,0,10,3,0,0,0,0,1,0,1,0,1,53,0,0,1,0,0
PT_040218,Gostei,478,225,4,5,68,0,0,10,7,0,1,1,0,4,1,2,0,0,120,0,1,1,0,0
PT_040219,Grijó De Parada,399,158,6,3,47,0,0,6,12,1,0,0,0,2,2,0,0,2,77,0,0,0,0,0
PT_040252,"Izeda, Calvelhe e Paradinha Nova",1284,475,14,8,183,0,0,21,8,0,2,1,1,4,0,3,0,4,224,0,0,2,0,0
PT_040221,Macedo Do Mato,294,112,4,0,34,0,0,5,9,0,0,0,0,0,1,2,0,0,57,0,0,0,0,0
PT_040224,Mós,260,77,4,2,22,0,0,5,4,0,0,1,0,3,0,0,0,0,34,0,0,2,0,0
PT_040225,Nogueira,496,257,4,2,106,0,0,13,6,0,0,1,0,1,1,2,0,1,120,0,0,0,0,0
PT_040226,Outeiro,342,136,1,2,58,0,0,5,0,0,0,0,0,0,1,1,0,0,68,0,0,0,0,0
PT_040253,Parada e Failde,934,391,6,4,159,0,0,8,12,2,2,0,1,3,2,0,0,0,192,0,0,0,0,0
PT_040229,Parâmio,278,120,2,2,47,0,0,5,4,1,0,0,0,1,0,0,0,0,56,0,2,0,0,0
PT_040230,Pinela,335,115,6,2,29,0,0,4,4,1,1,0,2,1,2,0,0,0,62,0,0,1,0,0
PT_040232,Quintanilha,271,148,3,1,79,0,0,10,7,0,0,1,1,1,0,0,0,1,43,0,0,1,0,0
PT_040233,Quintela De Lampaças,305,132,3,0,45,0,0,5,3,0,0,0,0,0,0,1,0,0,75,0,0,0,0,0
PT_040234,Rabal,273,121,3,5,20,0,0,2,15,1,2,1,0,2,0,1,0,0,68,0,1,0,0,0
PT_040254,Rebordainhos e Pombares,291,115,1,1,27,0,0,4,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0
PT_040236,Rebordãos,569,228,5,8,55,0,0,12,3,1,0,1,1,0,1,1,0,1,137,0,2,0,0,0
PT_040255,Rio Frio e Milhão,449,260,2,6,77,0,0,14,2,0,0,0,0,2,4,0,0,0,151,0,2,0,0,0
PT_040239,Salsas,494,179,5,4,47,0,0,5,1,1,0,0,0,5,1,1,0,0,109,0,0,0,0,0
PT_040240,Samil,965,494,10,16,202,0,0,41,15,2,0,2,0,1,1,1,0,2,200,0,1,0,0,0
PT_040241,Santa Comba De Rossas,374,154,2,2,56,0,0,17,3,1,0,1,0,1,1,1,0,0,68,0,0,1,0,0
PT_040256,São Julião de Palácios e Deilão,593,209,7,3,28,0,0,1,1,0,0,0,0,2,5,4,0,1,157,0,0,0,0,0
PT_040244,São Pedro De Sarracenos,379,207,1,9,70,0,0,27,4,1,0,3,0,3,2,0,0,0,86,0,1,0,0,0
PT_040257,"Sé, Santa Maria e Meixedo",20650,9737,190,190,3690,0,0,743,393,30,20,94,34,52,101,41,0,43,4062,0,28,26,0,0
PT_040246,Sendas,228,115,2,3,17,0,0,3,0,1,0,1,0,3,0,1,0,0,84,0,0,0,0,0
PT_040247,Serapicos,332,122,3,3,31,0,0,3,2,1,0,0,0,0,0,0,0,0,79,0,0,0,0,0
PT_040248,Sortes,315,131,3,1,52,0,0,15,0,2,0,1,0,1,1,1,0,1,52,0,1,0,0,0
PT_040249,Zóio,197,91,1,1,20,0,0,4,2,0,0,0,1,0,1,1,0,1,59,0,0,0,0,0
PT_040320,Amedo e Zedes,557,218,5,2,62,0,0,20,12,1,1,1,2,3,2,2,0,1,102,0,1,1,0,0
PT_040321,Belver e Mogo de Malta,447,205,8,3,64,0,0,10,3,0,1,2,0,1,2,2,0,1,107,0,0,1,0,0
PT_040304,Carrazeda De Ansiães,1582,761,14,12,297,0,0,56,27,5,3,2,0,4,7,3,0,1,327,0,1,2,0,0
PT_040322,Castanheiro do Norte e Ribalonga,549,280,4,9,94,0,0,18,9,0,1,4,0,5,1,0,0,0,135,0,0,0,0,0
PT_040306,Fonte Longa,327,138,2,5,25,0,0,9,1,1,0,2,0,0,0,0,0,0,93,0,0,0,0,0
PT_040323,"Lavandeira, Beira Grande e Selores",505,256,7,3,56,0,0,16,8,0,1,1,3,2,7,2,0,0,149,0,0,1,0,0
PT_040308,Linhares,529,234,8,6,77,0,0,9,6,0,1,3,1,4,3,1,0,0,114,0,0,1,0,0
PT_040309,Marzagão,316,153,10,1,45,0,0,7,3,2,1,0,2,5,1,0,0,1,74,0,0,1,0,0
PT_040311,Parambos,258,157,5,1,46,0,0,10,6,0,0,2,1,3,2,1,0,0,79,0,0,1,0,0
PT_040312,Pereiros,257,118,0,0,40,0,0,4,2,0,0,2,2,4,0,0,0,0,62,0,0,2,0,0
PT_040313,Pinhal Do Norte,310,143,4,5,36,0,0,6,4,0,0,0,0,0,0,1,0,1,86,0,0,0,0,0
PT_040314,Pombal,305,164,5,5,39,0,0,7,7,0,0,2,0,2,2,1,0,1,93,0,0,0,0,0
PT_040316,Seixo De Ansiães,327,170,5,4,49,0,0,6,4,2,1,1,0,3,1,2,0,1,89,0,0,2,0,0
PT_040318,Vilarinho da Castanheira,583,228,2,4,62,0,0,8,15,1,0,3,2,2,1,0,0,2,124,0,1,1,0,0
PT_040407,Freixo de Espada à Cinta e Mazouco,2111,1047,13,16,423,0,0,80,33,4,1,3,3,7,8,4,0,4,446,0,2,0,0,0
PT_040408,Lagoaça e Fornos,601,320,9,4,122,0,0,16,11,0,3,1,0,2,3,0,0,0,147,0,0,2,0,0
PT_040404,Ligares,388,216,1,1,94,0,0,13,6,0,1,2,0,1,1,1,0,0,93,0,0,2,0,0
PT_040406,Poiares,409,220,2,3,101,0,0,13,3,0,0,1,1,1,1,1,0,1,91,0,0,1,0,0
PT_040539,Ala e Vilarinho do Monte,669,294,6,8,94,0,0,11,5,1,0,4,0,4,1,1,0,1,155,0,0,3,0,0
PT_040502,Amendoeira,453,263,7,8,63,0,0,16,12,1,0,2,0,3,1,0,0,2,147,0,0,1,0,0
PT_040503,Arcas,391,178,2,3,34,0,0,6,1,0,0,0,0,0,0,2,0,1,127,0,1,1,0,0
PT_040540,Bornes e Burga,629,206,2,3,52,0,0,11,3,0,0,0,0,2,0,1,0,2,130,0,0,0,0,0
PT_040507,Carrapatas,239,123,3,2,32,0,0,7,4,1,0,0,1,5,3,0,0,1,63,0,1,0,0,0
PT_040541,Castelãos e Vilar do Monte,515,255,6,2,62,0,0,11,11,4,0,0,0,2,1,0,0,0,155,0,1,0,0,0
PT_040509,Chacim,406,149,3,0,48,0,0,5,3,1,1,0,0,0,2,3,0,2,77,0,0,4,0,0
PT_040510,Cortiços,427,184,4,0,74,0,0,4,18,1,0,0,0,5,1,0,0,1,76,0,0,0,0,0
PT_040511,Corujas,206,120,3,4,21,0,0,5,2,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0
PT_040542,"Espadanedo, Edroso, Murçós e Soutelo Mourisco",760,266,5,4,77,0,0,1,3,1,1,0,0,2,3,2,0,0,166,0,0,1,0,0
PT_040514,Ferreira,399,135,3,2,27,0,0,0,0,1,1,0,0,0,0,1,0,0,100,0,0,0,0,0
PT_040515,Grijó De Vale Benfeito,527,208,4,2,59,0,0,14,2,3,0,1,0,1,2,1,0,0,118,0,0,1,0,0
PT_040516,Lagoa,410,192,6,1,57,0,0,4,4,1,1,0,1,1,2,2,0,0,111,0,0,1,0,0
PT_040517,Lamalonga,459,178,2,1,44,0,0,2,1,1,0,0,1,1,1,1,0,1,121,0,1,0,0,0
PT_040518,Lamas De Podence,339,173,2,4,24,0,0,4,4,1,0,0,0,0,0,1,0,0,131,0,0,2,0,0
PT_040519,Lombo,355,192,3,4,50,0,0,5,2,0,0,1,1,3,4,1,0,0,116,0,0,2,0,0
PT_040520,Macedo De Cavaleiros,6075,3127,63,59,1085,0,0,214,100,7,7,15,6,22,33,7,0,10,1487,0,2,10,0,0
PT_040521,Morais,736,205,9,1,80,0,0,7,3,0,0,0,1,1,5,1,0,1,91,0,2,3,0,0
PT_040523,Olmos,278,141,6,3,58,0,0,1,6,0,0,1,1,1,0,1,0,1,61,0,1,0,0,0
PT_040524,Peredo,278,145,1,1,44,0,0,16,4,1,1,0,0,3,2,1,0,0,71,0,0,0,0,0
PT_040543,Podence e Santa Combinha,458,203,1,4,70,0,0,10,0,2,0,0,1,1,1,3,0,0,109,0,0,1,0,0
PT_040526,Salselas,499,219,3,1,73,0,0,14,6,0,0,5,0,3,3,0,0,1,108,0,0,2,0,0
PT_040528,Sezulfe,349,159,3,2,47,0,0,17,2,1,1,0,0,4,0,0,0,0,78,0,0,4,0,0
PT_040530,Talhas,523,201,4,1,71,0,0,4,3,1,0,4,2,0,0,2,0,0,105,0,2,2,0,0
PT_040544,Talhinhas e Bagueixe,482,199,3,2,81,0,0,13,6,0,2,1,2,2,1,1,0,1,80,0,3,1,0,0
PT_040532,Vale Benfeito,251,120,3,0,30,0,0,8,1,0,0,0,1,1,0,0,0,0,76,0,0,0,0,0
PT_040533,Vale Da Porca,359,182,4,2,50,0,0,16,5,1,1,4,0,1,0,0,0,1,96,0,1,0,0,0
PT_040534,Vale De Prados,487,230,3,4,96,0,0,17,4,2,0,0,1,2,4,1,0,0,95,0,0,1,0,0
PT_040536,Vilarinho De Agrochão,256,136,1,1,38,0,0,0,1,1,0,0,3,1,2,0,0,0,88,0,0,0,0,0
PT_040538,Vinhas,329,128,0,2,39,0,0,3,5,2,0,0,0,3,4,0,0,1,67,0,0,2,0,0
PT_040618,Constantim e Cicouro,254,121,1,8,44,0,0,6,2,0,0,0,0,0,1,1,0,1,55,0,0,2,0,0
PT_040604,Duas Igrejas,729,331,6,3,124,0,0,14,3,4,0,2,0,2,0,2,0,2,169,0,0,0,0,0
PT_040605,Genísio,242,104,4,3,42,0,0,3,1,0,0,0,0,0,2,0,0,1,48,0,0,0,0,0
PT_040619,Ifanes e Paradela,332,191,1,2,73,0,0,5,3,1,2,0,1,0,1,1,0,0,100,0,0,1,0,0
PT_040607,Malhadas,399,162,1,2,56,0,0,4,5,1,0,0,1,1,0,2,0,2,85,0,1,1,0,0
PT_040608,Miranda Do Douro,1974,1086,23,19,443,0,0,43,10,5,3,3,2,3,4,3,0,9,509,0,0,7,0,0
PT_040609,Palaçoulo,517,259,9,8,81,0,0,1,2,0,1,1,3,1,5,1,0,1,145,0,0,0,0,0
PT_040611,Picote,314,168,2,4,84,0,0,9,4,0,1,1,1,2,1,1,0,0,56,0,0,2,0,0
PT_040612,Póvoa,222,118,2,4,32,0,0,7,0,0,0,1,0,0,0,0,0,0,71,0,0,1,0,0
PT_040613,São Martinho De Angueira,398,170,6,3,66,0,0,1,1,0,1,1,0,2,0,2,0,0,86,0,1,0,0,0
PT_040620,Sendim e Atenor,1449,750,21,15,311,0,0,43,11,1,2,1,1,4,1,3,0,0,335,0,0,1,0,0
PT_040621,Silva e Águas Vivas,597,256,8,10,51,0,0,16,4,1,2,0,1,0,5,1,0,1,154,0,0,2,0,0
PT_040616,Vila Chã De Braciosa,392,198,6,5,51,0,0,6,10,1,0,0,1,1,1,1,0,0,115,0,0,0,0,0
PT_040701,Abambres,410,192,5,2,35,0,0,12,7,2,1,1,2,0,1,1,0,0,121,0,1,1,0,0
PT_040702,Abreiro,302,157,6,2,35,0,0,3,5,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
PT_040703,Aguieiras,377,147,7,3,11,0,0,17,1,2,1,1,1,0,0,0,0,0,102,0,0,1,0,0
PT_040704,Alvites,304,96,1,1,30,0,0,4,3,0,0,1,0,4,0,0,0,0,51,0,1,0,0,0
PT_040738,Avantos e Romeu,451,199,3,0,52,0,0,9,8,0,0,1,0,3,1,0,0,0,122,0,0,0,0,0
PT_040739,"Avidagos, Navalho e Pereira",547,306,5,6,78,0,0,28,8,2,3,0,1,4,4,2,0,0,165,0,0,0,0,0
PT_040740,"Barcel, Marmelos e Valverde da Gestosa",437,182,3,3,54,0,0,17,4,1,0,1,0,3,3,0,0,1,92,0,0,0,0,0
PT_040708,Bouça,362,159,2,1,38,0,0,10,1,1,0,1,0,0,0,0,0,0,105,0,0,0,0,0
PT_040709,Cabanelas,429,203,5,5,41,0,0,12,4,0,1,0,0,2,0,0,0,0,131,0,0,2,0,0
PT_040710,Caravelas,260,115,3,0,26,0,0,2,4,1,0,0,0,1,2,0,0,0,76,0,0,0,0,0
PT_040711,Carvalhais,1259,604,10,10,207,0,0,36,59,0,3,5,1,11,8,1,0,3,249,0,0,1,0,0
PT_040712,Cedães,450,224,7,7,55,0,0,9,11,0,0,1,1,1,1,1,0,2,128,0,0,0,0,0
PT_040713,Cobro,186,92,2,2,6,0,0,1,2,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0
PT_040714,Fradizela,298,141,2,1,28,0,0,11,1,1,0,1,2,3,5,0,0,0,85,0,0,1,0,0
PT_040741,Franco e Vila Boa,403,181,3,2,44,0,0,5,2,0,1,0,1,3,4,1,0,2,113,0,0,0,0,0
