gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,CDS-PP.PPM,B.E.,PCP-PEV,MPT,NC,PAN,PNR,PCTP/MRPP,PDR,PTP-MAS,PURP,L/TDA,PPD/PSD.CDS-PP,PPV/CDC,JPP,PPM,CDS-PP,PTP
PT_150608,Gaio-Rosário e Sarilhos Pequenos,1927,1388,17,21,486,0,0,117,506,0,2,19,8,31,11,8,4,7,147,0,2,2,0,0
PT_150603,Moita,15661,9259,143,146,2897,0,0,1346,2290,45,27,194,79,202,92,32,33,88,1607,0,19,19,0,0
PT_150709,Atalaia e Alto-Estanqueiro-Jardia,4152,2273,29,49,866,0,0,280,290,6,7,38,24,24,32,10,5,12,592,0,3,6,0,0
PT_150701,Canha,1285,694,7,9,312,0,0,48,74,2,3,5,1,11,5,1,3,1,210,0,1,1,0,0
PT_150710,Montijo e Afonsoeiro,31016,16719,197,334,5565,0,0,2335,2126,59,62,324,131,268,191,91,52,211,4717,0,21,35,0,0
PT_150711,Pegões,3018,1567,22,32,509,0,0,155,193,6,6,23,14,28,12,8,8,16,525,0,1,9,0,0
PT_150704,Sarilhos Grandes,2526,1426,14,19,475,0,0,151,359,8,4,19,12,45,26,6,3,9,269,0,1,6,0,0
PT_150802,Palmela,14644,8737,139,174,2835,0,0,1268,1221,23,28,159,35,128,118,42,39,97,2398,0,7,26,0,0
PT_150803,Pinhal Novo,21229,12140,192,210,3933,0,0,2004,2405,52,54,225,87,262,157,46,42,120,2298,0,13,40,0,0
PT_150806,Poceirão e Marateca,6774,3313,71,54,1099,0,0,274,623,16,15,48,22,91,43,11,24,31,878,0,3,10,0,0
PT_150804,Quinta Do Anjo,9583,5784,81,141,1805,0,0,802,941,24,26,124,28,97,47,27,18,71,1530,0,5,17,0,0
PT_150901,Abela,781,551,4,6,166,0,0,35,198,1,2,5,2,8,0,3,1,3,116,0,1,0,0,0
PT_150902,Alvalade,1730,948,8,13,235,0,0,84,343,2,0,2,0,20,7,2,4,7,219,0,0,2,0,0
PT_150903,Cercal,2956,1658,25,32,596,0,0,161,446,5,6,17,11,54,10,10,9,6,259,0,3,8,0,0
PT_150904,Ermidas-Sado,1742,1042,15,18,306,0,0,137,316,3,2,2,3,26,6,2,5,2,198,0,0,1,0,0
PT_150912,"Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",6730,3966,48,79,1371,0,0,447,771,7,12,42,20,69,33,17,17,34,980,0,4,15,0,0
PT_150907,Santo André,9024,5244,66,141,1676,0,0,883,726,24,27,79,27,77,64,31,18,60,1320,0,7,18,0,0
PT_150913,São Domingos e Vale de Água,1261,712,8,11,252,0,0,56,253,1,3,3,0,14,0,0,2,3,103,0,1,2,0,0
PT_150910,São Francisco Da Serra,687,433,8,7,130,0,0,36,93,0,1,4,1,12,3,1,1,5,129,0,1,1,0,0
PT_151002,Amora,41419,23207,320,396,8384,0,0,2940,4107,97,78,472,151,327,209,86,98,212,5223,0,47,60,0,0
PT_151005,Corroios,41315,25410,459,460,8928,0,0,3444,3703,92,97,521,179,317,243,111,94,278,6377,0,45,62,0,0
PT_151006,Fernão Ferro,14144,8860,198,154,2982,0,0,1118,1140,33,38,160,65,99,101,36,36,79,2589,0,11,21,0,0
PT_151007,"Seixal, Arrentela e Aldeia de Paio Pires",38162,21903,390,409,6764,0,0,3088,5223,80,90,446,160,383,184,118,69,222,4177,0,47,53,0,0
PT_151103,Quinta Do Conde,21190,11768,175,194,3601,0,0,1840,1896,50,36,327,124,163,154,78,48,105,2926,0,21,30,0,0
PT_151101,Sesimbra (Castelo),16140,9436,172,197,3090,0,0,1229,1309,51,47,192,52,158,121,36,35,109,2604,0,18,16,0,0
PT_151102,Sesimbra (Santiago),5010,2606,30,31,930,0,0,306,499,5,6,45,14,44,28,7,10,17,624,0,4,6,0,0
PT_151209,Azeitão (São Lourenço e São Simão),15289,9720,125,178,3116,0,0,1224,1221,45,41,186,54,124,108,106,31,126,2984,0,18,33,0,0
PT_151207,Gâmbia - Pontes - Alto Da Guerra,4847,3048,36,69,946,0,0,388,661,13,7,54,21,54,42,23,11,21,696,0,1,5,0,0
PT_151210,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",34305,20048,270,357,6777,0,0,2602,2510,78,82,426,103,224,161,82,112,215,5983,0,15,51,0,0
PT_151208,Sado,4779,2985,40,49,1039,0,0,383,865,12,13,35,25,83,19,19,16,26,353,0,4,4,0,0
PT_151205,Setúbal (São Sebastião),44263,23058,279,388,8224,0,0,3542,3975,88,103,539,168,438,245,105,125,201,4562,0,32,44,0,0
PT_151302,Porto Covo,910,548,8,10,190,0,0,92,84,3,1,3,3,7,8,0,1,4,132,0,0,2,0,0
PT_151301,Sines,11151,6129,88,106,2045,0,0,972,1194,18,37,91,27,139,57,28,27,98,1177,0,10,15,0,0
PT_160101,Aboim Das Choças,380,205,1,4,66,0,0,3,4,3,4,1,1,1,0,3,0,2,110,1,0,1,0,0
PT_160102,Aguiã,860,365,4,8,123,0,0,20,15,0,4,2,1,0,6,3,0,2,174,2,0,1,0,0
PT_160152,Alvora e Loureda,614,257,5,6,51,0,0,9,12,1,1,0,0,1,4,1,2,1,162,0,0,1,0,0
PT_160154,"Arcos de Valdevez (Salvador), Vila Fonche e Parada",2684,1328,15,38,475,0,0,113,60,3,6,23,1,5,21,7,0,4,548,4,0,5,0,0
PT_160153,Arcos de Valdevez (São Paio) e Giela,1795,858,16,29,293,0,0,54,37,0,5,6,3,0,5,4,0,2,401,1,0,2,0,0
PT_160104,Ázere,326,129,0,1,19,0,0,9,2,0,1,0,1,0,2,4,0,0,90,0,0,0,0,0
PT_160105,Cabana Maior,437,141,5,1,16,0,0,4,0,1,0,0,1,2,2,2,0,0,105,0,1,1,0,0
PT_160106,Cabreiro,635,231,10,3,48,0,0,3,0,0,3,1,0,2,0,1,1,0,157,1,0,1,0,0
PT_160108,Cendufe,385,187,4,2,50,0,0,6,1,0,2,1,1,0,4,1,0,0,113,0,0,2,0,0
PT_160109,Couto,820,309,5,5,86,0,0,17,5,1,3,1,2,0,15,6,0,1,161,0,0,1,0,0
PT_160155,Eiras e Mei,514,223,2,1,55,0,0,3,19,0,2,0,0,3,1,5,0,0,127,0,0,5,0,0
PT_160113,Gavieira,582,161,2,2,42,0,0,1,1,1,2,3,1,1,2,6,0,0,96,1,0,0,0,0
PT_160115,Gondoriz,1315,485,13,8,122,0,0,17,9,4,6,0,2,2,10,6,0,2,279,1,0,4,0,0
PT_160156,Grade e Carralcova,585,230,5,2,36,0,0,5,4,0,3,0,2,1,2,2,0,0,167,1,0,0,0,0
PT_160157,Guilhadeses e Santar,1206,593,7,23,136,0,0,31,15,0,1,6,10,5,26,2,2,4,319,2,1,3,0,0
PT_160158,Jolda (Madalena) e Rio Cabrão,594,289,10,8,69,0,0,9,2,1,0,2,1,0,0,1,0,1,184,1,0,0,0,0
PT_160142,Jolda (São Paio),407,212,3,5,67,0,0,5,1,0,1,0,0,4,0,1,0,0,123,0,0,2,0,0
PT_160121,Miranda,548,213,2,5,61,0,0,10,1,0,3,1,0,4,6,7,0,0,106,2,0,5,0,0
PT_160122,Monte Redondo,328,160,2,2,20,0,0,3,1,0,1,1,1,0,1,0,0,0,127,0,0,1,0,0
PT_160123,Oliveira,373,178,1,5,51,0,0,0,3,1,0,1,3,2,3,4,1,1,101,1,0,0,0,0
PT_160124,Paçô,1053,470,9,15,163,0,0,18,12,0,6,4,1,2,6,3,0,3,225,0,0,3,0,0
PT_160159,Padreiro (Salvador e Santa Cristina),466,243,6,6,59,0,0,12,3,0,2,0,0,2,6,0,0,0,146,0,0,1,0,0
PT_160125,Padroso,327,142,0,4,33,0,0,2,2,2,1,0,0,0,0,3,0,0,93,0,0,2,0,0
PT_160160,Portela e Extremo,594,217,3,3,53,0,0,13,1,1,3,2,0,0,1,0,0,0,134,1,1,1,0,0
PT_160128,Prozelo,970,404,6,7,126,0,0,19,5,2,4,2,0,7,8,7,3,1,201,2,1,3,0,0
PT_160131,Rio De Moinhos,606,268,5,7,62,0,0,11,1,0,1,0,1,6,1,1,2,0,165,1,0,4,0,0
PT_160130,Rio Frio,1021,375,2,18,86,0,0,10,1,0,2,1,4,2,2,10,0,0,229,2,0,6,0,0
PT_160133,Sabadim,622,223,7,2,60,0,0,14,4,1,2,1,1,1,0,3,1,0,123,1,0,2,0,0
PT_160161,São Jorge e Ermelo,1113,404,11,8,99,0,0,20,7,1,7,1,1,1,5,4,1,1,233,1,0,3,0,0
PT_160144,Senharei,374,114,0,0,24,0,0,3,2,0,1,1,2,1,0,4,0,1,75,0,0,0,0,0
PT_160145,Sistelo,371,149,3,1,14,0,0,2,1,1,1,1,0,1,3,2,0,0,117,0,0,2,0,0
PT_160146,Soajo,1436,322,11,11,73,0,0,15,27,0,2,2,2,8,4,3,0,0,161,1,0,2,0,0
PT_160162,Souto e Tabaçô,1037,508,5,7,115,0,0,25,16,0,6,1,1,2,26,7,0,2,289,2,1,3,0,0
PT_160163,Távora (Santa Maria e São Vicente),1079,571,6,7,226,0,0,17,10,1,7,0,2,2,6,7,0,0,276,1,0,3,0,0
PT_160149,Vale,955,412,6,8,109,0,0,11,10,1,6,3,3,2,20,2,0,0,229,1,0,1,0,0
PT_160164,"Vilela, São Cosme e São Damião e Sá",703,350,3,8,76,0,0,9,4,1,0,1,1,2,4,8,0,0,231,2,0,0,0,0
PT_160201,Âncora,1172,640,10,27,245,0,0,74,33,2,4,6,2,5,14,3,0,2,207,6,0,0,0,0
PT_160221,"Arga (Baixo, Cima e São João)",223,147,1,3,47,0,0,2,0,1,2,1,0,0,0,4,0,0,85,0,0,1,0,0
PT_160205,Argela,385,219,9,13,79,0,0,15,12,0,2,3,0,1,3,2,1,0,76,0,0,3,0,0
PT_160222,Caminha (Matriz) e Vilarelho,2501,1432,31,29,576,0,0,97,113,9,9,15,7,9,15,5,3,2,506,4,0,2,0,0
PT_160209,Dem,366,188,3,3,64,0,0,10,3,0,1,1,3,1,3,2,0,1,90,0,0,3,0,0
PT_160223,Gondar e Orbacém,453,265,4,10,115,0,0,15,9,1,4,3,1,1,2,0,1,0,97,1,0,1,0,0
PT_160211,Lanhelas,993,593,12,13,196,0,0,47,11,2,6,8,4,2,15,2,2,1,265,0,2,5,0,0
PT_160224,Moledo e Cristelo,1587,901,11,30,339,0,0,73,58,3,7,7,3,9,7,6,4,5,335,0,0,4,0,0
PT_160214,Riba De Âncora,741,408,4,8,112,0,0,38,16,3,2,3,0,4,10,7,0,1,195,3,1,1,0,0
PT_160215,Seixas,1460,739,11,15,330,0,0,61,35,2,11,4,2,2,9,1,2,3,247,2,0,2,0,0
PT_160225,Venade e Azevedo,988,552,12,14,166,0,0,37,23,0,4,3,2,7,15,5,1,2,253,1,2,5,0,0
PT_160217,Vila Praia De Âncora,5021,2401,36,52,882,0,0,245,134,8,9,34,13,19,29,11,5,10,894,6,2,12,0,0
PT_160218,Vilar De Mouros,753,441,10,16,162,0,0,42,58,0,4,6,4,1,10,3,0,3,119,2,0,1,0,0
PT_160220,Vile,287,187,4,6,59,0,0,9,9,3,3,1,0,1,2,1,0,0,86,2,0,1,0,0
PT_160301,Alvaredo,613,250,9,14,92,0,0,21,9,0,6,2,3,2,8,3,0,1,78,0,1,1,0,0
PT_160319,Castro Laboreiro e Lamas de Mouro,1029,278,3,9,127,0,0,23,7,1,3,3,2,0,1,3,0,0,94,1,0,1,0,0
PT_160320,Chaviães e Paços,996,309,6,9,134,0,0,16,8,0,5,0,0,2,7,6,1,0,109,3,1,2,0,0
PT_160304,Cousso,488,126,0,6,26,0,0,2,1,1,2,1,0,1,3,1,1,1,80,0,0,0,0,0
PT_160305,Cristoval,717,234,7,4,78,0,0,9,7,1,2,0,2,1,3,2,0,0,117,0,0,1,0,0
PT_160307,Fiães,351,100,4,1,49,0,0,1,1,0,0,1,0,2,0,0,0,0,41,0,0,0,0,0
PT_160308,Gave,359,121,1,9,23,0,0,3,4,0,1,0,0,1,0,0,0,0,78,0,0,1,0,0
PT_160311,Paderne,1414,435,9,14,169,0,0,28,11,3,2,4,4,3,5,5,1,0,175,0,0,2,0,0
PT_160321,Parada do Monte e Cubalhão,1055,293,2,4,50,0,0,1,1,0,2,1,2,0,4,6,0,0,217,0,0,3,0,0
PT_160313,Penso,579,226,4,4,76,0,0,16,5,0,0,0,1,4,4,1,0,2,107,1,1,0,0,0
PT_160322,Prado e Remoães,609,271,5,9,117,0,0,22,6,1,3,1,0,0,4,3,0,4,94,0,1,1,0,0
PT_160317,São Paio,826,252,0,6,106,0,0,13,3,1,2,3,0,6,2,1,0,0,104,2,1,2,0,0
PT_160323,Vila e Roussas,2662,951,17,31,379,0,0,60,30,3,8,8,2,7,12,3,3,4,378,4,0,2,0,0
PT_160401,Abedim,263,106,5,5,22,0,0,2,1,0,0,0,0,3,0,2,0,0,66,0,0,0,0,0
PT_160434,Anhões e Luzio,371,201,4,2,31,0,0,6,2,0,2,1,0,1,4,2,0,1,140,1,1,3,0,0
PT_160404,Barbeita,1047,447,4,13,133,0,0,47,13,0,6,2,0,2,12,6,1,3,198,2,1,4,0,0
PT_160405,Barroças E Taias,384,172,1,6,25,0,0,3,0,0,2,0,0,1,5,1,1,1,125,0,0,1,0,0
PT_160406,Bela,716,342,7,12,101,0,0,24,4,4,3,1,1,0,4,1,1,1,175,0,1,2,0,0
PT_160407,Cambeses,495,263,3,12,74,0,0,20,11,0,1,2,2,0,5,4,0,0,129,0,0,0,0,0
PT_160435,Ceivães e Badim,786,334,4,14,141,0,0,27,10,0,4,2,1,2,2,2,0,1,124,0,0,0,0,0
PT_160410,Lara,312,161,2,8,51,0,0,17,0,0,0,0,0,0,1,3,0,0,78,0,0,1,0,0
PT_160411,Longos Vales,1112,476,13,12,149,0,0,22,8,2,7,1,2,4,4,4,0,0,242,1,1,4,0,0
PT_160436,Mazedo e Cortes,3077,1528,23,55,506,0,0,155,49,2,4,20,3,13,33,13,0,5,635,3,2,7,0,0
PT_160415,Merufe,1182,487,4,5,68,0,0,17,12,1,12,0,1,4,4,9,0,3,335,4,4,4,0,0
PT_160437,"Messegães, Valadares e Sá",760,334,5,6,123,0,0,16,9,1,6,0,3,6,8,4,0,1,144,0,1,1,0,0
PT_160438,Monção e Troviscoso,3476,1575,21,39,655,0,0,107,48,5,9,6,6,7,19,4,2,10,627,5,0,5,0,0
PT_160418,Moreira,695,333,2,12,53,0,0,26,5,0,3,1,1,1,6,4,0,0,215,2,1,1,0,0
PT_160420,Pias,896,455,11,18,94,0,0,26,7,0,7,1,3,1,5,0,0,0,279,0,1,2,0,0
PT_160421,Pinheiros,327,183,0,7,31,0,0,10,3,0,1,4,1,2,6,2,0,0,115,0,0,1,0,0
PT_160422,Podame,339,172,2,3,68,0,0,11,4,1,1,1,1,0,1,2,0,0,76,1,0,0,0,0
PT_160423,Portela,280,119,2,2,30,0,0,11,4,0,0,0,2,0,6,2,0,1,57,1,0,1,0,0
PT_160424,Riba De Mouro,1344,438,12,5,87,0,0,24,1,2,8,1,1,0,6,7,1,1,278,3,0,1,0,0
PT_160439,"Sago, Lordelo e Parada",578,280,2,2,26,0,0,12,3,0,2,2,0,0,3,2,0,1,224,0,0,1,0,0
PT_160427,Segude,414,179,5,9,58,0,0,5,4,0,1,0,1,2,2,0,1,0,91,0,0,0,0,0
PT_160428,Tangil,910,369,2,7,84,0,0,25,22,0,0,1,1,5,5,6,0,0,210,0,0,1,0,0
PT_160440,Troporiz e Lapela,580,303,8,10,137,0,0,16,9,3,2,0,1,5,4,1,0,1,105,0,1,0,0,0
PT_160431,Trute,390,144,2,4,21,0,0,5,1,0,2,0,0,0,4,1,0,0,103,0,1,0,0,0
PT_160501,Agualonga,305,166,2,0,62,0,0,17,6,0,4,2,1,2,2,1,0,0,67,0,0,0,0,0
PT_160522,Bico e Cristelo,872,313,5,7,132,0,0,18,9,1,6,1,0,1,10,3,0,1,110,3,2,4,0,0
PT_160503,Castanheira,619,289,3,6,108,0,0,19,7,1,3,3,2,2,1,5,1,0,126,1,0,1,0,0
PT_160523,Cossourado e Linhares,577,295,6,3,118,0,0,27,11,0,0,0,2,2,10,4,0,0,110,0,0,2,0,0
PT_160505,Coura,445,197,2,1,54,0,0,12,8,1,1,1,1,2,1,3,0,0,107,2,0,1,0,0
PT_160507,Cunha,499,235,2,5,101,0,0,20,3,0,6,1,1,1,4,0,0,0,88,1,0,2,0,0
PT_160524,Formariz e Ferreira,1107,506,11,3,194,0,0,43,28,0,3,3,4,8,11,4,2,1,186,3,0,2,0,0
PT_160510,Infesta,472,195,9,11,57,0,0,7,8,0,2,3,0,1,5,9,0,1,78,1,0,3,0,0
PT_160525,Insalde e Porreiras,551,214,6,9,71,0,0,4,3,0,5,0,1,2,6,5,1,0,99,0,0,2,0,0
PT_160513,Mozelos,328,202,2,3,99,0,0,14,9,0,1,0,1,2,3,3,0,0,65,0,0,0,0,0
PT_160514,Padornelo,439,199,1,1,111,0,0,9,0,2,2,4,1,1,6,0,0,2,56,2,0,1,0,0
PT_160515,Parada,306,124,3,1,32,0,0,5,2,1,5,4,1,1,2,3,1,0,62,0,0,1,0,0
PT_160526,Paredes de Coura e Resende,1950,973,14,16,479,0,0,72,50,2,10,8,1,14,24,10,0,4,260,3,0,6,0,0
PT_160519,Romarigães,254,119,1,2,58,0,0,7,2,0,2,0,0,0,1,3,0,0,42,1,0,0,0,0
PT_160520,Rubiães,572,233,3,7,94,0,0,4,9,0,7,1,0,3,3,3,1,3,95,0,0,0,0,0
PT_160521,Vascões,263,116,4,1,39,0,0,8,2,0,0,0,1,0,11,3,1,0,45,0,0,1,0,0
PT_160601,Azias,471,157,5,2,34,0,0,9,1,0,2,0,0,0,0,5,0,2,95,2,0,0,0,0
PT_160602,Boivães,331,169,1,2,45,0,0,5,0,0,0,0,0,0,0,1,0,0,115,0,0,0,0,0
PT_160603,Bravães,647,345,5,8,114,0,0,24,8,1,5,1,0,0,11,3,0,0,164,0,0,1,0,0
PT_160604,Britelo,730,294,3,0,141,0,0,15,9,0,2,0,1,2,9,1,0,2,107,1,0,1,0,0
PT_160626,"Crasto, Ruivos e Grovelas",1054,478,5,7,139,0,0,33,7,0,3,2,0,6,1,7,0,0,268,0,0,0,0,0
PT_160606,Cuide De Vila Verde,405,176,2,1,47,0,0,10,3,1,1,0,2,2,5,3,0,1,93,3,0,2,0,0
PT_160627,"Entre Ambos-os-Rios, Ermida e Germil",814,304,4,4,95,0,0,14,16,2,1,1,0,2,7,8,0,1,143,1,0,5,0,0
PT_160611,Lavradas,1006,495,4,8,121,0,0,31,9,0,7,2,0,4,6,7,0,0,294,0,0,2,0,0
PT_160612,Lindoso,643,227,4,1,71,0,0,8,3,0,2,0,1,0,2,3,0,0,132,0,0,0,0,0
PT_160613,Nogueira,496,243,1,3,86,0,0,11,4,0,0,3,0,0,2,1,0,3,129,0,0,0,0,0
PT_160614,Oleiros,559,306,4,6,88,0,0,16,0,2,1,1,0,4,10,1,0,1,169,1,0,2,0,0
PT_160628,"Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",4525,2239,23,59,1031,0,0,126,85,3,17,11,6,7,39,16,1,7,791,5,4,8,0,0
PT_160619,Sampriz,497,190,4,1,48,0,0,4,1,0,3,1,1,3,3,1,0,0,118,1,0,1,0,0
PT_160629,Touvedo (São Lourenço e Salvador),529,270,1,5,85,0,0,9,3,1,3,2,1,2,3,6,1,0,147,0,1,0,0,0
PT_160623,Vade (São Pedro),349,168,3,7,53,0,0,7,3,0,0,2,0,2,1,0,0,0,89,0,0,1,0,0
PT_160624,Vade (São Tomé),380,149,2,1,48,0,0,5,0,0,1,1,2,2,0,1,0,1,84,0,0,1,0,0
PT_160630,Vila Chã (São João Baptista e Santiago),857,299,5,5,82,0,0,9,3,1,0,1,1,2,1,3,0,1,183,0,0,2,0,0
PT_160701,Anais,1082,673,6,14,93,0,0,19,4,4,10,3,4,3,24,6,1,1,471,7,1,2,0,0
PT_160752,Arca e Ponte de Lima,3545,2143,34,58,701,0,0,177,221,9,13,18,10,16,47,3,1,14,810,3,0,8,0,0
PT_160704,Arcozelo,3380,2017,38,30,617,0,0,123,181,5,16,10,8,20,42,13,4,2,887,10,3,8,0,0
PT_160753,"Ardegão, Freixo e Mato",1796,971,24,27,225,0,0,67,32,3,5,12,3,7,31,2,4,0,519,4,1,5,0,0
PT_160754,Associação de Freguesias do Vale do Neiva,1220,619,11,14,73,0,0,25,5,1,6,0,1,7,4,1,0,1,465,2,1,2,0,0
PT_160755,Bárrio e Cepões,919,516,5,10,113,0,0,24,22,0,5,3,5,7,5,5,3,2,299,1,1,6,0,0
PT_160707,Beiral Do Lima,777,373,9,3,25,0,0,15,3,1,2,0,2,5,3,3,1,0,298,1,0,2,0,0
PT_160708,Bertiandos,393,280,3,7,50,0,0,14,8,1,0,0,1,3,9,0,0,0,179,1,1,3,0,0
PT_160709,Boalhosa,281,88,2,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,76,0,0,0,0,0
PT_160710,Brandara,429,242,5,8,53,0,0,18,6,0,2,2,0,1,6,3,0,1,135,0,0,2,0,0
PT_160756,Cabaços e Fojo Lobal,1135,554,5,7,53,0,0,13,4,2,0,2,1,2,14,4,0,3,435,4,0,5,0,0
PT_160757,Cabração e Moreira do Lima,1022,571,10,7,126,0,0,19,11,1,5,4,3,9,16,4,4,3,341,3,0,5,0,0
PT_160713,Calheiros,927,552,11,12,105,0,0,27,15,3,1,4,3,3,7,2,0,2,351,2,0,4,0,0
PT_160714,Calvelo,757,403,3,11,73,0,0,13,8,1,2,0,2,4,7,3,1,1,270,2,0,2,0,0
PT_160716,Correlhã,2657,1667,39,46,320,0,0,75,39,4,15,8,5,11,33,7,3,1,1047,6,1,7,0,0
PT_160717,Estorãos,510,239,1,4,42,0,0,15,10,1,1,2,1,1,4,2,0,0,154,0,0,1,0,0
PT_160718,Facha,1388,865,13,20,142,0,0,66,54,4,6,4,3,8,14,7,1,0,509,3,4,7,0,0
PT_160719,Feitosa,1124,714,14,15,190,0,0,52,30,2,5,15,3,5,19,2,1,1,353,2,0,5,0,0
PT_160721,Fontão,1077,686,16,13,102,0,0,34,18,4,7,2,2,1,17,3,1,1,460,1,0,4,0,0
PT_160758,Fornelos e Queijada,1770,976,12,27,128,0,0,43,21,0,9,3,2,7,19,14,2,0,681,4,0,4,0,0
PT_160724,Friastelas,633,287,3,1,39,0,0,9,7,1,3,3,1,0,7,4,0,1,205,0,2,1,0,0
PT_160726,Gandra,1137,647,12,23,126,0,0,23,13,4,2,4,4,5,8,5,0,1,411,5,0,1,0,0
PT_160727,Gemieira,555,297,10,7,51,0,0,22,14,0,1,5,1,2,13,1,0,0,165,1,0,4,0,0
PT_160728,Gondufe,442,209,3,7,27,0,0,11,7,1,1,1,1,2,5,3,0,0,138,0,0,2,0,0
PT_160729,Labruja,437,255,4,12,53,0,0,12,5,0,0,0,1,2,8,1,0,0,156,1,0,0,0,0
PT_160759,"Labrujó, Rendufe e Vilar do Monte",430,214,5,3,53,0,0,8,8,2,2,0,0,2,2,0,3,1,123,0,1,1,0,0
PT_160760,Navió e Vitorino dos Piães,1713,943,19,16,147,0,0,48,21,8,7,3,6,4,23,13,0,1,616,4,3,4,0,0
PT_160734,Poiares,763,477,5,5,86,0,0,17,4,0,2,3,1,6,8,2,0,0,335,1,0,2,0,0
PT_160744,Rebordões (Santa Maria),1002,594,3,15,95,0,0,53,23,3,2,3,2,6,19,1,2,0,361,2,2,2,0,0
PT_160747,Rebordões (Souto),1144,649,8,10,74,0,0,23,15,3,6,1,4,4,7,6,1,0,478,7,1,1,0,0
PT_160737,Refóios Do Lima,2385,1099,11,17,194,0,0,68,22,4,5,12,1,11,23,12,1,0,709,4,0,5,0,0
PT_160739,Ribeira,1732,1064,30,26,403,0,0,88,67,5,6,2,5,9,10,4,4,7,389,1,1,7,0,0
PT_160740,Sá,378,242,2,6,51,0,0,21,5,0,1,3,1,2,3,0,0,2,143,1,0,1,0,0
PT_160742,Santa Comba,547,370,3,19,134,0,0,27,12,0,1,3,2,5,9,3,0,3,143,1,3,2,0,0
PT_160743,Santa Cruz Do Lima,480,253,2,3,73,0,0,5,3,0,0,1,0,2,0,1,4,1,155,1,0,2,0,0
PT_160703,São Pedro d'Arcos,684,371,10,5,86,0,0,22,7,1,1,1,3,4,6,5,0,0,218,2,0,0,0,0
PT_160745,Seara,613,421,12,11,63,0,0,18,12,1,5,2,1,2,10,0,0,1,277,2,0,4,0,0
PT_160746,Serdedelo,511,240,4,0,31,0,0,12,2,1,1,1,0,0,7,2,1,0,175,2,0,1,0,0
PT_160750,Vitorino Das Donas,979,632,9,16,112,0,0,53,36,3,5,3,1,9,16,4,0,1,352,1,1,10,0,0
PT_160802,Boivão,297,138,3,1,19,0,0,4,3,0,1,0,0,0,3,1,0,1,102,0,0,0,0,0
PT_160803,Cerdal,1723,704,18,18,179,0,0,56,35,0,7,3,0,6,19,8,0,0,346,1,3,5,0,0
PT_160805,Fontoura,679,351,9,18,49,0,0,15,10,1,1,4,3,2,11,3,1,0,217,3,1,3,0,0
PT_160806,Friestas,568,327,7,9,152,0,0,15,23,0,3,2,3,5,1,0,0,1,104,1,0,1,0,0
PT_160817,Gandra e Taião,1375,662,6,11,211,0,0,40,25,0,6,8,2,13,12,3,1,0,317,6,0,1,0,0
PT_160808,Ganfei,1162,659,12,16,244,0,0,54,24,1,4,7,4,3,8,1,1,1,273,3,0,3,0,0
PT_160818,Gondomil e Sanfins,551,227,7,4,27,0,0,12,2,3,4,2,1,3,8,0,0,0,154,0,0,0,0,0
PT_160819,São Julião e Silva,612,333,3,10,67,0,0,16,10,1,3,2,5,1,4,1,0,0,204,1,0,5,0,0
PT_160812,São Pedro Da Torre,1265,689,6,11,211,0,0,32,24,7,11,4,1,3,10,6,0,2,359,1,0,1,0,0
PT_160820,"Valença, Cristelo Covo e Arão",4831,2102,30,62,657,0,0,163,79,7,22,31,4,19,24,7,2,5,976,3,3,8,0,0
PT_160816,Verdoejo,568,340,6,6,150,0,0,30,20,1,4,1,1,3,8,3,1,1,103,0,0,2,0,0
PT_160901,Afife,1572,916,13,20,271,0,0,84,120,4,5,11,6,12,21,2,2,4,334,2,2,3,0,0
PT_160902,Alvarães,2879,1282,35,29,309,0,0,106,48,6,8,10,3,10,30,8,4,7,655,7,4,3,0,0
PT_160903,Amonde,299,157,9,4,47,0,0,16,13,1,2,0,1,0,2,1,1,0,60,0,0,0,0,0
PT_160904,Anha,2390,1402,36,53,381,0,0,142,56,11,9,17,3,19,69,12,2,6,578,4,2,2,0,0
PT_160905,Areosa,4451,2516,52,60,880,0,0,389,266,4,20,29,9,19,44,13,9,18,683,5,7,9,0,0
PT_160941,Barroselas e Carvoeiro,5052,2776,52,90,741,0,0,237,105,18,25,43,20,27,72,21,5,16,1285,9,3,7,0,0
PT_160942,Cardielos e Serreleis,2108,1362,21,42,435,0,0,103,70,7,12,12,4,8,26,9,2,1,600,6,3,1,0,0
PT_160908,Carreço,1661,1020,11,28,313,0,0,160,86,2,8,15,6,10,15,3,1,6,347,1,4,4,0,0
PT_160910,Castelo Do Neiva,3392,1349,36,35,321,0,0,95,53,8,18,15,11,18,31,12,3,3,680,4,4,2,0,0
PT_160940,Chafé,3139,1332,29,41,359,0,0,138,92,8,12,26,17,20,65,8,2,3,501,5,2,4,0,0
PT_160911,Darque,7396,3451,42,77,1087,0,0,395,466,14,27,50,14,46,84,28,7,17,1064,12,8,13,0,0
PT_160914,Freixieiro De Soutelo,460,273,3,7,70,0,0,36,15,2,6,1,1,3,7,3,1,0,117,1,0,0,0,0
