gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,CDS-PP,B.E.,CH,A,L,PCP-PEV,PPM,IL,MAS,PAN,PCTP/MRPP,MPT,PDR,PNR,PTP,R.I.R.,NC,PURP,JPP
PT_091334,Vila Franca das Naves e Feital,925,472,13,17,170,181,26,27,6,3,1,6,0,1,0,13,2,0,0,1,0,2,2,1,0
PT_091335,Vilares e Carnicães,338,184,11,5,84,58,8,6,0,0,0,6,1,0,0,1,0,0,0,0,2,1,1,0,0
PT_091401,Almendra,396,144,2,1,50,56,7,12,1,1,0,7,0,0,0,4,1,1,0,0,0,0,0,1,0
PT_091402,Castelo Melhor,251,115,4,0,51,39,7,6,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0
PT_091403,Cedovim,331,149,5,2,66,51,10,6,0,1,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0
PT_091404,Chãs,284,138,3,5,54,66,3,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
PT_091405,Custóias,245,101,0,3,36,49,2,5,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0
PT_091418,Freixo de Numão,580,256,13,9,102,96,12,6,4,0,0,6,0,1,0,4,0,0,0,1,1,1,0,0,0
PT_091407,Horta,254,116,0,3,61,37,2,3,0,1,1,1,0,1,0,4,0,0,0,0,0,1,1,0,0
PT_091410,Muxagata,329,151,6,2,43,71,9,12,0,0,0,4,0,1,0,2,0,0,0,0,0,1,0,0,0
PT_091411,Numão,288,134,0,0,52,54,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0
PT_091412,Santa Comba,296,104,2,0,37,53,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
PT_091414,Sebadelhe,274,140,3,3,64,43,14,6,1,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0
PT_091415,Seixas,328,136,6,5,45,57,6,5,0,0,1,6,0,0,0,2,1,0,0,0,0,2,0,0,0
PT_091416,Touça,237,87,4,2,18,40,4,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
PT_091419,Vila Nova de Foz Côa,3307,1520,36,47,575,519,68,113,16,4,5,70,0,10,0,25,10,4,1,1,1,7,0,8,0
PT_100121,Alcobaça e Vestiaria,6163,3349,76,87,1089,990,191,322,55,55,29,185,5,38,1,121,33,9,8,13,5,19,12,5,1
PT_100102,Alfeizerão,3268,1606,31,49,531,595,104,120,18,17,12,35,5,16,2,33,8,4,4,2,1,13,1,1,4
PT_100120,Aljubarrota,5600,2899,82,112,959,930,153,239,53,30,24,113,4,23,3,76,23,4,6,14,7,24,10,7,3
PT_100104,Bárrio,1313,778,15,26,320,215,38,69,6,5,7,46,1,2,1,14,7,1,0,2,0,2,1,0,0
PT_100105,Benedita,7395,4584,152,135,992,2078,293,334,95,59,47,115,7,55,3,110,13,10,13,13,7,26,12,14,1
PT_100106,Cela,2797,1521,58,38,508,544,68,118,13,20,7,59,3,5,0,24,16,2,5,6,2,16,4,2,3
PT_100122,"Coz, Alpedriz e Montes",2704,1454,34,64,629,304,49,143,20,11,15,72,3,12,0,41,13,3,6,3,2,23,2,3,2
PT_100108,Évora De Alcobaça,3752,2326,56,61,679,942,159,156,37,20,12,66,2,16,3,49,21,2,2,8,4,18,5,3,5
PT_100109,Maiorga,1668,982,20,21,452,187,31,111,18,5,15,73,0,6,0,18,11,1,2,2,0,6,2,1,0
PT_100123,Pataias e Martingança,5834,3275,61,120,1333,759,83,365,46,29,26,197,4,28,3,90,35,15,9,11,8,34,9,6,4
PT_100112,São Martinho Do Porto,2684,1309,21,29,431,403,77,123,20,19,17,44,2,16,1,39,14,8,13,9,5,8,1,8,1
PT_100114,Turquel,3715,2227,103,67,417,1041,195,148,38,27,22,39,7,17,1,51,15,4,5,3,5,18,3,1,0
PT_100116,Vimeiro,1634,1030,19,34,180,616,76,25,11,8,9,17,3,4,0,14,1,0,2,2,1,7,1,0,0
PT_100201,Almoster,582,317,6,8,79,165,28,12,2,3,0,5,3,0,0,2,1,0,0,1,0,0,2,0,0
PT_100208,Alvaiázere,1660,980,23,30,237,467,79,48,24,9,2,11,5,5,2,16,3,2,3,1,5,6,0,1,1
PT_100204,Maçãs de Dona Maria,1502,847,19,23,196,448,70,37,3,7,3,7,1,1,0,14,4,5,1,1,0,2,0,3,2
PT_100205,Pelmá,768,346,8,17,56,196,30,10,7,0,1,4,2,0,1,5,0,3,0,1,2,2,1,0,0
PT_100209,Pussos São Pedro,1609,941,26,21,209,462,81,57,18,4,5,13,2,2,0,14,6,3,2,1,3,5,2,3,2
PT_100301,Alvorge,967,546,16,16,221,205,17,22,9,1,3,4,3,2,1,11,3,1,1,1,3,3,0,2,1
PT_100309,Ansião,3275,1909,39,61,707,697,70,113,27,12,18,52,2,14,4,40,8,6,6,6,2,17,2,6,0
PT_100303,Avelar,1848,1058,17,18,381,423,40,68,12,5,5,27,4,2,1,30,6,4,0,2,2,5,3,1,2
PT_100304,Chão De Couce,1699,1004,25,31,331,452,35,44,5,9,7,19,0,4,0,19,2,4,4,1,3,5,2,1,1
PT_100306,Pousaflores,854,504,17,9,161,236,22,20,7,2,3,7,0,3,0,6,2,1,2,1,0,4,0,0,1
PT_100307,Santiago Da Guarda,2720,1505,35,39,357,820,39,69,26,11,4,17,3,18,2,23,6,4,8,2,4,10,4,4,0
PT_100401,Batalha,7474,4320,117,185,1131,1502,333,436,59,44,39,109,10,69,2,120,29,12,13,21,12,45,14,11,7
PT_100404,Golpilheira,1330,866,24,30,221,326,79,74,7,13,7,17,3,14,2,26,2,3,3,2,1,5,4,2,1
PT_100402,Reguengo Do Fetal,1906,1109,31,46,357,400,79,61,15,6,7,24,3,10,1,34,5,4,4,5,2,11,0,2,2
PT_100403,São Mamede,3284,1995,66,81,310,1069,170,94,26,20,15,18,4,19,0,37,11,6,8,3,7,18,4,5,4
PT_100506,Bombarral e Vale Covo,5954,3170,53,85,1155,762,181,347,52,29,39,243,9,20,3,103,26,6,8,10,2,24,6,6,1
PT_100502,Carvalhal,2235,1199,26,32,447,372,84,96,15,5,14,38,5,6,2,33,6,1,2,0,2,8,3,2,0
PT_100505,Pó,698,403,10,13,160,133,31,14,4,1,0,14,2,3,0,6,1,1,2,3,0,2,0,2,1
PT_100503,Roliça,2194,1199,33,41,359,344,100,90,20,6,8,108,3,5,1,31,16,3,7,7,5,9,1,2,0
PT_100601,A Dos Francos,1411,757,26,27,224,310,39,57,7,3,6,23,2,2,0,13,4,2,2,2,1,5,1,1,0
PT_100602,Alvorninha,2489,1320,22,37,366,581,72,100,12,16,5,24,1,7,1,30,10,4,6,2,3,15,2,4,0
PT_100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,10561,4877,95,137,1714,1140,198,661,90,52,64,260,11,54,6,214,52,19,16,19,6,34,19,12,4
PT_100604,Carvalhal Benfeito,1044,597,9,18,137,300,43,31,9,5,2,8,1,3,0,15,1,1,3,1,3,4,0,3,0
PT_100606,Foz Do Arelho,1210,646,11,24,217,184,46,58,16,4,6,29,0,7,0,28,5,1,0,2,0,4,2,2,0
PT_100607,Landal,971,540,14,15,148,255,37,27,6,5,3,8,2,6,0,6,2,1,0,2,1,1,0,0,1
PT_100608,Nadadouro,1612,942,25,53,228,327,56,123,12,14,5,27,1,7,0,33,5,5,7,2,3,2,3,1,3
PT_100617,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",16532,8552,113,250,2709,2610,457,950,135,111,134,460,14,96,2,312,48,24,17,25,8,36,11,25,5
PT_100609,Salir De Matos,2237,1191,16,49,378,432,63,115,10,9,9,30,6,9,1,37,6,2,3,2,2,4,4,2,2
PT_100611,Santa Catarina,2624,1505,53,47,350,665,141,104,18,9,15,30,1,8,0,27,9,6,3,9,1,6,1,2,0
PT_100619,Tornada e Salir do Porto,3796,1970,41,78,709,490,70,276,26,22,27,91,5,19,0,62,10,3,4,4,2,18,7,4,2
PT_100615,Vidais,924,517,13,10,140,238,28,37,8,4,5,9,1,4,0,9,0,1,0,1,1,5,0,3,0
PT_100703,Castanheira de Pêra e Coentral,2645,1478,38,24,733,360,71,125,6,12,3,40,4,8,1,24,13,0,2,2,1,8,2,1,0
PT_100801,Aguda,963,561,19,12,192,234,37,30,7,1,0,8,2,2,0,10,2,0,1,0,0,2,1,1,0
PT_100802,Arega,798,450,3,18,150,195,20,22,7,0,1,5,1,6,1,12,0,0,1,1,1,4,0,2,0
PT_100803,Campelo,183,86,0,0,35,36,1,4,1,0,0,1,0,1,0,0,3,0,1,0,0,0,3,0,0
PT_100806,Figueiró dos Vinhos e Bairradas,3511,1924,52,65,739,722,73,100,21,10,15,25,5,11,1,46,6,4,5,2,0,11,4,7,0
PT_100901,Amor,4088,2294,83,121,738,622,163,221,30,30,27,69,6,29,0,68,25,10,10,2,3,20,7,6,4
PT_100902,Arrabal,2397,1510,21,78,371,603,141,117,14,11,10,29,6,15,1,44,7,5,0,9,3,10,6,4,5
PT_100925,Bajouca,1791,1229,23,56,184,650,127,51,14,8,13,14,1,15,1,52,3,0,1,2,3,7,2,0,2
PT_100926,Bidoeira De Cima,2061,1272,40,51,173,767,81,44,20,12,10,5,1,9,1,23,2,2,2,3,1,17,3,3,2
PT_100907,Caranguejeira,4376,2672,67,104,554,1366,211,123,37,21,12,25,6,23,0,62,12,8,3,6,4,14,6,5,3
PT_100909,Coimbrão,1654,846,22,37,305,236,48,74,16,4,10,19,0,6,0,39,6,2,4,1,3,11,1,1,1
PT_100932,Colmeias e Memória,3991,1893,35,65,458,969,109,93,10,12,14,16,7,19,1,47,7,7,6,4,1,8,4,1,0
PT_100933,"Leiria, Pousos, Barreira e Cortes",28721,17331,335,681,5203,5662,967,1896,242,238,195,617,30,250,10,611,83,57,25,38,28,72,46,32,13
PT_100913,Maceira,8425,4780,135,197,1775,1304,224,496,75,31,28,153,9,37,7,136,49,20,14,14,7,37,13,13,6
PT_100934,Marrazes e Barosa,21567,11422,215,480,3733,3184,526,1293,208,176,175,474,21,132,11,461,62,39,19,46,19,80,38,24,6
PT_100915,Milagres,2836,1530,54,85,410,621,95,117,12,15,16,17,5,15,2,26,11,6,3,4,1,12,0,2,1
PT_100935,Monte Real e Carvide,4996,2888,74,155,973,829,154,307,38,23,33,75,7,19,2,91,21,12,8,11,6,33,6,9,2
PT_100936,Monte Redondo e Carreira,4853,2790,89,134,773,972,251,209,22,23,16,82,8,22,5,87,18,10,4,14,5,26,10,7,3
PT_100937,Parceiros e Azoia,6267,3940,86,142,1230,1258,210,452,55,43,39,118,3,61,5,135,25,10,10,5,3,29,10,8,3
PT_100921,Regueira De Pontes,1866,1159,45,53,384,333,91,73,20,34,11,32,3,9,0,24,10,18,2,2,2,6,5,2,0
PT_100938,Santa Catarina da Serra e Chainça,4252,2882,70,80,453,1668,270,131,16,14,18,13,5,24,1,54,4,6,13,3,7,19,8,4,1
PT_100939,Santa Eufémia e Boa Vista,3767,2303,63,78,499,1051,209,144,48,21,17,37,2,24,2,47,18,10,5,7,2,10,6,1,2
PT_100940,Souto da Carpalhosa e Ortigosa,5113,3105,92,146,687,1300,324,226,45,31,29,33,9,25,3,59,16,10,4,4,5,28,15,9,5
PT_101001,Marinha Grande,27809,14915,315,505,5125,2451,376,2144,227,138,137,2176,21,143,16,567,221,48,22,42,42,91,61,32,15
PT_101003,Moita,1217,686,8,36,289,79,14,90,5,4,6,102,2,5,0,13,14,2,2,5,1,6,2,0,1
PT_101002,Vieira De Leiria,5146,2567,54,108,959,490,52,382,27,16,17,258,10,19,3,79,28,9,5,17,2,15,9,4,4
PT_101101,Famalicão,1493,816,24,23,298,220,44,98,2,6,6,30,3,3,1,25,5,2,6,2,2,10,5,1,0
PT_101102,Nazaré,10155,3917,56,107,1692,875,91,502,51,27,27,237,10,30,4,102,34,14,5,4,4,25,9,11,0
PT_101103,Valado Dos Frades,2761,1299,9,40,469,279,50,194,9,7,13,140,3,7,2,27,15,1,4,6,1,9,3,7,4
PT_101201,A Dos Negros,1305,724,17,15,311,166,29,82,9,6,3,35,2,5,0,20,7,1,1,3,1,7,2,1,1
PT_101202,Amoreira,897,447,9,18,172,131,18,49,5,2,2,16,0,1,0,16,3,1,0,0,0,1,2,1,0
PT_101208,Gaeiras,2023,1276,15,56,485,336,42,137,16,14,17,69,1,13,1,42,8,2,0,4,3,7,5,2,1
PT_101203,Olho Marinho,1152,580,17,31,200,142,21,47,7,5,9,49,0,5,0,23,9,2,0,0,0,6,4,0,3
PT_101210,"Santa Maria, São Pedro e Sobral da Lagoa",3375,1777,38,56,653,502,78,166,31,15,12,89,3,22,0,51,18,5,1,3,2,23,2,5,2
PT_101209,Usseira,815,448,11,16,88,220,26,30,11,3,5,12,1,3,0,8,1,0,0,0,3,5,2,1,2
PT_101207,Vau,841,428,11,18,148,143,23,37,7,5,2,9,3,6,0,6,3,0,0,3,0,2,0,1,1
PT_101301,Graça,659,335,18,12,104,149,11,12,8,8,1,2,0,2,0,4,1,0,1,2,0,0,0,0,0
PT_101302,Pedrógão Grande,2028,1123,26,54,403,422,39,71,38,8,0,20,3,1,2,13,7,1,1,3,1,6,4,0,0
PT_101303,Vila Facaia,495,302,12,3,96,140,2,18,2,4,1,9,3,0,0,9,3,0,0,0,0,0,0,0,0
PT_101402,Atouguia Da Baleia,8033,4108,91,163,1401,1264,166,379,82,20,35,180,15,40,6,124,28,15,8,12,4,45,13,12,5
PT_101406,Ferrel,2501,1097,22,44,503,250,33,89,13,8,5,50,2,7,0,32,9,6,1,5,2,12,1,3,0
PT_101407,Peniche,12627,5342,86,214,2091,1030,121,575,122,41,48,572,8,31,2,181,82,9,8,18,2,62,17,18,4
PT_101405,Serra Del-Rei,1169,620,19,20,253,118,17,59,17,8,2,40,4,2,0,20,15,4,0,2,5,10,1,1,3
PT_101501,Abiul,2615,1046,31,36,196,596,51,44,20,7,5,14,4,8,1,6,6,2,4,2,4,6,1,2,0
PT_101503,Almagreira,2998,1266,30,38,349,576,82,85,15,7,3,10,6,10,2,28,4,2,7,1,1,4,1,3,2
PT_101504,Carnide,1687,793,14,29,99,504,57,34,7,7,0,3,5,9,0,11,2,0,2,1,3,4,1,0,1
PT_101505,Carriço,3171,1634,54,72,471,624,88,130,30,14,17,15,4,9,0,37,9,7,5,4,4,24,4,9,3
PT_101518,"Guia, Ilha e Mata Mourisca",5763,3040,82,144,704,1424,139,206,41,35,35,30,9,16,5,70,16,7,8,9,5,36,7,5,7
PT_101506,Louriçal,4168,2141,73,97,590,800,110,201,20,21,28,48,6,13,1,61,11,5,19,4,4,17,5,6,1
PT_101515,Meirinhas,1571,929,18,40,139,523,69,39,14,9,9,13,3,14,0,18,5,2,2,3,0,5,1,2,1
PT_101508,Pelariga,1912,912,17,33,308,357,50,59,15,8,8,7,3,10,1,19,3,2,0,0,2,6,3,1,0
PT_101509,Pombal,15541,6849,133,295,2103,2285,340,706,172,51,64,189,12,69,3,210,37,25,25,19,10,56,20,18,7
PT_101510,Redinha,1946,922,25,22,361,289,38,79,20,10,5,16,3,5,0,20,7,4,3,1,2,8,2,2,0
PT_101519,Santiago e São Simão de Litém e Albergaria dos Doze,4819,2174,43,96,637,876,116,153,45,16,10,56,10,6,1,48,11,6,10,4,4,16,3,4,3
PT_101513,Vermoil,2625,1279,34,59,300,591,79,74,19,8,10,26,3,6,2,25,7,7,4,3,4,10,4,2,2
PT_101514,Vila Cã,1423,663,14,44,156,283,47,46,13,4,5,13,1,8,1,10,3,5,0,0,1,5,3,1,0
PT_101602,Alqueidão Da Serra,1593,909,22,41,299,310,42,85,8,6,11,26,3,13,0,14,5,0,3,2,2,10,2,0,5
PT_101615,Alvados e Alcaria,698,420,5,16,76,231,30,25,7,6,6,5,0,3,0,4,0,1,0,0,0,4,0,1,0
PT_101616,Arrimal e Mendiga,1347,924,32,29,228,415,58,66,2,6,11,13,5,5,0,13,3,4,5,4,1,18,4,1,1
PT_101605,Calvaria De Cima,2095,1188,36,41,410,336,61,113,18,18,9,39,4,10,0,42,22,5,6,4,0,7,3,3,1
PT_101606,Juncal,2754,1582,47,62,523,525,94,136,7,15,16,47,3,14,3,37,13,3,5,2,4,18,3,3,2
PT_101608,Mira De Aire,3156,1695,49,38,653,483,55,168,18,15,11,55,4,16,0,76,13,6,7,8,1,9,5,3,2
PT_101609,Pedreiras,2263,1278,35,58,422,453,60,88,16,15,11,25,4,8,1,36,10,2,2,4,3,16,3,5,1
PT_101614,Porto de Mós - São João Baptista e São Pedro,5390,2932,57,104,890,1040,172,295,33,36,31,76,9,31,2,54,26,11,10,6,9,25,6,6,3
PT_101610,São Bento,770,407,6,13,52,249,39,19,1,3,2,6,1,0,0,6,3,0,1,1,1,2,0,1,1
PT_101613,Serro Ventoso,821,525,19,20,109,227,37,41,10,5,3,6,0,7,2,12,2,2,0,1,2,12,3,3,2
PT_110117,Abrigada e Cabanas de Torres,3556,2102,36,45,897,345,71,191,19,14,18,278,6,13,4,45,50,7,21,8,5,17,8,4,0
PT_110118,Aldeia Galega da Merceana e Aldeia Gavinha,2463,1442,18,35,600,299,53,120,21,16,11,160,2,16,3,29,27,4,12,4,2,6,4,0,0
PT_110119,Alenquer (Santo Estêvão e Triana),9456,5388,70,176,2068,1078,203,566,105,58,76,508,12,87,9,173,65,16,31,22,9,39,11,6,0
PT_110106,Carnota,1350,759,21,14,316,167,24,62,11,8,8,71,1,5,2,21,13,0,0,2,3,9,1,0,0
PT_110120,Carregado e Cadafais,10770,5190,85,157,1963,834,190,638,125,53,58,550,14,60,10,208,74,19,56,29,9,31,19,8,0
PT_110107,Meca,1419,866,14,21,445,120,30,52,8,4,5,110,0,5,0,22,13,2,2,4,1,8,0,0,0
PT_110108,Olhalvo,1552,1017,14,14,465,232,25,81,15,4,13,104,1,2,2,13,12,1,4,3,2,8,2,0,0
PT_110109,Ota,1019,632,6,13,246,105,44,71,18,8,6,67,1,1,0,19,14,1,7,3,0,1,1,0,0
PT_110121,Ribafria e Pereiro de Palhacana,1292,739,6,15,370,140,21,75,8,2,5,62,0,4,0,14,8,0,0,3,1,2,3,0,0
PT_110113,Ventosa,1675,1038,17,28,494,229,40,72,11,9,9,65,4,6,0,22,12,1,3,5,3,6,1,1,0
PT_110114,Vila Verde Dos Francos,953,523,8,12,267,103,24,44,7,6,4,23,1,1,0,7,6,0,2,1,0,6,0,1,0
PT_111513,Águas Livres,31465,16999,306,301,7527,2947,450,1753,319,163,245,1509,32,210,31,714,149,54,22,95,21,62,43,46,0
PT_111512,Alfragide,13950,8750,109,215,3040,2233,395,835,179,129,219,561,13,242,13,357,67,22,12,25,3,26,26,29,0
PT_111514,Encosta do Sol,22870,11970,224,229,5321,1894,333,1234,271,106,194,1113,30,122,25,509,116,37,19,57,25,50,30,31,0
PT_111515,Falagueira-Venda Nova,18464,9918,155,176,4304,1516,228,1131,213,87,171,1066,21,116,8,448,101,17,11,54,10,39,18,28,0
PT_111516,Mina de Água,35833,19609,326,387,8089,3419,531,2171,528,206,307,1742,52,231,21,991,205,45,35,113,27,84,58,41,0
PT_111517,Venteira,22560,12561,198,239,5049,2378,403,1340,245,139,240,1135,27,192,14,596,97,30,20,80,22,53,33,31,0
PT_110201,Arranhó,2044,1243,34,28,517,391,33,85,12,15,7,62,0,5,0,32,4,2,5,2,1,1,4,3,0
PT_110202,Arruda Dos Vinhos,7290,4484,77,140,1728,1014,200,389,85,66,66,331,13,94,8,165,32,11,12,17,2,20,9,5,0
PT_110203,Cardosas,636,400,5,11,146,108,9,42,9,1,1,42,1,6,0,9,7,0,1,2,0,0,0,0,0
PT_110204,São Tiago dos Velhos,1115,688,12,13,321,137,16,62,9,4,6,47,2,11,1,27,5,4,1,3,1,4,2,0,0
PT_110301,Alcoentre,2339,1213,35,19,522,231,37,128,44,4,10,86,3,7,1,33,14,4,17,4,5,6,1,2,0
PT_110302,Aveiras De Baixo,1086,680,14,22,250,104,18,76,22,7,9,79,1,16,1,35,14,2,2,1,3,3,0,1,0
PT_110303,Aveiras De Cima,3982,1946,42,48,814,233,37,259,32,15,14,266,5,11,1,61,38,6,34,4,4,11,7,4,0
PT_110304,Azambuja,6797,3680,86,91,1370,664,143,452,86,45,35,381,9,64,6,99,42,6,39,23,2,23,2,12,0
PT_110310,"Manique do Intendente, Vila Nova de São Pedro e Maçussa",1857,1109,12,28,432,183,9,137,21,6,29,154,2,9,1,27,22,9,12,7,1,2,2,4,0
PT_110306,Vale Do Paraíso,803,488,11,15,244,46,7,59,8,1,5,57,2,0,1,12,9,1,1,2,1,2,0,4,0
PT_110307,Vila Nova Da Rainha,696,432,5,6,184,56,8,52,24,4,3,51,1,5,0,14,4,0,5,1,3,3,2,1,0
PT_110401,Alguber,699,435,8,10,196,122,9,34,2,4,2,20,0,5,0,10,2,0,4,2,0,4,0,1,0
PT_110411,Cadaval e Pêro Moniz,3112,1561,34,60,576,476,51,131,33,9,21,72,4,10,3,33,15,4,11,2,1,10,1,4,0
PT_110412,Lamas e Cercal,3057,1724,33,45,785,441,46,126,28,16,11,66,7,6,2,40,19,3,21,3,3,13,3,7,0
PT_110413,Painho e Figueiros,1614,828,16,27,360,239,19,46,7,6,6,41,1,8,0,28,8,1,6,2,2,3,1,1,0
PT_110407,Peral,796,448,9,12,151,139,22,44,14,3,5,20,0,3,0,14,3,1,2,0,0,6,0,0,0
PT_110409,Vermelha,1096,622,9,19,263,201,25,39,8,3,4,13,1,4,2,19,3,1,2,3,1,1,0,1,0
PT_110410,Vilar,1462,834,21,37,240,321,45,52,17,7,4,23,5,5,2,30,6,2,4,4,3,3,1,2,0
PT_110501,Alcabideche,35289,18128,246,404,6264,4761,1046,1545,376,401,230,927,55,445,20,884,167,51,28,92,27,68,52,39,0
PT_110507,Carcavelos e Parede,38639,23842,216,485,7323,7111,1468,2167,311,408,585,1279,38,811,8,1236,94,52,29,68,13,45,52,43,0
PT_110508,Cascais e Estoril,54782,29673,298,522,7665,10516,2906,1995,438,510,528,1208,43,1265,11,1232,138,68,26,109,18,62,73,42,0
PT_110506,São Domingos De Rana,48788,27433,361,696,10156,6052,1076,2792,567,420,480,1920,48,555,26,1485,239,85,45,157,21,116,89,47,0
PT_110601,Ajuda,13165,7439,100,129,3211,1179,247,691,113,102,169,823,18,160,8,315,88,10,8,21,3,19,16,9,0
PT_110602,Alcântara,11800,6999,83,112,2599,1508,340,629,95,88,250,582,7,273,5,267,63,20,8,18,6,19,13,14,0
PT_110654,Alvalade,29718,19754,184,360,5367,6075,1518,1657,246,379,692,1156,28,988,12,778,71,39,24,45,14,49,43,29,0
PT_110655,Areeiro,19394,12587,110,231,3299,4046,947,1047,165,239,510,639,12,668,9,477,49,21,4,23,8,23,30,30,0
PT_110656,Arroios,28219,15527,177,264,4679,3622,767,1836,163,232,946,1168,31,591,15,736,82,33,19,56,5,36,52,17,0
PT_110657,Avenidas Novas,20967,13858,119,222,3506,4650,1294,956,158,262,480,669,14,905,3,467,34,6,14,30,10,20,24,15,0
PT_110607,Beato,10760,5904,91,101,2463,1024,184,609,109,68,105,571,17,118,9,282,61,12,7,20,10,18,13,12,0
PT_110658,Belém,14119,9593,76,150,2396,3154,1059,628,124,153,299,492,16,589,3,329,29,26,8,20,1,13,17,11,0
PT_110608,Benfica,33020,20641,251,352,7975,4862,910,1898,294,274,510,1515,30,530,25,838,105,41,25,52,13,52,47,42,0
PT_110659,Campo de Ourique,19524,12414,134,197,3741,3361,867,1066,146,206,481,768,22,666,9,533,67,25,7,33,10,24,21,30,0
PT_110610,Campolide,13075,7667,94,112,2736,1814,389,701,95,119,186,556,11,349,20,300,52,20,11,28,7,30,22,15,0
PT_110611,Carnide,16216,10267,139,182,3558,2596,535,873,140,127,262,886,16,359,11,394,65,14,9,35,10,19,21,16,0
PT_110660,Estrela,16516,10596,82,172,2655,3282,1168,718,115,184,371,587,16,728,10,367,42,19,7,26,4,17,12,14,0
PT_110618,Lumiar,39197,26618,243,526,7938,8192,1816,2049,332,446,799,1424,28,1390,14,979,106,51,24,66,14,71,66,44,0
PT_110621,Marvila,33962,16685,296,257,7905,2194,394,1821,382,151,263,1459,48,167,29,710,214,43,30,88,57,79,48,50,0
PT_110661,Misericórdia,10112,5280,58,88,1766,1060,311,549,58,55,276,446,11,249,4,250,41,12,2,18,8,8,6,4,0
PT_110633,Olivais,29832,17715,249,321,6654,3674,665,1926,321,196,398,1582,29,428,25,805,154,35,21,83,17,49,52,31,0
PT_110662,Parque das Nações,16833,11038,88,223,3710,3203,541,837,145,153,277,593,10,643,10,409,61,22,8,21,8,40,25,11,0
PT_110663,Penha de França,24792,13725,169,223,4877,2684,414,1867,186,175,563,1213,24,302,13,676,108,37,15,59,17,37,43,23,0
PT_110664,Santa Clara,19152,9338,149,164,3945,1775,353,770,237,120,174,708,16,239,16,401,109,12,15,46,12,35,23,19,0
PT_110665,Santa Maria Maior,9699,4440,58,56,1750,717,161,482,54,39,199,474,14,116,7,197,54,6,3,21,8,9,7,8,0
PT_110666,Santo António,10485,6279,52,98,1645,1759,545,577,51,82,361,359,12,395,5,257,25,10,4,14,1,11,7,9,0
PT_110639,São Domingos De Benfica,30803,20614,194,350,6222,6533,1430,1619,220,331,592,1108,25,907,20,799,69,28,17,41,6,33,41,29,0
PT_110667,São Vicente,11727,6454,82,95,2353,1198,192,813,67,67,345,640,21,124,6,325,44,10,2,24,4,20,12,10,0
PT_110702,Bucelas,3839,2295,41,50,988,322,56,217,47,14,33,317,3,26,4,89,31,8,6,17,6,16,3,1,0
PT_110731,"Camarate, Unhos e Apelação",27308,13721,267,207,6616,1804,311,1106,438,80,116,1633,27,97,26,498,194,31,35,93,17,56,39,30,0
PT_110705,Fanhões,2194,1332,20,33,480,239,42,102,51,7,16,218,4,12,1,46,29,6,3,8,1,10,3,1,0
PT_110707,Loures,24620,14811,234,373,5357,3067,441,1403,608,170,233,1481,25,296,16,666,144,35,38,72,17,66,46,23,0
PT_110708,Lousa,2602,1491,11,37,560,363,44,134,36,12,13,149,6,24,0,58,19,7,3,0,1,7,4,3,0
PT_110726,Moscavide e Portela,18557,11886,140,222,4356,3281,479,903,213,161,224,892,9,349,4,451,71,17,12,20,8,32,21,21,0
PT_110727,Sacavém e Prior Velho,20054,11879,153,239,4988,2109,297,1085,286,119,164,1392,18,251,11,488,107,30,9,47,10,41,22,13,0
PT_110728,"Santa Iria de Azoia, São João da Talha e Bobadela",37649,23428,421,484,9605,3615,508,2323,599,174,252,3387,37,303,20,976,273,63,66,107,19,104,52,40,0
PT_110729,Santo Antão e São Julião do Tojal,6824,4070,69,84,1645,604,92,316,121,24,43,706,13,56,4,153,58,8,5,25,3,27,5,9,0
PT_110730,Santo António dos Cavaleiros e Frielas,24916,13298,188,253,5487,2250,370,1447,482,122,235,1194,17,221,18,650,115,36,22,65,20,49,31,26,0
PT_110812,Lourinhã e Atalaia,10906,5738,139,183,1920,1808,258,545,144,51,63,180,9,56,12,217,38,12,9,23,6,51,10,4,0
PT_110813,Miragaia e Marteleira,3084,1692,33,67,598,546,79,121,50,12,16,44,1,9,3,58,11,9,3,8,2,16,4,2,0
PT_110803,Moita Dos Ferreiros,1545,767,19,14,190,325,60,40,8,15,9,17,4,4,1,28,3,1,0,3,1,20,0,5,0
PT_110805,Reguengo Grande,1377,667,21,24,262,174,19,57,4,5,5,56,0,5,0,19,6,4,0,0,1,5,0,0,0
PT_110810,Ribamar,1813,993,35,45,316,358,59,47,15,9,10,18,3,5,1,31,11,6,1,4,1,12,2,4,0
PT_110806,Santa Bárbara,1646,998,18,34,297,338,75,79,24,5,9,28,4,11,2,39,4,5,2,9,0,13,1,1,0
