gisco_id,name,registered,turnout,invalid,blank,PPD/PSD ,PS ,CDS-PP ,PCP-PEV ,P.H. ,B.E. ,PCTP/MRPP ,PPM ,MPT ,POUS ,PNR ,B.E.-UDP 
PT_130128,Rebordelo,352,198,5,1,81,81,19,4,1,2,4,0,0,0,0,0
PT_130129,Salvador Do Monte,987,600,11,2,202,303,44,13,4,10,9,0,1,0,1,0
PT_130130,Sanche,453,321,6,5,238,42,24,1,1,2,0,0,1,0,1,0
PT_130135,Telões,3384,1933,14,6,993,675,128,66,7,33,9,0,1,0,1,0
PT_130136,Travanca,2007,1112,17,6,524,456,72,13,4,8,7,0,4,0,1,0
PT_130137,Várzea,441,293,10,2,90,161,14,8,2,5,0,0,1,0,0,0
PT_130138,Vila Caiz,2527,1524,9,6,510,850,86,40,6,7,8,0,0,0,2,0
PT_130139,Vila Chã Do Marão,958,559,8,5,272,234,22,6,1,3,4,0,2,0,2,0
PT_130140,Vila Garcia,557,369,2,2,239,90,25,5,0,3,2,0,1,0,0,0
PT_130201,Ancede,2030,1259,16,6,422,712,76,14,2,2,4,0,3,0,2,0
PT_130214,Baião (Santa Leocádia),595,382,7,4,172,162,29,5,0,0,2,0,0,0,1,0
PT_130202,Campelo,2078,1319,19,5,746,398,103,16,3,18,7,0,2,0,2,0
PT_130203,São Tomé de Covelas,549,345,8,2,76,209,21,24,1,0,2,0,1,0,1,0
PT_130204,Frende,698,481,6,0,200,216,33,18,1,4,1,0,1,0,1,0
PT_130205,Gestaçô,1330,756,23,2,382,290,36,9,2,3,7,0,1,0,1,0
PT_130206,Gove,1638,973,12,3,411,446,65,16,2,9,6,0,2,0,1,0
PT_130207,Grilo,543,362,7,1,150,157,35,7,0,1,3,0,0,0,1,0
PT_130209,Loivos Da Ribeira,480,319,2,1,130,148,28,5,1,1,2,0,1,0,0,0
PT_130208,Loivos Do Monte,382,198,11,0,123,44,10,3,5,0,1,0,0,0,1,0
PT_130210,Mesquinhata,278,202,2,0,56,130,12,0,0,0,0,0,0,0,2,0
PT_130211,Ovil,841,509,15,1,292,130,50,11,2,2,2,0,1,0,3,0
PT_130212,Ribadouro,436,306,2,2,121,146,16,11,1,4,3,0,0,0,0,0
PT_130213,Santa Cruz Do Douro,1468,1008,14,2,227,713,32,11,1,1,4,0,0,0,3,0
PT_130215,Santa Marinha Do Zêzere,2328,1363,21,8,461,741,69,40,3,8,7,0,1,0,4,0
PT_130216,Teixeira,966,334,12,2,156,130,29,1,0,0,3,0,0,0,1,0
PT_130217,Teixeiró,367,195,8,1,101,68,10,0,1,1,2,0,3,0,0,0
PT_130218,Tresouras,444,267,9,1,136,83,27,7,0,1,3,0,0,0,0,0
PT_130219,Valadares,824,456,13,0,275,122,24,10,0,1,8,0,2,0,1,0
PT_130220,Viariz,464,252,2,0,105,121,16,4,2,0,0,0,1,0,1,0
PT_130301,Aião,668,445,6,1,279,124,12,10,4,3,5,0,0,0,1,0
PT_130302,Airães,2049,1318,12,4,736,469,63,22,4,4,3,0,0,0,1,0
PT_130303,Borba De Godim,1882,1205,11,5,767,297,85,19,3,12,5,0,0,0,1,0
PT_130304,Caramos,1583,1018,15,5,513,312,106,31,4,15,12,0,5,0,0,0
PT_130305,Friande,956,718,6,0,429,186,70,12,2,5,5,0,2,0,1,0
PT_130306,Idães,1877,1168,10,2,433,579,77,41,3,10,11,0,1,0,1,0
PT_130307,Jugueiros,1144,667,15,2,338,234,40,21,3,4,6,0,2,0,2,0
PT_130308,Lagares,1879,1341,10,6,584,567,113,27,2,11,15,0,3,0,3,0
PT_130309,Lordelo,300,211,2,0,91,93,18,1,0,2,3,0,1,0,0,0
PT_130310,Macieira Da Lixa,1501,976,11,3,436,382,70,56,4,5,6,0,1,0,2,0
PT_130320,Margaride (Santa Eulália),6490,4386,34,17,2167,1505,378,162,6,78,27,0,9,0,3,0
PT_130311,Moure,828,527,5,3,269,194,39,9,0,4,2,0,2,0,0,0
PT_130312,Pedreira,1205,812,13,1,285,376,70,52,1,5,6,0,1,0,2,0
PT_130313,Penacova,821,573,14,4,140,354,43,9,0,3,4,0,2,0,0,0
PT_130314,Pinheiro,804,558,5,3,234,232,61,12,3,3,3,0,1,0,1,0
PT_130315,Pombeiro De Ribavizela,1571,1036,10,2,412,446,97,33,1,15,15,0,3,0,2,0
PT_130316,Rande,742,507,4,3,241,181,37,23,2,10,4,0,1,0,1,0
PT_130317,Refontoura,1525,995,6,3,514,362,64,15,1,13,11,0,1,0,5,0
PT_130318,Regilde,1061,693,8,1,198,404,43,22,1,8,4,0,2,0,2,0
PT_130319,Revinhade,441,344,3,0,146,134,40,9,4,7,1,0,0,0,0,0
PT_130321,Santão,744,542,5,3,328,176,17,6,1,3,3,0,0,0,0,0
PT_130324,Sendim,1438,996,9,3,488,363,88,20,2,13,5,0,5,0,0,0
PT_130325,Sernande,656,407,8,1,145,204,21,15,3,3,5,0,1,0,1,0
PT_130326,Sousa,924,597,5,1,233,313,27,8,3,2,1,0,1,0,3,0
PT_130327,Torrados,1772,1022,18,4,431,440,80,30,3,5,5,0,2,0,4,0
PT_130328,Unhão,773,474,7,1,244,156,41,14,0,4,5,0,1,0,1,0
PT_130329,Várzea,1880,1232,7,3,595,454,108,39,4,5,15,0,0,0,2,0
PT_130330,Varziela,1626,952,11,7,423,380,85,23,3,6,7,0,3,0,4,0
PT_130331,Vila Cova Da Lixa,2622,1731,12,14,954,555,140,25,3,12,8,0,4,0,4,0
PT_130332,Vila Fria,571,416,6,0,195,163,37,9,0,3,2,0,0,0,1,0
PT_130333,Vila Verde,653,442,2,2,244,152,26,11,2,2,0,0,1,0,0,0
PT_130323,Vizela (São Jorge),552,372,4,1,160,161,30,10,0,3,3,0,0,0,0,0
PT_130412,Baguim Do Monte,9960,6614,56,88,2481,2810,564,349,18,171,50,0,18,0,9,0
PT_130401,Covelo,1458,1043,14,9,357,483,102,31,5,20,7,0,12,0,3,0
PT_130402,Fânzeres,16367,10518,103,119,3645,4518,837,801,24,319,110,0,28,0,14,0
PT_130403,Foz Do Sousa,5237,3611,49,40,1612,1400,270,136,5,61,28,0,7,0,3,0
PT_130409,Gondomar (São Cosme),20451,13661,141,221,5669,5214,1180,654,40,412,84,0,29,0,17,0
PT_130404,Jovim,5514,3538,42,44,1289,1609,273,186,9,63,14,0,4,0,5,0
PT_130405,Lomba,1545,779,14,0,281,342,94,29,3,7,5,0,3,0,1,0
PT_130406,Medas,1971,1479,17,13,536,696,88,77,6,25,14,0,5,0,2,0
PT_130407,Melres,2990,2143,15,25,834,935,175,91,5,39,5,0,15,0,4,0
PT_130408,Rio Tinto,38728,25141,204,298,8970,10936,1954,1638,51,873,143,0,48,0,26,0
PT_130410,São Pedro Da Cova,14042,8416,110,104,2343,3562,548,1335,17,208,162,0,20,0,7,0
PT_130411,Valbom,12249,8300,107,112,2562,3908,542,689,20,252,82,0,12,0,14,0
PT_130501,Alvarenga,324,219,2,0,122,61,25,6,3,0,0,0,0,0,0,0
PT_130502,Aveleda,1178,717,8,1,371,255,44,25,3,2,6,0,2,0,0,0
PT_130521,Barrosas (Santo Estêvão),641,426,6,0,115,243,33,21,1,2,4,0,1,0,0,0
PT_130503,Boim,1290,885,12,3,309,446,68,33,1,11,2,0,0,0,0,0
PT_130504,Caíde De Rei,2188,1267,20,2,506,583,69,53,5,18,11,0,0,0,0,0
PT_130505,Casais,1021,637,10,5,381,190,36,5,0,4,3,0,1,0,2,0
PT_130506,Cernadelo,582,396,3,0,201,151,17,14,1,5,4,0,0,0,0,0
PT_130507,Covas,595,441,1,1,234,161,23,6,2,5,4,0,2,0,2,0
PT_130508,Cristelos,1925,1306,8,20,610,490,98,39,1,27,10,0,1,0,2,0
PT_130509,Figueiras,839,576,10,7,350,151,34,11,1,3,7,0,0,0,2,0
PT_130522,Lousada (São Miguel),660,387,6,0,157,175,29,11,1,4,1,0,1,0,2,0
PT_130520,Lousada (Santa Margarida),331,230,2,0,106,96,12,9,1,0,2,0,1,0,1,0
PT_130510,Lodares,1399,936,10,6,399,418,71,19,2,3,5,0,2,0,1,0
PT_130511,Lustosa,2910,1804,23,4,703,802,149,89,5,14,7,0,5,0,3,0
PT_130512,Macieira,1075,657,5,4,273,313,38,18,2,0,2,0,1,0,1,0
PT_130513,Meinedo,3125,2166,19,10,684,1179,126,99,7,21,17,0,2,0,2,0
PT_130514,Nespereira,1313,928,11,13,378,438,55,21,1,8,3,0,0,0,0,0
PT_130515,Nevogilde,1713,1113,6,2,681,322,68,23,3,2,3,0,1,0,2,0
PT_130516,Nogueira,812,560,5,5,270,208,46,12,2,7,4,0,1,0,0,0
PT_130517,Ordem,909,655,5,4,362,230,32,9,2,7,2,0,2,0,0,0
PT_130518,Pias,748,520,2,1,182,274,30,15,2,6,6,0,2,0,0,0
PT_130523,Silvares,1704,1185,14,9,623,392,76,30,1,32,4,0,4,0,0,0
PT_130524,Sousela,1235,763,6,4,415,259,54,13,1,5,2,0,3,0,1,0
PT_130525,Torno,1715,1094,12,8,536,407,70,38,3,12,4,0,2,0,2,0
PT_130526,Vilar Do Torno E Alentém,1034,672,5,2,219,374,39,14,1,9,3,0,4,0,2,0
PT_130601,Águas Santas,18327,12365,133,170,4326,5452,1043,664,29,412,96,0,24,0,16,0
PT_130612,Avioso (São Pedro),2112,1546,6,19,729,552,156,41,0,32,7,0,3,0,1,0
PT_130611,Avioso (Santa Maria),2727,1862,16,19,962,563,183,38,3,59,9,0,8,0,2,0
PT_130602,Barca,2503,1667,17,5,641,809,99,42,3,37,5,0,7,0,2,0
PT_130603,Folgosa,2593,1790,22,19,824,666,150,64,1,33,8,0,3,0,0,0
PT_130604,Gemunde,3422,2178,26,25,887,859,214,74,2,66,18,0,5,0,2,0
PT_130605,Gondim,1372,819,7,7,286,390,67,33,1,20,6,0,2,0,0,0
PT_130606,Gueifães,9530,6826,66,120,2427,3018,491,342,16,287,39,0,12,0,8,0
PT_130607,Maia,7817,5643,46,81,2409,2009,529,216,7,301,25,0,19,0,1,0
PT_130608,Milheirós,3740,2579,45,43,833,1226,216,107,9,67,20,0,7,0,6,0
PT_130609,Moreira,7707,5414,40,91,2034,2309,478,232,12,166,40,0,10,0,2,0
PT_130610,Nogueira,3653,2543,33,27,998,1019,256,109,5,56,31,0,7,0,2,0
PT_130617,Pedrouços,9050,6155,78,78,2045,2756,472,470,8,170,54,0,11,0,13,0
PT_130613,São Pedro Fins,1587,1134,10,9,496,431,101,39,1,33,8,0,3,0,3,0
PT_130614,Silva Escura,1528,1023,24,13,460,344,115,26,2,27,10,0,1,0,1,0
PT_130615,Vermoim,9382,6522,40,77,2739,2487,616,249,17,251,25,0,18,0,3,0
PT_130616,Vila Nova Da Telha,3817,2709,31,43,1086,1100,238,104,4,81,16,0,6,0,0,0
PT_130701,Alpendurada e Matos,3394,2029,17,8,1113,618,223,19,3,17,7,0,3,0,1,0
PT_130702,Ariz,1333,818,10,5,480,220,80,8,2,9,1,0,2,0,1,0
PT_130703,Avessadas,916,526,13,6,246,161,73,10,4,5,5,0,1,0,2,0
PT_130704,Banho E Carvalhosa,1211,690,13,5,226,321,96,19,2,3,3,0,1,0,1,0
PT_130705,Constance,1263,838,6,5,345,368,77,17,3,10,5,0,1,0,1,0
PT_130706,Favões,863,526,5,2,277,132,84,13,0,9,3,0,1,0,0,0
PT_130707,Folhada,667,301,10,0,157,72,49,2,1,3,4,0,1,0,2,0
PT_130708,Fornos,2575,1758,13,15,672,799,166,37,2,44,7,0,3,0,0,0
PT_130709,Freixo,541,360,7,1,174,118,38,4,3,9,5,0,0,0,1,0
PT_130710,Magrelos,743,441,5,2,222,133,63,5,3,2,3,0,2,0,1,0
PT_130711,Manhuncelos,378,249,6,3,81,96,54,5,1,1,1,0,0,0,1,0
PT_130712,Maureles,409,213,3,0,102,60,40,3,1,1,1,0,1,0,1,0
PT_130713,Paços De Gaiolo,1000,495,10,2,219,168,80,8,0,3,5,0,0,0,0,0
PT_130714,Paredes De Viadores,945,609,7,4,206,223,124,31,4,3,5,0,1,0,1,0
PT_130715,Penha Longa,1733,882,7,8,450,291,88,11,4,14,4,0,3,0,2,0
PT_130716,Rio De Galinhas,1232,821,9,8,282,406,75,21,3,10,5,0,2,0,0,0
PT_130717,Rosem,203,127,2,2,62,20,34,5,0,0,1,0,1,0,0,0
PT_130718,Sande,1646,867,8,3,574,147,119,7,3,1,3,0,0,0,2,0
PT_130719,Santo Isidoro,1281,903,6,3,192,554,57,70,1,9,9,0,0,0,2,0
PT_130720,São Lourenço Do Douro,742,448,8,0,302,80,42,9,0,6,0,0,1,0,0,0
PT_130721,São Nicolau,334,215,2,2,69,101,26,8,1,5,0,0,0,0,1,0
PT_130722,Soalhães,2825,1623,27,2,501,791,234,27,4,13,16,0,4,0,4,0
PT_130723,Sobretâmega,908,533,5,3,191,258,56,6,2,7,2,0,2,0,1,0
PT_130724,Tabuado,1101,704,6,6,368,194,110,6,2,9,2,0,0,0,1,0
PT_130725,Torrão,758,507,1,2,185,236,39,38,0,3,3,0,0,0,0,0
PT_130726,Toutosa,567,427,2,6,75,247,25,53,1,8,10,0,0,0,0,0
PT_130727,Tuias,1838,1212,15,9,481,450,178,35,4,23,11,0,5,0,1,0
PT_130729,Várzea Da Ovelha E Aliviada,1696,1005,14,9,533,321,98,10,0,7,9,0,3,0,1,0
PT_130728,Várzea Do Douro,1380,905,7,2,596,171,113,9,2,3,0,0,2,0,0,0
PT_130731,Vila Boa De Quires,2650,1640,24,8,877,413,275,28,4,4,6,0,1,0,0,0
PT_130730,Vila Boa Do Bispo,2169,1329,24,6,780,299,189,16,2,8,5,0,0,0,0,0
PT_130801,Custóias,12668,8550,92,93,2708,4154,594,516,17,292,58,0,18,0,8,0
PT_130802,Guifões,7892,5127,46,57,1267,2905,335,316,9,120,57,0,7,0,8,0
PT_130803,Lavra,7075,4665,44,41,1723,2134,416,158,8,101,27,0,9,0,4,0
PT_130805,Leça Da Palmeira,13795,9422,52,116,3428,4114,782,422,29,407,46,0,15,0,11,0
PT_130804,Leça Do Balio,11988,8119,79,99,2341,4091,553,527,19,305,66,0,19,0,20,0
PT_130806,Matosinhos,25005,16120,120,173,5052,8222,1042,786,18,596,61,0,33,0,17,0
PT_130807,Perafita,10306,6695,51,80,2156,3309,556,307,14,150,52,0,11,0,9,0
PT_130808,Santa Cruz Do Bispo,4990,3323,29,44,981,1785,225,166,8,54,16,0,10,0,5,0
PT_130809,São Mamede De Infesta,19324,12534,105,175,4159,5690,972,729,28,546,84,0,33,0,13,0
PT_130810,Senhora Da Hora,18313,13214,81,197,4436,5803,1076,834,18,682,53,0,22,0,12,0
PT_130901,Arreigada,1584,1040,10,5,626,272,93,11,3,11,8,0,0,0,1,0
PT_130902,Carvalhosa,2871,1810,15,13,1122,459,157,15,4,9,7,0,7,0,2,0
PT_130903,Codessos,603,440,5,3,231,154,30,7,0,1,9,0,0,0,0,0
PT_130904,Eiriz,1416,1027,7,4,649,252,88,18,1,4,2,0,1,0,1,0
PT_130905,Ferreira,2839,1832,21,20,1049,528,161,26,2,8,10,0,4,0,3,0
PT_130906,Figueiró,1546,1154,7,2,582,447,87,11,1,8,8,0,0,0,1,0
PT_130907,Frazão,3581,2269,22,13,1322,571,280,27,3,16,11,0,2,0,2,0
PT_130908,Freamunde,5484,3627,21,31,1333,1501,200,411,9,69,45,0,4,0,3,0
PT_130909,Lamoso,1277,917,6,2,510,276,103,9,0,5,2,0,1,0,3,0
PT_130910,Meixomil,2560,1724,10,15,980,527,141,17,3,23,8,0,0,0,0,0
PT_130911,Modelos,1317,797,8,6,443,234,86,8,0,8,3,0,1,0,0,0
PT_130912,Paços De Ferreira,4713,3051,22,33,1614,984,288,30,6,51,13,0,7,0,3,0
PT_130913,Penamaior,2573,1833,8,14,1107,525,138,22,2,7,7,0,3,0,0,0
PT_130914,Raimonda,1767,1320,5,5,681,486,106,15,0,12,6,0,4,0,0,0
PT_130915,Sanfins De Ferreira,2149,1365,10,6,697,542,87,15,1,0,5,0,2,0,0,0
PT_130916,Seroa,2536,1467,20,6,857,414,142,8,2,8,5,0,2,0,3,0
PT_131001,Aguiar De Sousa,1311,859,18,9,342,332,88,28,5,20,10,0,3,0,4,0
PT_131002,Astromil,601,453,8,3,229,146,55,5,2,5,0,0,0,0,0,0
PT_131003,Baltar,3448,2481,31,31,1116,914,275,60,3,34,13,0,3,0,1,0
PT_131004,Beire,1730,1203,16,9,702,312,137,12,1,6,6,0,1,0,1,0
PT_131005,Besteiros,1168,889,9,7,539,186,123,9,5,4,6,0,1,0,0,0
PT_131006,Bitarães,1973,1495,24,10,818,397,201,22,3,16,4,0,0,0,0,0
PT_131007,Castelões De Cepeda,5438,3997,47,30,1812,1420,488,80,10,83,20,0,6,0,1,0
PT_131008,Cete,2011,1380,21,12,410,679,131,90,1,20,14,0,2,0,0,0
PT_131009,Cristelo,1236,938,6,4,621,186,98,7,4,7,3,0,1,0,1,0
PT_131010,Duas Igrejas,2702,1843,29,6,1328,295,159,13,3,2,5,0,2,0,1,0
PT_131011,Gandra,4288,2692,47,28,1333,784,334,96,7,35,18,0,9,0,1,0
PT_131012,Gondalães,741,558,4,2,304,144,96,3,0,3,0,0,1,0,1,0
PT_131013,Lordelo,8414,4805,54,31,2786,1463,327,82,8,27,16,0,4,0,7,0
PT_131014,Louredo,1195,857,14,5,545,159,111,14,1,4,2,0,2,0,0,0
PT_131015,Madalena,1221,882,4,12,394,343,97,17,1,11,1,0,1,0,1,0
PT_131016,Mouriz,1953,1412,29,13,683,434,183,36,4,12,10,0,3,0,5,0
PT_131017,Parada De Todeia,1387,960,10,8,200,526,66,121,1,11,14,0,2,0,1,0
PT_131018,Rebordosa,7272,4825,51,23,2710,1393,455,102,11,50,15,0,11,0,4,0
PT_131019,Recarei,3769,2572,29,17,944,1123,201,175,8,47,18,0,9,0,1,0
PT_131020,Sobreira,3001,1968,18,12,646,1028,147,74,3,19,13,0,4,0,4,0
PT_131021,Sobrosa,1825,1326,13,5,831,318,123,13,4,8,7,0,2,0,2,0
PT_131022,Vandoma,1630,1088,14,12,641,258,118,28,2,5,3,0,5,0,2,0
PT_131023,Vila Cova De Carros,600,466,9,7,263,127,38,17,0,3,1,0,1,0,0,0
PT_131024,Vilela,3457,2452,26,16,1751,343,269,24,2,9,7,0,5,0,0,0
PT_131101,Abragão,1956,1170,30,6,741,279,84,16,2,5,6,0,1,0,0,0
PT_131102,Boelhe,1441,956,16,4,471,284,56,93,3,5,21,0,2,0,1,0
PT_131103,Bustelo,1515,1059,12,7,371,508,97,38,0,13,10,0,2,0,1,0
PT_131104,Cabeça Santa,1810,1258,13,11,555,507,112,31,5,8,12,0,2,0,2,0
PT_131105,Canelas,1286,822,10,2,501,226,52,22,1,2,2,0,0,0,4,0
PT_131106,Capela,839,570,14,3,298,206,30,11,0,3,4,0,1,0,0,0
PT_131107,Castelões,1155,824,6,6,314,386,77,23,0,9,3,0,0,0,0,0
PT_131108,Croca,1244,784,14,2,324,342,63,19,0,9,4,0,1,0,6,0
PT_131109,Duas Igrejas,1687,1103,21,7,536,398,102,12,0,16,7,0,1,0,3,0
PT_131110,Eja,1067,645,7,1,268,295,46,17,5,0,5,0,0,0,1,0
PT_131111,Figueira,279,188,3,2,89,56,29,4,3,1,1,0,0,0,0,0
PT_131112,Fonte Arcada,1216,807,8,7,227,465,53,29,2,8,3,0,4,0,1,0
PT_131113,Galegos,1830,1329,7,9,705,462,90,25,4,15,7,0,2,0,3,0
PT_131114,Guilhufe,2339,1607,25,13,570,735,149,63,6,27,13,0,5,0,1,0
PT_131115,Irivo,1519,1117,14,8,435,532,74,32,4,8,7,0,2,0,1,0
PT_131116,Lagares,1805,1238,12,8,652,420,97,24,0,6,12,0,6,0,1,0
PT_131117,Luzim,670,485,10,2,272,146,32,12,0,2,7,0,1,0,1,0
PT_131118,Marecos,812,557,5,1,316,177,41,8,1,3,3,0,0,0,2,0
PT_131119,Milhundos,1169,825,15,4,335,340,108,7,0,8,6,0,0,0,2,0
PT_131120,Novelas,1303,959,10,4,223,502,67,113,2,20,16,0,1,0,1,0
PT_131121,Oldrões,1450,1039,16,7,529,354,96,16,1,9,8,0,1,0,2,0
PT_131122,Paço De Sousa,2819,1923,38,22,720,888,128,78,3,27,9,0,8,0,2,0
PT_131123,Paredes,812,608,7,2,330,202,30,22,2,10,2,0,0,0,1,0
PT_131124,Penafiel,6350,4393,45,39,1965,1611,449,119,6,125,21,0,6,0,7,0
PT_131125,Perozelo,1035,758,8,4,272,263,154,25,4,17,7,0,3,0,1,0
PT_131126,Pinheiro,1776,1221,11,13,709,351,80,14,4,17,20,0,1,0,1,0
PT_131127,Portela,1102,736,7,5,437,206,60,8,1,5,5,0,1,0,1,0
PT_131128,Rans,1455,1013,17,3,421,457,73,25,1,8,6,0,0,0,2,0
PT_131132,Recezinhos (São Mamede),1232,792,13,8,330,354,48,22,3,6,4,0,2,0,2,0
PT_131133,Recezinhos (São Martinho),1445,1058,12,4,492,433,80,17,1,14,4,0,1,0,0,0
PT_131129,Rio De Moinhos,2349,1458,13,5,815,486,87,32,3,6,6,0,4,0,1,0
PT_131138,Rio Mau,1275,935,7,9,228,496,38,113,1,23,16,0,2,0,2,0
PT_131130,Santa Marta,929,701,12,3,309,289,57,8,1,13,5,0,2,0,2,0
PT_131131,Santiago De Subarrifana,804,624,10,3,231,300,44,29,0,1,3,0,3,0,0,0
PT_131134,Sebolido,760,495,16,2,88,283,28,52,2,7,13,0,1,0,3,0
PT_131135,Urrô,755,564,3,9,239,228,59,15,0,6,4,0,1,0,0,0
PT_131136,Valpedre,1028,753,11,5,516,149,49,11,1,2,7,0,1,0,1,0
PT_131137,Vila Cova,638,431,10,0,237,124,38,14,1,2,1,0,4,0,0,0
PT_131201,Aldoar,11283,7719,71,95,2659,3432,639,401,4,364,33,0,17,0,4,0
PT_131202,Bonfim,27636,17826,134,196,7346,6698,1518,1051,34,727,63,0,48,0,11,0
PT_131203,Campanhã,35513,20995,156,173,5865,10916,1349,1697,42,609,119,0,50,0,19,0
PT_131204,Cedofeita,25732,16701,106,175,7359,5693,1644,763,20,846,42,0,37,0,16,0
PT_131205,Foz Do Douro,10369,7447,50,96,3180,2675,824,311,6,266,18,0,12,0,9,0
PT_131206,Lordelo Do Ouro,18528,12189,41,118,4321,5176,1215,727,10,501,39,0,32,0,9,0
PT_131207,Massarelos,7769,5247,33,59,1992,2029,473,336,4,269,29,0,16,0,7,0
PT_131208,Miragaia,3641,2095,20,12,476,1142,135,195,5,82,20,0,4,0,4,0
PT_131209,Nevogilde,4882,3565,16,50,2010,659,638,42,2,117,6,0,23,0,2,0
PT_131210,Paranhos,42706,28914,217,331,10994,11785,2456,1595,36,1256,123,0,85,0,36,0
PT_131211,Ramalde,31112,20096,126,219,7711,7966,1911,1140,29,848,72,0,53,0,21,0
PT_131212,Santo Ildefonso,12355,6979,32,58,2815,2723,570,386,13,338,24,0,14,0,6,0
PT_131213,São Nicolau,3062,1784,22,11,471,978,97,131,1,62,5,0,4,0,2,0
PT_131214,Sé,5773,3121,20,18,747,1818,162,254,0,79,16,0,4,0,3,0
PT_131215,Vitória,3482,1944,28,15,605,987,101,133,5,57,6,0,5,0,2,0
PT_131301,A Ver-o-Mar,5561,2928,30,16,1362,928,470,55,4,45,11,0,4,0,3,0
PT_131302,Aguçadoura,3656,2200,23,3,1404,437,290,11,1,24,3,0,3,0,1,0
PT_131303,Amorim,2211,1433,14,10,774,383,180,39,1,23,5,0,3,0,1,0
PT_131304,Argivai,1615,1069,8,9,457,410,126,22,0,21,12,0,3,0,1,0
PT_131305,Balazar,1935,1397,12,6,827,355,174,13,1,7,1,0,1,0,0,0
PT_131306,Beiriz,2479,1451,15,16,692,455,182,41,2,28,15,0,2,0,3,0
PT_131307,Estela,2149,1118,10,4,588,245,253,9,0,5,3,0,1,0,0,0
PT_131308,Laundos,1690,964,12,5,609,193,116,15,4,7,1,0,1,0,1,0
PT_131309,Navais,1498,984,10,8,635,176,137,6,0,8,2,0,2,0,0,0
PT_131310,Póvoa De Varzim,24108,14778,83,178,6339,5003,1935,609,20,505,62,0,32,0,12,0
PT_131311,Rates,1954,1319,9,7,784,273,224,7,1,7,4,0,3,0,0,0
PT_131312,Terroso,1952,1265,21,13,729,333,123,15,2,19,5,0,3,0,2,0
PT_131401,Agrela,1254,928,4,3,557,290,58,4,2,9,0,0,1,0,0,0
PT_131402,Água Longa,1702,1224,19,11,633,433,90,8,0,19,7,0,3,0,1,0
PT_131404,Areias,2235,1586,15,8,617,771,105,29,0,32,4,0,3,0,2,0
PT_131405,Aves,7253,4808,45,43,1779,2185,371,191,5,129,41,0,14,0,5,0
PT_131406,Burgães,1940,1290,16,9,517,579,108,26,2,15,12,0,5,0,1,0
PT_131426,Campo (São Martinho),3098,2244,23,7,767,1070,154,146,6,38,27,0,3,0,3,0
PT_131407,Carreira,861,586,4,5,221,280,55,9,0,9,2,0,1,0,0,0
PT_131427,Couto (São Miguel),1036,720,3,4,226,400,50,21,1,8,5,0,1,0,1,0
PT_131420,Couto (Santa Cristina),3196,2158,31,16,805,1033,143,63,5,44,11,0,5,0,2,0
PT_131410,Guimarei,621,419,6,4,142,210,38,4,4,8,2,0,0,0,1,0
PT_131411,Lama,1454,1005,9,7,419,470,52,26,0,17,4,0,1,0,0,0
PT_131412,Lamelas,814,596,6,3,256,249,51,17,1,11,2,0,0,0,0,0
PT_131413,Monte Córdova,2870,1855,23,6,875,679,177,46,0,22,22,0,5,0,0,0
PT_131424,Negrelos (São Mamede),1681,1070,15,4,330,547,56,79,4,16,13,0,1,0,5,0
PT_131430,Negrelos (São Tomé),3517,2348,17,10,806,1070,257,128,7,18,24,0,6,0,5,0
PT_131415,Palmeira,1127,760,5,2,282,361,72,13,4,16,4,0,1,0,0,0
PT_131416,Rebordões,3253,2312,18,7,861,1084,207,71,2,38,22,0,1,0,1,0
PT_131417,Refojos De Riba De Ave,915,594,13,5,249,247,59,7,1,5,4,0,2,0,2,0
PT_131418,Reguenga,1284,900,12,8,508,304,50,5,0,8,3,0,1,0,1,0
PT_131419,Roriz,3352,2113,18,5,747,1008,117,160,6,15,30,0,2,0,5,0
PT_131422,Santo Tirso,11510,7726,51,58,3027,3557,576,201,15,166,57,0,14,0,4,0
PT_131429,São Salvador Do Campo,810,596,1,0,197,331,33,16,1,8,7,0,2,0,0,0
PT_131431,Sequeiró,1557,1012,7,7,430,481,53,12,3,10,8,0,1,0,0,0
PT_131432,Vilarinho,2930,1911,23,4,477,951,115,272,7,24,36,0,1,0,1,0
PT_131801,Alvarelhos,2521,1689,15,13,975,538,98,24,3,16,5,0,1,0,1,0
PT_131803,Bougado (São Martinho),10893,7659,68,91,3756,2629,669,238,13,133,39,0,17,0,6,0
PT_131802,Bougado (Santiago),5544,4003,58,34,2020,1327,414,71,5,51,14,0,7,0,2,0
PT_131804,Coronado (São Mamede),3271,2101,30,19,975,795,153,74,4,32,10,0,6,0,3,0
PT_131805,Coronado (São Romão),3082,1899,13,20,786,776,162,74,3,38,18,0,7,0,2,0
PT_131806,Covelas,1248,845,7,8,422,304,64,19,4,11,5,0,0,0,1,0
PT_131807,Guidões,1437,946,10,4,444,353,52,63,3,4,10,0,3,0,0,0
PT_131808,Muro,1516,1062,7,13,599,295,116,12,0,16,4,0,0,0,0,0
PT_131501,Alfena,10383,6849,95,98,2855,2771,537,259,12,135,60,0,18,0,9,0
PT_131502,Campo,6421,4311,51,33,1139,2025,226,689,7,63,59,0,13,0,6,0
PT_131503,Ermesinde,32098,20737,188,272,7566,9232,1604,925,39,735,105,0,54,0,17,0
PT_131504,Sobrado,5081,3380,39,32,1895,942,294,98,7,28,25,0,14,0,6,0
